c28a8ce708df704478eac8d14ad20662f5fe683ffcc8e191e500998418502e7a,951287e5d2891eee36a913837d76846fc60e806163c053d66a9499b70ed7f877,66fe8a2c74f214878f727b95b91a8bd005cf7adc5d390a8320334cb5fd3cd7e0,fc8c4bd1e64fa9bb88460c2724af28abb6393e679e43e0ade787e380b8a8beb0,f6b66fb8d6f035f8543595189c220d443d53de3559fbf5442f657f6632a0e690,48323c20db08b417b445c9be63ed75eaa9613c08c620d5b10ef1e1bece51edbe,7a15941161f6f09a5b4de6807cab37a4d984fde3ada41512c47b364eb398fd7f,ea7d012d6e2e8742d3adef25df5f8f654cc950441e30d7700e243e2387674a7d,fa7de80a99b902aaab2e04e5ccf1c54e313fdfd20739823c46eb9b2b0b816ec7,fda7514eb88cf2c1b35fce168a5f2b220b3fa0c977e01fec973934bb7b8dfd61,dfa3f3ac62412bd02dde01c56b323b057d86d11702d4e31506889dbf3caaaef1,17dccac0a117e9310dcf03cd8f766bf96197543bfb6ba4a499e0aceaf0f459e8,4a2359204b4a9b7775c017bc0e38dedcba8e0d97ecaa7f191d696f65faf121e1,3fa2e6ea05d914e068b6ff173ef37bd4f6d36eb24cd472f6c5b38ae1598253f8,be2f0939b8507450e543932157851929a23f5b82b2d9626e8b8f965568155c77,2f56d1cba4093016fa58b8fc7bf087c278f1745c691d9c5089d071b8139c83cf,2ed91732f05ac5edcc3d2aeb81a7c12b94db4beb063fc187e23b0d1a639e1570,f9c4de6569833b7d383d4a709466ccfed4673bc5160c66d18987097b702113e9,1a520a6aa03ef6817f4f4acec5e43fbd42a511399a5d30310a8d7880e6106561,833eefee234fccf20d02ac3d2268a48076870b6630751652a9f72f01a3a62d6c,b1e728d1ff09df40d2b0ca38e699c48ad916fe353d0793d22707938919b1d63e,06aa451efc15a1f38b16b27281e43bd7424d50717b2b26b899bbcb0e6b4b5d71
"-30","101021","4","0","1","190","0","-70","bgm_M64","101021","-30","200","0","4","1.3","1","1038","1","0.9","1","10380104","200"
"0","101031","5","0","1","440","0","0","bgm_M55","101031","-30","220","0","5","1.8","1","1038","1.6","1.4","1","10380105","200"
"0","101041","1","10","1","-470","0","-125","bgm_M64","101041","-30","210","-30","1","0.8","1","1039","0.7","0.6","1","10390101","250"
"0","101041","2","10","1","-210","0","-95","bgm_M64","101041","-30","200","0","2","1","1","1039","0.7","0.65","1","10390102","200"
"0","101041","3","0","1","50","-15","-120","bgm_M64","101041","-30","200","-10","3","1.3","1","1039","1","0.9","1","10390103","100"
"0","101041","4","0","1","195","0","35","bgm_M64","101041","-30","200","0","4","1.35","1","1039","1.3","0.9","1","10390104","100"
"-50","101042","5","0","1.3","450","0","-55","bgm_M55","101042","-30","210","0","5","1.8","1","1039","1.35","1.1","1","10390105","150"
"0","101161","1","10","1","-480","0","-120","bgm_M64","101161","-30","210","0","1","0.8","1","1040","0.85","0.6","1","10400101","250"
"0","101161","2","0","1","-260","0","-100","bgm_M64","101161","-30","240","0","2","1.2","1","1040","1.1","0.75","1","10400102","100"
"0","101161","3","5","1","-10","-5","65","bgm_M64","101161","-30","200","-10","3","1.1","1","1040","1","0.65","1","10400103","100"
"43","101161","4","0","1","190","0","-110","bgm_M64","101161","-30","200","0","4","1","1","1040","1","0.9","1","10400104","150"
"-50","101162","5","-10","1.3","485","-40","-70","bgm_M55","101162","-30","280","-45","5","1.15","1","1040","1","0.9","1","10400105","270"
"0","101171","1","10","1","-480","0","-120","bgm_M64","101171","-30","210","0","1","0.8","1","1041","0.85","0.6","1","10410101","120"
"0","101171","2","10","1","-260","0","-120","bgm_M64","101171","-30","200","0","2","1.2","1","1041","1","0.75","1","10410102","120"
"-50","101171","3","0","1","-10","-13","0","bgm_M64","101171","-30","200","-60","3","0.9","1.4","1041","0.55","0.6","1","10410103","150"
"0","101171","4","0","1","190","0","-110","bgm_M64","101171","-30","200","0","4","1.2","1","1041","1","0.9","1","10410104","100"
"-50","101172","5","10","1","475","-20","-30","bgm_M55","101172","-30","250","0","5","1.45","1","1041","1","1","1","10410105","200"
"0","101191","1","10","1","-480","0","-120","bgm_M64","101191","-30","210","-30","1","0.8","1","1042","0.7","0.6","1","10420101","100"
"0","101191","2","10","1","-260","0","-100","bgm_M64","101191","-30","200","0","2","1.2","1","1042","1","0.8","1","10420102","100"
"-30","101451","3","0","1","-10","-15","65","bgm_M64","101191","-30","200","-10","3","1.4","1","1042","1","0.9","1","10420103","100"
"0","101191","4","0","1","190","0","-110","bgm_M64","101191","-30","200","0","4","1.1","1","1042","1","0.65","1","10420104","100"
"-50","101192","5","-10","1","485","0","-70","bgm_M55","101192","-30","280","-45","5","1.3","1.2","1042","1","1.1","1","10420105","200"
"0","101201","1","10","1","-480","0","-120","bgm_M64","101201","-30","210","0","1","0.8","1","1043","0.85","0.6","1","10430101","100"
"0","101201","2","10","1","-260","0","-120","bgm_M64","101201","-30","240","0","2","1.2","1","1043","1.1","0.75","1","10430102","100"
"0","101201","3","0","1","-10","-15","65","bgm_M64","101201","-30","200","-10","3","1.1","1","1043","1","0.8","1","10430103","100"
"43","101201","4","0","1","190","0","-110","bgm_M64","101201","-30","200","0","4","1","1","1043","1","0.7","1","10430104","100"
"-50","101202","5","10","1","475","-20","-30","bgm_M55","101202","-30","250","-45","5","1.45","1","1043","1","1","1","10430105","100"
"0","101291","1","10","1","-480","0","-120","bgm_M64","101291","-30","210","0","1","0.8","1","1044","0.85","0.6","1","10440101","100"
"0","101291","2","10","1","-260","0","-120","bgm_M64","101291","-30","240","0","2","1.2","1","1044","1.1","0.75","1","10440102","100"
"0","101291","3","0","1","-40","-15","65","bgm_M64","101291","-30","200","-10","3","2.3","1","1044","2.2","1.55","1","10440103","100"
"0","101291","4","0","1","150","0","-110","bgm_M64","101291","-30","200","0","4","1.2","1","1044","1","1.1","1","10440104","100"
"15","101292","5","30","1","490","-20","-15","bgm_M55","101292","-30","230","30","5","1.45","1","1044","1","1.1","1","10440105","100"
"0","101301","1","10","1","-480","0","-120","bgm_M64","101301","-30","210","-30","1","0.8","1","1045","0.7","0.58","1","10450101","100"
"0","101301","2","10","1","-260","0","-120","bgm_M64","101301","-30","200","0","2","1.2","1","1045","1","0.9","1","10450102","100"
"-30","101301","3","-10","1","-50","0","100","bgm_M64","101301","-30","200","-10","3","1.4","1","1045","1","0.93","1","10450103","200"
"15","101301","4","0","1","100","0","-100","bgm_M64","101301","-30","200","0","4","1.3","1","1045","1","0.9","1","10450104","100"
"-15","101302","5","10","1","470","-20","-55","bgm_M55","101302","-30","270","-30","5","1.2","1","1045","1.1","1","1","10450105","100"
"0","101161","1","10","1","-450","0","-130","bgm_M64","101441","-30","210","0","1","0.8","1","1046","0.85","0.575","1","10460101","100"
"0","101161","2","10","1","-250","0","-120","bgm_M64","101441","-30","200","0","2","1","1","1046","0.7","0.75","1","10460102","200"
"0","101161","3","0","1","-10","-15","50","bgm_M64","101441","-30","200","-10","3","1.2","1","1046","1.1","0.8","1","10460103","100"
"43","101161","4","0","1","210","0","-100","bgm_M64","101441","-30","200","0","4","1","1","1046","1","0.8","1","10460104","150"
"-35","101162","5","10","1","470","-20","-70","bgm_M55","101442","-30","230","-30","5","1.2","1","1046","1.1","0.95","1","10460105","100"
"0","101451","1","10","1","-450","0","-130","bgm_M64","101451","-30","210","-30","1","0.8","1","1047","0.7","0.58","1","10470101","100"
"0","101451","2","10","1","-250","0","-120","bgm_M64","101451","-30","200","0","2","1.2","1","1047","1","0.9","1","10470102","100"
"-30","101451","3","0","1","-20","-15","50","bgm_M64","101451","-30","200","-10","3","1.4","1","1047","1","0.9","1","10470103","100"
"0","101451","4","0","1","200","0","-100","bgm_M64","101451","-30","200","0","4","1","1","1047","0.85","0.8","1","10470104","100"
"-35","101452","5","0","1","510","0","-70","bgm_M55","101452","-30","290","-50","5","1.55","1.2","1047","1.4","1.25","1","10470105","100"
"0","101451","1","10","1","-450","0","-130","bgm_M64","101561","-30","210","-30","1","0.8","1","1048","0.7","0.58","1","10480101","100"
"0","101451","2","0","1","-240","0","-120","bgm_M64","101561","-30","240","0","2","1.2","1","1048","1.1","0.75","1","10480102","100"
"-50","101451","3","0","1","-10","-13","0","bgm_M64","101561","-30","200","-60","3","0.9","1.4","1048","0.55","0.6","1","10480103","150"
"20","101451","4","0","1","195","0","-100","bgm_M64","101561","-30","200","0","4","1.1","1","1048","1","0.7","1","10480104","100"
"-60","101452","5","0","1","460","0","-70","bgm_M55","101562","-30","290","-50","5","1.55","1.4","1048","1.35","1.25","1","10480105","400"
"0","101001","1","10","1","-480","0","-120","bgm_M64","101001","-30","210","-30","1","0.8","1","1049","0.7","0.58","1","10490101","100"
"0","101001","2","10","1","-270","0","-120","bgm_M64","101001","-30","200","0","2","1.2","1","1049","1.1","0.75","1","10490102","100"
"-30","101001","3","0","1","-25","-15","65","bgm_M64","101001","-30","200","-10","3","1.4","1","1049","1","0.9","1","10490103","200"
"-30","101001","4","0","1","200","0","-120","bgm_M64","101001","-30","200","0","4","1.1","1","1049","1","0.9","1","10490104","150"
"0","101011","5","0","1","480","0","-40","bgm_M55","101011","-30","250","0","5","1.3","1.2","1049","1","1.2","1","10490105","200"
"-25","101021","1","10","1","-450","0","-110","bgm_M64","101021","-30","210","-30","1","1","1","1050","0.9","0.575","1","10500101","170"
"0","101021","2","0","1","-240","0","-120","bgm_M64","101021","-30","240","0","2","1.2","1","1050","1.1","0.75","1","10500102","100"
"0","101021","3","5","1","-10","-5","65","bgm_M64","101021","-30","200","-10","3","0.9","1","1050","0.8","0.6","1","10500103","100"
"0","101021","4","0","1","190","0","-110","bgm_M64","101021","-30","200","0","4","1.1","1","1050","1","0.65","1","10500104","100"
"0","101031","5","0","1","440","0","0","bgm_M55","101031","-30","220","0","5","1.8","1","1050","1.6","1.4","1","10500105","200"
"0","101041","1","10","1","-450","0","-130","bgm_M64","101041","-30","210","-30","1","0.8","1","1051","0.7","0.58","1","10510101","100"
"0","101041","2","10","1","-250","0","-120","bgm_M64","101041","-30","200","0","2","1","1","1051","0.7","0.65","1","10510102","200"
"-10","101041","3","10","1","-35","-15","70","bgm_M64","101041","-30","200","-10","3","1.3","1","1051","1","0.75","1","10510103","100"
"0","101041","4","0","1","150","0","-110","bgm_M64","101041","-30","200","0","4","1.4","1","1051","1","1","1","10510104","100"
"-50","101042","5","0","1.3","450","0","-55","bgm_M55","101042","-30","210","0","5","1.8","1","1051","1.35","1.1","1","10510105","150"
"0","101161","1","10","1","-480","0","-120","bgm_M64","101161","-30","210","-30","1","0.8","1","1052","0.7","0.6","1","10520101","250"
"0","101161","2","0","1","-260","0","-100","bgm_M64","101161","-30","240","0","2","1.2","1","1052","1.1","0.75","1","10520102","100"
"0","101161","3","5","1","-10","-5","65","bgm_M64","101161","-30","200","-10","3","1.1","1","1052","1","0.65","1","10520103","100"
"-30","101161","4","0","1","240","0","-50","bgm_M64","101161","-30","200","0","4","1.3","1","1052","1","0.8","1","10520104","100"
"-50","101162","5","-10","1.3","485","-40","-70","bgm_M55","101162","-30","280","-45","5","1.15","1","1052","1","0.9","1","10520105","270"
"0","101171","1","10","1","-480","0","-120","bgm_M64","101171","-30","210","0","1","0.8","1","1053","0.85","0.5","1","10530101","120"
"0","101171","2","10","1","-270","0","-120","bgm_M64","101171","-30","200","0","2","1.2","1","1053","1.1","0.75","1","10530102","100"
"0","101171","3","0","1","-25","-15","65","bgm_M64","101171","-30","200","-10","3","2.3","1","1053","2.2","1.55","1","10530103","100"
"-30","101171","4","0","1","200","0","-100","bgm_M64","101171","-30","200","0","4","1.5","1","1053","1","0.9","1","10530104","100"
"-50","101172","5","10","1","475","-20","-30","bgm_M55","101172","-30","250","0","5","1.45","1","1053","1","1","1","10530105","200"
"-25","101191","1","10","1","-450","0","-110","bgm_M64","101191","-30","210","-30","1","1","1","1054","0.9","0.575","1","10540101","170"
"0","101191","2","10","1","-250","0","-120","bgm_M64","101191","-30","200","0","2","1","1","1054","0.7","0.65","1","10540102","200"
"0","101191","3","0","1","-10","-15","50","bgm_M64","101191","-30","200","-10","3","1.2","1","1054","1.1","0.8","1","10540103","100"
"0","101191","4","0","1","190","0","-90","bgm_M64","101191","-30","200","0","4","1.5","1","1054","1","1","1","10540104","200"
"-50","101192","5","-10","1","485","0","-70","bgm_M55","101192","-30","280","-45","5","1.3","1.2","1054","1","1.1","1","10540105","200"
"0","101201","1","10","1","-480","0","-120","bgm_M64","101201","-30","210","0","1","0.8","1","1055","0.85","0.5","1","10550101","120"
"-30","101201","2","0","1","-250","0","-120","bgm_M64","101201","-30","240","-30","2","1","1","1055","1","0.7","1","10550102","250"
"0","101201","3","0","1","-10","-15","65","bgm_M64","101201","-30","200","-10","3","1.1","1","1055","1","0.8","1","10550103","100"
"43","101201","4","0","1","190","0","-110","bgm_M64","101201","-30","200","0","4","1","1","1055","1","0.7","1","10550104","100"
"-50","101202","5","10","1","475","-20","-30","bgm_M55","101202","-30","250","-45","5","1.45","1","1055","1","1","1","10550105","100"
"0","101291","1","10","1","-480","0","-120","bgm_M64","101291","-30","210","-30","1","0.8","1","1056","0.7","0.6","1","10560101","250"
"0","101291","2","0","1","-260","0","-100","bgm_M64","101291","-30","240","0","2","1.2","1","1056","1.1","0.75","1","10560102","100"
"-30","101291","3","0","1","-35","-15","50","bgm_M64","101291","-30","200","-10","3","1.4","1","1056","1","0.9","1","10560103","100"
"-30","101291","4","0","1","190","0","-120","bgm_M64","101291","-30","200","0","4","1.1","1","1056","1","0.9","1","10560104","150"
"15","101292","5","30","1","490","-20","-15","bgm_M55","101292","-30","230","30","5","1.45","1","1056","1","1.1","1","10560105","100"
"-25","101301","1","10","1","-450","0","-110","bgm_M64","101301","-30","210","-30","1","1","1","1057","0.9","0.575","1","10570101","170"
"0","101301","2","10","1","-270","0","-120","bgm_M64","101301","-30","200","0","2","1.2","1","1057","1.1","0.75","1","10570102","100"
"-30","101301","3","-10","1","-50","0","100","bgm_M64","101301","-30","200","-10","3","1.4","1","1057","1","0.93","1","10570103","200"
"0","101301","4","0","1","190","0","-110","bgm_M64","101301","-30","200","0","4","1.2","1","1057","1","0.9","1","10570104","100"
"-15","101302","5","10","1","470","-20","-55","bgm_M55","101302","-30","270","-30","5","1.2","1","1057","1.1","1","1","10570105","100"
"0","101441","1","10","1","-480","0","-120","bgm_M64","101441","-30","210","-30","1","0.8","1","1058","0.7","0.6","1","10580101","250"
"-30","101441","2","0","1","-250","0","-120","bgm_M64","101441","-30","240","-30","2","1","1","1058","1","0.7","1","10580102","250"
"-10","101441","3","10","1","-5","-15","70","bgm_M64","101441","-30","200","-10","3","1.3","1","1058","1","0.75","1","10580103","100"
"20","101441","4","10","1","210","0","-100","bgm_M64","101441","-30","200","0","4","1.1","1","1058","1","0.8","1","10580104","100"
"-35","101442","5","10","1","470","-20","-70","bgm_M55","101442","-30","230","-30","5","1.2","1","1058","1.1","0.95","1","10580105","100"
"-25","101451","1","10","1","-450","0","-110","bgm_M64","101451","-30","210","-30","1","1","1","1059","0.9","0.575","1","10590101","170"
"0","101451","2","10","1","-250","0","-120","bgm_M64","101451","-30","200","0","2","1","1","1059","0.7","0.65","1","10590102","200"
"-50","101451","3","0","1","-10","-13","0","bgm_M64","101451","-30","200","-60","3","0.9","1.4","1059","0.55","0.6","1","10590103","150"
"0","101451","4","0","1","200","0","-120","bgm_M64","101451","-30","200","0","4","1","1","1059","0.7","0.7","1","10590104","100"
"-35","101452","5","0","1","510","0","-70","bgm_M55","101452","-30","290","-50","5","1.55","1.2","1059","1.4","1.25","1","10590105","100"
"0","101561","1","10","1","-480","0","-120","bgm_M64","101561","-30","210","0","1","0.8","1","1060","0.85","0.5","1","10600101","120"
"0","101561","2","10","1","-270","0","-120","bgm_M64","101561","-30","200","0","2","1.2","1","1060","1.1","0.75","1","10600102","100"
"-30","101561","3","0","1","-25","-15","65","bgm_M64","101561","-30","200","-10","3","1.4","1","1060","1","0.9","1","10600103","200"
"0","101561","4","0","1","190","0","-110","bgm_M64","101561","-30","200","0","4","1.1","1","1060","1","0.65","1","10600104","100"
"-60","101562","5","0","1","460","0","-70","bgm_M55","101562","-30","290","-50","5","1.55","1.4","1060","1.35","1.25","1","10600105","400"
"0","101001","1","10","1","-480","0","-120","bgm_M64","101001","-30","210","-30","1","0.8","1","1061","0.7","0.6","1","10610101","250"
"0","101001","2","0","1","-260","0","-100","bgm_M64","101001","-30","240","0","2","1.2","1","1061","1.1","0.75","1","10610102","100"
"-30","101001","3","0","1","-10","-15","65","bgm_M64","101001","-30","200","-10","3","1.4","1","1061","1","1","1","10610103","100"
"0","101001","4","0","1","200","0","-110","bgm_M64","101001","-30","200","0","4","1.4","1","1061","1","1","1","10610104","100"
"0","101011","5","0","1","480","0","-40","bgm_M55","101011","-30","250","0","5","1.3","1.2","1061","1","1.2","1","10610105","200"
"0","101021","1","10","1","-480","0","-120","bgm_M64","101021","-30","210","0","1","0.8","1","1063","0.85","0.5","1","10630101","120"
"-30","101021","2","0","1","-250","0","-120","bgm_M64","101021","-30","240","-30","2","1","1","1063","1","0.7","1","10630102","250"
"0","101021","3","0","1","-10","0","70","bgm_M64","101021","-30","200","0","3","1.3","1","1063","1","0.9","1","10630103","100"
"-30","101021","4","0","1","240","0","-70","bgm_M64","101021","-30","200","0","4","1.2","1","1063","1","0.8","1","10630104","100"
"0","101031","5","0","1","470","0","0","bgm_M55","101031","-30","220","0","5","1.8","1","1063","1.6","1.4","1","10630105","200"
"-25","101041","1","10","1","-450","0","-110","bgm_M64","101041","-30","210","-30","1","1","1","1064","0.9","0.575","1","10640101","170"
"0","101041","2","10","1","-250","0","-120","bgm_M64","101041","-30","200","0","2","1","1","1064","0.7","0.65","1","10640102","200"
"0","101041","3","0","1","-10","-15","65","bgm_M64","101041","-30","200","-10","3","1.1","1","1064","1","0.8","1","10640103","100"
"-30","101041","4","0","1","200","0","-100","bgm_M64","101041","-30","200","0","4","1.5","1","1064","1","0.9","1","10640104","100"
"-50","101042","5","0","1.3","450","0","-55","bgm_M55","101042","-30","210","0","5","1.8","1","1064","1.35","1.1","1","10640105","150"
"0","101161","1","10","1","-480","0","-120","bgm_M64","101161","-30","210","-30","1","0.8","1","1065","0.7","0.6","1","10650101","250"
"0","101161","2","0","1","-260","0","-100","bgm_M64","101161","-30","240","0","2","1.2","1","1065","1.1","0.75","1","10650102","100"
"0","101161","3","5","1","-10","-5","65","bgm_M64","101161","-30","200","-10","3","1.1","1","1065","1","0.65","1","10650103","100"
"0","101161","4","0","1","200","0","-100","bgm_M64","101161","-30","200","0","4","1","1","1065","0.85","0.8","1","10650104","100"
"-50","101162","5","-10","1.3","485","-40","-70","bgm_M55","101162","-30","280","-45","5","1.15","1","1065","1","0.9","1","10650105","270"
"0","101171","1","10","1","-480","0","-120","bgm_M64","101171","-30","210","0","1","0.8","1","1066","0.85","0.5","1","10660101","120"
"-30","101171","2","0","1","-250","0","-120","bgm_M64","101171","-30","240","-30","2","1","1","1066","1","0.7","1","10660102","250"
"0","101171","3","0","1","0","-10","65","bgm_M64","101171","-30","200","-10","3","1.15","1","1066","1.1","0.8","1","10660103","100"
"0","101171","4","0","1","230","0","5","bgm_M64","101171","-30","200","-10","4","1.35","1","1066","1.3","0.9","1","10660104","100"
"-50","101172","5","10","1","475","-20","-30","bgm_M55","101172","-30","250","0","5","1.45","1","1066","1","1","1","10660105","200"
"0","101191","1","10","1","-480","0","-50","bgm_M64","101191","-30","210","-30","1","0.8","1","1067","0.7","0.6","1","10670101","250"
"0","101191","2","10","1","-270","0","-120","bgm_M64","101191","-30","200","0","2","1.2","1","1067","1.1","0.75","1","10670102","100"
"-30","101191","3","0","1","-20","-15","50","bgm_M64","101191","-30","200","-10","3","1.4","1","1067","1","0.9","1","10670103","100"
"0","101191","4","0","1","200","0","-90","bgm_M64","101191","-30","200","0","4","1.5","1","1067","1","1","1","10670104","200"
"-50","101192","5","-10","1","485","0","-70","bgm_M55","101192","-30","280","-45","5","1.3","1.2","1067","1","1.1","1","10670105","200"
"20","101201","1","10","1","-470","0","0","bgm_M64","101201","-30","210","0","1","1.45","1","1068","1.1","0.8","1","10680101","100"
"0","101201","2","10","1","-250","0","-120","bgm_M64","101201","-30","200","0","2","1","1","1068","0.7","0.65","1","10680102","200"
"-10","101201","3","10","1","-5","-15","70","bgm_M64","101201","-30","200","-10","3","1.3","1","1068","1","0.75","1","10680103","100"
"43","101201","4","0","1","190","0","-110","bgm_M64","101201","-30","200","0","4","1","1","1068","1","0.7","1","10680104","100"
"-50","101202","5","10","1","475","-20","-30","bgm_M55","101202","-30","250","-45","5","1.45","1","1068","1","1","1","10680105","100"
"-25","101291","1","10","1","-450","0","-110","bgm_M64","101291","-30","210","-30","1","1","1","1069","0.9","0.575","1","10690101","170"
"0","101291","2","0","1","-225","0","-25","bgm_M64","101291","-30","240","0","2","1.2","1","1069","1.1","0.75","1","10690102","100"
"0","101291","3","0","1","0","-15","65","bgm_M64","101291","-30","200","-10","3","2.3","1","1069","2.2","1.55","1","10690103","100"
"0","101291","4","0","1","190","0","-110","bgm_M64","101291","-30","200","0","4","1.1","1","1069","1","0.65","1","10690104","100"
"15","101292","5","30","1","490","-20","-15","bgm_M55","101292","-30","230","30","5","1.45","1","1069","1","1.1","1","10690105","100"
"0","101301","1","10","1","-480","0","-50","bgm_M64","101301","-30","210","-30","1","0.8","1","1070","0.7","0.6","1","10700101","250"
"0","101301","2","10","1","-250","0","-120","bgm_M64","101301","-30","200","0","2","1","1","1070","0.7","0.65","1","10700102","200"
"-30","101301","3","-10","1","-50","0","100","bgm_M64","101301","-30","200","-10","3","1.4","1","1070","1","0.93","1","10700103","200"
"-30","101301","4","0","1","190","0","-120","bgm_M64","101301","-30","200","0","4","1.1","1","1070","1","0.9","1","10700104","150"
"-15","101302","5","10","1","470","-20","-55","bgm_M55","101302","-30","270","-30","5","1.2","1","1070","1.1","1","1","10700105","100"
"20","101441","1","10","1","-470","0","0","bgm_M64","101441","-30","210","0","1","1.45","1","1071","1.1","0.8","1","10710101","100"
"-30","101441","2","0","1","-250","0","-120","bgm_M64","101441","-30","240","-30","2","1","1","1071","1","0.7","1","10710102","250"
"0","101441","3","0","1","-10","-15","65","bgm_M64","101441","-30","200","-10","3","1.1","1","1071","1","0.8","1","10710103","100"
"0","101441","4","0","1","200","0","-120","bgm_M64","101441","-30","200","0","4","1","1","1071","0.7","0.7","1","10710104","100"
"-35","101442","5","10","1","470","-20","-70","bgm_M55","101442","-30","230","-30","5","1.2","1","1071","1.1","0.95","1","10710105","100"
"-25","101451","1","10","1","-450","0","-110","bgm_M64","101451","-30","210","-30","1","1","1","1072","0.9","0.575","1","10720101","170"
"0","101451","2","0","1","-225","0","-25","bgm_M64","101451","-30","240","0","2","1.2","1","1072","1.1","0.75","1","10720102","100"
"-30","101451","3","0","1","-10","-15","65","bgm_M64","101451","-30","200","-10","3","1.4","1","1072","1","1","1","10720103","100"
"20","101451","4","10","1","210","0","-100","bgm_M64","101451","-30","200","0","4","1.1","1","1072","1","0.8","1","10720104","100"
"-35","101452","5","0","1","510","0","-70","bgm_M55","101452","-30","290","-50","5","1.55","1.2","1072","1.4","1.25","1","10720105","100"
"-25","101561","1","10","1","-450","0","0","bgm_M64","101561","-30","210","-30","1","1","1","1073","0.9","0.575","1","10730101","170"
"0","101561","2","10","1","-270","0","-120","bgm_M64","101561","-30","200","0","2","1.2","1","1073","1.1","0.75","1","10730102","100"
"0","101561","3","5","1","-10","-5","65","bgm_M64","101561","-30","200","-10","3","1.1","1","1073","1","0.65","1","10730103","100"
"0","101561","4","0","1","200","0","-110","bgm_M64","101561","-30","200","0","4","1.4","1","1073","1","1","1","10730104","100"
"-60","101562","5","0","1","460","0","-70","bgm_M55","101562","-30","290","-50","5","1.55","1.4","1073","1.35","1.25","1","10730105","400"
"0","101001","1","10","1","-480","0","-50","bgm_M64","101001","-30","210","-30","1","0.8","1","1074","0.7","0.6","1","10740101","250"
"10","101001","2","0","1","-260","0","-110","bgm_M64","101001","-30","240","10","2","1.35","1","1074","1.1","0.9","1","10740102","200"
"-10","101001","3","10","1","-5","-15","70","bgm_M64","101001","-30","200","-10","3","1.15","1","1074","1","0.75","1","10740103","100"
"0","101001","4","0","1","190","0","-110","bgm_M64","101001","-30","200","0","4","1.2","1","1074","1","0.9","1","10740104","100"
"0","101011","5","0","1","480","0","-40","bgm_M55","101011","-30","250","0","5","1.3","1.2","1074","1","1.2","1","10740105","200"
"20","101021","1","10","1","-470","0","0","bgm_M64","101021","-30","210","0","1","1.45","1","1075","1.1","0.8","1","10750101","100"
"0","101021","2","10","1","-250","0","-120","bgm_M64","101021","-30","200","0","2","1","1","1075","0.7","0.65","1","10750102","200"
"-50","101021","3","0","1","-10","-13","0","bgm_M64","101021","-30","200","-60","3","0.9","1.4","1075","0.55","0.6","1","10750103","150"
"-30","101021","4","0","1","200","0","-100","bgm_M64","101021","-30","200","0","4","1.5","1","1075","1","0.9","1","10750104","100"
"0","101031","5","0","1","470","0","0","bgm_M55","101031","-30","220","0","5","1.8","1","1075","1.6","1.4","1","10750105","200"
"-25","101041","1","10","1","-480","0","-110","bgm_M64","101041","-30","210","-30","1","1","1","1076","0.9","0.575","1","10760101","170"
"-30","101041","2","0","1","-230","0","-20","bgm_M64","101041","-30","240","-30","2","1","1","1076","1","0.7","1","10760102","250"
"-30","101041","3","0","1","15","-15","-120","bgm_M64","101041","-30","200","-10","3","1.4","1","1076","1","0.9","1","10760103","100"
"-60","101041","4","0","1","200","0","40","bgm_M64","101041","-30","200","-50","4","1.3","1","1076","1","0.8","1","10760104","300"
"-50","101042","5","0","1.3","450","0","-55","bgm_M55","101042","-30","210","0","5","1.8","1","1076","1.35","1.1","1","10760105","150"
"0","101161","1","10","1","-480","0","-50","bgm_M64","101161","-30","210","-30","1","0.8","1","1077","0.7","0.6","1","10770101","250"
"0","101161","2","10","1","-270","0","-120","bgm_M64","101161","-30","200","0","2","1.2","1","1077","1.1","0.75","1","10770102","100"
"0","101161","3","0","1","-10","0","70","bgm_M64","101161","-30","200","0","3","1.3","1","1077","1","0.9","1","10770103","100"
"0","101161","4","0","1","200","0","-90","bgm_M64","101161","-30","200","0","4","1.5","1","1077","1","1","1","10770104","200"
"-50","101162","5","-10","1.3","485","-40","-70","bgm_M55","101162","-30","280","-45","5","1.15","1","1077","1","0.9","1","10770105","270"
"-25","101171","1","10","1","-450","0","-90","bgm_M64","101171","-30","210","-30","1","1","1","1078","0.9","0.575","1","10780101","170"
"0","101171","2","0","1","-225","0","20","bgm_M64","101171","-30","240","0","2","1.2","1","1078","1.1","0.75","1","10780102","100"
"0","101171","3","0","1","0","-10","-65","bgm_M64","101171","-30","200","-10","3","1.15","1","1078","1.1","0.8","1","10780103","100"
"0","101171","4","0","1","230","0","0","bgm_M64","101171","-30","200","-10","4","1","1","1078","0.9","0.65","1","10780104","100"
"-50","101172","5","10","1","475","-20","-30","bgm_M55","101172","-30","250","0","5","1.45","1","1078","1","1","1","10780105","200"
"0","101191","1","10","1","-480","0","-50","bgm_M64","101191","-30","210","-30","1","0.8","1","1079","0.7","0.6","1","10790101","250"
"10","101191","2","0","1","-260","0","-110","bgm_M64","101191","-30","240","10","2","1.35","1","1079","1.1","0.9","1","10790102","200"
"0","101191","3","0","1","-10","-15","65","bgm_M64","101191","-30","200","-10","3","1.1","1","1079","1","0.8","1","10790103","100"
"0","101191","4","0","1","230","0","5","bgm_M64","101191","-30","200","-10","4","1.35","1","1079","1.3","0.9","1","10790104","100"
"-50","101192","5","-10","1","485","0","-70","bgm_M55","101192","-30","280","-45","5","1.3","1.2","1079","1","1.1","1","10790105","200"
"0","101201","1","10","1","-470","0","0","bgm_M64","101201","-30","210","0","1","1.35","1","1080","1.1","0.85","1","10800101","100"
