66b3931ea85e4ae466a1b016519309cabb3b4642ebcbc34446fbbe7b1698a4e3,9ca42a075535e259268dd1b95932747f10791992aed4f41ebcae67fdee9f33ee,dccbd10442386b18b70496c2c9d07f016d1c742adea5d9452a16f0b6bcad7156,b3221ff74d1b64dd63dcea298f54ae712f23db6973031474d0da5b26848447a9,b5f5d17aa6571d537bdd4ffe6cad941e0842e1a2f8a6edd153d876dae30156a9,2384c2c187da207f612e748bccd373b09658e87203930213fd636464f135d2f2,abf663ba3d5d61ed916f0a0b446081a0bd7a529bbe4ed0168670e440815e209e,37568f9e44d4f1684905ec9f5685eed0255c3153941bd92b264d0055c2373ab7,4535d29587ff1d45c8ebfe11050ba306619ff644d20c65b880d42afe62f3eead,ecaad193b90b25fe257a8fd95656e9eafc009618624c07cd590f0506078d4a7a,389b57810cb9f1412cedd14290f22b0fec920921a5656f7ded0514092f0714fc
"","1","12","7","","0","0","113411","","1007005","1007005075"
"1","1","3","svd_talk_thinking","","","0.2","113411","","1007005","1007005076"
"","","93","","","","","3","","1007005","1007005077"
"1","1","3","svd_idle_thinking","","","0.2","113411","","1007005","1007005078"
"","1","12","6","","0","0","113511","","1007005","1007005079"
"","1","3","svd_talk_normal","","","0.2","113511","","1007005","1007005080"
"","","93","","","","","3","","1007005","1007005081"
"","1","3","svd_idle_normal","","","0.2","113511","","1007005","1007005082"
"","1","12","9","","0","0","113411","","1007005","1007005083"
"1","1","3","svd_talk_memory","","","0.2","113411","","1007005","1007005084"
"","","93","","","","","3","","1007005","1007005085"
"1","1","3","svd_idle_memory","","","0.2","113411","","1007005","1007005086"
"","","101","","","","","1007005071","","1007005","1007005087"
"0","1","6","1","1","0","1","333","","1007005","1007005088"
"","","4","1","","","","113511","","1007005","1007005089"
"","1","3","svd_run","","","0.2","113511","","1007005","1007005090"
"0","-300","2","-750","0.8","","","113511","","1007005","1007005091"
"","","4","0","","","","113411","","1007005","1007005092"
"","1","3","svd_run","","","0.2","113411","","1007005","1007005093"
"0","-300","2","750","0.8","","","113411","","1007005","1007005094"
"","","93","","","","","0.6","","1007005","1007005095"
"0","1","6","1","1","0","0.2","113511","","1007005","1007005096"
"0","1","6","1","1","0","0.2","113411","","1007005","1007005097"
"","","91","","","","","0","","1007005","1007005098"
"-300","100","5","113511","-750","0","2.08","2","svd_idle_normal","1007006","1007006001"
"-300","100","5","113411","650","1","2.08","1","svd_idle_normal","1007006","1007006002"
"0","0","5","333","0","0","1","3","svd_white_loop","1007006","1007006003"
"0","1","6","1","1","0","0","333","","1007006","1007006004"
"","0","7","2","0","","","113511","","1007006","1007006005"
"0","-300","2","-750","0.5","","","113511","","1007006","1007006006"
"0","1","6","1","1","0","0","113411","","1007006","1007006007"
"0.8","-140","31","17","-40","","0","7","","1007006","1007006008"
"","0","34","2","0","","","17","","1007006","1007006009"
"","","93","","","","","1","","1007006","1007006010"
"0.4","1","6","1","1","0","0.8","333","","1007006","1007006011"
"1","0","3","svd_idle_see_sad_pre2","svd_idle_see_sad2","0","0.2","113511","","1007006","1007006012"
"0","-300","2","-600","1.1","","","113511","","1007006","1007006013"
"","","93","","","","","1","","1007006","1007006014"
"","","32","1","","","","17","","1007006","1007006015"
"","","91","","","","","0","","1007006","1007006016"
"80","260","94","240","0","","","113511","","1007006","1007006017"
"","","32","0","","","","17","","1007006","1007006018"
"","1","12","15","","0","0","113511","","1007006","1007006019"
"","1","3","svd_walk_sad2","","","0.2","113511","","1007006","1007006020"
"","2","7","0","0","","","113511","","1007006","1007006021"
"0","-300","2","-250","2","","","113511","","1007006","1007006022"
"","","93","","","","","2","","1007006","1007006023"
"","1","3","svd_idle_sad","","","0.2","113511","","1007006","1007006024"
"","","93","","","","","0.5","","1007006","1007006025"
"","","91","","","","","0","","1007006","1007006026"
"","1","3","svd_talk_sad","","","0.2","113511","","1007006","1007006027"
"","0","21","vo_svd_0621","0","","","vo_svd","","1007006","1007006028"
"0","6","11","一匹も釣れないとは…\n本当に不甲斐ないですわ…","0","0","0","113511","1","1007006","1007006029"
"","","91","","","","","0","","1007006","1007006030"
"","1","3","svd_idle_sad","","","0.2","113511","","1007006","1007006031"
"","1","3","svd_walk_glad","","","0.2","113411","","1007006","1007006032"
"0","-300","2","250","2","","","113411","","1007006","1007006033"
"1","1","6","1","1","0","0.4","113411","","1007006","1007006034"
"","","93","","","","","2","","1007006","1007006035"
"","1","3","svd_idle_normal","","","0.2","113411","","1007006","1007006036"
"","","93","","","","","0.4","","1007006","1007006037"
"","1","3","svd_talk_memory","","","0.2","113411","","1007006","1007006038"
"","0","21","vo_svd_0622","0","","","vo_svd","","1007006","1007006039"
"0","6","11","でも、魚を釣ってるときの\n弟くんかっこよかったね…","0","0","0","113411","1","1007006","1007006040"
"","","91","","","","","0","","1007006","1007006041"
"","1","3","svd_idle_memory","","","0.2","113411","","1007006","1007006042"
"","1","3","svd_talk_memory","","","0.2","113511","","1007006","1007006043"
"","0","21","vo_svd_0623","0","","","vo_svd","","1007006","1007006044"
"0","6","11","えぇ…あんな顔をした\nあのおかたに釣られるなら\n魚も本望でしょう…","0","0","0","113511","1","1007006","1007006045"
"","","91","","","","","0","","1007006","1007006046"
"","1","3","svd_idle_memory","","","0.2","113511","","1007006","1007006047"
"","1","3","svd_talk_normal","","","0.2","113411","","1007006","1007006048"
"","0","21","vo_svd_0624","0","","","vo_svd","","1007006","1007006049"
"0","6","11","でも次は私たちが\nご馳走したいよね！","0","0","0","113411","1","1007006","1007006050"
"","","91","","","","","0","","1007006","1007006051"
"","1","3","svd_idle_normal","","","0.2","113411","","1007006","1007006052"
"","1","3","svd_talk_sad","","","0.2","113511","","1007006","1007006053"
"","0","21","vo_svd_0625","0","","","vo_svd","","1007006","1007006054"
"0","5","11","しかし釣りは思いのほか\n難しいですわ…\nそうなると…","0","0","0","113511","1","1007006","1007006055"
"","","91","","","","","0","","1007006","1007006056"
"","1","3","svd_idle_sad","","","0.2","113511","","1007006","1007006057"
"1","0","3","svd_surprise","svd_talk_joy2","0.2","0.2","113411","","1007006","1007006058"
"","0","21","vo_svd_0626","0","","","vo_svd","","1007006","1007006059"
"0","6","11","…！　素潜り！\n素潜りならいける気がするよ！","0","0","0","113411","1","1007006","1007006060"
"","","91","","","","","0","","1007006","1007006061"
"","1","3","svd_idle_joy2","","","0.2","113411","","1007006","1007006062"
"1","0","3","svd_surprise","svd_talk_wish","0.2","0.2","113511","","1007006","1007006063"
"","0","21","vo_svd_0627","0","","","vo_svd","","1007006","1007006064"
"0","6","11","なるほど！\nさっそく参りましょう！\n深海の主を狩りに！","0","0","0","113511","1","1007006","1007006065"
"","","93","","","","","3","","1007006","1007006066"
"1","0","3","svd_attack_standby","svd_attack_idle","0.2","0.2","113511","","1007006","1007006067"
"","","91","","","","","1007006065","","1007006","1007006068"
"","","93","","","","","0","","1007006","1007006069"
"1","0","3","svd_attack_finish","svd_idle_normal","0.2","0.2","113511","","1007006","1007006070"
"","","93","","","","","0.4","","1007006","1007006071"
"","","102","","","","","","","1007006","1007006072"
"","","93","","","","","1","","1007006","1007006073"
"","1","12","11","","0","0","113511","","1007006","1007006074"
"1","0","3","svd_cmn_think","svd_idle_thinking","0.2","0.2","113511","","1007006","1007006075"
"","","93","","","","","3","","1007006","1007006076"
"","1","3","svd_idle_thinking","","","0.2","113511","","1007006","1007006077"
"","1","12","4","","0","0","113411","","1007006","1007006078"
"1","0","3","svd_surprise","svd_idle_surprise1","0.2","0.2","113411","","1007006","1007006079"
"","","93","","","","","3","","1007006","1007006080"
"1","1","3","svd_idle_surprise1","","","0.2","113411","","1007006","1007006081"
"","1","12","1","","0","0","113511","","1007006","1007006082"
"","1","3","svd_talk_sad","","","0.2","113511","","1007006","1007006083"
"","","93","","","","","3","","1007006","1007006084"
"","1","3","svd_idle_sad","","","0.2","113511","","1007006","1007006085"
"","1","12","7","","0","0","113411","","1007006","1007006086"
"1","1","3","svd_talk_normal","","","0.2","113411","","1007006","1007006087"
"","","93","","","","","3","","1007006","1007006088"
"1","1","3","svd_idle_normal","","","0.2","113411","","1007006","1007006089"
"","","101","","","","","1007006074","","1007006","1007006090"
"0","1","6","1","1","0","1","333","","1007006","1007006091"
"","","4","1","","","","113511","","1007006","1007006092"
"","1","3","svd_run","","","0.2","113511","","1007006","1007006093"
"0","-300","2","-750","0.8","","","113511","","1007006","1007006094"
"","","4","0","","","","113411","","1007006","1007006095"
"","1","3","svd_run","","","0.2","113411","","1007006","1007006096"
"0","-300","2","750","0.8","","","113411","","1007006","1007006097"
"","","93","","","","","0.6","","1007006","1007006098"
"0","1","6","1","1","0","0.2","113511","","1007006","1007006099"
"0","1","6","1","1","0","0.2","113411","","1007006","1007006100"
"","","91","","","","","0","","1007006","1007006101"
"-560","100","5","113511","-250","0","2.08","1","svd_idle_normal","1007007","1007007001"
"-560","100","5","113411","250","1","2.08","2","svd_idle_normal","1007007","1007007002"
"0","0","5","333","0","0","1","3","svd_white_loop","1007007","1007007003"
"0","1","6","1","1","0","0","333","","1007007","1007007004"
"0","1","6","1","1","0","0","113511","","1007007","1007007005"
"0","1","6","1","1","0","0","113411","","1007007","1007007006"
"","","93","","","","","1","","1007007","1007007007"
"0.4","1","6","1","1","0","0.8","333","","1007007","1007007008"
"1","0","3","svd_jump2","svd_idle_normal","0.2","0.2","113511","","1007007","1007007009"
"1","0","3","svd_jump2","svd_idle_normal","0.2","0.2","113411","","1007007","1007007010"
"","","93","","","","","0.3","","1007007","1007007011"
"0","-300","2","-250","0.75","","","113511","","1007007","1007007012"
"0","-300","2","250","0.75","","","113411","","1007007","1007007013"
"1","1","6","1","1","0","0.4","113511","","1007007","1007007014"
"1","1","6","1","1","0","0.4","113411","","1007007","1007007015"
"","0.2","12","6","","0","0","113511","","1007007","1007007016"
"","0.2","12","6","","0","0","113411","","1007007","1007007017"
"","","93","","","","","1.2","","1007007","1007007018"
"","","91","","","","","0","","1007007","1007007019"
"","1","3","svd_idle_normal","","","0.2","113411","","1007007","1007007020"
"","1","3","svd_talk_joy2","","","0.2","113511","","1007007","1007007021"
"","0","21","vo_svd_0721","0","","","vo_svd","","1007007","1007007022"
"0","7","11","お姉ちゃんも弟くんの\n楽しそうな顔が見られて\nうれしかったよ！","0","0","0","113511","1","1007007","1007007023"
"","","91","","","","","0","","1007007","1007007024"
"","1","3","svd_idle_joy2","","","0.2","113511","","1007007","1007007025"
"","1","3","svd_talk_memory","","","0.2","113411","","1007007","1007007026"
"","0","21","vo_svd_0722","0","","","vo_svd","","1007007","1007007027"
"0","6","11","そもそも、あなた様からの\nボールを落とすなんて、絶対に\nあってはいけませんわ…","0","0","0","113411","1","1007007","1007007028"
"","","91","","","","","0","","1007007","1007007029"
"","1","3","svd_idle_memory","","","0.2","113411","","1007007","1007007030"
"","1","3","svd_talk_joy2","","","0.2","113511","","1007007","1007007031"
"","0","21","vo_svd_0723","0","","","vo_svd","","1007007","1007007032"
"0","6","11","その通り！\nどんな場所に来ようと\n必ず打ち返してみせるよ！","0","0","0","113511","1","1007007","1007007033"
"","","91","","","","","0","","1007007","1007007034"
"","1","3","svd_idle_joy2","","","0.2","113511","","1007007","1007007035"
"","1","3","svd_talk_sad","","","0.2","113411","","1007007","1007007036"
"","0","21","vo_svd_0724","0","","","vo_svd","","1007007","1007007037"
"0","6","11","ですが、あなた様からの\n贈り物と考えると、そのまま\n受け止めたくなる誘惑も…","0","0","0","113411","1","1007007","1007007038"
"","","91","","","","","0","","1007007","1007007039"
"","1","3","svd_idle_sad","","","0.2","113411","","1007007","1007007040"
"","1","3","svd_talk_anger","","","0.2","113511","","1007007","1007007041"
"","0","21","vo_svd_0725","0","","","vo_svd","","1007007","1007007042"
"0","7","11","ダメだよ！　誘惑を振り切って\n私たちはボールを返すの！\nそれが…","0","0","0","113511","1","1007007","1007007043"
"","","93","","","","","4.2","","1007007","1007007044"
"","1","3","svd_talk_sad","","","0.2","113511","","1007007","1007007045"
"","","91","","","","","1007007043","","1007007","1007007046"
"","1","3","svd_idle_sad","","","0.2","113511","","1007007","1007007047"
"","1","3","svd_talk_sad","","","0.2","113411","","1007007","1007007048"
"","0","21","vo_svd_0726","0","","","vo_svd","","1007007","1007007049"
"0","5","11","ビーチバレー…\nなんて酷なスポーツ…","0","0","0","113411","1","1007007","1007007050"
"","","91","","","","","0","","1007007","1007007051"
"","1","3","svd_idle_sad","","","0.2","113411","","1007007","1007007052"
"","","102","","","","","","","1007007","1007007053"
"","","93","","","","","1","","1007007","1007007054"
"","1","12","13","","0","0","113511","","1007007","1007007055"
"","1","3","svd_talk_normal","","","0.2","113511","","1007007","1007007056"
"","","93","","","","","3","","1007007","1007007057"
"","1","3","svd_idle_normal","","","0.2","113511","","1007007","1007007058"
"","1","12","12","","0","0","113411","","1007007","1007007059"
"1","1","3","svd_talk_sad","","","0.2","113411","","1007007","1007007060"
"","","93","","","","","3","","1007007","1007007061"
"1","1","3","svd_idle_sad","","","0.2","113411","","1007007","1007007062"
"","1","12","4","","0","0","113511","","1007007","1007007063"
"","1","3","svd_talk_anger","","","0.2","113511","","1007007","1007007064"
"","","93","","","","","3","","1007007","1007007065"
"","1","3","svd_idle_wish","","","0.2","113511","","1007007","1007007066"
"","1","12","11","","0","0","113411","","1007007","1007007067"
"1","1","3","svd_talk_wish","","","0.2","113411","","1007007","1007007068"
"","","93","","","","","3","","1007007","1007007069"
"1","1","3","svd_idle_wish","","","0.2","113411","","1007007","1007007070"
"","","101","","","","","1007007055","","1007007","1007007071"
"0","1","6","1","1","0","1","333","","1007007","1007007072"
"","","4","1","","","","113511","","1007007","1007007073"
"","1","3","svd_run","","","0.2","113511","","1007007","1007007074"
"0","-300","2","-750","0.8","","","113511","","1007007","1007007075"
"","","4","0","","","","113411","","1007007","1007007076"
"","1","3","svd_run","","","0.2","113411","","1007007","1007007077"
"0","-300","2","750","0.8","","","113411","","1007007","1007007078"
"","","93","","","","","0.6","","1007007","1007007079"
"0","1","6","1","1","0","0.2","113511","","1007007","1007007080"
"0","1","6","1","1","0","0.2","113411","","1007007","1007007081"
"","","91","","","","","0","","1007007","1007007082"
"-300","100","5","113511","-650","0","2.08","2","svd_idle_normal","1007008","1007008001"
"-300","100","5","113411","650","1","2.08","1","svd_idle_normal","1007008","1007008002"
"0","0","5","333","0","0","1","3","svd_white_loop","1007008","1007008003"
"0","1","6","1","1","0","0","333","","1007008","1007008004"
"0","1","6","1","1","0","0","113511","","1007008","1007008005"
"0","1","6","1","1","0","0","113411","","1007008","1007008006"
"","","93","","","","","1","","1007008","1007008007"
"0.4","1","6","1","1","0","0.8","333","","1007008","1007008008"
"","1","3","svd_walk_sad","","","0.2","113511","","1007008","1007008009"
"0","-300","2","-250","2","","","113511","","1007008","1007008010"
"1","1","6","1","1","0","0.4","113511","","1007008","1007008011"
"","1","3","svd_walk_sad","","","0.2","113411","","1007008","1007008012"
"0","-300","2","250","2","","","113411","","1007008","1007008013"
"1","1","6","1","1","0","0.4","113411","","1007008","1007008014"
"","","93","","","","","2","","1007008","1007008015"
"","","91","","","","","0","","1007008","1007008016"
"","1","3","svd_idle_sad","","","0.2","113411","","1007008","1007008017"
"","1","3","svd_idle_sad","","","0.2","113511","","1007008","1007008018"
"","","93","","","","","0.6","","1007008","1007008019"
"","1","3","svd_talk_sad","","","0.2","113511","","1007008","1007008020"
"","0","21","vo_svd_0821","0","","","vo_svd","","1007008","1007008021"
"0","6","11","ついに…\n終わってしまったのですね…","0","0","0","113511","1","1007008","1007008022"
"","","91","","","","","0","","1007008","1007008023"
"","1","3","svd_idle_sad","","","0.2","113511","","1007008","1007008024"
"","1","3","svd_talk_sad","","","0.2","113411","","1007008","1007008025"
"","0","21","vo_svd_0822","0","","","vo_svd","","1007008","1007008026"
"0","6","11","弟くんのがんばりを\n見届けられて\nうれしい気持ちと…","0","0","0","113411","1","1007008","1007008027"
"","","91","","","","","0","","1007008","1007008028"
"","1","3","svd_idle_sad","","","0.2","113411","","1007008","1007008029"
"","1","3","svd_talk_sad","","","0.2","113511","","1007008","1007008030"
"","0","21","vo_svd_0823","0","","","vo_svd","","1007008","1007008031"
"0","6","11","もう戻らない一度きりの夏への\n切なさが…","0","0","0","113511","1","1007008","1007008032"
"","","91","","","","","0","","1007008","1007008033"
"","1","3","svd_idle_sad","","","0.2","113511","","1007008","1007008034"
"","1","3","svd_talk_anger","","","0.2","113411","","1007008","1007008035"
"","0","21","vo_svd_0824","0","","","vo_svd","","1007008","1007008036"
"0","6","11","ダメ！　エリコちゃん！\n教室に向かう弟くんを\n笑って見送ろう！","0","0","0","113411","1","1007008","1007008037"
"","","93","","","","","4","","1007008","1007008038"
"1","0","3","svd_talk_guts2","svd_idle_guts2","0.2","0.2","113411","","1007008","1007008039"
"","","91","","","","","1007008037","","1007008","1007008040"
"","1","3","svd_idle_wish","","","0.2","113411","","1007008","1007008041"
"","1","3","svd_talk_thinking","","","0.2","113511","","1007008","1007008042"
"","0","21","vo_svd_0825","0","","","vo_svd","","1007008","1007008043"
"0","6","11","そうですね…！\nそれこそがあのおかたのため。","0","0","0","113511","1","1007008","1007008044"
"","","93","","","","","3.5","","1007008","1007008045"
"1","0","3","svd_talk_guts2","svd_idle_guts2","0.2","0.2","113511","","1007008","1007008046"
"","","91","","","","","1007008044","","1007008","1007008047"
"","1","3","svd_idle_wish","","","0.2","113511","","1007008","1007008048"
"1","0","3","svd_cmn_smile1","svd_idle_wish","0.2","0.2","113411","","1007008","1007008049"
"","0","21","vo_svd_0826","0","","","vo_svd","","1007008","1007008050"
"0","7","11","いってらっしゃい！\n弟くん！","0","0","0","113411","1","1007008","1007008051"
"","","91","","","","","0","","1007008","1007008052"
"","1","3","svd_idle_wish","","","0.2","113411","","1007008","1007008053"
"","1","3","svd_talk_wish2","","","0.2","113511","","1007008","1007008054"
"","0","21","vo_svd_0827","0","","","vo_svd","","1007008","1007008055"
"0","7","11","私たちはいつでもどこでも\nあなた様を見守って\nおりますわ…！","0","0","0","113511","1","1007008","1007008056"
"","","93","","","","","3","","1007008","1007008057"
"1","0","3","svd_obsession2","svd_idle_wish2","0.2","0.2","113511","","1007008","1007008058"
"","","91","","","","","1007008056","","1007008","1007008059"
"","","102","","","","","","","1007008","1007008060"
"","","93","","","","","1","","1007008","1007008061"
"","1","12","10","","0","0","113411","","1007008","1007008062"
"","1","3","svd_talk_normal","","","0.2","113411","","1007008","1007008063"
"","","93","","","","","3","","1007008","1007008064"
"","1","3","svd_idle_normal","","","0.2","113411","","1007008","1007008065"
"","1","12","12","","0","0","113511","","1007008","1007008066"
"1","1","3","svd_talk_sad","","","0.2","113511","","1007008","1007008067"
"","","93","","","","","3","","1007008","1007008068"
"1","1","3","svd_idle_sad","","","0.2","113511","","1007008","1007008069"
"","1","12","7","","0","0","113411","","1007008","1007008070"
"1","0","3","svd_talk_guts2","svd_idle_guts2","0.2","0.2","113411","","1007008","1007008071"
"","","93","","","","","3","","1007008","1007008072"
"","1","3","svd_idle_guts2","","","0.2","113411","","1007008","1007008073"
"","1","12","7","","0","0","113511","","1007008","1007008074"
"1","1","3","svd_talk_wish","","","0.2","113511","","1007008","1007008075"
"","","93","","","","","3","","1007008","1007008076"
"1","1","3","svd_idle_wish","","","0.2","113511","","1007008","1007008077"
"","","101","","","","","1007008062","","1007008","1007008078"
"0","1","6","1","1","0","1","333","","1007008","1007008079"
"","","4","1","","","","113511","","1007008","1007008080"
"","1","3","svd_run","","","0.2","113511","","1007008","1007008081"
"0","-300","2","-750","0.8","","","113511","","1007008","1007008082"
"","","4","0","","","","113411","","1007008","1007008083"
"","1","3","svd_run","","","0.2","113411","","1007008","1007008084"
"0","-300","2","750","0.8","","","113411","","1007008","1007008085"
"","","93","","","","","0.6","","1007008","1007008086"
"0","1","6","1","1","0","0.2","113511","","1007008","1007008087"
"0","1","6","1","1","0","0.2","113411","","1007008","1007008088"
"","","91","","","","","0","","1007008","1007008089"
