285a328867c1102392a91e70079638e0c1449ea56260140382a5275cd6db1b7e,58c98b69e31a165c712f3a2b65227a916b50ee8a48607a79c6c0b1d745758632,1febaa354f4ed12834a589a650750984a20b338d74563b6d1eedb20ecb6acabe,82b2ee6d9b4dd351423051f55712f86226a6b7bf6966fd5317744a45d44a4ba5,377a57787b4c71c02119f5fd04b436720d78f7064ba1bb25a673af2138b62c67,695ba3082c41231f72aa938f877cefaa624a4036d3c2cdc7d330052607cbcf7a,b928180eda125c3c2ef7c864c74c0cd3e60b867b264ec3a6a455b6a12503a496,7b10f466527db68b511e2595fe2c7f789f2dd4a4b173faba5d948877e9d7ac4d,3b5075a6a24407602d74f9d327fad1376cbd5fdec3dfa681a79bbf071e86f41b,dbdfd1400e12f3cf0fe01061a1ec6f69ef7f2d46042ed0ad9d3057f0e03af98f,306f1b0f136262eb1f6e55b0822f82f4b7076679367a4e9e41d001499e8899b9,2dc0c05c3aba9702c543cc1349bb6e6f86032add87e23bd65c7dc2bd2ce2d48f
"vo_ske_0608","53","2","0","1005901","0","0","vo_ske","0","0","0","100590153"
"0","54","1","11","1005901","212","2","0","0","0","0","100590154"
"0","55","4","0","1005901","0","0","0","1","0","2.7","100590155"
"0","56","1","11","1005901","339","1","0","0","212","0","100590156"
"0","57","4","0","1005901","0","0","0","1","0","1","100590157"
"0","58","1","12","1005901","82","0.7","0","0","0","0","100590158"
"0","59","4","0","1005901","0","0","0","1","0","1.9","100590159"
"0","60","1","12","1005901","313","1.6","0","0","82","0","100590160"
"0","61","4","0","1005901","0","0","0","1","0","4","100590161"
"vo_ske_0609","62","2","0","1005901","0","0","vo_ske","0","0","0","100590162"
"0","63","1","13","1005901","238","2","0","0","0","0","100590163"
"0","64","4","0","1005901","0","0","0","1","0","3.8","100590164"
"vo_ske_0610","65","2","0","1005901","0","0","vo_ske","0","0","0","100590165"
"0","66","1","14","1005901","114","0.7","0","0","0","0","100590166"
"0","67","4","0","1005901","0","0","0","1","0","1.4","100590167"
"0","68","1","14","1005901","336","1.7","0","0","114","0","100590168"
"0","69","4","0","1005901","0","0","0","1","0","4.2","100590169"
"0","1","4","0","1005902","0","0","0","1","0","0.8","100590201"
"vo_ske_0701","2","2","0","1005902","0","0","vo_ske","0","0","0","100590202"
"0","3","1","1","1005902","310","2.3","0","0","0","0","100590203"
"0","4","4","0","1005902","0","0","0","1","0","3.6","100590204"
"vo_ske_0702","5","2","0","1005902","0","0","vo_ske","0","0","0","100590205"
"0","6","1","2","1005902","120","0.9","0","0","0","0","100590206"
"0","7","4","0","1005902","0","0","0","1","0","1.6","100590207"
"0","8","1","2","1005902","210","0.7","0","0","120","0","100590208"
"0","9","4","0","1005902","0","0","0","1","0","1.6","100590209"
"0","10","1","2","1005902","290","0.9","0","0","210","0","100590210"
"0","11","4","0","1005902","0","0","0","1","0","1.5","100590211"
"0","12","1","3","1005902","250","1.9","0","0","0","0","100590212"
"0","13","4","0","1005902","0","0","0","1","0","3.5","100590213"
"vo_ske_0703","14","2","0","1005902","0","0","vo_ske","0","0","0","100590214"
"0","15","1","4","1005902","135","1.2","0","0","0","0","100590215"
"0","16","4","0","1005902","0","0","0","1","0","2.1","100590216"
"0","17","1","4","1005902","328","1.6","0","0","135","0","100590217"
"0","18","4","0","1005902","0","0","0","1","0","1.6","100590218"
"0","19","1","5","1005902","114","0.6","0","0","0","0","100590219"
"0","20","4","0","1005902","0","0","0","1","0","2.5","100590220"
"vo_ske_0704","21","2","0","1005902","0","0","vo_ske","0","0","0","100590221"
"0","22","1","5","1005902","200","0.7","0","0","114","0","100590222"
"0","23","4","0","1005902","0","0","0","1","0","2.4","100590223"
"0","24","1","5","1005902","318","1.1","0","0","200","0","100590224"
"0","25","4","0","1005902","0","0","0","1","0","1.1","100590225"
"0","26","1","6","1005902","183","1.5","0","0","0","0","100590226"
"0","27","4","0","1005902","0","0","0","1","0","2","100590227"
"0","28","1","6","1005902","340","1.4","0","0","183","0","100590228"
"0","29","4","0","1005902","0","0","0","1","0","2.9","100590229"
"vo_ske_0705","30","2","0","1005902","0","0","vo_ske","0","0","0","100590230"
"0","31","1","7","1005902","85","0.6","0","0","0","0","100590231"
"0","32","4","0","1005902","0","0","0","1","0","1.4","100590232"
"0","33","1","7","1005902","340","2","0","0","85","0","100590233"
"0","34","4","0","1005902","0","0","0","1","0","5.2","100590234"
"vo_ske_0706","35","2","0","1005902","0","0","vo_ske","0","0","0","100590235"
"0","36","1","8","1005902","116","1.226","0","0","0","0","100590236"
"0","37","4","0","1005902","0","0","0","1","0","1.934","100590237"
"0","38","1","8","1005902","281","1.42","0","0","116","0","100590238"
"0","39","4","0","1005902","0","0","0","1","0","1.552","100590239"
"0","40","1","8","1005902","357","0.6","0","0","281","0","100590240"
"0","41","4","0","1005902","0","0","0","1","0","0.6","100590241"
"0","42","1","9","1005902","180","1.2","0","0","0","0","100590242"
"0","43","4","0","1005902","0","0","0","1","0","3","100590243"
"vo_ske_0707","44","2","0","1005902","0","0","vo_ske","0","0","0","100590244"
"0","45","1","9","1005902","284","1","0","0","180","0","100590245"
"0","46","4","0","1005902","0","0","0","1","0","2","100590246"
"0","47","1","9","1005902","402","0.9","0","0","284","0","100590247"
"0","48","4","0","1005902","0","0","0","1","0","3.1","100590248"
"vo_ske_0708","49","2","0","1005902","0","0","vo_ske","0","0","0","100590249"
"0","50","1","10","1005902","168","1.1","0","0","0","0","100590250"
"0","51","4","0","1005902","0","0","0","1","0","2.4","100590251"
"vo_ske_0709","52","2","0","1005902","0","0","vo_ske","0","0","0","100590252"
"0","53","1","11","1005902","340","2.5","0","0","0","0","100590253"
"0","54","4","0","1005902","0","0","0","1","0","3.4","100590254"
"vo_ske_0710","55","2","0","1005902","0","0","vo_ske","0","0","0","100590255"
"0","56","1","12","1005902","150","1.4","0","0","0","0","100590256"
"0","57","4","0","1005902","0","0","0","1","0","2.1","100590257"
"0","58","1","12","1005902","302","1.3","0","0","150","0","100590258"
"0","59","4","0","1005902","0","0","0","1","0","3.2","100590259"
"vo_ske_0711","60","2","0","1005902","0","0","vo_ske","0","0","0","100590260"
"0","61","1","13","1005902","63","0.8","0","0","0","0","100590261"
"0","62","4","0","1005902","0","0","0","1","0","1.9","100590262"
"0","63","1","13","1005902","305","1.7","0","0","63","0","100590263"
"0","64","4","0","1005902","0","0","0","1","0","3.5","100590264"
"vo_ske_0712","65","2","0","1005902","0","0","vo_ske","0","0","0","100590265"
"0","66","1","14","1005902","95","1","0","0","0","0","100590266"
"0","67","4","0","1005902","0","0","0","1","0","1.9","100590267"
"0","68","1","14","1005902","362","1.6","0","0","95","0","100590268"
"0","69","4","0","1005902","0","0","0","1","0","4.1","100590269"
"0","1","4","0","1005903","0","0","0","1","0","0.8","100590301"
"vo_ske_0801","2","2","0","1005903","0","0","vo_ske","0","0","0","100590302"
"0","3","1","1","1005903","231","2.2","0","0","0","0","100590303"
"0","4","4","0","1005903","0","0","0","1","0","3.4","100590304"
"vo_ske_0802","5","2","0","1005903","0","0","vo_ske","0","0","0","100590305"
"0","6","1","2","1005903","39","0.465","0","0","0","0","100590306"
"0","7","4","0","1005903","0","0","0","1","0","0.998","100590307"
"0","8","1","2","1005903","284","1.722","0","0","39","0","100590308"
"0","9","4","0","1005903","0","0","0","1","0","3.024","100590309"
"0","10","1","2","1005903","388","0.8","0","0","284","0","100590310"
"0","11","4","0","1005903","0","0","0","1","0","0.8","100590311"
"0","12","1","3","1005903","168","0.9","0","0","0","0","100590312"
"0","13","4","0","1005903","0","0","0","1","0","2.5","100590313"
"0","14","1","3","1005903","262","1","0","0","168","0","100590314"
"0","15","4","0","1005903","0","0","0","1","0","1.8","100590315"
"0","16","1","3","1005903","388","1.2","0","0","262","0","100590316"
"0","17","4","0","1005903","0","0","0","1","0","1.2","100590317"
"0","18","1","4","1005903","145","0.828","0","0","0","0","100590318"
"0","19","4","0","1005903","0","0","0","1","0","3.156","100590319"
"vo_ske_0803","20","2","0","1005903","0","0","vo_ske","0","0","0","100590320"
"0","21","1","5","1005903","134","1.2","0","0","0","0","100590321"
"0","22","4","0","1005903","0","0","0","1","0","2.3","100590322"
"0","23","1","5","1005903","347","1.8","0","0","134","0","100590323"
"0","24","4","0","1005903","0","0","0","1","0","3.4","100590324"
"0","25","1","6","1005903","257","1.9","0","0","0","0","100590325"
"0","26","4","0","1005903","0","0","0","1","0","4.3","100590326"
"vo_ske_0804","27","2","0","1005903","0","0","vo_ske","0","0","0","100590327"
"0","28","1","7","1005903","133","1.067","0","0","0","0","100590328"
"0","29","4","0","1005903","0","0","0","1","0","1.523","100590329"
"0","30","1","7","1005903","210","0.674","0","0","133","0","100590330"
"0","31","4","0","1005903","0","0","0","1","0","2.337","100590331"
"vo_ske_0805","32","2","0","1005903","0","0","vo_ske","0","0","0","100590332"
"0","33","1","7","1005903","330","1.1","0","0","210","0","100590333"
"0","34","4","0","1005903","0","0","0","1","0","1.1","100590334"
"0","35","1","8","1005903","110","0.675","0","0","0","0","100590335"
"0","36","4","0","1005903","0","0","0","1","0","1.662","100590336"
"0","37","1","8","1005903","350","2","0","0","110","0","100590337"
"0","38","4","0","1005903","0","0","0","1","0","4.3","100590338"
"vo_ske_0806","39","2","0","1005903","0","0","vo_ske","0","0","0","100590339"
"0","40","1","9","1005903","140","1.3","0","0","0","0","100590340"
"0","41","4","0","1005903","0","0","0","1","0","2.5","100590341"
"0","42","1","9","1005903","370","1.7","0","0","140","0","100590342"
"0","43","4","0","1005903","0","0","0","1","0","1.7","100590343"
"0","44","1","10","1005903","83","0.5","0","0","0","0","100590344"
"0","45","4","0","1005903","0","0","0","1","0","3.5","100590345"
"vo_ske_0807","46","2","0","1005903","0","0","vo_ske","0","0","0","100590346"
"0","47","1","11","1005903","222","2","0","0","0","0","100590347"
"0","48","4","0","1005903","0","0","0","1","0","3.2","100590348"
"0","49","1","11","1005903","385","1.1","0","0","222","0","100590349"
"0","50","4","0","1005903","0","0","0","1","0","1.1","100590350"
"0","51","1","12","1005903","102","0.8","0","0","0","0","100590351"
"0","52","4","0","1005903","0","0","0","1","0","2.4","100590352"
"0","53","1","12","1005903","328","1.7","0","0","102","0","100590353"
"0","54","4","0","1005903","0","0","0","1","0","4.6","100590354"
"vo_ske_0808","55","2","0","1005903","0","0","vo_ske","0","0","0","100590355"
"0","56","1","13","1005903","89","0.4","0","0","0","0","100590356"
"0","57","4","0","1005903","0","0","0","1","0","2","100590357"
"0","58","1","13","1005903","360","2.3","0","0","89","0","100590358"
"0","59","4","0","1005903","0","0","0","1","0","3.2","100590359"
"0","60","1","14","1005903","120","0.9","0","0","0","0","100590360"
"0","61","4","0","1005903","0","0","0","1","0","3.2","100590361"
"vo_ske_0809","62","2","0","1005903","0","0","vo_ske","0","0","0","100590362"
"0","63","1","14","1005903","318","0.8","0","0","120","0","100590363"
"0","64","4","0","1005903","0","0","0","1","0","3.3","100590364"
"0","1","4","0","1005904","0","0","0","1","0","0.8","100590401"
"vo_ske_0901","2","2","0","1005904","0","0","vo_ske","0","0","0","100590402"
"0","3","1","1","1005904","113","1.325","0","0","0","0","100590403"
"0","4","4","0","1005904","0","0","0","1","0","2.008","100590404"
"0","5","1","1","1005904","365","1.863","0","0","113","0","100590405"
"0","6","4","0","1005904","0","0","0","1","0","3.699","100590406"
"vo_ske_0902","7","2","0","1005904","0","0","vo_ske","0","0","0","100590407"
"0","8","1","2","1005904","151","1.3","0","0","0","0","100590408"
"0","9","4","0","1005904","0","0","0","1","0","2.1","100590409"
"0","10","1","2","1005904","375","1.8","0","0","151","0","100590410"
"0","11","4","0","1005904","0","0","0","1","0","1.8","100590411"
"0","12","1","3","1005904","71","0.7","0","0","0","0","100590412"
"0","13","4","0","1005904","0","0","0","1","0","1.6","100590413"
"0","14","1","3","1005904","351","2.2","0","0","71","0","100590414"
"0","15","4","0","1005904","0","0","0","1","0","4.8","100590415"
"vo_ske_0903","16","2","0","1005904","0","0","vo_ske","0","0","0","100590416"
"0","17","1","4","1005904","304","2.3","0","0","0","0","100590417"
"0","18","4","0","1005904","0","0","0","1","0","3","100590418"
"0","19","1","4","1005904","389","0.8","0","0","304","0","100590419"
"0","20","4","0","1005904","0","0","0","1","0","1.3","100590420"
"0","21","1","5","1005904","342","2.8","0","0","0","0","100590421"
"0","22","4","0","1005904","0","0","0","1","0","4.9","100590422"
"vo_ske_0904","23","2","0","1005904","0","0","vo_ske","0","0","0","100590423"
"0","24","1","6","1005904","125","0.9","0","0","0","0","100590424"
"0","25","4","0","1005904","0","0","0","1","0","1.9","100590425"
"0","26","1","6","1005904","215","0.8","0","0","125","0","100590426"
"0","27","4","0","1005904","0","0","0","1","0","1.4","100590427"
"0","28","1","6","1005904","395","1.7","0","0","215","0","100590428"
"0","29","4","0","1005904","0","0","0","1","0","1.7","100590429"
"0","30","1","7","1005904","47","0.3","0","0","0","0","100590430"
"0","31","4","0","1005904","0","0","0","1","0","1.2","100590431"
"0","32","1","7","1005904","317","2.1","0","0","47","0","100590432"
"0","33","4","0","1005904","0","0","0","1","0","4.1","100590433"
"vo_ske_0905","34","2","0","1005904","0","0","vo_ske","0","0","0","100590434"
"0","35","1","8","1005904","233","1.3","0","0","0","0","100590435"
"0","36","4","0","1005904","0","0","0","1","0","1.9","100590436"
"0","37","1","8","1005904","311","0.59","0","0","233","0","100590437"
"0","38","4","0","1005904","0","0","0","1","0","2.656","100590438"
"vo_ske_0906","39","2","0","1005904","0","0","vo_ske","0","0","0","100590439"
"0","40","1","9","1005904","97","0.8","0","0","0","0","100590440"
"0","41","4","0","1005904","0","0","0","1","0","1.7","100590441"
"0","42","1","9","1005904","350","2.1","0","0","97","0","100590442"
"0","43","4","0","1005904","0","0","0","1","0","2.1","100590443"
"0","44","1","10","1005904","170","1.4","0","0","0","0","100590444"
"0","45","4","0","1005904","0","0","0","1","0","3.3","100590445"
"0","46","1","10","1005904","300","1.1","0","0","170","0","100590446"
"0","47","4","0","1005904","0","0","0","1","0","2.2","100590447"
"0","48","1","10","1005904","395","0.6","0","0","300","0","100590448"
"0","49","4","0","1005904","0","0","0","1","0","0.6","100590449"
"0","50","1","11","1005904","253","2.1","0","0","0","0","100590450"
"0","51","4","0","1005904","0","0","0","1","0","4.7","100590451"
"vo_ske_0907","52","2","0","1005904","0","0","vo_ske","0","0","0","100590452"
"0","53","1","12","1005904","95","0.8","0","0","0","0","100590453"
"0","54","4","0","1005904","0","0","0","1","0","1.7","100590454"
"0","55","1","12","1005904","256","1.34","0","0","95","0","100590455"
"0","56","4","0","1005904","0","0","0","1","0","1.874","100590456"
"0","57","1","12","1005904","347","0.776","0","0","256","0","100590457"
"0","58","4","0","1005904","0","0","0","1","0","2.613","100590458"
"vo_ske_0908","59","2","0","1005904","0","0","vo_ske","0","0","0","100590459"
"0","60","1","14","1005904","161","1.5","0","0","0","0","100590460"
"0","61","4","0","1005904","0","0","0","1","0","2.6","100590461"
"0","62","1","14","1005904","399","2","0","0","161","0","100590462"
"0","63","4","0","1005904","0","0","0","1","0","4.5","100590463"
"0","1","4","0","1005905","0","0","0","1","0","0.8","100590501"
"vo_ske_1001","2","2","0","1005905","0","0","vo_ske","0","0","0","100590502"
"0","3","1","1","1005905","53","0.5","0","0","0","0","100590503"
"0","4","4","0","1005905","0","0","0","1","0","1.1","100590504"
"0","5","1","1","1005905","235","1.4","0","0","53","0","100590505"
"0","6","4","0","1005905","0","0","0","1","0","2.8","100590506"
"vo_ske_1002","7","2","0","1005905","0","0","vo_ske","0","0","0","100590507"
"0","8","1","2","1005905","230","1.8","0","0","0","0","100590508"
"0","9","4","0","1005905","0","0","0","1","0","2.4","100590509"
"0","10","1","2","1005905","400","1.4","0","0","230","0","100590510"
"0","11","4","0","1005905","0","0","0","1","0","3.3","100590511"
"vo_ske_1003","12","2","0","1005905","0","0","vo_ske","0","0","0","100590512"
"0","13","1","3","1005905","237","2.224","0","0","0","0","100590513"
"0","14","4","0","1005905","0","0","0","1","0","2.769","100590514"
"0","15","1","3","1005905","358","0.869","0","0","237","0","100590515"
"0","16","4","0","1005905","0","0","0","1","0","1.635","100590516"
"0","17","1","4","1005905","93","0.6","0","0","0","0","100590517"
"0","18","4","0","1005905","0","0","0","1","0","2.2","100590518"
"vo_ske_1004","19","2","0","1005905","0","0","vo_ske","0","0","0","100590519"
"0","20","1","4","1005905","237","1.3","0","0","93","0","100590520"
"0","21","4","0","1005905","0","0","0","1","0","1.8","100590521"
"0","22","1","4","1005905","342","0.9","0","0","237","0","100590522"
"0","23","4","0","1005905","0","0","0","1","0","0.9","100590523"
"0","24","1","5","1005905","166","0.9","0","0","0","0","100590524"
"0","25","4","0","1005905","0","0","0","1","0","2.7","100590525"
"0","26","1","5","1005905","327","1.059","0","0","166","0","100590526"
"0","27","4","0","1005905","0","0","0","1","0","3","100590527"
"vo_ske_1005","28","2","0","1005905","0","0","vo_ske","0","0","0","100590528"
"0","29","1","6","1005905","94","1.2","0","0","0","0","100590529"
"0","30","4","0","1005905","0","0","0","1","0","1.7","100590530"
"0","31","1","6","1005905","397","2.1","0","0","94","0","100590531"
"0","32","4","0","1005905","0","0","0","1","0","4.5","100590532"
"vo_ske_1006","33","2","0","1005905","0","0","vo_ske","0","0","0","100590533"
"0","34","1","7","1005905","47","0.566","0","0","0","0","100590534"
"0","35","4","0","1005905","0","0","0","1","0","1.552","100590535"
"0","36","1","7","1005905","362","2.318","0","0","47","0","100590536"
"0","37","4","0","1005905","0","0","0","1","0","3.724","100590537"
"0","38","1","8","1005905","260","2.077","0","0","0","0","100590538"
"0","39","4","0","1005905","0","0","0","1","0","2.729","100590539"
"0","40","1","8","1005905","327","0.66","0","0","260","0","100590540"
"0","41","4","0","1005905","0","0","0","1","0","2.832","100590541"
"vo_ske_1007","42","2","0","1005905","0","0","vo_ske","0","0","0","100590542"
"0","43","1","9","1005905","60","0.608","0","0","0","0","100590543"
"0","44","4","0","1005905","0","0","0","1","0","1.363","100590544"
"0","45","1","9","1005905","179","1.493","0","0","60","0","100590545"
"0","46","4","0","1005905","0","0","0","1","0","2.007","100590546"
"0","47","1","9","1005905","387","1.437","0","0","179","0","100590547"
"0","48","4","0","1005905","0","0","0","1","0","3.22","100590548"
"vo_ske_1008","49","2","0","1005905","0","0","vo_ske","0","0","0","100590549"
"0","50","1","10","1005905","133","1.2","0","0","0","0","100590550"
"0","51","4","0","1005905","0","0","0","1","0","2.4","100590551"
"0","52","1","10","1005905","347","1.5","0","0","133","0","100590552"
"0","53","4","0","1005905","0","0","0","1","0","1.5","100590553"
"0","54","1","11","1005905","104","0.4","0","0","0","0","100590554"
"0","55","4","0","1005905","0","0","0","1","0","2.7","100590555"
"0","56","1","11","1005905","331","1.6","0","0","104","0","100590556"
"0","57","4","0","1005905","0","0","0","1","0","3.7","100590557"
"vo_ske_1009","58","2","0","1005905","0","0","vo_ske","0","0","0","100590558"
"0","59","1","12","1005905","345","2.9","0","0","0","0","100590559"
"0","60","4","0","1005905","0","0","0","1","0","4","100590560"
"0","61","1","13","1005905","216","1.6","0","0","0","0","100590561"
"0","62","4","0","1005905","0","0","0","1","0","3.6","100590562"
"vo_ske_1010","63","2","0","1005905","0","0","vo_ske","0","0","0","100590563"
"0","64","1","14","1005905","121","0.7","0","0","0","0","100590564"
"0","65","4","0","1005905","0","0","0","1","0","2.1","100590565"
"0","66","1","14","1005905","360","1.9","0","0","121","0","100590566"
"0","67","4","0","1005905","0","0","0","1","0","4.4","100590567"
"0","1","4","0","1005906","0","0","0","1","0","0.8","100590601"
"vo_ske_1101","2","2","0","1005906","0","0","vo_ske","0","0","0","100590602"
"0","3","1","1","1005906","121","1","0","0","0","0","100590603"
"0","4","4","0","1005906","0","0","0","1","0","1.7","100590604"
"0","5","1","1","1005906","211","0.6","0","0","121","0","100590605"
"0","6","4","0","1005906","0","0","0","1","0","1.5","100590606"
"0","7","1","1","1005906","280","0.9","0","0","211","0","100590607"
"0","8","4","0","1005906","0","0","0","1","0","1.5","100590608"
"0","9","1","2","1005906","135","1.6","0","0","0","0","100590609"
"0","10","4","0","1005906","0","0","0","1","0","3.6","100590610"
"vo_ske_1102","11","2","0","1005906","0","0","vo_ske","0","0","0","100590611"
"0","12","1","2","1005906","260","0.9","0","0","135","0","100590612"
"0","13","4","0","1005906","0","0","0","1","0","1.8","100590613"
"0","14","1","2","1005906","320","0.7","0","0","260","0","100590614"
"0","15","4","0","1005906","0","0","0","1","0","1.9","100590615"
"0","16","1","2","1005906","346","0.2","0","0","320","0","100590616"
"0","17","4","0","1005906","0","0","0","1","0","1.5","100590617"
"0","18","1","3","1005906","190","2.1","0","0","0","0","100590618"
"0","19","4","0","1005906","0","0","0","1","0","4.1","100590619"
"vo_ske_1103","20","2","0","1005906","0","0","vo_ske","0","0","0","100590620"
"0","21","1","3","1005906","387","1.7","0","0","190","0","100590621"
"0","22","4","0","1005906","0","0","0","1","0","2.5","100590622"
"0","23","1","4","1005906","139","1.197","0","0","0","0","100590623"
"0","24","4","0","1005906","0","0","0","1","0","1.72","100590624"
"0","25","1","4","1005906","347","1.735","0","0","139","0","100590625"
"0","26","4","0","1005906","0","0","0","1","0","4.154","100590626"
"vo_ske_1104","27","2","0","1005906","0","0","vo_ske","0","0","0","100590627"
"0","28","1","5","1005906","292","2.4","0","0","0","0","100590628"
"0","29","4","0","1005906","0","0","0","1","0","3.1","100590629"
"0","30","1","5","1005906","355","0.7","0","0","292","0","100590630"
"0","31","4","0","1005906","0","0","0","1","0","0.7","100590631"
"0","32","1","6","1005906","153","1.2","0","0","0","0","100590632"
"0","33","4","0","1005906","0","0","0","1","0","1.8","100590633"
"0","34","1","6","1005906","289","1.2","0","0","153","0","100590634"
"0","35","4","0","1005906","0","0","0","1","0","3.8","100590635"
"vo_ske_1105","36","2","0","1005906","0","0","vo_ske","0","0","0","100590636"
"0","37","1","7","1005906","92","0.8","0","0","0","0","100590637"
"0","38","4","0","1005906","0","0","0","1","0","1.4","100590638"
"0","39","1","7","1005906","230","1.1","0","0","92","0","100590639"
"0","40","4","0","1005906","0","0","0","1","0","2.1","100590640"
"0","41","1","7","1005906","384","1.3","0","0","260","0","100590641"
"0","42","4","0","1005906","0","0","0","1","0","1.3","100590642"
"0","43","1","8","1005906","55","0.4","0","0","0","0","100590643"
"0","44","4","0","1005906","0","0","0","1","0","1.9","100590644"
"0","45","1","8","1005906","177","1.152","0","0","55","0","100590645"
"0","46","4","0","1005906","0","0","0","1","0","1.561","100590646"
"0","47","1","8","1005906","355","1.273","0","0","177","0","100590647"
"0","48","4","0","1005906","0","0","0","1","0","3.32","100590648"
"vo_ske_1106","49","2","0","1005906","0","0","vo_ske","0","0","0","100590649"
"0","50","1","9","1005906","300","2.7","0","0","0","0","100590650"
"0","51","4","0","1005906","0","0","0","1","0","3.8","100590651"
"0","52","1","10","1005906","79","0.894","0","0","0","0","100590652"
"0","53","4","0","1005906","0","0","0","1","0","1.455","100590653"
"0","54","1","10","1005906","263","1.334","0","0","79","0","100590654"
"0","55","4","0","1005906","0","0","0","1","0","3.699","100590655"
"vo_ske_1107","56","2","0","1005906","0","0","vo_ske","0","0","0","100590656"
"0","57","1","11","1005906","210","1.7","0","0","0","0","100590657"
"0","58","4","0","1005906","0","0","0","1","0","2.8","100590658"
"0","59","1","12","1005906","183","1.364","0","0","0","0","100590659"
"0","60","4","0","1005906","0","0","0","1","0","3.365","100590660"
"vo_ske_1108","61","2","0","1005906","0","0","vo_ske","0","0","0","100590661"
"0","62","1","13","1005906","85","0.6","0","0","0","0","100590662"
"0","63","4","0","1005906","0","0","0","1","0","2.4","100590663"
"vo_ske_1109","64","2","0","1005906","0","0","vo_ske","0","0","0","100590664"
"0","65","1","14","1005906","122","1","0","0","0","0","100590665"
"0","66","4","0","1005906","0","0","0","1","0","2","100590666"
"0","67","1","14","1005906","212","1","0","0","122","0","100590667"
"0","68","4","0","1005906","0","0","0","1","0","3.5","100590668"
