44f963a1bbc18d76602f3ffb9d3e9f653ae8c4f7e4c4ad5aeef8df9aab553249,db2e79880936f1edb50875f4870525608e5448372344ba04affdb539e2897245,ec2d2e3c3decb219188e2f7409bfb32917d456f615fa01b3d30b101ea3b10f3b,09753cdfe905e13896967433558e8dfb06414b887446e15506368fee687f084f,8ad99a83d6e7a3f9c7e97fbe3e2fb70ba7a029a67b76e896bafea73b49e281b9,9699a858da5700cc8a6d0db5d8e690790153941b9faae8487f77cba1aea5a062,6c7e1b4c9cd228851eacf58bd35bf9c1f4c06efe66c381c94c47f071270fc5b1
"6","1","1650","0","10401","0","5"
"7","1","1725","0","10401","0","0"
"7","1","1740","0","10401","0","1"
"7","1","1755","0","10401","0","2"
"7","1","1770","0","10401","0","3"
"7","1","1785","0","10401","0","4"
"7","1","1800","0","10401","0","5"
"8","1","1875","0","10401","0","0"
"8","1","1890","0","10401","0","1"
"8","1","1905","0","10401","0","2"
"8","1","1920","0","10401","0","3"
"8","1","1935","0","10401","0","4"
"8","1","1950","0","10401","0","5"
"9","1","2025","0","10401","0","0"
"9","1","2040","0","10401","0","1"
"9","1","2055","0","10401","0","2"
"9","1","2070","0","10401","0","3"
"9","1","2085","0","10401","0","4"
"9","1","2100","0","10401","0","5"
"10","1","2175","0","10401","0","0"
"10","1","2190","0","10401","0","1"
"10","1","2205","0","10401","0","2"
"10","1","2220","0","10401","0","3"
"10","1","2235","0","10401","0","4"
"10","1","2250","0","10401","0","5"
"1","3","150","0","10402","0","0"
"1","3","180","0","10402","0","1"
"1","3","210","0","10402","0","2"
"1","3","240","0","10402","0","3"
"1","3","270","0","10402","0","4"
"1","3","300","0","10402","0","5"
"2","3","450","0","10402","0","0"
"2","3","480","0","10402","0","1"
"2","3","510","0","10402","0","2"
"2","3","540","0","10402","0","3"
"2","3","570","0","10402","0","4"
"2","3","600","0","10402","0","5"
"3","3","750","0","10402","0","0"
"3","3","780","0","10402","0","1"
"3","3","810","0","10402","0","2"
"3","3","840","0","10402","0","3"
"3","3","870","0","10402","0","4"
"3","3","900","0","10402","0","5"
"4","3","1050","0","10402","0","0"
"4","3","1080","0","10402","0","1"
"4","3","1110","0","10402","0","2"
"4","3","1140","0","10402","0","3"
"4","3","1170","0","10402","0","4"
"4","3","1200","0","10402","0","5"
"5","3","1350","0","10402","0","0"
"5","3","1380","0","10402","0","1"
"5","3","1410","0","10402","0","2"
"5","3","1440","0","10402","0","3"
"5","3","1470","0","10402","0","4"
"5","3","1500","0","10402","0","5"
"6","3","1575","0","10402","0","0"
"6","3","1590","0","10402","0","1"
"6","3","1605","0","10402","0","2"
"6","3","1620","0","10402","0","3"
"6","3","1635","0","10402","0","4"
"6","3","1650","0","10402","0","5"
"7","3","1725","0","10402","0","0"
"7","3","1740","0","10402","0","1"
"7","3","1755","0","10402","0","2"
"7","3","1770","0","10402","0","3"
"7","3","1785","0","10402","0","4"
"7","3","1800","0","10402","0","5"
"8","3","1875","0","10402","0","0"
"8","3","1890","0","10402","0","1"
"8","3","1905","0","10402","0","2"
"8","3","1920","0","10402","0","3"
"8","3","1935","0","10402","0","4"
"8","3","1950","0","10402","0","5"
"9","3","2025","0","10402","0","0"
"9","3","2040","0","10402","0","1"
"9","3","2055","0","10402","0","2"
"9","3","2070","0","10402","0","3"
"9","3","2085","0","10402","0","4"
"9","3","2100","0","10402","0","5"
"10","3","2175","0","10402","0","0"
"10","3","2190","0","10402","0","1"
"10","3","2205","0","10402","0","2"
"10","3","2220","0","10402","0","3"
"10","3","2235","0","10402","0","4"
"10","3","2250","0","10402","0","5"
"1","4","150","0","10403","0","0"
"1","4","180","0","10403","0","1"
"1","4","210","0","10403","0","2"
"1","4","240","0","10403","0","3"
"1","4","270","0","10403","0","4"
"1","4","300","0","10403","0","5"
"2","4","450","0","10403","0","0"
"2","4","480","0","10403","0","1"
"2","4","510","0","10403","0","2"
"2","4","540","0","10403","0","3"
"2","4","570","0","10403","0","4"
"2","4","600","0","10403","0","5"
"3","4","750","0","10403","0","0"
"3","4","780","0","10403","0","1"
"3","4","810","0","10403","0","2"
"3","4","840","0","10403","0","3"
"3","4","870","0","10403","0","4"
"3","4","900","0","10403","0","5"
"4","4","1050","0","10403","0","0"
"4","4","1080","0","10403","0","1"
"4","4","1110","0","10403","0","2"
"4","4","1140","0","10403","0","3"
"4","4","1170","0","10403","0","4"
"4","4","1200","0","10403","0","5"
"5","4","1350","0","10403","0","0"
"5","4","1380","0","10403","0","1"
"5","4","1410","0","10403","0","2"
"5","4","1440","0","10403","0","3"
"5","4","1470","0","10403","0","4"
"5","4","1500","0","10403","0","5"
"6","4","1575","0","10403","0","0"
"6","4","1590","0","10403","0","1"
"6","4","1605","0","10403","0","2"
"6","4","1620","0","10403","0","3"
"6","4","1635","0","10403","0","4"
"6","4","1650","0","10403","0","5"
"7","4","1725","0","10403","0","0"
"7","4","1740","0","10403","0","1"
"7","4","1755","0","10403","0","2"
"7","4","1770","0","10403","0","3"
"7","4","1785","0","10403","0","4"
"7","4","1800","0","10403","0","5"
"8","4","1875","0","10403","0","0"
"8","4","1890","0","10403","0","1"
"8","4","1905","0","10403","0","2"
"8","4","1920","0","10403","0","3"
"8","4","1935","0","10403","0","4"
"8","4","1950","0","10403","0","5"
"9","4","2025","0","10403","0","0"
"9","4","2040","0","10403","0","1"
"9","4","2055","0","10403","0","2"
"9","4","2070","0","10403","0","3"
"9","4","2085","0","10403","0","4"
"9","4","2100","0","10403","0","5"
"10","4","2175","0","10403","0","0"
"10","4","2190","0","10403","0","1"
"10","4","2205","0","10403","0","2"
"10","4","2220","0","10403","0","3"
"10","4","2235","0","10403","0","4"
"10","4","2250","0","10403","0","5"
"1","12","200","0","10404","0","0"
"1","12","240","0","10404","0","1"
"1","12","280","0","10404","0","2"
"1","12","320","0","10404","0","3"
"1","12","360","0","10404","0","4"
"1","12","400","0","10404","0","5"
"2","12","600","0","10404","0","0"
"2","12","640","0","10404","0","1"
"2","12","680","0","10404","0","2"
"2","12","720","0","10404","0","3"
"2","12","760","0","10404","0","4"
"2","12","800","0","10404","0","5"
"3","12","1000","0","10404","0","0"
"3","12","1040","0","10404","0","1"
"3","12","1080","0","10404","0","2"
"3","12","1120","0","10404","0","3"
"3","12","1160","0","10404","0","4"
"3","12","1200","0","10404","0","5"
"4","12","1400","0","10404","0","0"
"4","12","1440","0","10404","0","1"
"4","12","1480","0","10404","0","2"
"4","12","1520","0","10404","0","3"
"4","12","1560","0","10404","0","4"
"4","12","1600","0","10404","0","5"
"5","12","1800","0","10404","0","0"
"5","12","1840","0","10404","0","1"
"5","12","1880","0","10404","0","2"
"5","12","1920","0","10404","0","3"
"5","12","1960","0","10404","0","4"
"5","12","2000","0","10404","0","5"
"6","12","2100","0","10404","0","0"
"6","12","2120","0","10404","0","1"
"6","12","2140","0","10404","0","2"
"6","12","2160","0","10404","0","3"
"6","12","2180","0","10404","0","4"
"6","12","2200","0","10404","0","5"
"7","12","2300","0","10404","0","0"
"7","12","2320","0","10404","0","1"
"7","12","2340","0","10404","0","2"
"7","12","2360","0","10404","0","3"
"7","12","2380","0","10404","0","4"
"7","12","2400","0","10404","0","5"
"8","12","2500","0","10404","0","0"
"8","12","2520","0","10404","0","1"
"8","12","2540","0","10404","0","2"
"8","12","2560","0","10404","0","3"
"8","12","2580","0","10404","0","4"
"8","12","2600","0","10404","0","5"
"9","12","2700","0","10404","0","0"
"9","12","2720","0","10404","0","1"
"9","12","2740","0","10404","0","2"
"9","12","2760","0","10404","0","3"
"9","12","2780","0","10404","0","4"
"9","12","2800","0","10404","0","5"
"10","12","2900","0","10404","0","0"
"10","12","2920","0","10404","0","1"
"10","12","2940","0","10404","0","2"
"10","12","2960","0","10404","0","3"
"10","12","2980","0","10404","0","4"
"10","12","3000","0","10404","0","5"
"1","1","150","0","10501","0","0"
"1","1","180","0","10501","0","1"
"1","1","210","0","10501","0","2"
"1","1","240","0","10501","0","3"
"1","1","270","0","10501","0","4"
"1","1","300","0","10501","0","5"
"2","1","450","0","10501","0","0"
"2","1","480","0","10501","0","1"
"2","1","510","0","10501","0","2"
"2","1","540","0","10501","0","3"
"2","1","570","0","10501","0","4"
"2","1","600","0","10501","0","5"
"3","1","750","0","10501","0","0"
"3","1","780","0","10501","0","1"
"3","1","810","0","10501","0","2"
"3","1","840","0","10501","0","3"
"3","1","870","0","10501","0","4"
"3","1","900","0","10501","0","5"
"4","1","1050","0","10501","0","0"
"4","1","1080","0","10501","0","1"
"4","1","1110","0","10501","0","2"
"4","1","1140","0","10501","0","3"
"4","1","1170","0","10501","0","4"
"4","1","1200","0","10501","0","5"
"5","1","1350","0","10501","0","0"
"5","1","1380","0","10501","0","1"
"5","1","1410","0","10501","0","2"
"5","1","1440","0","10501","0","3"
"5","1","1470","0","10501","0","4"
"5","1","1500","0","10501","0","5"
"6","1","1575","0","10501","0","0"
"6","1","1590","0","10501","0","1"
"6","1","1605","0","10501","0","2"
"6","1","1620","0","10501","0","3"
"6","1","1635","0","10501","0","4"
"6","1","1650","0","10501","0","5"
"7","1","1725","0","10501","0","0"
"7","1","1740","0","10501","0","1"
"7","1","1755","0","10501","0","2"
"7","1","1770","0","10501","0","3"
"7","1","1785","0","10501","0","4"
"7","1","1800","0","10501","0","5"
"8","1","1875","0","10501","0","0"
"8","1","1890","0","10501","0","1"
"8","1","1905","0","10501","0","2"
"8","1","1920","0","10501","0","3"
"8","1","1935","0","10501","0","4"
"8","1","1950","0","10501","0","5"
"9","1","2025","0","10501","0","0"
"9","1","2040","0","10501","0","1"
"9","1","2055","0","10501","0","2"
"9","1","2070","0","10501","0","3"
"9","1","2085","0","10501","0","4"
"9","1","2100","0","10501","0","5"
"10","1","2175","0","10501","0","0"
"10","1","2190","0","10501","0","1"
"10","1","2205","0","10501","0","2"
"10","1","2220","0","10501","0","3"
"10","1","2235","0","10501","0","4"
"10","1","2250","0","10501","0","5"
"1","3","150","0","10502","0","0"
"1","3","180","0","10502","0","1"
"1","3","210","0","10502","0","2"
"1","3","240","0","10502","0","3"
"1","3","270","0","10502","0","4"
"1","3","300","0","10502","0","5"
"2","3","450","0","10502","0","0"
"2","3","480","0","10502","0","1"
"2","3","510","0","10502","0","2"
"2","3","540","0","10502","0","3"
"2","3","570","0","10502","0","4"
"2","3","600","0","10502","0","5"
"3","3","750","0","10502","0","0"
"3","3","780","0","10502","0","1"
"3","3","810","0","10502","0","2"
"3","3","840","0","10502","0","3"
"3","3","870","0","10502","0","4"
"3","3","900","0","10502","0","5"
"4","3","1050","0","10502","0","0"
"4","3","1080","0","10502","0","1"
"4","3","1110","0","10502","0","2"
"4","3","1140","0","10502","0","3"
"4","3","1170","0","10502","0","4"
"4","3","1200","0","10502","0","5"
"5","3","1350","0","10502","0","0"
"5","3","1380","0","10502","0","1"
"5","3","1410","0","10502","0","2"
"5","3","1440","0","10502","0","3"
"5","3","1470","0","10502","0","4"
"5","3","1500","0","10502","0","5"
"6","3","1575","0","10502","0","0"
"6","3","1590","0","10502","0","1"
"6","3","1605","0","10502","0","2"
"6","3","1620","0","10502","0","3"
"6","3","1635","0","10502","0","4"
"6","3","1650","0","10502","0","5"
"7","3","1725","0","10502","0","0"
"7","3","1740","0","10502","0","1"
"7","3","1755","0","10502","0","2"
"7","3","1770","0","10502","0","3"
"7","3","1785","0","10502","0","4"
"7","3","1800","0","10502","0","5"
"8","3","1875","0","10502","0","0"
"8","3","1890","0","10502","0","1"
"8","3","1905","0","10502","0","2"
"8","3","1920","0","10502","0","3"
"8","3","1935","0","10502","0","4"
"8","3","1950","0","10502","0","5"
"9","3","2025","0","10502","0","0"
"9","3","2040","0","10502","0","1"
"9","3","2055","0","10502","0","2"
"9","3","2070","0","10502","0","3"
"9","3","2085","0","10502","0","4"
"9","3","2100","0","10502","0","5"
"10","3","2175","0","10502","0","0"
"10","3","2190","0","10502","0","1"
"10","3","2205","0","10502","0","2"
"10","3","2220","0","10502","0","3"
"10","3","2235","0","10502","0","4"
"10","3","2250","0","10502","0","5"
"1","4","150","0","10503","0","0"
"1","4","180","0","10503","0","1"
"1","4","210","0","10503","0","2"
"1","4","240","0","10503","0","3"
"1","4","270","0","10503","0","4"
"1","4","300","0","10503","0","5"
"2","4","450","0","10503","0","0"
"2","4","480","0","10503","0","1"
"2","4","510","0","10503","0","2"
"2","4","540","0","10503","0","3"
"2","4","570","0","10503","0","4"
"2","4","600","0","10503","0","5"
"3","4","750","0","10503","0","0"
"3","4","780","0","10503","0","1"
"3","4","810","0","10503","0","2"
"3","4","840","0","10503","0","3"
"3","4","870","0","10503","0","4"
"3","4","900","0","10503","0","5"
"4","4","1050","0","10503","0","0"
"4","4","1080","0","10503","0","1"
"4","4","1110","0","10503","0","2"
"4","4","1140","0","10503","0","3"
"4","4","1170","0","10503","0","4"
"4","4","1200","0","10503","0","5"
"5","4","1350","0","10503","0","0"
"5","4","1380","0","10503","0","1"
"5","4","1410","0","10503","0","2"
"5","4","1440","0","10503","0","3"
"5","4","1470","0","10503","0","4"
"5","4","1500","0","10503","0","5"
"6","4","1575","0","10503","0","0"
"6","4","1590","0","10503","0","1"
"6","4","1605","0","10503","0","2"
"6","4","1620","0","10503","0","3"
"6","4","1635","0","10503","0","4"
"6","4","1650","0","10503","0","5"
"7","4","1725","0","10503","0","0"
"7","4","1740","0","10503","0","1"
"7","4","1755","0","10503","0","2"
"7","4","1770","0","10503","0","3"
"7","4","1785","0","10503","0","4"
"7","4","1800","0","10503","0","5"
"8","4","1875","0","10503","0","0"
"8","4","1890","0","10503","0","1"
"8","4","1905","0","10503","0","2"
"8","4","1920","0","10503","0","3"
"8","4","1935","0","10503","0","4"
"8","4","1950","0","10503","0","5"
"9","4","2025","0","10503","0","0"
"9","4","2040","0","10503","0","1"
"9","4","2055","0","10503","0","2"
"9","4","2070","0","10503","0","3"
"9","4","2085","0","10503","0","4"
"9","4","2100","0","10503","0","5"
"10","4","2175","0","10503","0","0"
"10","4","2190","0","10503","0","1"
"10","4","2205","0","10503","0","2"
"10","4","2220","0","10503","0","3"
"10","4","2235","0","10503","0","4"
"10","4","2250","0","10503","0","5"
"1","14","500","0","10504","0","0"
"1","14","600","0","10504","0","1"
"1","14","700","0","10504","0","2"
"1","14","800","0","10504","0","3"
"1","14","900","0","10504","0","4"
"1","14","1000","0","10504","0","5"
"2","14","1500","0","10504","0","0"
"2","14","1600","0","10504","0","1"
"2","14","1700","0","10504","0","2"
"2","14","1800","0","10504","0","3"
"2","14","1900","0","10504","0","4"
"2","14","2000","0","10504","0","5"
"3","14","2500","0","10504","0","0"
"3","14","2600","0","10504","0","1"
"3","14","2700","0","10504","0","2"
"3","14","2800","0","10504","0","3"
"3","14","2900","0","10504","0","4"
"3","14","3000","0","10504","0","5"
"4","14","3500","0","10504","0","0"
"4","14","3600","0","10504","0","1"
"4","14","3700","0","10504","0","2"
"4","14","3800","0","10504","0","3"
"4","14","3900","0","10504","0","4"
"4","14","4000","0","10504","0","5"
"5","14","4500","0","10504","0","0"
"5","14","4600","0","10504","0","1"
"5","14","4700","0","10504","0","2"
"5","14","4800","0","10504","0","3"
"5","14","4900","0","10504","0","4"
"5","14","5000","0","10504","0","5"
"6","14","5250","0","10504","0","0"
"6","14","5300","0","10504","0","1"
"6","14","5350","0","10504","0","2"
"6","14","5400","0","10504","0","3"
"6","14","5450","0","10504","0","4"
"6","14","5500","0","10504","0","5"
"7","14","5750","0","10504","0","0"
"7","14","5800","0","10504","0","1"
"7","14","5850","0","10504","0","2"
"7","14","5900","0","10504","0","3"
"7","14","5950","0","10504","0","4"
"7","14","6000","0","10504","0","5"
"8","14","6250","0","10504","0","0"
"8","14","6300","0","10504","0","1"
"8","14","6350","0","10504","0","2"
"8","14","6400","0","10504","0","3"
"8","14","6450","0","10504","0","4"
"8","14","6500","0","10504","0","5"
"9","14","6750","0","10504","0","0"
"9","14","6800","0","10504","0","1"
"9","14","6850","0","10504","0","2"
"9","14","6900","0","10504","0","3"
"9","14","6950","0","10504","0","4"
"9","14","7000","0","10504","0","5"
"10","14","7250","0","10504","0","0"
"10","14","7300","0","10504","0","1"
"10","14","7350","0","10504","0","2"
"10","14","7400","0","10504","0","3"
"10","14","7450","0","10504","0","4"
"10","14","7500","0","10504","0","5"
"1","1","150","0","10601","0","0"
"1","1","180","0","10601","0","1"
"1","1","210","0","10601","0","2"
"1","1","240","0","10601","0","3"
"1","1","270","0","10601","0","4"
"1","1","300","0","10601","0","5"
"2","1","450","0","10601","0","0"
"2","1","480","0","10601","0","1"
"2","1","510","0","10601","0","2"
"2","1","540","0","10601","0","3"
"2","1","570","0","10601","0","4"
"2","1","600","0","10601","0","5"
"3","1","750","0","10601","0","0"
"3","1","780","0","10601","0","1"
"3","1","810","0","10601","0","2"
"3","1","840","0","10601","0","3"
"3","1","870","0","10601","0","4"
"3","1","900","0","10601","0","5"
"4","1","1050","0","10601","0","0"
"4","1","1080","0","10601","0","1"
"4","1","1110","0","10601","0","2"
"4","1","1140","0","10601","0","3"
"4","1","1170","0","10601","0","4"
"4","1","1200","0","10601","0","5"
"5","1","1350","0","10601","0","0"
"5","1","1380","0","10601","0","1"
"5","1","1410","0","10601","0","2"
"5","1","1440","0","10601","0","3"
"5","1","1470","0","10601","0","4"
"5","1","1500","0","10601","0","5"
"6","1","1575","0","10601","0","0"
"6","1","1590","0","10601","0","1"
"6","1","1605","0","10601","0","2"
"6","1","1620","0","10601","0","3"
"6","1","1635","0","10601","0","4"
"6","1","1650","0","10601","0","5"
"7","1","1725","0","10601","0","0"
"7","1","1740","0","10601","0","1"
"7","1","1755","0","10601","0","2"
"7","1","1770","0","10601","0","3"
"7","1","1785","0","10601","0","4"
"7","1","1800","0","10601","0","5"
"8","1","1875","0","10601","0","0"
"8","1","1890","0","10601","0","1"
"8","1","1905","0","10601","0","2"
"8","1","1920","0","10601","0","3"
"8","1","1935","0","10601","0","4"
"8","1","1950","0","10601","0","5"
"9","1","2025","0","10601","0","0"
"9","1","2040","0","10601","0","1"
"9","1","2055","0","10601","0","2"
"9","1","2070","0","10601","0","3"
"9","1","2085","0","10601","0","4"
"9","1","2100","0","10601","0","5"
"10","1","2175","0","10601","0","0"
"10","1","2190","0","10601","0","1"
"10","1","2205","0","10601","0","2"
"10","1","2220","0","10601","0","3"
"10","1","2235","0","10601","0","4"
"10","1","2250","0","10601","0","5"
"1","3","150","0","10602","0","0"
"1","3","180","0","10602","0","1"
"1","3","210","0","10602","0","2"
"1","3","240","0","10602","0","3"
"1","3","270","0","10602","0","4"
"1","3","300","0","10602","0","5"
"2","3","450","0","10602","0","0"
"2","3","480","0","10602","0","1"
"2","3","510","0","10602","0","2"
"2","3","540","0","10602","0","3"
"2","3","570","0","10602","0","4"
"2","3","600","0","10602","0","5"
"3","3","750","0","10602","0","0"
"3","3","780","0","10602","0","1"
"3","3","810","0","10602","0","2"
"3","3","840","0","10602","0","3"
"3","3","870","0","10602","0","4"
"3","3","900","0","10602","0","5"
"4","3","1050","0","10602","0","0"
"4","3","1080","0","10602","0","1"
"4","3","1110","0","10602","0","2"
"4","3","1140","0","10602","0","3"
"4","3","1170","0","10602","0","4"
"4","3","1200","0","10602","0","5"
"5","3","1350","0","10602","0","0"
"5","3","1380","0","10602","0","1"
"5","3","1410","0","10602","0","2"
"5","3","1440","0","10602","0","3"
"5","3","1470","0","10602","0","4"
"5","3","1500","0","10602","0","5"
"6","3","1575","0","10602","0","0"
"6","3","1590","0","10602","0","1"
"6","3","1605","0","10602","0","2"
"6","3","1620","0","10602","0","3"
"6","3","1635","0","10602","0","4"
"6","3","1650","0","10602","0","5"
"7","3","1725","0","10602","0","0"
"7","3","1740","0","10602","0","1"
"7","3","1755","0","10602","0","2"
"7","3","1770","0","10602","0","3"
"7","3","1785","0","10602","0","4"
"7","3","1800","0","10602","0","5"
"8","3","1875","0","10602","0","0"
"8","3","1890","0","10602","0","1"
"8","3","1905","0","10602","0","2"
"8","3","1920","0","10602","0","3"
"8","3","1935","0","10602","0","4"
"8","3","1950","0","10602","0","5"
"9","3","2025","0","10602","0","0"
"9","3","2040","0","10602","0","1"
"9","3","2055","0","10602","0","2"
"9","3","2070","0","10602","0","3"
"9","3","2085","0","10602","0","4"
"9","3","2100","0","10602","0","5"
"10","3","2175","0","10602","0","0"
"10","3","2190","0","10602","0","1"
"10","3","2205","0","10602","0","2"
"10","3","2220","0","10602","0","3"
"10","3","2235","0","10602","0","4"
"10","3","2250","0","10602","0","5"
"1","4","150","0","10603","0","0"
"1","4","180","0","10603","0","1"
"1","4","210","0","10603","0","2"
"1","4","240","0","10603","0","3"
"1","4","270","0","10603","0","4"
"1","4","300","0","10603","0","5"
"2","4","450","0","10603","0","0"
"2","4","480","0","10603","0","1"
"2","4","510","0","10603","0","2"
"2","4","540","0","10603","0","3"
"2","4","570","0","10603","0","4"
"2","4","600","0","10603","0","5"
"3","4","750","0","10603","0","0"
"3","4","780","0","10603","0","1"
"3","4","810","0","10603","0","2"
"3","4","840","0","10603","0","3"
"3","4","870","0","10603","0","4"
"3","4","900","0","10603","0","5"
"4","4","1050","0","10603","0","0"
"4","4","1080","0","10603","0","1"
"4","4","1110","0","10603","0","2"
"4","4","1140","0","10603","0","3"
"4","4","1170","0","10603","0","4"
"4","4","1200","0","10603","0","5"
"5","4","1350","0","10603","0","0"
"5","4","1380","0","10603","0","1"
"5","4","1410","0","10603","0","2"
"5","4","1440","0","10603","0","3"
"5","4","1470","0","10603","0","4"
"5","4","1500","0","10603","0","5"
"6","4","1575","0","10603","0","0"
"6","4","1590","0","10603","0","1"
"6","4","1605","0","10603","0","2"
"6","4","1620","0","10603","0","3"
"6","4","1635","0","10603","0","4"
"6","4","1650","0","10603","0","5"
"7","4","1725","0","10603","0","0"
"7","4","1740","0","10603","0","1"
"7","4","1755","0","10603","0","2"
"7","4","1770","0","10603","0","3"
"7","4","1785","0","10603","0","4"
"7","4","1800","0","10603","0","5"
"8","4","1875","0","10603","0","0"
"8","4","1890","0","10603","0","1"
"8","4","1905","0","10603","0","2"
"8","4","1920","0","10603","0","3"
"8","4","1935","0","10603","0","4"
"8","4","1950","0","10603","0","5"
"9","4","2025","0","10603","0","0"
"9","4","2040","0","10603","0","1"
"9","4","2055","0","10603","0","2"
"9","4","2070","0","10603","0","3"
"9","4","2085","0","10603","0","4"
"9","4","2100","0","10603","0","5"
"10","4","2175","0","10603","0","0"
"10","4","2190","0","10603","0","1"
"10","4","2205","0","10603","0","2"
"10","4","2220","0","10603","0","3"
"10","4","2235","0","10603","0","4"
"10","4","2250","0","10603","0","5"
"1","13","200","0","10604","0","0"
"1","13","240","0","10604","0","1"
"1","13","280","0","10604","0","2"
"1","13","320","0","10604","0","3"
"1","13","360","0","10604","0","4"
"1","13","400","0","10604","0","5"
"2","13","600","0","10604","0","0"
"2","13","640","0","10604","0","1"
"2","13","680","0","10604","0","2"
"2","13","720","0","10604","0","3"
"2","13","760","0","10604","0","4"
"2","13","800","0","10604","0","5"
"3","13","1000","0","10604","0","0"
"3","13","1040","0","10604","0","1"
"3","13","1080","0","10604","0","2"
"3","13","1120","0","10604","0","3"
"3","13","1160","0","10604","0","4"
"3","13","1200","0","10604","0","5"
"4","13","1400","0","10604","0","0"
"4","13","1440","0","10604","0","1"
"4","13","1480","0","10604","0","2"
"4","13","1520","0","10604","0","3"
"4","13","1560","0","10604","0","4"
"4","13","1600","0","10604","0","5"
"5","13","1800","0","10604","0","0"
"5","13","1840","0","10604","0","1"
"5","13","1880","0","10604","0","2"
"5","13","1920","0","10604","0","3"
"5","13","1960","0","10604","0","4"
"5","13","2000","0","10604","0","5"
"6","13","2100","0","10604","0","0"
"6","13","2120","0","10604","0","1"
"6","13","2140","0","10604","0","2"
"6","13","2160","0","10604","0","3"
"6","13","2180","0","10604","0","4"
"6","13","2200","0","10604","0","5"
"7","13","2300","0","10604","0","0"
"7","13","2320","0","10604","0","1"
"7","13","2340","0","10604","0","2"
"7","13","2360","0","10604","0","3"
"7","13","2380","0","10604","0","4"
"7","13","2400","0","10604","0","5"
"8","13","2500","0","10604","0","0"
"8","13","2520","0","10604","0","1"
"8","13","2540","0","10604","0","2"
"8","13","2560","0","10604","0","3"
"8","13","2580","0","10604","0","4"
"8","13","2600","0","10604","0","5"
"9","13","2700","0","10604","0","0"
"9","13","2720","0","10604","0","1"
"9","13","2740","0","10604","0","2"
"9","13","2760","0","10604","0","3"
"9","13","2780","0","10604","0","4"
"9","13","2800","0","10604","0","5"
"10","13","2900","0","10604","0","0"
"10","13","2920","0","10604","0","1"
"10","13","2940","0","10604","0","2"
"10","13","2960","0","10604","0","3"
"10","13","2980","0","10604","0","4"
"10","13","3000","0","10604","0","5"
"1","1","150","0","10701","0","0"
"1","1","180","0","10701","0","1"
"1","1","210","0","10701","0","2"
"1","1","240","0","10701","0","3"
"1","1","270","0","10701","0","4"
"1","1","300","0","10701","0","5"
"2","1","450","0","10701","0","0"
"2","1","480","0","10701","0","1"
"2","1","510","0","10701","0","2"
"2","1","540","0","10701","0","3"
"2","1","570","0","10701","0","4"
"2","1","600","0","10701","0","5"
"3","1","750","0","10701","0","0"
"3","1","780","0","10701","0","1"
"3","1","810","0","10701","0","2"
"3","1","840","0","10701","0","3"
"3","1","870","0","10701","0","4"
"3","1","900","0","10701","0","5"
"4","1","1050","0","10701","0","0"
"4","1","1080","0","10701","0","1"
"4","1","1110","0","10701","0","2"
"4","1","1140","0","10701","0","3"
"4","1","1170","0","10701","0","4"
"4","1","1200","0","10701","0","5"
"5","1","1350","0","10701","0","0"
"5","1","1380","0","10701","0","1"
"5","1","1410","0","10701","0","2"
"5","1","1440","0","10701","0","3"
"5","1","1470","0","10701","0","4"
"5","1","1500","0","10701","0","5"
"6","1","1575","0","10701","0","0"
"6","1","1590","0","10701","0","1"
"6","1","1605","0","10701","0","2"
"6","1","1620","0","10701","0","3"
"6","1","1635","0","10701","0","4"
"6","1","1650","0","10701","0","5"
"7","1","1725","0","10701","0","0"
"7","1","1740","0","10701","0","1"
"7","1","1755","0","10701","0","2"
"7","1","1770","0","10701","0","3"
"7","1","1785","0","10701","0","4"
"7","1","1800","0","10701","0","5"
"8","1","1875","0","10701","0","0"
"8","1","1890","0","10701","0","1"
"8","1","1905","0","10701","0","2"
"8","1","1920","0","10701","0","3"
"8","1","1935","0","10701","0","4"
"8","1","1950","0","10701","0","5"
"9","1","2025","0","10701","0","0"
"9","1","2040","0","10701","0","1"
"9","1","2055","0","10701","0","2"
"9","1","2070","0","10701","0","3"
"9","1","2085","0","10701","0","4"
"9","1","2100","0","10701","0","5"
"10","1","2175","0","10701","0","0"
"10","1","2190","0","10701","0","1"
"10","1","2205","0","10701","0","2"
"10","1","2220","0","10701","0","3"
"10","1","2235","0","10701","0","4"
"10","1","2250","0","10701","0","5"
"1","3","150","0","10702","0","0"
"1","3","180","0","10702","0","1"
"1","3","210","0","10702","0","2"
"1","3","240","0","10702","0","3"
"1","3","270","0","10702","0","4"
"1","3","300","0","10702","0","5"
"2","3","450","0","10702","0","0"
"2","3","480","0","10702","0","1"
"2","3","510","0","10702","0","2"
"2","3","540","0","10702","0","3"
"2","3","570","0","10702","0","4"
"2","3","600","0","10702","0","5"
"3","3","750","0","10702","0","0"
"3","3","780","0","10702","0","1"
"3","3","810","0","10702","0","2"
"3","3","840","0","10702","0","3"
"3","3","870","0","10702","0","4"
"3","3","900","0","10702","0","5"
"4","3","1050","0","10702","0","0"
"4","3","1080","0","10702","0","1"
"4","3","1110","0","10702","0","2"
"4","3","1140","0","10702","0","3"
"4","3","1170","0","10702","0","4"
"4","3","1200","0","10702","0","5"
"5","3","1350","0","10702","0","0"
"5","3","1380","0","10702","0","1"
"5","3","1410","0","10702","0","2"
