4aed103bd1629dbf329c29145279ed4be74b9fc8cf7d41098bfb9ae781900779,12cd61dd1c1d4bd5f0b38f3c4909ba5f54cd49eaf26e897aeadc4e330e1195d7,8df99ad2373586b547db04b330519a0c9b1cae493562d3e127add23f5790ef90,ddacf813e010efa5c04fc9377fab31db483bf55128f7a763e130a92e21610ae8,8c8c80338e781f69bef7c1e04c4dbe6d35d38a21dd8e19b524bf69fe40eb5221,421bcd03a1fbd4ad0f9452f9143d3a5fa9aace7371d0b642439ae6628f7d3c78,972abc504891c044190d32133a9f49c72b861fbd2cfbb3692bb672b2932668f1,ba0d08a805a258564c40253c415ee6ffd85671bbdad831e52f920338e4633231,fa5a647b2a55a4f713424c26512c7c5314ba20cd702e2413b566af762e66144b,a1249472ec8e6f4ba8c6942de6a41857f7ff4d0b3cfc03f5f56fa68476ba8b32,0d328b8f75964401ba962e8f80e1265d030ccd9358329b86e6b9087d7ecd6796
"","","7004","2","","93","","","","7",""
"","0.2","7005","1","1","3","","","psy_fairy_talk","7",""
"","","7006","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_9902","7",""
"0","0","7007","1","6","11","1","0.5","キュキュッ！","7","0"
"","","7008","0","","91","","","","7",""
"","0.2","7009","1","1","3","","","psy_fairy_idle","7",""
"","0.2","7010","119931","1","3","","","psy_miyako_talk3","7",""
"","","7011","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0702","7",""
"0","0","7012","119931","6","11","1","1","うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！","7","0"
"","","7013","3","","93","","","1","7",""
"0","0.2","7014","119931","0","3","psy_miyako_arm_crossed_loop","","psy_miyako_arm_crossed_in","7","1"
"","","7015","7012","","91","","","","7",""
"","","7016","0","","22","","","0","7",""
"","0.2","7017","1","1","3","","","psy_fairy_talk","7",""
"","","7018","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_9903","7",""
"0","0","7019","1","6","11","1","0.5","キュ～キュ～！","7","0"
"","","7020","0","","91","","","","7",""
"","0.2","7021","1","1","3","","","psy_fairy_idle","7",""
"","0.2","7022","119931","1","3","","","psy_miyako_anger2","7",""
"","","7023","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0704","7",""
"0","0","7024","119931","6","11","1","0.5","そんなこと言われても知らないの！","7","0"
"","","7025","0","","91","","","","7",""
"","","7026","0","","22","","","0","7",""
"","0.2","7027","119931","1","3","","","psy_miyako_thinking3","7",""
"","","7028","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0705","7",""
"0","0","7029","119931","5","11","1","0.5","ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！","7","0"
"","","7030","5","","93","","","1","7",""
"0","0.2","7031","119931","0","3","psy_miyako_doya_loop","","psy_miyako_doya_in","7","1"
"","","7032","7029","","91","","","","7",""
"","","7033","0","","22","","","0","7",""
"","","7034","1","","93","","","","7",""
"","","7035","0","","91","","","","7",""
"0","1.7","8001","1","100","1","-300","psy_miyako_start","119931","8","-200"
"1","1.7","8002","1","100","1","225","psy_walk2","100411","8","-210"
"1","1.7","8003","1","105","1","480","psy_walk3","103631","8","-220"
"1","1.7","8004","1","110","1","340","psy_walk_glad","102011","8","-235"
"","1","8005","1","0","31","0","","11","8","1"
"0","1.7","8006","1","101","5","-300","psy_smoke_start","1","8","-200"
"","","8007","100411","-210","2","2","","110","8","0"
"","","8008","103631","-220","2","2.2","","365","8","0"
"","","8009","102011","-235","2","2.3","","225","8","0"
"","","8010","2","","93","","","","8",""
"","0.2","8011","100411","1","3","","","psy_idle_normal","8",""
"","","8012","0.2","","93","","","","8",""
"","0.2","8013","103631","1","3","","","psy_idle_normal","8",""
"","","8014","0.1","","93","","","","8",""
"","0.2","8015","102011","1","3","","","psy_talk_joy1","8",""
"","","8016","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0806","8",""
"0","0","8017","102011","8","11","1","0.5","おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？","8","0"
"","","8018","0","","91","","","","8",""
"","0.2","8019","102011","1","3","","","psy_idle_joy1","8",""
"0.2","0","8020","119931","0","3","psy_miyako_talk1","","psy_miyako_appear","8","1"
"0","0","8021","1","0","3","psy_smoke_start","","psy_smoke_appear","8","0"
"","","8022","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0801","8",""
"0","0","8023","119931","6","11","1","0.5","ん？　アイツに何か用なの？","8","0"
"","","8024","0","","91","","","","8",""
"","","8025","0","","22","","","0","8",""
"","0.2","8026","119931","1","3","","","psy_miyako_idle","8",""
"","0.2","8027","103631","1","3","","","psy_talk_surprise2","8",""
"","","8028","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0807","8",""
"0","0","8029","103631","8","11","1","0.5","きゃ～！？　おばけ！！","8","0"
"","","8030","0","","91","","","","8",""
"","0.2","8031","103631","1","3","","","psy_idle_surprise2","8",""
"","0.2","8032","100411","1","3","","","psy_talk_joy2","8",""
"","","8033","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0808","8",""
"0","0","8034","100411","8","11","1","0.5","すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～","8","0"
"","","8035","0","","91","","","","8",""
"","0.2","8036","100411","1","3","","","psy_idle_joy2","8",""
"","0.2","8037","119931","1","3","","","psy_miyako_panic2","8",""
"","","8038","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0802","8",""
"0","0","8039","119931","6","11","1","1","ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。","8","0"
"","","8040","3","","93","","","1","8",""
"","0.2","8041","119931","1","3","","","psy_miyako_talk2","8",""
"","","8042","8039","","91","","","","8",""
"","","8043","0","","22","","","0","8",""
"","0.2","8044","119931","1","3","","","psy_miyako_idle","8",""
"","0.2","8045","100411","1","3","","","psy_talk_wish","8",""
"","","8046","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0809","8",""
"0","0","8047","100411","8","11","1","0.5","いないの？\nそれなら今のうちにイタズラを……","8","0"
"","","8048","0","","91","","","","8",""
"","0.2","8049","100411","1","3","","","psy_idle_wish","8",""
"","0.2","8050","103631","1","3","","","psy_talk_anger","8",""
"","","8051","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0810","8",""
"0","0","8052","103631","8","11","1","0.5","お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？","8","0"
"","","8053","0","","91","","","","8",""
"","0.2","8054","103631","1","3","","","psy_idle_anger","8",""
"","0.2","8055","100411","1","3","","","psy_talk_normal","8",""
"","","8056","100411","","4","","","0","8",""
"","","8057","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0811","8",""
"0","0","8058","100411","8","11","1","0.5","だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。","8","0"
"","","8059","0","","91","","","","8",""
"","","8060","100411","","4","","","1","8",""
"","0.2","8061","100411","1","3","","","psy_idle_normal","8",""
"","0.2","8062","102011","1","3","","","psy_talk_joy1","8",""
"","","8063","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0812","8",""
"0","0","8064","102011","8","11","1","0.5","おにいちゃんが帰ってくるまで\n一緒に遊ぼ～","8","0"
"","","8065","0","","91","","","","8",""
"","0.2","8066","102011","1","3","","","psy_idle_joy1","8",""
"","0.2","8067","119931","1","3","","","psy_miyako_anger3","8",""
"","","8068","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0803","8",""
"0","0","8069","119931","6","11","1","0.5","遊ばないの。\nミヤコはプリン作りで忙しいの！","8","0"
"","","8070","0","","91","","","","8",""
"","","8071","0","","22","","","0","8",""
"","0.2","8072","119931","1","3","","","psy_miyako_idle_anger","8",""
"","0.2","8073","102011","1","3","","","psy_talk_joy2","8",""
"","","8074","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0813","8",""
"0","0","8075","102011","8","11","1","0.5","プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？","8","0"
"","","8076","0","","91","","","","8",""
"","0.2","8077","102011","1","3","","","psy_idle_joy2","8",""
"0","0.2","8078","119931","0","3","psy_miyako_doya_loop","","psy_miyako_doya_in","8","1"
"","","8079","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0804","8",""
"0","0","8080","119931","6","11","1","0.5","ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。","8","0"
"","","8081","0","","91","","","","8",""
"","","8082","0","","22","","","0","8",""
"","0.2","8083","119931","1","3","","","psy_miyako_doya_idle","8",""
"0.4","0.2","8084","102011","0","3","psy_idle_joy1","","psy_jump","8","1"
"","","8085","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0814","8",""
"0","0","8086","102011","8","11","1","0.5","わ～い！　やった～！","8","0"
"","","8087","0","","91","","","","8",""
"","0.2","8088","100411","1","3","","","psy_talk_joy2","8",""
"","","8089","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0815","8",""
"0","0","8090","100411","8","11","1","0.5","にいちゃんにイタズラする用のプリン\n作っちゃお～！","8","0"
"","","8091","0","","91","","","","8",""
"","0.2","8092","100411","1","3","","","psy_idle_joy2","8",""
"","0.2","8093","103631","1","3","","","psy_talk_sad","8",""
"","","8094","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0816","8",""
"0","0","8095","103631","8","11","1","0.5","そ、そんな……\n幽霊とプリン作りなんて……","8","0"
"","","8096","0","","91","","","","8",""
"","0.2","8097","103631","1","3","","","psy_idle_sad","8",""
"","0.2","8098","100411","1","3","","","psy_talk_normal","8",""
"","","8099","100411","","4","","","0","8",""
"","","8100","102011","","4","","","0","8",""
"","","8101","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0817","8",""
"0","0","8102","100411","8","11","1","0.5","キョウカはやらないの？","8","0"
"","","8103","0","","91","","","","8",""
"","0.2","8104","100411","1","3","","","psy_idle_normal","8",""
"","0.2","8105","102011","1","3","","","psy_talk_joy2","8",""
"","","8106","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0818","8",""
"0","0","8107","102011","8","11","1","0.5","ミミ、キョウカちゃんと一緒に\nプリン作りたいな～","8","0"
"","","8108","0","","91","","","","8",""
"","0.2","8109","102011","1","3","","","psy_idle_joy2","8",""
"","0.2","8110","103631","1","3","","","psy_talk_sad","8",""
"","","8111","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0819","8",""
"0","0","8112","103631","8","11","1","0.5","うぅ……わかったよ、\n私も一緒に作ります。","8","0"
"","","8113","0","","91","","","","8",""
"","0.2","8114","103631","1","3","","","psy_idle_sad","8",""
"","0.2","8115","119931","1","3","","","psy_miyako_joy1","8",""
"","","8116","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0805","8",""
"0","0","8117","119931","6","11","1","0.5","やったの！\n手下が一気に３人も増えたの！","8","0"
"","","8118","0","","91","","","","8",""
"","","8119","0","","22","","","0","8",""
"","","8120","1","","93","","","","8",""
"","","8121","0","","91","","","","8",""
"0","1.7","9001","1","100","1","-300","psy_miyako_idle","119931","9","-200"
"1","1.7","9002","1","100","5","185","psy_idle_normal","1","9","-220"
"","1","9003","1","0","31","0","","11","9","1"
"","","9004","1","","93","","","","9",""
"","0.2","9005","119931","1","3","","","psy_miyako_thinking4","9",""
"","","9006","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0901","9",""
"0","0","9007","119931","5","11","1","1","むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！","9","0"
"","","9008","6","","93","","","1","9",""
"","0.2","9009","119931","1","3","","","psy_miyako_sad2","9",""
"","","9010","9007","","91","","","","9",""
"","","9011","0","","22","","","0","9",""
"","0.2","9012","119931","1","3","","","psy_miyako_talk_joy1","9",""
"","","9013","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0902","9",""
"0","0","9014","119931","6","11","1","0.5","オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！","9","0"
"","","9015","6","","93","","","1","9",""
"0","0.2","9016","119931","0","3","psy_miyako_guts2_loop","","psy_miyako_guts2_in","9","1"
"","","9017","9014","","91","","","","9",""
"","","9018","0","","22","","","0","9",""
"0","0","9019","1","1","12","0","0","11","9","0"
"0","0.2","9020","1","0","3","psy_idle_guts2","","psy_talk_guts2","9","1"
"","","9021","2","","93","","","","9",""
"","","9022","1","","4","","","0","9",""
"","0.2","9023","1","1","3","","","psy_run","9",""
"","","9024","1","-220","2","3","","1000","9","0"
"","","9025","4","","93","","","","9",""
"","","9026","1","","4","","","1","9",""
"","0.2","9027","1","1","3","","","psy_item01_run","9",""
"","","9028","1","-220","2","3","","185","9","0"
"","","9029","3","","93","","","","9",""
"0","0.2","9030","1","0","3","psy_item01_up_loop","","psy_item01_up","9","1"
"","","9031","0.5","","93","","","","9",""
"","","9032","手錠とムチを持ってきた。","0","103","","","9033","9",""
"","0.2","9033","119931","1","3","","","psy_miyako_anger2","9",""
"","","9034","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0903","9",""
"0","0","9035","119931","6","11","1","0.5","い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！","9","0"
"","","9036","0","","91","","","","9",""
"","","9037","0","","22","","","0","9",""
"0","0","9038","1","2","12","0","0","10","9","0"
"","0.2","9039","1","1","3","","","psy_item01_up_loop_talk","9",""
"","","9040","3","","93","","","","9",""
"","0.2","9041","1","1","3","","","psy_item01_up_loop","9",""
"","0.2","9042","119931","1","3","","","psy_miyako_thinking4","9",""
"","","9043","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0904","9",""
"0","0","9044","119931","5","11","1","0.5","…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？","9","0"
"","","9045","6","","93","","","1","9",""
"","0.2","9046","119931","1","3","","","psy_miyako_talk4","9",""
"","","9047","9044","","91","","","","9",""
"","","9048","0","","22","","","0","9",""
"","","9049","1","","93","","","","9",""
"","","9050","0","","91","","","","9",""
"0","1.7","10001","1","100","1","-300","psy_miyako_idle","119931","10","-200"
"1","1.7","10002","1","100","5","1000","psy_idle_normal","1","10","-220"
"","1","10003","1","0","31","0","","11","10","1"
"","","10004","2","","93","","","","10",""
"","0.2","10005","1","1","3","","","psy_item02_run","10",""
"","","10006","1","-220","2","3","","185","10","0"
"","","10007","3","","93","","","","10",""
"0","0.2","10008","1","0","3","psy_item02_up_loop","","psy_item02_up","10","1"
"","","10009","0.5","","93","","","","10",""
"","","10010","ヒントになりそうなものだよ。","0","103","","","10011","10",""
"","0.2","10011","119931","1","3","","","psy_miyako_anger3","10",""
"","","10012","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_1001","10",""
"0","0","10013","119931","5","11","1","0.5","また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！","10","0"
"","","10014","4","","93","","","1","10",""
"","0.2","10015","119931","1","3","","","psy_miyako_talk2","10",""
"","","10016","2.5","","93","","","1","10",""
"","0.2","10017","119931","1","3","","","psy_miyako_talk_joy1","10",""
"","","10018","10013","","91","","","","10",""
"","","10019","0","","22","","","0","10",""
"","0.2","10020","119931","1","3","","","psy_miyako_thinking1","10",""
"","","10021","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_1002","10",""
"0","0","10022","119931","5","11","1","0.5","でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。","10","0"
"","","10023","0","","91","","","","10",""
"","","10024","0","","22","","","0","10",""
"0","0","10025","1","3","12","0","0","6","10","0"
"","0.2","10026","1","1","3","","","psy_item02_up_loop_talk","10",""
"","","10027","3","","93","","","","10",""
"","0.2","10028","1","1","3","","","psy_item02_up_loop","10",""
"","0.2","10029","119931","1","3","","","psy_miyako_sad1","10",""
"","","10030","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_1003","10",""
"0","0","10031","119931","6","11","1","0.5","食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！","10","0"
"","","10032","3","","93","","","1","10",""
"","0.2","10033","119931","1","3","","","psy_miyako_anger2","10",""
"","","10034","10031","","91","","","","10",""
"","","10035","0","","22","","","0","10",""
"","","10036","1","","93","","","","10",""
"","","10037","0","","91","","","","10",""
"0","1.7","11001","1","100","1","-300","psy_miyako_idle","119931","11","-200"
"1","1.7","11002","1","100","5","1000","psy_idle_normal","1","11","-220"
"","1","11003","1","0","31","0","","11","11","1"
"","","11004","2","","93","","","","11",""
"","0.2","11005","1","1","3","","","psy_item03_run","11",""
"","","11006","1","-220","2","3","","185","11","0"
"","","11007","3","","93","","","","11",""
"0","0.2","11008","1","0","3","psy_item03_up_loop","","psy_item03_up","11","1"
"","","11009","0.5","","93","","","","11",""
"","","11010","ヒントになりそうなものだよ。","0","103","","","11011","11",""
"","0.2","11011","119931","1","3","","","psy_miyako_talk3","11",""
"","","11012","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_1101","11",""
"0","0","11013","119931","6","11","1","1","３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。","11","0"
"","","11014","4","","93","","","1","11",""
"","0.2","11015","119931","1","3","","","psy_miyako_panic3","11",""
"","","11016","11013","","91","","","","11",""
"","","11017","0","","22","","","0","11",""
"","0.2","11018","119931","1","3","","","psy_miyako_thinking1","11",""
"","","11019","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_1102","11",""
"0","0","11020","119931","6","11","1","0.5","それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？","11","0"
"","","11021","0","","91","","","","11",""
"","","11022","0","","22","","","0","11",""
"","","11023","台本とシフト表","0","103","","","11024","11",""
"","0.2","11024","119931","1","3","","","psy_miyako_talk4","11",""
"","","11025","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_1103","11",""
"0","0","11026","119931","6","11","1","0.5","……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。","11","0"
"","","11027","0","","91","","","","11",""
"","","11028","0","","22","","","0","11",""
"","0.2","11029","119931","1","3","","","psy_miyako_sad1","11",""
"","","11030","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_1104","11",""
"0","0","11031","119931","6","11","1","0.5","これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！","11","0"
"","","11032","0","","91","","","","11",""
"","","11033","0","","22","","","0","11",""
"","0.2","11034","119931","1","3","","","psy_miyako_talk_joy1","11",""
"","","11035","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_1105","11",""
"0","0","11036","119931","6","11","1","0.5","でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！","11","0"
"","","11037","5","","93","","","1","11",""
"0","0.2","11038","119931","0","3","psy_miyako_doya_loop","","psy_miyako_doya_in","11","1"
"","","11039","11036","","91","","","","11",""
"","","11040","0","","22","","","0","11",""
"","","11041","1.5","","93","","","","11",""
"","","11042","0","","91","","","","11",""
