109b44c635a82b69463808c402c4b07060ce747dc29098ffef65eedadf63d021,49f7d532e50955804545e171f9bb7c398cc75661dd272c2376985724499e9705,edf723160eab50fac5c083232af2be0c9c2c5a75522d38307004a4af0afd2443,2cf452971c2c377d96d35513f30f4677bbf807e15a85fe024680b39518f52898,b071873fdbc7c640ffad6f1a7b5864538be00298f77a57f70d6e87a62a5dc5c3,9b32f2f215c0edd6fd9596b978783d3d5823e6d7d182285a736d488d8006f3bc,797c6d60563faafcc7f8fa9859456860c9d895262fe12bfd754f482d6ad2c8d1,c2b0e5f9aad1b433f58ed660ee5281a3474a355fe4a69430929ca078b88d8907,7823a2a5fc711cd222344cd117aebdf8be2b21a1d36d463ee58648d959c204ad,e10b4eb58240812ccab8fa9b714245a317170f42e20f1f95fd434b6ad2d5f65c,7b302394c387815d1a9e8d733e1000de211dce7e22e84ddec506d012c97fc124
"","","93","","1.5","","","","10006","","10"
"0","","21","","vo_alces","","0","","10007","vo_alces_1000","10"
"1","0","11","4","2","0","3","0","10008","くー…\nくー…\n…むにゃ","10"
"0","","91","","0","","0","","10009","","10"
"","","93","","0","","","","10010","","10"
"","0.2","3","","3","","1","","10011","sad_talk_Ex0007","10"
"0","","21","","vo_alces","","0","","10012","vo_alces_1001","10"
"1","0","11","2","3","0","10","0","10013","ふふ、気持ちよさそうに寝ちゃって。\n…風邪ひいちゃうよ～","10"
"0","","91","","0","","0","","10014","","10"
"","","22","","0","","","","10015","0.5","10"
"iroha_sleep2","0.2","3","","2","1","0","0","10016","iroha_sleep_hung","10"
"iroha_sleep2","0.2","3","","12","1","0","0","10017","iroha_sleep_hung","10"
"idle_normal_talkJoy","0.2","3","","3","1","0","0","10018","sono_hung","10"
"","","93","","1.2","","","","10019","0","10"
"","","23","","se_alces","","0","","10020","se_alces_futon","10"
"","","93","","2.5","","","","10021","0","10"
"iroha_sleep3","0.2","3","","2","1","0","0","10022","iroha_sleep2_to_sleep3","10"
"iroha_sleep3","0.2","3","","12","1","0","0","10023","iroha_sleep2_to_sleep3","10"
"","","93","","0.6","","","","10024","0","10"
"idle_surprise","0.2","3","","3","1","0","0","10025","idle_surprise_in","10"
"","","93","","1.4","","","","10026","0","10"
"","","23","","se_alces","","0","","10027","se_alces_sleep","10"
"empty","0","3","","10","1","0","0","10028","iroha_sleep","10"
"","","93","","2.4","","","","10029","0","10"
"","0.2","3","","3","","1","","10030","relief_idle_Ex0010","10"
"0","","21","","vo_alces","","0","","10031","vo_alces_1002","10"
"1","0","11","0.5","3","0","10","0","10032","ふふふ♪","10"
"0","","91","","0","","0","","10033","","10"
"","","22","","0","","","","10034","0","10"
"","","93","","3","","","","10035","1","10"
"0","","101","","10035","","0","","10036","","10"
"350","1.4","5","sit_readPaper","3","-130","100","1","11001","3","11"
"950","1.5","5","empty","1","-150","102","0","11002","1","11"
"-18","1","31","","10","1","475","","11003","10","11"
"-130","0","31","","11","1","350","","11004","11","11"
"","","91","","0","","","","11005","0","11"
"","","93","","0.5","","","","11006","1","11"
"0","","21","","vo_alces","","0","","11007","vo_alces_1100","11"
"1","10","11","0.5","3","0","10","0","11008","…………\n…………","11"
"0","","91","","0","","0","","11009","","11"
"sit_readPaper","0.2","3","","3","1","0","0","11010","sit_readPaperTurn","11"
"","","93","","1","","","","11011","1","11"
"","","93","","1","","","","11012","0","11"
"","0.2","3","","3","","1","","11013","sit_readPaper_surprise","11"
"0","","21","","vo_alces","","0","","11014","vo_alces_1101","11"
"1","10","11","0.5","3","0","10","0","11015","…………\n…………","11"
"0","","91","","0","","0","","11016","","11"
"","","93","","1","","","","11017","0","11"
"","","23","","se_alces","","","","11018","se_alces_emotion_exQuestion","11"
"0","10","12","","3","0","0.2","0","11019","3","11"
"sit_readPaper_notice_loop","0.1","3","","3","1","0","0","11020","sit_readPaper_notice_in","11"
"","","93","","1.2","","","","11021","0","11"
"sit_readPaper_kira_talk","0.2","3","","3","1","0","0","11022","sit_readPaper_kira_in","11"
"0","","21","","vo_alces","","0","","11023","vo_alces_1102","11"
"1","0","11","3.2","3","0","10","0","11024","……っ！！\nトマト３個入りパック150ルピ！？\n神か！？","11"
"","","91","","0","","","","11025","","11"
"","","22","","0","","","","11026","0.5","11"
"","0.2","3","","3","","1","","11027","sit_out_readPaper_light","11"
"","","93","","0.5","","","","11028","0","11"
"","0.2","3","","3","","1","","11029","sono_walletPick_in","11"
"","","93","","1.8","","","","11030","0","11"
"sono_walk_quick_R","0.2","3","","3","1","0","0","11031","sono_walk_quick_R_in","11"
"","","32","","11","","","","11032","1","11"
"3.3","","2","","3","0","-130","","11033","1500","11"
"3.3","","33","","11","0","-130","","11034","1500","11"
"","","93","","1","","","","11035","0","11"
"luis_walk_furimuki","0.2","3","","1","1","0","0","11036","luis_walk_furimuki_in","11"
"4","","2","","1","0","-150","","11037","350","11"
"","","93","","4","","","","11038","0","11"
"luis_sad_idle","0.2","3","","1","1","0","0","11039","luis_walk_to_idle","11"
"","","23","","se_alces","","","","11040","se_alces_emotion_question","11"
"0","0","12","","1","0","1.3","0","11041","5","11"
"","","93","","2.1","","","","11042","0","11"
"","0.2","3","","1","","1","","11043","idle_normal","11"
"","","22","","0","","","","11044","0","11"
"","","93","","3","","","","11045","0","11"
"0","","101","","11045","","0","","11046","","11"
"400","1.45","5","luis_run_dash_pain","1","-190","101","0","12001","1","12"
"-85","1.45","5","empty","10","-190","102","0","12002","1001","12"
"-190","","31","","11","1","400","","12003","11","12"
"","","13","","1","","","","12004","130","12"
"1050","1.45","1","empty","1","-190","102","1","12005","105111","12"
"1050","1.45","5","empty","10","-190","103","1","12006","1002","12"
"-190","0","31","","12","1","-85","","12007","12","12"
"","","91","","0","","","","12008","0","12"
"1.3","","2","","1","0","-190","","12009","-85","12"
"1.3","","33","","11","0","-190","","12010","-85","12"
"","","32","","11","","","","12011","1","12"
"","","37","","11","","","","12012","sweatR_run","12"
"","","93","","1.3","","","","12013","0","12"
"anger_talk_Ex0001","0.2","3","","1","1","0","0","12014","luis_run_turn","12"
"0","","21","","vo_alces","","0","","12015","vo_alces_1200","12"
"1","0","11","1","1","0","10","0","12016","ちょ、あの人なんで\n私を追いかけてくるの！？","12"
"0","","91","","0","","0","","12017","","12"
"","0.2","3","","1","","1","","12018","sad_talk_normalR","12"
"0","","21","","vo_alces","","0","","12019","vo_alces_1201","12"
"1","0","11","1.6","1","0","10","0","12020","すごい剣幕で聞く耳なさそうだし…\nこうなったら『透明になる薬』よ！","12"
"0","","91","","0","","0","","12021","","12"
"","0.2","3","","1","","0","","12022","luis_drink","12"
"","","22","","0","","","","12023","0.5","12"
"","","93","","1.6","","","","12024","0","12"
"0","","21","","vo_alces","","0","","12025","vo_alces_1202","12"
"1","0","11","0.5","1","0","10","0","12026","ごくんっ！！","12"
"","","93","","2","","","","12027","0","12"
"","","23","","se_alces","","","","12028","se_alces_invisible","12"
"","","32","","12","","","","12029","1","12"
"1","0.2","6","","1","0","1","0","12030","1","12"
"","","93","","1.8","","","","12031","0","12"
"2","","2","","105111","0","-190","","12032","250","12"
"2","","2","","1002","0","-190","","12033","250","12"
"","0.2","3","","105111","","1","","12034","mitsuki_run_dash_noface","12"
"","0.2","3","","1002","","1","","12035","mitsuki_run_dash","12"
"","","93","","2","","","","12036","0","12"
"","0.2","3","","105111","","1","","12037","mitsuki_anger_talk_noface","12"
"","0.2","3","","1002","","1","","12038","mitsuki_anger_talk","12"
"0","","21","","vo_alces","","0","","12039","vo_alces_1203","12"
"1","0","11","0.5","105111","0","10","0","12040","追いつめたわよ錬金術師！","12"
"0","","91","","0","","0","","12041","","12"
"","","22","","0","","","","12042","0.5","12"
"sad_talk_anger","0.2","3","","105111","1","0","0","12043","mitsuki_look_in_noface","12"
"","0.2","3","","1002","","0","","12044","mitsuki_look_in","12"
"","","93","","1.5","","","","12045","0","12"
"0","","21","","vo_alces","","0","","12046","vo_alces_1204","12"
"1","0","11","1.2","105111","0","10","0","12047","…ちっ、逃がしたみたいね…","12"
"0","","91","","0","","0","","12048","","12"
"mitsuki_armcrossed_talk_noface","0.2","3","","105111","1","0","0","12049","mitsuki_armcrossed_in_noface","12"
"mitsuki_armcrossed_talk","0.2","3","","1002","1","0","0","12050","mitsuki_armcrossed_in","12"
"0","","21","","vo_alces","","0","","12051","vo_alces_1205","12"
"1","0","11","2.3","105111","0","10","0","12052","まったく、\n何の科学的根拠もないもので\n商いをするなんて…\n私は認めないわ","12"
"0","","91","","0","","0","","12053","","12"
"","0.2","3","","105111","","1","","12054","mitsuki_ecstatic_talk_noface","12"
"","0.2","3","","1002","","1","","12055","mitsuki_ecstatic_talk","12"
"0","","21","","vo_alces","","0","","12056","vo_alces_1206","12"
"1","0","11","1","105111","0","10","0","12057","……あの魔女ばあさんの孫娘か。\n油断ならないみたいね。\n【アルケス錬金堂】……！","12"
"0","","91","","0","","0","","12058","","12"
"","","22","","0","","","","12059","0.5","12"
"mitsuki_walkR_noface","0.2","3","","105111","1","0","0","12060","mitsuki_turnR_noface","12"
"mitsuki_walkR","0.2","3","","1002","1","0","0","12061","mitsuki_turnR","12"
"5","","2","","105111","0","-190","","12062","1050","12"
"5","","2","","1002","0","-190","","12063","1050","12"
"","","93","","4.5","","","","12064","0","12"
"","0.2","3","","1","","1","","12065","idle_normal_Ex0001","12"
"","","23","","se_alces","","","","12066","se_alces_invisible","12"
"","","32","","12","","","","12067","0","12"
"","","32","","12","","","","12068","1","12"
"","","93","","0.1","","","","12069","0","12"
"1","0.3","6","","1","1","1","0","12070","1","12"
"","","93","","1.5","","","","12071","0","12"
"","","23","","se_alces","","","","12072","se_alces_breath","12"
"relief_idle","0.2","3","","1","1","0","0","12073","relief_in","12"
"","","3","","1001","","0","","12074","relief_in","12"
"","","22","","0","","","","12075","0","12"
"","","93","","3","","","","12076","0","12"
"0","","101","","12076","","0","","12077","","12"
"0","1.45","5","iroha_wait","2","-130","101","0","13001","2","13"
"0","1.45","5","nebia_wait","14","-130","102","0","13002","14","13"
"0","1.45","5","iroha_wait_ziriziri_idle_empty","2","-130","103","0","13003","20","13"
"","","91","","0","","","","13004","0","13"
"","","93","","0.1","","","","13005","0","13"
"nebia_talk","0.2","3","","14","1","0","0.2","13006","nebia_talk_in","13"
"","","93","","2.8","","","","13007","0","13"
"0","","21","","vo_alces","","0","","13008","vo_alces_1300","13"
"1","0","11","2","14","0","10","0","13009","へ～\nいろんなものが置いてあるわね","13"
"0","","91","","0","","0","","13010","","13"
"nebia_talk2","0.2","3","","14","1","0","0","13011","nebia_talk2_in","13"
"","","93","","1.6","","","","13012","0","13"
"","","23","","se_alces","","0","","13013","se_alces_steal","13"
"0","","91","","13011","","0","","13014","","13"
"0","","21","","vo_alces","","0","","13015","vo_alces_1301","13"
"1","0","11","1.5","14","0","10","0","13016","んふふ♪\nどんな悪戯に使おうかしら♪","13"
"","","93","","0.5","","","","13017","0","13"
"iroha_wait2","0.1","3","","2","1","0","0.2","13018","iroha_wait2_in","13"
"0","","91","","13016","","0","","13019","","13"
"","","23","","se_alces","","0","","13020","se_alces_laugh","13"
"","0.2","3","","14","","1","","13021","nebia_talk2_laugh","13"
"iroha_wait_ziriziri_idle","0.1","3","","2","1","0","0.2","13022","iroha_wait_ziriziri_in","13"
"","","93","","3.3","","","","13023","0","13"
"nebia_talk3","0.2","3","","14","1","0","0","13024","nebia_talk3_in","13"
"0","","21","","vo_alces","","0","","13025","vo_alces_1302","13"
"1","0","11","0.5","14","0","10","0","13026","……ん？","13"
"0","","91","","0","","0","","13027","","13"
"","","22","","0","","","","13028","0","13"
"","","23","","se_alces","","0","","13029","se_alces_catch","13"
"nebia_brow_idle_guru","0.2","3","","14","1","0","0","13030","nebia_brow","13"
"empty","0.2","3","","20","1","0","0","13031","iroha_wait_brow_net","13"
"iroha_wait_brow_talk","0.2","3","","2","1","0","0","13032","iroha_wait_brow","13"
"0","","91","","0","","0","","13033","","13"
"0","","21","","vo_alces","","0","","13034","vo_alces_1303","13"
"1","0","11","1.5","2","0","10","0","13035","なんか変なの捕まえた！！\nやったーレア昆虫ゲットー！！","13"
"0","","91","","0","","0","","13036","","13"
"","0.2","3","","2","","1","","13037","iroha_wait_brow_idle","13"
"","0.2","3","","14","","1","","13038","nebia_brow_idle_anger","13"
"0","","21","","vo_alces","","0","","13039","vo_alces_1304","13"
"1","0","11","0.5","14","0","10","0","13040","ちょっ、誰が昆虫よ～！","13"
"0","","91","","0","","0","","13041","","13"
"","","22","","0","","","","13042","0","13"
"","","93","","1","","","","13043","0","13"
"iroha_wait_brow_surprise","0.2","3","","2","1","0","0","13044","iroha_wait_brow_escape","13"
"nebia_talk4","0.2","3","","14","1","0","0","13045","nebia_brow_escape","13"
"","","93","","4","","","","13046","0","13"
"","","22","","0","","","","13047","0","13"
"","","93","","3","","","","13048","0","13"
"0","","101","","13048","","0","","13049","","13"
"1500","1.4","5","top_iroha_run_joy","2","-140","105","1","14001","2","14"
"1150","1.4","5","dokuro_run","13","-140","103","1","14002","13","14"
"-15","1.4","5","empty","10","-140","104","0","14003","10","14"
"-150","1.37","1","idle_normal","1","-125","101","0","14004","103111","14"
"","","13","","2","","","","14005","130","14"
"","","13","","13","","","","14006","130","14"
"","","13","","103111","","","","14007","130","14"
"-140","1","31","","11","1","1500","","14008","111","14"
"-190","1","31","","11","1","1150","","14009","112","14"
"","","91","","0","","","","14010","0","14"
"","","23","","se_alces","","0","","14011","se_alces_skull_chase1","14"
"","","37","","111","","","","14012","smokeR","14"
"","","37","","112","","","","14013","sweatR_Loop","14"
"7.5","","2","","2","0","-140","","14014","-1150","14"
"7.5","","33","","111","0","-140","","14015","-1150","14"
"7.5","","2","","13","0","-140","","14016","-1500","14"
"7.5","","33","","112","0","-190","","14017","-1500","14"
"","","93","","2.5","","","","14018","0","14"
"0","","21","","vo_alces","","0","","14019","vo_alces_1400","14"
"1","0","11","0.5","2","0","10","30","14020","あははー！！\n待て待てー！！","14"
"","","93","","1","","","","14021","0","14"
"idle_normalR","0.2","3","","103111","1","0","0","14022","idle_normalR_in","14"
"","","93","","4","","","","14023","0","14"
"","","23","","se_alces","","0","","14024","se_alces_skull_chase1","14"
"0","","2","","2","0","-140","","14025","-1500","14"
"0","","33","","111","0","-140","","14026","-1500","14"
"0","","2","","13","0","-140","","14027","-1150","14"
"0","","33","","112","0","-190","","14028","-1150","14"
"","","4","","2","","","","14029","0","14"
"","","4","","13","","","","14030","0","14"
"","","37","","111","","","","14031","smokeL","14"
"","","37","","112","","","","14032","sweatL_Loop2","14"
"8.2","","2","","2","0","-140","","14033","1150","14"
"8.2","","33","","111","0","-140","","14034","1150","14"
"8.2","","2","","13","0","-140","","14035","1500","14"
"8.2","","33","","112","0","-190","","14036","1500","14"
"","","93","","1.5","","","","14037","0","14"
"0","","21","","vo_alces","","0","","14038","vo_alces_1401","14"
"1","0","11","0.3","13","0","10","0","14039","あ、あれ～！？\nなんでだ！？","14"
"","","93","","1.5","","","","14040","0","14"
"idle_normal","0.2","3","","103111","1","0","0","14041","idle_normal_in","14"
"","","93","","5.2","","","","14042","0","14"
"0","","2","","2","0","-140","","14043","1500","14"
"0","","33","","111","0","-140","","14044","1500","14"
"0","","2","","13","0","-140","","14045","1150","14"
"0","","33","","112","0","-190","","14046","1150","14"
"","","4","","2","","","","14047","1","14"
"","","4","","13","","","","14048","1","14"
"","","37","","111","","","","14049","smokeR","14"
"","","37","","112","","","","14050","sweatR_Loop","14"
"1.8","","2","","13","0","-140","","14051","-15","14"
"1.8","","33","","112","0","-205","","14052","-15","14"
"","","23","","se_alces","","0","","14053","se_alces_skull_dash","14"
"","","93","","1","","","","14054","0","14"
"","0.1","3","","2","","1","","14055","iroha_net_run_normal2","14"
"3","","2","","2","0","-140","","14056","335","14"
"3","","33","","111","0","-140","","14057","335","14"
"","","93","","0.8","","","","14058","0","14"
"","0.2","3","","13","","1","","14059","dokuro_talk","14"
"","","32","","112","","","","14060","0","14"
"","0.2","3","","103111","","1","","14061","idle_normal_lookdown","14"
"0","","21","","vo_alces","","0","","14062","vo_alces_1402","14"
"1","0","11","1","13","0","10","0","14063","グラマーな姉ちゃんに\n追いかけられてるのに\n微塵もうれしくねえっ！","14"
"","","93","","2.2","","","","14064","0","14"
"iroha_net_idle_doya","0.1","3","","2","1","0","0","14065","iroha_net_idle_in","14"
"","","32","","111","","","","14066","0","14"
"","","93","","0.4","","","","14067","0","14"
"","0.2","3","","2","","1","","14068","iroha_net_ziriziri","14"
"2.7","","2","","2","0","-140","","14069","135","14"
"2.7","","33","","111","0","-140","","14070","135","14"
"","","93","","1","","","","14071","0","14"
"","0.2","3","","103111","","1","","14072","idle_normal_lookup","14"
"","","93","","1.7","","","","14073","0","14"
"","0.2","3","","2","","1","","14074","iroha_net_ziriziri_idle","14"
"","","91","","14063","","","","14075","","14"
"","","22","","0","","","","14076","0","14"
"","","23","","se_alces","","0","","14077","se_alces_skull_chase2","14"
"","0","3","","10","","0","","14078","dokuro_turn_surprise","14"
"dokuro_run","0.2","3","","13","1","0","0","14079","dokuro_turn_surprise","14"
"","","93","","0.1","","","","14080","0","14"
"iroha_net_brow_idle","0.1","3","","2","1","0","0","14081","iroha_net_brow","14"
"","","91","","14079","","","","14082","","14"
"","","4","","13","","","","14083","1","14"
"2.5","","2","","13","0","-140","","14084","-1500","14"
"2.5","","33","","112","0","-190","","14085","-1500","14"
"","","93","","0.1","","","","14086","0","14"
"idle_normalR","0.2","3","","103111","1","0","0","14087","idle_normalR_in","14"
"","","32","","112","","","","14088","1","14"
"","","37","","112","","","","14089","sweatR_Loop","14"
"","","93","","0.3","","","","14090","0","14"
"iroha_net_brow_notice_idle","0.1","3","","2","1","0","0","14091","iroha_net_brow_notice","14"
"","","91","","0","","","","14092","","14"
"","","32","","111","","","","14093","1","14"
"","","37","","111","","","","14094","smokeR","14"
"","0.2","3","","2","","1","","14095","top_iroha_run_joy","14"
"2.5","","2","","2","0","-140","","14096","-1350","14"
"2.5","","33","","111","0","-140","","14097","-1350","14"
"","","93","","2.5","","","","14098","0","14"
"","","23","","se_alces","","0","","14099","se_alces_skull_chase1","14"
"0","","2","","2","0","-140","","14100","-1500","14"
"0","","33","","111","0","-140","","14101","-1500","14"
"0","","2","","13","0","-140","","14102","-1150","14"
"0","","33","","112","0","-190","","14103","-1150","14"
"","","4","","2","","","","14104","0","14"
"","","4","","13","","","","14105","0","14"
"","","37","","111","","","","14106","smokeL","14"
"","","37","","112","","","","14107","sweatL_Loop2","14"
"7.5","","2","","2","0","-140","","14108","1150","14"
"7.5","","33","","111","0","-140","","14109","1150","14"
"7.5","","2","","13","0","-140","","14110","1500","14"
"7.5","","33","","112","0","-190","","14111","1500","14"
"","","93","","1.5","","","","14112","0","14"
"0","","21","","vo_alces","","0","","14113","vo_alces_1403","14"
"1","0","11","0.5","13","0","10","0","14114","シノブ、助けてーっ！！","14"
"","","93","","1.5","","","","14115","0","14"
"idle_normal","0.2","3","","103111","1","0","0.2","14116","idle_normal_in","14"
"0","","91","","14114","","0","","14117","","14"
"","0.2","3","","103111","","1","","14118","sad_talk_dead","14"
"0","","21","","vo_alces","","0","","14119","vo_alces_1404","14"
"1","0","11","0.5","103111","0","10","0","14120","……因果応報だよ、お父さん","14"
"","","93","","3.5","","","","14121","0","14"
"","","23","","se_alces","","0","","14122","se_alces_skull_chase1","14"
"0","","2","","2","0","-140","","14123","1500","14"
"0","","33","","111","0","-140","","14124","1500","14"
"0","","2","","13","0","-140","","14125","1150","14"
"0","","33","","112","0","-190","","14126","1150","14"
"","","4","","2","","","","14127","1","14"
"","","4","","13","","","","14128","1","14"
"","","37","","111","","","","14129","smokeR","14"
"","","37","","112","","","","14130","sweatR_Loop","14"
"7.5","","2","","2","0","-140","","14131","-1150","14"
"7.5","","33","","111","0","-140","","14132","-1150","14"
"7.5","","2","","13","0","-140","","14133","-1500","14"
"7.5","","33","","112","0","-190","","14134","-1500","14"
"0","","91","","14120","","0","","14135","","14"
"","0.2","3","","103111","","1","","14136","sad_idle_normal","14"
"","","93","","3.6","","","","14137","0","14"
"idle_normalR","0.2","3","","103111","1","0","0","14138","idle_normalR_in","14"
"","","93","","3.9","","","","14139","0","14"
"","","22","","0","","","","14140","0","14"
"","","23","","se_alces","","0","","14141","se_alces_skull_chase1","14"
"0","","2","","2","0","-140","","14142","-1500","14"
"0","","33","","111","0","-140","","14143","-1500","14"
"0","","2","","13","0","-140","","14144","-1150","14"
"0","","33","","112","0","-190","","14145","-1150","14"
"","","4","","2","","","","14146","0","14"
"","","4","","13","","","","14147","0","14"
"","","37","","111","","","","14148","smokeL","14"
"","","37","","112","","","","14149","sweatL_Loop2","14"
"7.5","","2","","2","0","-140","","14150","1150","14"
"7.5","","33","","111","0","-140","","14151","1150","14"
"7.5","","2","","13","0","-140","","14152","1500","14"
"7.5","","33","","112","0","-190","","14153","1500","14"
"","","93","","3","","","","14154","0","14"
"idle_normal","0.2","3","","103111","1","0","0","14155","idle_normal_in","14"
"","","93","","4.5","","","","14156","0","14"
"","","23","","se_alces","","0","","14157","se_alces_skull_chase1","14"
"0","","2","","2","0","-140","","14158","1500","14"
"0","","33","","111","0","-140","","14159","1500","14"
"0","","2","","13","0","-140","","14160","1150","14"
"0","","33","","112","0","-190","","14161","1150","14"
"","","4","","2","","","","14162","1","14"
"","","4","","13","","","","14163","1","14"
"","","37","","111","","","","14164","smokeR","14"
"","","37","","112","","","","14165","sweatR_Loop","14"
"7.5","","2","","2","0","-140","","14166","-1150","14"
"7.5","","33","","111","0","-140","","14167","-1150","14"
"7.5","","2","","13","0","-140","","14168","-1500","14"
"7.5","","33","","112","0","-190","","14169","-1500","14"
"","","93","","3.5","","","","14170","0","14"
"idle_normalR","0.2","3","","103111","1","0","0","14171","idle_normalR_in","14"
"","","93","","4","","","","14172","0","14"
"0","","101","","14141","","0","","14173","","14"
"100","1.43","5","walk_jog_talkjoy2","2","-130","100","0","15001","2","15"
"400","1.4","5","sit_readPaper","3","-130","101","1","15002","3","15"
"","","91","","0","","","","15003","0","15"
"0.8","","2","","2","0","-130","","15004","235","15"
"0","","93","","0.5","","0","","15005","0","15"
"0","","21","","vo_alces","","0","","15006","vo_alces_1500","15"
"1","0","11","0.5","2","0","10","0","15007","お使い行ってきたよ～\nソノおばちゃ～ん","15"
"","","93","","0.3","","","","15008","0","15"
"","0.2","3","","2","","1","","15009","talk_normal","15"
"","","91","","15007","","","","15010","","15"
"","","22","","0","","","","15011","0.5","15"
"","0.2","3","","2","","1","","15012","idle_normal","15"
"","","93","","1","","","","15013","0","15"
"sit_readPaper","0.2","3","","3","1","0","0","15014","sit_readPaperTurn","15"
"","","93","","0.5","","","","15015","0","15"
"0","","21","","vo_alces","","0","","15016","vo_alces_1501","15"
"1","0","11","0.5","2","0","10","0","15017","……ソノおばちゃ～ん！","15"
"","","93","","0.3","","","","15018","0","15"
"idle_normal","0.2","3","","2","1","0","0","15019","smile_normal","15"
"0","","91","","15017","","0","","15020","","15"
"","","22","","0","","","","15021","0.5","15"
"","","93","","0.5","","","","15022","0","15"
"","0.2","3","","2","","1","","15023","sad_idle_surprise","15"
"","","93","","1","","","","15024","1","15"
"sit_readPaper","0.2","3","","3","1","0","0","15025","sit_readPaperTurn","15"
"","","93","","1.2","","","","15026","0","15"
"","0.2","3","","2","","1","","15027","anger_talk_pain","15"
"0","","21","","vo_alces","","0","","15028","vo_alces_1502","15"
"1","0","11","0.5","2","0","10","0","15029","ソノおばちゃーんっ！！！","15"
"0","","91","","0","","0","","15030","","15"
"","","22","","0","","","","15031","0.5","15"
"","0.2","3","","2","","1","","15032","anger_idle_angerR","15"
"","","93","","1.2","","","","15033","1","15"
"","","23","","se_alces","","","","15034","se_alces_emotion_quiet","15"
"0","10","12","","3","0","1","0","15035","12","15"
"","","93","","2.5","","","","15036","0","15"
"","","23","","se_alces","","","","15037","se_alces_emotion_notice","15"
"0","0","12","","2","0","0.3","0","15038","10","15"
"notice_loop_talk2","0.2","3","","2","1","0","0","15039","notice_in_talk2","15"
"","","93","","1.4","","","","15040","0","15"
"","0.2","3","","2","","1","","15041","talk_normal_normal2","15"
"0","","21","","vo_alces","","0","","15042","vo_alces_1503","15"
"1","0","11","0.5","2","0","10","0","15043","ソノおねーちゃん","15"
"0","","91","","0","","0","","15044","","15"
"","0.2","3","","2","","1","","15045","idle_normal","15"
"","0.2","3","","3","","1","","15046","sit_out_smile","15"
"","","93","","0.5","","","","15047","1","15"
"sono_cool_talk","0.2","3","","3","1","0","0","15048","sono_cool_in","15"
"","0.2","3","","2","","1","","15049","surprise_idle_shy","15"
"0","","21","","vo_alces","","0","","15050","vo_alces_1504","15"
"1","0","11","2.2","3","0","10","0","15051","はい、どうもありがとう。\nこれ、ソノおねーちゃんからの\nお小遣いね♪","15"
"0","","91","","0","","0","","15052","","15"
"","","22","","0","","","","15053","0.5","15"
"sono_armcrossed_idle","0.2","3","","3","1","0","0","15054","sono_armcrossed_in","15"
"","","93","","0.5","","","","15055","0","15"
"","","23","","se_alces","","","","15056","se_alces_emotion_sweat","15"
"0","0","12","","2","0","1.5","0","15057","2","15"
"","0.2","3","","2","","1","","15058","talk_normal_nervous","15"
"","","93","","0.8","","","","15059","0","15"
"","0.2","3","","3","","1","","15060","sono_armcrossed_talk","15"
"","","93","","1.7","","","","15061","0","15"
"","0.2","3","","2","","1","","15062","iroha_idle_Ex0001","15"
"","0.2","3","","3","","1","","15063","sono_armcrossed_idle","15"
"","","93","","1","","","","15064","0","15"
"","","22","","0","","","","15065","0","15"
"","","93","","3","","","","15066","0","15"
"0","","101","","15066","","0","","15067","","15"
"150","1.45","5","iroha_idle_dere_glass","5","-160","103","1","16001","5","16"
"-160","0","31","","11","1","150","","16002","11","16"
"150","1.45","5","empty","10","-160","104","1","16003","1001","16"
"1000","1.41","5","sono_walk_scare","3","-160","102","1","16004","3","16"
"300","1.41","5","empty","10","-160","103","1","16005","1002","16"
"","","13","","3","","110","","16006","130","16"
"-50","1.42","1","idle_normal","1","-150","100","0","16007","132211","16"
"-50","1.42","5","empty","10","-150","101","0","16008","1003","16"
"","","91","","0","","","","16009","0","16"
"iroha_doya_talk_glass","0.2","3","","5","1","0","0","16010","iroha_doya_in_glass","16"
"","","93","","0.5","","","","16011","0","16"
"0","","21","","vo_alces","","0","","16012","vo_alces_1600","16"
"1","0","11","4.9","5","0","10","0","16013","ねーねー私きれい？\n大人っぽい？\nせくしーだいなまいつ？","16"
"0","","91","","0","","0","","16014","","16"
"","0.2","3","","5","","1","","16015","iroha_doya_idle_glass","16"
"","0.2","3","","132211","","1","","16016","surprise_talk","16"
"0","","21","","vo_alces","","0","","16017","vo_alces_1601","16"
"1","0","11","0.8","132211","0","10","0","16018","ど…どうしたのイロハちゃん？\n…あ、もしかしてソノさんと\n入れ替わってる？","16"
"0","","91","","0","","0","","16019","","16"
"","0.2","3","","132211","","1","","16020","surprise_idle","16"
"iroha_cool_talk_glass","0.2","3","","5","1","0","0","16021","iroha_cool_in_glass","16"
"0","","21","","vo_alces","","0","","16022","vo_alces_1602","16"
"1","0","11","1.6","5","0","10","0","16023","そうよー私はソノよ。\nないすばでぃーでしょ？","16"
"0","","91","","0","","0","","16024","","16"
"","","22","","0","","","","16025","0.5","16"
"4","","2","","3","0","-160","","16026","300","16"
"sono_armcrossed_idle","0.2","3","","3","1","0","0.2","16027","sono_walk_scare","16"
"iroha_armcrossed_talk_glass","0.2","3","","5","1","0","0","16028","iroha_armcrossed_in_glass","16"
"","","93","","0.5","","","","16029","0","16"
"surprise2_idle","0.2","3","","132211","1","0","0","16030","surprise2_in","16"
"0","","21","","vo_alces","","0","","16031","vo_alces_1603","16"
