cbed94ab9ac1ea323b72a2a9c960f956fa4551a1dcec29a60b05ea60b7bd28fa,35297443de7be9ad8b4dc93f22706e51ff83474b93e22de9988afe6a05947a40,d4c72fbb0d868157bfcc1d33bba5278dd044fdc46529f3c3c4a80f5428c1f696,a447f5bf17e74ce7736e0f84ce891059677e2a279fda0531184935a9944c4d54,1b38d325c5493986794fa7075f5bd8c61e7cc2a0bd86382867db192ea6d0008b,1f695e8e521e90239e2143966ee845d2d48c5e736377e086736ce61f5153749a,0db12590a1d30d5b02c25f1f5b0933bba6c7dee15236910e0ce8fbf8059a4881,a3c281187d3e5e810d38c1e2848c606b833834dfa90a651e40dc828fa73a62fc,16e0f9339780a63d29228e131a9e22df733832e0dbd455c360ee6bfab9eb3569,8bdaa2a52559831cf7f65db8495b1704f6b3afc20e599b33772403e62a020712,27cd30b38659beb407f25384d6ecc62f68c547a799e22f9c57c5d927946e5e43,521d722b3f0a4bfaf6dfd3a195f4eaafc6a1f431a986a477831f28cdfc2419c2,c94202a103899a50b6597c5d92b0ecd1dc28726ec906cb84271b3a8ea7632fe2,abc6d0ccf8d4b2732b0509d3276f649afc84897b6cfa681abf62ed5da1184da7
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10087","4","2022/02/16 12:00:00","2","2022/02/26 14:59:59","190801","0","-416.5","54","2","10087004"
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10087","5","2022/02/16 12:00:00","1","2022/02/26 14:59:59","190801","0","-416.5","57","1","10087005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10087","1","2022/02/16 12:00:00","1","2022/02/26 14:59:59","190801","0","-363","55","2","10087006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10087","2","2022/02/16 12:00:00","2","2022/02/26 14:59:59","190801","0","-363","55","1","10087007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10087","3","2022/02/16 12:00:00","2","2022/02/26 14:59:59","190801","0","-363","56","1","10087008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10087","4","2022/02/16 12:00:00","2","2022/02/26 14:59:59","190801","0","-363","56","1","10087009"
"","19.05","コッコロ","10087","103","2022/02/16 12:00:00","1","2022/02/26 14:59:59","191401","8","-285","51","4","10087010"
"","19.05","コッコロ","10087","113","2022/02/16 12:00:00","1","2022/02/26 14:59:59","115501","8","-285","51","4","10087011"
"","11.87","ぺコリーヌ","10087","203","2022/02/16 12:00:00","1","2022/02/26 14:59:59","105801","8","-285","51","4","10087012"
"","0","キャル","10087","303","2022/02/16 12:00:00","4","2022/02/26 14:59:59","106001","8","-285","51","4","10087013"
"","0","コッコロ","10087","104","2022/02/16 12:00:00","2","2022/02/26 14:59:59","191401","8","-285","51","2","10087014"
"","0","コッコロ","10087","114","2022/02/16 12:00:00","2","2022/02/26 14:59:59","115501","8","-285","51","2","10087015"
"","0","ぺコリーヌ","10087","204","2022/02/16 12:00:00","4","2022/02/26 14:59:59","105801","8","-285","51","4","10087016"
"","12.17","キャル","10087","304","2022/02/16 12:00:00","3","2022/02/26 14:59:59","106001","8","-285","51","6","10087017"
"","17.67","コッコロ","10087","105","2022/02/16 12:00:00","1","2022/02/26 14:59:59","105901","8","-285","52","2","10087018"
"","10.12","ぺコリーヌ","10087","205","2022/02/16 12:00:00","2","2022/02/26 14:59:59","105801","8","-285","52","1","10087019"
"","3.75","キャル","10087","305","2022/02/16 12:00:00","2","2022/02/26 14:59:59","106001","8","-285","52","1","10087020"
"","0","コッコロ","10087","106","2022/02/16 12:00:00","2","2022/02/26 14:59:59","105901","8","-285","52","2","10087021"
"","11.97","ぺコリーヌ","10087","206","2022/02/16 12:00:00","1","2022/02/26 14:59:59","105801","8","-285","52","2","10087022"
"","15.77","キャル","10087","306","2022/02/16 12:00:00","1","2022/02/26 14:59:59","106001","8","-285","52","3","10087023"
"","14.8","コッコロ","10087","107","2022/02/16 12:00:00","4","2022/02/26 14:59:59","105901","8","-285","52","2","10087024"
"","9.12","ぺコリーヌ","10087","207","2022/02/16 12:00:00","2","2022/02/26 14:59:59","105801","8","-285","52","5","10087025"
"","15.43","キャル","10087","307","2022/02/16 12:00:00","1","2022/02/26 14:59:59","106001","8","-285","52","2","10087026"
"ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","3.414","カリン","10088","1","2022/02/28 12:00:00","1","2022/03/18 14:59:59","190801","0","-416.5","53","2","10088001"
"ミッションをクリアして、\n報酬をゲットしましょう！","3.099","カリン","10088","2","2022/02/28 12:00:00","1","2022/03/18 14:59:59","190801","0","-416.5","53","2","10088002"
"受け取ることができる\n報酬があるようです\n確認してみてください","2.801","カリン","10088","3","2022/02/28 12:00:00","1","2022/03/18 14:59:59","190801","0","-416.5","54","2","10088003"
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10088","4","2022/02/28 12:00:00","2","2022/03/18 14:59:59","190801","0","-416.5","54","2","10088004"
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10088","5","2022/02/28 12:00:00","1","2022/03/18 14:59:59","190801","0","-416.5","57","1","10088005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10088","1","2022/02/28 12:00:00","1","2022/03/18 14:59:59","190801","0","-363","55","2","10088006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10088","2","2022/02/28 12:00:00","2","2022/03/18 14:59:59","190801","0","-363","55","1","10088007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10088","3","2022/02/28 12:00:00","2","2022/03/18 14:59:59","190801","0","-363","56","1","10088008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10088","4","2022/02/28 12:00:00","2","2022/03/18 14:59:59","190801","0","-363","56","1","10088009"
"","10.55","クルミ","10088","101","2022/02/28 12:00:00","1","2022/03/18 14:59:59","102101","8","-285","51","2","10088101"
"","10.55","クルミ(ステージ)","10088","111","2022/02/28 12:00:00","1","2022/03/18 14:59:59","121301","8","-285","51","2","10088102"
"","6.3","ミサキ","10088","201","2022/02/28 12:00:00","4","2022/03/18 14:59:59","105001","8","-285","51","1","10088103"
"","6.3","ミサキ(ステージ)","10088","211","2022/02/28 12:00:00","4","2022/03/18 14:59:59","121401","8","-285","51","1","10088104"
"","11.85","クルミ","10088","102","2022/02/28 12:00:00","1","2022/03/18 14:59:59","102101","8","-285","51","2","10088105"
"","11.85","クルミ(ステージ)","10088","112","2022/02/28 12:00:00","1","2022/03/18 14:59:59","121301","8","-285","51","2","10088106"
"","8","ミサキ","10088","202","2022/02/28 12:00:00","6","2022/03/18 14:59:59","105001","8","-285","51","1","10088107"
"","8","ミサキ(ステージ)","10088","212","2022/02/28 12:00:00","6","2022/03/18 14:59:59","121401","8","-285","51","1","10088108"
"","5.35","クルミ(ステージ)","10088","113","2022/02/28 12:00:00","1","2022/03/18 14:59:59","121301","8","-285","51","2","10088109"
"","8.7","ミサキ(ステージ)","10088","213","2022/02/28 12:00:00","2","2022/03/18 14:59:59","121401","8","-285","51","5","10088110"
"","0","クルミ(ステージ)","10088","114","2022/02/28 12:00:00","2","2022/03/18 14:59:59","121301","8","-285","52","2","10088111"
"","13.85","ミサキ(ステージ)","10088","214","2022/02/28 12:00:00","6","2022/03/18 14:59:59","121401","8","-285","52","2","10088112"
"","5.95","クルミ","10088","105","2022/02/28 12:00:00","2","2022/03/18 14:59:59","102101","8","-285","52","1","10088113"
"","5.95","クルミ(ステージ)","10088","115","2022/02/28 12:00:00","2","2022/03/18 14:59:59","121301","8","-285","52","1","10088114"
"","0","ミサキ","10088","205","2022/02/28 12:00:00","2","2022/03/18 14:59:59","105001","8","-285","52","2","10088115"
"","0","ミサキ(ステージ)","10088","215","2022/02/28 12:00:00","2","2022/03/18 14:59:59","121401","8","-285","52","2","10088116"
"","0","クルミ(ステージ)","10088","116","2022/02/28 12:00:00","2","2022/03/18 14:59:59","121301","8","-285","52","2","10088117"
"","10.13","ミサキ","10088","206","2022/02/28 12:00:00","1","2022/03/18 14:59:59","105001","8","-285","52","2","10088118"
"","10.13","ミサキ(ステージ)","10088","216","2022/02/28 12:00:00","1","2022/03/18 14:59:59","121401","8","-285","52","2","10088119"
"ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","3.414","カリン","10089","1","2022/03/16 12:00:00","1","2022/03/25 14:59:59","190801","0","-416.5","53","2","10089001"
"ミッションをクリアして、\n報酬をゲットしましょう！","3.099","カリン","10089","2","2022/03/16 12:00:00","1","2022/03/25 14:59:59","190801","0","-416.5","53","2","10089002"
"受け取ることができる\n報酬があるようです\n確認してみてください","2.801","カリン","10089","3","2022/03/16 12:00:00","1","2022/03/25 14:59:59","190801","0","-416.5","54","2","10089003"
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10089","4","2022/03/16 12:00:00","2","2022/03/25 14:59:59","190801","0","-416.5","54","2","10089004"
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10089","5","2022/03/16 12:00:00","1","2022/03/25 14:59:59","190801","0","-416.5","57","1","10089005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10089","1","2022/03/16 12:00:00","1","2022/03/25 14:59:59","190801","0","-363","55","2","10089006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10089","2","2022/03/16 12:00:00","2","2022/03/25 14:59:59","190801","0","-363","55","1","10089007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10089","3","2022/03/16 12:00:00","2","2022/03/25 14:59:59","190801","0","-363","56","1","10089008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10089","4","2022/03/16 12:00:00","2","2022/03/25 14:59:59","190801","0","-363","56","1","10089009"
"","0","リマ","10089","101","2022/03/16 12:00:00","2","2022/03/25 14:59:59","105202","8","-285","51","2","10089101"
"","0","リマ（シンデレラ）","10089","111","2022/03/16 12:00:00","2","2022/03/25 14:59:59","115801","8","-285","51","2","10089102"
"","8.63","マホ（シンデレラ）","10089","201","2022/03/16 12:00:00","6","2022/03/25 14:59:59","116001","8","-285","51","1","10089103"
"","0","マコト（シンデレラ）","10089","301","2022/03/16 12:00:00","1","2022/03/25 14:59:59","115901","-6","-285","51","1","10089104"
"","0","リマ","10089","102","2022/03/16 12:00:00","1","2022/03/25 14:59:59","105202","8","-285","51","1","10089105"
"","0","リマ（シンデレラ）","10089","112","2022/03/16 12:00:00","1","2022/03/25 14:59:59","115801","8","-285","51","1","10089106"
"","10.38","マホ（シンデレラ）","10089","202","2022/03/16 12:00:00","1","2022/03/25 14:59:59","116001","8","-285","51","2","10089107"
"","0","マコト（シンデレラ）","10089","302","2022/03/16 12:00:00","5","2022/03/25 14:59:59","115901","-6","-285","51","5","10089108"
"","0","リマ","10089","103","2022/03/16 12:00:00","1","2022/03/25 14:59:59","105202","8","-285","51","1","10089109"
"","10.22","リマ（シンデレラ）","10089","113","2022/03/16 12:00:00","2","2022/03/25 14:59:59","115801","8","-285","51","1","10089110"
"","13.08","マホ（シンデレラ）","10089","203","2022/03/16 12:00:00","1","2022/03/25 14:59:59","116001","8","-285","51","5","10089111"
"","7.52","マコト（シンデレラ）","10089","303","2022/03/16 12:00:00","6","2022/03/25 14:59:59","115901","-6","-285","51","2","10089112"
"","0","リマ","10089","104","2022/03/16 12:00:00","1","2022/03/25 14:59:59","105202","8","-285","52","1","10089113"
"","0","リマ（シンデレラ）","10089","114","2022/03/16 12:00:00","1","2022/03/25 14:59:59","115801","8","-285","52","1","10089114"
"","22.27","マホ（シンデレラ）","10089","204","2022/03/16 12:00:00","1","2022/03/25 14:59:59","116001","8","-285","52","2","10089115"
"","10.42","マコト（シンデレラ）","10089","304","2022/03/16 12:00:00","1","2022/03/25 14:59:59","115901","-6","-285","52","5","10089116"
"","0","リマ","10089","105","2022/03/16 12:00:00","1","2022/03/25 14:59:59","105202","8","-285","52","1","10089117"
"","0","リマ（シンデレラ）","10089","115","2022/03/16 12:00:00","1","2022/03/25 14:59:59","115801","8","-285","52","1","10089118"
"","18.57","マホ（シンデレラ）","10089","205","2022/03/16 12:00:00","1","2022/03/25 14:59:59","116001","8","-285","52","2","10089119"
"","0","マコト（シンデレラ）","10089","305","2022/03/16 12:00:00","2","2022/03/25 14:59:59","115901","-6","-285","52","2","10089120"
"","10.58","リマ","10089","106","2022/03/16 12:00:00","1","2022/03/25 14:59:59","105202","8","-285","52","2","10089121"
"","10.58","リマ（シンデレラ）","10089","116","2022/03/16 12:00:00","1","2022/03/25 14:59:59","115801","8","-285","52","2","10089122"
"","22.25","マホ（シンデレラ）","10089","206","2022/03/16 12:00:00","1","2022/03/25 14:59:59","116001","8","-285","52","2","10089123"
"","10.63","マコト（シンデレラ）","10089","306","2022/03/16 12:00:00","1","2022/03/25 14:59:59","115901","-6","-285","52","2","10089124"
"ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","3.414","カリン","10090","1","2022/03/31 12:00:00","1","2022/04/18 14:59:59","190801","0","-416.5","53","2","10090001"
"ミッションをクリアして、\n報酬をゲットしましょう！","3.099","カリン","10090","2","2022/03/31 12:00:00","1","2022/04/18 14:59:59","190801","0","-416.5","53","2","10090002"
"受け取ることができる\n報酬があるようです\n確認してみてください","2.801","カリン","10090","3","2022/03/31 12:00:00","1","2022/04/18 14:59:59","190801","0","-416.5","54","2","10090003"
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10090","4","2022/03/31 12:00:00","2","2022/04/18 14:59:59","190801","0","-416.5","54","2","10090004"
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10090","5","2022/03/31 12:00:00","1","2022/04/18 14:59:59","190801","0","-416.5","57","1","10090005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10090","1","2022/03/31 12:00:00","1","2022/04/18 14:59:59","190801","0","-363","55","2","10090006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10090","2","2022/03/31 12:00:00","2","2022/04/18 14:59:59","190801","0","-363","55","1","10090007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10090","3","2022/03/31 12:00:00","2","2022/04/18 14:59:59","190801","0","-363","56","1","10090008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10090","4","2022/03/31 12:00:00","2","2022/04/18 14:59:59","190801","0","-363","56","1","10090009"
"","4.55","イノリ","10090","101","2022/03/31 12:00:00","6","2022/04/18 14:59:59","106601","8","-285","51","3","10090101"
"","4.55","イノリ(怪盗)","10090","101","2022/03/31 12:00:00","6","2022/04/18 14:59:59","121601","8","-285","51","3","10090102"
"","14.1","アユミ","10090","201","2022/03/31 12:00:00","6","2022/04/18 14:59:59","105501","8","-285","51","3","10090103"
"","14.1","アユミ(怪盗)","10090","201","2022/03/31 12:00:00","6","2022/04/18 14:59:59","121501","8","-285","51","3","10090104"
"","0","イノリ(怪盗)","10090","102","2022/03/31 12:00:00","3","2022/04/18 14:59:59","121601","8","-285","51","3","10090105"
"","12.05","アユミ(怪盗)","10090","202","2022/03/31 12:00:00","4","2022/04/18 14:59:59","121501","8","-285","51","3","10090106"
"","6.6","イノリ(怪盗)","10090","103","2022/03/31 12:00:00","2","2022/04/18 14:59:59","121601","8","-285","51","5","10090107"
"","8.2","アユミ(怪盗)","10090","203","2022/03/31 12:00:00","4","2022/04/18 14:59:59","121501","8","-285","51","3","10090108"
"","10.48","イノリ","10090","104","2022/03/31 12:00:00","1","2022/04/18 14:59:59","106601","8","-285","52","2","10090109"
"","10.48","イノリ(怪盗)","10090","104","2022/03/31 12:00:00","1","2022/04/18 14:59:59","121601","8","-285","52","2","10090110"
"","9.73","アユミ","10090","204","2022/03/31 12:00:00","4","2022/04/18 14:59:59","105501","8","-285","52","2","10090111"
"","9.73","アユミ(怪盗)","10090","204","2022/03/31 12:00:00","4","2022/04/18 14:59:59","121501","8","-285","52","2","10090112"
"","4.79","イノリ","10090","105","2022/03/31 12:00:00","6","2022/04/18 14:59:59","106601","8","-285","52","2","10090113"
"","4.79","イノリ(怪盗)","10090","105","2022/03/31 12:00:00","6","2022/04/18 14:59:59","121601","8","-285","52","2","10090114"
"","6.3","アユミ","10090","205","2022/03/31 12:00:00","1","2022/04/18 14:59:59","105501","8","-285","52","2","10090115"
"","6.3","アユミ(怪盗)","10090","205","2022/03/31 12:00:00","1","2022/04/18 14:59:59","121501","8","-285","52","2","10090116"
"","0","イノリ","10090","106","2022/03/31 12:00:00","2","2022/04/18 14:59:59","106601","8","-285","52","2","10090117"
"","0","イノリ(怪盗)","10090","106","2022/03/31 12:00:00","2","2022/04/18 14:59:59","121601","8","-285","52","2","10090118"
"","10.59","アユミ","10090","206","2022/03/31 12:00:00","4","2022/04/18 14:59:59","105501","8","-285","52","2","10090119"
"","10.59","アユミ(怪盗)","10090","206","2022/03/31 12:00:00","4","2022/04/18 14:59:59","121501","8","-285","52","2","10090120"
"ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","3.414","カリン","10091","1","2022/04/18 12:00:00","1","2022/04/27 14:59:59","190801","0","-416.5","53","2","10091001"
"ミッションをクリアして、\n報酬をゲットしましょう！","3.099","カリン","10091","2","2022/04/18 12:00:00","1","2022/04/27 14:59:59","190801","0","-416.5","53","2","10091002"
"受け取ることができる\n報酬があるようです\n確認してみてください","2.801","カリン","10091","3","2022/04/18 12:00:00","1","2022/04/27 14:59:59","190801","0","-416.5","54","2","10091003"
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10091","4","2022/04/18 12:00:00","2","2022/04/27 14:59:59","190801","0","-416.5","54","2","10091004"
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10091","5","2022/04/18 12:00:00","1","2022/04/27 14:59:59","190801","0","-416.5","57","1","10091005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10091","1","2022/04/18 12:00:00","1","2022/04/27 14:59:59","190801","0","-363","55","2","10091006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10091","2","2022/04/18 12:00:00","2","2022/04/27 14:59:59","190801","0","-363","55","1","10091007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10091","3","2022/04/18 12:00:00","2","2022/04/27 14:59:59","190801","0","-363","56","1","10091008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10091","4","2022/04/18 12:00:00","2","2022/04/27 14:59:59","190801","0","-363","56","1","10091009"
"","0","ユニ（聖学祭）","10091","101","2022/04/18 12:00:00","1","2022/04/27 14:59:59","116401","8","-285","51","2","10091101"
"","10.22","クロエ","10091","201","2022/04/18 12:00:00","1","2022/04/27 14:59:59","110801","8","-285","51","3","10091102"
"","10.22","クロエ（聖学祭）","10091","211","2022/04/18 12:00:00","1","2022/04/27 14:59:59","116201","8","-285","51","3","10091103"
"","8.02","チエル","10091","301","2022/04/18 12:00:00","1","2022/04/27 14:59:59","110901","8","-285","51","2","10091104"
"","8.02","チエル（聖学祭）","10091","311","2022/04/18 12:00:00","1","2022/04/27 14:59:59","116301","8","-285","51","2","10091105"
"","10.75","ユニ","10091","102","2022/04/18 12:00:00","1","2022/04/27 14:59:59","111001","8","-285","51","6","10091106"
"","10.75","ユニ（聖学祭）","10091","112","2022/04/18 12:00:00","1","2022/04/27 14:59:59","116401","8","-285","51","6","10091107"
"","7.68","クロエ（聖学祭）","10091","202","2022/04/18 12:00:00","1","2022/04/27 14:59:59","116201","8","-285","51","3","10091108"
"","4.36","チエル（聖学祭）","10091","302","2022/04/18 12:00:00","2","2022/04/27 14:59:59","116301","8","-285","51","1","10091109"
"","10.185","ユニ","10091","103","2022/04/18 12:00:00","3","2022/04/27 14:59:59","111001","8","-285","51","1","10091110"
"","10.185","ユニ（聖学祭）","10091","113","2022/04/18 12:00:00","3","2022/04/27 14:59:59","116401","8","-285","51","1","10091111"
"","14.475","クロエ","10091","203","2022/04/18 12:00:00","1","2022/04/27 14:59:59","110801","8","-285","51","3","10091112"
"","14.475","クロエ（聖学祭）","10091","213","2022/04/18 12:00:00","1","2022/04/27 14:59:59","116201","8","-285","51","3","10091113"
"","8.64","チエル","10091","303","2022/04/18 12:00:00","1","2022/04/27 14:59:59","110901","8","-285","51","6","10091114"
"","8.64","チエル（聖学祭）","10091","313","2022/04/18 12:00:00","1","2022/04/27 14:59:59","116301","8","-285","51","6","10091115"
"","0","ユニ（聖学祭）","10091","104","2022/04/18 12:00:00","1","2022/04/27 14:59:59","116401","8","-285","52","1","10091116"
"","16.4","クロエ（聖学祭）","10091","204","2022/04/18 12:00:00","1","2022/04/27 14:59:59","116201","8","-285","52","2","10091117"
"","7.51","チエル（聖学祭）","10091","304","2022/04/18 12:00:00","2","2022/04/27 14:59:59","116301","8","-285","52","1","10091118"
"","5.96","ユニ（聖学祭）","10091","105","2022/04/18 12:00:00","2","2022/04/27 14:59:59","116401","8","-285","52","1","10091119"
"","15.1","クロエ（聖学祭）","10091","205","2022/04/18 12:00:00","2","2022/04/27 14:59:59","116201","8","-285","52","3","10091120"
"","12.745","チエル（聖学祭）","10091","305","2022/04/18 12:00:00","2","2022/04/27 14:59:59","116301","8","-285","52","3","10091121"
"","17.69","ユニ（聖学祭）","10091","106","2022/04/18 12:00:00","1","2022/04/27 14:59:59","116401","8","-285","52","4","10091122"
"","15.16","クロエ（聖学祭）","10091","206","2022/04/18 12:00:00","1","2022/04/27 14:59:59","116201","8","-285","52","5","10091123"
"","10.38","チエル（聖学祭）","10091","306","2022/04/18 12:00:00","1","2022/04/27 14:59:59","116301","8","-285","52","3","10091124"
"ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","3.414","カリン","10092","1","2022/04/30 12:00:00","1","2022/05/18 14:59:59","190801","0","-416.5","53","2","10092001"
"ミッションをクリアして、\n報酬をゲットしましょう！","3.099","カリン","10092","2","2022/04/30 12:00:00","1","2022/05/18 14:59:59","190801","0","-416.5","53","2","10092002"
"受け取ることができる\n報酬があるようです\n確認してみてください","2.801","カリン","10092","3","2022/04/30 12:00:00","1","2022/05/18 14:59:59","190801","0","-416.5","54","2","10092003"
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10092","4","2022/04/30 12:00:00","2","2022/05/18 14:59:59","190801","0","-416.5","54","2","10092004"
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10092","5","2022/04/30 12:00:00","1","2022/05/18 14:59:59","190801","0","-416.5","57","1","10092005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10092","1","2022/04/30 12:00:00","1","2022/05/18 14:59:59","190801","0","-363","55","2","10092006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10092","2","2022/04/30 12:00:00","2","2022/05/18 14:59:59","190801","0","-363","55","1","10092007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10092","3","2022/04/30 12:00:00","2","2022/05/18 14:59:59","190801","0","-363","56","1","10092008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10092","4","2022/04/30 12:00:00","2","2022/05/18 14:59:59","190801","0","-363","56","1","10092009"
"","14.08","カスミ","10092","101","2022/04/30 12:00:00","1","2022/05/18 14:59:59","101401","8","-285","51","2","10092101"
"","10.15","カスミ","10092","102","2022/04/30 12:00:00","1","2022/05/18 14:59:59","101401","8","-285","51","2","10092102"
"","10.62","カスミ","10092","103","2022/04/30 12:00:00","4","2022/05/18 14:59:59","101401","8","-285","51","5","10092103"
"","17.15","シノブ","10092","301","2022/04/30 12:00:00","1","2022/05/18 14:59:59","103101","8","-285","51","2","10092104"
"","15.92","シノブ（パイレーツ）","10092","302","2022/04/30 12:00:00","2","2022/05/18 14:59:59","122001","8","-285","51","5","10092105"
"","3.92","シノブ（パイレーツ）","10092","303","2022/04/30 12:00:00","1","2022/05/18 14:59:59","122001","8","-285","51","2","10092106"
"","7.53","アンナ","10092","201","2022/04/30 12:00:00","2","2022/05/18 14:59:59","100901","8","-285","51","5","10092107"
"","7.53","アンナ（パイレーツ）","10092","201","2022/04/30 12:00:00","2","2022/05/18 14:59:59","121901","8","-285","51","5","10092108"
"","14.78","アンナ（パイレーツ）","10092","202","2022/04/30 12:00:00","6","2022/05/18 14:59:59","121901","8","-285","51","5","10092109"
"","14.53","アンナ（パイレーツ）","10092","203","2022/04/30 12:00:00","2","2022/05/18 14:59:59","121901","8","-285","51","5","10092110"
"","15.05","カスミ","10092","104","2022/04/30 12:00:00","1","2022/05/18 14:59:59","101401","8","-285","52","5","10092111"
"","13.85","カスミ","10092","105","2022/04/30 12:00:00","1","2022/05/18 14:59:59","101401","8","-285","52","6","10092112"
"","12.68","カスミ","10092","106","2022/04/30 12:00:00","1","2022/05/18 14:59:59","101401","8","-285","52","2","10092113"
"","16.63","シノブ","10092","304","2022/04/30 12:00:00","1","2022/05/18 14:59:59","103101","8","-285","52","2","10092114"
"","16.63","シノブ（パイレーツ）","10092","304","2022/04/30 12:00:00","1","2022/05/18 14:59:59","122001","8","-285","52","2","10092115"
"","13.45","シノブ","10092","305","2022/04/30 12:00:00","4","2022/05/18 14:59:59","103101","8","-285","52","5","10092116"
"","13.45","シノブ（パイレーツ）","10092","305","2022/04/30 12:00:00","4","2022/05/18 14:59:59","122001","8","-285","52","5","10092117"
"","12.63","シノブ","10092","306","2022/04/30 12:00:00","1","2022/05/18 14:59:59","103101","8","-285","52","2","10092118"
"","12.63","シノブ（パイレーツ）","10092","306","2022/04/30 12:00:00","1","2022/05/18 14:59:59","122001","8","-285","52","2","10092119"
"","4.33","アンナ","10092","204","2022/04/30 12:00:00","6","2022/05/18 14:59:59","100901","8","-285","52","1","10092120"
"","4.33","アンナ（パイレーツ）","10092","204","2022/04/30 12:00:00","6","2022/05/18 14:59:59","121901","8","-285","52","1","10092121"
"","12.88","アンナ","10092","205","2022/04/30 12:00:00","1","2022/05/18 14:59:59","100901","8","-285","52","2","10092122"
"","12.88","アンナ（パイレーツ）","10092","205","2022/04/30 12:00:00","1","2022/05/18 14:59:59","121901","8","-285","52","2","10092123"
"","7.27","アンナ","10092","206","2022/04/30 12:00:00","2","2022/05/18 14:59:59","100901","8","-285","52","6","10092124"
"","7.27","アンナ（パイレーツ）","10092","206","2022/04/30 12:00:00","2","2022/05/18 14:59:59","121901","8","-285","52","6","10092125"
"","17.15","シノブ（パイレーツ）","10092","301","2022/04/30 12:00:00","2","2022/05/18 14:59:59","122001","8","-285","51","2","10092126"
"ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","3.414","カリン","10093","1","2022/05/16 12:00:00","1","2022/05/25 14:59:59","190801","0","-416.5","53","2","10093001"
"ミッションをクリアして、\n報酬をゲットしましょう！","3.099","カリン","10093","2","2022/05/16 12:00:00","1","2022/05/25 14:59:59","190801","0","-416.5","53","2","10093002"
"受け取ることができる\n報酬があるようです\n確認してみてください","2.801","カリン","10093","3","2022/05/16 12:00:00","1","2022/05/25 14:59:59","190801","0","-416.5","54","2","10093003"
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10093","4","2022/05/16 12:00:00","2","2022/05/25 14:59:59","190801","0","-416.5","54","2","10093004"
