1367093219bba6003a6d4792a56bb4f552503728ad537830a7a7259087642383,554e53efbb7fa296dba7e405b30eb3354462a2d9131160dcdf7966e78f3d15ba,b46584f92f7273cbf380a1564b1f0b79c1fe75505d1948d3034fa6ca4961c22d,d5905d3e05918bc69c949c7f2ab7f7f0519d4b290f977218925ff603de8fcee8,d7027921d37eda63c281f012494b3a1b1a586f76ae5cb2411cde780462016f83,300fbda9f4c6e2dc61aee5bd0e06a04a4c36abc191c16abfaf80a5064c8f7eab,f16250f96f2c46c143335aebd83cdaa0f909de1ae5e05b57bdad617ed1d3194d,ee66b0b063ea97d012c7dc3327b12cb1ba6208304ba3145e6b0ff8aef8bf9647,f0e7f1aa128dcc4e26f911a51133e5c93feedff918f2074c02a40e4576f4d60a,578bc2fc0fe03a41210afa64afc46fda05c90cbca23c032d950329181d6231ce,f74013c05fb130a66ba385f105067e7b57bd24a551309db5b16f65fa7994a300,587dac969fd76fd0a0bf92e3f7d5c44e3f4b4a56e38e6a5dd739bf0281288640,c80847939a2d022b787ff6df7027904da69e6b3d1d4205eafc724894646e1db2
"鉄は熱いうちに打て、\n…ってね♪","0","13100401","vo_minigame_1012_gamestart_111","3","0","1","0","0","7","0","7","1004"
"よし、もっぺんやるわよ！","0","13100402","vo_minigame_1012_gamestart_112","3","0","1","0","0","1","0","1","1004"
"スズナもちゃんと勉強してるみたいね～","0","13100501","vo_minigame_1012_gamestart_113","3","0","1","0","0","9","0","9","1005"
"あんたがスズナの\n先生？　…ふーん","0","13100502","vo_minigame_1012_gamestart_114","3","0","1","0","0","3","0","3","1005"
"問題！","0","13110101","vo_minigame_1012_start_100","3","0","1","0","0","1","0","1","1101"
"いくわよ！","0","13110102","vo_minigame_1012_start_101","3","0","1","0","0","1","0","1","1101"
"解けるかしら？","0","13110103","vo_minigame_1012_start_102","3","0","1","0","0","7","0","7","1101"
"次はいける！","0","13110201","vo_minigame_1012_start_103","3","0","1","0","0","2","0","2","1102"
"諦めないで！","0","13110202","vo_minigame_1012_start_104","3","0","1","0","0","1","0","1","1102"
"取り返すのよ！","0","13110203","vo_minigame_1012_start_105","3","0","1","0","0","1","0","1","1102"
"さあ次よ！","2","13110301","vo_minigame_1012_start_106","3","4","1","0","0","1","0","1","1103"
"落ち着いてね！","2","13110302","vo_minigame_1012_start_107","3","4","1","0","0","1","0","1","1103"
"これは解ける？","2","13110303","vo_minigame_1012_start_108","3","4","1","0","0","7","0","7","1103"
"まだ気を抜かないで！","5","13110304","vo_minigame_1012_start_109","3","7","1","0","0","2","0","2","1103"
"ほら、次いくわよ！","5","13110305","vo_minigame_1012_start_110","3","7","1","0","0","1","0","1","1103"
"まだまだ続くわよ！","5","13110306","vo_minigame_1012_start_111","3","7","1","0","0","8","0","8","1103"
"最後まで集中よ！","8","13110307","vo_minigame_1012_start_112","3","10","1","0","0","2","0","2","1103"
"ラストスパート！","8","13110308","vo_minigame_1012_start_113","1","10","1","0","0","8","0","8","1103"
"走り切って！","8","13110309","vo_minigame_1012_start_114","1","10","1","0","0","1","0","1","1103"
"適当に選ぶんじゃないわよ！","2","13110401","vo_minigame_1012_start_115","3","2","1","0","0","2","0","2","1104"
"正解はどれでしょう？","2","13110402","vo_minigame_1012_start_116","3","2","1","0","0","7","0","7","1104"
"正解は一つよ！","2","13110403","vo_minigame_1012_start_117","3","2","1","0","0","1","0","1","1104"
"どっちかしら？","1","13110404","vo_minigame_1012_start_118","3","1","1","0","0","3","0","3","1104"
"迷った時は運任せよ！","1","13110405","vo_minigame_1012_start_119","3","1","1","0","0","2","0","2","1104"
"〇？　それとも×？","1","13110406","vo_minigame_1012_start_120","3","1","1","0","0","5","0","5","1104"
"いくつか選びなさい","3","13110407","vo_minigame_1012_start_121","3","3","1","0","0","1","0","1","1104"
"答えは複数あるわ！","3","13110408","vo_minigame_1012_start_122","3","3","1","0","0","0","0","0","1104"
"いくつ正解があるのかしら？","3","13110409","vo_minigame_1012_start_123","3","3","1","0","0","3","0","3","1104"
"これはできてたわね","0","13110501","vo_minigame_1012_start_127","3","0","1","0","0","1","0","1","1105"
"見覚えのある問題ね","0","13110502","vo_minigame_1012_start_128","3","0","1","0","0","10","0","10","1105"
"前に正解してるわ","0","13110503","vo_minigame_1012_start_129","3","0","1","0","0","8","0","8","1105"
"これは解ける？","0","13110601","vo_minigame_1012_start_124","3","0","1","0","0","3","0","3","1106"
"これまだ正解してないわ","0","13110602","vo_minigame_1012_start_125","3","0","1","0","0","3","0","3","1106"
"目指せ初正解！","0","13110603","vo_minigame_1012_start_126","3","0","1","0","0","1","0","1","1106"
"ここまでパーフェクトよ！","0","13110701","vo_minigame_1012_start_130","3","0","1","0","0","8","0","8","1107"
"最後ビシッと決めちゃえ！","0","13110702","vo_minigame_1012_start_131","3","0","1","0","0","7","0","7","1107"
"次間違えたら…","0","13110801","vo_minigame_1012_start_132","3","0","1","0","0","3","0","3","1108"
"最後くらい正解しなさい！","0","13110802","vo_minigame_1012_start_133","3","0","1","0","0","2","0","2","1108"
"正解よ！","0","13120101","vo_minigame_1012_correct_100","3","0","1","0","0","1","0","1","1201"
"やるわね！","0","13120102","vo_minigame_1012_correct_101","3","0","1","0","0","7","0","7","1201"
"いいじゃない！","0","13120103","vo_minigame_1012_correct_102","3","0","1","0","0","8","0","8","1201"
"それよ！","0","13120104","vo_minigame_1012_correct_103","3","0","1","0","0","1","0","1","1201"
"できてるわ！","0","13120105","vo_minigame_1012_correct_104","3","0","1","0","0","1","0","1","1201"
"ナイス！","0","13120106","vo_minigame_1012_correct_105","3","0","1","0","0","8","0","8","1201"
"バッチリね！","0","13120107","vo_minigame_1012_correct_106","3","0","1","0","0","7","0","7","1201"
"はやっ！","0","13120201","vo_minigame_1012_correct_110","3","3000","1","0.01","0","5","8","5","1202"
"すごっ！","0","13120202","vo_minigame_1012_correct_111","3","3000","1","0","0","5","0","5","1202"
"いいテンポよ！","3001","13120203","vo_minigame_1012_correct_112","3","6000","1","0","0","7","0","7","1202"
"速いわね！","3001","13120204","vo_minigame_1012_correct_113","3","6000","1","0","0","1","0","1","1202"
"素晴らしい！","3001","13120205","vo_minigame_1012_correct_114","3","6000","1","0","0","8","0","8","1202"
"ちょっと迷った？","13333","13120206","vo_minigame_1012_correct_116","3","-1","1","0","0","1","0","1","1202"
"あんた天才！？","0","13120301","vo_minigame_1012_correct_120","3","0","1","0.01","0","5","8","5","1203"
"覚えてるわね！","0","13120401","vo_minigame_1012_correct_124","3","0","1","0","0","1","0","1","1204"
"完璧みたいね！","0","13120402","vo_minigame_1012_correct_126","3","0","1","0","0","7","0","7","1204"
"解けたわね！","0","13120501","vo_minigame_1012_correct_121","3","0","1","0","0","8","0","8","1205"
"それで正解よ！","0","13120502","vo_minigame_1012_correct_122","3","0","1","0","0","8","0","8","1205"
"またまた正解！","3","13120601","vo_minigame_1012_correct_127","3","-1","1","0","0","5","0","5","1206"
"こっからよ！","3","13120701","vo_minigame_1012_correct_130","3","-1","1","0","0","1","0","1","1207"
"不正解！","0","13130101","vo_minigame_1012_incorrect_100","3","0","1","0","0","4","0","4","1301"
"違う！","0","13130102","vo_minigame_1012_incorrect_101","3","0","1","0","0","2","0","2","1301"
"間違いね…！","0","13130103","vo_minigame_1012_incorrect_102","3","0","1","0","0","3","0","3","1301"
"やっちゃった…！","0","13130104","vo_minigame_1012_incorrect_103","3","0","1","0","0","4","0","4","1301"
"あちゃ…！","0","13130105","vo_minigame_1012_incorrect_104","3","0","1","0","0","4","0","4","1301"
"残念ね…！","0","13130106","vo_minigame_1012_incorrect_105","3","0","1","0.01","0","3","6","3","1301"
"次こそは！","0","13130107","vo_minigame_1012_incorrect_106","3","0","1","0","0","2","0","2","1301"
"落ち着きなさい！？","0","13130201","vo_minigame_1012_incorrect_110","3","3000","1","0","0","3","0","3","1302"
"今のなに！？","0","13130202","vo_minigame_1012_incorrect_111","3","3000","1","0.01","0","6","8","6","1302"
"焦んないで！","3001","13130203","vo_minigame_1012_incorrect_112","3","6000","1","0","0","3","0","3","1302"
"ゆっくりでいいの！","3001","13130204","vo_minigame_1012_incorrect_113","3","6000","1","0","0","2","0","2","1302"
"速さより正確さ！","3001","13130205","vo_minigame_1012_incorrect_114","3","6000","1","0","0","2","0","2","1302"
"考えすぎた？","20000","13130206","vo_minigame_1012_incorrect_115","3","-1","1","0","0","5","0","5","1302"
"これはしょうがないわ…","0","13130301","vo_minigame_1012_incorrect_120","3","0","1","0","0","9","0","9","1303"
"できてた問題よ？","0","13130401","vo_minigame_1012_incorrect_121","3","0","1","0.01","0","3","6","3","1304"
"ちゃんと復習した？","0","13130402","vo_minigame_1012_incorrect_122","3","0","1","0.01","0","6","2","6","1304"
"一部は合ってたわ！","0","13130501","vo_minigame_1012_incorrect_124","3","0","1","0","0","1","0","1","1305"
"んー、惜しいわね！","0","13130502","vo_minigame_1012_incorrect_125","3","0","1","0","0","5","0","5","1305"
"どう…？","0","13140101","vo_minigame_1012_hint_100","3","0","1","0","0","3","0","3","1401"
"解けそう？","0","13140102","vo_minigame_1012_hint_101","3","0","1","0","0","10","0","10","1401"
"うーん…","0","13140103","vo_minigame_1012_hint_102","3","0","1","0.01","0","3","2","3","1401"
"さあどれ？","0","13140104","vo_minigame_1012_hint_103","3","0","1","0","0","1","0","1","1401"
"考えて…","0","13140105","vo_minigame_1012_hint_104","3","0","1","0","0","1","0","1","1401"
"寝てる？","0","13140106","vo_minigame_1012_hint_105","3","0","1","0","0","6","0","6","1401"
"おーい","0","13140107","vo_minigame_1012_hint_106","3","0","1","0","0","2","0","2","1401"
"最悪運任せよ！","0","13140108","vo_minigame_1012_hint_107","3","0","1","0","0","2","0","2","1401"
"よそ見してんじゃないわよ！","0","13140109","vo_minigame_1012_hint_108","3","0","1","0","0","2","0","2","1401"
"難しいわね…","0","13140201","vo_minigame_1012_hint_110","3","0","1","0.01","0","3","6","3","1402"
"難問ね…","0","13140202","vo_minigame_1012_hint_111","3","0","1","0","0","3","0","3","1402"
"勘でいっちゃう…？","0","13140203","vo_minigame_1012_hint_112","3","0","1","0","0","9","0","9","1402"
"ヒントあげるわ！","3001","13150101","vo_minigame_1012_hint_113","3","20000","1","0.01","0","7","11","7","1501"
"これで分かる？","3001","13150102","vo_minigame_1012_hint_114","3","20000","1","0","0","1","0","1","1501"
"特別サービスよ！","3001","13150103","vo_minigame_1012_hint_115","3","20000","1","0.01","0","7","11","7","1501"
"もう頼っちゃう？","0","13150104","vo_minigame_1012_hint_116","3","3000","1","0","0","5","0","5","1501"
"しょうがないわねー","0","13150105","vo_minigame_1012_hint_117","3","3000","1","0","0","9","0","9","1501"
"なによ？","1","13160101","vo_minigame_1012_tap_100","3","4","1","0.01","0","10","5","10","1601"
"消しゴム貸してほしいの？","1","13160102","vo_minigame_1012_tap_101","3","4","1","0.01","0","10","5","10","1601"
"いやなんなのよ？","5","13160103","vo_minigame_1012_tap_102","3","9","1","0","0","4","0","4","1601"
"ゴミでもついてる？","5","13160104","vo_minigame_1012_tap_103","3","9","1","0","0","6","0","6","1601"
"いい加減怒るわよ！","10","13160105","vo_minigame_1012_tap_104","3","-1","1","0.01","0","2","1","2","1601"
"何回触んのよ！！","10","13160106","vo_minigame_1012_tap_105","3","-1","1","0.01","0","2","1","2","1601"
"どの科目を勉強するか\n選びなさい！","0","13200101","vo_minigame_1012_select_100","3","0","1","0","0","1","0","1","2001"
"勉強熱心ね！\nさあ科目は何にする？","0","13200102","vo_minigame_1012_select_101","3","0","1","0","0","8","0","8","2001"
"勉強、勉強、楽しいな～♪\n…！　は、はやく選びなさい！","0","13200103","vo_minigame_1012_select_102","3","0","1","3.03","0","4","7","8","2001"
"これまでに勉強した内容を\n振り返れるわよ\n間違えちゃった問題も\nここで復習できるわ！","0","13400101","vo_minigame_1012_archive_100","3","0","1","0","0","1","0","1","4001"
"やった、〇ゲット～♪","0","21120101","vo_minigame_1012_correct_207","1","0","2","0.01","0","2","4","2","1201"
"やったねヒデサイ♪","0","21120102","vo_minigame_1012_correct_208","1","0","2","0.01","0","2","4","2","1201"
"さっすがヒデサイ♪","0","21120103","vo_minigame_1012_correct_209","1","0","2","0.01","0","3","4","3","1201"
"解けたっ…！","13333","21120201","vo_minigame_1012_correct_215","1","-1","2","0","0","5","0","5","1202"
"お、正解？","13333","21120202","vo_minigame_1012_correct_217","1","-1","2","0","0","6","0","6","1202"
"すごーい！","0","21120301","vo_minigame_1012_correct_218","1","0","2","0","0","6","0","6","1203"
"はなまる～♪","0","21120302","vo_minigame_1012_correct_219","1","0","2","0.01","0","2","4","2","1203"
"覚えてた～","0","21120401","vo_minigame_1012_correct_225","1","0","2","0","0","2","0","2","1204"
"やっと解けたよ～！","0","21120501","vo_minigame_1012_correct_223","1","0","2","0","0","4","0","4","1205"
"テンアゲ～♪","3","21120601","vo_minigame_1012_correct_228","1","-1","2","0.01","0","2","4","2","1206"
"逆転開始！","3","21120701","vo_minigame_1012_correct_231","1","-1","2","0","0","3","0","3","1207"
"テンサゲ～","0","21130101","vo_minigame_1012_incorrect_207","1","0","2","0.01","0","9","6","9","1301"
"間違いなの？","0","21130102","vo_minigame_1012_incorrect_208","1","0","2","0","0","4","0","4","1301"
"違うんじゃないかな？","0","21130103","vo_minigame_1012_incorrect_209","1","0","2","0","0","4","0","4","1301"
"遅かった？","20000","21130201","vo_minigame_1012_incorrect_216","1","-1","2","0","0","4","0","4","1302"
"ぼーっとしちゃった…！","20000","21130202","vo_minigame_1012_incorrect_217","1","-1","2","0","0","8","0","8","1302"
"きびしーよー","0","21130301","vo_minigame_1012_incorrect_218","1","0","2","0.01","0","4","6","4","1303"
"おにムズだよね～","0","21130302","vo_minigame_1012_incorrect_219","1","0","2","0","0","8","0","8","1303"
"あれ、違った…？","0","21130401","vo_minigame_1012_incorrect_223","1","0","2","0","0","6","0","6","1304"
"あとちょいだったね…！","0","21130501","vo_minigame_1012_incorrect_226","1","0","2","0","0","8","0","8","1305"
"すご、全部〇じゃん…！\nこの調子で教えてくれたら\nうちも頭よくなりそー！","10","21300101","vo_minigame_1012_result_2000","1","10","2","3.32","1","0","0","6","3001"
"え、〇しかなかった…？\n満点ってほんとにあるんだ…\nヒデサイマジすごい…！","10","21300102","vo_minigame_1012_result_2001","1","10","2","6.5","1","2","3","6","3001"
"満点じゃん！　やりー！\nもしかしてヒデサイには\n簡単過ぎた感じ？","10","21300103","vo_minigame_1012_result_2002","1","10","2","3.1","1","6","5","3","3001"
"ビシッと決まったね！\nヒデサイ、ベンキョー\n教えてくれてありがとー♪","10","21300104","vo_minigame_1012_result_2003","1","10","2","2.06","2","2","11","3","3001"
"ムズい問題もぜーんぶ正解！\n激アツじゃん！\nヒデサイ、頭よすぎ～","10","21300105","vo_minigame_1012_result_2004","1","10","2","4.45","2","7","0","3","3001"
"きゃはっ、満点じゃん！\n一緒にベンキョーしてる\nうちまでいい気分！","10","21300106","vo_minigame_1012_result_2005","1","10","2","0.01","2","2","11","2","3001"
"ヒデサイ、満点パーフェクト！\nこれで、もーサイツヨだね！\nそれっ、ハイタッチ～！","10","21300107","vo_minigame_1012_result_2006","1","10","2","6.64","3","3","11","2","3001"
"カンペキ過ぎて\nまぶしぃんですけど！\n〇しかないってどゆこと！？","10","21300108","vo_minigame_1012_result_2007","1","10","2","0","3","6","0","6","3001"
"おにムズでも満点じゃん…！\nヒデサイセンセーマジすごい！\nこれからも頼りにしてるよ～","10","21300109","vo_minigame_1012_result_2008","1","10","2","5.76","3","7","0","6","3001"
"ヒデサイ、もしかして\nよゆーな感じ？\n正解しまくりじゃん！","7","21300110","vo_minigame_1012_result_2009","1","9","2","0","1","6","0","6","3001"
"〇いっぱいで、わろ～\nてかヒデサイ教えるのうまっ！\nめちゃわかりやすかったよ♪","7","21300111","vo_minigame_1012_result_2010","1","9","2","2.59","1","7","0","2","3001"
"これだけ〇あったら、\nめちゃ気持ちいいね♪\n次は満点取っちゃおー！","7","21300112","vo_minigame_1012_result_2011","1","9","2","4.09","1","3","11","2","3001"
"満点まで、もーすぐじゃん！\nさっすがヒデサイ！\nバイブス上がってきた～","7","21300113","vo_minigame_1012_result_2012","1","9","2","2.47","2","3","0","2","3001"
"きゃはっ、めちゃ解けてる～\nもー次は満点っしょ！\nテンアゲしてきたね♪","7","21300114","vo_minigame_1012_result_2013","1","9","2","0.01","2","3","11","3","3001"
"ヒデサイのおかげで\nうちもちょっちベンキョー\nわかってきたかも！","7","21300115","vo_minigame_1012_result_2014","1","9","2","0","2","2","0","2","3001"
"おにムズ問題も\n〇ばっかじゃん…！\nヒデサイ、マジ心強い！","7","21300116","vo_minigame_1012_result_2015","1","9","2","3.45","3","2","0","6","3001"
"ヒデサイセンセーに\n追いつけ追い越せ！\nうちもがんばる～！","7","21300117","vo_minigame_1012_result_2016","1","9","2","0","3","3","0","3","3001"
"おにムズ問題も\nあとちょいで満点じゃん！\nもーここまできたら\nやるしかないっしょ！","7","21300118","vo_minigame_1012_result_2017","1","9","2","4","3","3","0","2","3001"
"お！　あと半分だし\nうちも、もうちっと\nがんばってみるね！","4","21300119","vo_minigame_1012_result_2018","1","6","2","0.92","1","0","0","6","3001"
"まだイミフな問題あるけど\n悪くないよね？\nバイブス上がってきたし\n次もっとイケんじゃない？","4","21300120","vo_minigame_1012_result_2019","1","6","2","4.36","1","3","0","0","3001"
"だいたい半分ぐらい？\nじゃあ、こっからだね！\n集中、集中！","4","21300121","vo_minigame_1012_result_2020","1","6","2","2.35","1","2","0","6","3001"
"これで半分ぐらい？\nよしっ、とりま赤点回避！\nやりー！","4","21300122","vo_minigame_1012_result_2021","1","6","2","2.13","2","2","0","0","3001"
"あともう半分だね！\nフレッフレッ、ヒデサイ！\nうちもがんばる～！","4","21300123","vo_minigame_1012_result_2022","1","6","2","2.38","2","2","0","0","3001"
"う～ん、やっぱムズいね\nでも、半分ぐらい〇だし\nイケそーな気するね！","4","21300124","vo_minigame_1012_result_2023","1","6","2","3.5","2","0","0","4","3001"
"だいたい半分正解？\nとゆーことは\nあと半分で満点じゃん！","4","21300125","vo_minigame_1012_result_2024","1","6","2","2.25","3","6","0","0","3001"
"やるじゃんヒデサイ！\nえ？　もっと上目指すの？\nじゃあうちもがんばる！","4","21300126","vo_minigame_1012_result_2025","1","6","2","2.14","3","6","0","3","3001"
"おにムズだったのに\n半分解けてる…！？\nヒデサイいい感じ！","4","21300127","vo_minigame_1012_result_2026","1","6","2","3.75","3","2","0","6","3001"
"おにムズだったね～\n…え？　これって簡単なの？\nえへへ、うそだ～？","1","21300128","vo_minigame_1012_result_2027","1","3","2","2.53","1","10","5","4","3001"
"…ねーねー、ヒデサイ\nうちに合わせて\n悪い点取らなくていいんだよ？","1","21300129","vo_minigame_1012_result_2028","1","3","2","0.01","1","4","9","4","3001"
"ウォーミングアップは\nこんなところで…\nヒデサイ、次は\n本気出しちゃおうよ！","1","21300130","vo_minigame_1012_result_2029","1","3","2","2.93","1","3","0","0","3001"
"あ、ヒデサイ\nうちと点数おそろじゃん！\n一緒に赤点取っちゃおっか～♪","1","21300131","vo_minigame_1012_result_2030","1","3","2","4.26","2","3","4","0","3001"
"えーっと…\nもっかい教えてくれたら\n次はもうちょい\nイケる気するよっ！","1","21300132","vo_minigame_1012_result_2031","1","3","2","0","2","10","0","10","3001"
"うちもさっぱりだった～\nどこ間違えたんだろ…？\nもっかいベンキョーしてみる？","1","21300133","vo_minigame_1012_result_2032","1","3","2","4.98","2","0","5","9","3001"
"おにムズ過ぎてマジさっぱり…\nどーしよ…\nヒデサイ、助けて～","1","21300134","vo_minigame_1012_result_2033","1","3","2","0.01","3","4","9","4","3001"
"赤点って感じ？\nう～ん…せっかくだし\nうちと一緒にがんばろ！","1","21300135","vo_minigame_1012_result_2034","1","3","2","0.01","3","4","6","4","3001"
"やっぱムズいね…\nでも０点じゃないし\nオーライっしょ！","1","21300136","vo_minigame_1012_result_2035","1","3","2","2.51","3","10","11","4","3001"
"よし、結果は…\nって０ってマ！？\nヒデサイ、どーしちゃったの？","0","21300137","vo_minigame_1012_result_2036","1","0","2","2.54","1","6","0","0","3001"
"ヒデサイ\nわざと０点取ったっしょ？\n違うの？　ほんとに～？","0","21300138","vo_minigame_1012_result_2037","1","0","2","4.08","1","10","5","2","3001"
"ヒデサイ、０点だね…\nうちが代わりに\nベンキョー教えてあげよっか…？","0","21300139","vo_minigame_1012_result_2038","1","0","2","3.41","1","4","0","6","3001"
"んーっと…\nぜんぜんわかんなかった！\nでも、ベンキョーって\nいつもそーだよね！","0","21300140","vo_minigame_1012_result_2039","1","0","2","4.1","2","8","0","10","3001"
"これ、うちら習ったっけ？\nヒデサイも覚えてない感じ？\nじゃあ仕方ないっしょ！\n次いこ次！","0","21300141","vo_minigame_1012_result_2040","1","0","2","5.8","2","2","4","6","3001"
"ねねね、全部×って\nこれはこれでレアなんじゃ？\n喜んじゃダメ？","0","21300142","vo_minigame_1012_result_2041","1","0","2","4.6","2","8","3","10","3001"
"おにムズってのはわかった！\nこれも一歩前進…だよね？\n次がんばろーよ！","0","21300143","vo_minigame_1012_result_2042","1","0","2","6.04","3","2","0","10","3001"
"０点…！　でもでも\nうちらバイブスは満点じゃん♪\nヒデサイ、もっかいやろ！","0","21300144","vo_minigame_1012_result_2043","1","0","2","1.92","3","3","4","9","3001"
"ヒデサイと同じ点数\nちょっちうれしーかも？\n一緒に０からがんばろーね！","0","21300145","vo_minigame_1012_result_2044","1","0","2","0","3","7","0","7","3001"
"えへへ～","0","22120101","vo_minigame_1012_correct_232","2","0","2","0","0","2","0","2","1201"
"へぇ～","0","22120102","vo_minigame_1012_correct_233","2","0","2","0","0","6","0","6","1201"
"まる～♪","0","22120103","vo_minigame_1012_correct_234","2","0","2","0","0","3","0","3","1201"
"びゅーん！","0","22120201","vo_minigame_1012_correct_235","2","3000","2","0","0","2","0","2","1202"
"やりー！","0","22120202","vo_minigame_1012_correct_236","2","3000","2","0","0","2","0","2","1202"
"ナイス～","3001","22120203","vo_minigame_1012_correct_237","2","6000","2","0","0","3","0","3","1202"
"ギリギリ～！","13333","22120204","vo_minigame_1012_correct_238","2","-1","2","0","0","6","0","6","1202"
"どやぁ！","0","22120301","vo_minigame_1012_correct_239","2","0","2","0","0","7","0","7","1203"
"だよね♪","0","22120401","vo_minigame_1012_correct_241","2","0","2","0.01","0","3","4","3","1204"
"イケた！","0","22120501","vo_minigame_1012_correct_240","2","0","2","0","0","6","0","6","1205"
"サイツヨ～","3","22120601","vo_minigame_1012_correct_242","2","-1","2","0","0","2","0","2","1206"
"負けないよ～","3","22120701","vo_minigame_1012_correct_243","2","-1","2","0","0","5","0","5","1207"
"ダメ？","0","22130101","vo_minigame_1012_incorrect_227","2","0","2","0","0","4","0","4","1301"
"ガーンッ…！","0","22130102","vo_minigame_1012_incorrect_228","2","0","2","0.01","0","4","6","4","1301"
"むむっ…！","0","22130103","vo_minigame_1012_incorrect_229","2","0","2","0","0","5","0","5","1301"
"ええ…！？","0","22130202","vo_minigame_1012_incorrect_231","2","3000","2","0","0","6","0","6","1302"
"あちゃ～…","3001","22130203","vo_minigame_1012_incorrect_232","2","6000","2","0","0","4","0","4","1302"
"待ってよ～","20000","22130204","vo_minigame_1012_incorrect_233","2","-1","2","0","0","4","0","4","1302"
"おにムズ～","0","22130301","vo_minigame_1012_incorrect_234","2","0","2","0","0","9","0","9","1303"
"なんだっけ？","0","22130401","vo_minigame_1012_incorrect_235","2","0","2","0","0","10","0","10","1304"
"くやし～","0","22130501","vo_minigame_1012_incorrect_236","2","0","2","0","0","5","0","5","1305"
"もー終わりそう！","20000","22170101","vo_minigame_1012_time_200","2","30000","2","0.01","0","6","3","6","1701"
"急がなきゃ…！","20000","22170102","vo_minigame_1012_time_201","2","30000","2","0.01","0","5","9","5","1701"
"〇多すぎてわろ～\nスラスラ解いてくし\nまじカッコよかったよ♪","20","22300101","vo_minigame_1012_result_2045","2","-1","2","2.81","1","3","4","2","3001"
"点数イケイケじゃん！　\nもしかして、ヒデサイには\n簡単過ぎた感じ？","20","22300102","vo_minigame_1012_result_2046","2","-1","2","2.31","1","2","11","3","3001"
"きゃはっ、もうバッチリだね♪\n他の問題も教えてほしーし\n次はムズいのいっちゃう？","20","22300103","vo_minigame_1012_result_2047","2","-1","2","0.01","1","3","11","3","3001"
"ムズい問題なのに\n〇でいっぱいじゃん…！\nさっすが、ヒデサイセンセー！","20","22300104","vo_minigame_1012_result_2048","2","-1","2","4.33","2","7","11","6","3001"
"一緒にベンキョー\nしてるだけなのに\nうちまで賢くなった気する…！\nマジありがとね","20","22300105","vo_minigame_1012_result_2049","2","-1","2","5.73","2","2","0","6","3001"
"これってムズい問題だよね？\nなんで簡単に解いてくの？\nヒデサイ、すごすぎ！","20","22300106","vo_minigame_1012_result_2050","2","-1","2","0.01","2","6","8","6","3001"
"おにムズなのに\n答えるの一瞬だったね…！\nヒデサイ、頭良すぎじゃん？","20","22300107","vo_minigame_1012_result_2051","2","-1","2","4.02","3","3","0","6","3001"
"まる、まる、はなまる～\nきゃははっ、すごっ！\nさっすがヒデサイ！\nハイタッチー！","20","22300108","vo_minigame_1012_result_2052","2","-1","2","5.24","3","3","11","2","3001"
"これだけ教えてもらったら\nもうテストもよゆーっしょ！\nヒデサイ、マジありがとね♪","20","22300109","vo_minigame_1012_result_2053","2","-1","2","4.6","3","3","4","2","3001"
"うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？","20","22300110","vo_minigame_1012_result_2054","2","-1","2","5.57","1","10","0","6","3001"
"うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？","20","22300112","vo_minigame_1012_result_2054","2","-1","2","5.57","2","10","0","6","3001"
"うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？","20","22300114","vo_minigame_1012_result_2054","2","-1","2","5.57","3","10","0","6","3001"
"めちゃ問題あったのに\nバンバン答えてくし\n超頼もしかった！","15","22300116","vo_minigame_1012_result_2056","2","19","2","0","1","2","0","2","3001"
"おーさすがヒデサイ！\n〇の数も超ヒデサイだね♪\nイェーイ！","15","22300117","vo_minigame_1012_result_2057","2","19","2","5.23","1","3","11","6","3001"
"ヒデサイ、〇でいっぱいじゃん♪\nうちも教えてもらったとこは\nけっこー覚えてきたかも？","15","22300118","vo_minigame_1012_result_2058","2","19","2","3.23","1","2","11","3","3001"
"アゲアゲな点数じゃん！\nとりま、どやっとく？\nせーの、どやぁ…！","15","22300119","vo_minigame_1012_result_2059","2","19","2","6","2","7","10","3","3001"
"ムズい問題も\nだんだん解けてくると\nたのしーね\nちょっち感動～","15","22300120","vo_minigame_1012_result_2060","2","19","2","0","2","7","0","7","3001"
"たくさん解いても\nヒデサイは頭パンクしないの？\nスゴ…！","15","22300121","vo_minigame_1012_result_2061","2","19","2","0","2","6","0","6","3001"
"わわっ、〇ばっかり…！\nこの調子なら\n次は20に届くんじゃない？","15","22300122","vo_minigame_1012_result_2062","2","19","2","3.06","3","2","3","6","3001"
"15個以上〇って…！\nおにムズなのに、すごすぎ～\nうちもがんばらなきゃ！","15","22300123","vo_minigame_1012_result_2063","2","19","2","5.74","3","5","0","6","3001"
"すっごい集中力…！\nもしかして、ヒデサイ\nおにムズ問題ほど\n燃える感じっしょ？","15","22300124","vo_minigame_1012_result_2064","2","19","2","2.67","3","3","0","6","3001"
"きゃはっ、いい感じ！\nたくさん解けてるし\nベンキョーの成果\n…ってやつだね♪","10","22300131","vo_minigame_1012_result_2067","2","14","2","0","1","3","0","3","3001"
