4142006983581ded313a05e6b60a151e8cb298a43089dccebe014b69098adf4b,8ed19918ac7b777f44fd080b7104185591c143c28a2dd61cf9a8e65b180098df,036fe7a3ef38aad4cde4a4408614279d3a56d738dd6000b2e15d6c940a7a60b1,fc6a0444c815be9c415b2045354ffc18f7fb21dbb1f5bd013c94703684046046
"1009","4000","3052","305205"
"1020","4800","3052","305206"
"12","6350","3052","305207"
"12","7150","3052","305208"
"16","7300","3052","305209"
"1009","8000","3052","305210"
"1020","8800","3052","305211"
"16","9700","3052","305212"
"16","10500","3052","305213"
"16","700","3053","305301"
"1010","1400","3053","305302"
"16","2300","3053","305303"
"12","3800","3053","305304"
"16","3900","3053","305305"
"1009","4700","3053","305306"
"1020","5450","3053","305307"
"1020","6200","3053","305308"
"12","7750","3053","305309"
"1009","7800","3053","305310"
"12","9400","3053","305311"
"1009","9500","3053","305312"
"16","10350","3053","305313"
"12","1450","3054","305401"
"1009","1450","3054","305402"
"1020","2300","3054","305403"
"12","3750","3054","305404"
"1020","3850","3054","305405"
"1009","4650","3054","305406"
"12","6250","3054","305407"
"16","6350","3054","305408"
"16","7150","3054","305409"
"16","8000","3054","305410"
"1009","8700","3054","305411"
"16","9500","3054","305412"
"1010","10200","3054","305413"
"1014","800","3055","305501"
"1015","1600","3055","305502"
"1007","2400","3055","305503"
"1016","3200","3055","305504"
"1017","4000","3055","305505"
"1006","4800","3055","305506"
"5","5425","3055","305507"
"14","6150","3055","305508"
"19","7050","3055","305509"
"1","8500","3055","305510"
"9","9100","3055","305511"
"3","10150","3055","305512"
"18","10900","3055","305513"
"1017","950","3056","305601"
"19","1600","3056","305602"
"3","3100","3056","305603"
"1","3800","3056","305604"
"1015","4100","3056","305605"
"1016","5000","3056","305606"
"14","5550","3056","305607"
"18","7050","3056","305608"
"1007","7350","3056","305609"
"5","8025","3056","305610"
"1006","8900","3056","305611"
"9","10050","3056","305612"
"1014","10600","3056","305613"
"1015","900","3057","305701"
"5","1525","3057","305702"
"1","3100","3057","305703"
"19","3250","3057","305704"
"1016","4200","3057","305705"
"1017","4950","3057","305706"
"3","6250","3057","305707"
"1006","6600","3057","305708"
"14","7150","3057","305709"
"9","8400","3057","305710"
"1014","8950","3057","305711"
"1007","9700","3057","305712"
"18","11000","3057","305713"
"9","1100","3058","305801"
"9","1900","3058","305802"
"9","2700","3058","305803"
"11","3400","3058","305804"
"1007","4000","3058","305805"
"11","5000","3058","305806"
"2","5800","3058","305807"
"2","6600","3058","305808"
"1019","7200","3058","305809"
"1012","8500","3058","305810"
"1012","9300","3058","305811"
"16","9700","3058","305812"
"16","10500","3058","305813"
"1012","1100","3059","305901"
"11","1650","3059","305902"
"16","2350","3059","305903"
"9","3350","3059","305904"
"1007","3900","3059","305905"
"9","5000","3059","305906"
"2","5700","3059","305907"
"16","6350","3059","305908"
"9","7400","3059","305909"
"1019","7850","3059","305910"
"11","8900","3059","305911"
"2","9650","3059","305912"
"1012","10800","3059","305913"
"1007","650","3060","306001"
"1012","2000","3060","306002"
"1012","2700","3060","306003"
"9","3400","3060","306004"
"9","4100","3060","306005"
"2","4800","3060","306006"
"9","5700","3060","306007"
"11","6500","3060","306008"
"1019","7050","3060","306009"
"11","8100","3060","306010"
"16","8700","3060","306011"
"2","9700","3060","306012"
"16","10350","3060","306013"
"1001","800","3061","306101"
"14","1350","3061","306102"
"14","2150","3061","306103"
"1003","3200","3061","306104"
"15","4150","3061","306105"
"1","5300","3061","306106"
"1012","6100","3061","306107"
"1013","6550","3061","306108"
"1020","7200","3061","306109"
"1009","8000","3061","306110"
"1009","8800","3061","306111"
"1010","9600","3061","306112"
"1003","10400","3061","306113"
"1002","11200","3061","306114"
"11","12200","3061","306115"
"1010","900","3062","306201"
"1013","1850","3062","306202"
"1","3100","3062","306203"
"1012","3850","3062","306204"
"14","3850","3062","306205"
"1003","5000","3062","306206"
"1002","5800","3062","306207"
"15","6700","3062","306208"
"1020","7350","3062","306209"
"1009","8100","3062","306210"
"11","9100","3062","306211"
"14","9500","3062","306212"
"1009","10600","3062","306213"
"1003","11350","3062","306214"
"1001","12150","3062","306215"
"14","700","3063","306301"
"1012","2300","3063","306302"
"11","2750","3063","306303"
"1003","3400","3063","306304"
"1","4700","3063","306305"
"1002","4900","3063","306306"
"1003","5700","3063","306307"
"1009","6600","3063","306308"
"1020","7400","3063","306309"
"15","8300","3063","306310"
"14","8750","3063","306311"
"1010","9700","3063","306312"
"1001","10500","3063","306313"
"1013","11450","3063","306314"
"1009","12200","3063","306315"
"5","625","3064","306401"
"5","1425","3064","306402"
"14","2150","3064","306403"
"19","3050","3064","306404"
"4","4475","3064","306405"
"1013","4950","3064","306406"
"4","6075","3064","306407"
"1013","6550","3064","306408"
"17","7700","3064","306409"
"18","8500","3064","306410"
"17","9300","3064","306411"
"18","10100","3064","306412"
"15","10550","3064","306413"
"15","11350","3064","306414"
"1009","12000","3064","306415"
"17","1100","3065","306501"
"15","1650","3065","306502"
"14","2000","3065","306503"
"17","3550","3065","306504"
"15","3950","3065","306505"
"18","5200","3065","306506"
"19","5250","3065","306507"
"1009","6200","3065","306508"
"18","7550","3065","306509"
"1013","7950","3065","306510"
"5","8475","3065","306511"
"4","9975","3065","306512"
"5","10075","3065","306513"
"1013","11200","3065","306514"
"4","12275","3065","306515"
"1009","650","3066","306601"
"1013","1600","3066","306602"
"1013","2450","3066","306603"
"4","3475","3066","306604"
"4","4375","3066","306605"
"15","4750","3066","306606"
"5","5275","3066","306607"
"17","6750","3066","306608"
"19","6850","3066","306609"
"17","8400","3066","306610"
"14","8450","3066","306611"
"18","9900","3066","306612"
"5","10125","3066","306613"
"18","11500","3066","306614"
"15","12000","3066","306615"
"1016","800","3067","306701"
"1017","1600","3067","306702"
"1006","2400","3067","306703"
"1006","3200","3067","306704"
"1009","4000","3067","306705"
"1009","4800","3067","306706"
"1009","5600","3067","306707"
"1009","6400","3067","306708"
"1020","7200","3067","306709"
"6","8000","3067","306710"
"1020","8800","3067","306711"
"6","9600","3067","306712"
"1011","10400","3067","306713"
"1011","11200","3067","306714"
"11","12200","3067","306715"
"1020","1000","3068","306801"
"1009","1700","3068","306802"
"1011","2550","3068","306803"
"1011","3350","3068","306804"
"1017","4150","3068","306805"
"1020","4900","3068","306806"
"1006","5750","3068","306807"
"6","6550","3068","306808"
"1006","7400","3068","306809"
"6","8100","3068","306810"
"1009","8950","3068","306811"
"1009","9750","3068","306812"
"11","10750","3068","306813"
"1009","11300","3068","306814"
"1016","12150","3068","306815"
"1020","900","3069","306901"
"6","1800","3069","306902"
"1016","2600","3069","306903"
"1006","3300","3069","306904"
"1011","4100","3069","306905"
"1009","4950","3069","306906"
"1020","5800","3069","306907"
"1006","6600","3069","306908"
"1011","7350","3069","306909"
"1009","8150","3069","306910"
"1017","8900","3069","306911"
"1009","9700","3069","306912"
"1009","10600","3069","306913"
"6","11400","3069","306914"
"11","12400","3069","306915"
"10","875","3070","307001"
"1007","1600","3070","307002"
"10","2475","3070","307003"
"1015","3200","3070","307004"
"15","4150","3070","307005"
"1014","4800","3070","307006"
"15","5750","3070","307007"
"9","6700","3070","307008"
"18","7700","3070","307009"
"3","8550","3070","307010"
"3","9350","3070","307011"
"18","10100","3070","307012"
"1007","10400","3070","307013"
"1004","11200","3070","307014"
"1007","12000","3070","307015"
"3","1250","3071","307101"
"3","2000","3071","307102"
"1007","2200","3071","307103"
"15","3250","3071","307104"
"15","3950","3071","307105"
"18","5200","3071","307106"
"9","5800","3071","307107"
"1014","6250","3071","307108"
"1004","7050","3071","307109"
"18","8300","3071","307110"
"1015","8650","3071","307111"
"1007","9400","3071","307112"
"10","10325","3071","307113"
"1007","11050","3071","307114"
"10","11975","3071","307115"
"1004","650","3072","307201"
"1007","1400","3072","307202"
"3","2850","3072","307203"
"3","3550","3072","307204"
"1014","3900","3072","307205"
"18","5100","3072","307206"
"10","5475","3072","307207"
"10","6275","3072","307208"
"18","7600","3072","307209"
"1007","7900","3072","307210"
"9","9000","3072","307211"
"1015","9500","3072","307212"
"15","10450","3072","307213"
"1007","11100","3072","307214"
"15","12000","3072","307215"
"14","550","3073","307301"
"16","1700","3073","307302"
"14","2150","3073","307303"
"16","3300","3073","307304"
"7","4000","3073","307305"
"2","5000","3073","307306"
"7","5600","3073","307307"
"4","6875","3073","307308"
"1009","7200","3073","307309"
"1006","8000","3073","307310"
"1006","8800","3073","307311"
"1009","9600","3073","307312"
"19","10250","3073","307313"
"6","11200","3073","307314"
"1019","12000","3073","307315"
"7","1000","3074","307401"
"1019","1800","3074","307402"
"14","2300","3074","307403"
"1006","3350","3074","307404"
"16","4200","3074","307405"
"19","4800","3074","307406"
"1009","5800","3074","307407"
"1009","6500","3074","307408"
"4","7825","3074","307409"
"7","8200","3074","307410"
"16","9050","3074","307411"
"2","9900","3074","307412"
"6","10550","3074","307413"
"1006","11400","3074","307414"
"14","11850","3074","307415"
"16","1000","3075","307501"
"14","1500","3075","307502"
"1019","2500","3075","307503"
"1009","3400","3075","307504"
"19","4050","3075","307505"
"16","5100","3075","307506"
"7","5750","3075","307507"
"7","6550","3075","307508"
"14","7150","3075","307509"
"2","8350","3075","307510"
"4","9475","3075","307511"
"1006","9800","3075","307512"
"1006","10600","3075","307513"
"1009","11300","3075","307514"
"6","12150","3075","307515"
"1007","800","3076","307601"
"1007","1600","3076","307602"
"1019","2400","3076","307603"
"1019","3200","3076","307604"
"17","4500","3076","307605"
"1020","4800","3076","307606"
"1020","5600","3076","307607"
"17","6900","3076","307608"
"11","7400","3076","307609"
"11","8200","3076","307610"
"2","9000","3076","307611"
"2","9800","3076","307612"
"1011","10400","3076","307613"
"1011","11200","3076","307614"
"1009","12000","3076","307615"
"17","1200","3077","307701"
"1007","1500","3077","307702"
"17","2700","3077","307703"
"11","3250","3077","307704"
"1019","3800","3077","307705"
"1020","4700","3077","307706"
"2","5650","3077","307707"
"1011","6250","3077","307708"
"1011","7100","3077","307709"
"2","8000","3077","307710"
"1020","8600","3077","307711"
"11","9700","3077","307712"
"1019","10250","3077","307713"
"1007","11100","3077","307714"
"1009","11800","3077","307715"
"17","1150","3078","307801"
"1007","1400","3078","307802"
"17","2750","3078","307803"
"2","3300","3078","307804"
"1020","3850","3078","307805"
"1019","4600","3078","307806"
"1020","5500","3078","307807"
"11","6400","3078","307808"
"1011","7050","3078","307809"
"11","8050","3078","307810"
"2","8900","3078","307811"
"1007","9450","3078","307812"
"1011","10200","3078","307813"
"1019","11050","3078","307814"
"1009","11850","3078","307815"
"17","1300","3079","307901"
"17","2100","3079","307902"
"1","2900","3079","307903"
"1003","3200","3079","307904"
"19","3850","3079","307905"
"5","4625","3079","307906"
"17","6100","3079","307907"
"1","6900","3079","307908"
"17","7700","3079","307909"
"1003","8000","3079","307910"
"19","8650","3079","307911"
"19","9450","3079","307912"
"1","10900","3079","307913"
"5","11025","3079","307914"
"17","12500","3079","307915"
"1","1450","3080","308001"
"17","2250","3080","308002"
"17","3100","3080","308003"
"5","3125","3080","308004"
"17","4650","3080","308005"
"17","5500","3080","308006"
"19","5600","3080","308007"
"19","6350","3080","308008"
"1","7800","3080","308009"
"1003","8150","3080","308010"
"5","8725","3080","308011"
"1003","9800","3080","308012"
"1","11000","3080","308013"
"19","11250","3080","308014"
"17","12600","3080","308015"
"1003","1000","3081","308101"
"19","1550","3081","308102"
"17","3000","3081","308103"
"1","3850","3081","308104"
"17","4700","3081","308105"
"1003","4900","3081","308106"
"17","6200","3081","308107"
"17","7050","3081","308108"
"17","7900","3081","308109"
"5","7925","3081","308110"
"5","8775","3081","308111"
"19","9600","3081","308112"
"1","11100","3081","308113"
"1","11850","3081","308114"
"19","12050","3081","308115"
"1006","800","3082","308201"
"6","1600","3082","308202"
"6","2400","3082","308203"
"1006","3200","3082","308204"
"1014","4000","3082","308205"
"2","5000","3082","308206"
"4","6075","3082","308207"
"4","6875","3082","308208"
"5","7025","3082","308209"
"5","7825","3082","308210"
"19","8650","3082","308211"
"14","9350","3082","308212"
"1008","10400","3082","308213"
"1006","11200","3082","308214"
"6","12000","3082","308215"
"6","600","3083","308301"
"1006","1450","3083","308302"
"6","2300","3083","308303"
"5","2825","3083","308304"
"4","4325","3083","308305"
"4","5175","3083","308306"
"1006","5400","3083","308307"
"6","6250","3083","308308"
"19","6850","3083","308309"
"1008","7800","3083","308310"
"5","8525","3083","308311"
"1006","9450","3083","308312"
"2","10400","3083","308313"
"14","10800","3083","308314"
"1014","11900","3083","308315"
"4","1125","3084","308401"
"1014","1400","3084","308402"
"1006","2250","3084","308403"
"6","3050","3084","308404"
"14","3650","3084","308405"
"5","4475","3084","308406"
"1006","5500","3084","308407"
"6","6300","3084","308408"
"5","6925","3084","308409"
"6","7900","3084","308410"
"19","8500","3084","308411"
"2","9700","3084","308412"
"4","10725","3084","308413"
"1008","11100","3084","308414"
"1006","11850","3084","308415"
"6","800","3085","308501"
"4","2075","3085","308502"
"4","2875","3085","308503"
"1013","3350","3085","308504"
"1020","4000","3085","308505"
"1003","4800","3085","308506"
"1010","5600","3085","308507"
"1010","6400","3085","308508"
"6","7200","3085","308509"
"14","7750","3085","308510"
"1013","8950","3085","308511"
"1013","9750","3085","308512"
"4","10875","3085","308513"
"6","11200","3085","308514"
"1013","12150","3085","308515"
"1010","950","3086","308601"
"6","1750","3086","308602"
"4","2975","3086","308603"
"1013","3450","3086","308604"
"4","4625","3086","308605"
"1020","4950","3086","308606"
"1013","5850","3086","308607"
"6","6500","3086","308608"
"1010","7300","3086","308609"
"1013","8250","3086","308610"
"4","9475","3086","308611"
"6","9800","3086","308612"
"1013","10700","3086","308613"
"14","11050","3086","308614"
"1003","12200","3086","308615"
"1013","1050","3087","308701"
"6","1700","3087","308702"
"4","3075","3087","308703"
"6","3400","3087","308704"
"1010","4100","3087","308705"
"6","5000","3087","308706"
"1013","5950","3087","308707"
"4","7075","3087","308708"
"4","7875","3087","308709"
"1010","8150","3087","308710"
"1013","9050","3087","308711"
"1013","9900","3087","308712"
"1003","10600","3087","308713"
"1020","11400","3087","308714"
"14","11900","3087","308715"
"1011","800","3088","308801"
"1004","1600","3088","308802"
"1011","2400","3088","308803"
"1004","3200","3088","308804"
"1007","4000","3088","308805"
"1011","4800","3088","308806"
"1013","5750","3088","308807"
"1013","6550","3088","308808"
"1019","7200","3088","308809"
"1019","8000","3088","308810"
"1013","8950","3088","308811"
"1007","9600","3088","308812"
"1006","10400","3088","308813"
"1012","11700","3088","308814"
"1011","12000","3088","308815"
"1004","700","3089","308901"
"1019","1450","3089","308902"
"1013","2450","3089","308903"
"1011","3000","3089","308904"
"1007","3800","3089","308905"
"1013","4850","3089","308906"
"1007","5450","3089","308907"
"1006","6200","3089","308908"
"1013","7250","3089","308909"
"1011","7800","3089","308910"
"1019","8600","3089","308911"
"1011","9400","3089","308912"
"1004","10200","3089","308913"
"1011","11050","3089","308914"
"1012","12400","3089","308915"
"1007","600","3090","309001"
"1007","1500","3090","309002"
"1019","2250","3090","309003"
"1011","3050","3090","309004"
"1013","4050","3090","309005"
"1012","5100","3090","309006"
"1013","5550","3090","309007"
"1004","6300","3090","309008"
"1013","7150","3090","309009"
"1004","7850","3090","309010"
"1011","8700","3090","309011"
"1011","9450","3090","309012"
"1011","10300","3090","309013"
"1019","11000","3090","309014"
"1006","11800","3090","309015"
"21001","1000","4001","400101"
"20001","2500","4001","400102"
"21003","3000","4001","400103"
"21004","4000","4001","400104"
"21003","5000","4001","400105"
"20001","6500","4001","400106"
"20003","7550","4001","400107"
"20001","8500","4001","400108"
"21003","1200","4002","400201"
"20001","2650","4002","400202"
"21001","3200","4002","400203"
"20001","4600","4002","400204"
"20003","5650","4002","400205"
"21003","6150","4002","400206"
"21004","7100","4002","400207"
"20001","8700","4002","400208"
"21003","1150","4003","400301"
"21001","2100","4003","400302"
"21004","3100","4003","400303"
"20003","4750","4003","400304"
"20001","5700","4003","400305"
"20001","6700","4003","400306"
"21003","7150","4003","400307"
"20001","8650","4003","400308"
"21003","1000","4004","400401"
"21001","2000","4004","400402"
"21012","3500","4004","400403"
"20001","4500","4004","400404"
"21012","5500","4004","400405"
"20009","6300","4004","400406"
"20009","7300","4004","400407"
"20009","8300","4004","400408"
"21012","1400","4005","400501"
"20009","2200","4005","400502"
"20009","3100","4005","400503"
"21003","3800","4005","400504"
"21012","5350","4005","400505"
"20001","6300","4005","400506"
"21001","6900","4005","400507"
"20009","8100","4005","400508"
"20001","1350","4006","400601"
"21003","1800","4006","400602"
"21012","3350","4006","400603"
"20009","4200","4006","400604"
"20009","5200","4006","400605"
"21012","6400","4006","400606"
"21001","6850","4006","400607"
"20009","8200","4006","400608"
"21002","1000","4007","400701"
"21003","2000","4007","400702"
"20003","3550","4007","400703"
"20003","4550","4007","400704"
"21004","5000","4007","400705"
"20015","6150","4007","400706"
"20015","7150","4007","400707"
"21004","8000","4007","400708"
"20015","1250","4008","400801"
"21003","2200","4008","400802"
"21004","3200","4008","400803"
"20003","4750","4008","400804"
"21002","5150","4008","400805"
"20003","6700","4008","400806"
"21004","7200","4008","400807"
"20015","8350","4008","400808"
"21002","1150","4009","400901"
"20015","2300","4009","400902"
"20015","3250","4009","400903"
"20003","4700","4009","400904"
"20003","5650","4009","400905"
"21004","6100","4009","400906"
"21004","7100","4009","400907"
"21003","8100","4009","400908"
"20015","1150","4010","401001"
"20015","2150","4010","401002"
"21012","3500","4010","401003"
"21012","4500","4010","401004"
"21012","5500","4010","401005"
"21004","6000","4010","401006"
"21002","7000","4010","401007"
"21004","8000","4010","401008"
"21004","900","4011","401101"
"21004","1850","4011","401102"
"21012","3400","4011","401103"
"21002","3800","4011","401104"
"21012","5400","4011","401105"
"21012","6300","4011","401106"
"20015","7050","4011","401107"
"20015","8050","4011","401108"
"21002","800","4012","401201"
"21004","1800","4012","401202"
"21012","3300","4012","401203"
"20015","4050","4012","401204"
"20015","5000","4012","401205"
"21004","5850","4012","401206"
"21012","7350","4012","401207"
"21012","8350","4012","401208"
"20001","1500","4013","401301"
"20001","2500","4013","401302"
"20009","3300","4013","401303"
"20003","4550","4013","401304"
"20009","5300","4013","401305"
"21003","6000","4013","401306"
"21001","7000","4013","401307"
"20015","8150","4013","401308"
"21003","1200","4014","401401"
"20009","2450","4014","401402"
"20015","3350","4014","401403"
"20003","4650","4014","401404"
"21001","5200","4014","401405"
"20001","6650","4014","401406"
"20009","7400","4014","401407"
"20001","8700","4014","401408"
"20001","1650","4015","401501"
"20015","2250","4015","401502"
"21001","3150","4015","401503"
"21003","4150","4015","401504"
"20001","5600","4015","401505"
"20009","6500","4015","401506"
"20003","7750","4015","401507"
"20009","8400","4015","401508"
"21001","1000","4016","401601"
"21001","2000","4016","401602"
"21003","3000","4016","401603"
"20015","4150","4016","401604"
"21003","5000","4016","401605"
"20001","6500","4016","401606"
"21003","7000","4016","401607"
"20001","8500","4016","401608"
"21003","900","4017","401701"
"21003","1800","4017","401702"
"21001","2800","4017","401703"
"21001","3800","4017","401704"
"20015","5000","4017","401705"
"20001","6400","4017","401706"
"20001","7400","4017","401707"
"21003","7850","4017","401708"
"21003","800","4018","401801"
"21001","1850","4018","401802"
"21003","2900","4018","401803"
"21003","3850","4018","401804"
"20015","5050","4018","401805"
"20001","6350","4018","401806"
"20001","7350","4018","401807"
"21001","7900","4018","401808"
"20001","1500","4019","401901"
"20001","2500","4019","401902"
"20001","3500","4019","401903"
"21003","4000","4019","401904"
"21003","5000","4019","401905"
"21002","6000","4019","401906"
"20015","7150","4019","401907"
"20003","8550","4019","401908"
"21004","9000","4019","401909"
"21004","1100","4020","402001"
"21003","2150","4020","402002"
"20015","3300","4020","402003"
"20001","4600","4020","402004"
"20003","5750","4020","402005"
"20001","6650","4020","402006"
"21003","7200","4020","402007"
"20001","8650","4020","402008"
"21002","9100","4020","402009"
"20015","1300","4021","402101"
"21003","2100","4021","402102"
"20001","3700","4021","402103"
"21004","4200","4021","402104"
"21002","5150","4021","402105"
"20003","6750","4021","402106"
"20001","7650","4021","402107"
"21003","8100","4021","402108"
"20001","9650","4021","402109"
"20001","1500","4022","402201"
"20009","2300","4022","402202"
"20001","3500","4022","402203"
"20003","4550","4022","402204"
"20003","5550","4022","402205"
"20003","6550","4022","402206"
"21012","7500","4022","402207"
"21012","8500","4022","402208"
"21004","9000","4022","402209"
"21012","1400","4023","402301"
"20003","2450","4023","402302"
"21012","3300","4023","402303"
"20001","4350","4023","402304"
"20003","5450","4023","402305"
"20001","6300","4023","402306"
"20009","7150","4023","402307"
"21004","7850","4023","402308"
"20003","9400","4023","402309"
"20009","1150","4024","402401"
"21004","1850","4024","402402"
"20003","3400","4024","402403"
"20001","4400","4024","402404"
"21012","5350","4024","402405"
"21012","6400","4024","402406"
"20003","7350","4024","402407"
"20003","8350","4024","402408"
"20001","9300","4024","402409"
"21003","1000","4025","402501"
"21003","2000","4025","402502"
"21003","3000","4025","402503"
"20015","4150","4025","402504"
"20001","5500","4025","402505"
"20009","6300","4025","402506"
"20003","7550","4025","402507"
"20001","8500","4025","402508"
"21002","9000","4025","402509"
"21003","1150","4026","402601"
"20001","2600","4026","402602"
"20001","3600","4026","402603"
"20003","4650","4026","402604"
"20009","5500","4026","402605"
"20015","6350","4026","402606"
"21003","7100","4026","402607"
"21003","8150","4026","402608"
"21002","9150","4026","402609"
"21003","1100","4027","402701"
"21002","2150","4027","402702"
"20015","3300","4027","402703"
"21003","4200","4027","402704"
"20001","5650","4027","402705"
"21003","6100","4027","402706"
"20001","7700","4027","402707"
"20003","8750","4027","402708"
"20009","9500","4027","402709"
"20001","1500","4028","402801"
"20003","2550","4028","402802"
"20009","3300","4028","402803"
"21003","4000","4028","402804"
"21004","5000","4028","402805"
"21003","6000","4028","402806"
"20015","7150","4028","402807"
"20015","8150","4028","402808"
"20015","9150","4028","402809"
"21003","900","4029","402901"
"21003","1800","4029","402902"
"20003","3450","4029","402903"
"20015","4050","4029","402904"
"21004","4900","4029","402905"
"20015","5950","4029","402906"
"20015","7050","4029","402907"
"20001","8350","4029","402908"
"20009","9200","4029","402909"
"21004","850","4030","403001"
"20015","2050","4030","403002"
"20001","3300","4030","403003"
"21003","3800","4030","403004"
"20003","5350","4030","403005"
"20015","6000","4030","403006"
"21003","6800","4030","403007"
"20009","8100","4030","403008"
"20015","8950","4030","403009"
"10001","1400","5001","500101"
"10001","2300","5001","500102"
"10003","3250","5001","500103"
"10004","4075","5001","500104"
"10004","4975","5001","500105"
"10005","5225","5001","500106"
"11012","6800","5001","500107"
"11012","7700","5001","500108"
"11012","8600","5001","500109"
"10003","1650","5002","500201"
"11012","2500","5002","500202"
"10001","3300","5002","500203"
"11012","4200","5002","500204"
"11012","5200","5002","500205"
"10001","6100","5002","500206"
"10004","6975","5002","500207"
"10005","7175","5002","500208"
"10004","8775","5002","500209"
"10004","1475","5003","500301"
"11012","2450","5003","500302"
"10003","3450","5003","500303"
"10004","4275","5003","500304"
"11012","5100","5003","500305"
"11012","6000","5003","500306"
"10005","6225","5003","500307"
"10001","7900","5003","500308"
"10001","8750","5003","500309"
"11002","900","5004","500401"
"10013","1800","5004","500402"
"10013","2700","5004","500403"
"10009","3900","5004","500404"
"11004","4500","5004","500405"
"10009","5700","5004","500406"
"10004","6775","5004","500407"
"10004","7675","5004","500408"
"10004","8575","5004","500409"
"10013","700","5005","500501"
"10013","1600","5005","500502"
"11002","2500","5005","500503"
"11004","3500","5005","500504"
"10004","4775","5005","500505"
"10009","5600","5005","500506"
"10004","6575","5005","500507"
"10004","7525","5005","500508"
"10009","8200","5005","500509"
"10013","800","5006","500601"
"10004","2175","5006","500602"
"10013","2600","5006","500603"
"11002","3400","5006","500604"
"11004","4400","5006","500605"
"10004","5675","5006","500606"
"10004","6675","5006","500607"
"10009","7300","5006","500608"
"10009","8300","5006","500609"
"11003","900","5007","500701"
"10015","1950","5007","500702"
"11003","2700","5007","500703"
"10004","4075","5007","500704"
"10010","4575","5007","500705"
"10004","5875","5007","500706"
"11003","6300","5007","500707"
"10004","7675","5007","500708"
"10010","8175","5007","500709"
"10004","1575","5008","500801"
"10015","2100","5008","500802"
"10004","3275","5008","500803"
"10010","3875","5008","500804"
"10004","5175","5008","500805"
"11003","5600","5008","500806"
"11003","6450","5008","500807"
"11003","7300","5008","500808"
"10010","8325","5008","500809"
"10015","1150","5009","500901"
"10010","1975","5009","500902"
"11003","2850","5009","500903"
"11003","3700","5009","500904"
"10004","5075","5009","500905"
"11003","5550","5009","500906"
"10004","6975","5009","500907"
"10004","7825","5009","500908"
"10010","8275","5009","500909"
"11002","900","5010","501001"
"11004","1800","5010","501002"
"11004","2700","5010","501003"
"10002","3800","5010","501004"
"10001","5000","5010","501005"
"10001","5900","5010","501006"
"10007","6300","5010","501007"
"10004","7675","5010","501008"
"10003","8650","5010","501009"
"10007","800","5011","501101"
"10003","2150","5011","501102"
"10001","3050","5011","501103"
"10004","3875","5011","501104"
"10002","4500","5011","501105"
"11002","5200","5011","501106"
"11004","6150","5011","501107"
"11004","7000","5011","501108"
"10001","8500","5011","501109"
"10007","750","5012","501201"
"11002","1650","5012","501202"
"10003","3050","5012","501203"
"11004","3450","5012","501204"
"10001","4850","5012","501205"
"11004","5300","5012","501206"
"10004","6675","5012","501207"
"10002","7300","5012","501208"
"10001","8400","5012","501209"
"10015","1050","5013","501301"
"10015","1950","5013","501302"
"10005","2525","5013","501303"
"10004","4075","5013","501304"
"10007","4500","5013","501305"
"10004","5875","5013","501306"
"10003","6850","5013","501307"
"10013","7200","5013","501308"
"10009","8400","5013","501309"
"10015","1250","5014","501401"
"10013","1950","5014","501402"
"10015","3050","5014","501403"
"10004","4275","5014","501404"
"10007","4600","5014","501405"
"10004","6075","5014","501406"
"10003","6950","5014","501407"
"10009","7650","5014","501408"
"10005","8075","5014","501409"
"10005","825","5015","501501"
"10013","1900","5015","501502"
"10004","3275","5015","501503"
"10007","3700","5015","501504"
"10015","4800","5015","501505"
"10015","5650","5015","501506"
"10009","6800","5015","501507"
"10004","7775","5015","501508"
"10003","8750","5015","501509"
"10003","1450","5016","501601"
"11012","2300","5016","501602"
"10003","3250","5016","501603"
"10001","4100","5016","501604"
"11004","4500","5016","501605"
"10001","5900","5016","501606"
"10013","6300","5016","501607"
"11012","7700","5016","501608"
"11012","8600","5016","501609"
"11012","1300","5017","501701"
"10001","2200","5017","501702"
"11012","3100","5017","501703"
"10003","4000","5017","501704"
"10013","4300","5017","501705"
"10001","5700","5017","501706"
"11012","6650","5017","501707"
"10003","7550","5017","501708"
"11004","7900","5017","501709"
"11012","1200","5018","501801"
"10001","2100","5018","501802"
"10013","2550","5018","501803"
"11004","3500","5018","501804"
"10003","4900","5018","501805"
"11012","5800","5018","501806"
"10001","6600","5018","501807"
"10003","7600","5018","501808"
"11012","8500","5018","501809"
"11012","1400","5019","501901"
"11012","2300","5019","501902"
"10010","2775","5019","501903"
"11012","4100","5019","501904"
"11012","5000","5019","501905"
"10009","5700","5019","501906"
"11012","6800","5019","501907"
"11012","7700","5019","501908"
"10015","8250","5019","501909"
"10015","1150","5020","502001"
"11012","2500","5020","502002"
"11012","3350","5020","502003"
"11012","4200","5020","502004"
"11012","5100","5020","502005"
"11012","6100","5020","502006"
"10009","6800","5020","502007"
"10010","7375","5020","502008"
"11012","8700","5020","502009"
"11012","1550","5021","502101"
"11012","2450","5021","502102"
"11012","3400","5021","502103"
"11012","4250","5021","502104"
"10010","4775","5021","502105"
"11012","6050","5021","502106"
"10015","6550","5021","502107"
"11012","7900","5021","502108"
"10009","8550","5021","502109"
"10007","900","5022","502201"
"10005","1625","5022","502202"
"10007","2700","5022","502203"
"10004","4075","5022","502204"
"10002","4700","5022","502205"
"10004","5875","5022","502206"
"10003","6850","5022","502207"
