a8869bec889b5ca2e478913bcff70eafd458b33e6453fa8886ed4381dfce5e59,d81ec813cfe10cdc377517962dc5461310952da01693c8000f24a30ffec4d11d,b2ffbe836bd3f83a6891f9f424786bf3a58f5e5089ac80a49e07ab133ecdf06f,c2aea8f7abbef2380c43002a7bcf96169ff92f89fe617d9ad5153a70320f465b,717b5fccfc87c54e8c2c6755ab40f7e2484495b8a73493360673e368eaa08792,d67f4e9366ebd515f1691461bdd3059456e9b3edf1d050bdc2718a46a91c97da,56a5f688f16516acb859ab5e20506475e891dbd079a62520bd207a42dccb3d51,c61e735e6de97412b6e376bdf81a508abb7a7a2b9fcbdce79ab8db688f80443a,733454fdeba4a2ec07c9a13540504b8e3d238611450ba866e43385cad6af3bc0,fe5a74418027d23f325c7ddb88007e672332c61ffd5e9da169d90e82ae82b8e9,3f0ce621912058dacadebf428b9ef1f6c28dffab2bc7225424986fc2c322af44,ad49e09715393ab8337f12ad248ce7995bec290410e3ebf8a52028e2d0dd1bb6
"0","0","14","24","0","41","1","0","1.189","60","0","1240060"
"0","1","0","24","1.189","0","4","0","0","61","0","1240061"
"0","0","14","24","0","78","1","0","0.235","62","41","1240062"
"0","1","0","24","0.235","0","4","0","0","63","0","1240063"
"0","0","14","24","0","192","1","0","1.729","64","78","1240064"
"0","1","0","24","3.529","0","4","0","0","65","0","1240065"
"0","3","0","25","1","0","4","0","0","1","0","1250001"
"vo_nyx_0701","0","0","25","0","0","2","vo_nyx","0","2","0","1250002"
"0","0","1","25","0","225","1","0","2.62","3","0","1250003"
"0","1","0","25","3.07","0","4","0","0","4","0","1250004"
"vo_nyx_0702","0","0","25","0","0","2","vo_nyx","0","5","0","1250005"
"0","0","1","25","0","385","1","0","1.252","6","225","1250006"
"0","1","0","25","1.252","0","4","0","0","7","0","1250007"
"0","0","2","25","0","55","1","0","0.322","8","0","1250008"
"0","1","0","25","0.577","0","4","0","0","9","0","1250009"
"0","0","2","25","0","345","1","0","2.127","10","55","1250010"
"0","1","0","25","2.985","0","4","0","0","11","0","1250011"
"vo_nyx_0703","0","0","25","0","0","2","vo_nyx","0","12","0","1250012"
"0","0","3","25","0","380","1","0","2.972","13","0","1250013"
"0","1","0","25","3.55","0","4","0","0","14","0","1250014"
"0","0","4","25","0","323","1","0","3.003","15","0","1250015"
"0","1","0","25","3.672","0","4","0","0","16","0","1250016"
"vo_nyx_0704","0","0","25","0","0","2","vo_nyx","0","17","0","1250017"
"0","0","5","25","0","248","1","0","2.06","18","0","1250018"
"0","1","0","25","2.34","0","4","0","0","19","0","1250019"
"0","0","5","25","0","400","1","0","1.44","20","248","1250020"
"0","1","0","25","2.486","0","4","0","0","21","0","1250021"
"vo_nyx_0705","0","0","25","0","0","2","vo_nyx","0","22","0","1250022"
"0","0","6","25","0","92","1","0","0.766","23","0","1250023"
"0","1","0","25","1.136","0","4","0","0","24","0","1250024"
"0","0","6","25","0","320","1","0","2.067","25","92","1250025"
"0","1","0","25","2.735","0","4","0","0","26","0","1250026"
"vo_nyx_0706","0","0","25","0","0","2","vo_nyx","0","27","0","1250027"
"0","0","7","25","0","375","1","0","3.027","28","0","1250028"
"0","1","0","25","3.027","0","4","0","0","29","0","1250029"
"0","0","8","25","0","93","1","0","0.808","30","0","1250030"
"0","1","0","25","1.288","0","4","0","0","31","0","1250031"
"0","0","8","25","0","385","1","0","1.8","32","93","1250032"
"0","1","0","25","2.043","0","4","0","0","33","0","1250033"
"0","0","9","25","0","190","1","0","1.75","34","0","1250034"
"0","1","0","25","2.547","0","4","0","0","35","0","1250035"
"0","3","0","25","2","0","4","0","0","36","0","1250036"
"vo_nyx_0707","0","0","25","0","0","2","vo_nyx","0","37","0","1250037"
"0","0","10","25","0","326","1","0","2.997","38","0","1250038"
"0","1","0","25","3.809","0","4","0","0","39","0","1250039"
"vo_nyx_0708","0","0","25","0","0","2","vo_nyx","0","40","0","1250040"
"0","0","11","25","0","233","1","0","1.538","41","0","1250041"
"0","1","0","25","1.671","0","4","0","0","42","0","1250042"
"0","0","11","25","0","352","1","0","0.893","43","233","1250043"
"0","1","0","25","1.738","0","4","0","0","44","0","1250044"
"0","3","0","25","3","0","4","0","0","45","0","1250045"
"vo_nyx_0709","0","0","25","0","0","2","vo_nyx","0","46","0","1250046"
"0","0","12","25","0","72","1","0","1.427","47","0","1250047"
"0","1","0","25","1.895","0","4","0","0","48","0","1250048"
"0","0","12","25","0","272","1","0","1.653","49","72","1250049"
"0","1","0","25","1.732","0","4","0","0","50","0","1250050"
"0","0","12","25","0","373","1","0","0.686","51","272","1250051"
"0","1","0","25","0.686","0","4","0","0","52","0","1250052"
"0","0","13","25","0","90","1","0","0.693","53","0","1250053"
"0","1","0","25","1.063","0","4","0","0","54","0","1250054"
"0","0","13","25","0","230","1","0","1.258","55","90","1250055"
"0","1","0","25","1.915","0","4","0","0","56","0","1250056"
"0","0","13","25","0","388","1","0","1.222","57","230","1250057"
"0","1","0","25","2.085","0","4","0","0","58","0","1250058"
"vo_nyx_0710","0","0","25","0","0","2","vo_nyx","0","59","0","1250059"
"0","0","14","25","0","185","1","0","2.18","60","0","1250060"
"0","1","0","25","3.98","0","4","0","0","61","0","1250061"
"0","3","0","26","1","0","4","0","0","1","0","1260001"
"vo_nyx_0801","0","0","26","0","0","2","vo_nyx","0","2","0","1260002"
"0","0","1","26","0","70","1","0","0.65","3","0","1260003"
"0","1","0","26","1.4","0","4","0","0","4","0","1260004"
"0","0","1","26","0","158","1","0","1.119","5","70","1260005"
"0","1","0","26","1.816","0","4","0","0","6","0","1260006"
"0","0","1","26","0","332","1","0","1.557","7","158","1260007"
"0","1","0","26","2.665","0","4","0","0","8","0","1260008"
"vo_nyx_0802","0","0","26","0","0","2","vo_nyx","0","9","0","1260009"
"0","0","2","26","0","143","1","0","0.776","10","70","1260010"
"0","1","0","26","1.608","0","4","0","0","11","0","1260011"
"0","0","2","26","0","282","1","0","1.562","12","143","1260012"
"0","1","0","26","2.562","0","4","0","0","13","0","1260013"
"0","3","0","26","2","0","4","0","0","14","0","1260014"
"vo_nyx_0803","0","0","26","0","0","2","vo_nyx","0","15","0","1260015"
"0","0","3","26","0","68","1","0","0.65","16","0","1260016"
"0","1","0","26","1.4","0","4","0","0","17","0","1260017"
"0","0","3","26","0","222","1","0","2.205","18","68","1260018"
"0","1","0","26","2.779","0","4","0","0","19","0","1260019"
"vo_nyx_0804","0","0","26","0","0","2","vo_nyx","0","20","0","1260020"
"0","0","3","26","0","260","1","0","0.393","21","222","1260021"
"0","1","0","26","0.987","0","4","0","0","22","0","1260022"
"0","0","3","26","0","370","1","0","0.843","23","260","1260023"
"0","1","0","26","0.843","0","4","0","0","24","0","1260024"
"0","0","4","26","0","215","1","0","1.481","25","68","1260025"
"0","1","0","26","2.481","0","4","0","0","26","0","1260026"
"0","3","0","26","3","0","4","0","0","27","0","1260027"
"vo_nyx_0805","0","0","26","0","0","2","vo_nyx","0","28","0","1260028"
"0","0","5","26","0","70","1","0","0.65","29","0","1260029"
"0","1","0","26","1.4","0","4","0","0","30","0","1260030"
"0","0","5","26","0","270","1","0","1.879","31","70","1260031"
"0","1","0","26","2.917","0","4","0","0","32","0","1260032"
"0","0","6","26","0","342","1","0","2.759","33","70","1260033"
"0","1","0","26","3.645","0","4","0","0","34","0","1260034"
"0","0","6","26","0","395","1","0","0.487","35","342","1260035"
"0","1","0","26","1.487","0","4","0","0","36","0","1260036"
"0","3","0","26","4","0","4","0","0","37","0","1260037"
"vo_nyx_0806","0","0","26","0","0","2","vo_nyx","0","38","0","1260038"
"0","0","7","26","0","70","1","0","0.65","39","0","1260039"
"0","1","0","26","1.4","0","4","0","0","40","0","1260040"
"0","0","7","26","0","136","1","0","1.003","41","70","1260041"
"0","1","0","26","1.452","0","4","0","0","42","0","1260042"
"0","0","7","26","0","387","1","0","2.373","43","136","1260043"
"0","1","0","26","2.6","0","4","0","0","44","0","1260044"
"0","0","8","26","0","180","1","0","1.23","45","70","1260045"
"0","1","0","26","2.23","0","4","0","0","46","0","1260046"
"0","3","0","26","1","0","4","0","0","47","0","1260047"
"vo_nyx_0807","0","0","26","0","0","2","vo_nyx","0","48","0","1260048"
"0","0","9","26","0","68","1","0","0.65","49","0","1260049"
"0","1","0","26","1.4","0","4","0","0","50","0","1260050"
"0","0","9","26","0","350","1","0","2.24","51","68","1260051"
"0","1","0","26","2.74","0","4","0","0","52","0","1260052"
"0","0","10","26","0","165","1","0","1.252","53","70","1260053"
"0","1","0","26","1.742","0","4","0","0","54","0","1260054"
"0","0","10","26","0","380","1","0","2.352","55","165","1260055"
"0","1","0","26","2.779","0","4","0","0","56","0","1260056"
"0","0","11","26","0","310","1","0","2.013","57","70","1260057"
"0","1","0","26","3.047","0","4","0","0","58","0","1260058"
"vo_nyx_0808","0","0","26","0","0","2","vo_nyx","0","59","0","1260059"
"0","0","12","26","0","184","1","0","1.401","60","70","1260060"
"0","1","0","26","1.984","0","4","0","0","61","0","1260061"
"0","0","12","26","0","390","1","0","2.073","62","184","1260062"
"0","1","0","26","2.372","0","4","0","0","63","0","1260063"
"0","0","13","26","0","240","1","0","1.4","64","70","1260064"
"0","1","0","26","2.2","0","4","0","0","65","0","1260065"
"0","3","0","26","4","0","4","0","0","66","0","1260066"
"vo_nyx_0809","0","0","26","0","0","2","vo_nyx","0","67","0","1260067"
"0","0","14","26","0","68","1","0","0.65","68","0","1260068"
"0","1","0","26","1.4","0","4","0","0","69","0","1260069"
"0","0","14","26","0","260","1","0","1.52","70","68","1260070"
"0","1","0","26","2.5","0","4","0","0","71","0","1260071"
"vo_nyx_0810","0","0","26","0","0","2","vo_nyx","0","72","0","1260072"
"0","0","15","26","0","280","1","0","2.7","73","70","1260073"
"0","1","0","26","4.5","0","4","0","0","74","0","1260074"
"0","3","0","32","1","0","4","0","0","1","0","1320001"
"vo_nyx_0901","0","0","32","0","0","2","vo_nyx","0","2","0","1320002"
"0","0","1","32","0","286","1","0","3.31","3","0","1320003"
"0","1","0","32","3.909","0","4","0","0","4","0","1320004"
"0","0","1","32","0","358","1","0","0.836","5","286","1320005"
"0","1","0","32","1.457","0","4","0","0","6","0","1320006"
"0","0","1","32","0","395","1","0","0.533","7","358","1320007"
"0","1","0","32","0.533","0","4","0","0","8","0","1320008"
"0","0","2","32","0","124","1","0","1.392","9","0","1320009"
"0","1","0","32","1.99","0","4","0","0","10","0","1320010"
"0","0","2","32","0","395","1","0","3.058","11","124","1320011"
"0","1","0","32","3.058","0","4","0","0","12","0","1320012"
"0","0","3","32","0","55","1","0","0.338","13","0","1320013"
"0","1","0","32","1.471","0","4","0","0","14","0","1320014"
"vo_nyx_0902","0","0","32","0","0","2","vo_nyx","0","15","0","1320015"
"0","0","3","32","0","301","1","0","2.683","16","55","1320016"
"0","1","0","32","3.31","0","4","0","0","17","0","1320017"
"0","0","3","32","0","375","1","0","0.944","18","301","1320018"
"0","1","0","32","0.944","0","4","0","0","19","0","1320019"
"0","0","4","32","0","160","1","0","1.745","20","0","1320020"
"0","1","0","32","2.481","0","4","0","0","21","0","1320021"
"0","0","4","32","0","306","1","0","1.399","22","160","1320022"
"0","1","0","32","2.87","0","4","0","0","23","0","1320023"
"0","3","0","32","2","0","4","0","0","24","0","1320024"
"vo_nyx_0903","0","0","32","0","0","2","vo_nyx","0","25","0","1320025"
"0","0","5","32","0","122","1","0","1.276","26","0","1320026"
"0","1","0","32","2.005","0","4","0","0","27","0","1320027"
"0","0","5","32","0","211","1","0","1.038","28","122","1320028"
"0","1","0","32","1.608","0","4","0","0","29","0","1320029"
"0","0","5","32","0","280","1","0","1.038","30","211","1320030"
"0","1","0","32","1.11","0","4","0","0","31","0","1320031"
"0","0","6","32","0","202","1","0","2.055","32","0","1320032"
"0","1","0","32","2.844","0","4","0","0","33","0","1320033"
"0","0","6","32","0","389","1","0","1.871","34","202","1320034"
"0","1","0","32","2.397","0","4","0","0","35","0","1320035"
"0","0","7","32","0","182","1","0","1.589","36","0","1320036"
"0","1","0","32","2.196","0","4","0","0","37","0","1320037"
"0","0","7","32","0","395","1","0","2.445","38","182","1320038"
"0","1","0","32","2.445","0","4","0","0","39","0","1320039"
"0","0","8","32","0","180","1","0","1.372","40","0","1320040"
"0","1","0","32","2.657","0","4","0","0","41","0","1320041"
"0","3","0","32","3","0","4","0","0","42","0","1320042"
"vo_nyx_0904","0","0","32","0","0","2","vo_nyx","0","43","0","1320043"
"0","0","8","32","0","390","1","0","2.066","44","180","1320044"
"0","1","0","32","2.066","0","4","0","0","45","0","1320045"
"0","0","9","32","0","83","1","0","0.916","46","0","1320046"
"0","1","0","32","1.42","0","4","0","0","47","0","1320047"
"0","0","9","32","0","162","1","0","0.71","48","83","1320048"
"0","1","0","32","1.561","0","4","0","0","49","0","1320049"
"0","0","9","32","0","385","1","0","2.191","50","162","1320050"
"0","1","0","32","2.191","0","4","0","0","51","0","1320051"
"0","0","10","32","0","130","1","0","1.377","52","0","1320052"
"0","1","0","32","1.833","0","4","0","0","53","0","1320053"
"0","0","10","32","0","390","1","0","2.749","54","130","1320054"
"0","1","0","32","2.749","0","4","0","0","55","0","1320055"
"0","0","11","32","0","85","1","0","0.753","56","0","1320056"
"0","1","0","32","2.093","0","4","0","0","57","0","1320057"
"vo_nyx_0905","0","0","32","0","0","2","vo_nyx","0","58","0","1320058"
"0","0","11","32","0","205","1","0","1.534","59","85","1320059"
"0","1","0","32","2.185","0","4","0","0","60","0","1320060"
"0","0","11","32","0","311","1","0","1.269","61","205","1320061"
"0","1","0","32","1.86","0","4","0","0","62","0","1320062"
"0","0","11","32","0","400","1","0","0.74","63","311","1320063"
"0","1","0","32","0.74","0","4","0","0","64","0","1320064"
"0","0","12","32","0","149","1","0","1.911","65","0","1320065"
"0","1","0","32","2.508","0","4","0","0","66","0","1320066"
"0","0","12","32","0","380","1","0","2.445","67","149","1320067"
"0","1","0","32","3.145","0","4","0","0","68","0","1320068"
"vo_nyx_0906","0","0","32","0","0","2","vo_nyx","0","69","0","1320069"
"0","0","13","32","0","116","1","0","0.992","70","0","1320070"
"0","1","0","32","2.792","0","4","0","0","71","0","1320071"
"0","3","0","33","1","0","4","0","0","1","0","1330001"
"vo_nyx_1001","0","0","33","0","0","2","vo_nyx","0","2","0","1330002"
"0","0","1","33","0","98","1","0","1.326","3","0","1330003"
"0","1","0","33","1.649","0","4","0","0","4","0","1330004"
"0","0","1","33","0","271","1","0","2.01","5","98","1330005"
"0","1","0","33","2.529","0","4","0","0","6","0","1330006"
"0","0","1","33","0","395","1","0","1.404","7","271","1330007"
"0","1","0","33","1.459","0","4","0","0","8","0","1330008"
"0","0","2","33","0","55","1","0","0.468","9","0","1330009"
"0","1","0","33","1.704","0","4","0","0","10","0","1330010"
"vo_nyx_1002","0","0","33","0","0","2","vo_nyx","0","11","0","1330011"
"0","0","2","33","0","183","1","0","1.337","12","55","1330012"
"0","1","0","33","1.337","0","4","0","0","13","0","1330013"
"0","0","2","33","0","380","1","0","2.128","14","183","1330014"
"0","1","0","33","3.666","0","4","0","0","15","0","1330015"
"vo_nyx_1003","0","0","33","0","0","2","vo_nyx","0","16","0","1330016"
"0","0","3","33","0","190","1","0","1.938","17","0","1330017"
"0","1","0","33","2.451","0","4","0","0","18","0","1330018"
"0","0","3","33","0","330","1","0","1.303","19","190","1330019"
"0","1","0","33","2.273","0","4","0","0","20","0","1330020"
"vo_nyx_1004","0","0","33","0","0","2","vo_nyx","0","21","0","1330021"
"0","0","4","33","0","113","1","0","1.136","22","0","1330022"
"0","1","0","33","1.905","0","4","0","0","23","0","1330023"
"0","0","4","33","0","211","1","0","1.136","24","113","1330024"
"0","1","0","33","1.905","0","4","0","0","25","0","1330025"
"0","0","4","33","0","395","1","0","2.016","26","211","1330026"
"0","1","0","33","3.118","0","4","0","0","27","0","1330027"
"vo_nyx_1005","0","0","33","0","0","2","vo_nyx","0","28","0","1330028"
"0","0","5","33","0","128","1","0","1.227","29","0","1330029"
"0","1","0","33","2.174","0","4","0","0","30","0","1330030"
"vo_nyx_1006","0","0","33","0","0","2","vo_nyx","0","31","0","1330031"
"0","0","5","33","0","395","1","0","3.075","32","128","1330032"
"0","1","0","33","3.81","0","4","0","0","33","0","1330033"
"0","0","6","33","0","128","1","0","1.281","34","0","1330034"
"0","1","0","33","2.507","0","4","0","0","35","0","1330035"
"vo_nyx_1007","0","0","33","0","0","2","vo_nyx","0","36","0","1330036"
"0","0","6","33","0","252","1","0","1.17","37","128","1330037"
"0","1","0","33","2.039","0","4","0","0","38","0","1330038"
"vo_nyx_1008","0","0","33","0","0","2","vo_nyx","0","39","0","1330039"
"0","0","6","33","0","350","1","0","0.757","40","252","1330040"
"0","1","0","33","2.139","0","4","0","0","41","0","1330041"
"0","3","0","33","2","0","4","0","0","42","0","1330042"
"vo_nyx_1009","0","0","33","0","0","2","vo_nyx","0","43","0","1330043"
"0","0","7","33","0","110","1","0","1.348","44","0","1330044"
"0","1","0","33","2.852","0","4","0","0","45","0","1330045"
"vo_nyx_1010","0","0","33","0","0","2","vo_nyx","0","46","0","1330046"
"0","0","8","33","0","60","1","0","0.702","47","0","1330047"
"0","1","0","33","0.702","0","4","0","0","48","0","1330048"
"0","0","8","33","0","205","1","0","1.604","49","60","1330049"
"0","1","0","33","2.844","0","4","0","0","50","0","1330050"
"vo_nyx_1011","0","0","33","0","0","2","vo_nyx","0","51","0","1330051"
"0","0","8","33","0","395","1","0","2.016","52","205","1330052"
"0","1","0","33","2.707","0","4","0","0","53","0","1330053"
"0","0","9","33","0","206","1","0","2.128","54","0","1330054"
"0","1","0","33","3.32","0","4","0","0","55","0","1330055"
"vo_nyx_1012","0","0","33","0","0","2","vo_nyx","0","56","0","1330056"
"0","0","9","33","0","390","1","0","2.38","57","206","1330057"
"0","1","0","33","3.338","0","4","0","0","58","0","1330058"
"0","3","0","33","3","0","4","0","0","59","0","1330059"
"vo_nyx_1013","0","0","33","0","0","2","vo_nyx","0","60","0","1330060"
"0","0","10","33","0","133","1","0","1.337","61","0","1330061"
"0","1","0","33","1.883","0","4","0","0","62","0","1330062"
"0","0","10","33","0","330","1","0","1.95","63","133","1330063"
"0","1","0","33","3.243","0","4","0","0","64","0","1330064"
"vo_nyx_1014","0","0","33","0","0","2","vo_nyx","0","65","0","1330065"
"0","0","10","33","0","392","1","0","0.724","66","330","1330066"
"0","1","0","33","0.724","0","4","0","0","67","0","1330067"
"0","0","11","33","0","73","1","0","0.824","68","0","1330068"
"0","1","0","33","1.392","0","4","0","0","69","0","1330069"
"0","0","11","33","0","360","1","0","3.319","70","73","1330070"
"0","1","0","33","4.265","0","4","0","0","71","0","1330071"
"vo_nyx_1015","0","0","33","0","0","2","vo_nyx","0","72","0","1330072"
"0","0","12","33","0","235","1","0","2.306","73","0","1330073"
"0","1","0","33","3.198","0","4","0","0","74","0","1330074"
"0","3","0","33","4","0","4","0","0","75","0","1330075"
"vo_nyx_1016","0","0","33","0","0","2","vo_nyx","0","76","0","1330076"
"0","0","13","33","0","142","1","0","1.713","77","0","1330077"
"0","1","0","33","2.607","0","4","0","0","78","0","1330078"
"0","0","13","33","0","308","1","0","1.66","79","142","1330079"
"0","1","0","33","3.16","0","4","0","0","80","0","1330080"
"0","3","0","34","1","0","4","0","0","1","0","1340001"
"vo_nyx_1501","0","0","34","0","0","2","vo_nyx","0","2","0","1340002"
"0","0","1","34","0","45","1","0","0.64","3","0","1340003"
"0","1","0","34","1.223","0","4","0","0","4","0","1340004"
"0","0","1","34","0","160","1","0","0.878","5","45","1340005"
"0","1","0","34","1.635","0","4","0","0","6","0","1340006"
"vo_nyx_1502","0","0","34","0","0","2","vo_nyx","0","7","0","1340007"
"0","0","1","34","0","280","1","0","1.01","8","160","1340008"
"0","1","0","34","2.02","0","4","0","0","9","0","1340009"
"vo_nyx_1503","0","0","34","0","0","2","vo_nyx","0","10","0","1340010"
"0","0","2","34","0","375","1","0","4.04","11","0","1340011"
"0","1","0","34","4.731","0","4","0","0","12","0","1340012"
"0","0","3","34","0","310","1","0","2.766","13","0","1340013"
"0","1","0","34","3.699","0","4","0","0","14","0","1340014"
"vo_nyx_1504","0","0","34","0","0","2","vo_nyx","0","15","0","1340015"
"0","0","4","34","0","225","1","0","2.338","16","0","1340016"
"0","1","0","34","3.085","0","4","0","0","17","0","1340017"
"vo_nyx_1505","0","0","34","0","0","2","vo_nyx","0","18","0","1340018"
"0","0","4","34","0","340","1","0","0.911","19","225","1340019"
"0","1","0","34","2.338","0","4","0","0","20","0","1340020"
"vo_nyx_1506","0","0","34","0","0","2","vo_nyx","0","21","0","1340021"
"0","0","5","34","0","173","1","0","1.789","22","0","1340022"
"0","1","0","34","2.096","0","4","0","0","23","0","1340023"
"0","0","5","34","0","370","1","0","1.992","24","173","1340024"
"0","1","0","34","3.002","0","4","0","0","25","0","1340025"
"vo_nyx_1507","0","0","34","0","0","2","vo_nyx","0","26","0","1340026"
"0","0","6","34","0","110","1","0","1.179","27","0","1340027"
"0","1","0","34","1.679","0","4","0","0","28","0","1340028"
"0","0","6","34","0","225","1","0","1.438","29","110","1340029"
"0","1","0","34","2.096","0","4","0","0","30","0","1340030"
"vo_nyx_1508","0","0","34","0","0","2","vo_nyx","0","31","0","1340031"
"0","0","6","34","0","395","1","0","1.679","32","225","1340032"
"0","1","0","34","1.679","0","4","0","0","33","0","1340033"
"0","0","7","34","0","90","1","0","1.032","34","0","1340034"
"0","1","0","34","1.833","0","4","0","0","35","0","1340035"
"vo_nyx_1509","0","0","34","0","0","2","vo_nyx","0","36","0","1340036"
"0","0","7","34","0","356","1","0","2.788","37","90","1340037"
"0","1","0","34","3.765","0","4","0","0","38","0","1340038"
"vo_nyx_1510","0","0","34","0","0","2","vo_nyx","0","39","0","1340039"
"0","0","8","34","0","48","1","0","0.79","40","0","1340040"
"0","1","0","34","1.35","0","4","0","0","41","0","1340041"
"0","0","8","34","0","262","1","0","2.404","42","48","1340042"
"0","1","0","34","3.117","0","4","0","0","43","0","1340043"
"0","3","0","34","2","0","4","0","0","44","0","1340044"
"vo_nyx_1511","0","0","34","0","0","2","vo_nyx","0","45","0","1340045"
"0","0","8","34","0","395","1","0","1.756","46","262","1340046"
"0","1","0","34","2.59","0","4","0","0","47","0","1340047"
"0","0","9","34","0","190","1","0","1.954","48","0","1340048"
"0","1","0","34","2.415","0","4","0","0","49","0","1340049"
"0","0","9","34","0","341","1","0","1.649","50","190","1340050"
"0","1","0","34","2.228","0","4","0","0","51","0","1340051"
"0","0","9","34","0","391","1","0","0.592","52","341","1340052"
"0","1","0","34","0.592","0","4","0","0","53","0","1340053"
"0","0","10","34","0","90","1","0","1.12","54","0","1340054"
"0","1","0","34","1.68","0","4","0","0","55","0","1340055"
"0","0","10","34","0","254","1","0","2.205","56","90","1340056"
"0","1","0","34","2.908","0","4","0","0","57","0","1340057"
"0","0","10","34","0","385","1","0","1.526","58","254","1340058"
"0","1","0","34","1.526","0","4","0","0","59","0","1340059"
"0","0","11","34","0","125","1","0","1.207","60","0","1340060"
"0","1","0","34","2.448","0","4","0","0","61","0","1340061"
"0","3","0","34","3","0","4","0","0","62","0","1340062"
"vo_nyx_1512","0","0","34","0","0","2","vo_nyx","0","63","0","1340063"
"0","0","11","34","0","249","1","0","1.624","64","125","1340064"
"0","1","0","34","2.294","0","4","0","0","65","0","1340065"
"0","0","11","34","0","397","1","0","1.405","66","249","1340066"
"0","1","0","34","1.405","0","4","0","0","67","0","1340067"
"0","0","12","34","0","65","1","0","0.746","68","0","1340068"
"0","1","0","34","1.822","0","4","0","0","69","0","1340069"
"0","3","0","34","4","0","4","0","0","70","0","1340070"
"vo_nyx_1513","0","0","34","0","0","2","vo_nyx","0","71","0","1340071"
"0","0","12","34","0","260","1","0","2.338","72","72","1340072"
"0","1","0","34","3.227","0","4","0","0","73","0","1340073"
"0","3","0","34","5","0","4","0","0","74","0","1340074"
"vo_nyx_1514","0","0","34","0","0","2","vo_nyx","0","75","0","1340075"
"0","0","13","34","0","150","1","0","1.745","76","0","1340076"
"0","1","0","34","2.195","0","4","0","0","77","0","1340077"
"0","0","13","34","0","293","1","0","1.405","78","150","1340078"
"0","1","0","34","2.437","0","4","0","0","79","0","1340079"
"vo_nyx_1515","0","0","34","0","0","2","vo_nyx","0","80","0","1340080"
"0","0","14","34","0","42","1","0","0.428","81","0","1340081"
"0","1","0","34","2.16","0","4","0","0","82","0","1340082"
