0ae645c834a9cccbb3db4c251a76a4559be02c5b18e6129a8b0e36281fa0db40,0410a359836ff245e0ce8275d8e7e545f7f4a9179269d502234f2028563be332,c8cb11116714d7e832e42a8e2382fb63fa9726af81e3f3b6ba0b480be35ec29d,520e50bb14e48166841675e3dc900755bb6464f7652d6676e069b15690c38631,55d2075448c96e765a371ba37a257e4155323d751b5368c0026172e8751c1420
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74005404","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","237"
"9","ＨＰ吸収ダウン","74005404","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","238"
"limit_time","バトル時間制限","74005405","バトル時間が60秒になる。","239"
"18","ダメージ減衰","74005405","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","240"
"17","ＴＰ上昇上限付与","74005405","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","241"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74005405","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","242"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74005405","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","243"
"9","ＨＰ吸収ダウン","74005405","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","244"
"18","ダメージ減衰","74005501","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","245"
"17","ＴＰ上昇上限付与","74005501","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","246"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74005501","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","247"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74005501","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","248"
"9","ＨＰ吸収ダウン","74005501","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","249"
"boss_tp_down_cut","ＴＰダウンカット","74005501","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","250"
"add_shadow","モンスター追加","74005502","ゴーレム、ウパルパが追加される。","251"
"18","ダメージ減衰","74005502","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","252"
"17","ＴＰ上昇上限付与","74005502","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","253"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74005502","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","254"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74005502","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","255"
"9","ＨＰ吸収ダウン","74005502","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","256"
"boss_tp_down_cut","ＴＰダウンカット","74005502","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","257"
"add_shadow","モンスター追加","74005503","ミヤコ、アオイが追加される。","258"
"18","ダメージ減衰","74005503","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","259"
"17","ＴＰ上昇上限付与","74005503","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","260"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74005503","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","261"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74005503","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","262"
"9","ＨＰ吸収ダウン","74005503","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","263"
"boss_tp_down_cut","ＴＰダウンカット","74005503","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","264"
"add_shadow","モンスター追加","74005504","ルナポッドが追加される。","265"
"18","ダメージ減衰","74005504","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","266"
"17","ＴＰ上昇上限付与","74005504","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","267"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74005504","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","268"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74005504","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","269"
"9","ＨＰ吸収ダウン","74005504","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","270"
"boss_tp_down_cut","ＴＰダウンカット","74005504","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","271"
"limit_time","バトル時間制限","74005505","バトル時間が60秒になる。","272"
"18","ダメージ減衰","74005505","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","273"
"17","ＴＰ上昇上限付与","74005505","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","274"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74005505","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","275"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74005505","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","276"
"9","ＨＰ吸収ダウン","74005505","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","277"
"boss_tp_down_cut","ＴＰダウンカット","74005505","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","278"
"star6_shadow","シャドウ強化","74006102","ハツネ（サマー）、サレン（サマー）、スズナ、キョウカのシャドウに専用装備が追加される。","279"
"star6_shadow","シャドウ強化","74006103","スズナ、キョウカのシャドウが★6になる。","280"
"limit_chara_num","編成キャラ数制限","74006103","編成可能キャラ数が4キャラになる。","281"
"limit_chara_num","編成キャラ数制限","74006104","編成可能キャラ数が4キャラになる。","282"
"27","物理無効バリア","74006104","バトル開始時、すべてのシャドウに物理無効バリアを展開する。","283"
"28","魔法無効バリア","74006104","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","284"
"limit_chara_num","編成キャラ数制限","74006105","編成可能キャラ数が4キャラになる。","285"
"27","物理無効バリア","74006105","バトル開始時、すべてのシャドウに物理無効バリアを展開する。","286"
"28","魔法無効バリア","74006105","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","287"
"star6_shadow","シャドウ強化","74006202","レイ（ニューイヤー）、シズル（ノワール）、シズル、ネアのシャドウに専用装備が追加される。","288"
"star6_shadow","シャドウ強化","74006203","レイ（ニューイヤー）、シズルのシャドウが★6になる。","289"
"limit_chara_num","編成キャラ数制限","74006203","編成可能キャラ数が4キャラになる。","290"
"limit_chara_num","編成キャラ数制限","74006204","編成可能キャラ数が4キャラになる。","291"
"energy_recover","ＴＰ回復","74006204","バトル開始時、すべてのシャドウのＴＰを特大回復。","292"
"limit_chara_num","編成キャラ数制限","74006205","編成可能キャラ数が4キャラになる。","293"
"energy_recover","ＴＰ回復","74006205","バトル開始時、すべてのシャドウのＴＰを特大回復させ、ＴＰ継続回復状態を付与する。","294"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006301","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","295"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006301","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","296"
"boss_tp_down_cut","ＴＰダウンカット","74006301","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","297"
"boss_magic_cut","魔法ダメージカット","74006302","バトル開始時、すべてのモンスターが魔法ダメージ30％カット状態になる。","298"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006302","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","299"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006302","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300"
"boss_tp_down_cut","ＴＰダウンカット","74006302","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","301"
"boss_magic_cut","魔法ダメージカット","74006303","バトル開始時、すべてのモンスターが魔法ダメージ60％カット状態になる。","302"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006303","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","303"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006303","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","304"
"boss_tp_down_cut","ＴＰダウンカット","74006303","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","305"
"boss_ub_enhance","ボス行動パターン変化","74006304","ボスモンスターの行動パターンが変化する。","306"
"boss_magic_cut","魔法ダメージカット","74006304","バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。","307"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006304","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","308"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006304","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","309"
"boss_tp_down_cut","ＴＰダウンカット","74006304","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","310"
"boss_ub_enhance","ボス行動パターン変化","74006305","ボスモンスターの行動パターンが変化する。","311"
"boss_magic_cut","魔法ダメージカット","74006305","バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。","312"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006305","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","313"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006305","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","314"
"boss_tp_down_cut","ＴＰダウンカット","74006305","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","315"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006401","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","316"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006401","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","317"
"boss_physics_cut","物理ダメージカット","74006402","バトル開始時、すべてのモンスターが物理ダメージ30％カット状態になる。","318"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006402","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","319"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006402","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","320"
"boss_physics_cut","物理ダメージカット","74006403","バトル開始時、すべてのモンスターが物理ダメージ60％カット状態になる。","321"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006403","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","322"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006403","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","323"
"add_shadow","モンスター追加","74006404","ジャングルガード、マコトのシャドウ、エリコのシャドウ、スタンプが追加される。","324"
"boss_ub_enhance","ボス行動パターン変化","74006404","ボスモンスターの行動パターンが変化する。","325"
"boss_physics_cut","物理ダメージカット","74006404","バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。","326"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006404","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","327"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006404","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","328"
"boss_ub_enhance","ボス行動パターン変化","74006405","ボスモンスターの行動パターンが変化する。","329"
"boss_physics_cut","物理ダメージカット","74006405","バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。","330"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006405","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","331"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006405","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","332"
"boss_tp_down_cut","ＴＰダウンカット","74006405","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","333"
"18","ダメージ減衰","74006501","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","334"
"17","ＴＰ上昇上限付与","74006501","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","335"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006501","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","336"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006501","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","337"
"9","ＨＰ吸収ダウン","74006501","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","338"
"boss_tp_down_cut","ＴＰダウンカット","74006501","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","339"
"33","全属性ボーナス特大アップ","74006502","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","340"
"18","ダメージ減衰","74006502","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","341"
"17","ＴＰ上昇上限付与","74006502","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","342"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006502","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","343"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006502","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","344"
"9","ＨＰ吸収ダウン","74006502","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","345"
"boss_tp_down_cut","ＴＰダウンカット","74006502","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","346"
"33","全属性ボーナス特大アップ","74006503","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","347"
"18","ダメージ減衰","74006503","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","348"
"17","ＴＰ上昇上限付与","74006503","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","349"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006503","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","350"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006503","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","351"
"9","ＨＰ吸収ダウン","74006503","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","352"
"boss_tp_down_cut","ＴＰダウンカット","74006503","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","353"
"33","全属性ボーナス特大アップ","74006504","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","354"
"18","ダメージ減衰","74006504","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","355"
"17","ＴＰ上昇上限付与","74006504","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","356"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006504","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","357"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006504","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","358"
"9","ＨＰ吸収ダウン","74006504","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","359"
"boss_tp_down_cut","ＴＰダウンカット","74006504","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","360"
"limit_time","バトル時間制限","74006505","バトル時間が60秒になる。","361"
"33","全属性ボーナス特大アップ","74006505","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","362"
"18","ダメージ減衰","74006505","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","363"
"17","ＴＰ上昇上限付与","74006505","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","364"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","74006505","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","365"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","74006505","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","366"
"9","ＨＰ吸収ダウン","74006505","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","367"
"boss_tp_down_cut","ＴＰダウンカット","74006505","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","368"
