0f015f5408394eeb99546d89009161f1a615bcbb40f14411c4bdf2f4e447b22d,77eed5258ab1c6b8506fc410e0353810a19ff0fa15dde13c30f6f00d891bb7c4,43e30092ff64779ea3a94c640828dbe34b658cff366071b83536f9df7c162adb,417c778ede85beadc0e8f9b266f2a687bd6286812c265634ce4e4223232d63d4,b9fc0c91a65390525f8b977f2b9596f51acd93dae0a9a12f9a0fc0bc98a8510b,2d9ab191eed6b5f0d3b40a6e9931ba9b71f11af68fd14eb042f575ebbf8a6e87,11197f2f6baa31e98c47f8b3ac7fe6d1ec998f71ad7326704ed3a71c0898aa6d,d9c7fdaf751324afff913e86ea38d26b0af3b69e50361de46b7f3a3ec02229c5,3ea3dae20014f9a39f3b23cb75b1342b9f39ad920c024004e3827b21e0e06440,f2473a527002f9a08101a6fcb33b76485acb1d2736c1757e470342aafdae2192,151029dfdaecc690ad7e8e2456ae6b704d90297e555615fd23822d70f99771fe
"0","1","7003","","1","","0","7","1","31","11"
"","2","7004","","","","","7","","93",""
"1","1","7005","","","","","7","0.2","3","psy_fairy_talk"
"0","vo_minigame_1008","7006","","","","0","7","","21","vo_minigame_1008_drama_9902"
"6","1","7007","0.5","0","0","1","7","0","11","キュキュッ！"
"","0","7008","","","","","7","","91",""
"1","1","7009","","","","","7","0.2","3","psy_fairy_idle"
"1","119931","7010","","","","","7","0.2","3","psy_miyako_talk3"
"0","vo_minigame_1008","7011","","","","0","7","","21","vo_minigame_1008_drama_0702"
"6","119931","7012","1","0","0","1","7","0","11","うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！"
"","3","7013","","","","","7","","93","1"
"0","119931","7014","","1","0","psy_miyako_arm_crossed_loop","7","0.2","3","psy_miyako_arm_crossed_in"
"","7012","7015","","","","","7","","91",""
"","0","7016","","","","","7","","22","0"
"1","1","7017","","","","","7","0.2","3","psy_fairy_talk"
"0","vo_minigame_1008","7018","","","","0","7","","21","vo_minigame_1008_drama_9903"
"6","1","7019","0.5","0","0","1","7","0","11","キュ～キュ～！"
"","0","7020","","","","","7","","91",""
"1","1","7021","","","","","7","0.2","3","psy_fairy_idle"
"1","119931","7022","","","","","7","0.2","3","psy_miyako_anger2"
"0","vo_minigame_1008","7023","","","","0","7","","21","vo_minigame_1008_drama_0704"
"6","119931","7024","0.5","0","0","1","7","0","11","そんなこと言われても知らないの！"
"","0","7025","","","","","7","","91",""
"","0","7026","","","","","7","","22","0"
"1","119931","7027","","","","","7","0.2","3","psy_miyako_thinking3"
"0","vo_minigame_1008","7028","","","","0","7","","21","vo_minigame_1008_drama_0705"
"5","119931","7029","0.5","0","0","1","7","0","11","ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！"
"","5","7030","","","","","7","","93","1"
"0","119931","7031","","1","0","psy_miyako_doya_loop","7","0.2","3","psy_miyako_doya_in"
"","7029","7032","","","","","7","","91",""
"","0","7033","","","","","7","","22","0"
"","1","7034","","","","","7","","93",""
"","0","7035","","","","","7","","91",""
"100","1","8001","psy_miyako_start","-200","0","-300","8","1.7","1","119931"
"100","1","8002","psy_walk2","-210","1","225","8","1.7","1","100411"
"105","1","8003","psy_walk3","-220","1","480","8","1.7","1","103631"
"110","1","8004","psy_walk_glad","-235","1","340","8","1.7","1","102011"
"0","1","8005","","1","","0","8","1","31","11"
"101","1","8006","psy_smoke_start","-200","0","-300","8","1.7","5","1"
"-210","100411","8007","","0","","2","8","","2","110"
"-220","103631","8008","","0","","2.2","8","","2","365"
"-235","102011","8009","","0","","2.3","8","","2","225"
"","2","8010","","","","","8","","93",""
"1","100411","8011","","","","","8","0.2","3","psy_idle_normal"
"","0.2","8012","","","","","8","","93",""
"1","103631","8013","","","","","8","0.2","3","psy_idle_normal"
"","0.1","8014","","","","","8","","93",""
"1","102011","8015","","","","","8","0.2","3","psy_talk_joy1"
"0","vo_minigame_1008","8016","","","","0","8","","21","vo_minigame_1008_drama_0806"
"8","102011","8017","0.5","0","0","1","8","0","11","おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？"
"","0","8018","","","","","8","","91",""
"1","102011","8019","","","","","8","0.2","3","psy_idle_joy1"
"0","119931","8020","","1","0.2","psy_miyako_talk1","8","0","3","psy_miyako_appear"
"0","1","8021","","0","0","psy_smoke_start","8","0","3","psy_smoke_appear"
"0","vo_minigame_1008","8022","","","","0","8","","21","vo_minigame_1008_drama_0801"
"6","119931","8023","0.5","0","0","1","8","0","11","ん？　アイツに何か用なの？"
"","0","8024","","","","","8","","91",""
"","0","8025","","","","","8","","22","0"
"1","119931","8026","","","","","8","0.2","3","psy_miyako_idle"
"1","103631","8027","","","","","8","0.2","3","psy_talk_surprise2"
"0","vo_minigame_1008","8028","","","","0","8","","21","vo_minigame_1008_drama_0807"
"8","103631","8029","0.5","0","0","1","8","0","11","きゃ～！？　おばけ！！"
"","0","8030","","","","","8","","91",""
"1","103631","8031","","","","","8","0.2","3","psy_idle_surprise2"
"1","100411","8032","","","","","8","0.2","3","psy_talk_joy2"
"0","vo_minigame_1008","8033","","","","0","8","","21","vo_minigame_1008_drama_0808"
"8","100411","8034","0.5","0","0","1","8","0","11","すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～"
"","0","8035","","","","","8","","91",""
"1","100411","8036","","","","","8","0.2","3","psy_idle_joy2"
"1","119931","8037","","","","","8","0.2","3","psy_miyako_panic2"
"0","vo_minigame_1008","8038","","","","0","8","","21","vo_minigame_1008_drama_0802"
"6","119931","8039","1","0","0","1","8","0","11","ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。"
"","3","8040","","","","","8","","93","1"
"1","119931","8041","","","","","8","0.2","3","psy_miyako_talk2"
"","8039","8042","","","","","8","","91",""
"","0","8043","","","","","8","","22","0"
"1","119931","8044","","","","","8","0.2","3","psy_miyako_idle"
"1","100411","8045","","","","","8","0.2","3","psy_talk_wish"
"0","vo_minigame_1008","8046","","","","0","8","","21","vo_minigame_1008_drama_0809"
"8","100411","8047","0.5","0","0","1","8","0","11","いないの？\nそれなら今のうちにイタズラを……"
"","0","8048","","","","","8","","91",""
"1","100411","8049","","","","","8","0.2","3","psy_idle_wish"
"1","103631","8050","","","","","8","0.2","3","psy_talk_anger"
"0","vo_minigame_1008","8051","","","","0","8","","21","vo_minigame_1008_drama_0810"
"8","103631","8052","0.5","0","0","1","8","0","11","お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？"
"","0","8053","","","","","8","","91",""
"1","103631","8054","","","","","8","0.2","3","psy_idle_anger"
"1","100411","8055","","","","","8","0.2","3","psy_talk_normal"
"","100411","8056","","","","","8","","4","0"
"0","vo_minigame_1008","8057","","","","0","8","","21","vo_minigame_1008_drama_0811"
"8","100411","8058","0.5","0","0","1","8","0","11","だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。"
"","0","8059","","","","","8","","91",""
"","100411","8060","","","","","8","","4","1"
"1","100411","8061","","","","","8","0.2","3","psy_idle_normal"
"1","102011","8062","","","","","8","0.2","3","psy_talk_joy1"
"0","vo_minigame_1008","8063","","","","0","8","","21","vo_minigame_1008_drama_0812"
"8","102011","8064","0.5","0","0","1","8","0","11","おにいちゃんが帰ってくるまで\n一緒に遊ぼ～"
"","0","8065","","","","","8","","91",""
"1","102011","8066","","","","","8","0.2","3","psy_idle_joy1"
"1","119931","8067","","","","","8","0.2","3","psy_miyako_anger3"
"0","vo_minigame_1008","8068","","","","0","8","","21","vo_minigame_1008_drama_0803"
"6","119931","8069","0.5","0","0","1","8","0","11","遊ばないの。\nミヤコはプリン作りで忙しいの！"
"","0","8070","","","","","8","","91",""
"","0","8071","","","","","8","","22","0"
"1","119931","8072","","","","","8","0.2","3","psy_miyako_idle_anger"
"1","102011","8073","","","","","8","0.2","3","psy_talk_joy2"
"0","vo_minigame_1008","8074","","","","0","8","","21","vo_minigame_1008_drama_0813"
"8","102011","8075","0.5","0","0","1","8","0","11","プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？"
"","0","8076","","","","","8","","91",""
"1","102011","8077","","","","","8","0.2","3","psy_idle_joy2"
"0","119931","8078","","1","0","psy_miyako_doya_loop","8","0.2","3","psy_miyako_doya_in"
"0","vo_minigame_1008","8079","","","","0","8","","21","vo_minigame_1008_drama_0804"
"6","119931","8080","0.5","0","0","1","8","0","11","ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。"
"","0","8081","","","","","8","","91",""
"","0","8082","","","","","8","","22","0"
"1","119931","8083","","","","","8","0.2","3","psy_miyako_doya_idle"
"0","102011","8084","","1","0.4","psy_idle_joy1","8","0.2","3","psy_jump"
"0","vo_minigame_1008","8085","","","","0","8","","21","vo_minigame_1008_drama_0814"
"8","102011","8086","0.5","0","0","1","8","0","11","わ～い！　やった～！"
"","0","8087","","","","","8","","91",""
"1","100411","8088","","","","","8","0.2","3","psy_talk_joy2"
"0","vo_minigame_1008","8089","","","","0","8","","21","vo_minigame_1008_drama_0815"
"8","100411","8090","0.5","0","0","1","8","0","11","にいちゃんにイタズラする用のプリン\n作っちゃお～！"
"","0","8091","","","","","8","","91",""
"1","100411","8092","","","","","8","0.2","3","psy_idle_joy2"
"1","103631","8093","","","","","8","0.2","3","psy_talk_sad"
"0","vo_minigame_1008","8094","","","","0","8","","21","vo_minigame_1008_drama_0816"
"8","103631","8095","0.5","0","0","1","8","0","11","そ、そんな……\n幽霊とプリン作りなんて……"
"","0","8096","","","","","8","","91",""
"1","103631","8097","","","","","8","0.2","3","psy_idle_sad"
"1","100411","8098","","","","","8","0.2","3","psy_talk_normal"
"","100411","8099","","","","","8","","4","0"
"","102011","8100","","","","","8","","4","0"
"0","vo_minigame_1008","8101","","","","0","8","","21","vo_minigame_1008_drama_0817"
"8","100411","8102","0.5","0","0","1","8","0","11","キョウカはやらないの？"
"","0","8103","","","","","8","","91",""
"1","100411","8104","","","","","8","0.2","3","psy_idle_normal"
"1","102011","8105","","","","","8","0.2","3","psy_talk_joy2"
"0","vo_minigame_1008","8106","","","","0","8","","21","vo_minigame_1008_drama_0818"
"8","102011","8107","0.5","0","0","1","8","0","11","ミミ、キョウカちゃんと一緒に\nプリン作りたいな～"
"","0","8108","","","","","8","","91",""
"1","102011","8109","","","","","8","0.2","3","psy_idle_joy2"
"1","103631","8110","","","","","8","0.2","3","psy_talk_sad"
"0","vo_minigame_1008","8111","","","","0","8","","21","vo_minigame_1008_drama_0819"
"8","103631","8112","0.5","0","0","1","8","0","11","うぅ……わかったよ、\n私も一緒に作ります。"
"","0","8113","","","","","8","","91",""
"1","103631","8114","","","","","8","0.2","3","psy_idle_sad"
"1","119931","8115","","","","","8","0.2","3","psy_miyako_joy1"
"0","vo_minigame_1008","8116","","","","0","8","","21","vo_minigame_1008_drama_0805"
"6","119931","8117","0.5","0","0","1","8","0","11","やったの！\n手下が一気に３人も増えたの！"
"","0","8118","","","","","8","","91",""
"","0","8119","","","","","8","","22","0"
"","1","8120","","","","","8","","93",""
"","0","8121","","","","","8","","91",""
"100","1","9001","psy_miyako_idle","-200","0","-300","9","1.7","1","119931"
"100","1","9002","psy_idle_normal","-220","1","185","9","1.7","5","1"
"0","1","9003","","1","","0","9","1","31","11"
"","1","9004","","","","","9","","93",""
"1","119931","9005","","","","","9","0.2","3","psy_miyako_thinking4"
"0","vo_minigame_1008","9006","","","","0","9","","21","vo_minigame_1008_drama_0901"
"5","119931","9007","1","0","0","1","9","0","11","むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！"
"","6","9008","","","","","9","","93","1"
"1","119931","9009","","","","","9","0.2","3","psy_miyako_sad2"
"","9007","9010","","","","","9","","91",""
"","0","9011","","","","","9","","22","0"
"1","119931","9012","","","","","9","0.2","3","psy_miyako_talk_joy1"
"0","vo_minigame_1008","9013","","","","0","9","","21","vo_minigame_1008_drama_0902"
"6","119931","9014","0.5","0","0","1","9","0","11","オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！"
"","6","9015","","","","","9","","93","1"
"0","119931","9016","","1","0","psy_miyako_guts2_loop","9","0.2","3","psy_miyako_guts2_in"
"","9014","9017","","","","","9","","91",""
"","0","9018","","","","","9","","22","0"
"1","1","9019","0","0","0","0","9","0","12","11"
"0","1","9020","","1","0","psy_idle_guts2","9","0.2","3","psy_talk_guts2"
"","2","9021","","","","","9","","93",""
"","1","9022","","","","","9","","4","0"
"1","1","9023","","","","","9","0.2","3","psy_run"
"-220","1","9024","","0","","3","9","","2","1000"
"","4","9025","","","","","9","","93",""
"","1","9026","","","","","9","","4","1"
"1","1","9027","","","","","9","0.2","3","psy_item01_run"
"-220","1","9028","","0","","3","9","","2","185"
"","3","9029","","","","","9","","93",""
"0","1","9030","","1","0","psy_item01_up_loop","9","0.2","3","psy_item01_up"
"","0.5","9031","","","","","9","","93",""
"0","手錠とムチを持ってきた。","9032","","","","","9","","103","9033"
"1","119931","9033","","","","","9","0.2","3","psy_miyako_anger2"
"0","vo_minigame_1008","9034","","","","0","9","","21","vo_minigame_1008_drama_0903"
"6","119931","9035","0.5","0","0","1","9","0","11","い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！"
"","0","9036","","","","","9","","91",""
"","0","9037","","","","","9","","22","0"
"2","1","9038","0","0","0","0","9","0","12","10"
"1","1","9039","","","","","9","0.2","3","psy_item01_up_loop_talk"
"","3","9040","","","","","9","","93",""
"1","1","9041","","","","","9","0.2","3","psy_item01_up_loop"
"1","119931","9042","","","","","9","0.2","3","psy_miyako_thinking4"
"0","vo_minigame_1008","9043","","","","0","9","","21","vo_minigame_1008_drama_0904"
"5","119931","9044","0.5","0","0","1","9","0","11","…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？"
"","6","9045","","","","","9","","93","1"
"1","119931","9046","","","","","9","0.2","3","psy_miyako_talk4"
"","9044","9047","","","","","9","","91",""
"","0","9048","","","","","9","","22","0"
"","1","9049","","","","","9","","93",""
"","0","9050","","","","","9","","91",""
"100","1","10001","psy_miyako_idle","-200","0","-300","10","1.7","1","119931"
"100","1","10002","psy_idle_normal","-220","1","1000","10","1.7","5","1"
"0","1","10003","","1","","0","10","1","31","11"
"","2","10004","","","","","10","","93",""
"1","1","10005","","","","","10","0.2","3","psy_item02_run"
"-220","1","10006","","0","","3","10","","2","185"
"","3","10007","","","","","10","","93",""
"0","1","10008","","1","0","psy_item02_up_loop","10","0.2","3","psy_item02_up"
"","0.5","10009","","","","","10","","93",""
"0","ヒントになりそうなものだよ。","10010","","","","","10","","103","10011"
"1","119931","10011","","","","","10","0.2","3","psy_miyako_anger3"
"0","vo_minigame_1008","10012","","","","0","10","","21","vo_minigame_1008_drama_1001"
"5","119931","10013","0.5","0","0","1","10","0","11","また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！"
"","4","10014","","","","","10","","93","1"
"1","119931","10015","","","","","10","0.2","3","psy_miyako_talk2"
"","2.5","10016","","","","","10","","93","1"
"1","119931","10017","","","","","10","0.2","3","psy_miyako_talk_joy1"
"","10013","10018","","","","","10","","91",""
"","0","10019","","","","","10","","22","0"
"1","119931","10020","","","","","10","0.2","3","psy_miyako_thinking1"
"0","vo_minigame_1008","10021","","","","0","10","","21","vo_minigame_1008_drama_1002"
"5","119931","10022","0.5","0","0","1","10","0","11","でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。"
"","0","10023","","","","","10","","91",""
"","0","10024","","","","","10","","22","0"
"3","1","10025","0","0","0","0","10","0","12","6"
"1","1","10026","","","","","10","0.2","3","psy_item02_up_loop_talk"
"","3","10027","","","","","10","","93",""
"1","1","10028","","","","","10","0.2","3","psy_item02_up_loop"
"1","119931","10029","","","","","10","0.2","3","psy_miyako_sad1"
"0","vo_minigame_1008","10030","","","","0","10","","21","vo_minigame_1008_drama_1003"
"6","119931","10031","0.5","0","0","1","10","0","11","食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！"
"","3","10032","","","","","10","","93","1"
"1","119931","10033","","","","","10","0.2","3","psy_miyako_anger2"
"","10031","10034","","","","","10","","91",""
"","0","10035","","","","","10","","22","0"
"","1","10036","","","","","10","","93",""
"","0","10037","","","","","10","","91",""
"100","1","11001","psy_miyako_idle","-200","0","-300","11","1.7","1","119931"
"100","1","11002","psy_idle_normal","-220","1","1000","11","1.7","5","1"
"0","1","11003","","1","","0","11","1","31","11"
"","2","11004","","","","","11","","93",""
"1","1","11005","","","","","11","0.2","3","psy_item03_run"
"-220","1","11006","","0","","3","11","","2","185"
"","3","11007","","","","","11","","93",""
"0","1","11008","","1","0","psy_item03_up_loop","11","0.2","3","psy_item03_up"
"","0.5","11009","","","","","11","","93",""
"0","ヒントになりそうなものだよ。","11010","","","","","11","","103","11011"
"1","119931","11011","","","","","11","0.2","3","psy_miyako_talk3"
"0","vo_minigame_1008","11012","","","","0","11","","21","vo_minigame_1008_drama_1101"
"6","119931","11013","1","0","0","1","11","0","11","３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。"
"","4","11014","","","","","11","","93","1"
"1","119931","11015","","","","","11","0.2","3","psy_miyako_panic3"
"","11013","11016","","","","","11","","91",""
"","0","11017","","","","","11","","22","0"
"1","119931","11018","","","","","11","0.2","3","psy_miyako_thinking1"
"0","vo_minigame_1008","11019","","","","0","11","","21","vo_minigame_1008_drama_1102"
"6","119931","11020","0.5","0","0","1","11","0","11","それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？"
"","0","11021","","","","","11","","91",""
"","0","11022","","","","","11","","22","0"
"0","台本とシフト表","11023","","","","","11","","103","11024"
"1","119931","11024","","","","","11","0.2","3","psy_miyako_talk4"
"0","vo_minigame_1008","11025","","","","0","11","","21","vo_minigame_1008_drama_1103"
"6","119931","11026","0.5","0","0","1","11","0","11","……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。"
"","0","11027","","","","","11","","91",""
"","0","11028","","","","","11","","22","0"
"1","119931","11029","","","","","11","0.2","3","psy_miyako_sad1"
"0","vo_minigame_1008","11030","","","","0","11","","21","vo_minigame_1008_drama_1104"
"6","119931","11031","0.5","0","0","1","11","0","11","これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！"
"","0","11032","","","","","11","","91",""
"","0","11033","","","","","11","","22","0"
"1","119931","11034","","","","","11","0.2","3","psy_miyako_talk_joy1"
"0","vo_minigame_1008","11035","","","","0","11","","21","vo_minigame_1008_drama_1105"
"6","119931","11036","0.5","0","0","1","11","0","11","でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！"
"","5","11037","","","","","11","","93","1"
"0","119931","11038","","1","0","psy_miyako_doya_loop","11","0.2","3","psy_miyako_doya_in"
"","11036","11039","","","","","11","","91",""
"","0","11040","","","","","11","","22","0"
"","1.5","11041","","","","","11","","93",""
"","0","11042","","","","","11","","91",""
