15ee2aec71ff5a3c451c76031d0e3c556476ad7a2e77d39d4ee5690bf063f8e4,c1c199595d8df7d5c397c7ea82462d7e74828d90828d5b4d619c1027e8fca6bd,acaa19eeb2fc732df14ad8b28a9a87babc56408d32aea9a3979b015a31c04ff5,8756e8060480c4194af8728d758567b6f967136ec2cdd2510f7de82e39c1c1d9,cb6a4747496efbcecde9bdaf3aa6fe76035665930dd7510f93885af1b0dac3bd,3235cbc23ebeeb2afd5e47a147336fe320508b9b1531f85b90e5215fe3a4f7cd,a5119fa96485aa8d608164e19713ad056f8f7ff8057f306d567211d6fbf0ffac,8bd4592f74ca719f4dfa3c3b0231ae3fa1b055fe8844d30488c5aae176a361d4,2366503241edd60dca4e9c4f0b802c6f52a012dde1972304b581e38740e838ca,be2bbb736fa0fc100f80abe96804451695e9c289b22c3f7da5f05c5d1cf802a7,3ade420c2bfb4b29b5a7caddaa690cd17abdba2ff7df552017aaada85739a5bd
"あれくらいで立ち止まる気は\nなかったからね\nウヅキもミオも、絶対立ち上がるって\n信じてたよ","1","","7","1","112511","11","10","","","1070046"
"","","","7","","0","91","","","","1070047"
"omp_idle_calm","","","7","","112511","3","1","0","","1070048"
"omp_talk_joy1","","","7","","112411","3","1","0","","1070049"
"vo_omp_7007_007","","","7","0","vo_omp_7007","21","0","","","1070050"
"リンちゃん…！","1","","7","1","112411","11","10","","","1070051"
"","","","7","","0","91","","","","1070052"
"0","","","7","","112611","4","","","","1070053"
"omp_psn_20","","","7","","112411","3","1","0","","1070054"
"omp_talk_joy1","","","7","","112611","3","1","0","","1070055"
"vo_omp_7007_008","","","7","0","vo_omp_7007","21","0","","","1070056"
"へへっ、しぶりんってば\nクールぶってるくせに、熱いねぇ♪\nそんなしぶりんは、しまむーと私で\nぎゅ～っとしちゃうぞ～！","1","","7","1","112611","11","10","","","1070057"
"1","","","7","","10","93","","","","1070058"
"0","","","7","","112611","4","1","","","1070059"
"120","1","","7","0","112611","2","-205","","","1070060"
"420","1","","7","0","112411","2","-205","","","1070061"
"omp_psn_13","1","0.1","7","omp_psn_13_loop","112611","3","0","0","","1070062"
"omp_psn_13","1","0.1","7","omp_psn_13_loop","112411","3","0","0","","1070063"
"omp_psn_15","1","0","7","omp_psn_15_loop","112511","3","0","0","","1070064"
"1","","","7","","1","93","","","","1070065"
"omp_surprise","1","","7","omp_idle_surprise1","105831","3","0","0","","1070066"
"omp_surprise","1","","7","omp_idle_surprise1","105931","3","0","0","","1070067"
"omp_surprise","1","0.2","7","omp_idle_surprise2","106031","3","0","0","","1070068"
"","","","7","","1070057","91","","","","1070069"
"vo_omp_7007_009","","","7","0","vo_omp_7007","21","0","","","1070070"
"ちょっ、や、やめてよ…！","1","","7","1","112511","11","10","","","1070071"
"","","","7","","0","91","","","","1070072"
"1","","","7","","105831","4","1","","","1070073"
"omp_talk_joy1","","","7","","105831","3","1","0","","1070074"
"vo_omp_7007_010","","","7","0","vo_omp_7007","21","0","","","1070075"
"キャルちゃん、\nわたしたちもやりましょう♪","1","","7","1","105831","11","10","","","1070076"
"","","","7","","0","91","","","","1070077"
"omp_idle_joy1","","","7","","105831","3","1","0","","1070078"
"omp_talk_tsun","","","7","","106031","3","1","0","","1070079"
"vo_omp_7007_011","","","7","0","vo_omp_7007","21","0","","","1070080"
"は！？　なんでよ、イヤよ、お断りよ！\nこらっ、なんで近づいてくるのよ！？\nコロ助、助けなさいよっ！？","1","","7","1","106031","11","10","","","1070081"
"1","","","7","","4","93","","","","1070082"
"omp_walk","","","7","","105831","3","1","0","","1070083"
"-120","1","","7","1","105831","2","-205","","","1070084"
"","","","7","","0","91","","","","1070085"
"omp_idle_joy1","","","7","","105831","3","1","0.2","","1070086"
"","","","7","","1070081","91","","","","1070087"
"omp_idle_joy1","","","7","","105831","3","1","0","","1070088"
"omp_idle_tsun","","","7","","106031","3","1","0","","1070089"
"omp_talk_normal","","","7","","105931","3","1","0","","1070090"
"vo_omp_7007_012","","","7","0","vo_omp_7007","21","0","","","1070091"
"キャルさま\n逃げ道はございません\n僭越ながら、わたくしも\n参加させてもらいますので…♪","1","","7","1","105931","11","10","","","1070092"
"","","","7","","0","91","","","","1070093"
"-120","1","","7","0","105831","2","-205","","","1070094"
"-440","1","","7","0","105931","2","-205","","","1070095"
"omp_psn_14","1","0.1","7","omp_psn_14_loop","105831","3","0","0","","1070096"
"omp_psn_14","1","0.1","7","omp_psn_14_loop","105931","3","0","0","","1070097"
"omp_psn_15","1","0","7","omp_psn_15_loop","106031","3","0","0","","1070098"
"vo_omp_7007_013","","","7","0","vo_omp_7007","21","0","","","1070099"
"ぎゅう～♪","1","","7","1","105831","11","10","","","1070100"
"","","","7","","0","91","","","","1070101"
"omp_psn_16_loop","","","7","","106031","3","1","0","","1070102"
"vo_omp_7007_014","","","7","0","vo_omp_7007","21","0","","","1070103"
"ちょっ、ふざけんなっ、おぶっ！？\nペコリーヌ、力加減！\nあたしを半分にする気！？\nちょっ、なんなのよ～っ！？","1","","7","1","106031","11","10","","","1070104"
"","","","7","","0","91","","","","1070105"
"omp_psn_13_loop","","","7","","112611","3","1","0","","1070106"
"vo_omp_7007_015","","","7","0","vo_omp_7007","21","0","","","1070107"
"わー！\nキャルキャル～！","1","","7","1","112611","11","10","","","1070108"
"","","","7","","0","91","","","","1070109"
"omp_psn_13_loop","","","7","","112611","3","1","0","","1070110"
"omp_psn_13_loop","","","7","","112411","3","1","0","","1070111"
"vo_omp_7007_016","","","7","0","vo_omp_7007","21","0","","","1070112"
"あはは♪\n【美食殿】のみなさんの\nスキンシップ、大胆ですねっ！","1","","7","1","112411","11","10","","","1070113"
"","","","7","","0","91","","","","1070114"
"omp_psn_13_loop","","","7","","112411","3","1","0","","1070115"
"omp_psn_15_loop","","","7","","112511","3","1","0","","1070116"
"vo_omp_7007_017","","","7","0","vo_omp_7007","21","0","","","1070117"
"大胆とかいうレベルを\n超えてる気がするんだけど…っ！？\nちょっ、やめ…ひゃああっ！","1","","7","1","112511","11","10","","","1070118"
"1","","","7","","5.5","93","","","","1070119"
"omp_psn_16_loop","","","7","","112511","3","1","0.1","","1070120"
"","","","7","","1070118","91","","","","1070121"
"","","","7","","0.4","93","","","","1070122"
"105831","-195","1","8","200","1","1","1600","1.8","omp_idle_normal","1080001"
"105931","-185","0","8","0","1","1","1500","1.8","omp_talk_normal","1080002"
"106031","-205","0","8","-200","1","1","1600","1.8","omp_idle_normal","1080003"
"1","1","","8","0","1","31","0","1","","1080004"
"","","","8","","1","93","","","","1080005"
"vo_omp_7008_000","","","8","0","vo_omp_7008","21","0","","","1080006"
"ムーサの町…初めて訪れましたが\n素敵な町でございますね","1","","8","1","105931","11","10","","","1080007"
"","","","8","","0","91","","","","1080008"
"omp_idle_normal","","","8","","105931","3","1","0","","1080009"
"omp_talk_joy1","","","8","","105831","3","1","0","","1080010"
"vo_omp_7008_001","","","8","0","vo_omp_7008","21","0","","","1080011"
"はい♪　活気もありますし\nなにより色んな特産品が美味しそうで\nやばいですね☆","1","","8","1","105831","11","10","","","1080012"
"","","","8","","0","91","","","","1080013"
"omp_idle_joy1","","","8","","105831","3","1","0","","1080014"
"omp_talk_sad","","","8","","106031","3","1","0","","1080015"
"vo_omp_7008_002","","","8","0","vo_omp_7008","21","0","","","1080016"
"はぁ。本当にあんたの頭の中は\n食べることばっかりね","1","","8","1","106031","11","10","","","1080017"
"","","","8","","0","91","","","","1080018"
"omp_idle_sad","","","8","","106031","3","1","0","","1080019"
"omp_talk_normal","","","8","","105931","3","1","0","","1080020"
"vo_omp_7008_003","","","8","0","vo_omp_7008","21","0","","","1080021"
"ふふ、ではこの後\n食べ歩きをいたしませんか？\nわたくし、お腹が空いてしまいました","1","","8","1","105931","11","10","","","1080022"
"","","","8","","0","91","","","","1080023"
"omp_idle_normal","","","8","","105931","3","1","0","","1080024"
"omp_talk_surprise1","","","8","","106031","3","1","0","","1080025"
"vo_omp_7008_004","","","8","0","vo_omp_7008","21","0","","","1080026"
"コロ助まで！？","1","","8","1","106031","11","10","","","1080027"
"","","","8","","0","91","","","","1080028"
"omp_idle_surprise1","","","8","","106031","3","1","0","","1080029"
"omp_talk_normal","","","8","","105831","3","1","0","","1080030"
"vo_omp_7008_005","","","8","0","vo_omp_7008","21","0","","","1080031"
"キャルちゃんはどうしますか～？","1","","8","1","105831","11","10","","","1080032"
"","","","8","","0","91","","","","1080033"
"1","","","8","","105931","4","","","","1080034"
"omp_idle_normal","","","8","","105831","3","1","0","","1080035"
"omp_talk_tsun","","","8","","106031","3","1","0","","1080036"
"vo_omp_7008_006","","","8","0","vo_omp_7008","21","0","","","1080037"
"あたしだって\n美味しいもの食べたいわよ！\n…魔物料理じゃなきゃね","1","","8","1","106031","11","10","","","1080038"
"","","","8","","0","91","","","","1080039"
"omp_idle_tsun","","","8","","106031","3","1","0","","1080040"
"omp_talk_normal","","","8","","105931","3","1","0","","1080041"
"vo_omp_7008_007","","","8","0","vo_omp_7008","21","0","","","1080042"
"ふふ、わたくしたちの思いは一つ\nさすが【美食殿】でございますね♪","1","","8","1","105931","11","10","","","1080043"
"","","","8","","0","91","","","","1080044"
"0","","","8","","105931","4","","","","1080045"
"omp_idle_normal","","","8","","105931","3","1","0","","1080046"
"omp_talk_joy1","","","8","","105831","3","1","0","","1080047"
"vo_omp_7008_008","","","8","0","vo_omp_7008","21","0","","","1080048"
"えっへへ～♪\nそれじゃあ行きましょう！\nコッコロちゃん！　キャルちゃん！","1","","8","1","105831","11","10","","","1080049"
"","","","8","","0","91","","","","1080050"
"","","","8","","0.4","93","","","","1080051"
"105831","-270","1","9","300","1","1","1600","1.8","omp_idle_normal","1090001"
"105931","-285","1","9","450","1","1","1700","1.8","omp_idle_normal","1090002"
"106031","-230","1","9","-310","1","1","1600","1.8","omp_idle_normal","1090003"
"112511","-190","1","9","-45","1","1","1500","1.8","omp_idle_normal","1090004"
"112411","-240","1","9","65","1","1","1600","1.8","omp_idle_normal","1090005"
"112611","-192","1","9","205","1","1","1500","1.8","omp_idle_normal","1090006"
"1","1","","9","0","1","31","0","1","","1090007"
"","","","9","","0.2","93","","","","1090008"
"omp_idle_normal","","","9","","112611","3","1","0.1","","1090009"
"omp_talk_sad","","","9","","106031","3","1","0","","1090010"
"omp_idle_normal","","","9","","112511","3","1","0.1","","1090011"
"omp_idle_normal","","","9","","105831","3","1","0.1","","1090012"
"","","","9","","0.1","93","","","","1090013"
"","","","9","","1","93","","","","1090014"
"vo_omp_7009_000","","","9","0","vo_omp_7009","21","0","","","1090015"
"ここでのことは思い出したくないわ\nなんであんなことしちゃったのかしら…\nはぁ。ほんっとサイアク！","1","","9","1","106031","11","10","","","1090016"
"","","","9","","0","91","","","","1090017"
"omp_psn_17","","","9","","106031","3","0","0","","1090018"
"vo_omp_7009_001","","","9","0","vo_omp_7009","21","0","","","1090019"
"…きゃるきゃるーん\nなんて、にゃ","1","","9","1","106031","11","10","","","1090020"
"1","","","9","","2","93","","","","1090021"
"omp_talk_sad","","","9","","106031","3","1","0.2","","1090022"
"","","","9","","1090020","91","","","","1090023"
"omp_idle_sad","","","9","","106031","3","1","0","","1090024"
"omp_psn_17","1","0.2","9","omp_idle_joy1","105831","3","0","0","","1090025"
"vo_omp_7009_002","","","9","0","vo_omp_7009","21","0","","","1090026"
"きゃるきゃるーん♪","1","","9","1","105831","11","10","","","1090027"
"","","","9","","0","91","","","","1090028"
"omp_psn_17","","0.2","9","omp_idle_normal","105931","3","1","0","","1090029"
"vo_omp_7009_003","","","9","0","vo_omp_7009","21","0","","","1090030"
"きゃるきゃるーん、でございますにゃ","1","","9","1","105931","11","10","","","1090031"
"","","","9","","0","91","","","","1090032"
"0","","","9","","106031","4","","","","1090033"
"omp_surprise","1","0","9","omp_idle_surprise1","106031","3","0","0","","1090034"
"vo_omp_7009_004","","","9","0","vo_omp_7009","21","0","","","1090035"
"なっ、あんたたち！？\nい、今のっ、見てっ…！？","1","","9","1","106031","11","10","","","1090036"
"","","","9","","0","91","","","","1090037"
"omp_psn_17_other","","0.2","9","omp_idle_joy1","112611","3","1","0","","1090038"
"vo_omp_7009_005","","","9","0","vo_omp_7009","21","0","","","1090039"
"きゃっるきゃる～ん♪\n華麗に登場にゃ☆","1","","9","1","112611","11","10","","","1090040"
"","","","9","","0","91","","","","1090041"
"omp_talk_anger2","","","9","","106031","3","1","0","","1090042"
"vo_omp_7009_006","","","9","0","vo_omp_7009","21","0","","","1090043"
"殺す！　殺すわ！\n全員まとめてぶっ殺して\nあんなことしちゃったあたしも殺すわ！\nみんな消し去ってやるわよぉ～っ！","1","","9","1","106031","11","10","","","1090044"
"","","","9","","0","91","","","","1090045"
"omp_idle_anger2","","","9","","106031","3","1","0","","1090046"
"omp_talk_sad","","","9","","112411","3","1","0","","1090047"
"vo_omp_7009_007","","","9","0","vo_omp_7009","21","0","","","1090048"
"キャ、キャルちゃん。えっと、その…","1","","9","1","112411","11","10","","","1090049"
"","","","9","","0","91","","","","1090050"
"omp_idle_sad","","","9","","112411","3","1","0","","1090051"
"omp_talk_normal","","","9","","112511","3","1","0","","1090052"
"vo_omp_7009_008","","","9","0","vo_omp_7009","21","0","","","1090053"
"大変だね","1","","9","1","112511","11","10","","","1090054"
"","","","9","","0","91","","","","1090055"
"omp_idle_normal","","","9","","112511","3","1","0","","1090056"
"omp_talk_tsun","","","9","","106031","3","1","0","","1090057"
"vo_omp_7009_009","","","9","0","vo_omp_7009","21","0","","","1090058"
"あ、あんたたちは見逃してあげるわ…！\nでもあいつらはダメ！\nこの世から消し去らないとあたしが\n安心できないっ…！","1","","9","1","106031","11","10","","","1090059"
"","","","9","","0","91","","","","1090060"
"omp_idle_tsun","","","9","","106031","3","1","0","","1090061"
"omp_talk_normal","","","9","","112511","3","1","0","","1090062"
"vo_omp_7009_010","","","9","0","vo_omp_7009","21","0","","","1090063"
"でもあれ、かわいかったと思うけど","1","","9","1","112511","11","10","","","1090064"
"","","","9","","0","91","","","","1090065"
"omp_idle_normal","","","9","","112511","3","1","0","","1090066"
"omp_talk_joy2","","","9","","112411","3","1","0","","1090067"
"vo_omp_7009_011","","","9","0","vo_omp_7009","21","0","","","1090068"
"はい！　とっても素敵でした！","1","","9","1","112411","11","10","","","1090069"
"","","","9","","0","91","","","","1090070"
"omp_psn_20","","","9","","112411","3","1","0","","1090071"
"omp_talk_tsun","","","9","","106031","3","1","0","","1090072"
"vo_omp_7009_012","","","9","0","vo_omp_7009","21","0","","","1090073"
"そんなのうれしくないわよ～っ！？","1","","9","1","106031","11","10","","","1090074"
"","","","9","","0","91","","","","1090075"
"omp_idle_tsun","","","9","","106031","3","1","0","","1090076"
"omp_psn_17","1","0.2","9","omp_idle_joy1","105831","3","0","0","","1090077"
"omp_psn_17","1","0.2","9","omp_idle_normal","105931","3","0","0","","1090078"
"omp_psn_17_other","1","0.2","9","omp_idle_joy1","112611","3","0","0","","1090079"
"vo_omp_7009_013","","","9","0","vo_omp_7009","21","0","","","1090080"
"きゃるきゃるーん♪","1","","9","1","105831","11","10","","","1090081"
"","","","9","","0","91","","","","1090082"
"omp_talk_anger2","","","9","","106031","3","1","0","","1090083"
"vo_omp_7009_014","","","9","0","vo_omp_7009","21","0","","","1090084"
"絶対にぶっ殺す～～～～～～～！","1","","9","1","106031","11","10","","","1090085"
"","","","9","","0","91","","","","1090086"
"","","","9","","0.4","93","","","","1090087"
