6d48d4f0958626ce569acbba6146d3ac30de8ba1cd06d594bc56c6db32cec256,22e8e68f3ca84c0956f4f710f61cc45768d4185c35a635278fce5331b6897ba7,19b1753e4f541a1918719adf8a1a7ce57ea84af42672afb92e8a2df190ae9ce1,64ce78c9cb7aee72720bc098388fb8e43df9a69959730106ac1b136901fc4192,bab3322566d603728b2e3e91edb33ebf01dfb1bdef221de568eb34af84e79d05,5b293b4b3948ed8827f82f30a82c4995cccc21c8772e6195828d39dd00429a70,3e5cb6dfcfea0105f6b5fff7858965b8d5660e382b903ae9c60980ce668bcce7,83e9f941438cf738a5b984a9d6ab4041eb650d36da6375bb16bd24dff5a06a02,87480c1e344ba56a92b2ccd46215d8268b50b6d88c01fef607264c9427b84917,cf2c151f0a4a803149f7af1960a7af7fdf9527d7eb57a8028a21e7c308fdd3d9,2c9507bb83bbe7eaf58bc959caa8ba62b4e5d7e9d04296db2b049223707f738e
"1010830004","1","0","travel_exdrama_r_104_fishingBig","3","1083","1","","0","travel_exdrama_r_104_fishingIdle","0"
"1010830005","","","1","32","1083","10403","","","",""
"1010830006","","","1","32","1083","10001","","","",""
"1010830007","","","0","93","1083","3","","","",""
"1010830008","","","0","32","1083","10403","","","",""
"1010830009","","","0","32","1083","10001","","","",""
"1010840001","","","1","4","1084","1000002","","","",""
"1010840002","0","0","travel_exdrama_r_104_fishing_finish","3","1084","1000001","","0","","0"
"1010840003","0","0","travel_exdrama_r_finish_A_front","3","1084","1000002","","0","","0"
"1010840004","0","0","travel_exdrama_r_104_fishing_finish","3","1084","1","","0","","0.2"
