9b0c267a674bd545c6e2a02db3b104d5549d59c7b00650890c6f403f5c3f67dd,6459d65327bdf2fb65bb0886e43700cd23788b5300daf7ba94bc90b7d3445733,7da83b2447dfda06b5d0c17f03cf89a87d510912b7110999c9719a8d3d5fdde2,b1399eaec74e03d9502d38364b895c1340d374f0764e8e649cf0d3158b294d06,f7cdb6e594e0e0fb6857a713ddda137384e3e57f49c3b80a9f817de73c73bd80,526d70e525e024ae0e36baabc5b28209ded5b41acbe8d13d34e8f0ca17e24a14,12200476912b90dd3ad634dda046bc2aa506e9585d543707318a493d363d823d,4ab28fa5a5e8e5e8d2139931e66525d43ce003d834b47bb7bb06924da4d6398e,777a18b069c94e985aeef343e0015455c8928eccac0ba7cb0a08fd1fface2b28,458fe328b09c660abe89b62ebe258ca7355057ddacaca9f2859d49d55722d7e4,3aca8c8049cebc971208a04d16f290429d4d070264f79e0439a8e16082a17184,20f4618d96088f9878046dd0a4802dae385aa6e80757b7e46aa516765c2facd1,76ca69c66f7e65964d6578293979115a1b004fe52956c80d9364dd655e98e92c,cbb40e4fe527de40d726a0028d4f79422a8076bc0f2643c968c27cb3173f9e65,8d2d8f1dbe8b8e26dcc6f0efd3b7210c09306025e039cc1d584779167c0ab12f
"2621","103801","500","2022/11/03 5:00:00","26213","2816","410","26211","0","0","0","9103803","10","26212","263"
"2622","101401","500","2022/11/03 5:00:00","26223","2816","310","26221","0","0","0","9101403","10","26222","264"
"2623","109401","500","2022/11/03 5:00:00","26233","2816","220","26231","0","0","0","9109403","10","26232","265"
"2631","0","500","2022/11/04 5:00:00","26313","2816","564","26311","0","0","0","0","10","26312","266"
"2641","0","500","2022/11/05 5:00:00","26413","2816","499","26411","0","0","0","0","10","26412","267"
"2651","0","500","2022/11/06 5:00:00","26513","2816","435","26511","0","0","0","0","10","26512","268"
"2661","0","500","2022/11/07 5:00:00","26613","2816","372","26611","0","0","0","0","10","26612","269"
"2671","0","500","2022/11/08 5:00:00","26713","2816","309","26711","0","0","0","0","10","26712","270"
"2681","0","500","2022/11/09 5:00:00","26813","2816","246","26811","0","0","0","0","10","26812","271"
"2691","0","500","2022/11/10 5:00:00","26913","2816","183","26911","0","0","0","0","10","26912","272"
"2701","104801","500","2022/11/11 5:00:00","27013","2816","85","27011","0","0","0","9104803","10","27012","273"
"2711","0","500","2022/11/12 5:00:00","27113","2816","120","27111","0","0","0","0","10","27112","274"
"2721","0","500","2022/11/13 5:00:00","27213","2816","57","27211","0","0","0","0","10","27212","275"
"2731","0","500","2022/11/14 5:00:00","27313","2816","-6","27311","0","0","0","0","10","27312","276"
"2741","0","500","2022/11/15 5:00:00","27413","2816","-69","27411","0","0","0","0","10","27412","277"
"2751","0","500","2022/11/16 5:00:00","27513","2816","-132","27511","0","0","0","0","10","27512","278"
"2761","0","500","2022/11/17 5:00:00","27613","2816","-195","27611","0","0","0","0","10","27612","279"
"2771","0","500","2022/11/18 5:00:00","27713","2816","-258","27711","0","0","0","0","10","27712","280"
"2781","104501","500","2022/11/19 5:00:00","27813","2816","-75","27811","0","0","0","9104503","10","27812","281"
"2791","0","500","2022/11/20 5:00:00","27913","2816","-20","27911","0","0","0","0","10","27912","282"
"2801","0","500","2022/11/21 5:00:00","28013","2816","-60","28011","0","0","0","0","10","28012","283"
"2811","102201","500","2022/11/22 5:00:00","28113","2816","-235","28111","0","100601","0","9100603","10","28112","284"
"2821","0","500","2022/11/23 5:00:00","28213","2816","-210","28211","0","0","0","0","10","28212","285"
"2831","0","500","2022/11/24 5:00:00","28313","2816","-240","28311","0","0","0","0","10","28312","286"
"2841","100501","500","2022/11/25 5:00:00","28413","2816","-445","28411","0","0","0","9100503","10","28412","287"
"2851","0","500","2022/11/26 5:00:00","28513","2816","-321","28511","0","0","0","0","10","28512","288"
"2861","0","500","2022/11/27 5:00:00","28613","2816","-384","28611","0","0","0","0","10","28612","289"
"2871","0","500","2022/11/28 5:00:00","28713","2816","-448","28711","0","0","0","0","10","28712","290"
"2881","0","500","2022/11/29 5:00:00","28813","2816","-513","28811","0","0","0","0","10","28812","291"
"2891","0","500","2022/11/30 5:00:00","28913","2816","-579","28911","0","0","1","0","10","28912","292"
"2901","109201","600","2022/12/01 5:00:00","29013","2816","330","29011","4","0","0","9109203","11","29012","293"
"2911","0","600","2022/12/02 5:00:00","29113","2816","395","29111","4","0","0","0","11","29112","294"
"2921","0","600","2022/12/03 5:00:00","29213","2816","360","29211","4","0","0","0","11","29212","295"
"2931","0","600","2022/12/04 5:00:00","29313","2816","325","29311","4","0","0","0","11","29312","296"
"2941","0","600","2022/12/05 5:00:00","29413","2816","290","29411","4","0","0","0","11","29412","297"
"2951","0","600","2022/12/06 5:00:00","29513","2816","255","29511","4","0","0","0","11","29512","298"
"2961","0","600","2022/12/07 5:00:00","29613","2816","220","29611","4","0","0","0","11","29612","299"
"2971","0","600","2022/12/08 5:00:00","29713","2816","185","29711","4","0","0","0","11","29712","300"
"2981","0","600","2022/12/09 5:00:00","29813","2816","150","29811","4","0","0","0","11","29812","301"
"2991","0","600","2022/12/10 5:00:00","29913","2816","115","29911","4","0","0","0","11","29912","302"
"3001","0","600","2022/12/11 5:00:00","30013","2816","80","30011","4","0","0","0","11","30012","303"
"3011","102501","600","2022/12/12 5:00:00","30113","2816","250","30111","4","0","0","9102503","11","30112","304"
"3021","0","600","2022/12/13 5:00:00","30213","2816","45","30211","4","0","0","0","11","30212","305"
"3031","106401","600","2022/12/14 5:00:00","30313","2816","95","30311","4","0","0","9106403","11","30312","306"
"3041","0","600","2022/12/15 5:00:00","30413","2816","10","30411","4","0","0","0","11","30412","307"
"3051","0","600","2022/12/16 5:00:00","30513","2816","-25","30511","4","0","0","0","11","30512","308"
"3061","0","600","2022/12/17 5:00:00","30613","2816","-60","30611","4","0","0","0","11","30612","309"
"3071","0","600","2022/12/18 5:00:00","30713","2816","-95","30711","4","0","0","0","11","30712","310"
"3081","0","600","2022/12/19 5:00:00","30813","2816","-130","30811","4","0","0","0","11","30812","311"
"3091","0","600","2022/12/20 5:00:00","30913","2816","-165","30911","4","0","0","0","11","30912","312"
"3101","0","600","2022/12/21 5:00:00","31013","2816","-200","31011","4","0","0","0","11","31012","313"
"3111","103101","600","2022/12/22 5:00:00","31113","2816","-30","31111","4","0","0","9103103","11","31112","314"
"3121","0","600","2022/12/23 5:00:00","31213","2816","-235","31211","4","0","0","0","11","31212","315"
"3131","101201","600","2022/12/24 5:00:00","31313","2816","-190","31311","4","0","0","9101203","11","31312","316"
"3141","0","600","2022/12/25 5:00:00","31413","2816","-115","31411","4","0","0","0","11","31412","317"
"3151","0","600","2022/12/26 5:00:00","31513","2816","-160","31511","4","0","0","0","11","31512","318"
"3161","0","600","2022/12/27 5:00:00","31613","2816","-270","31611","4","0","0","0","11","31612","319"
"3171","118101","600","2022/12/28 5:00:00","31713","2816","-260","31711","4","0","0","9118103","11","31712","320"
"3181","0","600","2022/12/29 5:00:00","31813","2816","-305","31811","4","0","0","0","11","31812","321"
"3191","0","600","2022/12/30 5:00:00","31913","2816","-340","31911","4","0","0","0","11","31912","322"
"3201","0","600","2022/12/31 5:00:00","32013","2816","-378","32011","4","0","1","0","11","32012","323"
"3211","102601","600","2023/01/01 5:00:00","32113","2816","204","32111","4","0","0","9102603","12","32112","324"
"3221","0","600","2023/01/02 5:00:00","32213","2816","323","32211","4","0","0","0","12","32212","325"
"3231","105001","600","2023/01/03 5:00:00","32313","2816","167","32311","4","0","0","9105003","12","32312","326"
"3241","0","600","2023/01/04 5:00:00","32413","2816","387","32411","4","0","0","0","12","32412","327"
"3251","0","600","2023/01/05 5:00:00","32513","2816","343","32511","4","0","0","0","12","32512","328"
"3261","0","600","2023/01/06 5:00:00","32613","2816","301","32611","4","0","0","0","12","32612","329"
"3271","0","600","2023/01/07 5:00:00","32713","2816","258","32711","4","0","0","0","12","32712","330"
"3281","0","600","2023/01/08 5:00:00","32813","2816","216","32811","4","0","0","0","12","32812","331"
"3291","0","600","2023/01/09 5:00:00","32913","2816","174","32911","4","0","0","0","12","32912","332"
"3301","0","600","2023/01/10 5:00:00","33013","2816","133","33011","4","0","0","0","12","33012","333"
"3311","0","600","2023/01/11 5:00:00","33113","2816","91","33111","4","0","0","0","12","33112","334"
"3321","100301","600","2023/01/12 5:00:00","33213","2816","0","33211","4","0","0","9100303","12","33212","335"
"3331","0","600","2023/01/13 5:00:00","33313","2816","49","33311","4","0","0","0","12","33312","336"
"3341","0","600","2023/01/14 5:00:00","33413","2816","6","33411","4","0","0","0","12","33412","337"
"3351","0","600","2023/01/15 5:00:00","33513","2816","-36","33511","4","0","0","0","12","33512","338"
"3361","0","600","2023/01/16 5:00:00","33613","2816","-76","33611","4","0","0","0","12","33612","339"
"3371","0","600","2023/01/17 5:00:00","33713","2816","-119","33711","4","0","0","0","12","33712","340"
"3381","0","600","2023/01/18 5:00:00","33813","2816","-100","33811","4","0","0","0","12","33812","341"
"3391","0","600","2023/01/19 5:00:00","33913","2816","-81","33911","4","0","0","0","12","33912","342"
"3401","0","600","2023/01/20 5:00:00","34013","2816","-161","34011","4","0","0","0","12","34012","343"
"3411","0","600","2023/01/21 5:00:00","34113","2816","-203","34111","4","0","0","0","12","34112","344"
"3421","0","600","2023/01/22 5:00:00","34213","2816","-246","34211","4","0","0","0","12","34212","345"
"3431","100701","600","2023/01/23 5:00:00","34313","2816","-78","34311","4","0","0","9100703","12","34312","346"
"3441","102901","600","2023/01/24 5:00:00","34413","2816","-209","34411","4","0","0","9102903","12","34412","347"
"3451","0","600","2023/01/25 5:00:00","34513","2816","-288","34511","4","0","0","0","12","34512","348"
"3461","0","600","2023/01/26 5:00:00","34613","2816","-290","34611","4","0","0","0","12","34612","349"
"3471","0","600","2023/01/27 5:00:00","34713","2816","-308","34711","4","0","0","0","12","34712","350"
"3481","0","600","2023/01/28 5:00:00","34813","2816","-332","34811","4","0","0","0","12","34812","351"
"3491","0","600","2023/01/29 5:00:00","34913","2816","-330","34911","4","0","0","0","12","34912","352"
"3501","0","600","2023/01/30 5:00:00","35013","2816","-320","35011","4","0","0","0","12","35012","353"
"3511","0","600","2023/01/31 5:00:00","35113","2816","-378","35111","4","0","1","0","12","35112","354"
"3521","0","600","2023/02/01 5:00:00","35213","2816","382","35211","4","0","0","0","13","35212","355"
"3531","103601","600","2023/02/02 5:00:00","35313","2816","323","35311","4","0","0","9103603","13","35312","356"
"3541","0","600","2023/02/03 5:00:00","35413","2816","381","35411","4","0","0","0","13","35412","357"
"3551","109301","600","2023/02/04 5:00:00","35513","2816","185","35511","4","0","0","9109303","13","35512","358"
"3561","0","600","2023/02/05 5:00:00","35613","2816","191","35611","4","0","0","0","13","35612","359"
"3571","0","600","2023/02/06 5:00:00","35713","2816","72","35711","4","0","0","0","13","35712","360"
"3581","107101","600","2023/02/07 5:00:00","35813","2816","7","35811","4","0","0","9107103","13","35812","361"
"3591","0","600","2023/02/08 5:00:00","35913","2816","332","35911","4","0","0","0","13","35912","362"
"3601","0","600","2023/02/09 5:00:00","36013","2816","285","36011","4","0","0","0","13","36012","363"
"3611","0","600","2023/02/10 5:00:00","36113","2816","237","36111","4","0","0","0","13","36112","364"
"3621","0","600","2023/02/11 5:00:00","36213","2816","192","36211","4","0","0","0","13","36212","365"
"3631","0","600","2023/02/12 5:00:00","36313","2816","144","36311","4","0","0","0","13","36312","366"
"3641","0","600","2023/02/13 5:00:00","36413","2816","97","36411","4","0","0","0","13","36412","367"
"3651","0","600","2023/02/14 5:00:00","36513","2816","50","36511","4","0","0","0","13","36512","368"
"3661","0","600","2023/02/15 5:00:00","36613","2816","3","36611","4","0","0","0","13","36612","369"
"3671","0","600","2023/02/16 5:00:00","36713","2816","-43","36711","4","0","0","0","13","36712","370"
"3681","0","600","2023/02/17 5:00:00","36813","2816","-90","36811","4","0","0","0","13","36812","371"
"3691","123001","600","2023/02/18 5:00:00","36913","2816","-153","36911","4","0","0","9123003","13","36912","372"
"3701","0","600","2023/02/19 5:00:00","37013","2816","-93","37011","4","0","0","0","13","37012","373"
"3711","0","600","2023/02/20 5:00:00","37113","2816","-137","37111","4","0","0","0","13","37112","374"
"3721","0","600","2023/02/21 5:00:00","37213","2816","-185","37211","4","0","0","0","13","37212","375"
"3731","0","600","2023/02/22 5:00:00","37313","2816","-232","37311","4","0","0","0","13","37312","376"
"3741","0","600","2023/02/23 5:00:00","37413","2816","-225","37411","4","0","0","0","13","37412","377"
"3751","0","600","2023/02/24 5:00:00","37513","2816","-256","37511","4","0","0","0","13","37512","378"
"3761","0","600","2023/02/25 5:00:00","37613","2816","-280","37611","4","0","0","0","13","37612","379"
"3771","0","600","2023/02/26 5:00:00","37713","2816","-329","37711","4","0","0","0","13","37712","380"
"3781","0","600","2023/02/27 5:00:00","37813","2816","-379","37811","4","0","0","0","13","37812","381"
"3791","111001","600","2023/02/28 5:00:00","37913","2816","-250","37911","4","0","1","9111003","13","37912","382"
"3801","104601","100","2023/03/01 5:00:00","38013","2816","480","38011","1","0","0","9104603","14","38012","383"
"3811","0","100","2023/03/02 5:00:00","38113","2816","560","38111","1","0","0","0","14","38112","384"
"3821","103301","100","2023/03/03 5:00:00","38213","2816","370","38211","1","0","0","9103303","14","38212","385"
"3831","0","100","2023/03/04 5:00:00","38313","2816","553","38311","1","0","0","0","14","38312","386"
"3841","0","100","2023/03/05 5:00:00","38413","2816","476","38411","1","0","0","0","14","38412","387"
"3851","0","100","2023/03/06 5:00:00","38513","2816","400","38511","1","0","0","0","14","38512","388"
"3861","105101","100","2023/03/07 5:00:00","38613","2816","330","38611","1","0","0","9105103","14","38612","389"
"3871","0","100","2023/03/08 5:00:00","38713","2816","325","38711","1","0","0","0","14","38712","390"
"3881","0","100","2023/03/09 5:00:00","38813","2816","250","38811","1","0","0","0","14","38812","391"
"3891","105701","100","2023/03/10 5:00:00","38913","2816","185","38911","1","0","0","9105703","14","38912","392"
"3901","0","100","2023/03/11 5:00:00","39013","2816","175","39011","1","0","0","0","14","39012","393"
"3911","103201","100","2023/03/12 5:00:00","39113","2816","205","39111","1","0","0","9103203","14","39112","394"
"3921","0","100","2023/03/13 5:00:00","39213","2816","110","39211","1","0","0","0","14","39212","395"
"3931","105201","100","2023/03/14 5:00:00","39313","2816","30","39311","1","0","0","9105203","14","39312","396"
"3941","0","100","2023/03/15 5:00:00","39413","2816","-45","39411","1","0","0","0","14","39412","397"
"3951","103401","100","2023/03/16 5:00:00","39513","2816","-250","39511","1","0","0","9103403","14","39512","398"
"3961","0","100","2023/03/17 5:00:00","39613","2816","-50","39611","1","0","0","0","14","39612","399"
"3971","0","100","2023/03/18 5:00:00","39713","2816","-90","39711","1","0","0","0","14","39712","400"
"3981","0","100","2023/03/19 5:00:00","39813","2816","100","39811","1","0","0","0","14","39812","401"
"3991","0","100","2023/03/20 5:00:00","39913","2816","25","39911","1","0","0","0","14","39912","402"
"4001","0","100","2023/03/21 5:00:00","40013","2816","-50","40011","1","0","0","0","14","40012","403"
"4011","0","100","2023/03/22 5:00:00","40113","2816","-125","40111","1","0","0","0","14","40112","404"
"4021","0","100","2023/03/23 5:00:00","40213","2816","-370","40211","1","0","0","0","14","40212","405"
"4031","107001","100","2023/03/24 5:00:00","40313","2816","-460","40311","1","0","0","9107003","14","40312","406"
"4041","0","100","2023/03/25 5:00:00","40413","2816","-200","40411","1","0","0","0","14","40412","407"
"4051","0","100","2023/03/26 5:00:00","40513","2816","-275","40511","1","0","0","0","14","40512","408"
"4061","0","100","2023/03/27 5:00:00","40613","2816","-350","40611","1","0","0","0","14","40612","409"
"4071","0","100","2023/03/28 5:00:00","40713","2816","-425","40711","1","0","0","0","14","40712","410"
"4081","0","100","2023/03/29 5:00:00","40813","2816","-501","40811","1","0","0","0","14","40812","411"
"4091","0","100","2023/03/30 5:00:00","40913","2816","-579","40911","1","0","1","0","14","40912","412"
"4092","0","100","2023/03/30 5:00:00","40923","2816","0","40921","1","0","1","0","1","40922","413"
