eb9d774d1ca2af46a918eb31c801e7b7d667a488ed5447ab609ca9ca7ce83ffb,9031853d8fb5d6364557c4b70fb8b9f6bb8beaa996d6654dd31fab55289cf7d5,d41ca41e443ce2a5233c79cdfa68ac15883f495bef62cc4becf6a4ab578b26c9,deaef81910b5a6ff4f8ef11cab667e66e6cfb89370cb73e0bbd73effc8b7015d,9bb739c5ead26f3f4da483731a17bcbde7045c5a576137599e1f0110bb927944,32bb2d91e859696f8ad61138c0cc2f7cd2b475c339f1e8e6ae24b295970bab35,1ad3d05eaaf106abe63ed9b154d3a84d48aa308a573e88de8c00952e20e992aa,c13fcdf8d877a72e469a000fab9a8759a386ff36da30fb1cd83cb3fe224907cb,1317e6e7057b314d5fbd1d5052001c17b568653c2134f0ba39277e818f508264,783d649f0705948b31c3619a94faa1a33bfa2240ddb9d70ebd4bd43d1a45e071,284be6b7151bfb5785d4f2b995ade1e4f5c505ad12f840e6a20317d2acc3eb06,102d390cf87187816d217a10b564ffbd4cac63edfc8a1258200143f5974c38fc,7a36bfd064ebdd8a3b9a52d6c0e2133f9e903ee09cf0d8a484a26e96beedf5d9,f7e77e32289263d844820186b7e4889bf228e4e1b9f67cde86822121974c3929,8709daede02a593ff19227358cf972b62139b445397fb4550d12bb279c23c8b1,bd3b755f9fcd2ecdd77917b64a64f135d8c9012d26f7027b90d6a0399820e02f,3fc4476671ef4faee6e5a80f82c19151c8348041097fbf2c7bf32f615814d354,64b8660dd54e11e0ecde792c7e33013f1dc8eb06dfbd433e1c477e3b2510e772,2b22bca2c9f938043b821a894ad9e0eb1e287d4c7b6f6069fc77e69801b7a056,0a55d81ee46d9ab8cccbd0476c06e13710fac31b953b8c1c95e275e26f205891,b1e53a596f8719695fed3d98067485a4917952f98b6d4bc780f175dca9daa6eb,2d9345639739e611eb1064a8106051e8f7746c53981ed78bbe9861c60eced027
"10380104","0","200","200","190","0.9","1","0","1","-30","101021","4","101021","0","4","-30","1","1038","1.3","bgm_M64","-70","1"
"10380105","0","220","200","440","1.4","1","0","1","0","101031","5","101031","0","5","-30","1","1038","1.8","bgm_M55","0","1.6"
"10390101","0","210","250","-470","0.6","1","-30","1","0","101041","1","101041","10","1","-30","1","1039","0.8","bgm_M64","-125","0.7"
"10390102","0","200","200","-210","0.65","1","0","1","0","101041","2","101041","10","2","-30","1","1039","1","bgm_M64","-95","0.7"
"10390103","-15","200","100","50","0.9","1","-10","1","0","101041","3","101041","0","3","-30","1","1039","1.3","bgm_M64","-120","1"
"10390104","0","200","100","195","0.9","1","0","1","0","101041","4","101041","0","4","-30","1","1039","1.35","bgm_M64","35","1.3"
"10390105","0","210","150","450","1.1","1","0","1","-50","101042","5","101042","0","5","-30","1.3","1039","1.8","bgm_M55","-55","1.35"
"10400101","0","210","250","-480","0.6","1","0","1","0","101161","1","101161","10","1","-30","1","1040","0.8","bgm_M64","-120","0.85"
"10400102","0","240","100","-260","0.75","1","0","1","0","101161","2","101161","0","2","-30","1","1040","1.2","bgm_M64","-100","1.1"
"10400103","-5","200","100","-10","0.65","1","-10","1","0","101161","3","101161","5","3","-30","1","1040","1.1","bgm_M64","65","1"
"10400104","0","200","150","190","0.9","1","0","1","43","101161","4","101161","0","4","-30","1","1040","1","bgm_M64","-110","1"
"10400105","-40","280","270","485","0.9","1","-45","1","-50","101162","5","101162","-10","5","-30","1.3","1040","1.15","bgm_M55","-70","1"
"10410101","0","210","120","-480","0.6","1","0","1","0","101171","1","101171","10","1","-30","1","1041","0.8","bgm_M64","-120","0.85"
"10410102","0","200","120","-260","0.75","1","0","1","0","101171","2","101171","10","2","-30","1","1041","1.2","bgm_M64","-120","1"
"10410103","-13","200","150","-10","0.6","1","-60","1.4","-50","101171","3","101171","0","3","-30","1","1041","0.9","bgm_M64","0","0.55"
"10410104","0","200","100","190","0.9","1","0","1","0","101171","4","101171","0","4","-30","1","1041","1.2","bgm_M64","-110","1"
"10410105","-20","250","200","475","1","1","0","1","-50","101172","5","101172","10","5","-30","1","1041","1.45","bgm_M55","-30","1"
"10420101","0","210","100","-480","0.6","1","-30","1","0","101191","1","101191","10","1","-30","1","1042","0.8","bgm_M64","-120","0.7"
"10420102","0","200","100","-260","0.8","1","0","1","0","101191","2","101191","10","2","-30","1","1042","1.2","bgm_M64","-100","1"
"10420103","-15","200","100","-10","0.9","1","-10","1","-30","101191","3","101451","0","3","-30","1","1042","1.4","bgm_M64","65","1"
"10420104","0","200","100","190","0.65","1","0","1","0","101191","4","101191","0","4","-30","1","1042","1.1","bgm_M64","-110","1"
"10420105","0","280","200","485","1.1","1","-45","1.2","-50","101192","5","101192","-10","5","-30","1","1042","1.3","bgm_M55","-70","1"
"10430101","0","210","100","-480","0.6","1","0","1","0","101201","1","101201","10","1","-30","1","1043","0.8","bgm_M64","-120","0.85"
"10430102","0","240","100","-260","0.75","1","0","1","0","101201","2","101201","10","2","-30","1","1043","1.2","bgm_M64","-120","1.1"
"10430103","-15","200","100","-10","0.8","1","-10","1","0","101201","3","101201","0","3","-30","1","1043","1.1","bgm_M64","65","1"
"10430104","0","200","100","190","0.7","1","0","1","43","101201","4","101201","0","4","-30","1","1043","1","bgm_M64","-110","1"
"10430105","-20","250","100","475","1","1","-45","1","-50","101202","5","101202","10","5","-30","1","1043","1.45","bgm_M55","-30","1"
"10440101","0","210","100","-480","0.6","1","0","1","0","101291","1","101291","10","1","-30","1","1044","0.8","bgm_M64","-120","0.85"
"10440102","0","240","100","-260","0.75","1","0","1","0","101291","2","101291","10","2","-30","1","1044","1.2","bgm_M64","-120","1.1"
"10440103","-15","200","100","-40","1.55","1","-10","1","0","101291","3","101291","0","3","-30","1","1044","2.3","bgm_M64","65","2.2"
"10440104","0","200","100","150","1.1","1","0","1","0","101291","4","101291","0","4","-30","1","1044","1.2","bgm_M64","-110","1"
"10440105","-20","230","100","490","1.1","1","30","1","15","101292","5","101292","30","5","-30","1","1044","1.45","bgm_M55","-15","1"
"10450101","0","210","100","-480","0.58","1","-30","1","0","101301","1","101301","10","1","-30","1","1045","0.8","bgm_M64","-120","0.7"
"10450102","0","200","100","-260","0.9","1","0","1","0","101301","2","101301","10","2","-30","1","1045","1.2","bgm_M64","-120","1"
"10450103","0","200","200","-50","0.93","1","-10","1","-30","101301","3","101301","-10","3","-30","1","1045","1.4","bgm_M64","100","1"
"10450104","0","200","100","100","0.9","1","0","1","15","101301","4","101301","0","4","-30","1","1045","1.3","bgm_M64","-100","1"
"10450105","-20","270","100","470","1","1","-30","1","-15","101302","5","101302","10","5","-30","1","1045","1.2","bgm_M55","-55","1.1"
"10460101","0","210","100","-450","0.575","1","0","1","0","101441","1","101161","10","1","-30","1","1046","0.8","bgm_M64","-130","0.85"
"10460102","0","200","200","-250","0.75","1","0","1","0","101441","2","101161","10","2","-30","1","1046","1","bgm_M64","-120","0.7"
"10460103","-15","200","100","-10","0.8","1","-10","1","0","101441","3","101161","0","3","-30","1","1046","1.2","bgm_M64","50","1.1"
"10460104","0","200","150","210","0.8","1","0","1","43","101441","4","101161","0","4","-30","1","1046","1","bgm_M64","-100","1"
"10460105","-20","230","100","470","0.95","1","-30","1","-35","101442","5","101162","10","5","-30","1","1046","1.2","bgm_M55","-70","1.1"
"10470101","0","210","100","-450","0.58","1","-30","1","0","101451","1","101451","10","1","-30","1","1047","0.8","bgm_M64","-130","0.7"
"10470102","0","200","100","-250","0.9","1","0","1","0","101451","2","101451","10","2","-30","1","1047","1.2","bgm_M64","-120","1"
"10470103","-15","200","100","-20","0.9","1","-10","1","-30","101451","3","101451","0","3","-30","1","1047","1.4","bgm_M64","50","1"
"10470104","0","200","100","200","0.8","1","0","1","0","101451","4","101451","0","4","-30","1","1047","1","bgm_M64","-100","0.85"
"10470105","0","290","100","510","1.25","1","-50","1.2","-35","101452","5","101452","0","5","-30","1","1047","1.55","bgm_M55","-70","1.4"
"10480101","0","210","100","-450","0.58","1","-30","1","0","101561","1","101451","10","1","-30","1","1048","0.8","bgm_M64","-130","0.7"
"10480102","0","240","100","-240","0.75","1","0","1","0","101561","2","101451","0","2","-30","1","1048","1.2","bgm_M64","-120","1.1"
"10480103","-13","200","150","-10","0.6","1","-60","1.4","-50","101561","3","101451","0","3","-30","1","1048","0.9","bgm_M64","0","0.55"
"10480104","0","200","100","195","0.7","1","0","1","20","101561","4","101451","0","4","-30","1","1048","1.1","bgm_M64","-100","1"
"10480105","0","290","400","460","1.25","1","-50","1.4","-60","101562","5","101452","0","5","-30","1","1048","1.55","bgm_M55","-70","1.35"
"10490101","0","210","100","-480","0.58","1","-30","1","0","101001","1","101001","10","1","-30","1","1049","0.8","bgm_M64","-120","0.7"
"10490102","0","200","100","-270","0.75","1","0","1","0","101001","2","101001","10","2","-30","1","1049","1.2","bgm_M64","-120","1.1"
"10490103","-15","200","200","-25","0.9","1","-10","1","-30","101001","3","101001","0","3","-30","1","1049","1.4","bgm_M64","65","1"
"10490104","0","200","150","200","0.9","1","0","1","-30","101001","4","101001","0","4","-30","1","1049","1.1","bgm_M64","-120","1"
"10490105","0","250","200","480","1.2","1","0","1.2","0","101011","5","101011","0","5","-30","1","1049","1.3","bgm_M55","-40","1"
"10500101","0","210","170","-450","0.575","1","-30","1","-25","101021","1","101021","10","1","-30","1","1050","1","bgm_M64","-110","0.9"
"10500102","0","240","100","-240","0.75","1","0","1","0","101021","2","101021","0","2","-30","1","1050","1.2","bgm_M64","-120","1.1"
"10500103","-5","200","100","-10","0.6","1","-10","1","0","101021","3","101021","5","3","-30","1","1050","0.9","bgm_M64","65","0.8"
"10500104","0","200","100","190","0.65","1","0","1","0","101021","4","101021","0","4","-30","1","1050","1.1","bgm_M64","-110","1"
"10500105","0","220","200","440","1.4","1","0","1","0","101031","5","101031","0","5","-30","1","1050","1.8","bgm_M55","0","1.6"
"10510101","0","210","100","-450","0.58","1","-30","1","0","101041","1","101041","10","1","-30","1","1051","0.8","bgm_M64","-130","0.7"
"10510102","0","200","200","-250","0.65","1","0","1","0","101041","2","101041","10","2","-30","1","1051","1","bgm_M64","-120","0.7"
"10510103","-15","200","100","-35","0.75","1","-10","1","-10","101041","3","101041","10","3","-30","1","1051","1.3","bgm_M64","70","1"
"10510104","0","200","100","150","1","1","0","1","0","101041","4","101041","0","4","-30","1","1051","1.4","bgm_M64","-110","1"
"10510105","0","210","150","450","1.1","1","0","1","-50","101042","5","101042","0","5","-30","1.3","1051","1.8","bgm_M55","-55","1.35"
"10520101","0","210","250","-480","0.6","1","-30","1","0","101161","1","101161","10","1","-30","1","1052","0.8","bgm_M64","-120","0.7"
"10520102","0","240","100","-260","0.75","1","0","1","0","101161","2","101161","0","2","-30","1","1052","1.2","bgm_M64","-100","1.1"
"10520103","-5","200","100","-10","0.65","1","-10","1","0","101161","3","101161","5","3","-30","1","1052","1.1","bgm_M64","65","1"
"10520104","0","200","100","240","0.8","1","0","1","-30","101161","4","101161","0","4","-30","1","1052","1.3","bgm_M64","-50","1"
"10520105","-40","280","270","485","0.9","1","-45","1","-50","101162","5","101162","-10","5","-30","1.3","1052","1.15","bgm_M55","-70","1"
"10530101","0","210","120","-480","0.5","1","0","1","0","101171","1","101171","10","1","-30","1","1053","0.8","bgm_M64","-120","0.85"
"10530102","0","200","100","-270","0.75","1","0","1","0","101171","2","101171","10","2","-30","1","1053","1.2","bgm_M64","-120","1.1"
"10530103","-15","200","100","-25","1.55","1","-10","1","0","101171","3","101171","0","3","-30","1","1053","2.3","bgm_M64","65","2.2"
"10530104","0","200","100","200","0.9","1","0","1","-30","101171","4","101171","0","4","-30","1","1053","1.5","bgm_M64","-100","1"
"10530105","-20","250","200","475","1","1","0","1","-50","101172","5","101172","10","5","-30","1","1053","1.45","bgm_M55","-30","1"
"10540101","0","210","170","-450","0.575","1","-30","1","-25","101191","1","101191","10","1","-30","1","1054","1","bgm_M64","-110","0.9"
"10540102","0","200","200","-250","0.65","1","0","1","0","101191","2","101191","10","2","-30","1","1054","1","bgm_M64","-120","0.7"
"10540103","-15","200","100","-10","0.8","1","-10","1","0","101191","3","101191","0","3","-30","1","1054","1.2","bgm_M64","50","1.1"
"10540104","0","200","200","190","1","1","0","1","0","101191","4","101191","0","4","-30","1","1054","1.5","bgm_M64","-90","1"
"10540105","0","280","200","485","1.1","1","-45","1.2","-50","101192","5","101192","-10","5","-30","1","1054","1.3","bgm_M55","-70","1"
"10550101","0","210","120","-480","0.5","1","0","1","0","101201","1","101201","10","1","-30","1","1055","0.8","bgm_M64","-120","0.85"
"10550102","0","240","250","-250","0.7","1","-30","1","-30","101201","2","101201","0","2","-30","1","1055","1","bgm_M64","-120","1"
"10550103","-15","200","100","-10","0.8","1","-10","1","0","101201","3","101201","0","3","-30","1","1055","1.1","bgm_M64","65","1"
"10550104","0","200","100","190","0.7","1","0","1","43","101201","4","101201","0","4","-30","1","1055","1","bgm_M64","-110","1"
"10550105","-20","250","100","475","1","1","-45","1","-50","101202","5","101202","10","5","-30","1","1055","1.45","bgm_M55","-30","1"
"10560101","0","210","250","-480","0.6","1","-30","1","0","101291","1","101291","10","1","-30","1","1056","0.8","bgm_M64","-120","0.7"
"10560102","0","240","100","-260","0.75","1","0","1","0","101291","2","101291","0","2","-30","1","1056","1.2","bgm_M64","-100","1.1"
"10560103","-15","200","100","-35","0.9","1","-10","1","-30","101291","3","101291","0","3","-30","1","1056","1.4","bgm_M64","50","1"
"10560104","0","200","150","190","0.9","1","0","1","-30","101291","4","101291","0","4","-30","1","1056","1.1","bgm_M64","-120","1"
"10560105","-20","230","100","490","1.1","1","30","1","15","101292","5","101292","30","5","-30","1","1056","1.45","bgm_M55","-15","1"
"10570101","0","210","170","-450","0.575","1","-30","1","-25","101301","1","101301","10","1","-30","1","1057","1","bgm_M64","-110","0.9"
"10570102","0","200","100","-270","0.75","1","0","1","0","101301","2","101301","10","2","-30","1","1057","1.2","bgm_M64","-120","1.1"
"10570103","0","200","200","-50","0.93","1","-10","1","-30","101301","3","101301","-10","3","-30","1","1057","1.4","bgm_M64","100","1"
"10570104","0","200","100","190","0.9","1","0","1","0","101301","4","101301","0","4","-30","1","1057","1.2","bgm_M64","-110","1"
"10570105","-20","270","100","470","1","1","-30","1","-15","101302","5","101302","10","5","-30","1","1057","1.2","bgm_M55","-55","1.1"
"10580101","0","210","250","-480","0.6","1","-30","1","0","101441","1","101441","10","1","-30","1","1058","0.8","bgm_M64","-120","0.7"
"10580102","0","240","250","-250","0.7","1","-30","1","-30","101441","2","101441","0","2","-30","1","1058","1","bgm_M64","-120","1"
"10580103","-15","200","100","-5","0.75","1","-10","1","-10","101441","3","101441","10","3","-30","1","1058","1.3","bgm_M64","70","1"
"10580104","0","200","100","210","0.8","1","0","1","20","101441","4","101441","10","4","-30","1","1058","1.1","bgm_M64","-100","1"
"10580105","-20","230","100","470","0.95","1","-30","1","-35","101442","5","101442","10","5","-30","1","1058","1.2","bgm_M55","-70","1.1"
"10590101","0","210","170","-450","0.575","1","-30","1","-25","101451","1","101451","10","1","-30","1","1059","1","bgm_M64","-110","0.9"
"10590102","0","200","200","-250","0.65","1","0","1","0","101451","2","101451","10","2","-30","1","1059","1","bgm_M64","-120","0.7"
"10590103","-13","200","150","-10","0.6","1","-60","1.4","-50","101451","3","101451","0","3","-30","1","1059","0.9","bgm_M64","0","0.55"
"10590104","0","200","100","200","0.7","1","0","1","0","101451","4","101451","0","4","-30","1","1059","1","bgm_M64","-120","0.7"
"10590105","0","290","100","510","1.25","1","-50","1.2","-35","101452","5","101452","0","5","-30","1","1059","1.55","bgm_M55","-70","1.4"
"10600101","0","210","120","-480","0.5","1","0","1","0","101561","1","101561","10","1","-30","1","1060","0.8","bgm_M64","-120","0.85"
"10600102","0","200","100","-270","0.75","1","0","1","0","101561","2","101561","10","2","-30","1","1060","1.2","bgm_M64","-120","1.1"
"10600103","-15","200","200","-25","0.9","1","-10","1","-30","101561","3","101561","0","3","-30","1","1060","1.4","bgm_M64","65","1"
"10600104","0","200","100","190","0.65","1","0","1","0","101561","4","101561","0","4","-30","1","1060","1.1","bgm_M64","-110","1"
"10600105","0","290","400","460","1.25","1","-50","1.4","-60","101562","5","101562","0","5","-30","1","1060","1.55","bgm_M55","-70","1.35"
"10610101","0","210","250","-480","0.6","1","-30","1","0","101001","1","101001","10","1","-30","1","1061","0.8","bgm_M64","-120","0.7"
"10610102","0","240","100","-260","0.75","1","0","1","0","101001","2","101001","0","2","-30","1","1061","1.2","bgm_M64","-100","1.1"
"10610103","-15","200","100","-10","1","1","-10","1","-30","101001","3","101001","0","3","-30","1","1061","1.4","bgm_M64","65","1"
"10610104","0","200","100","200","1","1","0","1","0","101001","4","101001","0","4","-30","1","1061","1.4","bgm_M64","-110","1"
"10610105","0","250","200","480","1.2","1","0","1.2","0","101011","5","101011","0","5","-30","1","1061","1.3","bgm_M55","-40","1"
"10630101","0","210","120","-480","0.5","1","0","1","0","101021","1","101021","10","1","-30","1","1063","0.8","bgm_M64","-120","0.85"
"10630102","0","240","250","-250","0.7","1","-30","1","-30","101021","2","101021","0","2","-30","1","1063","1","bgm_M64","-120","1"
"10630103","0","200","100","-10","0.9","1","0","1","0","101021","3","101021","0","3","-30","1","1063","1.3","bgm_M64","70","1"
"10630104","0","200","100","240","0.8","1","0","1","-30","101021","4","101021","0","4","-30","1","1063","1.2","bgm_M64","-70","1"
"10630105","0","220","200","470","1.4","1","0","1","0","101031","5","101031","0","5","-30","1","1063","1.8","bgm_M55","0","1.6"
"10640101","0","210","170","-450","0.575","1","-30","1","-25","101041","1","101041","10","1","-30","1","1064","1","bgm_M64","-110","0.9"
"10640102","0","200","200","-250","0.65","1","0","1","0","101041","2","101041","10","2","-30","1","1064","1","bgm_M64","-120","0.7"
"10640103","-15","200","100","-10","0.8","1","-10","1","0","101041","3","101041","0","3","-30","1","1064","1.1","bgm_M64","65","1"
"10640104","0","200","100","200","0.9","1","0","1","-30","101041","4","101041","0","4","-30","1","1064","1.5","bgm_M64","-100","1"
"10640105","0","210","150","450","1.1","1","0","1","-50","101042","5","101042","0","5","-30","1.3","1064","1.8","bgm_M55","-55","1.35"
"10650101","0","210","250","-480","0.6","1","-30","1","0","101161","1","101161","10","1","-30","1","1065","0.8","bgm_M64","-120","0.7"
"10650102","0","240","100","-260","0.75","1","0","1","0","101161","2","101161","0","2","-30","1","1065","1.2","bgm_M64","-100","1.1"
"10650103","-5","200","100","-10","0.65","1","-10","1","0","101161","3","101161","5","3","-30","1","1065","1.1","bgm_M64","65","1"
"10650104","0","200","100","200","0.8","1","0","1","0","101161","4","101161","0","4","-30","1","1065","1","bgm_M64","-100","0.85"
"10650105","-40","280","270","485","0.9","1","-45","1","-50","101162","5","101162","-10","5","-30","1.3","1065","1.15","bgm_M55","-70","1"
"10660101","0","210","120","-480","0.5","1","0","1","0","101171","1","101171","10","1","-30","1","1066","0.8","bgm_M64","-120","0.85"
"10660102","0","240","250","-250","0.7","1","-30","1","-30","101171","2","101171","0","2","-30","1","1066","1","bgm_M64","-120","1"
"10660103","-10","200","100","0","0.8","1","-10","1","0","101171","3","101171","0","3","-30","1","1066","1.15","bgm_M64","65","1.1"
"10660104","0","200","100","230","0.9","1","-10","1","0","101171","4","101171","0","4","-30","1","1066","1.35","bgm_M64","5","1.3"
"10660105","-20","250","200","475","1","1","0","1","-50","101172","5","101172","10","5","-30","1","1066","1.45","bgm_M55","-30","1"
"10670101","0","210","250","-480","0.6","1","-30","1","0","101191","1","101191","10","1","-30","1","1067","0.8","bgm_M64","-50","0.7"
"10670102","0","200","100","-270","0.75","1","0","1","0","101191","2","101191","10","2","-30","1","1067","1.2","bgm_M64","-120","1.1"
"10670103","-15","200","100","-20","0.9","1","-10","1","-30","101191","3","101191","0","3","-30","1","1067","1.4","bgm_M64","50","1"
"10670104","0","200","200","200","1","1","0","1","0","101191","4","101191","0","4","-30","1","1067","1.5","bgm_M64","-90","1"
"10670105","0","280","200","485","1.1","1","-45","1.2","-50","101192","5","101192","-10","5","-30","1","1067","1.3","bgm_M55","-70","1"
"10680101","0","210","100","-470","0.8","1","0","1","20","101201","1","101201","10","1","-30","1","1068","1.45","bgm_M64","0","1.1"
"10680102","0","200","200","-250","0.65","1","0","1","0","101201","2","101201","10","2","-30","1","1068","1","bgm_M64","-120","0.7"
"10680103","-15","200","100","-5","0.75","1","-10","1","-10","101201","3","101201","10","3","-30","1","1068","1.3","bgm_M64","70","1"
"10680104","0","200","100","190","0.7","1","0","1","43","101201","4","101201","0","4","-30","1","1068","1","bgm_M64","-110","1"
"10680105","-20","250","100","475","1","1","-45","1","-50","101202","5","101202","10","5","-30","1","1068","1.45","bgm_M55","-30","1"
"10690101","0","210","170","-450","0.575","1","-30","1","-25","101291","1","101291","10","1","-30","1","1069","1","bgm_M64","-110","0.9"
"10690102","0","240","100","-225","0.75","1","0","1","0","101291","2","101291","0","2","-30","1","1069","1.2","bgm_M64","-25","1.1"
"10690103","-15","200","100","0","1.55","1","-10","1","0","101291","3","101291","0","3","-30","1","1069","2.3","bgm_M64","65","2.2"
"10690104","0","200","100","190","0.65","1","0","1","0","101291","4","101291","0","4","-30","1","1069","1.1","bgm_M64","-110","1"
"10690105","-20","230","100","490","1.1","1","30","1","15","101292","5","101292","30","5","-30","1","1069","1.45","bgm_M55","-15","1"
"10700101","0","210","250","-480","0.6","1","-30","1","0","101301","1","101301","10","1","-30","1","1070","0.8","bgm_M64","-50","0.7"
"10700102","0","200","200","-250","0.65","1","0","1","0","101301","2","101301","10","2","-30","1","1070","1","bgm_M64","-120","0.7"
"10700103","0","200","200","-50","0.93","1","-10","1","-30","101301","3","101301","-10","3","-30","1","1070","1.4","bgm_M64","100","1"
"10700104","0","200","150","190","0.9","1","0","1","-30","101301","4","101301","0","4","-30","1","1070","1.1","bgm_M64","-120","1"
"10700105","-20","270","100","470","1","1","-30","1","-15","101302","5","101302","10","5","-30","1","1070","1.2","bgm_M55","-55","1.1"
"10710101","0","210","100","-470","0.8","1","0","1","20","101441","1","101441","10","1","-30","1","1071","1.45","bgm_M64","0","1.1"
"10710102","0","240","250","-250","0.7","1","-30","1","-30","101441","2","101441","0","2","-30","1","1071","1","bgm_M64","-120","1"
"10710103","-15","200","100","-10","0.8","1","-10","1","0","101441","3","101441","0","3","-30","1","1071","1.1","bgm_M64","65","1"
"10710104","0","200","100","200","0.7","1","0","1","0","101441","4","101441","0","4","-30","1","1071","1","bgm_M64","-120","0.7"
"10710105","-20","230","100","470","0.95","1","-30","1","-35","101442","5","101442","10","5","-30","1","1071","1.2","bgm_M55","-70","1.1"
"10720101","0","210","170","-450","0.575","1","-30","1","-25","101451","1","101451","10","1","-30","1","1072","1","bgm_M64","-110","0.9"
"10720102","0","240","100","-225","0.75","1","0","1","0","101451","2","101451","0","2","-30","1","1072","1.2","bgm_M64","-25","1.1"
"10720103","-15","200","100","-10","1","1","-10","1","-30","101451","3","101451","0","3","-30","1","1072","1.4","bgm_M64","65","1"
"10720104","0","200","100","210","0.8","1","0","1","20","101451","4","101451","10","4","-30","1","1072","1.1","bgm_M64","-100","1"
"10720105","0","290","100","510","1.25","1","-50","1.2","-35","101452","5","101452","0","5","-30","1","1072","1.55","bgm_M55","-70","1.4"
"10730101","0","210","170","-450","0.575","1","-30","1","-25","101561","1","101561","10","1","-30","1","1073","1","bgm_M64","0","0.9"
"10730102","0","200","100","-270","0.75","1","0","1","0","101561","2","101561","10","2","-30","1","1073","1.2","bgm_M64","-120","1.1"
"10730103","-5","200","100","-10","0.65","1","-10","1","0","101561","3","101561","5","3","-30","1","1073","1.1","bgm_M64","65","1"
"10730104","0","200","100","200","1","1","0","1","0","101561","4","101561","0","4","-30","1","1073","1.4","bgm_M64","-110","1"
"10730105","0","290","400","460","1.25","1","-50","1.4","-60","101562","5","101562","0","5","-30","1","1073","1.55","bgm_M55","-70","1.35"
"10740101","0","210","250","-480","0.6","1","-30","1","0","101001","1","101001","10","1","-30","1","1074","0.8","bgm_M64","-50","0.7"
"10740102","0","240","200","-260","0.9","1","10","1","10","101001","2","101001","0","2","-30","1","1074","1.35","bgm_M64","-110","1.1"
"10740103","-15","200","100","-5","0.75","1","-10","1","-10","101001","3","101001","10","3","-30","1","1074","1.15","bgm_M64","70","1"
"10740104","0","200","100","190","0.9","1","0","1","0","101001","4","101001","0","4","-30","1","1074","1.2","bgm_M64","-110","1"
"10740105","0","250","200","480","1.2","1","0","1.2","0","101011","5","101011","0","5","-30","1","1074","1.3","bgm_M55","-40","1"
"10750101","0","210","100","-470","0.8","1","0","1","20","101021","1","101021","10","1","-30","1","1075","1.45","bgm_M64","0","1.1"
"10750102","0","200","200","-250","0.65","1","0","1","0","101021","2","101021","10","2","-30","1","1075","1","bgm_M64","-120","0.7"
"10750103","-13","200","150","-10","0.6","1","-60","1.4","-50","101021","3","101021","0","3","-30","1","1075","0.9","bgm_M64","0","0.55"
"10750104","0","200","100","200","0.9","1","0","1","-30","101021","4","101021","0","4","-30","1","1075","1.5","bgm_M64","-100","1"
"10750105","0","220","200","470","1.4","1","0","1","0","101031","5","101031","0","5","-30","1","1075","1.8","bgm_M55","0","1.6"
"10760101","0","210","170","-480","0.575","1","-30","1","-25","101041","1","101041","10","1","-30","1","1076","1","bgm_M64","-110","0.9"
"10760102","0","240","250","-230","0.7","1","-30","1","-30","101041","2","101041","0","2","-30","1","1076","1","bgm_M64","-20","1"
"10760103","-15","200","100","15","0.9","1","-10","1","-30","101041","3","101041","0","3","-30","1","1076","1.4","bgm_M64","-120","1"
"10760104","0","200","300","200","0.8","1","-50","1","-60","101041","4","101041","0","4","-30","1","1076","1.3","bgm_M64","40","1"
"10760105","0","210","150","450","1.1","1","0","1","-50","101042","5","101042","0","5","-30","1.3","1076","1.8","bgm_M55","-55","1.35"
"10770101","0","210","250","-480","0.6","1","-30","1","0","101161","1","101161","10","1","-30","1","1077","0.8","bgm_M64","-50","0.7"
"10770102","0","200","100","-270","0.75","1","0","1","0","101161","2","101161","10","2","-30","1","1077","1.2","bgm_M64","-120","1.1"
"10770103","0","200","100","-10","0.9","1","0","1","0","101161","3","101161","0","3","-30","1","1077","1.3","bgm_M64","70","1"
"10770104","0","200","200","200","1","1","0","1","0","101161","4","101161","0","4","-30","1","1077","1.5","bgm_M64","-90","1"
"10770105","-40","280","270","485","0.9","1","-45","1","-50","101162","5","101162","-10","5","-30","1.3","1077","1.15","bgm_M55","-70","1"
"10780101","0","210","170","-450","0.575","1","-30","1","-25","101171","1","101171","10","1","-30","1","1078","1","bgm_M64","-90","0.9"
"10780102","0","240","100","-225","0.75","1","0","1","0","101171","2","101171","0","2","-30","1","1078","1.2","bgm_M64","20","1.1"
"10780103","-10","200","100","0","0.8","1","-10","1","0","101171","3","101171","0","3","-30","1","1078","1.15","bgm_M64","-65","1.1"
"10780104","0","200","100","230","0.65","1","-10","1","0","101171","4","101171","0","4","-30","1","1078","1","bgm_M64","0","0.9"
"10780105","-20","250","200","475","1","1","0","1","-50","101172","5","101172","10","5","-30","1","1078","1.45","bgm_M55","-30","1"
"10790101","0","210","250","-480","0.6","1","-30","1","0","101191","1","101191","10","1","-30","1","1079","0.8","bgm_M64","-50","0.7"
"10790102","0","240","200","-260","0.9","1","10","1","10","101191","2","101191","0","2","-30","1","1079","1.35","bgm_M64","-110","1.1"
"10790103","-15","200","100","-10","0.8","1","-10","1","0","101191","3","101191","0","3","-30","1","1079","1.1","bgm_M64","65","1"
"10790104","0","200","100","230","0.9","1","-10","1","0","101191","4","101191","0","4","-30","1","1079","1.35","bgm_M64","5","1.3"
"10790105","0","280","200","485","1.1","1","-45","1.2","-50","101192","5","101192","-10","5","-30","1","1079","1.3","bgm_M55","-70","1"
