8643209b94ae856064886883545052ed000780630f9b87d371f49e6fad3166f2,bbcc0dd2194b8c82b7db91bcba1f9ccdd0a8a17cdf6dfb67b0a13d0b775a08f7,37a6b3a4a514717e72f248d31c79df65da492b374f7c155845c6a5fd45f0f86f,bfe688008c141f00a86c291335eb5de62fac868e963a3ea28116c42cbe30960d,cbff4b449a35a0cd7ff23497557d11206a26c9414336e0377533ae9cb05407ab,997d7b8d875f5b323047f2496a3cf9f800e1c6479e93930eab0e936efd1fe91d,301b7c0f0df47e1e0da51249f247c505bb0983a0df556b7a2c201309dfcc7b5e,ea8c1bbb77387e0e62d61fe2936f19cc100d8bb28e49c36eb51c058059fa662e,a607b440e7f1fbb3f89c5a50150733e704bb123bd1d98e7fdb04fa61d28e576f,a92e47cdb2e91e22ce9c943dfb5e263f3a0be09b6ae10499033a9a6c92b60b0e,2d9fdc0d002ff8bc42ad294d6b39bf7fec7a56c96073c305138dce2f2a0f8bd6
"101","400","10","5","empty","10","10","-130","0","10003","1.4"
"102","270","3","5","idle_normal_talkJoy","3","10","-120","0","10004","1.37"
"","","0","91","","0","10","","","10005",""
"","","","93","","1.5","10","","","10006",""
"0","0","vo_alces_1000","21","","vo_alces","10","","","10007",""
"3","1","くー…\nくー…\n…むにゃ","11","4","2","10","0","0","10008","0"
"0","0","","91","","0","10","","","10009",""
"","","","93","","0","10","","","10010",""
"1","","sad_talk_Ex0007","3","","3","10","","","10011","0.2"
"0","0","vo_alces_1001","21","","vo_alces","10","","","10012",""
"10","1","ふふ、気持ちよさそうに寝ちゃって。\n…風邪ひいちゃうよ～","11","2","3","10","0","0","10013","0"
"0","0","","91","","0","10","","","10014",""
"","","0.5","22","","0","10","","","10015",""
"0","iroha_sleep2","iroha_sleep_hung","3","","2","10","1","0","10016","0.2"
"0","iroha_sleep2","iroha_sleep_hung","3","","12","10","1","0","10017","0.2"
"0","idle_normal_talkJoy","sono_hung","3","","3","10","1","0","10018","0.2"
"","","0","93","","1.2","10","","","10019",""
"0","","se_alces_futon","23","","se_alces","10","","","10020",""
"","","0","93","","2.5","10","","","10021",""
"0","iroha_sleep3","iroha_sleep2_to_sleep3","3","","2","10","1","0","10022","0.2"
"0","iroha_sleep3","iroha_sleep2_to_sleep3","3","","12","10","1","0","10023","0.2"
"","","0","93","","0.6","10","","","10024",""
"0","idle_surprise","idle_surprise_in","3","","3","10","1","0","10025","0.2"
"","","0","93","","1.4","10","","","10026",""
"0","","se_alces_sleep","23","","se_alces","10","","","10027",""
"0","empty","iroha_sleep","3","","10","10","1","0","10028","0"
"","","0","93","","2.4","10","","","10029",""
"1","","relief_idle_Ex0010","3","","3","10","","","10030","0.2"
"0","0","vo_alces_1002","21","","vo_alces","10","","","10031",""
"10","1","ふふふ♪","11","0.5","3","10","0","0","10032","0"
"0","0","","91","","0","10","","","10033",""
"","","0","22","","0","10","","","10034",""
"","","1","93","","3","10","","","10035",""
"0","0","","101","","10035","10","","","10036",""
"100","350","3","5","sit_readPaper","3","11","-130","1","11001","1.4"
"102","950","1","5","empty","1","11","-150","0","11002","1.5"
"475","-18","10","31","","10","11","1","","11003","1"
"350","-130","11","31","","11","11","1","","11004","0"
"","","0","91","","0","11","","","11005",""
"","","1","93","","0.5","11","","","11006",""
"0","0","vo_alces_1100","21","","vo_alces","11","","","11007",""
"10","1","…………\n…………","11","0.5","3","11","0","0","11008","10"
"0","0","","91","","0","11","","","11009",""
"0","sit_readPaper","sit_readPaperTurn","3","","3","11","1","0","11010","0.2"
"","","1","93","","1","11","","","11011",""
"","","0","93","","1","11","","","11012",""
"1","","sit_readPaper_surprise","3","","3","11","","","11013","0.2"
"0","0","vo_alces_1101","21","","vo_alces","11","","","11014",""
"10","1","…………\n…………","11","0.5","3","11","0","0","11015","10"
"0","0","","91","","0","11","","","11016",""
"","","0","93","","1","11","","","11017",""
"","","se_alces_emotion_exQuestion","23","","se_alces","11","","","11018",""
"0.2","0","3","12","","3","11","0","0","11019","10"
"0","sit_readPaper_notice_loop","sit_readPaper_notice_in","3","","3","11","1","0","11020","0.1"
"","","0","93","","1.2","11","","","11021",""
"0","sit_readPaper_kira_talk","sit_readPaper_kira_in","3","","3","11","1","0","11022","0.2"
"0","0","vo_alces_1102","21","","vo_alces","11","","","11023",""
"10","1","……っ！！\nトマト３個入りパック150ルピ！？\n神か！？","11","3.2","3","11","0","0","11024","0"
"","","","91","","0","11","","","11025",""
"","","0.5","22","","0","11","","","11026",""
"1","","sit_out_readPaper_light","3","","3","11","","","11027","0.2"
"","","0","93","","0.5","11","","","11028",""
"1","","sono_walletPick_in","3","","3","11","","","11029","0.2"
"","","0","93","","1.8","11","","","11030",""
"0","sono_walk_quick_R","sono_walk_quick_R_in","3","","3","11","1","0","11031","0.2"
"","","1","32","","11","11","","","11032",""
"-130","3.3","1500","2","","3","11","0","","11033",""
"-130","3.3","1500","33","","11","11","0","","11034",""
"","","0","93","","1","11","","","11035",""
"0","luis_walk_furimuki","luis_walk_furimuki_in","3","","1","11","1","0","11036","0.2"
"-150","4","350","2","","1","11","0","","11037",""
"","","0","93","","4","11","","","11038",""
"0","luis_sad_idle","luis_walk_to_idle","3","","1","11","1","0","11039","0.2"
"","","se_alces_emotion_question","23","","se_alces","11","","","11040",""
"1.3","0","5","12","","1","11","0","0","11041","0"
"","","0","93","","2.1","11","","","11042",""
"1","","idle_normal","3","","1","11","","","11043","0.2"
"","","0","22","","0","11","","","11044",""
"","","0","93","","3","11","","","11045",""
"0","0","","101","","11045","11","","","11046",""
"101","400","1","5","luis_run_dash_pain","1","12","-190","0","12001","1.45"
"102","-85","1001","5","empty","10","12","-190","0","12002","1.45"
"400","-190","11","31","","11","12","1","","12003",""
"","","130","13","","1","12","","","12004",""
"102","1050","105111","1","empty","1","12","-190","1","12005","1.45"
"103","1050","1002","5","empty","10","12","-190","1","12006","1.45"
"-85","-190","12","31","","12","12","1","","12007","0"
"","","0","91","","0","12","","","12008",""
"-190","1.3","-85","2","","1","12","0","","12009",""
"-190","1.3","-85","33","","11","12","0","","12010",""
"","","1","32","","11","12","","","12011",""
"","","sweatR_run","37","","11","12","","","12012",""
"","","0","93","","1.3","12","","","12013",""
"0","anger_talk_Ex0001","luis_run_turn","3","","1","12","1","0","12014","0.2"
"0","0","vo_alces_1200","21","","vo_alces","12","","","12015",""
"10","1","ちょ、あの人なんで\n私を追いかけてくるの！？","11","1","1","12","0","0","12016","0"
"0","0","","91","","0","12","","","12017",""
"1","","sad_talk_normalR","3","","1","12","","","12018","0.2"
"0","0","vo_alces_1201","21","","vo_alces","12","","","12019",""
"10","1","すごい剣幕で聞く耳なさそうだし…\nこうなったら『透明になる薬』よ！","11","1.6","1","12","0","0","12020","0"
"0","0","","91","","0","12","","","12021",""
"0","","luis_drink","3","","1","12","","","12022","0.2"
"","","0.5","22","","0","12","","","12023",""
"","","0","93","","1.6","12","","","12024",""
"0","0","vo_alces_1202","21","","vo_alces","12","","","12025",""
"10","1","ごくんっ！！","11","0.5","1","12","0","0","12026","0"
"","","0","93","","2","12","","","12027",""
"","","se_alces_invisible","23","","se_alces","12","","","12028",""
"","","1","32","","12","12","","","12029",""
"1","1","1","6","","1","12","0","0","12030","0.2"
"","","0","93","","1.8","12","","","12031",""
"-190","2","250","2","","105111","12","0","","12032",""
"-190","2","250","2","","1002","12","0","","12033",""
"1","","mitsuki_run_dash_noface","3","","105111","12","","","12034","0.2"
"1","","mitsuki_run_dash","3","","1002","12","","","12035","0.2"
"","","0","93","","2","12","","","12036",""
"1","","mitsuki_anger_talk_noface","3","","105111","12","","","12037","0.2"
"1","","mitsuki_anger_talk","3","","1002","12","","","12038","0.2"
"0","0","vo_alces_1203","21","","vo_alces","12","","","12039",""
"10","1","追いつめたわよ錬金術師！","11","0.5","105111","12","0","0","12040","0"
"0","0","","91","","0","12","","","12041",""
"","","0.5","22","","0","12","","","12042",""
"0","sad_talk_anger","mitsuki_look_in_noface","3","","105111","12","1","0","12043","0.2"
"0","","mitsuki_look_in","3","","1002","12","","","12044","0.2"
"","","0","93","","1.5","12","","","12045",""
"0","0","vo_alces_1204","21","","vo_alces","12","","","12046",""
"10","1","…ちっ、逃がしたみたいね…","11","1.2","105111","12","0","0","12047","0"
"0","0","","91","","0","12","","","12048",""
"0","mitsuki_armcrossed_talk_noface","mitsuki_armcrossed_in_noface","3","","105111","12","1","0","12049","0.2"
"0","mitsuki_armcrossed_talk","mitsuki_armcrossed_in","3","","1002","12","1","0","12050","0.2"
"0","0","vo_alces_1205","21","","vo_alces","12","","","12051",""
"10","1","まったく、\n何の科学的根拠もないもので\n商いをするなんて…\n私は認めないわ","11","2.3","105111","12","0","0","12052","0"
"0","0","","91","","0","12","","","12053",""
"1","","mitsuki_ecstatic_talk_noface","3","","105111","12","","","12054","0.2"
"1","","mitsuki_ecstatic_talk","3","","1002","12","","","12055","0.2"
"0","0","vo_alces_1206","21","","vo_alces","12","","","12056",""
"10","1","……あの魔女ばあさんの孫娘か。\n油断ならないみたいね。\n【アルケス錬金堂】……！","11","1","105111","12","0","0","12057","0"
"0","0","","91","","0","12","","","12058",""
"","","0.5","22","","0","12","","","12059",""
"0","mitsuki_walkR_noface","mitsuki_turnR_noface","3","","105111","12","1","0","12060","0.2"
"0","mitsuki_walkR","mitsuki_turnR","3","","1002","12","1","0","12061","0.2"
"-190","5","1050","2","","105111","12","0","","12062",""
"-190","5","1050","2","","1002","12","0","","12063",""
"","","0","93","","4.5","12","","","12064",""
"1","","idle_normal_Ex0001","3","","1","12","","","12065","0.2"
"","","se_alces_invisible","23","","se_alces","12","","","12066",""
"","","0","32","","12","12","","","12067",""
"","","1","32","","12","12","","","12068",""
"","","0","93","","0.1","12","","","12069",""
"1","1","1","6","","1","12","1","0","12070","0.3"
"","","0","93","","1.5","12","","","12071",""
"","","se_alces_breath","23","","se_alces","12","","","12072",""
"0","relief_idle","relief_in","3","","1","12","1","0","12073","0.2"
"0","","relief_in","3","","1001","12","","","12074",""
"","","0","22","","0","12","","","12075",""
"","","0","93","","3","12","","","12076",""
"0","0","","101","","12076","12","","","12077",""
"101","0","2","5","iroha_wait","2","13","-130","0","13001","1.45"
"102","0","14","5","nebia_wait","14","13","-130","0","13002","1.45"
"103","0","20","5","iroha_wait_ziriziri_idle_empty","2","13","-130","0","13003","1.45"
"","","0","91","","0","13","","","13004",""
"","","0","93","","0.1","13","","","13005",""
"0","nebia_talk","nebia_talk_in","3","","14","13","1","0.2","13006","0.2"
"","","0","93","","2.8","13","","","13007",""
"0","0","vo_alces_1300","21","","vo_alces","13","","","13008",""
"10","1","へ～\nいろんなものが置いてあるわね","11","2","14","13","0","0","13009","0"
"0","0","","91","","0","13","","","13010",""
"0","nebia_talk2","nebia_talk2_in","3","","14","13","1","0","13011","0.2"
"","","0","93","","1.6","13","","","13012",""
"0","","se_alces_steal","23","","se_alces","13","","","13013",""
"0","0","","91","","13011","13","","","13014",""
"0","0","vo_alces_1301","21","","vo_alces","13","","","13015",""
"10","1","んふふ♪\nどんな悪戯に使おうかしら♪","11","1.5","14","13","0","0","13016","0"
"","","0","93","","0.5","13","","","13017",""
"0","iroha_wait2","iroha_wait2_in","3","","2","13","1","0.2","13018","0.1"
"0","0","","91","","13016","13","","","13019",""
"0","","se_alces_laugh","23","","se_alces","13","","","13020",""
"1","","nebia_talk2_laugh","3","","14","13","","","13021","0.2"
"0","iroha_wait_ziriziri_idle","iroha_wait_ziriziri_in","3","","2","13","1","0.2","13022","0.1"
"","","0","93","","3.3","13","","","13023",""
"0","nebia_talk3","nebia_talk3_in","3","","14","13","1","0","13024","0.2"
"0","0","vo_alces_1302","21","","vo_alces","13","","","13025",""
"10","1","……ん？","11","0.5","14","13","0","0","13026","0"
"0","0","","91","","0","13","","","13027",""
"","","0","22","","0","13","","","13028",""
"0","","se_alces_catch","23","","se_alces","13","","","13029",""
"0","nebia_brow_idle_guru","nebia_brow","3","","14","13","1","0","13030","0.2"
"0","empty","iroha_wait_brow_net","3","","20","13","1","0","13031","0.2"
"0","iroha_wait_brow_talk","iroha_wait_brow","3","","2","13","1","0","13032","0.2"
"0","0","","91","","0","13","","","13033",""
"0","0","vo_alces_1303","21","","vo_alces","13","","","13034",""
"10","1","なんか変なの捕まえた！！\nやったーレア昆虫ゲットー！！","11","1.5","2","13","0","0","13035","0"
"0","0","","91","","0","13","","","13036",""
"1","","iroha_wait_brow_idle","3","","2","13","","","13037","0.2"
"1","","nebia_brow_idle_anger","3","","14","13","","","13038","0.2"
"0","0","vo_alces_1304","21","","vo_alces","13","","","13039",""
"10","1","ちょっ、誰が昆虫よ～！","11","0.5","14","13","0","0","13040","0"
"0","0","","91","","0","13","","","13041",""
"","","0","22","","0","13","","","13042",""
"","","0","93","","1","13","","","13043",""
"0","iroha_wait_brow_surprise","iroha_wait_brow_escape","3","","2","13","1","0","13044","0.2"
"0","nebia_talk4","nebia_brow_escape","3","","14","13","1","0","13045","0.2"
"","","0","93","","4","13","","","13046",""
"","","0","22","","0","13","","","13047",""
"","","0","93","","3","13","","","13048",""
"0","0","","101","","13048","13","","","13049",""
"105","1500","2","5","top_iroha_run_joy","2","14","-140","1","14001","1.4"
"103","1150","13","5","dokuro_run","13","14","-140","1","14002","1.4"
"104","-15","10","5","empty","10","14","-140","0","14003","1.4"
"101","-150","103111","1","idle_normal","1","14","-125","0","14004","1.37"
"","","130","13","","2","14","","","14005",""
"","","130","13","","13","14","","","14006",""
"","","130","13","","103111","14","","","14007",""
"1500","-140","111","31","","11","14","1","","14008","1"
"1150","-190","112","31","","11","14","1","","14009","1"
"","","0","91","","0","14","","","14010",""
"0","","se_alces_skull_chase1","23","","se_alces","14","","","14011",""
"","","smokeR","37","","111","14","","","14012",""
"","","sweatR_Loop","37","","112","14","","","14013",""
"-140","7.5","-1150","2","","2","14","0","","14014",""
"-140","7.5","-1150","33","","111","14","0","","14015",""
"-140","7.5","-1500","2","","13","14","0","","14016",""
"-190","7.5","-1500","33","","112","14","0","","14017",""
"","","0","93","","2.5","14","","","14018",""
"0","0","vo_alces_1400","21","","vo_alces","14","","","14019",""
"10","1","あははー！！\n待て待てー！！","11","0.5","2","14","0","30","14020","0"
"","","0","93","","1","14","","","14021",""
"0","idle_normalR","idle_normalR_in","3","","103111","14","1","0","14022","0.2"
"","","0","93","","4","14","","","14023",""
"0","","se_alces_skull_chase1","23","","se_alces","14","","","14024",""
"-140","0","-1500","2","","2","14","0","","14025",""
"-140","0","-1500","33","","111","14","0","","14026",""
"-140","0","-1150","2","","13","14","0","","14027",""
"-190","0","-1150","33","","112","14","0","","14028",""
"","","0","4","","2","14","","","14029",""
"","","0","4","","13","14","","","14030",""
"","","smokeL","37","","111","14","","","14031",""
"","","sweatL_Loop2","37","","112","14","","","14032",""
"-140","8.2","1150","2","","2","14","0","","14033",""
"-140","8.2","1150","33","","111","14","0","","14034",""
"-140","8.2","1500","2","","13","14","0","","14035",""
"-190","8.2","1500","33","","112","14","0","","14036",""
"","","0","93","","1.5","14","","","14037",""
"0","0","vo_alces_1401","21","","vo_alces","14","","","14038",""
"10","1","あ、あれ～！？\nなんでだ！？","11","0.3","13","14","0","0","14039","0"
"","","0","93","","1.5","14","","","14040",""
"0","idle_normal","idle_normal_in","3","","103111","14","1","0","14041","0.2"
"","","0","93","","5.2","14","","","14042",""
"-140","0","1500","2","","2","14","0","","14043",""
"-140","0","1500","33","","111","14","0","","14044",""
"-140","0","1150","2","","13","14","0","","14045",""
"-190","0","1150","33","","112","14","0","","14046",""
"","","1","4","","2","14","","","14047",""
"","","1","4","","13","14","","","14048",""
"","","smokeR","37","","111","14","","","14049",""
"","","sweatR_Loop","37","","112","14","","","14050",""
"-140","1.8","-15","2","","13","14","0","","14051",""
"-205","1.8","-15","33","","112","14","0","","14052",""
"0","","se_alces_skull_dash","23","","se_alces","14","","","14053",""
"","","0","93","","1","14","","","14054",""
"1","","iroha_net_run_normal2","3","","2","14","","","14055","0.1"
"-140","3","335","2","","2","14","0","","14056",""
"-140","3","335","33","","111","14","0","","14057",""
"","","0","93","","0.8","14","","","14058",""
"1","","dokuro_talk","3","","13","14","","","14059","0.2"
"","","0","32","","112","14","","","14060",""
"1","","idle_normal_lookdown","3","","103111","14","","","14061","0.2"
"0","0","vo_alces_1402","21","","vo_alces","14","","","14062",""
"10","1","グラマーな姉ちゃんに\n追いかけられてるのに\n微塵もうれしくねえっ！","11","1","13","14","0","0","14063","0"
"","","0","93","","2.2","14","","","14064",""
"0","iroha_net_idle_doya","iroha_net_idle_in","3","","2","14","1","0","14065","0.1"
"","","0","32","","111","14","","","14066",""
"","","0","93","","0.4","14","","","14067",""
"1","","iroha_net_ziriziri","3","","2","14","","","14068","0.2"
"-140","2.7","135","2","","2","14","0","","14069",""
"-140","2.7","135","33","","111","14","0","","14070",""
"","","0","93","","1","14","","","14071",""
"1","","idle_normal_lookup","3","","103111","14","","","14072","0.2"
"","","0","93","","1.7","14","","","14073",""
"1","","iroha_net_ziriziri_idle","3","","2","14","","","14074","0.2"
"","","","91","","14063","14","","","14075",""
"","","0","22","","0","14","","","14076",""
"0","","se_alces_skull_chase2","23","","se_alces","14","","","14077",""
"0","","dokuro_turn_surprise","3","","10","14","","","14078","0"
"0","dokuro_run","dokuro_turn_surprise","3","","13","14","1","0","14079","0.2"
"","","0","93","","0.1","14","","","14080",""
"0","iroha_net_brow_idle","iroha_net_brow","3","","2","14","1","0","14081","0.1"
"","","","91","","14079","14","","","14082",""
"","","1","4","","13","14","","","14083",""
"-140","2.5","-1500","2","","13","14","0","","14084",""
"-190","2.5","-1500","33","","112","14","0","","14085",""
"","","0","93","","0.1","14","","","14086",""
"0","idle_normalR","idle_normalR_in","3","","103111","14","1","0","14087","0.2"
"","","1","32","","112","14","","","14088",""
"","","sweatR_Loop","37","","112","14","","","14089",""
"","","0","93","","0.3","14","","","14090",""
"0","iroha_net_brow_notice_idle","iroha_net_brow_notice","3","","2","14","1","0","14091","0.1"
"","","","91","","0","14","","","14092",""
"","","1","32","","111","14","","","14093",""
"","","smokeR","37","","111","14","","","14094",""
"1","","top_iroha_run_joy","3","","2","14","","","14095","0.2"
"-140","2.5","-1350","2","","2","14","0","","14096",""
"-140","2.5","-1350","33","","111","14","0","","14097",""
"","","0","93","","2.5","14","","","14098",""
"0","","se_alces_skull_chase1","23","","se_alces","14","","","14099",""
"-140","0","-1500","2","","2","14","0","","14100",""
"-140","0","-1500","33","","111","14","0","","14101",""
"-140","0","-1150","2","","13","14","0","","14102",""
"-190","0","-1150","33","","112","14","0","","14103",""
"","","0","4","","2","14","","","14104",""
"","","0","4","","13","14","","","14105",""
"","","smokeL","37","","111","14","","","14106",""
"","","sweatL_Loop2","37","","112","14","","","14107",""
"-140","7.5","1150","2","","2","14","0","","14108",""
"-140","7.5","1150","33","","111","14","0","","14109",""
"-140","7.5","1500","2","","13","14","0","","14110",""
"-190","7.5","1500","33","","112","14","0","","14111",""
"","","0","93","","1.5","14","","","14112",""
"0","0","vo_alces_1403","21","","vo_alces","14","","","14113",""
"10","1","シノブ、助けてーっ！！","11","0.5","13","14","0","0","14114","0"
"","","0","93","","1.5","14","","","14115",""
"0","idle_normal","idle_normal_in","3","","103111","14","1","0.2","14116","0.2"
"0","0","","91","","14114","14","","","14117",""
"1","","sad_talk_dead","3","","103111","14","","","14118","0.2"
"0","0","vo_alces_1404","21","","vo_alces","14","","","14119",""
"10","1","……因果応報だよ、お父さん","11","0.5","103111","14","0","0","14120","0"
"","","0","93","","3.5","14","","","14121",""
"0","","se_alces_skull_chase1","23","","se_alces","14","","","14122",""
"-140","0","1500","2","","2","14","0","","14123",""
"-140","0","1500","33","","111","14","0","","14124",""
"-140","0","1150","2","","13","14","0","","14125",""
"-190","0","1150","33","","112","14","0","","14126",""
"","","1","4","","2","14","","","14127",""
"","","1","4","","13","14","","","14128",""
"","","smokeR","37","","111","14","","","14129",""
"","","sweatR_Loop","37","","112","14","","","14130",""
"-140","7.5","-1150","2","","2","14","0","","14131",""
"-140","7.5","-1150","33","","111","14","0","","14132",""
"-140","7.5","-1500","2","","13","14","0","","14133",""
"-190","7.5","-1500","33","","112","14","0","","14134",""
"0","0","","91","","14120","14","","","14135",""
"1","","sad_idle_normal","3","","103111","14","","","14136","0.2"
"","","0","93","","3.6","14","","","14137",""
"0","idle_normalR","idle_normalR_in","3","","103111","14","1","0","14138","0.2"
"","","0","93","","3.9","14","","","14139",""
"","","0","22","","0","14","","","14140",""
"0","","se_alces_skull_chase1","23","","se_alces","14","","","14141",""
"-140","0","-1500","2","","2","14","0","","14142",""
"-140","0","-1500","33","","111","14","0","","14143",""
"-140","0","-1150","2","","13","14","0","","14144",""
"-190","0","-1150","33","","112","14","0","","14145",""
"","","0","4","","2","14","","","14146",""
"","","0","4","","13","14","","","14147",""
"","","smokeL","37","","111","14","","","14148",""
"","","sweatL_Loop2","37","","112","14","","","14149",""
"-140","7.5","1150","2","","2","14","0","","14150",""
"-140","7.5","1150","33","","111","14","0","","14151",""
"-140","7.5","1500","2","","13","14","0","","14152",""
"-190","7.5","1500","33","","112","14","0","","14153",""
"","","0","93","","3","14","","","14154",""
"0","idle_normal","idle_normal_in","3","","103111","14","1","0","14155","0.2"
"","","0","93","","4.5","14","","","14156",""
"0","","se_alces_skull_chase1","23","","se_alces","14","","","14157",""
"-140","0","1500","2","","2","14","0","","14158",""
"-140","0","1500","33","","111","14","0","","14159",""
"-140","0","1150","2","","13","14","0","","14160",""
"-190","0","1150","33","","112","14","0","","14161",""
"","","1","4","","2","14","","","14162",""
"","","1","4","","13","14","","","14163",""
"","","smokeR","37","","111","14","","","14164",""
"","","sweatR_Loop","37","","112","14","","","14165",""
"-140","7.5","-1150","2","","2","14","0","","14166",""
"-140","7.5","-1150","33","","111","14","0","","14167",""
"-140","7.5","-1500","2","","13","14","0","","14168",""
"-190","7.5","-1500","33","","112","14","0","","14169",""
"","","0","93","","3.5","14","","","14170",""
"0","idle_normalR","idle_normalR_in","3","","103111","14","1","0","14171","0.2"
"","","0","93","","4","14","","","14172",""
"0","0","","101","","14141","14","","","14173",""
"100","100","2","5","walk_jog_talkjoy2","2","15","-130","0","15001","1.43"
"101","400","3","5","sit_readPaper","3","15","-130","1","15002","1.4"
"","","0","91","","0","15","","","15003",""
"-130","0.8","235","2","","2","15","0","","15004",""
"0","0","0","93","","0.5","15","","","15005",""
"0","0","vo_alces_1500","21","","vo_alces","15","","","15006",""
"10","1","お使い行ってきたよ～\nソノおばちゃ～ん","11","0.5","2","15","0","0","15007","0"
"","","0","93","","0.3","15","","","15008",""
"1","","talk_normal","3","","2","15","","","15009","0.2"
"","","","91","","15007","15","","","15010",""
"","","0.5","22","","0","15","","","15011",""
"1","","idle_normal","3","","2","15","","","15012","0.2"
"","","0","93","","1","15","","","15013",""
"0","sit_readPaper","sit_readPaperTurn","3","","3","15","1","0","15014","0.2"
"","","0","93","","0.5","15","","","15015",""
"0","0","vo_alces_1501","21","","vo_alces","15","","","15016",""
"10","1","……ソノおばちゃ～ん！","11","0.5","2","15","0","0","15017","0"
"","","0","93","","0.3","15","","","15018",""
"0","idle_normal","smile_normal","3","","2","15","1","0","15019","0.2"
"0","0","","91","","15017","15","","","15020",""
"","","0.5","22","","0","15","","","15021",""
"","","0","93","","0.5","15","","","15022",""
"1","","sad_idle_surprise","3","","2","15","","","15023","0.2"
"","","1","93","","1","15","","","15024",""
"0","sit_readPaper","sit_readPaperTurn","3","","3","15","1","0","15025","0.2"
"","","0","93","","1.2","15","","","15026",""
"1","","anger_talk_pain","3","","2","15","","","15027","0.2"
"0","0","vo_alces_1502","21","","vo_alces","15","","","15028",""
"10","1","ソノおばちゃーんっ！！！","11","0.5","2","15","0","0","15029","0"
"0","0","","91","","0","15","","","15030",""
"","","0.5","22","","0","15","","","15031",""
"1","","anger_idle_angerR","3","","2","15","","","15032","0.2"
"","","1","93","","1.2","15","","","15033",""
"","","se_alces_emotion_quiet","23","","se_alces","15","","","15034",""
"1","0","12","12","","3","15","0","0","15035","10"
"","","0","93","","2.5","15","","","15036",""
"","","se_alces_emotion_notice","23","","se_alces","15","","","15037",""
"0.3","0","10","12","","2","15","0","0","15038","0"
"0","notice_loop_talk2","notice_in_talk2","3","","2","15","1","0","15039","0.2"
"","","0","93","","1.4","15","","","15040",""
"1","","talk_normal_normal2","3","","2","15","","","15041","0.2"
"0","0","vo_alces_1503","21","","vo_alces","15","","","15042",""
"10","1","ソノおねーちゃん","11","0.5","2","15","0","0","15043","0"
"0","0","","91","","0","15","","","15044",""
"1","","idle_normal","3","","2","15","","","15045","0.2"
"1","","sit_out_smile","3","","3","15","","","15046","0.2"
"","","1","93","","0.5","15","","","15047",""
"0","sono_cool_talk","sono_cool_in","3","","3","15","1","0","15048","0.2"
"1","","surprise_idle_shy","3","","2","15","","","15049","0.2"
"0","0","vo_alces_1504","21","","vo_alces","15","","","15050",""
"10","1","はい、どうもありがとう。\nこれ、ソノおねーちゃんからの\nお小遣いね♪","11","2.2","3","15","0","0","15051","0"
"0","0","","91","","0","15","","","15052",""
"","","0.5","22","","0","15","","","15053",""
"0","sono_armcrossed_idle","sono_armcrossed_in","3","","3","15","1","0","15054","0.2"
"","","0","93","","0.5","15","","","15055",""
"","","se_alces_emotion_sweat","23","","se_alces","15","","","15056",""
"1.5","0","2","12","","2","15","0","0","15057","0"
"1","","talk_normal_nervous","3","","2","15","","","15058","0.2"
"","","0","93","","0.8","15","","","15059",""
"1","","sono_armcrossed_talk","3","","3","15","","","15060","0.2"
"","","0","93","","1.7","15","","","15061",""
"1","","iroha_idle_Ex0001","3","","2","15","","","15062","0.2"
"1","","sono_armcrossed_idle","3","","3","15","","","15063","0.2"
"","","0","93","","1","15","","","15064",""
"","","0","22","","0","15","","","15065",""
"","","0","93","","3","15","","","15066",""
"0","0","","101","","15066","15","","","15067",""
"103","150","5","5","iroha_idle_dere_glass","5","16","-160","1","16001","1.45"
"150","-160","11","31","","11","16","1","","16002","0"
"104","150","1001","5","empty","10","16","-160","1","16003","1.45"
"102","1000","3","5","sono_walk_scare","3","16","-160","1","16004","1.41"
"103","300","1002","5","empty","10","16","-160","1","16005","1.41"
"110","","130","13","","3","16","","","16006",""
"100","-50","132211","1","idle_normal","1","16","-150","0","16007","1.42"
"101","-50","1003","5","empty","10","16","-150","0","16008","1.42"
"","","0","91","","0","16","","","16009",""
"0","iroha_doya_talk_glass","iroha_doya_in_glass","3","","5","16","1","0","16010","0.2"
"","","0","93","","0.5","16","","","16011",""
"0","0","vo_alces_1600","21","","vo_alces","16","","","16012",""
"10","1","ねーねー私きれい？\n大人っぽい？\nせくしーだいなまいつ？","11","4.9","5","16","0","0","16013","0"
"0","0","","91","","0","16","","","16014",""
"1","","iroha_doya_idle_glass","3","","5","16","","","16015","0.2"
"1","","surprise_talk","3","","132211","16","","","16016","0.2"
"0","0","vo_alces_1601","21","","vo_alces","16","","","16017",""
"10","1","ど…どうしたのイロハちゃん？\n…あ、もしかしてソノさんと\n入れ替わってる？","11","0.8","132211","16","0","0","16018","0"
"0","0","","91","","0","16","","","16019",""
"1","","surprise_idle","3","","132211","16","","","16020","0.2"
"0","iroha_cool_talk_glass","iroha_cool_in_glass","3","","5","16","1","0","16021","0.2"
"0","0","vo_alces_1602","21","","vo_alces","16","","","16022",""
"10","1","そうよー私はソノよ。\nないすばでぃーでしょ？","11","1.6","5","16","0","0","16023","0"
"0","0","","91","","0","16","","","16024",""
"","","0.5","22","","0","16","","","16025",""
"-160","4","300","2","","3","16","0","","16026",""
"0","sono_armcrossed_idle","sono_walk_scare","3","","3","16","1","0.2","16027","0.2"
"0","iroha_armcrossed_talk_glass","iroha_armcrossed_in_glass","3","","5","16","1","0","16028","0.2"
