7d7b06e1d4b8914f3178364d2390ed96c53eb0042feb3f08852f8fb48b717cf9,4a002ee603fb602207ca87609100e4bb050ce4c30769fadd5f8fd25aa5c0c14a,9566e690587ab93e214fa0d8620a7fcca524f802728ceba8b361bd6311c58005,8760bf90b7f357067e68ac676b7ee03618e43926dc8de06d5bfc154ad25a50e8,b2a88bbcb437b3544701bee42de1c991db789538f66a25e4801bc826d03e6b70,21613d9c309bdf39d1428cbe2badd791a4899c1acbe4e14d4b81aa5d3848b81d
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","128901","2025/11/30 12:00:00","10211501","3010","10211018"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","136401","2025/11/30 12:00:00","10211501","3002","10211019"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","136401","2025/11/30 12:00:00","10211501","3004","10211020"
"バトル開始後90秒間魔法攻撃力極大\nアップ","101201","2025/11/30 12:00:00","10211501","3003","10211021"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","101201","2025/11/30 12:00:00","10211501","3010","10211022"
"バトル開始後90秒間物理攻撃力極大\nアップ","104301","2025/11/30 12:00:00","10211501","3001","10211023"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","104301","2025/11/30 12:00:00","10211501","3010","10211024"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","104901","2025/12/31 12:00:00","10212501","3005","10212001"
"バトル開始後味方全体の行動不能\n2回無効","104901","2025/12/31 12:00:00","10212501","3013","10212002"
"バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","106801","2025/12/31 12:00:00","10212501","3010","10212003"
"バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","106801","2025/12/31 12:00:00","10212501","3010","10212004"
"バトル開始後90秒間物理攻撃力極大\nアップ","101101","2025/12/31 12:00:00","10212501","3001","10212005"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","101101","2025/12/31 12:00:00","10212501","3010","10212006"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","109101","2025/12/31 12:00:00","10212501","3005","10212007"
"バトル開始後味方全体の行動不能\n2回無効","109101","2025/12/31 12:00:00","10212501","3013","10212008"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","117101","2025/12/31 12:00:00","10212501","3002","10212009"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","117101","2025/12/31 12:00:00","10212501","3004","10212010"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","120001","2025/12/31 12:00:00","10212501","3002","10212011"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","120001","2025/12/31 12:00:00","10212501","3004","10212012"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","136501","2026/01/03 12:00:00","10212501","3002","10212013"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","136501","2026/01/03 12:00:00","10212501","3004","10212014"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","181101","2025/12/31 12:00:00","10212501","3001","10212015"
"バトル開始後味方全体のＴＰ大回復","181101","2025/12/31 12:00:00","10212501","3014","10212016"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","121201","2025/12/31 12:00:00","10212501","3011","10212017"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","121201","2025/12/31 12:00:00","10212501","3011","10212018"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","133701","2025/12/31 12:00:00","10212501","3003","10212019"
"バトル開始後味方全体のＴＰ大回復","133701","2025/12/31 12:00:00","10212501","3014","10212020"
"バトル開始後90秒間物理攻撃力極大\nアップ","112901","2025/12/31 12:00:00","10212501","3001","10212021"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","112901","2025/12/31 12:00:00","10212501","3010","10212022"
"バトル開始後90秒間物理攻撃力極大\nアップ","119301","2025/12/31 12:00:00","10212501","3001","10212023"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","119301","2025/12/31 12:00:00","10212501","3010","10212024"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","137901","2026/01/15 12:00:00","10212501","3003","10212025"
"バトル開始後味方全体のＴＰ大回復","137901","2026/01/15 12:00:00","10212501","3014","10212026"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","133101","2026/01/31 12:00:00","10213501","3005","10213001"
"バトル開始後味方全体の行動不能\n2回無効","133101","2026/01/31 12:00:00","10213501","3013","10213002"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","129701","2026/01/31 12:00:00","10213501","3001","10213003"
"バトル開始後味方全体のＴＰ大回復","129701","2026/01/31 12:00:00","10213501","3014","10213004"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","105801","2026/01/31 12:00:00","10213501","3002","10213005"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","105801","2026/01/31 12:00:00","10213501","3004","10213006"
"バトル開始後90秒間敵全体を挑発","105801","2026/01/31 12:00:00","10213501","3015","10213007"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","126501","2026/01/31 12:00:00","10213501","3003","10213008"
"バトル開始後味方全体のＴＰ大回復","126501","2026/01/31 12:00:00","10213501","3014","10213009"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","138001","2026/01/31 12:00:00","10213501","3005","10213010"
"バトル開始後味方全体の行動不能\n2回無効","138001","2026/01/31 12:00:00","10213501","3013","10213011"
"バトル開始後90秒間物理攻撃力極大\nアップ","107501","2026/01/31 12:00:00","10213501","3001","10213014"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","107501","2026/01/31 12:00:00","10213501","3010","10213015"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","111801","2026/01/31 12:00:00","10213501","3001","10213016"
"バトル開始後味方全体のＴＰ大回復","111801","2026/01/31 12:00:00","10213501","3014","10213017"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","180401","2026/01/31 12:00:00","10213501","3002","10213018"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","180401","2026/01/31 12:00:00","10213501","3004","10213019"
"バトル開始後90秒間敵全体を挑発","180401","2026/01/31 12:00:00","10213501","3015","10213020"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","121001","2026/01/31 12:00:00","10213501","3011","10213021"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","121001","2026/01/31 12:00:00","10213501","3011","10213022"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","127901","2026/01/31 12:00:00","10213501","3002","10213023"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","127901","2026/01/31 12:00:00","10213501","3004","10213024"
"バトル開始後90秒間敵全体を挑発","127901","2026/01/31 12:00:00","10213501","3015","10213025"
"バトル開始後90秒間魔法攻撃力極大\nアップ","132801","2026/01/31 12:00:00","10213501","3003","10213026"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","132801","2026/01/31 12:00:00","10213501","3010","10213027"
"バトル開始後90秒間魔法攻撃力極大\nアップ","138101","2026/02/09 12:00:00","10213501","3003","10213028"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","138101","2026/02/09 12:00:00","10213501","3010","10213029"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","133101","2026/01/31 12:00:00","10213551","3005","10213501"
"バトル開始後味方全体の行動不能\n2回無効","133101","2026/01/31 12:00:00","10213551","3013","10213502"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","129701","2026/01/31 12:00:00","10213551","3001","10213503"
"バトル開始後味方全体のＴＰ大回復","129701","2026/01/31 12:00:00","10213551","3014","10213504"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","105801","2026/01/31 12:00:00","10213551","3002","10213505"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","105801","2026/01/31 12:00:00","10213551","3004","10213506"
"バトル開始後90秒間敵全体を挑発","105801","2026/01/31 12:00:00","10213551","3015","10213507"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","126501","2026/01/31 12:00:00","10213551","3003","10213508"
"バトル開始後味方全体のＴＰ大回復","126501","2026/01/31 12:00:00","10213551","3014","10213509"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","138001","2026/01/31 12:00:00","10213551","3005","10213510"
"バトル開始後味方全体の行動不能\n2回無効","138001","2026/01/31 12:00:00","10213551","3013","10213511"
"バトル開始後90秒間物理攻撃力極大\nアップ","107501","2026/01/31 12:00:00","10213551","3001","10213514"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","107501","2026/01/31 12:00:00","10213551","3010","10213515"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","111801","2026/01/31 12:00:00","10213551","3001","10213516"
"バトル開始後味方全体のＴＰ大回復","111801","2026/01/31 12:00:00","10213551","3014","10213517"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","180401","2026/01/31 12:00:00","10213551","3002","10213518"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","180401","2026/01/31 12:00:00","10213551","3004","10213519"
"バトル開始後90秒間敵全体を挑発","180401","2026/01/31 12:00:00","10213551","3015","10213520"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","121001","2026/01/31 12:00:00","10213551","3011","10213521"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","121001","2026/01/31 12:00:00","10213551","3011","10213522"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","127901","2026/01/31 12:00:00","10213551","3002","10213523"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","127901","2026/01/31 12:00:00","10213551","3004","10213524"
"バトル開始後90秒間敵全体を挑発","127901","2026/01/31 12:00:00","10213551","3015","10213525"
"バトル開始後90秒間魔法攻撃力極大\nアップ","132801","2026/01/31 12:00:00","10213551","3003","10213526"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","132801","2026/01/31 12:00:00","10213551","3010","10213527"
"バトル開始後90秒間魔法攻撃力極大\nアップ","138101","2026/02/09 12:00:00","10213551","3003","10213528"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","138101","2026/02/09 12:00:00","10213551","3010","10213529"
