690436b07993a67fc0c5b159c9d2a639c38faca508369a5a39d8857eececb56f,aee233191bdedeff047030e921720b70a05142002d9076074fc94075b4ee747f,3887efa59fd6bf884e84965b95b41a9871fec51118b4537a8bb59f72146217d3,63a722897007df6bbc989537a7e570144496dd18936d060eb80ff0be8fa5b8c6,cf8e31c9a300cbac0dba05119b895abeb89880a4eb0b946b60f64943bbb1dca3,26911870ab630813d5aff5a56e8dcaa79c46ea0137f2b5be0d5ec90ff69de0c0,1e9613b1b33c66fc9c1f143bae7c299bacb758755974ec49b2ea523327904e06,eb9627aecb76f00409d905d80886261d940c6bcf2b3481f15a6d5354dddeca28,81ea617f96b343e3d51e04e6e95e3bca94639ff75a5ccdf463c2261c8fe3ef42,dca8d877c8f208118e7a7350da4a2512cbc90b591751eb843ccd4dc2616e156d,d33f5715be2b0af7810a5097c355550a61300b250339c8788c233b1df7882b47,8e948cb442114f38876eef32381a5b67ceba90e2f00bab3cd03485d4b1d91859,a87b792453224006731d4dfcb53eb79138ee92671c77104b2a5ac386eca6dc75,663edf562fdde1ed533f37b6ccab6a2e11a6b848fc3949be985135d3e93b09c4
"486","1500","80","0","0","1","1","-1","0","2020/08/23 20:59:59","2020/08/16 12:00:00","7005","0","252"
"487","1500","80","0","0","1","1","-1","0","2020/09/14 20:59:59","2020/08/31 12:00:00","6004","0","151"
"488","1500","80","0","0","1","1","-1","0","2020/09/14 20:59:59","2020/08/31 12:00:00","6005","0","152"
"489","1500","80","0","0","1","1","-1","0","2020/09/24 20:59:59","2020/09/17 12:00:00","7004","0","251"
"490","1500","80","0","0","1","1","-1","0","2020/09/24 20:59:59","2020/09/17 12:00:00","7005","0","252"
"491","1500","80","0","0","1","1","-1","0","2020/10/14 20:59:59","2020/09/30 12:00:00","6004","0","151"
"492","1500","80","0","0","1","1","-1","0","2020/10/14 20:59:59","2020/09/30 12:00:00","6005","0","152"
"493","2000","30","0","0","1","1","-1","0","2020/8/12 04:59:59","2020/8/7 05:00:00","101","0","31"
"494","2000","40","0","0","1","1","-1","0","2020/8/12 04:59:59","2020/8/7 05:00:00","101","0","41"
"495","2000","40","0","0","1","1","-1","0","2020/8/21 04:59:59","2020/8/12 05:00:00","104","0","45"
"496","2000","30","0","0","1","1","-1","0","2020/8/15 04:59:59","2020/8/12 05:00:00","102","0","32"
"497","2000","40","0","0","1","1","-1","0","2020/8/15 04:59:59","2020/8/12 05:00:00","102","0","42"
"518","3000","30","0","0","1","1","-1","0","2020/8/22 04:59:59","2020/8/15 05:00:00","101","0","31"
"519","3000","40","0","0","1","1","-1","0","2020/8/22 04:59:59","2020/8/15 05:00:00","101","0","41"
"520","3000","30","0","0","1","1","-1","0","2020/8/20 04:59:59","2020/8/15 05:00:00","103","0","34"
"521","3000","40","0","0","1","1","-1","0","2020/8/20 04:59:59","2020/8/15 05:00:00","103","0","44"
"522","3000","30","0","0","1","1","-1","0","2020/8/28 04:59:59","2020/8/22 05:00:00","102","0","32"
"523","3000","40","0","0","1","1","-1","0","2020/8/28 04:59:59","2020/8/22 05:00:00","102","0","42"
"524","3000","30","0","0","1","1","-1","0","2020/8/25 04:59:59","2020/8/20 05:00:00","109","0","37"
"525","3000","30","0","0","1","1","-1","0","2020/8/25 04:59:59","2020/8/20 05:00:00","112","0","38"
"526","1500","100","0","0","1","1","-1","0","2020/9/4 04:59:59","2020/8/20 05:00:00","101","0","91"
"527","1500","100","0","0","1","1","-1","0","2020/9/4 04:59:59","2020/8/20 05:00:00","102","0","92"
"528","1500","100","0","0","1","1","-1","0","2020/9/4 04:59:59","2020/8/20 05:00:00","111","0","93"
"529","1500","100","0","0","1","1","-1","0","2020/9/4 04:59:59","2020/8/20 05:00:00","109","0","94"
"530","1500","100","0","0","1","1","-1","0","2020/9/4 04:59:59","2020/8/20 05:00:00","112","0","95"
"533","1500","100","0","0","1","1","-1","0","2020/9/4 04:59:59","2020/8/20 05:00:00","8004","0","100"
"534","1500","100","0","0","1","1","-1","0","2020/9/4 04:59:59","2020/8/20 05:00:00","8005","0","101"
"535","1500","100","0","0","1","1","-1","0","2020/9/4 04:59:59","2020/8/31 12:00:00","6004","0","96"
"536","1500","100","0","0","1","1","-1","0","2020/9/4 04:59:59","2020/8/31 12:00:00","6005","0","97"
"537","1500","100","0","0","1","1","-1","0","2020/8/23 20:59:59","2020/8/20 05:00:00","7004","0","98"
"538","1500","100","0","0","1","1","-1","0","2020/8/23 20:59:59","2020/8/20 05:00:00","7005","0","99"
"539","2000","30","0","0","1","1","-1","0","2020/8/31 04:59:59","2020/8/28 05:00:00","111","0","39"
"540","2000","40","0","0","1","1","-1","0","2020/8/31 04:59:59","2020/8/28 05:00:00","111","0","49"
"541","2000","30","0","0","1","1","-1","0","2020/8/31 04:59:59","2020/8/28 05:00:00","101","0","31"
"542","2000","40","0","0","1","1","-1","0","2020/8/31 04:59:59","2020/8/28 05:00:00","101","0","41"
"543","2000","30","0","0","1","1","-1","0","2020/09/7 04:59:59","2020/8/31 05:00:00","103","0","34"
"544","2000","40","0","0","1","1","-1","0","2020/09/7 04:59:59","2020/8/31 05:00:00","103","0","44"
"545","2000","30","0","0","1","1","-1","0","2020/9/12 04:59:59","2020/9/3 05:00:00","101","0","31"
"546","2000","40","0","0","1","1","-1","0","2020/9/12 04:59:59","2020/9/3 05:00:00","101","0","41"
"547","2000","30","0","0","1","1","-1","0","2020/9/13 04:59:59","2020/9/9 05:00:00","109","0","37"
"548","2000","30","0","0","1","1","-1","0","2020/9/13 04:59:59","2020/9/9 05:00:00","112","0","38"
"549","2000","40","0","0","1","1","-1","0","2020/9/18 04:59:59","2020/9/9 05:00:00","104","0","45"
"550","2000","30","0","0","1","1","-1","0","2020/9/17 04:59:59","2020/9/12 05:00:00","102","0","32"
"551","2000","40","0","0","1","1","-1","0","2020/9/17 04:59:59","2020/9/12 05:00:00","102","0","42"
"552","2000","30","0","0","1","1","-1","0","2020/09/20 04:59:59","2020/9/13 05:00:00","103","0","34"
"553","2000","40","0","0","1","1","-1","0","2020/09/20 04:59:59","2020/9/13 05:00:00","103","0","44"
"554","2000","30","0","0","1","1","-1","0","2020/9/23 04:59:59","2020/9/17 05:00:00","101","0","31"
"555","2000","40","0","0","1","1","-1","0","2020/9/23 04:59:59","2020/9/17 05:00:00","101","0","41"
"556","2000","30","0","0","1","1","-1","0","2020/9/26 04:59:59","2020/9/23 05:00:00","109","0","37"
"557","2000","30","0","0","1","1","-1","0","2020/9/26 04:59:59","2020/9/23 05:00:00","112","0","38"
"558","2000","30","0","0","1","1","-1","0","2020/9/26 04:59:59","2020/9/23 05:00:00","102","0","32"
"559","2000","40","0","0","1","1","-1","0","2020/9/26 04:59:59","2020/9/23 05:00:00","102","0","42"
"560","2000","30","0","0","1","1","-1","0","2020/9/30 04:59:59","2020/9/26 05:00:00","101","0","31"
"561","2000","40","0","0","1","1","-1","0","2020/9/30 04:59:59","2020/9/26 05:00:00","101","0","41"
"562","2000","30","0","0","1","1","-1","0","2020/10/7 04:59:59","2020/9/30 05:00:00","103","0","34"
"563","2000","40","0","0","1","1","-1","0","2020/10/7 04:59:59","2020/9/30 05:00:00","103","0","44"
"564","1500","80","0","0","1","1","-1","0","2020/10/23 20:59:59","2020/10/16 12:00:00","7004","0","251"
"565","1500","80","0","0","1","1","-1","0","2020/10/23 20:59:59","2020/10/16 12:00:00","7005","0","252"
"566","1500","80","0","0","1","1","-1","0","2020/11/21 20:59:59","2020/11/10 12:00:00","7004","0","251"
"567","1500","80","0","0","1","1","-1","0","2020/11/21 20:59:59","2020/11/10 12:00:00","7005","0","252"
"568","2000","30","0","0","1","1","-1","0","2020/10/13 04:59:59","2020/10/7 05:00:00","101","0","31"
"569","2000","40","0","0","1","1","-1","0","2020/10/13 04:59:59","2020/10/7 05:00:00","101","0","41"
"570","2000","30","0","0","1","1","-1","0","2020/10/17 04:59:59","2020/10/13 05:00:00","109","0","37"
"571","2000","30","0","0","1","1","-1","0","2020/10/17 04:59:59","2020/10/13 05:00:00","112","0","38"
"572","2000","40","0","0","1","1","-1","0","2020/10/23 04:59:59","2020/10/13 05:00:00","104","0","45"
"573","2000","30","0","0","1","1","-1","0","2020/10/17 04:59:59","2020/10/13 05:00:00","102","0","32"
"574","2000","40","0","0","1","1","-1","0","2020/10/17 04:59:59","2020/10/13 05:00:00","102","0","42"
"575","2000","30","0","0","1","1","-1","0","2020/10/24 04:59:59","2020/10/16 05:00:00","103","0","34"
"576","2000","40","0","0","1","1","-1","0","2020/10/24 04:59:59","2020/10/16 05:00:00","103","0","44"
"577","2000","30","0","0","1","1","-1","0","2020/10/22 04:59:59","2020/10/17 05:00:00","101","0","31"
"578","2000","40","0","0","1","1","-1","0","2020/10/22 04:59:59","2020/10/17 05:00:00","101","0","41"
"579","2000","30","0","0","1","1","-1","0","2020/10/27 04:59:59","2020/10/22 05:00:00","109","0","37"
"580","2000","30","0","0","1","1","-1","0","2020/10/27 04:59:59","2020/10/22 05:00:00","112","0","38"
"581","2000","30","0","0","1","1","-1","0","2020/10/27 04:59:59","2020/10/22 05:00:00","102","0","32"
"582","2000","40","0","0","1","1","-1","0","2020/10/27 04:59:59","2020/10/22 05:00:00","102","0","42"
"583","2000","30","0","0","1","1","-1","0","2020/10/31 04:59:59","2020/10/27 05:00:00","101","0","31"
"584","2000","40","0","0","1","1","-1","0","2020/10/31 04:59:59","2020/10/27 05:00:00","101","0","41"
"585","2000","30","0","0","1","1","-1","0","2020/11/7 04:59:59","2020/10/31 05:00:00","103","0","34"
"586","2000","40","0","0","1","1","-1","0","2020/11/7 04:59:59","2020/10/31 05:00:00","103","0","44"
"587","2000","30","0","0","1","1","-1","0","2020/11/13 04:59:59","2020/11/7 05:00:00","101","0","31"
"588","2000","40","0","0","1","1","-1","0","2020/11/13 04:59:59","2020/11/7 05:00:00","101","0","41"
"589","2000","30","0","0","1","1","-1","0","2020/11/17 04:59:59","2020/11/13 05:00:00","109","0","37"
"590","2000","30","0","0","1","1","-1","0","2020/11/17 04:59:59","2020/11/13 05:00:00","112","0","38"
"591","2000","40","0","0","1","1","-1","0","2020/11/23 04:59:59","2020/11/13 05:00:00","104","0","45"
"592","2000","30","0","0","1","1","-1","0","2020/11/17 04:59:59","2020/11/13 05:00:00","102","0","32"
"593","2000","40","0","0","1","1","-1","0","2020/11/17 04:59:59","2020/11/13 05:00:00","102","0","42"
"594","2000","30","0","0","1","1","-1","0","2020/11/20 04:59:59","2020/11/16 05:00:00","103","0","34"
"595","2000","40","0","0","1","1","-1","0","2020/11/20 04:59:59","2020/11/16 05:00:00","103","0","44"
"596","2000","30","0","0","1","1","-1","0","2020/11/21 04:59:59","2020/11/17 05:00:00","101","0","31"
"597","2000","40","0","0","1","1","-1","0","2020/11/21 04:59:59","2020/11/17 05:00:00","101","0","41"
"598","2000","30","0","0","1","1","-1","0","2020/11/30 04:59:59","2020/11/25 05:00:00","109","0","37"
"599","2000","30","0","0","1","1","-1","0","2020/11/30 04:59:59","2020/11/25 05:00:00","112","0","38"
"600","2000","30","0","0","1","1","-1","0","2020/11/25 04:59:59","2020/11/21 05:00:00","102","0","32"
"601","2000","40","0","0","1","1","-1","0","2020/11/25 04:59:59","2020/11/21 05:00:00","102","0","42"
"602","2000","30","0","0","1","1","-1","0","2020/11/30 04:59:59","2020/11/25 05:00:00","101","0","31"
"603","2000","40","0","0","1","1","-1","0","2020/11/30 04:59:59","2020/11/25 05:00:00","101","0","41"
"604","2000","30","0","0","1","1","-1","0","2020/12/5 04:59:59","2020/11/25 05:00:00","103","0","34"
"605","2000","40","0","0","1","1","-1","0","2020/12/5 04:59:59","2020/11/25 05:00:00","103","0","44"
"606","1500","80","0","0","1","1","-1","0","2020/11/30 04:59:59","2020/11/25 05:00:00","101","0","81"
"607","1500","80","0","0","1","1","-1","0","2020/11/30 04:59:59","2020/11/25 05:00:00","102","0","82"
"608","1500","80","0","0","1","1","-1","0","2020/11/30 04:59:59","2020/11/25 05:00:00","111","0","83"
"609","1500","80","0","0","1","1","-1","0","2020/11/30 04:59:59","2020/11/25 05:00:00","109","0","84"
"610","1500","80","0","0","1","1","-1","0","2020/11/30 04:59:59","2020/11/25 05:00:00","112","0","85"
"611","1500","80","0","0","1","1","-1","0","2020/11/30 04:59:59","2020/11/25 05:00:00","8004","0","351"
"612","1500","80","0","0","1","1","-1","0","2020/11/30 04:59:59","2020/11/25 05:00:00","8005","0","352"
"613","2000","30","0","0","1","1","-1","0","2020/12/10 04:59:59","2020/12/5 05:00:00","111","0","39"
"614","2000","40","0","0","1","1","-1","0","2020/12/10 04:59:59","2020/12/5 05:00:00","111","0","49"
"615","2000","30","0","0","1","1","-1","0","2020/12/14 04:59:59","2020/12/10 05:00:00","101","0","31"
"616","2000","40","0","0","1","1","-1","0","2020/12/14 04:59:59","2020/12/10 05:00:00","101","0","41"
"617","2000","30","0","0","1","1","-1","0","2020/12/18 04:59:59","2020/12/14 05:00:00","109","0","37"
"618","2000","30","0","0","1","1","-1","0","2020/12/18 04:59:59","2020/12/14 05:00:00","112","0","38"
"619","2000","30","0","0","1","1","-1","0","2020/12/18 04:59:59","2020/12/14 05:00:00","102","0","32"
"620","2000","40","0","0","1","1","-1","0","2020/12/18 04:59:59","2020/12/14 05:00:00","102","0","42"
"621","2000","30","0","0","1","1","-1","0","2020/12/18 04:59:59","2020/12/14 05:00:00","103","0","34"
"622","2000","40","0","0","1","1","-1","0","2020/12/18 04:59:59","2020/12/14 05:00:00","103","0","44"
"623","2000","40","0","0","1","1","-1","0","2020/12/24 04:59:59","2020/12/14 05:00:00","104","0","45"
"624","2000","30","0","0","1","1","-1","0","2020/12/23 04:59:59","2020/12/18 05:00:00","101","0","31"
"625","2000","40","0","0","1","1","-1","0","2020/12/23 04:59:59","2020/12/18 05:00:00","101","0","41"
"626","2000","30","0","0","1","1","-1","0","2020/12/26 04:59:59","2020/12/23 05:00:00","102","0","32"
"627","2000","40","0","0","1","1","-1","0","2020/12/26 04:59:59","2020/12/23 05:00:00","102","0","42"
"628","2000","30","0","0","1","1","-1","0","2020/12/31 04:59:59","2020/12/26 05:00:00","109","0","37"
"629","2000","30","0","0","1","1","-1","0","2020/12/31 04:59:59","2020/12/26 05:00:00","112","0","38"
"630","2000","30","0","0","1","1","-1","0","2020/12/31 04:59:59","2020/12/26 05:00:00","101","0","31"
"631","2000","40","0","0","1","1","-1","0","2020/12/31 04:59:59","2020/12/26 05:00:00","101","0","41"
"632","1500","80","0","0","1","1","-1","0","2020/12/29 04:59:59","2020/12/23 05:00:00","101","0","81"
"633","1500","80","0","0","1","1","-1","0","2020/12/29 04:59:59","2020/12/23 05:00:00","102","0","82"
"634","1500","80","0","0","1","1","-1","0","2020/12/29 04:59:59","2020/12/23 05:00:00","111","0","83"
"635","1500","80","0","0","1","1","-1","0","2020/12/29 04:59:59","2020/12/23 05:00:00","109","0","84"
"636","1500","80","0","0","1","1","-1","0","2020/12/29 04:59:59","2020/12/23 05:00:00","112","0","85"
"637","1500","80","0","0","1","1","-1","0","2020/12/29 04:59:59","2020/12/23 05:00:00","8004","0","351"
"638","1500","80","0","0","1","1","-1","0","2020/12/29 04:59:59","2020/12/23 05:00:00","8005","0","352"
"639","2000","30","0","0","1","1","-1","0","2021/1/7 04:59:59","2020/12/26 05:00:00","103","0","34"
"640","2000","40","0","0","1","1","-1","0","2021/1/7 04:59:59","2020/12/26 05:00:00","103","0","44"
"641","1500","80","0","0","1","1","-1","0","2020/12/23 20:59:59","2020/12/16 12:00:00","7004","0","251"
"642","1500","80","0","0","1","1","-1","0","2020/12/23 20:59:59","2020/12/16 12:00:00","7005","0","252"
"643","1500","80","0","0","1","1","-1","0","2020/11/14 20:59:59","2020/10/31 12:00:00","6004","0","151"
"644","1500","80","0","0","1","1","-1","0","2020/11/14 20:59:59","2020/10/31 12:00:00","6005","0","152"
"645","1500","80","0","0","1","1","-1","0","2020/12/14 20:59:59","2020/11/30 12:00:00","6004","0","151"
"646","1500","80","0","0","1","1","-1","0","2020/12/14 20:59:59","2020/11/30 12:00:00","6005","0","152"
"647","1500","80","0","0","1","1","-1","0","2021/01/22 20:59:59","2021/01/15 12:00:00","7004","0","251"
"648","1500","80","0","0","1","1","-1","0","2021/01/22 20:59:59","2021/01/15 12:00:00","7005","0","252"
"649","1500","80","0","0","1","1","-1","0","2021/01/14 20:59:59","2020/12/31 12:00:00","6004","0","151"
"650","1500","80","0","0","1","1","-1","0","2021/01/14 20:59:59","2020/12/31 12:00:00","6005","0","152"
"651","1500","80","0","0","1","1","-1","0","2021/02/20 20:59:59","2021/01/31 12:00:00","6004","0","151"
"652","1500","80","0","0","1","1","-1","0","2021/02/20 20:59:59","2021/01/31 12:00:00","6005","0","152"
"653","1500","80","0","0","1","1","-1","0","2021/03/14 20:59:59","2021/02/28 12:00:00","6004","0","151"
"654","1500","80","0","0","1","1","-1","0","2021/03/14 20:59:59","2021/02/28 12:00:00","6005","0","152"
"655","2000","30","0","0","1","1","-1","0","2021/1/11 04:59:59","2021/1/7 05:00:00","111","0","39"
"656","2000","40","0","0","1","1","-1","0","2021/1/11 04:59:59","2021/1/7 05:00:00","111","0","49"
"657","2000","30","0","0","1","1","-1","0","2021/1/16 04:59:59","2021/1/11 05:00:00","101","0","31"
"658","2000","40","0","0","1","1","-1","0","2021/1/16 04:59:59","2021/1/11 05:00:00","101","0","41"
"659","2000","30","0","0","1","1","-1","0","2021/1/19 04:59:59","2021/1/16 05:00:00","109","0","37"
"660","2000","30","0","0","1","1","-1","0","2021/1/19 04:59:59","2021/1/16 05:00:00","112","0","38"
"661","2000","30","0","0","1","1","-1","0","2021/1/19 04:59:59","2021/1/16 05:00:00","102","0","32"
"662","2000","40","0","0","1","1","-1","0","2021/1/19 04:59:59","2021/1/16 05:00:00","102","0","42"
"663","2000","30","0","0","1","1","-1","0","2021/1/19 04:59:59","2021/1/16 05:00:00","103","0","34"
"664","2000","40","0","0","1","1","-1","0","2021/1/19 04:59:59","2021/1/16 05:00:00","103","0","44"
"665","2000","40","0","0","1","1","-1","0","2021/1/26 04:59:59","2021/1/16 05:00:00","104","0","45"
"666","2000","30","0","0","1","1","-1","0","2021/1/23 04:59:59","2021/1/19 05:00:00","101","0","31"
"667","2000","40","0","0","1","1","-1","0","2021/1/23 04:59:59","2021/1/19 05:00:00","101","0","41"
"668","2000","30","0","0","1","1","-1","0","2021/1/26 04:59:59","2021/1/23 05:00:00","102","0","32"
"669","2000","40","0","0","1","1","-1","0","2021/1/26 04:59:59","2021/1/23 05:00:00","102","0","42"
"670","2000","30","0","0","1","1","-1","0","2021/1/31 04:59:59","2021/1/26 05:00:00","109","0","37"
"671","2000","30","0","0","1","1","-1","0","2021/1/31 04:59:59","2021/1/26 05:00:00","112","0","38"
"672","2000","30","0","0","1","1","-1","0","2021/1/31 04:59:59","2021/1/26 05:00:00","101","0","31"
"673","2000","40","0","0","1","1","-1","0","2021/1/31 04:59:59","2021/1/26 05:00:00","101","0","41"
"674","1500","80","0","0","1","1","-1","0","2021/1/29 04:59:59","2021/1/23 05:00:00","101","0","81"
"675","1500","80","0","0","1","1","-1","0","2021/1/29 04:59:59","2021/1/23 05:00:00","102","0","82"
"676","1500","80","0","0","1","1","-1","0","2021/1/29 04:59:59","2021/1/23 05:00:00","111","0","83"
"677","1500","80","0","0","1","1","-1","0","2021/1/29 04:59:59","2021/1/23 05:00:00","109","0","84"
"678","1500","80","0","0","1","1","-1","0","2021/1/29 04:59:59","2021/1/23 05:00:00","112","0","85"
"679","1500","80","0","0","1","1","-1","0","2021/1/29 04:59:59","2021/1/23 05:00:00","8004","0","351"
"680","1500","80","0","0","1","1","-1","0","2021/1/29 04:59:59","2021/1/23 05:00:00","8005","0","352"
"681","2000","30","0","0","1","1","-1","0","2021/2/8 04:59:59","2021/1/26 05:00:00","103","0","34"
"682","2000","40","0","0","1","1","-1","0","2021/2/8 04:59:59","2021/1/26 05:00:00","103","0","44"
"683","1500","80","0","0","1","1","-1","0","2021/02/23 20:59:59","2021/02/16 12:00:00","7004","0","251"
"684","1500","80","0","0","1","1","-1","0","2021/02/23 20:59:59","2021/02/16 12:00:00","7005","0","252"
"685","1500","80","0","0","1","1","-1","0","2021/03/24 20:59:59","2021/03/08 12:00:00","7004","0","251"
"686","1500","80","0","0","1","1","-1","0","2021/03/24 20:59:59","2021/03/08 12:00:00","7005","0","252"
"687","2000","30","0","0","1","1","-1","0","2021/2/11 04:59:59","2021/2/8 05:00:00","111","0","39"
"688","2000","40","0","0","1","1","-1","0","2021/2/11 04:59:59","2021/2/8 05:00:00","111","0","49"
"689","2000","30","0","0","1","1","-1","0","2021/2/14 04:59:59","2021/2/11 05:00:00","101","0","31"
"690","2000","40","0","0","1","1","-1","0","2021/2/14 04:59:59","2021/2/11 05:00:00","101","0","41"
"691","2000","40","0","0","1","1","-1","0","2021/2/24 04:59:59","2021/2/14 05:00:00","104","0","45"
"692","2000","30","0","0","1","1","-1","0","2021/3/5 04:59:59","2021/2/24 05:00:00","103","0","34"
"693","2000","40","0","0","1","1","-1","0","2021/3/5 04:59:59","2021/2/24 05:00:00","103","0","44"
"696","3000","30","0","0","1","1","-1","0","2021/2/20 04:59:59","2021/2/15 05:00:00","103","0","34"
"697","3000","40","0","0","1","1","-1","0","2021/2/20 04:59:59","2021/2/15 05:00:00","103","0","44"
"698","3000","30","0","0","1","1","-1","0","2021/2/22 04:59:59","2021/2/15 05:00:00","101","0","31"
"699","3000","40","0","0","1","1","-1","0","2021/2/22 04:59:59","2021/2/15 05:00:00","101","0","41"
"700","3000","30","0","0","1","1","-1","0","2021/2/24 04:59:59","2021/2/20 05:00:00","109","0","37"
"701","3000","30","0","0","1","1","-1","0","2021/2/24 04:59:59","2021/2/20 05:00:00","112","0","38"
"702","1500","100","0","0","1","1","-1","0","2021/3/7 04:59:59","2021/2/21 05:00:00","101","0","91"
"703","1500","100","0","0","1","1","-1","0","2021/3/7 04:59:59","2021/2/21 05:00:00","102","0","92"
"704","1500","100","0","0","1","1","-1","0","2021/3/7 04:59:59","2021/2/21 05:00:00","111","0","93"
"705","1500","100","0","0","1","1","-1","0","2021/3/7 04:59:59","2021/2/21 05:00:00","109","0","94"
"706","1500","100","0","0","1","1","-1","0","2021/3/7 04:59:59","2021/2/21 05:00:00","112","0","95"
"707","1500","100","0","0","1","1","-1","0","2021/3/7 04:59:59","2021/2/21 05:00:00","8004","0","100"
"708","1500","100","0","0","1","1","-1","0","2021/3/7 04:59:59","2021/2/21 05:00:00","8005","0","101"
"709","1500","100","0","0","1","1","-1","0","2021/2/23 20:59:59","2021/2/21 05:00:00","7004","0","98"
"710","1500","100","0","0","1","1","-1","0","2021/2/23 20:59:59","2021/2/21 05:00:00","7005","0","99"
"711","1500","100","0","0","1","1","-1","0","2021/3/7 04:59:59","2021/2/28 12:00:00","6004","0","96"
"712","1500","100","0","0","1","1","-1","0","2021/3/7 04:59:59","2021/2/28 12:00:00","6005","0","97"
"713","3000","30","0","0","1","1","-1","0","2021/2/26 04:59:59","2021/2/22 05:00:00","102","0","32"
"714","3000","40","0","0","1","1","-1","0","2021/2/26 04:59:59","2021/2/22 05:00:00","102","0","42"
"715","3000","30","0","0","1","1","-1","0","2021/3/1 04:59:59","2021/2/26 05:00:00","111","0","39"
"716","3000","40","0","0","1","1","-1","0","2021/3/1 04:59:59","2021/2/26 05:00:00","111","0","49"
"717","2000","30","0","0","1","1","-1","0","2021/3/9 04:59:59","2021/3/5 05:00:00","111","0","39"
"718","2000","40","0","0","1","1","-1","0","2021/3/9 04:59:59","2021/3/5 05:00:00","111","0","49"
"719","2000","30","0","0","1","1","-1","0","2021/3/13 04:59:59","2021/3/9 05:00:00","101","0","31"
"720","2000","40","0","0","1","1","-1","0","2021/3/13 04:59:59","2021/3/9 05:00:00","101","0","41"
"721","2000","30","0","0","1","1","-1","0","2021/3/16 04:59:59","2021/3/13 05:00:00","109","0","37"
"722","2000","30","0","0","1","1","-1","0","2021/3/16 04:59:59","2021/3/13 05:00:00","112","0","38"
"723","2000","30","0","0","1","1","-1","0","2021/3/16 04:59:59","2021/3/13 05:00:00","102","0","32"
"724","2000","40","0","0","1","1","-1","0","2021/3/16 04:59:59","2021/3/13 05:00:00","102","0","42"
"725","2000","30","0","0","1","1","-1","0","2021/3/16 04:59:59","2021/3/13 05:00:00","103","0","34"
"726","2000","40","0","0","1","1","-1","0","2021/3/16 04:59:59","2021/3/13 05:00:00","103","0","44"
"727","2000","40","0","0","1","1","-1","0","2021/3/24 04:59:59","2021/3/13 05:00:00","104","0","45"
"728","2000","30","0","0","1","1","-1","0","2021/3/22 04:59:59","2021/3/16 05:00:00","101","0","31"
"729","2000","40","0","0","1","1","-1","0","2021/3/22 04:59:59","2021/3/16 05:00:00","101","0","41"
"730","2000","30","0","0","1","1","-1","0","2021/3/26 04:59:59","2021/3/22 05:00:00","102","0","32"
"731","2000","40","0","0","1","1","-1","0","2021/3/26 04:59:59","2021/3/22 05:00:00","102","0","42"
"732","2000","30","0","0","1","1","-1","0","2021/3/31 04:59:59","2021/3/26 05:00:00","109","0","37"
"733","2000","30","0","0","1","1","-1","0","2021/3/31 04:59:59","2021/3/26 05:00:00","112","0","38"
"734","2000","30","0","0","1","1","-1","0","2021/3/31 04:59:59","2021/3/26 05:00:00","101","0","31"
"735","2000","40","0","0","1","1","-1","0","2021/3/31 04:59:59","2021/3/26 05:00:00","101","0","41"
"736","1500","80","0","0","1","1","-1","0","2021/3/29 04:59:59","2021/3/23 05:00:00","101","0","81"
"737","1500","80","0","0","1","1","-1","0","2021/3/29 04:59:59","2021/3/23 05:00:00","102","0","82"
"738","1500","80","0","0","1","1","-1","0","2021/3/29 04:59:59","2021/3/23 05:00:00","111","0","83"
"739","1500","80","0","0","1","1","-1","0","2021/3/29 04:59:59","2021/3/23 05:00:00","109","0","84"
"740","1500","80","0","0","1","1","-1","0","2021/3/29 04:59:59","2021/3/23 05:00:00","112","0","85"
"741","1500","80","0","0","1","1","-1","0","2021/3/29 04:59:59","2021/3/23 05:00:00","8004","0","351"
"742","1500","80","0","0","1","1","-1","0","2021/3/29 04:59:59","2021/3/23 05:00:00","8005","0","352"
"743","2000","30","0","0","1","1","-1","0","2021/4/7 04:59:59","2021/3/26 05:00:00","103","0","34"
"744","2000","40","0","0","1","1","-1","0","2021/4/7 04:59:59","2021/3/26 05:00:00","103","0","44"
"745","1500","80","0","0","1","1","-1","0","2021/5/14 20:59:59","2021/4/30 12:00:00","6004","0","151"
"746","1500","80","0","0","1","1","-1","0","2021/5/14 20:59:59","2021/4/30 12:00:00","6005","0","152"
"747","1500","80","0","0","1","1","-1","0","2021/4/14 20:59:59","2021/3/31 12:00:00","6004","0","151"
"748","1500","80","0","0","1","1","-1","0","2021/4/14 20:59:59","2021/3/31 12:00:00","6005","0","152"
"749","1500","80","0","0","1","1","-1","0","2021/6/14 20:59:59","2021/5/31 12:00:00","6004","0","151"
"750","1500","80","0","0","1","1","-1","0","2021/6/14 20:59:59","2021/5/31 12:00:00","6005","0","152"
"751","1500","80","0","0","1","1","-1","0","2021/04/25 20:59:59","2021/04/18 12:00:00","7004","0","251"
"752","1500","80","0","0","1","1","-1","0","2021/04/25 20:59:59","2021/04/18 12:00:00","7005","0","252"
"753","1500","80","0","0","1","1","-1","0","2021/05/25 20:59:59","2021/05/18 12:00:00","7004","0","251"
"754","1500","80","0","0","1","1","-1","0","2021/05/25 20:59:59","2021/05/18 12:00:00","7005","0","252"
"755","2000","30","0","0","1","1","-1","0","2021/4/10 04:59:59","2021/4/7 05:00:00","111","0","39"
"756","2000","40","0","0","1","1","-1","0","2021/4/10 04:59:59","2021/4/7 05:00:00","111","0","49"
