4e31e4f0ebb8bfcf75f65f73272b621cd46eec35a1a6d5720c3efd093c605056,83481e81bb58179f4297fa921c18745a6012f5e5c3afdb07f256eb9d0a1ece63,5f20b574504a4f13ae04e74182bb7ddc2b5afbb2a176e50a1150034537720994,ca12dbbca49f3aa14d0fecca583115fe3f6c0c636bd2c70bbfd3ac34222a0398,267c52d8ac785c9a7c3b62beb3fa82ce998f87e56d3f2d763811ea2176bf2f02,0eafacadd247e379442cdcca612a76b3833b424e5c93175f69aed76087052c73,16de73c3c5b8aac33ee2e6e87c07b077f00cbd570e3f436ebb3e1f325c46eca3,cfa9da8599f0d464b2d0c5b8b274c23f12e94f435c66614a2cc528b1bd4767d5,3ae8e90293923a702a21182f7b6b5a3b11d507cdc3c91c66ad4c37dd3b89d994,d1d8185cd18cdf2afcb7d92ef1de4277c09164c7f1f26a0aecef9851aa2ff736,0ba61077b6fc972f4d3dd85cd708c3007bfcaa51dea0ca3f737fe0603893d48d,0b8bc699f7cec6b620253c46e2864a4f80c4a82fe7fa3ab801df6577c82b826e,f51b83475e88eb33c3de134eb84d4c0eb84522ca9c186c1be6824a67f8ac9bfc,be0e33adaf48368b6db0c6dc2583184d09cf23e0f9c8e773b476d8856dd6fb72,c04ec73cf53ab0f5fec339a86412b5eea6cf15d43cc54e288f9d1e63dce9c853,f1419fb1ae14a56d38d8043e56b393f9f128847936763a040eda5916689d00f4,9189dfb64ba261a6b2e0f0c816b2cc08e5e38e4f4df2d869ad7165e7d38b96b0,898f9bc643dde4065218e1e2c6320a438261bb7261d4bc4dcce2fde1c0e065d6,91b5a2731d1e86588ed088ab1b86104c7d769a403c5d5d0a7b2958052d6cd7c6,8fe1e028a4d8d9f39456f91b43c68b016ccda16dcd08fb5729b602bab3e63c90,c04f704b3c81b1cd218469ee5478ca47975b44da350f837381942cb02fb959dd,71beafdae7d57938ed167a55fcd04c42604e4fdd5e680e4d734ff1591fd499a7,53502b6419c6b11fef6aef5371ff430ca6ce0091a771eab9d6a433042090a869,721933e53ec72ef5c9ec1018061a8904f926952fc90e7dd96310bf2af0fffe62,cfef503b87c28708c4112548b6d8053de70844d896e511bd1e055ee3410de364
"0","0","0","0","0","0","0","25001","0","0","0","0","500000","440","0","15","0","0","4","0","25","3","0","0","103201"
"0","0","1","0","0","0","0","25001","0","0","0","0","600000","550","2","15","0","0","5","0","30","3","2","0","103201"
"0","0","1","0","25","0","0","32033","0","0","0","0","100000","0","5","18","0","0","1","0","50","1","0","0","103301"
"0","0","1","25","0","0","0","31033","0","10","0","0","100000","0","0","11","0","0","1","0","50","2","0","0","103301"
"0","0","0","4","4","0","0","25001","0","0","0","0","100000","0","0","15","0","0","1","0","10","3","0","0","103301"
"0","0","0","8","8","0","0","25001","0","0","0","0","200000","0","0","15","0","0","2","0","15","3","0","0","103301"
"0","0","0","12","12","0","0","25001","0","0","0","0","400000","0","0","15","0","0","3","0","20","3","0","0","103301"
"0","0","0","16","16","0","0","25001","0","0","0","0","500000","0","0","15","0","0","4","0","25","3","0","0","103301"
"0","0","1","18","18","0","0","25001","0","15","0","0","600000","200","0","15","0","0","5","0","30","3","0","0","103301"
"0","0","1","0","0","0","0","32034","0","0","0","0","100000","100","0","18","10","0","1","0","50","1","0","0","103401"
"0","0","1","0","0","0","0","31034","0","0","0","0","100000","60","0","11","10","0","1","0","50","2","0","0","103401"
"0","0","0","2","0","0","0","25001","0","0","0","0","100000","20","0","15","0","0","1","0","10","3","0","0","103401"
"0","0","0","4","0","0","0","25001","0","0","0","0","200000","40","0","15","0","0","2","0","15","3","0","0","103401"
"0","0","0","6","0","0","0","25001","0","0","0","0","400000","60","0","15","0","0","3","0","20","3","0","0","103401"
"0","0","0","8","0","0","0","25001","0","0","0","0","500000","80","0","15","0","0","4","0","25","3","0","0","103401"
"0","0","1","10","0","0","0","25001","0","0","0","0","600000","100","0","15","10","0","5","0","30","3","0","0","103401"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","103501"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","103501"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","103501"
"160","0","1","0","0","0","0","32036","0","0","10","0","100000","0","3","18","0","0","1","0","50","1","0","0","103601"
"80","0","1","0","0","0","0","31036","0","0","5","0","100000","0","2","11","0","0","1","0","50","2","0","0","103601"
"100","0","0","0","0","0","0","25001","0","0","5","0","100000","0","0","15","0","0","1","0","10","3","0","0","103601"
"200","0","0","0","0","0","0","25001","0","0","10","0","200000","0","0","15","0","0","2","0","15","3","0","0","103601"
"300","0","0","0","0","0","0","25001","0","0","15","0","400000","0","0","15","0","0","3","0","20","3","0","0","103601"
"400","0","0","0","0","0","0","25001","0","0","20","0","500000","0","0","15","0","0","4","0","25","3","0","0","103601"
"500","0","1","0","0","0","0","25001","0","0","25","0","600000","0","0","15","0","0","5","0","30","3","2","0","103601"
"0","0","1","0","0","0","0","32037","0","0","0","0","100000","240","0","18","0","0","1","0","50","1","0","0","103701"
"0","0","1","0","0","0","0","31037","0","0","0","0","100000","120","3","11","0","0","1","0","50","2","0","0","103701"
"0","0","0","0","0","0","0","25001","0","0","0","0","100000","130","0","15","0","0","1","0","10","3","0","0","103701"
"0","0","0","0","0","0","0","25001","10","0","0","0","200000","260","0","15","0","0","2","0","15","3","0","0","103701"
"0","0","0","0","0","0","0","25001","20","0","0","0","400000","390","0","15","0","0","3","0","20","3","0","0","103701"
"0","0","0","0","0","0","0","25001","30","0","0","0","500000","520","0","15","0","0","4","0","25","3","0","0","103701"
"0","0","1","0","0","0","0","25001","40","0","0","0","600000","650","2","15","0","0","5","0","30","3","2","0","103701"
"0","0","1","0","25","0","0","32038","0","0","0","0","100000","160","0","18","0","0","1","0","50","1","0","0","103801"
"0","0","1","25","0","0","0","31038","0","0","0","0","100000","80","3","11","0","0","1","0","50","2","0","0","103801"
"0","0","0","4","4","0","0","25001","0","0","0","0","100000","100","0","15","0","0","1","0","10","3","0","0","103801"
"0","0","0","8","8","0","0","25001","0","0","0","0","200000","220","0","15","0","0","2","0","15","3","0","0","103801"
"0","0","0","12","12","0","0","25001","0","0","0","0","400000","330","0","15","0","0","3","0","20","3","0","0","103801"
"0","0","0","16","16","0","0","25001","0","0","0","0","500000","440","0","15","0","0","4","0","25","3","0","0","103801"
"0","0","1","18","18","0","0","25001","0","0","0","0","600000","550","2","15","0","0","5","0","30","3","0","0","103801"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","103901"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","103901"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","103901"
"0","0","1","25","20","0","0","32040","0","0","0","0","100000","0","0","18","0","0","1","0","50","1","0","0","104001"
"0","0","1","25","0","0","0","31040","0","10","0","0","100000","0","0","11","0","0","1","0","50","2","0","0","104001"
"0","0","0","3","3","0","0","25001","0","0","0","0","100000","40","0","15","0","0","1","0","10","3","0","0","104001"
"0","0","0","6","6","0","0","25001","0","0","0","0","200000","80","0","15","0","0","2","0","15","3","0","0","104001"
"0","0","0","9","9","0","0","25001","0","0","0","0","400000","120","0","15","0","0","3","0","20","3","0","0","104001"
"0","0","0","12","12","0","0","25001","0","0","0","0","500000","160","0","15","0","0","4","0","25","3","0","0","104001"
"0","0","1","15","15","0","0","25001","0","15","0","0","600000","200","0","15","0","0","5","0","30","3","0","0","104001"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","104101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","104101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","104101"
"100","0","1","0","0","0","0","32042","0","0","0","0","100000","0","0","18","10","0","1","0","50","1","0","0","104201"
"60","0","1","0","0","0","0","31042","0","0","0","0","100000","0","0","11","10","0","1","0","50","2","0","0","104201"
"20","0","0","0","2","0","0","25001","0","0","0","0","100000","0","0","15","0","0","1","0","10","3","0","0","104201"
"40","0","0","0","4","0","0","25001","0","0","0","0","200000","0","0","15","0","0","2","0","15","3","0","0","104201"
"60","0","0","0","6","0","0","25001","0","0","0","0","400000","0","0","15","0","0","3","0","20","3","0","0","104201"
"80","0","0","0","8","0","0","25001","0","0","0","0","500000","0","0","15","0","0","4","0","25","3","0","0","104201"
"100","0","1","0","10","0","0","25001","0","0","0","0","600000","0","0","15","10","0","5","0","30","3","0","0","104201"
"0","0","1","0","0","0","0","32043","0","0","0","0","100000","160","3","18","0","0","1","0","50","1","0","0","104301"
"0","0","1","0","0","0","0","31043","0","0","0","0","100000","80","2","11","0","0","1","0","50","2","0","0","104301"
"0","0","0","0","0","0","0","25001","0","0","0","0","100000","100","0","15","0","0","1","0","10","3","0","0","104301"
"0","0","0","0","0","0","0","25001","0","0","0","0","200000","220","0","15","0","0","2","0","15","3","0","0","104301"
"0","0","0","0","0","0","0","25001","0","0","0","0","400000","330","0","15","0","0","3","0","20","3","0","0","104301"
"0","0","0","0","0","0","0","25001","0","0","0","0","500000","440","0","15","0","0","4","0","25","3","0","0","104301"
"0","0","1","0","0","0","0","25001","0","0","0","0","600000","550","5","15","0","0","5","0","30","3","0","0","104301"
"360","0","1","0","0","0","0","32044","0","0","10","0","100000","0","0","18","0","0","1","0","50","1","0","0","104401"
"180","0","1","0","0","0","0","31044","0","0","10","0","100000","0","0","11","0","0","1","0","50","2","0","0","104401"
"180","0","0","0","0","0","0","25001","0","0","10","0","100000","0","0","15","0","0","1","0","10","3","0","0","104401"
"360","0","0","0","0","0","0","25001","0","0","20","0","200000","0","0","15","0","0","2","0","15","3","0","0","104401"
"540","0","0","0","0","0","0","25001","0","0","20","0","400000","0","0","15","0","0","3","0","20","3","0","0","104401"
"720","0","0","0","0","0","0","25001","0","0","30","0","500000","0","0","15","0","0","4","0","25","3","0","0","104401"
"900","0","1","0","0","0","0","25001","0","0","50","0","600000","0","0","15","0","0","5","0","30","3","0","0","104401"
"0","1500","1","10","4","0","0","32045","0","0","0","0","100000","0","0","18","0","0","1","0","50","1","0","0","104501"
"0","1000","1","15","5","0","0","31045","0","0","0","0","100000","0","0","11","0","0","1","0","50","2","0","0","104501"
"0","0","0","6","2","0","0","25001","0","0","0","0","100000","0","0","15","0","0","1","0","10","3","0","0","104501"
"0","0","0","12","4","0","0","25001","0","0","0","0","200000","0","0","15","0","0","2","0","15","3","0","0","104501"
"0","0","0","18","6","0","0","25001","0","0","0","0","400000","0","0","15","0","0","3","0","20","3","0","0","104501"
"0","0","0","24","8","0","0","25001","0","0","0","0","500000","0","0","15","0","0","4","0","25","3","0","0","104501"
"0","0","1","30","10","0","0","25001","0","0","0","0","600000","0","0","15","0","0","5","0","30","3","0","0","104501"
"0","0","1","0","0","0","0","32046","15","0","0","0","100000","180","0","18","0","0","1","0","50","1","0","0","104601"
"0","0","1","0","0","0","0","31046","0","0","0","0","100000","80","3","11","0","0","1","0","50","2","0","0","104601"
"0","0","0","0","0","0","0","25001","0","0","0","0","100000","100","0","15","0","0","1","0","10","3","0","0","104601"
"0","0","0","0","0","0","0","25001","10","0","0","0","200000","200","0","15","0","0","2","0","15","3","0","0","104601"
"0","0","0","0","0","0","0","25001","20","0","0","0","400000","300","0","15","0","0","3","0","20","3","0","0","104601"
"0","0","0","0","0","0","0","25001","30","0","0","0","500000","400","0","15","0","0","4","0","25","3","0","0","104601"
"0","0","1","0","0","0","0","25001","40","0","0","0","600000","500","2","15","0","0","5","0","30","3","2","0","104601"
"0","0","1","10","10","0","0","32047","0","0","0","0","100000","0","5","18","10","0","1","0","50","1","0","0","104701"
"0","0","1","15","15","0","0","31047","0","0","0","0","100000","0","3","11","10","0","1","0","50","2","0","0","104701"
"0","0","0","6","6","0","0","25001","0","0","0","0","100000","0","0","15","0","0","1","0","10","3","0","0","104701"
"0","0","0","12","12","0","0","25001","0","0","0","0","200000","0","0","15","0","0","2","0","15","3","0","0","104701"
"0","0","0","18","18","0","0","25001","0","0","0","0","400000","0","0","15","0","0","3","0","20","3","0","0","104701"
"0","0","0","24","24","0","0","25001","0","0","0","0","500000","0","0","15","0","0","4","0","25","3","0","0","104701"
"0","0","1","30","30","0","0","25001","0","0","0","0","600000","0","2","15","10","0","5","0","30","3","0","0","104701"
"0","0","1","0","0","0","0","32048","0","0","0","0","100000","95","5","18","0","0","1","0","50","1","0","0","104801"
"0","0","1","0","0","0","0","31048","0","0","0","0","100000","55","5","11","0","0","1","0","50","2","0","0","104801"
"0","0","0","1","1","0","0","25001","0","0","0","0","100000","20","0","15","0","0","1","0","10","3","0","0","104801"
"0","0","0","2","2","0","0","25001","0","0","0","0","200000","40","0","15","0","0","2","0","15","3","0","0","104801"
"0","0","0","3","3","0","0","25001","0","0","0","0","400000","60","0","15","0","0","3","0","20","3","0","0","104801"
"0","0","0","4","4","0","0","25001","0","0","0","0","500000","80","0","15","0","0","4","0","25","3","0","0","104801"
"0","0","1","5","5","0","0","25001","0","15","0","0","600000","90","0","15","0","0","5","0","30","3","0","0","104801"
"0","0","1","0","0","0","0","32049","0","0","0","0","100000","95","5","18","0","0","1","0","50","1","0","0","104901"
"0","0","1","0","0","0","0","31049","0","0","0","0","100000","55","5","11","0","0","1","0","50","2","0","0","104901"
"0","0","0","2","4","0","0","25001","0","0","0","0","100000","10","0","15","0","0","1","0","10","3","0","0","104901"
"0","0","0","4","8","0","0","25001","0","0","0","0","200000","20","0","15","0","0","2","0","15","3","0","0","104901"
"0","0","0","6","12","0","0","25001","0","0","0","0","400000","30","0","15","0","0","3","0","20","3","0","0","104901"
"0","0","0","8","16","0","0","25001","0","0","0","0","500000","40","0","15","0","0","4","0","25","3","0","0","104901"
"0","0","1","10","20","0","0","25001","0","0","0","0","600000","50","0","15","0","0","5","0","30","3","0","0","104901"
"150","0","1","0","0","0","0","32050","0","0","10","0","100000","0","3","18","0","0","1","0","50","1","0","0","105001"
"75","0","1","0","0","0","0","31050","0","0","5","0","100000","0","2","11","0","0","1","0","50","2","0","0","105001"
"100","0","0","0","0","0","0","25001","0","0","6","0","100000","0","0","15","0","0","1","0","10","3","0","0","105001"
"200","0","0","0","0","0","0","25001","0","0","12","0","200000","0","0","15","0","0","2","0","15","3","0","0","105001"
"300","0","0","0","0","0","0","25001","0","0","18","0","400000","0","0","15","0","0","3","0","20","3","0","0","105001"
"400","0","0","0","0","0","0","25001","0","0","24","0","500000","0","0","15","0","0","4","0","25","3","0","0","105001"
"500","0","1","0","0","0","0","25001","0","0","30","0","600000","0","0","15","0","0","5","0","30","3","0","0","105001"
"0","0","1","0","0","0","0","32051","0","0","0","0","100000","160","5","18","0","0","1","0","50","1","0","0","105101"
"0","0","1","0","0","0","0","31051","0","0","0","0","100000","80","0","11","0","0","1","0","50","2","0","0","105101"
"0","0","0","0","0","0","0","25001","10","0","0","0","100000","100","0","15","0","0","1","0","10","3","0","0","105101"
"0","0","0","0","0","0","0","25001","20","0","0","0","200000","220","0","15","0","0","2","0","15","3","0","0","105101"
"0","0","0","0","0","0","0","25001","30","0","0","0","400000","330","0","15","0","0","3","0","20","3","0","0","105101"
"0","0","0","0","0","0","0","25001","40","0","0","0","500000","440","0","15","0","0","4","0","25","3","0","0","105101"
"0","0","1","0","0","0","0","25001","50","0","0","0","600000","550","5","15","0","0","5","1","30","3","0","0","105101"
"0","1500","1","4","10","0","0","32052","0","0","0","0","100000","0","0","18","0","0","1","0","50","1","0","0","105201"
"0","1000","1","5","15","0","0","31052","0","0","0","0","100000","0","0","11","0","0","1","0","50","2","0","0","105201"
"0","0","0","2","6","0","0","25001","0","0","0","0","100000","0","0","15","0","0","1","0","10","3","0","0","105201"
"0","0","0","4","12","0","0","25001","0","0","0","0","200000","0","0","15","0","0","2","0","15","3","0","0","105201"
"0","0","0","6","18","0","0","25001","0","0","0","0","400000","0","0","15","0","0","3","0","20","3","0","0","105201"
"0","0","0","8","24","0","0","25001","0","0","0","0","500000","0","0","15","0","0","4","0","25","3","0","0","105201"
"0","0","1","10","30","0","0","25001","0","0","0","0","600000","0","0","15","0","0","5","0","30","3","0","0","105201"
"0","0","1","0","0","0","0","32053","0","0","0","0","100000","160","5","18","0","0","1","0","50","1","0","0","105301"
"0","0","1","0","0","0","0","31053","0","0","0","0","100000","80","3","11","0","0","1","0","50","2","0","0","105301"
"0","0","0","0","0","0","0","25001","0","0","0","0","100000","100","0","15","0","0","1","0","10","3","0","0","105301"
"0","0","0","0","0","0","0","25001","10","0","0","0","200000","200","0","15","0","0","2","0","15","3","0","0","105301"
"0","0","0","0","0","0","0","25001","20","0","0","0","400000","300","0","15","0","0","3","0","20","3","0","0","105301"
"0","0","0","0","0","0","0","25001","30","0","0","0","500000","400","0","15","0","0","4","0","25","3","0","0","105301"
"0","0","1","0","0","0","0","25001","40","0","0","0","600000","500","2","15","0","0","5","0","30","3","2","0","105301"
"0","1500","1","15","15","0","0","32054","0","0","0","0","100000","0","5","18","0","0","1","0","50","1","0","0","105401"
"0","1000","1","20","0","0","0","31054","0","0","0","0","100000","0","0","11","0","0","1","0","50","2","0","0","105401"
"0","0","0","3","3","0","0","25001","0","0","0","0","100000","0","0","15","0","0","1","0","10","3","0","0","105401"
"0","0","0","6","6","0","0","25001","0","0","0","0","200000","0","0","15","0","0","2","0","15","3","0","0","105401"
"0","0","0","9","9","0","0","25001","0","0","0","0","400000","0","0","15","0","0","3","0","20","3","0","0","105401"
"0","0","0","12","12","0","0","25001","0","0","0","0","500000","0","0","15","0","0","4","0","25","3","0","0","105401"
"0","0","1","15","15","0","0","25001","0","0","0","0","600000","0","5","15","0","0","5","0","30","3","0","0","105401"
"0","0","1","0","0","0","0","32055","0","0","0","0","100000","160","5","18","0","0","1","0","50","1","0","0","105501"
"0","0","1","0","0","0","0","31055","0","10","0","0","100000","80","3","11","0","0","1","0","50","2","0","0","105501"
"0","0","0","0","0","0","0","25001","0","0","0","0","100000","100","0","15","0","0","1","0","10","3","0","0","105501"
"0","0","0","0","0","0","0","25001","0","0","0","0","200000","220","0","15","0","0","2","0","15","3","0","0","105501"
"0","0","0","0","0","0","0","25001","0","0","0","0","400000","330","0","15","0","0","3","0","20","3","0","0","105501"
"0","0","0","0","0","0","0","25001","0","0","0","0","500000","440","0","15","0","0","4","0","25","3","0","0","105501"
"0","0","1","0","0","0","0","25001","0","15","0","0","600000","550","2","15","0","0","5","0","30","3","0","0","105501"
"0","1500","1","10","10","0","0","32056","0","0","0","0","100000","0","7","18","0","0","1","0","50","1","0","0","105601"
"0","1000","1","15","15","0","0","31056","0","0","0","0","100000","0","8","11","0","0","1","0","50","2","0","0","105601"
"0","0","0","6","6","0","0","25001","0","0","0","0","100000","0","0","15","0","0","1","0","10","3","0","0","105601"
"0","0","0","12","12","0","0","25001","0","0","0","0","200000","0","0","15","0","0","2","0","15","3","0","0","105601"
"0","0","0","18","18","0","0","25001","0","0","0","0","400000","0","0","15","0","0","3","0","20","3","0","0","105601"
"0","0","0","24","24","0","0","25001","0","0","0","0","500000","0","0","15","0","0","4","0","25","3","0","0","105601"
"0","0","1","30","30","0","0","25001","0","0","0","0","600000","0","10","15","0","0","5","0","30","3","0","0","105601"
"0","0","1","0","0","0","0","32057","0","0","0","0","100000","240","3","18","0","0","1","0","50","1","0","0","105701"
"0","0","1","0","0","0","0","31057","0","0","0","0","100000","120","2","11","0","0","1","0","50","2","0","0","105701"
"0","0","0","0","0","0","0","25001","0","0","0","0","100000","100","0","15","0","0","1","0","10","3","0","0","105701"
"0","0","0","0","0","0","0","25001","0","0","0","0","200000","200","0","15","0","0","2","0","15","3","0","0","105701"
"0","0","0","0","0","0","0","25001","0","0","0","0","400000","300","0","15","0","0","3","0","20","3","0","0","105701"
"0","0","0","0","0","0","0","25001","0","0","0","0","500000","400","0","15","0","0","4","0","25","3","0","0","105701"
"0","0","1","0","0","0","0","25001","20","0","0","0","600000","500","2","15","0","0","5","0","30","3","0","0","105701"
"0","1500","1","5","5","0","0","32058","0","0","0","0","100000","0","0","18","10","0","1","0","50","1","0","0","105801"
"0","1000","1","10","10","0","0","31058","0","0","0","0","100000","0","0","11","0","0","1","0","50","2","0","0","105801"
"0","0","0","4","4","0","0","25001","0","0","0","0","100000","0","0","15","0","0","1","0","10","3","0","0","105801"
"0","0","0","8","8","0","0","25001","0","0","0","0","200000","0","0","15","0","0","2","0","15","3","0","0","105801"
"0","0","0","12","12","0","0","25001","0","0","0","0","400000","0","0","15","0","0","3","0","20","3","0","0","105801"
"0","0","0","16","16","0","0","25001","0","0","0","0","500000","0","0","15","0","0","4","0","25","3","0","0","105801"
"0","0","1","20","20","0","0","25001","0","0","0","0","600000","0","0","15","0","0","5","0","30","3","0","0","105801"
"0","0","1","0","0","0","0","32059","0","0","0","0","100000","100","0","18","10","0","1","0","50","1","0","0","105901"
"0","0","1","0","0","0","0","31059","0","0","0","0","100000","60","0","11","10","0","1","0","50","2","0","0","105901"
"0","0","0","1","1","0","0","25001","0","0","0","0","100000","20","0","15","0","0","1","0","10","3","0","0","105901"
"0","0","0","2","2","0","0","25001","0","0","0","0","200000","40","0","15","0","0","2","0","15","3","0","0","105901"
"0","0","0","3","3","0","0","25001","0","0","0","0","400000","60","0","15","0","0","3","0","20","3","0","0","105901"
"0","0","0","4","4","0","0","25001","0","0","0","0","500000","80","0","15","0","0","4","0","25","3","0","0","105901"
"0","0","1","5","5","0","0","25001","0","0","0","0","600000","100","0","15","10","0","5","0","30","3","0","0","105901"
"160","0","1","0","0","0","0","32060","0","0","10","0","100000","0","3","18","0","0","1","0","50","1","0","0","106001"
"80","0","1","0","0","0","0","31060","0","0","5","0","100000","0","2","11","0","0","1","0","50","2","0","0","106001"
"100","0","0","0","0","0","0","25001","0","0","5","0","100000","0","0","15","0","0","1","0","10","3","0","0","106001"
"200","0","0","0","0","0","0","25001","0","0","10","0","200000","0","0","15","0","0","2","0","15","3","0","0","106001"
"300","0","0","0","0","0","0","25001","0","0","15","0","400000","0","0","15","0","0","3","0","20","3","0","0","106001"
"400","0","0","0","0","0","0","25001","0","0","20","0","500000","0","0","15","0","0","4","0","25","3","0","0","106001"
"500","0","1","0","0","0","0","25001","0","0","25","0","600000","0","0","15","0","0","5","0","30","3","2","0","106001"
"0","1500","1","5","5","0","0","32061","0","0","0","0","100000","0","5","18","0","0","1","0","50","1","0","0","106101"
"0","1000","1","10","10","0","0","31061","0","0","0","0","100000","0","0","11","0","0","1","0","25","2","0","0","106101"
"0","0","0","0","0","0","0","25001","0","0","0","0","100000","100","0","15","0","0","1","0","10","3","0","0","106101"
"0","0","0","0","0","0","0","25001","0","0","0","0","200000","200","0","15","0","0","2","0","15","3","0","0","106101"
"0","0","0","0","0","0","0","25001","0","0","0","0","400000","300","0","15","0","0","3","0","20","3","0","0","106101"
"0","0","0","0","0","0","0","25001","0","0","0","0","500000","400","0","15","0","0","4","0","25","3","0","0","106101"
"0","0","1","0","0","0","0","25001","0","0","0","0","600000","500","5","15","0","0","5","0","30","3","2","0","106101"
"0","0","1","0","0","0","0","32063","100","0","0","0","100000","200","0","18","0","0","1","0","50","1","0","0","106301"
"0","0","1","0","0","0","0","31063","0","0","0","0","100000","80","3","11","0","0","1","0","50","2","0","0","106301"
"0","0","0","0","0","0","0","25001","0","0","0","0","100000","100","0","15","0","0","1","0","10","3","0","0","106301"
"0","0","0","0","0","0","0","25001","10","0","0","0","200000","200","0","15","0","0","2","0","15","3","0","0","106301"
"0","0","0","0","0","0","0","25001","20","0","0","0","400000","300","0","15","0","0","3","0","20","3","0","0","106301"
"0","0","0","0","0","0","0","25001","30","0","0","0","500000","400","0","15","0","0","4","0","25","3","0","0","106301"
"0","0","1","0","0","0","0","25001","40","0","0","0","600000","500","2","15","0","0","5","0","30","3","2","0","106301"
"0","0","1","0","0","0","0","32064","200","0","0","0","100000","240","0","18","0","0","1","0","50","1","0","0","106401"
"0","0","1","0","0","0","0","31064","0","0","0","0","100000","120","3","11","0","0","1","0","50","2","0","0","106401"
"0","0","0","0","0","0","0","25001","0","0","0","0","100000","130","0","15","0","0","1","0","10","3","0","0","106401"
"0","0","0","0","0","0","0","25001","10","0","0","0","200000","260","0","15","0","0","2","0","15","3","0","0","106401"
"0","0","0","0","0","0","0","25001","20","0","0","0","400000","390","0","15","0","0","3","0","20","3","0","0","106401"
"0","0","0","0","0","0","0","25001","30","0","0","0","500000","520","0","15","0","0","4","0","25","3","0","0","106401"
"0","0","1","0","0","0","0","25001","40","0","0","0","600000","650","0","15","0","0","5","0","30","3","2","0","106401"
"0","0","1","0","0","0","0","32065","200","0","0","0","100000","240","0","18","0","0","1","0","50","1","0","0","106501"
"0","0","1","0","0","0","0","31065","0","0","0","0","100000","120","0","11","0","0","1","0","50","2","0","0","106501"
"0","0","0","0","0","0","0","25001","0","0","0","0","100000","130","0","15","0","0","1","0","10","3","0","0","106501"
"0","0","0","0","0","0","0","25001","10","0","0","0","200000","260","0","15","0","0","2","0","15","3","0","0","106501"
"0","0","0","0","0","0","0","25001","20","0","0","0","400000","390","0","15","0","0","3","0","20","3","0","0","106501"
"0","0","0","0","0","0","0","25001","30","0","0","0","500000","520","0","15","0","0","4","0","25","3","0","0","106501"
"0","0","1","0","0","0","0","25001","40","0","0","0","600000","650","0","15","0","0","5","0","30","3","0","0","106501"
"0","0","1","0","0","0","0","32066","0","0","0","0","100000","100","3","18","0","0","1","0","50","1","0","0","106601"
"0","0","1","0","0","0","0","31066","0","0","0","0","100000","150","2","11","0","0","1","0","50","2","0","0","106601"
"0","0","0","0","0","0","0","25001","0","0","0","0","100000","200","0","15","0","0","1","0","10","3","0","0","106601"
"0","0","0","0","0","0","0","25001","0","0","0","0","200000","250","0","15","0","0","2","0","15","3","0","0","106601"
"0","0","0","0","0","0","0","25001","0","0","0","0","400000","300","0","15","0","0","3","0","20","3","0","0","106601"
"0","0","0","0","0","0","0","25001","0","0","0","0","500000","400","0","15","0","0","4","0","25","3","0","0","106601"
"0","0","1","0","0","0","0","25001","0","0","0","0","600000","600","5","15","0","0","5","0","30","3","0","0","106601"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","106701"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","106701"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","106701"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","106801"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","106801"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","106801"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","106901"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","106901"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","106901"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","107001"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","107001"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","107001"
"0","0","1","0","0","0","0","32071","0","0","0","0","100000","390","0","18","0","0","1","0","50","1","0","0","107101"
"0","0","1","0","0","0","0","31071","0","0","0","0","100000","260","0","11","0","0","1","0","25","2","0","0","107101"
