ae0ffc4c9b33b13b2a5703976ac01679250fe593a694314486d3fe743ef3645f,0f80a4a35d9d825fc602e2d1b7820d67cfa2b408e66b92f001f3b22ebc944367,8525ac04a7a6695953f7b48e9c89dcc21e47b664ba6b08416490c13c4366cbcf,16b61dd95f55735133ea8e10e2c230052bf33eb697c054ab0fc599902d4b80da,65d725c88d4628303005583fd0811aeb78a7ca8d575a380455b56e6cde3b7d7e,794083b815fd8d8590ef259a42acf483431d1ed0605687c6cdb8aacae8ea8f80,20dec54a825d1e7f888b6bb362b8b730186a0a568d9fe00fcd3d4370601bc5a0,37f42f7c187599b7ee8bdccc62255043570387ca3a630d68c180498a1eee183d,21834574cdfe0fd7d45a391f0c5b370e9c3bb76fa175a06c09c8f96d47fad620,54945d4533f7f7e1bfc46ae622ce530951de6bf329a87e058226ed02d27d6601,3ced10b76d262a5b144ffd19adfc03ac9698088b7945bd7a71fd5024c5b1e8e9,a20f911971dd45a576d32559060faa2b4f7a8740b46767dc22098d371dde49eb,c814f3c6e1694da139f7aead48489acac091091700c5390fbab1ab9283da08aa,38f8a899a578d7758da51f2a3cbaa6084100fce098f585e06e8e31d2e506da4f,918732cedd5e7c88a1e7daaf101add5d8f9115f11cec2b0496c04e6793687274,5b7266bbbe5cabbf26b7d015e6874adff0e47c006762603c41ac6e1b7a26213a,ff6641a022e4614fde522d7cbe7e09bbbef4241510de18cab380d793169ba39a,2c84315fde2e05b6fe6d8ae26d95bc1f984beb48156770b4725bf0b8e4877d79,ee9d4bffe79e29b4a4cae54927229fedd389fdafce6ae6e5c3f8deea3dd577c0,a6501665fffdf81bc22845b7071e1b5056009f2f8b5ae929092a4e685132e5c4,9123034424c19f96478e875241fe2affcf09868f19a38f2e6bbba10b87bc5050
"245","0","301","0","8","0","18","31043","700","90006","0","0","1024","91002","3500","0","1","2","2","0","3500"
"246","0","701","0","8","0","16","31043","1500","90006","0","0","1024","91002","3000","0","1","2","2","0","3000"
"247","0","1501","0","8","0","14","31043","3000","90006","0","0","1024","91002","2500","0","1","2","2","0","2500"
"248","0","3001","0","8","0","12","31043","5000","90006","0","0","1024","91002","2000","0","1","2","2","0","2000"
"249","0","5001","0","8","0","10","31043","7000","90006","0","0","1024","91002","1500","0","1","2","2","0","1500"
"250","0","7001","0","8","0","8","31043","10000","90006","0","0","1024","91002","1000","0","1","2","2","0","1000"
"251","0","10001","0","8","0","7","31043","15000","90006","0","0","1024","91002","750","0","1","2","2","0","750"
"252","0","15001","0","8","0","5","31043","-1","90006","0","0","1024","91002","500","0","1","2","2","0","500"
"253","0","1","0","8","0","30","31022","50","90006","0","0","1025","91002","5000","0","1","2","2","0","5000"
"254","0","51","0","8","0","25","31022","150","90006","0","0","1025","91002","4500","0","1","2","2","0","4500"
"255","0","151","0","8","0","20","31022","300","90006","0","0","1025","91002","4000","0","1","2","2","0","4000"
"256","0","301","0","8","0","18","31022","700","90006","0","0","1025","91002","3500","0","1","2","2","0","3500"
"257","0","701","0","8","0","16","31022","1500","90006","0","0","1025","91002","3000","0","1","2","2","0","3000"
"258","0","1501","0","8","0","14","31022","3000","90006","0","0","1025","91002","2500","0","1","2","2","0","2500"
"259","0","3001","0","8","0","12","31022","5000","90006","0","0","1025","91002","2000","0","1","2","2","0","2000"
"260","0","5001","0","8","0","10","31022","7000","90006","0","0","1025","91002","1500","0","1","2","2","0","1500"
"261","0","7001","0","8","0","8","31022","10000","90006","0","0","1025","91002","1000","0","1","2","2","0","1000"
"262","0","10001","0","8","0","7","31022","15000","90006","0","0","1025","91002","750","0","1","2","2","0","750"
"263","0","15001","0","8","0","5","31022","-1","90006","0","0","1025","91002","500","0","1","2","2","0","500"
"264","0","1","0","8","0","30","31025","50","90006","0","0","1026","91002","5000","0","1","2","2","0","5000"
"265","0","51","0","8","0","25","31025","150","90006","0","0","1026","91002","4500","0","1","2","2","0","4500"
"266","0","151","0","8","0","20","31025","300","90006","0","0","1026","91002","4000","0","1","2","2","0","4000"
"267","0","301","0","8","0","18","31025","700","90006","0","0","1026","91002","3500","0","1","2","2","0","3500"
"268","0","701","0","8","0","16","31025","1500","90006","0","0","1026","91002","3000","0","1","2","2","0","3000"
"269","0","1501","0","8","0","14","31025","3000","90006","0","0","1026","91002","2500","0","1","2","2","0","2500"
"270","0","3001","0","8","0","12","31025","5000","90006","0","0","1026","91002","2000","0","1","2","2","0","2000"
"271","0","5001","0","8","0","10","31025","7000","90006","0","0","1026","91002","1500","0","1","2","2","0","1500"
"272","0","7001","0","8","0","8","31025","10000","90006","0","0","1026","91002","1000","0","1","2","2","0","1000"
"273","0","10001","0","8","0","7","31025","15000","90006","0","0","1026","91002","750","0","1","2","2","0","750"
"274","0","15001","0","8","0","5","31025","-1","90006","0","0","1026","91002","500","0","1","2","2","0","500"
"275","0","1","0","8","0","30","31018","50","90006","0","0","1027","91002","5000","0","1","2","2","0","5000"
"276","0","51","0","8","0","25","31018","150","90006","0","0","1027","91002","4500","0","1","2","2","0","4500"
"277","0","151","0","8","0","20","31018","300","90006","0","0","1027","91002","4000","0","1","2","2","0","4000"
"278","0","301","0","8","0","18","31018","700","90006","0","0","1027","91002","3500","0","1","2","2","0","3500"
"279","0","701","0","8","0","16","31018","1500","90006","0","0","1027","91002","3000","0","1","2","2","0","3000"
"280","0","1501","0","8","0","14","31018","3000","90006","0","0","1027","91002","2500","0","1","2","2","0","2500"
"281","0","3001","0","8","0","12","31018","5000","90006","0","0","1027","91002","2000","0","1","2","2","0","2000"
"282","0","5001","0","8","0","10","31018","7000","90006","0","0","1027","91002","1500","0","1","2","2","0","1500"
"283","0","7001","0","8","0","8","31018","10000","90006","0","0","1027","91002","1000","0","1","2","2","0","1000"
"284","0","10001","0","8","0","7","31018","15000","90006","0","0","1027","91002","750","0","1","2","2","0","750"
"285","0","15001","0","8","0","5","31018","-1","90006","0","0","1027","91002","500","0","1","2","2","0","500"
"286","0","1","0","8","0","30","31042","50","90006","0","0","1028","91002","5000","0","1","2","2","0","5000"
"287","0","51","0","8","0","25","31042","150","90006","0","0","1028","91002","4500","0","1","2","2","0","4500"
"288","0","151","0","8","0","20","31042","300","90006","0","0","1028","91002","4000","0","1","2","2","0","4000"
"289","0","301","0","8","0","18","31042","700","90006","0","0","1028","91002","3500","0","1","2","2","0","3500"
"290","0","701","0","8","0","16","31042","1500","90006","0","0","1028","91002","3000","0","1","2","2","0","3000"
"291","0","1501","0","8","0","14","31042","3000","90006","0","0","1028","91002","2500","0","1","2","2","0","2500"
"292","0","3001","0","8","0","12","31042","5000","90006","0","0","1028","91002","2000","0","1","2","2","0","2000"
"293","0","5001","0","8","0","10","31042","7000","90006","0","0","1028","91002","1500","0","1","2","2","0","1500"
"294","0","7001","0","8","0","8","31042","10000","90006","0","0","1028","91002","1000","0","1","2","2","0","1000"
"295","0","10001","0","8","0","7","31042","15000","90006","0","0","1028","91002","750","0","1","2","2","0","750"
"296","0","15001","0","8","0","5","31042","-1","90006","0","0","1028","91002","500","0","1","2","2","0","500"
"297","0","1","0","8","0","35","31043","50","90006","0","0","1029","91002","5500","0","1","2","2","0","5500"
"298","0","51","0","8","0","30","31043","150","90006","0","0","1029","91002","5000","0","1","2","2","0","5000"
"299","0","151","0","8","0","25","31043","300","90006","0","0","1029","91002","4500","0","1","2","2","0","4500"
"300","0","301","0","8","0","20","31043","700","90006","0","0","1029","91002","4000","0","1","2","2","0","4000"
"301","0","701","0","8","0","18","31043","1500","90006","0","0","1029","91002","3500","0","1","2","2","0","3500"
"302","0","1501","0","8","0","16","31043","3000","90006","0","0","1029","91002","3000","0","1","2","2","0","3000"
"303","0","3001","0","8","0","14","31043","5000","90006","0","0","1029","91002","2500","0","1","2","2","0","2500"
"304","0","5001","0","8","0","12","31043","7000","90006","0","0","1029","91002","2000","0","1","2","2","0","2000"
"305","0","7001","0","8","0","10","31043","10000","90006","0","0","1029","91002","1500","0","1","2","2","0","1500"
"306","0","10001","0","8","0","8","31043","15000","90006","0","0","1029","91002","1000","0","1","2","2","0","1000"
"307","0","15001","0","8","0","7","31043","-1","90006","0","0","1029","91002","750","0","1","2","2","0","750"
"308","0","1","0","8","0","30","31025","50","90006","0","0","1030","91002","5000","0","1","2","2","0","5000"
"309","0","51","0","8","0","25","31025","150","90006","0","0","1030","91002","4500","0","1","2","2","0","4500"
"310","0","151","0","8","0","20","31025","300","90006","0","0","1030","91002","4000","0","1","2","2","0","4000"
"311","0","301","0","8","0","18","31025","700","90006","0","0","1030","91002","3500","0","1","2","2","0","3500"
"312","0","701","0","8","0","16","31025","1500","90006","0","0","1030","91002","3000","0","1","2","2","0","3000"
"313","0","1501","0","8","0","14","31025","3000","90006","0","0","1030","91002","2500","0","1","2","2","0","2500"
"314","0","3001","0","8","0","12","31025","5000","90006","0","0","1030","91002","2000","0","1","2","2","0","2000"
"315","0","5001","0","8","0","10","31025","7000","90006","0","0","1030","91002","1500","0","1","2","2","0","1500"
"316","0","7001","0","8","0","8","31025","10000","90006","0","0","1030","91002","1000","0","1","2","2","0","1000"
"317","0","10001","0","8","0","7","31025","15000","90006","0","0","1030","91002","750","0","1","2","2","0","750"
"318","0","15001","0","8","0","5","31025","-1","90006","0","0","1030","91002","500","0","1","2","2","0","500"
"319","0","1","0","8","0","30","31022","50","90006","0","0","1031","91002","5000","0","1","2","2","0","5000"
"320","0","51","0","8","0","25","31022","150","90006","0","0","1031","91002","4500","0","1","2","2","0","4500"
"321","0","151","0","8","0","20","31022","300","90006","0","0","1031","91002","4000","0","1","2","2","0","4000"
"322","0","301","0","8","0","18","31022","700","90006","0","0","1031","91002","3500","0","1","2","2","0","3500"
"323","0","701","0","8","0","16","31022","1500","90006","0","0","1031","91002","3000","0","1","2","2","0","3000"
"324","0","1501","0","8","0","14","31022","3000","90006","0","0","1031","91002","2500","0","1","2","2","0","2500"
"325","0","3001","0","8","0","12","31022","5000","90006","0","0","1031","91002","2000","0","1","2","2","0","2000"
"326","0","5001","0","8","0","10","31022","7000","90006","0","0","1031","91002","1500","0","1","2","2","0","1500"
"327","0","7001","0","8","0","8","31022","10000","90006","0","0","1031","91002","1000","0","1","2","2","0","1000"
"328","0","10001","0","8","0","7","31022","15000","90006","0","0","1031","91002","750","0","1","2","2","0","750"
"329","0","15001","0","8","0","5","31022","-1","90006","0","0","1031","91002","500","0","1","2","2","0","500"
"330","0","1","0","8","0","30","31018","50","90006","0","0","1032","91002","5000","0","1","2","2","0","5000"
"331","0","51","0","8","0","25","31018","150","90006","0","0","1032","91002","4500","0","1","2","2","0","4500"
"332","0","151","0","8","0","20","31018","300","90006","0","0","1032","91002","4000","0","1","2","2","0","4000"
"333","0","301","0","8","0","18","31018","700","90006","0","0","1032","91002","3500","0","1","2","2","0","3500"
"334","0","701","0","8","0","16","31018","1500","90006","0","0","1032","91002","3000","0","1","2","2","0","3000"
"335","0","1501","0","8","0","14","31018","3000","90006","0","0","1032","91002","2500","0","1","2","2","0","2500"
"336","0","3001","0","8","0","12","31018","5000","90006","0","0","1032","91002","2000","0","1","2","2","0","2000"
"337","0","5001","0","8","0","10","31018","7000","90006","0","0","1032","91002","1500","0","1","2","2","0","1500"
"338","0","7001","0","8","0","8","31018","10000","90006","0","0","1032","91002","1000","0","1","2","2","0","1000"
"339","0","10001","0","8","0","7","31018","15000","90006","0","0","1032","91002","750","0","1","2","2","0","750"
"340","0","15001","0","8","0","5","31018","-1","90006","0","0","1032","91002","500","0","1","2","2","0","500"
"341","0","1","0","8","0","30","31042","50","90006","0","0","1033","91002","5000","0","1","2","2","0","5000"
"342","0","51","0","8","0","25","31042","150","90006","0","0","1033","91002","4500","0","1","2","2","0","4500"
"343","0","151","0","8","0","20","31042","300","90006","0","0","1033","91002","4000","0","1","2","2","0","4000"
"344","0","301","0","8","0","18","31042","700","90006","0","0","1033","91002","3500","0","1","2","2","0","3500"
"345","0","701","0","8","0","16","31042","1500","90006","0","0","1033","91002","3000","0","1","2","2","0","3000"
"346","0","1501","0","8","0","14","31042","3000","90006","0","0","1033","91002","2500","0","1","2","2","0","2500"
"347","0","3001","0","8","0","12","31042","5000","90006","0","0","1033","91002","2000","0","1","2","2","0","2000"
"348","0","5001","0","8","0","10","31042","7000","90006","0","0","1033","91002","1500","0","1","2","2","0","1500"
"349","0","7001","0","8","0","8","31042","10000","90006","0","0","1033","91002","1000","0","1","2","2","0","1000"
"350","0","10001","0","8","0","7","31042","15000","90006","0","0","1033","91002","750","0","1","2","2","0","750"
"351","0","15001","0","8","0","5","31042","-1","90006","0","0","1033","91002","500","0","1","2","2","0","500"
"352","0","1","0","8","0","30","31043","50","90006","0","0","1034","91002","5000","0","1","2","2","0","5000"
"353","0","51","0","8","0","25","31043","150","90006","0","0","1034","91002","4500","0","1","2","2","0","4500"
"354","0","151","0","8","0","20","31043","300","90006","0","0","1034","91002","4000","0","1","2","2","0","4000"
"355","0","301","0","8","0","18","31043","700","90006","0","0","1034","91002","3500","0","1","2","2","0","3500"
"356","0","701","0","8","0","16","31043","1500","90006","0","0","1034","91002","3000","0","1","2","2","0","3000"
"357","0","1501","0","8","0","14","31043","3000","90006","0","0","1034","91002","2500","0","1","2","2","0","2500"
"358","0","3001","0","8","0","12","31043","5000","90006","0","0","1034","91002","2000","0","1","2","2","0","2000"
"359","0","5001","0","8","0","10","31043","7000","90006","0","0","1034","91002","1500","0","1","2","2","0","1500"
"360","0","7001","0","8","0","8","31043","10000","90006","0","0","1034","91002","1000","0","1","2","2","0","1000"
"361","0","10001","0","8","0","7","31043","15000","90006","0","0","1034","91002","750","0","1","2","2","0","750"
"362","0","15001","0","8","0","5","31043","-1","90006","0","0","1034","91002","500","0","1","2","2","0","500"
"363","0","1","0","8","0","30","31025","50","90006","0","0","1035","91002","5000","0","1","2","2","0","5000"
"364","0","51","0","8","0","25","31025","150","90006","0","0","1035","91002","4500","0","1","2","2","0","4500"
"365","0","151","0","8","0","20","31025","300","90006","0","0","1035","91002","4000","0","1","2","2","0","4000"
"366","0","301","0","8","0","18","31025","700","90006","0","0","1035","91002","3500","0","1","2","2","0","3500"
"367","0","701","0","8","0","16","31025","1500","90006","0","0","1035","91002","3000","0","1","2","2","0","3000"
"368","0","1501","0","8","0","14","31025","3000","90006","0","0","1035","91002","2500","0","1","2","2","0","2500"
"369","0","3001","0","8","0","12","31025","5000","90006","0","0","1035","91002","2000","0","1","2","2","0","2000"
"370","0","5001","0","8","0","10","31025","7000","90006","0","0","1035","91002","1500","0","1","2","2","0","1500"
"371","0","7001","0","8","0","8","31025","10000","90006","0","0","1035","91002","1000","0","1","2","2","0","1000"
"372","0","10001","0","8","0","7","31025","15000","90006","0","0","1035","91002","750","0","1","2","2","0","750"
"373","0","15001","0","8","0","5","31025","-1","90006","0","0","1035","91002","500","0","1","2","2","0","500"
"374","0","1","0","8","0","30","31022","50","90006","0","0","1036","91002","5000","0","1","2","2","0","5000"
"375","0","51","0","8","0","25","31022","150","90006","0","0","1036","91002","4500","0","1","2","2","0","4500"
"376","0","151","0","8","0","20","31022","300","90006","0","0","1036","91002","4000","0","1","2","2","0","4000"
"377","0","301","0","8","0","18","31022","700","90006","0","0","1036","91002","3500","0","1","2","2","0","3500"
"378","0","701","0","8","0","16","31022","1500","90006","0","0","1036","91002","3000","0","1","2","2","0","3000"
"379","0","1501","0","8","0","14","31022","3000","90006","0","0","1036","91002","2500","0","1","2","2","0","2500"
"380","0","3001","0","8","0","12","31022","5000","90006","0","0","1036","91002","2000","0","1","2","2","0","2000"
"381","0","5001","0","8","0","10","31022","7000","90006","0","0","1036","91002","1500","0","1","2","2","0","1500"
"382","0","7001","0","8","0","8","31022","10000","90006","0","0","1036","91002","1000","0","1","2","2","0","1000"
"383","0","10001","0","8","0","7","31022","15000","90006","0","0","1036","91002","750","0","1","2","2","0","750"
"384","0","15001","0","8","0","5","31022","-1","90006","0","0","1036","91002","500","0","1","2","2","0","500"
"385","0","1","0","8","0","30","31018","100","90006","0","0","1037","91002","5000","0","1","2","2","0","5000"
"386","0","101","0","8","0","25","31018","300","90006","0","0","1037","91002","4500","0","1","2","2","0","4500"
"387","0","301","0","8","0","20","31018","500","90006","0","0","1037","91002","4000","0","1","2","2","0","4000"
"388","0","501","0","8","0","18","31018","1000","90006","0","0","1037","91002","3500","0","1","2","2","0","3500"
"389","0","1001","0","8","0","16","31018","2000","90006","0","0","1037","91002","3000","0","1","2","2","0","3000"
"390","0","2001","0","8","0","14","31018","4500","90006","0","0","1037","91002","2500","0","1","2","2","0","2500"
"391","0","4501","0","8","0","12","31018","7000","90006","0","0","1037","91002","2000","0","1","2","2","0","2000"
"392","0","7001","0","8","0","10","31018","10000","90006","0","0","1037","91002","1500","0","1","2","2","0","1500"
"393","0","10001","0","8","0","8","31018","15000","90006","0","0","1037","91002","1000","0","1","2","2","0","1000"
"394","0","15001","0","8","0","7","31018","20000","90006","0","0","1037","91002","750","0","1","2","2","0","750"
"395","0","20001","0","8","0","5","31018","-1","90006","0","0","1037","91002","500","0","1","2","2","0","500"
"396","0","1","0","8","0","30","31043","100","90006","0","0","1038","91002","5000","0","1","2","2","0","5000"
"397","0","101","0","8","0","25","31043","300","90006","0","0","1038","91002","4500","0","1","2","2","0","4500"
"398","0","301","0","8","0","20","31043","500","90006","0","0","1038","91002","4000","0","1","2","2","0","4000"
"399","0","501","0","8","0","18","31043","1000","90006","0","0","1038","91002","3500","0","1","2","2","0","3500"
"400","0","1001","0","8","0","16","31043","2000","90006","0","0","1038","91002","3000","0","1","2","2","0","3000"
"401","0","2001","0","8","0","14","31043","4500","90006","0","0","1038","91002","2500","0","1","2","2","0","2500"
"402","0","4501","0","8","0","12","31043","7000","90006","0","0","1038","91002","2000","0","1","2","2","0","2000"
"403","0","7001","0","8","0","10","31043","10000","90006","0","0","1038","91002","1500","0","1","2","2","0","1500"
"404","0","10001","0","8","0","8","31043","15000","90006","0","0","1038","91002","1000","0","1","2","2","0","1000"
"405","0","15001","0","8","0","7","31043","20000","90006","0","0","1038","91002","750","0","1","2","2","0","750"
"406","0","20001","0","8","0","5","31043","-1","90006","0","0","1038","91002","500","0","1","2","2","0","500"
"407","0","1","0","8","0","30","31025","100","90006","0","0","1039","91002","5000","0","1","2","2","0","5000"
"408","0","101","0","8","0","25","31025","300","90006","0","0","1039","91002","4500","0","1","2","2","0","4500"
"409","0","301","0","8","0","20","31025","500","90006","0","0","1039","91002","4000","0","1","2","2","0","4000"
"410","0","501","0","8","0","18","31025","1000","90006","0","0","1039","91002","3500","0","1","2","2","0","3500"
"411","0","1001","0","8","0","16","31025","2000","90006","0","0","1039","91002","3000","0","1","2","2","0","3000"
"412","0","2001","0","8","0","14","31025","4500","90006","0","0","1039","91002","2500","0","1","2","2","0","2500"
"413","0","4501","0","8","0","12","31025","7000","90006","0","0","1039","91002","2000","0","1","2","2","0","2000"
"414","0","7001","0","8","0","10","31025","10000","90006","0","0","1039","91002","1500","0","1","2","2","0","1500"
"415","0","10001","0","8","0","8","31025","15000","90006","0","0","1039","91002","1000","0","1","2","2","0","1000"
"416","0","15001","0","8","0","7","31025","20000","90006","0","0","1039","91002","750","0","1","2","2","0","750"
"417","0","20001","0","8","0","5","31025","-1","90006","0","0","1039","91002","500","0","1","2","2","0","500"
"418","0","1","0","8","0","30","31042","100","90006","0","0","1040","91002","5000","0","1","2","2","0","5000"
"419","0","101","0","8","0","25","31042","300","90006","0","0","1040","91002","4500","0","1","2","2","0","4500"
"420","0","301","0","8","0","20","31042","500","90006","0","0","1040","91002","4000","0","1","2","2","0","4000"
"421","0","501","0","8","0","18","31042","1000","90006","0","0","1040","91002","3500","0","1","2","2","0","3500"
"422","0","1001","0","8","0","16","31042","2000","90006","0","0","1040","91002","3000","0","1","2","2","0","3000"
"423","0","2001","0","8","0","14","31042","4500","90006","0","0","1040","91002","2500","0","1","2","2","0","2500"
"424","0","4501","0","8","0","12","31042","7000","90006","0","0","1040","91002","2000","0","1","2","2","0","2000"
"425","0","7001","0","8","0","10","31042","10000","90006","0","0","1040","91002","1500","0","1","2","2","0","1500"
"426","0","10001","0","8","0","8","31042","15000","90006","0","0","1040","91002","1000","0","1","2","2","0","1000"
"427","0","15001","0","8","0","7","31042","20000","90006","0","0","1040","91002","750","0","1","2","2","0","750"
"428","0","20001","0","8","0","5","31042","-1","90006","0","0","1040","91002","500","0","1","2","2","0","500"
"429","0","1","0","8","0","30","31022","100","90006","0","0","1041","91002","5000","0","1","2","2","0","5000"
"430","0","101","0","8","0","25","31022","300","90006","0","0","1041","91002","4500","0","1","2","2","0","4500"
"431","0","301","0","8","0","20","31022","500","90006","0","0","1041","91002","4000","0","1","2","2","0","4000"
"432","0","501","0","8","0","18","31022","1000","90006","0","0","1041","91002","3500","0","1","2","2","0","3500"
"433","0","1001","0","8","0","16","31022","2000","90006","0","0","1041","91002","3000","0","1","2","2","0","3000"
"434","0","2001","0","8","0","14","31022","4500","90006","0","0","1041","91002","2500","0","1","2","2","0","2500"
"435","0","4501","0","8","0","12","31022","7000","90006","0","0","1041","91002","2000","0","1","2","2","0","2000"
"436","0","7001","0","8","0","10","31022","10000","90006","0","0","1041","91002","1500","0","1","2","2","0","1500"
"437","0","10001","0","8","0","8","31022","15000","90006","0","0","1041","91002","1000","0","1","2","2","0","1000"
"438","0","15001","0","8","0","7","31022","20000","90006","0","0","1041","91002","750","0","1","2","2","0","750"
"439","0","20001","0","8","0","5","31022","-1","90006","0","0","1041","91002","500","0","1","2","2","0","500"
"440","0","1","0","8","0","30","31043","100","90006","0","0","1042","91002","5000","0","1","2","2","0","5000"
"441","0","101","0","8","0","25","31043","300","90006","0","0","1042","91002","4500","0","1","2","2","0","4500"
"442","0","301","0","8","0","20","31043","500","90006","0","0","1042","91002","4000","0","1","2","2","0","4000"
"443","0","501","0","8","0","18","31043","1000","90006","0","0","1042","91002","3500","0","1","2","2","0","3500"
"444","0","1001","0","8","0","16","31043","2000","90006","0","0","1042","91002","3000","0","1","2","2","0","3000"
"445","0","2001","0","8","0","14","31043","4500","90006","0","0","1042","91002","2500","0","1","2","2","0","2500"
"446","0","4501","0","8","0","12","31043","7000","90006","0","0","1042","91002","2000","0","1","2","2","0","2000"
"447","0","7001","0","8","0","10","31043","10000","90006","0","0","1042","91002","1500","0","1","2","2","0","1500"
"448","0","10001","0","8","0","8","31043","15000","90006","0","0","1042","91002","1000","0","1","2","2","0","1000"
"449","0","15001","0","8","0","7","31043","20000","90006","0","0","1042","91002","750","0","1","2","2","0","750"
"450","0","20001","0","8","0","5","31043","-1","90006","0","0","1042","91002","500","0","1","2","2","0","500"
"451","0","1","0","8","0","30","31018","100","90006","0","0","1043","91002","5000","0","1","2","2","0","5000"
"452","0","101","0","8","0","25","31018","300","90006","0","0","1043","91002","4500","0","1","2","2","0","4500"
"453","0","301","0","8","0","20","31018","500","90006","0","0","1043","91002","4000","0","1","2","2","0","4000"
"454","0","501","0","8","0","18","31018","1000","90006","0","0","1043","91002","3500","0","1","2","2","0","3500"
"455","0","1001","0","8","0","16","31018","2000","90006","0","0","1043","91002","3000","0","1","2","2","0","3000"
"456","0","2001","0","8","0","14","31018","4500","90006","0","0","1043","91002","2500","0","1","2","2","0","2500"
"457","0","4501","0","8","0","12","31018","7000","90006","0","0","1043","91002","2000","0","1","2","2","0","2000"
"458","0","7001","0","8","0","10","31018","10000","90006","0","0","1043","91002","1500","0","1","2","2","0","1500"
"459","0","10001","0","8","0","8","31018","15000","90006","0","0","1043","91002","1000","0","1","2","2","0","1000"
"460","0","15001","0","8","0","7","31018","20000","90006","0","0","1043","91002","750","0","1","2","2","0","750"
"461","0","20001","0","8","0","5","31018","-1","90006","0","0","1043","91002","500","0","1","2","2","0","500"
"462","0","1","0","8","0","30","31025","100","90006","0","0","1044","91002","5000","0","1","2","2","0","5000"
"463","0","101","0","8","0","25","31025","300","90006","0","0","1044","91002","4500","0","1","2","2","0","4500"
"464","0","301","0","8","0","20","31025","500","90006","0","0","1044","91002","4000","0","1","2","2","0","4000"
"465","0","501","0","8","0","18","31025","1000","90006","0","0","1044","91002","3500","0","1","2","2","0","3500"
"466","0","1001","0","8","0","16","31025","2000","90006","0","0","1044","91002","3000","0","1","2","2","0","3000"
"467","0","2001","0","8","0","14","31025","4500","90006","0","0","1044","91002","2500","0","1","2","2","0","2500"
"468","0","4501","0","8","0","12","31025","7000","90006","0","0","1044","91002","2000","0","1","2","2","0","2000"
"469","0","7001","0","8","0","10","31025","10000","90006","0","0","1044","91002","1500","0","1","2","2","0","1500"
"470","0","10001","0","8","0","8","31025","15000","90006","0","0","1044","91002","1000","0","1","2","2","0","1000"
"471","0","15001","0","8","0","7","31025","20000","90006","0","0","1044","91002","750","0","1","2","2","0","750"
"472","0","20001","0","8","0","5","31025","-1","90006","0","0","1044","91002","500","0","1","2","2","0","500"
"473","0","1","0","8","0","30","31042","100","90006","0","0","1045","91002","5000","0","1","2","2","0","5000"
"474","0","101","0","8","0","25","31042","300","90006","0","0","1045","91002","4500","0","1","2","2","0","4500"
"475","0","301","0","8","0","20","31042","500","90006","0","0","1045","91002","4000","0","1","2","2","0","4000"
"476","0","501","0","8","0","18","31042","1000","90006","0","0","1045","91002","3500","0","1","2","2","0","3500"
"477","0","1001","0","8","0","16","31042","2000","90006","0","0","1045","91002","3000","0","1","2","2","0","3000"
"478","0","2001","0","8","0","14","31042","4500","90006","0","0","1045","91002","2500","0","1","2","2","0","2500"
"479","0","4501","0","8","0","12","31042","7000","90006","0","0","1045","91002","2000","0","1","2","2","0","2000"
"480","0","7001","0","8","0","10","31042","10000","90006","0","0","1045","91002","1500","0","1","2","2","0","1500"
"481","0","10001","0","8","0","8","31042","15000","90006","0","0","1045","91002","1000","0","1","2","2","0","1000"
"482","0","15001","0","8","0","7","31042","20000","90006","0","0","1045","91002","750","0","1","2","2","0","750"
"483","0","20001","0","8","0","5","31042","-1","90006","0","0","1045","91002","500","0","1","2","2","0","500"
"484","0","1","0","8","0","30","31022","100","90006","0","0","1046","91002","5000","0","1","2","2","0","5000"
"485","0","101","0","8","0","25","31022","300","90006","0","0","1046","91002","4500","0","1","2","2","0","4500"
"486","0","301","0","8","0","20","31022","500","90006","0","0","1046","91002","4000","0","1","2","2","0","4000"
"487","0","501","0","8","0","18","31022","1000","90006","0","0","1046","91002","3500","0","1","2","2","0","3500"
"488","0","1001","0","8","0","16","31022","2000","90006","0","0","1046","91002","3000","0","1","2","2","0","3000"
"489","0","2001","0","8","0","14","31022","4500","90006","0","0","1046","91002","2500","0","1","2","2","0","2500"
"490","0","4501","0","8","0","12","31022","7000","90006","0","0","1046","91002","2000","0","1","2","2","0","2000"
"491","0","7001","0","8","0","10","31022","10000","90006","0","0","1046","91002","1500","0","1","2","2","0","1500"
"492","0","10001","0","8","0","8","31022","15000","90006","0","0","1046","91002","1000","0","1","2","2","0","1000"
"493","0","15001","0","8","0","7","31022","20000","90006","0","0","1046","91002","750","0","1","2","2","0","750"
"494","0","20001","0","8","0","5","31022","-1","90006","0","0","1046","91002","500","0","1","2","2","0","500"
"495","0","1","0","8","0","30","31043","100","90006","0","0","1047","91002","5000","0","1","2","2","0","5000"
"496","0","101","0","8","0","25","31043","300","90006","0","0","1047","91002","4500","0","1","2","2","0","4500"
"497","0","301","0","8","0","20","31043","500","90006","0","0","1047","91002","4000","0","1","2","2","0","4000"
"498","0","501","0","8","0","18","31043","1000","90006","0","0","1047","91002","3500","0","1","2","2","0","3500"
"499","0","1001","0","8","0","16","31043","2000","90006","0","0","1047","91002","3000","0","1","2","2","0","3000"
"500","0","2001","0","8","0","14","31043","4500","90006","0","0","1047","91002","2500","0","1","2","2","0","2500"
"501","0","4501","0","8","0","12","31043","7000","90006","0","0","1047","91002","2000","0","1","2","2","0","2000"
