164c050b61ea17822d216287bd6e4562b111f9b21fb7a2615bd37cf828034c9a,5d3c3125f002ef14f3577f547bb9ec9238bd24866d106f49f9cecf0696387479,ac519500a1a0fe8999eb1e8ac6ae8f5a1e99e6f2a0b5cf909efe7275104911cd,ba9d78470075acd7266041e28e3eac0aec4fe588f158e549b7f251de1174e2b5,b93f6bea88ddde6ea89201a289c0e448ca54e60ab296dab433e8bf8a82056fc8,6a8abad0ac582597d828d3e722bfa53e3bc3bd43518bfe341f4aa5c8c2099715,352532b9b6475256f7561343e0b18c850b11530c0ae8a5345d554b34b5402018,2a1d596b6cad3368ccaa83f5046b476c3a4ef3977af820ef6814a1af044d2578,fcfcccca6b0f06bf92e7ddd4d3b221733c872ad9e26a60c050b4cc9b8aed6023,9f509e0fd15ab2ac81af4ff4148f0e720a5ab1a53749b8d970c007a7b9ab2fcd,2b3c8fe75cc2925e01fb40e6b0d90c25b3dc114d59050f278710ac1ed6774023
"","1000001","shock_jump","0","3","3112","0","131120043","","",""
"","0.6","0","","93","3112","","131120044","","",""
"","3","round_monster_idle","1","3","3112","0.2","131120045","","",""
"","0.4","0","","93","3112","","131120046","","",""
"0","1000001","0","-250","2","3112","","131120047","","","0"
"","1000001","escape","1","3","3112","","131120048","","",""
"1","1000001","-600","-250","2","3112","","131120049","","","0"
"","1","0","","93","3112","","131120050","","",""
"1","1000001","1","1","6","3112","0.2","131120051","","","0"
"","0.4","0","","93","3112","","131120052","","",""
"","2","0","","113","3112","","131120053","","",""
"0","311300","311300","345.4","31","3113","0","131130001","","","1"
"","0","","","91","3113","","131130002","","",""
"","1000001","wait_gradeUp","0","3","3113","0.2","131130003","","",""
"","311300","1","","32","3113","","131130004","","",""
"","0.1","0","","93","3113","","131130005","","",""
"","3","0","","32","3113","","131130006","","",""
"","0.8","0","","93","3113","","131130007","","",""
"1.05","1.05","1.05","1.05","123","3113","0","131130008","","","0"
"","5","5","0.5","122","3113","","131130009","","",""
"","1.1","0","","93","3113","","131130010","","",""
"1.05","1.05","1.05","1.05","123","3113","0","131130011","","","0"
"","10","10","0.5","122","3113","","131130012","","",""
"","0.8","0","","93","3113","","131130013","","",""
"","1000001","glad_dot_light","0","3","3113","0.2","131130014","","",""
"","0.1","0","","93","3113","","131130015","","",""
"0.907","0.907","0.907","0.907","123","3113","5","131130016","","","0.4"
"","1","0","","93","3113","","131130017","","",""
"","1000001","disappoint","0","3","3113","0.2","131130018","","",""
"","1","0","","93","3113","","131130019","","",""
"","2","","","113","3113","","131130020","","",""
"0","311400","311400","345.4","31","3114","0","131140001","","","1"
"","0","","","91","3114","","131140002","","",""
"1.05","1.05","1.05","1.05","123","3114","0","131140003","","","7.4"
"","1000001","wait","0","3","3114","0.2","131140004","","",""
"","311400","1","","32","3114","","131140005","","",""
"","0.1","0","","93","3114","","131140006","","",""
"","2","0","","32","3114","","131140007","","",""
"","3.4","0","","93","3114","","131140008","","",""
"0.95","0.95","0.95","0.95","123","3114","5","131140009","","","3.2"
"shock_short_loop","1000001","shock_short_in","0","3","3114","0.1","131140010","","0","1"
"","1.4","0","","93","3114","","131140011","","",""
"","1000001","disappoint","0","3","3114","0.2","131140012","","",""
"","0.7","0","","93","3114","","131140013","","",""
"","2","","","113","3114","","131140014","","",""
"0","312100","312100","345.4","31","3121","0","131210001","","","1"
"","0","","","91","3121","","131210002","","",""
"1.05","1.05","1.05","1.05","123","3121","0","131210003","","","7.4"
"","1000001","wait","0","3","3121","0.2","131210004","","",""
"","2","1","","35","3121","","131210005","","",""
"","se_travel","se_travel_treasure_big_rock","0","23","3121","","131210006","","",""
"","3.7","0","","93","3121","","131210007","","",""
"","312100","1","","32","3121","","131210008","","",""
"","15","15","0.65","122","3121","","131210009","","",""
"","0.5","0","","93","3121","","131210010","","",""
"","20","20","3.2","122","3121","","131210011","","",""
"","1000001","shock_jump_short","0","3","3121","0.2","131210012","","",""
"","0","0","","91","3121","","131210013","","",""
"","1000001","escape","1","3","3121","0","131210014","","",""
"2","1000001","-880","-240","2","3121","","131210015","","","0"
"","0.8","0","","93","3121","","131210016","","",""
"","2","","","113","3121","","131210017","","",""
"","1000001","idle","1","3","3122","0.2","131220001","","",""
"-65","312200","11","345","31","3122","0","131220002","","","1"
"-65","312201","12","345","31","3122","0","131220003","","","1"
"","0","","","91","3122","","131220004","","",""
"1.05","1.05","1.05","1.05","123","3122","0","131220005","","0","6.8"
"","1000001","wait","0","3","3122","0.2","131220006","","",""
"","2","1","","35","3122","","131220007","","",""
"","4","0","","93","3122","","131220008","","",""
"0.95","0.95","0.95","0.95","123","3122","0","131220009","","","0.4"
"","11","1","","32","3122","","131220010","","",""
"","12","1","","32","3122","","131220011","","",""
"","1000001","arrow_panic","0","3","3122","","131220012","","",""
"","2.7","0","","93","3122","","131220013","","",""
"","2","0","","113","3122","","131220014","","",""
"0","6","6","345.4","31","3123","0","131230001","","","1"
"0","7","7","345.4","31","3123","0","131230002","","","1"
"0","310000","310000","345.4","31","3123","0","131230003","","","1"
"0","312300","312300","345.4","31","3123","0","131230004","","","1"
"0","990001","990001","345.4","31","3123","1","131230005","","","1"
"345","4","14","14","5","3123","1.1","131230006","reward_loop","0","-180"
"","0","","","91","3123","","131230007","","",""
"1.05","1.05","1.05","1.05","123","3123","0","131230008","","","7.4"
"","1000001","wait","0","3","3123","0.2","131230009","","",""
"","2","1","","35","3123","","131230010","","",""
"","4.9","0","","93","3123","","131230011","","",""
"","30","30","0.4","122","3123","","131230012","","",""
"","312300","1","","32","3123","","131230013","","",""
"","6","1","","32","3123","","131230014","","",""
"","0.1","0","","93","3123","","131230015","","",""
"","2","0","","32","3123","","131230016","","",""
"","3","0","","32","3123","","131230017","","",""
"","1000001","dotEyes_noEmotion","0","3","3123","","131230018","","",""
"0","vo_travel_round_event","vo_travel_round_event_3123","0","21","3123","","131230019","","",""
"","2.5","0","","93","3123","","131230020","","",""
"","7","1","","32","3123","","131230021","","",""
"","0.1","0","","93","3123","","131230022","","",""
"","6","0","","32","3123","","131230023","","",""
"","0.2","0","","93","3123","","131230024","","",""
"0.95","0.95","0.95","0.95","123","3123","0","131230025","","","0.3"
"","310000","1","","32","3123","","131230026","","",""
"","0.2","0","","93","3123","","131230027","","",""
"","50","50","0.6","122","3123","","131230028","","",""
"","1.6","0","","93","3123","","131230029","","",""
"","2","","","113","3123","","131230030","","",""
"0","312400","312400","345.4","31","3124","0","131240001","","","1"
"0","8","8","345.4","31","3124","0","131240002","","","1"
"","8","0","","35","3124","","131240003","","",""
"","8","1","","32","3124","","131240004","","",""
"0","990002","990002","345.4","31","3124","1","131240005","","","1"
"345.4","2","3124","56","5","3124","0.5","131240006","empty","0","-240"
"","0","","","91","3124","","131240007","","",""
"1.05","1.05","1.05","1.05","123","3124","0","131240008","","","7.4"
"","1000001","wait","0","3","3124","0.2","131240009","","",""
"","2","1","","35","3124","","131240010","","",""
"","5.4","0","","93","3124","","131240011","","",""
"","312400","1","","32","3124","","131240012","","",""
"","0.1","0","","93","3124","","131240013","","",""
"","2","0","","32","3124","","131240014","","",""
"0.95","0.95","0.95","0.95","123","3124","0","131240015","","","0.4"
"","1000001","glad","0","3","3124","0.2","131240016","","",""
"","3124","drop","0","3","3124","0","131240017","","",""
"","0.7","0","","93","3124","","131240018","","",""
"","1000001","joy_short","0","3","3124","0.2","131240019","","",""
"","0.7","0","","93","3124","","131240020","","",""
"","3124","shock","0","3","3124","0","131240021","","",""
"","0.8","0","","93","3124","","131240022","","",""
"","1000001","shock_jump_mimic","0","3","3124","0.2","131240023","","","0"
"","2.4","0","","93","3124","","131240024","","",""
"","2","","","113","3124","","131240025","","",""
"0","320000","320000","345.4","31","3200","0","132000001","","","1"
"0","110","110","345.4","31","3200","0","132000002","","","1"
"0","111","111","345.4","31","3200","0","132000003","","","1"
"0","990001","990001","345.4","31","3200","1","132000004","","","1"
"","0","","","91","3200","","132000005","","",""
"1.05","1.05","1.05","1.05","123","3200","0","132000006","","","7.4"
"","1000001","wait","0","3","3200","0.2","132000007","","",""
"","2","1","","35","3200","","132000008","","",""
"","5.4","0","","93","3200","","132000009","","",""
"","1000001","glad","0","3","3200","0.2","132000010","","",""
"","320000","1","","32","3200","","132000011","","",""
"","1","0","","93","3200","","132000012","","",""
"0.95","0.95","0.95","0.95","123","3200","5","132000013","","","0.8"
"","110","1","","32","3200","","132000014","","",""
"","111","1","","32","3200","","132000015","","",""
"","0.1","0","","93","3200","","132000016","","",""
"","2","0","","32","3200","","132000017","","",""
"","3","0","","32","3200","","132000018","","",""
"","1.1","0","","93","3200","","132000019","","",""
"joy_round3_loop","1000001","joy_round3_in","0","3","3200","0.2","132000020","","0","1"
"","0.5","0","","93","3200","","132000021","","",""
"","998","1","","32","3200","","132000022","","",""
"","5.2","0","","93","3200","","132000023","","",""
"","1","","","113","3200","","132000024","","",""
"0","320000","320000","345.4","31","3201","0","132010001","","","1"
"0","110","110","345.4","31","3201","0","132010002","","","1"
"0","111","111","345.4","31","3201","0","132010003","","","1"
"0","990002","990002","345.4","31","3201","1","132010004","","","1"
"","0","","","91","3201","","132010005","","",""
"1.05","1.05","1.05","1.05","123","3201","0","132010006","","","7.4"
"","1000001","wait","0","3","3201","0.2","132010007","","",""
"","2","1","","35","3201","","132010008","","",""
"","5.4","0","","93","3201","","132010009","","",""
"","1000001","glad","0","3","3201","0.2","132010010","","",""
"","320000","1","","32","3201","","132010011","","",""
"","1","0","","93","3201","","132010012","","",""
"0.95","0.95","0.95","0.95","123","3201","5","132010013","","","0.8"
"","110","1","","32","3201","","132010014","","",""
"","111","1","","32","3201","","132010015","","",""
"","0.1","0","","93","3201","","132010016","","",""
"","2","0","","32","3201","","132010017","","",""
"","3","0","","32","3201","","132010018","","",""
"","1.1","0","","93","3201","","132010019","","",""
"joy_round3_loop","1000001","joy_round3_in","0","3","3201","0.2","132010020","","0","1"
"","0.5","0","","93","3201","","132010021","","",""
"","998","1","","32","3201","","132010022","","",""
"","5.2","0","","93","3201","","132010023","","",""
"","1","","","113","3201","","132010024","","",""
"0","320000","320000","345.4","31","3202","0","132020001","","","1"
"0","320001","320001","345.4","31","3202","0","132020002","","","1"
"0","110","110","345.4","31","3202","0","132020003","","","1"
"0","111","111","345.4","31","3202","0","132020004","","","1"
"0","990003","990003","345.4","31","3202","1","132020005","","","1"
"","0","","","91","3202","","132020006","","",""
"1.05","1.05","1.05","1.05","123","3202","0","132020007","","","7.4"
"","1000001","wait","0","3","3202","0.2","132020008","","",""
"","320001","1","","32","3202","","132020009","","",""
"","0.1","0","","93","3202","","132020010","","",""
"","2","0","","32","3202","","132020011","","",""
"","5.3","0","","93","3202","","132020012","","",""
"","1000001","glad","0","3","3202","0.2","132020013","","",""
"","320000","1","","32","3202","","132020014","","",""
"","1","0","","93","3202","","132020015","","",""
"0.95","0.95","0.95","0.95","123","3202","5","132020016","","","0.8"
"","110","1","","32","3202","","132020017","","",""
"","111","1","","32","3202","","132020018","","",""
"","0.1","0","","93","3202","","132020019","","",""
"","320001","0","","32","3202","","132020020","","",""
"","3","0","","32","3202","","132020021","","",""
"","1.1","0","","93","3202","","132020022","","",""
"joy_round3_loop","1000001","joy_round3_in","0","3","3202","0.2","132020023","","0","1"
"","0.5","0","","93","3202","","132020024","","",""
"","998","1","","32","3202","","132020025","","",""
"","5.2","0","","93","3202","","132020026","","",""
"","1","","","113","3202","","132020027","","",""
"0","6","6","345.4","31","3211","0","132110001","","","1"
"0","7","7","345.4","31","3211","0","132110002","","","1"
"0","8","8","345.4","31","3211","0","132110003","","","1"
"0","111","111","345.4","31","3211","0","132110004","","","1"
"0","110","110","345.4","31","3211","0","132110005","","","1"
"0","321100","321100","345.4","31","3211","0","132110006","","","1"
"0","321101","321101","345.4","31","3211","0","132110007","","","1"
"0","321102","321102","345.4","31","3211","0","132110008","","","1"
"8000","3","13","55","5","3211","1.3","132110009","appear","0","0"
"8000","2","100711","56","1","3211","0.89","132110010","03_run","1","-250"
"","0","","","91","3211","","132110011","","",""
"1","13","1","1","6","3211","0","132110012","","0","0"
"0","13","95","-250","2","3211","","132110013","","","0"
"0","100711","1100","-250","2","3211","","132110014","","","0"
"1.05","1.05","1.05","1.05","123","3211","0","132110015","","","7.4"
"","1000001","wait","0","3","3211","0.2","132110016","","",""
"","2","1","","35","3211","","132110017","","",""
"","4.9","0","","93","3211","","132110018","","",""
"0.95","0.95","0.95","0.95","123","3211","0","132110019","","","0.3"
"","se_travel","se_travel_treasure_ghost_special_success","0","23","3211","","132110020","","",""
"","8","1","","32","3211","","132110021","","",""
"","8","0","","35","3211","","132110022","","",""
"","6","1","","32","3211","","132110023","","",""
"","0.1","0","","93","3211","","132110024","","",""
"","2","0","","32","3211","","132110025","","",""
"","3","0","","32","3211","","132110026","","",""
"","1000001","dotEyes","0","3","3211","0.2","132110027","","",""
"","0.3","0","","93","3211","","132110028","","",""
"","13","appear","0","3","3211","","132110029","","",""
"1","13","1","1","6","3211","0","132110030","","0","1"
"","0.67","0","","93","3211","","132110031","","",""
"","1000001","shock_jump","0","3","3211","","132110032","","",""
"1","1000001","70","-250","2","3211","","132110033","","","0"
"","1.1","0","","93","3211","","132110034","","",""
"","1000001","escape","1","3","3211","","132110035","","",""
"1.2","1000001","-350","-250","2","3211","","132110036","","","0"
"","13","march_pudding","0","3","3211","","132110037","","",""
"","7","1","","32","3211","","132110038","","",""
"","0.1","0","","93","3211","","132110039","","",""
"","6","0","","32","3211","","132110040","","",""
"","0.3","0","","93","3211","","132110041","","",""
"","321100","1","","32","3211","","132110042","","",""
"","0.4","0","","93","3211","","132110043","","",""
"1.1","100711","630","-250","2","3211","","132110044","","","0"
"","0.9","0","","93","3211","","132110045","","",""
"0","vo_travel_round_event","vo_travel_round_event_3211","1","21","3211","","132110046","","",""
"","0.2","0","","93","3211","","132110047","","",""
"","100711","03_idle","1","3","3211","","132110048","","0",""
"","0.3","0","","93","3211","","132110049","","",""
"03_idle","100711","03_attack","0","3","3211","0.2","132110050","","0.2",""
"","321101","1","","32","3211","","132110051","","",""
"","1000001","run","1","3","3211","","132110052","","",""
"","1000001","0","","4","3211","","132110053","","",""
"2","1000001","70","-250","2","3211","","132110054","","","0"
"","0.6","0","","93","3211","","132110055","","",""
"","321102","1","","32","3211","","132110056","","",""
"","110","1","","32","3211","","132110057","","",""
"","111","1","","32","3211","","132110058","","",""
"","0.1","0","","93","3211","","132110059","","",""
"","7","0","","32","3211","","132110060","","",""
"","1.2","0","","93","3211","","132110061","","",""
"","8","0","","32","3211","","132110062","","",""
"","0.1","0","","93","3211","","132110063","","",""
"","100711","03_joy_short","0","3","3211","0.2","132110064","","",""
"joy_round3_loop","1000001","joy_round3_in","0","3","3211","0.2","132110065","","0.2","1"
"","998","1","","32","3211","","132110066","","",""
"","0.7","0","","93","3211","","132110067","","",""
"","13","pudding_loop","1","3","3211","","132110068","","",""
"","4.5","0","","93","3211","","132110069","","",""
"","1","","","113","3211","","132110070","","",""
"","1000001","idle","1","3","3212","0.2","132120001","","",""
"0","301200","13","0","31","3212","0","132120002","","","1"
"0","101","14","0","31","3212","0","132120003","","","1"
"-150","301204","16","260","31","3212","0","132120004","","","1"
"-120","301204","19","320","31","3212","0","132120005","","","1"
"0","301205","17","0","31","3212","0","132120006","","","1"
"0","6","18","345.4","31","3212","0","132120007","","","1"
"0","301201","20","345.4","31","3212","0","132120008","","","1"
"0","301202","21","345.4","31","3212","0","132120009","","","1"
"0","111","111","345.4","31","3212","0","132120010","","","1"
"","111","0","","35","3212","","132120011","","",""
"0","110","110","345.4","31","3212","0","132120012","","","1"
"9340","1","3","55","5","3212","1","132120013","round_monster_walk","0","-234"
"","0","","","91","3212","","132120014","","",""
"1","3","1","1","6","3212","0","132120015","","0","0"
"0","3","345","-234","2","3212","0","132120016","","0","0"
"1.05","1.05","1.05","1.05","123","3212","0","132120017","","0","7.4"
"","1000001","wait","0","3","3212","0.2","132120018","","",""
"","2","1","","35","3212","","132120019","","",""
"0","301203","15","0","31","3212","0","132120020","","","1"
"9340","2","1000003","57","1","3212","0.89","132120021","<weapon>_run","0","-250"
"9340","2","1000004","58","1","3212","0.89","132120022","<weapon>_run","0","-290"
"","4.3","0","","93","3212","","132120023","","",""
"0.95","0.95","0.95","0.95","123","3212","0","132120024","","","0.4"
"","21","1","","32","3212","","132120025","","",""
"","21","0","","35","3212","","132120026","","",""
"","se_travel","se_travel_treasure_success_monster_helper_2","","23","3212","","132120027","","",""
"","18","1","","32","3212","","132120028","","",""
"","0.1","0","","93","3212","","132120029","","",""
"","2","0","","32","3212","","132120030","","",""
"1","3","1","1","6","3212","0.3","132120031","","0","1"
"","13","1","","32","3212","","132120032","","",""
"","3","round_monster_appear","0","3","3212","","132120033","","",""
"","1000001","back","0","3","3212","","132120034","","",""
"","0.67","0","","93","3212","","132120035","","",""
"","3","round_monster_walk","0","3","3212","0.1","132120036","","",""
"1.4","3","220","-234","2","3212","","132120037","","","0"
"","20","1","","32","3212","","132120038","","",""
"","0.1","0","","93","3212","","132120039","","",""
"","18","0","","32","3212","","132120040","","",""
"","0.5","0","","93","3212","","132120041","","",""
"","1000003","1","","4","3212","","132120042","","",""
"0","1000003","1545","-240","2","3212","","132120043","","","0"
"","1000004","1","","4","3212","","132120044","","",""
"0","1000004","1635","-280","2","3212","","132120045","","","0"
"","0.5","0","","93","3212","","132120046","","",""
"","3","round_monster_attack","0","3","3212","0.3","132120047","","",""
"","0.5","0","","93","3212","","132120048","","",""
"","17","1","","32","3212","","132120049","","",""
"","1000001","back_loop","0","3","3212","0.1","132120050","","",""
"","0.5","0","","93","3212","","132120051","","",""
"0","1000003","920","-240","2","3212","","132120052","","","0"
"0.16","1000003","620","-240","2","3212","","132120053","","","0"
"","1000003","<weapon>_run","0","3","3212","0.2","132120054","","",""
"","0.16","0","","93","3212","","132120055","","",""
"","1000003","<weapon>_attack_skipQuest","0","3","3212","0.2","132120056","","",""
"","0.1","0","","93","3212","","132120057","","",""
"0","3","280","-234","2","3212","","132120058","","","0"
"","3","1","","4","3212","","132120059","","",""
"","3","round_monster_die","0","3","3212","0","132120060","","",""
"","16","1","","32","3212","","132120061","","",""
"","0.15","0","","93","3212","","132120062","","",""
"0","1000004","910","-280","2","3212","","132120063","","","0"
"0.16","1000004","710","-280","2","3212","","132120064","","","0"
"","1000004","<weapon>_run","0","3","3212","0.2","132120065","","",""
"","0.16","0","","93","3212","","132120066","","",""
"","1000004","<weapon>_attack_skipQuest","0","3","3212","0.2","132120067","","",""
"","0.1","0","","93","3212","","132120068","","",""
"","0.1","0","","93","3212","","132120069","","",""
"","3","round_monster_die","0","3","3212","0","132120070","","",""
"","19","1","","32","3212","","132120071","","",""
"","0.4","0","","93","3212","","132120072","","",""
"0","1000001","20","-240","2","3212","","132120073","","","0"
"","1000001","back_origin","0","3","3212","0","132120074","","",""
"","1000001","surprise","0","3","3212","0.2","132120075","","",""
"","1000003","<weapon>_idle","1","3","3212","0.2","132120076","","",""
"","0.2","0","","93","3212","","132120077","","",""
"","110","1","","32","3212","","132120078","","",""
"","111","1","","32","3212","","132120079","","",""
"","0.2","0","","93","3212","","132120080","","",""
"","1000004","<weapon>_idle","1","3","3212","0.2","132120081","","",""
"","0.46","0","","93","3212","","132120082","","",""
"1","3","1","1","6","3212","0.6","132120083","","","0"
"","18","1","","32","3212","","132120084","","",""
"","0.02","0","","93","3212","","132120085","","",""
"","20","0","","32","3212","","132120086","","",""
"","21","0","","32","3212","","132120087","","",""
"joy_round3_loop","1000001","joy_round3_in","0","3","3212","0.2","132120088","","","1"
"","0.1","0","","93","3212","","132120089","","",""
"","1000003","<weapon>_joy_short","0","3","3212","0","132120090","","",""
"","0.1","0","","93","3212","","132120091","","",""
"","1000004","<weapon>_joy_short","0","3","3212","0","132120092","","",""
"","0.9","0","","93","3212","","132120093","","",""
"","998","1","","32","3212","","132120094","","",""
"","3.8","0","","93","3212","","132120095","","",""
"","1","0","","113","3212","","132120096","","",""
"0","321300","321300","345.4","31","3213","0","132130001","","","1"
"0","111","111","345.4","31","3213","0","132130002","","","1"
"","111","0","","35","3213","","132130003","","",""
"0","110","110","345.4","31","3213","0","132130004","","","1"
"","0","","","91","3213","","132130005","","",""
"","1000001","wait_gradeUp","0","3","3213","0.2","132130006","","",""
"","321300","1","","32","3213","","132130007","","",""
"","0.1","0","","93","3213","","132130008","","",""
"","2","0","","32","3213","","132130009","","",""
"","0.8","0","","93","3213","","132130010","","",""
"1.05","1.05","1.05","1.05","123","3213","0","132130011","","","0"
"","5","5","0.5","122","3213","","132130012","","",""
"","1.1","0","","93","3213","","132130013","","",""
"1.05","1.05","1.05","1.05","123","3213","0","132130014","","","0"
"","10","10","0.5","122","3213","","132130015","","",""
"","0.8","0","","93","3213","","132130016","","",""
"","1000001","glad_dot_light","0","3","3213","0.2","132130017","","",""
"","0.1","0","","93","3213","","132130018","","",""
"0.907","0.907","0.907","0.907","123","3213","5","132130019","","","0.4"
"","1.5","0","","93","3213","","132130020","","",""
"","20","20","0.7","122","3213","","132130021","","",""
"","1.4","0","","93","3213","","132130022","","",""
"","110","1","","32","3213","","132130023","","",""
"","111","1","","32","3213","","132130024","","",""
"","1.2","0","","93","3213","","132130025","","",""
"joy_round3_loop","1000001","joy_round3_in","0","3","3213","0.2","132130026","","0","1"
"","0.3","0","","93","3213","","132130027","","",""
"","998","1","","32","3213","","132130028","","",""
"","3.8","0","","93","3213","","132130029","","",""
"","1","","","113","3213","","132130030","","",""
"0","321400","321400","345.4","31","3214","0","132140001","","","1"
"1088","2","103111","57","1","3214","0.89","132140002","05_idle","1","-240"
"0","110","110","345.4","31","3214","0","132140003","","","1"
"0","111","111","345.4","31","3214","0","132140004","","","1"
"","0","","","91","3214","","132140005","","",""
"1.05","1.05","1.05","1.05","123","3214","0","132140006","","","7.4"
"","1000001","wait","0","3","3214","0.2","132140007","","",""
"","321400","1","","32","3214","","132140008","","",""
"","0.1","0","","93","3214","","132140009","","",""
"","2","0","","32","3214","","132140010","","",""
"","3.4","0","","93","3214","","132140011","","",""
"0.95","0.95","0.95","0.95","123","3214","5","132140012","","","3.2"
"","1000001","shock_jump_aura","0","3","3214","0.2","132140013","","",""
"","0.1","0","","93","3214","","132140014","","",""
"0.6","1000001","70","-240","2","3214","","132140015","","","2"
"","0.5","0","","93","3214","","132140016","","",""
"","103111","05_run_gamestart","1","3","3214","0","132140017","","",""
"0.5","103111","586","-240","2","3214","","132140018","","","0"
"","0.5","0","","93","3214","","132140019","","",""
"","103111","05_idle","1","3","3214","0.2","132140020","","",""
"","0.5","0","","93","3214","","132140021","","",""
"05_idle","103111","shinobu_exorcise","0","3","3214","0.2","132140022","","0","1"
"0","vo_travel_round_event","vo_travel_round_event_3214","0","21","3214","","132140023","","",""
"","1","0","","93","3214","","132140024","","",""
"","110","1","","32","3214","","132140025","","",""
"","111","1","","32","3214","","132140026","","",""
"","0.1","0","","93","3214","","132140027","","",""
"","3","0","","32","3214","","132140028","","",""
"","1.1","0","","93","3214","","132140029","","",""
"joy_round3_loop","1000001","joy_round3_in","0","3","3214","0.2","132140030","","0","1"
"","103111","05_joy_short","0","3","3214","0.2","132140031","","",""
"","0.5","0","","93","3214","","132140032","","",""
"","998","1","","32","3214","","132140033","","",""
"","3.8","0","","93","3214","","132140034","","",""
"","1","","","113","3214","","132140035","","",""
"0","321500","321500","345.4","31","3215","1","132150001","","","1"
"0","321501","321501","345.4","31","3215","1","132150002","","","1"
"0","120","120","345.4","31","3215","0","132150003","","","1"
"0","121","121","345.4","31","3215","0","132150004","","","1"
"0","990001","990001","345.4","31","3215","1","132150005","","","1"
"","0","","","91","3215","","132150006","","",""
"1.05","1.05","1.05","1.05","123","3215","0","132150007","","","7.4"
"","1000001","wait_wakuwaku","0","3","3215","0.2","132150008","","",""
"","2","1","","35","3215","","132150009","","",""
"","5.2","0","","93","3215","","132150010","","",""
"0.95","0.95","0.95","0.95","123","3215","5","132150011","","","0.8"
"","120","1","","32","3215","","132150012","","",""
"","121","1","","32","3215","","132150013","","",""
"","0.1","0","","93","3215","","132150014","","",""
"","321501","0","","32","3215","","132150015","","",""
"","2","0","","32","3215","","132150016","","",""
"","3","0","","32","3215","","132150017","","",""
"","998","1","","32","3215","","132150018","","",""
"","0.4","0","","93","3215","","132150019","","",""
"","1000001","dance","1","3","3215","0.2","132150020","","",""
"","4.8","0","","93","3215","","132150021","","",""
"","1","","","113","3215","","132150022","","",""
"0","6","6","345.4","31","3216","0","132160001","","","1"
"0","8","8","345.4","31","3216","0","132160002","","","1"
"0","110","110","345.4","31","3216","0","132160003","","","1"
"0","111","111","345.4","31","3216","0","132160004","","","1"
"-80","301600","301600","345.4","31","3216","0","132160005","","","1"
"0","990002","990002","345.4","31","3216","1","132160006","","","1"
"","0","","","91","3216","","132160007","","",""
"1.05","1.05","1.05","1.05","123","3216","0","132160008","","","7.4"
"","1000001","wait","0","3","3216","0.2","132160009","","",""
"","2","1","","35","3216","","132160010","","",""
"","5.4","0","","93","3216","","132160011","","",""
"0.95","0.95","0.95","0.95","123","3216","0","132160012","","","0.4"
"","8","1","","32","3216","","132160013","","",""
"","8","0","","35","3216","","132160014","","",""
"","301600","1","","32","3216","","132160015","","",""
"","6","1","","32","3216","","132160016","","",""
"","111","1","","32","3216","","132160017","","",""
"","111","0","","35","3216","","132160018","","",""
"","0.1","0","","93","3216","","132160019","","",""
"","2","0","","32","3216","","132160020","","",""
"","3","0","","32","3216","","132160021","","",""
"","1000001","glad","0","3","3216","0.1","132160022","","",""
"","0.1","0","","93","3216","","132160023","","",""
"","8","1","","35","3216","","132160024","","",""
"","110","1","","32","3216","","132160025","","",""
"","se_travel","se_travel_treasure_special_success_butterfly","0","23","3216","","132160026","","",""
"","1.5","0","","93","3216","","132160027","","",""
"","998","1","","32","3216","","132160028","","",""
"joy_round3_loop","1000001","joy_round3_in","0","3","3216","0.2","132160029","","","1"
"","5.2","0","","93","3216","","132160030","","",""
"","1","","","113","3216","","132160031","","",""
"0","310000","310000","345.4","31","3217","0","132170001","","","1"
"0","310001","310001","0","31","3217","0","132170002","","","1"
"0","301700","301700","345.4","31","3217","0","132170003","","","1"
"-115","301701","301701","740","31","3217","0","132170004","","","1"
"0","301702","301702","345.4","31","3217","0","132170005","","","1"
"0","120","120","345.4","31","3217","0","132170006","","","1"
"0","321700","321700","345.4","31","3217","0","132170007","","","1"
"610","5","15","100","5","3217","0.44","132170008","empty","0","-235"
"610","5","16","55","5","3217","0.44","132170009","empty","0","-235"
"","0","","","91","3217","","132170010","","",""
"1.05","1.05","1.05","1.05","123","3217","0","132170011","","","7.4"
"","1000001","wait","0","3","3217","0.2","132170012","","",""
"","2","1","","35","3217","","132170013","","",""
"","5.4","0","","93","3217","","132170014","","",""
"0.95","0.95","0.95","0.95","123","3217","0","132170015","","","0.3"
"","310000","1","","32","3217","","132170016","","",""
"","310001","1","","32","3217","","132170017","","",""
"","0.2","0","","93","3217","","132170018","","",""
"","50","50","0.6","122","3217","","132170019","","",""
"","1000001","shock","0","3","3217","0.2","132170020","","",""
"","1.6","0","","93","3217","","132170021","","",""
"","301700","1","","32","3217","","132170022","","",""
"","1.2","0","","93","3217","","132170023","","",""
"","se_travel","se_travel_treasure_croce_ui","0","23","3217","","132170024","","",""
"","15","punch","0","3","3217","","132170025","","",""
"","16","punch_B","0","3","3217","","132170026","","",""
"","0.2","0","","93","3217","","132170027","","",""
"1.05","1.05","1.05","1.05","123","3217","11","132170028","","","0.1"
"","0.1","0","","93","3217","","132170029","","",""
"0.95","0.95","0.95","0.95","123","3217","0","132170030","","","0.3"
"","1","0","","93","3217","","132170031","","",""
"","se_travel","se_travel_treasure_croce_door","0","23","3217","","132170032","","",""
