9a930f9f80f5daa6b5792d3bec88ea50c8e18f60d40118d5e93063365e78d04c,9581faaa806035cbd17ae97f28409c9d9c4e482b5e480a70c98e85f6d9e60fed,57bff0e24c2dea1501bfdcfd7a931aa1136ca7fc7f921829b929062d7dd9702b,c150b5d8406a78941416948d8dca4c720449f671708cdfe8c7451236a3342fed,cbf865bf1c8e35b8df563a9064845024b2140bbf82b7e49b289bfebc41930a63,41b2ab825c03c4164bce2ee752a83758b6efb3d66e14ada261c71227f4a8c015,32aad44666d525502f8108b70164538975a0a8ed6cb0fd8594ab77a0e1b62ab5,74932d52166b35b06f43a9ec51306e5098f263a800ba0bab3e77ecb9203ea18d,fd612961311375c1cedd15cbb72054782152d7ca4b94f12f3cf5da60ed1829cf,f709bb82664a07f446acff537cde7d169dacb2afd234e4fc1f8715ceafe76d5c,ce2443d8c33352fee550fdd8574e151f412ee9eba84952b8d80c57a069117ba9
"3","nyx_203_yukari_03","103431","","203","1","","","12030036","0.5",""
"11","それ～もっと飲め～\nうふふ～麦しゅわに\n不可能はないわ～♪","103431","","203","10","","","12030037","",""
"91","","0","","203","","","","12030038","",""
"93","","0.1","","203","","","","12030039","",""
"3","nyx_203_yukari_06","3","","203","0","1","","12030040","0.2","nyx_203_yukari_05"
"3","nyx_203_yukari_06","103431","","203","0","1","","12030041","0.2","nyx_203_yukari_05"
"93","","0.5","","203","","","","12030042","",""
"3","nyx_lookup","103231","0.2","203","0","1","","12030043","0.2","nyx_cmn_05"
"93","","2","","203","","","","12030044","",""
"12","1","103231","","203","1","","","12030045","",""
"4","1","3","","203","","","","12030046","",""
"4","1","103431","","203","","","","12030047","",""
"3","nyx_203_yukari_04","3","","203","0","","","12030048","0.2",""
"3","nyx_203_yukari_04","103431","","203","0","","","12030049","0.2",""
"2","-245","3","","203","-10","0","","12030050","","0.67"
"2","-245","103431","","203","-10","0","","12030051","","0.67"
"93","","0.67","","203","","","","12030052","",""
"93","","0.83","","203","","","","12030053","",""
"2","-265","3","","203","-10","0","","12030054","","0.5"
"2","-265","103431","","203","-10","0","","12030055","","0.5"
"93","","0.5","","203","","","","12030056","",""
"2","-328","3","","203","-10","0","","12030057","","0.67"
"2","-328","103431","","203","-10","0","","12030058","","0.67"
"3","nyx_cmn_04","103231","","203","1","","","12030059","0.2",""
"3","nyx_lookup","104831","0.2","203","0","1","","12030060","0.2","nyx_idle_sad"
"93","","0.67","","203","","","","12030061","",""
"2","-330","3","","203","-10","0","","12030062","","0.67"
"2","-330","103431","","203","-10","0","","12030063","","0.67"
"93","","0.67","","203","","","","12030064","",""
"3","nyx_203_yukari_05","3","","203","0","1","","12030065","0.2","nyx_203_yukari_06"
"3","nyx_203_yukari_05","103431","","203","0","1","","12030066","0.2","nyx_203_yukari_06"
"93","","0.66","","203","","","","12030067","",""
"12","12","104831","","203","1","","","12030068","",""
"93","","2","","203","","","","12030069","",""
"12","9","103431","","203","1","","","12030070","",""
"3","nyx_lookup","104631","0.2","203","0","1","","12030071","0.2","nyx_talk_sad"
"4","0","3","","203","","","","12030072","",""
"4","0","103431","","203","","","","12030073","",""
"3","nyx_203_yukari_04","3","","203","0","","","12030074","0.2",""
"3","nyx_203_yukari_04","103431","","203","0","","","12030075","0.2",""
"2","-285","3","","203","-10","0","","12030076","","0.67"
"2","-285","103431","","203","-10","0","","12030077","","0.67"
"93","","0.67","","203","","","","12030078","",""
"93","","0.83","","203","","","","12030079","",""
"2","-265","3","","203","-10","0","","12030080","","0.5"
"2","-265","103431","","203","-10","0","","12030081","","0.5"
"93","","0.5","","203","","","","12030082","",""
"2","-202","3","","203","-10","0","","12030083","","0.67"
"2","-202","103431","","203","-10","0","","12030084","","0.67"
"12","5","104631","","203","1","","","12030085","",""
"93","","0.67","","203","","","","12030086","",""
"2","-200","3","","203","-10","0","","12030087","","0.67"
"2","-200","103431","","203","-10","0","","12030088","","0.67"
"93","","0.67","","203","","","","12030089","",""
"3","nyx_203_yukari_05","3","","203","1","","","12030090","0.2",""
"3","nyx_203_yukari_05","103431","","203","1","","","12030091","0.2",""
"93","","0.66","","203","","","","12030092","",""
"3","nyx_idle_sad","104631","","203","1","","","12030093","0.2",""
"12","6","103431","","203","1","","","12030094","",""
"4","0","3","","203","","","","12030095","",""
"4","0","103431","","203","","","","12030096","",""
"93","","1","","203","","","","12030097","",""
"101","","12030039","","203","","","","12030098","",""
"1","104831","1","1","204","110","28.5","nyx_204_mifuyu_01","12040001","1.2","121.8"
"5","2","2","1","204","120","28.5","nyx_204_mifuyu_01","12040002","1.2","121.8"
"1","103431","1","0","204","110","-286.1","nyx_idle_normal","12040003","1.2","-278"
"1","104631","1","1","204","140","-286.1","nyx_idle_normal","12040004","1.2","283.5"
"1","103231","1","0","204","110","-286.1","nyx_idle_normal","12040005","1.2","-413"
"31","1","2","","204","0","1","","12040006","1","0"
"5","3","3","0","204","130","-278","nyx_yagura_up_harf","12040007","1.2","109"
"31","2","14","","204","-111","1","","12040008","1","34"
"25","bgm_M347","bgm_M347","","204","","","","12040009","",""
"93","","2","","204","","","","12040010","",""
"3","nyx_204_mifuyu_01","104831","","204","1","","","12040011","0.2",""
"3","nyx_204_mifuyu_01","2","","204","1","","","12040012","0.2",""
"11","とうとう完成…\nしてしまったわね…","104831","","204","10","","","12040013","0",""
"93","","0.2","","204","","","","12040014","",""
"3","nyx_lookup","104631","0.2","204","0","1","","12040015","0.2","nyx_204_akino_01_loop"
"93","","0.5","","204","","","","12040016","",""
"3","nyx_204_mifuyu_02","104831","","204","1","","","12040017","0.2",""
"3","nyx_204_mifuyu_02","2","","204","1","","","12040018","0.2",""
"91","","12040013","","204","","","","12040019","",""
"11","設計段階より\n明らかに機能が\n増やされてるわ…","104831","","204","10","","","12040020","0",""
"93","","1.5","","204","","","","12040021","",""
"3","nyx_lookup","103431","0.2","204","0","1","","12040022","0.2","nyx_lookup_loop"
"91","","12040020","","204","","","","12040023","",""
"93","","0.2","","204","","","","12040024","",""
"3","nyx_204_akino_01","103231","","204","0","","","12040025","0.2",""
"11","驚いたでしょう！\nこれこそが私たちの\nアイデアの結晶！","103231","","204","10","","","12040026","",""
"93","","1","","204","","","","12040027","",""
"3","nyx_204_akino_02","103231","","204","1","","","12040028","0.2",""
"91","","12040026","","204","","","","12040029","",""
"93","","0.5","","204","","","","12040030","",""
"11","ええ、驚いたわ…\nまさかこんなにも\n好き勝手やるなんて","104831","","204","10","","","12040031","0",""
"93","","0.2","","204","","","","12040032","",""
"3","nyx_204_mifuyu_03","104831","0.2","204","1","","","12040033","0.2",""
"3","nyx_204_mifuyu_03","2","0.2","204","1","","","12040034","0.2",""
"93","","3","","204","","","","12040035","",""
"91","","12040031","","204","","","","12040036","",""
"3","nyx_talk_sad","104631","","204","1","","","12040037","",""
"11","ど、どうして\n震えてるにゃ？\nミフユ…","104631","","204","10","","","12040038","",""
"91","","0","","204","","","","12040039","",""
"3","nyx_204_mifuyu_04","104831","0.3","204","0","1","","12040040","0.3","nyx_204_mifuyu_05"
"3","nyx_204_mifuyu_04","2","0.3","204","0","1","","12040041","0.3","nyx_204_mifuyu_05"
"11","当たり前です！\nなんですかこの\n無駄だらけな機能！","104831","","204","10","","","12040042","0",""
"93","","0.6","","204","","","","12040043","",""
"3","cmn_shock_def_N","104631","0.2","204","0","1","","12040044","0.3","nyx_idle_surprise2"
"3","cmn_shock_def_N","103431","0.2","204","0","1","","12040045","0.3","nyx_idle_sad"
"3","cmn_shock_def_N","103231","0.2","204","0","1","","12040046","0.3","nyx_idle_surprise1"
"93","","1.5","","204","","","","12040047","",""
"91","","12040042","","204","","","","12040048","",""
"11","どこを見ても\n無駄ばかり…\n非効率すぎる…！","104831","","204","10","","","12040049","0",""
"91","","0","","204","","","","12040050","",""
"3","nyx_talk_sad","103431","0.3","204","1","","","12040051","0.3",""
"11","お、落ち着いて\nミフユさん…\n仕方がなかったの…","103431","","204","10","","","12040052","",""
"91","","0","","204","","","","12040053","",""
"11","こんなの\n落ち着けるわけ\nないでしょーっ！","104831","","204","10","","","12040054","0",""
"93","","2.7","","204","","","","12040055","",""
"3","nyx_cmn_03","103431","0.3","204","1","","","12040056","0.3",""
"3","nyx_204_mifuyu_07","104831","0.3","204","0","1","","12040057","0.3","nyx_204_mifuyu_06"
"3","nyx_204_mifuyu_07","2","0.3","204","0","1","","12040058","0.3","nyx_204_mifuyu_06"
"91","","12040052","","204","","","","12040059","",""
"93","","0.5","","204","","","","12040060","",""
"4","0","103431","","204","1","","","12040061","",""
"93","","0.5","","204","","","","12040062","",""
"12","2","103431","","204","1","","","12040063","",""
"93","","1.5","","204","","","","12040064","",""
"12","17","104631","","204","1","","","12040065","",""
"3","nyx_talk_sad","104631","0.3","204","1","","","12040066","0.3",""
"93","","1.5","","204","","","","12040067","",""
"4","1","103431","","204","1","","","12040068","",""
"3","nyx_idle_sad","104631","0.3","204","1","","","12040069","0.3",""
"93","","0.2","","204","","","","12040070","",""
"12","7","103231","","204","1","","","12040071","",""
"3","nyx_talk_joy1","103231","0.2","204","0","1","","12040072","0.3","cmn_pose02_def_N"
"93","","0.1","","204","","","","12040073","",""
"3","nyx_talk_sad","103431","0.3","204","1","","","12040074","0.3",""
"93","","2","","204","","","","12040075","",""
"12","15","104831","","204","1","","","12040076","",""
"93","","2","","204","","","","12040077","",""
"101","1","12040061","","204","","","","12040078","",""
"1","111031","1","0","301","110","-277","nyx_301_yuni_01","13010001","1.2","-135"
"31","1","3","","301","0","1","","13010002","1","0"
"31","2","17","","301","40","1","","13010003","1","-195"
"31","3","18","","301","40","1","","13010004","0","-195"
"31","4","19","","301","40","1","","13010005","0","-195"
"25","bgm_M347","bgm_M347","","301","","","","13010006","",""
"93","","2","","301","","","","13010007","",""
"11","なかよしX…\nあれは実に\n浪漫の結晶だった…","111031","","301","10","","","13010008","",""
"91","1","0","","301","","","","13010009","",""
"11","あのイノベーション\nから得た刺激は形に\n遺しておくべきだ…","111031","","301","10","","","13010010","",""
"91","1","0","","301","","","","13010011","",""
"93","","0.6","","301","","","","13010012","",""
"3","nyx_103_yuni_02","111031","","301","1","","","13010013","0.2",""
"11","というわけで\nなかよしXの残骸を\n集めてみたわけだが","111031","","301","10","","","13010014","",""
"91","1","0","","301","","","","13010015","",""
"3","cmn_pose02_def_N","111031","0.2","301","0","","","13010016","0.2","nyx_idle_normal"
"11","これらをリペアして\n単に組み直したとて\n模造品でしかない","111031","","301","10","","","13010017","",""
"91","1","0","","301","","","","13010018","",""
"3","nyx_103_yuni_03","111031","","301","0","1","","13010019","0.2","nyx_103_yuni_04"
"11","独自の改修を施すぞ\n機体の縮小化そして\n各種機能を改良だ","111031","","301","10","","","13010020","",""
"91","1","0","","301","","","","13010021","",""
"3","cmn_pose02_def_N","111031","","301","1","","","13010022","0.2",""
"11","ふむ、すなわち\nたい焼きに麦しゅわ\nだが…","111031","","301","10","","","13010023","",""
"91","","0","","301","","","","13010024","",""
"93","","0.5","","301","","","","13010025","",""
"3","nyx_301_yuni_03","111031","","301","1","","","13010026","0.2",""
"11","いや、そもそもなぜ\nたい焼き麦しゅわが\n組み込まれていたか","111031","","301","10","","","13010027","",""
"91","1","0","","301","","","","13010028","",""
"11","…理解に苦しむな\nまずそこから考える\n必要がありそうだ","111031","","301","10","","","13010029","",""
"91","1","0","","301","","","","13010030","",""
"3","nyx_301_yuni_01","111031","","301","1","","","13010031","0.2",""
"11","なんたる難題だろう\nぼくの知的探求心が\n疼いてきたと言える","111031","","301","10","","","13010032","",""
"91","","0","","301","","","","13010033","",""
"93","","2","","301","","","","13010034","",""
"4","1","111031","","301","","","","13010035","",""
"3","cmn_walk_def_N","111031","","301","1","","","13010036","0.2",""
"2","-230","111031","","301","-277","","","13010037","","1.5"
"93","","1.5","","301","","","","13010038","",""
"3","nyx_301_yuni_02","111031","0.2","301","0","1","","13010039","0.2","nyx_idle_normal"
"93","","3","","301","","","","13010040","",""
"4","0","111031","","301","","","","13010041","",""
"3","cmn_walk_def_N","111031","","301","1","","","13010042","0.2",""
"2","-95","111031","","301","-277","","","13010043","","1.5"
"93","","1.5","","301","","","","13010044","",""
"12","12","111031","","301","1","","","13010045","",""
"3","nyx_301_yuni_02","111031","0.2","301","0","1","","13010046","0.2","nyx_idle_normal"
"93","","0.4","","301","","","","13010047","",""
"32","1","3","","301","","","","13010048","",""
"93","","2.6","","301","","","","13010049","",""
"4","1","111031","","301","","","","13010050","",""
"3","cmn_walk_def_N","111031","","301","1","","","13010051","0.2",""
"2","-230","111031","","301","-277","","","13010052","","1.5"
"93","","1.5","","301","","","","13010053","",""
"12","13","111031","","301","1","","","13010054","",""
"3","nyx_301_yuni_02","111031","0.2","301","0","1","","13010055","0.2","nyx_idle_normal"
"93","","3","","301","","","","13010056","",""
"4","0","111031","","301","","","","13010057","",""
"3","cmn_walk_def_N","111031","","301","1","","","13010058","0.2",""
"2","-95","111031","","301","-277","","","13010059","","1.5"
"93","","1.5","","301","","","","13010060","",""
"3","nyx_301_yuni_02","111031","0.2","301","0","1","","13010061","0.2","nyx_idle_normal"
"93","","0.4","","301","","","","13010062","",""
"32","1","4","","301","","","","13010063","",""
"93","","2.6","","301","","","","13010064","",""
"4","1","111031","","301","","","","13010065","",""
"3","cmn_walk_def_N","111031","","301","1","","","13010066","0.2",""
"2","-230","111031","","301","-277","","","13010067","","1.5"
"93","","1.5","","301","","","","13010068","",""
"3","nyx_301_yuni_02","111031","0.2","301","0","1","","13010069","0.2","nyx_idle_normal"
"93","","3","","301","","","","13010070","",""
"4","0","111031","","301","","","","13010071","",""
"3","cmn_walk_def_N","111031","","301","1","","","13010072","0.2",""
"2","165","111031","","301","-277","","","13010073","","4"
"93","","4","","301","","","","13010074","",""
"12","12","111031","","301","1","","","13010075","",""
"3","nyx_301_yuni_02","111031","0.2","301","0","1","","13010076","0.2","nyx_idle_normal"
"93","","3","","301","","","","13010077","",""
"4","1","111031","","301","","","","13010078","",""
"3","cmn_walk_def_N","111031","","301","1","","","13010079","0.2",""
"2","-230","111031","","301","-277","","","13010080","","4"
"93","","4","","301","","","","13010081","",""
"12","17","111031","","301","1","","","13010082","",""
"3","cmn_pose02_def_N","111031","0.2","301","0","1","","13010083","0.2","nyx_idle_normal"
"93","","4","","301","","","","13010084","",""
"4","0","111031","","301","","","","13010085","",""
"3","cmn_walk_def_N","111031","","301","1","","","13010086","0.2",""
"2","165","111031","","301","-277","","","13010087","","4"
"93","","4","","301","","","","13010088","",""
"3","nyx_301_yuni_02","111031","0.2","301","0","0","","13010089","0.2","nyx_303_yuni_01"
"93","","2.4","","301","","","","13010090","",""
"12","7","111031","","301","1","","","13010091","",""
"93","","1.6","","301","","","","13010092","",""
"4","1","111031","","301","","","","13010093","",""
"3","cmn_walk_def_N","111031","","301","1","","","13010094","0.2",""
"2","-230","111031","","301","-277","","","13010095","","4"
"93","","4","","301","","","","13010096","",""
"12","2","111031","","301","1","","","13010097","",""
"3","nyx_301_yuni_02","111031","0.2","301","0","1","","13010098","0.2","cmn_pose02_def_N"
"93","","4","","301","","","","13010099","",""
"101","","13010071","","301","","","","13010100","",""
"1","111031","1","1","302","110","-277","nyx_idle_normal","13020001","1.2","4000"
"5","2","2","1","302","120","-277","NoItem","13020002","1.2","-200"
"31","1","3","","302","0","1","","13020003","1","0"
"31","3","20","","302","-110","1","","13020004","0","-240"
"31","4","21","","302","40","1.2","","13020005","1","-195"
"25","bgm_M347","bgm_M347","","302","","","","13020006","",""
"93","","2","","302","","","","13020007","",""
"3","nyx_302_yuni_01","111031","0.2","302","0","1","","13020008","","nyx_idle_normal"
"2","-200","111031","","302","-277","","","13020009","","0"
"2","-200","2","","302","-279","","","13020010","","0"
"11","…ぷはーっ！","111031","","302","10","","","13020011","",""
"93","","0","","302","","","","13020012","",""
"32","1","3","","302","","","","13020013","",""
"91","","13020011","","302","","","","13020014","",""
"11","いかんいかん\n資材の山に埋もれて\nしまうところだった","111031","","302","10","","","13020015","",""
"91","","0","","302","","","","13020016","",""
"3","nyx_302_yuni_02","2","","302","0","1","","13020017","0.2","NoItem"
"3","nyx_302_yuni_02","111031","0.2","302","0","1","","13020018","0.2","nyx_idle_normal"
"11","だが怪我の功名、\n探していた部品を\n偶然にも発見できた","111031","","302","10","","","13020019","",""
"93","","5","","302","","","","13020020","",""
"4","0","111031","","302","","","","13020021","",""
"3","nyx_cmn_03","111031","","302","1","","","13020022","0.2",""
"11","ふむ…これは僥倖\nかくなる上は再び\n潜航してみるか…","111031","","302","10","","","13020023","",""
"91","","0","","302","","","","13020024","",""
"3","nyx_301_yuni_01","111031","","302","1","","","13020025","0.2",""
"11","存外意義あるものだ\n資材ダイビングとか\nいう新種の探索行は","111031","","302","10","","","13020026","",""
"91","1","0","","302","","","","13020027","",""
"11","まあ万一溺れたとて\n後輩たちの誰ぞが\nきっと気付くだろう","111031","","302","10","","","13020028","",""
"91","1","0","","302","","","","13020029","",""
"3","nyx_302_yuni_03","111031","","302","0","1","","13020030","0.2","nyx_302_yuni_04"
"11","是非もなし\nいざ往かん！","111031","","302","10","","","13020031","",""
"91","1","0","","302","","","","13020032","",""
"93","","1.5","","302","","","","13020033","",""
"11","む。奥に入りすぎた\nこれは…出られぬ！\n誰かー！　誰か―！","111031","","302","10","","","13020034","",""
"91","","0","","302","","","","13020035","",""
"93","","6","","302","","","","13020036","",""
"12","2","111031","","302","1","","","13020037","",""
"93","","4","","302","","","","13020038","",""
"12","4","111031","","302","1","","","13020039","",""
"93","","4","","302","","","","13020040","",""
"101","","13020036","","302","","","","13020041","",""
"1","111031","1","1","303","110","-221.5","nyx_303_yuni_07","13030001","1.2","49"
"31","1","4","","303","0","1","","13030002","1","0"
"25","bgm_M347","bgm_M347","","303","","","","13030003","",""
"93","","2","","303","","","","13030004","",""
"11","ふむ、紆余曲折は\nあったが無事完成…\nといったところか","111031","","303","10","","","13030005","",""
"91","","0","","303","","","","13030006","",""
"3","nyx_303_yuni_01_noshadow","111031","","303","1","","","13030007","0.2",""
"11","ふふふ…我ながら\n納得の出来栄え…","111031","","303","10","","","13030008","",""
"91","","0","","303","","","","13030009","",""
"11","外観の完成度も\nさることながら\n特筆すべきは機能だ","111031","","303","10","","","13030010","",""
"91","","0","","303","","","","13030011","",""
"3","nyx_303_yuni_03","111031","","303","1","","","13030012","0.2",""
"11","試しに動作試験を\nしてみるとしよう","111031","","303","10","","","13030013","",""
"91","","0","","303","","","","13030014","",""
"3","nyx_303_yuni_02","111031","0.2","303","0","1","","13030015","0.2","nyx_303_yuni_04"
"93","","3","","303","","","","13030016","",""
"3","nyx_303_yuni_07","111031","","303","1","","","13030017","0.2",""
"11","ふむ…\n表情映写の動作に\n問題はないようだ","111031","","303","10","","","13030018","",""
"91","","0","","303","","","","13030019","",""
"3","nyx_303_yuni_09","111031","0.2","303","0","1","","13030020","0.2","nyx_303_yuni_04"
"11","次はいずれの機能を\n試してみるか…","111031","","303","10","","","13030021","",""
"91","","0","","303","","","","13030022","",""
"93","","0.5","","303","","","","13030023","",""
"11","とりあえず適当な\nスイッチを…おっと\nこのボタンはいかん","111031","","303","10","","","13030024","",""
"93","","1.5","","303","","","","13030025","",""
"3","nyx_303_yuni_02","111031","","303","0","","","13030026","0.2",""
"93","","1","","303","","","","13030027","",""
"3","nyx_303_yuni_06","111031","","303","0","1","","13030028","0.2","nyx_303_yuni_05"
"93","","2","","303","","","","13030029","",""
"11","…危ない危ない\n自爆装置を起動して\nしまうところだった","111031","","303","10","","","13030030","",""
"93","","0.1","","303","","","","13030031","",""
"3","nyx_303_yuni_08","111031","","303","1","","","13030032","0.2",""
"91","","13030030","","303","","","","13030033","",""
"93","","2","","303","","","","13030034","",""
"3","nyx_303_yuni_09","111031","0.2","303","0","1","","13030035","0.2","nyx_303_yuni_04"
"93","","2","","303","","","","13030036","",""
"3","nyx_303_yuni_02","111031","0.2","303","0","1","","13030037","0.2","nyx_303_yuni_03"
"93","","1.8","","303","","","","13030038","",""
"12","6","111031","","303","1","","","13030039","",""
"93","","3.2","","303","","","","13030040","",""
"3","nyx_303_yuni_09","111031","0.2","303","0","1","","13030041","0.2","nyx_303_yuni_04"
"93","","2","","303","","","","13030042","",""
"3","nyx_303_yuni_02","111031","0.2","303","0","1","","13030043","0.2","nyx_303_yuni_08"
"93","","1.8","","303","","","","13030044","",""
"12","2","111031","","303","1","","","13030045","",""
"93","","1.2","","303","","","","13030046","",""
"101","","13030034","","303","","","","13030047","",""
