4806a392790abb327e9008b77a3dd605168b160ca9c1f733e781e177882f7b15,3b8586cdf77b99166229ce6dae79419a5ac0605ace5e96389cd6a19c77acf1ec,9a064267e68c91ca67b675830604544bfbf709f8b87b59cbb6d064948c675d94,dc129375b1991cb5cc8014dcf33b7f931f886c9f76bc81df9f2a443cc9eacdd0,7d4d579c892913c68b08c321f2c66e34a807705c28c17d65a3808d441daf2f71,3900ae09336204f3502a4d74860936667d3ade9079a06cf1f4b87212363aee3f,19e1c4a1ee0a3fdabe63a30da00e8c19a36bc96589403b16e6aa341b5e59bcc5,d3e9cccb2fbc2d9c36ea06a0277564e3a81dd6d8787bb54f3a50364c73e273e1,20b155b8eb50c582483795b7b877f94d5e046d2cf8804ffdd997cb4b7724793c,e61a741c5196736196080c40895e8ea873c0b7a069675018a730303b6d241a1e
"でこぴん","でんぷん","1","0","0","0","でんせん","2320009","でんきん","0"
"340","720","1","0","0","0","960","2320010","360","0"
"4分の1","8分の1","1","0","0","0","2分の1","2320011","6分の1","0"
"コサイン","タンジェント","1","0","0","0","コタンジェント","2320013","サイン","0"
"足し算の答え","割り算の答え","1","0","0","0","引き算の答え","2320014","かけ算の答え","0"
"炭素液","ヨウ素液","1","0","0","0","水素液","2320016","臭素液","0"
"ヘスの法則","キルヒホッフの法則","1","0","0","0","ドルトンの法則","2320017","ヘンリーの法則","0"
"ちょう座","はえ座","1","0","0","0","ばった座","2320018","とんぼ座","0"
"木星","太陽","1","0","0","0","月","2320020","地球","0"
"夏","冬","1","0","0","0","秋","2320021","春","0"
"トリウム","ヘリウム","1","0","0","0","バリウム","2320022","カリウム","0"
"トオン","ネオン","1","0","0","0","フオン","2320025","イオン","0"
"総数","整数","1","0","0","0","自然対数","2320026","小数","0"
"ソシアルダンス","インピーダンス","1","0","0","0","フラダンス","2320029","リンボーダンス","0"
"水化銀","水銀","1","0","0","0","水溶銀","2320030","純銀","0"
"4回","2回","1","0","0","0","12回","2320031","1回","0"
"地熱","月","1","0","0","0","海流","2320032","魚群","0"
"Nt","Na","1","0","0","0","Ne","2320033","N","0"
"Cl","Ca","1","0","0","0","Ka","2320034","K","0"
"結節","結晶","1","0","0","0","結膜","2320035","結氷","0"
"3回","1回","1","0","0","0","4回","2320036","2回","0"
"分兄","分母","1","0","0","0","分姉","2320037","分父","0"
"臭素","酸素","1","0","0","0","炭素","2320040","水素","0"
"弱火山","死火山","1","0","0","0","伏火山","2320041","休火山","0"
"アスミスト","アスベスト","1","0","0","0","アスガスト","2320042","アスラスト","0"
"ゼータ","デルタ","1","0","0","0","シグマ","2320043","ガンマ","0"
"かに座","みずがめ座","1","0","0","0","しし座","2320044","さそり座","0"
"さそり座","しし座","1","0","0","0","かに座","2320045","みずがめ座","0"
"辺","母線","1","0","0","0","面","2320046","頂点","0"
"5","2","1","0","0","0","7","2320049","3","0"
"20キロ","25キロ","1","0","0","0","33キロ","2320050","15キロ","0"
"電線","前線","1","0","0","0","無線","2320051","点線","0"
"ニッケル","アルミニウム","1","0","0","0","チタン","2320053","鉄","0"
"衛星","惑星","1","0","0","0","超新星","2320054","恒星","0"
"時間","季節","1","0","0","0","日付","2320056","昼夜","0"
"リューズ","ヒューズ","1","0","0","0","シューズ","2320057","ミューズ","0"
"青","緑","1","0","0","0","白","2320058","赤","0"
"トル","ニュートン","1","0","0","0","ジュール","2320059","パスカル","0"
"コンビネーション","インテグラル","1","0","0","0","インターセクション","2320060","ファクトリアル","0"
"4本","2本","1","0","0","0","16本","2320061","1本","0"
"キョウカ","全員同じ","1","0","0","0","ペコリーヌ","2321001","リマ","0"
"セントールス","オーマ","1","0","0","0","ランドソル","2321002","オーエド","0"
"オーエド","セントールス","1","0","0","0","エルビス島","2321003","オーマ","0"
"セントールス","オーエド","1","0","0","0","サレンディア","2321004","オーマ","0"
"1000","2500","1","0","0","0","1500","2321005","2000","0"
"アルガン","アルベド","1","0","0","0","アルキン","2330001","アルヘナ","0"
"20","18","1","0","0","0","22","2330002","16","0"
"みずがめ座","おうし座","1","0","0","0","おひつじ座","2330004","しし座","0"
"カノープス","アークトゥルス","1","0","0","0","ベテルギウス","2330005","シリウス","0"
"木星","天王星","1","0","0","0","土星","2330007","海王星","0"
"マイカナイト","モアサナイト","1","0","0","0","カオリナイト","2330008","ベントナイト","0"
"かえる座","とかげ座","1","0","0","0","いもり座","2330010","やもり座","0"
"CC","AC","1","0","0","0","DC","2330011","BC","0"
"どちらも変化しない","青色が赤くなる","1","0","0","0","どちらも白くなる","2330012","赤色が青くなる","0"
"垂心","重心","1","0","0","0","内心","2330015","外心","0"
"透明","緑","1","0","0","0","青","2330016","橙","0"
"7本","9本","1","0","0","0","13本","2330017","5本","0"
"23戦目","31戦目","1","0","0","0","9戦目","2330018","16戦目","0"
"みなみのしかく座","みなみのさんかく座","1","0","0","0","みなみのひしがた座","2330020","みなみのまる座","0"
"ベクルックス","ポルックス","1","0","0","0","アンタレス","2330021","アクルックス","0"
"アンドロイド座","アンドロメダ座","1","0","0","0","アイスキュロス座","2330022","アンドロギュノス座","0"
"ポリリズム","サーカディアンリズム","1","0","0","0","インターナショナリズム","2330023","オリエンタリズム","0"
"歯石化石","示相化石","1","0","0","0","自然化石","2330024","示準化石","0"
"ミュラー","スカラー","1","0","0","0","リヤー","2330026","ラスカー","0"
"銀","アンモニア","1","0","0","0","ダイヤモンド","2330027","アセチレン","0"
"991","997","1","0","0","0","993","2330028","989","0"
"テトロドトキシン","アスタキサンチン","1","0","0","0","パフトキシン","2330029","イクシオトキシン","0"
"ジーメンス","コンダクタンス","1","0","0","0","ヘンリー","2330030","インダクタンス","0"
"ガンマ","シグマ","1","0","0","0","デルタ","2330031","ラムダ","0"
"こいぬ座","こぐま座","1","0","0","0","おおいぬ座","2330032","おおぐま座","0"
"ナトリウム","カルシウム","1","0","0","0","マグネシウム","2330033","カリウム","0"
"ジュラ紀","ペルム紀","1","0","0","0","白亜紀","2330034","三畳紀","0"
"テルル","テクネチウム","1","0","0","0","ロジウム","2330035","モリブデン","0"
"マグナカルタ","フォッサマグナ","1","0","0","0","マグカップ","2330036","アルスマグナ","0"
"ムシロスコープ","オシロスコープ","1","0","0","0","タシロスコープ","2330037","ヤシロスコープ","0"
"1尺","1分","1","0","0","0","1銭","2330038","1里","0"
"10気圧","1気圧","1","0","0","0","1013気圧","2330040","0気圧","0"
"MgO","NaCl","1","0","0","0","SiO2","2330041","NaOH","0"
"4個","2個","1","0","0","0","1個","2330042","3個","0"
"8","10","1","0","0","0","9","2330043","7","0"
"二酸化炭素","酸素","1","0","0","0","水素","2330045","窒素","0"
"月","金星","1","0","0","0","木星","2330047","地球","0"
"クリープ現象","ブロッケン現象","1","0","0","0","ヒートアイランド現象","2330048","スプロール現象","0"
"力点","作用点","1","0","0","0","交点","2330049","支点","0"
"デューン現象","フェーン現象","1","0","0","0","ビューン現象","2330051","ジェーン現象","0"
"火星","太陽","1","0","0","0","月","2330053","水星","0"
"中間圏","成層圏","1","0","0","0","対流圏","2330056","熱圏","0"
"火星","金星","1","0","0","0","土星","2330057","水星","0"
"倍分数","仮分数","1","0","0","0","偉分数","2330058","偽分数","0"
"5分の1","6分の1","1","0","0","0","7分の1","2330061","4分の1","0"
"ブリザ海岸","マルジェン海岸","1","0","0","0","オーエド海岸","2331001","ミステリオン海岸","0"
"5","4.5","1","0","0","0","3","2331002","4","0"
"コッコロ","マコト","1","0","0","0","モニカ","2331003","アキノ","0"
"タリア湿地","ドロテア湿地","1","0","0","0","ジュノー湿地","2331004","ナンセイ湿地","0"
"エスタ岬","プロピーナ岬","1","0","0","0","フテラ岬","2331005","カウダ岬","0"
"路線バス","ユニットバス","1","0","0","0","ワンマンバス","2410002","シャトルバス","0"
"救急車","新幹線","1","0","0","0","潜水艦","2410003","自転車","0"
"メタボンスシンドローム","メタボリックシンドローム","1","0","0","0","メタボットシンドローム","2410004","メタボライズシンドローム","0"
"ネットランニング","ネットサーフィン","1","0","0","0","ネットドライビング","2410005","ネットサイクリング","0"
"サミング","ストリーミング","1","0","0","0","ハッキング","2410006","ショールーミング","0"
"炎ファイバー","光ファイバー","1","0","0","0","水ファイバー","2410007","闇ファイバー","0"
"若手ドライバー","ペーパードライバー","1","0","0","0","新人ドライバー","2410008","初心者ドライバー","0"
"エーデルワイス","カーネーション","1","0","0","0","チューリップ","2410009","スイートピー","0"
"お達し","お通し","1","0","0","0","お察し","2410011","お直し","0"
"アイガード","シャンプーハット","1","0","0","0","バスドーナッツ","2410012","バブルレス","0"
"夜逃げ","夜泣き","1","0","0","0","夜更し","2410014","夜なべ","0"
"海","花火","1","0","0","0","山","2410015","プール","0"
"タルト","カルテ","1","0","0","0","カルテット","2410016","フォルテ","0"
"近近法","遠近法","1","0","0","0","正距方位図法","2410017","遠遠法","0"
"チャイルドシート","ヘルメット","1","0","0","0","鎧","2410018","シートベルト","0"
"特別総会","株主総会","1","0","0","0","緊急集会","2410019","株主集会","0"
"天地有情","天地無用","1","0","0","0","天下御免","2410020","上下無用","0"
"人間ピッグ","人間ドック","1","0","0","0","人間サッグ","2410022","人間タッグ","0"
"自動車教会所","自動車教習所","1","0","0","0","自動車教養所","2410024","自動車教育所","0"
"グライダー","ヘリコプター","1","0","0","0","気球","2410025","飛行機","0"
"チャイニーズウォール","ファイアウォール","1","0","0","0","クライミングウォール","2410026","グレートウォール","0"
"ホットタイム","サマータイム","1","0","0","0","エコロジータイム","2410027","スプリングタイム","0"
"グリーンシート","シルバーシート","1","0","0","0","ブルーシート","2410028","ゴールドシート","0"
"ニッキ飴","千歳飴","1","0","0","0","金太郎飴","2410030","べっこう飴","0"
"けん針","まち針","1","0","0","0","ぐん針","2410031","むら針","0"
"春","夏","1","0","0","0","冬","2410032","秋","0"
"火炎瓶","魔法瓶","1","0","0","0","牛乳瓶","2410033","花瓶","0"
"鏡上げ","鏡開き","1","0","0","0","鏡下げ","2410036","鏡閉じ","0"
"スピーディー交差点","スクランブル交差点","1","0","0","0","スパゲッティ交差点","2410037","ストロング交差点","0"
"いつも外出している","子育てに積極的","1","0","0","0","俳句が趣味","2410038","イクラが大好き","0"
"暑中見舞い","年賀状","1","0","0","0","不幸の手紙","2410039","残暑見舞い","0"
"おかあさん","おじいさん","1","0","0","0","おとうさん","2410040","おばあさん","0"
"ラッキークッキー","フォーチュンクッキー","1","0","0","0","ゴッドクッキー","2410041","ペーパークッキー","0"
"しょっつる","きりたんぽ","1","0","0","0","いぶりがっこ","2410042","まげわっぱ","0"
"せん切り","みじん切り","1","0","0","0","輪切り","2410048","乱切り","0"
"くろ胡椒","ゆず胡椒","1","0","0","0","しお胡椒","2410050","しろ胡椒","0"
"いか焼き","たい焼き","1","0","0","0","卵焼き","2410051","たこ焼き","0"
"ボロボロ崩れる","水分が出てくる","1","0","0","0","味が無くなる","2410052","赤く変色する","0"
"すみれ","れんげ","1","0","0","0","もみじ","2410053","さくら","0"
"ツナ","牛肉","1","0","0","0","タケノコ","2410054","グリンピース","0"
"タンブラー","デミタス","1","0","0","0","ソーサー","2410055","ジョッキ","0"
"きんつば","くず餅","1","0","0","0","水ようかん","2410056","ぜんざい","0"
"ラーメン","そば","1","0","0","0","きしめん","2410057","うどん","0"
"サニーサイドアップ","スクランブルエッグ","1","0","0","0","プレーンオムレツ","2410058","ポーチドエッグ","0"
"ガリ","ネタ","1","0","0","0","サラ","2410059","サビ","0"
"メイケオール結社","メルクリウス財団","1","0","0","0","ムシエラルゴ商社","2411001","マリネリウス財閥","0"
"アドベンチャー","キャラバン","1","0","0","0","レッツ！テオゴニア！","2411002","オニギリすごろく","0"
"マナ","ルピ","1","0","0","0","ソル","2411003","ジュエル","0"
"タマキ","アユミ","1","0","0","0","リノ","2411004","スズメ","0"
"予定表","予定帳","1","0","0","0","デイリー帳","2411005","一括スキップ","0"
"黒髪","白髪","1","0","0","0","金髪","2420001","茶髪","0"
"気象予告士","気象予報士","1","0","0","0","気象予言士","2420002","気象予想士","0"
"ジェネラル","ジェネリック","1","0","0","0","ジェネシス","2420003","ジェネレーション","0"
"3","7","1","0","0","0","9","2420004","1","0"
"茶托","コースター","1","0","0","0","はかま","2420005","ソーサー","0"
"世間話会議","井戸端会議","1","0","0","0","作戦会議","2420006","お茶の間会議","0"
"十二神将","七福神","1","0","0","0","八部衆","2420008","四天王","0"
"TO","WC","1","0","0","0","WT","2420009","TW","0"
"終期保険","終身保険","1","0","0","0","延長保険","2420011","終末保険","0"
"グレーダー","ドナー","1","0","0","0","パタンナー","2420012","レシピエント","0"
"弁護士","検察官","1","0","0","0","司法書士","2420013","裁判官","0"
"春分の日","大晦日","1","0","0","0","クリスマスイブ","2420014","元旦","0"
"リアル式海岸","リアス式海岸","1","0","0","0","イグアス式海岸","2420016","シワス式海岸","0"
"ばら梅雨","から梅雨","1","0","0","0","さら梅雨","2420017","たら梅雨","0"
"氷害","冷害","1","0","0","0","かんがい","2420018","水害","0"
"カウボーイ","ベルボーイ","1","0","0","0","ボールボーイ","2420019","トムボーイ","0"
"クレープ","ドーナツ","1","0","0","0","アイスクリーム","2420020","ケーキ","0"
"54回","108回","1","0","0","0","216回","2420021","27回","0"
"スタグネーション","インフレーション","1","0","0","0","デノミネーション","2420023","デフレーション","0"
"違法試験","司法試験","1","0","0","0","忍法試験","2420025","憲法試験","0"
"海に近い地域","雪の多い地域","1","0","0","0","乾燥している地域","2420028","気温の高い地域","0"
"面積が狭い状態","人口が減った状態","1","0","0","0","地震が起こる状態","2420029","気温が低い状態","0"
"サラダボウル","フィンガーボウル","1","0","0","0","クリーニングボウル","2420030","ウォッシュボウル","0"
"！？","！","1","0","0","0","※","2420031","？","0"
"茶さじ","大さじ","1","0","0","0","どれも同じ","2420032","小さじ","0"
"役者専門","ペット専門","1","0","0","0","美容師専門","2420033","子供専門","0"
"オペラグラス","ステンドグラス","1","0","0","0","ハリメグラス","2420035","サングラス","0"
"白玉粉","片栗粉","1","0","0","0","葛粉","2420036","小麦粉","0"
"アンチョビ","くさや","1","0","0","0","みがきにしん","2420039","しょっつる","0"
"鶏","牛","1","0","0","0","羊","2420040","豚","0"
"鉛","塩","1","0","0","0","縁","2420042","煙","0"
"焼き餃子","水餃子","1","0","0","0","蒸し餃子","2420046","揚げ餃子","0"
"ステンドグラス","レモングラス","1","0","0","0","ワイングラス","2420048","ビールグラス","0"
"小麦","米","1","0","0","0","大豆","2420049","ジャガイモ","0"
"豚肉","鶏肉","1","0","0","0","羊肉","2420051","牛肉","0"
"かきあげ","卵","1","0","0","0","ねぎ","2420052","鶏肉","0"
"春","夏","1","0","0","0","秋","2420053","冬","0"
"3cc","5cc","1","0","0","0","12cc","2420054","10cc","0"
"ムラサキ","シャリ","1","0","0","0","シロ","2420055","アガリ","0"
"カプレーゼ","カプチーノ","1","0","0","0","カプサイシン","2420056","カプリチオ","0"
"味噌汁","炒め物","1","0","0","0","冷や奴","2420057","揚げ物","0"
"馬車巻き","軍艦巻き","1","0","0","0","気球巻き","2420058","客船巻き","0"
"焼酎","緑茶","1","0","0","0","日本酒","2420059","麦茶","0"
"ミディアムレア","レア","1","0","0","0","ミディアム","2420060","ウェルダン","0"
"ソーセージ","ホイップクリーム","1","0","0","0","ストロベリージャム","2420061","マシュマロ","0"
"Lost Princess","Mirage Game","1","0","0","0","Connecting Happy！！","2421001","Precious Journey","0"
"Connecting Happy！！","茜色の寄り道","1","0","0","0","つなぐもの","2421002","Precious Journey","0"
"4人","5人","1","0","0","0","2人","2421003","3人","0"
"カズヒコ","カズマサ","1","0","0","0","フィッシャーマン・ジーク","2421004","マサカズ","0"
"木材","お菓子","1","0","0","0","魔物","2421005","鉄","0"
"SSD","CPU","1","0","0","0","DOS","2430001","GPS","0"
"腕枕","北枕","1","0","0","0","抱き枕","2430002","膝枕","0"
"5．5平方メートル","3．3平方メートル","1","0","0","0","6．6平方メートル","2430003","4．4平方メートル","0"
"9親等","6親等","1","0","0","0","10親等","2430004","3親等","0"
"A4","B5","1","0","0","0","B4","2430005","A3","0"
"グレーダー","レシピエント","1","0","0","0","パタンナー","2430006","ドナー","0"
"遺令分","遺留分","1","0","0","0","遺愛分","2430007","遺訓分","0"
"税務署","保健所","1","0","0","0","銀行","2430008","小学校","0"
"家族傷害保険","自賠責保険","1","0","0","0","火災保険 ","2430009","個人年金保険","0"
"電気","水道","1","0","0","0","固定電話","2430010","ガス","0"
"高くてなかなか手に入らない薬","周りを糖分でくるんだ薬","1","0","0","0","遠くの病院でもらう薬","2430011","すぐに効き目が出る薬","0"
"行動資産","流動資産","1","0","0","0","確定資産","2430015","固定資産","0"
"敬老の日","成人式","1","0","0","0","銀婚式","2430016","誕生日","0"
"クラゲ講","ネズミ講","1","0","0","0","カマキリ講","2430017","カラス講","0"
"B4","A3","1","0","0","0","B5","2430018","A4","0"
"警戒標識","規制標識","1","0","0","0","指示標識","2430019","案内標識","0"
"時間帯","岩田帯","1","0","0","0","亜寒帯","2430020","眼帯","0"
"40キロ","30キロ","1","0","0","0","20キロ","2430021","50キロ","0"
"運転手の制服の色","ナンバープレートの色","1","0","0","0","割引チケットの色","2430022","車体の色","0"
"土用","節分","1","0","0","0","夏至","2430023","立春","0"
"3人","2人","1","0","0","0","0人","2430024","1人","0"
"COUNTRY","ROUTE","1","0","0","0","NUMBER","2430025","ROAD","0"
"課税証明書","戸籍謄本","1","0","0","0","印鑑登録証明書","2430026","住民票","0"
"御洗浄","御手洗","1","0","0","0","御内儀","2430027","御不浄","0"
"お蔵入り","お国入り","1","0","0","0","藪入り","2430028","都入り","0"
"地獄","疑獄","1","0","0","0","牢獄","2430029","脱獄","0"
"北","北西","1","0","0","0","東","2430030","北東","0"
"ひっさつ","おさつ","1","0","0","0","いきさつ","2430031","ぼさつ","0"
"臨月手帳","母子健康手帳","1","0","0","0","育児手帳","2430032","子宝手帳","0"
"ぼたん肉","さくら肉","1","0","0","0","つつじ肉","2430034","もみじ肉","0"
"ライト液","バッター液","1","0","0","0","キャッチャー液","2430041","ピッチャー液","0"
"肉じゃが","すきやき","1","0","0","0","ジンギスカン","2430042","しゃぶしゃぶ","0"
"シイタケ","しらたき","1","0","0","0","白菜","2430043","長ネギ","0"
"サトイモ","サツマイモ","1","0","0","0","コンニャクイモ","2430044","ジャガイモ","0"
"ジャガイモ","コンニャクイモ","1","0","0","0","サトイモ","2430046","サツマイモ","0"
"シャケ","カツオ","1","0","0","0","イワシ","2430047","マグロ","0"
"マグロ","サメ","1","0","0","0","イルカ","2430048","クジラ","0"
"ハクサイ","ネギ","1","0","0","0","オクラ","2430049","ダイコン","0"
"酢","塩水","1","0","0","0","泥水","2430052","真水","0"
"ピタパン","ピータン","1","0","0","0","ピーカン","2430053","ピーターパン","0"
"スフレ","ピューレ","1","0","0","0","パテ","2430054","グラッセ","0"
"エシャロット","クルトン","1","0","0","0","プラリネ","2430056","テリーヌ","0"
"松むき","桂むき","1","0","0","0","樫むき","2430058","杉むき","0"
"わらび餅","ういろう","1","0","0","0","きんつば","2430060","ようかん","0"
"オムレツ","パエリア","1","0","0","0","ブイヤベース","2430061","ラザニア","0"
"冒険の始まり","冒険への初立","1","0","0","0","裸の冒険者","2431001","駆けだしの冒険者","0"
"ユキのビューティーチェック","ユキの審美会","1","0","0","0","美の伝道者","2431002","美の饗宴","0"
"蒼海の孤塔","毒瘴の闇稜","1","0","0","0","断崖の遺跡","2431003","緑竜の骸嶺","0"
"追憶のメモリー","追想のデフラグ","1","0","0","0","ノウェムの過ぎ去りし日々","2431004","ムイミの思い出","0"
"Seize The Day！","私色STORY","1","0","0","0","フェアリーテイルは夢の中","2431005","GREEDY LOVE","0"
"フィーネ","フォルテ","1","0","0","0","フォックス","2510003","ファイン","0"
"バイオリン","コントラバス","1","0","0","0","ビオラ","2510004","チェロ","0"
"d","f","1","0","0","0","i","2510005","g","0"
"最年長","指揮者","1","0","0","0","第一バイオリン","2510006","作曲者","0"
"ひさしぶり","しばらく","1","0","0","0","このあいだはどうも","2510007","ごぶさた","0"
"Commercial Voice","Character Voice","1","0","0","0","Create Voice","2510008","Cuter Voice","0"
"スタートソフト","ローンチソフト","1","0","0","0","バンドルソフト","2510009","キラーソフト","0"
"盛り髪","アホ毛","1","0","0","0","ちょこ毛","2510010","縦ロール","0"
"チェス","オセロ","1","0","0","0","どれも同じ","2510012","将棋","0"
"角行","王将","1","0","0","0","歩兵","2510013","飛車","0"
"北風","木枯らし","1","0","0","0","爆風","2510014","そよ風","0"
"タイフーン","スコール","1","0","0","0","モンスーン","2510015","ハリケーン","0"
"とろ","しけ","1","0","0","0","ふち","2510016","なぎ","0"
"ブビン","ボビン","1","0","0","0","ベビン","2510018","バビン","0"
"プレミア","カシミア","1","0","0","0","クリミア","2510019","ボヘミア","0"
"リンス","トリートメント","1","0","0","0","ボディーソープ","2510022","シャンプー","0"
"ヒトカラ","マスカラ","1","0","0","0","マラカス","2510023","チーク","0"
"スリット","ステッチ","1","0","0","0","スカッド","2510025","ステップ","0"
"バイプレーヤー","バイヤー","1","0","0","0","バイト","2510027","バインダー","0"
"上水","硬水","1","0","0","0","井戸水","2510028","軟水","0"
"エクトプラズム","ポルターガイスト","1","0","0","0","リインカーネーション","2510029","テンプテーション","0"
"麻雀牌","サイコロ","1","0","0","0","将棋の駒","2510030","トランプ","0"
"麻雀","囲碁","1","0","0","0","五目並べ","2510031","将棋","0"
"マネーハザード","モラルハザード","1","0","0","0","ライフハザード","2510032","バイオハザード","0"
"ラパン","バラン","1","0","0","0","ハッパ","2510033","バリン","0"
"包丁を油まみれにする","包丁を軽く温める","1","0","0","0","包丁をさびつかせる","2510035","包丁をよく冷やす","0"
"キュキュ","シュシュ","1","0","0","0","リュリュ","2510038","チュチュ","0"
"ストール","デニール","1","0","0","0","プリーツ","2510039","パニール","0"
"除名液","除光液","1","0","0","0","除算液","2510040","除湿液","0"
"コサージュ","ルージュ","1","0","0","0","ミラージュ","2510041","ベージュ","0"
"アンチクレンジング","アンチエイジング","1","0","0","0","アンチドレッシング","2510042","アンチクルージング","0"
"フラッシュ","ワンペア","1","0","0","0","フルハウス","2510043","スリーカード","0"
"ポン","ツモ","1","0","0","0","チー","2510044","ロン","0"
"6月6日","8月8日","1","0","0","0","5月5日","2510046","7月7日","0"
"B","C","1","0","0","0","D","2510047","A","0"
"舌打ち","峰打ち","1","0","0","0","頭打ち","2510048","耳打ち","0"
"深夜バス","タクシー","1","0","0","0","タンカー","2510050","トラック","0"
"キク","ヒマワリ","1","0","0","0","キリ","2510051","タチバナ","0"
"カロリーの高い順番","使っている量の多い順番","1","0","0","0","高価な食材の順番","2510053","味の強い順番","0"
"プレイヤー","フライヤー","1","0","0","0","セットリスト","2510054","ドライヤー","0"
"ダンスジョグ","ディスクジョッキー","1","0","0","0","ドリームジャスティス","2510056","デジタルジョーカー","0"
"回転","暗転","1","0","0","0","バク転","2510057","側転","0"
"ハズバンド","ブラスバンド","1","0","0","0","ブロードバンド","2510058","ビッグバンド","0"
"銀","歩","1","0","0","0","角","2510059","金","0"
"ロック音","ラップ音","1","0","0","0","エンカ音","2510060","ジャズ音","0"
"保健室","プール","1","0","0","0","体育館","2511001","職員室","0"
"6.5","5.5","1","0","0","0","3.5","2511002","4.5","0"
"シオリ","ヒヨリ","1","0","0","0","サレン","2511003","レイ","0"
"いつでもチエルちゃん","おしゃべりチエルちゃん","1","0","0","0","ちぇる～ん☆チエルちゃん","2511004","どこでもチエルちゃん","0"
"クレジッタ・ビルディング","クレジッタ・タワー","1","0","0","0","タワー・オブ・クレジッタ","2511005","リッチモンド・タワー","0"
"7月7日","7月2日","1","0","0","0","6月22日","2520001","6月27日","0"
"身切り","骨切り","1","0","0","0","髪切り","2520002","皮切り","0"
"まわし","にぎり","1","0","0","0","はなし","2520004","さわり","0"
"自分鉤","自在鉤","1","0","0","0","天狗鉤","2520006","自由鉤","0"
"チェチェ","チュチュ","1","0","0","0","チョチョ","2520007","チャチャ","0"
"ヘビーフィッシング","フライフィッシング","1","0","0","0","ヘアーフィッシング","2520009","ライトフィッシング","0"
"浮き","重り","1","0","0","0","針","2520010","糸","0"
"直語り","素語り","1","0","0","0","静語り","2520011","生語り","0"
"屋点","野点","1","0","0","0","支点","2520012","露点","0"
"グランジ","フリンジ","1","0","0","0","ブリッジ","2520013","ステージ","0"
"セールスランキング","セレクトショップ","1","0","0","0","セレモニー","2520015","セパレート","0"
"オーバーニーソックス","プルオーバー","1","0","0","0","スコート","2520016","レギンス","0"
"オートミール","グラノーラ","1","0","0","0","ポリッジ","2520018","コーンフレーク","0"
"ブリザード","ティアード","1","0","0","0","プレイヤード","2520020","ワイアード","0"
"シズル広告","サブリミナル広告","1","0","0","0","テスティモニアル広告","2520022","ティーザー広告","0"
"8本","4本","1","0","0","0","6本","2520023","5本","0"
"デュオ","クインテット","1","0","0","0","カルテット","2520024","トリオ","0"
"バリトン","メゾソプラノ","1","0","0","0","テノール","2520025","メゾアルト","0"
"タータン","アーガイル","1","0","0","0","ギンガム","2520026","マドラス","0"
"大安","先勝","1","0","0","0","仏滅","2520028","先負","0"
"T","R","1","0","0","0","U","2520029","S","0"
"花札","囲碁","1","0","0","0","将棋","2520033","麻雀","0"
"9月1日","8月1日","1","0","0","0","6月1日","2520034","7月1日","0"
"尻","足の裏","1","0","0","0","膝","2520035","まぶた","0"
"すあま売り","ういろう売り","1","0","0","0","ぎゅうひ売り","2520037","ようかん売り","0"
"フレーム","バルーン","1","0","0","0","サークル","2520038","クラウド","0"
"スペードのキング","ハートのキング","1","0","0","0","クラブのキング","2520039","ダイヤのキング","0"
"ターコイズ","アメシスト","1","0","0","0","ラピスラズリ","2520040","ルビー","0"
"太陰暦","太陽暦 ","1","0","0","0","御化暦","2520042","地球暦 ","0"
"21年目","1年目","1","0","0","0","31年目","2520043","11年目","0"
"細編み","メリヤス編み","1","0","0","0","鎖編み","2520044","長編み","0"
"大三元","天和","1","0","0","0","四暗刻","2520045","字一色","0"
"フルハウス","フラッシュ","1","0","0","0","ファイブカード","2520047","ストレート","0"
"瀞","海","1","0","0","0","山","2520048","川","0"
"カシェ","サシェ","1","0","0","0","リシェ","2520049","ラシェ","0"
"北西","北東","1","0","0","0","南西","2520050","南東","0"
"クルブシネック","クルーネック","1","0","0","0","クルクルネック","2520051","クルーザーネック","0"
"パールカラー","アースカラー","1","0","0","0","ドールカラー","2520052","ピーチカラー","0"
"せっさ","かっさ","1","0","0","0","せっぱ","2520054","かっぱ","0"
"ページオン","ロールオン","1","0","0","0","ピースオン","2520055","キープオン","0"
"サイドカー","チョーカー","1","0","0","0","ストーカー","2520056","ウーファー","0"
"30組","26組","1","0","0","0","20組","2520058","24組","0"
"トリオ","カルテット","1","0","0","0","デュオ","2520059","クインテット","0"
"バロメーター","メトロノーム","1","0","0","0","オシロスコープ","2520060","クロノグラフ","0"
"のむ","さす","1","0","0","0","きく","2520061","うつ","0"
"雲海の魔物肉","ゴールデン無限おにぎり","1","0","0","0","至高のドラゴンテイルおでん","2521001","天露の金甘水","0"
"肉","卵","1","0","0","0","蜜","2521002","ご飯","0"
"だいじょぶマイフレンドくん1号","土鍋","1","0","0","0","弓","2521003","キャンプ道具","0"
"竜の翼","龍の卵","1","0","0","0","龍の翼","2521004","竜の卵","0"
"ホマレにいたずらをする","ホマレの部屋で写真を撮る","1","0","0","0","カヤと掃除をする","2521005","龍の卵をカジノ王から盗む","0"
"ノールックタイピング","タッチタイピング","1","0","0","0","スーパータイピング","2530001","シャドータイピング","0"
"ソルトスポット","タイドプール","1","0","0","0","スイートスポット","2530002","ソルトプール","0"
"キャメルトゥース","ハウンドトゥース","1","0","0","0","シャークトゥース","2530003","キャットトゥース","0"
"カボチャカン","ナスカン","1","0","0","0","ニンジンカン","2530004","イモカン","0"
