801e0e960388c4fe0c7df32170b33ed970242472f2937619288a3480fa064efe,90ef30e6c9557c10bba8f1beaf7879f00c48c40e8c2e8737a79a5e579cfcb088,387d9b72985a3c15d1328922bba715fe5126d6d27b7cdca0f2285dab2ea6b939,68c1bc32f4432935e6757ba4bfee072c179d3ca68527387c2e73e83148ffee90,f304c5328204d23435ec71d3396b9336542e5e26f53bd14f9d094e50e9eb5a29,b08cde881da6c63c5da632b18a3a653866834f73d9e8f9ee43bce177f0eda375,5896aca0ccbfaa53e139dd6fc06d653a73a056d6972fba2e92915af53a7ecbbb,45c1d32d1dd803cfe9678240963428abe4e30a5ed710c994d1bb3e84bf069d39,8c75cc19a5eb41d8cfbab92927da8b2f5f869b0aaf1835ed72064dd7c4e22731,84a79c81311f8ec4dc6c749dcdb6e5b3e0c08b663b945718e5e20fb768e66772,d338b6a1bf641e6a25a14c07222d27ac0b9f0675c9e6c8cf7833dfa8ccb07166
"あれくらいで立ち止まる気は\nなかったからね\nウヅキもミオも、絶対立ち上がるって\n信じてたよ","1","112511","","1","","10","11","","1070046","7"
"","","0","","","","","91","","1070047","7"
"omp_idle_calm","","112511","","","","1","3","0","1070048","7"
"omp_talk_joy1","","112411","","","","1","3","0","1070049","7"
"vo_omp_7007_007","0","vo_omp_7007","","","","0","21","","1070050","7"
"リンちゃん…！","1","112411","","1","","10","11","","1070051","7"
"","","0","","","","","91","","1070052","7"
"0","","112611","","","","","4","","1070053","7"
"omp_psn_20","","112411","","","","1","3","0","1070054","7"
"omp_talk_joy1","","112611","","","","1","3","0","1070055","7"
"vo_omp_7007_008","0","vo_omp_7007","","","","0","21","","1070056","7"
"へへっ、しぶりんってば\nクールぶってるくせに、熱いねぇ♪\nそんなしぶりんは、しまむーと私で\nぎゅ～っとしちゃうぞ～！","1","112611","","1","","10","11","","1070057","7"
"1","","10","","","","","93","","1070058","7"
"0","","112611","","","","1","4","","1070059","7"
"120","0","112611","","1","","-205","2","","1070060","7"
"420","0","112411","","1","","-205","2","","1070061","7"
"omp_psn_13","omp_psn_13_loop","112611","","1","0.1","0","3","0","1070062","7"
"omp_psn_13","omp_psn_13_loop","112411","","1","0.1","0","3","0","1070063","7"
"omp_psn_15","omp_psn_15_loop","112511","","1","0","0","3","0","1070064","7"
"1","","1","","","","","93","","1070065","7"
"omp_surprise","omp_idle_surprise1","105831","","1","","0","3","0","1070066","7"
"omp_surprise","omp_idle_surprise1","105931","","1","","0","3","0","1070067","7"
"omp_surprise","omp_idle_surprise2","106031","","1","0.2","0","3","0","1070068","7"
"","","1070057","","","","","91","","1070069","7"
"vo_omp_7007_009","0","vo_omp_7007","","","","0","21","","1070070","7"
"ちょっ、や、やめてよ…！","1","112511","","1","","10","11","","1070071","7"
"","","0","","","","","91","","1070072","7"
"1","","105831","","","","1","4","","1070073","7"
"omp_talk_joy1","","105831","","","","1","3","0","1070074","7"
"vo_omp_7007_010","0","vo_omp_7007","","","","0","21","","1070075","7"
"キャルちゃん、\nわたしたちもやりましょう♪","1","105831","","1","","10","11","","1070076","7"
"","","0","","","","","91","","1070077","7"
"omp_idle_joy1","","105831","","","","1","3","0","1070078","7"
"omp_talk_tsun","","106031","","","","1","3","0","1070079","7"
"vo_omp_7007_011","0","vo_omp_7007","","","","0","21","","1070080","7"
"は！？　なんでよ、イヤよ、お断りよ！\nこらっ、なんで近づいてくるのよ！？\nコロ助、助けなさいよっ！？","1","106031","","1","","10","11","","1070081","7"
"1","","4","","","","","93","","1070082","7"
"omp_walk","","105831","","","","1","3","0","1070083","7"
"-120","1","105831","","1","","-205","2","","1070084","7"
"","","0","","","","","91","","1070085","7"
"omp_idle_joy1","","105831","","","","1","3","0.2","1070086","7"
"","","1070081","","","","","91","","1070087","7"
"omp_idle_joy1","","105831","","","","1","3","0","1070088","7"
"omp_idle_tsun","","106031","","","","1","3","0","1070089","7"
"omp_talk_normal","","105931","","","","1","3","0","1070090","7"
"vo_omp_7007_012","0","vo_omp_7007","","","","0","21","","1070091","7"
"キャルさま\n逃げ道はございません\n僭越ながら、わたくしも\n参加させてもらいますので…♪","1","105931","","1","","10","11","","1070092","7"
"","","0","","","","","91","","1070093","7"
"-120","0","105831","","1","","-205","2","","1070094","7"
"-440","0","105931","","1","","-205","2","","1070095","7"
"omp_psn_14","omp_psn_14_loop","105831","","1","0.1","0","3","0","1070096","7"
"omp_psn_14","omp_psn_14_loop","105931","","1","0.1","0","3","0","1070097","7"
"omp_psn_15","omp_psn_15_loop","106031","","1","0","0","3","0","1070098","7"
"vo_omp_7007_013","0","vo_omp_7007","","","","0","21","","1070099","7"
"ぎゅう～♪","1","105831","","1","","10","11","","1070100","7"
"","","0","","","","","91","","1070101","7"
"omp_psn_16_loop","","106031","","","","1","3","0","1070102","7"
"vo_omp_7007_014","0","vo_omp_7007","","","","0","21","","1070103","7"
"ちょっ、ふざけんなっ、おぶっ！？\nペコリーヌ、力加減！\nあたしを半分にする気！？\nちょっ、なんなのよ～っ！？","1","106031","","1","","10","11","","1070104","7"
"","","0","","","","","91","","1070105","7"
"omp_psn_13_loop","","112611","","","","1","3","0","1070106","7"
"vo_omp_7007_015","0","vo_omp_7007","","","","0","21","","1070107","7"
"わー！\nキャルキャル～！","1","112611","","1","","10","11","","1070108","7"
"","","0","","","","","91","","1070109","7"
"omp_psn_13_loop","","112611","","","","1","3","0","1070110","7"
"omp_psn_13_loop","","112411","","","","1","3","0","1070111","7"
"vo_omp_7007_016","0","vo_omp_7007","","","","0","21","","1070112","7"
"あはは♪\n【美食殿】のみなさんの\nスキンシップ、大胆ですねっ！","1","112411","","1","","10","11","","1070113","7"
"","","0","","","","","91","","1070114","7"
"omp_psn_13_loop","","112411","","","","1","3","0","1070115","7"
"omp_psn_15_loop","","112511","","","","1","3","0","1070116","7"
"vo_omp_7007_017","0","vo_omp_7007","","","","0","21","","1070117","7"
"大胆とかいうレベルを\n超えてる気がするんだけど…っ！？\nちょっ、やめ…ひゃああっ！","1","112511","","1","","10","11","","1070118","7"
"1","","5.5","","","","","93","","1070119","7"
"omp_psn_16_loop","","112511","","","","1","3","0.1","1070120","7"
"","","1070118","","","","","91","","1070121","7"
"","","0.4","","","","","93","","1070122","7"
"105831","200","1","omp_idle_normal","-195","1","1600","1","1.8","1080001","8"
"105931","0","1","omp_talk_normal","-185","0","1500","1","1.8","1080002","8"
"106031","-200","1","omp_idle_normal","-205","0","1600","1","1.8","1080003","8"
"1","0","1","","1","","0","31","1","1080004","8"
"","","1","","","","","93","","1080005","8"
"vo_omp_7008_000","0","vo_omp_7008","","","","0","21","","1080006","8"
"ムーサの町…初めて訪れましたが\n素敵な町でございますね","1","105931","","1","","10","11","","1080007","8"
"","","0","","","","","91","","1080008","8"
"omp_idle_normal","","105931","","","","1","3","0","1080009","8"
"omp_talk_joy1","","105831","","","","1","3","0","1080010","8"
"vo_omp_7008_001","0","vo_omp_7008","","","","0","21","","1080011","8"
"はい♪　活気もありますし\nなにより色んな特産品が美味しそうで\nやばいですね☆","1","105831","","1","","10","11","","1080012","8"
"","","0","","","","","91","","1080013","8"
"omp_idle_joy1","","105831","","","","1","3","0","1080014","8"
"omp_talk_sad","","106031","","","","1","3","0","1080015","8"
"vo_omp_7008_002","0","vo_omp_7008","","","","0","21","","1080016","8"
"はぁ。本当にあんたの頭の中は\n食べることばっかりね","1","106031","","1","","10","11","","1080017","8"
"","","0","","","","","91","","1080018","8"
"omp_idle_sad","","106031","","","","1","3","0","1080019","8"
"omp_talk_normal","","105931","","","","1","3","0","1080020","8"
"vo_omp_7008_003","0","vo_omp_7008","","","","0","21","","1080021","8"
"ふふ、ではこの後\n食べ歩きをいたしませんか？\nわたくし、お腹が空いてしまいました","1","105931","","1","","10","11","","1080022","8"
"","","0","","","","","91","","1080023","8"
"omp_idle_normal","","105931","","","","1","3","0","1080024","8"
"omp_talk_surprise1","","106031","","","","1","3","0","1080025","8"
"vo_omp_7008_004","0","vo_omp_7008","","","","0","21","","1080026","8"
"コロ助まで！？","1","106031","","1","","10","11","","1080027","8"
"","","0","","","","","91","","1080028","8"
"omp_idle_surprise1","","106031","","","","1","3","0","1080029","8"
"omp_talk_normal","","105831","","","","1","3","0","1080030","8"
"vo_omp_7008_005","0","vo_omp_7008","","","","0","21","","1080031","8"
"キャルちゃんはどうしますか～？","1","105831","","1","","10","11","","1080032","8"
"","","0","","","","","91","","1080033","8"
"1","","105931","","","","","4","","1080034","8"
"omp_idle_normal","","105831","","","","1","3","0","1080035","8"
"omp_talk_tsun","","106031","","","","1","3","0","1080036","8"
"vo_omp_7008_006","0","vo_omp_7008","","","","0","21","","1080037","8"
"あたしだって\n美味しいもの食べたいわよ！\n…魔物料理じゃなきゃね","1","106031","","1","","10","11","","1080038","8"
"","","0","","","","","91","","1080039","8"
"omp_idle_tsun","","106031","","","","1","3","0","1080040","8"
"omp_talk_normal","","105931","","","","1","3","0","1080041","8"
"vo_omp_7008_007","0","vo_omp_7008","","","","0","21","","1080042","8"
"ふふ、わたくしたちの思いは一つ\nさすが【美食殿】でございますね♪","1","105931","","1","","10","11","","1080043","8"
"","","0","","","","","91","","1080044","8"
"0","","105931","","","","","4","","1080045","8"
"omp_idle_normal","","105931","","","","1","3","0","1080046","8"
"omp_talk_joy1","","105831","","","","1","3","0","1080047","8"
"vo_omp_7008_008","0","vo_omp_7008","","","","0","21","","1080048","8"
"えっへへ～♪\nそれじゃあ行きましょう！\nコッコロちゃん！　キャルちゃん！","1","105831","","1","","10","11","","1080049","8"
"","","0","","","","","91","","1080050","8"
"","","0.4","","","","","93","","1080051","8"
"105831","300","1","omp_idle_normal","-270","1","1600","1","1.8","1090001","9"
"105931","450","1","omp_idle_normal","-285","1","1700","1","1.8","1090002","9"
"106031","-310","1","omp_idle_normal","-230","1","1600","1","1.8","1090003","9"
"112511","-45","1","omp_idle_normal","-190","1","1500","1","1.8","1090004","9"
"112411","65","1","omp_idle_normal","-240","1","1600","1","1.8","1090005","9"
"112611","205","1","omp_idle_normal","-192","1","1500","1","1.8","1090006","9"
"1","0","1","","1","","0","31","1","1090007","9"
"","","0.2","","","","","93","","1090008","9"
"omp_idle_normal","","112611","","","","1","3","0.1","1090009","9"
"omp_talk_sad","","106031","","","","1","3","0","1090010","9"
"omp_idle_normal","","112511","","","","1","3","0.1","1090011","9"
"omp_idle_normal","","105831","","","","1","3","0.1","1090012","9"
"","","0.1","","","","","93","","1090013","9"
"","","1","","","","","93","","1090014","9"
"vo_omp_7009_000","0","vo_omp_7009","","","","0","21","","1090015","9"
"ここでのことは思い出したくないわ\nなんであんなことしちゃったのかしら…\nはぁ。ほんっとサイアク！","1","106031","","1","","10","11","","1090016","9"
"","","0","","","","","91","","1090017","9"
"omp_psn_17","","106031","","","","0","3","0","1090018","9"
"vo_omp_7009_001","0","vo_omp_7009","","","","0","21","","1090019","9"
"…きゃるきゃるーん\nなんて、にゃ","1","106031","","1","","10","11","","1090020","9"
"1","","2","","","","","93","","1090021","9"
"omp_talk_sad","","106031","","","","1","3","0.2","1090022","9"
"","","1090020","","","","","91","","1090023","9"
"omp_idle_sad","","106031","","","","1","3","0","1090024","9"
"omp_psn_17","omp_idle_joy1","105831","","1","0.2","0","3","0","1090025","9"
"vo_omp_7009_002","0","vo_omp_7009","","","","0","21","","1090026","9"
"きゃるきゃるーん♪","1","105831","","1","","10","11","","1090027","9"
"","","0","","","","","91","","1090028","9"
"omp_psn_17","omp_idle_normal","105931","","","0.2","1","3","0","1090029","9"
"vo_omp_7009_003","0","vo_omp_7009","","","","0","21","","1090030","9"
"きゃるきゃるーん、でございますにゃ","1","105931","","1","","10","11","","1090031","9"
"","","0","","","","","91","","1090032","9"
"0","","106031","","","","","4","","1090033","9"
"omp_surprise","omp_idle_surprise1","106031","","1","0","0","3","0","1090034","9"
"vo_omp_7009_004","0","vo_omp_7009","","","","0","21","","1090035","9"
"なっ、あんたたち！？\nい、今のっ、見てっ…！？","1","106031","","1","","10","11","","1090036","9"
"","","0","","","","","91","","1090037","9"
"omp_psn_17_other","omp_idle_joy1","112611","","","0.2","1","3","0","1090038","9"
"vo_omp_7009_005","0","vo_omp_7009","","","","0","21","","1090039","9"
"きゃっるきゃる～ん♪\n華麗に登場にゃ☆","1","112611","","1","","10","11","","1090040","9"
"","","0","","","","","91","","1090041","9"
"omp_talk_anger2","","106031","","","","1","3","0","1090042","9"
"vo_omp_7009_006","0","vo_omp_7009","","","","0","21","","1090043","9"
"殺す！　殺すわ！\n全員まとめてぶっ殺して\nあんなことしちゃったあたしも殺すわ！\nみんな消し去ってやるわよぉ～っ！","1","106031","","1","","10","11","","1090044","9"
"","","0","","","","","91","","1090045","9"
"omp_idle_anger2","","106031","","","","1","3","0","1090046","9"
"omp_talk_sad","","112411","","","","1","3","0","1090047","9"
"vo_omp_7009_007","0","vo_omp_7009","","","","0","21","","1090048","9"
"キャ、キャルちゃん。えっと、その…","1","112411","","1","","10","11","","1090049","9"
"","","0","","","","","91","","1090050","9"
"omp_idle_sad","","112411","","","","1","3","0","1090051","9"
"omp_talk_normal","","112511","","","","1","3","0","1090052","9"
"vo_omp_7009_008","0","vo_omp_7009","","","","0","21","","1090053","9"
"大変だね","1","112511","","1","","10","11","","1090054","9"
"","","0","","","","","91","","1090055","9"
"omp_idle_normal","","112511","","","","1","3","0","1090056","9"
"omp_talk_tsun","","106031","","","","1","3","0","1090057","9"
"vo_omp_7009_009","0","vo_omp_7009","","","","0","21","","1090058","9"
"あ、あんたたちは見逃してあげるわ…！\nでもあいつらはダメ！\nこの世から消し去らないとあたしが\n安心できないっ…！","1","106031","","1","","10","11","","1090059","9"
"","","0","","","","","91","","1090060","9"
"omp_idle_tsun","","106031","","","","1","3","0","1090061","9"
"omp_talk_normal","","112511","","","","1","3","0","1090062","9"
"vo_omp_7009_010","0","vo_omp_7009","","","","0","21","","1090063","9"
"でもあれ、かわいかったと思うけど","1","112511","","1","","10","11","","1090064","9"
"","","0","","","","","91","","1090065","9"
"omp_idle_normal","","112511","","","","1","3","0","1090066","9"
"omp_talk_joy2","","112411","","","","1","3","0","1090067","9"
"vo_omp_7009_011","0","vo_omp_7009","","","","0","21","","1090068","9"
"はい！　とっても素敵でした！","1","112411","","1","","10","11","","1090069","9"
"","","0","","","","","91","","1090070","9"
"omp_psn_20","","112411","","","","1","3","0","1090071","9"
"omp_talk_tsun","","106031","","","","1","3","0","1090072","9"
"vo_omp_7009_012","0","vo_omp_7009","","","","0","21","","1090073","9"
"そんなのうれしくないわよ～っ！？","1","106031","","1","","10","11","","1090074","9"
"","","0","","","","","91","","1090075","9"
"omp_idle_tsun","","106031","","","","1","3","0","1090076","9"
"omp_psn_17","omp_idle_joy1","105831","","1","0.2","0","3","0","1090077","9"
"omp_psn_17","omp_idle_normal","105931","","1","0.2","0","3","0","1090078","9"
"omp_psn_17_other","omp_idle_joy1","112611","","1","0.2","0","3","0","1090079","9"
"vo_omp_7009_013","0","vo_omp_7009","","","","0","21","","1090080","9"
"きゃるきゃるーん♪","1","105831","","1","","10","11","","1090081","9"
"","","0","","","","","91","","1090082","9"
"omp_talk_anger2","","106031","","","","1","3","0","1090083","9"
"vo_omp_7009_014","0","vo_omp_7009","","","","0","21","","1090084","9"
"絶対にぶっ殺す～～～～～～～！","1","106031","","1","","10","11","","1090085","9"
"","","0","","","","","91","","1090086","9"
"","","0.4","","","","","93","","1090087","9"
