22f18e1f776e2baa6333f7a002ae56291de9750b7823858696c24023f018af49,0fd181baa1812cb064a478cfd0fc2225819e79184b552c30e6a27829bb38c5b5,2d591168182cdc63d6acbc9f8da7e6a6206905d5fae9d9f31f5e92d42b46e8bd,2cd148fd850320dde5d79b27718fe1f6d06d18401e6d8c69e36a43d3b0f198af,d3447c02cdaa2f3ff0e1c513420f3778074113c80a397b33c3e61ed181a8f6d0,e006d12a46f016dfe4187c51237a6d708c75f357279beab772452b7955e4db3a,1b9166fd57f76178c1aea60e905c570d83a2557fc333c2a0fad47cd78cf0d53d,985eecb2e454f265d5f1cad811e18d220973dec5a39c3bb7b96b3c5a7f9efa64,af80e6b89917d2d53edcbd0f0a8487f08e9c6fca8fae7412ade891979b9b9b9b,b5a16dd6f90a2ff983716d9486fc93fce94020556d060db676f726010766599d,443831cce9aae25d615a2c83145b6d2bba7a71af10b9c6a37c5209aee8e72aa0
"","","","93","","2","","","","7004","7"
"","0.2","","3","psy_fairy_talk","1","1","","","7005","7"
"","","","21","vo_minigame_1008_drama_9902","vo_minigame_1008","0","0","","7006","7"
"0","0","0.5","11","キュキュッ！","1","6","1","0","7007","7"
"","","","91","","0","","","","7008","7"
"","0.2","","3","psy_fairy_idle","1","1","","","7009","7"
"","0.2","","3","psy_miyako_talk3","119931","1","","","7010","7"
"","","","21","vo_minigame_1008_drama_0702","vo_minigame_1008","0","0","","7011","7"
"0","0","1","11","うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！","119931","6","1","0","7012","7"
"","","","93","1","3","","","","7013","7"
"1","0.2","","3","psy_miyako_arm_crossed_in","119931","0","psy_miyako_arm_crossed_loop","0","7014","7"
"","","","91","","7012","","","","7015","7"
"","","","22","0","0","","","","7016","7"
"","0.2","","3","psy_fairy_talk","1","1","","","7017","7"
"","","","21","vo_minigame_1008_drama_9903","vo_minigame_1008","0","0","","7018","7"
"0","0","0.5","11","キュ～キュ～！","1","6","1","0","7019","7"
"","","","91","","0","","","","7020","7"
"","0.2","","3","psy_fairy_idle","1","1","","","7021","7"
"","0.2","","3","psy_miyako_anger2","119931","1","","","7022","7"
"","","","21","vo_minigame_1008_drama_0704","vo_minigame_1008","0","0","","7023","7"
"0","0","0.5","11","そんなこと言われても知らないの！","119931","6","1","0","7024","7"
"","","","91","","0","","","","7025","7"
"","","","22","0","0","","","","7026","7"
"","0.2","","3","psy_miyako_thinking3","119931","1","","","7027","7"
"","","","21","vo_minigame_1008_drama_0705","vo_minigame_1008","0","0","","7028","7"
"0","0","0.5","11","ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！","119931","5","1","0","7029","7"
"","","","93","1","5","","","","7030","7"
"1","0.2","","3","psy_miyako_doya_in","119931","0","psy_miyako_doya_loop","0","7031","7"
"","","","91","","7029","","","","7032","7"
"","","","22","0","0","","","","7033","7"
"","","","93","","1","","","","7034","7"
"","","","91","","0","","","","7035","7"
"-200","1.7","psy_miyako_start","1","119931","1","100","-300","0","8001","8"
"-210","1.7","psy_walk2","1","100411","1","100","225","1","8002","8"
"-220","1.7","psy_walk3","1","103631","1","105","480","1","8003","8"
"-235","1.7","psy_walk_glad","1","102011","1","110","340","1","8004","8"
"1","1","","31","11","1","0","0","","8005","8"
"-200","1.7","psy_smoke_start","5","1","1","101","-300","0","8006","8"
"0","","","2","110","100411","-210","2","","8007","8"
"0","","","2","365","103631","-220","2.2","","8008","8"
"0","","","2","225","102011","-235","2.3","","8009","8"
"","","","93","","2","","","","8010","8"
"","0.2","","3","psy_idle_normal","100411","1","","","8011","8"
"","","","93","","0.2","","","","8012","8"
"","0.2","","3","psy_idle_normal","103631","1","","","8013","8"
"","","","93","","0.1","","","","8014","8"
"","0.2","","3","psy_talk_joy1","102011","1","","","8015","8"
"","","","21","vo_minigame_1008_drama_0806","vo_minigame_1008","0","0","","8016","8"
"0","0","0.5","11","おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？","102011","8","1","0","8017","8"
"","","","91","","0","","","","8018","8"
"","0.2","","3","psy_idle_joy1","102011","1","","","8019","8"
"1","0","","3","psy_miyako_appear","119931","0","psy_miyako_talk1","0.2","8020","8"
"0","0","","3","psy_smoke_appear","1","0","psy_smoke_start","0","8021","8"
"","","","21","vo_minigame_1008_drama_0801","vo_minigame_1008","0","0","","8022","8"
"0","0","0.5","11","ん？　アイツに何か用なの？","119931","6","1","0","8023","8"
"","","","91","","0","","","","8024","8"
"","","","22","0","0","","","","8025","8"
"","0.2","","3","psy_miyako_idle","119931","1","","","8026","8"
"","0.2","","3","psy_talk_surprise2","103631","1","","","8027","8"
"","","","21","vo_minigame_1008_drama_0807","vo_minigame_1008","0","0","","8028","8"
"0","0","0.5","11","きゃ～！？　おばけ！！","103631","8","1","0","8029","8"
"","","","91","","0","","","","8030","8"
"","0.2","","3","psy_idle_surprise2","103631","1","","","8031","8"
"","0.2","","3","psy_talk_joy2","100411","1","","","8032","8"
"","","","21","vo_minigame_1008_drama_0808","vo_minigame_1008","0","0","","8033","8"
"0","0","0.5","11","すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～","100411","8","1","0","8034","8"
"","","","91","","0","","","","8035","8"
"","0.2","","3","psy_idle_joy2","100411","1","","","8036","8"
"","0.2","","3","psy_miyako_panic2","119931","1","","","8037","8"
"","","","21","vo_minigame_1008_drama_0802","vo_minigame_1008","0","0","","8038","8"
"0","0","1","11","ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。","119931","6","1","0","8039","8"
"","","","93","1","3","","","","8040","8"
"","0.2","","3","psy_miyako_talk2","119931","1","","","8041","8"
"","","","91","","8039","","","","8042","8"
"","","","22","0","0","","","","8043","8"
"","0.2","","3","psy_miyako_idle","119931","1","","","8044","8"
"","0.2","","3","psy_talk_wish","100411","1","","","8045","8"
"","","","21","vo_minigame_1008_drama_0809","vo_minigame_1008","0","0","","8046","8"
"0","0","0.5","11","いないの？\nそれなら今のうちにイタズラを……","100411","8","1","0","8047","8"
"","","","91","","0","","","","8048","8"
"","0.2","","3","psy_idle_wish","100411","1","","","8049","8"
"","0.2","","3","psy_talk_anger","103631","1","","","8050","8"
"","","","21","vo_minigame_1008_drama_0810","vo_minigame_1008","0","0","","8051","8"
"0","0","0.5","11","お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？","103631","8","1","0","8052","8"
"","","","91","","0","","","","8053","8"
"","0.2","","3","psy_idle_anger","103631","1","","","8054","8"
"","0.2","","3","psy_talk_normal","100411","1","","","8055","8"
"","","","4","0","100411","","","","8056","8"
"","","","21","vo_minigame_1008_drama_0811","vo_minigame_1008","0","0","","8057","8"
"0","0","0.5","11","だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。","100411","8","1","0","8058","8"
"","","","91","","0","","","","8059","8"
"","","","4","1","100411","","","","8060","8"
"","0.2","","3","psy_idle_normal","100411","1","","","8061","8"
"","0.2","","3","psy_talk_joy1","102011","1","","","8062","8"
"","","","21","vo_minigame_1008_drama_0812","vo_minigame_1008","0","0","","8063","8"
"0","0","0.5","11","おにいちゃんが帰ってくるまで\n一緒に遊ぼ～","102011","8","1","0","8064","8"
"","","","91","","0","","","","8065","8"
"","0.2","","3","psy_idle_joy1","102011","1","","","8066","8"
"","0.2","","3","psy_miyako_anger3","119931","1","","","8067","8"
"","","","21","vo_minigame_1008_drama_0803","vo_minigame_1008","0","0","","8068","8"
"0","0","0.5","11","遊ばないの。\nミヤコはプリン作りで忙しいの！","119931","6","1","0","8069","8"
"","","","91","","0","","","","8070","8"
"","","","22","0","0","","","","8071","8"
"","0.2","","3","psy_miyako_idle_anger","119931","1","","","8072","8"
"","0.2","","3","psy_talk_joy2","102011","1","","","8073","8"
"","","","21","vo_minigame_1008_drama_0813","vo_minigame_1008","0","0","","8074","8"
"0","0","0.5","11","プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？","102011","8","1","0","8075","8"
"","","","91","","0","","","","8076","8"
"","0.2","","3","psy_idle_joy2","102011","1","","","8077","8"
"1","0.2","","3","psy_miyako_doya_in","119931","0","psy_miyako_doya_loop","0","8078","8"
"","","","21","vo_minigame_1008_drama_0804","vo_minigame_1008","0","0","","8079","8"
"0","0","0.5","11","ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。","119931","6","1","0","8080","8"
"","","","91","","0","","","","8081","8"
"","","","22","0","0","","","","8082","8"
"","0.2","","3","psy_miyako_doya_idle","119931","1","","","8083","8"
"1","0.2","","3","psy_jump","102011","0","psy_idle_joy1","0.4","8084","8"
"","","","21","vo_minigame_1008_drama_0814","vo_minigame_1008","0","0","","8085","8"
"0","0","0.5","11","わ～い！　やった～！","102011","8","1","0","8086","8"
"","","","91","","0","","","","8087","8"
"","0.2","","3","psy_talk_joy2","100411","1","","","8088","8"
"","","","21","vo_minigame_1008_drama_0815","vo_minigame_1008","0","0","","8089","8"
"0","0","0.5","11","にいちゃんにイタズラする用のプリン\n作っちゃお～！","100411","8","1","0","8090","8"
"","","","91","","0","","","","8091","8"
"","0.2","","3","psy_idle_joy2","100411","1","","","8092","8"
"","0.2","","3","psy_talk_sad","103631","1","","","8093","8"
"","","","21","vo_minigame_1008_drama_0816","vo_minigame_1008","0","0","","8094","8"
"0","0","0.5","11","そ、そんな……\n幽霊とプリン作りなんて……","103631","8","1","0","8095","8"
"","","","91","","0","","","","8096","8"
"","0.2","","3","psy_idle_sad","103631","1","","","8097","8"
"","0.2","","3","psy_talk_normal","100411","1","","","8098","8"
"","","","4","0","100411","","","","8099","8"
"","","","4","0","102011","","","","8100","8"
"","","","21","vo_minigame_1008_drama_0817","vo_minigame_1008","0","0","","8101","8"
"0","0","0.5","11","キョウカはやらないの？","100411","8","1","0","8102","8"
"","","","91","","0","","","","8103","8"
"","0.2","","3","psy_idle_normal","100411","1","","","8104","8"
"","0.2","","3","psy_talk_joy2","102011","1","","","8105","8"
"","","","21","vo_minigame_1008_drama_0818","vo_minigame_1008","0","0","","8106","8"
"0","0","0.5","11","ミミ、キョウカちゃんと一緒に\nプリン作りたいな～","102011","8","1","0","8107","8"
"","","","91","","0","","","","8108","8"
"","0.2","","3","psy_idle_joy2","102011","1","","","8109","8"
"","0.2","","3","psy_talk_sad","103631","1","","","8110","8"
"","","","21","vo_minigame_1008_drama_0819","vo_minigame_1008","0","0","","8111","8"
"0","0","0.5","11","うぅ……わかったよ、\n私も一緒に作ります。","103631","8","1","0","8112","8"
"","","","91","","0","","","","8113","8"
"","0.2","","3","psy_idle_sad","103631","1","","","8114","8"
"","0.2","","3","psy_miyako_joy1","119931","1","","","8115","8"
"","","","21","vo_minigame_1008_drama_0805","vo_minigame_1008","0","0","","8116","8"
"0","0","0.5","11","やったの！\n手下が一気に３人も増えたの！","119931","6","1","0","8117","8"
"","","","91","","0","","","","8118","8"
"","","","22","0","0","","","","8119","8"
"","","","93","","1","","","","8120","8"
"","","","91","","0","","","","8121","8"
"-200","1.7","psy_miyako_idle","1","119931","1","100","-300","0","9001","9"
"-220","1.7","psy_idle_normal","5","1","1","100","185","1","9002","9"
"1","1","","31","11","1","0","0","","9003","9"
"","","","93","","1","","","","9004","9"
"","0.2","","3","psy_miyako_thinking4","119931","1","","","9005","9"
"","","","21","vo_minigame_1008_drama_0901","vo_minigame_1008","0","0","","9006","9"
"0","0","1","11","むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！","119931","5","1","0","9007","9"
"","","","93","1","6","","","","9008","9"
"","0.2","","3","psy_miyako_sad2","119931","1","","","9009","9"
"","","","91","","9007","","","","9010","9"
"","","","22","0","0","","","","9011","9"
"","0.2","","3","psy_miyako_talk_joy1","119931","1","","","9012","9"
"","","","21","vo_minigame_1008_drama_0902","vo_minigame_1008","0","0","","9013","9"
"0","0","0.5","11","オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！","119931","6","1","0","9014","9"
"","","","93","1","6","","","","9015","9"
"1","0.2","","3","psy_miyako_guts2_in","119931","0","psy_miyako_guts2_loop","0","9016","9"
"","","","91","","9014","","","","9017","9"
"","","","22","0","0","","","","9018","9"
"0","0","0","12","11","1","1","0","0","9019","9"
"1","0.2","","3","psy_talk_guts2","1","0","psy_idle_guts2","0","9020","9"
"","","","93","","2","","","","9021","9"
"","","","4","0","1","","","","9022","9"
"","0.2","","3","psy_run","1","1","","","9023","9"
"0","","","2","1000","1","-220","3","","9024","9"
"","","","93","","4","","","","9025","9"
"","","","4","1","1","","","","9026","9"
"","0.2","","3","psy_item01_run","1","1","","","9027","9"
"0","","","2","185","1","-220","3","","9028","9"
"","","","93","","3","","","","9029","9"
"1","0.2","","3","psy_item01_up","1","0","psy_item01_up_loop","0","9030","9"
"","","","93","","0.5","","","","9031","9"
"","","","103","9033","手錠とムチを持ってきた。","0","","","9032","9"
"","0.2","","3","psy_miyako_anger2","119931","1","","","9033","9"
"","","","21","vo_minigame_1008_drama_0903","vo_minigame_1008","0","0","","9034","9"
"0","0","0.5","11","い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！","119931","6","1","0","9035","9"
"","","","91","","0","","","","9036","9"
"","","","22","0","0","","","","9037","9"
"0","0","0","12","10","1","2","0","0","9038","9"
"","0.2","","3","psy_item01_up_loop_talk","1","1","","","9039","9"
"","","","93","","3","","","","9040","9"
"","0.2","","3","psy_item01_up_loop","1","1","","","9041","9"
"","0.2","","3","psy_miyako_thinking4","119931","1","","","9042","9"
"","","","21","vo_minigame_1008_drama_0904","vo_minigame_1008","0","0","","9043","9"
"0","0","0.5","11","…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？","119931","5","1","0","9044","9"
"","","","93","1","6","","","","9045","9"
"","0.2","","3","psy_miyako_talk4","119931","1","","","9046","9"
"","","","91","","9044","","","","9047","9"
"","","","22","0","0","","","","9048","9"
"","","","93","","1","","","","9049","9"
"","","","91","","0","","","","9050","9"
"-200","1.7","psy_miyako_idle","1","119931","1","100","-300","0","10001","10"
"-220","1.7","psy_idle_normal","5","1","1","100","1000","1","10002","10"
"1","1","","31","11","1","0","0","","10003","10"
"","","","93","","2","","","","10004","10"
"","0.2","","3","psy_item02_run","1","1","","","10005","10"
"0","","","2","185","1","-220","3","","10006","10"
"","","","93","","3","","","","10007","10"
"1","0.2","","3","psy_item02_up","1","0","psy_item02_up_loop","0","10008","10"
"","","","93","","0.5","","","","10009","10"
"","","","103","10011","ヒントになりそうなものだよ。","0","","","10010","10"
"","0.2","","3","psy_miyako_anger3","119931","1","","","10011","10"
"","","","21","vo_minigame_1008_drama_1001","vo_minigame_1008","0","0","","10012","10"
"0","0","0.5","11","また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！","119931","5","1","0","10013","10"
"","","","93","1","4","","","","10014","10"
"","0.2","","3","psy_miyako_talk2","119931","1","","","10015","10"
"","","","93","1","2.5","","","","10016","10"
"","0.2","","3","psy_miyako_talk_joy1","119931","1","","","10017","10"
"","","","91","","10013","","","","10018","10"
"","","","22","0","0","","","","10019","10"
"","0.2","","3","psy_miyako_thinking1","119931","1","","","10020","10"
"","","","21","vo_minigame_1008_drama_1002","vo_minigame_1008","0","0","","10021","10"
"0","0","0.5","11","でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。","119931","5","1","0","10022","10"
"","","","91","","0","","","","10023","10"
"","","","22","0","0","","","","10024","10"
"0","0","0","12","6","1","3","0","0","10025","10"
"","0.2","","3","psy_item02_up_loop_talk","1","1","","","10026","10"
"","","","93","","3","","","","10027","10"
"","0.2","","3","psy_item02_up_loop","1","1","","","10028","10"
"","0.2","","3","psy_miyako_sad1","119931","1","","","10029","10"
"","","","21","vo_minigame_1008_drama_1003","vo_minigame_1008","0","0","","10030","10"
"0","0","0.5","11","食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！","119931","6","1","0","10031","10"
"","","","93","1","3","","","","10032","10"
"","0.2","","3","psy_miyako_anger2","119931","1","","","10033","10"
"","","","91","","10031","","","","10034","10"
"","","","22","0","0","","","","10035","10"
"","","","93","","1","","","","10036","10"
"","","","91","","0","","","","10037","10"
"-200","1.7","psy_miyako_idle","1","119931","1","100","-300","0","11001","11"
"-220","1.7","psy_idle_normal","5","1","1","100","1000","1","11002","11"
"1","1","","31","11","1","0","0","","11003","11"
"","","","93","","2","","","","11004","11"
"","0.2","","3","psy_item03_run","1","1","","","11005","11"
"0","","","2","185","1","-220","3","","11006","11"
"","","","93","","3","","","","11007","11"
"1","0.2","","3","psy_item03_up","1","0","psy_item03_up_loop","0","11008","11"
"","","","93","","0.5","","","","11009","11"
"","","","103","11011","ヒントになりそうなものだよ。","0","","","11010","11"
"","0.2","","3","psy_miyako_talk3","119931","1","","","11011","11"
"","","","21","vo_minigame_1008_drama_1101","vo_minigame_1008","0","0","","11012","11"
"0","0","1","11","３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。","119931","6","1","0","11013","11"
"","","","93","1","4","","","","11014","11"
"","0.2","","3","psy_miyako_panic3","119931","1","","","11015","11"
"","","","91","","11013","","","","11016","11"
"","","","22","0","0","","","","11017","11"
"","0.2","","3","psy_miyako_thinking1","119931","1","","","11018","11"
"","","","21","vo_minigame_1008_drama_1102","vo_minigame_1008","0","0","","11019","11"
"0","0","0.5","11","それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？","119931","6","1","0","11020","11"
"","","","91","","0","","","","11021","11"
"","","","22","0","0","","","","11022","11"
"","","","103","11024","台本とシフト表","0","","","11023","11"
"","0.2","","3","psy_miyako_talk4","119931","1","","","11024","11"
"","","","21","vo_minigame_1008_drama_1103","vo_minigame_1008","0","0","","11025","11"
"0","0","0.5","11","……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。","119931","6","1","0","11026","11"
"","","","91","","0","","","","11027","11"
"","","","22","0","0","","","","11028","11"
"","0.2","","3","psy_miyako_sad1","119931","1","","","11029","11"
"","","","21","vo_minigame_1008_drama_1104","vo_minigame_1008","0","0","","11030","11"
"0","0","0.5","11","これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！","119931","6","1","0","11031","11"
"","","","91","","0","","","","11032","11"
"","","","22","0","0","","","","11033","11"
"","0.2","","3","psy_miyako_talk_joy1","119931","1","","","11034","11"
"","","","21","vo_minigame_1008_drama_1105","vo_minigame_1008","0","0","","11035","11"
"0","0","0.5","11","でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！","119931","6","1","0","11036","11"
"","","","93","1","5","","","","11037","11"
"1","0.2","","3","psy_miyako_doya_in","119931","0","psy_miyako_doya_loop","0","11038","11"
"","","","91","","11036","","","","11039","11"
"","","","22","0","0","","","","11040","11"
"","","","93","","1.5","","","","11041","11"
"","","","91","","0","","","","11042","11"
