950a8a5dcfcfece01a4c40229a8932beedee6d17cf583c8d883244b43a8de088,5292afe01a2af0e678d15d824cf645fd461f75c7a50b7dc74e5fa60b565cd3db,f4d968c22b70ffd3a162f91901628a83376e5ea8d707de475e8f62c1c7206eb4,7da95e25258277fad79e3adb530529d74d37cecf44427643824919b071b07be5,546046b734d033b5435f6556e2208d296402bfb275737bdeadaa07b2a5a3475b,f1e517a8566b32d61d3f5a2e29c65491c9e4587fe9e9fdfe0dbcda13464d9fa3,1d6d6c103e76e1e29dfcafab011fdbd6d67d6ff9d90b1fe911060aa8e3c864ce,38ed6e81a401f69dad15d4c7b8f509931e2b83c3146621c3cfa5de5e5778b2aa,360491fc33f59a029962e0acad056b957b68e04a3dc5a48fe2fe71fc560d8592,7d722853d351789098bb1573bc1edba4705821abbbfba81c8ebcc8caa8428d4e,44bcaa7c252ec9ecd11d6c4cb5adf3055b4a280c7a78f7bd2c9da6f3e7371786,5eea9a608f0bc38535809101f477513cc4ec5d918132f348560465728bd22434,8c5917c42f142e9546c2a7454271739e1f0055b42852ba30d546fb0aa57059c6,fc7b1446b34a315892c9e454014fcee3b1e045c7b7e1c627f942a447c13850ab,00c03ada35a463d4de818c0069d210b76aa954502da201bc8859c1b2b56c47c9,ce87a43dbda8f9a5523732104b1d29f209fd201910d92fa24bf8918e27282e42,63c4ea62cfa367ca78d5b769a75284ec92312a0b496fb2fcfbef0b0ff125697b,d6d631e667c08c10dd87db69fa0a083ff81ae3ddcec4896a7ce8c8b6cf849e8d,86ccb4edbc8c7f127590ca5c6c700e5c473aa3f5bc3deab3de30ff3e7adcda2a,cc1d60f268241ab62cf6f9f47d15d79c0c31c0de142cfcf9104f856a8b93db02,27842f9c75309aab3beaddd7a923e76fd7ec3ecdf455c3b21cb4b6575df81d87
"244","90006","300","2","0","1","1024","0","0","4000","151","8","0","31043","2","0","0","91002","0","20","4000"
"245","90006","700","2","0","1","1024","0","0","3500","301","8","0","31043","2","0","0","91002","0","18","3500"
"246","90006","1500","2","0","1","1024","0","0","3000","701","8","0","31043","2","0","0","91002","0","16","3000"
"247","90006","3000","2","0","1","1024","0","0","2500","1501","8","0","31043","2","0","0","91002","0","14","2500"
"248","90006","5000","2","0","1","1024","0","0","2000","3001","8","0","31043","2","0","0","91002","0","12","2000"
"249","90006","7000","2","0","1","1024","0","0","1500","5001","8","0","31043","2","0","0","91002","0","10","1500"
"250","90006","10000","2","0","1","1024","0","0","1000","7001","8","0","31043","2","0","0","91002","0","8","1000"
"251","90006","15000","2","0","1","1024","0","0","750","10001","8","0","31043","2","0","0","91002","0","7","750"
"252","90006","-1","2","0","1","1024","0","0","500","15001","8","0","31043","2","0","0","91002","0","5","500"
"253","90006","50","2","0","1","1025","0","0","5000","1","8","0","31022","2","0","0","91002","0","30","5000"
"254","90006","150","2","0","1","1025","0","0","4500","51","8","0","31022","2","0","0","91002","0","25","4500"
"255","90006","300","2","0","1","1025","0","0","4000","151","8","0","31022","2","0","0","91002","0","20","4000"
"256","90006","700","2","0","1","1025","0","0","3500","301","8","0","31022","2","0","0","91002","0","18","3500"
"257","90006","1500","2","0","1","1025","0","0","3000","701","8","0","31022","2","0","0","91002","0","16","3000"
"258","90006","3000","2","0","1","1025","0","0","2500","1501","8","0","31022","2","0","0","91002","0","14","2500"
"259","90006","5000","2","0","1","1025","0","0","2000","3001","8","0","31022","2","0","0","91002","0","12","2000"
"260","90006","7000","2","0","1","1025","0","0","1500","5001","8","0","31022","2","0","0","91002","0","10","1500"
"261","90006","10000","2","0","1","1025","0","0","1000","7001","8","0","31022","2","0","0","91002","0","8","1000"
"262","90006","15000","2","0","1","1025","0","0","750","10001","8","0","31022","2","0","0","91002","0","7","750"
"263","90006","-1","2","0","1","1025","0","0","500","15001","8","0","31022","2","0","0","91002","0","5","500"
"264","90006","50","2","0","1","1026","0","0","5000","1","8","0","31025","2","0","0","91002","0","30","5000"
"265","90006","150","2","0","1","1026","0","0","4500","51","8","0","31025","2","0","0","91002","0","25","4500"
"266","90006","300","2","0","1","1026","0","0","4000","151","8","0","31025","2","0","0","91002","0","20","4000"
"267","90006","700","2","0","1","1026","0","0","3500","301","8","0","31025","2","0","0","91002","0","18","3500"
"268","90006","1500","2","0","1","1026","0","0","3000","701","8","0","31025","2","0","0","91002","0","16","3000"
"269","90006","3000","2","0","1","1026","0","0","2500","1501","8","0","31025","2","0","0","91002","0","14","2500"
"270","90006","5000","2","0","1","1026","0","0","2000","3001","8","0","31025","2","0","0","91002","0","12","2000"
"271","90006","7000","2","0","1","1026","0","0","1500","5001","8","0","31025","2","0","0","91002","0","10","1500"
"272","90006","10000","2","0","1","1026","0","0","1000","7001","8","0","31025","2","0","0","91002","0","8","1000"
"273","90006","15000","2","0","1","1026","0","0","750","10001","8","0","31025","2","0","0","91002","0","7","750"
"274","90006","-1","2","0","1","1026","0","0","500","15001","8","0","31025","2","0","0","91002","0","5","500"
"275","90006","50","2","0","1","1027","0","0","5000","1","8","0","31018","2","0","0","91002","0","30","5000"
"276","90006","150","2","0","1","1027","0","0","4500","51","8","0","31018","2","0","0","91002","0","25","4500"
"277","90006","300","2","0","1","1027","0","0","4000","151","8","0","31018","2","0","0","91002","0","20","4000"
"278","90006","700","2","0","1","1027","0","0","3500","301","8","0","31018","2","0","0","91002","0","18","3500"
"279","90006","1500","2","0","1","1027","0","0","3000","701","8","0","31018","2","0","0","91002","0","16","3000"
"280","90006","3000","2","0","1","1027","0","0","2500","1501","8","0","31018","2","0","0","91002","0","14","2500"
"281","90006","5000","2","0","1","1027","0","0","2000","3001","8","0","31018","2","0","0","91002","0","12","2000"
"282","90006","7000","2","0","1","1027","0","0","1500","5001","8","0","31018","2","0","0","91002","0","10","1500"
"283","90006","10000","2","0","1","1027","0","0","1000","7001","8","0","31018","2","0","0","91002","0","8","1000"
"284","90006","15000","2","0","1","1027","0","0","750","10001","8","0","31018","2","0","0","91002","0","7","750"
"285","90006","-1","2","0","1","1027","0","0","500","15001","8","0","31018","2","0","0","91002","0","5","500"
"286","90006","50","2","0","1","1028","0","0","5000","1","8","0","31042","2","0","0","91002","0","30","5000"
"287","90006","150","2","0","1","1028","0","0","4500","51","8","0","31042","2","0","0","91002","0","25","4500"
"288","90006","300","2","0","1","1028","0","0","4000","151","8","0","31042","2","0","0","91002","0","20","4000"
"289","90006","700","2","0","1","1028","0","0","3500","301","8","0","31042","2","0","0","91002","0","18","3500"
"290","90006","1500","2","0","1","1028","0","0","3000","701","8","0","31042","2","0","0","91002","0","16","3000"
"291","90006","3000","2","0","1","1028","0","0","2500","1501","8","0","31042","2","0","0","91002","0","14","2500"
"292","90006","5000","2","0","1","1028","0","0","2000","3001","8","0","31042","2","0","0","91002","0","12","2000"
"293","90006","7000","2","0","1","1028","0","0","1500","5001","8","0","31042","2","0","0","91002","0","10","1500"
"294","90006","10000","2","0","1","1028","0","0","1000","7001","8","0","31042","2","0","0","91002","0","8","1000"
"295","90006","15000","2","0","1","1028","0","0","750","10001","8","0","31042","2","0","0","91002","0","7","750"
"296","90006","-1","2","0","1","1028","0","0","500","15001","8","0","31042","2","0","0","91002","0","5","500"
"297","90006","50","2","0","1","1029","0","0","5500","1","8","0","31043","2","0","0","91002","0","35","5500"
"298","90006","150","2","0","1","1029","0","0","5000","51","8","0","31043","2","0","0","91002","0","30","5000"
"299","90006","300","2","0","1","1029","0","0","4500","151","8","0","31043","2","0","0","91002","0","25","4500"
"300","90006","700","2","0","1","1029","0","0","4000","301","8","0","31043","2","0","0","91002","0","20","4000"
"301","90006","1500","2","0","1","1029","0","0","3500","701","8","0","31043","2","0","0","91002","0","18","3500"
"302","90006","3000","2","0","1","1029","0","0","3000","1501","8","0","31043","2","0","0","91002","0","16","3000"
"303","90006","5000","2","0","1","1029","0","0","2500","3001","8","0","31043","2","0","0","91002","0","14","2500"
"304","90006","7000","2","0","1","1029","0","0","2000","5001","8","0","31043","2","0","0","91002","0","12","2000"
"305","90006","10000","2","0","1","1029","0","0","1500","7001","8","0","31043","2","0","0","91002","0","10","1500"
"306","90006","15000","2","0","1","1029","0","0","1000","10001","8","0","31043","2","0","0","91002","0","8","1000"
"307","90006","-1","2","0","1","1029","0","0","750","15001","8","0","31043","2","0","0","91002","0","7","750"
"308","90006","50","2","0","1","1030","0","0","5000","1","8","0","31025","2","0","0","91002","0","30","5000"
"309","90006","150","2","0","1","1030","0","0","4500","51","8","0","31025","2","0","0","91002","0","25","4500"
"310","90006","300","2","0","1","1030","0","0","4000","151","8","0","31025","2","0","0","91002","0","20","4000"
"311","90006","700","2","0","1","1030","0","0","3500","301","8","0","31025","2","0","0","91002","0","18","3500"
"312","90006","1500","2","0","1","1030","0","0","3000","701","8","0","31025","2","0","0","91002","0","16","3000"
"313","90006","3000","2","0","1","1030","0","0","2500","1501","8","0","31025","2","0","0","91002","0","14","2500"
"314","90006","5000","2","0","1","1030","0","0","2000","3001","8","0","31025","2","0","0","91002","0","12","2000"
"315","90006","7000","2","0","1","1030","0","0","1500","5001","8","0","31025","2","0","0","91002","0","10","1500"
"316","90006","10000","2","0","1","1030","0","0","1000","7001","8","0","31025","2","0","0","91002","0","8","1000"
"317","90006","15000","2","0","1","1030","0","0","750","10001","8","0","31025","2","0","0","91002","0","7","750"
"318","90006","-1","2","0","1","1030","0","0","500","15001","8","0","31025","2","0","0","91002","0","5","500"
"319","90006","50","2","0","1","1031","0","0","5000","1","8","0","31022","2","0","0","91002","0","30","5000"
"320","90006","150","2","0","1","1031","0","0","4500","51","8","0","31022","2","0","0","91002","0","25","4500"
"321","90006","300","2","0","1","1031","0","0","4000","151","8","0","31022","2","0","0","91002","0","20","4000"
"322","90006","700","2","0","1","1031","0","0","3500","301","8","0","31022","2","0","0","91002","0","18","3500"
"323","90006","1500","2","0","1","1031","0","0","3000","701","8","0","31022","2","0","0","91002","0","16","3000"
"324","90006","3000","2","0","1","1031","0","0","2500","1501","8","0","31022","2","0","0","91002","0","14","2500"
"325","90006","5000","2","0","1","1031","0","0","2000","3001","8","0","31022","2","0","0","91002","0","12","2000"
"326","90006","7000","2","0","1","1031","0","0","1500","5001","8","0","31022","2","0","0","91002","0","10","1500"
"327","90006","10000","2","0","1","1031","0","0","1000","7001","8","0","31022","2","0","0","91002","0","8","1000"
"328","90006","15000","2","0","1","1031","0","0","750","10001","8","0","31022","2","0","0","91002","0","7","750"
"329","90006","-1","2","0","1","1031","0","0","500","15001","8","0","31022","2","0","0","91002","0","5","500"
"330","90006","50","2","0","1","1032","0","0","5000","1","8","0","31018","2","0","0","91002","0","30","5000"
"331","90006","150","2","0","1","1032","0","0","4500","51","8","0","31018","2","0","0","91002","0","25","4500"
"332","90006","300","2","0","1","1032","0","0","4000","151","8","0","31018","2","0","0","91002","0","20","4000"
"333","90006","700","2","0","1","1032","0","0","3500","301","8","0","31018","2","0","0","91002","0","18","3500"
"334","90006","1500","2","0","1","1032","0","0","3000","701","8","0","31018","2","0","0","91002","0","16","3000"
"335","90006","3000","2","0","1","1032","0","0","2500","1501","8","0","31018","2","0","0","91002","0","14","2500"
"336","90006","5000","2","0","1","1032","0","0","2000","3001","8","0","31018","2","0","0","91002","0","12","2000"
"337","90006","7000","2","0","1","1032","0","0","1500","5001","8","0","31018","2","0","0","91002","0","10","1500"
"338","90006","10000","2","0","1","1032","0","0","1000","7001","8","0","31018","2","0","0","91002","0","8","1000"
"339","90006","15000","2","0","1","1032","0","0","750","10001","8","0","31018","2","0","0","91002","0","7","750"
"340","90006","-1","2","0","1","1032","0","0","500","15001","8","0","31018","2","0","0","91002","0","5","500"
"341","90006","50","2","0","1","1033","0","0","5000","1","8","0","31042","2","0","0","91002","0","30","5000"
"342","90006","150","2","0","1","1033","0","0","4500","51","8","0","31042","2","0","0","91002","0","25","4500"
"343","90006","300","2","0","1","1033","0","0","4000","151","8","0","31042","2","0","0","91002","0","20","4000"
"344","90006","700","2","0","1","1033","0","0","3500","301","8","0","31042","2","0","0","91002","0","18","3500"
"345","90006","1500","2","0","1","1033","0","0","3000","701","8","0","31042","2","0","0","91002","0","16","3000"
"346","90006","3000","2","0","1","1033","0","0","2500","1501","8","0","31042","2","0","0","91002","0","14","2500"
"347","90006","5000","2","0","1","1033","0","0","2000","3001","8","0","31042","2","0","0","91002","0","12","2000"
"348","90006","7000","2","0","1","1033","0","0","1500","5001","8","0","31042","2","0","0","91002","0","10","1500"
"349","90006","10000","2","0","1","1033","0","0","1000","7001","8","0","31042","2","0","0","91002","0","8","1000"
"350","90006","15000","2","0","1","1033","0","0","750","10001","8","0","31042","2","0","0","91002","0","7","750"
"351","90006","-1","2","0","1","1033","0","0","500","15001","8","0","31042","2","0","0","91002","0","5","500"
"352","90006","50","2","0","1","1034","0","0","5000","1","8","0","31043","2","0","0","91002","0","30","5000"
"353","90006","150","2","0","1","1034","0","0","4500","51","8","0","31043","2","0","0","91002","0","25","4500"
"354","90006","300","2","0","1","1034","0","0","4000","151","8","0","31043","2","0","0","91002","0","20","4000"
"355","90006","700","2","0","1","1034","0","0","3500","301","8","0","31043","2","0","0","91002","0","18","3500"
"356","90006","1500","2","0","1","1034","0","0","3000","701","8","0","31043","2","0","0","91002","0","16","3000"
"357","90006","3000","2","0","1","1034","0","0","2500","1501","8","0","31043","2","0","0","91002","0","14","2500"
"358","90006","5000","2","0","1","1034","0","0","2000","3001","8","0","31043","2","0","0","91002","0","12","2000"
"359","90006","7000","2","0","1","1034","0","0","1500","5001","8","0","31043","2","0","0","91002","0","10","1500"
"360","90006","10000","2","0","1","1034","0","0","1000","7001","8","0","31043","2","0","0","91002","0","8","1000"
"361","90006","15000","2","0","1","1034","0","0","750","10001","8","0","31043","2","0","0","91002","0","7","750"
"362","90006","-1","2","0","1","1034","0","0","500","15001","8","0","31043","2","0","0","91002","0","5","500"
"363","90006","50","2","0","1","1035","0","0","5000","1","8","0","31025","2","0","0","91002","0","30","5000"
"364","90006","150","2","0","1","1035","0","0","4500","51","8","0","31025","2","0","0","91002","0","25","4500"
"365","90006","300","2","0","1","1035","0","0","4000","151","8","0","31025","2","0","0","91002","0","20","4000"
"366","90006","700","2","0","1","1035","0","0","3500","301","8","0","31025","2","0","0","91002","0","18","3500"
"367","90006","1500","2","0","1","1035","0","0","3000","701","8","0","31025","2","0","0","91002","0","16","3000"
"368","90006","3000","2","0","1","1035","0","0","2500","1501","8","0","31025","2","0","0","91002","0","14","2500"
"369","90006","5000","2","0","1","1035","0","0","2000","3001","8","0","31025","2","0","0","91002","0","12","2000"
"370","90006","7000","2","0","1","1035","0","0","1500","5001","8","0","31025","2","0","0","91002","0","10","1500"
"371","90006","10000","2","0","1","1035","0","0","1000","7001","8","0","31025","2","0","0","91002","0","8","1000"
"372","90006","15000","2","0","1","1035","0","0","750","10001","8","0","31025","2","0","0","91002","0","7","750"
"373","90006","-1","2","0","1","1035","0","0","500","15001","8","0","31025","2","0","0","91002","0","5","500"
"374","90006","50","2","0","1","1036","0","0","5000","1","8","0","31022","2","0","0","91002","0","30","5000"
"375","90006","150","2","0","1","1036","0","0","4500","51","8","0","31022","2","0","0","91002","0","25","4500"
"376","90006","300","2","0","1","1036","0","0","4000","151","8","0","31022","2","0","0","91002","0","20","4000"
"377","90006","700","2","0","1","1036","0","0","3500","301","8","0","31022","2","0","0","91002","0","18","3500"
"378","90006","1500","2","0","1","1036","0","0","3000","701","8","0","31022","2","0","0","91002","0","16","3000"
"379","90006","3000","2","0","1","1036","0","0","2500","1501","8","0","31022","2","0","0","91002","0","14","2500"
"380","90006","5000","2","0","1","1036","0","0","2000","3001","8","0","31022","2","0","0","91002","0","12","2000"
"381","90006","7000","2","0","1","1036","0","0","1500","5001","8","0","31022","2","0","0","91002","0","10","1500"
"382","90006","10000","2","0","1","1036","0","0","1000","7001","8","0","31022","2","0","0","91002","0","8","1000"
"383","90006","15000","2","0","1","1036","0","0","750","10001","8","0","31022","2","0","0","91002","0","7","750"
"384","90006","-1","2","0","1","1036","0","0","500","15001","8","0","31022","2","0","0","91002","0","5","500"
"385","90006","100","2","0","1","1037","0","0","5000","1","8","0","31018","2","0","0","91002","0","30","5000"
"386","90006","300","2","0","1","1037","0","0","4500","101","8","0","31018","2","0","0","91002","0","25","4500"
"387","90006","500","2","0","1","1037","0","0","4000","301","8","0","31018","2","0","0","91002","0","20","4000"
"388","90006","1000","2","0","1","1037","0","0","3500","501","8","0","31018","2","0","0","91002","0","18","3500"
"389","90006","2000","2","0","1","1037","0","0","3000","1001","8","0","31018","2","0","0","91002","0","16","3000"
"390","90006","4500","2","0","1","1037","0","0","2500","2001","8","0","31018","2","0","0","91002","0","14","2500"
"391","90006","7000","2","0","1","1037","0","0","2000","4501","8","0","31018","2","0","0","91002","0","12","2000"
"392","90006","10000","2","0","1","1037","0","0","1500","7001","8","0","31018","2","0","0","91002","0","10","1500"
"393","90006","15000","2","0","1","1037","0","0","1000","10001","8","0","31018","2","0","0","91002","0","8","1000"
"394","90006","20000","2","0","1","1037","0","0","750","15001","8","0","31018","2","0","0","91002","0","7","750"
"395","90006","-1","2","0","1","1037","0","0","500","20001","8","0","31018","2","0","0","91002","0","5","500"
"396","90006","100","2","0","1","1038","0","0","5000","1","8","0","31043","2","0","0","91002","0","30","5000"
"397","90006","300","2","0","1","1038","0","0","4500","101","8","0","31043","2","0","0","91002","0","25","4500"
"398","90006","500","2","0","1","1038","0","0","4000","301","8","0","31043","2","0","0","91002","0","20","4000"
"399","90006","1000","2","0","1","1038","0","0","3500","501","8","0","31043","2","0","0","91002","0","18","3500"
"400","90006","2000","2","0","1","1038","0","0","3000","1001","8","0","31043","2","0","0","91002","0","16","3000"
"401","90006","4500","2","0","1","1038","0","0","2500","2001","8","0","31043","2","0","0","91002","0","14","2500"
"402","90006","7000","2","0","1","1038","0","0","2000","4501","8","0","31043","2","0","0","91002","0","12","2000"
"403","90006","10000","2","0","1","1038","0","0","1500","7001","8","0","31043","2","0","0","91002","0","10","1500"
"404","90006","15000","2","0","1","1038","0","0","1000","10001","8","0","31043","2","0","0","91002","0","8","1000"
"405","90006","20000","2","0","1","1038","0","0","750","15001","8","0","31043","2","0","0","91002","0","7","750"
"406","90006","-1","2","0","1","1038","0","0","500","20001","8","0","31043","2","0","0","91002","0","5","500"
"407","90006","100","2","0","1","1039","0","0","5000","1","8","0","31025","2","0","0","91002","0","30","5000"
"408","90006","300","2","0","1","1039","0","0","4500","101","8","0","31025","2","0","0","91002","0","25","4500"
"409","90006","500","2","0","1","1039","0","0","4000","301","8","0","31025","2","0","0","91002","0","20","4000"
"410","90006","1000","2","0","1","1039","0","0","3500","501","8","0","31025","2","0","0","91002","0","18","3500"
"411","90006","2000","2","0","1","1039","0","0","3000","1001","8","0","31025","2","0","0","91002","0","16","3000"
"412","90006","4500","2","0","1","1039","0","0","2500","2001","8","0","31025","2","0","0","91002","0","14","2500"
"413","90006","7000","2","0","1","1039","0","0","2000","4501","8","0","31025","2","0","0","91002","0","12","2000"
"414","90006","10000","2","0","1","1039","0","0","1500","7001","8","0","31025","2","0","0","91002","0","10","1500"
"415","90006","15000","2","0","1","1039","0","0","1000","10001","8","0","31025","2","0","0","91002","0","8","1000"
"416","90006","20000","2","0","1","1039","0","0","750","15001","8","0","31025","2","0","0","91002","0","7","750"
"417","90006","-1","2","0","1","1039","0","0","500","20001","8","0","31025","2","0","0","91002","0","5","500"
"418","90006","100","2","0","1","1040","0","0","5000","1","8","0","31042","2","0","0","91002","0","30","5000"
"419","90006","300","2","0","1","1040","0","0","4500","101","8","0","31042","2","0","0","91002","0","25","4500"
"420","90006","500","2","0","1","1040","0","0","4000","301","8","0","31042","2","0","0","91002","0","20","4000"
"421","90006","1000","2","0","1","1040","0","0","3500","501","8","0","31042","2","0","0","91002","0","18","3500"
"422","90006","2000","2","0","1","1040","0","0","3000","1001","8","0","31042","2","0","0","91002","0","16","3000"
"423","90006","4500","2","0","1","1040","0","0","2500","2001","8","0","31042","2","0","0","91002","0","14","2500"
"424","90006","7000","2","0","1","1040","0","0","2000","4501","8","0","31042","2","0","0","91002","0","12","2000"
"425","90006","10000","2","0","1","1040","0","0","1500","7001","8","0","31042","2","0","0","91002","0","10","1500"
"426","90006","15000","2","0","1","1040","0","0","1000","10001","8","0","31042","2","0","0","91002","0","8","1000"
"427","90006","20000","2","0","1","1040","0","0","750","15001","8","0","31042","2","0","0","91002","0","7","750"
"428","90006","-1","2","0","1","1040","0","0","500","20001","8","0","31042","2","0","0","91002","0","5","500"
"429","90006","100","2","0","1","1041","0","0","5000","1","8","0","31022","2","0","0","91002","0","30","5000"
"430","90006","300","2","0","1","1041","0","0","4500","101","8","0","31022","2","0","0","91002","0","25","4500"
"431","90006","500","2","0","1","1041","0","0","4000","301","8","0","31022","2","0","0","91002","0","20","4000"
"432","90006","1000","2","0","1","1041","0","0","3500","501","8","0","31022","2","0","0","91002","0","18","3500"
"433","90006","2000","2","0","1","1041","0","0","3000","1001","8","0","31022","2","0","0","91002","0","16","3000"
"434","90006","4500","2","0","1","1041","0","0","2500","2001","8","0","31022","2","0","0","91002","0","14","2500"
"435","90006","7000","2","0","1","1041","0","0","2000","4501","8","0","31022","2","0","0","91002","0","12","2000"
"436","90006","10000","2","0","1","1041","0","0","1500","7001","8","0","31022","2","0","0","91002","0","10","1500"
"437","90006","15000","2","0","1","1041","0","0","1000","10001","8","0","31022","2","0","0","91002","0","8","1000"
"438","90006","20000","2","0","1","1041","0","0","750","15001","8","0","31022","2","0","0","91002","0","7","750"
"439","90006","-1","2","0","1","1041","0","0","500","20001","8","0","31022","2","0","0","91002","0","5","500"
"440","90006","100","2","0","1","1042","0","0","5000","1","8","0","31043","2","0","0","91002","0","30","5000"
"441","90006","300","2","0","1","1042","0","0","4500","101","8","0","31043","2","0","0","91002","0","25","4500"
"442","90006","500","2","0","1","1042","0","0","4000","301","8","0","31043","2","0","0","91002","0","20","4000"
"443","90006","1000","2","0","1","1042","0","0","3500","501","8","0","31043","2","0","0","91002","0","18","3500"
"444","90006","2000","2","0","1","1042","0","0","3000","1001","8","0","31043","2","0","0","91002","0","16","3000"
"445","90006","4500","2","0","1","1042","0","0","2500","2001","8","0","31043","2","0","0","91002","0","14","2500"
"446","90006","7000","2","0","1","1042","0","0","2000","4501","8","0","31043","2","0","0","91002","0","12","2000"
"447","90006","10000","2","0","1","1042","0","0","1500","7001","8","0","31043","2","0","0","91002","0","10","1500"
"448","90006","15000","2","0","1","1042","0","0","1000","10001","8","0","31043","2","0","0","91002","0","8","1000"
"449","90006","20000","2","0","1","1042","0","0","750","15001","8","0","31043","2","0","0","91002","0","7","750"
"450","90006","-1","2","0","1","1042","0","0","500","20001","8","0","31043","2","0","0","91002","0","5","500"
"451","90006","100","2","0","1","1043","0","0","5000","1","8","0","31018","2","0","0","91002","0","30","5000"
"452","90006","300","2","0","1","1043","0","0","4500","101","8","0","31018","2","0","0","91002","0","25","4500"
"453","90006","500","2","0","1","1043","0","0","4000","301","8","0","31018","2","0","0","91002","0","20","4000"
"454","90006","1000","2","0","1","1043","0","0","3500","501","8","0","31018","2","0","0","91002","0","18","3500"
"455","90006","2000","2","0","1","1043","0","0","3000","1001","8","0","31018","2","0","0","91002","0","16","3000"
"456","90006","4500","2","0","1","1043","0","0","2500","2001","8","0","31018","2","0","0","91002","0","14","2500"
"457","90006","7000","2","0","1","1043","0","0","2000","4501","8","0","31018","2","0","0","91002","0","12","2000"
"458","90006","10000","2","0","1","1043","0","0","1500","7001","8","0","31018","2","0","0","91002","0","10","1500"
"459","90006","15000","2","0","1","1043","0","0","1000","10001","8","0","31018","2","0","0","91002","0","8","1000"
"460","90006","20000","2","0","1","1043","0","0","750","15001","8","0","31018","2","0","0","91002","0","7","750"
"461","90006","-1","2","0","1","1043","0","0","500","20001","8","0","31018","2","0","0","91002","0","5","500"
"462","90006","100","2","0","1","1044","0","0","5000","1","8","0","31025","2","0","0","91002","0","30","5000"
"463","90006","300","2","0","1","1044","0","0","4500","101","8","0","31025","2","0","0","91002","0","25","4500"
"464","90006","500","2","0","1","1044","0","0","4000","301","8","0","31025","2","0","0","91002","0","20","4000"
"465","90006","1000","2","0","1","1044","0","0","3500","501","8","0","31025","2","0","0","91002","0","18","3500"
"466","90006","2000","2","0","1","1044","0","0","3000","1001","8","0","31025","2","0","0","91002","0","16","3000"
"467","90006","4500","2","0","1","1044","0","0","2500","2001","8","0","31025","2","0","0","91002","0","14","2500"
"468","90006","7000","2","0","1","1044","0","0","2000","4501","8","0","31025","2","0","0","91002","0","12","2000"
"469","90006","10000","2","0","1","1044","0","0","1500","7001","8","0","31025","2","0","0","91002","0","10","1500"
"470","90006","15000","2","0","1","1044","0","0","1000","10001","8","0","31025","2","0","0","91002","0","8","1000"
"471","90006","20000","2","0","1","1044","0","0","750","15001","8","0","31025","2","0","0","91002","0","7","750"
"472","90006","-1","2","0","1","1044","0","0","500","20001","8","0","31025","2","0","0","91002","0","5","500"
"473","90006","100","2","0","1","1045","0","0","5000","1","8","0","31042","2","0","0","91002","0","30","5000"
"474","90006","300","2","0","1","1045","0","0","4500","101","8","0","31042","2","0","0","91002","0","25","4500"
"475","90006","500","2","0","1","1045","0","0","4000","301","8","0","31042","2","0","0","91002","0","20","4000"
"476","90006","1000","2","0","1","1045","0","0","3500","501","8","0","31042","2","0","0","91002","0","18","3500"
"477","90006","2000","2","0","1","1045","0","0","3000","1001","8","0","31042","2","0","0","91002","0","16","3000"
"478","90006","4500","2","0","1","1045","0","0","2500","2001","8","0","31042","2","0","0","91002","0","14","2500"
"479","90006","7000","2","0","1","1045","0","0","2000","4501","8","0","31042","2","0","0","91002","0","12","2000"
"480","90006","10000","2","0","1","1045","0","0","1500","7001","8","0","31042","2","0","0","91002","0","10","1500"
"481","90006","15000","2","0","1","1045","0","0","1000","10001","8","0","31042","2","0","0","91002","0","8","1000"
"482","90006","20000","2","0","1","1045","0","0","750","15001","8","0","31042","2","0","0","91002","0","7","750"
"483","90006","-1","2","0","1","1045","0","0","500","20001","8","0","31042","2","0","0","91002","0","5","500"
"484","90006","100","2","0","1","1046","0","0","5000","1","8","0","31022","2","0","0","91002","0","30","5000"
"485","90006","300","2","0","1","1046","0","0","4500","101","8","0","31022","2","0","0","91002","0","25","4500"
"486","90006","500","2","0","1","1046","0","0","4000","301","8","0","31022","2","0","0","91002","0","20","4000"
"487","90006","1000","2","0","1","1046","0","0","3500","501","8","0","31022","2","0","0","91002","0","18","3500"
"488","90006","2000","2","0","1","1046","0","0","3000","1001","8","0","31022","2","0","0","91002","0","16","3000"
"489","90006","4500","2","0","1","1046","0","0","2500","2001","8","0","31022","2","0","0","91002","0","14","2500"
"490","90006","7000","2","0","1","1046","0","0","2000","4501","8","0","31022","2","0","0","91002","0","12","2000"
"491","90006","10000","2","0","1","1046","0","0","1500","7001","8","0","31022","2","0","0","91002","0","10","1500"
"492","90006","15000","2","0","1","1046","0","0","1000","10001","8","0","31022","2","0","0","91002","0","8","1000"
"493","90006","20000","2","0","1","1046","0","0","750","15001","8","0","31022","2","0","0","91002","0","7","750"
"494","90006","-1","2","0","1","1046","0","0","500","20001","8","0","31022","2","0","0","91002","0","5","500"
"495","90006","100","2","0","1","1047","0","0","5000","1","8","0","31043","2","0","0","91002","0","30","5000"
"496","90006","300","2","0","1","1047","0","0","4500","101","8","0","31043","2","0","0","91002","0","25","4500"
"497","90006","500","2","0","1","1047","0","0","4000","301","8","0","31043","2","0","0","91002","0","20","4000"
"498","90006","1000","2","0","1","1047","0","0","3500","501","8","0","31043","2","0","0","91002","0","18","3500"
"499","90006","2000","2","0","1","1047","0","0","3000","1001","8","0","31043","2","0","0","91002","0","16","3000"
"500","90006","4500","2","0","1","1047","0","0","2500","2001","8","0","31043","2","0","0","91002","0","14","2500"
