66fb4bff8a2b8f5d1fe20013830fdb8e666bee12c1aadc19e717652665d7f784,1d0ef7e8fbd3747933fd1ed43f241b8fd69ee70f3ded49d7791d6ad0304fc440,44a11f288b225389a6eb75ea3de78a6d9e90e96ec00983a046c4aa7446439ee1,f0f2ecaf916e1c05cda0d38e7fc2825e669893825f3cc9ef80c5f01d292f8816,a4e677e07e45a2b9389f2a91c7b5266e6bd766f8a6faf13b8f8b925fa28de80b,91942961f34e2e16d12696a18d7a2012b9790cff9afc05e768257e1469d55ed9,e3b004029f2c209bd246a0bb071876d4199baf764d9ce8797971ab371832c2e5,068dcb82d6752e9c64ac1d08a75eb73c3338389f676f6ea5b9fdd8a71ddbd9e0,f5bfee6a2491732b8919fa5a3a7b208e3d443914c370cc156c6dd74d2004cdd5,9b6c0bcb59a334ed5fa08987de03346e760c158236c55e40094e39a2f1e930b7,5f64144b8beba84c41c1d918bb80fa812e5d667b89159071d30dd866bdb20736
"12019","21","12","","0","vo_alces_1201","","","","0","vo_alces"
"12020","11","12","0","1","すごい剣幕で聞く耳なさそうだし…\nこうなったら『透明になる薬』よ！","0","1.6","0","10","1"
"12021","91","12","","0","","","","","0","0"
"12022","3","12","","","luis_drink","0.2","","","0","1"
"12023","22","12","","","0.5","","","","","0"
"12024","93","12","","","0","","","","","1.6"
"12025","21","12","","0","vo_alces_1202","","","","0","vo_alces"
"12026","11","12","0","1","ごくんっ！！","0","0.5","0","10","1"
"12027","93","12","","","0","","","","","2"
"12028","23","12","","","se_alces_invisible","","","","","se_alces"
"12029","32","12","","","1","","","","","12"
"12030","6","12","0","1","1","0.2","","0","1","1"
"12031","93","12","","","0","","","","","1.8"
"12032","2","12","","2","250","","","0","-190","105111"
"12033","2","12","","2","250","","","0","-190","1002"
"12034","3","12","","","mitsuki_run_dash_noface","0.2","","","1","105111"
"12035","3","12","","","mitsuki_run_dash","0.2","","","1","1002"
"12036","93","12","","","0","","","","","2"
"12037","3","12","","","mitsuki_anger_talk_noface","0.2","","","1","105111"
"12038","3","12","","","mitsuki_anger_talk","0.2","","","1","1002"
"12039","21","12","","0","vo_alces_1203","","","","0","vo_alces"
"12040","11","12","0","1","追いつめたわよ錬金術師！","0","0.5","0","10","105111"
"12041","91","12","","0","","","","","0","0"
"12042","22","12","","","0.5","","","","","0"
"12043","3","12","0","sad_talk_anger","mitsuki_look_in_noface","0.2","","1","0","105111"
"12044","3","12","","","mitsuki_look_in","0.2","","","0","1002"
"12045","93","12","","","0","","","","","1.5"
"12046","21","12","","0","vo_alces_1204","","","","0","vo_alces"
"12047","11","12","0","1","…ちっ、逃がしたみたいね…","0","1.2","0","10","105111"
"12048","91","12","","0","","","","","0","0"
"12049","3","12","0","mitsuki_armcrossed_talk_noface","mitsuki_armcrossed_in_noface","0.2","","1","0","105111"
"12050","3","12","0","mitsuki_armcrossed_talk","mitsuki_armcrossed_in","0.2","","1","0","1002"
"12051","21","12","","0","vo_alces_1205","","","","0","vo_alces"
"12052","11","12","0","1","まったく、\n何の科学的根拠もないもので\n商いをするなんて…\n私は認めないわ","0","2.3","0","10","105111"
"12053","91","12","","0","","","","","0","0"
"12054","3","12","","","mitsuki_ecstatic_talk_noface","0.2","","","1","105111"
"12055","3","12","","","mitsuki_ecstatic_talk","0.2","","","1","1002"
"12056","21","12","","0","vo_alces_1206","","","","0","vo_alces"
"12057","11","12","0","1","……あの魔女ばあさんの孫娘か。\n油断ならないみたいね。\n【アルケス錬金堂】……！","0","1","0","10","105111"
"12058","91","12","","0","","","","","0","0"
"12059","22","12","","","0.5","","","","","0"
"12060","3","12","0","mitsuki_walkR_noface","mitsuki_turnR_noface","0.2","","1","0","105111"
"12061","3","12","0","mitsuki_walkR","mitsuki_turnR","0.2","","1","0","1002"
"12062","2","12","","5","1050","","","0","-190","105111"
"12063","2","12","","5","1050","","","0","-190","1002"
"12064","93","12","","","0","","","","","4.5"
"12065","3","12","","","idle_normal_Ex0001","0.2","","","1","1"
"12066","23","12","","","se_alces_invisible","","","","","se_alces"
"12067","32","12","","","0","","","","","12"
"12068","32","12","","","1","","","","","12"
"12069","93","12","","","0","","","","","0.1"
"12070","6","12","0","1","1","0.3","","1","1","1"
"12071","93","12","","","0","","","","","1.5"
"12072","23","12","","","se_alces_breath","","","","","se_alces"
"12073","3","12","0","relief_idle","relief_in","0.2","","1","0","1"
"12074","3","12","","","relief_in","","","","0","1001"
"12075","22","12","","","0","","","","","0"
"12076","93","12","","","0","","","","","3"
"12077","101","12","","0","","","","","0","12076"
"15001","5","15","0","100","2","1.43","walk_jog_talkjoy2","-130","100","2"
"15002","5","15","1","400","3","1.4","sit_readPaper","-130","101","3"
"15003","91","15","","","0","","","","","0"
"15004","2","15","","0.8","235","","","0","-130","2"
"15005","93","15","","0","0","","","","0","0.5"
"15006","21","15","","0","vo_alces_1500","","","","0","vo_alces"
"15007","11","15","0","1","お使い行ってきたよ～\nソノおばちゃ～ん","0","0.5","0","10","2"
"15008","93","15","","","0","","","","","0.3"
"15009","3","15","","","talk_normal","0.2","","","1","2"
"15010","91","15","","","","","","","","15007"
"15011","22","15","","","0.5","","","","","0"
"15012","3","15","","","idle_normal","0.2","","","1","2"
"15013","93","15","","","0","","","","","1"
"15014","3","15","0","sit_readPaper","sit_readPaperTurn","0.2","","1","0","3"
"15015","93","15","","","0","","","","","0.5"
"15016","21","15","","0","vo_alces_1501","","","","0","vo_alces"
"15017","11","15","0","1","……ソノおばちゃ～ん！","0","0.5","0","10","2"
"15018","93","15","","","0","","","","","0.3"
"15019","3","15","0","idle_normal","smile_normal","0.2","","1","0","2"
"15020","91","15","","0","","","","","0","15017"
"15021","22","15","","","0.5","","","","","0"
"15022","93","15","","","0","","","","","0.5"
"15023","3","15","","","sad_idle_surprise","0.2","","","1","2"
"15024","93","15","","","1","","","","","1"
"15025","3","15","0","sit_readPaper","sit_readPaperTurn","0.2","","1","0","3"
"15026","93","15","","","0","","","","","1.2"
"15027","3","15","","","anger_talk_pain","0.2","","","1","2"
"15028","21","15","","0","vo_alces_1502","","","","0","vo_alces"
"15029","11","15","0","1","ソノおばちゃーんっ！！！","0","0.5","0","10","2"
"15030","91","15","","0","","","","","0","0"
"15031","22","15","","","0.5","","","","","0"
"15032","3","15","","","anger_idle_angerR","0.2","","","1","2"
"15033","93","15","","","1","","","","","1.2"
"15034","23","15","","","se_alces_emotion_quiet","","","","","se_alces"
"15035","12","15","0","0","12","10","","0","1","3"
"15036","93","15","","","0","","","","","2.5"
"15037","23","15","","","se_alces_emotion_notice","","","","","se_alces"
"15038","12","15","0","0","10","0","","0","0.3","2"
"15039","3","15","0","notice_loop_talk2","notice_in_talk2","0.2","","1","0","2"
"15040","93","15","","","0","","","","","1.4"
"15041","3","15","","","talk_normal_normal2","0.2","","","1","2"
"15042","21","15","","0","vo_alces_1503","","","","0","vo_alces"
"15043","11","15","0","1","ソノおねーちゃん","0","0.5","0","10","2"
"15044","91","15","","0","","","","","0","0"
"15045","3","15","","","idle_normal","0.2","","","1","2"
"15046","3","15","","","sit_out_smile","0.2","","","1","3"
"15047","93","15","","","1","","","","","0.5"
"15048","3","15","0","sono_cool_talk","sono_cool_in","0.2","","1","0","3"
"15049","3","15","","","surprise_idle_shy","0.2","","","1","2"
"15050","21","15","","0","vo_alces_1504","","","","0","vo_alces"
"15051","11","15","0","1","はい、どうもありがとう。\nこれ、ソノおねーちゃんからの\nお小遣いね♪","0","2.2","0","10","3"
"15052","91","15","","0","","","","","0","0"
"15053","22","15","","","0.5","","","","","0"
"15054","3","15","0","sono_armcrossed_idle","sono_armcrossed_in","0.2","","1","0","3"
"15055","93","15","","","0","","","","","0.5"
"15056","23","15","","","se_alces_emotion_sweat","","","","","se_alces"
"15057","12","15","0","0","2","0","","0","1.5","2"
"15058","3","15","","","talk_normal_nervous","0.2","","","1","2"
"15059","93","15","","","0","","","","","0.8"
"15060","3","15","","","sono_armcrossed_talk","0.2","","","1","3"
"15061","93","15","","","0","","","","","1.7"
"15062","3","15","","","iroha_idle_Ex0001","0.2","","","1","2"
"15063","3","15","","","sono_armcrossed_idle","0.2","","","1","3"
"15064","93","15","","","0","","","","","1"
"15065","22","15","","","0","","","","","0"
"15066","93","15","","","0","","","","","3"
"15067","101","15","","0","","","","","0","15066"
"16001","5","16","1","150","5","1.45","iroha_idle_dere_glass","-160","103","5"
"16002","31","16","","-160","11","0","","1","150","11"
"16003","5","16","1","150","1001","1.45","empty","-160","104","10"
"16004","5","16","1","1000","3","1.41","sono_walk_scare","-160","102","3"
"16005","5","16","1","300","1002","1.41","empty","-160","103","10"
"16006","13","16","","","130","","","","110","3"
"16007","1","16","0","-50","132211","1.42","idle_normal","-150","100","1"
"16008","5","16","0","-50","1003","1.42","empty","-150","101","10"
"16009","91","16","","","0","","","","","0"
"16010","3","16","0","iroha_doya_talk_glass","iroha_doya_in_glass","0.2","","1","0","5"
"16011","93","16","","","0","","","","","0.5"
"16012","21","16","","0","vo_alces_1600","","","","0","vo_alces"
"16013","11","16","0","1","ねーねー私きれい？\n大人っぽい？\nせくしーだいなまいつ？","0","4.9","0","10","5"
"16014","91","16","","0","","","","","0","0"
"16015","3","16","","","iroha_doya_idle_glass","0.2","","","1","5"
"16016","3","16","","","surprise_talk","0.2","","","1","132211"
"16017","21","16","","0","vo_alces_1601","","","","0","vo_alces"
"16018","11","16","0","1","ど…どうしたのイロハちゃん？\n…あ、もしかしてソノさんと\n入れ替わってる？","0","0.8","0","10","132211"
"16019","91","16","","0","","","","","0","0"
"16020","3","16","","","surprise_idle","0.2","","","1","132211"
"16021","3","16","0","iroha_cool_talk_glass","iroha_cool_in_glass","0.2","","1","0","5"
"16022","21","16","","0","vo_alces_1602","","","","0","vo_alces"
"16023","11","16","0","1","そうよー私はソノよ。\nないすばでぃーでしょ？","0","1.6","0","10","5"
"16024","91","16","","0","","","","","0","0"
"16025","22","16","","","0.5","","","","","0"
"16026","2","16","","4","300","","","0","-160","3"
"16027","3","16","0.2","sono_armcrossed_idle","sono_walk_scare","0.2","","1","0","3"
"16028","3","16","0","iroha_armcrossed_talk_glass","iroha_armcrossed_in_glass","0.2","","1","0","5"
"16029","93","16","","","0","","","","","0.5"
"16030","3","16","0","surprise2_idle","surprise2_in","0.2","","1","0","132211"
"16031","21","16","","0","vo_alces_1603","","","","0","vo_alces"
"16032","11","16","0","1","じゃ、ちょっと遊んでくるわ～\n虫取…じゃなくて大人の社交場に♪","0","3.9","0","10","5"
"16033","91","16","","0","","","","","0","16027"
"16034","91","16","","0","","","","","0","16032"
"16035","22","16","","","0.5","","","","","0"
"16036","23","16","","","se_alces_surprise","","","","","se_alces"
"16037","3","16","0","iroha_shock_loop","iroha_shock_in","0.2","","1","0","5"
"16038","3","16","","","iroha_shock_in","0.2","","","0","1001"
"16039","93","16","","","0","","","","","1"
"16040","3","16","","","sono_armcrossed_talk","0.2","","","1","3"
"16041","21","16","","0","vo_alces_1604","","","","0","vo_alces"
"16042","11","16","0","1","…私のフリしてどこ行くのかしら？\nイロハちゃん？","0","1.7","0","10","3"
"16043","91","16","","0","","","","","0","0"
"16044","22","16","","","0.5","","","","","0"
"16045","3","16","0","sono_doya_idle","sono_doya_in","0.2","","1","0","3"
"16046","3","16","","","iroha_kyorokyoro","0.2","","","0","5"
"16047","93","16","","","0","","","","","1.8"
"16048","23","16","","","se_alces_dotabata","","","","","se_alces"
"16049","3","16","0","iroha_escape","iroha_escape_in","0","","1","0","5"
"16050","2","16","","3.5","-1200","","","0","-160","5"
"16051","32","16","","","1","","","","","11"
"16052","37","16","","","sweatR_Loop","","","","","11"
"16053","33","16","","3.5","-1200","","","0","-160","11"
"16054","93","16","","","0","","","","","0.1"
"16055","3","16","","","sono_notice_in_anger","0.2","","","1","3"
"16056","3","16","","","sono_notice_in_anger","0.2","","","0","1002"
"16057","93","16","","","0","","","","","0.3"
"16058","3","16","0","surprise2R_idle","surprise2_turn","0.2","","1","0","132211"
"16059","93","16","","","0","","","","","0.4"
"16060","3","16","","","run_chase","0.2","","","1","3"
"16061","2","16","","3.5","-1050","","","0","-160","3"
"16062","93","16","","","0","","","","","2"
"16063","3","16","","","sadR_idle_nervous","0.2","","","1","132211"
"16064","3","16","0","sad_idle_nervous","sad_idle_nervous_in","0.2","","1","0","1003"
"16065","93","16","","","0","","","","","2"
"16066","22","16","","","0","","","","","0"
"16067","93","16","","","0","","","","","3"
"16068","101","16","","0","","","","","0","16067"
"17001","5","17","0","-100","5","1.47","idle_normal","-190","100","5"
"17002","31","17","","-190","1101","0","","1","-100","11"
"17003","5","17","0","-100","1001","1.47","empty","-190","101","10"
"17004","13","17","","","130","","","","","5"
"17005","5","17","1","125","4","1.43","idle_kyapi_normal","-190","101","4"
"17006","31","17","","-190","1102","0","","1","125","11"
"17007","91","17","","","0","","","","","0"
"17008","23","17","","","se_alces_breath","","","","","se_alces"
"17009","3","17","0","sono_relief_talk","sono_relief_in","0.2","","1","0","5"
"17010","3","17","","","sono_relief_in","0.2","","","0","1001"
"17011","93","17","","","0","","","","","0.5"
"17012","21","17","","0","vo_alces_1700","","","","0","vo_alces"
"17013","11","17","0","1","はあ…\n元の姿に戻っちゃった…","0","2.4","0","10","5"
"17014","93","17","","","1","","","","","3.5"
"17015","91","17","","0","","","","","0","17013"
"17016","3","17","0","sono_tired_talk","sono_ache_in","0.2","","1","0","5"
"17017","21","17","","0","vo_alces_1701","","","","0","vo_alces"
"17018","11","17","0","1","うぎっ…筋肉痛やば。\nあんたどんだけ走り回ってんのよ…","0","3.7","0","10","5"
"17019","91","17","","0","","","","","0","0"
"17020","3","17","","","sono_tired_idle","0.2","","","1","5"
"17021","3","17","","","jump_loop","0.2","","","1","4"
"17022","21","17","","0","vo_alces_1702","","","","0","vo_alces"
"17023","11","17","0","1","あはははーっ！！\nイロハの体、なまってるー！！","0","1.4","0","10","4"
"17024","91","17","","0","","","","","0","0"
"17025","3","17","","","joy_talk_normal2","0.2","","","1","4"
"17026","21","17","","0","vo_alces_1703","","","","0","vo_alces"
"17027","11","17","0","1","ちょっと全力で走ってくるねー！！","0","0.3","0","10","4"
"17028","91","17","","0","","","","","0","0"
"17029","3","17","0","iroha_run_dash","iroha_joy_to_run","0.1","","1","0","4"
"17030","22","17","","","0.5","","","","","0"
"17031","2","17","","2.1","1200","","","0","-190","4"
"17032","32","17","","","1","","","","","1102"
"17033","37","17","","","smokeL","","","","","1102"
"17034","33","17","","2.1","1200","","","0","-190","1102"
"17035","93","17","","","0","","","","","2"
"17036","3","17","0","sad_talk_anger","tired_to_sad","0.2","","1","0","5"
"17037","21","17","","0","vo_alces_1704","","","","0","vo_alces"
"17038","11","17","0","1","…ん？\n後でその体にまた私戻るよ？\n無理だな。死んじゃうな","0","4.3","0","10","5"
"17039","91","17","","0","","","","","0","0"
"17040","3","17","","","run_chase_Ex0006","0.1","","","1","5"
"17041","2","17","","3.5","1100","","","0","-190","5"
"17042","32","17","","","1","","","","","1101"
"17043","37","17","","","sweatL_Loop","","","","","1101"
"17044","33","17","","3.5","1100","","","0","-190","1101"
"17045","21","17","","0","vo_alces_1705","","","","0","vo_alces"
"17046","11","17","0","1","コラ待てーっ！！","0","0.5","0","10","5"
"17047","93","17","","","0","","","","","3"
"17048","91","17","","0","","","","","0","0"
"17049","22","17","","","0","","","","","0"
"17050","93","17","","","0","","","","","3"
"17051","101","17","","0","","","","","0","17050"
"18001","5","18","1","400","5","1.4","sit_drink_loop","-130","100","5"
"18002","5","18","0","235","4","1.37","iroha_sad_lookup_surprise","-145","101","4"
"18003","91","18","","","0","","","","","0"
"18004","21","18","","0","vo_alces_1800","","","","0","vo_alces"
"18005","11","18","0","1","ごきゅっ…ごきゅっ…ごきゅっ！","0","0.5","0","10","5"
"18006","91","18","","0","","","","","0","0"
"18007","3","18","0","sit_drink_handup_talk","sit_drink_handup_in","0.2","","1","0","5"
"18008","93","18","","","0","","","","","0.2"
"18009","3","18","0","iroha_surprise_look_idle","iroha_surprise_in","0.2","","1","0","4"
"18010","93","18","","","0","","","","","0.2"
"18011","21","18","","0","vo_alces_1801","","","","0","vo_alces"
"18012","11","18","0","1","ああ、喉がよろこんでる。\n地元のブドウ朱も好きだけど、\nこっちの麦しゅわもいいわ～","0","4.2","0","10","5"
"18013","91","18","","0","","","","","0","0"
"18014","3","18","0","sit_drink_idle","sit_drink_idle_in","0.2","","1","0","5"
"18015","3","18","","","iroha_anger_talk_lookup","0.2","","","1","4"
"18016","21","18","","0","vo_alces_1802","","","","0","vo_alces"
"18017","11","18","20","1","えーイロハの喉もよろこびた～い！\nソノちゃん、イロハにも飲ませて～っ！","0","3.8","0","10","4"
"18018","91","18","","0","","","","","0","0"
"18019","3","18","","","iroha_anger_idle_lookup","0.2","","","1","4"
"18020","3","18","0","sit_drink_idle_Jitome","sit_drink_idle_notice","0.2","","1","0","5"
"18021","21","18","","0","vo_alces_1803","","","","0","vo_alces"
"18022","11","18","0","1","ふ、10年早いわ。\nぐびぐび","0","3.7","0","10","5"
"18023","91","18","","0","","","","","0","0"
"18024","3","18","0","sit_drink_yareyare","sit_drink_idle_to_yareyare","0.2","","1","0","5"
"18025","21","18","","0","vo_alces_1804","","","","0","vo_alces"
"18026","11","18","0","1","あんたもいつかわかるわよ、\n麦しゅわキメないと\nやってらんない日が来るってことがね","0","3.9","0","10","5"
"18027","91","18","","0","","","","","0","0"
"18028","22","18","","","0","","","","","0"
"18029","3","18","0","iroha_sad_lookup_shy","iroha_anger_to_sad","0.2","","1","0","4"
"18030","3","18","0","sit_drink_loop","sit_drink_yareyare_to_loop","0.2","","1","0","5"
"18031","93","18","","","0","","","","","2"
"18032","3","18","0","sit_drink_handup_idle_dead","sit_drink_handup_in_dead","0.2","","1","0","5"
"18033","93","18","","","0","","","","","2"
"18034","21","18","","0","vo_alces_1805","","","","0","vo_alces"
"18035","11","18","0","1","…うぃ～、ヒックッ","0","1.2","0","10","5"
"18036","91","18","","0","","","","","0","0"
"18037","3","18","","","iroha_sad_talk_lookup","0.2","","","1","4"
"18038","21","18","","0","vo_alces_1806","","","","0","vo_alces"
"18039","11","18","20","1","ダメな大人だ…","0","0.5","0","10","4"
"18040","91","18","","0","","","","","0","0"
"18041","3","18","","","iroha_sad_lookup_shy","0.2","","","1","4"
"18042","22","18","","","0","","","","","0"
"18043","93","18","","","0","","","","","3"
"18044","101","18","","0","","","","","0","18043"
"101001","5","101","0","-1.7","1","1.4","adv_luis","-140","100","1"
"101002","31","101","","87","1","1","","1","108.3","1"
"102001","5","102","0","-1.7","1","1.4","adv_luis","-140","100","1"
"102002","31","102","","87","1","1","","1","108.3","1"
"103001","5","103","0","-1.7","1","1.4","adv_luis","-140","100","1"
"103002","31","103","","87","1","1","","1","108.3","1"
"104001","5","104","0","90","2","1.5","adv_iroha","-190","100","2"
"104002","31","104","","37","1","1","","1","200","1"
"105001","5","105","0","90","2","1.5","adv_iroha","-190","100","2"
"105002","31","105","","37","1","1","","1","200","1"
"106001","5","106","0","90","2","1.5","adv_iroha","-190","100","2"
"106002","31","106","","37","1","1","","1","200","1"
"107001","5","107","1","350","3","1.38","adv_sono","-130","100","3"
"107002","31","107","","-18","10","1","","1","475","10"
"107003","31","107","","125","1","1","","1","460","1"
"108001","5","108","1","350","3","1.38","adv_sono","-130","100","3"
"108002","31","108","","-18","10","1","","1","475","10"
"108003","31","108","","125","1","1","","1","460","1"
"109001","5","109","1","350","3","1.38","adv_sono","-130","100","3"
"109002","31","109","","-18","10","1","","1","475","10"
"109003","31","109","","125","1","1","","1","460","1"
"110001","5","110","1","350","3","1.38","adv_sono","-130","100","3"
"110002","31","110","","-18","10","1","","1","475","10"
"110003","31","110","","125","1","1","","1","460","1"
"111001","5","111","0","-1.7","1","1.4","adv_luis","-140","100","1"
"111002","31","111","","87","1","1","","1","108.3","1"
"111003","37","111","","","special","","","","","1"
"112001","5","112","1","350","3","1.38","adv_sono","-130","100","3"
"112002","31","112","","-18","10","1","","1","475","10"
"112003","31","112","","125","1","1","","1","460","1"
"112004","37","112","","","special","","","","","1"
"113001","5","113","0","90","2","1.5","adv_iroha","-190","100","2"
"113002","31","113","","37","1","1","","1","200","1"
"113003","37","113","","","special","","","","","1"
"114001","5","114","0","90","2","1.5","adv_iroha","-190","100","2"
"114002","31","114","","37","1","1","","1","200","1"
"114003","37","114","","","special","","","","","1"
"115001","5","115","0","-1.7","1","1.4","adv_luis","-140","100","1"
"115002","31","115","","87","1","1","","1","108.3","1"
"115003","37","115","","","special","","","","","1"
"116001","5","116","0","90","2","1.5","adv_iroha","-190","100","2"
"116002","31","116","","37","1","1","","1","200","1"
"116003","37","116","","","special","","","","","1"
"117001","5","117","1","350","3","1.38","adv_sono","-130","100","3"
"117002","31","117","","-18","10","1","","1","475","10"
"117003","31","117","","125","1","1","","1","460","1"
"117004","37","117","","","special","","","","","1"
"118001","5","118","0","90","4","1.48","adv_iroha_kodomo","-190","100","4"
"118002","31","118","","37","1","1","","1","200","1"
"118003","37","118","","","special","","","","","1"
"119001","5","119","1","350","3","1.38","adv_sono","-130","100","3"
"119002","31","119","","-18","10","1","","1","475","10"
"119003","31","119","","125","1","1","","1","460","1"
"119004","37","119","","","special","","","","","1"
"120001","5","120","1","350","3","1.38","adv_sono","-130","100","3"
"120002","31","120","","-18","10","1","","1","475","10"
"120003","31","120","","125","1","1","","1","460","1"
"120004","37","120","","","special","","","","","1"
"121001","5","121","0","-1.7","1","1.4","adv_luis","-140","100","1"
"121002","31","121","","87","1","1","","1","108.3","1"
"121003","37","121","","","special","","","","","1"
"122001","5","122","1","350","3","1.38","adv_sono","-130","100","3"
"122002","31","122","","-18","10","1","","1","475","10"
"122003","31","122","","125","1","1","","1","460","1"
"122004","37","122","","","special","","","","","1"
"123001","5","123","1","350","5","1.4","adv_sono_otona","-130","100","5"
"123002","31","123","","-18","10","1","","1","475","10"
"123003","31","123","","125","1","1","","1","460","1"
"123004","37","123","","","special","","","","","1"
"125001","5","125","0","-1.7","1","1.4","adv_luis","-140","100","1"
"125002","31","125","","87","1","1","","1","108.3","1"
"125003","37","125","","","special","","","","","1"
"126001","5","126","0","90","4","1.48","adv_iroha_kodomo","-190","100","4"
"126002","31","126","","37","1","1","","1","200","1"
"126003","37","126","","","special","","","","","1"
"127001","5","127","0","90","2","1.5","adv_iroha","-190","100","2"
"127002","31","127","","37","1","1","","1","200","1"
"127003","37","127","","","special","","","","","1"
"128001","5","128","0","-1.7","1","1.4","adv_luis","-140","100","1"
"128002","31","128","","87","1","1","","1","108.3","1"
"128003","37","128","","","special","","","","","1"
"129001","5","129","1","350","5","1.4","adv_sono_otona","-130","100","5"
"129002","31","129","","-18","10","1","","1","475","10"
"129003","31","129","","125","1","1","","1","460","1"
"129004","37","129","","","special","","","","","1"
"130001","5","130","1","350","3","1.38","adv_sono","-130","100","3"
"130002","31","130","","-18","10","1","","1","475","10"
"130003","31","130","","125","1","1","","1","460","1"
"130004","37","130","","","special","","","","","1"
"131001","5","131","0","-1.7","1","1.4","adv_luis","-140","100","1"
"131002","31","131","","87","1","1","","1","108.3","1"
"131003","37","131","","","special","","","","","1"
"132001","5","132","0","90","2","1.5","adv_iroha","-190","100","2"
"132002","31","132","","37","1","1","","1","200","1"
"132003","37","132","","","special","","","","","1"
