ea0ca6624edb56a6884cd41ca13588090c63e0f7b3141534bd54a5d1c3d4d26b,3393aa232e1d1c37b9a85f57d8fbaa81ee33d059391d5a2a92d3b67ea9f4072a,58a568806fe88caebe992f9a33764595d9f475768f2d1d85e50c38657f89d1c6,12a6ab1fb2348642a5178fcc957edee28ed67f659213471ccecd083bbcf290a2,470fcaaee2952df5bcc90c8e980dbc79e6441c7057f72d05f5b8cdab0ee51b76,9243afcd3241140cfa398f551cc8ea1ea3447fa4b0fc8ff8b70687306a1ab3a0,82fd50a14422080899803c775bbed09d3107741069b9588dd157d3d58c1b6315,fbed93b21af8257807dab9546671a09584869e89f8dcd6894a8484e691ad7138,933038c0056eadbe8ca9942ec6bef359ada5729ca3c9a99254b8e658bf071dfb,f9590b1e243b4d7d793b7115483218ad6b7b70a14fceaf8ef910631db2a050f9,2f2d5f3f351225eded0d1ca36c3325d2b5f930d85105169e599a88df746f14a6
"2","0","10","…………","1010804","11","1010804026","1","0","0.2","1"
"0","","","","1010804","91","1010804027","","","",""
"2","0.5","1","dsb_idle_relax_Ex2","1010804","3","1010804028","","","",""
"3","","0","130","1010804","33","1010804029","12","","","2"
"4","","0","130","1010804","33","1010804030","12","","","2"
"20","","0","130","1010804","33","1010804031","12","","","2"
"30","","-183","120","1010804","33","1010804032","12","","","2"
"43","","0","130","1010804","33","1010804033","12","","","2"
"124531","","-219","-345","1010804","2","1010804034","12","","","2"
"2","","-360","130","1010804","2","1010804035","12","","","2"
"2.5","","","0","1010804","93","1010804036","","","",""
"124531","0.3","1","dsb_idle_surprise1","1010804","3","1010804037","","","",""
"vo_dsb_1010804","","0","vo_dsb_4002","1010804","21","1010804038","","","","0"
"124531","0","10","（あの子……\nなんだかずっと静かね～\n電撃が強すぎちゃったかな？）","1010804","11","1010804039","1","0","0.2","1"
"0","","","","1010804","91","1010804040","","","",""
"124531","0.2","1","dsb_talk_wish","1010804","3","1010804041","","","",""
"vo_dsb_1010804","","0","vo_dsb_4003","1010804","21","1010804042","","","","0"
"124531","0","10","お客さま～？\nお湯加減と電撃加減はいかがですか～","1010804","11","1010804043","1","0","0.2","1"
"0","","","","1010804","91","1010804044","","","",""
"124531","0.2","1","dsb_idle_wish","1010804","3","1010804045","","","",""
"2","0.5","1","dsb_kuka_idle_relax","1010804","3","1010804046","","","",""
"0","","","0","1010804","22","1010804047","","","",""
"vo_dsb_1010804","","0","vo_dsb_4004","1010804","21","1010804048","","","","0.9"
"2","0","10","……い","1010804","11","1010804049","1","0","0.2","1"
"0","","","","1010804","91","1010804050","","","",""
"124531","0.2","1","dsb_idle_wish_normal2","1010804","3","1010804051","","","",""
"vo_dsb_1010804","","0","vo_dsb_4005","1010804","21","1010804052","","","","0"
"124531","0","10","い？","1010804","11","1010804053","1","0","0.2","1"
"0","","","","1010804","91","1010804054","","","",""
"124531","0.2","1","dsb_idle_wish_surprise","1010804","3","1010804055","","","",""
"2","0.3","0","dsb_kuka_ecstasy","1010804","3","1010804056","1","0.3","","dsb_kuka_idle_dere2"
"vo_dsb_1010804","","0","vo_dsb_4006","1010804","21","1010804057","","","","0"
"2","0","10","イイですぅ～～！！","1010804","11","1010804058","1","0","0.2","1"
"0","","","","1010804","91","1010804059","","","",""
"124531","0.2","1","dsb_idle_wish","1010804","3","1010804060","","","",""
"2","0.5","1","dsb_kuka_talk_sad_dere","1010804","3","1010804061","","","",""
"vo_dsb_1010804","","0","vo_dsb_4007","1010804","21","1010804062","","","","0"
"2","0","10","この甘くビリっとくる感じが\nもうたまりません～♪\nあひんっ！　くうん！　はうぅうっ！","1010804","11","1010804063","1","0","0.2","1"
"6.2","","","1","1010804","93","1010804064","","","",""
"2","0","0","dsb_kuka_electric","1010804","3","1010804065","1","0.5","","dsb_talk_sad2"
"1010804063","","","","1010804","91","1010804066","","","",""
"124531","0.2","1","dsb_talk_joy3_nervous","1010804","3","1010804067","","","",""
"vo_dsb_1010804","","0","vo_dsb_4008","1010804","21","1010804068","","","","0"
"124531","0","10","ああ、しっかり味わってくれてたんだ～\nなんだか温泉を楽しんでるのとは\n違うような感じがするけど……\n喜んでくれてるなら、いっか☆","1010804","11","1010804069","1","0","0.2","1"
"0","","","","1010804","91","1010804070","","","",""
"124531","0.2","1","dsb_idle_joy3","1010804","3","1010804071","","","",""
"2","0.5","1","dsb_kuka_wish1","1010804","3","1010804072","","","",""
"vo_dsb_1010804","","0","vo_dsb_4009","1010804","21","1010804073","","","","0"
"2","0","10","若女将！\nもっと……もっとクウカに刺激を！\n激しくシビれさせてください～！！","1010804","11","1010804074","1","0","0.2","1"
"5","","","1","1010804","93","1010804075","","","",""
"2","0.2","1","dsb_kuka_wish2","1010804","3","1010804076","","","",""
"1010804074","","","","1010804","91","1010804077","","","",""
"124531","0.2","1","dsb_talk_joy3","1010804","3","1010804078","","","",""
"vo_dsb_1010804","","0","vo_dsb_4010","1010804","21","1010804079","","","","0"
"124531","0","10","かしこまりました～♪\nえ～い☆","1010804","11","1010804080","1","0","0.2","1"
"0","","","","1010804","91","1010804081","","","",""
"0","","","0","1010804","22","1010804082","","","",""
"se_10044200","","0","se_10044200_homare_movement","1010804","23","1010804083","","","",""
"2","0.2","1","dsb_kuka_wish3","1010804","3","1010804084","","","",""
"124531","0.1","0","dsb_attack_in","1010804","3","1010804085","1","0","","dsb_attack_loop"
"99","0","0","dsb_attack_in","1010804","3","1010804086","1","0","","dsb_attack_loop"
"44","","","1","1010804","32","1010804087","","","",""
"1.4","","","0","1010804","93","1010804088","","","",""
"30","","","0","1010804","32","1010804089","","","",""
"43","","","0","1010804","32","1010804090","","","",""
"45","","","1","1010804","32","1010804091","","","",""
"43","","","0","1010804","32","1010804092","","","",""
"46","","","1","1010804","32","1010804093","","","",""
"20","","3.1","20","1010804","122","1010804094","","","",""
"se_10044200","","0","se_10044200_thunder","1010804","23","1010804095","","","",""
"vo_dsb_1010804","","0","vo_dsb_4011","1010804","21","1010804096","","","","0"
"2","0","5","はぁああああん！！","1010804","11","1010804097","0","0","0","0"
"0.1","","","0","1010804","93","1010804098","","","",""
"2","0","0","dsb_empty","1010804","3","1010804099","","","",""
"3","","","0","1010804","93","1010804100","","","",""
"20","","0.5","20","1010804","122","1010804101","","","",""
"30","","","1","1010804","32","1010804102","","","",""
"43","","","1","1010804","32","1010804103","","","",""
"45","","","0","1010804","32","1010804104","","","",""
"47","","","1","1010804","32","1010804105","","","",""
"se_10044200","","0","se_10044200_poof","1010804","23","1010804106","","","",""
"2","0","1","dsb_kuka_damage_gaku","1010804","3","1010804107","","","",""
"1","","","0","1010804","93","1010804108","","","",""
"124531","0.1","0","dsb_attack_out","1010804","3","1010804109","1","0.2","","dsb_talk_surprise"
"99","0.1","0","dsb_attack_out","1010804","3","1010804110","0","0","","dsb_empty"
"vo_dsb_1010804","","0","vo_dsb_4012","1010804","21","1010804111","","","","0"
"124531","0","10","あっ。\nちょ～っとサービスしすぎちゃった……\nかな？","1010804","11","1010804112","1","0","0.2","1"
"0","","","","1010804","91","1010804113","","","",""
"0","","","0","1010804","22","1010804114","","","",""
"124531","0.2","1","dsb_idle_surprise1","1010804","3","1010804115","","","",""
"2","0.1","0","dsb_kuka_damage_dere2_in","1010804","3","1010804116","1","0","","dsb_kuka_damage_dere2_loop"
"0.3","","","0","1010804","93","1010804117","","","",""
"47","","","0","1010804","32","1010804118","","","",""
"48","","","1","1010804","32","1010804119","","","",""
"se_adv_emote_heart_01","","0","se_adv_emote_heart_01","1010804","23","1010804120","","","",""
"1","","","0","1010804","93","1010804121","","","",""
"vo_dsb_1010804","","0","vo_dsb_4013","1010804","21","1010804122","","","","0"
"2","0","10","……ぐふ。\nぐふふふふ……\n温泉に……目覚めちゃいますぅ……\nじゅるり。","1010804","11","1010804123","1","0","0.2","1"
"0","","","","1010804","91","1010804124","","","",""
"2","0.2","1","dsb_kuka_damage_dead","1010804","3","1010804125","","","",""
"124531","0.2","1","dsb_talk_joy3","1010804","3","1010804126","","","",""
"vo_dsb_1010804","","0","vo_dsb_4014","1010804","21","1010804127","","","","0"
"124531","0","10","よかった～なんともないみたい。\nそれにしても……\n今の威力で喜んじゃうなんてね～\n……ウワサ以上だよ、クウカちゃん♪","1010804","11","1010804128","1","0","0.2","1"
"0","","","","1010804","91","1010804129","","","",""
"124531","0.2","1","dsb_idle_joy3","1010804","3","1010804130","","","",""
"0.3","","","0","1010804","93","1010804131","","","",""
"12","2","70","1","1010805","5","1010805001","-345","0","dsb_idle_normal","-165"
"3","2","70","2","1010805","5","1010805002","-345","1","dsb_idle_normal_joy","165"
"1","1","0","1","1010805","31","1010805003","1","","","0"
"3","1","0","3","1010805","31","1010805004","1","","","0"
"4","1","0","4","1010805","31","1010805005","1","","","0"
"13","1","0","10","1010805","31","1010805006","1","","","0"
"23","1","0","20","1010805","31","1010805007","1","","","0"
"33","1","155","30","1010805","31","1010805008","1","","","-168"
"33","1","-155","31","1010805","31","1010805009","1","","","-168"
"1","","","170","1010805","13","1010805010","","","",""
"2","","","170","1010805","13","1010805011","","","",""
"0","","","","1010805","91","1010805012","","","",""
"se_10044200","","1","se_10044200_cmn_amb","1010805","23","1010805013","","","",""
"se_10044200","","0","se_10044200_cmn_steam","1010805","23","1010805014","","","",""
"6.1","","","0","1010805","93","1010805015","","","",""
"se_10044200","","1","se_10044200_hotspring_03","1010805","23","1010805016","","","",""
"1.4","","","0","1010805","93","1010805017","","","",""
"2","0.5","0","dsb_talk_arm_crossed_joy","1010805","3","1010805018","1","0.5","","dsb_talk_arm_crossed_joy_loop"
"vo_dsb_1010805","","0","vo_dsb_5001","1010805","21","1010805019","","","","0"
"2","0","10","ふう……\nさすがはエルフの森の薬草ね。\n体の疲れが一気になくなっていくわ。","1010805","11","1010805020","1","0","0.2","1"
"0","","","","1010805","91","1010805021","","","",""
"2","0.5","1","dsb_idle_arm_joy_crossed","1010805","3","1010805022","","","",""
"1","0.5","1","dsb_talk_joy3","1010805","3","1010805023","","","",""
"vo_dsb_1010805","","0","vo_dsb_5002","1010805","21","1010805024","","","","0"
"1","0","10","喜んでもらえてよかったわ～♪\n実はね、その薬草には\n癒しの魔法もかけてあるの。","1010805","11","1010805025","1","0","0.2","1"
"0","","","","1010805","91","1010805026","","","",""
"1","0.5","1","dsb_idle_normal","1010805","3","1010805027","","","",""
"2","0.5","1","dsb_talk_arm_crossed_normal2_loop","1010805","3","1010805028","","","",""
"vo_dsb_1010805","","0","vo_dsb_5003","1010805","21","1010805029","","","","0"
"2","0","10","なるほど……\nそれでこの疲労回復効果なのね。\n優れた効能を更に強化……\nうんうん、効率的だわ！","1010805","11","1010805030","1","0","0.2","1"
"0","","","","1010805","91","1010805031","","","",""
"2","0.5","1","dsb_talk_doya_Ex1_loop","1010805","3","1010805032","","","",""
"vo_dsb_1010805","","0","vo_dsb_5004","1010805","21","1010805033","","","","0"
"2","0","10","おかげでバリバリ働けそうよ！\nもうすぐにでも！\nさっそくお風呂からあがって\n臨時のバイトを探さないと！","1010805","11","1010805034","1","0","0.2","1"
"0","","","","1010805","91","1010805035","","","",""
"se_10044200","","0","se_10044200_get_out_water","1010805","23","1010805036","","","",""
"2","0.2","0","dsb_stand_up_in","1010805","3","1010805037","1","0.2","","dsb_stand_up_loop"
"1","0.5","1","dsb_talk_surprise1_misato","1010805","3","1010805038","","","",""
"vo_dsb_1010805","","0","vo_dsb_5005","1010805","21","1010805039","","","","0"
"1","0","10","あらあら、もう上がっちゃうの？\nせっかくの温泉なんだから\nもうちょっとゆっくりしていって？","1010805","11","1010805040","1","0","0.2","1"
"0","","","","1010805","91","1010805041","","","",""
"1","0.5","1","dsb_idle_surprise1_misato","1010805","3","1010805042","","","",""
"2","0.5","1","dsb_stand_talk_normal2","1010805","3","1010805043","","","",""
"vo_dsb_1010805","","0","vo_dsb_5006","1010805","21","1010805044","","","","0"
"2","0","10","もう十分、疲れはとれたわ。\nあんまり長湯しちゃうと\nかえって時間がもったいないもの。\n時は金なりよ！","1010805","11","1010805045","1","0","0.2","1"
"0","","","","1010805","91","1010805046","","","",""
"2","0.5","1","dsb_stand_up_loop","1010805","3","1010805047","","","",""
"1","0.5","1","dsb_talk_sad2_blink2","1010805","3","1010805048","","","",""
"vo_dsb_1010805","","0","vo_dsb_5007","1010805","21","1010805049","","","","0"
"1","0","10","時は金なり……\nそうね\nそういう考え方もあるわね～","1010805","11","1010805050","1","0","0.2","1"
"0","","","","1010805","91","1010805051","","","",""
"1","0.5","1","dsb_talk_worry_misato","1010805","3","1010805052","","","",""
"vo_dsb_1010805","","0","vo_dsb_5008","1010805","21","1010805053","","","","0"
"1","0","10","でも……\nたまには時間をぜいたくに使うのも\nいいんじゃないかしら？","1010805","11","1010805054","1","0","0.2","1"
"0","","","","1010805","91","1010805055","","","",""
"2","0.2","1","dsb_stand_wish_surprise_idle","1010805","3","1010805056","","","",""
"vo_dsb_1010805","","0","vo_dsb_5009","1010805","21","1010805057","","","","0"
"2","0","10","え？","1010805","11","1010805058","1","0","0.2","1"
"0","","","","1010805","91","1010805059","","","",""
"1","0.2","1","dsb_talk_wish_nervous","1010805","3","1010805060","","","",""
"vo_dsb_1010805","","0","vo_dsb_5010","1010805","21","1010805061","","","","0"
"1","0","10","疲れがたまるのは体だけじゃないわ。\nあんまり気を張りすぎたら\n心だって疲れちゃうもの。","1010805","11","1010805062","1","0","0.2","1"
"0","","","","1010805","91","1010805063","","","",""
"1","0.5","1","dsb_misato_talk_sad2_dere","1010805","3","1010805064","","","",""
"vo_dsb_1010805","","0","vo_dsb_5011","1010805","21","1010805065","","","","0"
"1","0","10","そういう目に見えないところを癒すのも\n大切なことだって……\n私は思うの♪","1010805","11","1010805066","1","0","0.2","1"
"0","","","","1010805","91","1010805067","","","",""
"1","0.5","1","dsb_idle_normal_misato","1010805","3","1010805068","","","",""
"2","0.2","1","dsb_stand_thinking","1010805","3","1010805069","","","",""
"vo_dsb_1010805","","0","vo_dsb_5012","1010805","21","1010805070","","","","0"
"2","0","10","た、たしかに……\nそういう考え方もあるわね。\nはるばるオーエドまで足を運んだんだし\nこの機会を生かした方がいいのかも……","1010805","11","1010805071","1","0","0.2","1"
"0","","","","1010805","91","1010805072","","","",""
"2","0.2","0","dsb_stand_talk_guts","1010805","3","1010805073","1","0.5","","dsb_stand_talk_guts_loop"
"0","","","0","1010805","22","1010805074","","","",""
"vo_dsb_1010805","","0","vo_dsb_5013","1010805","21","1010805075","","","","0.9"
"2","0","10","……分かったわ。\nしっかりたっぷり時間を使って\n徹底的にリラックスしてみせる！\nこれも必要経費ってやつよ！","1010805","11","1010805076","1","0","0.2","1"
"0","","","","1010805","91","1010805077","","","",""
"se_10044200","","0","se_10044200_get_out_water","1010805","23","1010805078","","","",""
"2","0.5","0","dsb_stand_sitdown_in","1010805","3","1010805079","1","0.5","","dsb_stand_sitdown_loop"
"1","0.5","1","dsb_talk_joy3","1010805","3","1010805080","","","",""
"vo_dsb_1010805","","0","vo_dsb_5014","1010805","21","1010805081","","","","0"
"1","0","10","うふふ、それがいいわ～\n温泉はの～んびりするところだもの。\nどうぞ、ごゆるりと♪","1010805","11","1010805082","1","0","0.2","1"
"0","","","","1010805","91","1010805083","","","",""
"0.3","","","0","1010805","93","1010805084","","","",""
"11","2","70","1","1010806","5","1010806001","-345","0","dsb_idle_normal","-165"
"8","2","70","2","1010806","5","1010806002","-345","1","dsb_idle_relax","165"
"1","1","0","1","1010806","31","1010806003","1","","","0"
"3","1","0","3","1010806","31","1010806004","1","","","0"
"4","1","0","4","1010806","31","1010806005","1","","","0"
"18","1","0","10","1010806","31","1010806006","1","","","0"
"28","1","0","20","1010806","31","1010806007","1","","","0"
"38","1","155","30","1010806","31","1010806008","1","","","-168"
"38","1","-155","31","1010806","31","1010806009","1","","","-168"
"1","","","170","1010806","13","1010806010","","","",""
"2","","","170","1010806","13","1010806011","","","",""
"0","","","","1010806","91","1010806012","","","",""
"se_10044200","","1","se_10044200_cmn_amb","1010806","23","1010806013","","","",""
"se_10044200","","0","se_10044200_cmn_steam","1010806","23","1010806014","","","",""
"6","","","0","1010806","93","1010806015","","","",""
"se_10044200","","1","se_10044200_hotspring_08","1010806","23","1010806016","","","",""
"1.5","","","0","1010806","93","1010806017","","","",""
"2","0.5","1","dsb_talk_memory_nervous","1010806","3","1010806018","","","",""
"vo_dsb_1010806","","0","vo_dsb_6001","1010806","21","1010806019","","","","0"
"2","0","10","あああああ～～っ！\n燃えるっ！\nわたくしの脂肪が燃えていますわ～っ！","1010806","11","1010806020","1","0","0.2","1"
"0","","","","1010806","91","1010806021","","","",""
"2","0.5","0","dsb_talk_guts_pain","1010806","3","1010806022","1","0.5","","dsb_talk_guts_pain_loop"
"vo_dsb_1010806","","0","vo_dsb_6002","1010806","21","1010806023","","","","0"
"2","0","10","ブラック労働のストレスからの食欲！\n食欲からのぜい肉！\nこの私腹を肥やすのは却下ですわ！\nすっきりごっそり清算しますわよ～！！","1010806","11","1010806024","1","0","0.2","1"
"0","","","","1010806","91","1010806025","","","",""
"2","0.5","1","dsb_idle_guts_pain","1010806","3","1010806026","","","",""
"1","0.5","1","dsb_talk_normal_joy","1010806","3","1010806027","","","",""
"vo_dsb_1010806","","0","vo_dsb_6003","1010806","21","1010806028","","","","0"
"1","0","10","入浴時間には気をつけてね？\n脂肪燃焼効果が高いから……\n入りすぎると大変なことになるわよ。","1010806","11","1010806029","1","0","0.2","1"
"0","","","","1010806","91","1010806030","","","",""
"1","0.5","1","dsb_idle_normal","1010806","3","1010806031","","","",""
"2","0.5","1","dsb_talk_normal","1010806","3","1010806032","","","",""
"vo_dsb_1010806","","0","vo_dsb_6004","1010806","21","1010806033","","","","0"
"2","0","10","ええ、ええ！　もちろんですわ！\nそれにしても……短時間で\nこれほどの温泉が用意できるとは。\nさすがは『隻眼の悪魔』ですわね？","1010806","11","1010806034","1","0","0.2","1"
"0","","","","1010806","91","1010806035","","","",""
"2","0.5","1","dsb_idle_normal","1010806","3","1010806036","","","",""
"1","0.5","1","dsb_talk_sad2_surprise","1010806","3","1010806037","","","",""
"vo_dsb_1010806","","0","vo_dsb_6005","1010806","21","1010806038","","","","0"
"1","0","10","お褒めの言葉どうも。\nといっても……\n私はあなたの依頼に応えただけだけど。","1010806","11","1010806039","1","0","0.2","1"
"0","","","","1010806","91","1010806040","","","",""
"1","0.5","1","dsb_idle_sad_talk1","1010806","3","1010806041","","","",""
"2","0.5","1","dsb_talk_normal_dere2","1010806","3","1010806042","","","",""
"vo_dsb_1010806","","0","vo_dsb_6006","1010806","21","1010806043","","","","0"
"2","0","10","あらあらご謙遜ですこと。\nもっとつけ入る隙を見せてくれたら\nわたくしも楽ですのに。","1010806","11","1010806044","1","0","0.2","1"
"0","","","","1010806","91","1010806045","","","",""
"2","0.5","1","dsb_idle_normal","1010806","3","1010806046","","","",""
"1","0.5","1","dsb_talk_normal_suprise1","1010806","3","1010806047","","","",""
"vo_dsb_1010806","","0","vo_dsb_6007","1010806","21","1010806048","","","","0"
"1","0","10","私が楽にしてあげるのは患者だけよ。\n商売の取引相手は範囲外。","1010806","11","1010806049","1","0","0.2","1"
"0","","","","1010806","91","1010806050","","","",""
"1","0.5","1","dsb_idle_normal","1010806","3","1010806051","","","",""
"2","0.5","1","dsb_talk_thinking_dere","1010806","3","1010806052","","","",""
"vo_dsb_1010806","","0","vo_dsb_6008","1010806","21","1010806053","","","","0"
"2","0","10","あらあらあら手厳しいですわね\nおそろしいですわね。\n冷や汗をかいてしまいますわ～\nそれはもうダクダクと……んん？","1010806","11","1010806054","1","0","0.2","1"
"0","","","","1010806","91","1010806055","","","",""
"2","0.3","1","dsb_talk_worry_anger","1010806","3","1010806056","","","",""
"vo_dsb_1010806","","0","vo_dsb_6009","1010806","21","1010806057","","","","0"
"2","0","10","この汗の量……\nおかしくありませんこと？\nいくら発汗作用が優れているからと\nいっても、これは……","1010806","11","1010806058","1","0","0.2","1"
"0","","","","1010806","91","1010806059","","","",""
"2","0.5","1","dsb_talk_surprise3","1010806","3","1010806060","","","",""
"vo_dsb_1010806","","0","vo_dsb_6010","1010806","21","1010806061","","","","0"
"2","0","10","それに……\n気のせいかしら？\nなんだか肌がヒリついてきたような……","1010806","11","1010806062","1","0","0.2","1"
"0","","","","1010806","91","1010806063","","","",""
"2","0.5","1","dsb_idle_surprise1_sjhy2","1010806","3","1010806064","","","",""
"1","0.5","1","dsb_talk_nerrvous","1010806","3","1010806065","","","",""
"0","","","0","1010806","22","1010806066","","","",""
"vo_dsb_1010806","","0","vo_dsb_6011","1010806","21","1010806067","","","","0.9"
"1","0","10","……ねえ、クレジッタ。\nあなた、秘書さんに出張だってウソを\nついてここに来たのよね？","1010806","11","1010806068","1","0","0.2","1"
"0","","","","1010806","91","1010806069","","","",""
"1","0.5","1","dsb_idle_normal","1010806","3","1010806070","","","",""
"2","0.5","0","dsb_shock_credita_in","1010806","3","1010806071","1","0.5","","dsb_shock_credita_loop"
"vo_dsb_1010806","","0","vo_dsb_6012","1010806","21","1010806072","","","","0"
"2","0","10","ギギギギクッ？\nどうしてそれを！？","1010806","11","1010806073","1","0","0.2","1"
"0","","","","1010806","91","1010806074","","","",""
"2","0.5","1","dsb_idle_joy_sad","1010806","3","1010806075","","","",""
"1","0.5","1","dsb_talk_normal_joy","1010806","3","1010806076","","","",""
"vo_dsb_1010806","","0","vo_dsb_6013","1010806","21","1010806077","","","","0"
"1","0","10","秘書さんからの依頼でね？\n……虚偽の申請をしたお仕置きを\nしてほしいって言われちゃったの。\nだから……","1010806","11","1010806078","1","0","0.2","1"
"0","","","","1010806","91","1010806079","","","",""
"1","0.5","1","dsb_talk_sad2_talkjoy2","1010806","3","1010806080","","","",""
"vo_dsb_1010806","","0","vo_dsb_6014","1010806","21","1010806081","","","","0"
"1","0","10","この温泉……\nちょっと刺激的にしておいたわ。\nトウガラシをた～っぷり入れて、ね。","1010806","11","1010806082","1","0","0.2","1"
"0","","","","1010806","91","1010806083","","","",""
"1","0.5","1","dsb_idle_sad_talkjoy2","1010806","3","1010806084","","","",""
"2","0.5","0","dsb_surprise_credita","1010806","3","1010806085","1","0.5","","dsb_talk_surprise_credita"
"vo_dsb_1010806","","0","vo_dsb_6015","1010806","21","1010806086","","","","0"
"2","0","10","んなっ……！？\nなんてモノを入れてますの～っ！！","1010806","11","1010806087","1","0","0.2","1"
"0","","","","1010806","91","1010806088","","","",""
"2","0.5","1","dsb_idle_joy_sad","1010806","3","1010806089","","","",""
"1","0.5","1","dsb_talk_surprise1_normal2","1010806","3","1010806090","","","",""
"vo_dsb_1010806","","0","vo_dsb_6016","1010806","21","1010806091","","","","0"
"1","0","10","ああ、心配しないで。\nちゃんと脂肪燃焼効果はあるから。\nちなみに私もよく入ってるし。\n健康に害はないわよ。","1010806","11","1010806092","1","0","0.2","1"
"0","","","","1010806","91","1010806093","","","",""
"1","0.5","1","dsb_idle_surprise1_sjhy","1010806","3","1010806094","","","",""
"2","0.3","1","dsb_hot_dead","1010806","3","1010806095","","","",""
"vo_dsb_1010806","","0","vo_dsb_6017","1010806","21","1010806096","","","","0"
"2","0","10","だからって……ああっ！！\n目っ！　刺激が目に！　来ましたわ！\nくうう……ですが報酬を払った以上\n最大限利用しませんと～ッ！！！","1010806","11","1010806097","1","0","0.2","1"
"0","","","","1010806","91","1010806098","","","",""
"1","0.3","1","dsb_talk_thinking_surprise","1010806","3","1010806099","","","",""
"vo_dsb_1010806","","0","vo_dsb_6018","1010806","21","1010806100","","","","0"
"1","0","10","途中で投げ出さないなんて\nさすがは商売人ね……\nこの覚悟の決まった損得勘定、\n伊達じゃないわ……！","1010806","11","1010806101","1","0","0.2","1"
"0","","","","1010806","91","1010806102","","","",""
"0.3","","","0","1010806","93","1010806103","","","",""
"10","2","70","1","1010807","5","1010807001","-345","0","dsb_idle_normal","-165"
"1","2","70","2","1010807","5","1010807002","-345","1","dsb_idle_relax_dere2","165"
"10","2","70","99","1010807","5","1010807003","-350","0","dsb_lago","-215"
"1","1","0","1","1010807","31","1010807004","1","","","0"
"3","1","0","3","1010807","31","1010807005","1","","","0"
"4","1","0","4","1010807","31","1010807006","1","","","0"
"11","1","0","10","1010807","31","1010807007","1","","","0"
"21","1","0","20","1010807","31","1010807008","1","","","0"
"31","1","155","30","1010807","31","1010807009","1","","","-168"
"31","1","-155","31","1010807","31","1010807010","1","","","-168"
"41","1","-222","32","1010807","31","1010807011","1","","","-175"
"1","","","170","1010807","13","1010807012","","","",""
"2","","","170","1010807","13","1010807013","","","",""
"0","","","","1010807","91","1010807014","","","",""
"se_10044200","","1","se_10044200_cmn_amb","1010807","23","1010807015","","","",""
"se_10044200","","0","se_10044200_cmn_steam","1010807","23","1010807016","","","",""
"6","","","0","1010807","93","1010807017","","","",""
"se_10044200","","1","se_10044200_hotspring_01","1010807","23","1010807018","","","",""
"1.5","","","0","1010807","93","1010807019","","","",""
"2","0.5","1","dsb_talk_relax_nervous","1010807","3","1010807020","","","",""
"vo_dsb_1010807","","0","vo_dsb_7001","1010807","21","1010807021","","","","0"
"2","0","10","はぁ～いい湯加減……♪\n体がほぐれるぅ……\nたまには温泉もいいわね～","1010807","11","1010807022","1","0","0.2","1"
"0","","","","1010807","91","1010807023","","","",""
"2","0.5","1","dsb_idle_relax_dere2","1010807","3","1010807024","","","",""
"1","0.5","1","dsb_talk_joy3","1010807","3","1010807025","","","",""
"vo_dsb_1010807","","0","vo_dsb_7002","1010807","21","1010807026","","","","0"
"1","0","10","ありがと～☆\nそう言ってもらえると\n私も若女将として鼻が高いよ～♪","1010807","11","1010807027","1","0","0.2","1"
"0","","","","1010807","91","1010807028","","","",""
"1","0.5","1","dsb_idle_normal","1010807","3","1010807029","","","",""
"2","0.5","1","dsb_talk_surprise1_joy2","1010807","3","1010807030","","","",""
"vo_dsb_1010807","","0","vo_dsb_7003","1010807","21","1010807031","","","","0"
"2","0","10","よっ、オーエド一の若女将！\n……って、【ドラゴンズネスト】ぉ！？\nなんであんたがここに！？","1010807","11","1010807032","1","0","0.2","1"
"3.2","","","1","1010807","93","1010807033","","","",""
"2","0.5","1","dsb_talk_surprise2","1010807","3","1010807034","","","",""
"1010807032","","","","1010807","91","1010807035","","","",""
"2","0.5","1","dsb_idle_surprise2","1010807","3","1010807036","","","",""
"1","0.5","1","dsb_talk_joy3","1010807","3","1010807037","","","",""
"vo_dsb_1010807","","0","vo_dsb_7004","1010807","21","1010807038","","","","0"
"1","0","10","わぁ～♪\nキャルちゃんノリツッコミだ～\nウワサ通りの切れ味鋭い名ツッコミ☆","1010807","11","1010807039","1","0","0.2","1"
"0","","","","1010807","91","1010807040","","","",""
"1","0.5","1","dsb_idle_normal","1010807","3","1010807041","","","",""
"2","0.5","1","dsb_talk_sad_shy","1010807","3","1010807042","","","",""
"vo_dsb_1010807","","0","vo_dsb_7005","1010807","21","1010807043","","","","0"
"2","0","10","誰が言ってたのよ、そんなこと！？\nまったく……\nどうせならもっとマシなウワサが\n流れてほしいもんだわ。","1010807","11","1010807044","1","0","0.2","1"
"0","","","","1010807","91","1010807045","","","",""
"2","0.5","1","dsb_idle_sad","1010807","3","1010807046","","","",""
"1","0.5","1","dsb_talk_thinking_joy","1010807","3","1010807047","","","",""
"vo_dsb_1010807","","0","vo_dsb_7006","1010807","21","1010807048","","","","0"
"1","0","10","人の口に戸は立てられないもんね～\n……そういうキャルちゃんだって\nここのウワサを聞いてきたんでしょ？","1010807","11","1010807049","1","0","0.2","1"
"0","","","","1010807","91","1010807050","","","",""
"1","0.5","1","dsb_idle_arm_crossed","1010807","3","1010807051","","","",""
"2","0.3","0","dsb_talk_arm_crossed_normal2","1010807","3","1010807052","1","0.5","","dsb_talk_arm_crossed_normal2_loop"
