1278a7e031dac2e8881d1622397247d81c384e0bf6b79b47fcbc00be3d559e21,948c73ed2855a7bb43fec245734ea2d840f676ae4fe6538fd693dbdcb5bf5966,61f1fa5436419bc3c450366ad1b1c7df29c6760d4475e5e819c39ec52c26d255,28ab1b82c485b42ef32466e7234cba7b0ed69c6ae71e455c9444a11c382b8d1d,d75cabcc234383a5b1957792c4e434581e1bfb528ed297cc8f46d0cbddfd3cca
"30","91002","8","71028014","10028029"
"1","22002","2","71028014","10028030"
"30","91002","8","71028015","10028031"
"1","22002","2","71028015","10028032"
"60","91002","8","71028016","10028033"
"2","22002","2","71028016","10028034"
"60","91002","8","71028017","10028035"
"2","22002","2","71028017","10028036"
"60","91002","8","71028018","10028037"
"2","22002","2","71028018","10028038"
"60","91002","8","71028019","10028039"
"2","22002","2","71028019","10028040"
"60","91002","8","71028020","10028041"
"2","22002","2","71028020","10028042"
"50000","94002","12","71028021","10028043"
"100000","94002","12","71028022","10028044"
"150000","94002","12","71028023","10028045"
"200000","94002","12","71028024","10028046"
"50","91002","8","71028025","10028047"
"1","31009","2","71028026","10028048"
"1","31009","2","71028027","10028049"
"1","31009","2","71028028","10028050"
"1","31009","2","71028029","10028051"
"1","31009","2","71028030","10028052"
"4","31009","2","71028031","10028053"
"5","60282","2","61029001","10029001"
"5","60282","2","61029002","10029002"
"30","91002","8","71029001","10029003"
"1","22002","2","71029001","10029004"
"30","91002","8","71029002","10029005"
"1","22002","2","71029002","10029006"
"30","91002","8","71029003","10029007"
"1","22002","2","71029003","10029008"
"30","91002","8","71029004","10029009"
"1","22002","2","71029004","10029010"
"30","91002","8","71029005","10029011"
"1","22002","2","71029005","10029012"
"30","91002","8","71029006","10029013"
"1","22002","2","71029006","10029014"
"30","91002","8","71029007","10029015"
"1","22002","2","71029007","10029016"
"30","91002","8","71029008","10029017"
"1","22002","2","71029008","10029018"
"30","91002","8","71029009","10029019"
"1","22002","2","71029009","10029020"
"30","91002","8","71029010","10029021"
"1","22002","2","71029010","10029022"
"30","91002","8","71029011","10029023"
"1","22002","2","71029011","10029024"
"30","91002","8","71029012","10029025"
"1","22002","2","71029012","10029026"
"30","91002","8","71029013","10029027"
"1","22002","2","71029013","10029028"
"30","91002","8","71029014","10029029"
"1","22002","2","71029014","10029030"
"30","91002","8","71029015","10029031"
"1","22002","2","71029015","10029032"
"60","91002","8","71029016","10029033"
"2","22002","2","71029016","10029034"
"60","91002","8","71029017","10029035"
"2","22002","2","71029017","10029036"
"60","91002","8","71029018","10029037"
"2","22002","2","71029018","10029038"
"60","91002","8","71029019","10029039"
"2","22002","2","71029019","10029040"
"60","91002","8","71029020","10029041"
"2","22002","2","71029020","10029042"
"50000","94002","12","71029021","10029043"
"100000","94002","12","71029022","10029044"
"150000","94002","12","71029023","10029045"
"200000","94002","12","71029024","10029046"
"50","91002","8","71029025","10029047"
"1","31116","2","71029026","10029048"
"1","31116","2","71029027","10029049"
"2","31116","2","71029028","10029050"
"2","31116","2","71029029","10029051"
"4","31116","2","71029030","10029052"
"1","111601","1","71029031","10029053"
"1","2205","7","71029032","10029054"
"10","31116","2","71029033","10029055"
"2","31116","2","81029001","10029056"
"30","91002","8","81029001","10029057"
"100","60282","2","81029002","10029058"
"30000","94002","12","81029002","10029059"
"100","60282","2","81029003","10029060"
"30000","94002","12","81029003","10029061"
"2","31116","2","81029004","10029062"
"30","91002","8","81029004","10029063"
"100","60282","2","81029005","10029064"
"30000","94002","12","81029005","10029065"
"100","60282","2","81029006","10029066"
"30000","94002","12","81029006","10029067"
"2","31116","2","81029007","10029068"
"30","91002","8","81029007","10029069"
"100","91002","8","81029008","10029070"
"5","60292","2","61030001","10030001"
"5","60292","2","61030002","10030002"
"30","91002","8","71030001","10030003"
"1","22002","2","71030001","10030004"
"30","91002","8","71030002","10030005"
"1","22002","2","71030002","10030006"
"30","91002","8","71030003","10030007"
"1","22002","2","71030003","10030008"
"30","91002","8","71030004","10030009"
"1","22002","2","71030004","10030010"
"30","91002","8","71030005","10030011"
"1","22002","2","71030005","10030012"
"30","91002","8","71030006","10030013"
"1","22002","2","71030006","10030014"
"30","91002","8","71030007","10030015"
"1","22002","2","71030007","10030016"
"30","91002","8","71030008","10030017"
"1","22002","2","71030008","10030018"
"30","91002","8","71030009","10030019"
"1","22002","2","71030009","10030020"
"30","91002","8","71030010","10030021"
"1","22002","2","71030010","10030022"
"30","91002","8","71030011","10030023"
"1","22002","2","71030011","10030024"
"30","91002","8","71030012","10030025"
"1","22002","2","71030012","10030026"
"30","91002","8","71030013","10030027"
"1","22002","2","71030013","10030028"
"30","91002","8","71030014","10030029"
"1","22002","2","71030014","10030030"
"30","91002","8","71030015","10030031"
"1","22002","2","71030015","10030032"
"60","91002","8","71030016","10030033"
"2","22002","2","71030016","10030034"
"60","91002","8","71030017","10030035"
"2","22002","2","71030017","10030036"
"60","91002","8","71030018","10030037"
"2","22002","2","71030018","10030038"
"60","91002","8","71030019","10030039"
"2","22002","2","71030019","10030040"
"60","91002","8","71030020","10030041"
"2","22002","2","71030020","10030042"
"50000","94002","12","71030021","10030043"
"100000","94002","12","71030022","10030044"
"150000","94002","12","71030023","10030045"
"200000","94002","12","71030024","10030046"
"50","91002","8","71030025","10030047"
"1","31085","2","71030026","10030048"
"1","31085","2","71030027","10030049"
"1","31085","2","71030028","10030050"
"1","31085","2","71030029","10030051"
"1","31085","2","71030030","10030052"
"1","108501","1","71030031","10030053"
"4","31085","2","71030032","10030054"
"5","60302","2","61031001","10031001"
"5","60302","2","61031002","10031002"
"30","91002","8","71031001","10031003"
"1","22002","2","71031001","10031004"
"30","91002","8","71031002","10031005"
"1","22002","2","71031002","10031006"
"30","91002","8","71031003","10031007"
"1","22002","2","71031003","10031008"
"30","91002","8","71031004","10031009"
"1","22002","2","71031004","10031010"
"30","91002","8","71031005","10031011"
"1","22002","2","71031005","10031012"
"30","91002","8","71031006","10031013"
"1","22002","2","71031006","10031014"
"30","91002","8","71031007","10031015"
"1","22002","2","71031007","10031016"
"30","91002","8","71031008","10031017"
"1","22002","2","71031008","10031018"
"30","91002","8","71031009","10031019"
"1","22002","2","71031009","10031020"
"30","91002","8","71031010","10031021"
"1","22002","2","71031010","10031022"
"30","91002","8","71031011","10031023"
"1","22002","2","71031011","10031024"
"30","91002","8","71031012","10031025"
"1","22002","2","71031012","10031026"
"30","91002","8","71031013","10031027"
"1","22002","2","71031013","10031028"
"30","91002","8","71031014","10031029"
"1","22002","2","71031014","10031030"
"30","91002","8","71031015","10031031"
"1","22002","2","71031015","10031032"
"60","91002","8","71031016","10031033"
"2","22002","2","71031016","10031034"
"60","91002","8","71031017","10031035"
"2","22002","2","71031017","10031036"
"60","91002","8","71031018","10031037"
"2","22002","2","71031018","10031038"
"60","91002","8","71031019","10031039"
"2","22002","2","71031019","10031040"
"60","91002","8","71031020","10031041"
"2","22002","2","71031020","10031042"
"50000","94002","12","71031021","10031043"
"100000","94002","12","71031022","10031044"
"150000","94002","12","71031023","10031045"
"200000","94002","12","71031024","10031046"
"50","91002","8","71031025","10031047"
"1","31121","2","71031026","10031048"
"1","31121","2","71031027","10031049"
"2","31121","2","71031028","10031050"
"2","31121","2","71031029","10031051"
"4","31121","2","71031030","10031052"
"1","112101","1","71031031","10031053"
"10","31121","2","71031032","10031054"
"2","31121","2","81031001","10031055"
"30","91002","8","81031001","10031056"
"100","60302","2","81031002","10031057"
"30000","94002","12","81031002","10031058"
"100","60302","2","81031003","10031059"
"30000","94002","12","81031003","10031060"
"2","31121","2","81031004","10031061"
"30","91002","8","81031004","10031062"
"100","60302","2","81031005","10031063"
"30000","94002","12","81031005","10031064"
"100","60302","2","81031006","10031065"
"30000","94002","12","81031006","10031066"
"2","31121","2","81031007","10031067"
"30","91002","8","81031007","10031068"
"100","91002","8","81031008","10031069"
"5","60312","2","61032001","10032001"
"5","60312","2","61032002","10032002"
"30","91002","8","71032001","10032003"
"1","22002","2","71032001","10032004"
"30","91002","8","71032002","10032005"
"1","22002","2","71032002","10032006"
"30","91002","8","71032003","10032007"
"1","22002","2","71032003","10032008"
"30","91002","8","71032004","10032009"
"1","22002","2","71032004","10032010"
"30","91002","8","71032005","10032011"
"1","22002","2","71032005","10032012"
"30","91002","8","71032006","10032013"
"1","22002","2","71032006","10032014"
"30","91002","8","71032007","10032015"
"1","22002","2","71032007","10032016"
"30","91002","8","71032008","10032017"
"1","22002","2","71032008","10032018"
"30","91002","8","71032009","10032019"
"1","22002","2","71032009","10032020"
"30","91002","8","71032010","10032021"
"1","22002","2","71032010","10032022"
"30","91002","8","71032011","10032023"
"1","22002","2","71032011","10032024"
"30","91002","8","71032012","10032025"
"1","22002","2","71032012","10032026"
"30","91002","8","71032013","10032027"
"1","22002","2","71032013","10032028"
"30","91002","8","71032014","10032029"
"1","22002","2","71032014","10032030"
"30","91002","8","71032015","10032031"
"1","22002","2","71032015","10032032"
"60","91002","8","71032016","10032033"
"2","22002","2","71032016","10032034"
"60","91002","8","71032017","10032035"
"2","22002","2","71032017","10032036"
"60","91002","8","71032018","10032037"
"2","22002","2","71032018","10032038"
"60","91002","8","71032019","10032039"
"2","22002","2","71032019","10032040"
"60","91002","8","71032020","10032041"
"2","22002","2","71032020","10032042"
"50000","94002","12","71032021","10032043"
"100000","94002","12","71032022","10032044"
"150000","94002","12","71032023","10032045"
"200000","94002","12","71032024","10032046"
"50","91002","8","71032025","10032047"
"1","31089","2","71032026","10032048"
"1","31089","2","71032027","10032049"
"1","31089","2","71032028","10032050"
"1","31089","2","71032029","10032051"
"1","31089","2","71032030","10032052"
"1","108901","1","71032031","10032053"
"4","31089","2","71032032","10032054"
"5","60322","2","61033001","10033001"
"5","60322","2","61033002","10033002"
"30","91002","8","71033001","10033003"
"1","22002","2","71033001","10033004"
"30","91002","8","71033002","10033005"
"1","22002","2","71033002","10033006"
"30","91002","8","71033003","10033007"
"1","22002","2","71033003","10033008"
"30","91002","8","71033004","10033009"
"1","22002","2","71033004","10033010"
"30","91002","8","71033005","10033011"
"1","22002","2","71033005","10033012"
"30","91002","8","71033006","10033013"
"1","22002","2","71033006","10033014"
"30","91002","8","71033007","10033015"
"1","22002","2","71033007","10033016"
"30","91002","8","71033008","10033017"
"1","22002","2","71033008","10033018"
"30","91002","8","71033009","10033019"
"1","22002","2","71033009","10033020"
"30","91002","8","71033010","10033021"
"1","22002","2","71033010","10033022"
"30","91002","8","71033011","10033023"
"1","22002","2","71033011","10033024"
"30","91002","8","71033012","10033025"
"1","22002","2","71033012","10033026"
"30","91002","8","71033013","10033027"
"1","22002","2","71033013","10033028"
"30","91002","8","71033014","10033029"
"1","22002","2","71033014","10033030"
"30","91002","8","71033015","10033031"
"1","22002","2","71033015","10033032"
"60","91002","8","71033016","10033033"
"2","22002","2","71033016","10033034"
"60","91002","8","71033017","10033035"
"2","22002","2","71033017","10033036"
"60","91002","8","71033018","10033037"
"2","22002","2","71033018","10033038"
"60","91002","8","71033019","10033039"
"2","22002","2","71033019","10033040"
"60","91002","8","71033020","10033041"
"2","22002","2","71033020","10033042"
"50000","94002","12","71033021","10033043"
"100000","94002","12","71033022","10033044"
"150000","94002","12","71033023","10033045"
"200000","94002","12","71033024","10033046"
"50","91002","8","71033025","10033047"
"1","31123","2","71033026","10033048"
"1","31123","2","71033027","10033049"
"2","31123","2","71033028","10033050"
"2","31123","2","71033029","10033051"
"4","31123","2","71033030","10033052"
"1","112301","1","71033031","10033053"
"1","2307","7","71033032","10033054"
"1","2308","7","71033032","10033055"
"10","31123","2","71033033","10033056"
"2","31123","2","81033001","10033057"
"30","91002","8","81033001","10033058"
"100","60322","2","81033002","10033059"
"30000","94002","12","81033002","10033060"
"100","60322","2","81033003","10033061"
"30000","94002","12","81033003","10033062"
"2","31123","2","81033004","10033063"
"30","91002","8","81033004","10033064"
"100","60322","2","81033005","10033065"
"30000","94002","12","81033005","10033066"
"100","60322","2","81033006","10033067"
"30000","94002","12","81033006","10033068"
"2","31123","2","81033007","10033069"
"30","91002","8","81033007","10033070"
"100","91002","8","81033008","10033071"
"5","60332","2","61034001","10034001"
"5","60332","2","61034002","10034002"
"30","91002","8","71034001","10034005"
"1","22002","2","71034001","10034006"
"30","91002","8","71034002","10034007"
"1","22002","2","71034002","10034008"
"30","91002","8","71034003","10034009"
"1","22002","2","71034003","10034010"
"30","91002","8","71034004","10034011"
"1","22002","2","71034004","10034012"
"30","91002","8","71034005","10034013"
"1","22002","2","71034005","10034014"
"30","91002","8","71034006","10034015"
"1","22002","2","71034006","10034016"
"30","91002","8","71034007","10034017"
"1","22002","2","71034007","10034018"
"30","91002","8","71034008","10034019"
"1","22002","2","71034008","10034020"
"30","91002","8","71034009","10034021"
"1","22002","2","71034009","10034022"
"30","91002","8","71034010","10034023"
"1","22002","2","71034010","10034024"
"30","91002","8","71034011","10034025"
"1","22002","2","71034011","10034026"
"30","91002","8","71034012","10034027"
"1","22002","2","71034012","10034028"
"30","91002","8","71034013","10034029"
"1","22002","2","71034013","10034030"
"30","91002","8","71034014","10034031"
"1","22002","2","71034014","10034032"
"30","91002","8","71034015","10034033"
"1","22002","2","71034015","10034034"
"60","91002","8","71034016","10034035"
"2","22002","2","71034016","10034036"
"60","91002","8","71034017","10034037"
"2","22002","2","71034017","10034038"
"60","91002","8","71034018","10034039"
"2","22002","2","71034018","10034040"
"60","91002","8","71034019","10034041"
"2","22002","2","71034019","10034042"
"60","91002","8","71034020","10034043"
"2","22002","2","71034020","10034044"
"50000","94002","12","71034021","10034045"
"100000","94002","12","71034022","10034046"
"150000","94002","12","71034023","10034047"
"200000","94002","12","71034024","10034048"
"50","91002","8","71034025","10034049"
"1","31090","2","71034026","10034050"
"1","31090","2","71034027","10034051"
"1","31090","2","71034028","10034052"
"1","31090","2","71034029","10034053"
"1","31090","2","71034030","10034054"
"1","109001","1","71034031","10034055"
"4","31090","2","71034032","10034056"
"1","31090","2","81034001","10034057"
"25","91002","8","81034001","10034058"
"50","60332","2","81034002","10034059"
"30000","94002","12","81034002","10034060"
"50","60332","2","81034003","10034061"
"30000","94002","12","81034003","10034062"
"1","31090","2","81034004","10034063"
"25","91002","8","81034004","10034064"
"50","60332","2","81034005","10034065"
"30000","94002","12","81034005","10034066"
"50","60332","2","81034006","10034067"
"30000","94002","12","81034006","10034068"
"1","31090","2","81034007","10034069"
"25","91002","8","81034007","10034070"
"50","91002","8","81034008","10034071"
"5","60342","2","61035001","10035001"
"5","60342","2","61035002","10035002"
"30","91002","8","71035001","10035003"
"1","22002","2","71035001","10035004"
"30","91002","8","71035002","10035005"
"1","22002","2","71035002","10035006"
"30","91002","8","71035003","10035007"
"1","22002","2","71035003","10035008"
"30","91002","8","71035004","10035009"
"1","22002","2","71035004","10035010"
"30","91002","8","71035005","10035011"
"1","22002","2","71035005","10035012"
"30","91002","8","71035006","10035013"
"1","22002","2","71035006","10035014"
"30","91002","8","71035007","10035015"
"1","22002","2","71035007","10035016"
"30","91002","8","71035008","10035017"
"1","22002","2","71035008","10035018"
"30","91002","8","71035009","10035019"
"1","22002","2","71035009","10035020"
"30","91002","8","71035010","10035021"
"1","22002","2","71035010","10035022"
"30","91002","8","71035011","10035023"
"1","22002","2","71035011","10035024"
"30","91002","8","71035012","10035025"
"1","22002","2","71035012","10035026"
"30","91002","8","71035013","10035027"
"1","22002","2","71035013","10035028"
"30","91002","8","71035014","10035029"
"1","22002","2","71035014","10035030"
"30","91002","8","71035015","10035031"
"1","22002","2","71035015","10035032"
"60","91002","8","71035016","10035033"
"2","22002","2","71035016","10035034"
"60","91002","8","71035017","10035035"
"2","22002","2","71035017","10035036"
"60","91002","8","71035018","10035037"
"2","22002","2","71035018","10035038"
"60","91002","8","71035019","10035039"
"2","22002","2","71035019","10035040"
"60","91002","8","71035020","10035041"
"2","22002","2","71035020","10035042"
"50000","94002","12","71035021","10035043"
"100000","94002","12","71035022","10035044"
"150000","94002","12","71035023","10035045"
"200000","94002","12","71035024","10035046"
"50","91002","8","71035025","10035047"
"1","31126","2","71035026","10035048"
"1","31126","2","71035027","10035049"
"2","31126","2","71035028","10035050"
"2","31126","2","71035029","10035051"
"4","31126","2","71035030","10035052"
"1","112601","1","71035031","10035053"
"10","31126","2","71035032","10035054"
"2","31126","2","81035001","10035055"
"30","91002","8","81035001","10035056"
"2","31126","2","81035002","10035057"
"30","91002","8","81035002","10035058"
"100","60342","2","81035003","10035059"
"30000","94002","12","81035003","10035060"
"100","60342","2","81035004","10035061"
"30000","94002","12","81035004","10035062"
"100","60342","2","81035005","10035063"
"30000","94002","12","81035005","10035064"
"100","60342","2","81035006","10035065"
"30000","94002","12","81035006","10035066"
"2","31126","2","81035007","10035067"
"30","91002","8","81035007","10035068"
"100","91002","8","81035008","10035069"
"5","60342","2","61036001","10036001"
"5","60342","2","61036002","10036002"
"30","91002","8","71036001","10036003"
"1","22002","2","71036001","10036004"
"30","91002","8","71036002","10036005"
"1","22002","2","71036002","10036006"
"30","91002","8","71036003","10036007"
"1","22002","2","71036003","10036008"
"30","91002","8","71036004","10036009"
"1","22002","2","71036004","10036010"
"30","91002","8","71036005","10036011"
"1","22002","2","71036005","10036012"
"30","91002","8","71036006","10036013"
"1","22002","2","71036006","10036014"
"30","91002","8","71036007","10036015"
"1","22002","2","71036007","10036016"
"30","91002","8","71036008","10036017"
"1","22002","2","71036008","10036018"
"30","91002","8","71036009","10036019"
"1","22002","2","71036009","10036020"
"30","91002","8","71036010","10036021"
"1","22002","2","71036010","10036022"
"30","91002","8","71036011","10036023"
"1","22002","2","71036011","10036024"
"30","91002","8","71036012","10036025"
"1","22002","2","71036012","10036026"
"30","91002","8","71036013","10036027"
"1","22002","2","71036013","10036028"
"30","91002","8","71036014","10036029"
"1","22002","2","71036014","10036030"
"30","91002","8","71036015","10036031"
"1","22002","2","71036015","10036032"
"60","91002","8","71036016","10036033"
"2","22002","2","71036016","10036034"
"60","91002","8","71036017","10036035"
"2","22002","2","71036017","10036036"
"60","91002","8","71036018","10036037"
"2","22002","2","71036018","10036038"
"60","91002","8","71036019","10036039"
"2","22002","2","71036019","10036040"
"60","91002","8","71036020","10036041"
"2","22002","2","71036020","10036042"
"50","91002","8","71036021","10036043"
"1","31126","2","71036022","10036044"
"1","31126","2","71036023","10036045"
"2","31126","2","71036024","10036046"
"2","31126","2","71036025","10036047"
"4","31126","2","71036026","10036048"
"10","31126","2","71036027","10036049"
"100","60342","2","81036001","10036050"
"30000","94002","12","81036001","10036051"
"2","31126","2","81036002","10036052"
"30","91002","8","81036002","10036053"
"100","60342","2","81036003","10036054"
"30000","94002","12","81036003","10036055"
"100","60342","2","81036004","10036056"
"30000","94002","12","81036004","10036057"
"2","31126","2","81036005","10036058"
"30","91002","8","81036005","10036059"
"100","60342","2","81036006","10036060"
"30000","94002","12","81036006","10036061"
"2","31126","2","81036007","10036062"
"30","91002","8","81036007","10036063"
"100","91002","8","81036008","10036064"
"5","60362","2","61037001","10037001"
"5","60362","2","61037002","10037002"
"30","91002","8","71037001","10037003"
"1","22002","2","71037001","10037004"
"30","91002","8","71037002","10037005"
"1","22002","2","71037002","10037006"
"30","91002","8","71037003","10037007"
"1","22002","2","71037003","10037008"
"30","91002","8","71037004","10037009"
"1","22002","2","71037004","10037010"
"30","91002","8","71037005","10037011"
"1","22002","2","71037005","10037012"
"30","91002","8","71037006","10037013"
"1","22002","2","71037006","10037014"
"30","91002","8","71037007","10037015"
"1","22002","2","71037007","10037016"
"30","91002","8","71037008","10037017"
"1","22002","2","71037008","10037018"
"30","91002","8","71037009","10037019"
"1","22002","2","71037009","10037020"
"30","91002","8","71037010","10037021"
"1","22002","2","71037010","10037022"
"30","91002","8","71037011","10037023"
"1","22002","2","71037011","10037024"
"30","91002","8","71037012","10037025"
"1","22002","2","71037012","10037026"
"30","91002","8","71037013","10037027"
"1","22002","2","71037013","10037028"
"30","91002","8","71037014","10037029"
"1","22002","2","71037014","10037030"
"30","91002","8","71037015","10037031"
"1","22002","2","71037015","10037032"
"60","91002","8","71037016","10037033"
"2","22002","2","71037016","10037034"
"60","91002","8","71037017","10037035"
"2","22002","2","71037017","10037036"
"60","91002","8","71037018","10037037"
"2","22002","2","71037018","10037038"
"60","91002","8","71037019","10037039"
"2","22002","2","71037019","10037040"
"60","91002","8","71037020","10037041"
"2","22002","2","71037020","10037042"
"50000","94002","12","71037021","10037043"
"100000","94002","12","71037022","10037044"
"150000","94002","12","71037023","10037045"
"200000","94002","12","71037024","10037046"
"50","91002","8","71037025","10037047"
"1","31043","2","71037026","10037048"
"1","31043","2","71037027","10037049"
"1","31043","2","71037028","10037050"
"1","31043","2","71037029","10037051"
"1","31043","2","71037030","10037052"
"4","31043","2","71037031","10037053"
"1","31043","2","81037001","10037054"
"25","91002","8","81037001","10037055"
"50","60362","2","81037002","10037056"
"30000","94002","12","81037002","10037057"
"50","60362","2","81037003","10037058"
"30000","94002","12","81037003","10037059"
"1","31043","2","81037004","10037060"
"25","91002","8","81037004","10037061"
"50","60362","2","81037005","10037062"
"30000","94002","12","81037005","10037063"
"50","60362","2","81037006","10037064"
"30000","94002","12","81037006","10037065"
"1","31043","2","81037007","10037066"
"25","91002","8","81037007","10037067"
"50","91002","8","81037008","10037068"
"5","60372","2","61038001","10038001"
"5","60372","2","61038002","10038002"
"30","91002","8","71038001","10038003"
"1","22002","2","71038001","10038004"
"30","91002","8","71038002","10038005"
"1","22002","2","71038002","10038006"
"30","91002","8","71038003","10038007"
"1","22002","2","71038003","10038008"
"30","91002","8","71038004","10038009"
"1","22002","2","71038004","10038010"
"30","91002","8","71038005","10038011"
"1","22002","2","71038005","10038012"
"30","91002","8","71038006","10038013"
"1","22002","2","71038006","10038014"
"30","91002","8","71038007","10038015"
"1","22002","2","71038007","10038016"
"30","91002","8","71038008","10038017"
"1","22002","2","71038008","10038018"
"30","91002","8","71038009","10038019"
"1","22002","2","71038009","10038020"
"30","91002","8","71038010","10038021"
"1","22002","2","71038010","10038022"
"30","91002","8","71038011","10038023"
"1","22002","2","71038011","10038024"
"30","91002","8","71038012","10038025"
"1","22002","2","71038012","10038026"
"30","91002","8","71038013","10038027"
"1","22002","2","71038013","10038028"
"30","91002","8","71038014","10038029"
"1","22002","2","71038014","10038030"
"30","91002","8","71038015","10038031"
"1","22002","2","71038015","10038032"
"60","91002","8","71038016","10038033"
"2","22002","2","71038016","10038034"
"60","91002","8","71038017","10038035"
"2","22002","2","71038017","10038036"
"60","91002","8","71038018","10038037"
"2","22002","2","71038018","10038038"
"60","91002","8","71038019","10038039"
"2","22002","2","71038019","10038040"
"60","91002","8","71038020","10038041"
"2","22002","2","71038020","10038042"
"50000","94002","12","71038021","10038043"
"100000","94002","12","71038022","10038044"
"150000","94002","12","71038023","10038045"
"200000","94002","12","71038024","10038046"
"50","91002","8","71038025","10038047"
"1","31107","2","71038026","10038048"
"1","31107","2","71038027","10038049"
"2","31107","2","71038028","10038050"
"2","31107","2","71038029","10038051"
"4","31107","2","71038030","10038052"
"10","31107","2","71038031","10038053"
"2","31107","2","81038001","10038054"
"30","91002","8","81038001","10038055"
"100","60372","2","81038002","10038056"
"30000","94002","12","81038002","10038057"
"100","60372","2","81038003","10038058"
"30000","94002","12","81038003","10038059"
"2","31107","2","81038004","10038060"
"30","91002","8","81038004","10038061"
"100","60372","2","81038005","10038062"
"30000","94002","12","81038005","10038063"
"100","60372","2","81038006","10038064"
"30000","94002","12","81038006","10038065"
"2","31107","2","81038007","10038066"
"30","91002","8","81038007","10038067"
"100","91002","8","81038008","10038068"
"30","91002","8","71039001","10039001"
"1","22002","2","71039001","10039002"
"30","91002","8","71039002","10039003"
"1","22002","2","71039002","10039004"
"30","91002","8","71039003","10039005"
"1","22002","2","71039003","10039006"
"30","91002","8","71039004","10039007"
"1","22002","2","71039004","10039008"
"30","91002","8","71039005","10039009"
"1","22002","2","71039005","10039010"
"30","91002","8","71039006","10039011"
"1","22002","2","71039006","10039012"
"30","91002","8","71039007","10039013"
"1","22002","2","71039007","10039014"
"30","91002","8","71039008","10039015"
"1","22002","2","71039008","10039016"
"30","91002","8","71039009","10039017"
"1","22002","2","71039009","10039018"
"30","91002","8","71039010","10039019"
"1","22002","2","71039010","10039020"
"30","91002","8","71039011","10039021"
"1","22002","2","71039011","10039022"
"30","91002","8","71039012","10039023"
"1","22002","2","71039012","10039024"
"30","91002","8","71039013","10039025"
"1","22002","2","71039013","10039026"
"30","91002","8","71039014","10039027"
"1","22002","2","71039014","10039028"
"30","91002","8","71039015","10039029"
"1","22002","2","71039015","10039030"
"60","91002","8","71039016","10039031"
"2","22002","2","71039016","10039032"
"60","91002","8","71039017","10039033"
"2","22002","2","71039017","10039034"
"60","91002","8","71039018","10039035"
"2","22002","2","71039018","10039036"
"60","91002","8","71039019","10039037"
"2","22002","2","71039019","10039038"
"60","91002","8","71039020","10039039"
"2","22002","2","71039020","10039040"
"50000","94002","12","71039021","10039041"
"100000","94002","12","71039022","10039042"
"150000","94002","12","71039023","10039043"
"200000","94002","12","71039024","10039044"
"50","91002","8","71039025","10039045"
"1","31093","2","71039026","10039046"
"1","31093","2","71039027","10039047"
"1","31093","2","71039028","10039048"
"1","31093","2","71039029","10039049"
"1","31093","2","71039030","10039050"
"1","109301","1","71039031","10039051"
"4","31093","2","71039032","10039052"
"1","31093","2","81039001","10039053"
"25","91002","8","81039001","10039054"
"50","60382","2","81039002","10039055"
"30000","94002","12","81039002","10039056"
"50","60382","2","81039003","10039057"
"30000","94002","12","81039003","10039058"
"1","31093","2","81039004","10039059"
"25","91002","8","81039004","10039060"
"50","60382","2","81039005","10039061"
"30000","94002","12","81039005","10039062"
"50","60382","2","81039006","10039063"
"30000","94002","12","81039006","10039064"
"1","31093","2","81039007","10039065"
"25","91002","8","81039007","10039066"
"50","91002","8","81039008","10039067"
"5","60382","2","61039001","10039068"
"5","60382","2","61039002","10039069"
"5","60392","2","61040001","10040001"
"5","60392","2","61040002","10040002"
"30","91002","8","71040001","10040003"
"1","22002","2","71040001","10040004"
"30","91002","8","71040002","10040005"
"1","22002","2","71040002","10040006"
"30","91002","8","71040003","10040007"
"1","22002","2","71040003","10040008"
"30","91002","8","71040004","10040009"
"1","22002","2","71040004","10040010"
"30","91002","8","71040005","10040011"
"1","22002","2","71040005","10040012"
"30","91002","8","71040006","10040013"
"1","22002","2","71040006","10040014"
"30","91002","8","71040007","10040015"
"1","22002","2","71040007","10040016"
"30","91002","8","71040008","10040017"
"1","22002","2","71040008","10040018"
"30","91002","8","71040009","10040019"
"1","22002","2","71040009","10040020"
"30","91002","8","71040010","10040021"
"1","22002","2","71040010","10040022"
"30","91002","8","71040011","10040023"
"1","22002","2","71040011","10040024"
"30","91002","8","71040012","10040025"
"1","22002","2","71040012","10040026"
"30","91002","8","71040013","10040027"
"1","22002","2","71040013","10040028"
"30","91002","8","71040014","10040029"
"1","22002","2","71040014","10040030"
"30","91002","8","71040015","10040031"
"1","22002","2","71040015","10040032"
"60","91002","8","71040016","10040033"
"2","22002","2","71040016","10040034"
"60","91002","8","71040017","10040035"
"2","22002","2","71040017","10040036"
"60","91002","8","71040018","10040037"
"2","22002","2","71040018","10040038"
"60","91002","8","71040019","10040039"
"2","22002","2","71040019","10040040"
"60","91002","8","71040020","10040041"
"2","22002","2","71040020","10040042"
"50000","94002","12","71040021","10040043"
"100000","94002","12","71040022","10040044"
"150000","94002","12","71040023","10040045"
"200000","94002","12","71040024","10040046"
"50","91002","8","71040025","10040047"
"1","31028","2","71040026","10040048"
"1","31028","2","71040027","10040049"
"2","31028","2","71040028","10040050"
"2","31028","2","71040029","10040051"
"4","31028","2","71040030","10040052"
"10","31028","2","71040031","10040053"
"2","31028","2","81040001","10040054"
"30","91002","8","81040001","10040055"
