e66fdd876ff892702b213f6387b81de292433459b921510c3f984fda3869fbdf,558a3924cbb0dd5cb01b161b2545c851c2d9aea707a6ea5a908d3e4e8cdc8543,4bbdb7ff55ab2069e2852e8c3b36e96b686018f6e6a4661f89171f769ce7c9e1,1d8b79cb8f403843d0cc4f6f91ec6b3edc59ae89261243004a30ba80b4a26c52,dcef78fa1bf4556472c7c8bdf458708d994b2ed5b573ea0e879c4cfa0e9d638c,e812a8166fb9080096a01b1f50a07ab57afd14495255aa7642f392033361ba90,261662590851092ebd76ebc4d1444ef48da4239e8efe4318870d4f770e51c0ad,bc9825847d6d2aff15fde9046ff2bd2a8ebec8801006f295fcc8979e3c87de0b,e1541ca86a77508452882e556e4e7db56a8783d6ed63171087bc9e8069661b0c,da143926f46101ba3b3d213cf8dcdeb24a3066410f6f76a49fdf279b76cf9dc1,447b673186e20f50e1f12cd2c91b4d018d68d21cbd60d7a490cb5df7e110daf4,1ca259791b5342ec17f8c4360a23273c93b810f0b6980cd8374bc41a59306632,502fd7a587017359137464f43a38f567e3ce4ed8ee822976d018b679ab6596f0
"14","7","0","0","3","0","0","0","10030157","0","10030155","10001","10030158"
"51","4","0","0","3","0","0","0","10030110","0","10030156","0","10030112"
"15","3","0","0","3","0","0","0","10030153","0","10030157","1","10030155"
"13","4","0","0","3","0","0","0","10030155","0","10030158","0","10030159"
"12","14","0","0","3","0","0","0","10030158","0","10030159","5","10030160"
"11","11","0","0","3","0","0","0","10030159","0","10030160","10001","10030161"
"10","6","0","0","3","0","0","0","10030160","0","10030161","0","10030162"
"9","12","0","0","3","0","0","0","10030161","0","10030162","0","10030163"
"8","7","0","0","3","0","0","0","10030162","0","10030163","10002","10030164"
"7","2","0","0","3","0","0","0","10030163","0","10030164","2","10030165"
"6","4","0","0","3","0","0","10030166","10030164","0","10030165","0","10030167"
"9","7","0","0","3","0","0","0","10030165","0","10030166","10003","10030169"
"5","2","0","0","3","0","0","0","10030165","0","10030167","1","10030168"
"4","11","10030172","0","3","0","0","0","10030167","0","10030168","10001","10030173"
"8","2","0","0","3","0","0","0","10030166","0","10030169","3","10030170"
"7","14","0","0","3","0","0","0","10030169","0","10030170","6","10030171"
"6","6","0","0","3","0","0","0","10030170","0","10030171","0","10030172"
"5","3","0","0","3","0","0","0","10030171","0","10030172","3","10030168"
"3","3","0","0","3","0","0","0","10030168","0","10030173","2","10030174"
"2","7","0","0","3","0","0","0","10030173","0","10030174","10002","10030175"
"1","7","0","0","3","0","0","0","10030174","0","10030175","10003","10030176"
"0","13","0","0","3","0","0","0","10030175","0","10030176","0","10030177"
"68","6","0","0","3","0","0","0","10030176","0","10030177","0","10030178"
"67","12","0","0","3","0","0","0","10030177","0","10030178","0","10030179"
"66","2","0","0","3","0","0","0","10030178","0","10030179","1","10030180"
"65","7","0","0","3","0","0","0","10030179","0","10030180","10001","10030181"
"64","3","0","0","3","0","0","0","10030180","0","10030181","1","10030182"
"63","4","0","0","3","0","0","0","10030181","0","10030182","0","10030183"
"62","2","0","0","3","0","0","0","10030182","0","10030183","1","10030184"
"61","11","0","0","3","0","0","0","10030183","0","10030184","10001","10030185"
"60","6","0","0","3","0","0","0","10030184","0","10030185","0","10030186"
"59","2","0","0","3","0","0","0","10030185","0","10030186","1","10030188"
"57","2","0","0","3","0","0","0","10030188","0","10030187","1","10030189"
"58","3","0","0","3","0","0","0","10030186","0","10030188","2","10030187"
"56","7","0","0","3","0","0","10030191","10030187","0","10030189","10001","10030190"
"55","4","0","0","3","0","0","0","10030189","0","10030190","0","10030193"
"55","14","0","0","3","0","0","0","10030189","0","10030191","2","10030192"
"54","2","0","0","3","0","0","0","10030191","0","10030192","3","10030195"
"54","14","0","0","3","0","0","0","10030190","0","10030193","1","10030194"
"53","4","0","0","3","0","0","0","10030193","0","10030194","0","10030196"
"53","3","0","0","3","0","0","0","10030192","0","10030195","3","10030196"
"52","5","10030195","0","3","0","0","0","10030194","0","10030196","0","10030197"
"51","6","0","0","3","0","0","0","10030196","0","10030197","0","10030198"
"50","3","0","0","3","0","0","0","10030197","0","10030198","1","10030199"
"49","4","0","0","3","0","0","0","10030198","0","10030199","0","10030200"
"48","2","0","0","3","0","0","0","10030199","0","10030200","1","10030201"
"47","11","0","0","3","0","0","0","10030200","0","10030201","10001","10030202"
"46","7","0","0","3","0","0","10030204","10030201","0","10030202","10001","10030203"
"45","14","0","0","3","0","0","0","10030202","0","10030203","2","10030206"
"45","12","0","0","3","0","0","0","10030202","0","10030204","0","10030205"
"44","14","0","0","3","0","0","0","10030204","0","10030205","4","10030208"
"44","7","0","0","3","0","0","0","10030203","0","10030206","10003","10030207"
"43","4","0","0","3","0","0","0","10030206","0","10030207","0","10030209"
"43","2","0","0","3","0","0","0","10030205","0","10030208","1","10030209"
"42","6","10030208","0","3","0","0","0","10030207","0","10030209","0","10030210"
"41","12","0","0","3","0","0","0","10030209","0","10030210","0","10030211"
"40","3","0","0","3","0","0","0","10030210","0","10030211","2","10030212"
"39","4","0","0","3","0","0","0","10030211","0","10030212","0","10030213"
"38","2","0","0","3","0","0","0","10030212","0","10030213","2","10030214"
"37","2","0","0","3","0","0","10030215","10030213","0","10030214","1","10030216"
"40","14","0","0","3","0","0","0","10030214","0","10030215","5","10030217"
"36","12","0","0","3","0","0","0","10030214","0","10030216","0","10030225"
"39","2","0","0","3","0","0","0","10030215","0","10030217","3","10030218"
"38","2","0","0","3","0","0","0","10030217","0","10030218","2","10030219"
"37","2","0","0","3","0","0","0","10030218","0","10030219","2","10030220"
"36","14","0","0","3","0","0","0","10030219","0","10030220","3","10030221"
"35","2","0","0","3","0","0","0","10030220","0","10030221","2","10030222"
"34","2","0","0","3","0","0","0","10030221","0","10030222","2","10030223"
"33","2","0","0","3","0","0","0","10030222","0","10030223","3","10030224"
"32","14","0","0","3","0","0","0","10030223","0","10030224","3","10030229"
"35","11","0","0","3","0","0","0","10030216","0","10030225","10001","10030226"
"34","14","0","0","3","0","0","0","10030225","0","10030226","3","10030227"
"33","3","0","0","3","0","0","0","10030226","0","10030227","1","10030228"
"32","6","0","0","3","0","0","0","10030227","0","10030228","0","10030229"
"31","7","10030228","0","3","0","0","0","10030224","0","10030229","10001","10030230"
"30","5","0","0","3","0","0","0","10030229","0","10030230","0","10030231"
"29","2","0","0","3","0","0","0","10030230","0","10030231","1","10030232"
"28","3","0","0","3","0","0","0","10030231","0","10030232","1","10030382"
"26","2","0","0","3","0","0","0","10030382","0","10030234","1","10030235"
"25","14","0","0","3","0","0","0","10030234","0","10030235","5","10030236"
"24","7","0","0","3","0","0","0","10030235","0","10030236","10001","10030238"
"23","2","0","0","3","0","0","0","10030236","0","10030238","2","10030239"
"22","4","0","0","3","0","0","0","10030238","0","10030239","0","10030240"
"21","7","0","0","3","0","0","0","10030239","0","10030240","10002","10030241"
"20","2","0","0","3","0","0","0","10030240","0","10030241","1","10030242"
"19","3","0","0","3","0","0","0","10030241","0","10030242","3","10030387"
"17","14","0","0","3","0","0","0","10030387","0","10030244","3","10030245"
"16","2","0","0","3","0","0","0","10030244","0","10030245","1","10030246"
"15","7","0","0","3","0","0","0","10030245","0","10030246","10001","10030247"
"14","6","0","0","3","0","0","0","10030246","0","10030247","0","10030401"
"10","11","0","0","3","0","0","0","10030252","0","10030251","10001","10030253"
"11","7","0","0","3","0","0","0","10030400","0","10030252","10002","10030251"
"9","2","0","0","3","0","0","0","10030251","0","10030253","1","10030254"
"8","2","0","0","3","0","0","10030256","10030253","0","10030254","1","10030255"
"7","3","0","0","3","0","0","0","10030254","0","10030255","3","10030257"
"7","14","0","0","3","0","0","0","10030254","0","10030256","5","10030258"
"6","14","0","0","3","0","0","0","10030255","0","10030257","4","10030259"
"6","4","0","0","3","0","0","0","10030256","0","10030258","0","10030259"
"5","6","10030258","0","3","0","0","0","10030257","0","10030259","0","10030260"
"4","2","0","0","3","0","0","0","10030259","0","10030260","1","10030261"
"3","4","0","0","3","0","0","0","10030260","0","10030261","0","10030262"
"2","12","0","0","3","0","0","0","10030261","0","10030262","0","10030263"
"1","7","0","0","3","0","0","0","10030262","0","10030263","10003","10030264"
"0","13","0","0","3","0","0","0","10030263","0","10030264","0","10030265"
"66","11","0","0","3","0","0","0","10030264","0","10030265","10001","10030266"
"65","7","0","0","3","0","0","0","10030265","0","10030266","10001","10030267"
"64","3","0","0","3","0","0","0","10030266","0","10030267","1","10030268"
"63","4","0","0","3","0","0","0","10030267","0","10030268","0","10030269"
"62","2","0","0","3","0","0","0","10030268","0","10030269","1","10030270"
"61","7","0","0","3","0","0","0","10030269","0","10030270","10001","10030271"
"60","5","0","0","3","0","0","0","10030270","0","10030271","0","10030272"
"59","2","0","0","3","0","0","0","10030271","0","10030272","1","10030273"
"58","12","0","0","3","0","0","0","10030272","0","10030273","0","10030274"
"57","4","0","0","3","0","0","0","10030273","0","10030274","0","10030275"
"56","2","0","0","3","0","0","0","10030274","0","10030275","1","10030276"
"55","6","0","0","3","0","0","0","10030275","0","10030276","0","10030277"
"54","11","0","0","3","0","0","10030284","10030276","0","10030277","10001","10030278"
"53","7","0","0","3","0","0","0","10030277","0","10030278","10001","10030279"
"52","7","0","0","3","0","0","0","10030278","0","10030279","10002","10030280"
"51","7","0","0","3","0","0","0","10030279","0","10030280","10003","10030281"
"50","7","0","0","3","0","0","0","10030280","0","10030281","10002","10030282"
"49","7","0","0","3","0","0","0","10030281","0","10030282","10001","10030283"
"48","4","10030285","0","3","0","0","0","10030282","0","10030283","0","10030289"
"53","14","0","0","3","0","0","0","10030277","0","10030284","2","10030287"
"49","14","0","0","3","0","0","0","10030286","0","10030285","3","10030283"
"50","3","0","0","3","0","0","0","10030288","0","10030286","3","10030285"
"52","3","0","0","3","0","0","0","10030284","0","10030287","2","10030288"
"51","2","0","0","3","0","0","0","10030287","0","10030288","3","10030286"
"47","6","0","0","3","0","0","0","10030283","0","10030289","0","10030290"
"46","3","0","0","3","0","0","0","10030289","0","10030290","1","10030292"
"44","2","0","0","3","0","0","0","10030292","0","10030291","1","10030293"
"45","14","0","0","3","0","0","0","10030290","0","10030292","3","10030291"
"43","4","0","0","3","0","0","0","10030291","0","10030293","0","10030294"
"42","7","0","0","3","0","0","0","10030293","0","10030294","10001","10030295"
"41","2","0","0","3","0","0","0","10030294","0","10030295","2","10030296"
"40","11","0","0","3","0","0","0","10030295","0","10030296","10001","10030297"
"39","14","0","0","3","0","0","0","10030296","0","10030297","2","10030298"
"38","5","0","0","3","0","0","0","10030297","0","10030298","0","10030299"
"37","4","0","0","3","0","0","10030301","10030298","0","10030299","0","10030300"
"36","3","0","0","3","0","0","0","10030299","0","10030300","1","10030303"
"36","7","0","0","3","0","0","0","10030299","0","10030301","10001","10030302"
"35","14","0","0","3","0","0","0","10030301","0","10030302","2","10030305"
"35","6","0","0","3","0","0","0","10030300","0","10030303","0","10030304"
"34","2","0","0","3","0","0","0","10030303","0","10030304","3","10030306"
"34","4","0","0","3","0","0","0","10030302","0","10030305","0","10030308"
"33","14","0","0","3","0","0","0","10030304","0","10030306","2","10030307"
"32","2","0","0","3","0","0","0","10030306","0","10030307","3","10030310"
"33","7","0","0","3","0","0","0","10030305","0","10030308","10003","10030309"
"32","7","0","0","3","0","0","0","10030308","0","10030309","10002","10030310"
"31","6","10030309","0","3","0","0","0","10030307","0","10030310","0","10030311"
"30","11","0","0","3","0","0","0","10030310","0","10030311","10001","10030312"
"29","14","0","0","3","0","0","0","10030311","0","10030312","4","10030313"
"28","12","0","0","3","0","0","0","10030312","0","10030313","0","10030314"
"27","7","0","0","3","0","0","0","10030313","0","10030314","10001","10030315"
"26","2","0","0","3","0","0","0","10030314","0","10030315","2","10030385"
"24","6","0","0","3","0","0","0","10030385","0","10030317","1","10030391"
"21","2","0","0","3","0","0","10030321","10030390","0","10030320","1","10030324"
"22","3","0","0","3","0","0","0","10030320","0","10030321","3","10030322"
"21","14","0","0","3","0","0","0","10030321","0","10030322","4","10030323"
"20","7","0","0","3","0","0","0","10030322","0","10030323","10003","10030325"
"20","3","0","0","3","0","0","0","10030320","0","10030324","1","10030325"
"19","7","10030324","0","3","0","0","0","10030323","0","10030325","10001","10030326"
"18","4","0","0","3","0","0","0","10030325","0","10030326","0","10030327"
"17","2","0","0","3","0","0","0","10030326","0","10030327","2","10030334"
"16","6","0","0","3","0","0","0","10030327","0","10030334","0","10030335"
"15","4","0","0","3","0","0","0","10030334","0","10030335","0","10030336"
"14","3","0","0","3","0","0","0","10030335","0","10030336","2","10030337"
"13","2","0","0","3","0","0","0","10030336","0","10030337","1","10030338"
"12","7","0","0","3","0","0","0","10030337","0","10030338","10003","10030386"
"10","2","0","0","3","0","0","0","10030386","0","10030340","1","10030341"
"9","3","0","10030347","3","0","0","10030344","10030340","0","10030341","1","10030357"
"10","14","0","0","3","0","0","0","10030341","0","10030344","2","10030345"
"9","14","0","0","3","0","0","0","10030344","0","10030345","4","10030346"
"8","3","0","0","3","0","0","0","10030345","0","10030346","3","10030358"
"10","7","0","0","3","0","0","0","10030341","0","10030347","10003","10030348"
"9","4","0","0","3","0","0","0","10030347","0","10030348","0","10030349"
"8","14","0","0","3","0","0","0","10030348","0","10030349","4","10030358"
"8","6","0","0","3","0","0","0","10030341","0","10030357","0","10030358"
"7","2","10030349","0","3","0","10030357","0","10030346","0","10030358","1","10030359"
"6","3","0","0","3","0","0","0","10030358","0","10030359","2","10030360"
"5","7","0","0","3","0","0","0","10030359","0","10030360","10003","10030392"
"3","14","0","0","3","0","0","0","10030392","0","10030362","3","10030363"
"2","7","0","0","3","0","0","0","10030362","0","10030363","10002","10030364"
"1","2","0","0","3","0","0","0","10030363","0","10030364","1","10030365"
"0","13","0","0","3","0","0","0","10030364","0","10030365","0","10030366"
"66","4","0","0","3","0","0","0","10030365","0","10030366","0","10030367"
"65","6","0","0","3","0","0","0","10030366","0","10030367","0","10030368"
"64","3","0","0","3","0","0","0","10030367","0","10030368","2","10030369"
"63","2","0","0","3","0","0","0","10030368","0","10030369","2","10030002"
"14","6","0","0","3","0","0","0","10030393","0","10030370","0","10030371"
"13","3","0","0","3","0","0","0","10030370","0","10030371","1","10030372"
"12","7","0","0","3","0","0","0","10030371","0","10030372","10002","10030373"
"11","14","0","0","3","0","0","0","10030372","0","10030373","3","10030374"
"10","2","0","0","3","0","0","0","10030373","0","10030374","1","10030375"
"9","3","0","0","3","0","0","0","10030374","0","10030375","2","10030376"
"8","6","0","0","3","0","0","0","10030375","0","10030376","0","10030377"
"7","2","0","0","3","0","0","0","10030376","0","10030377","1","10030085"
"17","7","0","0","3","0","0","0","10030073","0","10030379","10001","10030394"
"50","7","10030024","0","3","0","0","0","10030021","0","10030380","10001","10030027"
"47","7","0","0","3","0","0","0","10030114","0","10030381","10001","10030116"
"27","7","0","0","3","0","0","0","10030232","0","10030382","10001","10030234"
"25","7","0","0","3","0","0","0","10030315","0","10030385","10001","10030317"
"11","12","0","0","3","0","0","0","10030338","0","10030386","0","10030340"
"18","7","0","0","3","0","0","0","10030242","0","10030387","10001","10030244"
"22","11","0","0","3","0","0","0","10030391","0","10030390","10001","10030320"
"23","14","0","0","3","0","0","0","10030317","0","10030391","3","10030390"
"4","7","0","0","3","0","0","0","10030360","0","10030392","10002","10030362"
"15","4","0","0","3","0","0","0","10030394","0","10030393","0","10030370"
"16","14","0","0","3","0","0","0","10030379","0","10030394","3","10030393"
"17","4","0","0","3","0","0","0","10030399","0","10030398","0","10030153"
"18","14","0","0","3","0","0","0","10030150","0","10030399","4","10030398"
"12","14","0","0","3","0","0","0","10030401","0","10030400","3","10030252"
"13","3","0","0","3","0","0","0","10030247","0","10030401","1","10030400"
"56","2","0","0","4","0","0","10040096","10040443","0","10040084","1","10040085"
"55","4","0","0","4","0","0","0","10040084","0","10040085","0","10040086"
"54","2","0","0","4","0","0","0","10040085","0","10040086","2","10040087"
"53","14","0","0","4","0","0","0","10040086","0","10040087","3","10040088"
"52","2","0","0","4","0","0","0","10040087","0","10040088","2","10040089"
"51","2","0","0","4","0","0","0","10040088","0","10040089","3","10040090"
"50","2","0","0","4","0","0","0","10040089","0","10040090","1","10040091"
"49","14","0","0","4","0","0","0","10040090","0","10040091","3","10040092"
"48","4","0","0","4","0","0","0","10040091","0","10040092","0","10040093"
"47","6","0","0","4","0","0","0","10040092","0","10040093","0","10040094"
"46","3","0","0","4","0","0","0","10040093","0","10040094","3","10040095"
"45","14","10040105","0","4","0","0","0","10040094","0","10040095","3","10040106"
"55","11","0","0","4","0","0","0","10040084","0","10040096","10001","10040097"
"54","4","0","0","4","0","0","0","10040096","0","10040097","0","10040098"
"53","2","0","0","4","0","0","0","10040097","0","10040098","3","10040099"
"52","14","0","0","4","0","0","0","10040098","0","10040099","3","10040100"
"51","2","0","0","4","0","0","0","10040099","0","10040100","2","10040101"
"50","7","0","0","4","0","0","0","10040100","0","10040101","10001","10040102"
"49","7","0","0","4","0","0","0","10040101","0","10040102","10003","10040103"
"48","4","0","0","4","0","0","0","10040102","0","10040103","0","10040104"
"47","7","0","0","4","0","0","0","10040103","0","10040104","10001","10040105"
"46","2","0","0","4","0","0","0","10040104","0","10040105","2","10040095"
"44","7","0","0","4","0","0","0","10040095","0","10040106","10001","10040107"
"43","6","0","0","4","0","0","0","10040106","0","10040107","0","10040108"
"42","2","0","0","4","0","0","10040113","10040107","0","10040108","1","10040109"
"41","11","0","0","4","0","0","0","10040108","0","10040109","10001","10040110"
"40","12","0","0","4","0","0","0","10040109","0","10040110","0","10040111"
"39","6","10040116","0","4","0","0","0","10040110","0","10040111","0","10040112"
"38","4","0","0","4","0","0","0","10040111","0","10040112","0","10040117"
"43","2","0","0","4","0","0","0","10040108","0","10040113","3","10040114"
"42","14","0","0","4","0","0","0","10040113","0","10040114","3","10040115"
"41","6","0","0","4","0","0","0","10040114","0","10040115","0","10040116"
"40","7","0","0","4","0","0","0","10040115","0","10040116","10003","10040111"
"37","7","0","0","4","0","0","0","10040112","0","10040117","10001","10040118"
"36","3","0","0","4","0","0","0","10040117","0","10040118","2","10040119"
"35","14","0","0","4","0","0","0","10040118","0","10040119","5","10040120"
"34","4","0","0","4","0","0","0","10040119","0","10040120","0","10040121"
"33","2","0","0","4","0","0","0","10040120","0","10040121","2","10040122"
"32","3","0","0","4","0","0","0","10040121","0","10040122","1","10040123"
"31","14","0","0","4","0","0","0","10040122","0","10040123","3","10040124"
"30","11","0","0","4","0","0","0","10040123","0","10040124","10001","10040125"
"29","12","0","0","4","0","0","0","10040124","0","10040125","0","10040126"
"28","3","0","0","4","0","0","0","10040125","0","10040126","2","10040127"
"27","5","0","0","4","0","0","0","10040126","0","10040127","0","10040128"
"26","7","0","0","4","0","0","0","10040127","0","10040128","10002","10040130"
"25","4","0","0","4","0","0","0","10040128","0","10040130","0","10040131"
"24","3","0","0","4","0","0","0","10040130","0","10040131","2","10040132"
"23","7","0","0","4","0","0","0","10040131","0","10040132","10001","10040133"
"22","4","0","0","4","0","0","0","10040132","0","10040133","0","10040134"
"21","2","0","0","4","0","0","0","10040133","0","10040134","1","10040135"
"20","2","0","0","4","0","0","0","10040134","0","10040135","2","10040136"
"19","3","0","0","4","0","0","0","10040135","0","10040136","2","10040137"
"18","12","0","0","4","0","0","0","10040136","0","10040137","0","10040138"
"17","6","0","0","4","0","0","0","10040137","0","10040138","0","10040139"
"16","4","0","0","4","0","0","0","10040138","0","10040139","0","10040140"
"15","2","0","0","4","0","0","0","10040139","0","10040140","2","10040141"
"14","2","0","0","4","0","0","0","10040140","0","10040141","3","10040142"
"13","14","0","0","4","0","0","0","10040141","0","10040142","3","10040548"
"3","14","0","0","4","0","0","0","10040556","0","10040146","1","10040147"
"2","3","0","0","4","0","0","0","10040146","0","10040147","3","10040148"
"1","2","0","0","4","0","0","0","10040147","0","10040148","2","10040149"
"0","13","0","0","4","0","0","0","10040148","0","10040149","0","10040150"
"66","12","0","0","4","0","0","0","10040149","0","10040150","0","10040151"
"65","6","0","0","4","0","0","0","10040150","0","10040151","0","10040152"
"64","3","0","0","4","0","0","0","10040151","0","10040152","1","10040153"
"63","7","0","0","4","0","0","0","10040152","0","10040153","10002","10040154"
"62","5","0","0","4","0","0","0","10040153","0","10040154","0","10040155"
"61","2","0","0","4","0","0","0","10040154","0","10040155","1","10040156"
"60","11","0","0","4","0","0","0","10040155","0","10040156","10001","10040157"
"59","4","0","0","4","0","0","0","10040156","0","10040157","0","10040158"
"58","2","0","0","4","0","0","0","10040157","0","10040158","1","10040159"
"57","14","0","0","4","0","0","0","10040158","0","10040159","2","10040160"
"56","2","0","0","4","0","0","0","10040159","0","10040160","1","10040161"
"55","3","0","0","4","0","0","10040166","10040160","0","10040161","1","10040162"
"54","4","0","0","4","0","0","0","10040161","0","10040162","0","10040163"
"53","12","0","0","4","0","0","0","10040162","0","10040163","0","10040164"
"52","2","0","0","4","0","0","0","10040163","0","10040164","1","10040165"
"51","6","10040170","0","4","0","0","0","10040164","0","10040165","0","10040171"
"56","14","0","0","4","0","0","0","10040161","0","10040166","4","10040167"
"55","4","0","0","4","0","0","0","10040166","0","10040167","0","10040168"
"54","2","0","0","4","0","0","0","10040167","0","10040168","3","10040169"
"53","14","0","0","4","0","0","0","10040168","0","10040169","6","10040170"
"52","3","0","0","4","0","0","0","10040169","0","10040170","3","10040165"
"50","11","0","0","4","0","0","0","10040165","0","10040171","10001","10040557"
"40","2","0","0","4","0","0","0","10040565","0","10040175","1","10040176"
"39","2","0","0","4","0","0","0","10040175","0","10040176","2","10040177"
"38","4","0","0","4","0","0","0","10040176","0","10040177","0","10040178"
"37","7","0","0","4","0","0","0","10040177","0","10040178","10002","10040179"
"36","11","0","0","4","0","0","0","10040178","0","10040179","10001","10040183"
"33","2","0","0","4","0","0","0","10040184","0","10040182","1","10040185"
"35","14","0","0","4","0","0","0","10040179","0","10040183","4","10040184"
"34","5","0","0","4","0","0","0","10040183","0","10040184","0","10040182"
"32","14","0","0","4","0","0","0","10040182","0","10040185","3","10040186"
"31","4","0","0","4","0","0","0","10040185","0","10040186","0","10040187"
"30","7","0","0","4","0","0","0","10040186","0","10040187","10002","10040188"
"29","6","0","0","4","0","0","10040196","10040187","0","10040188","0","10040189"
"28","2","0","0","4","0","0","0","10040188","0","10040189","2","10040190"
"27","3","0","0","4","0","0","0","10040189","0","10040190","2","10040191"
"26","14","0","0","4","0","0","0","10040190","0","10040191","1","10040192"
"25","3","0","0","4","0","0","0","10040191","0","10040192","3","10040193"
"24","2","0","0","4","0","0","0","10040192","0","10040193","3","10040194"
"23","4","0","0","4","0","0","0","10040193","0","10040194","0","10040195"
"22","12","10040201","0","4","0","0","0","10040194","0","10040195","0","10040202"
"28","7","0","0","4","0","0","0","10040188","0","10040196","10001","10040197"
"27","2","0","0","4","0","0","0","10040196","0","10040197","1","10040198"
"26","14","0","0","4","0","0","0","10040197","0","10040198","1","10040199"
"25","7","0","0","4","0","0","0","10040198","0","10040199","10003","10040200"
"24","14","0","0","4","0","0","0","10040199","0","10040200","2","10040201"
"23","11","0","0","4","0","0","0","10040200","0","10040201","10001","10040195"
"21","4","0","0","4","0","0","0","10040195","0","10040202","0","10040203"
"20","11","0","0","4","0","0","10040211","10040202","0","10040203","10001","10040204"
"19","7","0","0","4","0","0","0","10040203","0","10040204","10003","10040205"
"18","3","0","0","4","0","0","0","10040204","0","10040205","2","10040206"
"17","4","0","0","4","0","0","0","10040205","0","10040206","0","10040207"
"16","14","10040213","0","4","0","0","0","10040206","0","10040207","5","10040208"
"15","2","0","0","4","0","0","0","10040207","0","10040208","2","10040214"
"19","5","0","0","4","0","0","0","10040203","0","10040211","0","10040212"
"18","6","0","0","4","0","0","0","10040211","0","10040212","0","10040213"
"17","2","0","0","4","0","0","0","10040212","0","10040213","3","10040207"
"14","12","0","0","4","0","0","0","10040208","0","10040214","0","10040215"
"13","2","0","0","4","0","0","0","10040214","0","10040215","1","10040216"
"12","7","0","0","4","0","0","0","10040215","0","10040216","10001","10040217"
"11","2","0","0","4","0","0","0","10040216","0","10040217","2","10040218"
"10","7","0","0","4","0","0","0","10040217","0","10040218","10001","10040219"
"9","3","0","0","4","0","0","0","10040218","0","10040219","1","10040220"
"8","7","0","0","4","0","0","0","10040219","0","10040220","10001","10040221"
"7","6","0","0","4","0","0","10040226","10040220","0","10040221","0","10040222"
"6","7","0","0","4","0","0","0","10040221","0","10040222","10001","10040223"
"5","3","0","0","4","0","0","0","10040222","0","10040223","1","10040224"
"4","7","10040229","0","4","0","0","0","10040223","0","10040224","10002","10040225"
"3","4","0","0","4","0","0","0","10040224","0","10040225","0","10040230"
"8","5","0","0","4","0","0","0","10040221","0","10040226","0","10040227"
"7","14","0","0","4","0","0","0","10040226","0","10040227","5","10040228"
"6","7","0","0","4","0","0","0","10040227","0","10040228","10003","10040229"
"5","3","0","0","4","0","0","0","10040228","0","10040229","3","10040224"
"2","2","0","0","4","0","0","0","10040225","0","10040230","3","10040231"
"1","3","0","0","4","0","0","0","10040230","0","10040231","3","10040232"
"0","13","0","0","4","0","0","0","10040231","0","10040232","0","10040233"
"66","2","0","0","4","0","0","0","10040232","0","10040233","1","10040234"
"65","3","0","0","4","0","0","0","10040233","0","10040234","2","10040235"
"64","2","0","0","4","0","0","0","10040234","0","10040235","2","10040236"
"63","5","0","0","4","0","0","0","10040235","0","10040236","0","10040237"
"62","7","0","0","4","0","0","10040246","10040236","0","10040237","10002","10040238"
"61","12","0","0","4","0","0","0","10040237","0","10040238","0","10040239"
"60","6","0","0","4","0","0","0","10040238","0","10040239","0","10040240"
"59","11","0","0","4","0","0","0","10040239","0","10040240","10001","10040241"
"58","2","0","0","4","0","0","0","10040240","0","10040241","1","10040242"
"57","4","0","0","4","0","0","0","10040241","0","10040242","0","10040243"
"56","5","10040256","0","4","0","0","0","10040242","0","10040243","0","10040244"
"55","3","0","0","4","0","0","0","10040243","0","10040244","1","10040245"
"54","14","0","0","4","0","0","0","10040244","0","10040245","2","10040257"
"67","2","0","0","4","0","0","0","10040237","0","10040246","3","10040247"
"66","2","0","0","4","0","0","0","10040246","0","10040247","1","10040248"
"65","14","0","0","4","0","0","0","10040247","0","10040248","6","10040249"
"64","2","0","0","4","0","0","0","10040248","0","10040249","2","10040250"
"63","2","0","0","4","0","0","0","10040249","0","10040250","3","10040251"
"62","14","0","0","4","0","0","0","10040250","0","10040251","3","10040252"
"61","3","0","0","4","0","0","0","10040251","0","10040252","3","10040253"
"60","14","0","0","4","0","0","0","10040252","0","10040253","3","10040254"
"59","4","0","0","4","0","0","0","10040253","0","10040254","0","10040255"
"58","14","0","0","4","0","0","0","10040254","0","10040255","7","10040256"
"57","2","0","0","4","0","0","0","10040255","0","10040256","3","10040243"
"53","3","0","0","4","0","0","0","10040245","0","10040257","1","10040288"
"52","11","0","0","4","0","0","10040300","10040257","0","10040288","10001","10040289"
"51","2","0","0","4","0","0","0","10040288","0","10040289","1","10040290"
"50","3","0","0","4","0","0","0","10040289","0","10040290","1","10040291"
"49","4","0","0","4","0","0","0","10040290","0","10040291","0","10040292"
"48","2","0","0","4","0","0","0","10040291","0","10040292","2","10040293"
"47","6","0","0","4","0","0","0","10040292","0","10040293","0","10040294"
"46","4","0","0","4","0","0","0","10040293","0","10040294","0","10040295"
"45","7","0","0","4","0","0","0","10040294","0","10040295","10002","10040296"
"44","12","10040308","0","4","0","0","0","10040295","0","10040296","0","10040297"
"43","3","0","0","4","0","0","0","10040296","0","10040297","2","10040298"
"42","4","0","0","4","0","0","0","10040297","0","10040298","0","10040299"
"41","6","0","0","4","0","0","0","10040298","0","10040299","0","10040313"
"53","3","0","0","4","0","0","0","10040288","0","10040300","3","10040301"
"52","2","0","0","4","0","0","0","10040300","0","10040301","3","10040302"
