f06cc0356eb36bdadef49bf01889764d3d22d646d82bbd534b74f0efa708e0aa,8845d950e75955136c21fd1d8a48adc771c27d587429d16adf02a2f5abad9b72,d64b5c5f7709589861ff8ee2f7c0bdc3187adba49e3c840c8112abb75528c3be,3860e8b8dd2591b7b91101fc41a011841156d6a7ce15a205fcd591fa10762a53,d03570412827bc079025b479ee3c3368c5def01b656b26f1db19b5b380ef5b12
"371","15","15036","173","100"
"104","15","15037","178","100"
"36","15","15038","181","100"
"127","15","15039","185","100"
"68","15","15040","190","100"
"256","15","15041","194","101"
"182","15","15042","197","100"
"132","15","15043","201","100"
"78","15","15044","206","100"
"224","15","15045","209","100"
"4","15","15046","214","100"
"102","15","15047","217","100"
"159","15","15048","220","400"
"104","15","15049","223","100"
"135","15","15050","228","100"
"185","15","15051","232","101"
"377","15","15052","236","100"
"133","15","15053","240","100"
"255","15","15054","243","100"
"361","15","15055","246","101"
"293","15","15056","249","100"
"-1","15","15057","254","500"
"201","15","15058","257","101"
"375","15","15059","261","100"
"229","15","15060","266","101"
"364","15","15061","270","100"
"496","15","15062","275","100"
"458","15","15063","278","100"
"216","15","15064","282","100"
"627","15","15065","285","200"
"117","15","15066","288","100"
"289","15","15067","291","100"
"151","15","15068","296","100"
"745","15","15069","299","100"
"452","15","15070","304","101"
"545","15","15071","307","100"
"830","15","15072","311","100"
"615","15","15073","316","400"
"650","15","15074","321","100"
"752","15","15075","325","100"
"494","15","15076","329","101"
"724","15","15077","333","100"
"530","15","15078","337","100"
"449","15","15079","341","100"
"667","15","15080","345","100"
"715","15","15081","349","101"
"670","15","15082","354","100"
"450","15","15083","359","100"
"790","15","15084","363","100"
"410","15","15085","367","101"
"822","15","15086","371","100"
"374","15","15087","376","100"
"-1","15","15088","379","500"
"374","15","15089","382","101"
"663","15","15090","385","100"
"593","15","15091","390","100"
"910","15","15092","395","100"
"589","15","15093","399","101"
"495","15","15094","403","100"
"981","15","15095","407","100"
"790","15","15096","412","100"
"1063","15","15097","416","100"
"613","15","15098","420","100"
"554","15","15099","423","101"
"168","15","15100","428","100"
"373","15","15101","432","100"
"482","15","15102","435","101"
"355","15","15103","439","100"
"285","15","15104","444","100"
"150","15","15105","449","100"
"121","15","15106","454","100"
"277","15","15107","458","100"
"483","15","15108","463","101"
"331","15","15109","467","100"
"105","15","15110","471","100"
"255","15","15111","474","100"
"446","15","15112","478","100"
"825","15","15113","481","400"
"778","15","15114","484","100"
"563","15","15115","489","101"
"-1","15","15116","494","510"
"362","15","15117","499","100"
"551","15","15118","504","101"
"722","15","15119","508","100"
"1014","15","15120","513","100"
"915","15","15121","517","100"
"850","15","15122","521","100"
"702","15","15123","526","100"
"539","15","15124","531","100"
"583","15","15125","536","101"
"720","15","15126","540","100"
"578","15","15127","544","100"
"507","15","15128","547","100"
"426","15","15129","552","100"
"586","15","15130","556","100"
"381","15","15131","560","101"
"521","15","15132","565","100"
"771","15","15133","569","100"
"635","15","15134","572","100"
"738","15","15135","575","101"
"480","15","15136","578","100"
"354","15","15137","583","100"
"405","15","15138","586","100"
"560","15","15139","590","100"
"836","15","15140","595","100"
"-1","15","15141","598","510"
"631","15","15142","603","200"
"920","15","15143","608","100"
"848","15","15144","612","101"
"1051","15","15145","616","100"
"1090","15","15146","620","100"
"1163","15","15147","624","100"
"986","15","15148","628","101"
"1135","15","15149","633","100"
"961","15","15150","637","100"
"996","15","15151","640","100"
"834","15","15152","644","400"
"1054","15","15153","649","100"
"758","15","15154","652","100"
"990","15","15155","655","101"
"913","15","15156","660","100"
"672","15","15157","665","100"
"897","15","15158","669","100"
"777","15","15159","673","101"
"837","15","15160","676","100"
"882","15","15161","680","100"
"912","15","15162","684","101"
"839","15","15163","689","100"
"729","15","15164","694","100"
"550","15","15165","697","100"
"281","15","15166","702","100"
"653","15","15167","706","100"
"379","15","15168","709","101"
"649","15","15169","712","100"
"752","15","15170","716","100"
"790","15","15171","719","100"
"866","15","15172","723","100"
"823","15","15173","728","101"
"875","15","15174","732","100"
"-1","15","15175","736","510"
"465","15","15176","741","100"
"375","15","15177","745","101"
"418","15","15178","750","100"
"101","15","15179","753","100"
"433","15","15180","758","100"
"62","15","15181","763","100"
"272","15","15182","768","101"
"63","15","15183","773","100"
"175","15","15184","777","100"
"419","15","15185","782","101"
"136","15","15186","785","100"
"39","15","15187","789","100"
"229","15","15188","793","100"
"337","15","15189","797","101"
"602","15","15190","800","100"
"566","15","15191","805","101"
"497","15","15192","808","100"
"676","15","15193","811","100"
"805","15","15194","815","100"
"630","15","15195","820","100"
"517","15","15196","825","101"
"807","15","15197","830","100"
"666","15","15198","835","100"
"270","15","15199","840","100"
"526","15","15200","844","101"
"250","16","16001","30","100"
"463","16","16002","33","100"
"165","16","16003","40","101"
"303","16","16004","44","100"
"396","16","16005","48","100"
"534","16","16006","53","100"
"685","16","16007","57","100"
"761","16","16008","61","101"
"446","16","16009","66","100"
"17","16","16010","69","100"
"390","16","16011","72","100"
"421","16","16012","75","100"
"649","16","16013","78","100"
"842","16","16014","81","101"
"905","16","16015","85","100"
"1128","16","16016","88","100"
"744","16","16017","93","400"
"445","16","16018","96","100"
"836","16","16019","99","100"
"658","16","16020","102","100"
"379","16","16021","106","101"
"76","16","16022","110","100"
"115","16","16023","115","100"
"361","16","16024","119","101"
"739","16","16025","122","100"
"644","16","16026","127","100"
"966","16","16027","132","101"
"1110","16","16028","136","100"
"759","16","16029","141","100"
"496","16","16030","145","100"
"550","16","16031","150","500"
"525","16","16032","155","100"
"378","16","16033","160","100"
"374","16","16034","163","101"
"548","16","16035","168","100"
"506","16","16036","173","100"
"616","16","16037","178","100"
"404","16","16038","181","100"
"258","16","16039","185","100"
"411","16","16040","190","100"
"315","16","16041","194","101"
"137","16","16042","197","100"
"46","16","16043","201","100"
"237","16","16044","206","100"
"385","16","16045","209","100"
"251","16","16046","214","100"
"212","16","16047","217","100"
"262","16","16048","220","400"
"169","16","16049","223","100"
"464","16","16050","228","100"
"744","16","16051","232","101"
"560","16","16052","236","100"
"341","16","16053","240","100"
"357","16","16054","243","100"
"297","16","16055","246","101"
"368","16","16056","249","100"
"-1","16","16057","254","500"
"528","16","16058","257","101"
"272","16","16059","261","100"
"158","16","16060","266","101"
"432","16","16061","270","100"
"327","16","16062","275","100"
"181","16","16063","278","100"
"294","16","16064","282","100"
"496","16","16065","285","200"
"542","16","16066","288","100"
"290","16","16067","291","100"
"36","16","16068","296","100"
"117","16","16069","299","100"
"344","16","16070","304","101"
"308","16","16071","307","100"
"498","16","16072","311","100"
"418","16","16073","316","400"
"106","16","16074","321","100"
"187","16","16075","325","100"
"524","16","16076","329","101"
"812","16","16077","333","100"
"895","16","16078","337","100"
"1114","16","16079","341","100"
"966","16","16080","345","100"
"658","16","16081","349","101"
"745","16","16082","354","100"
"872","16","16083","359","100"
"1193","16","16084","363","100"
"992","16","16085","367","101"
"864","16","16086","371","100"
"991","16","16087","376","100"
"-1","16","16088","379","500"
"982","16","16089","382","101"
"885","16","16090","385","100"
"1166","16","16091","390","100"
"1071","16","16092","395","100"
"870","16","16093","399","101"
"1156","16","16094","403","100"
"842","16","16095","407","100"
"1112","16","16096","412","100"
"914","16","16097","416","100"
"804","16","16098","420","100"
"1116","16","16099","423","101"
"1008","16","16100","428","100"
"928","16","16101","432","100"
"582","16","16102","435","101"
"393","16","16103","439","100"
"318","16","16104","444","100"
"556","16","16105","449","100"
"592","16","16106","454","100"
"935","16","16107","458","100"
"800","16","16108","463","101"
"974","16","16109","467","100"
"1123","16","16110","471","100"
"1041","16","16111","474","100"
"577","16","16112","478","100"
"82","16","16113","481","400"
"465","16","16114","484","100"
"362","16","16115","489","101"
"-1","16","16116","494","510"
"745","16","16117","499","100"
"792","16","16118","504","101"
"884","16","16119","508","100"
"810","16","16120","513","100"
"987","16","16121","517","100"
"774","16","16122","521","100"
"443","16","16123","526","100"
"321","16","16124","531","100"
"9","16","16125","536","101"
"151","16","16126","540","100"
"238","16","16127","544","100"
"402","16","16128","547","100"
"270","16","16129","552","100"
"13","16","16130","556","100"
"161","16","16131","560","101"
"119","16","16132","565","100"
"407","16","16133","569","100"
"137","16","16134","572","100"
"312","16","16135","575","101"
"435","16","16136","578","100"
"491","16","16137","583","100"
"620","16","16138","586","100"
"562","16","16139","590","100"
"267","16","16140","595","100"
"-1","16","16141","598","510"
"72","16","16142","603","200"
"410","16","16143","608","100"
"651","16","16144","612","101"
"588","16","16145","616","100"
"926","16","16146","620","100"
"616","16","16147","624","100"
"563","16","16148","628","101"
"247","16","16149","633","100"
"492","16","16150","637","100"
"522","16","16151","640","100"
"237","16","16152","644","400"
"273","16","16153","649","100"
"434","16","16154","652","100"
"366","16","16155","655","101"
"153","16","16156","660","100"
"43","16","16157","665","100"
"319","16","16158","669","100"
"202","16","16159","673","101"
"549","16","16160","676","100"
"720","16","16161","680","100"
"601","16","16162","684","101"
"918","16","16163","689","100"
"1193","16","16164","694","100"
"1063","16","16165","697","100"
"1139","16","16166","702","100"
"826","16","16167","706","100"
"1142","16","16168","709","101"
"853","16","16169","712","100"
"575","16","16170","716","100"
"384","16","16171","719","100"
"39","16","16172","723","100"
"268","16","16173","728","101"
"225","16","16174","732","100"
"-1","16","16175","736","510"
"456","16","16176","741","100"
"227","16","16177","745","101"
"398","16","16178","750","100"
"63","16","16179","753","100"
"3","16","16180","758","100"
"265","16","16181","763","100"
"175","16","16182","768","101"
"478","16","16183","773","100"
"623","16","16184","777","100"
"689","16","16185","782","101"
"598","16","16186","785","100"
"710","16","16187","789","100"
"842","16","16188","793","100"
"1101","16","16189","797","101"
"1036","16","16190","800","100"
"949","16","16191","805","101"
"607","16","16192","808","100"
"836","16","16193","811","100"
"740","16","16194","815","100"
"1009","16","16195","820","100"
"872","16","16196","825","101"
"672","16","16197","830","100"
"767","16","16198","835","100"
"532","16","16199","840","100"
"333","16","16200","844","101"
"650","17","17001","30","100"
"566","17","17002","34","100"
"676","17","17003","40","101"
"584","17","17004","44","100"
"747","17","17005","48","100"
"550","17","17006","53","100"
"457","17","17007","57","100"
"859","17","17008","61","101"
"618","17","17009","66","100"
"744","17","17010","69","100"
"1042","17","17011","72","100"
"786","17","17012","75","100"
"620","17","17013","78","100"
"558","17","17014","81","101"
"830","17","17015","85","100"
"728","17","17016","88","100"
"558","17","17017","93","100"
"761","17","17018","96","100"
"721","17","17019","99","100"
"895","17","17020","102","100"
"520","17","17021","106","101"
"63","17","17022","110","100"
"281","17","17023","115","100"
"539","17","17024","119","101"
"988","17","17025","122","100"
"854","17","17026","127","100"
"467","17","17027","132","101"
"57","17","17028","136","100"
"391","17","17029","141","100"
"284","17","17030","145","100"
"650","17","17031","150","500"
"153","17","17032","155","100"
"494","17","17033","160","100"
"234","17","17034","163","101"
"544","17","17035","168","100"
"656","17","17036","173","100"
"479","17","17037","178","100"
"173","17","17038","181","100"
"508","17","17039","185","400"
"409","17","17040","190","100"
"561","17","17041","194","101"
"657","17","17042","197","100"
"720","17","17043","201","100"
"557","17","17044","206","100"
"522","17","17045","209","100"
"864","17","17046","214","100"
"606","17","17047","217","100"
"410","17","17048","220","400"
"179","17","17049","223","100"
"383","17","17050","228","100"
"573","17","17051","232","101"
"701","17","17052","236","100"
"748","17","17053","240","100"
"736","17","17054","243","100"
"900","17","17055","246","101"
"696","17","17056","249","100"
"-1","17","17057","254","500"
"823","17","17058","257","101"
"623","17","17059","261","100"
"324","17","17060","266","101"
"217","17","17061","270","100"
"62","17","17062","275","100"
"384","17","17063","278","100"
"516","17","17064","282","100"
"601","17","17065","285","200"
"457","17","17066","288","100"
"776","17","17067","291","100"
"453","17","17068","296","100"
"563","17","17069","299","100"
"320","17","17070","304","101"
"446","17","17071","307","100"
"371","17","17072","311","100"
"274","17","17073","316","400"
"606","17","17074","321","100"
"319","17","17075","325","100"
"432","17","17076","329","101"
"227","17","17077","333","100"
"36","17","17078","337","100"
"101","17","17079","341","100"
"424","17","17080","345","100"
"718","17","17081","349","101"
"850","17","17082","354","100"
"717","17","17083","359","100"
"1007","17","17084","363","100"
"790","17","17085","367","101"
"837","17","17086","371","100"
"791","17","17087","376","100"
"-1","17","17088","379","500"
"1016","17","17089","382","101"
"826","17","17090","385","100"
"751","17","17091","390","100"
"600","17","17092","395","100"
"260","17","17093","399","101"
"384","17","17094","403","100"
"280","17","17095","407","100"
"360","17","17096","412","100"
"540","17","17097","416","100"
"696","17","17098","420","100"
"586","17","17099","423","101"
"616","17","17100","428","100"
"454","17","17101","432","100"
"334","17","17102","435","101"
"666","17","17103","439","100"
"570","17","17104","444","100"
"685","17","17105","449","100"
"928","17","17106","454","100"
"856","17","17107","458","100"
"694","17","17108","463","101"
"639","17","17109","467","100"
"782","17","17110","471","100"
"660","17","17111","474","100"
"739","17","17112","478","100"
"515","17","17113","481","400"
"688","17","17114","484","100"
"411","17","17115","489","101"
"-1","17","17116","494","510"
"730","17","17117","499","100"
"393","17","17118","504","101"
"629","17","17119","508","100"
"497","17","17120","513","100"
"753","17","17121","517","100"
"572","17","17122","521","100"
"795","17","17123","526","100"
"680","17","17124","531","100"
"992","17","17125","536","101"
"831","17","17126","540","100"
"636","17","17127","544","100"
"812","17","17128","547","100"
"966","17","17129","552","100"
"1053","17","17130","556","100"
"1166","17","17131","560","101"
"879","17","17132","565","100"
"789","17","17133","569","100"
"509","17","17134","572","100"
"309","17","17135","575","101"
"446","17","17136","578","100"
"332","17","17137","583","100"
"255","17","17138","586","100"
"82","17","17139","590","100"
"148","17","17140","595","100"
"-1","17","17141","598","510"
"134","17","17142","603","200"
"55","17","17143","608","100"
"281","17","17144","612","101"
"120","17","17145","616","100"
"371","17","17146","620","100"
"209","17","17147","624","100"
"262","17","17148","628","101"
"340","17","17149","633","100"
"175","17","17150","637","100"
"422","17","17151","640","100"
"299","17","17152","644","400"
"539","17","17153","649","100"
"846","17","17154","652","100"
"615","17","17155","655","101"
"637","17","17156","660","100"
"552","17","17157","665","100"
"379","17","17158","669","100"
"169","17","17159","673","101"
"12","17","17160","676","100"
"198","17","17161","680","100"
"281","17","17162","684","101"
"166","17","17163","689","100"
"246","17","17164","694","100"
"381","17","17165","697","100"
"585","17","17166","702","100"
"857","17","17167","706","100"
"655","17","17168","709","101"
"1018","17","17169","712","100"
"901","17","17170","716","100"
"725","17","17171","719","100"
"627","17","17172","723","100"
"944","17","17173","728","101"
"870","17","17174","732","100"
"-1","17","17175","736","510"
"832","17","17176","741","100"
"913","17","17177","745","101"
"655","17","17178","750","100"
"411","17","17179","753","100"
"317","17","17180","758","100"
"423","17","17181","763","100"
"657","17","17182","768","101"
"363","17","17183","773","100"
"482","17","17184","777","100"
"768","17","17185","782","101"
"1059","17","17186","785","100"
"884","17","17187","789","100"
"662","17","17188","793","100"
"741","17","17189","797","101"
"908","17","17190","800","100"
"753","17","17191","805","101"
"1026","17","17192","808","100"
"827","17","17193","811","100"
"857","17","17194","815","100"
"706","17","17195","820","100"
"925","17","17196","825","101"
"1108","17","17197","830","100"
"846","17","17198","835","100"
"635","17","17199","840","100"
"457","17","17200","844","101"
"350","18","18001","30","100"
"729","18","18002","34","100"
"512","18","18003","40","101"
"813","18","18004","44","100"
"329","18","18005","48","100"
"659","18","18006","53","100"
"339","18","18007","57","100"
"268","18","18008","61","101"
"499","18","18009","66","100"
"993","18","18010","69","100"
"513","18","18011","72","100"
"888","18","18012","75","100"
"652","18","18013","78","100"
"715","18","18014","81","101"
"506","18","18015","85","100"
"546","18","18016","88","100"
"443","18","18017","93","100"
"740","18","18018","96","100"
"942","18","18019","99","100"
"878","18","18020","102","100"
"618","18","18021","106","101"
"942","18","18022","110","100"
"731","18","18023","115","100"
"836","18","18024","119","101"
"749","18","18025","122","100"
"794","18","18026","127","100"
"916","18","18027","132","101"
"1045","18","18028","136","100"
"578","18","18029","141","100"
"241","18","18030","145","100"
"550","18","18031","150","500"
"961","18","18032","155","100"
"639","18","18033","160","100"
"777","18","18034","163","101"
"1002","18","18035","168","100"
"820","18","18036","173","100"
"688","18","18037","178","100"
"1126","18","18038","181","100"
"756","18","18039","185","100"
"471","18","18040","190","100"
"701","18","18041","194","101"
"357","18","18042","197","100"
"711","18","18043","201","100"
"375","18","18044","206","100"
"257","18","18045","209","100"
"700","18","18046","214","100"
"466","18","18047","217","100"
"772","18","18048","220","400"
"384","18","18049","223","100"
"222","18","18050","228","100"
"384","18","18051","232","101"
"287","18","18052","236","100"
"595","18","18053","240","100"
"511","18","18054","243","100"
"652","18","18055","246","101"
"711","18","18056","249","100"
"266","18","18057","254","101"
"545","18","18058","257","101"
"549","18","18059","261","100"
"-1","18","18060","266","500"
"127","18","18061","270","100"
"44","18","18062","275","100"
"309","18","18063","278","100"
"391","18","18064","282","100"
"432","18","18065","285","200"
"251","18","18066","288","100"
"284","18","18067","291","100"
"517","18","18068","296","100"
"736","18","18069","299","100"
"613","18","18070","304","101"
"811","18","18071","307","100"
"946","18","18072","311","100"
"841","18","18073","316","400"
"393","18","18074","321","100"
"719","18","18075","325","100"
"834","18","18076","329","101"
"410","18","18077","333","100"
"656","18","18078","337","100"
"645","18","18079","341","100"
"495","18","18080","345","100"
"670","18","18081","349","101"
"341","18","18082","354","100"
"105","18","18083","359","100"
"484","18","18084","363","100"
"321","18","18085","367","101"
"328","18","18086","371","100"
"0","18","18087","376","100"
"-1","18","18088","379","500"
"621","18","18089","382","101"
"192","18","18090","385","100"
"484","18","18091","390","100"
"543","18","18092","395","100"
"652","18","18093","399","101"
"492","18","18094","403","100"
"751","18","18095","407","100"
"458","18","18096","412","400"
"389","18","18097","416","100"
"124","18","18098","420","100"
"605","18","18099","423","101"
"198","18","18100","428","100"
"498","18","18101","432","100"
"371","18","18102","435","101"
"813","18","18103","439","100"
"1074","18","18104","444","100"
"810","18","18105","449","100"
"1007","18","18106","454","100"
"800","18","18107","458","100"
"500","18","18108","463","101"
"771","18","18109","467","100"
"688","18","18110","471","100"
"877","18","18111","474","100"
"1128","18","18112","478","100"
"688","18","18113","481","400"
"499","18","18114","484","100"
"677","18","18115","489","101"
"-1","18","18116","494","510"
"1138","18","18117","499","100"
"865","18","18118","504","101"
"658","18","18119","508","100"
"526","18","18120","513","100"
"912","18","18121","517","100"
"961","18","18122","521","100"
"595","18","18123","526","100"
"301","18","18124","531","100"
"523","18","18125","536","101"
"673","18","18126","540","100"
"523","18","18127","544","100"
"750","18","18128","547","100"
"606","18","18129","552","100"
"422","18","18130","556","100"
"611","18","18131","560","101"
"697","18","18132","565","100"
"499","18","18133","569","100"
"300","18","18134","572","100"
"730","18","18135","575","101"
"477","18","18136","578","100"
"512","18","18137","583","100"
"345","18","18138","586","100"
"409","18","18139","590","100"
"824","18","18140","595","100"
"-1","18","18141","598","510"
"284","18","18142","603","200"
"49","18","18143","608","100"
"166","18","18144","612","101"
"365","18","18145","616","100"
"212","18","18146","620","100"
"117","18","18147","624","100"
"58","18","18148","628","101"
"321","18","18149","633","100"
"60","18","18150","637","100"
"25","18","18151","640","100"
"452","18","18152","644","400"
"852","18","18153","649","100"
"597","18","18154","652","100"
"566","18","18155","655","101"
"151","18","18156","660","100"
"59","18","18157","665","100"
"113","18","18158","669","100"
"278","18","18159","673","101"
"234","18","18160","676","100"
"111","18","18161","680","100"
"481","18","18162","684","101"
"317","18","18163","689","100"
"765","18","18164","694","100"
"1090","18","18165","697","100"
"648","18","18166","702","100"
"617","18","18167","706","100"
"943","18","18168","709","101"
"992","18","18169","712","100"
"911","18","18170","716","100"
"640","18","18171","719","100"
"736","18","18172","723","100"
"502","18","18173","728","101"
"616","18","18174","732","100"
"-1","18","18175","736","510"
"139","18","18176","741","100"
"338","18","18177","745","101"
"659","18","18178","750","100"
"780","18","18179","753","100"
"396","18","18180","758","100"
"485","18","18181","763","100"
"591","18","18182","768","101"
"322","18","18183","773","100"
"428","18","18184","777","100"
"321","18","18185","782","101"
"494","18","18186","785","100"
"452","18","18187","789","100"
"642","18","18188","793","100"
"449","18","18189","797","101"
"392","18","18190","800","100"
"683","18","18191","805","101"
"568","18","18192","808","100"
"732","18","18193","811","100"
"462","18","18194","815","100"
"426","18","18195","820","100"
"194","18","18196","825","101"
"317","18","18197","830","100"
"732","18","18198","835","100"
"341","18","18199","840","100"
"764","18","18200","844","101"
"200","19","19001","30","100"
"403","19","19002","34","100"
"510","19","19003","40","101"
"637","19","19004","44","100"
"1016","19","19005","48","100"
"717","19","19006","53","100"
"655","19","19007","57","100"
"770","19","19008","61","101"
"651","19","19009","66","100"
"731","19","19010","69","100"
"674","19","19011","72","100"
"291","19","19012","75","100"
"180","19","19013","78","100"
"250","19","19014","81","101"
"399","19","19015","85","100"
"217","19","19016","88","100"
"318","19","19017","93","100"
"349","19","19018","96","100"
"655","19","19019","99","100"
"598","19","19020","102","100"
"518","19","19021","106","101"
"314","19","19022","110","100"
"712","19","19023","115","100"
"650","19","19024","119","101"
"1122","19","19025","122","100"
"830","19","19026","127","400"
"407","19","19027","132","101"
"184","19","19028","136","100"
"369","19","19029","141","100"
"629","19","19030","145","100"
"650","19","19031","150","500"
"573","19","19032","155","100"
"257","19","19033","160","100"
"193","19","19034","163","101"
"150","19","19035","168","100"
"248","19","19036","173","100"
"639","19","19037","178","100"
"398","19","19038","181","100"
"276","19","19039","185","100"
"211","19","19040","190","100"
"256","19","19041","194","101"
"378","19","19042","197","100"
"507","19","19043","201","100"
"563","19","19044","206","100"
"432","19","19045","209","100"
"579","19","19046","214","100"
"327","19","19047","217","100"
"315","19","19048","220","400"
"225","19","19049","223","100"
"617","19","19050","228","100"
"815","19","19051","232","101"
"507","19","19052","236","100"
"673","19","19053","240","100"
"924","19","19054","243","100"
"380","19","19055","246","101"
"828","19","19056","249","100"
"-1","19","19057","254","500"
"785","19","19058","257","101"
"689","19","19059","261","100"
"478","19","19060","266","101"
"196","19","19061","270","100"
"44","19","19062","275","100"
"314","19","19063","278","100"
"83","19","19064","282","100"
"368","19","19065","285","100"
"538","19","19066","288","100"
"908","19","19067","291","100"
"1130","19","19068","296","100"
"412","19","19069","299","200"
"609","19","19070","304","101"
"713","19","19071","307","100"
"280","19","19072","311","100"
"215","19","19073","316","400"
"173","19","19074","321","100"
"344","19","19075","325","100"
"255","19","19076","329","101"
"361","19","19077","333","100"
"610","19","19078","337","100"
"956","19","19079","341","100"
"815","19","19080","345","100"
"581","19","19081","349","101"
"1071","19","19082","354","100"
"674","19","19083","359","100"
"789","19","19084","363","100"
"690","19","19085","367","101"
"358","19","19086","371","100"
"626","19","19087","376","100"
"-1","19","19088","379","500"
"787","19","19089","382","101"
"741","19","19090","385","100"
"536","19","19091","390","100"
"281","19","19092","395","100"
"472","19","19093","399","101"
"282","19","19094","403","100"
"319","19","19095","407","100"
"734","19","19096","412","100"
"354","19","19097","416","100"
"782","19","19098","420","100"
"800","19","19099","423","101"
"557","19","19100","428","100"
"690","19","19101","432","100"
"570","19","19102","435","101"
"728","19","19103","439","100"
"660","19","19104","444","100"
"871","19","19105","449","100"
"826","19","19106","454","100"
"871","19","19107","458","100"
"723","19","19108","463","101"
"680","19","19109","467","100"
"618","19","19110","471","100"
"510","19","19111","474","100"
"414","19","19112","478","100"
"469","19","19113","481","400"
"197","19","19114","484","100"
"580","19","19115","489","101"
"-1","19","19116","494","510"
"283","19","19117","499","100"
"190","19","19118","504","101"
"342","19","19119","508","100"
"753","19","19120","513","100"
"340","19","19121","517","100"
"645","19","19122","521","100"
"413","19","19123","526","100"
"253","19","19124","531","100"
"150","19","19125","536","101"
"216","19","19126","540","100"
"377","19","19127","544","100"
"267","19","19128","547","100"
"385","19","19129","552","100"
"250","19","19130","556","100"
"273","19","19131","560","101"
"565","19","19132","565","100"
"306","19","19133","569","100"
"176","19","19134","572","100"
"532","19","19135","575","101"
"463","19","19136","578","100"
"254","19","19137","583","100"
"210","19","19138","586","100"
"473","19","19139","590","100"
"633","19","19140","595","100"
"-1","19","19141","598","510"
"421","19","19142","603","200"
"521","19","19143","608","100"
"748","19","19144","612","101"
"399","19","19145","616","100"
"653","19","19146","620","100"
"890","19","19147","624","100"
"975","19","19148","628","101"
"691","19","19149","633","100"
"932","19","19150","637","100"
"752","19","19151","640","100"
"515","19","19152","644","400"
"821","19","19153","649","100"
"517","19","19154","652","100"
"433","19","19155","655","101"
"181","19","19156","660","100"
"123","19","19157","665","100"
"550","19","19158","669","100"
"318","19","19159","673","101"
"205","19","19160","676","100"
"318","19","19161","680","100"
"198","19","19162","684","101"
"502","19","19163","689","100"
"386","19","19164","694","100"
"568","19","19165","697","100"
"808","19","19166","702","100"
"950","19","19167","706","100"
"648","19","19168","709","101"
"966","19","19169","712","100"
"838","19","19170","716","100"
"583","19","19171","719","100"
"291","19","19172","723","100"
"385","19","19173","728","101"
"625","19","19174","732","100"
"-1","19","19175","736","510"
"390","19","19176","741","100"
"184","19","19177","745","101"
"119","19","19178","750","100"
"100","19","19179","753","100"
"467","19","19180","758","100"
"364","19","19181","763","100"
"451","19","19182","768","101"
"306","19","19183","773","100"
"318","19","19184","777","100"
"486","19","19185","782","101"
"586","19","19186","785","100"
"499","19","19187","789","100"
"684","19","19188","793","100"
"753","19","19189","797","101"
"854","19","19190","800","100"
"668","19","19191","805","101"
"752","19","19192","808","100"
"830","19","19193","811","100"
"867","19","19194","815","100"
"627","19","19195","820","100"
"392","19","19196","825","101"
"638","19","19197","830","100"
"787","19","19198","835","100"
"643","19","19199","840","100"
"427","19","19200","844","101"
"314","50","50001","30","100"
"490","50","50002","33","100"
"345","50","50003","35","100"
"420","50","50004","35","100"
"623","50","50005","35","100"
"838","50","50006","35","100"
"931","50","50007","37","100"
"713","50","50008","38","100"
"475","50","50009","38","100"
"606","50","50010","40","100"
"488","50","50011","41","100"
"643","50","50012","44","100"
"577","50","50013","46","100"
"784","50","50014","48","100"
"931","50","50015","51","101"
"703","50","50016","54","100"
"876","50","50017","54","100"
"936","50","50018","56","100"
"766","50","50019","56","100"
"622","50","50020","58","100"
"550","50","50021","58","100"
"476","50","50022","60","100"
"551","50","50023","61","100"
"587","50","50024","62","100"
"532","50","50025","62","100"
"570","50","50026","64","100"
"488","50","50027","66","100"
"628","50","50028","68","100"
"552","50","50029","68","100"
"620","50","50030","69","100"
"709","50","50031","72","100"
"659","50","50032","74","100"
"757","50","50033","74","100"
"632","50","50034","74","100"
"563","50","50035","77","100"
"702","50","50036","80","100"
"641","50","50037","81","100"
"567","50","50038","84","100"
"517","50","50039","86","100"
"428","50","50040","89","100"
"288","50","50041","90","100"
"221","50","50042","91","100"
"351","50","50043","91","100"
"391","50","50044","93","101"
"352","50","50045","93","100"
"243","50","50046","95","100"
"125","50","50047","97","100"
"219","50","50048","100","100"
"489","50","50049","101","100"
"62","50","50050","104","100"
"486","50","50051","105","100"
"326","50","50052","107","100"
"105","50","50053","107","100"
"356","50","50054","107","100"
"108","50","50055","107","100"
"497","50","50056","109","100"
"806","50","50057","111","100"
"347","50","50058","114","100"
"119","50","50059","116","100"
"313","50","50060","117","100"
"687","50","50061","120","100"
"883","50","50062","122","100"
"987","50","50063","125","100"
"579","50","50064","127","100"
"439","50","50065","129","100"
"508","50","50066","132","100"
"610","50","50067","133","100"
"777","50","50068","135","100"
"557","50","50069","138","100"
"871","50","50070","141","100"
"1153","50","50071","144","100"
"1122","50","50072","146","100"
"757","50","50073","147","100"
"543","50","50074","149","100"
"489","50","50075","151","100"
"734","50","50076","152","101"
"634","50","50077","154","100"
"977","50","50078","156","100"
"1160","50","50079","158","100"
"816","50","50080","161","100"
"1107","50","50081","161","100"
"922","50","50082","161","100"
"601","50","50083","161","100"
"263","50","50084","163","100"
"515","50","50085","165","300"
"49","50","50086","168","100"
"13","50","50087","168","100"
"454","50","50088","171","100"
"681","50","50089","174","100"
"580","50","50090","175","100"
