e049f4ed67d63814444096b7e07abc97a1a29b73fcce152ccea6b0b8160e900e,8972afb8199589dae6ea1fd3b2deb100ba52f7bee01934fbeb4ae50e9017f363,9a4ba1e305caee9045b577f80d0e2389eff7b8d748f890c0e1ec144194baf197,bb2ff65456fe2757b2eb2bb2c6139f655b318c0781ef56f1d76303f8ab0f49d7,8c0f67bc83450cacb6630f045834588bfed0448289ccb1335e8fecec0c5ab1b2,f09c9cf9ce074de28aa9fdd5a1c15d086f26db2a1e6640884e6fefcd8a1e5809,b65a9e7e74c5771b8a99b0a0994de2e782bc56596343e18f85ba53af4231d680,529f5289d50e132a1e79dd61f17ccbafdc4e929b725533843b958f547e9fe916,223d5569d739d6e35ac9cd0dd7169f3344a79778ee17cda668a700ecc28557f8,f4f344cd2b22838f5adcf626063d8294181c0bf9902100929131ac79767d8d17,21312bef29b7131e14edab66683608465688036f89c0d89f85938e768ef37135,a186ca8d885ce9b88aa06d586b30e2510b4fef2072cbe12162369b3a1c10dead
"ペコリーヌ","6","","0","17","0","0","0","105801","80003","あと９日！　もうすぐですよ♪\nえへへ、楽しみで楽しみで\nごはんが進みますね☆","179"
"キャル","6","","2","24","0","0","0","106001","80003","ごはんが進みますね☆\nじゃなーい！\nいくらなんでも食べ過ぎよ！\n記念日、迎えられなくなるわよ！？","180"
"コッコロ","6","","1","17","0","0","0","105901","80003","大丈夫ですよキャルさま\n食事はわたくしたちの\n歩んできた道そのもの\nなのですから","181"
"ペコリーヌ","6","","0","18","0","0","0","105801","80003","さっすがコッコロちゃん\nいいことを言いますね！\nそう、わたしたち\n【美食殿】の活動目的は─","182"
"キャル","6","","2","25","0","0","0","106001","80003","─みんなで楽しく食事をすること\nでしょ？\nあれだけ食べ歩いてきたんだから\n分かってるわよ","183"
"コッコロ","6","","1","18","0","0","0","105901","80003","はい…そうでございますね♪\nそれにしてもわたくしたち\n本当にいろいろなものを\n食べ歩いてきましたね…","184"
"キャル","6","","2","26","0","0","0","106001","80003","そうね…ほんっとうにね…\n毒まみれのニセドラゴンとか\n恐竜…は逃げられちゃったっけ\nあとワニゴ…ワニの魔物とかね","185"
"キャル","6","","2","27","0","0","0","106001","80003","そして、とうとう本物の\nドラゴンまで相手に\nしちゃったのよね、あたしたちって","186"
"キャル","6","","2","28","0","0","0","106001","80003","信じられない強さだったわね\nあのドラゴン…やっぱり\n作戦はしっかり立てていかないと\nダメよね","187"
"ペコリーヌ","6","","0","19","0","0","0","105801","80003","えへへ…☆\nキャルちゃんが色んなことを\n覚えていてくれて\nうれしいです♪","188"
"コッコロ","6","","1","19","0","0","0","105901","80003","わたくしも鮮明に覚えておりますよ\n主さまもきっと…♪","189"
"キャル","6","","2","29","0","0","0","106001","80003","あったり前でしょ！\n忘れないわよ、あんな滅茶苦茶な\nものばかり食べさせられて！\n…忘れられるわけ、ないじゃない","190"
"キャル","7","","0","30","0","0","0","106001","80003","ねえちょっと、ちょっと待って！？\nカリンから、2.5周年記念の\n生放送に出演してほしいって\n言われたんだけど！","191"
"キャル","7","","0","31","0","0","0","106001","80003","なんでそういう大事なことを\n急に言うわけ！？\nそんなの聞いてないわよ～！？","192"
"キャル","7","","0","32","0","0","0","106001","80003","いっぱい人に見られちゃうのよね？\nなんであたしがそんなこと…","193"
"キャル","7","","0","33","0","0","0","106001","80003","あー\nあー\n…声、これで大丈夫かしら？","194"
"キャル","7","","0","34","0","0","0","106001","80003","聞き取りにくいかもしれないわね…\nもうちょっと明るい方がいいかも\nえっと…こんな感じ？","195"
"キャル","7","","0","35","0","0","0","106001","80003","オイッスー☆","196"
"キャル","7","","0","36","0","0","0","106001","80003","……\nいや、ないわ\nいつもどおりが一番ね、うん","197"
"キャル","7","","0","37","0","0","0","106001","80003","もう、記念の生放送なんて\n超責任重大なやつじゃない…\nもしなにか失敗とかしたら…","198"
"キャル","7","","0","38","0","0","0","106001","80003","ど、どど、どうしよう！？\n緊張してきちゃった…！！","199"
"コッコロ","8","","0","20","0","0","0","105901","80003","主さま、わたくし\nペコリーヌさまとキャルさまと共に\n2.5周年を祝う生放送に\n出演する大役を仰せつかりました","200"
"コッコロ","8","","0","21","0","0","0","105901","80003","多くの方々に\n『プリンセスコネクト！\nRe:Dive』の魅力をお伝えする\n重要な役割でございます","201"
"コッコロ","8","","0","22","0","0","0","105901","80003","わたくし、全身全霊をもって\n生放送に取り組みたいと\n思っております","202"
"コッコロ","8","","0","23","0","0","0","105901","80003","ですが、もしかしたら\nセリフを噛んでしまったり\n段取りを間違えてしまったり\nするかもしれません…","203"
"コッコロ","8","","0","24","0","0","0","105901","80003","そのようなことがないよう\n練習はしっかりしておかなくては\nまずはこちらから…","204"
"コッコロ","8","","0","25","0","0","0","105901","80003","オイッスー☆","205"
"コッコロ","8","","0","26","0","0","0","105901","80003","先ほどキャルさまが練習されて\nいるのをお見かけしたので\nわたくしもと思いまして…\nいかがでしょうか？","206"
"コッコロ","8","","0","27","0","0","0","105901","80003","良い感じ、ですか？\n…ふふ、ありがとうございます\n主さまのあたたかいお言葉があれば\nわたくしは百人力でございます","207"
"コッコロ","8","","0","28","0","0","0","105901","80003","この大役を無事に成し遂げ\n主さまに素敵な2.5周年を\n迎えていただけるよう…\nわたくし、尽力いたしますね","208"
"ペコリーヌ","9","","0","20","0","0","0","105801","80003","オイッスー☆","209"
"ペコリーヌ","9","","0","21","0","0","0","105801","80003","…う～ん、今のはちょっと\n違う感じがしますね\n堅苦しかったかもしれません","210"
"ペコリーヌ","9","","0","22","0","0","0","105801","80003","あと６日で2.5周年ですか…","211"
"ペコリーヌ","9","","0","23","0","0","0","105801","80003","この年月がオイッスーの\n歴史なんだと思うと\nじ～んとしちゃいます！\nやばいですね☆","212"
"ペコリーヌ","9","","0","24","0","0","0","105801","80003","生放送で最高のオイッスー☆　を\nみなさんにお届けするために\n頑張らないと！\nそれじゃあもう一度…","213"
"ペコリーヌ","9","","0","25","0","0","0","105801","80003","オイッスー☆","214"
"ペコリーヌ","9","","0","26","0","0","0","105801","80003","…うう～ん、どうしてでしょう\nまだ何かが違う気がします…\nもしかしたら\nおなかが空きすぎてるとか？","215"
"ペコリーヌ","9","","0","27","0","0","0","105801","80003","今さっき食べたばっかりですけど\nおなかが減っては\n良いオイッスー☆　は\n出せませんよね！","216"
"ペコリーヌ","9","","0","28","0","0","0","105801","80003","そうと決まれば、コッコロちゃんと\nキャルちゃんを誘って\nごはんにしましょう！\n善は急げです！","217"
"ペコリーヌ","9","","0","29","0","0","0","105801","80003","あ、二人が丁度いいところに！\nオイッス～☆　…ああ！！\n今の、今のですよ～♪","218"
"ペコリーヌ","9","","0","30","0","0","0","105801","80003","なるほど、どんな時も\n自然体が一番ってことですね！\nこの調子で、生放送も\n頑張っちゃいます♪","219"
"ペコリーヌ","10","","0","31","0","0","0","105801","80003","2.5周年まで残り５日ですが\nその前にもうすぐ生放送ですよ！\nコッコロちゃん\n準備の方はどうですか？","220"
"コッコロ","10","","1","29","0","0","0","105901","80003","はい。わたくし、しっかりと\n備えてまいりました\n万事抜かりはございません","221"
"ペコリーヌ","10","","0","32","0","0","0","105801","80003","おお～すごい自信を感じます…！\nいい生放送になりそうですね☆\n……あれ？　なんだかこの辺り\n揺れていませんか？","222"
"キャル","10","","2","39","0","0","0","106001","80003","…………","223"
"コッコロ","10","","1","30","0","0","0","105901","80003","キャルさま？\nお風邪をひかれたんでしょうか\nひどい震えですが…","224"
"キャル","10","","2","40","0","0","0","106001","80003","かかかか風邪じゃないわよ！\nここここれはただ\nななな生放送が楽しみ過ぎて\nワワワワクワクが止まらないだけ！","225"
"ペコリーヌ","10","","0","33","0","0","0","105801","80003","大丈夫ですかキャルちゃん！？\nそうだ、これを飲んでください！","226"
"キャル","10","","2","41","0","0","0","106001","80003","きき気がきくじゃない、ありがとっ\nごくっ、んく…ぶはぁっ！？\nちょっと何飲ませたの！？\n辛っ！　苦ぁ！？　甘ぁっ！？","227"
"ペコリーヌ","10","","0","34","0","0","0","105801","80003","これは魔物のエキスに薬草に\nその他色んなものを混ぜた\n特製の栄養ドリンクです！","228"
"ペコリーヌ","10","","0","35","0","0","0","105801","80003","これを飲めば体ぽかぽかで\n元気いっぱいですよ♪","229"
"キャル","10","","2","42","0","0","0","106001","80003","このアホリーヌ！\n風邪じゃないって言ったでしょ！？\nどさくさに紛れて\nそんな恐ろしいもん飲ませんな～！","230"
"コッコロ","10","","1","31","0","0","0","105901","80003","キャルさま\n震えが収まっておりますね\nよかったです…\nわたくし、心配いたしました","231"
"キャル","10","","2","43","0","0","0","106001","80003","え？　ああ、ホントね…って\nだから風邪じゃないって\n言ってるのに…\nまあいいわこの際なんでも","232"
"ペコリーヌ","10","","0","36","0","0","0","105801","80003","えっへへ～♪　いつも通りの\nキャルちゃんに戻りましたし\n素敵な生放送が出来そうですね！\n今から楽しみです☆","233"
"カリン","11","","0","6","0","0","0","190801","80003","ランドソルのみなさま、こんにちは\n生放送の会場設営を担当しています\n【ギルド管理協会】のカリンです","234"
"カリン","11","","0","7","0","0","0","190801","80003","【美食殿】のみなさんは\nまもなく始まる生放送に向けて\n最後の調整のため\n席を外しています","235"
"カリン","11","","0","8","0","0","0","190801","80003","頑張っている３人の\n邪魔をするわけには\nいきませんので、ご容赦ください","236"
"カリン","11","","0","9","0","0","0","190801","80003","ですので、本日は私から\n【美食殿】のみなさんの様子を\nお伝えさせていただこうと思います","237"
"カリン","11","","0","10","0","0","0","190801","80003","まずはペコリーヌさんですが…\n何やら大量のおにぎりを\n食べているようです\nえっと…栄養は大事ですよね","238"
"カリン","11","","0","11","0","0","0","190801","80003","次にコッコロさんですが\nこちらは発声練習をしています","239"
"カリン","11","","0","12","0","0","0","190801","80003","一生懸命、小さなお口を開けて\n声を出す姿が応援したくなりますね","240"
"カリン","11","","0","13","0","0","0","190801","80003","そしてキャルさんは…\nこれは…堂々としたものですね\n何もせず、ただ立ち尽くして…","241"
"カリン","11","","0","14","0","0","0","190801","80003","あれ？\nもしかして緊張で気を失って…？","242"
"カリン","11","","0","15","0","0","0","190801","80003","…ええと\n【美食殿】のみなさんは\nやる気十分なようですね！","243"
"カリン","11","","0","16","0","0","0","190801","80003","３人とも生放送を\nいいものにしようと\n全力で頑張ってくれていますので\nどうかご期待ください","244"
"カリン","11","","0","17","0","0","0","190801","80003","それでは\nまた明日お会いしましょう♪","245"
"キャル","12","","0","44","0","0","0","106001","80003","2.5周年まであと３日！\nそして生放送は明日！\nなんかいよいよって感じね…","246"
"ペコリーヌ","12","","2","37","0","0","0","105801","80003","３人でい～っぱい練習しましたし\nきっと大丈夫ですよ☆","247"
"コッコロ","12","","1","32","0","0","0","105901","80003","ペコリーヌさまに\n大丈夫と言ってもらえると\nとても心強いですね","248"
"キャル","12","","0","45","0","0","0","106001","80003","信じすぎちゃだめよコロ助\nこいつはなーんにも\n考えてないだけなんだから","249"
"ペコリーヌ","12","","2","38","0","0","0","105801","80003","ひどいですよぉキャルちゃ～ん！","250"
"コッコロ","12","","1","33","0","0","0","105901","80003","ふふ。お二人とも\n普段通りの様子で\n安心いたしました","251"
"ペコリーヌ","12","","2","39","0","0","0","105801","80003","はいっ☆\n生放送でもなんでも\n全力全開、わたしらしく\nぶつかっていくだけです！","252"
"キャル","12","","0","46","0","0","0","106001","80003","そうね。おめでたいことなんだし\nここまで来たんなら\n楽しめるだけ\n楽しむしかないわよね！","253"
"コッコロ","12","","1","34","0","0","0","105901","80003","わたくしも、普段よりも心が\n熱くなっております\nこの胸の気持ちをお伝えできるよう\n精一杯努力いたします…！","254"
"ペコリーヌ","12","","2","40","0","0","0","105801","80003","それでは、いきましょう！\n明日の生放送、絶対に\n成功させましょうね☆","255"
"ペコリーヌ","13","","0","41","0","0","0","105801","80003","えっと、最初のひと言は…あれ？\nキャルちゃん、わたし\n何て言うんでしたっけ？","256"
"キャル","13","","2","47","0","0","0","106001","80003","は！？\nなにいきなりど忘れしてるの！？\nっていうかあんた、台本は！？","257"
"ペコリーヌ","13","","0","42","0","0","0","105801","80003","忘れてきちゃいました☆","258"
"キャル","13","","2","48","0","0","0","106001","80003","忘れてきちゃいました☆\nで済ませられると思ってんの！？\nほら、あたし二冊持ってきたから\nこれ使いなさい！","259"
"コッコロ","13","","1","35","0","0","0","105901","80003","マイクとは、こんな高い位置に\nあるものなのですね…！\n背伸びをすれば、何とか…\nう～ん、うぅ～ん…！","260"
"キャル","13","","2","49","0","0","0","106001","80003","あぁもう\n少し下げればいいでしょ！？\nこれくらいでいい？\nまったく、世話が焼けるわね…","261"
"ペコリーヌ","13","","0","43","0","0","0","105801","80003","あれ？\nキャルちゃん、後ろ髪が\nはねちゃってますよ？","262"
"キャル","13","","2","50","0","0","0","106001","80003","え？　うそっ！？\nちゃんと確かめてきたのに！\nどこどこ！？","263"
"コッコロ","13","","1","36","0","0","0","105901","80003","キャルさま、動かないで\nくださいまし。今くしで…\nはい、直りましたよ","264"
"キャル","13","","2","51","0","0","0","106001","80003","あ、ありがと…はぁ。生放送\n本番までもうすぐなのに\nこんなことしてる場合じゃ\nないわよね","265"
"コッコロ","13","","1","37","0","0","0","105901","80003","はい、時間は残りわずかです\nですが、慌ただしく\n動き回るこの時間も\nなんだか楽しくて…♪","266"
"キャル","13","","2","52","0","0","0","106001","80003","コロ助、あんた…って\nそうじゃなくて！\n胸にジンワリきてる\n暇なんかないでしょ…！？","267"
"ペコリーヌ","13","","0","44","0","0","0","105801","80003","あはは♪\nキャルちゃんの動きが\nとっても面白いです♪\nやばいですね☆","268"
"コッコロ","13","","1","38","0","0","0","105901","80003","ふふ\nきっと面白い生放送になると\nわたくし、確信しております","269"
"ペコリーヌ","13","","0","45","0","0","0","105801","80003","絶対絶対、間違いありません！\n見てくれるみなさんが\n笑顔になれる時間を\nお届けしましょう！","270"
"キャル","13","","2","53","0","0","0","106001","80003","そんなの当然でしょ！\n誰が見たって面白いって\n言ってもらえるように\nあれだけ準備したんだから！","271"
"ペコリーヌ","13","","0","46","0","0","0","105801","80003","それでは\n記念日直前生放送！\n楽しみにしててくださいね☆","272"
"カリン","14","","0","18","0","0","0","190801","80003","こんにちは\n【ギルド管理協会】のカリンです","273"
"カリン","14","","0","19","0","0","0","190801","80003","昨日の生放送は\nいかがだったでしょうか？","274"
"カリン","14","","0","20","0","0","0","190801","80003","たくさんの笑顔と喜びと\nそして驚きを受け取って\nいただけたのではないかと思います","275"
"カリン","14","","0","21","0","0","0","190801","80003","そしていよいよ\n明日は2.5周年の当日\n待ちに待った記念日を\n迎えることとなります","276"
"カリン","14","","0","22","0","0","0","190801","80003","【美食殿】のみなさんも\n張り切って様々な準備を\nされていますよ","277"
"カリン","14","","0","23","0","0","0","190801","80003","【ギルド管理協会】も\n万全のサポート体制で\n協力してまいりたいと思います","278"
"カリン","14","","0","24","0","0","0","190801","80003","…ふふ、本当に楽しみですね\n【ギルド管理協会】の職員として\nだけではなく、私個人としても…","279"
"カリン","14","","0","25","0","0","0","190801","80003","この記念日を迎えられることが\n心から楽しみですし\n幸せを感じています","280"
"カリン","14","","0","26","0","0","0","190801","80003","きっと【美食殿】のみなさんは\nそれ以上に心を弾ませて\nいることでしょう","281"
"カリン","14","","0","27","0","0","0","190801","80003","それでは\n明日からの2.5周年を\nどうぞ、お楽しみに…♪","282"
"ペコリーヌ","15","","0","47","0","0","0","105801","80003","準備はいいですかっ？\n…いっきますよー！","283"
"キャル","15","","2","54","0","0","0","106001","80003","祝！","284"
"コッコロ","15","","1","39","0","0","0","105901","80003","2.5周年！","285"
"ペコリーヌ","15","","0","48","0","0","0","105801","80003","おめでとうございま～す☆","286"
"キャル","15","","2","55","0","0","0","106001","80003","少し前まではまだまだ先じゃない\nとか言ってたけど\n本当にあっという間だったわね","287"
"コッコロ","15","","1","40","0","0","0","105901","80003","光陰矢の如し…\nとはこのことでございますね\nでも、今日という日を無事に\n迎えることができて良かったです","288"
"ペコリーヌ","15","","0","49","0","0","0","105801","80003","コッコロちゃん！　キャルちゃん！\n落ち着くには\nまだ早いですよ！\n盛り上がるのはこれからです☆","289"
"キャル","15","","2","56","0","0","0","106001","80003","ほんとあんたはいつも\n全力全開ねー\nでもそうね、記念日なんだし\nパーっといきましょ！","290"
"コッコロ","15","","1","41","0","0","0","105901","80003","ええ、わたくしも全力全開で\nまいります…！\n主さま、さあ\nどうぞ手を取ってくださいまし…♪","291"
"キャル","15","","2","57","0","0","0","106001","80003","あんたもコロ助も、浮かれて\n転ぶんじゃないわよ？\n…仕方ないから、あたしも\n手を繋いであげるわよ","292"
"ペコリーヌ","15","","0","50","0","0","0","105801","80003","あー！　二人ともずるいです！\nわたしもっ、ギュー♪","293"
"キャル","15","","2","58","0","0","0","106001","80003","ちょっ、ペコリーヌ！\nくっつき過ぎよ！","294"
"ペコリーヌ","15","","0","51","0","0","0","105801","80003","記念日だから\n平気平気♪\nやばいですね☆","295"
"キャル","15","","2","59","0","0","0","106001","80003","意味分かんないわよ！","296"
"コッコロ","15","","1","42","0","0","0","105901","80003","ふふ。このめでたき日に\n喜びがあふれておりますね\n主さまは…いかがでしょうか？","297"
"コッコロ","15","","1","43","0","0","0","105901","80003","喜んでいただけているならば\nわたくしはとてもとても\n幸せでございます","298"
"ペコリーヌ","15","","0","52","0","0","0","105801","80003","さぁ、2.5周年を\n楽しみ尽くしますよ☆\nまだまだ食べたいものもありますし\nやりたいこともたくさんです！","299"
"キャル","15","","2","60","0","0","0","106001","80003","分かった、分かったから\n引っ張るんじゃないわよ！\n…そんな掴まなくても\nちゃんとついていくから","300"
"コッコロ","15","","1","44","0","0","0","105901","80003","ペコリーヌさま…キャルさま…\n主さま…共にまいりましょう\nどこまでも…！","301"
"ペコリーヌ","15","","0","53","0","0","0","105801","80003","はい！　それでは2.5周年\n食べつくしツアーへ！\nそして、その先の未来へ\n向かって出発しましょう！","302"
"ペコリーヌ・コッコロ・キャル","15","105901,45,106001,61","0","54","0","0","1","105801","80003","2.5周年\nありがとうございます！","303"
"カリン","0","","1","1","1","0","0","190804","60002","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","304"
"","0","","2","0","1","1","0","0","60002","今日の運勢は姫吉！　どんな不可能も可能にできちゃう！　　　　仲間と食卓を囲めばさらに運気上昇よ！　ただし魔物料理以外！","305"
"","0","","2","0","1","1","0","0","60002","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","306"
"","0","","2","0","1","1","0","0","60002","今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！","307"
"","0","","2","0","1","1","0","0","60002","今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！","308"
"","0","","2","0","2","1","0","0","60002","今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪","309"
"","0","","2","0","1","2","0","0","60002","今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？","310"
"","0","","2","0","1","2","0","0","60002","今日の運勢は大吉！　ラッキーカラーは赤！　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！","311"
"","0","","2","0","1","2","0","0","60002","今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！","312"
"","0","","2","0","1","2","0","0","60002","今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！","313"
"","0","","2","0","2","2","0","0","60002","今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！","314"
"","0","","2","0","1","3","0","0","60002","今日の運勢は中吉！　家の中でゆっくり過ごすのがよさそう！　　ラッキーアイテムはゲームよ！　ベストスコアを更新できるかも？","315"
"","0","","2","0","1","3","0","0","60002","今日の運勢は中吉！　上手くなりたいことに積極的に挑戦してみてサックス好きの妹が、手取り足取りサポートしてくれるかも～？","316"
"","0","","2","0","1","3","0","0","60002","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","317"
"","0","","2","0","1","3","0","0","60002","今日の運勢は中吉！　日頃の努力が報われます！　　　　　　　　親しい友人がいるなら報告してみて。一緒に喜んでくれるはずだ。","318"
"","0","","2","0","1","3","0","0","60002","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたい焼き！　和菓子パワーで売上アップです！","319"
"","0","","2","0","1","3","0","0","60002","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","320"
"","0","","2","0","2","3","0","0","60002","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかのごとく、色々な事がうまくいきますよ♪","321"
"","0","","2","0","1","4","0","0","60002","今日の運勢は小吉！　まだ見ぬ危険が隠れているかも！　　　　　でも安心しろ！　提督が貴公を守ってくれるはずだぞ！","322"
"","0","","2","0","1","4","0","0","60002","今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！","323"
"","0","","2","0","1","4","0","0","60002","今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？","324"
"","0","","2","0","1","4","0","0","60002","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……","325"
"","0","","2","0","1","4","0","0","60002","今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！","326"
"","0","","2","0","1","4","0","0","60002","今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～","327"
"","0","","2","0","2","4","0","0","60002","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪","328"
"カリン","0","","3","2","0","0","0","190804","60002","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","329"
"カリン","7","","3","3","0","0","0","190804","60002","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","330"
"コッコロ","1","","4","1","0","0","0","105901","80005","ささ、シェフィさまはこちらへ…","331"
"シェフィ","1","","0","1","0","0","0","106401","80005","コッコロさん、どこへ行くの…？\n…え？","332"
"ペコリーヌ","1","","3","1","0","0","0","105801","80005","『おめでとうございます！\nわ～パチパチー！』\n…という感じでどうですかね！？","333"
"コッコロ","1","","4","2","0","0","0","105901","80005","ではわたくしも\n後ろからクラッカーを鳴らして\n応戦いたします\nああ、当日が待ち遠しいですね","334"
"シェフィ","1","","0","2","0","0","0","106401","80005","ええと…\n二人とも何をしているの？","335"
"キャル","1","","1","1","0","0","0","106001","80005","シェフィは初めてだもんね\nあの日が近いからって\n予行練習してんのよ\n気が早いわよね～","336"
"シェフィ","1","","0","3","0","0","0","106401","80005","あの日…？","337"
"ペコリーヌ","1","","3","2","0","0","0","105801","80005","その通りです…\nいよいよ記念すべきあの日が\n近づいてきましたよ！","338"
"ペコリーヌ","1","","3","3","0","0","0","105801","80005","『プリンセスコネクト！\nRe:Dive』3.5周年！","339"
"カリン","1","","2","1","0","0","0","190801","80005","やばいですね☆","340"
"キャル","1","","1","2","0","0","0","106001","80005","って、なにしれっと\n参加してんのよカリン！","341"
"カリン","1","","2","2","0","0","0","190801","80005","ふふ、いいじゃないですか\n【ギルド管理協会】として\n私もみなさんと一緒に\nお祝いをさせてください！","342"
"カリン","1","","2","3","0","0","0","190801","80005","それに…記念日が近づけば\nとっておきの情報を\nお届けしますから♪","343"
"ペコリーヌ","1","","3","4","0","0","0","105801","80005","というわけで\n今日からシェフィちゃんも一緒に\nカウントダウンしちゃいましょう！\n3.5周年まで…","344"
"シェフィ","1","","0","4","0","0","0","106401","80005","えっ！？　ええとええと…！\nあ、あと14日…！","345"
"ペコリーヌ","2","","3","5","0","0","0","105801","80005","3.5周年まであと13日\n豪華に、そして盛大に\nお祝いしたいですね☆","346"
"コッコロ","2","","1","3","0","0","0","105901","80005","豪華といえば前にとある貴族さまが\n舞踏会を開かれたそうで\n主さまがそのお手伝いを\nしておりました","347"
"コッコロ","2","","1","4","0","0","0","105901","80005","そこで美しい所作を学ばれたので\nわたくしも教えていただきました\nしゃなり、しゃなり…\nいかがでしょう？","348"
"ペコリーヌ","2","","3","6","0","0","0","105801","80005","すっごく上手ですよ☆\nまるでお姫様みたいです\nせっかくなのでわたしも\nしゃなりしゃなり","349"
"コッコロ","2","","1","5","0","0","0","105901","80005","さすがでございます\nペコリーヌさま","350"
"キャル","2","","0","3","0","0","0","106001","80005","いや、あんたは\nできなきゃダメでしょ\n本物のお姫様なんだし","351"
"シェフィ","2","","2","5","0","0","0","106401","80005","しゃなり、しゃなり…\nふふ、案外できるものね","352"
"ペコリーヌ","2","","3","7","0","0","0","105801","80005","わぁ！\nシェフィちゃん\n姿勢がとってもキレイです♪","353"
"コッコロ","2","","1","6","0","0","0","105901","80005","さ、次はキャルさまの\n番でございますよ","354"
"キャル","2","","0","4","0","0","0","106001","80005","あ、あたしはいいわよ！\nそういうの全然分かんないし…","355"
"シェフィ","2","","2","6","0","0","0","106401","80005","大丈夫\nやってみると結構楽しいわよ\nほらほらっ","356"
"キャル","2","","0","5","0","0","0","106001","80005","そ、そこまで言うなら…\nしゃなにゅわきゃあっ！","357"
"キャル","2","","0","6","0","0","0","106001","80005","いたたた…もぉお～！\nなんであたしがこんな目に～！","358"
"コッコロ","2","","1","7","0","0","0","105901","80005","まぁまぁ\n記念日までに練習すれば\nできるようになるかもしれません\nよろしければお教えいたしますよ","359"
"キャル","2","","0","7","0","0","0","106001","80005","よし！\nあんたたちができて\nあたしだけできないのはしゃくだし\nやってやろうじゃないの！！","360"
"コッコロ","3","","1","8","0","0","0","105901","80005","3.5周年まであと12日\n記念日当日はもちろんですが\nその日を待つ時間というのも\n心躍ります","361"
"ペコリーヌ","3","","3","8","0","0","0","105801","80005","分かりますっ！\nどんな特別な料理を食べられるのか\n考えるだけでワクワクしますよね！","362"
"コッコロ","3","","1","9","0","0","0","105901","80005","特別な料理といえば、お祭りですね\nそういえば主さまは学生として\n聖学祭に参加されたこと\nがあるとか…","363"
"シェフィ","3","","2","7","0","0","0","106401","80005","聖学祭…って、なにかしら？","364"
"コッコロ","3","","1","10","0","0","0","105901","80005","聖テレサ女学院の祭典ですよ\n二つのチームが競い合い\n青春を満喫するのが趣旨のようです","365"
"キャル","3","","0","8","0","0","0","106001","80005","それってカルミナの\nサプライズライブがあった\nお祭りよね？\nちょっと見たかったかも…","366"
"キャル","3","","0","9","0","0","0","106001","80005","カルミナの後の\nライブも好評だったらしいじゃない\n確か、なかよし部\nだったっけ…？","367"
"ペコリーヌ","3","","3","9","0","0","0","105801","80005","なかよし部…\n仲が良さそうな名前で\nやばいですね☆","368"
"キャル","3","","0","10","0","0","0","106001","80005","いや、そのまんますぎでしょ…","369"
"シェフィ","3","","2","8","0","0","0","106401","80005","聖学祭かぁ…なんだか楽しそうね\nそれになかよし部の人たちも\n気になるわ","370"
"ペコリーヌ","3","","3","10","0","0","0","105801","80005","それじゃあわたしたちも、\n負けじと仲良くしましょう♪\nほらほらシェフィちゃん、\nぎゅーっ☆　ですよ♪","371"
