8e91a92ab26a949add5d9ba404b8cc8093aa14e9bb46cb83b5e5daaa346a37a8,32734d2a8570cc01d7f83f4927e8fb1870dc0b8306e90a28ed89dfda45d8af89,9b05103ea3997aff618cd7d05e88993dfe0c90833d5e4a34137582fb3df241b0,25fd7e34c4b457e686f25059b254fefce328593b6189169b972724cfd6fcbefe,0d798763134e23f57485267c81e3246d9160083c8e717bfb5f5f8b0d0fe965ee,0dbe8e7a0a599660eb80c2e4009d0e0fe29f69b9542c143bcd4b8573c145e067,26f15eed5e9b0e6bacea97337e098159f3530f3b1e745f9c1f642a2cd6e4c4bb,b750546c81ccc2802020550091ff0af8328121e4ce9089d4d62c5928acc681b3,21214dd6bfc1dd86a3d3fde4e5f1232a0c49c863789090eb9c49f394d7987cae,8fa73c989ba57ebf1b21b698b4a8bde79aefdec7bd9aa1a76d30f4e50232bf0f,644c1f8712ac1945b1399f8e98260b2b4a21d18f0fbdde206e2874ea4911d25f,69b3315eaafa7d17835385102e0e76d41a1b28f9c986d28121f83f7880bb35a5
"バトル開始から90秒間、敵の物理攻撃力がダウン","300709","物理攻撃ダウン90秒","3","1","15840000000000","1","54000","-1","0","3007","300709"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300710","魔法攻撃ダウン90秒","3","1","13320000000000","1","54000","-1","0","3007","300710"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300711","物理攻撃アップ90秒","3","1","11160000000000","1","54000","-1","0","3007","300711"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300712","魔法攻撃アップ90秒","3","1","9720000000000","1","54000","-1","0","3007","300712"
"バトル開始から90秒間、敵の物理防御力がダウン","300713","物理防御ダウン90秒","3","1","7560000000000","1","54000","-1","0","3007","300713"
"バトル開始から90秒間、味方のＴＰが毎秒アップ","300714","毎秒ＴＰアップ90秒","3","1","5040000000000","1","54000","-1","0","3007","300714"
"バトル開始から15秒間、敵がスタン状態になる","300715","スタン15秒","3","1","3960000000000","1","54000","-1","0","3007","300715"
"バトル開始から90秒間、味方のＨＰが毎秒回復","300716","毎秒ＨＰ回復90秒","3","1","2880000000000","1","54000","-1","0","3007","300716"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300717","物理攻撃ダウン90秒","3","1","1440000000000","1","54000","-1","0","3007","300717"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300718","魔法攻撃ダウン90秒","3","1","360000000000","1","54000","-1","0","3007","300718"
