55aa504031f57a5044937c35080c92cd55a2c5d2f21475174724974637315f4e,afcc57d075530dfda3ae669885e440323437ad53382acf961dbe7b5dbe4150c3,d0b14c85e203dbd3b9af54619c799b9c4d51fff182b1a25df440bf439c8d09d4,bc1f1fdc409bf5ecee86ba04d2354fc0249525c261e48cff9bf204e3d47eefab,28e53b3c602db475d9b0b761db345f28feaf6977d66d218db4cd71712a4fdc12,e269620eb8429d4cf304b5785915742caedc342daee6ea2ce8957cae2891f2de,6d04f6058f9a1d0e92555c3e3bf0b35e5de700e850eb286d8734993a28445936,8ce4f42ea77998eef2556ab0e14706dace33714160b14b485526ac22c1a466bd,15e7694ce890c5cb0717564d864f5d7c4b36c660487a04bfd33dcad4700b6350,93591fb40e9dbe61e3137922091cb966c1f5a74cd873aea264f8da2de053c66c,f69deae76b0644fdb4b39722b861c7d38678d1c8d1f30a261b12e6bdaceb7a2e
"","113411","1","7","0","12","0","1007005","1007005075","",""
"","113411","1","svd_talk_thinking","0.2","3","","1007005","1007005076","1",""
"","3","","","","93","","1007005","1007005077","",""
"","113411","1","svd_idle_thinking","0.2","3","","1007005","1007005078","1",""
"","113511","1","6","0","12","0","1007005","1007005079","",""
"","113511","1","svd_talk_normal","0.2","3","","1007005","1007005080","",""
"","3","","","","93","","1007005","1007005081","",""
"","113511","1","svd_idle_normal","0.2","3","","1007005","1007005082","",""
"","113411","1","9","0","12","0","1007005","1007005083","",""
"","113411","1","svd_talk_memory","0.2","3","","1007005","1007005084","1",""
"","3","","","","93","","1007005","1007005085","",""
"","113411","1","svd_idle_memory","0.2","3","","1007005","1007005086","1",""
"","1007005071","","","","101","","1007005","1007005087","",""
"1","333","1","1","1","6","0","1007005","1007005088","0",""
"","113511","","1","","4","","1007005","1007005089","",""
"","113511","1","svd_run","0.2","3","","1007005","1007005090","",""
"0.8","113511","-300","-750","","2","","1007005","1007005091","0",""
"","113411","","0","","4","","1007005","1007005092","",""
"","113411","1","svd_run","0.2","3","","1007005","1007005093","",""
"0.8","113411","-300","750","","2","","1007005","1007005094","0",""
"","0.6","","","","93","","1007005","1007005095","",""
"1","113511","1","1","0.2","6","0","1007005","1007005096","0",""
"1","113411","1","1","0.2","6","0","1007005","1007005097","0",""
"","0","","","","91","","1007005","1007005098","",""
"-750","2","100","113511","2.08","5","0","1007006","1007006001","-300","svd_idle_normal"
"650","1","100","113411","2.08","5","1","1007006","1007006002","-300","svd_idle_normal"
"0","3","0","333","1","5","0","1007006","1007006003","0","svd_white_loop"
"1","333","1","1","0","6","0","1007006","1007006004","0",""
"0","113511","0","2","","7","","1007006","1007006005","",""
"0.5","113511","-300","-750","","2","","1007006","1007006006","0",""
"1","113411","1","1","0","6","0","1007006","1007006007","0",""
"-40","7","-140","17","0","31","","1007006","1007006008","0.8",""
"0","17","0","2","","34","","1007006","1007006009","",""
"","1","","","","93","","1007006","1007006010","",""
"1","333","1","1","0.8","6","0","1007006","1007006011","0.4",""
"svd_idle_see_sad2","113511","0","svd_idle_see_sad_pre2","0.2","3","0","1007006","1007006012","1",""
"1.1","113511","-300","-600","","2","","1007006","1007006013","0",""
"","1","","","","93","","1007006","1007006014","",""
"","17","","1","","32","","1007006","1007006015","",""
"","0","","","","91","","1007006","1007006016","",""
"0","113511","260","240","","94","","1007006","1007006017","80",""
"","17","","0","","32","","1007006","1007006018","",""
"","113511","1","15","0","12","0","1007006","1007006019","",""
"","113511","1","svd_walk_sad2","0.2","3","","1007006","1007006020","",""
"0","113511","2","0","","7","","1007006","1007006021","",""
"2","113511","-300","-250","","2","","1007006","1007006022","0",""
"","2","","","","93","","1007006","1007006023","",""
"","113511","1","svd_idle_sad","0.2","3","","1007006","1007006024","",""
"","0.5","","","","93","","1007006","1007006025","",""
"","0","","","","91","","1007006","1007006026","",""
"","113511","1","svd_talk_sad","0.2","3","","1007006","1007006027","",""
"0","vo_svd","0","vo_svd_0621","","21","","1007006","1007006028","",""
"0","113511","6","一匹も釣れないとは…\n本当に不甲斐ないですわ…","0","11","0","1007006","1007006029","0","1"
"","0","","","","91","","1007006","1007006030","",""
"","113511","1","svd_idle_sad","0.2","3","","1007006","1007006031","",""
"","113411","1","svd_walk_glad","0.2","3","","1007006","1007006032","",""
"2","113411","-300","250","","2","","1007006","1007006033","0",""
"1","113411","1","1","0.4","6","0","1007006","1007006034","1",""
"","2","","","","93","","1007006","1007006035","",""
"","113411","1","svd_idle_normal","0.2","3","","1007006","1007006036","",""
"","0.4","","","","93","","1007006","1007006037","",""
"","113411","1","svd_talk_memory","0.2","3","","1007006","1007006038","",""
"0","vo_svd","0","vo_svd_0622","","21","","1007006","1007006039","",""
"0","113411","6","でも、魚を釣ってるときの\n弟くんかっこよかったね…","0","11","0","1007006","1007006040","0","1"
"","0","","","","91","","1007006","1007006041","",""
"","113411","1","svd_idle_memory","0.2","3","","1007006","1007006042","",""
"","113511","1","svd_talk_memory","0.2","3","","1007006","1007006043","",""
"0","vo_svd","0","vo_svd_0623","","21","","1007006","1007006044","",""
"0","113511","6","えぇ…あんな顔をした\nあのおかたに釣られるなら\n魚も本望でしょう…","0","11","0","1007006","1007006045","0","1"
"","0","","","","91","","1007006","1007006046","",""
"","113511","1","svd_idle_memory","0.2","3","","1007006","1007006047","",""
"","113411","1","svd_talk_normal","0.2","3","","1007006","1007006048","",""
"0","vo_svd","0","vo_svd_0624","","21","","1007006","1007006049","",""
"0","113411","6","でも次は私たちが\nご馳走したいよね！","0","11","0","1007006","1007006050","0","1"
"","0","","","","91","","1007006","1007006051","",""
"","113411","1","svd_idle_normal","0.2","3","","1007006","1007006052","",""
"","113511","1","svd_talk_sad","0.2","3","","1007006","1007006053","",""
"0","vo_svd","0","vo_svd_0625","","21","","1007006","1007006054","",""
"0","113511","5","しかし釣りは思いのほか\n難しいですわ…\nそうなると…","0","11","0","1007006","1007006055","0","1"
"","0","","","","91","","1007006","1007006056","",""
"","113511","1","svd_idle_sad","0.2","3","","1007006","1007006057","",""
"svd_talk_joy2","113411","0","svd_surprise","0.2","3","0.2","1007006","1007006058","1",""
"0","vo_svd","0","vo_svd_0626","","21","","1007006","1007006059","",""
"0","113411","6","…！　素潜り！\n素潜りならいける気がするよ！","0","11","0","1007006","1007006060","0","1"
"","0","","","","91","","1007006","1007006061","",""
"","113411","1","svd_idle_joy2","0.2","3","","1007006","1007006062","",""
"svd_talk_wish","113511","0","svd_surprise","0.2","3","0.2","1007006","1007006063","1",""
"0","vo_svd","0","vo_svd_0627","","21","","1007006","1007006064","",""
"0","113511","6","なるほど！\nさっそく参りましょう！\n深海の主を狩りに！","0","11","0","1007006","1007006065","0","1"
"","3","","","","93","","1007006","1007006066","",""
"svd_attack_idle","113511","0","svd_attack_standby","0.2","3","0.2","1007006","1007006067","1",""
"","1007006065","","","","91","","1007006","1007006068","",""
"","0","","","","93","","1007006","1007006069","",""
"svd_idle_normal","113511","0","svd_attack_finish","0.2","3","0.2","1007006","1007006070","1",""
"","0.4","","","","93","","1007006","1007006071","",""
"","","","","","102","","1007006","1007006072","",""
"","1","","","","93","","1007006","1007006073","",""
"","113511","1","11","0","12","0","1007006","1007006074","",""
"svd_idle_thinking","113511","0","svd_cmn_think","0.2","3","0.2","1007006","1007006075","1",""
"","3","","","","93","","1007006","1007006076","",""
"","113511","1","svd_idle_thinking","0.2","3","","1007006","1007006077","",""
"","113411","1","4","0","12","0","1007006","1007006078","",""
"svd_idle_surprise1","113411","0","svd_surprise","0.2","3","0.2","1007006","1007006079","1",""
"","3","","","","93","","1007006","1007006080","",""
"","113411","1","svd_idle_surprise1","0.2","3","","1007006","1007006081","1",""
"","113511","1","1","0","12","0","1007006","1007006082","",""
"","113511","1","svd_talk_sad","0.2","3","","1007006","1007006083","",""
"","3","","","","93","","1007006","1007006084","",""
"","113511","1","svd_idle_sad","0.2","3","","1007006","1007006085","",""
"","113411","1","7","0","12","0","1007006","1007006086","",""
"","113411","1","svd_talk_normal","0.2","3","","1007006","1007006087","1",""
"","3","","","","93","","1007006","1007006088","",""
"","113411","1","svd_idle_normal","0.2","3","","1007006","1007006089","1",""
"","1007006074","","","","101","","1007006","1007006090","",""
"1","333","1","1","1","6","0","1007006","1007006091","0",""
"","113511","","1","","4","","1007006","1007006092","",""
"","113511","1","svd_run","0.2","3","","1007006","1007006093","",""
"0.8","113511","-300","-750","","2","","1007006","1007006094","0",""
"","113411","","0","","4","","1007006","1007006095","",""
"","113411","1","svd_run","0.2","3","","1007006","1007006096","",""
"0.8","113411","-300","750","","2","","1007006","1007006097","0",""
"","0.6","","","","93","","1007006","1007006098","",""
"1","113511","1","1","0.2","6","0","1007006","1007006099","0",""
"1","113411","1","1","0.2","6","0","1007006","1007006100","0",""
"","0","","","","91","","1007006","1007006101","",""
"-250","1","100","113511","2.08","5","0","1007007","1007007001","-560","svd_idle_normal"
"250","2","100","113411","2.08","5","1","1007007","1007007002","-560","svd_idle_normal"
"0","3","0","333","1","5","0","1007007","1007007003","0","svd_white_loop"
"1","333","1","1","0","6","0","1007007","1007007004","0",""
"1","113511","1","1","0","6","0","1007007","1007007005","0",""
"1","113411","1","1","0","6","0","1007007","1007007006","0",""
"","1","","","","93","","1007007","1007007007","",""
"1","333","1","1","0.8","6","0","1007007","1007007008","0.4",""
"svd_idle_normal","113511","0","svd_jump2","0.2","3","0.2","1007007","1007007009","1",""
"svd_idle_normal","113411","0","svd_jump2","0.2","3","0.2","1007007","1007007010","1",""
"","0.3","","","","93","","1007007","1007007011","",""
"0.75","113511","-300","-250","","2","","1007007","1007007012","0",""
"0.75","113411","-300","250","","2","","1007007","1007007013","0",""
"1","113511","1","1","0.4","6","0","1007007","1007007014","1",""
"1","113411","1","1","0.4","6","0","1007007","1007007015","1",""
"","113511","0.2","6","0","12","0","1007007","1007007016","",""
"","113411","0.2","6","0","12","0","1007007","1007007017","",""
"","1.2","","","","93","","1007007","1007007018","",""
"","0","","","","91","","1007007","1007007019","",""
"","113411","1","svd_idle_normal","0.2","3","","1007007","1007007020","",""
"","113511","1","svd_talk_joy2","0.2","3","","1007007","1007007021","",""
"0","vo_svd","0","vo_svd_0721","","21","","1007007","1007007022","",""
"0","113511","7","お姉ちゃんも弟くんの\n楽しそうな顔が見られて\nうれしかったよ！","0","11","0","1007007","1007007023","0","1"
"","0","","","","91","","1007007","1007007024","",""
"","113511","1","svd_idle_joy2","0.2","3","","1007007","1007007025","",""
"","113411","1","svd_talk_memory","0.2","3","","1007007","1007007026","",""
"0","vo_svd","0","vo_svd_0722","","21","","1007007","1007007027","",""
"0","113411","6","そもそも、あなた様からの\nボールを落とすなんて、絶対に\nあってはいけませんわ…","0","11","0","1007007","1007007028","0","1"
"","0","","","","91","","1007007","1007007029","",""
"","113411","1","svd_idle_memory","0.2","3","","1007007","1007007030","",""
"","113511","1","svd_talk_joy2","0.2","3","","1007007","1007007031","",""
"0","vo_svd","0","vo_svd_0723","","21","","1007007","1007007032","",""
"0","113511","6","その通り！\nどんな場所に来ようと\n必ず打ち返してみせるよ！","0","11","0","1007007","1007007033","0","1"
"","0","","","","91","","1007007","1007007034","",""
"","113511","1","svd_idle_joy2","0.2","3","","1007007","1007007035","",""
"","113411","1","svd_talk_sad","0.2","3","","1007007","1007007036","",""
"0","vo_svd","0","vo_svd_0724","","21","","1007007","1007007037","",""
"0","113411","6","ですが、あなた様からの\n贈り物と考えると、そのまま\n受け止めたくなる誘惑も…","0","11","0","1007007","1007007038","0","1"
"","0","","","","91","","1007007","1007007039","",""
"","113411","1","svd_idle_sad","0.2","3","","1007007","1007007040","",""
"","113511","1","svd_talk_anger","0.2","3","","1007007","1007007041","",""
"0","vo_svd","0","vo_svd_0725","","21","","1007007","1007007042","",""
"0","113511","7","ダメだよ！　誘惑を振り切って\n私たちはボールを返すの！\nそれが…","0","11","0","1007007","1007007043","0","1"
"","4.2","","","","93","","1007007","1007007044","",""
"","113511","1","svd_talk_sad","0.2","3","","1007007","1007007045","",""
"","1007007043","","","","91","","1007007","1007007046","",""
"","113511","1","svd_idle_sad","0.2","3","","1007007","1007007047","",""
"","113411","1","svd_talk_sad","0.2","3","","1007007","1007007048","",""
"0","vo_svd","0","vo_svd_0726","","21","","1007007","1007007049","",""
"0","113411","5","ビーチバレー…\nなんて酷なスポーツ…","0","11","0","1007007","1007007050","0","1"
"","0","","","","91","","1007007","1007007051","",""
"","113411","1","svd_idle_sad","0.2","3","","1007007","1007007052","",""
"","","","","","102","","1007007","1007007053","",""
"","1","","","","93","","1007007","1007007054","",""
"","113511","1","13","0","12","0","1007007","1007007055","",""
"","113511","1","svd_talk_normal","0.2","3","","1007007","1007007056","",""
"","3","","","","93","","1007007","1007007057","",""
"","113511","1","svd_idle_normal","0.2","3","","1007007","1007007058","",""
"","113411","1","12","0","12","0","1007007","1007007059","",""
"","113411","1","svd_talk_sad","0.2","3","","1007007","1007007060","1",""
"","3","","","","93","","1007007","1007007061","",""
"","113411","1","svd_idle_sad","0.2","3","","1007007","1007007062","1",""
"","113511","1","4","0","12","0","1007007","1007007063","",""
"","113511","1","svd_talk_anger","0.2","3","","1007007","1007007064","",""
"","3","","","","93","","1007007","1007007065","",""
"","113511","1","svd_idle_wish","0.2","3","","1007007","1007007066","",""
"","113411","1","11","0","12","0","1007007","1007007067","",""
"","113411","1","svd_talk_wish","0.2","3","","1007007","1007007068","1",""
"","3","","","","93","","1007007","1007007069","",""
"","113411","1","svd_idle_wish","0.2","3","","1007007","1007007070","1",""
"","1007007055","","","","101","","1007007","1007007071","",""
"1","333","1","1","1","6","0","1007007","1007007072","0",""
"","113511","","1","","4","","1007007","1007007073","",""
"","113511","1","svd_run","0.2","3","","1007007","1007007074","",""
"0.8","113511","-300","-750","","2","","1007007","1007007075","0",""
"","113411","","0","","4","","1007007","1007007076","",""
"","113411","1","svd_run","0.2","3","","1007007","1007007077","",""
"0.8","113411","-300","750","","2","","1007007","1007007078","0",""
"","0.6","","","","93","","1007007","1007007079","",""
"1","113511","1","1","0.2","6","0","1007007","1007007080","0",""
"1","113411","1","1","0.2","6","0","1007007","1007007081","0",""
"","0","","","","91","","1007007","1007007082","",""
"-650","2","100","113511","2.08","5","0","1007008","1007008001","-300","svd_idle_normal"
"650","1","100","113411","2.08","5","1","1007008","1007008002","-300","svd_idle_normal"
"0","3","0","333","1","5","0","1007008","1007008003","0","svd_white_loop"
"1","333","1","1","0","6","0","1007008","1007008004","0",""
"1","113511","1","1","0","6","0","1007008","1007008005","0",""
"1","113411","1","1","0","6","0","1007008","1007008006","0",""
"","1","","","","93","","1007008","1007008007","",""
"1","333","1","1","0.8","6","0","1007008","1007008008","0.4",""
"","113511","1","svd_walk_sad","0.2","3","","1007008","1007008009","",""
"2","113511","-300","-250","","2","","1007008","1007008010","0",""
"1","113511","1","1","0.4","6","0","1007008","1007008011","1",""
"","113411","1","svd_walk_sad","0.2","3","","1007008","1007008012","",""
"2","113411","-300","250","","2","","1007008","1007008013","0",""
"1","113411","1","1","0.4","6","0","1007008","1007008014","1",""
"","2","","","","93","","1007008","1007008015","",""
"","0","","","","91","","1007008","1007008016","",""
"","113411","1","svd_idle_sad","0.2","3","","1007008","1007008017","",""
"","113511","1","svd_idle_sad","0.2","3","","1007008","1007008018","",""
"","0.6","","","","93","","1007008","1007008019","",""
"","113511","1","svd_talk_sad","0.2","3","","1007008","1007008020","",""
"0","vo_svd","0","vo_svd_0821","","21","","1007008","1007008021","",""
"0","113511","6","ついに…\n終わってしまったのですね…","0","11","0","1007008","1007008022","0","1"
"","0","","","","91","","1007008","1007008023","",""
"","113511","1","svd_idle_sad","0.2","3","","1007008","1007008024","",""
"","113411","1","svd_talk_sad","0.2","3","","1007008","1007008025","",""
"0","vo_svd","0","vo_svd_0822","","21","","1007008","1007008026","",""
"0","113411","6","弟くんのがんばりを\n見届けられて\nうれしい気持ちと…","0","11","0","1007008","1007008027","0","1"
"","0","","","","91","","1007008","1007008028","",""
"","113411","1","svd_idle_sad","0.2","3","","1007008","1007008029","",""
"","113511","1","svd_talk_sad","0.2","3","","1007008","1007008030","",""
"0","vo_svd","0","vo_svd_0823","","21","","1007008","1007008031","",""
"0","113511","6","もう戻らない一度きりの夏への\n切なさが…","0","11","0","1007008","1007008032","0","1"
"","0","","","","91","","1007008","1007008033","",""
"","113511","1","svd_idle_sad","0.2","3","","1007008","1007008034","",""
"","113411","1","svd_talk_anger","0.2","3","","1007008","1007008035","",""
"0","vo_svd","0","vo_svd_0824","","21","","1007008","1007008036","",""
"0","113411","6","ダメ！　エリコちゃん！\n教室に向かう弟くんを\n笑って見送ろう！","0","11","0","1007008","1007008037","0","1"
"","4","","","","93","","1007008","1007008038","",""
"svd_idle_guts2","113411","0","svd_talk_guts2","0.2","3","0.2","1007008","1007008039","1",""
"","1007008037","","","","91","","1007008","1007008040","",""
"","113411","1","svd_idle_wish","0.2","3","","1007008","1007008041","",""
"","113511","1","svd_talk_thinking","0.2","3","","1007008","1007008042","",""
"0","vo_svd","0","vo_svd_0825","","21","","1007008","1007008043","",""
"0","113511","6","そうですね…！\nそれこそがあのおかたのため。","0","11","0","1007008","1007008044","0","1"
"","3.5","","","","93","","1007008","1007008045","",""
"svd_idle_guts2","113511","0","svd_talk_guts2","0.2","3","0.2","1007008","1007008046","1",""
"","1007008044","","","","91","","1007008","1007008047","",""
"","113511","1","svd_idle_wish","0.2","3","","1007008","1007008048","",""
"svd_idle_wish","113411","0","svd_cmn_smile1","0.2","3","0.2","1007008","1007008049","1",""
"0","vo_svd","0","vo_svd_0826","","21","","1007008","1007008050","",""
"0","113411","7","いってらっしゃい！\n弟くん！","0","11","0","1007008","1007008051","0","1"
"","0","","","","91","","1007008","1007008052","",""
"","113411","1","svd_idle_wish","0.2","3","","1007008","1007008053","",""
"","113511","1","svd_talk_wish2","0.2","3","","1007008","1007008054","",""
"0","vo_svd","0","vo_svd_0827","","21","","1007008","1007008055","",""
"0","113511","7","私たちはいつでもどこでも\nあなた様を見守って\nおりますわ…！","0","11","0","1007008","1007008056","0","1"
"","3","","","","93","","1007008","1007008057","",""
"svd_idle_wish2","113511","0","svd_obsession2","0.2","3","0.2","1007008","1007008058","1",""
"","1007008056","","","","91","","1007008","1007008059","",""
"","","","","","102","","1007008","1007008060","",""
"","1","","","","93","","1007008","1007008061","",""
"","113411","1","10","0","12","0","1007008","1007008062","",""
"","113411","1","svd_talk_normal","0.2","3","","1007008","1007008063","",""
"","3","","","","93","","1007008","1007008064","",""
"","113411","1","svd_idle_normal","0.2","3","","1007008","1007008065","",""
"","113511","1","12","0","12","0","1007008","1007008066","",""
"","113511","1","svd_talk_sad","0.2","3","","1007008","1007008067","1",""
"","3","","","","93","","1007008","1007008068","",""
"","113511","1","svd_idle_sad","0.2","3","","1007008","1007008069","1",""
"","113411","1","7","0","12","0","1007008","1007008070","",""
"svd_idle_guts2","113411","0","svd_talk_guts2","0.2","3","0.2","1007008","1007008071","1",""
"","3","","","","93","","1007008","1007008072","",""
"","113411","1","svd_idle_guts2","0.2","3","","1007008","1007008073","",""
"","113511","1","7","0","12","0","1007008","1007008074","",""
"","113511","1","svd_talk_wish","0.2","3","","1007008","1007008075","1",""
"","3","","","","93","","1007008","1007008076","",""
"","113511","1","svd_idle_wish","0.2","3","","1007008","1007008077","1",""
"","1007008062","","","","101","","1007008","1007008078","",""
"1","333","1","1","1","6","0","1007008","1007008079","0",""
"","113511","","1","","4","","1007008","1007008080","",""
"","113511","1","svd_run","0.2","3","","1007008","1007008081","",""
"0.8","113511","-300","-750","","2","","1007008","1007008082","0",""
"","113411","","0","","4","","1007008","1007008083","",""
"","113411","1","svd_run","0.2","3","","1007008","1007008084","",""
"0.8","113411","-300","750","","2","","1007008","1007008085","0",""
"","0.6","","","","93","","1007008","1007008086","",""
"1","113511","1","1","0.2","6","0","1007008","1007008087","0",""
"1","113411","1","1","0.2","6","0","1007008","1007008088","0",""
"","0","","","","91","","1007008","1007008089","",""
