c5462845f17fff6139b3125420fa7a14e8685296b34e93e16f9eb78335a6f865,dba80a2dc8a89f3c58308dfdfc1c5619ea0634888bd7f2bacb88f68ce0490f23,eee07379f7f5802de45f8eccd332e9c17b67636962d9fde289023f3287cc6048,49d1da0a36c1ce22e6d09754deaba835fabf37a200de4de6247f950370891f80,07c04ec021506927a386b5047f04e9332ed9fb597be05f0d286faf750945be42,ceee40fa7990cd8f2bc656bb709586cfd3409b7272b94505e35c5580fd6f1c38,829cf125cf6309432cf5816f394574b53b44bad6e37ba38abf4fee9716d17735,0da2555285d65b09d383aa0a0c5273be0b93d1defe87018504cab9921fccbd93,c99179550b60a5ed0a2560fe68a352887541ee54d0e043113947f661df57e85c,eb6219591457867ad6ed602903c8f2ae3057a99f4c772e4ae93f7b73ac902f4a,486dbf7f07cbd6fef07572458a5506c87a96b9048ca21a2a36ec83b0de9dbd6a
"62159","1","5146062","0","0","131011","10","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","1","0","11"
"62160","","5146062","","","0","","","","","91"
"62161","","5146062","","","0","","0","","","22"
"62162","","5146062","","","131011","1","wish_idle_joy","","0.2","3"
"62163","0","5146062","0","0","100911","2","10","0","-30","12"
"62164","0","5146062","0","0","131011","2","7","0","0","12"
"62165","","5146062","","","2","","0","","","93"
"62166","","5146062","","","62167","","","","","101"
"62167","","5146062","","","0","","0.2","","","22"
"63001","-10","5146063","walk_surprise_sad_blue","1","1","110","106611","-288","1.8","1"
"63002","-10","5146063","walk_surprise_sad_blue","1","3","111","1066","-288","1.8","5"
"63003","260","5146063","idle_normal_noface","1","1","100","130911","-288","1.8","1"
"63004","260","5146063","idle_normal_kururu","1","1","101","99","-288","1.8","5"
"63005","-420","5146063","empty","0","1","103","126411","-268","1.8","1"
"63006","-420","5146063","empty","0","1","113","98","-268","1.8","5"
"63007","","5146063","","","106611","","210","","","13"
"63008","","5146063","","","130911","","200","","","13"
"63009","","5146063","","","126411","","203","","","13"
"63010","0","5146063","idle","0","7","15","7","-174","0.85","5"
"63011","0","5146063","empty","0","20","210","20","156","1","5"
"63012","0","5146063","empty","0","22","211","22","66","1","5"
"63013","0","5146063","empty","0","21","60","211","153","1","5"
"63014","0","5146063","empty","0","21","190","212","0","1","5"
"63015","0","5146063","","","1","0","1","1","1","31"
"63016","-57.7","5146063","","","2","0","2","1","1","31"
"63017","","5146063","","","2","","black","","","37"
"63018","0","5146063","","","10","0","10","1","0","31"
"63019","-268","5146063","","","16","-420","16","1","0","31"
"63020","0","5146063","","","20","0","20","1","1","31"
"63021","","5146063","","","20","","20","","","36"
"63022","","5146063","","","20","","22","","","36"
"63023","","5146063","","","0","","0","","","91"
"63024","","5146063","","","0","0","0","","","102"
"63025","","5146063","","","0.4","","0","","","93"
"63026","","5146063","","","2","","iris_out","","","37"
"63027","2.5","5146063","","","106611","-288","-260","0","","2"
"63028","2.5","5146063","","","1066","-288","-260","0","","2"
"63029","","5146063","","","2.5","","0","","","93"
"63030","","5146063","","","106611","1","sad_idle_blue","","0.2","3"
"63031","","5146063","","","1066","1","sad_idle_blue","0","0.2","3"
"63032","","5146063","","","0.1","","0","","","93"
"63033","","5146063","","","106611","1","tired_talk1","","0.2","3"
"63034","","5146063","","","1066","1","tired_talk1","","0.2","3"
"63035","0","5146063","","","vo_apg","0","vo_apg_0301","","","21"
"63036","1","5146063","0","0","106611","10","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","1","0","11"
"63037","","5146063","","","0","","","","","91"
"63038","","5146063","","","106611","1","tired_talk2","","0.2","3"
"63039","","5146063","","","1066","1","tired_talk2","","0.2","3"
"63040","0","5146063","","","vo_apg","0","vo_apg_0302","","","21"
"63041","1","5146063","0","0","106611","10","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","1","0","11"
"63042","","5146063","","","0","","","","","91"
"63043","","5146063","","","106611","1","tired_idle","","0.2","3"
"63044","","5146063","","","1066","1","tired_idle","","0.2","3"
"63045","","5146063","","","130911","1","talk_normal","","0.2","3"
"63046","","5146063","","","99","1","talk_normal","","0.2","3"
"63047","0","5146063","","","vo_apg","0","vo_apg_0303","","","21"
"63048","1","5146063","0","0","130911","10","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","1","0","11"
"63049","","5146063","","","0","","","","","91"
"63050","","5146063","","","130911","1","idle_normal","","0.2","3"
"63051","","5146063","","","211","0","coaster_3_in","","0","3"
"63052","","5146063","","","106611","","0","","","4"
"63053","","5146063","","","1066","","0","","","4"
"63054","doya_talk_nervous_furimuki","5146063","","0","106611","0","doya_in_nervous_furimuki","1","0","3"
"63055","doya_talk_nervous_furimuki","5146063","","0","1066","0","doya_in_nervous_furimuki","1","0","3"
"63056","0","5146063","","","vo_apg","0","vo_apg_0304","","","21"
"63057","1","5146063","0","0","106611","10","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","1","0","11"
"63058","","5146063","","","0","","","","","91"
"63059","","5146063","","","106611","1","cool_talk_dere","","0.2","3"
"63060","","5146063","","","1066","1","cool_talk_dere","","0.2","3"
"63061","0","5146063","","","vo_apg","0","vo_apg_0305","","","21"
"63062","1","5146063","0","0","106611","10","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","1","0","11"
"63063","","5146063","","","0","","","","","91"
"63064","","5146063","","","106611","1","cool_idle_doya","","0.2","3"
"63065","","5146063","","","1066","1","cool_idle_doya","","0.2","3"
"63066","","5146063","","","211","0","coaster_3_out","","0","3"
"63067","","5146063","","","130911","1","kururu_sad_talk","","0.2","3"
"63068","","5146063","","","99","1","kururu_sad_talk","","0.2","3"
"63069","0","5146063","","","vo_apg","0","vo_apg_0306","","","21"
"63070","1","5146063","0","0","130911","10","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","1","0","11"
"63071","","5146063","","","0","","","","","91"
"63072","","5146063","","","0","","0","","","22"
"63073","","5146063","","","130911","1","idle_normal_noface","","0.2","3"
"63074","","5146063","","","99","1","idle_normal_kururu","","0.2","3"
"63075","","5146063","","","106611","1","cool_idle_surprise","","0.2","3"
"63076","","5146063","","","1066","1","cool_idle_surprise","","0.2","3"
"63077","kuroche_pose_talk_anger","5146063","","0","126411","0","kuroche_appear","1","0","3"
"63078","kuroche_pose_talk_anger","5146063","","0","98","0","kuroche_appear","1","0","3"
"63079","","5146063","","","0.5","","0","","","93"
"63080","","5146063","","","15","0.5","15","","","122"
"63081","","5146063","","","16","","1","","","32"
"63082","","5146063","","","106611","0","inori_dodge_in","","0","3"
"63083","","5146063","","","1066","0","inori_dodge_in","","0","3"
"63084","","5146063","","","0.6","","0","","","93"
"63085","0","5146063","","","vo_apg","0","vo_apg_0307","","","21"
"63086","1","5146063","0","0","126411","10","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","1","20","11"
"63087","","5146063","","","0","","","","","91"
"63088","","5146063","","","126411","1","kuroche_pose_idle_doya","","0.2","3"
"63089","inori_anger_talk","5146063","","0","106611","0","inori_dodge_out","1","0.1","3"
"63090","inori_anger_talk","5146063","","0","1066","0","inori_dodge_out","1","0.1","3"
"63091","0","5146063","","","vo_apg","0","vo_apg_0308","","","21"
"63092","1","5146063","0","0","106611","10","は？　いや、こっちは全然\n話がみえねーんですけど…","1","0","11"
"63093","","5146063","","","0","","","","","91"
"63094","","5146063","","","106611","1","inori_anger_idle","","0.2","3"
"63095","","5146063","","","1066","1","inori_anger_idle","","0.2","3"
"63096","","5146063","","","130911","1","kururu_guid_talk","","0.2","3"
"63097","","5146063","","","99","1","kururu_guid_talk","","0.2","3"
"63098","0","5146063","","","vo_apg","0","vo_apg_0309","","","21"
"63099","1","5146063","0","0","130911","10","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","1","0","11"
"63100","","5146063","","","0","","","","","91"
"63101","","5146063","","","130911","1","idle_normal_noface","","0.2","3"
"63102","","5146063","","","99","1","idle_normal_kururu","","0.2","3"
"63103","","5146063","","","16","","low","","","37"
"63104","","5146063","","","se_10055900","1","se_10055900_chroche_01","","","23"
"63105","inori_jitabata_loop","5146063","","0","106611","0","inori_jitabata_in","1","0.2","3"
"63106","inori_jitabata_loop","5146063","","0","1066","0","inori_jitabata_in","1","0.2","3"
"63107","kuroche_catch_loop","5146063","","0","126411","0","kuroche_catch_in","1","0.2","3"
"63108","kuroche_catch_loop","5146063","","0","98","0","kuroche_catch_in","1","0.2","3"
"63109","0","5146063","","","vo_apg","0","vo_apg_0310","","","21"
"63110","1","5146063","0","-27","126411","10","ではではっ♪\nしっかりつかまっててくださいね～っ♪","1","112","11"
"63111","","5146063","","","0","","","","","91"
"63112","","5146063","","","0","","0","","","22"
"63113","","5146063","","","se_10055900_chroche_01","","0.2","","","24"
"63114","","5146063","","","se_10055900","0","se_10055900_chroche_02","","","23"
"63115","","5146063","","","16","","high","","","37"
"63116","","5146063","","","5","1","5","","","122"
"63117","","5146063","","","1","","0","","","93"
"63118","","5146063","","","106611","0","inori_jitabata_takeoff","","0","3"
"63119","","5146063","","","1066","0","inori_jitabata_takeoff","","0","3"
"63120","","5146063","","","126411","0","kuroche_catch_takeoff","","0","3"
"63121","","5146063","","","98","0","kuroche_catch_takeoff","","0","3"
"63122","","5146063","","","100","0.5","100","","","122"
"63123","","5146063","","","0.4","","0","","","93"
"63124","","5146063","","","130911","","0","","","4"
"63125","","5146063","","","130911","0","kururu_furimuki_watch","","0","3"
"63126","","5146063","","","99","0","empty","","0","3"
"63127","","5146063","","","1.5","","0","","","93"
"63128","","5146063","","","2","","fade_in","","","37"
"63129","","5146063","","","1.5","","0","","","93"
"63130","","5146063","","","98","0","empty","","0","3"
"63131","","5146063","","","se_10055900","1","se_10055900_chroche_03","","","23"
"63132","","5146063","","","212","0","coaster_4_in","","0","3"
"63133","","5146063","","","se_10055900","0","se_10055900_photo","","","23"
"63134","","5146063","","","0.3","","0","","","93"
"63135","","5146063","","","30","0.5","30","","","122"
"63136","0","5146063","","","vo_apg","0","vo_apg_0311","","","21"
"63137","","5146063","","","20","0","0311_in","","0","3"
"63138","","5146063","","","3.6","","1","","","93"
"63139","","5146063","","","20","0","0311_mid","","0","3"
"63140","","5146063","","","","","","","","92"
"63141","","5146063","","","20","0","0311_out","","0","3"
"63142","","5146063","","","0.2","","0","","","93"
"63143","","5146063","","","30","0.5","30","","","122"
"63144","0","5146063","","","vo_apg","0","vo_apg_0312","","","21"
"63145","","5146063","","","20","0","0312_in","","0","3"
"63146","","5146063","","","2.4","","1","","","93"
"63147","","5146063","","","20","0","0312_mid","","0","3"
"63148","","5146063","","","","","","","","92"
"63149","","5146063","","","20","0","0312_out","","0","3"
"63150","","5146063","","","0.2","","0","","","93"
"63151","","5146063","","","20","","scale15","","","37"
"63152","","5146063","","","212","0","coaster_4_change","","0","3"
"63153","0","5146063","","","vo_apg","0","vo_apg_0313","","","21"
"63154","0","5146063","","","20","76","0","0","","2"
"63155","","5146063","","","20","1","empty","","0","3"
"63156","","5146063","","","22","0","0313_in","","0","3"
"63157","","5146063","","","2.4","","1","","","93"
"63158","","5146063","","","22","1","0313_mid","","0","3"
"63159","","5146063","","","","","","","","92"
"63160","","5146063","","","22","0","0313_out","","0","3"
"63161","","5146063","","","0.2","","0","","","93"
"63162","","5146063","","","0","","0","","","22"
"63163","","5146063","","","se_10055900_chroche_03","","0.5","","","24"
"63164","","5146063","","","2","","white","","","37"
"63165","","5146063","","","2","","0","","","93"
"63166","","5146063","","","20","","scale1","","","37"
"63167","","5146063","","","212","0","empty","","0","3"
"63168","","5146063","","","130911","1","kururu_wish_idle_joy","","0.2","3"
"63169","","5146063","","","99","1","idle_normal","","0.2","3"
"63170","","5146063","","","106611","1","see_guru","","0.2","3"
"63171","","5146063","","","1066","1","see_guru","","0.2","3"
"63172","","5146063","","","126411","1","idle_normal_joy","","0.2","3"
"63173","","5146063","","","130911","","1","","","4"
"63174","0","5146063","","","130911","-278","225","0","","2"
"63175","0","5146063","","","106611","-288","0","0","","2"
"63176","0","5146063","","","1066","-288","0","0","","2"
"63177","0","5146063","","","126411","-278","-225","0","","2"
"63178","","5146063","","","2","","0","","","93"
"63179","","5146063","","","126411","1","joy_talk","","0.2","3"
"63180","0","5146063","","","vo_apg","0","vo_apg_0314","","","21"
"63181","1","5146063","0","0","126411","10","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","1","0","11"
"63182","","5146063","","","0","","","","","91"
"63183","","5146063","","","126411","1","idle_normal_joy","","0.2","3"
"63184","0","5146063","","","2","-108","23","0","","33"
"63185","","5146063","","","2","","iris_end_1","","","37"
"63186","","5146063","","","106611","0","gakkari","","0.2","3"
"63187","","5146063","","","1066","0","gakkari","","0.2","3"
"63188","0","5146063","","","vo_apg","0","vo_apg_0315","","","21"
"63189","0","5146063","1.1","-31","106611","4","うぷ…もう、こりごりですよ…","0","23","11"
"63190","","5146063","","","6","","0","","","93"
"63191","","5146063","","","2","","iris_end_2","","","37"
"63192","","5146063","","","1","","0","","","93"
"63193","","5146063","","","63194","","","","","101"
"63194","","5146063","","","0","","0.2","","","22"
"64001","-130","5146064","walk_normal","1","1","106","105811","-480","1.8","1"
"64002","-130","5146064","walk_normal","1","6","107","1058","-480","1.8","5"
"64003","130","5146064","walk_normal","1","1","103","131511","-480","1.8","1"
"64004","290","5146064","idle_normal_noface","1","1","100","130911","-278","1.8","1"
"64005","290","5146064","idle_normal_kururu","1","1","101","99","-278","1.8","5"
"64006","","5146064","","","105811","","206","","","13"
"64007","","5146064","","","131511","","203","","","13"
"64008","","5146064","","","130911","","200","","","13"
"64009","0","5146064","idle","0","8","15","8","-174","0.85","5"
"64010","-242","5146064","empty","0","20","210","20","-53","1","5"
"64011","-128","5146064","empty","0","22","211","22","-194","1","5"
"64012","0","5146064","","","1","0","1","1","1","31"
"64013","-57.7","5146064","","","2","0","2","1","0","31"
"64014","0","5146064","","","12","0","12","1","0","31"
"64015","0","5146064","","","13","0","13","1","0","31"
"64016","0","5146064","","","20","0","20","1","1","31"
"64017","","5146064","","","20","","105811","","","36"
"64018","","5146064","","","20","","131511","","","36"
"64019","","5146064","","","20","","20","","","36"
"64020","","5146064","","","20","","22","","","36"
"64021","","5146064","","","0","","0","","","91"
"64022","","5146064","","","0","0","0","","","102"
"64023","","5146064","","","13","","1","","","32"
"64024","","5146064","","","20","","scale15","","","37"
"64025","","5146064","","","2","","","","","93"
"64026","0","5146064","","","vo_apg","0","vo_apg_0401","","","21"
"64027","","5146064","","","22","0","0401_in","","0","3"
"64028","","5146064","","","2.7","","1","","","93"
"64029","","5146064","","","22","0","0401_mid","","0","3"
"64030","","5146064","","","","","","","","92"
"64031","","5146064","","","22","0","0401_out","","0","3"
"64032","","5146064","","","0.2","","0","","","93"
"64033","0","5146064","","","22","-194","129","0","","2"
"64034","0","5146064","","","vo_apg","0","vo_apg_0402","","","21"
"64035","","5146064","","","22","0","0402_in","","0","3"
"64036","","5146064","","","2.9","","1","","","93"
"64037","","5146064","","","22","0","0402_mid","","0","3"
"64038","","5146064","","","","","","","","92"
"64039","","5146064","","","22","0","0402_out","","0","3"
"64040","","5146064","","","0.2","","0","","","93"
"64041","","5146064","","","0","","0","","","22"
"64042","","5146064","","","22","1","empty","","0","3"
"64043","","5146064","","","0.5","","0","","","93"
"64044","","5146064","","","2","","1","","","32"
"64045","","5146064","","","2","","fade_in","","","37"
"64046","","5146064","","","1","","0","","","93"
"64047","","5146064","","","13","","0","","","32"
"64048","","5146064","","","20","","scale1","","","37"
"64049","0","5146064","","","105811","-298","-194","0","","2"
"64050","0","5146064","","","1058","-298","-194","0","","2"
"64051","0","5146064","","","131511","-288","-34","0","","2"
"64052","","5146064","","","2","","iris_out","","","37"
"64053","2","5146064","","","105811","-298","-385","0","","2"
"64054","2","5146064","","","1058","-298","-385","0","","2"
"64055","2","5146064","","","131511","-288","-225","0","","2"
"64056","","5146064","","","2","","0","","","93"
"64057","","5146064","","","105811","","0","","","4"
"64058","","5146064","","","1058","","0","","","4"
"64059","","5146064","","","131511","","0","","","4"
"64060","","5146064","","","105811","1","idle_normal","","0.2","3"
"64061","","5146064","","","1058","1","idle_normal","0","0.2","3"
"64062","","5146064","","","131511","1","idle_normal","","0.2","3"
"64063","","5146064","","","0.5","","0","","","93"
"64064","","5146064","","","130911","1","talk_normal","","0.2","3"
"64065","","5146064","","","99","1","talk_normal","","0.2","3"
"64066","0","5146064","","","vo_apg","0","vo_apg_0403","","","21"
"64067","1","5146064","0","0","130911","10","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","1","0","11"
"64068","","5146064","","","0","","","","","91"
"64069","","5146064","","","130911","1","kururu_wish_talk_joy","","0.2","3"
"64070","","5146064","","","99","1","kururu_wish_talk_joy","","0.2","3"
"64071","0","5146064","","","vo_apg","0","vo_apg_0404","","","21"
"64072","1","5146064","0","0","130911","10","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","1","0","11"
"64073","","5146064","","","0","","","","","91"
"64074","","5146064","","","130911","1","idle_normal_noface","","0.2","3"
"64075","","5146064","","","99","1","idle_normal_kururu","","0.2","3"
"64076","guts2_talk_joy","5146064","","0","105811","0","guts2_in_joy","1","0.2","3"
"64077","guts2_talk_joy","5146064","","0","1058","0","guts2_in_joy","1","0.2","3"
"64078","0","5146064","","","vo_apg","0","vo_apg_0405","","","21"
"64079","1","5146064","0","0","105811","10","はい！　とっても\nおいしそうでした☆","1","0","11"
"64080","","5146064","","","0","","","","","91"
"64081","","5146064","","","105811","1","guts2_idle_joy","","0.2","3"
"64082","","5146064","","","1058","1","guts2_idle_joy","","0.2","3"
"64083","","5146064","","","131511","1","memory_talk","","0.5","3"
"64084","0","5146064","","","vo_apg","0","vo_apg_0406","","","21"
"64085","1","5146064","0","0","131511","10","おなか。\nぐるる…","1","0","11"
"64086","","5146064","","","0","","","","","91"
"64087","","5146064","","","131511","1","memory_idle","","0.2","3"
"64088","","5146064","","","130911","1","joy_talk","","0.2","3"
"64089","","5146064","","","99","1","joy_talk","","0.2","3"
"64090","0","5146064","","","vo_apg","0","vo_apg_0407","","","21"
"64091","1","5146064","0","0","130911","10","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","1","0","11"
"64092","","5146064","","","0","","","","","91"
"64093","","5146064","","","130911","1","kururu_joy_slow","","0.5","3"
"64094","","5146064","","","131511","1","anger_idle_anger","","0.5","3"
"64095","0","5146064","","","vo_apg","0","vo_apg_0408","","","21"
"64096","1","5146064","0","0","131511","10","だっしゅ","1","0","11"
"64097","","5146064","","","0","","","","","91"
"64098","","5146064","","","131511","1","walk_jog_dere","","0.2","3"
"64099","3","5146064","","","131511","-288","1100","0","","2"
"64100","","5146064","","","0.5","","0","","","93"
"64101","anger_talk_normal2","5146064","","0.2","105811","0","notice_in_normal2","1","0.2","3"
"64102","anger_talk_normal2","5146064","","0.2","1058","0","notice_in_normal2","1","0.2","3"
"64103","0","5146064","","","vo_apg","0","vo_apg_0409","","","21"
"64104","1","5146064","0","0","105811","10","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","1","0","11"
"64105","","5146064","","","0","","","","","91"
"64106","","5146064","","","0","","0","","","22"
"64107","","5146064","","","105811","1","run_dash_doya","","0.2","3"
"64108","","5146064","","","1058","1","run_dash_doya","","0.2","3"
"64109","1.8","5146064","","","105811","-298","1100","0","","2"
"64110","1.8","5146064","","","1058","-298","1100","0","","2"
"64111","","5146064","","","1.8","","0","","","93"
"64112","","5146064","","","130911","","0","","","4"
"64113","anger_talk_surprise2_shy","5146064","","0.2","130911","0","hawawa","1","0","3"
"64114","0","5146064","","","vo_apg","0","vo_apg_0410","","","21"
"64115","1","5146064","0","0","130911","10","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","1","0","11"
"64116","","5146064","","","0","","","","","91"
"64117","","5146064","","","0","","0","","","22"
"64118","","5146064","","","0.1","","0","","","93"
"64119","","5146064","","","1","","alter","","","37"
"64120","","5146064","","","12","","1","","","32"
"64121","","5146064","","","0.4","","0","","","93"
"64122","1","5146064","","0","8","1","1","0","0","6"
"64123","0","5146064","","","105811","-278","-725","0","","2"
"64124","0","5146064","","","1058","-278","-725","0","","2"
"64125","0","5146064","","","131511","-278","-925","0","","2"
"64126","","5146064","","","105811","1","run_dash_peko","","0","3"
"64127","","5146064","","","1058","1","run_dash_peko","","0","3"
"64128","","5146064","","","131511","1","run_dash_presia","","0","3"
"64129","","5146064","","","130911","1","empty","","0","3"
"64130","10","5146064","","","105811","-278","1185","0","","2"
"64131","10","5146064","","","1058","-278","1185","0","","2"
"64132","10","5146064","","","131511","-278","985","0","","2"
"64133","","5146064","","","0.3","","0","","","93"
"64134","","5146064","","","0.8","","0","","","93"
"64135","0","5146064","","","vo_apg","0","vo_apg_0411","","","21"
"64136","0","5146064","1","0","105811","10","まずはあの屋台から～☆","0","40","11"
"64137","","5146064","","","3","","0","","","93"
"64138","0","5146064","","","vo_apg","0","vo_apg_0412","","","21"
"64139","0","5146064","1.3","0","131511","8","ぜんぶ\nたべるよ","0","40","11"
"64140","","5146064","","","0.3","","0","","","93"
"64141","","5146064","","","3.6","","0","","","93"
"64142","","5146064","","","64143","","","","","101"
"64143","","5146064","","","0","","0.2","","","22"
"65001","-225","5146065","wish_idle_normal_lookup","0","1","110","131011","-278","1.8","1"
"65002","-225","5146065","idle_normal","0","1","111","99","-278","1.8","5"
"65003","-225","5146065","idle_normal","0","1","109","98","-278","1.8","5"
"65004","225","5146065","idle_normal_noface","1","1","101","130911","-278","1.8","1"
"65005","225","5146065","idle_normal_kururu","1","1","102","97","-278","1.8","5"
"65006","225","5146065","idle_normal","1","1","100","96","-278","1.8","5"
"65007","-920","5146065","empty","0","1","105","106011","-305","1.85","1"
"65008","-920","5146065","empty","0","4","106","1060","-305","1.85","5"
"65009","","5146065","","","131011","","210","","","13"
"65010","","5146065","","","130911","","201","","","13"
"65011","","5146065","","","106011","","205","","","13"
"65012","0","5146065","idle","0","8","15","8","-174","0.85","5"
"65013","0","5146065","","","1","0","1","1","1","31"
"65014","","5146065","","","0","","0","","","91"
"65015","","5146065","","","0","0","0","","","102"
"65016","","5146065","","","1","","0","","","93"
"65017","","5146065","","","131011","1","wish_idle_joy_lookup","","0.2","3"
"65018","0","5146065","","","vo_apg","0","vo_apg_0501","","","21"
"65019","1","5146065","0","0","131011","10","くる～\nくる～","1","0","11"
"65020","","5146065","","","0","","","","","91"
"65021","","5146065","","","130911","1","talk_normal_surprise","","0.2","3"
"65022","","5146065","","","97","1","talk_normal_surprise","","0.2","3"
"65023","0","5146065","","","vo_apg","0","vo_apg_0502","","","21"
"65024","1","5146065","0","0","130911","10","どうしたんですか\nマホちゃんさん？","1","0","11"
"65025","","5146065","","","0","","","","","91"
"65026","","5146065","","","130911","1","idle_normal_noface","","0.2","3"
"65027","","5146065","","","97","1","idle_normal_kururu","","0.2","3"
"65028","","5146065","","","131011","1","sad_talk_normalR","","0.2","3"
"65029","0","5146065","","","vo_apg","0","vo_apg_0503","","","21"
"65030","1","5146065","0","0","131011","10","ん、観覧車かいらしな～って。\nくるくる～って","1","0","11"
"65031","","5146065","","","0","","","","","91"
"65032","notice_loop_normal2","5146065","","0","131011","0","notice_in_normal2","1","0.2","3"
"65033","0","5146065","","","vo_apg","0","vo_apg_0504","","","21"
"65034","1","5146065","0","0","131011","10","せや♪","1","0","11"
"65035","","5146065","","","0","","","","","91"
"65036","","5146065","","","130911","1","kururu_wish_idle_light","","0.2","3"
"65037","","5146065","","","97","1","kururu_wish_idle_light","","0.2","3"
"65038","maho_kururinpa_loop","5146065","","0","131011","0","maho_kururinpa_in","1","0","3"
"65039","maho_kururinpa_loopF","5146065","","0","99","0","maho_kururinpa_inF","1","0","3"
"65040","maho_kururinpa_loopB","5146065","","0","98","0","maho_kururinpa_inB","1","0","3"
"65041","0","5146065","","","vo_apg","0","vo_apg_0505","","","21"
"65042","1","5146065","0","0","131011","10","みらくるまほりんくるりんぱ～♪","1","0","11"
"65043","","5146065","","","0","","","","","91"
"65044","","5146065","","","130911","1","kururu_wish_talk_joy","","0.2","3"
"65045","0","5146065","","","vo_apg","0","vo_apg_0506","","","21"
"65046","1","5146065","0","0","130911","10","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","1","0","11"
"65047","","5146065","","","0","","","","","91"
"65048","idle_normal","5146065","","0.2","131011","0","maho_kururinpa_out","1","0","3"
"65049","idle_normal","5146065","","0.2","99","0","maho_kururinpa_outF","1","0","3"
"65050","idle_normal","5146065","","0.2","98","0","maho_kururinpa_outB","1","0","3"
"65051","kururu_kururinpa_loop","5146065","","0","130911","0","kururu_sad_talk_surprise_to_kururinpa","0","0.2","3"
"65052","kururu_kururinpa_loopF","5146065","","0","97","0","kururu_sad_talk_surprise_to_kururinpaF","0","0.2","3"
"65053","kururu_kururinpa_loopB","5146065","","0","96","0","kururu_sad_talk_surprise_to_kururinpaB","0","0.2","3"
"65054","0","5146065","","","vo_apg","0","vo_apg_0507","","","21"
"65055","1","5146065","0","0","130911","10","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","1","0","11"
"65056","","5146065","","","0","","","","","91"
"65057","idle_normal_noface","5146065","","0","130911","0","kururu_kururinpa_out","1","0","3"
"65058","idle_normal_kururu","5146065","","0","97","0","kururu_kururinpa_outF","1","0","3"
"65059","idle_normal","5146065","","0","96","0","kururu_kururinpa_outB","1","0","3"
"65060","","5146065","","","131011","1","joy_talk","","0.2","3"
"65061","0","5146065","","","vo_apg","0","vo_apg_0508","","","21"
"65062","1","5146065","0","0","131011","10","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","1","0","11"
"65063","","5146065","","","0","","","","","91"
"65064","","5146065","","","131011","1","idle_normal","","0.2","3"
"65065","kururu_kururinpa_loop","5146065","","0","130911","0","kururu_hello_fast_to_kururinpa","0","0.2","3"
"65066","kururu_kururinpa_loopF","5146065","","0","97","0","kururu_hello_fast_to_kururinpaF","0","0.2","3"
"65067","kururu_kururinpa_loopB","5146065","","0","96","0","kururu_hello_fast_to_kururinpaB","0","0.2","3"
"65068","0","5146065","","","vo_apg","0","vo_apg_0509","","","21"
"65069","1","5146065","0","0","130911","10","はーい♪\nみらくるくるるんくるりんぱ～♪","1","0","11"
"65070","","5146065","","","0","","","","","91"
"65071","idle_normal_noface","5146065","","0","130911","0","kururu_kururinpa_out","1","0","3"
"65072","idle_normal_kururu","5146065","","0","97","0","kururu_kururinpa_outF","1","0","3"
"65073","idle_normal","5146065","","0","96","0","kururu_kururinpa_outB","1","0","3"
"65074","sad_talk_normalR","5146065","","0.2","131011","0","smile2","1","0.2","3"
"65075","sad_talk_normalR","5146065","","0.2","99","0","smile2","1","0.2","3"
"65076","sad_talk_normalR","5146065","","0.2","98","0","smile2","1","0.2","3"
"65077","0","5146065","","","vo_apg","0","vo_apg_0510","","","21"
"65078","1","5146065","0","0","131011","10","うふふ♪\nくる多いなぁ♪","1","0","11"
"65079","","5146065","","","0","","","","","91"
"65080","maho_kurukuru_loop","5146065","","0","131011","0","maho_kurukuru_in","1","0.2","3"
"65081","maho_kurukuru_loopF","5146065","","0","99","0","maho_kurukuru_inF","1","0.2","3"
"65082","maho_kurukuru_loopB","5146065","","0","98","0","maho_kurukuru_inB","1","0.2","3"
"65083","kururu_kurukuru_loop","5146065","","0","130911","0","kururu_kurukuru_in","1","0.2","3"
