4d9620729ec5df76aa4be95c3e126ebdb325d7315311d461b746b6d9fe9bcb32,b32ba7ecd9c5cbf59daf0a7e6e8c4d21c0e3aec5f91f707af12116113dfd8f84,a7034998a644ca224cd5d54c58cbb597029e8f5b32d4fe276cab1051221b4072,e452d68251d252a689a234f2206775a7191a6f73ddb1becb051bb2b5a3a67382
"304911","4","3049","9275"
"304912","1013","3049","9750"
"304913","1013","3049","10550"
"305001","1020","3050","1000"
"305002","1009","3050","1750"
"305003","1013","3050","2700"
"305004","1020","3050","3300"
"305005","17","3050","4650"
"305006","1011","3050","5000"
"305007","17","3050","6250"
"305008","4","3050","7025"
"305009","19","3050","7250"
"305010","4","3050","8575"
"305011","19","3050","8750"
"305012","1013","3050","9900"
"305013","1019","3050","10550"
"305101","1019","3051","950"
"305102","17","3051","2200"
"305103","1009","3051","2600"
"305104","17","3051","3900"
"305105","4","3051","4575"
"305106","19","3051","4800"
"305107","1020","3051","5800"
"305108","1011","3051","6600"
"305109","19","3051","7200"
"305110","1013","3051","8300"
"305111","4","3051","9475"
"305112","1013","3051","9950"
"305113","1020","3051","10500"
"305201","1009","3052","800"
"305202","1010","3052","1600"
"305203","16","3052","2500"
"305204","12","3052","3950"
"305205","1009","3052","4000"
"305206","1020","3052","4800"
"305207","12","3052","6350"
"305208","12","3052","7150"
"305209","16","3052","7300"
"305210","1009","3052","8000"
"305211","1020","3052","8800"
"305212","16","3052","9700"
"305213","16","3052","10500"
"305301","16","3053","700"
"305302","1010","3053","1400"
"305303","16","3053","2300"
"305304","12","3053","3800"
"305305","16","3053","3900"
"305306","1009","3053","4700"
"305307","1020","3053","5450"
"305308","1020","3053","6200"
"305309","12","3053","7750"
"305310","1009","3053","7800"
"305311","12","3053","9400"
"305312","1009","3053","9500"
"305313","16","3053","10350"
"305401","12","3054","1450"
"305402","1009","3054","1450"
"305403","1020","3054","2300"
"305404","12","3054","3750"
"305405","1020","3054","3850"
"305406","1009","3054","4650"
"305407","12","3054","6250"
"305408","16","3054","6350"
"305409","16","3054","7150"
"305410","16","3054","8000"
"305411","1009","3054","8700"
"305412","16","3054","9500"
"305413","1010","3054","10200"
"305501","1014","3055","800"
"305502","1015","3055","1600"
"305503","1007","3055","2400"
"305504","1016","3055","3200"
"305505","1017","3055","4000"
"305506","1006","3055","4800"
"305507","5","3055","5425"
"305508","14","3055","6150"
"305509","19","3055","7050"
"305510","1","3055","8500"
"305511","9","3055","9100"
"305512","3","3055","10150"
"305513","18","3055","10900"
"305601","1017","3056","950"
"305602","19","3056","1600"
"305603","3","3056","3100"
"305604","1","3056","3800"
"305605","1015","3056","4100"
"305606","1016","3056","5000"
"305607","14","3056","5550"
"305608","18","3056","7050"
"305609","1007","3056","7350"
"305610","5","3056","8025"
"305611","1006","3056","8900"
"305612","9","3056","10050"
"305613","1014","3056","10600"
"305701","1015","3057","900"
"305702","5","3057","1525"
"305703","1","3057","3100"
"305704","19","3057","3250"
"305705","1016","3057","4200"
"305706","1017","3057","4950"
"305707","3","3057","6250"
"305708","1006","3057","6600"
"305709","14","3057","7150"
"305710","9","3057","8400"
"305711","1014","3057","8950"
"305712","1007","3057","9700"
"305713","18","3057","11000"
"305801","9","3058","1100"
"305802","9","3058","1900"
"305803","9","3058","2700"
"305804","11","3058","3400"
"305805","1007","3058","4000"
"305806","11","3058","5000"
"305807","2","3058","5800"
"305808","2","3058","6600"
"305809","1019","3058","7200"
"305810","1012","3058","8500"
"305811","1012","3058","9300"
"305812","16","3058","9700"
"305813","16","3058","10500"
"305901","1012","3059","1100"
"305902","11","3059","1650"
"305903","16","3059","2350"
"305904","9","3059","3350"
"305905","1007","3059","3900"
"305906","9","3059","5000"
"305907","2","3059","5700"
"305908","16","3059","6350"
"305909","9","3059","7400"
"305910","1019","3059","7850"
"305911","11","3059","8900"
"305912","2","3059","9650"
"305913","1012","3059","10800"
"306001","1007","3060","650"
"306002","1012","3060","2000"
"306003","1012","3060","2700"
"306004","9","3060","3400"
"306005","9","3060","4100"
"306006","2","3060","4800"
"306007","9","3060","5700"
"306008","11","3060","6500"
"306009","1019","3060","7050"
"306010","11","3060","8100"
"306011","16","3060","8700"
"306012","2","3060","9700"
"306013","16","3060","10350"
"306101","1001","3061","800"
"306102","14","3061","1350"
"306103","14","3061","2150"
"306104","1003","3061","3200"
"306105","15","3061","4150"
"306106","1","3061","5300"
"306107","1012","3061","6100"
"306108","1013","3061","6550"
"306109","1020","3061","7200"
"306110","1009","3061","8000"
"306111","1009","3061","8800"
"306112","1010","3061","9600"
"306113","1003","3061","10400"
"306114","1002","3061","11200"
"306115","11","3061","12200"
"306201","1010","3062","900"
"306202","1013","3062","1850"
"306203","1","3062","3100"
"306204","1012","3062","3850"
"306205","14","3062","3850"
"306206","1003","3062","5000"
"306207","1002","3062","5800"
"306208","15","3062","6700"
"306209","1020","3062","7350"
"306210","1009","3062","8100"
"306211","11","3062","9100"
"306212","14","3062","9500"
"306213","1009","3062","10600"
"306214","1003","3062","11350"
"306215","1001","3062","12150"
"306301","14","3063","700"
"306302","1012","3063","2300"
"306303","11","3063","2750"
"306304","1003","3063","3400"
"306305","1","3063","4700"
"306306","1002","3063","4900"
"306307","1003","3063","5700"
"306308","1009","3063","6600"
"306309","1020","3063","7400"
"306310","15","3063","8300"
"306311","14","3063","8750"
"306312","1010","3063","9700"
"306313","1001","3063","10500"
"306314","1013","3063","11450"
"306315","1009","3063","12200"
"306401","5","3064","625"
"306402","5","3064","1425"
"306403","14","3064","2150"
"306404","19","3064","3050"
"306405","4","3064","4475"
"306406","1013","3064","4950"
"306407","4","3064","6075"
"306408","1013","3064","6550"
"306409","17","3064","7700"
"306410","18","3064","8500"
"306411","17","3064","9300"
"306412","18","3064","10100"
"306413","15","3064","10550"
"306414","15","3064","11350"
"306415","1009","3064","12000"
"306501","17","3065","1100"
"306502","15","3065","1650"
"306503","14","3065","2000"
"306504","17","3065","3550"
"306505","15","3065","3950"
"306506","18","3065","5200"
"306507","19","3065","5250"
"306508","1009","3065","6200"
"306509","18","3065","7550"
"306510","1013","3065","7950"
"306511","5","3065","8475"
"306512","4","3065","9975"
"306513","5","3065","10075"
"306514","1013","3065","11200"
"306515","4","3065","12275"
"306601","1009","3066","650"
"306602","1013","3066","1600"
"306603","1013","3066","2450"
"306604","4","3066","3475"
"306605","4","3066","4375"
"306606","15","3066","4750"
"306607","5","3066","5275"
"306608","17","3066","6750"
"306609","19","3066","6850"
"306610","17","3066","8400"
"306611","14","3066","8450"
"306612","18","3066","9900"
"306613","5","3066","10125"
"306614","18","3066","11500"
"306615","15","3066","12000"
"306701","1016","3067","800"
"306702","1017","3067","1600"
"306703","1006","3067","2400"
"306704","1006","3067","3200"
"306705","1009","3067","4000"
"306706","1009","3067","4800"
"306707","1009","3067","5600"
"306708","1009","3067","6400"
"306709","1020","3067","7200"
"306710","6","3067","8000"
"306711","1020","3067","8800"
"306712","6","3067","9600"
"306713","1011","3067","10400"
"306714","1011","3067","11200"
"306715","11","3067","12200"
"306801","1020","3068","1000"
"306802","1009","3068","1700"
"306803","1011","3068","2550"
"306804","1011","3068","3350"
"306805","1017","3068","4150"
"306806","1020","3068","4900"
"306807","1006","3068","5750"
"306808","6","3068","6550"
"306809","1006","3068","7400"
"306810","6","3068","8100"
"306811","1009","3068","8950"
"306812","1009","3068","9750"
"306813","11","3068","10750"
"306814","1009","3068","11300"
"306815","1016","3068","12150"
"306901","1020","3069","900"
"306902","6","3069","1800"
"306903","1016","3069","2600"
"306904","1006","3069","3300"
"306905","1011","3069","4100"
"306906","1009","3069","4950"
"306907","1020","3069","5800"
"306908","1006","3069","6600"
"306909","1011","3069","7350"
"306910","1009","3069","8150"
"306911","1017","3069","8900"
"306912","1009","3069","9700"
"306913","1009","3069","10600"
"306914","6","3069","11400"
"306915","11","3069","12400"
"307001","10","3070","875"
"307002","1007","3070","1600"
"307003","10","3070","2475"
"307004","1015","3070","3200"
"307005","15","3070","4150"
"307006","1014","3070","4800"
"307007","15","3070","5750"
"307008","9","3070","6700"
"307009","18","3070","7700"
"307010","3","3070","8550"
"307011","3","3070","9350"
"307012","18","3070","10100"
"307013","1007","3070","10400"
"307014","1004","3070","11200"
"307015","1007","3070","12000"
"307101","3","3071","1250"
"307102","3","3071","2000"
"307103","1007","3071","2200"
"307104","15","3071","3250"
"307105","15","3071","3950"
"307106","18","3071","5200"
"307107","9","3071","5800"
"307108","1014","3071","6250"
"307109","1004","3071","7050"
"307110","18","3071","8300"
"307111","1015","3071","8650"
"307112","1007","3071","9400"
"307113","10","3071","10325"
"307114","1007","3071","11050"
"307115","10","3071","11975"
"307201","1004","3072","650"
"307202","1007","3072","1400"
"307203","3","3072","2850"
"307204","3","3072","3550"
"307205","1014","3072","3900"
"307206","18","3072","5100"
"307207","10","3072","5475"
"307208","10","3072","6275"
"307209","18","3072","7600"
"307210","1007","3072","7900"
"307211","9","3072","9000"
"307212","1015","3072","9500"
"307213","15","3072","10450"
"307214","1007","3072","11100"
"307215","15","3072","12000"
"307301","14","3073","550"
"307302","16","3073","1700"
"307303","14","3073","2150"
"307304","16","3073","3300"
"307305","7","3073","4000"
"307306","2","3073","5000"
"307307","7","3073","5600"
"307308","4","3073","6875"
"307309","1009","3073","7200"
"307310","1006","3073","8000"
"307311","1006","3073","8800"
"307312","1009","3073","9600"
"307313","19","3073","10250"
"307314","6","3073","11200"
"307315","1019","3073","12000"
"307401","7","3074","1000"
"307402","1019","3074","1800"
"307403","14","3074","2300"
"307404","1006","3074","3350"
"307405","16","3074","4200"
"307406","19","3074","4800"
"307407","1009","3074","5800"
"307408","1009","3074","6500"
"307409","4","3074","7825"
"307410","7","3074","8200"
"307411","16","3074","9050"
"307412","2","3074","9900"
"307413","6","3074","10550"
"307414","1006","3074","11400"
"307415","14","3074","11850"
"307501","16","3075","1000"
"307502","14","3075","1500"
"307503","1019","3075","2500"
"307504","1009","3075","3400"
"307505","19","3075","4050"
"307506","16","3075","5100"
"307507","7","3075","5750"
"307508","7","3075","6550"
"307509","14","3075","7150"
"307510","2","3075","8350"
"307511","4","3075","9475"
"307512","1006","3075","9800"
"307513","1006","3075","10600"
"307514","1009","3075","11300"
"307515","6","3075","12150"
"307601","1007","3076","800"
"307602","1007","3076","1600"
"307603","1019","3076","2400"
"307604","1019","3076","3200"
"307605","17","3076","4500"
"307606","1020","3076","4800"
"307607","1020","3076","5600"
"307608","17","3076","6900"
"307609","11","3076","7400"
"307610","11","3076","8200"
"307611","2","3076","9000"
"307612","2","3076","9800"
"307613","1011","3076","10400"
"307614","1011","3076","11200"
"307615","1009","3076","12000"
"307701","17","3077","1200"
"307702","1007","3077","1500"
"307703","17","3077","2700"
"307704","11","3077","3250"
"307705","1019","3077","3800"
"307706","1020","3077","4700"
"307707","2","3077","5650"
"307708","1011","3077","6250"
"307709","1011","3077","7100"
"307710","2","3077","8000"
"307711","1020","3077","8600"
"307712","11","3077","9700"
"307713","1019","3077","10250"
"307714","1007","3077","11100"
"307715","1009","3077","11800"
"307801","17","3078","1150"
"307802","1007","3078","1400"
"307803","17","3078","2750"
"307804","2","3078","3300"
"307805","1020","3078","3850"
"307806","1019","3078","4600"
"307807","1020","3078","5500"
"307808","11","3078","6400"
"307809","1011","3078","7050"
"307810","11","3078","8050"
"307811","2","3078","8900"
"307812","1007","3078","9450"
"307813","1011","3078","10200"
"307814","1019","3078","11050"
"307815","1009","3078","11850"
"307901","17","3079","1300"
"307902","17","3079","2100"
"307903","1","3079","2900"
"307904","1003","3079","3200"
"307905","19","3079","3850"
"307906","5","3079","4625"
"307907","17","3079","6100"
"307908","1","3079","6900"
"307909","17","3079","7700"
"307910","1003","3079","8000"
"307911","19","3079","8650"
"307912","19","3079","9450"
"307913","1","3079","10900"
"307914","5","3079","11025"
"307915","17","3079","12500"
"308001","1","3080","1450"
"308002","17","3080","2250"
"308003","17","3080","3100"
"308004","5","3080","3125"
"308005","17","3080","4650"
"308006","17","3080","5500"
"308007","19","3080","5600"
"308008","19","3080","6350"
"308009","1","3080","7800"
"308010","1003","3080","8150"
"308011","5","3080","8725"
"308012","1003","3080","9800"
"308013","1","3080","11000"
"308014","19","3080","11250"
"308015","17","3080","12600"
"308101","1003","3081","1000"
"308102","19","3081","1550"
"308103","17","3081","3000"
"308104","1","3081","3850"
"308105","17","3081","4700"
"308106","1003","3081","4900"
"308107","17","3081","6200"
"308108","17","3081","7050"
"308109","17","3081","7900"
"308110","5","3081","7925"
"308111","5","3081","8775"
"308112","19","3081","9600"
"308113","1","3081","11100"
"308114","1","3081","11850"
"308115","19","3081","12050"
"308201","1006","3082","800"
"308202","6","3082","1600"
"308203","6","3082","2400"
"308204","1006","3082","3200"
"308205","1014","3082","4000"
"308206","2","3082","5000"
"308207","4","3082","6075"
"308208","4","3082","6875"
"308209","5","3082","7025"
"308210","5","3082","7825"
"308211","19","3082","8650"
"308212","14","3082","9350"
"308213","1008","3082","10400"
"308214","1006","3082","11200"
"308215","6","3082","12000"
"308301","6","3083","600"
"308302","1006","3083","1450"
"308303","6","3083","2300"
"308304","5","3083","2825"
"308305","4","3083","4325"
"308306","4","3083","5175"
"308307","1006","3083","5400"
"308308","6","3083","6250"
"308309","19","3083","6850"
"308310","1008","3083","7800"
"308311","5","3083","8525"
"308312","1006","3083","9450"
"308313","2","3083","10400"
"308314","14","3083","10800"
"308315","1014","3083","11900"
"308401","4","3084","1125"
"308402","1014","3084","1400"
"308403","1006","3084","2250"
"308404","6","3084","3050"
"308405","14","3084","3650"
"308406","5","3084","4475"
"308407","1006","3084","5500"
"308408","6","3084","6300"
"308409","5","3084","6925"
"308410","6","3084","7900"
"308411","19","3084","8500"
"308412","2","3084","9700"
"308413","4","3084","10725"
"308414","1008","3084","11100"
"308415","1006","3084","11850"
"308501","6","3085","800"
"308502","4","3085","2075"
"308503","4","3085","2875"
"308504","1013","3085","3350"
"308505","1020","3085","4000"
"308506","1003","3085","4800"
"308507","1010","3085","5600"
"308508","1010","3085","6400"
"308509","6","3085","7200"
"308510","14","3085","7750"
"308511","1013","3085","8950"
"308512","1013","3085","9750"
"308513","4","3085","10875"
"308514","6","3085","11200"
"308515","1013","3085","12150"
"308601","1010","3086","950"
"308602","6","3086","1750"
"308603","4","3086","2975"
"308604","1013","3086","3450"
"308605","4","3086","4625"
"308606","1020","3086","4950"
"308607","1013","3086","5850"
"308608","6","3086","6500"
"308609","1010","3086","7300"
"308610","1013","3086","8250"
"308611","4","3086","9475"
"308612","6","3086","9800"
"308613","1013","3086","10700"
"308614","14","3086","11050"
"308615","1003","3086","12200"
"308701","1013","3087","1050"
"308702","6","3087","1700"
"308703","4","3087","3075"
"308704","6","3087","3400"
"308705","1010","3087","4100"
"308706","6","3087","5000"
"308707","1013","3087","5950"
"308708","4","3087","7075"
"308709","4","3087","7875"
"308710","1010","3087","8150"
"308711","1013","3087","9050"
"308712","1013","3087","9900"
"308713","1003","3087","10600"
"308714","1020","3087","11400"
"308715","14","3087","11900"
"308801","1011","3088","800"
"308802","1004","3088","1600"
"308803","1011","3088","2400"
"308804","1004","3088","3200"
"308805","1007","3088","4000"
"308806","1011","3088","4800"
"308807","1013","3088","5750"
"308808","1013","3088","6550"
"308809","1019","3088","7200"
"308810","1019","3088","8000"
"308811","1013","3088","8950"
"308812","1007","3088","9600"
"308813","1006","3088","10400"
"308814","1012","3088","11700"
"308815","1011","3088","12000"
"308901","1004","3089","700"
"308902","1019","3089","1450"
"308903","1013","3089","2450"
"308904","1011","3089","3000"
"308905","1007","3089","3800"
"308906","1013","3089","4850"
"308907","1007","3089","5450"
"308908","1006","3089","6200"
"308909","1013","3089","7250"
"308910","1011","3089","7800"
"308911","1019","3089","8600"
"308912","1011","3089","9400"
"308913","1004","3089","10200"
"308914","1011","3089","11050"
"308915","1012","3089","12400"
"309001","1007","3090","600"
"309002","1007","3090","1500"
"309003","1019","3090","2250"
"309004","1011","3090","3050"
"309005","1013","3090","4050"
"309006","1012","3090","5100"
"309007","1013","3090","5550"
"309008","1004","3090","6300"
"309009","1013","3090","7150"
"309010","1004","3090","7850"
"309011","1011","3090","8700"
"309012","1011","3090","9450"
"309013","1011","3090","10300"
"309014","1019","3090","11000"
"309015","1006","3090","11800"
"400101","21001","4001","1000"
"400102","20001","4001","2500"
"400103","21003","4001","3000"
"400104","21004","4001","4000"
"400105","21003","4001","5000"
"400106","20001","4001","6500"
"400107","20003","4001","7550"
"400108","20001","4001","8500"
"400201","21003","4002","1200"
"400202","20001","4002","2650"
"400203","21001","4002","3200"
"400204","20001","4002","4600"
"400205","20003","4002","5650"
"400206","21003","4002","6150"
"400207","21004","4002","7100"
"400208","20001","4002","8700"
"400301","21003","4003","1150"
"400302","21001","4003","2100"
"400303","21004","4003","3100"
"400304","20003","4003","4750"
"400305","20001","4003","5700"
"400306","20001","4003","6700"
"400307","21003","4003","7150"
"400308","20001","4003","8650"
"400401","21003","4004","1000"
"400402","21001","4004","2000"
"400403","21012","4004","3500"
"400404","20001","4004","4500"
"400405","21012","4004","5500"
"400406","20009","4004","6300"
"400407","20009","4004","7300"
"400408","20009","4004","8300"
"400501","21012","4005","1400"
"400502","20009","4005","2200"
"400503","20009","4005","3100"
"400504","21003","4005","3800"
"400505","21012","4005","5350"
"400506","20001","4005","6300"
"400507","21001","4005","6900"
"400508","20009","4005","8100"
"400601","20001","4006","1350"
"400602","21003","4006","1800"
"400603","21012","4006","3350"
"400604","20009","4006","4200"
"400605","20009","4006","5200"
"400606","21012","4006","6400"
"400607","21001","4006","6850"
"400608","20009","4006","8200"
"400701","21002","4007","1000"
"400702","21003","4007","2000"
"400703","20003","4007","3550"
"400704","20003","4007","4550"
"400705","21004","4007","5000"
"400706","20015","4007","6150"
"400707","20015","4007","7150"
"400708","21004","4007","8000"
"400801","20015","4008","1250"
"400802","21003","4008","2200"
"400803","21004","4008","3200"
"400804","20003","4008","4750"
"400805","21002","4008","5150"
"400806","20003","4008","6700"
"400807","21004","4008","7200"
"400808","20015","4008","8350"
"400901","21002","4009","1150"
"400902","20015","4009","2300"
"400903","20015","4009","3250"
"400904","20003","4009","4700"
"400905","20003","4009","5650"
"400906","21004","4009","6100"
"400907","21004","4009","7100"
"400908","21003","4009","8100"
"401001","20015","4010","1150"
"401002","20015","4010","2150"
"401003","21012","4010","3500"
"401004","21012","4010","4500"
"401005","21012","4010","5500"
"401006","21004","4010","6000"
"401007","21002","4010","7000"
"401008","21004","4010","8000"
"401101","21004","4011","900"
"401102","21004","4011","1850"
"401103","21012","4011","3400"
"401104","21002","4011","3800"
"401105","21012","4011","5400"
"401106","21012","4011","6300"
"401107","20015","4011","7050"
"401108","20015","4011","8050"
"401201","21002","4012","800"
"401202","21004","4012","1800"
"401203","21012","4012","3300"
"401204","20015","4012","4050"
"401205","20015","4012","5000"
"401206","21004","4012","5850"
"401207","21012","4012","7350"
"401208","21012","4012","8350"
"401301","20001","4013","1500"
"401302","20001","4013","2500"
"401303","20009","4013","3300"
"401304","20003","4013","4550"
"401305","20009","4013","5300"
"401306","21003","4013","6000"
"401307","21001","4013","7000"
"401308","20015","4013","8150"
"401401","21003","4014","1200"
"401402","20009","4014","2450"
"401403","20015","4014","3350"
"401404","20003","4014","4650"
"401405","21001","4014","5200"
"401406","20001","4014","6650"
"401407","20009","4014","7400"
"401408","20001","4014","8700"
"401501","20001","4015","1650"
"401502","20015","4015","2250"
"401503","21001","4015","3150"
"401504","21003","4015","4150"
"401505","20001","4015","5600"
"401506","20009","4015","6500"
"401507","20003","4015","7750"
"401508","20009","4015","8400"
"401601","21001","4016","1000"
"401602","21001","4016","2000"
"401603","21003","4016","3000"
"401604","20015","4016","4150"
"401605","21003","4016","5000"
"401606","20001","4016","6500"
"401607","21003","4016","7000"
"401608","20001","4016","8500"
"401701","21003","4017","900"
"401702","21003","4017","1800"
"401703","21001","4017","2800"
"401704","21001","4017","3800"
"401705","20015","4017","5000"
"401706","20001","4017","6400"
"401707","20001","4017","7400"
"401708","21003","4017","7850"
"401801","21003","4018","800"
"401802","21001","4018","1850"
"401803","21003","4018","2900"
"401804","21003","4018","3850"
"401805","20015","4018","5050"
"401806","20001","4018","6350"
"401807","20001","4018","7350"
"401808","21001","4018","7900"
"401901","20001","4019","1500"
"401902","20001","4019","2500"
"401903","20001","4019","3500"
"401904","21003","4019","4000"
"401905","21003","4019","5000"
"401906","21002","4019","6000"
"401907","20015","4019","7150"
"401908","20003","4019","8550"
"401909","21004","4019","9000"
"402001","21004","4020","1100"
"402002","21003","4020","2150"
"402003","20015","4020","3300"
"402004","20001","4020","4600"
"402005","20003","4020","5750"
"402006","20001","4020","6650"
"402007","21003","4020","7200"
"402008","20001","4020","8650"
"402009","21002","4020","9100"
"402101","20015","4021","1300"
"402102","21003","4021","2100"
"402103","20001","4021","3700"
"402104","21004","4021","4200"
"402105","21002","4021","5150"
"402106","20003","4021","6750"
"402107","20001","4021","7650"
"402108","21003","4021","8100"
"402109","20001","4021","9650"
"402201","20001","4022","1500"
"402202","20009","4022","2300"
"402203","20001","4022","3500"
"402204","20003","4022","4550"
"402205","20003","4022","5550"
"402206","20003","4022","6550"
"402207","21012","4022","7500"
"402208","21012","4022","8500"
"402209","21004","4022","9000"
"402301","21012","4023","1400"
"402302","20003","4023","2450"
"402303","21012","4023","3300"
"402304","20001","4023","4350"
"402305","20003","4023","5450"
"402306","20001","4023","6300"
"402307","20009","4023","7150"
"402308","21004","4023","7850"
"402309","20003","4023","9400"
"402401","20009","4024","1150"
"402402","21004","4024","1850"
"402403","20003","4024","3400"
"402404","20001","4024","4400"
"402405","21012","4024","5350"
"402406","21012","4024","6400"
"402407","20003","4024","7350"
"402408","20003","4024","8350"
"402409","20001","4024","9300"
"402501","21003","4025","1000"
"402502","21003","4025","2000"
"402503","21003","4025","3000"
"402504","20015","4025","4150"
"402505","20001","4025","5500"
"402506","20009","4025","6300"
"402507","20003","4025","7550"
"402508","20001","4025","8500"
"402509","21002","4025","9000"
"402601","21003","4026","1150"
"402602","20001","4026","2600"
"402603","20001","4026","3600"
"402604","20003","4026","4650"
"402605","20009","4026","5500"
"402606","20015","4026","6350"
"402607","21003","4026","7100"
"402608","21003","4026","8150"
"402609","21002","4026","9150"
"402701","21003","4027","1100"
"402702","21002","4027","2150"
"402703","20015","4027","3300"
"402704","21003","4027","4200"
"402705","20001","4027","5650"
"402706","21003","4027","6100"
"402707","20001","4027","7700"
"402708","20003","4027","8750"
"402709","20009","4027","9500"
"402801","20001","4028","1500"
"402802","20003","4028","2550"
"402803","20009","4028","3300"
"402804","21003","4028","4000"
"402805","21004","4028","5000"
"402806","21003","4028","6000"
"402807","20015","4028","7150"
"402808","20015","4028","8150"
"402809","20015","4028","9150"
"402901","21003","4029","900"
"402902","21003","4029","1800"
"402903","20003","4029","3450"
"402904","20015","4029","4050"
"402905","21004","4029","4900"
"402906","20015","4029","5950"
"402907","20015","4029","7050"
"402908","20001","4029","8350"
"402909","20009","4029","9200"
"403001","21004","4030","850"
"403002","20015","4030","2050"
"403003","20001","4030","3300"
"403004","21003","4030","3800"
"403005","20003","4030","5350"
"403006","20015","4030","6000"
"403007","21003","4030","6800"
"403008","20009","4030","8100"
"403009","20015","4030","8950"
"500101","10001","5001","1400"
"500102","10001","5001","2300"
"500103","10003","5001","3250"
"500104","10004","5001","4075"
"500105","10004","5001","4975"
"500106","10005","5001","5225"
"500107","11012","5001","6800"
"500108","11012","5001","7700"
"500109","11012","5001","8600"
"500201","10003","5002","1650"
"500202","11012","5002","2500"
"500203","10001","5002","3300"
"500204","11012","5002","4200"
"500205","11012","5002","5200"
"500206","10001","5002","6100"
"500207","10004","5002","6975"
"500208","10005","5002","7175"
"500209","10004","5002","8775"
"500301","10004","5003","1475"
"500302","11012","5003","2450"
"500303","10003","5003","3450"
"500304","10004","5003","4275"
"500305","11012","5003","5100"
"500306","11012","5003","6000"
"500307","10005","5003","6225"
"500308","10001","5003","7900"
"500309","10001","5003","8750"
"500401","11002","5004","900"
"500402","10013","5004","1800"
"500403","10013","5004","2700"
"500404","10009","5004","3900"
"500405","11004","5004","4500"
"500406","10009","5004","5700"
"500407","10004","5004","6775"
"500408","10004","5004","7675"
"500409","10004","5004","8575"
"500501","10013","5005","700"
"500502","10013","5005","1600"
"500503","11002","5005","2500"
"500504","11004","5005","3500"
"500505","10004","5005","4775"
"500506","10009","5005","5600"
"500507","10004","5005","6575"
"500508","10004","5005","7525"
"500509","10009","5005","8200"
"500601","10013","5006","800"
"500602","10004","5006","2175"
"500603","10013","5006","2600"
"500604","11002","5006","3400"
"500605","11004","5006","4400"
"500606","10004","5006","5675"
"500607","10004","5006","6675"
"500608","10009","5006","7300"
"500609","10009","5006","8300"
"500701","11003","5007","900"
"500702","10015","5007","1950"
"500703","11003","5007","2700"
"500704","10004","5007","4075"
"500705","10010","5007","4575"
"500706","10004","5007","5875"
"500707","11003","5007","6300"
"500708","10004","5007","7675"
"500709","10010","5007","8175"
"500801","10004","5008","1575"
"500802","10015","5008","2100"
"500803","10004","5008","3275"
"500804","10010","5008","3875"
"500805","10004","5008","5175"
"500806","11003","5008","5600"
"500807","11003","5008","6450"
"500808","11003","5008","7300"
"500809","10010","5008","8325"
"500901","10015","5009","1150"
"500902","10010","5009","1975"
"500903","11003","5009","2850"
"500904","11003","5009","3700"
"500905","10004","5009","5075"
"500906","11003","5009","5550"
"500907","10004","5009","6975"
"500908","10004","5009","7825"
"500909","10010","5009","8275"
"501001","11002","5010","900"
"501002","11004","5010","1800"
"501003","11004","5010","2700"
"501004","10002","5010","3800"
"501005","10001","5010","5000"
"501006","10001","5010","5900"
"501007","10007","5010","6300"
"501008","10004","5010","7675"
"501009","10003","5010","8650"
"501101","10007","5011","800"
"501102","10003","5011","2150"
"501103","10001","5011","3050"
"501104","10004","5011","3875"
"501105","10002","5011","4500"
"501106","11002","5011","5200"
"501107","11004","5011","6150"
"501108","11004","5011","7000"
"501109","10001","5011","8500"
"501201","10007","5012","750"
"501202","11002","5012","1650"
"501203","10003","5012","3050"
"501204","11004","5012","3450"
"501205","10001","5012","4850"
"501206","11004","5012","5300"
"501207","10004","5012","6675"
"501208","10002","5012","7300"
"501209","10001","5012","8400"
"501301","10015","5013","1050"
"501302","10015","5013","1950"
"501303","10005","5013","2525"
"501304","10004","5013","4075"
"501305","10007","5013","4500"
"501306","10004","5013","5875"
"501307","10003","5013","6850"
"501308","10013","5013","7200"
"501309","10009","5013","8400"
"501401","10015","5014","1250"
"501402","10013","5014","1950"
"501403","10015","5014","3050"
"501404","10004","5014","4275"
"501405","10007","5014","4600"
"501406","10004","5014","6075"
"501407","10003","5014","6950"
"501408","10009","5014","7650"
"501409","10005","5014","8075"
"501501","10005","5015","825"
"501502","10013","5015","1900"
"501503","10004","5015","3275"
"501504","10007","5015","3700"
"501505","10015","5015","4800"
"501506","10015","5015","5650"
"501507","10009","5015","6800"
"501508","10004","5015","7775"
"501509","10003","5015","8750"
"501601","10003","5016","1450"
"501602","11012","5016","2300"
"501603","10003","5016","3250"
"501604","10001","5016","4100"
"501605","11004","5016","4500"
"501606","10001","5016","5900"
"501607","10013","5016","6300"
"501608","11012","5016","7700"
"501609","11012","5016","8600"
"501701","11012","5017","1300"
"501702","10001","5017","2200"
"501703","11012","5017","3100"
"501704","10003","5017","4000"
"501705","10013","5017","4300"
"501706","10001","5017","5700"
"501707","11012","5017","6650"
"501708","10003","5017","7550"
"501709","11004","5017","7900"
"501801","11012","5018","1200"
"501802","10001","5018","2100"
"501803","10013","5018","2550"
"501804","11004","5018","3500"
"501805","10003","5018","4900"
"501806","11012","5018","5800"
"501807","10001","5018","6600"
"501808","10003","5018","7600"
"501809","11012","5018","8500"
"501901","11012","5019","1400"
"501902","11012","5019","2300"
