b65d8c7fbc99001941fbc0af2e7c32848f59556e9d80cb9844a61d9dad1bea77,f95e718e5cd60a9ef1dd45f80bf3227e83ee12ae1963bf95dbefbd4cdfb40390,508737d9ad7d96f7cc190170a5772e5142e629beb4a61cbbce307712f282298b,f192de01104ab9e8330b66e321e3d9bc79dd412e4bf11a9db3432519f7e6e0ee,448c993c30df99c921b427cb45a59b6c7379f31fd1f4fdc5d57b48f0e3698f6a,a7015add1c231e058d6c99dd06f8dc97caa1551807cf68bfa1f967c3d217fb63,303cb07b90f6c8fca9f0e4e04d62773d9bb4cbaa4bde5e7ae94fe090b9ad0332,84427f02bcbbca314557bebcd5c0d153579cacb8c4a8a410c97d4530333d51e8
"13035","bgm_M374","bgm_M374","2030/12/17 14:59:59","35.デクスティア\n　　　　　岩崖・東壁","35.デクスティア岩崖・東壁","2015/12/17 15:00:00","102"
"13063","bgm_MC001","bgm_MC001","2030/12/17 14:59:59","63.アパレーユ\n　　　　　街道・西側","63.アパレーユ街道・西側","2015/12/17 15:00:00","103"
"13064","bgm_MC001","bgm_MC001","2030/12/17 14:59:59","64.アパレーユ\n　　　　　街道・東側","64.アパレーユ街道・東側","2015/12/17 15:00:00","103"
"13065","bgm_MC001","bgm_MC001","2030/12/17 14:59:59","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","65.キャッスル・オブ・パルフェ　城下町","2015/12/17 15:00:00","103"
"13067","bgm_MC079","bgm_MC079","2030/12/17 14:59:59","67.渦炎密林","67.渦炎密林","2015/12/17 15:00:00","104"
"13068","bgm_MC079","bgm_MC079","2030/12/17 14:59:59","68.思索樹海","68.思索樹海","2015/12/17 15:00:00","104"
"18001","","","2030/12/17 14:59:59","聖跡調査クエスト","聖跡調査クエスト","2015/12/17 15:00:00","0"
"19001","","","2030/12/17 14:59:00","神殿調査クエスト","神殿調査クエスト","2015/12/17 15:00:00","0"
"21001","","","2030/12/17 14:59:59","マナクエスト","マナクエスト","2015/12/17 15:00:00","0"
"21002","","","2030/12/17 14:59:59","経験値クエスト","経験値クエスト","2015/12/17 15:00:00","0"
