fa85ecb8dc5fb141122b14c2e0c9ede1bfb94edff7101c844ab0e230b085e083,33223bae3335c14905323a89ee6afec422ceeb6c22ab348c3ba27309cd4a355f,80805745f0c377fae96c1a702d3c632e3252b9f46a2403f632a4c0d757641b4d,9f987d38f286047b974f0e9cf7f1695a2ab26d25e9810569deabe1f14cabcf1e,ac4e2da62aec463f7657ac185f045f6a5464531221641404bfa1b12dbe1c9692
"2","72018011","22002","1","20018022"
"8","72018012","91002","30","20018023"
"2","72018012","22002","1","20018024"
"8","72018013","91002","30","20018025"
"2","72018013","22002","1","20018026"
"8","72018014","91002","30","20018027"
"2","72018014","22002","1","20018028"
"8","72018015","91002","200","20018029"
"2","72018015","22002","1","20018030"
"8","72018016","91002","60","20018031"
"2","72018016","22002","2","20018032"
"8","72018017","91002","60","20018033"
"2","72018017","22002","2","20018034"
"8","72018018","91002","60","20018035"
"2","72018018","22002","2","20018036"
"8","72018019","91002","60","20018037"
"2","72018019","22002","2","20018038"
"8","72018020","91002","300","20018039"
"2","72018020","22002","2","20018040"
"1","72018021","111201","1","20018041"
"2","72018022","31112","10","20018042"
"2","72018022","31036","10","20018043"
"2","72018023","31112","10","20018044"
"2","72018023","31036","10","20018045"
"8","72019001","91002","30","20019001"
"2","72019001","22002","1","20019002"
"8","72019002","91002","30","20019003"
"2","72019002","22002","1","20019004"
"8","72019003","91002","30","20019005"
"2","72019003","22002","1","20019006"
"8","72019004","91002","30","20019007"
"2","72019004","22002","1","20019008"
"8","72019005","91002","30","20019009"
"2","72019005","22002","1","20019010"
"8","72019006","91002","30","20019011"
"2","72019006","22002","1","20019012"
"8","72019007","91002","30","20019013"
"2","72019007","22002","1","20019014"
"8","72019008","91002","30","20019015"
"2","72019008","22002","1","20019016"
"8","72019009","91002","30","20019017"
"2","72019009","22002","1","20019018"
"8","72019010","91002","30","20019019"
"2","72019010","22002","1","20019020"
"8","72019011","91002","30","20019021"
"2","72019011","22002","1","20019022"
"8","72019012","91002","30","20019023"
"2","72019012","22002","1","20019024"
"8","72019013","91002","30","20019025"
"2","72019013","22002","1","20019026"
"8","72019014","91002","30","20019027"
"2","72019014","22002","1","20019028"
"8","72019015","91002","200","20019029"
"2","72019015","22002","1","20019030"
"8","72019016","91002","60","20019031"
"2","72019016","22002","2","20019032"
"8","72019017","91002","60","20019033"
"2","72019017","22002","2","20019034"
"8","72019018","91002","60","20019035"
"2","72019018","22002","2","20019036"
"8","72019019","91002","60","20019037"
"2","72019019","22002","2","20019038"
"8","72019020","91002","300","20019039"
"2","72019020","22002","2","20019040"
"2","72019021","31037","5","20019041"
"2","72019021","31005","5","20019042"
"2","72019022","31037","5","20019043"
"2","72019022","31005","5","20019044"
"2","72019023","31037","10","20019045"
"2","72019023","31005","10","20019046"
"8","72020001","91002","30","20020001"
"2","72020001","22002","1","20020002"
"8","72020002","91002","30","20020003"
"2","72020002","22002","1","20020004"
"8","72020003","91002","30","20020005"
"2","72020003","22002","1","20020006"
"8","72020004","91002","30","20020007"
"2","72020004","22002","1","20020008"
"8","72020005","91002","30","20020009"
"2","72020005","22002","1","20020010"
"8","72020006","91002","30","20020011"
"2","72020006","22002","1","20020012"
"8","72020007","91002","30","20020013"
"2","72020007","22002","1","20020014"
"8","72020008","91002","30","20020015"
"2","72020008","22002","1","20020016"
"8","72020009","91002","30","20020017"
"2","72020009","22002","1","20020018"
"8","72020010","91002","30","20020019"
"2","72020010","22002","1","20020020"
"8","72020011","91002","30","20020021"
"2","72020011","22002","1","20020022"
"8","72020012","91002","30","20020023"
"2","72020012","22002","1","20020024"
"8","72020013","91002","30","20020025"
"2","72020013","22002","1","20020026"
"8","72020014","91002","30","20020027"
"2","72020014","22002","1","20020028"
"8","72020015","91002","200","20020029"
"2","72020015","22002","1","20020030"
"8","72020016","91002","60","20020031"
"2","72020016","22002","2","20020032"
"8","72020017","91002","60","20020033"
"2","72020017","22002","2","20020034"
"8","72020018","91002","60","20020035"
"2","72020018","22002","2","20020036"
"8","72020019","91002","60","20020037"
"2","72020019","22002","2","20020038"
"8","72020020","91002","300","20020039"
"2","72020020","22002","2","20020040"
"1","72020021","111601","1","20020041"
"2","72020022","31116","10","20020042"
"2","72020022","31044","10","20020043"
"2","72020023","31116","10","20020044"
"2","72020023","31044","10","20020045"
"7","72020024","2205","1","20020046"
"8","72021001","91002","30","20021001"
"2","72021001","22002","1","20021002"
"8","72021002","91002","30","20021003"
"2","72021002","22002","1","20021004"
"8","72021003","91002","30","20021005"
"2","72021003","22002","1","20021006"
"8","72021004","91002","30","20021007"
"2","72021004","22002","1","20021008"
"8","72021005","91002","30","20021009"
"2","72021005","22002","1","20021010"
"8","72021006","91002","30","20021011"
"2","72021006","22002","1","20021012"
"8","72021007","91002","30","20021013"
"2","72021007","22002","1","20021014"
"8","72021008","91002","30","20021015"
"2","72021008","22002","1","20021016"
"8","72021009","91002","30","20021017"
"2","72021009","22002","1","20021018"
"8","72021010","91002","30","20021019"
"2","72021010","22002","1","20021020"
"8","72021011","91002","30","20021021"
"2","72021011","22002","1","20021022"
"8","72021012","91002","30","20021023"
"2","72021012","22002","1","20021024"
"8","72021013","91002","30","20021025"
"2","72021013","22002","1","20021026"
"8","72021014","91002","30","20021027"
"2","72021014","22002","1","20021028"
"8","72021015","91002","200","20021029"
"2","72021015","22002","1","20021030"
"8","72021016","91002","60","20021031"
"2","72021016","22002","2","20021032"
"8","72021017","91002","60","20021033"
"2","72021017","22002","2","20021034"
"8","72021018","91002","60","20021035"
"2","72021018","22002","2","20021036"
"8","72021019","91002","60","20021037"
"2","72021019","22002","2","20021038"
"8","72021020","91002","300","20021039"
"2","72021020","22002","2","20021040"
"1","72021021","112101","1","20021041"
"2","72021022","31121","10","20021042"
"2","72021022","31021","10","20021043"
"2","72021023","31121","10","20021044"
"2","72021023","31021","10","20021045"
"8","72022001","91002","30","20022001"
"2","72022001","22002","1","20022002"
"8","72022002","91002","30","20022003"
"2","72022002","22002","1","20022004"
"8","72022003","91002","30","20022005"
"2","72022003","22002","1","20022006"
"8","72022004","91002","30","20022007"
"2","72022004","22002","1","20022008"
"8","72022005","91002","30","20022009"
"2","72022005","22002","1","20022010"
"8","72022006","91002","30","20022011"
"2","72022006","22002","1","20022012"
"8","72022007","91002","30","20022013"
"2","72022007","22002","1","20022014"
"8","72022008","91002","30","20022015"
"2","72022008","22002","1","20022016"
"8","72022009","91002","30","20022017"
"2","72022009","22002","1","20022018"
"8","72022010","91002","30","20022019"
"2","72022010","22002","1","20022020"
"8","72022011","91002","30","20022021"
"2","72022011","22002","1","20022022"
"8","72022012","91002","30","20022023"
"2","72022012","22002","1","20022024"
"8","72022013","91002","30","20022025"
"2","72022013","22002","1","20022026"
"8","72022014","91002","30","20022027"
"2","72022014","22002","1","20022028"
"8","72022015","91002","200","20022029"
"2","72022015","22002","1","20022030"
"8","72022016","91002","60","20022031"
"2","72022016","22002","2","20022032"
"8","72022017","91002","60","20022033"
"2","72022017","22002","2","20022034"
"8","72022018","91002","60","20022035"
"2","72022018","22002","2","20022036"
"8","72022019","91002","60","20022037"
"2","72022019","22002","2","20022038"
"8","72022020","91002","300","20022039"
"2","72022020","22002","2","20022040"
"1","72022021","112301","1","20022041"
"7","72022022","2307","1","20022042"
"7","72022023","2308","1","20022043"
"2","72022024","31123","10","20022044"
"2","72022024","31049","10","20022045"
"2","72022025","31123","10","20022046"
"2","72022025","31049","10","20022047"
"8","72023001","91002","30","20023001"
"2","72023001","22002","1","20023002"
"8","72023002","91002","30","20023003"
"2","72023002","22002","1","20023004"
"8","72023003","91002","30","20023005"
"2","72023003","22002","1","20023006"
"8","72023004","91002","30","20023007"
"2","72023004","22002","1","20023008"
"8","72023005","91002","30","20023009"
"2","72023005","22002","1","20023010"
"8","72023006","91002","30","20023011"
"2","72023006","22002","1","20023012"
"8","72023007","91002","30","20023013"
"2","72023007","22002","1","20023014"
"8","72023008","91002","30","20023015"
"2","72023008","22002","1","20023016"
"8","72023009","91002","30","20023017"
"2","72023009","22002","1","20023018"
"8","72023010","91002","30","20023019"
"2","72023010","22002","1","20023020"
"8","72023011","91002","30","20023021"
"2","72023011","22002","1","20023022"
"8","72023012","91002","30","20023023"
"2","72023012","22002","1","20023024"
"8","72023013","91002","30","20023025"
"2","72023013","22002","1","20023026"
"8","72023014","91002","30","20023027"
"2","72023014","22002","1","20023028"
"8","72023015","91002","200","20023029"
"2","72023015","22002","1","20023030"
"8","72023016","91002","60","20023031"
"2","72023016","22002","2","20023032"
"8","72023017","91002","60","20023033"
"2","72023017","22002","2","20023034"
"8","72023018","91002","60","20023035"
"2","72023018","22002","2","20023036"
"8","72023019","91002","60","20023037"
"2","72023019","22002","2","20023038"
"8","72023020","91002","300","20023039"
"2","72023020","22002","2","20023040"
"2","72023021","31107","5","20023041"
"2","72023021","31046","5","20023042"
"2","72023022","31107","5","20023043"
"2","72023022","31046","5","20023044"
"2","72023023","31107","10","20023045"
"2","72023023","31046","10","20023046"
"8","72024001","91002","30","20024001"
"2","72024001","22002","1","20024002"
"8","72024002","91002","30","20024003"
"2","72024002","22002","1","20024004"
"8","72024003","91002","30","20024005"
"2","72024003","22002","1","20024006"
"8","72024004","91002","30","20024007"
"2","72024004","22002","1","20024008"
"8","72024005","91002","30","20024009"
"2","72024005","22002","1","20024010"
"8","72024006","91002","30","20024011"
"2","72024006","22002","1","20024012"
"8","72024007","91002","30","20024013"
"2","72024007","22002","1","20024014"
"8","72024008","91002","30","20024015"
"2","72024008","22002","1","20024016"
"8","72024009","91002","30","20024017"
"2","72024009","22002","1","20024018"
"8","72024010","91002","30","20024019"
"2","72024010","22002","1","20024020"
"8","72024011","91002","30","20024021"
"2","72024011","22002","1","20024022"
"8","72024012","91002","30","20024023"
"2","72024012","22002","1","20024024"
"8","72024013","91002","30","20024025"
"2","72024013","22002","1","20024026"
"8","72024014","91002","30","20024027"
"2","72024014","22002","1","20024028"
"8","72024015","91002","200","20024029"
"2","72024015","22002","1","20024030"
"8","72024016","91002","60","20024031"
"2","72024016","22002","2","20024032"
"8","72024017","91002","60","20024033"
"2","72024017","22002","2","20024034"
"8","72024018","91002","60","20024035"
"2","72024018","22002","2","20024036"
"8","72024019","91002","60","20024037"
"2","72024019","22002","2","20024038"
"8","72024020","91002","300","20024039"
"2","72024020","22002","2","20024040"
"2","72024021","31028","5","20024041"
"2","72024021","31033","5","20024042"
"2","72024022","31028","5","20024043"
"2","72024022","31033","5","20024044"
"2","72024023","31028","10","20024045"
"2","72024023","31033","10","20024046"
"8","72025001","91002","30","20025001"
"2","72025001","22002","1","20025002"
"8","72025002","91002","30","20025003"
"2","72025002","22002","1","20025004"
"8","72025003","91002","30","20025005"
"2","72025003","22002","1","20025006"
"8","72025004","91002","30","20025007"
"2","72025004","22002","1","20025008"
"8","72025005","91002","30","20025009"
"2","72025005","22002","1","20025010"
"8","72025006","91002","30","20025011"
"2","72025006","22002","1","20025012"
"8","72025007","91002","30","20025013"
"2","72025007","22002","1","20025014"
"8","72025008","91002","30","20025015"
"2","72025008","22002","1","20025016"
"8","72025009","91002","30","20025017"
"2","72025009","22002","1","20025018"
"8","72025010","91002","30","20025019"
"2","72025010","22002","1","20025020"
"8","72025011","91002","30","20025021"
"2","72025011","22002","1","20025022"
"8","72025012","91002","30","20025023"
"2","72025012","22002","1","20025024"
"8","72025013","91002","30","20025025"
"2","72025013","22002","1","20025026"
"8","72025014","91002","30","20025027"
"2","72025014","22002","1","20025028"
"8","72025015","91002","200","20025029"
"2","72025015","22002","1","20025030"
"8","72025016","91002","60","20025031"
"2","72025016","22002","2","20025032"
"8","72025017","91002","60","20025033"
"2","72025017","22002","2","20025034"
"8","72025018","91002","60","20025035"
"2","72025018","22002","2","20025036"
"8","72025019","91002","60","20025037"
"2","72025019","22002","2","20025038"
"8","72025020","91002","300","20025039"
"2","72025020","22002","2","20025040"
"1","72025021","113001","1","20025041"
"2","72025022","31130","10","20025042"
"2","72025022","31065","10","20025043"
"2","72025023","31130","10","20025044"
"2","72025023","31065","10","20025045"
"8","72026001","91002","30","20026001"
"2","72026001","22002","1","20026002"
"8","72026002","91002","30","20026003"
"2","72026002","22002","1","20026004"
"8","72026003","91002","30","20026005"
"2","72026003","22002","1","20026006"
"8","72026004","91002","30","20026007"
"2","72026004","22002","1","20026008"
"8","72026005","91002","30","20026009"
"2","72026005","22002","1","20026010"
"8","72026006","91002","30","20026011"
"2","72026006","22002","1","20026012"
"8","72026007","91002","30","20026013"
"2","72026007","22002","1","20026014"
"8","72026008","91002","30","20026015"
"2","72026008","22002","1","20026016"
"8","72026009","91002","30","20026017"
"2","72026009","22002","1","20026018"
"8","72026010","91002","30","20026019"
"2","72026010","22002","1","20026020"
"8","72026011","91002","30","20026021"
"2","72026011","22002","1","20026022"
"8","72026012","91002","30","20026023"
"2","72026012","22002","1","20026024"
"8","72026013","91002","30","20026025"
"2","72026013","22002","1","20026026"
"8","72026014","91002","30","20026027"
"2","72026014","22002","1","20026028"
"8","72026015","91002","200","20026029"
"2","72026015","22002","1","20026030"
"8","72026016","91002","60","20026031"
"2","72026016","22002","2","20026032"
"8","72026017","91002","60","20026033"
"2","72026017","22002","2","20026034"
"8","72026018","91002","60","20026035"
"2","72026018","22002","2","20026036"
"8","72026019","91002","60","20026037"
"2","72026019","22002","2","20026038"
"8","72026020","91002","300","20026039"
"2","72026020","22002","2","20026040"
"1","72026021","113201","1","20026041"
"2","72026022","31132","10","20026042"
"2","72026022","31027","10","20026043"
"2","72026023","31132","10","20026044"
"2","72026023","31027","10","20026045"
"8","72027001","91002","30","20027001"
"2","72027001","22002","1","20027002"
"8","72027002","91002","30","20027003"
"2","72027002","22002","1","20027004"
"8","72027003","91002","30","20027005"
"2","72027003","22002","1","20027006"
"8","72027004","91002","30","20027007"
"2","72027004","22002","1","20027008"
"8","72027005","91002","30","20027009"
"2","72027005","22002","1","20027010"
"8","72027006","91002","30","20027011"
"2","72027006","22002","1","20027012"
"8","72027007","91002","30","20027013"
"2","72027007","22002","1","20027014"
"8","72027008","91002","30","20027015"
"2","72027008","22002","1","20027016"
"8","72027009","91002","30","20027017"
"2","72027009","22002","1","20027018"
"8","72027010","91002","30","20027019"
"2","72027010","22002","1","20027020"
"8","72027011","91002","30","20027021"
"2","72027011","22002","1","20027022"
"8","72027012","91002","30","20027023"
"2","72027012","22002","1","20027024"
"8","72027013","91002","30","20027025"
"2","72027013","22002","1","20027026"
"8","72027014","91002","30","20027027"
"2","72027014","22002","1","20027028"
"8","72027015","91002","200","20027029"
"2","72027015","22002","1","20027030"
"8","72027016","91002","60","20027031"
"2","72027016","22002","2","20027032"
"8","72027017","91002","60","20027033"
"2","72027017","22002","2","20027034"
"8","72027018","91002","60","20027035"
"2","72027018","22002","2","20027036"
"8","72027019","91002","60","20027037"
"2","72027019","22002","2","20027038"
"8","72027020","91002","300","20027039"
"2","72027020","22002","2","20027040"
"1","72027021","113501","1","20027041"
"2","72027022","31135","10","20027042"
"2","72027022","31023","10","20027043"
"2","72027023","31135","10","20027044"
"2","72027023","31023","10","20027045"
"8","72028001","91002","30","20028001"
"2","72028001","22002","1","20028002"
"8","72028002","91002","30","20028003"
"2","72028002","22002","1","20028004"
"8","72028003","91002","30","20028005"
"2","72028003","22002","1","20028006"
"8","72028004","91002","30","20028007"
"2","72028004","22002","1","20028008"
"8","72028005","91002","30","20028009"
"2","72028005","22002","1","20028010"
"8","72028006","91002","30","20028011"
"2","72028006","22002","1","20028012"
"8","72028007","91002","30","20028013"
"2","72028007","22002","1","20028014"
"8","72028008","91002","30","20028015"
"2","72028008","22002","1","20028016"
"8","72028009","91002","30","20028017"
"2","72028009","22002","1","20028018"
"8","72028010","91002","30","20028019"
"2","72028010","22002","1","20028020"
"8","72028011","91002","30","20028021"
"2","72028011","22002","1","20028022"
"8","72028012","91002","30","20028023"
"2","72028012","22002","1","20028024"
"8","72028013","91002","30","20028025"
"2","72028013","22002","1","20028026"
"8","72028014","91002","30","20028027"
"2","72028014","22002","1","20028028"
"8","72028015","91002","200","20028029"
"2","72028015","22002","1","20028030"
"8","72028016","91002","60","20028031"
"2","72028016","22002","2","20028032"
"8","72028017","91002","60","20028033"
"2","72028017","22002","2","20028034"
"8","72028018","91002","60","20028035"
"2","72028018","22002","2","20028036"
"8","72028019","91002","60","20028037"
"2","72028019","22002","2","20028038"
"8","72028020","91002","300","20028039"
"2","72028020","22002","2","20028040"
"2","72028021","31016","5","20028041"
"2","72028021","31013","5","20028042"
"2","72028022","31016","5","20028043"
"2","72028022","31013","5","20028044"
"2","72028023","31016","10","20028045"
"2","72028023","31013","10","20028046"
"8","72029001","91002","30","20029001"
"2","72029001","22002","1","20029002"
"8","72029002","91002","30","20029003"
"2","72029002","22002","1","20029004"
"8","72029003","91002","30","20029005"
"2","72029003","22002","1","20029006"
"8","72029004","91002","30","20029007"
"2","72029004","22002","1","20029008"
"8","72029005","91002","30","20029009"
"2","72029005","22002","1","20029010"
"8","72029006","91002","30","20029011"
"2","72029006","22002","1","20029012"
"8","72029007","91002","30","20029013"
"2","72029007","22002","1","20029014"
"8","72029008","91002","30","20029015"
"2","72029008","22002","1","20029016"
"8","72029009","91002","30","20029017"
"2","72029009","22002","1","20029018"
"8","72029010","91002","30","20029019"
"2","72029010","22002","1","20029020"
"8","72029011","91002","30","20029021"
"2","72029011","22002","1","20029022"
"8","72029012","91002","30","20029023"
"2","72029012","22002","1","20029024"
"8","72029013","91002","30","20029025"
"2","72029013","22002","1","20029026"
"8","72029014","91002","30","20029027"
"2","72029014","22002","1","20029028"
"8","72029015","91002","200","20029029"
"2","72029015","22002","1","20029030"
"8","72029016","91002","60","20029031"
"2","72029016","22002","2","20029032"
"8","72029017","91002","60","20029033"
"2","72029017","22002","2","20029034"
"8","72029018","91002","60","20029035"
"2","72029018","22002","2","20029036"
"8","72029019","91002","60","20029037"
"2","72029019","22002","2","20029038"
"8","72029020","91002","300","20029039"
"2","72029020","22002","2","20029040"
"1","72029021","114101","1","20029041"
"2","72029022","31141","10","20029042"
"2","72029022","31054","10","20029043"
"2","72029023","31141","10","20029044"
"2","72029023","31054","10","20029045"
"8","72030001","91002","30","20030001"
"2","72030001","22002","1","20030002"
"8","72030002","91002","30","20030003"
"2","72030002","22002","1","20030004"
"8","72030003","91002","30","20030005"
"2","72030003","22002","1","20030006"
"8","72030004","91002","30","20030007"
"2","72030004","22002","1","20030008"
"8","72030005","91002","30","20030009"
"2","72030005","22002","1","20030010"
"8","72030006","91002","30","20030011"
"2","72030006","22002","1","20030012"
"8","72030007","91002","30","20030013"
"2","72030007","22002","1","20030014"
"8","72030008","91002","30","20030015"
"2","72030008","22002","1","20030016"
"8","72030009","91002","30","20030017"
"2","72030009","22002","1","20030018"
"8","72030010","91002","30","20030019"
"2","72030010","22002","1","20030020"
"8","72030011","91002","30","20030021"
"2","72030011","22002","1","20030022"
"8","72030012","91002","30","20030023"
"2","72030012","22002","1","20030024"
"8","72030013","91002","30","20030025"
"2","72030013","22002","1","20030026"
"8","72030014","91002","30","20030027"
"2","72030014","22002","1","20030028"
"8","72030015","91002","200","20030029"
"2","72030015","22002","1","20030030"
"8","72030016","91002","60","20030031"
"2","72030016","22002","2","20030032"
"8","72030017","91002","60","20030033"
"2","72030017","22002","2","20030034"
"8","72030018","91002","60","20030035"
"2","72030018","22002","2","20030036"
"8","72030019","91002","60","20030037"
"2","72030019","22002","2","20030038"
"8","72030020","91002","300","20030039"
"2","72030020","22002","2","20030040"
"2","72030021","31014","5","20030041"
"2","72030021","31037","5","20030042"
"7","72030022","2801","1","20030043"
"7","72030023","2802","1","20030044"
"2","72030024","31014","5","20030045"
"2","72030024","31037","5","20030046"
"2","72030025","31014","10","20030047"
"2","72030025","31037","10","20030048"
"8","72031001","91002","30","20031001"
"2","72031001","22002","1","20031002"
"8","72031002","91002","30","20031003"
"2","72031002","22002","1","20031004"
"8","72031003","91002","30","20031005"
"2","72031003","22002","1","20031006"
"8","72031004","91002","30","20031007"
"2","72031004","22002","1","20031008"
"8","72031005","91002","30","20031009"
"2","72031005","22002","1","20031010"
"8","72031006","91002","30","20031011"
"2","72031006","22002","1","20031012"
"8","72031007","91002","30","20031013"
"2","72031007","22002","1","20031014"
"8","72031008","91002","30","20031015"
"2","72031008","22002","1","20031016"
"8","72031009","91002","30","20031017"
"2","72031009","22002","1","20031018"
"8","72031010","91002","30","20031019"
"2","72031010","22002","1","20031020"
"8","72031011","91002","30","20031021"
"2","72031011","22002","1","20031022"
"8","72031012","91002","30","20031023"
"2","72031012","22002","1","20031024"
"8","72031013","91002","30","20031025"
"2","72031013","22002","1","20031026"
"8","72031014","91002","30","20031027"
"2","72031014","22002","1","20031028"
"8","72031015","91002","200","20031029"
"2","72031015","22002","1","20031030"
"8","72031016","91002","60","20031031"
"2","72031016","22002","2","20031032"
"8","72031017","91002","60","20031033"
"2","72031017","22002","2","20031034"
"8","72031018","91002","60","20031035"
"2","72031018","22002","2","20031036"
"8","72031019","91002","60","20031037"
"2","72031019","22002","2","20031038"
"8","72031020","91002","300","20031039"
"2","72031020","22002","2","20031040"
"1","72031021","114601","1","20031041"
"2","72031022","21001","1","20031042"
"2","72031023","31146","10","20031043"
"2","72031023","31048","10","20031044"
"2","72031024","31146","10","20031045"
"2","72031024","31048","10","20031046"
"8","72032001","91002","30","20032001"
"2","72032001","22002","1","20032002"
"8","72032002","91002","30","20032003"
"2","72032002","22002","1","20032004"
"8","72032003","91002","30","20032005"
"2","72032003","22002","1","20032006"
"8","72032004","91002","30","20032007"
"2","72032004","22002","1","20032008"
"8","72032005","91002","30","20032009"
"2","72032005","22002","1","20032010"
"8","72032006","91002","30","20032011"
"2","72032006","22002","1","20032012"
"8","72032007","91002","30","20032013"
"2","72032007","22002","1","20032014"
"8","72032008","91002","30","20032015"
"2","72032008","22002","1","20032016"
"8","72032009","91002","30","20032017"
"2","72032009","22002","1","20032018"
"8","72032010","91002","30","20032019"
"2","72032010","22002","1","20032020"
"8","72032011","91002","30","20032021"
"2","72032011","22002","1","20032022"
"8","72032012","91002","30","20032023"
"2","72032012","22002","1","20032024"
"8","72032013","91002","30","20032025"
"2","72032013","22002","1","20032026"
"8","72032014","91002","30","20032027"
"2","72032014","22002","1","20032028"
"8","72032015","91002","200","20032029"
"2","72032015","22002","1","20032030"
"8","72032016","91002","60","20032031"
"2","72032016","22002","2","20032032"
"8","72032017","91002","60","20032033"
"2","72032017","22002","2","20032034"
"8","72032018","91002","60","20032035"
"2","72032018","22002","2","20032036"
"8","72032019","91002","60","20032037"
"2","72032019","22002","2","20032038"
"8","72032020","91002","300","20032039"
"2","72032020","22002","2","20032040"
"1","72032021","114701","1","20032041"
"2","72032022","21002","1","20032042"
"2","72032023","31147","10","20032043"
"2","72032023","31060","10","20032044"
"2","72032024","31147","10","20032045"
"2","72032024","31060","10","20032046"
"8","72033001","91002","30","20033001"
"2","72033001","22002","1","20033002"
"8","72033002","91002","30","20033003"
"2","72033002","22002","1","20033004"
"8","72033003","91002","30","20033005"
"2","72033003","22002","1","20033006"
"8","72033004","91002","30","20033007"
"2","72033004","22002","1","20033008"
"8","72033005","91002","30","20033009"
"2","72033005","22002","1","20033010"
"8","72033006","91002","30","20033011"
"2","72033006","22002","1","20033012"
"8","72033007","91002","30","20033013"
"2","72033007","22002","1","20033014"
"8","72033008","91002","30","20033015"
"2","72033008","22002","1","20033016"
"8","72033009","91002","30","20033017"
"2","72033009","22002","1","20033018"
"8","72033010","91002","30","20033019"
"2","72033010","22002","1","20033020"
"8","72033011","91002","30","20033021"
"2","72033011","22002","1","20033022"
"8","72033012","91002","30","20033023"
"2","72033012","22002","1","20033024"
"8","72033013","91002","30","20033025"
"2","72033013","22002","1","20033026"
"8","72033014","91002","30","20033027"
"2","72033014","22002","1","20033028"
"8","72033015","91002","200","20033029"
"2","72033015","22002","1","20033030"
"8","72033016","91002","60","20033031"
"2","72033016","22002","2","20033032"
"8","72033017","91002","60","20033033"
"2","72033017","22002","2","20033034"
"8","72033018","91002","60","20033035"
"2","72033018","22002","2","20033036"
"8","72033019","91002","60","20033037"
"2","72033019","22002","2","20033038"
"8","72033020","91002","300","20033039"
"2","72033020","22002","2","20033040"
"1","72033021","115601","1","20033041"
"2","72033022","21003","1","20033042"
"2","72033023","31156","10","20033043"
"2","72033023","31003","10","20033044"
"2","72033024","31156","10","20033045"
"2","72033024","31003","10","20033046"
"8","72034001","91002","30","20034001"
"2","72034001","22002","1","20034002"
"8","72034002","91002","30","20034003"
"2","72034002","22002","1","20034004"
"8","72034003","91002","30","20034005"
"2","72034003","22002","1","20034006"
"8","72034004","91002","30","20034007"
"2","72034004","22002","1","20034008"
"8","72034005","91002","30","20034009"
"2","72034005","22002","1","20034010"
"8","72034006","91002","30","20034011"
"2","72034006","22002","1","20034012"
"8","72034007","91002","30","20034013"
"2","72034007","22002","1","20034014"
"8","72034008","91002","30","20034015"
"2","72034008","22002","1","20034016"
"8","72034009","91002","30","20034017"
"2","72034009","22002","1","20034018"
"8","72034010","91002","30","20034019"
"2","72034010","22002","1","20034020"
"8","72034011","91002","30","20034021"
"2","72034011","22002","1","20034022"
"8","72034012","91002","30","20034023"
"2","72034012","22002","1","20034024"
"8","72034013","91002","30","20034025"
"2","72034013","22002","1","20034026"
"8","72034014","91002","30","20034027"
"2","72034014","22002","1","20034028"
"8","72034015","91002","200","20034029"
"2","72034015","22002","1","20034030"
"8","72034016","91002","60","20034031"
"2","72034016","22002","2","20034032"
"8","72034017","91002","60","20034033"
"2","72034017","22002","2","20034034"
"8","72034018","91002","60","20034035"
"2","72034018","22002","2","20034036"
"8","72034019","91002","60","20034037"
"2","72034019","22002","2","20034038"
"8","72034020","91002","300","20034039"
"2","72034020","22002","2","20034040"
"2","72034021","31156","5","20034041"
"2","72034021","31003","5","20034042"
"7","72034022","2806","1","20034043"
"2","72034023","31156","5","20034044"
"2","72034023","31003","5","20034045"
"2","72034024","31156","10","20034046"
"2","72034024","31003","10","20034047"
"8","72035001","91002","30","20035001"
"2","72035001","22002","1","20035002"
"8","72035002","91002","30","20035003"
"2","72035002","22002","1","20035004"
"8","72035003","91002","30","20035005"
"2","72035003","22002","1","20035006"
"8","72035004","91002","30","20035007"
"2","72035004","22002","1","20035008"
"8","72035005","91002","30","20035009"
"2","72035005","22002","1","20035010"
"8","72035006","91002","30","20035011"
"2","72035006","22002","1","20035012"
"8","72035007","91002","30","20035013"
"2","72035007","22002","1","20035014"
"8","72035008","91002","30","20035015"
"2","72035008","22002","1","20035016"
"8","72035009","91002","30","20035017"
"2","72035009","22002","1","20035018"
"8","72035010","91002","30","20035019"
"2","72035010","22002","1","20035020"
"8","72035011","91002","30","20035021"
"2","72035011","22002","1","20035022"
"8","72035012","91002","30","20035023"
"2","72035012","22002","1","20035024"
"8","72035013","91002","30","20035025"
"2","72035013","22002","1","20035026"
"8","72035014","91002","30","20035027"
"2","72035014","22002","1","20035028"
"8","72035015","91002","200","20035029"
"2","72035015","22002","1","20035030"
"8","72035016","91002","60","20035031"
"2","72035016","22002","2","20035032"
"8","72035017","91002","60","20035033"
"2","72035017","22002","2","20035034"
"8","72035018","91002","60","20035035"
"2","72035018","22002","2","20035036"
"8","72035019","91002","60","20035037"
"2","72035019","22002","2","20035038"
"8","72035020","91002","300","20035039"
"2","72035020","22002","2","20035040"
"1","72035021","115801","1","20035041"
"2","72035022","21004","1","20035042"
"2","72035023","31158","10","20035043"
"2","72035023","31010","10","20035044"
"2","72035024","31158","10","20035045"
"2","72035024","31010","10","20035046"
"8","72036001","91002","30","20036001"
"2","72036001","22002","1","20036002"
"8","72036002","91002","30","20036003"
"2","72036002","22002","1","20036004"
"8","72036003","91002","30","20036005"
"2","72036003","22002","1","20036006"
