6c3d6e8461669c7e494345b282cad5c9f5ffbc7972b5f5798299c2a1e9fc8ffe,2aeadf8748ca798ad11b947b51e9bae1f1894480d45541785e5cb53bea0d0561,c7bee54f4bb660da447393ec9957b8e3b6631972404a2d8f63a3a1deed2d70c5,fac7f69120acc9f6b191833dc4dc2aa79c192ab60e25d59b43f5ff87c4811975,5982662ec0ee4a08aaa7a034c5c320262b954cc39ea6b81ade980932bf1df1fe,a89427dc6fe8247c88c5a2abf05bb7a9dfa539c75602b9725e1ae61232e07a13,fde1944fb8d56c3ea6a773814f02980feb6f2ec4b6a4f49068c06c0e7292d254,ab73162f00b8c818e53266287f9b2709ecec967588864cc2a58a0117bb118362,6905ef555a3d4a9dd50f2401ae008e32fb02658cf505fc6bfe1e708921508248,95d46df1d273ddb9520c20cc6e5f9bbbc384766d281add3a6932e4a7c5a96069,9827dae540d62e285471e963625b3ebeeab33a98348f22bbf08832830bcefdf3
"0","idle_normal_talkJoy","5","-120","270","3","102","1.37","3","10004","10"
"","","91","","","0","","","0","10005","10"
"","","93","","","1.5","","","","10006","10"
"","","21","","0","vo_alces","0","","vo_alces_1000","10007","10"
"0","4","11","0","1","2","3","0","くー…\nくー…\n…むにゃ","10008","10"
"","","91","","0","0","0","","","10009","10"
"","","93","","","0","","","","10010","10"
"","","3","","","3","1","0.2","sad_talk_Ex0007","10011","10"
"","","21","","0","vo_alces","0","","vo_alces_1001","10012","10"
"0","2","11","0","1","3","10","0","ふふ、気持ちよさそうに寝ちゃって。\n…風邪ひいちゃうよ～","10013","10"
"","","91","","0","0","0","","","10014","10"
"","","22","","","0","","","0.5","10015","10"
"0","","3","1","iroha_sleep2","2","0","0.2","iroha_sleep_hung","10016","10"
"0","","3","1","iroha_sleep2","12","0","0.2","iroha_sleep_hung","10017","10"
"0","","3","1","idle_normal_talkJoy","3","0","0.2","sono_hung","10018","10"
"","","93","","","1.2","","","0","10019","10"
"","","23","","","se_alces","0","","se_alces_futon","10020","10"
"","","93","","","2.5","","","0","10021","10"
"0","","3","1","iroha_sleep3","2","0","0.2","iroha_sleep2_to_sleep3","10022","10"
"0","","3","1","iroha_sleep3","12","0","0.2","iroha_sleep2_to_sleep3","10023","10"
"","","93","","","0.6","","","0","10024","10"
"0","","3","1","idle_surprise","3","0","0.2","idle_surprise_in","10025","10"
"","","93","","","1.4","","","0","10026","10"
"","","23","","","se_alces","0","","se_alces_sleep","10027","10"
"0","","3","1","empty","10","0","0","iroha_sleep","10028","10"
"","","93","","","2.4","","","0","10029","10"
"","","3","","","3","1","0.2","relief_idle_Ex0010","10030","10"
"","","21","","0","vo_alces","0","","vo_alces_1002","10031","10"
"0","0.5","11","0","1","3","10","0","ふふふ♪","10032","10"
"","","91","","0","0","0","","","10033","10"
"","","22","","","0","","","0","10034","10"
"","","93","","","3","","","1","10035","10"
"","","101","","0","10035","0","","","10036","10"
"1","sit_readPaper","5","-130","350","3","100","1.4","3","11001","11"
"0","empty","5","-150","950","1","102","1.5","1","11002","11"
"","","31","1","-18","10","475","1","10","11003","11"
"","","31","1","-130","11","350","0","11","11004","11"
"","","91","","","0","","","0","11005","11"
"","","93","","","0.5","","","1","11006","11"
"","","21","","0","vo_alces","0","","vo_alces_1100","11007","11"
"0","0.5","11","0","1","3","10","10","…………\n…………","11008","11"
"","","91","","0","0","0","","","11009","11"
"0","","3","1","sit_readPaper","3","0","0.2","sit_readPaperTurn","11010","11"
"","","93","","","1","","","1","11011","11"
"","","93","","","1","","","0","11012","11"
"","","3","","","3","1","0.2","sit_readPaper_surprise","11013","11"
"","","21","","0","vo_alces","0","","vo_alces_1101","11014","11"
"0","0.5","11","0","1","3","10","10","…………\n…………","11015","11"
"","","91","","0","0","0","","","11016","11"
"","","93","","","1","","","0","11017","11"
"","","23","","","se_alces","","","se_alces_emotion_exQuestion","11018","11"
"0","","12","0","0","3","0.2","10","3","11019","11"
"0","","3","1","sit_readPaper_notice_loop","3","0","0.1","sit_readPaper_notice_in","11020","11"
"","","93","","","1.2","","","0","11021","11"
"0","","3","1","sit_readPaper_kira_talk","3","0","0.2","sit_readPaper_kira_in","11022","11"
"","","21","","0","vo_alces","0","","vo_alces_1102","11023","11"
"0","3.2","11","0","1","3","10","0","……っ！！\nトマト３個入りパック150ルピ！？\n神か！？","11024","11"
"","","91","","","0","","","","11025","11"
"","","22","","","0","","","0.5","11026","11"
"","","3","","","3","1","0.2","sit_out_readPaper_light","11027","11"
"","","93","","","0.5","","","0","11028","11"
"","","3","","","3","1","0.2","sono_walletPick_in","11029","11"
"","","93","","","1.8","","","0","11030","11"
"0","","3","1","sono_walk_quick_R","3","0","0.2","sono_walk_quick_R_in","11031","11"
"","","32","","","11","","","1","11032","11"
"","","2","0","3.3","3","-130","","1500","11033","11"
"","","33","0","3.3","11","-130","","1500","11034","11"
"","","93","","","1","","","0","11035","11"
"0","","3","1","luis_walk_furimuki","1","0","0.2","luis_walk_furimuki_in","11036","11"
"","","2","0","4","1","-150","","350","11037","11"
"","","93","","","4","","","0","11038","11"
"0","","3","1","luis_sad_idle","1","0","0.2","luis_walk_to_idle","11039","11"
"","","23","","","se_alces","","","se_alces_emotion_question","11040","11"
"0","","12","0","0","1","1.3","0","5","11041","11"
"","","93","","","2.1","","","0","11042","11"
"","","3","","","1","1","0.2","idle_normal","11043","11"
"","","22","","","0","","","0","11044","11"
"","","93","","","3","","","0","11045","11"
"","","101","","0","11045","0","","","11046","11"
"0","luis_run_dash_pain","5","-190","400","1","101","1.45","1","12001","12"
"0","empty","5","-190","-85","10","102","1.45","1001","12002","12"
"","","31","1","-190","11","400","","11","12003","12"
"","","13","","","1","","","130","12004","12"
"1","empty","1","-190","1050","1","102","1.45","105111","12005","12"
"1","empty","5","-190","1050","10","103","1.45","1002","12006","12"
"","","31","1","-190","12","-85","0","12","12007","12"
"","","91","","","0","","","0","12008","12"
"","","2","0","1.3","1","-190","","-85","12009","12"
"","","33","0","1.3","11","-190","","-85","12010","12"
"","","32","","","11","","","1","12011","12"
"","","37","","","11","","","sweatR_run","12012","12"
"","","93","","","1.3","","","0","12013","12"
"0","","3","1","anger_talk_Ex0001","1","0","0.2","luis_run_turn","12014","12"
"","","21","","0","vo_alces","0","","vo_alces_1200","12015","12"
"0","1","11","0","1","1","10","0","ちょ、あの人なんで\n私を追いかけてくるの！？","12016","12"
"","","91","","0","0","0","","","12017","12"
"","","3","","","1","1","0.2","sad_talk_normalR","12018","12"
"","","21","","0","vo_alces","0","","vo_alces_1201","12019","12"
"0","1.6","11","0","1","1","10","0","すごい剣幕で聞く耳なさそうだし…\nこうなったら『透明になる薬』よ！","12020","12"
"","","91","","0","0","0","","","12021","12"
"","","3","","","1","0","0.2","luis_drink","12022","12"
"","","22","","","0","","","0.5","12023","12"
"","","93","","","1.6","","","0","12024","12"
"","","21","","0","vo_alces","0","","vo_alces_1202","12025","12"
"0","0.5","11","0","1","1","10","0","ごくんっ！！","12026","12"
"","","93","","","2","","","0","12027","12"
"","","23","","","se_alces","","","se_alces_invisible","12028","12"
"","","32","","","12","","","1","12029","12"
"0","","6","0","1","1","1","0.2","1","12030","12"
"","","93","","","1.8","","","0","12031","12"
"","","2","0","2","105111","-190","","250","12032","12"
"","","2","0","2","1002","-190","","250","12033","12"
"","","3","","","105111","1","0.2","mitsuki_run_dash_noface","12034","12"
"","","3","","","1002","1","0.2","mitsuki_run_dash","12035","12"
"","","93","","","2","","","0","12036","12"
"","","3","","","105111","1","0.2","mitsuki_anger_talk_noface","12037","12"
"","","3","","","1002","1","0.2","mitsuki_anger_talk","12038","12"
"","","21","","0","vo_alces","0","","vo_alces_1203","12039","12"
"0","0.5","11","0","1","105111","10","0","追いつめたわよ錬金術師！","12040","12"
"","","91","","0","0","0","","","12041","12"
"","","22","","","0","","","0.5","12042","12"
"0","","3","1","sad_talk_anger","105111","0","0.2","mitsuki_look_in_noface","12043","12"
"","","3","","","1002","0","0.2","mitsuki_look_in","12044","12"
"","","93","","","1.5","","","0","12045","12"
"","","21","","0","vo_alces","0","","vo_alces_1204","12046","12"
"0","1.2","11","0","1","105111","10","0","…ちっ、逃がしたみたいね…","12047","12"
"","","91","","0","0","0","","","12048","12"
"0","","3","1","mitsuki_armcrossed_talk_noface","105111","0","0.2","mitsuki_armcrossed_in_noface","12049","12"
"0","","3","1","mitsuki_armcrossed_talk","1002","0","0.2","mitsuki_armcrossed_in","12050","12"
"","","21","","0","vo_alces","0","","vo_alces_1205","12051","12"
"0","2.3","11","0","1","105111","10","0","まったく、\n何の科学的根拠もないもので\n商いをするなんて…\n私は認めないわ","12052","12"
"","","91","","0","0","0","","","12053","12"
"","","3","","","105111","1","0.2","mitsuki_ecstatic_talk_noface","12054","12"
"","","3","","","1002","1","0.2","mitsuki_ecstatic_talk","12055","12"
"","","21","","0","vo_alces","0","","vo_alces_1206","12056","12"
"0","1","11","0","1","105111","10","0","……あの魔女ばあさんの孫娘か。\n油断ならないみたいね。\n【アルケス錬金堂】……！","12057","12"
"","","91","","0","0","0","","","12058","12"
"","","22","","","0","","","0.5","12059","12"
"0","","3","1","mitsuki_walkR_noface","105111","0","0.2","mitsuki_turnR_noface","12060","12"
"0","","3","1","mitsuki_walkR","1002","0","0.2","mitsuki_turnR","12061","12"
"","","2","0","5","105111","-190","","1050","12062","12"
"","","2","0","5","1002","-190","","1050","12063","12"
"","","93","","","4.5","","","0","12064","12"
"","","3","","","1","1","0.2","idle_normal_Ex0001","12065","12"
"","","23","","","se_alces","","","se_alces_invisible","12066","12"
"","","32","","","12","","","0","12067","12"
"","","32","","","12","","","1","12068","12"
"","","93","","","0.1","","","0","12069","12"
"0","","6","1","1","1","1","0.3","1","12070","12"
"","","93","","","1.5","","","0","12071","12"
"","","23","","","se_alces","","","se_alces_breath","12072","12"
"0","","3","1","relief_idle","1","0","0.2","relief_in","12073","12"
"","","3","","","1001","0","","relief_in","12074","12"
"","","22","","","0","","","0","12075","12"
"","","93","","","3","","","0","12076","12"
"","","101","","0","12076","0","","","12077","12"
"0","iroha_wait","5","-130","0","2","101","1.45","2","13001","13"
"0","nebia_wait","5","-130","0","14","102","1.45","14","13002","13"
"0","iroha_wait_ziriziri_idle_empty","5","-130","0","2","103","1.45","20","13003","13"
"","","91","","","0","","","0","13004","13"
"","","93","","","0.1","","","0","13005","13"
"0.2","","3","1","nebia_talk","14","0","0.2","nebia_talk_in","13006","13"
"","","93","","","2.8","","","0","13007","13"
"","","21","","0","vo_alces","0","","vo_alces_1300","13008","13"
"0","2","11","0","1","14","10","0","へ～\nいろんなものが置いてあるわね","13009","13"
"","","91","","0","0","0","","","13010","13"
"0","","3","1","nebia_talk2","14","0","0.2","nebia_talk2_in","13011","13"
"","","93","","","1.6","","","0","13012","13"
"","","23","","","se_alces","0","","se_alces_steal","13013","13"
"","","91","","0","13011","0","","","13014","13"
"","","21","","0","vo_alces","0","","vo_alces_1301","13015","13"
"0","1.5","11","0","1","14","10","0","んふふ♪\nどんな悪戯に使おうかしら♪","13016","13"
"","","93","","","0.5","","","0","13017","13"
"0.2","","3","1","iroha_wait2","2","0","0.1","iroha_wait2_in","13018","13"
"","","91","","0","13016","0","","","13019","13"
"","","23","","","se_alces","0","","se_alces_laugh","13020","13"
"","","3","","","14","1","0.2","nebia_talk2_laugh","13021","13"
"0.2","","3","1","iroha_wait_ziriziri_idle","2","0","0.1","iroha_wait_ziriziri_in","13022","13"
"","","93","","","3.3","","","0","13023","13"
"0","","3","1","nebia_talk3","14","0","0.2","nebia_talk3_in","13024","13"
"","","21","","0","vo_alces","0","","vo_alces_1302","13025","13"
"0","0.5","11","0","1","14","10","0","……ん？","13026","13"
"","","91","","0","0","0","","","13027","13"
"","","22","","","0","","","0","13028","13"
"","","23","","","se_alces","0","","se_alces_catch","13029","13"
"0","","3","1","nebia_brow_idle_guru","14","0","0.2","nebia_brow","13030","13"
"0","","3","1","empty","20","0","0.2","iroha_wait_brow_net","13031","13"
"0","","3","1","iroha_wait_brow_talk","2","0","0.2","iroha_wait_brow","13032","13"
"","","91","","0","0","0","","","13033","13"
"","","21","","0","vo_alces","0","","vo_alces_1303","13034","13"
"0","1.5","11","0","1","2","10","0","なんか変なの捕まえた！！\nやったーレア昆虫ゲットー！！","13035","13"
"","","91","","0","0","0","","","13036","13"
"","","3","","","2","1","0.2","iroha_wait_brow_idle","13037","13"
"","","3","","","14","1","0.2","nebia_brow_idle_anger","13038","13"
"","","21","","0","vo_alces","0","","vo_alces_1304","13039","13"
"0","0.5","11","0","1","14","10","0","ちょっ、誰が昆虫よ～！","13040","13"
"","","91","","0","0","0","","","13041","13"
"","","22","","","0","","","0","13042","13"
"","","93","","","1","","","0","13043","13"
"0","","3","1","iroha_wait_brow_surprise","2","0","0.2","iroha_wait_brow_escape","13044","13"
"0","","3","1","nebia_talk4","14","0","0.2","nebia_brow_escape","13045","13"
"","","93","","","4","","","0","13046","13"
"","","22","","","0","","","0","13047","13"
"","","93","","","3","","","0","13048","13"
"","","101","","0","13048","0","","","13049","13"
"1","top_iroha_run_joy","5","-140","1500","2","105","1.4","2","14001","14"
"1","dokuro_run","5","-140","1150","13","103","1.4","13","14002","14"
"0","empty","5","-140","-15","10","104","1.4","10","14003","14"
"0","idle_normal","1","-125","-150","1","101","1.37","103111","14004","14"
"","","13","","","2","","","130","14005","14"
"","","13","","","13","","","130","14006","14"
"","","13","","","103111","","","130","14007","14"
"","","31","1","-140","11","1500","1","111","14008","14"
"","","31","1","-190","11","1150","1","112","14009","14"
"","","91","","","0","","","0","14010","14"
"","","23","","","se_alces","0","","se_alces_skull_chase1","14011","14"
"","","37","","","111","","","smokeR","14012","14"
"","","37","","","112","","","sweatR_Loop","14013","14"
"","","2","0","7.5","2","-140","","-1150","14014","14"
"","","33","0","7.5","111","-140","","-1150","14015","14"
"","","2","0","7.5","13","-140","","-1500","14016","14"
"","","33","0","7.5","112","-190","","-1500","14017","14"
"","","93","","","2.5","","","0","14018","14"
"","","21","","0","vo_alces","0","","vo_alces_1400","14019","14"
"30","0.5","11","0","1","2","10","0","あははー！！\n待て待てー！！","14020","14"
"","","93","","","1","","","0","14021","14"
"0","","3","1","idle_normalR","103111","0","0.2","idle_normalR_in","14022","14"
"","","93","","","4","","","0","14023","14"
"","","23","","","se_alces","0","","se_alces_skull_chase1","14024","14"
"","","2","0","0","2","-140","","-1500","14025","14"
"","","33","0","0","111","-140","","-1500","14026","14"
"","","2","0","0","13","-140","","-1150","14027","14"
"","","33","0","0","112","-190","","-1150","14028","14"
"","","4","","","2","","","0","14029","14"
"","","4","","","13","","","0","14030","14"
"","","37","","","111","","","smokeL","14031","14"
"","","37","","","112","","","sweatL_Loop2","14032","14"
"","","2","0","8.2","2","-140","","1150","14033","14"
"","","33","0","8.2","111","-140","","1150","14034","14"
"","","2","0","8.2","13","-140","","1500","14035","14"
"","","33","0","8.2","112","-190","","1500","14036","14"
"","","93","","","1.5","","","0","14037","14"
"","","21","","0","vo_alces","0","","vo_alces_1401","14038","14"
"0","0.3","11","0","1","13","10","0","あ、あれ～！？\nなんでだ！？","14039","14"
"","","93","","","1.5","","","0","14040","14"
"0","","3","1","idle_normal","103111","0","0.2","idle_normal_in","14041","14"
"","","93","","","5.2","","","0","14042","14"
"","","2","0","0","2","-140","","1500","14043","14"
"","","33","0","0","111","-140","","1500","14044","14"
"","","2","0","0","13","-140","","1150","14045","14"
"","","33","0","0","112","-190","","1150","14046","14"
"","","4","","","2","","","1","14047","14"
"","","4","","","13","","","1","14048","14"
"","","37","","","111","","","smokeR","14049","14"
"","","37","","","112","","","sweatR_Loop","14050","14"
"","","2","0","1.8","13","-140","","-15","14051","14"
"","","33","0","1.8","112","-205","","-15","14052","14"
"","","23","","","se_alces","0","","se_alces_skull_dash","14053","14"
"","","93","","","1","","","0","14054","14"
"","","3","","","2","1","0.1","iroha_net_run_normal2","14055","14"
"","","2","0","3","2","-140","","335","14056","14"
"","","33","0","3","111","-140","","335","14057","14"
"","","93","","","0.8","","","0","14058","14"
"","","3","","","13","1","0.2","dokuro_talk","14059","14"
"","","32","","","112","","","0","14060","14"
"","","3","","","103111","1","0.2","idle_normal_lookdown","14061","14"
"","","21","","0","vo_alces","0","","vo_alces_1402","14062","14"
"0","1","11","0","1","13","10","0","グラマーな姉ちゃんに\n追いかけられてるのに\n微塵もうれしくねえっ！","14063","14"
"","","93","","","2.2","","","0","14064","14"
"0","","3","1","iroha_net_idle_doya","2","0","0.1","iroha_net_idle_in","14065","14"
"","","32","","","111","","","0","14066","14"
"","","93","","","0.4","","","0","14067","14"
"","","3","","","2","1","0.2","iroha_net_ziriziri","14068","14"
"","","2","0","2.7","2","-140","","135","14069","14"
"","","33","0","2.7","111","-140","","135","14070","14"
"","","93","","","1","","","0","14071","14"
"","","3","","","103111","1","0.2","idle_normal_lookup","14072","14"
"","","93","","","1.7","","","0","14073","14"
"","","3","","","2","1","0.2","iroha_net_ziriziri_idle","14074","14"
"","","91","","","14063","","","","14075","14"
"","","22","","","0","","","0","14076","14"
"","","23","","","se_alces","0","","se_alces_skull_chase2","14077","14"
"","","3","","","10","0","0","dokuro_turn_surprise","14078","14"
"0","","3","1","dokuro_run","13","0","0.2","dokuro_turn_surprise","14079","14"
"","","93","","","0.1","","","0","14080","14"
"0","","3","1","iroha_net_brow_idle","2","0","0.1","iroha_net_brow","14081","14"
"","","91","","","14079","","","","14082","14"
"","","4","","","13","","","1","14083","14"
"","","2","0","2.5","13","-140","","-1500","14084","14"
"","","33","0","2.5","112","-190","","-1500","14085","14"
"","","93","","","0.1","","","0","14086","14"
"0","","3","1","idle_normalR","103111","0","0.2","idle_normalR_in","14087","14"
"","","32","","","112","","","1","14088","14"
"","","37","","","112","","","sweatR_Loop","14089","14"
"","","93","","","0.3","","","0","14090","14"
"0","","3","1","iroha_net_brow_notice_idle","2","0","0.1","iroha_net_brow_notice","14091","14"
"","","91","","","0","","","","14092","14"
"","","32","","","111","","","1","14093","14"
"","","37","","","111","","","smokeR","14094","14"
"","","3","","","2","1","0.2","top_iroha_run_joy","14095","14"
"","","2","0","2.5","2","-140","","-1350","14096","14"
"","","33","0","2.5","111","-140","","-1350","14097","14"
"","","93","","","2.5","","","0","14098","14"
"","","23","","","se_alces","0","","se_alces_skull_chase1","14099","14"
"","","2","0","0","2","-140","","-1500","14100","14"
"","","33","0","0","111","-140","","-1500","14101","14"
"","","2","0","0","13","-140","","-1150","14102","14"
"","","33","0","0","112","-190","","-1150","14103","14"
"","","4","","","2","","","0","14104","14"
"","","4","","","13","","","0","14105","14"
"","","37","","","111","","","smokeL","14106","14"
"","","37","","","112","","","sweatL_Loop2","14107","14"
"","","2","0","7.5","2","-140","","1150","14108","14"
"","","33","0","7.5","111","-140","","1150","14109","14"
"","","2","0","7.5","13","-140","","1500","14110","14"
"","","33","0","7.5","112","-190","","1500","14111","14"
"","","93","","","1.5","","","0","14112","14"
"","","21","","0","vo_alces","0","","vo_alces_1403","14113","14"
"0","0.5","11","0","1","13","10","0","シノブ、助けてーっ！！","14114","14"
"","","93","","","1.5","","","0","14115","14"
"0.2","","3","1","idle_normal","103111","0","0.2","idle_normal_in","14116","14"
"","","91","","0","14114","0","","","14117","14"
"","","3","","","103111","1","0.2","sad_talk_dead","14118","14"
"","","21","","0","vo_alces","0","","vo_alces_1404","14119","14"
"0","0.5","11","0","1","103111","10","0","……因果応報だよ、お父さん","14120","14"
"","","93","","","3.5","","","0","14121","14"
"","","23","","","se_alces","0","","se_alces_skull_chase1","14122","14"
"","","2","0","0","2","-140","","1500","14123","14"
"","","33","0","0","111","-140","","1500","14124","14"
"","","2","0","0","13","-140","","1150","14125","14"
"","","33","0","0","112","-190","","1150","14126","14"
"","","4","","","2","","","1","14127","14"
"","","4","","","13","","","1","14128","14"
"","","37","","","111","","","smokeR","14129","14"
"","","37","","","112","","","sweatR_Loop","14130","14"
"","","2","0","7.5","2","-140","","-1150","14131","14"
"","","33","0","7.5","111","-140","","-1150","14132","14"
"","","2","0","7.5","13","-140","","-1500","14133","14"
"","","33","0","7.5","112","-190","","-1500","14134","14"
"","","91","","0","14120","0","","","14135","14"
"","","3","","","103111","1","0.2","sad_idle_normal","14136","14"
"","","93","","","3.6","","","0","14137","14"
"0","","3","1","idle_normalR","103111","0","0.2","idle_normalR_in","14138","14"
"","","93","","","3.9","","","0","14139","14"
"","","22","","","0","","","0","14140","14"
"","","23","","","se_alces","0","","se_alces_skull_chase1","14141","14"
"","","2","0","0","2","-140","","-1500","14142","14"
"","","33","0","0","111","-140","","-1500","14143","14"
"","","2","0","0","13","-140","","-1150","14144","14"
"","","33","0","0","112","-190","","-1150","14145","14"
"","","4","","","2","","","0","14146","14"
"","","4","","","13","","","0","14147","14"
"","","37","","","111","","","smokeL","14148","14"
"","","37","","","112","","","sweatL_Loop2","14149","14"
"","","2","0","7.5","2","-140","","1150","14150","14"
"","","33","0","7.5","111","-140","","1150","14151","14"
"","","2","0","7.5","13","-140","","1500","14152","14"
"","","33","0","7.5","112","-190","","1500","14153","14"
"","","93","","","3","","","0","14154","14"
"0","","3","1","idle_normal","103111","0","0.2","idle_normal_in","14155","14"
"","","93","","","4.5","","","0","14156","14"
"","","23","","","se_alces","0","","se_alces_skull_chase1","14157","14"
"","","2","0","0","2","-140","","1500","14158","14"
"","","33","0","0","111","-140","","1500","14159","14"
"","","2","0","0","13","-140","","1150","14160","14"
"","","33","0","0","112","-190","","1150","14161","14"
"","","4","","","2","","","1","14162","14"
"","","4","","","13","","","1","14163","14"
"","","37","","","111","","","smokeR","14164","14"
"","","37","","","112","","","sweatR_Loop","14165","14"
"","","2","0","7.5","2","-140","","-1150","14166","14"
"","","33","0","7.5","111","-140","","-1150","14167","14"
"","","2","0","7.5","13","-140","","-1500","14168","14"
"","","33","0","7.5","112","-190","","-1500","14169","14"
"","","93","","","3.5","","","0","14170","14"
"0","","3","1","idle_normalR","103111","0","0.2","idle_normalR_in","14171","14"
"","","93","","","4","","","0","14172","14"
"","","101","","0","14141","0","","","14173","14"
"0","walk_jog_talkjoy2","5","-130","100","2","100","1.43","2","15001","15"
"1","sit_readPaper","5","-130","400","3","101","1.4","3","15002","15"
"","","91","","","0","","","0","15003","15"
"","","2","0","0.8","2","-130","","235","15004","15"
"","","93","","0","0.5","0","","0","15005","15"
"","","21","","0","vo_alces","0","","vo_alces_1500","15006","15"
"0","0.5","11","0","1","2","10","0","お使い行ってきたよ～\nソノおばちゃ～ん","15007","15"
"","","93","","","0.3","","","0","15008","15"
"","","3","","","2","1","0.2","talk_normal","15009","15"
"","","91","","","15007","","","","15010","15"
"","","22","","","0","","","0.5","15011","15"
"","","3","","","2","1","0.2","idle_normal","15012","15"
"","","93","","","1","","","0","15013","15"
"0","","3","1","sit_readPaper","3","0","0.2","sit_readPaperTurn","15014","15"
"","","93","","","0.5","","","0","15015","15"
"","","21","","0","vo_alces","0","","vo_alces_1501","15016","15"
"0","0.5","11","0","1","2","10","0","……ソノおばちゃ～ん！","15017","15"
"","","93","","","0.3","","","0","15018","15"
"0","","3","1","idle_normal","2","0","0.2","smile_normal","15019","15"
"","","91","","0","15017","0","","","15020","15"
"","","22","","","0","","","0.5","15021","15"
"","","93","","","0.5","","","0","15022","15"
"","","3","","","2","1","0.2","sad_idle_surprise","15023","15"
"","","93","","","1","","","1","15024","15"
"0","","3","1","sit_readPaper","3","0","0.2","sit_readPaperTurn","15025","15"
"","","93","","","1.2","","","0","15026","15"
"","","3","","","2","1","0.2","anger_talk_pain","15027","15"
"","","21","","0","vo_alces","0","","vo_alces_1502","15028","15"
"0","0.5","11","0","1","2","10","0","ソノおばちゃーんっ！！！","15029","15"
"","","91","","0","0","0","","","15030","15"
"","","22","","","0","","","0.5","15031","15"
"","","3","","","2","1","0.2","anger_idle_angerR","15032","15"
"","","93","","","1.2","","","1","15033","15"
"","","23","","","se_alces","","","se_alces_emotion_quiet","15034","15"
"0","","12","0","0","3","1","10","12","15035","15"
"","","93","","","2.5","","","0","15036","15"
"","","23","","","se_alces","","","se_alces_emotion_notice","15037","15"
"0","","12","0","0","2","0.3","0","10","15038","15"
"0","","3","1","notice_loop_talk2","2","0","0.2","notice_in_talk2","15039","15"
"","","93","","","1.4","","","0","15040","15"
"","","3","","","2","1","0.2","talk_normal_normal2","15041","15"
"","","21","","0","vo_alces","0","","vo_alces_1503","15042","15"
"0","0.5","11","0","1","2","10","0","ソノおねーちゃん","15043","15"
"","","91","","0","0","0","","","15044","15"
"","","3","","","2","1","0.2","idle_normal","15045","15"
"","","3","","","3","1","0.2","sit_out_smile","15046","15"
"","","93","","","0.5","","","1","15047","15"
"0","","3","1","sono_cool_talk","3","0","0.2","sono_cool_in","15048","15"
"","","3","","","2","1","0.2","surprise_idle_shy","15049","15"
"","","21","","0","vo_alces","0","","vo_alces_1504","15050","15"
"0","2.2","11","0","1","3","10","0","はい、どうもありがとう。\nこれ、ソノおねーちゃんからの\nお小遣いね♪","15051","15"
"","","91","","0","0","0","","","15052","15"
"","","22","","","0","","","0.5","15053","15"
"0","","3","1","sono_armcrossed_idle","3","0","0.2","sono_armcrossed_in","15054","15"
"","","93","","","0.5","","","0","15055","15"
"","","23","","","se_alces","","","se_alces_emotion_sweat","15056","15"
"0","","12","0","0","2","1.5","0","2","15057","15"
"","","3","","","2","1","0.2","talk_normal_nervous","15058","15"
"","","93","","","0.8","","","0","15059","15"
"","","3","","","3","1","0.2","sono_armcrossed_talk","15060","15"
"","","93","","","1.7","","","0","15061","15"
"","","3","","","2","1","0.2","iroha_idle_Ex0001","15062","15"
"","","3","","","3","1","0.2","sono_armcrossed_idle","15063","15"
"","","93","","","1","","","0","15064","15"
"","","22","","","0","","","0","15065","15"
"","","93","","","3","","","0","15066","15"
"","","101","","0","15066","0","","","15067","15"
"1","iroha_idle_dere_glass","5","-160","150","5","103","1.45","5","16001","16"
"","","31","1","-160","11","150","0","11","16002","16"
"1","empty","5","-160","150","10","104","1.45","1001","16003","16"
"1","sono_walk_scare","5","-160","1000","3","102","1.41","3","16004","16"
"1","empty","5","-160","300","10","103","1.41","1002","16005","16"
"","","13","","","3","110","","130","16006","16"
"0","idle_normal","1","-150","-50","1","100","1.42","132211","16007","16"
"0","empty","5","-150","-50","10","101","1.42","1003","16008","16"
"","","91","","","0","","","0","16009","16"
"0","","3","1","iroha_doya_talk_glass","5","0","0.2","iroha_doya_in_glass","16010","16"
"","","93","","","0.5","","","0","16011","16"
"","","21","","0","vo_alces","0","","vo_alces_1600","16012","16"
"0","4.9","11","0","1","5","10","0","ねーねー私きれい？\n大人っぽい？\nせくしーだいなまいつ？","16013","16"
"","","91","","0","0","0","","","16014","16"
"","","3","","","5","1","0.2","iroha_doya_idle_glass","16015","16"
"","","3","","","132211","1","0.2","surprise_talk","16016","16"
"","","21","","0","vo_alces","0","","vo_alces_1601","16017","16"
"0","0.8","11","0","1","132211","10","0","ど…どうしたのイロハちゃん？\n…あ、もしかしてソノさんと\n入れ替わってる？","16018","16"
"","","91","","0","0","0","","","16019","16"
"","","3","","","132211","1","0.2","surprise_idle","16020","16"
"0","","3","1","iroha_cool_talk_glass","5","0","0.2","iroha_cool_in_glass","16021","16"
"","","21","","0","vo_alces","0","","vo_alces_1602","16022","16"
"0","1.6","11","0","1","5","10","0","そうよー私はソノよ。\nないすばでぃーでしょ？","16023","16"
"","","91","","0","0","0","","","16024","16"
"","","22","","","0","","","0.5","16025","16"
"","","2","0","4","3","-160","","300","16026","16"
"0.2","","3","1","sono_armcrossed_idle","3","0","0.2","sono_walk_scare","16027","16"
"0","","3","1","iroha_armcrossed_talk_glass","5","0","0.2","iroha_armcrossed_in_glass","16028","16"
"","","93","","","0.5","","","0","16029","16"
