378cb270ea56face5ec1579c8f0a3ad3281ed1feb376e950afc370ffbc307050,3b8b5dced42b1cf2d32b2ec2530603786bee65f50d2213170adeda1a86ed628b,318e621661beb1fac440fea49c072fefbfdcbe53de6da04b8ffdeb6a993690b1,a11597a9bb35a0451dd1c4abe0dd879ce0d504d7e463aafc5de292860d4f9fc4,e46d2d6cbefd187639e6ba3b7619c3e75893bee64ce047f39cc7462e1548d994,bfcf8ac886ccd1c6f60c2bdeeddd17bde3125a6da3d499a44bfcc13d64e69bc8,2c2e7641288c61dbc8416b45fb86e83dbe4e9dc60a32744563e1a5f3ce55c07e,5fcfeeb72956ca15c5bae123d95d46abaee374f1c8a818b2649d8c844c454ebd,b897e801bbd12659edf1b233120f2e344defeba71b1edd2c0807923a3c74491c,9a72168a0a3d7c68d02f9c99fa3603202eb17dc2a96ed24d1cb7409a3e80ca0a,a633238be7fc51a6fb83521b366ce1cb999ac1c6fb3ad93937e6ede494c8f253,3d7ef3e6ee78a4477b38c71a9af494376d4646cdd055d0007c8ca1fee9f173f2
"0","1","0","0","51","1.4","1005901","0","10","220","366","100590151"
"3.4","4","0","0","52","0","1005901","1","0","0","0","100590152"
"0","2","vo_ske_0608","vo_ske","53","0","1005901","0","0","0","0","100590153"
"0","1","0","0","54","2","1005901","0","11","0","212","100590154"
"2.7","4","0","0","55","0","1005901","1","0","0","0","100590155"
"0","1","0","0","56","1","1005901","0","11","212","339","100590156"
"1","4","0","0","57","0","1005901","1","0","0","0","100590157"
"0","1","0","0","58","0.7","1005901","0","12","0","82","100590158"
"1.9","4","0","0","59","0","1005901","1","0","0","0","100590159"
"0","1","0","0","60","1.6","1005901","0","12","82","313","100590160"
"4","4","0","0","61","0","1005901","1","0","0","0","100590161"
"0","2","vo_ske_0609","vo_ske","62","0","1005901","0","0","0","0","100590162"
"0","1","0","0","63","2","1005901","0","13","0","238","100590163"
"3.8","4","0","0","64","0","1005901","1","0","0","0","100590164"
"0","2","vo_ske_0610","vo_ske","65","0","1005901","0","0","0","0","100590165"
"0","1","0","0","66","0.7","1005901","0","14","0","114","100590166"
"1.4","4","0","0","67","0","1005901","1","0","0","0","100590167"
"0","1","0","0","68","1.7","1005901","0","14","114","336","100590168"
"4.2","4","0","0","69","0","1005901","1","0","0","0","100590169"
"0.8","4","0","0","1","0","1005902","1","0","0","0","100590201"
"0","2","vo_ske_0701","vo_ske","2","0","1005902","0","0","0","0","100590202"
"0","1","0","0","3","2.3","1005902","0","1","0","310","100590203"
"3.6","4","0","0","4","0","1005902","1","0","0","0","100590204"
"0","2","vo_ske_0702","vo_ske","5","0","1005902","0","0","0","0","100590205"
"0","1","0","0","6","0.9","1005902","0","2","0","120","100590206"
"1.6","4","0","0","7","0","1005902","1","0","0","0","100590207"
"0","1","0","0","8","0.7","1005902","0","2","120","210","100590208"
"1.6","4","0","0","9","0","1005902","1","0","0","0","100590209"
"0","1","0","0","10","0.9","1005902","0","2","210","290","100590210"
"1.5","4","0","0","11","0","1005902","1","0","0","0","100590211"
"0","1","0","0","12","1.9","1005902","0","3","0","250","100590212"
"3.5","4","0","0","13","0","1005902","1","0","0","0","100590213"
"0","2","vo_ske_0703","vo_ske","14","0","1005902","0","0","0","0","100590214"
"0","1","0","0","15","1.2","1005902","0","4","0","135","100590215"
"2.1","4","0","0","16","0","1005902","1","0","0","0","100590216"
"0","1","0","0","17","1.6","1005902","0","4","135","328","100590217"
"1.6","4","0","0","18","0","1005902","1","0","0","0","100590218"
"0","1","0","0","19","0.6","1005902","0","5","0","114","100590219"
"2.5","4","0","0","20","0","1005902","1","0","0","0","100590220"
"0","2","vo_ske_0704","vo_ske","21","0","1005902","0","0","0","0","100590221"
"0","1","0","0","22","0.7","1005902","0","5","114","200","100590222"
"2.4","4","0","0","23","0","1005902","1","0","0","0","100590223"
"0","1","0","0","24","1.1","1005902","0","5","200","318","100590224"
"1.1","4","0","0","25","0","1005902","1","0","0","0","100590225"
"0","1","0","0","26","1.5","1005902","0","6","0","183","100590226"
"2","4","0","0","27","0","1005902","1","0","0","0","100590227"
"0","1","0","0","28","1.4","1005902","0","6","183","340","100590228"
"2.9","4","0","0","29","0","1005902","1","0","0","0","100590229"
"0","2","vo_ske_0705","vo_ske","30","0","1005902","0","0","0","0","100590230"
"0","1","0","0","31","0.6","1005902","0","7","0","85","100590231"
"1.4","4","0","0","32","0","1005902","1","0","0","0","100590232"
"0","1","0","0","33","2","1005902","0","7","85","340","100590233"
"5.2","4","0","0","34","0","1005902","1","0","0","0","100590234"
"0","2","vo_ske_0706","vo_ske","35","0","1005902","0","0","0","0","100590235"
"0","1","0","0","36","1.226","1005902","0","8","0","116","100590236"
"1.934","4","0","0","37","0","1005902","1","0","0","0","100590237"
"0","1","0","0","38","1.42","1005902","0","8","116","281","100590238"
"1.552","4","0","0","39","0","1005902","1","0","0","0","100590239"
"0","1","0","0","40","0.6","1005902","0","8","281","357","100590240"
"0.6","4","0","0","41","0","1005902","1","0","0","0","100590241"
"0","1","0","0","42","1.2","1005902","0","9","0","180","100590242"
"3","4","0","0","43","0","1005902","1","0","0","0","100590243"
"0","2","vo_ske_0707","vo_ske","44","0","1005902","0","0","0","0","100590244"
"0","1","0","0","45","1","1005902","0","9","180","284","100590245"
"2","4","0","0","46","0","1005902","1","0","0","0","100590246"
"0","1","0","0","47","0.9","1005902","0","9","284","402","100590247"
"3.1","4","0","0","48","0","1005902","1","0","0","0","100590248"
"0","2","vo_ske_0708","vo_ske","49","0","1005902","0","0","0","0","100590249"
"0","1","0","0","50","1.1","1005902","0","10","0","168","100590250"
"2.4","4","0","0","51","0","1005902","1","0","0","0","100590251"
"0","2","vo_ske_0709","vo_ske","52","0","1005902","0","0","0","0","100590252"
"0","1","0","0","53","2.5","1005902","0","11","0","340","100590253"
"3.4","4","0","0","54","0","1005902","1","0","0","0","100590254"
"0","2","vo_ske_0710","vo_ske","55","0","1005902","0","0","0","0","100590255"
"0","1","0","0","56","1.4","1005902","0","12","0","150","100590256"
"2.1","4","0","0","57","0","1005902","1","0","0","0","100590257"
"0","1","0","0","58","1.3","1005902","0","12","150","302","100590258"
"3.2","4","0","0","59","0","1005902","1","0","0","0","100590259"
"0","2","vo_ske_0711","vo_ske","60","0","1005902","0","0","0","0","100590260"
"0","1","0","0","61","0.8","1005902","0","13","0","63","100590261"
"1.9","4","0","0","62","0","1005902","1","0","0","0","100590262"
"0","1","0","0","63","1.7","1005902","0","13","63","305","100590263"
"3.5","4","0","0","64","0","1005902","1","0","0","0","100590264"
"0","2","vo_ske_0712","vo_ske","65","0","1005902","0","0","0","0","100590265"
"0","1","0","0","66","1","1005902","0","14","0","95","100590266"
"1.9","4","0","0","67","0","1005902","1","0","0","0","100590267"
"0","1","0","0","68","1.6","1005902","0","14","95","362","100590268"
"4.1","4","0","0","69","0","1005902","1","0","0","0","100590269"
"0.8","4","0","0","1","0","1005903","1","0","0","0","100590301"
"0","2","vo_ske_0801","vo_ske","2","0","1005903","0","0","0","0","100590302"
"0","1","0","0","3","2.2","1005903","0","1","0","231","100590303"
"3.4","4","0","0","4","0","1005903","1","0","0","0","100590304"
"0","2","vo_ske_0802","vo_ske","5","0","1005903","0","0","0","0","100590305"
"0","1","0","0","6","0.465","1005903","0","2","0","39","100590306"
"0.998","4","0","0","7","0","1005903","1","0","0","0","100590307"
"0","1","0","0","8","1.722","1005903","0","2","39","284","100590308"
"3.024","4","0","0","9","0","1005903","1","0","0","0","100590309"
"0","1","0","0","10","0.8","1005903","0","2","284","388","100590310"
"0.8","4","0","0","11","0","1005903","1","0","0","0","100590311"
"0","1","0","0","12","0.9","1005903","0","3","0","168","100590312"
"2.5","4","0","0","13","0","1005903","1","0","0","0","100590313"
"0","1","0","0","14","1","1005903","0","3","168","262","100590314"
"1.8","4","0","0","15","0","1005903","1","0","0","0","100590315"
"0","1","0","0","16","1.2","1005903","0","3","262","388","100590316"
"1.2","4","0","0","17","0","1005903","1","0","0","0","100590317"
"0","1","0","0","18","0.828","1005903","0","4","0","145","100590318"
"3.156","4","0","0","19","0","1005903","1","0","0","0","100590319"
"0","2","vo_ske_0803","vo_ske","20","0","1005903","0","0","0","0","100590320"
"0","1","0","0","21","1.2","1005903","0","5","0","134","100590321"
"2.3","4","0","0","22","0","1005903","1","0","0","0","100590322"
"0","1","0","0","23","1.8","1005903","0","5","134","347","100590323"
"3.4","4","0","0","24","0","1005903","1","0","0","0","100590324"
"0","1","0","0","25","1.9","1005903","0","6","0","257","100590325"
"4.3","4","0","0","26","0","1005903","1","0","0","0","100590326"
"0","2","vo_ske_0804","vo_ske","27","0","1005903","0","0","0","0","100590327"
"0","1","0","0","28","1.067","1005903","0","7","0","133","100590328"
"1.523","4","0","0","29","0","1005903","1","0","0","0","100590329"
"0","1","0","0","30","0.674","1005903","0","7","133","210","100590330"
"2.337","4","0","0","31","0","1005903","1","0","0","0","100590331"
"0","2","vo_ske_0805","vo_ske","32","0","1005903","0","0","0","0","100590332"
"0","1","0","0","33","1.1","1005903","0","7","210","330","100590333"
"1.1","4","0","0","34","0","1005903","1","0","0","0","100590334"
"0","1","0","0","35","0.675","1005903","0","8","0","110","100590335"
"1.662","4","0","0","36","0","1005903","1","0","0","0","100590336"
"0","1","0","0","37","2","1005903","0","8","110","350","100590337"
"4.3","4","0","0","38","0","1005903","1","0","0","0","100590338"
"0","2","vo_ske_0806","vo_ske","39","0","1005903","0","0","0","0","100590339"
"0","1","0","0","40","1.3","1005903","0","9","0","140","100590340"
"2.5","4","0","0","41","0","1005903","1","0","0","0","100590341"
"0","1","0","0","42","1.7","1005903","0","9","140","370","100590342"
"1.7","4","0","0","43","0","1005903","1","0","0","0","100590343"
"0","1","0","0","44","0.5","1005903","0","10","0","83","100590344"
"3.5","4","0","0","45","0","1005903","1","0","0","0","100590345"
"0","2","vo_ske_0807","vo_ske","46","0","1005903","0","0","0","0","100590346"
"0","1","0","0","47","2","1005903","0","11","0","222","100590347"
"3.2","4","0","0","48","0","1005903","1","0","0","0","100590348"
"0","1","0","0","49","1.1","1005903","0","11","222","385","100590349"
"1.1","4","0","0","50","0","1005903","1","0","0","0","100590350"
"0","1","0","0","51","0.8","1005903","0","12","0","102","100590351"
"2.4","4","0","0","52","0","1005903","1","0","0","0","100590352"
"0","1","0","0","53","1.7","1005903","0","12","102","328","100590353"
"4.6","4","0","0","54","0","1005903","1","0","0","0","100590354"
"0","2","vo_ske_0808","vo_ske","55","0","1005903","0","0","0","0","100590355"
"0","1","0","0","56","0.4","1005903","0","13","0","89","100590356"
"2","4","0","0","57","0","1005903","1","0","0","0","100590357"
"0","1","0","0","58","2.3","1005903","0","13","89","360","100590358"
"3.2","4","0","0","59","0","1005903","1","0","0","0","100590359"
"0","1","0","0","60","0.9","1005903","0","14","0","120","100590360"
"3.2","4","0","0","61","0","1005903","1","0","0","0","100590361"
"0","2","vo_ske_0809","vo_ske","62","0","1005903","0","0","0","0","100590362"
"0","1","0","0","63","0.8","1005903","0","14","120","318","100590363"
"3.3","4","0","0","64","0","1005903","1","0","0","0","100590364"
"0.8","4","0","0","1","0","1005904","1","0","0","0","100590401"
"0","2","vo_ske_0901","vo_ske","2","0","1005904","0","0","0","0","100590402"
"0","1","0","0","3","1.325","1005904","0","1","0","113","100590403"
"2.008","4","0","0","4","0","1005904","1","0","0","0","100590404"
"0","1","0","0","5","1.863","1005904","0","1","113","365","100590405"
"3.699","4","0","0","6","0","1005904","1","0","0","0","100590406"
"0","2","vo_ske_0902","vo_ske","7","0","1005904","0","0","0","0","100590407"
"0","1","0","0","8","1.3","1005904","0","2","0","151","100590408"
"2.1","4","0","0","9","0","1005904","1","0","0","0","100590409"
"0","1","0","0","10","1.8","1005904","0","2","151","375","100590410"
"1.8","4","0","0","11","0","1005904","1","0","0","0","100590411"
"0","1","0","0","12","0.7","1005904","0","3","0","71","100590412"
"1.6","4","0","0","13","0","1005904","1","0","0","0","100590413"
"0","1","0","0","14","2.2","1005904","0","3","71","351","100590414"
"4.8","4","0","0","15","0","1005904","1","0","0","0","100590415"
"0","2","vo_ske_0903","vo_ske","16","0","1005904","0","0","0","0","100590416"
"0","1","0","0","17","2.3","1005904","0","4","0","304","100590417"
"3","4","0","0","18","0","1005904","1","0","0","0","100590418"
"0","1","0","0","19","0.8","1005904","0","4","304","389","100590419"
"1.3","4","0","0","20","0","1005904","1","0","0","0","100590420"
"0","1","0","0","21","2.8","1005904","0","5","0","342","100590421"
"4.9","4","0","0","22","0","1005904","1","0","0","0","100590422"
"0","2","vo_ske_0904","vo_ske","23","0","1005904","0","0","0","0","100590423"
"0","1","0","0","24","0.9","1005904","0","6","0","125","100590424"
"1.9","4","0","0","25","0","1005904","1","0","0","0","100590425"
"0","1","0","0","26","0.8","1005904","0","6","125","215","100590426"
"1.4","4","0","0","27","0","1005904","1","0","0","0","100590427"
"0","1","0","0","28","1.7","1005904","0","6","215","395","100590428"
"1.7","4","0","0","29","0","1005904","1","0","0","0","100590429"
"0","1","0","0","30","0.3","1005904","0","7","0","47","100590430"
"1.2","4","0","0","31","0","1005904","1","0","0","0","100590431"
"0","1","0","0","32","2.1","1005904","0","7","47","317","100590432"
"4.1","4","0","0","33","0","1005904","1","0","0","0","100590433"
"0","2","vo_ske_0905","vo_ske","34","0","1005904","0","0","0","0","100590434"
"0","1","0","0","35","1.3","1005904","0","8","0","233","100590435"
"1.9","4","0","0","36","0","1005904","1","0","0","0","100590436"
"0","1","0","0","37","0.59","1005904","0","8","233","311","100590437"
"2.656","4","0","0","38","0","1005904","1","0","0","0","100590438"
"0","2","vo_ske_0906","vo_ske","39","0","1005904","0","0","0","0","100590439"
"0","1","0","0","40","0.8","1005904","0","9","0","97","100590440"
"1.7","4","0","0","41","0","1005904","1","0","0","0","100590441"
"0","1","0","0","42","2.1","1005904","0","9","97","350","100590442"
"2.1","4","0","0","43","0","1005904","1","0","0","0","100590443"
"0","1","0","0","44","1.4","1005904","0","10","0","170","100590444"
"3.3","4","0","0","45","0","1005904","1","0","0","0","100590445"
"0","1","0","0","46","1.1","1005904","0","10","170","300","100590446"
"2.2","4","0","0","47","0","1005904","1","0","0","0","100590447"
"0","1","0","0","48","0.6","1005904","0","10","300","395","100590448"
"0.6","4","0","0","49","0","1005904","1","0","0","0","100590449"
"0","1","0","0","50","2.1","1005904","0","11","0","253","100590450"
"4.7","4","0","0","51","0","1005904","1","0","0","0","100590451"
"0","2","vo_ske_0907","vo_ske","52","0","1005904","0","0","0","0","100590452"
"0","1","0","0","53","0.8","1005904","0","12","0","95","100590453"
"1.7","4","0","0","54","0","1005904","1","0","0","0","100590454"
"0","1","0","0","55","1.34","1005904","0","12","95","256","100590455"
"1.874","4","0","0","56","0","1005904","1","0","0","0","100590456"
"0","1","0","0","57","0.776","1005904","0","12","256","347","100590457"
"2.613","4","0","0","58","0","1005904","1","0","0","0","100590458"
"0","2","vo_ske_0908","vo_ske","59","0","1005904","0","0","0","0","100590459"
"0","1","0","0","60","1.5","1005904","0","14","0","161","100590460"
"2.6","4","0","0","61","0","1005904","1","0","0","0","100590461"
"0","1","0","0","62","2","1005904","0","14","161","399","100590462"
"4.5","4","0","0","63","0","1005904","1","0","0","0","100590463"
"0.8","4","0","0","1","0","1005905","1","0","0","0","100590501"
"0","2","vo_ske_1001","vo_ske","2","0","1005905","0","0","0","0","100590502"
"0","1","0","0","3","0.5","1005905","0","1","0","53","100590503"
"1.1","4","0","0","4","0","1005905","1","0","0","0","100590504"
"0","1","0","0","5","1.4","1005905","0","1","53","235","100590505"
"2.8","4","0","0","6","0","1005905","1","0","0","0","100590506"
"0","2","vo_ske_1002","vo_ske","7","0","1005905","0","0","0","0","100590507"
"0","1","0","0","8","1.8","1005905","0","2","0","230","100590508"
"2.4","4","0","0","9","0","1005905","1","0","0","0","100590509"
"0","1","0","0","10","1.4","1005905","0","2","230","400","100590510"
"3.3","4","0","0","11","0","1005905","1","0","0","0","100590511"
"0","2","vo_ske_1003","vo_ske","12","0","1005905","0","0","0","0","100590512"
"0","1","0","0","13","2.224","1005905","0","3","0","237","100590513"
"2.769","4","0","0","14","0","1005905","1","0","0","0","100590514"
"0","1","0","0","15","0.869","1005905","0","3","237","358","100590515"
"1.635","4","0","0","16","0","1005905","1","0","0","0","100590516"
"0","1","0","0","17","0.6","1005905","0","4","0","93","100590517"
"2.2","4","0","0","18","0","1005905","1","0","0","0","100590518"
"0","2","vo_ske_1004","vo_ske","19","0","1005905","0","0","0","0","100590519"
"0","1","0","0","20","1.3","1005905","0","4","93","237","100590520"
"1.8","4","0","0","21","0","1005905","1","0","0","0","100590521"
"0","1","0","0","22","0.9","1005905","0","4","237","342","100590522"
"0.9","4","0","0","23","0","1005905","1","0","0","0","100590523"
"0","1","0","0","24","0.9","1005905","0","5","0","166","100590524"
"2.7","4","0","0","25","0","1005905","1","0","0","0","100590525"
"0","1","0","0","26","1.059","1005905","0","5","166","327","100590526"
"3","4","0","0","27","0","1005905","1","0","0","0","100590527"
"0","2","vo_ske_1005","vo_ske","28","0","1005905","0","0","0","0","100590528"
"0","1","0","0","29","1.2","1005905","0","6","0","94","100590529"
"1.7","4","0","0","30","0","1005905","1","0","0","0","100590530"
"0","1","0","0","31","2.1","1005905","0","6","94","397","100590531"
"4.5","4","0","0","32","0","1005905","1","0","0","0","100590532"
"0","2","vo_ske_1006","vo_ske","33","0","1005905","0","0","0","0","100590533"
"0","1","0","0","34","0.566","1005905","0","7","0","47","100590534"
"1.552","4","0","0","35","0","1005905","1","0","0","0","100590535"
"0","1","0","0","36","2.318","1005905","0","7","47","362","100590536"
"3.724","4","0","0","37","0","1005905","1","0","0","0","100590537"
"0","1","0","0","38","2.077","1005905","0","8","0","260","100590538"
"2.729","4","0","0","39","0","1005905","1","0","0","0","100590539"
"0","1","0","0","40","0.66","1005905","0","8","260","327","100590540"
"2.832","4","0","0","41","0","1005905","1","0","0","0","100590541"
"0","2","vo_ske_1007","vo_ske","42","0","1005905","0","0","0","0","100590542"
"0","1","0","0","43","0.608","1005905","0","9","0","60","100590543"
"1.363","4","0","0","44","0","1005905","1","0","0","0","100590544"
"0","1","0","0","45","1.493","1005905","0","9","60","179","100590545"
"2.007","4","0","0","46","0","1005905","1","0","0","0","100590546"
"0","1","0","0","47","1.437","1005905","0","9","179","387","100590547"
"3.22","4","0","0","48","0","1005905","1","0","0","0","100590548"
"0","2","vo_ske_1008","vo_ske","49","0","1005905","0","0","0","0","100590549"
"0","1","0","0","50","1.2","1005905","0","10","0","133","100590550"
"2.4","4","0","0","51","0","1005905","1","0","0","0","100590551"
"0","1","0","0","52","1.5","1005905","0","10","133","347","100590552"
"1.5","4","0","0","53","0","1005905","1","0","0","0","100590553"
"0","1","0","0","54","0.4","1005905","0","11","0","104","100590554"
"2.7","4","0","0","55","0","1005905","1","0","0","0","100590555"
"0","1","0","0","56","1.6","1005905","0","11","104","331","100590556"
"3.7","4","0","0","57","0","1005905","1","0","0","0","100590557"
"0","2","vo_ske_1009","vo_ske","58","0","1005905","0","0","0","0","100590558"
"0","1","0","0","59","2.9","1005905","0","12","0","345","100590559"
"4","4","0","0","60","0","1005905","1","0","0","0","100590560"
"0","1","0","0","61","1.6","1005905","0","13","0","216","100590561"
"3.6","4","0","0","62","0","1005905","1","0","0","0","100590562"
"0","2","vo_ske_1010","vo_ske","63","0","1005905","0","0","0","0","100590563"
"0","1","0","0","64","0.7","1005905","0","14","0","121","100590564"
"2.1","4","0","0","65","0","1005905","1","0","0","0","100590565"
"0","1","0","0","66","1.9","1005905","0","14","121","360","100590566"
"4.4","4","0","0","67","0","1005905","1","0","0","0","100590567"
"0.8","4","0","0","1","0","1005906","1","0","0","0","100590601"
"0","2","vo_ske_1101","vo_ske","2","0","1005906","0","0","0","0","100590602"
"0","1","0","0","3","1","1005906","0","1","0","121","100590603"
"1.7","4","0","0","4","0","1005906","1","0","0","0","100590604"
"0","1","0","0","5","0.6","1005906","0","1","121","211","100590605"
"1.5","4","0","0","6","0","1005906","1","0","0","0","100590606"
"0","1","0","0","7","0.9","1005906","0","1","211","280","100590607"
"1.5","4","0","0","8","0","1005906","1","0","0","0","100590608"
"0","1","0","0","9","1.6","1005906","0","2","0","135","100590609"
"3.6","4","0","0","10","0","1005906","1","0","0","0","100590610"
"0","2","vo_ske_1102","vo_ske","11","0","1005906","0","0","0","0","100590611"
"0","1","0","0","12","0.9","1005906","0","2","135","260","100590612"
"1.8","4","0","0","13","0","1005906","1","0","0","0","100590613"
"0","1","0","0","14","0.7","1005906","0","2","260","320","100590614"
"1.9","4","0","0","15","0","1005906","1","0","0","0","100590615"
"0","1","0","0","16","0.2","1005906","0","2","320","346","100590616"
"1.5","4","0","0","17","0","1005906","1","0","0","0","100590617"
"0","1","0","0","18","2.1","1005906","0","3","0","190","100590618"
"4.1","4","0","0","19","0","1005906","1","0","0","0","100590619"
"0","2","vo_ske_1103","vo_ske","20","0","1005906","0","0","0","0","100590620"
"0","1","0","0","21","1.7","1005906","0","3","190","387","100590621"
"2.5","4","0","0","22","0","1005906","1","0","0","0","100590622"
"0","1","0","0","23","1.197","1005906","0","4","0","139","100590623"
"1.72","4","0","0","24","0","1005906","1","0","0","0","100590624"
"0","1","0","0","25","1.735","1005906","0","4","139","347","100590625"
"4.154","4","0","0","26","0","1005906","1","0","0","0","100590626"
"0","2","vo_ske_1104","vo_ske","27","0","1005906","0","0","0","0","100590627"
"0","1","0","0","28","2.4","1005906","0","5","0","292","100590628"
"3.1","4","0","0","29","0","1005906","1","0","0","0","100590629"
"0","1","0","0","30","0.7","1005906","0","5","292","355","100590630"
"0.7","4","0","0","31","0","1005906","1","0","0","0","100590631"
"0","1","0","0","32","1.2","1005906","0","6","0","153","100590632"
"1.8","4","0","0","33","0","1005906","1","0","0","0","100590633"
"0","1","0","0","34","1.2","1005906","0","6","153","289","100590634"
"3.8","4","0","0","35","0","1005906","1","0","0","0","100590635"
"0","2","vo_ske_1105","vo_ske","36","0","1005906","0","0","0","0","100590636"
"0","1","0","0","37","0.8","1005906","0","7","0","92","100590637"
"1.4","4","0","0","38","0","1005906","1","0","0","0","100590638"
"0","1","0","0","39","1.1","1005906","0","7","92","230","100590639"
"2.1","4","0","0","40","0","1005906","1","0","0","0","100590640"
"0","1","0","0","41","1.3","1005906","0","7","260","384","100590641"
"1.3","4","0","0","42","0","1005906","1","0","0","0","100590642"
"0","1","0","0","43","0.4","1005906","0","8","0","55","100590643"
"1.9","4","0","0","44","0","1005906","1","0","0","0","100590644"
"0","1","0","0","45","1.152","1005906","0","8","55","177","100590645"
"1.561","4","0","0","46","0","1005906","1","0","0","0","100590646"
"0","1","0","0","47","1.273","1005906","0","8","177","355","100590647"
"3.32","4","0","0","48","0","1005906","1","0","0","0","100590648"
"0","2","vo_ske_1106","vo_ske","49","0","1005906","0","0","0","0","100590649"
"0","1","0","0","50","2.7","1005906","0","9","0","300","100590650"
"3.8","4","0","0","51","0","1005906","1","0","0","0","100590651"
"0","1","0","0","52","0.894","1005906","0","10","0","79","100590652"
"1.455","4","0","0","53","0","1005906","1","0","0","0","100590653"
"0","1","0","0","54","1.334","1005906","0","10","79","263","100590654"
"3.699","4","0","0","55","0","1005906","1","0","0","0","100590655"
"0","2","vo_ske_1107","vo_ske","56","0","1005906","0","0","0","0","100590656"
"0","1","0","0","57","1.7","1005906","0","11","0","210","100590657"
"2.8","4","0","0","58","0","1005906","1","0","0","0","100590658"
"0","1","0","0","59","1.364","1005906","0","12","0","183","100590659"
"3.365","4","0","0","60","0","1005906","1","0","0","0","100590660"
"0","2","vo_ske_1108","vo_ske","61","0","1005906","0","0","0","0","100590661"
"0","1","0","0","62","0.6","1005906","0","13","0","85","100590662"
"2.4","4","0","0","63","0","1005906","1","0","0","0","100590663"
"0","2","vo_ske_1109","vo_ske","64","0","1005906","0","0","0","0","100590664"
"0","1","0","0","65","1","1005906","0","14","0","122","100590665"
"2","4","0","0","66","0","1005906","1","0","0","0","100590666"
"0","1","0","0","67","1","1005906","0","14","122","212","100590667"
"3.5","4","0","0","68","0","1005906","1","0","0","0","100590668"
