79f121bd427219bb75a6eb2d99220aedde7ab6169e463f0fad1508e004870c59,e2ed62c0431f2ccf770e879917384a5661b9d2d46dfa3cc9638454d355544707,fd4bb8976b22e6b279bbbf1ec8cdb073f961263839fdad263b2a159b8d6e000b,5028ce31eff3664b1ac2ca63e1476ebaaab03e55ef00f43a18e94dc29b1f5240,e83c3ed6359a2afc4e5806be43e616c7adf2d2aef778f6a604103a469b8a15ea,75f1f7e66c347a06a00a6653ffdc2976bc1782de456911042bc4bc7ed56a1832,379a17e48da2708880d7e3e44f64f25f2511deabed21d14bf05eefb66f4fe64e,8b73ab30468169f72c09df355747a1533e9aac5e777dbb56096d5194553d0fb4,284e2737db358fe9fd2c39b9924a627fa81f367e0980c963bf67af129ecc6d3d,7a52b401fdd325cca3b1e57d43af97189002d1cdecbdc272c44e14428101ad7f
"でんせん","1","0","0","でんぷん","でこぴん","0","0","2320009","でんきん"
"960","1","0","0","720","340","0","0","2320010","360"
"2分の1","1","0","0","8分の1","4分の1","0","0","2320011","6分の1"
"コタンジェント","1","0","0","タンジェント","コサイン","0","0","2320013","サイン"
"引き算の答え","1","0","0","割り算の答え","足し算の答え","0","0","2320014","かけ算の答え"
"水素液","1","0","0","ヨウ素液","炭素液","0","0","2320016","臭素液"
"ドルトンの法則","1","0","0","キルヒホッフの法則","ヘスの法則","0","0","2320017","ヘンリーの法則"
"ばった座","1","0","0","はえ座","ちょう座","0","0","2320018","とんぼ座"
"月","1","0","0","太陽","木星","0","0","2320020","地球"
"秋","1","0","0","冬","夏","0","0","2320021","春"
"バリウム","1","0","0","ヘリウム","トリウム","0","0","2320022","カリウム"
"フオン","1","0","0","ネオン","トオン","0","0","2320025","イオン"
"自然対数","1","0","0","整数","総数","0","0","2320026","小数"
"フラダンス","1","0","0","インピーダンス","ソシアルダンス","0","0","2320029","リンボーダンス"
"水溶銀","1","0","0","水銀","水化銀","0","0","2320030","純銀"
"12回","1","0","0","2回","4回","0","0","2320031","1回"
"海流","1","0","0","月","地熱","0","0","2320032","魚群"
"Ne","1","0","0","Na","Nt","0","0","2320033","N"
"Ka","1","0","0","Ca","Cl","0","0","2320034","K"
"結膜","1","0","0","結晶","結節","0","0","2320035","結氷"
"4回","1","0","0","1回","3回","0","0","2320036","2回"
"分姉","1","0","0","分母","分兄","0","0","2320037","分父"
"炭素","1","0","0","酸素","臭素","0","0","2320040","水素"
"伏火山","1","0","0","死火山","弱火山","0","0","2320041","休火山"
"アスガスト","1","0","0","アスベスト","アスミスト","0","0","2320042","アスラスト"
"シグマ","1","0","0","デルタ","ゼータ","0","0","2320043","ガンマ"
"しし座","1","0","0","みずがめ座","かに座","0","0","2320044","さそり座"
"かに座","1","0","0","しし座","さそり座","0","0","2320045","みずがめ座"
"面","1","0","0","母線","辺","0","0","2320046","頂点"
"7","1","0","0","2","5","0","0","2320049","3"
"33キロ","1","0","0","25キロ","20キロ","0","0","2320050","15キロ"
"無線","1","0","0","前線","電線","0","0","2320051","点線"
"チタン","1","0","0","アルミニウム","ニッケル","0","0","2320053","鉄"
"超新星","1","0","0","惑星","衛星","0","0","2320054","恒星"
"日付","1","0","0","季節","時間","0","0","2320056","昼夜"
"シューズ","1","0","0","ヒューズ","リューズ","0","0","2320057","ミューズ"
"白","1","0","0","緑","青","0","0","2320058","赤"
"ジュール","1","0","0","ニュートン","トル","0","0","2320059","パスカル"
"インターセクション","1","0","0","インテグラル","コンビネーション","0","0","2320060","ファクトリアル"
"16本","1","0","0","2本","4本","0","0","2320061","1本"
"ペコリーヌ","1","0","0","全員同じ","キョウカ","0","0","2321001","リマ"
"ランドソル","1","0","0","オーマ","セントールス","0","0","2321002","オーエド"
"エルビス島","1","0","0","セントールス","オーエド","0","0","2321003","オーマ"
"サレンディア","1","0","0","オーエド","セントールス","0","0","2321004","オーマ"
"1500","1","0","0","2500","1000","0","0","2321005","2000"
"アルキン","1","0","0","アルベド","アルガン","0","0","2330001","アルヘナ"
"22","1","0","0","18","20","0","0","2330002","16"
"おひつじ座","1","0","0","おうし座","みずがめ座","0","0","2330004","しし座"
"ベテルギウス","1","0","0","アークトゥルス","カノープス","0","0","2330005","シリウス"
"土星","1","0","0","天王星","木星","0","0","2330007","海王星"
"カオリナイト","1","0","0","モアサナイト","マイカナイト","0","0","2330008","ベントナイト"
"いもり座","1","0","0","とかげ座","かえる座","0","0","2330010","やもり座"
"DC","1","0","0","AC","CC","0","0","2330011","BC"
"どちらも白くなる","1","0","0","青色が赤くなる","どちらも変化しない","0","0","2330012","赤色が青くなる"
"内心","1","0","0","重心","垂心","0","0","2330015","外心"
"青","1","0","0","緑","透明","0","0","2330016","橙"
"13本","1","0","0","9本","7本","0","0","2330017","5本"
"9戦目","1","0","0","31戦目","23戦目","0","0","2330018","16戦目"
"みなみのひしがた座","1","0","0","みなみのさんかく座","みなみのしかく座","0","0","2330020","みなみのまる座"
"アンタレス","1","0","0","ポルックス","ベクルックス","0","0","2330021","アクルックス"
"アイスキュロス座","1","0","0","アンドロメダ座","アンドロイド座","0","0","2330022","アンドロギュノス座"
"インターナショナリズム","1","0","0","サーカディアンリズム","ポリリズム","0","0","2330023","オリエンタリズム"
"自然化石","1","0","0","示相化石","歯石化石","0","0","2330024","示準化石"
"リヤー","1","0","0","スカラー","ミュラー","0","0","2330026","ラスカー"
"ダイヤモンド","1","0","0","アンモニア","銀","0","0","2330027","アセチレン"
"993","1","0","0","997","991","0","0","2330028","989"
"パフトキシン","1","0","0","アスタキサンチン","テトロドトキシン","0","0","2330029","イクシオトキシン"
"ヘンリー","1","0","0","コンダクタンス","ジーメンス","0","0","2330030","インダクタンス"
"デルタ","1","0","0","シグマ","ガンマ","0","0","2330031","ラムダ"
"おおいぬ座","1","0","0","こぐま座","こいぬ座","0","0","2330032","おおぐま座"
"マグネシウム","1","0","0","カルシウム","ナトリウム","0","0","2330033","カリウム"
"白亜紀","1","0","0","ペルム紀","ジュラ紀","0","0","2330034","三畳紀"
"ロジウム","1","0","0","テクネチウム","テルル","0","0","2330035","モリブデン"
"マグカップ","1","0","0","フォッサマグナ","マグナカルタ","0","0","2330036","アルスマグナ"
"タシロスコープ","1","0","0","オシロスコープ","ムシロスコープ","0","0","2330037","ヤシロスコープ"
"1銭","1","0","0","1分","1尺","0","0","2330038","1里"
"1013気圧","1","0","0","1気圧","10気圧","0","0","2330040","0気圧"
"SiO2","1","0","0","NaCl","MgO","0","0","2330041","NaOH"
"1個","1","0","0","2個","4個","0","0","2330042","3個"
"9","1","0","0","10","8","0","0","2330043","7"
"水素","1","0","0","酸素","二酸化炭素","0","0","2330045","窒素"
"木星","1","0","0","金星","月","0","0","2330047","地球"
"ヒートアイランド現象","1","0","0","ブロッケン現象","クリープ現象","0","0","2330048","スプロール現象"
"交点","1","0","0","作用点","力点","0","0","2330049","支点"
"ビューン現象","1","0","0","フェーン現象","デューン現象","0","0","2330051","ジェーン現象"
"月","1","0","0","太陽","火星","0","0","2330053","水星"
"対流圏","1","0","0","成層圏","中間圏","0","0","2330056","熱圏"
"土星","1","0","0","金星","火星","0","0","2330057","水星"
"偉分数","1","0","0","仮分数","倍分数","0","0","2330058","偽分数"
"7分の1","1","0","0","6分の1","5分の1","0","0","2330061","4分の1"
"オーエド海岸","1","0","0","マルジェン海岸","ブリザ海岸","0","0","2331001","ミステリオン海岸"
"3","1","0","0","4.5","5","0","0","2331002","4"
"モニカ","1","0","0","マコト","コッコロ","0","0","2331003","アキノ"
"ジュノー湿地","1","0","0","ドロテア湿地","タリア湿地","0","0","2331004","ナンセイ湿地"
"フテラ岬","1","0","0","プロピーナ岬","エスタ岬","0","0","2331005","カウダ岬"
"ワンマンバス","1","0","0","ユニットバス","路線バス","0","0","2410002","シャトルバス"
"潜水艦","1","0","0","新幹線","救急車","0","0","2410003","自転車"
"メタボットシンドローム","1","0","0","メタボリックシンドローム","メタボンスシンドローム","0","0","2410004","メタボライズシンドローム"
"ネットドライビング","1","0","0","ネットサーフィン","ネットランニング","0","0","2410005","ネットサイクリング"
"ハッキング","1","0","0","ストリーミング","サミング","0","0","2410006","ショールーミング"
"水ファイバー","1","0","0","光ファイバー","炎ファイバー","0","0","2410007","闇ファイバー"
"新人ドライバー","1","0","0","ペーパードライバー","若手ドライバー","0","0","2410008","初心者ドライバー"
"チューリップ","1","0","0","カーネーション","エーデルワイス","0","0","2410009","スイートピー"
"お察し","1","0","0","お通し","お達し","0","0","2410011","お直し"
"バスドーナッツ","1","0","0","シャンプーハット","アイガード","0","0","2410012","バブルレス"
"夜更し","1","0","0","夜泣き","夜逃げ","0","0","2410014","夜なべ"
"山","1","0","0","花火","海","0","0","2410015","プール"
"カルテット","1","0","0","カルテ","タルト","0","0","2410016","フォルテ"
"正距方位図法","1","0","0","遠近法","近近法","0","0","2410017","遠遠法"
"鎧","1","0","0","ヘルメット","チャイルドシート","0","0","2410018","シートベルト"
"緊急集会","1","0","0","株主総会","特別総会","0","0","2410019","株主集会"
"天下御免","1","0","0","天地無用","天地有情","0","0","2410020","上下無用"
"人間サッグ","1","0","0","人間ドック","人間ピッグ","0","0","2410022","人間タッグ"
"自動車教養所","1","0","0","自動車教習所","自動車教会所","0","0","2410024","自動車教育所"
"気球","1","0","0","ヘリコプター","グライダー","0","0","2410025","飛行機"
"クライミングウォール","1","0","0","ファイアウォール","チャイニーズウォール","0","0","2410026","グレートウォール"
"エコロジータイム","1","0","0","サマータイム","ホットタイム","0","0","2410027","スプリングタイム"
"ブルーシート","1","0","0","シルバーシート","グリーンシート","0","0","2410028","ゴールドシート"
"金太郎飴","1","0","0","千歳飴","ニッキ飴","0","0","2410030","べっこう飴"
"ぐん針","1","0","0","まち針","けん針","0","0","2410031","むら針"
"冬","1","0","0","夏","春","0","0","2410032","秋"
"牛乳瓶","1","0","0","魔法瓶","火炎瓶","0","0","2410033","花瓶"
"鏡下げ","1","0","0","鏡開き","鏡上げ","0","0","2410036","鏡閉じ"
"スパゲッティ交差点","1","0","0","スクランブル交差点","スピーディー交差点","0","0","2410037","ストロング交差点"
"俳句が趣味","1","0","0","子育てに積極的","いつも外出している","0","0","2410038","イクラが大好き"
"不幸の手紙","1","0","0","年賀状","暑中見舞い","0","0","2410039","残暑見舞い"
"おとうさん","1","0","0","おじいさん","おかあさん","0","0","2410040","おばあさん"
"ゴッドクッキー","1","0","0","フォーチュンクッキー","ラッキークッキー","0","0","2410041","ペーパークッキー"
"いぶりがっこ","1","0","0","きりたんぽ","しょっつる","0","0","2410042","まげわっぱ"
"輪切り","1","0","0","みじん切り","せん切り","0","0","2410048","乱切り"
"しお胡椒","1","0","0","ゆず胡椒","くろ胡椒","0","0","2410050","しろ胡椒"
"卵焼き","1","0","0","たい焼き","いか焼き","0","0","2410051","たこ焼き"
"味が無くなる","1","0","0","水分が出てくる","ボロボロ崩れる","0","0","2410052","赤く変色する"
"もみじ","1","0","0","れんげ","すみれ","0","0","2410053","さくら"
"タケノコ","1","0","0","牛肉","ツナ","0","0","2410054","グリンピース"
"ソーサー","1","0","0","デミタス","タンブラー","0","0","2410055","ジョッキ"
"水ようかん","1","0","0","くず餅","きんつば","0","0","2410056","ぜんざい"
"きしめん","1","0","0","そば","ラーメン","0","0","2410057","うどん"
"プレーンオムレツ","1","0","0","スクランブルエッグ","サニーサイドアップ","0","0","2410058","ポーチドエッグ"
"サラ","1","0","0","ネタ","ガリ","0","0","2410059","サビ"
"ムシエラルゴ商社","1","0","0","メルクリウス財団","メイケオール結社","0","0","2411001","マリネリウス財閥"
"レッツ！テオゴニア！","1","0","0","キャラバン","アドベンチャー","0","0","2411002","オニギリすごろく"
"ソル","1","0","0","ルピ","マナ","0","0","2411003","ジュエル"
"リノ","1","0","0","アユミ","タマキ","0","0","2411004","スズメ"
"デイリー帳","1","0","0","予定帳","予定表","0","0","2411005","一括スキップ"
"金髪","1","0","0","白髪","黒髪","0","0","2420001","茶髪"
"気象予言士","1","0","0","気象予報士","気象予告士","0","0","2420002","気象予想士"
"ジェネシス","1","0","0","ジェネリック","ジェネラル","0","0","2420003","ジェネレーション"
"9","1","0","0","7","3","0","0","2420004","1"
"はかま","1","0","0","コースター","茶托","0","0","2420005","ソーサー"
"作戦会議","1","0","0","井戸端会議","世間話会議","0","0","2420006","お茶の間会議"
"八部衆","1","0","0","七福神","十二神将","0","0","2420008","四天王"
"WT","1","0","0","WC","TO","0","0","2420009","TW"
"延長保険","1","0","0","終身保険","終期保険","0","0","2420011","終末保険"
"パタンナー","1","0","0","ドナー","グレーダー","0","0","2420012","レシピエント"
"司法書士","1","0","0","検察官","弁護士","0","0","2420013","裁判官"
"クリスマスイブ","1","0","0","大晦日","春分の日","0","0","2420014","元旦"
"イグアス式海岸","1","0","0","リアス式海岸","リアル式海岸","0","0","2420016","シワス式海岸"
"さら梅雨","1","0","0","から梅雨","ばら梅雨","0","0","2420017","たら梅雨"
"かんがい","1","0","0","冷害","氷害","0","0","2420018","水害"
"ボールボーイ","1","0","0","ベルボーイ","カウボーイ","0","0","2420019","トムボーイ"
"アイスクリーム","1","0","0","ドーナツ","クレープ","0","0","2420020","ケーキ"
"216回","1","0","0","108回","54回","0","0","2420021","27回"
"デノミネーション","1","0","0","インフレーション","スタグネーション","0","0","2420023","デフレーション"
"忍法試験","1","0","0","司法試験","違法試験","0","0","2420025","憲法試験"
"乾燥している地域","1","0","0","雪の多い地域","海に近い地域","0","0","2420028","気温の高い地域"
"地震が起こる状態","1","0","0","人口が減った状態","面積が狭い状態","0","0","2420029","気温が低い状態"
"クリーニングボウル","1","0","0","フィンガーボウル","サラダボウル","0","0","2420030","ウォッシュボウル"
"※","1","0","0","！","！？","0","0","2420031","？"
"どれも同じ","1","0","0","大さじ","茶さじ","0","0","2420032","小さじ"
"美容師専門","1","0","0","ペット専門","役者専門","0","0","2420033","子供専門"
"ハリメグラス","1","0","0","ステンドグラス","オペラグラス","0","0","2420035","サングラス"
"葛粉","1","0","0","片栗粉","白玉粉","0","0","2420036","小麦粉"
"みがきにしん","1","0","0","くさや","アンチョビ","0","0","2420039","しょっつる"
"羊","1","0","0","牛","鶏","0","0","2420040","豚"
"縁","1","0","0","塩","鉛","0","0","2420042","煙"
"蒸し餃子","1","0","0","水餃子","焼き餃子","0","0","2420046","揚げ餃子"
"ワイングラス","1","0","0","レモングラス","ステンドグラス","0","0","2420048","ビールグラス"
"大豆","1","0","0","米","小麦","0","0","2420049","ジャガイモ"
"羊肉","1","0","0","鶏肉","豚肉","0","0","2420051","牛肉"
"ねぎ","1","0","0","卵","かきあげ","0","0","2420052","鶏肉"
"秋","1","0","0","夏","春","0","0","2420053","冬"
"12cc","1","0","0","5cc","3cc","0","0","2420054","10cc"
"シロ","1","0","0","シャリ","ムラサキ","0","0","2420055","アガリ"
"カプサイシン","1","0","0","カプチーノ","カプレーゼ","0","0","2420056","カプリチオ"
"冷や奴","1","0","0","炒め物","味噌汁","0","0","2420057","揚げ物"
"気球巻き","1","0","0","軍艦巻き","馬車巻き","0","0","2420058","客船巻き"
"日本酒","1","0","0","緑茶","焼酎","0","0","2420059","麦茶"
"ミディアム","1","0","0","レア","ミディアムレア","0","0","2420060","ウェルダン"
"ストロベリージャム","1","0","0","ホイップクリーム","ソーセージ","0","0","2420061","マシュマロ"
"Connecting Happy！！","1","0","0","Mirage Game","Lost Princess","0","0","2421001","Precious Journey"
"つなぐもの","1","0","0","茜色の寄り道","Connecting Happy！！","0","0","2421002","Precious Journey"
"2人","1","0","0","5人","4人","0","0","2421003","3人"
"フィッシャーマン・ジーク","1","0","0","カズマサ","カズヒコ","0","0","2421004","マサカズ"
"魔物","1","0","0","お菓子","木材","0","0","2421005","鉄"
"DOS","1","0","0","CPU","SSD","0","0","2430001","GPS"
"抱き枕","1","0","0","北枕","腕枕","0","0","2430002","膝枕"
"6．6平方メートル","1","0","0","3．3平方メートル","5．5平方メートル","0","0","2430003","4．4平方メートル"
"10親等","1","0","0","6親等","9親等","0","0","2430004","3親等"
"B4","1","0","0","B5","A4","0","0","2430005","A3"
"パタンナー","1","0","0","レシピエント","グレーダー","0","0","2430006","ドナー"
"遺愛分","1","0","0","遺留分","遺令分","0","0","2430007","遺訓分"
"銀行","1","0","0","保健所","税務署","0","0","2430008","小学校"
"火災保険 ","1","0","0","自賠責保険","家族傷害保険","0","0","2430009","個人年金保険"
"固定電話","1","0","0","水道","電気","0","0","2430010","ガス"
"遠くの病院でもらう薬","1","0","0","周りを糖分でくるんだ薬","高くてなかなか手に入らない薬","0","0","2430011","すぐに効き目が出る薬"
"確定資産","1","0","0","流動資産","行動資産","0","0","2430015","固定資産"
"銀婚式","1","0","0","成人式","敬老の日","0","0","2430016","誕生日"
"カマキリ講","1","0","0","ネズミ講","クラゲ講","0","0","2430017","カラス講"
"B5","1","0","0","A3","B4","0","0","2430018","A4"
"指示標識","1","0","0","規制標識","警戒標識","0","0","2430019","案内標識"
"亜寒帯","1","0","0","岩田帯","時間帯","0","0","2430020","眼帯"
"20キロ","1","0","0","30キロ","40キロ","0","0","2430021","50キロ"
"割引チケットの色","1","0","0","ナンバープレートの色","運転手の制服の色","0","0","2430022","車体の色"
"夏至","1","0","0","節分","土用","0","0","2430023","立春"
"0人","1","0","0","2人","3人","0","0","2430024","1人"
"NUMBER","1","0","0","ROUTE","COUNTRY","0","0","2430025","ROAD"
"印鑑登録証明書","1","0","0","戸籍謄本","課税証明書","0","0","2430026","住民票"
"御内儀","1","0","0","御手洗","御洗浄","0","0","2430027","御不浄"
"藪入り","1","0","0","お国入り","お蔵入り","0","0","2430028","都入り"
"牢獄","1","0","0","疑獄","地獄","0","0","2430029","脱獄"
"東","1","0","0","北西","北","0","0","2430030","北東"
"いきさつ","1","0","0","おさつ","ひっさつ","0","0","2430031","ぼさつ"
"育児手帳","1","0","0","母子健康手帳","臨月手帳","0","0","2430032","子宝手帳"
"つつじ肉","1","0","0","さくら肉","ぼたん肉","0","0","2430034","もみじ肉"
"キャッチャー液","1","0","0","バッター液","ライト液","0","0","2430041","ピッチャー液"
"ジンギスカン","1","0","0","すきやき","肉じゃが","0","0","2430042","しゃぶしゃぶ"
"白菜","1","0","0","しらたき","シイタケ","0","0","2430043","長ネギ"
"コンニャクイモ","1","0","0","サツマイモ","サトイモ","0","0","2430044","ジャガイモ"
"サトイモ","1","0","0","コンニャクイモ","ジャガイモ","0","0","2430046","サツマイモ"
"イワシ","1","0","0","カツオ","シャケ","0","0","2430047","マグロ"
"イルカ","1","0","0","サメ","マグロ","0","0","2430048","クジラ"
"オクラ","1","0","0","ネギ","ハクサイ","0","0","2430049","ダイコン"
"泥水","1","0","0","塩水","酢","0","0","2430052","真水"
"ピーカン","1","0","0","ピータン","ピタパン","0","0","2430053","ピーターパン"
"パテ","1","0","0","ピューレ","スフレ","0","0","2430054","グラッセ"
"プラリネ","1","0","0","クルトン","エシャロット","0","0","2430056","テリーヌ"
"樫むき","1","0","0","桂むき","松むき","0","0","2430058","杉むき"
"きんつば","1","0","0","ういろう","わらび餅","0","0","2430060","ようかん"
"ブイヤベース","1","0","0","パエリア","オムレツ","0","0","2430061","ラザニア"
"裸の冒険者","1","0","0","冒険への初立","冒険の始まり","0","0","2431001","駆けだしの冒険者"
"美の伝道者","1","0","0","ユキの審美会","ユキのビューティーチェック","0","0","2431002","美の饗宴"
"断崖の遺跡","1","0","0","毒瘴の闇稜","蒼海の孤塔","0","0","2431003","緑竜の骸嶺"
"ノウェムの過ぎ去りし日々","1","0","0","追想のデフラグ","追憶のメモリー","0","0","2431004","ムイミの思い出"
"フェアリーテイルは夢の中","1","0","0","私色STORY","Seize The Day！","0","0","2431005","GREEDY LOVE"
"フォックス","1","0","0","フォルテ","フィーネ","0","0","2510003","ファイン"
"ビオラ","1","0","0","コントラバス","バイオリン","0","0","2510004","チェロ"
"i","1","0","0","f","d","0","0","2510005","g"
"第一バイオリン","1","0","0","指揮者","最年長","0","0","2510006","作曲者"
"このあいだはどうも","1","0","0","しばらく","ひさしぶり","0","0","2510007","ごぶさた"
"Create Voice","1","0","0","Character Voice","Commercial Voice","0","0","2510008","Cuter Voice"
"バンドルソフト","1","0","0","ローンチソフト","スタートソフト","0","0","2510009","キラーソフト"
"ちょこ毛","1","0","0","アホ毛","盛り髪","0","0","2510010","縦ロール"
"どれも同じ","1","0","0","オセロ","チェス","0","0","2510012","将棋"
"歩兵","1","0","0","王将","角行","0","0","2510013","飛車"
"爆風","1","0","0","木枯らし","北風","0","0","2510014","そよ風"
"モンスーン","1","0","0","スコール","タイフーン","0","0","2510015","ハリケーン"
"ふち","1","0","0","しけ","とろ","0","0","2510016","なぎ"
"ベビン","1","0","0","ボビン","ブビン","0","0","2510018","バビン"
"クリミア","1","0","0","カシミア","プレミア","0","0","2510019","ボヘミア"
"ボディーソープ","1","0","0","トリートメント","リンス","0","0","2510022","シャンプー"
"マラカス","1","0","0","マスカラ","ヒトカラ","0","0","2510023","チーク"
"スカッド","1","0","0","ステッチ","スリット","0","0","2510025","ステップ"
"バイト","1","0","0","バイヤー","バイプレーヤー","0","0","2510027","バインダー"
"井戸水","1","0","0","硬水","上水","0","0","2510028","軟水"
"リインカーネーション","1","0","0","ポルターガイスト","エクトプラズム","0","0","2510029","テンプテーション"
"将棋の駒","1","0","0","サイコロ","麻雀牌","0","0","2510030","トランプ"
"五目並べ","1","0","0","囲碁","麻雀","0","0","2510031","将棋"
"ライフハザード","1","0","0","モラルハザード","マネーハザード","0","0","2510032","バイオハザード"
"ハッパ","1","0","0","バラン","ラパン","0","0","2510033","バリン"
"包丁をさびつかせる","1","0","0","包丁を軽く温める","包丁を油まみれにする","0","0","2510035","包丁をよく冷やす"
"リュリュ","1","0","0","シュシュ","キュキュ","0","0","2510038","チュチュ"
"プリーツ","1","0","0","デニール","ストール","0","0","2510039","パニール"
"除算液","1","0","0","除光液","除名液","0","0","2510040","除湿液"
"ミラージュ","1","0","0","ルージュ","コサージュ","0","0","2510041","ベージュ"
"アンチドレッシング","1","0","0","アンチエイジング","アンチクレンジング","0","0","2510042","アンチクルージング"
"フルハウス","1","0","0","ワンペア","フラッシュ","0","0","2510043","スリーカード"
"チー","1","0","0","ツモ","ポン","0","0","2510044","ロン"
"5月5日","1","0","0","8月8日","6月6日","0","0","2510046","7月7日"
"D","1","0","0","C","B","0","0","2510047","A"
"頭打ち","1","0","0","峰打ち","舌打ち","0","0","2510048","耳打ち"
"タンカー","1","0","0","タクシー","深夜バス","0","0","2510050","トラック"
"キリ","1","0","0","ヒマワリ","キク","0","0","2510051","タチバナ"
"高価な食材の順番","1","0","0","使っている量の多い順番","カロリーの高い順番","0","0","2510053","味の強い順番"
"セットリスト","1","0","0","フライヤー","プレイヤー","0","0","2510054","ドライヤー"
"ドリームジャスティス","1","0","0","ディスクジョッキー","ダンスジョグ","0","0","2510056","デジタルジョーカー"
"バク転","1","0","0","暗転","回転","0","0","2510057","側転"
"ブロードバンド","1","0","0","ブラスバンド","ハズバンド","0","0","2510058","ビッグバンド"
"角","1","0","0","歩","銀","0","0","2510059","金"
"エンカ音","1","0","0","ラップ音","ロック音","0","0","2510060","ジャズ音"
"体育館","1","0","0","プール","保健室","0","0","2511001","職員室"
"3.5","1","0","0","5.5","6.5","0","0","2511002","4.5"
"サレン","1","0","0","ヒヨリ","シオリ","0","0","2511003","レイ"
"ちぇる～ん☆チエルちゃん","1","0","0","おしゃべりチエルちゃん","いつでもチエルちゃん","0","0","2511004","どこでもチエルちゃん"
"タワー・オブ・クレジッタ","1","0","0","クレジッタ・タワー","クレジッタ・ビルディング","0","0","2511005","リッチモンド・タワー"
"6月22日","1","0","0","7月2日","7月7日","0","0","2520001","6月27日"
"髪切り","1","0","0","骨切り","身切り","0","0","2520002","皮切り"
"はなし","1","0","0","にぎり","まわし","0","0","2520004","さわり"
"天狗鉤","1","0","0","自在鉤","自分鉤","0","0","2520006","自由鉤"
"チョチョ","1","0","0","チュチュ","チェチェ","0","0","2520007","チャチャ"
"ヘアーフィッシング","1","0","0","フライフィッシング","ヘビーフィッシング","0","0","2520009","ライトフィッシング"
"針","1","0","0","重り","浮き","0","0","2520010","糸"
"静語り","1","0","0","素語り","直語り","0","0","2520011","生語り"
"支点","1","0","0","野点","屋点","0","0","2520012","露点"
"ブリッジ","1","0","0","フリンジ","グランジ","0","0","2520013","ステージ"
"セレモニー","1","0","0","セレクトショップ","セールスランキング","0","0","2520015","セパレート"
"スコート","1","0","0","プルオーバー","オーバーニーソックス","0","0","2520016","レギンス"
"ポリッジ","1","0","0","グラノーラ","オートミール","0","0","2520018","コーンフレーク"
"プレイヤード","1","0","0","ティアード","ブリザード","0","0","2520020","ワイアード"
"テスティモニアル広告","1","0","0","サブリミナル広告","シズル広告","0","0","2520022","ティーザー広告"
"6本","1","0","0","4本","8本","0","0","2520023","5本"
"カルテット","1","0","0","クインテット","デュオ","0","0","2520024","トリオ"
"テノール","1","0","0","メゾソプラノ","バリトン","0","0","2520025","メゾアルト"
"ギンガム","1","0","0","アーガイル","タータン","0","0","2520026","マドラス"
"仏滅","1","0","0","先勝","大安","0","0","2520028","先負"
"U","1","0","0","R","T","0","0","2520029","S"
"将棋","1","0","0","囲碁","花札","0","0","2520033","麻雀"
"6月1日","1","0","0","8月1日","9月1日","0","0","2520034","7月1日"
"膝","1","0","0","足の裏","尻","0","0","2520035","まぶた"
"ぎゅうひ売り","1","0","0","ういろう売り","すあま売り","0","0","2520037","ようかん売り"
"サークル","1","0","0","バルーン","フレーム","0","0","2520038","クラウド"
"クラブのキング","1","0","0","ハートのキング","スペードのキング","0","0","2520039","ダイヤのキング"
"ラピスラズリ","1","0","0","アメシスト","ターコイズ","0","0","2520040","ルビー"
"御化暦","1","0","0","太陽暦 ","太陰暦","0","0","2520042","地球暦 "
"31年目","1","0","0","1年目","21年目","0","0","2520043","11年目"
"鎖編み","1","0","0","メリヤス編み","細編み","0","0","2520044","長編み"
"四暗刻","1","0","0","天和","大三元","0","0","2520045","字一色"
"ファイブカード","1","0","0","フラッシュ","フルハウス","0","0","2520047","ストレート"
"山","1","0","0","海","瀞","0","0","2520048","川"
"リシェ","1","0","0","サシェ","カシェ","0","0","2520049","ラシェ"
"南西","1","0","0","北東","北西","0","0","2520050","南東"
"クルクルネック","1","0","0","クルーネック","クルブシネック","0","0","2520051","クルーザーネック"
"ドールカラー","1","0","0","アースカラー","パールカラー","0","0","2520052","ピーチカラー"
"せっぱ","1","0","0","かっさ","せっさ","0","0","2520054","かっぱ"
"ピースオン","1","0","0","ロールオン","ページオン","0","0","2520055","キープオン"
"ストーカー","1","0","0","チョーカー","サイドカー","0","0","2520056","ウーファー"
"20組","1","0","0","26組","30組","0","0","2520058","24組"
"デュオ","1","0","0","カルテット","トリオ","0","0","2520059","クインテット"
"オシロスコープ","1","0","0","メトロノーム","バロメーター","0","0","2520060","クロノグラフ"
"きく","1","0","0","さす","のむ","0","0","2520061","うつ"
"至高のドラゴンテイルおでん","1","0","0","ゴールデン無限おにぎり","雲海の魔物肉","0","0","2521001","天露の金甘水"
"蜜","1","0","0","卵","肉","0","0","2521002","ご飯"
"弓","1","0","0","土鍋","だいじょぶマイフレンドくん1号","0","0","2521003","キャンプ道具"
"龍の翼","1","0","0","龍の卵","竜の翼","0","0","2521004","竜の卵"
"カヤと掃除をする","1","0","0","ホマレの部屋で写真を撮る","ホマレにいたずらをする","0","0","2521005","龍の卵をカジノ王から盗む"
"スーパータイピング","1","0","0","タッチタイピング","ノールックタイピング","0","0","2530001","シャドータイピング"
"スイートスポット","1","0","0","タイドプール","ソルトスポット","0","0","2530002","ソルトプール"
"シャークトゥース","1","0","0","ハウンドトゥース","キャメルトゥース","0","0","2530003","キャットトゥース"
"ニンジンカン","1","0","0","ナスカン","カボチャカン","0","0","2530004","イモカン"
