b7afd2488b2cc3b945bd487057dffc522b238bb010a862b150686397980dd5fb,5fbc23f130df322b969d60e1620b20b62dc83316ad7f9a7cefe3cbb927915399,c0296abb57e384c544741367a270d2ac02a00819bc8fdb6623ed7fe16a3a7e2d,b1eba76d41ef40f10944f481ed077df5ff6e1609eefc7e0d0d3f0df79ddb49dc,2af894d86094b3e6f05c17020a55671b910041da27395fdadf577dd082d2bd25
"280","18","92409320","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"281","17","92409320","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"282","9","92409320","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"283","16","92409330","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","闇属性ボーナス特大アップ"
"284","boss_def_lower_limit","92409330","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"285","boss_magic_def_lower_limit","92409330","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"286","18","92409330","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"287","17","92409330","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"288","9","92409330","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"289","16","92409340","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","闇属性ボーナス特大アップ"
"290","boss_def_lower_limit","92409340","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"291","boss_magic_def_lower_limit","92409340","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"292","18","92409340","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"293","17","92409340","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"294","9","92409340","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"295","15","92410010","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"296","boss_def_lower_limit","92410010","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"297","boss_magic_def_lower_limit","92410010","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"298","17","92410010","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"299","9","92410010","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"300","15","92410020","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"301","boss_def_lower_limit","92410020","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"302","boss_magic_def_lower_limit","92410020","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"303","17","92410020","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"304","9","92410020","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"305","15","92410030","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"306","boss_def_lower_limit","92410030","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"307","boss_magic_def_lower_limit","92410030","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"308","17","92410030","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"309","9","92410030","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"310","15","92410110","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"311","boss_def_lower_limit","92410110","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"312","boss_magic_def_lower_limit","92410110","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"313","boss_tp_down_cut","92410110","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"314","18","92410110","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"315","17","92410110","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"316","9","92410110","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"317","15","92410120","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"318","boss_def_lower_limit","92410120","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"319","boss_magic_def_lower_limit","92410120","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"320","boss_tp_down_cut","92410120","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"321","18","92410120","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"322","17","92410120","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"323","9","92410120","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"324","15","92410130","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"325","boss_def_lower_limit","92410130","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"326","boss_magic_def_lower_limit","92410130","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"327","boss_tp_down_cut","92410130","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"328","18","92410130","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"329","17","92410130","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"330","9","92410130","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"331","15","92410140","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"332","boss_def_lower_limit","92410140","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"333","boss_magic_def_lower_limit","92410140","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"334","boss_tp_down_cut","92410140","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"335","18","92410140","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"336","17","92410140","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"337","9","92410140","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"338","15","92410210","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"339","boss_def_lower_limit","92410210","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"340","boss_magic_def_lower_limit","92410210","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"341","boss_tp_down_cut","92410210","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"342","18","92410210","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"343","17","92410210","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"344","9","92410210","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"345","15","92410220","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"346","boss_def_lower_limit","92410220","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"347","boss_magic_def_lower_limit","92410220","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"348","boss_tp_down_cut","92410220","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"349","18","92410220","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"350","17","92410220","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"351","9","92410220","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"352","15","92410230","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"353","boss_def_lower_limit","92410230","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"354","boss_magic_def_lower_limit","92410230","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"355","boss_tp_down_cut","92410230","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"356","18","92410230","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"357","17","92410230","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"358","9","92410230","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"359","15","92410240","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"360","boss_def_lower_limit","92410240","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"361","boss_magic_def_lower_limit","92410240","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"362","boss_tp_down_cut","92410240","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"363","18","92410240","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"364","17","92410240","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"365","9","92410240","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"366","15","92410310","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"367","boss_def_lower_limit","92410310","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"368","boss_magic_def_lower_limit","92410310","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"369","boss_tp_down_cut","92410310","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"370","18","92410310","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"371","17","92410310","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"372","9","92410310","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"373","15","92410320","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"374","boss_def_lower_limit","92410320","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"375","boss_magic_def_lower_limit","92410320","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"376","boss_tp_down_cut","92410320","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"377","18","92410320","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"378","17","92410320","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"379","9","92410320","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"380","15","92410330","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"381","boss_def_lower_limit","92410330","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"382","boss_magic_def_lower_limit","92410330","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"383","boss_tp_down_cut","92410330","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"384","18","92410330","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"385","17","92410330","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"386","9","92410330","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"387","15","92410340","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ"
"388","boss_def_lower_limit","92410340","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"389","boss_magic_def_lower_limit","92410340","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"390","boss_tp_down_cut","92410340","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"391","18","92410340","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"392","17","92410340","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"393","9","92410340","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"394","12","92411010","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ"
"395","boss_def_lower_limit","92411010","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"396","boss_magic_def_lower_limit","92411010","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"397","17","92411010","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"398","9","92411010","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"399","12","92411020","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ"
"400","boss_def_lower_limit","92411020","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"401","boss_magic_def_lower_limit","92411020","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"402","17","92411020","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"403","9","92411020","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"404","12","92411030","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ"
"405","boss_def_lower_limit","92411030","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"406","boss_magic_def_lower_limit","92411030","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"407","17","92411030","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"408","9","92411030","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"409","12","92411110","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ"
"410","boss_def_lower_limit","92411110","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"411","boss_magic_def_lower_limit","92411110","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"412","boss_tp_down_cut","92411110","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"413","18","92411110","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"414","17","92411110","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"415","9","92411110","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"416","12","92411120","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ"
"417","boss_def_lower_limit","92411120","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"418","boss_magic_def_lower_limit","92411120","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"419","boss_tp_down_cut","92411120","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"420","18","92411120","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"421","17","92411120","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"422","9","92411120","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"423","12","92411130","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ"
"424","boss_def_lower_limit","92411130","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"425","boss_magic_def_lower_limit","92411130","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"426","boss_tp_down_cut","92411130","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"427","18","92411130","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"428","17","92411130","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"429","9","92411130","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"430","12","92411140","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ"
"431","boss_def_lower_limit","92411140","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"432","boss_magic_def_lower_limit","92411140","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"433","boss_tp_down_cut","92411140","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"434","18","92411140","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"435","17","92411140","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"436","9","92411140","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"437","12","92411210","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ"
"438","boss_def_lower_limit","92411210","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"439","boss_magic_def_lower_limit","92411210","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"440","boss_tp_down_cut","92411210","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"441","18","92411210","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"442","17","92411210","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"443","9","92411210","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"444","12","92411220","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ"
"445","boss_def_lower_limit","92411220","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"446","boss_magic_def_lower_limit","92411220","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"447","boss_tp_down_cut","92411220","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"448","18","92411220","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"449","17","92411220","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"450","9","92411220","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"451","12","92411230","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ"
"452","boss_def_lower_limit","92411230","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"453","boss_magic_def_lower_limit","92411230","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"454","boss_tp_down_cut","92411230","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"455","18","92411230","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"456","17","92411230","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"457","9","92411230","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"458","12","92411240","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ"
"459","boss_def_lower_limit","92411240","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"460","boss_magic_def_lower_limit","92411240","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"461","boss_tp_down_cut","92411240","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"462","18","92411240","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"463","17","92411240","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"464","9","92411240","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン"
"465","12","92411310","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ"
"466","boss_def_lower_limit","92411310","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
