5baab8496a14171adc2a4d86afe82ed2c1972499464fda2eeab5d22cce970b60,2a3c5b796391d31da848c0039bd8d25c35ab1b99793d60ac89db5f24075b6eab,5c1b05485e0815fd148b27970de119505dfba16e5c23c512298c93f086fafe1d,030b1f65eed6dea8648ff04dfc18cb0227a20859d1a4d7b5bce931f96bfc283a,a62ba4b997f27dd0143d60730a1bffe597327549f8fd91db91aa7bfa99c39dc1,b556e421d75ae0964fd606197b7365e54c456972edd6901b30f7865eb8aae021,a5c5b6315d05bf025f110bd828ab660487014fdd6d29eb288f7f236fb89e18c4,2f64a4d80a2fe9e4e69bc43b80130734ce6a4dbff3eff16e8e28a286a1909529,be22df550a1a38a7fd164c33668120022a09de671c6e4f89669cf39ad2f8c2e9,519d00883834063354f68f387e17de2a91b30b6320ad6392156e01b27892ca98,f045942f9591b754a5614b0341b4192d3882146cf7f690dab7371c5618656be7
"0","0","1","0","10","1","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","5146062","131011","11","62159"
"","","","","","","","5146062","0","91","62160"
"","","","","","","0","5146062","0","22","62161"
"0.2","","","","1","","wish_idle_joy","5146062","131011","3","62162"
"-30","0","0","0","2","0","10","5146062","100911","12","62163"
"0","0","0","0","2","0","7","5146062","131011","12","62164"
"","","","","","","0","5146062","2","93","62165"
"","","","","","","","5146062","62167","101","62166"
"","","","","","","0.2","5146062","0","22","62167"
"1.8","1","-10","walk_surprise_sad_blue","110","-288","106611","5146063","1","1","63001"
"1.8","1","-10","walk_surprise_sad_blue","111","-288","1066","5146063","3","5","63002"
"1.8","1","260","idle_normal_noface","100","-288","130911","5146063","1","1","63003"
"1.8","1","260","idle_normal_kururu","101","-288","99","5146063","1","5","63004"
"1.8","0","-420","empty","103","-268","126411","5146063","1","1","63005"
"1.8","0","-420","empty","113","-268","98","5146063","1","5","63006"
"","","","","","","210","5146063","106611","13","63007"
"","","","","","","200","5146063","130911","13","63008"
"","","","","","","203","5146063","126411","13","63009"
"0.85","0","0","idle","15","-174","7","5146063","7","5","63010"
"1","0","0","empty","210","156","20","5146063","20","5","63011"
"1","0","0","empty","211","66","22","5146063","22","5","63012"
"1","0","0","empty","60","153","211","5146063","21","5","63013"
"1","0","0","empty","190","0","212","5146063","21","5","63014"
"1","","0","","0","1","1","5146063","1","31","63015"
"1","","-57.7","","0","1","2","5146063","2","31","63016"
"","","","","","","black","5146063","2","37","63017"
"0","","0","","0","1","10","5146063","10","31","63018"
"0","","-268","","-420","1","16","5146063","16","31","63019"
"1","","0","","0","1","20","5146063","20","31","63020"
"","","","","","","20","5146063","20","36","63021"
"","","","","","","22","5146063","20","36","63022"
"","","","","","","0","5146063","0","91","63023"
"","","","","0","","0","5146063","0","102","63024"
"","","","","","","0","5146063","0.4","93","63025"
"","","","","","","iris_out","5146063","2","37","63026"
"","","2.5","","-288","0","-260","5146063","106611","2","63027"
"","","2.5","","-288","0","-260","5146063","1066","2","63028"
"","","","","","","0","5146063","2.5","93","63029"
"0.2","","","","1","","sad_idle_blue","5146063","106611","3","63030"
"0.2","","","","1","0","sad_idle_blue","5146063","1066","3","63031"
"","","","","","","0","5146063","0.1","93","63032"
"0.2","","","","1","","tired_talk1","5146063","106611","3","63033"
"0.2","","","","1","","tired_talk1","5146063","1066","3","63034"
"","","0","","0","","vo_apg_0301","5146063","vo_apg","21","63035"
"0","0","1","0","10","1","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","5146063","106611","11","63036"
"","","","","","","","5146063","0","91","63037"
"0.2","","","","1","","tired_talk2","5146063","106611","3","63038"
"0.2","","","","1","","tired_talk2","5146063","1066","3","63039"
"","","0","","0","","vo_apg_0302","5146063","vo_apg","21","63040"
"0","0","1","0","10","1","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","5146063","106611","11","63041"
"","","","","","","","5146063","0","91","63042"
"0.2","","","","1","","tired_idle","5146063","106611","3","63043"
"0.2","","","","1","","tired_idle","5146063","1066","3","63044"
"0.2","","","","1","","talk_normal","5146063","130911","3","63045"
"0.2","","","","1","","talk_normal","5146063","99","3","63046"
"","","0","","0","","vo_apg_0303","5146063","vo_apg","21","63047"
"0","0","1","0","10","1","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","5146063","130911","11","63048"
"","","","","","","","5146063","0","91","63049"
"0.2","","","","1","","idle_normal","5146063","130911","3","63050"
"0","","","","0","","coaster_3_in","5146063","211","3","63051"
"","","","","","","0","5146063","106611","4","63052"
"","","","","","","0","5146063","1066","4","63053"
"0","0","doya_talk_nervous_furimuki","","0","1","doya_in_nervous_furimuki","5146063","106611","3","63054"
"0","0","doya_talk_nervous_furimuki","","0","1","doya_in_nervous_furimuki","5146063","1066","3","63055"
"","","0","","0","","vo_apg_0304","5146063","vo_apg","21","63056"
"0","0","1","0","10","1","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","5146063","106611","11","63057"
"","","","","","","","5146063","0","91","63058"
"0.2","","","","1","","cool_talk_dere","5146063","106611","3","63059"
"0.2","","","","1","","cool_talk_dere","5146063","1066","3","63060"
"","","0","","0","","vo_apg_0305","5146063","vo_apg","21","63061"
"0","0","1","0","10","1","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","5146063","106611","11","63062"
"","","","","","","","5146063","0","91","63063"
"0.2","","","","1","","cool_idle_doya","5146063","106611","3","63064"
"0.2","","","","1","","cool_idle_doya","5146063","1066","3","63065"
"0","","","","0","","coaster_3_out","5146063","211","3","63066"
"0.2","","","","1","","kururu_sad_talk","5146063","130911","3","63067"
"0.2","","","","1","","kururu_sad_talk","5146063","99","3","63068"
"","","0","","0","","vo_apg_0306","5146063","vo_apg","21","63069"
"0","0","1","0","10","1","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","5146063","130911","11","63070"
"","","","","","","","5146063","0","91","63071"
"","","","","","","0","5146063","0","22","63072"
"0.2","","","","1","","idle_normal_noface","5146063","130911","3","63073"
"0.2","","","","1","","idle_normal_kururu","5146063","99","3","63074"
"0.2","","","","1","","cool_idle_surprise","5146063","106611","3","63075"
"0.2","","","","1","","cool_idle_surprise","5146063","1066","3","63076"
"0","0","kuroche_pose_talk_anger","","0","1","kuroche_appear","5146063","126411","3","63077"
"0","0","kuroche_pose_talk_anger","","0","1","kuroche_appear","5146063","98","3","63078"
"","","","","","","0","5146063","0.5","93","63079"
"","","","","0.5","","15","5146063","15","122","63080"
"","","","","","","1","5146063","16","32","63081"
"0","","","","0","","inori_dodge_in","5146063","106611","3","63082"
"0","","","","0","","inori_dodge_in","5146063","1066","3","63083"
"","","","","","","0","5146063","0.6","93","63084"
"","","0","","0","","vo_apg_0307","5146063","vo_apg","21","63085"
"20","0","1","0","10","1","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","5146063","126411","11","63086"
"","","","","","","","5146063","0","91","63087"
"0.2","","","","1","","kuroche_pose_idle_doya","5146063","126411","3","63088"
"0.1","0","inori_anger_talk","","0","1","inori_dodge_out","5146063","106611","3","63089"
"0.1","0","inori_anger_talk","","0","1","inori_dodge_out","5146063","1066","3","63090"
"","","0","","0","","vo_apg_0308","5146063","vo_apg","21","63091"
"0","0","1","0","10","1","は？　いや、こっちは全然\n話がみえねーんですけど…","5146063","106611","11","63092"
"","","","","","","","5146063","0","91","63093"
"0.2","","","","1","","inori_anger_idle","5146063","106611","3","63094"
"0.2","","","","1","","inori_anger_idle","5146063","1066","3","63095"
"0.2","","","","1","","kururu_guid_talk","5146063","130911","3","63096"
"0.2","","","","1","","kururu_guid_talk","5146063","99","3","63097"
"","","0","","0","","vo_apg_0309","5146063","vo_apg","21","63098"
"0","0","1","0","10","1","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","5146063","130911","11","63099"
"","","","","","","","5146063","0","91","63100"
"0.2","","","","1","","idle_normal_noface","5146063","130911","3","63101"
"0.2","","","","1","","idle_normal_kururu","5146063","99","3","63102"
"","","","","","","low","5146063","16","37","63103"
"","","","","1","","se_10055900_chroche_01","5146063","se_10055900","23","63104"
"0.2","0","inori_jitabata_loop","","0","1","inori_jitabata_in","5146063","106611","3","63105"
"0.2","0","inori_jitabata_loop","","0","1","inori_jitabata_in","5146063","1066","3","63106"
"0.2","0","kuroche_catch_loop","","0","1","kuroche_catch_in","5146063","126411","3","63107"
"0.2","0","kuroche_catch_loop","","0","1","kuroche_catch_in","5146063","98","3","63108"
"","","0","","0","","vo_apg_0310","5146063","vo_apg","21","63109"
"112","-27","1","0","10","1","ではではっ♪\nしっかりつかまっててくださいね～っ♪","5146063","126411","11","63110"
"","","","","","","","5146063","0","91","63111"
"","","","","","","0","5146063","0","22","63112"
"","","","","","","0.2","5146063","se_10055900_chroche_01","24","63113"
"","","","","0","","se_10055900_chroche_02","5146063","se_10055900","23","63114"
"","","","","","","high","5146063","16","37","63115"
"","","","","1","","5","5146063","5","122","63116"
"","","","","","","0","5146063","1","93","63117"
"0","","","","0","","inori_jitabata_takeoff","5146063","106611","3","63118"
"0","","","","0","","inori_jitabata_takeoff","5146063","1066","3","63119"
"0","","","","0","","kuroche_catch_takeoff","5146063","126411","3","63120"
"0","","","","0","","kuroche_catch_takeoff","5146063","98","3","63121"
"","","","","0.5","","100","5146063","100","122","63122"
"","","","","","","0","5146063","0.4","93","63123"
"","","","","","","0","5146063","130911","4","63124"
"0","","","","0","","kururu_furimuki_watch","5146063","130911","3","63125"
"0","","","","0","","empty","5146063","99","3","63126"
"","","","","","","0","5146063","1.5","93","63127"
"","","","","","","fade_in","5146063","2","37","63128"
"","","","","","","0","5146063","1.5","93","63129"
"0","","","","0","","empty","5146063","98","3","63130"
"","","","","1","","se_10055900_chroche_03","5146063","se_10055900","23","63131"
"0","","","","0","","coaster_4_in","5146063","212","3","63132"
"","","","","0","","se_10055900_photo","5146063","se_10055900","23","63133"
"","","","","","","0","5146063","0.3","93","63134"
"","","","","0.5","","30","5146063","30","122","63135"
"","","0","","0","","vo_apg_0311","5146063","vo_apg","21","63136"
"0","","","","0","","0311_in","5146063","20","3","63137"
"","","","","","","1","5146063","3.6","93","63138"
"0","","","","0","","0311_mid","5146063","20","3","63139"
"","","","","","","","5146063","","92","63140"
"0","","","","0","","0311_out","5146063","20","3","63141"
"","","","","","","0","5146063","0.2","93","63142"
"","","","","0.5","","30","5146063","30","122","63143"
"","","0","","0","","vo_apg_0312","5146063","vo_apg","21","63144"
"0","","","","0","","0312_in","5146063","20","3","63145"
"","","","","","","1","5146063","2.4","93","63146"
"0","","","","0","","0312_mid","5146063","20","3","63147"
"","","","","","","","5146063","","92","63148"
"0","","","","0","","0312_out","5146063","20","3","63149"
"","","","","","","0","5146063","0.2","93","63150"
"","","","","","","scale15","5146063","20","37","63151"
"0","","","","0","","coaster_4_change","5146063","212","3","63152"
"","","0","","0","","vo_apg_0313","5146063","vo_apg","21","63153"
"","","0","","76","0","0","5146063","20","2","63154"
"0","","","","1","","empty","5146063","20","3","63155"
"0","","","","0","","0313_in","5146063","22","3","63156"
"","","","","","","1","5146063","2.4","93","63157"
"0","","","","1","","0313_mid","5146063","22","3","63158"
"","","","","","","","5146063","","92","63159"
"0","","","","0","","0313_out","5146063","22","3","63160"
"","","","","","","0","5146063","0.2","93","63161"
"","","","","","","0","5146063","0","22","63162"
"","","","","","","0.5","5146063","se_10055900_chroche_03","24","63163"
"","","","","","","white","5146063","2","37","63164"
"","","","","","","0","5146063","2","93","63165"
"","","","","","","scale1","5146063","20","37","63166"
"0","","","","0","","empty","5146063","212","3","63167"
"0.2","","","","1","","kururu_wish_idle_joy","5146063","130911","3","63168"
"0.2","","","","1","","idle_normal","5146063","99","3","63169"
"0.2","","","","1","","see_guru","5146063","106611","3","63170"
"0.2","","","","1","","see_guru","5146063","1066","3","63171"
"0.2","","","","1","","idle_normal_joy","5146063","126411","3","63172"
"","","","","","","1","5146063","130911","4","63173"
"","","0","","-278","0","225","5146063","130911","2","63174"
"","","0","","-288","0","0","5146063","106611","2","63175"
"","","0","","-288","0","0","5146063","1066","2","63176"
"","","0","","-278","0","-225","5146063","126411","2","63177"
"","","","","","","0","5146063","2","93","63178"
"0.2","","","","1","","joy_talk","5146063","126411","3","63179"
"","","0","","0","","vo_apg_0314","5146063","vo_apg","21","63180"
"0","0","1","0","10","1","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","5146063","126411","11","63181"
"","","","","","","","5146063","0","91","63182"
"0.2","","","","1","","idle_normal_joy","5146063","126411","3","63183"
"","","0","","-108","0","23","5146063","2","33","63184"
"","","","","","","iris_end_1","5146063","2","37","63185"
"0.2","","","","0","","gakkari","5146063","106611","3","63186"
"0.2","","","","0","","gakkari","5146063","1066","3","63187"
"","","0","","0","","vo_apg_0315","5146063","vo_apg","21","63188"
"23","-31","0","1.1","4","0","うぷ…もう、こりごりですよ…","5146063","106611","11","63189"
"","","","","","","0","5146063","6","93","63190"
"","","","","","","iris_end_2","5146063","2","37","63191"
"","","","","","","0","5146063","1","93","63192"
"","","","","","","","5146063","63194","101","63193"
"","","","","","","0.2","5146063","0","22","63194"
"1.8","1","-130","walk_normal","106","-480","105811","5146064","1","1","64001"
"1.8","1","-130","walk_normal","107","-480","1058","5146064","6","5","64002"
"1.8","1","130","walk_normal","103","-480","131511","5146064","1","1","64003"
"1.8","1","290","idle_normal_noface","100","-278","130911","5146064","1","1","64004"
"1.8","1","290","idle_normal_kururu","101","-278","99","5146064","1","5","64005"
"","","","","","","206","5146064","105811","13","64006"
"","","","","","","203","5146064","131511","13","64007"
"","","","","","","200","5146064","130911","13","64008"
"0.85","0","0","idle","15","-174","8","5146064","8","5","64009"
"1","0","-242","empty","210","-53","20","5146064","20","5","64010"
"1","0","-128","empty","211","-194","22","5146064","22","5","64011"
"1","","0","","0","1","1","5146064","1","31","64012"
"0","","-57.7","","0","1","2","5146064","2","31","64013"
"0","","0","","0","1","12","5146064","12","31","64014"
"0","","0","","0","1","13","5146064","13","31","64015"
"1","","0","","0","1","20","5146064","20","31","64016"
"","","","","","","105811","5146064","20","36","64017"
"","","","","","","131511","5146064","20","36","64018"
"","","","","","","20","5146064","20","36","64019"
"","","","","","","22","5146064","20","36","64020"
"","","","","","","0","5146064","0","91","64021"
"","","","","0","","0","5146064","0","102","64022"
"","","","","","","1","5146064","13","32","64023"
"","","","","","","scale15","5146064","20","37","64024"
"","","","","","","","5146064","2","93","64025"
"","","0","","0","","vo_apg_0401","5146064","vo_apg","21","64026"
"0","","","","0","","0401_in","5146064","22","3","64027"
"","","","","","","1","5146064","2.7","93","64028"
"0","","","","0","","0401_mid","5146064","22","3","64029"
"","","","","","","","5146064","","92","64030"
"0","","","","0","","0401_out","5146064","22","3","64031"
"","","","","","","0","5146064","0.2","93","64032"
"","","0","","-194","0","129","5146064","22","2","64033"
"","","0","","0","","vo_apg_0402","5146064","vo_apg","21","64034"
"0","","","","0","","0402_in","5146064","22","3","64035"
"","","","","","","1","5146064","2.9","93","64036"
"0","","","","0","","0402_mid","5146064","22","3","64037"
"","","","","","","","5146064","","92","64038"
"0","","","","0","","0402_out","5146064","22","3","64039"
"","","","","","","0","5146064","0.2","93","64040"
"","","","","","","0","5146064","0","22","64041"
"0","","","","1","","empty","5146064","22","3","64042"
"","","","","","","0","5146064","0.5","93","64043"
"","","","","","","1","5146064","2","32","64044"
"","","","","","","fade_in","5146064","2","37","64045"
"","","","","","","0","5146064","1","93","64046"
"","","","","","","0","5146064","13","32","64047"
"","","","","","","scale1","5146064","20","37","64048"
"","","0","","-298","0","-194","5146064","105811","2","64049"
"","","0","","-298","0","-194","5146064","1058","2","64050"
"","","0","","-288","0","-34","5146064","131511","2","64051"
"","","","","","","iris_out","5146064","2","37","64052"
"","","2","","-298","0","-385","5146064","105811","2","64053"
"","","2","","-298","0","-385","5146064","1058","2","64054"
"","","2","","-288","0","-225","5146064","131511","2","64055"
"","","","","","","0","5146064","2","93","64056"
"","","","","","","0","5146064","105811","4","64057"
"","","","","","","0","5146064","1058","4","64058"
"","","","","","","0","5146064","131511","4","64059"
"0.2","","","","1","","idle_normal","5146064","105811","3","64060"
"0.2","","","","1","0","idle_normal","5146064","1058","3","64061"
"0.2","","","","1","","idle_normal","5146064","131511","3","64062"
"","","","","","","0","5146064","0.5","93","64063"
"0.2","","","","1","","talk_normal","5146064","130911","3","64064"
"0.2","","","","1","","talk_normal","5146064","99","3","64065"
"","","0","","0","","vo_apg_0403","5146064","vo_apg","21","64066"
"0","0","1","0","10","1","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","5146064","130911","11","64067"
"","","","","","","","5146064","0","91","64068"
"0.2","","","","1","","kururu_wish_talk_joy","5146064","130911","3","64069"
"0.2","","","","1","","kururu_wish_talk_joy","5146064","99","3","64070"
"","","0","","0","","vo_apg_0404","5146064","vo_apg","21","64071"
"0","0","1","0","10","1","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","5146064","130911","11","64072"
"","","","","","","","5146064","0","91","64073"
"0.2","","","","1","","idle_normal_noface","5146064","130911","3","64074"
"0.2","","","","1","","idle_normal_kururu","5146064","99","3","64075"
"0.2","0","guts2_talk_joy","","0","1","guts2_in_joy","5146064","105811","3","64076"
"0.2","0","guts2_talk_joy","","0","1","guts2_in_joy","5146064","1058","3","64077"
"","","0","","0","","vo_apg_0405","5146064","vo_apg","21","64078"
"0","0","1","0","10","1","はい！　とっても\nおいしそうでした☆","5146064","105811","11","64079"
"","","","","","","","5146064","0","91","64080"
"0.2","","","","1","","guts2_idle_joy","5146064","105811","3","64081"
"0.2","","","","1","","guts2_idle_joy","5146064","1058","3","64082"
"0.5","","","","1","","memory_talk","5146064","131511","3","64083"
"","","0","","0","","vo_apg_0406","5146064","vo_apg","21","64084"
"0","0","1","0","10","1","おなか。\nぐるる…","5146064","131511","11","64085"
"","","","","","","","5146064","0","91","64086"
"0.2","","","","1","","memory_idle","5146064","131511","3","64087"
"0.2","","","","1","","joy_talk","5146064","130911","3","64088"
"0.2","","","","1","","joy_talk","5146064","99","3","64089"
"","","0","","0","","vo_apg_0407","5146064","vo_apg","21","64090"
"0","0","1","0","10","1","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","5146064","130911","11","64091"
"","","","","","","","5146064","0","91","64092"
"0.5","","","","1","","kururu_joy_slow","5146064","130911","3","64093"
"0.5","","","","1","","anger_idle_anger","5146064","131511","3","64094"
"","","0","","0","","vo_apg_0408","5146064","vo_apg","21","64095"
"0","0","1","0","10","1","だっしゅ","5146064","131511","11","64096"
"","","","","","","","5146064","0","91","64097"
"0.2","","","","1","","walk_jog_dere","5146064","131511","3","64098"
"","","3","","-288","0","1100","5146064","131511","2","64099"
"","","","","","","0","5146064","0.5","93","64100"
"0.2","0.2","anger_talk_normal2","","0","1","notice_in_normal2","5146064","105811","3","64101"
"0.2","0.2","anger_talk_normal2","","0","1","notice_in_normal2","5146064","1058","3","64102"
"","","0","","0","","vo_apg_0409","5146064","vo_apg","21","64103"
"0","0","1","0","10","1","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","5146064","105811","11","64104"
"","","","","","","","5146064","0","91","64105"
"","","","","","","0","5146064","0","22","64106"
"0.2","","","","1","","run_dash_doya","5146064","105811","3","64107"
"0.2","","","","1","","run_dash_doya","5146064","1058","3","64108"
"","","1.8","","-298","0","1100","5146064","105811","2","64109"
"","","1.8","","-298","0","1100","5146064","1058","2","64110"
"","","","","","","0","5146064","1.8","93","64111"
"","","","","","","0","5146064","130911","4","64112"
"0","0.2","anger_talk_surprise2_shy","","0","1","hawawa","5146064","130911","3","64113"
"","","0","","0","","vo_apg_0410","5146064","vo_apg","21","64114"
"0","0","1","0","10","1","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","5146064","130911","11","64115"
"","","","","","","","5146064","0","91","64116"
"","","","","","","0","5146064","0","22","64117"
"","","","","","","0","5146064","0.1","93","64118"
"","","","","","","alter","5146064","1","37","64119"
"","","","","","","1","5146064","12","32","64120"
"","","","","","","0","5146064","0.4","93","64121"
"0","0","1","","1","0","1","5146064","8","6","64122"
"","","0","","-278","0","-725","5146064","105811","2","64123"
"","","0","","-278","0","-725","5146064","1058","2","64124"
"","","0","","-278","0","-925","5146064","131511","2","64125"
"0","","","","1","","run_dash_peko","5146064","105811","3","64126"
"0","","","","1","","run_dash_peko","5146064","1058","3","64127"
"0","","","","1","","run_dash_presia","5146064","131511","3","64128"
"0","","","","1","","empty","5146064","130911","3","64129"
"","","10","","-278","0","1185","5146064","105811","2","64130"
"","","10","","-278","0","1185","5146064","1058","2","64131"
"","","10","","-278","0","985","5146064","131511","2","64132"
"","","","","","","0","5146064","0.3","93","64133"
"","","","","","","0","5146064","0.8","93","64134"
"","","0","","0","","vo_apg_0411","5146064","vo_apg","21","64135"
"40","0","0","1","10","0","まずはあの屋台から～☆","5146064","105811","11","64136"
"","","","","","","0","5146064","3","93","64137"
"","","0","","0","","vo_apg_0412","5146064","vo_apg","21","64138"
"40","0","0","1.3","8","0","ぜんぶ\nたべるよ","5146064","131511","11","64139"
"","","","","","","0","5146064","0.3","93","64140"
"","","","","","","0","5146064","3.6","93","64141"
"","","","","","","","5146064","64143","101","64142"
"","","","","","","0.2","5146064","0","22","64143"
"1.8","0","-225","wish_idle_normal_lookup","110","-278","131011","5146065","1","1","65001"
"1.8","0","-225","idle_normal","111","-278","99","5146065","1","5","65002"
"1.8","0","-225","idle_normal","109","-278","98","5146065","1","5","65003"
"1.8","1","225","idle_normal_noface","101","-278","130911","5146065","1","1","65004"
"1.8","1","225","idle_normal_kururu","102","-278","97","5146065","1","5","65005"
"1.8","1","225","idle_normal","100","-278","96","5146065","1","5","65006"
"1.85","0","-920","empty","105","-305","106011","5146065","1","1","65007"
"1.85","0","-920","empty","106","-305","1060","5146065","4","5","65008"
"","","","","","","210","5146065","131011","13","65009"
"","","","","","","201","5146065","130911","13","65010"
"","","","","","","205","5146065","106011","13","65011"
"0.85","0","0","idle","15","-174","8","5146065","8","5","65012"
"1","","0","","0","1","1","5146065","1","31","65013"
"","","","","","","0","5146065","0","91","65014"
"","","","","0","","0","5146065","0","102","65015"
"","","","","","","0","5146065","1","93","65016"
"0.2","","","","1","","wish_idle_joy_lookup","5146065","131011","3","65017"
"","","0","","0","","vo_apg_0501","5146065","vo_apg","21","65018"
"0","0","1","0","10","1","くる～\nくる～","5146065","131011","11","65019"
"","","","","","","","5146065","0","91","65020"
"0.2","","","","1","","talk_normal_surprise","5146065","130911","3","65021"
"0.2","","","","1","","talk_normal_surprise","5146065","97","3","65022"
"","","0","","0","","vo_apg_0502","5146065","vo_apg","21","65023"
"0","0","1","0","10","1","どうしたんですか\nマホちゃんさん？","5146065","130911","11","65024"
"","","","","","","","5146065","0","91","65025"
"0.2","","","","1","","idle_normal_noface","5146065","130911","3","65026"
"0.2","","","","1","","idle_normal_kururu","5146065","97","3","65027"
"0.2","","","","1","","sad_talk_normalR","5146065","131011","3","65028"
"","","0","","0","","vo_apg_0503","5146065","vo_apg","21","65029"
"0","0","1","0","10","1","ん、観覧車かいらしな～って。\nくるくる～って","5146065","131011","11","65030"
"","","","","","","","5146065","0","91","65031"
"0.2","0","notice_loop_normal2","","0","1","notice_in_normal2","5146065","131011","3","65032"
"","","0","","0","","vo_apg_0504","5146065","vo_apg","21","65033"
"0","0","1","0","10","1","せや♪","5146065","131011","11","65034"
"","","","","","","","5146065","0","91","65035"
"0.2","","","","1","","kururu_wish_idle_light","5146065","130911","3","65036"
"0.2","","","","1","","kururu_wish_idle_light","5146065","97","3","65037"
"0","0","maho_kururinpa_loop","","0","1","maho_kururinpa_in","5146065","131011","3","65038"
"0","0","maho_kururinpa_loopF","","0","1","maho_kururinpa_inF","5146065","99","3","65039"
"0","0","maho_kururinpa_loopB","","0","1","maho_kururinpa_inB","5146065","98","3","65040"
"","","0","","0","","vo_apg_0505","5146065","vo_apg","21","65041"
"0","0","1","0","10","1","みらくるまほりんくるりんぱ～♪","5146065","131011","11","65042"
"","","","","","","","5146065","0","91","65043"
"0.2","","","","1","","kururu_wish_talk_joy","5146065","130911","3","65044"
"","","0","","0","","vo_apg_0506","5146065","vo_apg","21","65045"
"0","0","1","0","10","1","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","5146065","130911","11","65046"
"","","","","","","","5146065","0","91","65047"
"0","0.2","idle_normal","","0","1","maho_kururinpa_out","5146065","131011","3","65048"
"0","0.2","idle_normal","","0","1","maho_kururinpa_outF","5146065","99","3","65049"
"0","0.2","idle_normal","","0","1","maho_kururinpa_outB","5146065","98","3","65050"
"0.2","0","kururu_kururinpa_loop","","0","0","kururu_sad_talk_surprise_to_kururinpa","5146065","130911","3","65051"
"0.2","0","kururu_kururinpa_loopF","","0","0","kururu_sad_talk_surprise_to_kururinpaF","5146065","97","3","65052"
"0.2","0","kururu_kururinpa_loopB","","0","0","kururu_sad_talk_surprise_to_kururinpaB","5146065","96","3","65053"
"","","0","","0","","vo_apg_0507","5146065","vo_apg","21","65054"
"0","0","1","0","10","1","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","5146065","130911","11","65055"
"","","","","","","","5146065","0","91","65056"
"0","0","idle_normal_noface","","0","1","kururu_kururinpa_out","5146065","130911","3","65057"
"0","0","idle_normal_kururu","","0","1","kururu_kururinpa_outF","5146065","97","3","65058"
"0","0","idle_normal","","0","1","kururu_kururinpa_outB","5146065","96","3","65059"
"0.2","","","","1","","joy_talk","5146065","131011","3","65060"
"","","0","","0","","vo_apg_0508","5146065","vo_apg","21","65061"
"0","0","1","0","10","1","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","5146065","131011","11","65062"
"","","","","","","","5146065","0","91","65063"
"0.2","","","","1","","idle_normal","5146065","131011","3","65064"
"0.2","0","kururu_kururinpa_loop","","0","0","kururu_hello_fast_to_kururinpa","5146065","130911","3","65065"
"0.2","0","kururu_kururinpa_loopF","","0","0","kururu_hello_fast_to_kururinpaF","5146065","97","3","65066"
"0.2","0","kururu_kururinpa_loopB","","0","0","kururu_hello_fast_to_kururinpaB","5146065","96","3","65067"
"","","0","","0","","vo_apg_0509","5146065","vo_apg","21","65068"
"0","0","1","0","10","1","はーい♪\nみらくるくるるんくるりんぱ～♪","5146065","130911","11","65069"
"","","","","","","","5146065","0","91","65070"
"0","0","idle_normal_noface","","0","1","kururu_kururinpa_out","5146065","130911","3","65071"
"0","0","idle_normal_kururu","","0","1","kururu_kururinpa_outF","5146065","97","3","65072"
"0","0","idle_normal","","0","1","kururu_kururinpa_outB","5146065","96","3","65073"
"0.2","0.2","sad_talk_normalR","","0","1","smile2","5146065","131011","3","65074"
"0.2","0.2","sad_talk_normalR","","0","1","smile2","5146065","99","3","65075"
"0.2","0.2","sad_talk_normalR","","0","1","smile2","5146065","98","3","65076"
"","","0","","0","","vo_apg_0510","5146065","vo_apg","21","65077"
"0","0","1","0","10","1","うふふ♪\nくる多いなぁ♪","5146065","131011","11","65078"
"","","","","","","","5146065","0","91","65079"
"0.2","0","maho_kurukuru_loop","","0","1","maho_kurukuru_in","5146065","131011","3","65080"
"0.2","0","maho_kurukuru_loopF","","0","1","maho_kurukuru_inF","5146065","99","3","65081"
"0.2","0","maho_kurukuru_loopB","","0","1","maho_kurukuru_inB","5146065","98","3","65082"
"0.2","0","kururu_kurukuru_loop","","0","1","kururu_kurukuru_in","5146065","130911","3","65083"
