9c85ae0384f57d712a24c31b14bc89273800d6b0049c6d7caee9f44fa8bdcf27,a57630ce7140f4cde04be88b4d88b625c9ff7085ccb4b37c22b9f2e39b781af1,d25b998b21049c5af497866a44eb8ca7a124ea593db49bac20b1aba6ab84abb1,1d78259e67bb10abdeff88685e7b1732108d3135a1d0ebca7c3106aedef82573,6c8a931f0af4ef0b8d579ea8eaaae96b544dc2e3179c96397a278ce2728094e3,ba9e48c3c8617f027642152082170455cb5ac8e3de25105baad2495d8169326a,fd864e92ccbd55853edf356d0c971addb0e0131d25cf8cc1145ec04935667a1c,20d5542ae6ea9d64ceefc0ac71a7e5c103b9ee0394328530b46f9e94514468ce,75d8fa817e2a882ed1f90c5f90334f4ba125ecb9f1ca797487a3931506bde1b0,51c35cccc380cf9ec95c94c1b03b0fab3ad0c063ec8045953a5708e258b6a09d,460da955f29327c9562669584fd9de78b6a26dfe0617d3e67cb122af9823a1e9
"72031","","0.2","clear_kohon_loop_shy","talk2ToKohon","1","0","3","72","1","0"
"72032","","","0","vo_asb_0726","","","21","72","vo_asb","0"
"72033","0","0","1","そりゃそうですよね……\nいきなり前のめり過ぎ太郎でした……","1","0","11","72","1","10"
"72034","","","0","","","","91","72","0","0"
"72035","","0.2","clear_guts1_talk","clear_guts1_in","1","0","3","72","1","0"
"72036","","","0","vo_asb_0727","","","21","72","vo_asb","0"
"72037","0","0","1","でも、諦めるわけにはいかないなって。\n時々森に通って、300年を３年くらい\nに、縮めようと思ってるんです！","1","0","11","72","1","10"
"72038","","","0","","","","91","72","0","0"
"72039","","","","","","","101","72","72040",""
"72040","","0.3","1","1","0","0","6","72","1","1"
"72041","","0.3","1","1","0","0","6","72","0","1"
"72042","","","0.3","-120","1","","2","72","1","-250"
"72043","","","0.3","-100","1","","2","72","0","0"
"72044","","","","0","","","22","72","0",""
"72045","","","","0","","","93","72","0.4",""
"82001","riri_idle","2.2","30","1","-250","0","5","82","1","52"
"82002","","0","1","1","0","0","6","82","1","1"
"82003","black","1","50","0","0","0","5","82","0","29"
"82004","","0","1","1","0","0","6","82","0","1"
"82005","","","","","","","91","82","0",""
"82006","","0.2","1","1","1","0","6","82","1","1"
"82007","","0.2","1","1","1","0","6","82","0","1"
"82008","","","0.3","-20","2","","2","82","1","-250"
"82009","","","0.3","0","2","","2","82","0","0"
"82010","","","","0","","","93","82","0.6",""
"82011","","0.2","","riri_talk","","","3","82","1","1"
"82012","","","0","vo_asb_0821","","","21","82","vo_asb","0"
"82013","0","0","1","その頃わたくしは、\nスカウトをお受けしておりました。\nミサト様いわく、わたくしには保育士の\n『天賦の才』があるそうで。","1","0","11","82","1","10"
"82014","","","0","","","","91","82","0","0"
"82015","","0.2","","sad_talk_surprise","","","3","82","1","1"
"82016","","","0","vo_asb_0822","","","21","82","vo_asb","0"
"82017","0","0","1","小さいお子様はともかく、動物さんに\n好かれる自覚はありますし……\n冒険者という仕事に不向きなことも、\n自認していますけれど……","1","0","11","82","1","10"
"82018","","","0","","","","91","82","0","0"
"82019","","0.2","","guts2_talk_Ex1","","","3","82","1","1"
"82020","","","0","vo_asb_0823","","","21","82","vo_asb","0"
"82021","0","0","1","それでも……適性など踏み越えて、\n己の道を突き進むのが冒険者です。\n一度決めたことを、\n曲げるわけには参りません……！","1","0","11","82","1","10"
"82022","","","0","","","","91","82","0","0"
"82023","","0.2","","talk_joy","","","3","82","1","1"
"82024","","","0","vo_asb_0824","","","21","82","vo_asb","0"
"82025","0","0","1","と、不退転の決意を申し上げたら、\nミサト様、「は～い♪」と、\n二つ返事で分かってくださって。","1","0","11","82","1","10"
"82026","","","0","","","","91","82","0","0"
"82027","","0.2","","wish_talk_joyR_riri","","","3","82","1","1"
"82028","","","0","vo_asb_0825","","","21","82","vo_asb","0"
"82029","0","0","1","柔和で、寛容で、お話のわかる……\n彼女こそ、真の保育士さんで\nいらっしゃいますね。","1","0","11","82","1","10"
"82030","","","0","","","","91","82","0","0"
"82031","","0.2","","surprise_talk_nervous","","","3","82","1","1"
"82032","","","0","vo_asb_0826","","","21","82","vo_asb","0"
"82033","0","0","1","……別れ際に、\n「また誘うわね～♪」と、\n同じく柔和な笑顔でおっしゃって\nおられたのがやや気にはなりますが……","1","0","11","82","1","10"
"82034","","","0","","","","91","82","0","0"
"82035","","","","","","","101","82","82036",""
"82036","","0.3","1","1","0","0","6","82","1","1"
"82037","","0.3","1","1","0","0","6","82","0","1"
"82038","","","0.3","-120","1","","2","82","1","-250"
"82039","","","0.3","-100","1","","2","82","0","0"
"82040","","","","0","","","22","82","0",""
"82041","","","","0","","","93","82","0.4",""
"92001","clear_surprise_talk","2.2","30","1","-250","0","5","92","2","52"
"92002","","0","1","1","0","0","6","92","1","1"
"92003","black","1","50","0","0","0","5","92","0","29"
"92004","","0","1","1","0","0","6","92","0","1"
"92005","","","","","","","91","92","0",""
"92006","","0.2","1","1","1","0","6","92","1","1"
"92007","","0.2","1","1","1","0","6","92","0","1"
"92008","","","0.3","-20","2","","2","92","1","-250"
"92009","","","0.3","0","2","","2","92","0","0"
"92010","","","","0","","","93","92","0.6",""
"92011","","","0","vo_asb_0921","","","21","92","vo_asb","0"
"92012","0","0","1","穴って、不思議ですよね……","1","0","11","92","1","10"
"92013","","","0","","","","91","92","0","0"
"92014","","","0","vo_asb_0922","","","21","92","vo_asb","0"
"92015","0","0","1","暗くて、狭くて。\n涼しくて、静かで。\nなんとなく、落ち着く……というか。","1","0","11","92","1","10"
"92016","","","0","","","","91","92","0","0"
"92017","","0.1","clear_kohon_loop_normal2","surpriseToKohon","1","0","3","92","1","0"
"92018","","","0","vo_asb_0923","","","21","92","vo_asb","0"
"92019","0","0","1","そういうの。\nわたし、意外と好きなの、かも……？\n穴があったら入りたい、\nじゃないですけど……","1","0","11","92","1","10"
"92020","","","0","","","","91","92","0","0"
"92021","","0.2","","clear_wish_talk_joy_noShy","","","3","92","1","1"
"92022","","","0","vo_asb_0924","","","21","92","vo_asb","0"
"92023","0","0","1","掘り方、習ったし。\n自分用の穴、掘ってみようかな……？","1","0","11","92","1","10"
"92024","","","0","","","","91","92","0","0"
"92025","","","","","","","101","92","92026",""
"92026","","0.3","1","1","0","0","6","92","1","1"
"92027","","0.3","1","1","0","0","6","92","0","1"
"92028","","","0.3","-120","1","","2","92","1","-250"
"92029","","","0.3","-100","1","","2","92","0","0"
"92030","","","","0","","","22","92","0",""
"92031","","","","0","","","93","92","0.4",""
"102001","idle_precia","2.2","30","1","-250","0","5","102","3","52"
"102002","","0","1","1","0","0","6","102","1","1"
"102003","black","1","50","0","0","0","5","102","0","29"
"102004","","0","1","1","0","0","6","102","0","1"
"102005","","","","","","","91","102","0",""
"102006","","0.2","1","1","1","0","6","102","1","1"
"102007","","0.2","1","1","1","0","6","102","0","1"
"102008","","","0.3","-20","2","","2","102","1","-250"
"102009","","","0.3","0","2","","2","102","0","0"
"102010","","","","0","","","93","102","0.6",""
"102011","","0.3","","doya_idle_surprise_precia","","","3","102","1","1"
"102012","","","0","vo_asb_1021","","","21","102","vo_asb","0"
"102013","0","0","1","「へんたいふしんしゃさんは\nあなにおちるべきです」","1","0","11","102","1","10"
"102014","","","0","","","","91","102","0","0"
"102015","","0.3","","talk_precia","","","3","102","1","1"
"102016","","","0","vo_asb_1022","","","21","102","vo_asb","0"
"102017","0","0","1","キョウカ。\nだん。","1","0","11","102","1","10"
"102018","","","0","","","","91","102","0","0"
"102019","","0.3","","think_idle_anger_precia","","","3","102","1","1"
"102020","","","0","vo_asb_1023","","","21","102","vo_asb","0"
"102021","0","0","1","へんたいふしんしゃ。\nとは……？","1","0","11","102","1","10"
"102022","","","0","","","","91","102","0","0"
"102023","","0.2","sad_talk_surprise_precia","thinkToSad_precia","1","0","3","102","1","0"
"102024","","","0","vo_asb_1024","","","21","102","vo_asb","0"
"102025","0","0","1","……まだ、しらないこと。\nたくさん。","1","0","11","102","1","10"
"102026","","","0","","","","91","102","0","0"
"102027","","0.3","","guts2_talk_joy_precia","","","3","102","1","1"
"102028","","","0","vo_asb_1025","","","21","102","vo_asb","0"
"102029","0","0","1","どんどん。\nまなんでく。ぞ。","1","0","11","102","1","10"
"102030","","","0","","","","91","102","0","0"
"102031","","","","","","","101","102","102032",""
"102032","","0.3","1","1","0","0","6","102","1","1"
"102033","","0.3","1","1","0","0","6","102","0","1"
"102034","","","0.3","-120","1","","2","102","1","-250"
"102035","","","0.3","-100","1","","2","102","0","0"
"102036","","","","0","","","22","102","0",""
"102037","","","","0","","","93","102","0.4",""
"112001","clear_wish_talk_joy","2.2","30","1","-250","0","5","112","2","52"
"112002","","0","1","1","0","0","6","112","1","1"
"112003","black","1","50","0","0","0","5","112","0","29"
"112004","","0","1","1","0","0","6","112","0","1"
"112005","","","","","","","91","112","0",""
"112006","","0.2","1","1","1","0","6","112","1","1"
"112007","","0.2","1","1","1","0","6","112","0","1"
"112008","","","0.3","-20","2","","2","112","1","-250"
"112009","","","0.3","0","2","","2","112","0","0"
"112010","","","","0","","","93","112","0.6",""
"112011","","","0","vo_asb_1121","","","21","112","vo_asb","0"
"112012","0","0","1","ミツキさんの出してくれた\nオリジナルのお茶、\n不思議な香りでした。","1","0","11","112","1","10"
"112013","","","0","","","","91","112","0","0"
"112014","","0.2","","clear_memoly_talk","","","3","112","1","1"
"112015","","","0","vo_asb_1122","","","21","112","vo_asb","0"
"112016","0","0","1","嗅いだだけでふわ～と、\n体が熱くなって。\nミツキさんいわく、\n滋養強壮の効果があるんだそうです。","1","0","11","112","1","10"
"112017","","","0","","","","91","112","0","0"
"112018","","0.3","","clear_surprise_talk","","","3","112","1","1"
"112019","","","0","vo_asb_1123","","","21","112","vo_asb","0"
"112020","0","0","1","なぜかお兄さんが珍しく焦った様子で、\n飲まない方がいい、と止めるので、\n香りを嗅ぐだけに\n留めておきましたけど……","1","0","11","112","1","10"
"112021","","","0","","","","91","112","0","0"
"112022","","0.2","","clear_wish_talk_normal2","","","3","112","1","1"
"112023","","","0","vo_asb_1124","","","21","112","vo_asb","0"
"112024","0","0","1","ミツキさん、\n「次はもっと効くのを\n飲ませてあげるから、\nまたいらっしゃいね」","1","0","11","112","1","10"
"112025","","","0","","","","91","112","0",""
"112026","","","0","vo_asb_1125","","","21","112","vo_asb","0"
"112027","0","0","1","って言ってくれていたので、\nまた遊びに行こうと思います。","1","0","11","112","1","10"
"112028","","","0","","","","91","112","0","0"
"112029","","0.2","clear_talk_joyR","wishToTalk","1","0","3","112","1","0"
"112030","","","0","vo_asb_1126","","","21","112","vo_asb","0"
"112031","0","0","1","ふふ……入口は怖かったですけど。\n見かけによらないんですね、\nギルドって。これも学びです♪","1","0","11","112","1","10"
"112032","","","0","","","","91","112","0","0"
"112033","","","","","","","101","112","112034",""
"112034","","0.3","1","1","0","0","6","112","1","1"
"112035","","0.3","1","1","0","0","6","112","0","1"
"112036","","","0.3","-120","1","","2","112","1","-250"
"112037","","","0.3","-100","1","","2","112","0","0"
"112038","","","","0","","","22","112","0",""
"112039","","","","0","","","93","112","0.4",""
"122001","notice_loop","2.2","30","1","-250","0","5","122","3","52"
"122002","","0","1","1","0","0","6","122","1","1"
"122003","black","1","50","0","0","0","5","122","0","29"
"122004","","0","1","1","0","0","6","122","0","1"
"122005","","","","","","","91","122","0",""
"122006","","0.2","1","1","1","0","6","122","1","1"
"122007","","0.2","1","1","1","0","6","122","0","1"
"122008","","","0.3","-20","2","","2","122","1","-250"
"122009","","","0.3","0","2","","2","122","0","0"
"122010","","","","0","","","93","122","0.6",""
"122011","","","0","vo_asb_1221","","","21","122","vo_asb","0"
"122012","0","0","1","ミツキの。\nけはい……","1","0","11","122","1","10"
"122013","","","0","","","","91","122","0","0"
"122014","","0.3","","sad_idle_surprise","","","3","122","1","1"
"122015","","","0","vo_asb_1222","","","21","122","vo_asb","0"
"122016","0","0","1","のっと。\nただもの。","1","0","11","122","1","10"
"122017","","","0","","","","91","122","0","0"
"122018","","0.3","","surprise_idle_anger_precia","","","3","122","1","1"
"122019","","","0","vo_asb_1223","","","21","122","vo_asb","0"
"122020","0","0","1","わるもの？\nせいぎ、の、みかた？","1","0","11","122","1","10"
"122021","","","0","","","","91","122","0","0"
"122022","","0.2","think_idle_Ex1_precia","surpriseToThink_precia","1","0","3","122","1","0"
"122023","","","0","vo_asb_1224","","","21","122","vo_asb","0"
"122024","0","0","1","ふくざつ。","1","0","11","122","1","10"
"122025","","","0","","","","91","122","0","0"
"122026","","","","","","","101","122","122027",""
"122027","","0.3","1","1","0","0","6","122","1","1"
"122028","","0.3","1","1","0","0","6","122","0","1"
"122029","","","0.3","-120","1","","2","122","1","-250"
"122030","","","0.3","-100","1","","2","122","0","0"
"122031","","","","0","","","22","122","0",""
"122032","","","","0","","","93","122","0.4",""
"132001","lift_down_normal","2.2","30","1","-250","0","5","132","3","52"
"132002","","0","1","1","0","0","6","132","1","1"
"132003","black","1","50","0","0","0","5","132","0","29"
"132004","","0","1","1","0","0","6","132","0","1"
"132005","","","","","","","91","132","0",""
"132006","","0.2","1","1","1","0","6","132","1","1"
"132007","","0.2","1","1","1","0","6","132","0","1"
"132008","","","0.3","-20","2","","2","132","1","-250"
"132009","","","0.3","0","2","","2","132","0","0"
"132010","","","","0","","","93","132","0.6",""
"132011","","","0","vo_asb_1321","","","21","132","vo_asb","0"
"132012","0","0","1","ぼうけん、グッズ。\nたくさん。","1","0","11","132","1","10"
"132013","","","0","","","","91","132","0","0"
"132014","","0.2","lift_down_shy","lift_down_shy_in","1","0","3","132","1","0"
"132015","","","0","vo_asb_1322","","","21","132","vo_asb","0"
"132016","0","0","1","もちきれ……ない。","1","0","11","132","1","10"
"132017","","","0","","","","91","132","0","0"
"132018","","0.2","lift_up_loop","lift_up_in","1","0","3","132","1","0"
"132019","","","0","vo_asb_1323","","","21","132","vo_asb","0"
"132020","0","0","1","でも。\nもつ。よ。","1","0","11","132","1","10"
"132021","","","0","","","","91","132","0","0"
"132022","","","0","vo_asb_1324","","","21","132","vo_asb","0"
"132023","0","0","1","これ、が。\nまもりたいもの、の。\nおもさ。","1","0","11","132","1","10"
"132024","","","0","","","","91","132","0","0"
"132025","","","","","","","101","132","132026",""
"132026","","0.3","1","1","0","0","6","132","1","1"
"132027","","0.3","1","1","0","0","6","132","0","1"
"132028","","","0.3","-120","1","","2","132","1","-250"
"132029","","","0.3","-100","1","","2","132","0","0"
"132030","","","","0","","","22","132","0",""
"132031","","","","0","","","93","132","0.4",""
"142001","sad_talk_dere","2.2","30","1","-250","0","5","142","1","52"
"142002","","0","1","1","0","0","6","142","1","1"
"142003","black","1","50","0","0","0","5","142","0","29"
"142004","","0","1","1","0","0","6","142","0","1"
"142005","","","","","","","91","142","0",""
"142006","","0.2","1","1","1","0","6","142","1","1"
"142007","","0.2","1","1","1","0","6","142","0","1"
"142008","","","0.3","-20","2","","2","142","1","-250"
"142009","","","0.3","0","2","","2","142","0","0"
"142010","","","","0","","","93","142","0.6",""
"142011","","","0","vo_asb_1421","","","21","142","vo_asb","0"
"142012","0","0","1","お礼にいただいたお弁当が、\nあまりにもおいしくて……","1","0","11","142","1","10"
"142013","","","0","","","","91","142","0","0"
"142014","","0.3","","sad_talk_joyR","","","3","142","1","1"
"142015","","","0","vo_asb_1422","","","21","142","vo_asb","0"
"142016","0","0","1","わたくしもいつか、\nあんな心のこもったお弁当を作って、\n兄様にそっとお渡しすることが\nできたら、なんて……","1","0","11","142","1","10"
"142017","","","0","","","","91","142","0","0"
"142018","","0.3","","wish_talk_nervous_riri","","","3","142","1","1"
"142019","","","0","vo_asb_1423","","","21","142","vo_asb","0"
"142020","0","0","1","まだ卵焼きすらも\n焦がしてしまう分際で、\nつい、出過ぎたことを\n夢想してしまいました。","1","0","11","142","1","10"
"142021","","","0","","","","91","142","0","0"
"142022","","0.2","","wish_talk_normal2_riri","","","3","142","1","1"
"142023","","","0","vo_asb_1424","","","21","142","vo_asb","0"
"142024","0","0","1","……でも。\n今回の冒険で、夢見ることは\n大きな力だと知りましたから。","1","0","11","142","1","10"
"142025","","","0","","","","91","142","0","0"
"142026","","0.2","","guts2_talk_riri","","","3","142","1","1"
"142027","","","0","vo_asb_1425","","","21","142","vo_asb","0"
"142028","0","0","1","いつか兄様をもお支えできる\n冒険者になることを、諦めず、\nいつまでも夢想し続けながら、\n一歩ずつ、歩みを進めていく所存です。","1","0","11","142","1","10"
"142029","","","0","","","","91","142","0","0"
"142030","","","","","","","101","142","142031",""
"142031","","0.3","1","1","0","0","6","142","1","1"
"142032","","0.3","1","1","0","0","6","142","0","1"
"142033","","","0.3","-120","1","","2","142","1","-250"
"142034","","","0.3","-100","1","","2","142","0","0"
"142035","","","","0","","","22","142","0",""
"142036","","","","0","","","93","142","0.4",""
