d905c42ba8ef9eb1b312380baf26cdc9983ac8188e4328b8e8edbfd943c7c753,83794b334156136e05d8798ead358eeab994b277404eb35c4772e8ffb0d047ed,227b5378f974afdeb61386c4431148b229bfdcdc940ea1a1b6443779092a996f,1c6881ea3f46c4aca99d3c8e5192a8bb25dcea149a1822629ca0b23552864ab1,cf0812a70cafa762995135c2a4300a0f80f79e6a4b49dd5112a941a32ce7c962,c6ca7669f2b6205ad55515d756a1586dd7a9e032f4f9021394157cc1263bb4ed,3793bdccf65b69e3f4484a87484ec2bd81a6a68c11c4022d83c4b561d158aa19,3db59a6ca981cdecb9b540ab11c6fc054ef61655654c0c777f62257c053f5b93,2d4aa5890f423b6b728c46f608dbf3f85c0c6f3f04a9a341689803eb296a8642,f261bfc01ed5c82e79c1d5c7ecd5469ace058a8160353af9e35576a8e54c7d67,11bcc376fa6d0daa9971a5f61af13a006dc12ab81c06e32e0561d6f4218905a8
"","","","","2","","","93","","7","7004"
"","","1","","1","0.2","","3","psy_fairy_talk","7","7005"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_9902","7","7006"
"0","1","6","0.5","1","0","0","11","キュキュッ！","7","7007"
"","","","","0","","","91","","7","7008"
"","","1","","1","0.2","","3","psy_fairy_idle","7","7009"
"","","1","","119931","0.2","","3","psy_miyako_talk3","7","7010"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0702","7","7011"
"0","1","6","1","119931","0","0","11","うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！","7","7012"
"","","","","3","","","93","1","7","7013"
"0","psy_miyako_arm_crossed_loop","0","","119931","0.2","1","3","psy_miyako_arm_crossed_in","7","7014"
"","","","","7012","","","91","","7","7015"
"","","","","0","","","22","0","7","7016"
"","","1","","1","0.2","","3","psy_fairy_talk","7","7017"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_9903","7","7018"
"0","1","6","0.5","1","0","0","11","キュ～キュ～！","7","7019"
"","","","","0","","","91","","7","7020"
"","","1","","1","0.2","","3","psy_fairy_idle","7","7021"
"","","1","","119931","0.2","","3","psy_miyako_anger2","7","7022"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0704","7","7023"
"0","1","6","0.5","119931","0","0","11","そんなこと言われても知らないの！","7","7024"
"","","","","0","","","91","","7","7025"
"","","","","0","","","22","0","7","7026"
"","","1","","119931","0.2","","3","psy_miyako_thinking3","7","7027"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0705","7","7028"
"0","1","5","0.5","119931","0","0","11","ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！","7","7029"
"","","","","5","","","93","1","7","7030"
"0","psy_miyako_doya_loop","0","","119931","0.2","1","3","psy_miyako_doya_in","7","7031"
"","","","","7029","","","91","","7","7032"
"","","","","0","","","22","0","7","7033"
"","","","","1","","","93","","7","7034"
"","","","","0","","","91","","7","7035"
"0","-300","100","psy_miyako_start","1","1.7","-200","1","119931","8","8001"
"1","225","100","psy_walk2","1","1.7","-210","1","100411","8","8002"
"1","480","105","psy_walk3","1","1.7","-220","1","103631","8","8003"
"1","340","110","psy_walk_glad","1","1.7","-235","1","102011","8","8004"
"","0","0","","1","1","1","31","11","8","8005"
"0","-300","101","psy_smoke_start","1","1.7","-200","5","1","8","8006"
"","2","-210","","100411","","0","2","110","8","8007"
"","2.2","-220","","103631","","0","2","365","8","8008"
"","2.3","-235","","102011","","0","2","225","8","8009"
"","","","","2","","","93","","8","8010"
"","","1","","100411","0.2","","3","psy_idle_normal","8","8011"
"","","","","0.2","","","93","","8","8012"
"","","1","","103631","0.2","","3","psy_idle_normal","8","8013"
"","","","","0.1","","","93","","8","8014"
"","","1","","102011","0.2","","3","psy_talk_joy1","8","8015"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0806","8","8016"
"0","1","8","0.5","102011","0","0","11","おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？","8","8017"
"","","","","0","","","91","","8","8018"
"","","1","","102011","0.2","","3","psy_idle_joy1","8","8019"
"0.2","psy_miyako_talk1","0","","119931","0","1","3","psy_miyako_appear","8","8020"
"0","psy_smoke_start","0","","1","0","0","3","psy_smoke_appear","8","8021"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0801","8","8022"
"0","1","6","0.5","119931","0","0","11","ん？　アイツに何か用なの？","8","8023"
"","","","","0","","","91","","8","8024"
"","","","","0","","","22","0","8","8025"
"","","1","","119931","0.2","","3","psy_miyako_idle","8","8026"
"","","1","","103631","0.2","","3","psy_talk_surprise2","8","8027"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0807","8","8028"
"0","1","8","0.5","103631","0","0","11","きゃ～！？　おばけ！！","8","8029"
"","","","","0","","","91","","8","8030"
"","","1","","103631","0.2","","3","psy_idle_surprise2","8","8031"
"","","1","","100411","0.2","","3","psy_talk_joy2","8","8032"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0808","8","8033"
"0","1","8","0.5","100411","0","0","11","すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～","8","8034"
"","","","","0","","","91","","8","8035"
"","","1","","100411","0.2","","3","psy_idle_joy2","8","8036"
"","","1","","119931","0.2","","3","psy_miyako_panic2","8","8037"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0802","8","8038"
"0","1","6","1","119931","0","0","11","ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。","8","8039"
"","","","","3","","","93","1","8","8040"
"","","1","","119931","0.2","","3","psy_miyako_talk2","8","8041"
"","","","","8039","","","91","","8","8042"
"","","","","0","","","22","0","8","8043"
"","","1","","119931","0.2","","3","psy_miyako_idle","8","8044"
"","","1","","100411","0.2","","3","psy_talk_wish","8","8045"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0809","8","8046"
"0","1","8","0.5","100411","0","0","11","いないの？\nそれなら今のうちにイタズラを……","8","8047"
"","","","","0","","","91","","8","8048"
"","","1","","100411","0.2","","3","psy_idle_wish","8","8049"
"","","1","","103631","0.2","","3","psy_talk_anger","8","8050"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0810","8","8051"
"0","1","8","0.5","103631","0","0","11","お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？","8","8052"
"","","","","0","","","91","","8","8053"
"","","1","","103631","0.2","","3","psy_idle_anger","8","8054"
"","","1","","100411","0.2","","3","psy_talk_normal","8","8055"
"","","","","100411","","","4","0","8","8056"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0811","8","8057"
"0","1","8","0.5","100411","0","0","11","だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。","8","8058"
"","","","","0","","","91","","8","8059"
"","","","","100411","","","4","1","8","8060"
"","","1","","100411","0.2","","3","psy_idle_normal","8","8061"
"","","1","","102011","0.2","","3","psy_talk_joy1","8","8062"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0812","8","8063"
"0","1","8","0.5","102011","0","0","11","おにいちゃんが帰ってくるまで\n一緒に遊ぼ～","8","8064"
"","","","","0","","","91","","8","8065"
"","","1","","102011","0.2","","3","psy_idle_joy1","8","8066"
"","","1","","119931","0.2","","3","psy_miyako_anger3","8","8067"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0803","8","8068"
"0","1","6","0.5","119931","0","0","11","遊ばないの。\nミヤコはプリン作りで忙しいの！","8","8069"
"","","","","0","","","91","","8","8070"
"","","","","0","","","22","0","8","8071"
"","","1","","119931","0.2","","3","psy_miyako_idle_anger","8","8072"
"","","1","","102011","0.2","","3","psy_talk_joy2","8","8073"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0813","8","8074"
"0","1","8","0.5","102011","0","0","11","プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？","8","8075"
"","","","","0","","","91","","8","8076"
"","","1","","102011","0.2","","3","psy_idle_joy2","8","8077"
"0","psy_miyako_doya_loop","0","","119931","0.2","1","3","psy_miyako_doya_in","8","8078"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0804","8","8079"
"0","1","6","0.5","119931","0","0","11","ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。","8","8080"
"","","","","0","","","91","","8","8081"
"","","","","0","","","22","0","8","8082"
"","","1","","119931","0.2","","3","psy_miyako_doya_idle","8","8083"
"0.4","psy_idle_joy1","0","","102011","0.2","1","3","psy_jump","8","8084"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0814","8","8085"
"0","1","8","0.5","102011","0","0","11","わ～い！　やった～！","8","8086"
"","","","","0","","","91","","8","8087"
"","","1","","100411","0.2","","3","psy_talk_joy2","8","8088"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0815","8","8089"
"0","1","8","0.5","100411","0","0","11","にいちゃんにイタズラする用のプリン\n作っちゃお～！","8","8090"
"","","","","0","","","91","","8","8091"
"","","1","","100411","0.2","","3","psy_idle_joy2","8","8092"
"","","1","","103631","0.2","","3","psy_talk_sad","8","8093"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0816","8","8094"
"0","1","8","0.5","103631","0","0","11","そ、そんな……\n幽霊とプリン作りなんて……","8","8095"
"","","","","0","","","91","","8","8096"
"","","1","","103631","0.2","","3","psy_idle_sad","8","8097"
"","","1","","100411","0.2","","3","psy_talk_normal","8","8098"
"","","","","100411","","","4","0","8","8099"
"","","","","102011","","","4","0","8","8100"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0817","8","8101"
"0","1","8","0.5","100411","0","0","11","キョウカはやらないの？","8","8102"
"","","","","0","","","91","","8","8103"
"","","1","","100411","0.2","","3","psy_idle_normal","8","8104"
"","","1","","102011","0.2","","3","psy_talk_joy2","8","8105"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0818","8","8106"
"0","1","8","0.5","102011","0","0","11","ミミ、キョウカちゃんと一緒に\nプリン作りたいな～","8","8107"
"","","","","0","","","91","","8","8108"
"","","1","","102011","0.2","","3","psy_idle_joy2","8","8109"
"","","1","","103631","0.2","","3","psy_talk_sad","8","8110"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0819","8","8111"
"0","1","8","0.5","103631","0","0","11","うぅ……わかったよ、\n私も一緒に作ります。","8","8112"
"","","","","0","","","91","","8","8113"
"","","1","","103631","0.2","","3","psy_idle_sad","8","8114"
"","","1","","119931","0.2","","3","psy_miyako_joy1","8","8115"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0805","8","8116"
"0","1","6","0.5","119931","0","0","11","やったの！\n手下が一気に３人も増えたの！","8","8117"
"","","","","0","","","91","","8","8118"
"","","","","0","","","22","0","8","8119"
"","","","","1","","","93","","8","8120"
"","","","","0","","","91","","8","8121"
"0","-300","100","psy_miyako_idle","1","1.7","-200","1","119931","9","9001"
"1","185","100","psy_idle_normal","1","1.7","-220","5","1","9","9002"
"","0","0","","1","1","1","31","11","9","9003"
"","","","","1","","","93","","9","9004"
"","","1","","119931","0.2","","3","psy_miyako_thinking4","9","9005"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0901","9","9006"
"0","1","5","1","119931","0","0","11","むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！","9","9007"
"","","","","6","","","93","1","9","9008"
"","","1","","119931","0.2","","3","psy_miyako_sad2","9","9009"
"","","","","9007","","","91","","9","9010"
"","","","","0","","","22","0","9","9011"
"","","1","","119931","0.2","","3","psy_miyako_talk_joy1","9","9012"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0902","9","9013"
"0","1","6","0.5","119931","0","0","11","オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！","9","9014"
"","","","","6","","","93","1","9","9015"
"0","psy_miyako_guts2_loop","0","","119931","0.2","1","3","psy_miyako_guts2_in","9","9016"
"","","","","9014","","","91","","9","9017"
"","","","","0","","","22","0","9","9018"
"0","0","1","0","1","0","0","12","11","9","9019"
"0","psy_idle_guts2","0","","1","0.2","1","3","psy_talk_guts2","9","9020"
"","","","","2","","","93","","9","9021"
"","","","","1","","","4","0","9","9022"
"","","1","","1","0.2","","3","psy_run","9","9023"
"","3","-220","","1","","0","2","1000","9","9024"
"","","","","4","","","93","","9","9025"
"","","","","1","","","4","1","9","9026"
"","","1","","1","0.2","","3","psy_item01_run","9","9027"
"","3","-220","","1","","0","2","185","9","9028"
"","","","","3","","","93","","9","9029"
"0","psy_item01_up_loop","0","","1","0.2","1","3","psy_item01_up","9","9030"
"","","","","0.5","","","93","","9","9031"
"","","0","","手錠とムチを持ってきた。","","","103","9033","9","9032"
"","","1","","119931","0.2","","3","psy_miyako_anger2","9","9033"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0903","9","9034"
"0","1","6","0.5","119931","0","0","11","い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！","9","9035"
"","","","","0","","","91","","9","9036"
"","","","","0","","","22","0","9","9037"
"0","0","2","0","1","0","0","12","10","9","9038"
"","","1","","1","0.2","","3","psy_item01_up_loop_talk","9","9039"
"","","","","3","","","93","","9","9040"
"","","1","","1","0.2","","3","psy_item01_up_loop","9","9041"
"","","1","","119931","0.2","","3","psy_miyako_thinking4","9","9042"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0904","9","9043"
"0","1","5","0.5","119931","0","0","11","…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？","9","9044"
"","","","","6","","","93","1","9","9045"
"","","1","","119931","0.2","","3","psy_miyako_talk4","9","9046"
"","","","","9044","","","91","","9","9047"
"","","","","0","","","22","0","9","9048"
"","","","","1","","","93","","9","9049"
"","","","","0","","","91","","9","9050"
"0","-300","100","psy_miyako_idle","1","1.7","-200","1","119931","10","10001"
"1","1000","100","psy_idle_normal","1","1.7","-220","5","1","10","10002"
"","0","0","","1","1","1","31","11","10","10003"
"","","","","2","","","93","","10","10004"
"","","1","","1","0.2","","3","psy_item02_run","10","10005"
"","3","-220","","1","","0","2","185","10","10006"
"","","","","3","","","93","","10","10007"
"0","psy_item02_up_loop","0","","1","0.2","1","3","psy_item02_up","10","10008"
"","","","","0.5","","","93","","10","10009"
"","","0","","ヒントになりそうなものだよ。","","","103","10011","10","10010"
"","","1","","119931","0.2","","3","psy_miyako_anger3","10","10011"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_1001","10","10012"
"0","1","5","0.5","119931","0","0","11","また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！","10","10013"
"","","","","4","","","93","1","10","10014"
"","","1","","119931","0.2","","3","psy_miyako_talk2","10","10015"
"","","","","2.5","","","93","1","10","10016"
"","","1","","119931","0.2","","3","psy_miyako_talk_joy1","10","10017"
"","","","","10013","","","91","","10","10018"
"","","","","0","","","22","0","10","10019"
"","","1","","119931","0.2","","3","psy_miyako_thinking1","10","10020"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_1002","10","10021"
"0","1","5","0.5","119931","0","0","11","でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。","10","10022"
"","","","","0","","","91","","10","10023"
"","","","","0","","","22","0","10","10024"
"0","0","3","0","1","0","0","12","6","10","10025"
"","","1","","1","0.2","","3","psy_item02_up_loop_talk","10","10026"
"","","","","3","","","93","","10","10027"
"","","1","","1","0.2","","3","psy_item02_up_loop","10","10028"
"","","1","","119931","0.2","","3","psy_miyako_sad1","10","10029"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_1003","10","10030"
"0","1","6","0.5","119931","0","0","11","食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！","10","10031"
"","","","","3","","","93","1","10","10032"
"","","1","","119931","0.2","","3","psy_miyako_anger2","10","10033"
"","","","","10031","","","91","","10","10034"
"","","","","0","","","22","0","10","10035"
"","","","","1","","","93","","10","10036"
"","","","","0","","","91","","10","10037"
"0","-300","100","psy_miyako_idle","1","1.7","-200","1","119931","11","11001"
"1","1000","100","psy_idle_normal","1","1.7","-220","5","1","11","11002"
"","0","0","","1","1","1","31","11","11","11003"
"","","","","2","","","93","","11","11004"
"","","1","","1","0.2","","3","psy_item03_run","11","11005"
"","3","-220","","1","","0","2","185","11","11006"
"","","","","3","","","93","","11","11007"
"0","psy_item03_up_loop","0","","1","0.2","1","3","psy_item03_up","11","11008"
"","","","","0.5","","","93","","11","11009"
"","","0","","ヒントになりそうなものだよ。","","","103","11011","11","11010"
"","","1","","119931","0.2","","3","psy_miyako_talk3","11","11011"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_1101","11","11012"
"0","1","6","1","119931","0","0","11","３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。","11","11013"
"","","","","4","","","93","1","11","11014"
"","","1","","119931","0.2","","3","psy_miyako_panic3","11","11015"
"","","","","11013","","","91","","11","11016"
"","","","","0","","","22","0","11","11017"
"","","1","","119931","0.2","","3","psy_miyako_thinking1","11","11018"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_1102","11","11019"
"0","1","6","0.5","119931","0","0","11","それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？","11","11020"
"","","","","0","","","91","","11","11021"
"","","","","0","","","22","0","11","11022"
"","","0","","台本とシフト表","","","103","11024","11","11023"
"","","1","","119931","0.2","","3","psy_miyako_talk4","11","11024"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_1103","11","11025"
"0","1","6","0.5","119931","0","0","11","……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。","11","11026"
"","","","","0","","","91","","11","11027"
"","","","","0","","","22","0","11","11028"
"","","1","","119931","0.2","","3","psy_miyako_sad1","11","11029"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_1104","11","11030"
"0","1","6","0.5","119931","0","0","11","これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！","11","11031"
"","","","","0","","","91","","11","11032"
"","","","","0","","","22","0","11","11033"
"","","1","","119931","0.2","","3","psy_miyako_talk_joy1","11","11034"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_1105","11","11035"
"0","1","6","0.5","119931","0","0","11","でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！","11","11036"
"","","","","5","","","93","1","11","11037"
"0","psy_miyako_doya_loop","0","","119931","0.2","1","3","psy_miyako_doya_in","11","11038"
"","","","","11036","","","91","","11","11039"
"","","","","0","","","22","0","11","11040"
"","","","","1.5","","","93","","11","11041"
"","","","","0","","","91","","11","11042"
