dbf8fe5a57b206adf013bd1ae94d7c752fbea028eea84dd8fc5446b0e02cb5c0,0512aa0835dd6914e701bb5a78f733f35839cfd3bc429070def0a7f46593810f,7186d21af7568aeb6c8b073e2927ed3c5a6a098164eaaa1742d17b43d4f3bb04,cd89bbbe2f39bb9b70a05de8c0a41a7491607d6e1024d56dce35e54e2f23f955,5c29d7850dd675c4f467d7c67db09427889a6e5ef3a308d1aaffb94c672b7278,8a0710d5b4b61559bf226c76b96fca1f83381613c020bbe8068d5ade9af24ca5,2e9b6137ec4c0c05144994949426381a2a35c3b14119e44e278cfd3b158f9634,7669e5d67fabcffa203944244c6a005761bde23c856f9705112e0d65077f84cc,0ce46bbf52657497c897a8ff849d9ada4bc9f795fca14432aa81b83836fb2619,bb1195240eb47f0002f5037cad43f95ecc6f5b02b53d8f98f9432dc4b64751e1,f650db0d72f30f5ef92e57bcff218fcdbd44c952979df406dd049e6fa27b1dc0,3df362efd8f116c4e770e58549cf15b83523e9f1522e656ea59bcc75eafa6a47,4ac75e37565c12d82a0d2d4fc857b9fbde9d2803191582abde764fe041b92a55,da2f3c3fe3779c9bb0efaa4062ff2b5687c22853f09abeb72c3952f6537f15fb,c6d8735998e300c1c14c73ed7799f4bd3e666bfbb6408b853aeaa351ddd3799e,3876aaf07a69e33003e1485ed85c167b382b728453c2dcb54e20fa20c4cd05a7
"32203","32204","38","0","0","7","10074","32205","0","3","0","322","8","32202","32201","319"
"0","0","39","0","0","101","11015","0","0","3","0","323","2","0","32301","320"
"32403","32404","39","0","0","7","10072","32405","0","3","0","324","5","32402","32401","321"
"32503","32504","39","0","0","4","10045","32505","0","3","0","325","8","32502","32501","322"
"32603","32604","40","0","325","5","10056","32605","324","3","0","326","5","32602","32601","323"
"0","0","1","0","0","100","11002","0","0","4","0","327","2","0","32701","0"
"32803","32804","1","0","0","2","10023","32805","0","4","0","328","5","32802","32801","0"
"0","0","1","0","0","101","11015","0","0","4","0","329","8","0","32901","0"
"33003","33004","2","0","0","4","10041","33005","0","4","0","330","2","33002","33001","327"
"33103","33104","2","0","0","2","10024","33105","0","4","0","331","5","33102","33101","328"
"0","0","2","0","0","101","11012","0","0","4","0","332","8","0","33201","329"
"33303","33304","3","0","0","6","10063","33305","0","4","0","333","2","33302","33301","330"
"33403","33404","3","0","0","6","10064","33405","0","4","0","334","5","33402","33401","331"
"33503","33504","3","0","0","7","10075","33505","0","4","0","335","8","33502","33501","332"
"33603","33604","4","0","0","4","10044","33605","0","4","0","336","2","33602","33601","333"
"33703","33704","4","0","0","2","10021","33705","0","4","0","337","5","33702","33701","334"
"0","0","4","0","0","100","11003","0","0","4","0","338","8","0","33801","335"
"33903","33904","5","0","338","1","10016","33905","337","4","0","339","5","33902","33901","336"
"34003","34004","6","0","0","2","10023","34005","0","4","0","340","2","34002","34001","339"
"34103","34104","6","0","0","4","10042","34105","0","4","0","341","5","34102","34101","339"
"34203","34204","6","0","0","4","10045","34205","0","4","0","342","8","34202","34201","339"
"0","0","7","0","0","101","11014","0","0","4","0","343","2","0","34301","340"
"34403","34404","7","0","0","7","10071","34405","0","4","0","344","5","34402","34401","341"
"0","0","7","0","0","100","11005","0","0","4","0","345","8","0","34501","342"
"34603","34604","8","0","0","4","10042","34605","0","4","0","346","2","34602","34601","343"
"0","0","8","0","0","101","11013","0","0","4","0","347","5","0","34701","344"
"34803","34804","8","0","0","7","10074","34805","0","4","0","348","8","34802","34801","345"
"34903","34904","9","0","0","2","10022","34905","0","4","0","349","2","34902","34901","346"
"35003","35004","9","0","0","2","10024","35005","0","4","0","350","5","35002","35001","347"
"35103","35104","9","0","0","6","10061","35105","0","4","0","351","8","35102","35101","348"
"35203","35204","10","0","351","5","10056","35205","350","4","0","352","5","35202","35201","349"
"35303","35304","11","0","0","2","10025","35305","0","4","0","353","2","35302","35301","352"
"0","0","11","0","0","101","11011","0","0","4","0","354","5","0","35401","352"
"35503","35504","11","0","0","6","10064","35505","0","4","0","355","8","35502","35501","352"
"35603","35604","12","0","0","4","10042","35605","0","4","0","356","2","35602","35601","353"
"35703","35704","12","0","0","4","10041","35705","0","4","0","357","5","35702","35701","354"
"35803","35804","12","0","0","4","10045","35805","0","4","0","358","8","35802","35801","355"
"35903","35904","13","0","0","4","10043","35905","0","4","0","359","2","35902","35901","356"
"36003","36004","13","0","0","7","10073","36005","0","4","0","360","5","36002","36001","357"
"36103","36104","13","0","0","6","10065","36105","0","4","0","361","8","36102","36101","358"
"0","0","14","0","0","101","11014","0","0","4","0","362","2","0","36201","359"
"36303","36304","14","0","0","2","10022","36305","0","4","0","363","5","36302","36301","360"
"36403","36404","14","0","0","7","10072","36405","0","4","0","364","8","36402","36401","361"
"36503","36504","15","0","364","1","10016","36505","363","4","0","365","5","36502","36501","362"
"36603","36604","16","0","0","7","10071","36605","0","4","0","366","2","36602","36601","365"
"0","0","16","0","0","101","11013","0","0","4","0","367","5","0","36701","365"
"36803","36804","16","0","0","2","10025","36805","0","4","0","368","8","36802","36801","365"
"0","0","17","0","0","100","11004","0","0","4","0","369","2","0","36901","366"
"0","0","17","0","0","101","11012","0","0","4","0","370","5","0","37001","367"
"37103","37104","17","0","0","4","10044","37105","0","4","0","371","8","37102","37101","368"
"0","0","18","0","0","101","11015","0","0","4","0","372","2","0","37201","369"
"37303","37304","18","0","0","6","10061","37305","0","4","0","373","5","37302","37301","370"
"37403","37404","18","0","0","4","10041","37405","0","4","0","374","8","37402","37401","371"
"37503","37504","19","0","0","6","10062","37505","0","4","0","375","2","37502","37501","372"
"0","0","19","0","0","100","11002","0","0","4","0","376","5","0","37601","373"
"37703","37704","19","0","0","2","10024","37705","0","4","0","377","8","37702","37701","374"
"37803","37804","20","0","377","5","10056","37805","376","4","0","378","5","37802","37801","375"
"37903","37904","21","0","0","7","10072","37905","0","4","0","379","2","37902","37901","378"
"0","0","21","0","0","100","11001","0","0","4","0","380","5","0","38001","378"
"0","0","21","0","0","100","11005","0","0","4","0","381","8","0","38101","378"
"0","0","22","0","0","100","11003","0","0","4","0","382","2","0","38201","379"
"38303","38304","22","0","0","6","10062","38305","0","4","0","383","5","38302","38301","380"
"38403","38404","22","0","0","4","10043","38405","0","4","0","384","8","38402","38401","381"
"0","0","23","0","0","100","11004","0","0","4","0","385","2","0","38501","382"
"38603","38604","23","0","0","2","10021","38605","0","4","0","386","5","38602","38601","383"
"38703","38704","23","0","0","2","10022","38705","0","4","0","387","8","38702","38701","384"
"38803","38804","24","0","0","6","10065","38805","0","4","0","388","2","38802","38801","385"
"38903","38904","24","0","0","7","10074","38905","0","4","0","389","5","38902","38901","386"
"39003","39004","24","0","0","6","10063","39005","0","4","0","390","8","39002","39001","387"
"39103","39104","25","0","390","3","10036","39105","389","4","0","391","5","39102","39101","388"
"0","0","26","0","0","101","11011","0","0","4","0","392","2","0","39201","391"
"39303","39304","26","0","0","7","10075","39305","0","4","0","393","5","39302","39301","391"
"39403","39404","26","0","0","4","10044","39405","0","4","0","394","8","39402","39401","391"
"39503","39504","27","0","0","7","10073","39505","0","4","0","395","2","39502","39501","392"
"39603","39604","27","0","0","4","10042","39605","0","4","0","396","5","39602","39601","393"
"39703","39704","27","0","0","6","10062","39705","0","4","0","397","8","39702","39701","394"
"0","0","28","0","0","100","11005","0","0","4","0","398","2","0","39801","395"
"0","0","28","0","0","101","11011","0","0","4","0","399","5","0","39901","396"
"40003","40004","28","0","0","6","10063","40005","0","4","0","400","8","40002","40001","397"
"0","0","29","0","0","100","11001","0","0","4","0","401","2","0","40101","398"
"0","0","29","0","0","100","11004","0","0","4","0","402","5","0","40201","399"
"0","0","29","0","0","100","11003","0","0","4","0","403","8","0","40301","400"
"40403","40404","30","0","403","1","10016","40405","402","4","0","404","5","40402","40401","401"
"40503","40504","31","0","0","4","10041","40505","0","4","0","405","2","40502","40501","404"
"40603","40604","31","0","0","2","10025","40605","0","4","0","406","5","40602","40601","404"
"40703","40704","31","0","0","6","10064","40705","0","4","0","407","8","40702","40701","404"
"40803","40804","32","0","0","2","10023","40805","0","4","0","408","2","40802","40801","405"
"40903","40904","32","0","0","2","10021","40905","0","4","0","409","5","40902","40901","406"
"41003","41004","32","0","0","6","10065","41005","0","4","0","410","8","41002","41001","407"
"41103","41104","33","0","0","2","10022","41105","0","4","0","411","2","41102","41101","408"
"41203","41204","33","0","0","2","10024","41205","0","4","0","412","5","41202","41201","409"
"0","0","33","0","0","101","11013","0","0","4","0","413","8","0","41301","410"
"0","0","34","0","0","101","11012","0","0","4","0","414","2","0","41401","411"
"41503","41504","34","0","0","7","10075","41505","0","4","0","415","5","41502","41501","412"
"41603","41604","34","0","0","4","10044","41605","0","4","0","416","8","41602","41601","413"
"41703","41704","35","0","416","3","10036","41705","415","4","0","417","5","41702","41701","414"
"0","0","36","0","0","101","11014","0","0","4","0","418","2","0","41801","417"
"41903","41904","36","0","0","7","10073","41905","0","4","0","419","5","41902","41901","417"
"42003","42004","36","0","0","2","10025","42005","0","4","0","420","8","42002","42001","417"
"42103","42104","37","0","0","7","10071","42105","0","4","0","421","2","42102","42101","418"
"0","0","37","0","0","101","11015","0","0","4","0","422","5","0","42201","419"
"0","0","37","0","0","100","11001","0","0","4","0","423","8","0","42301","420"
"42403","42404","38","0","0","4","10043","42405","0","4","0","424","2","42402","42401","421"
"42503","42504","38","0","0","7","10074","42505","0","4","0","425","5","42502","42501","422"
"42603","42604","38","0","0","6","10061","42605","0","4","0","426","8","42602","42601","423"
"0","0","39","0","0","100","11002","0","0","4","0","427","2","0","42701","424"
"42803","42804","39","0","0","7","10072","42805","0","4","0","428","5","42802","42801","425"
"42903","42904","39","0","0","4","10045","42905","0","4","0","429","8","42902","42901","426"
"43003","43004","40","0","429","1","10016","43005","428","4","0","430","5","43002","43001","427"
"43103","43104","1","0","0","6","10061","43105","0","5","0","431","2","43102","43101","0"
"0","0","1","0","0","100","11005","0","0","5","0","432","5","0","43201","0"
"43303","43304","1","0","0","4","10043","43305","0","5","0","433","8","43302","43301","0"
"43403","43404","2","0","0","7","10072","43405","0","5","0","434","2","43402","43401","431"
"43503","43504","2","0","0","7","10074","43505","0","5","0","435","5","43502","43501","432"
"43603","43604","2","0","0","2","10021","43605","0","5","0","436","8","43602","43601","433"
"43703","43704","3","0","0","2","10025","43705","0","5","0","437","2","43702","43701","434"
"43803","43804","3","0","0","4","10042","43805","0","5","0","438","5","43802","43801","435"
"0","0","3","0","0","101","11011","0","0","5","0","439","8","0","43901","436"
"0","0","4","0","0","101","11013","0","0","5","0","440","2","0","44001","437"
"44103","44104","4","0","0","4","10045","44105","0","5","0","441","5","44102","44101","438"
"44203","44204","4","0","0","2","10024","44205","0","5","0","442","8","44202","44201","439"
"44303","44304","5","0","442","3","10036","44305","441","5","0","443","5","44302","44301","440"
"44403","44404","6","0","0","2","10022","44405","0","5","0","444","2","44402","44401","443"
"44503","44504","6","0","0","4","10041","44505","0","5","0","445","5","44502","44501","443"
"44603","44604","6","0","0","2","10023","44605","0","5","0","446","8","44602","44601","443"
"0","0","7","0","0","100","11004","0","0","5","0","447","2","0","44701","444"
"44803","44804","7","0","0","6","10065","44805","0","5","0","448","5","44802","44801","445"
"0","0","7","0","0","101","11014","0","0","5","0","449","8","0","44901","446"
"45003","45004","8","0","0","2","10021","45005","0","5","0","450","2","45002","45001","447"
"45103","45104","8","0","0","6","10062","45105","0","5","0","451","5","45102","45101","448"
"0","0","8","0","0","100","11003","0","0","5","0","452","8","0","45201","449"
"45303","45304","9","0","0","4","10044","45305","0","5","0","453","2","45302","45301","450"
"45403","45404","9","0","0","6","10063","45405","0","5","0","454","5","45402","45401","451"
"0","0","9","0","0","100","11005","0","0","5","0","455","8","0","45501","452"
"45603","45604","10","0","455","5","10056","45605","454","5","0","456","5","45602","45601","453"
"45703","45704","11","0","0","6","10064","45705","0","5","0","457","2","45702","45701","456"
"45803","45804","11","0","0","2","10022","45805","0","5","0","458","5","45802","45801","456"
"0","0","11","0","0","101","11015","0","0","5","0","459","8","0","45901","456"
"46003","46004","12","0","0","7","10075","46005","0","5","0","460","2","46002","46001","457"
"46103","46104","12","0","0","7","10071","46105","0","5","0","461","5","46102","46101","458"
"0","0","12","0","0","100","11002","0","0","5","0","462","8","0","46201","459"
"46303","46304","13","0","0","4","10043","46305","0","5","0","463","2","46302","46301","460"
"0","0","13","0","0","101","11015","0","0","5","0","464","5","0","46401","461"
"0","0","13","0","0","100","11001","0","0","5","0","465","8","0","46501","462"
"0","0","14","0","0","101","11014","0","0","5","0","466","2","0","46601","463"
"46703","46704","14","0","0","2","10022","46705","0","5","0","467","5","46702","46701","464"
"0","0","14","0","0","101","11013","0","0","5","0","468","8","0","46801","465"
"46903","46904","15","0","468","1","10016","46905","467","5","0","469","5","46902","46901","466"
"47003","47004","16","0","0","4","10041","47005","0","5","0","470","2","47002","47001","469"
"47103","47104","16","0","0","7","10072","47105","0","5","0","471","5","47102","47101","469"
"47203","47204","16","0","0","2","10025","47205","0","5","0","472","8","47202","47201","469"
"47303","47304","17","0","0","2","10024","47305","0","5","0","473","2","47302","47301","470"
"47403","47404","17","0","0","7","10073","47405","0","5","0","474","5","47402","47401","471"
"47503","47504","17","0","0","6","10062","47505","0","5","0","475","8","47502","47501","472"
"47603","47604","18","0","0","6","10063","47605","0","5","0","476","2","47602","47601","473"
"47703","47704","18","0","0","4","10044","47705","0","5","0","477","5","47702","47701","474"
"47803","47804","18","0","0","6","10061","47805","0","5","0","478","8","47802","47801","475"
"0","0","19","0","0","100","11003","0","0","5","0","479","2","0","47901","476"
"48003","48004","19","0","0","6","10065","48005","0","5","0","480","5","48002","48001","477"
"48103","48104","19","0","0","4","10042","48105","0","5","0","481","8","48102","48101","478"
"48203","48204","20","0","481","1","10016","48205","480","5","0","482","5","48202","48201","479"
"48303","48304","21","0","0","6","10063","48305","0","5","0","483","2","48302","48301","482"
"0","0","21","0","0","100","11002","0","0","5","0","484","5","0","48401","482"
"48503","48504","21","0","0","4","10045","48505","0","5","0","485","8","48502","48501","482"
"0","0","22","0","0","101","11011","0","0","5","0","486","2","0","48601","483"
"48703","48704","22","0","0","7","10074","48705","0","5","0","487","5","48702","48701","484"
"48803","48804","22","0","0","7","10075","48805","0","5","0","488","8","48802","48801","485"
"48903","48904","23","0","0","4","10044","48905","0","5","0","489","2","48902","48901","486"
"49003","49004","23","0","0","2","10023","49005","0","5","0","490","5","49002","49001","487"
"49103","49104","23","0","0","6","10064","49105","0","5","0","491","8","49102","49101","488"
"49203","49204","24","0","0","2","10021","49205","0","5","0","492","2","49202","49201","489"
"49303","49304","24","0","0","2","10022","49305","0","5","0","493","5","49302","49301","490"
"0","0","24","0","0","101","11012","0","0","5","0","494","8","0","49401","491"
"49503","49504","25","0","494","5","10056","49505","493","5","0","495","5","49502","49501","492"
"49603","49604","26","0","0","2","10025","49605","0","5","0","496","2","49602","49601","495"
"0","0","26","0","0","100","11001","0","0","5","0","497","5","0","49701","495"
"0","0","26","0","0","100","11003","0","0","5","0","498","8","0","49801","495"
"49903","49904","27","0","0","2","10024","49905","0","5","0","499","2","49902","49901","496"
"50003","50004","27","0","0","2","10023","50005","0","5","0","500","5","50002","50001","497"
"50103","50104","27","0","0","7","10072","50105","0","5","0","501","8","50102","50101","498"
"0","0","28","0","0","101","11014","0","0","5","0","502","2","0","50201","499"
"50303","50304","28","0","0","6","10065","50305","0","5","0","503","5","50302","50301","500"
"50403","50404","28","0","0","4","10042","50405","0","5","0","504","8","50402","50401","501"
"50503","50504","29","0","0","4","10043","50505","0","5","0","505","2","50502","50501","502"
"0","0","29","0","0","100","11004","0","0","5","0","506","5","0","50601","503"
"50703","50704","29","0","0","7","10071","50705","0","5","0","507","8","50702","50701","504"
"50803","50804","30","0","507","1","10016","50805","506","5","0","508","5","50802","50801","505"
"0","0","31","0","0","101","11014","0","0","5","0","509","2","0","50901","508"
"51003","51004","31","0","0","6","10062","51005","0","5","0","510","5","51002","51001","508"
"51103","51104","31","0","0","4","10041","51105","0","5","0","511","8","51102","51101","508"
"0","0","32","0","0","101","11013","0","0","5","0","512","2","0","51201","509"
"51303","51304","32","0","0","7","10074","51305","0","5","0","513","5","51302","51301","510"
"51403","51404","32","0","0","6","10061","51405","0","5","0","514","8","51402","51401","511"
"51503","51504","33","0","0","4","10045","51505","0","5","0","515","2","51502","51501","512"
"51603","51604","33","0","0","2","10024","51605","0","5","0","516","5","51602","51601","513"
"51703","51704","33","0","0","6","10063","51705","0","5","0","517","8","51702","51701","514"
"0","0","34","0","0","100","11005","0","0","5","0","518","2","0","51801","515"
"0","0","34","0","0","101","11012","0","0","5","0","519","5","0","51901","516"
"0","0","34","0","0","101","11011","0","0","5","0","520","8","0","52001","517"
"52103","52104","35","0","520","3","10036","52105","519","5","0","521","5","52102","52101","518"
"0","0","36","0","0","101","11013","0","0","5","0","522","2","0","52201","521"
"52303","52304","36","0","0","4","10041","52305","0","5","0","523","5","52302","52301","521"
"0","0","36","0","0","101","11015","0","0","5","0","524","8","0","52401","521"
"52503","52504","37","0","0","7","10073","52505","0","5","0","525","2","52502","52501","522"
"52603","52604","37","0","0","2","10025","52605","0","5","0","526","5","52602","52601","523"
"52703","52704","37","0","0","7","10072","52705","0","5","0","527","8","52702","52701","524"
"0","0","38","0","0","100","11001","0","0","5","0","528","2","0","52801","525"
"52903","52904","38","0","0","6","10064","52905","0","5","0","529","5","52902","52901","526"
"53003","53004","38","0","0","7","10075","53005","0","5","0","530","8","53002","53001","527"
"53103","53104","39","0","0","2","10022","53105","0","5","0","531","2","53102","53101","528"
"0","0","39","0","0","100","11004","0","0","5","0","532","5","0","53201","529"
"53303","53304","39","0","0","2","10023","53305","0","5","0","533","8","53302","53301","530"
"53403","53404","40","0","533","5","10056","53405","532","5","0","534","5","53402","53401","531"
"0","0","1","0","0","100","11004","0","0","6","0","535","2","0","53501","0"
"0","0","1","0","0","101","11015","0","0","6","0","536","5","0","53601","0"
"0","0","1","0","0","101","11013","0","0","6","0","537","8","0","53701","0"
"0","0","2","0","0","101","11014","0","0","6","0","538","2","0","53801","535"
"0","0","2","0","0","101","11011","0","0","6","0","539","5","0","53901","536"
"0","0","2","0","0","100","11002","0","0","6","0","540","8","0","54001","537"
"54103","54104","3","0","0","4","10041","54105","0","6","0","541","2","54102","54101","538"
"54203","54204","3","0","0","6","10063","54205","0","6","0","542","5","54202","54201","539"
"54303","54304","3","0","0","7","10072","54305","0","6","0","543","8","54302","54301","540"
"54403","54404","4","0","0","6","10065","54405","0","6","0","544","2","54402","54401","541"
"0","0","4","0","0","100","11001","0","0","6","0","545","5","0","54501","542"
"0","0","4","0","0","101","11012","0","0","6","0","546","8","0","54601","543"
"54703","54704","5","0","546","1","10016","54705","545","6","0","547","5","54702","54701","544"
"0","0","6","0","0","100","11005","0","0","6","0","548","2","0","54801","547"
"54903","54904","6","0","0","7","10071","54905","0","6","0","549","5","54902","54901","547"
"55003","55004","6","0","0","7","10073","55005","0","6","0","550","8","55002","55001","547"
"55103","55104","7","0","0","6","10064","55105","0","6","0","551","2","55102","55101","548"
"55203","55204","7","0","0","4","10044","55205","0","6","0","552","5","55202","55201","549"
"55303","55304","7","0","0","2","10021","55305","0","6","0","553","8","55302","55301","550"
"55403","55404","8","0","0","7","10075","55405","0","6","0","554","2","55402","55401","551"
"55503","55504","8","0","0","4","10042","55505","0","6","0","555","5","55502","55501","552"
"55603","55604","8","0","0","4","10043","55605","0","6","0","556","8","55602","55601","553"
"55703","55704","9","0","0","2","10025","55705","0","6","0","557","2","55702","55701","554"
"0","0","9","0","0","100","11004","0","0","6","0","558","5","0","55801","555"
"0","0","9","0","0","101","11012","0","0","6","0","559","8","0","55901","556"
"56003","56004","10","0","559","3","10036","56005","558","6","0","560","5","56002","56001","557"
"0","0","11","0","0","101","11011","0","0","6","0","561","2","0","56101","560"
"0","0","11","0","0","100","11003","0","0","6","0","562","5","0","56201","560"
"56303","56304","11","0","0","7","10072","56305","0","6","0","563","8","56302","56301","560"
"56403","56404","12","0","0","4","10045","56405","0","6","0","564","2","56402","56401","561"
"56503","56504","12","0","0","2","10022","56505","0","6","0","565","5","56502","56501","562"
"56603","56604","12","0","0","4","10044","56605","0","6","0","566","8","56602","56601","563"
"56703","56704","13","0","0","6","10061","56705","0","6","0","567","2","56702","56701","564"
"0","0","13","0","0","100","11002","0","0","6","0","568","5","0","56801","565"
"56903","56904","13","0","0","2","10023","56905","0","6","0","569","8","56902","56901","566"
"57003","57004","14","0","0","6","10065","57005","0","6","0","570","2","57002","57001","567"
"57103","57104","14","0","0","4","10041","57105","0","6","0","571","5","57102","57101","568"
"57203","57204","14","0","0","7","10074","57205","0","6","0","572","8","57202","57201","569"
"57303","57304","15","0","572","1","10016","57305","571","6","0","573","5","57302","57301","570"
"0","0","16","0","0","100","11005","0","0","6","0","574","2","0","57401","573"
"57503","57504","16","0","0","4","10042","57505","0","6","0","575","5","57502","57501","573"
"0","0","16","0","0","100","11001","0","0","6","0","576","8","0","57601","573"
"57703","57704","17","0","0","6","10061","57705","0","6","0","577","2","57702","57701","574"
"57803","57804","17","0","0","2","10024","57805","0","6","0","578","5","57802","57801","575"
"57903","57904","17","0","0","2","10025","57905","0","6","0","579","8","57902","57901","576"
"0","0","18","0","0","101","11013","0","0","6","0","580","2","0","58001","577"
"0","0","18","0","0","101","11014","0","0","6","0","581","5","0","58101","578"
"0","0","18","0","0","101","11012","0","0","6","0","582","8","0","58201","579"
"0","0","19","0","0","101","11015","0","0","6","0","583","2","0","58301","580"
"58403","58404","19","0","0","6","10063","58405","0","6","0","584","5","58402","58401","581"
"0","0","19","0","0","101","11011","0","0","6","0","585","8","0","58501","582"
"58603","58604","20","0","585","3","10036","58605","584","6","0","586","5","58602","58601","583"
"0","0","21","0","0","101","11012","0","0","6","0","587","2","0","58701","586"
"58803","58804","21","0","0","7","10071","58805","0","6","0","588","5","58802","58801","586"
"58903","58904","21","0","0","7","10075","58905","0","6","0","589","8","58902","58901","586"
"59003","59004","22","0","0","4","10044","59005","0","6","0","590","2","59002","59001","587"
"59103","59104","22","0","0","2","10022","59105","0","6","0","591","5","59102","59101","588"
"59203","59204","22","0","0","4","10045","59205","0","6","0","592","8","59202","59201","589"
"0","0","23","0","0","100","11003","0","0","6","0","593","2","0","59301","590"
"59403","59404","23","0","0","2","10021","59405","0","6","0","594","5","59402","59401","591"
"59503","59504","23","0","0","7","10074","59505","0","6","0","595","8","59502","59501","592"
"59603","59604","24","0","0","6","10062","59605","0","6","0","596","2","59602","59601","593"
"59703","59704","24","0","0","7","10073","59705","0","6","0","597","5","59702","59701","594"
"59803","59804","24","0","0","6","10065","59805","0","6","0","598","8","59802","59801","595"
"59903","59904","25","0","598","1","10016","59905","597","6","0","599","5","59902","59901","596"
"60003","60004","26","0","0","4","10041","60005","0","6","0","600","2","60002","60001","599"
"60103","60104","26","0","0","4","10043","60105","0","6","0","601","5","60102","60101","599"
"60203","60204","26","0","0","6","10064","60205","0","6","0","602","8","60202","60201","599"
"60303","60304","27","0","0","2","10023","60305","0","6","0","603","2","60302","60301","600"
"60403","60404","27","0","0","2","10021","60405","0","6","0","604","5","60402","60401","601"
"0","0","27","0","0","101","11015","0","0","6","0","605","8","0","60501","602"
"0","0","28","0","0","100","11002","0","0","6","0","606","2","0","60601","603"
"0","0","28","0","0","100","11004","0","0","6","0","607","5","0","60701","604"
"60803","60804","28","0","0","7","10071","60805","0","6","0","608","8","60802","60801","605"
"60903","60904","29","0","0","7","10073","60905","0","6","0","609","2","60902","60901","606"
"61003","61004","29","0","0","4","10042","61005","0","6","0","610","5","61002","61001","607"
"61103","61104","29","0","0","4","10045","61105","0","6","0","611","8","61102","61101","608"
"61203","61204","30","0","611","5","10056","61205","610","6","0","612","5","61202","61201","609"
"61303","61304","31","0","0","2","10024","61305","0","6","0","613","2","61302","61301","612"
"61403","61404","31","0","0","6","10062","61405","0","6","0","614","5","61402","61401","612"
"61503","61504","31","0","0","2","10025","61505","0","6","0","615","8","61502","61501","612"
"61603","61604","32","0","0","4","10043","61605","0","6","0","616","2","61602","61601","613"
"61703","61704","32","0","0","6","10064","61705","0","6","0","617","5","61702","61701","614"
"61803","61804","32","0","0","2","10022","61805","0","6","0","618","8","61802","61801","615"
"0","0","33","0","0","100","11001","0","0","6","0","619","2","0","61901","616"
"62003","62004","33","0","0","7","10075","62005","0","6","0","620","5","62002","62001","617"
"0","0","33","0","0","100","11003","0","0","6","0","621","8","0","62101","618"
"62203","62204","34","0","0","7","10074","62205","0","6","0","622","2","62202","62201","619"
"62303","62304","34","0","0","2","10023","62305","0","6","0","623","5","62302","62301","620"
"62403","62404","34","0","0","6","10061","62405","0","6","0","624","8","62402","62401","621"
"62503","62504","35","0","624","3","10036","62505","623","6","0","625","5","62502","62501","622"
"62603","62604","36","0","0","4","10044","62605","0","6","0","626","2","62602","62601","625"
"62703","62704","36","0","0","7","10071","62705","0","6","0","627","5","62702","62701","625"
"0","0","36","0","0","100","11002","0","0","6","0","628","8","0","62801","625"
"0","0","37","0","0","100","11005","0","0","6","0","629","2","0","62901","626"
"63003","63004","37","0","0","4","10042","63005","0","6","0","630","5","63002","63001","627"
"0","0","37","0","0","101","11014","0","0","6","0","631","8","0","63101","628"
"63203","63204","38","0","0","2","10021","63205","0","6","0","632","2","63202","63201","629"
"63303","63304","38","0","0","7","10073","63305","0","6","0","633","5","63302","63301","630"
"63403","63404","38","0","0","4","10045","63405","0","6","0","634","8","63402","63401","631"
"63503","63504","39","0","0","2","10024","63505","0","6","0","635","2","63502","63501","632"
"63603","63604","39","0","0","6","10062","63605","0","6","0","636","5","63602","63601","633"
"63703","63704","39","0","0","4","10043","63705","0","6","0","637","8","63702","63701","634"
"63803","63804","40","0","637","5","10056","63805","636","6","0","638","5","63802","63801","635"
"63903","63904","1","0","0","2","10023","63905","0","7","0","639","2","63902","63901","0"
"64003","64004","1","0","0","2","10021","64005","0","7","0","640","5","64002","64001","0"
"64103","64104","1","0","0","6","10063","64105","0","7","0","641","8","64102","64101","0"
"64203","64204","2","0","0","7","10074","64205","0","7","0","642","2","64202","64201","639"
"64303","64304","2","0","0","2","10022","64305","0","7","0","643","5","64302","64301","640"
"64403","64404","2","0","0","6","10065","64405","0","7","0","644","8","64402","64401","641"
"0","0","3","0","0","100","11005","0","0","7","0","645","2","0","64501","642"
"64603","64604","3","0","0","6","10063","64605","0","7","0","646","5","64602","64601","643"
"64703","64704","3","0","0","4","10041","64705","0","7","0","647","8","64702","64701","644"
"0","0","4","0","0","100","11004","0","0","7","0","648","2","0","64801","645"
"64903","64904","4","0","0","6","10062","64905","0","7","0","649","5","64902","64901","646"
"65003","65004","4","0","0","4","10044","65005","0","7","0","650","8","65002","65001","647"
"65103","65104","5","0","650","3","10036","65105","649","7","0","651","5","65102","65101","648"
"65203","65204","6","0","0","2","10025","65205","0","7","0","652","2","65202","65201","651"
"65303","65304","6","0","0","6","10062","65305","0","7","0","653","5","65302","65301","651"
"65403","65404","6","0","0","2","10024","65405","0","7","0","654","8","65402","65401","651"
"0","0","7","0","0","100","11003","0","0","7","0","655","2","0","65501","652"
"65603","65604","7","0","0","6","10061","65605","0","7","0","656","5","65602","65601","653"
"65703","65704","7","0","0","4","10044","65705","0","7","0","657","8","65702","65701","654"
"65803","65804","8","0","0","4","10041","65805","0","7","0","658","2","65802","65801","655"
"65903","65904","8","0","0","7","10073","65905","0","7","0","659","5","65902","65901","656"
"66003","66004","8","0","0","6","10063","66005","0","7","0","660","8","66002","66001","657"
"66103","66104","9","0","0","7","10072","66105","0","7","0","661","2","66102","66101","658"
"66203","66204","9","0","0","6","10065","66205","0","7","0","662","5","66202","66201","659"
"66303","66304","9","0","0","4","10042","66305","0","7","0","663","8","66302","66301","660"
