f314abb11c5c83f99405dc6d08f27d4c5ad52fe46ab4ababa9f7a91c37f9de0b,4b7f9741ea46ef875517f5db16b488433fb15d80f3f44f80ec2813cfbd32724d,7971014d3f7f86dd015f02feb0da4bf14280173b3034d01aff15a8dc6ac785df,9618adfee632a4fe05eecadb485056edbe9747905742368d8911126a5025c5b3,6badbc8bad2d89686d2cac7e9c92c7e2a1e387f51f8dac8a53c3535676ac567c,bd10980f474eed905ed21a65cbe39e6023a1eb75f6da5588022a308eac5fbce1,7568b68e02e84fc895e702d4b62dfcdc186a9114df03bde71a41a6ad5a696c59,2cc241f3adc5995d50a8d75626bb298b4fb32296795f89aa49396cf02e4893c4,a4a56c4de55cdbca083aa9eacacfea20baf5683dd4cd973397a7f7a083894377,fc95cf52fe53ad77bdeb415e3939e8351c9de1673c30c1dd962317a11b8d5c6d,a9ecb738ecc24420b9f510558ec755251b035a45943fd924086a19facfceb897
"0.2","","nop_idle_joy_normal","3","101311","","","311","1","","311012"
"0.2","","nop_talk_thinking","3","105111","","","311","1","","311013"
"0","0","医食同源……って知ってるかしら？\n長寿を願う料理には、なにかしらの\n効能があるものも多いのよ。","11","105111","0","0.5","311","8","0","311014"
"","","","91","311014","","","311","","","311015"
"0.2","","nop_idle_thinking","3","105111","","","311","1","","311016"
"0","0","素敵な新年会ね～\n他の学校の人たちも来ているようだし\nお話を伺いに行こうかしら？","11","101831","0","0.5","312","8","0","312001"
"0.2","","nop_talk_joy1","3","101831","","","312","1","","312002"
"","","","91","312001","","","312","","","312003"
"0.2","","nop_idle_joy1","3","101831","","","312","1","1","312004"
"0","0","見て見てミサキっち！\nあそこの料理すっごく美味しそう！","11","101611","0","0.5","312","8","0","312005"
"0.2","","nop_talk_surprise_kira","3","101611","","","312","1","","312006"
"","","","91","312005","","","312","","","312007"
"0.2","","nop_idle_surprise_kira","3","101611","","","312","1","1","312008"
"0","0","えー？　でもあれって野菜じゃない？\n別に、大人のレディだから\n食べられないわけじゃないけど？","11","105011","0","0.5","312","8","0","312009"
"0.2","","nop_talk_sad","3","105011","","","312","1","","312010"
"","","0","93","2.5","","","312","","","312011"
"0.2","","nop_talk_tsun_pain","3","105011","","","312","1","","312012"
"","","","91","312009","","","312","","","312013"
"0.2","","nop_idle_sad","3","105011","","","312","1","1","312014"
"0","0","立派な新年会ではないか。\n我々もこの場に相応しく\n振る舞わなければな！","11","105331","0","0.5","313","8","0","313001"
"0.2","0.2","nop_13_monica_talk_doya","3","105331","nop_13_monica_talk_doya_loop","","313","0","1","313002"
"","","","91","313001","","","313","","","313003"
"0.2","","nop_idle_doya","3","105331","","","313","1","1","313004"
"0","0","おせちといえばトーゴクデース！\nオーエド町のみなさんにも\n新年のゴアイサツしないとデスね！","11","103031","0","0.5","313","8","0","313005"
"0.2","","nop_talk_joy1","3","103031","","","313","1","","313006"
"","","","91","313005","","","313","","","313007"
"0.2","","nop_idle_joy1","3","103031","","","313","1","1","313008"
"0","0","新年会でもボクは美しいね。\nああ、会場中の視線が\n集まってるようだよ。","11","100811","0","0.5","313","8","0","313009"
"0.2","","nop_talk_thinking","3","100811","","","313","1","","313010"
"","","","91","313009","","","313","","","313011"
"0.2","","nop_idle_thinking","3","100811","","","313","1","1","313012"
"0","0","会場中の視線……\nああ、蔑みの視線がクウカに……\nぐふふふ……","11","104511","0","0.5","313","8","0","313013"
"0.2","","nop_13_kuka_talk_memory1","3","104511","","","313","1","","313014"
"","","","91","313013","","","313","","","313015"
"0.2","","nop_13_kuka_idle_memory1","3","104511","","","313","1","1","313016"
"0","0","大きな会場……\n先輩はどこにいるのかな？","11","105511","0","0.5","313","8","0","313017"
"0.2","","nop_talk_sad","3","105511","","","313","1","","313018"
"","","","91","313017","","","313","","","313019"
"0.2","","nop_idle_sad","3","105511","","","313","1","1","313020"
"0","0","むむむ……弟くんの気配！\n近くにいるよ、リノちゃん！","11","104931","0","0.5","314","8","0","314001"
"0.2","","nop_14_shizuru_talk_thinking","3","104931","","","314","1","","314002"
"","","0","93","2","","","314","","","314003"
"0.2","0","nop_talk_guts3","3","104931","nop_talk_guts3_loop","","314","0","1","314004"
"","","","91","314001","","","314","","","314005"
"0","0","はい！　私にも分かりますよ！\nあ、あそこです！　たぶん！","11","101131","0","0.5","314","8","0","314006"
"0.2","","nop_talk_arm_crossed","3","101131","nop_talk_arm_crossed_loop","","314","0","1","314007"
"","","0","93","2","","","314","","","314008"
"0.2","","nop_talk_joy1","3","101131","","","314","1","","314009"
"","","","91","314006","","","314","","","314010"
"0.2","","nop_idle_joy_normal","3","101131","","","314","1","1","314011"
"0","0","ははっ、相変わらずの\nお姉ちゃんパワーと妹パワーだね。","11","106831","0","0.5","314","8","0","314012"
"0.2","0","nop_talk_arm_crossed_joy","3","106831","nop_talk_arm_crossed_loop_joy","","314","0","1","314013"
"","","","91","314012","","","314","","","314014"
"0.2","","nop_idle_normal","3","106831","","","314","1","1","314015"
"0.2","","nop_idle_normal","3","104931","","","314","1","","314016"
"0.2","","nop_idle_normal","3","101131","","","314","1","1","314017"
"0","0","素敵な新年会ですね。\nみんなが楽しそうなおかげで\n精霊も喜んでいます。","11","104211","0","0.5","315","8","0","315001"
"0.2","","nop_talk_wish","3","104211","","","315","1","","315002"
"","","","91","315001","","","315","","","315003"
"0.2","","nop_idle_wish","3","104211","","","315","1","1","315004"
"0","0","トーゴクの晴れ着、きれいですね……\nステージ衣装の参考にできないかな？","11","105411","0","0.5","315","8","0","315005"
"0.2","","nop_talk_normal","3","105411","","","315","1","","315006"
"","","0","93","2.5","","","315","","","315007"
"0.2","","nop_talk_thinking","3","105411","","","315","1","","315008"
"","","","91","315005","","","315","","","315009"
"0.2","","nop_idle_thinking","3","105411","","","315","1","","315010"
"0","0","おせち料理もすごく美味しいよ。\n元気、もらっちゃったな♪","11","102931","0","0.5","315","8","0","315011"
"0.2","","nop_talk_joy1","3","102931","","","315","1","","315012"
"","","","91","315011","","","315","","","315013"
"0.2","","nop_idle_joy1","3","102931","","","315","1","1","315014"
"0.2","0","nop_16_inori_talk_doya","3","106631","nop_16_inori_talk_doya_loop","","316","0","1","316001"
"0","0","ビッグなあたしにふさわしい会場です！\n気に入ったですよ！","11","106631","0","0.5","316","8","0","316002"
"","","","91","316002","","","316","","","316003"
"0.2","","nop_16_inori_idle_doya","3","106631","","","316","1","","316004"
"0.2","","nop_talk_joy1","3","106531","","","316","1","","316005"
"0","0","楽しいケンカが出来そうな\n顔もチラホラいるな……\nなんだかたぎってきたぜ。","11","106531","0","0.5","316","8","0","316006"
"","","1","93","3.5","","","316","","","316007"
"0.2","0","nop_talk_arm_crossed","3","106531","nop_talk_arm_crossed_loop","","316","0","1","316008"
"","","","91","316006","","","316","","","316009"
"0.2","","nop_idle_arm_crossed","3","106531","","","316","1","","316010"
"0.2","","nop_talk_normal","3","106731","","","316","1","","316011"
"0","0","二人とも、問題起こしちゃダメだよ～？\nこの会場には怒ったら怖い人たちが\nい～っぱいいるからね～？","11","106731","0","0.5","316","8","0","316012"
"","","","91","316012","","","316","","","316013"
"0.2","","nop_idle_normal","3","106731","","","316","1","","316014"
"0","0","わぁ～！　美味しそうなお料理が\n所狭しと山盛り子ちゃんですね！\nちぇる～ん☆","11","110931","0","0.5","317","8","0","317001"
"0.2","","nop_17_chieru_talk_memory","3","110931","","","317","1","","317002"
"","","0","93","4.2","","","317","","","317003"
"0.2","0","nop_17_chieru_01","3","110931","nop_17_chieru_loop","","317","0","1","317004"
"0.2","0","nop_17_chieru_01","3","1","nop_17_chieru_loop","","317","0","1","317005"
"","","","91","317001","","","317","","","317006"
"0.2","","nop_idle_joy1","3","110931","","","317","1","","317007"
"0.2","","NoItem_idle","3","1","","","317","1","","317008"
"0","0","夥しい数の固形食物……うぇっぷ！\nこれは見ているだけで嫌になるな……","11","111031","0","0.5","317","8","0","317009"
"0.2","","nop_talk_normal_sad","3","111031","","","317","1","","317010"
"","","0","93","1.5","","","317","","","317011"
"0.2","0","nop_17_yuni_weppu","3","111031","nop_17_yuni_weppu_loop","","317","0","1","317012"
"","","","91","317009","","","317","","","317013"
"0","0","パイセン。\nうちらまでカンジ悪いと思われンで、\n二度と口開かないでもらっていいすか。","11","110831","0","0.5","317","8","0","317014"
"0.2","0","nop_17_chloe_talk_normal_anger","3","110831","nop_17_chloe_talk_normal_anger_loop","","317","0","1","317015"
"0.2","","nop_idle_sad","3","110931","","","317","1","","317016"
"","","","91","317014","","","317","","","317017"
"0.2","","nop_17_chloe_idle_normal2","3","110831","","","317","1","","317018"
"0.2","","nop_idle_normal","3","111031","","","317","1","1","317019"
"0.2","","nop_talk_joy1","3","114711","","","318","1","","318001"
"0","0","おせち料理、どれも美味しそうだな！\n……アイツも、ちゃんと\n正月楽しんでるのかな……","11","114711","0","0.5","318","8","0","318002"
"","","0","93","2.5","","","318","","","318003"
"0.2","","nop_18_muimi_talk_thinking","3","114711","","","318","1","","318004"
"","","","91","318002","","","318","","","318005"
"0.2","","nop_18_muimi_idle_thinking","3","114711","","","318","1","1","318006"
"0.2","0","nop_18_neneka_humu","3","115031","nop_idle_normal","","318","0","1","318007"
"0","0","正月くらいは少しゆっくり\nさせてもらいましょうか。","11","115031","0","0.5","318","8","0","318008"
"","","","91","318008","","","318","","","318009"
"0.2","0","nop_talk_arm_crossed","3","118031","nop_talk_arm_crossed_loop","","318","0","1","318010"
"0","0","む……この規模の会場を\nその価格で？　あなた、\nなかなかのやり手ですわね……！","11","118031","0","0.5","318","8","0","318011"
"","","0","93","2.5","","","318","","","318012"
"0.2","0","nop_talk_doya","3","118031","nop_talk_doya_loop","","318","0","1","318013"
"","","","91","318011","","","318","","","318014"
"0.2","","nop_idle_doya","3","118031","","","318","1","","318015"
"0.2","","nop_18_karin_talk_normal","3","118511","","","318","1","","318016"
"0","0","いえいえ。それほどでもー","11","118511","0","0.5","318","8","0","318017"
"","","","91","318017","","","318","","","318018"
"0.2","","nop_18_karin_idle_normal","3","118511","","","318","1","1","318019"
"0.2","","nop_talk_joy2","3","111831","","","401","1","","401001"
"","","0","93","2","","","401","","","401002"
"0.2","","nop_idle_joy_normal","3","111831","","","401","1","","401003"
"0.2","0","nop_18_neneka_humu","3","112031","nop_idle_normal","","401","0","1","401004"
"","","0","93","2","","","401","","","401005"
"0.2","","nop_16_kaya_talk_normal2_loop","3","120831","","","401","1","","401006"
"","","0","93","2","","","401","","","401007"
"0.2","","nop_16_kaya_idle_normal2","3","120831","","","401","1","","401008"
"0.2","","nop_talk_surprise1","3","120931","","","401","1","","401009"
"","","0","93","2","","","401","","","401010"
"0.2","","nop_idle_normal_joy","3","120931","","","401","1","","401011"
"0.2","","nop_talk_normal","3","111931","","","401","1","","401012"
"","","0","93","2","","","401","","","401013"
"0.2","","nop_idle_normal","3","111931","","","401","1","","401014"
"0.2","","nop_talk_joy1","3","120731","","","401","1","","401015"
"","","0","93","2","","","401","","","401016"
"0.2","","nop_idle_normal_joy","3","120731","","","401","1","","401017"
"0.2","","nop_talk_joy2","3","108731","","","402","1","","402001"
"","","0","93","2","","","402","","","402002"
"0.2","","nop_idle_joy1","3","108731","","","402","1","","402003"
"0.2","","nop_talk_joy3_blink","3","108831","","","402","1","","402004"
"","","0","93","2","","","402","","","402005"
"0.2","","nop_idle_joy_normal","3","108831","","","402","1","","402006"
"0.2","","nop_talk_normal","3","108931","","","402","1","","402007"
"","","0","93","2","","","402","","","402008"
"0.2","","nop_idle_normal","3","108931","","","402","1","","402009"
"0.2","","nop_talk_surprise_kira","3","102011","","","403","1","","403001"
"","","0","93","2","","","403","","","403002"
"0.2","","nop_idle_joy1","3","102011","","","403","1","","403003"
"0.2","","nop_talk_joy2","3","100411","","","403","1","","403004"
"","","0","93","2","","","403","","","403005"
"0.2","","nop_idle_normal","3","100411","","","403","1","","403006"
"0.2","","nop_talk_wish","3","103631","","","403","1","","403007"
"","","0","93","2","","","403","","","403008"
"0.2","","nop_idle_wish","3","103631","","","403","1","","403009"
"0.2","","nop_talk_wish_joy","3","101511","","","404","1","","404001"
"","","0","93","2","","","404","","","404002"
"0.2","","nop_idle_normal","3","101511","","","404","1","","404003"
"0.2","","nop_talk_joy2","3","101231","","","404","1","","404004"
"","","0","93","2","","","404","","","404005"
"0.2","","nop_idle_normal","3","101231","","","404","1","","404006"
"0.2","","nop_talk_surprise_kira","3","104011","","","404","1","","404007"
"","","0","93","2","","","404","","","404008"
"0.2","","nop_idle_normal","3","104011","","","404","1","","404009"
"0.2","","nop_talk_normal","3","103111","","","405","1","","405001"
"","","0","93","2","","","405","","","405002"
"0.2","","nop_idle_normal","3","103111","","","405","1","","405003"
"0.2","","nop_talk_worry","3","102211","","","405","1","","405004"
"","","0","93","2","","","405","","","405005"
"0.2","","nop_idle_worry","3","102211","","","405","1","","405006"
"0.2","","nop_05_miyako_talk_joy1","3","100711","","","405","1","","405007"
"","","0","93","2","","","405","","","405008"
"0.2","","nop_05_miyako_idle_joy1","3","100711","","","405","1","","405009"
"0.2","","nop_talk_joy1","3","100611","","","405","1","","405010"
"","","0","93","2","","","405","","","405011"
"0.2","","nop_idle_joy1","3","100611","","","405","1","","405012"
"0.2","","nop_talk_thinking","3","107131","","","406","1","","406001"
"","","0","93","2","","","406","","","406002"
"0.2","","nop_idle_arm_crossed","3","107131","","","406","1","","406003"
"0.2","","nop_talk_sad","3","103731","","","406","1","","406004"
"","","0","93","2","","","406","","","406005"
"0.2","","nop_idle_sad","3","103731","","","406","1","","406006"
"0.2","","nop_talk_joy2","3","100511","","","406","1","","406007"
"","","0","93","2","","","406","","","406008"
"0.2","","nop_idle_normal","3","100511","","","406","1","","406009"
"0.2","","nop_talk_normal","3","104731","","","406","1","","406010"
"","","0","93","2","","","406","","","406011"
"0.2","","nop_idle_normal","3","104731","","","406","1","","406012"
"0.2","","nop_talk_joy3","3","102831","","","407","1","","407001"
"","","0","93","2","","","407","","","407002"
"0.2","","nop_idle_normal","3","102831","","","407","1","","407003"
"0.2","","nop_07_kurumi_idle_bitter","3","102111","","","407","1","","407004"
"","","0","93","2","","","407","","","407005"
"0.2","","nop_idle_normal","3","102111","","","407","1","","407006"
"0.2","","nop_talk_joy2","3","102511","","","407","1","","407007"
"","","0","93","2","","","407","","","407008"
"0.2","","nop_idle_normal","3","102511","","","407","1","","407009"
"0.2","","nop_talk_joy1","3","102311","","","407","1","","407010"
"","","0","93","2","","","407","","","407011"
"0.2","","nop_idle_normal","3","102311","","","407","1","","407012"
"0.2","","nop_talk_joy1","3","101011","","","408","1","","408001"
"","","0","93","2","","","408","","","408002"
"0.2","","nop_idle_joy_normal","3","101011","","","408","1","","408003"
"0.2","","nop_talk_arm_crossed_loop","3","104331","","","408","1","","408004"
"","","0","93","2","","","408","","","408005"
"0.2","","nop_idle_arm_crossed","3","104331","","","408","1","","408006"
"0.2","","nop_talk_joy2","3","101711","","","408","1","","408007"
"","","0","93","2","","","408","","","408008"
"0.2","","nop_idle_joy1","3","101711","","","408","1","","408009"
"0.2","","nop_talk_normal","3","101431","","","408","1","","408010"
"","","0","93","2","","","408","","","408011"
"0.2","","nop_idle_normal","3","101431","","","408","1","","408012"
"0.2","","nop_talk_joy1","3","103311","","","409","1","","409001"
"","","0","93","2","","","409","","","409002"
"0.2","","nop_idle_joy1","3","103311","","","409","1","","409003"
"0.2","","nop_talk_joy1","3","105211","","","409","1","","409004"
"","","0","93","2","","","409","","","409005"
"0.2","","nop_idle_joy_normal","3","105211","","","409","1","","409006"
"0.2","","nop_talk_sad2","3","102611","","","409","1","","409007"
"","","0","93","2","","","409","","","409008"
"0.2","","nop_idle_sad2","3","102611","","","409","1","","409009"
"0.2","","nop_talk_normal","3","103811","","","409","1","","409010"
"","","0","93","2","","","409","","","409011"
"0.2","","nop_idle_normal","3","103811","","","409","1","","409012"
"0.2","","nop_talk_joy1","3","103231","","","410","1","","410001"
"","","0","93","2","","","410","","","410002"
"0.2","","nop_idle_joy1","3","103231","","","410","1","","410003"
"0.2","","nop_10_yukari_01","3","103411","","","410","1","","410004"
"0.2","","nop_10_yukari_01","3","11","","","410","1","","410005"
"","","0","93","2","","","410","","","410006"
"0.2","","nop_10_yukari_02","3","103411","","","410","1","","410007"
"0.2","","nop_10_yukari_02","3","11","","","410","1","","410008"
"0.2","","nop_talk_doya_loop","3","104811","","","410","1","","410009"
"","","1","4","104811","","","410","","","410010"
"","","0","93","2","","","410","","","410011"
"0.2","","nop_idle_doya","3","104811","","","410","1","","410012"
"0.2","","nop_talk_joy2","3","104611","","","410","1","","410013"
"","","0","93","2","","","410","","","410014"
"0.2","","nop_idle_joy_normal","3","104611","","","410","1","","410015"
"0.2","","nop_talk_wish2","3","102711","","","411","1","","411001"
"","","0","93","2","","","411","","","411002"
"0.2","","nop_idle_memory","3","102711","","","411","1","","411003"
"0.2","","nop_talk_normal","3","100911","","","411","1","","411004"
"","","0","93","2","","","411","","","411005"
"0.2","","nop_idle_arm_crossed","3","100911","","","411","1","","411006"
"0.2","","nop_talk_joy2","3","101311","","","411","1","","411007"
"","","0","93","2","","","411","","","411008"
"0.2","","nop_idle_joy_normal","3","101311","","","411","1","","411009"
"0.2","","nop_talk_normal","3","105111","","","411","1","","411010"
"","","0","93","2","","","411","","","411011"
"0.2","","nop_idle_normal","3","105111","","","411","1","","411012"
"0.2","","nop_talk_joy1","3","101831","","","412","1","","412001"
"","","0","93","2","","","412","","","412002"
"0.2","","nop_idle_joy1","3","101831","","","412","1","","412003"
"0.2","","nop_talk_joy2","3","101611","","","412","1","","412004"
"","","0","93","2","","","412","","","412005"
"0.2","","nop_idle_joy_normal","3","101611","","","412","1","","412006"
"0.2","","nop_talk_joy1","3","105011","","","412","1","","412007"
"","","0","93","2","","","412","","","412008"
"0.2","","nop_idle_joy_normal","3","105011","","","412","1","","412009"
"0.2","","nop_talk_normal","3","105331","","","413","1","","413001"
"","","0","93","2","","","413","","","413002"
"0.2","","nop_idle_normal","3","105331","","","413","1","","413003"
"0.2","","nop_talk_memory","3","104511","","","413","1","","413004"
"","","0","93","2","","","413","","","413005"
"0.2","","nop_idle_memory","3","104511","","","413","1","","413006"
"0.2","","nop_talk_joy1","3","103031","","","413","1","","413007"
"","","0","93","2","","","413","","","413008"
"0.2","","nop_idle_joy1","3","103031","","","413","1","","413009"
"0.2","","nop_talk_wish","3","100811","","","413","1","","413010"
"","","0","93","2","","","413","","","413011"
"0.2","","nop_idle_wish","3","100811","","","413","1","","413012"
"0.2","","nop_talk_sad","3","105511","","","413","1","","413013"
"","","0","93","2","","","413","","","413014"
"0.2","","nop_idle_sad","3","105511","","","413","1","","413015"
"0.2","0","nop_talk_guts2","3","101131","nop_talk_guts2_loop","","414","0","1","414001"
"","","0","93","2","","","414","","","414002"
"0.2","","nop_idle_normal","3","101131","","","414","1","","414003"
"0.2","","nop_talk_wish","3","104931","","","414","1","","414004"
"","","0","93","2","","","414","","","414005"
"0.2","","nop_idle_normal","3","104931","","","414","1","","414006"
"0.2","","nop_talk_thinking","3","106831","","","414","1","","414007"
"","","0","93","2","","","414","","","414008"
"0.2","","nop_idle_normal","3","106831","","","414","1","","414009"
"0.2","","nop_talk_wish","3","104211","","","415","1","","415001"
"","","0","93","2","","","415","","","415002"
"0.2","","nop_idle_wish","3","104211","","","415","1","","415003"
"0.2","","nop_talk_joy1","3","102931","","","415","1","","415004"
"","","0","93","2","","","415","","","415005"
"0.2","","nop_idle_joy1","3","102931","","","415","1","","415006"
"0.2","","nop_talk_normal","3","105411","","","415","1","","415007"
"","","0","93","2","","","415","","","415008"
"0.2","","nop_idle_normal","3","105411","","","415","1","","415009"
"0.2","","nop_talk_normal","3","106731","","","416","1","","416001"
"","","0","93","2","","","416","","","416002"
"0.2","","nop_idle_normal","3","106731","","","416","1","","416003"
"0.2","","nop_talk_joy2","3","106631","","","416","1","","416004"
"","","0","93","2","","","416","","","416005"
"0.2","","nop_idle_joy1","3","106631","","","416","1","","416006"
"0.2","","nop_16_kaya_talk_normal2_loop","3","106531","","","416","1","","416007"
"","","0","93","2","","","416","","","416008"
"0.2","","nop_16_kaya_idle_normal2","3","106531","","","416","1","","416009"
"0.2","0","nop_talk_arm_crossed2","3","111031","nop_talk_arm_crossed_loop2","","417","0","1","417001"
"","","0","93","2","","","417","","","417002"
"0.2","","nop_idle_normal","3","111031","","","417","1","","417003"
"0.2","","nop_talk_joy2","3","110931","","","417","1","","417004"
"","","0","93","2","","","417","","","417005"
"0.2","","nop_idle_joy_normal","3","110931","","","417","1","","417006"
"0.2","","nop_17_chloe_talk_normal2_loop","3","110831","","","417","1","","417007"
"","","0","93","2","","","417","","","417008"
"0.2","","nop_17_chloe_idle_normal2","3","110831","","","417","1","","417009"
"0.2","0.2","nop_18_neneka_humu","3","115031","nop_idle_normal","","418","0","1","418001"
"","","0","93","2","","","418","","","418002"
"0.2","","nop_talk_joy1_normal","3","114711","","","418","1","","418003"
"","","0","93","2","","","418","","","418004"
"0.2","","nop_idle_joy1","3","114711","","","418","1","","418005"
"0.2","","nop_18_karin_talk_normal","3","118511","","","418","1","","418006"
"","","0","93","2","","","418","","","418007"
"0.2","","nop_18_karin_idle_normal","3","118511","","","418","1","","418008"
"0.2","0","nop_talk_doya","3","118031","nop_talk_doya_loop","","418","0","1","418009"
"","","0","93","2","","","418","","","418010"
"0.2","","nop_idle_doya","3","118031","","","418","1","","418011"
"1.95","0","111831","1","1","-150","nop_idle_joy2","501","101","-255","501001"
"1.95","1","120731","1","1","150","nop_idle_normal","501","100","-255","501002"
"1.95","0","120831","1","1","-320","nop_idle_arm_crossed","501","103","-265","501003"
"1.95","1","111931","1","1","320","nop_idle_normal","501","102","-265","501004"
"1.95","0","120931","1","1","-450","nop_idle_thinking","501","105","-300","501005"
"1.95","1","112031","1","1","450","nop_idle_doya","501","104","-300","501006"
"","","0","93","0.5","","","501","","","501007"
"0.2","0.2","nop_01_peko_oissu","3","111831","nop_talk_joy1","","501","0","1","501008"
"","","vo_drama_10082001_001","21","vo_drama_10082001","0","","501","0","","501009"
"0","0","おいっすー！\n新年会、楽しんでますか？","11","111831","1","0.5","501","5","0","501010"
"","","","91","501010","","","501","","","501011"
"","","0","93","0.2","","","501","","","501012"
"0","0","6","12","120731","0","0","501","1","0","501013"
"0","0","8","12","111931","0","0","501","1","0","501014"
"0","0","10","12","112031","0","0","501","1","0","501015"
"0","0","7","12","120931","0","0","501","1","0","501016"
"0","0","13","12","120831","0","0","501","1","0","501017"
"0.2","","nop_talk_joy1","3","120731","","","501","1","","501018"
"0.2","","nop_talk_wish3","3","111931","","","501","1","","501019"
"0.2","0","nop_talk_doya","3","112031","nop_talk_doya_loop","","501","0","1","501020"
"0.2","0","nop_talk_arm_crossed","3","120931","nop_talk_arm_crossed_loop","","501","0","1","501021"
"0.2","","nop_01_ruka_hello_long","3","120831","","","501","1","","501022"
"","","0","93","2","","","501","","","501023"
"0.2","","nop_idle_joy1","3","111831","","","501","1","","501024"
"0.3","","nop_idle_normal_joy","3","120731","","","501","1","","501025"
"0.3","","nop_idle_doya","3","112031","","","501","1","","501026"
"0.3","","nop_idle_arm_crossed","3","120931","","","501","1","","501027"
"0.3","","nop_idle_normal","3","120831","","","501","1","","501028"
"0.2","","nop_talk_normal","3","111931","","","501","1","","501029"
"","","vo_drama_10082001_002","21","vo_drama_10082001","0","","501","0","","501030"
"0","0","はい、とても楽しんでおります。\nお料理もとても美味しいですし、\n皆さまも楽しんでいただけているようで\nわたくしもうれしいです。","11","111931","1","0.5","501","6","0","501031"
"","","1","93","3","","","501","","","501032"
"0.2","","nop_talk_joy3_dere","3","111931","","","501","1","","501033"
"","","","91","501031","","","501","","","501034"
"0.2","","nop_idle_normal_joy","3","111931","","","501","1","","501035"
"0.2","","nop_talk_sad","3","112031","","","501","1","","501036"
"","","vo_drama_10082001_003","21","vo_drama_10082001","0","","501","0","","501037"
"0","0","と言ってもあんたほどじゃないけどね。\nそれ、いったい何皿目よ……","11","112031","1","0.5","501","5","0","501038"
"","","1","93","5","","","501","","","501039"
"0","0","8","12","111831","0","0","501","1","0","501040"
"0.2","0.2","nop_17_chieru_swing","3","111831","nop_idle_joy_normal","","501","0","1","501041"
"","","","91","501038","","","501","","","501042"
"0.2","","nop_idle_sad","3","112031","","","501","1","","501043"
"","","","93","0.1","","","501","","","501044"
"","","0","4","120731","","","501","","","501045"
"0.2","","nop_talk_normal","3","120731","","","501","1","","501046"
"","","vo_drama_10082001_004","21","vo_drama_10082001","0","","501","0","","501047"
"0","0","食べつくしちゃえ、って言ったのは\nキャルじゃない。\n美味しそうに食べてるのは\nペコリーヌさんらしくていいわね。","11","120731","1","0.5","501","6","0","501048"
"","","1","93","2.5","","","501","","","501049"
"0","0","4","12","112031","0","0","501","1","0","501050"
"0.2","0.3","nop_surprise","3","112031","nop_idle_surprise1","","501","0","1","501051"
"","","1","93","2","","","501","","","501052"
"","","1","4","120731","","","501","","","501053"
"0.2","","nop_talk_joy1","3","120731","","","501","1","","501054"
"0.2","","nop_idle_arm_crossed","3","112031","","","501","1","","501055"
"","","","91","501048","","","501","","","501056"
"0.2","","nop_idle_joy1","3","120731","","","501","1","","501057"
"0.2","","nop_talk_joy1","3","111831","","","501","1","","501058"
"","","vo_drama_10082001_005","21","vo_drama_10082001","0","","501","0","","501059"
"0","0","わたしたちが作ったおせちも\nみなさんに好評みたいですよ！","11","111831","1","0.5","501","6","0","501060"
"","","","91","501060","","","501","","","501061"
"0.2","","nop_idle_joy_normal","3","111831","","","501","1","","501062"
"0.2","","nop_talk_normal","3","120831","","","501","1","","501063"
"","","vo_drama_10082001_006","21","vo_drama_10082001","0","","501","0","","501064"
"0","0","ああ、美味しくいただいてるよ。\nトーゴクでもこれだけ豪華なものは\nそうそう食べられないんじゃないかい？","11","120831","1","0.5","501","6","0","501065"
"","","1","93","3","","","501","","","501066"
"0.2","0.2","nop_talk_arm_crossed","3","120831","nop_talk_arm_crossed_loop","","501","0","1","501067"
"","","","91","501065","","","501","","","501068"
"0.2","","nop_idle_arm_crossed","3","120831","","","501","1","","501069"
"0.2","0.2","nop_talk_doya","3","120931","nop_talk_doya_loop","","501","0","1","501070"
"","","vo_drama_10082001_007","21","vo_drama_10082001","0","","501","0","","501071"
"0","0","うむ！　わらわも真の力を取り戻して\nしまうほどの料理、さすがじゃ。\nシェフィが頑張ったおかげじゃな。","11","120931","1","0.5","501","5","0","501072"
"","","1","93","5","","","501","","","501073"
"0.2","","nop_talk_normal","3","120931","","","501","1","","501074"
"","","","91","501072","","","501","","","501075"
"0.2","","nop_idle_normal","3","120931","","","501","1","","501076"
"0.2","","nop_talk_normal","3","120731","","","501","1","","501077"
"","","vo_drama_10082001_008","21","vo_drama_10082001","0","","501","0","","501078"
"0","0","それはみんなが手伝ってくれたからよ。\n二人とも、去年は本当にありがとう。","11","120731","1","0.5","501","4","0","501079"
"","","1","93","6.5","","","501","","","501080"
"0.2","0.2","nop_bow","3","120731","nop_idle_normal_joy","","501","0","1","501081"
"","","","91","501079","","","501","","","501082"
"0.2","","nop_idle_normal_joy","3","120731","","","501","1","","501083"
"0.2","","nop_talk_normal","3","120831","","","501","1","","501084"
"","","vo_drama_10082001_009","21","vo_drama_10082001","0","","501","0","","501085"
"0","0","水臭いこと言わないでおくれよ。\nアタシらが好きでやったことさ。","11","120831","1","0.5","501","6","0","501086"
"","","1","93","3","","","501","","","501087"
"0.2","0.2","nop_talk_doya","3","120831","nop_talk_doya_loop","","501","0","1","501088"
"","","","91","501086","","","501","","","501089"
"0.2","","nop_idle_doya","3","120831","","","501","1","","501090"
"0.2","","nop_talk_thinking","3","120931","","","501","1","","501091"
"","","vo_drama_10082001_010","21","vo_drama_10082001","0","","501","0","","501092"
