20c96d0f84f6388992d93c562124ff1c2043766961c065f87193854304dd0a8c,ad977ed41a1bf9c6a9d1f3f27094600074b882ee3b494cfdc08740234343c40a,c14ceb96bd7ac1f9206c67e720516d008df8ef7874294f4f553e72f197d67672,a2527767aca2147929011be4db5d5a331097b2c14739f5b66dedd8c0e634420b,7e3b22d3380873427beb6756ae7efd1ce3b5b17ea3e0e4cd10e661b110dcb157,f6203bd2b1e18439690fa193fd9069d4e0b97e3ba6336a617003c2d6f153d352,d4f3fb539e08e34350e860cfa03dec2b1b7ef01e7ba3e785a2b6a36e713b0c8a,890297de18f72ed4ff55f241564e37ace9a755f7b98ba9aab633b68b30a5f9f0,c9df9297645bb2a71e5299a66f6ca3b35e3b2338a482b5614006dd646bfbdb86,8d7039fbd439f4b9129251d6aedd5c0569d6d08a4780eed6249f36da171e185d,710835f153311b94a7ab5a8301f4f17a62fe6562d75bdf7c227d8c6fd7d77851
"0","travel_exdrama_r_104_fishingIdle","0","3","","1","1083","travel_exdrama_r_104_fishingBig","1","0","1010830004"
"","","","32","","","1083","1","10403","","1010830005"
"","","","32","","","1083","1","10001","","1010830006"
"","","","93","","","1083","0","3","","1010830007"
"","","","32","","","1083","0","10403","","1010830008"
"","","","32","","","1083","0","10001","","1010830009"
"","","","4","","","1084","1","1000002","","1010840001"
"0","","0","3","","0","1084","travel_exdrama_r_104_fishing_finish","1000001","0","1010840002"
"0","","0","3","","0","1084","travel_exdrama_r_finish_A_front","1000002","0","1010840003"
"0","","0.2","3","","0","1084","travel_exdrama_r_104_fishing_finish","1","0","1010840004"
