903297387ffd8990461db3393c062873326e6f306da31e9ce501c0e157b401e8,5fc6265ce8d278e17af1bd0c119f7a5291321205ff1f9894fc08ea69b3fd03c7,4e7442e8bb3889ade8b232d820e20150a4a7866b3a4ec1cdfeb8742f9bc8daa4,a4106462eb13aa9c4d1588b75a603e8f153c47c3510e48ceb389c0f888118d14,4443334b0d83d8a3a17186226280bc35db9fc335d1b71066136a3bfb5ed3e6be,a647b2db43787db472f6d580e85eb0b15e06e8cbcd92158314b16d083849df76,71e84a6d97e4dbc46804dbcf6eac4838c276276b1407f1d5fbcaac72ab6dbe0b,41d837e1af26556753ed7b44d693ad82261ca84048610432b0b4bf74106cb586,061dc832d7cc514d1fac96987e4256fc8a48b033cee9889902b13a9022d86d0d,bacc3ca8dee50542072fbc92be9ab8bd9c800b29a8e5f86ba98a469353be9bb2,3ffb337c4e5b0ea3c5c9b06234a22661dcb4ce1f8fb6b6e22a2935fd218ca3cd
"","62157","","","","1","131011","wish_talk_joy","5146062","3","0.2"
"","62158","","","0","0","vo_apg","vo_apg_0214","5146062","21",""
"1","62159","0","0","1","10","131011","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","5146062","11","0"
"","62160","","","","","0","","5146062","91",""
"","62161","","","","","0","0","5146062","22",""
"","62162","","","","1","131011","wish_idle_joy","5146062","3","0.2"
"0","62163","0","0","0","2","100911","10","5146062","12","-30"
"0","62164","0","0","0","2","131011","7","5146062","12","0"
"","62165","","","","","2","0","5146062","93",""
"","62166","","","","","62167","","5146062","101",""
"","62167","","","","","0","0.2","5146062","22",""
"-288","63001","walk_surprise_sad_blue","1","-10","110","1","106611","5146063","1","1.8"
"-288","63002","walk_surprise_sad_blue","1","-10","111","3","1066","5146063","5","1.8"
"-288","63003","idle_normal_noface","1","260","100","1","130911","5146063","1","1.8"
"-288","63004","idle_normal_kururu","1","260","101","1","99","5146063","5","1.8"
"-268","63005","empty","0","-420","103","1","126411","5146063","1","1.8"
"-268","63006","empty","0","-420","113","1","98","5146063","5","1.8"
"","63007","","","","","106611","210","5146063","13",""
"","63008","","","","","130911","200","5146063","13",""
"","63009","","","","","126411","203","5146063","13",""
"-174","63010","idle","0","0","15","7","7","5146063","5","0.85"
"156","63011","empty","0","0","210","20","20","5146063","5","1"
"66","63012","empty","0","0","211","22","22","5146063","5","1"
"153","63013","empty","0","0","60","21","211","5146063","5","1"
"0","63014","empty","0","0","190","21","212","5146063","5","1"
"1","63015","","","0","0","1","1","5146063","31","1"
"1","63016","","","-57.7","0","2","2","5146063","31","1"
"","63017","","","","","2","black","5146063","37",""
"1","63018","","","0","0","10","10","5146063","31","0"
"1","63019","","","-268","-420","16","16","5146063","31","0"
"1","63020","","","0","0","20","20","5146063","31","1"
"","63021","","","","","20","20","5146063","36",""
"","63022","","","","","20","22","5146063","36",""
"","63023","","","","","0","0","5146063","91",""
"","63024","","","","0","0","0","5146063","102",""
"","63025","","","","","0.4","0","5146063","93",""
"","63026","","","","","2","iris_out","5146063","37",""
"0","63027","","","2.5","-288","106611","-260","5146063","2",""
"0","63028","","","2.5","-288","1066","-260","5146063","2",""
"","63029","","","","","2.5","0","5146063","93",""
"","63030","","","","1","106611","sad_idle_blue","5146063","3","0.2"
"0","63031","","","","1","1066","sad_idle_blue","5146063","3","0.2"
"","63032","","","","","0.1","0","5146063","93",""
"","63033","","","","1","106611","tired_talk1","5146063","3","0.2"
"","63034","","","","1","1066","tired_talk1","5146063","3","0.2"
"","63035","","","0","0","vo_apg","vo_apg_0301","5146063","21",""
"1","63036","0","0","1","10","106611","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","5146063","11","0"
"","63037","","","","","0","","5146063","91",""
"","63038","","","","1","106611","tired_talk2","5146063","3","0.2"
"","63039","","","","1","1066","tired_talk2","5146063","3","0.2"
"","63040","","","0","0","vo_apg","vo_apg_0302","5146063","21",""
"1","63041","0","0","1","10","106611","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","5146063","11","0"
"","63042","","","","","0","","5146063","91",""
"","63043","","","","1","106611","tired_idle","5146063","3","0.2"
"","63044","","","","1","1066","tired_idle","5146063","3","0.2"
"","63045","","","","1","130911","talk_normal","5146063","3","0.2"
"","63046","","","","1","99","talk_normal","5146063","3","0.2"
"","63047","","","0","0","vo_apg","vo_apg_0303","5146063","21",""
"1","63048","0","0","1","10","130911","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","5146063","11","0"
"","63049","","","","","0","","5146063","91",""
"","63050","","","","1","130911","idle_normal","5146063","3","0.2"
"","63051","","","","0","211","coaster_3_in","5146063","3","0"
"","63052","","","","","106611","0","5146063","4",""
"","63053","","","","","1066","0","5146063","4",""
"1","63054","","0","doya_talk_nervous_furimuki","0","106611","doya_in_nervous_furimuki","5146063","3","0"
"1","63055","","0","doya_talk_nervous_furimuki","0","1066","doya_in_nervous_furimuki","5146063","3","0"
"","63056","","","0","0","vo_apg","vo_apg_0304","5146063","21",""
"1","63057","0","0","1","10","106611","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","5146063","11","0"
"","63058","","","","","0","","5146063","91",""
"","63059","","","","1","106611","cool_talk_dere","5146063","3","0.2"
"","63060","","","","1","1066","cool_talk_dere","5146063","3","0.2"
"","63061","","","0","0","vo_apg","vo_apg_0305","5146063","21",""
"1","63062","0","0","1","10","106611","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","5146063","11","0"
"","63063","","","","","0","","5146063","91",""
"","63064","","","","1","106611","cool_idle_doya","5146063","3","0.2"
"","63065","","","","1","1066","cool_idle_doya","5146063","3","0.2"
"","63066","","","","0","211","coaster_3_out","5146063","3","0"
"","63067","","","","1","130911","kururu_sad_talk","5146063","3","0.2"
"","63068","","","","1","99","kururu_sad_talk","5146063","3","0.2"
"","63069","","","0","0","vo_apg","vo_apg_0306","5146063","21",""
"1","63070","0","0","1","10","130911","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","5146063","11","0"
"","63071","","","","","0","","5146063","91",""
"","63072","","","","","0","0","5146063","22",""
"","63073","","","","1","130911","idle_normal_noface","5146063","3","0.2"
"","63074","","","","1","99","idle_normal_kururu","5146063","3","0.2"
"","63075","","","","1","106611","cool_idle_surprise","5146063","3","0.2"
"","63076","","","","1","1066","cool_idle_surprise","5146063","3","0.2"
"1","63077","","0","kuroche_pose_talk_anger","0","126411","kuroche_appear","5146063","3","0"
"1","63078","","0","kuroche_pose_talk_anger","0","98","kuroche_appear","5146063","3","0"
"","63079","","","","","0.5","0","5146063","93",""
"","63080","","","","0.5","15","15","5146063","122",""
"","63081","","","","","16","1","5146063","32",""
"","63082","","","","0","106611","inori_dodge_in","5146063","3","0"
"","63083","","","","0","1066","inori_dodge_in","5146063","3","0"
"","63084","","","","","0.6","0","5146063","93",""
"","63085","","","0","0","vo_apg","vo_apg_0307","5146063","21",""
"1","63086","0","0","1","10","126411","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","5146063","11","20"
"","63087","","","","","0","","5146063","91",""
"","63088","","","","1","126411","kuroche_pose_idle_doya","5146063","3","0.2"
"1","63089","","0","inori_anger_talk","0","106611","inori_dodge_out","5146063","3","0.1"
"1","63090","","0","inori_anger_talk","0","1066","inori_dodge_out","5146063","3","0.1"
"","63091","","","0","0","vo_apg","vo_apg_0308","5146063","21",""
"1","63092","0","0","1","10","106611","は？　いや、こっちは全然\n話がみえねーんですけど…","5146063","11","0"
"","63093","","","","","0","","5146063","91",""
"","63094","","","","1","106611","inori_anger_idle","5146063","3","0.2"
"","63095","","","","1","1066","inori_anger_idle","5146063","3","0.2"
"","63096","","","","1","130911","kururu_guid_talk","5146063","3","0.2"
"","63097","","","","1","99","kururu_guid_talk","5146063","3","0.2"
"","63098","","","0","0","vo_apg","vo_apg_0309","5146063","21",""
"1","63099","0","0","1","10","130911","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","5146063","11","0"
"","63100","","","","","0","","5146063","91",""
"","63101","","","","1","130911","idle_normal_noface","5146063","3","0.2"
"","63102","","","","1","99","idle_normal_kururu","5146063","3","0.2"
"","63103","","","","","16","low","5146063","37",""
"","63104","","","","1","se_10055900","se_10055900_chroche_01","5146063","23",""
"1","63105","","0","inori_jitabata_loop","0","106611","inori_jitabata_in","5146063","3","0.2"
"1","63106","","0","inori_jitabata_loop","0","1066","inori_jitabata_in","5146063","3","0.2"
"1","63107","","0","kuroche_catch_loop","0","126411","kuroche_catch_in","5146063","3","0.2"
"1","63108","","0","kuroche_catch_loop","0","98","kuroche_catch_in","5146063","3","0.2"
"","63109","","","0","0","vo_apg","vo_apg_0310","5146063","21",""
"1","63110","0","-27","1","10","126411","ではではっ♪\nしっかりつかまっててくださいね～っ♪","5146063","11","112"
"","63111","","","","","0","","5146063","91",""
"","63112","","","","","0","0","5146063","22",""
"","63113","","","","","se_10055900_chroche_01","0.2","5146063","24",""
"","63114","","","","0","se_10055900","se_10055900_chroche_02","5146063","23",""
"","63115","","","","","16","high","5146063","37",""
"","63116","","","","1","5","5","5146063","122",""
"","63117","","","","","1","0","5146063","93",""
"","63118","","","","0","106611","inori_jitabata_takeoff","5146063","3","0"
"","63119","","","","0","1066","inori_jitabata_takeoff","5146063","3","0"
"","63120","","","","0","126411","kuroche_catch_takeoff","5146063","3","0"
"","63121","","","","0","98","kuroche_catch_takeoff","5146063","3","0"
"","63122","","","","0.5","100","100","5146063","122",""
"","63123","","","","","0.4","0","5146063","93",""
"","63124","","","","","130911","0","5146063","4",""
"","63125","","","","0","130911","kururu_furimuki_watch","5146063","3","0"
"","63126","","","","0","99","empty","5146063","3","0"
"","63127","","","","","1.5","0","5146063","93",""
"","63128","","","","","2","fade_in","5146063","37",""
"","63129","","","","","1.5","0","5146063","93",""
"","63130","","","","0","98","empty","5146063","3","0"
"","63131","","","","1","se_10055900","se_10055900_chroche_03","5146063","23",""
"","63132","","","","0","212","coaster_4_in","5146063","3","0"
"","63133","","","","0","se_10055900","se_10055900_photo","5146063","23",""
"","63134","","","","","0.3","0","5146063","93",""
"","63135","","","","0.5","30","30","5146063","122",""
"","63136","","","0","0","vo_apg","vo_apg_0311","5146063","21",""
"","63137","","","","0","20","0311_in","5146063","3","0"
"","63138","","","","","3.6","1","5146063","93",""
"","63139","","","","0","20","0311_mid","5146063","3","0"
"","63140","","","","","","","5146063","92",""
"","63141","","","","0","20","0311_out","5146063","3","0"
"","63142","","","","","0.2","0","5146063","93",""
"","63143","","","","0.5","30","30","5146063","122",""
"","63144","","","0","0","vo_apg","vo_apg_0312","5146063","21",""
"","63145","","","","0","20","0312_in","5146063","3","0"
"","63146","","","","","2.4","1","5146063","93",""
"","63147","","","","0","20","0312_mid","5146063","3","0"
"","63148","","","","","","","5146063","92",""
"","63149","","","","0","20","0312_out","5146063","3","0"
"","63150","","","","","0.2","0","5146063","93",""
"","63151","","","","","20","scale15","5146063","37",""
"","63152","","","","0","212","coaster_4_change","5146063","3","0"
"","63153","","","0","0","vo_apg","vo_apg_0313","5146063","21",""
"0","63154","","","0","76","20","0","5146063","2",""
"","63155","","","","1","20","empty","5146063","3","0"
"","63156","","","","0","22","0313_in","5146063","3","0"
"","63157","","","","","2.4","1","5146063","93",""
"","63158","","","","1","22","0313_mid","5146063","3","0"
"","63159","","","","","","","5146063","92",""
"","63160","","","","0","22","0313_out","5146063","3","0"
"","63161","","","","","0.2","0","5146063","93",""
"","63162","","","","","0","0","5146063","22",""
"","63163","","","","","se_10055900_chroche_03","0.5","5146063","24",""
"","63164","","","","","2","white","5146063","37",""
"","63165","","","","","2","0","5146063","93",""
"","63166","","","","","20","scale1","5146063","37",""
"","63167","","","","0","212","empty","5146063","3","0"
"","63168","","","","1","130911","kururu_wish_idle_joy","5146063","3","0.2"
"","63169","","","","1","99","idle_normal","5146063","3","0.2"
"","63170","","","","1","106611","see_guru","5146063","3","0.2"
"","63171","","","","1","1066","see_guru","5146063","3","0.2"
"","63172","","","","1","126411","idle_normal_joy","5146063","3","0.2"
"","63173","","","","","130911","1","5146063","4",""
"0","63174","","","0","-278","130911","225","5146063","2",""
"0","63175","","","0","-288","106611","0","5146063","2",""
"0","63176","","","0","-288","1066","0","5146063","2",""
"0","63177","","","0","-278","126411","-225","5146063","2",""
"","63178","","","","","2","0","5146063","93",""
"","63179","","","","1","126411","joy_talk","5146063","3","0.2"
"","63180","","","0","0","vo_apg","vo_apg_0314","5146063","21",""
"1","63181","0","0","1","10","126411","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","5146063","11","0"
"","63182","","","","","0","","5146063","91",""
"","63183","","","","1","126411","idle_normal_joy","5146063","3","0.2"
"0","63184","","","0","-108","2","23","5146063","33",""
"","63185","","","","","2","iris_end_1","5146063","37",""
"","63186","","","","0","106611","gakkari","5146063","3","0.2"
"","63187","","","","0","1066","gakkari","5146063","3","0.2"
"","63188","","","0","0","vo_apg","vo_apg_0315","5146063","21",""
"0","63189","1.1","-31","0","4","106611","うぷ…もう、こりごりですよ…","5146063","11","23"
"","63190","","","","","6","0","5146063","93",""
"","63191","","","","","2","iris_end_2","5146063","37",""
"","63192","","","","","1","0","5146063","93",""
"","63193","","","","","63194","","5146063","101",""
"","63194","","","","","0","0.2","5146063","22",""
"-480","64001","walk_normal","1","-130","106","1","105811","5146064","1","1.8"
"-480","64002","walk_normal","1","-130","107","6","1058","5146064","5","1.8"
"-480","64003","walk_normal","1","130","103","1","131511","5146064","1","1.8"
"-278","64004","idle_normal_noface","1","290","100","1","130911","5146064","1","1.8"
"-278","64005","idle_normal_kururu","1","290","101","1","99","5146064","5","1.8"
"","64006","","","","","105811","206","5146064","13",""
"","64007","","","","","131511","203","5146064","13",""
"","64008","","","","","130911","200","5146064","13",""
"-174","64009","idle","0","0","15","8","8","5146064","5","0.85"
"-53","64010","empty","0","-242","210","20","20","5146064","5","1"
"-194","64011","empty","0","-128","211","22","22","5146064","5","1"
"1","64012","","","0","0","1","1","5146064","31","1"
"1","64013","","","-57.7","0","2","2","5146064","31","0"
"1","64014","","","0","0","12","12","5146064","31","0"
"1","64015","","","0","0","13","13","5146064","31","0"
"1","64016","","","0","0","20","20","5146064","31","1"
"","64017","","","","","20","105811","5146064","36",""
"","64018","","","","","20","131511","5146064","36",""
"","64019","","","","","20","20","5146064","36",""
"","64020","","","","","20","22","5146064","36",""
"","64021","","","","","0","0","5146064","91",""
"","64022","","","","0","0","0","5146064","102",""
"","64023","","","","","13","1","5146064","32",""
"","64024","","","","","20","scale15","5146064","37",""
"","64025","","","","","2","","5146064","93",""
"","64026","","","0","0","vo_apg","vo_apg_0401","5146064","21",""
"","64027","","","","0","22","0401_in","5146064","3","0"
"","64028","","","","","2.7","1","5146064","93",""
"","64029","","","","0","22","0401_mid","5146064","3","0"
"","64030","","","","","","","5146064","92",""
"","64031","","","","0","22","0401_out","5146064","3","0"
"","64032","","","","","0.2","0","5146064","93",""
"0","64033","","","0","-194","22","129","5146064","2",""
"","64034","","","0","0","vo_apg","vo_apg_0402","5146064","21",""
"","64035","","","","0","22","0402_in","5146064","3","0"
"","64036","","","","","2.9","1","5146064","93",""
"","64037","","","","0","22","0402_mid","5146064","3","0"
"","64038","","","","","","","5146064","92",""
"","64039","","","","0","22","0402_out","5146064","3","0"
"","64040","","","","","0.2","0","5146064","93",""
"","64041","","","","","0","0","5146064","22",""
"","64042","","","","1","22","empty","5146064","3","0"
"","64043","","","","","0.5","0","5146064","93",""
"","64044","","","","","2","1","5146064","32",""
"","64045","","","","","2","fade_in","5146064","37",""
"","64046","","","","","1","0","5146064","93",""
"","64047","","","","","13","0","5146064","32",""
"","64048","","","","","20","scale1","5146064","37",""
"0","64049","","","0","-298","105811","-194","5146064","2",""
"0","64050","","","0","-298","1058","-194","5146064","2",""
"0","64051","","","0","-288","131511","-34","5146064","2",""
"","64052","","","","","2","iris_out","5146064","37",""
"0","64053","","","2","-298","105811","-385","5146064","2",""
"0","64054","","","2","-298","1058","-385","5146064","2",""
"0","64055","","","2","-288","131511","-225","5146064","2",""
"","64056","","","","","2","0","5146064","93",""
"","64057","","","","","105811","0","5146064","4",""
"","64058","","","","","1058","0","5146064","4",""
"","64059","","","","","131511","0","5146064","4",""
"","64060","","","","1","105811","idle_normal","5146064","3","0.2"
"0","64061","","","","1","1058","idle_normal","5146064","3","0.2"
"","64062","","","","1","131511","idle_normal","5146064","3","0.2"
"","64063","","","","","0.5","0","5146064","93",""
"","64064","","","","1","130911","talk_normal","5146064","3","0.2"
"","64065","","","","1","99","talk_normal","5146064","3","0.2"
"","64066","","","0","0","vo_apg","vo_apg_0403","5146064","21",""
"1","64067","0","0","1","10","130911","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","5146064","11","0"
"","64068","","","","","0","","5146064","91",""
"","64069","","","","1","130911","kururu_wish_talk_joy","5146064","3","0.2"
"","64070","","","","1","99","kururu_wish_talk_joy","5146064","3","0.2"
"","64071","","","0","0","vo_apg","vo_apg_0404","5146064","21",""
"1","64072","0","0","1","10","130911","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","5146064","11","0"
"","64073","","","","","0","","5146064","91",""
"","64074","","","","1","130911","idle_normal_noface","5146064","3","0.2"
"","64075","","","","1","99","idle_normal_kururu","5146064","3","0.2"
"1","64076","","0","guts2_talk_joy","0","105811","guts2_in_joy","5146064","3","0.2"
"1","64077","","0","guts2_talk_joy","0","1058","guts2_in_joy","5146064","3","0.2"
"","64078","","","0","0","vo_apg","vo_apg_0405","5146064","21",""
"1","64079","0","0","1","10","105811","はい！　とっても\nおいしそうでした☆","5146064","11","0"
"","64080","","","","","0","","5146064","91",""
"","64081","","","","1","105811","guts2_idle_joy","5146064","3","0.2"
"","64082","","","","1","1058","guts2_idle_joy","5146064","3","0.2"
"","64083","","","","1","131511","memory_talk","5146064","3","0.5"
"","64084","","","0","0","vo_apg","vo_apg_0406","5146064","21",""
"1","64085","0","0","1","10","131511","おなか。\nぐるる…","5146064","11","0"
"","64086","","","","","0","","5146064","91",""
"","64087","","","","1","131511","memory_idle","5146064","3","0.2"
"","64088","","","","1","130911","joy_talk","5146064","3","0.2"
"","64089","","","","1","99","joy_talk","5146064","3","0.2"
"","64090","","","0","0","vo_apg","vo_apg_0407","5146064","21",""
"1","64091","0","0","1","10","130911","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","5146064","11","0"
"","64092","","","","","0","","5146064","91",""
"","64093","","","","1","130911","kururu_joy_slow","5146064","3","0.5"
"","64094","","","","1","131511","anger_idle_anger","5146064","3","0.5"
"","64095","","","0","0","vo_apg","vo_apg_0408","5146064","21",""
"1","64096","0","0","1","10","131511","だっしゅ","5146064","11","0"
"","64097","","","","","0","","5146064","91",""
"","64098","","","","1","131511","walk_jog_dere","5146064","3","0.2"
"0","64099","","","3","-288","131511","1100","5146064","2",""
"","64100","","","","","0.5","0","5146064","93",""
"1","64101","","0.2","anger_talk_normal2","0","105811","notice_in_normal2","5146064","3","0.2"
"1","64102","","0.2","anger_talk_normal2","0","1058","notice_in_normal2","5146064","3","0.2"
"","64103","","","0","0","vo_apg","vo_apg_0409","5146064","21",""
"1","64104","0","0","1","10","105811","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","5146064","11","0"
"","64105","","","","","0","","5146064","91",""
"","64106","","","","","0","0","5146064","22",""
"","64107","","","","1","105811","run_dash_doya","5146064","3","0.2"
"","64108","","","","1","1058","run_dash_doya","5146064","3","0.2"
"0","64109","","","1.8","-298","105811","1100","5146064","2",""
"0","64110","","","1.8","-298","1058","1100","5146064","2",""
"","64111","","","","","1.8","0","5146064","93",""
"","64112","","","","","130911","0","5146064","4",""
"1","64113","","0.2","anger_talk_surprise2_shy","0","130911","hawawa","5146064","3","0"
"","64114","","","0","0","vo_apg","vo_apg_0410","5146064","21",""
"1","64115","0","0","1","10","130911","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","5146064","11","0"
"","64116","","","","","0","","5146064","91",""
"","64117","","","","","0","0","5146064","22",""
"","64118","","","","","0.1","0","5146064","93",""
"","64119","","","","","1","alter","5146064","37",""
"","64120","","","","","12","1","5146064","32",""
"","64121","","","","","0.4","0","5146064","93",""
"0","64122","","0","1","1","8","1","5146064","6","0"
"0","64123","","","0","-278","105811","-725","5146064","2",""
"0","64124","","","0","-278","1058","-725","5146064","2",""
"0","64125","","","0","-278","131511","-925","5146064","2",""
"","64126","","","","1","105811","run_dash_peko","5146064","3","0"
"","64127","","","","1","1058","run_dash_peko","5146064","3","0"
"","64128","","","","1","131511","run_dash_presia","5146064","3","0"
"","64129","","","","1","130911","empty","5146064","3","0"
"0","64130","","","10","-278","105811","1185","5146064","2",""
"0","64131","","","10","-278","1058","1185","5146064","2",""
"0","64132","","","10","-278","131511","985","5146064","2",""
"","64133","","","","","0.3","0","5146064","93",""
"","64134","","","","","0.8","0","5146064","93",""
"","64135","","","0","0","vo_apg","vo_apg_0411","5146064","21",""
"0","64136","1","0","0","10","105811","まずはあの屋台から～☆","5146064","11","40"
"","64137","","","","","3","0","5146064","93",""
"","64138","","","0","0","vo_apg","vo_apg_0412","5146064","21",""
"0","64139","1.3","0","0","8","131511","ぜんぶ\nたべるよ","5146064","11","40"
"","64140","","","","","0.3","0","5146064","93",""
"","64141","","","","","3.6","0","5146064","93",""
"","64142","","","","","64143","","5146064","101",""
"","64143","","","","","0","0.2","5146064","22",""
"-278","65001","wish_idle_normal_lookup","0","-225","110","1","131011","5146065","1","1.8"
"-278","65002","idle_normal","0","-225","111","1","99","5146065","5","1.8"
"-278","65003","idle_normal","0","-225","109","1","98","5146065","5","1.8"
"-278","65004","idle_normal_noface","1","225","101","1","130911","5146065","1","1.8"
"-278","65005","idle_normal_kururu","1","225","102","1","97","5146065","5","1.8"
"-278","65006","idle_normal","1","225","100","1","96","5146065","5","1.8"
"-305","65007","empty","0","-920","105","1","106011","5146065","1","1.85"
"-305","65008","empty","0","-920","106","4","1060","5146065","5","1.85"
"","65009","","","","","131011","210","5146065","13",""
"","65010","","","","","130911","201","5146065","13",""
"","65011","","","","","106011","205","5146065","13",""
"-174","65012","idle","0","0","15","8","8","5146065","5","0.85"
"1","65013","","","0","0","1","1","5146065","31","1"
"","65014","","","","","0","0","5146065","91",""
"","65015","","","","0","0","0","5146065","102",""
"","65016","","","","","1","0","5146065","93",""
"","65017","","","","1","131011","wish_idle_joy_lookup","5146065","3","0.2"
"","65018","","","0","0","vo_apg","vo_apg_0501","5146065","21",""
"1","65019","0","0","1","10","131011","くる～\nくる～","5146065","11","0"
"","65020","","","","","0","","5146065","91",""
"","65021","","","","1","130911","talk_normal_surprise","5146065","3","0.2"
"","65022","","","","1","97","talk_normal_surprise","5146065","3","0.2"
"","65023","","","0","0","vo_apg","vo_apg_0502","5146065","21",""
"1","65024","0","0","1","10","130911","どうしたんですか\nマホちゃんさん？","5146065","11","0"
"","65025","","","","","0","","5146065","91",""
"","65026","","","","1","130911","idle_normal_noface","5146065","3","0.2"
"","65027","","","","1","97","idle_normal_kururu","5146065","3","0.2"
"","65028","","","","1","131011","sad_talk_normalR","5146065","3","0.2"
"","65029","","","0","0","vo_apg","vo_apg_0503","5146065","21",""
"1","65030","0","0","1","10","131011","ん、観覧車かいらしな～って。\nくるくる～って","5146065","11","0"
"","65031","","","","","0","","5146065","91",""
"1","65032","","0","notice_loop_normal2","0","131011","notice_in_normal2","5146065","3","0.2"
"","65033","","","0","0","vo_apg","vo_apg_0504","5146065","21",""
"1","65034","0","0","1","10","131011","せや♪","5146065","11","0"
"","65035","","","","","0","","5146065","91",""
"","65036","","","","1","130911","kururu_wish_idle_light","5146065","3","0.2"
"","65037","","","","1","97","kururu_wish_idle_light","5146065","3","0.2"
"1","65038","","0","maho_kururinpa_loop","0","131011","maho_kururinpa_in","5146065","3","0"
"1","65039","","0","maho_kururinpa_loopF","0","99","maho_kururinpa_inF","5146065","3","0"
"1","65040","","0","maho_kururinpa_loopB","0","98","maho_kururinpa_inB","5146065","3","0"
"","65041","","","0","0","vo_apg","vo_apg_0505","5146065","21",""
"1","65042","0","0","1","10","131011","みらくるまほりんくるりんぱ～♪","5146065","11","0"
"","65043","","","","","0","","5146065","91",""
"","65044","","","","1","130911","kururu_wish_talk_joy","5146065","3","0.2"
"","65045","","","0","0","vo_apg","vo_apg_0506","5146065","21",""
"1","65046","0","0","1","10","130911","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","5146065","11","0"
"","65047","","","","","0","","5146065","91",""
"1","65048","","0.2","idle_normal","0","131011","maho_kururinpa_out","5146065","3","0"
"1","65049","","0.2","idle_normal","0","99","maho_kururinpa_outF","5146065","3","0"
"1","65050","","0.2","idle_normal","0","98","maho_kururinpa_outB","5146065","3","0"
"0","65051","","0","kururu_kururinpa_loop","0","130911","kururu_sad_talk_surprise_to_kururinpa","5146065","3","0.2"
"0","65052","","0","kururu_kururinpa_loopF","0","97","kururu_sad_talk_surprise_to_kururinpaF","5146065","3","0.2"
"0","65053","","0","kururu_kururinpa_loopB","0","96","kururu_sad_talk_surprise_to_kururinpaB","5146065","3","0.2"
"","65054","","","0","0","vo_apg","vo_apg_0507","5146065","21",""
"1","65055","0","0","1","10","130911","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","5146065","11","0"
"","65056","","","","","0","","5146065","91",""
"1","65057","","0","idle_normal_noface","0","130911","kururu_kururinpa_out","5146065","3","0"
"1","65058","","0","idle_normal_kururu","0","97","kururu_kururinpa_outF","5146065","3","0"
"1","65059","","0","idle_normal","0","96","kururu_kururinpa_outB","5146065","3","0"
"","65060","","","","1","131011","joy_talk","5146065","3","0.2"
"","65061","","","0","0","vo_apg","vo_apg_0508","5146065","21",""
"1","65062","0","0","1","10","131011","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","5146065","11","0"
"","65063","","","","","0","","5146065","91",""
"","65064","","","","1","131011","idle_normal","5146065","3","0.2"
"0","65065","","0","kururu_kururinpa_loop","0","130911","kururu_hello_fast_to_kururinpa","5146065","3","0.2"
"0","65066","","0","kururu_kururinpa_loopF","0","97","kururu_hello_fast_to_kururinpaF","5146065","3","0.2"
"0","65067","","0","kururu_kururinpa_loopB","0","96","kururu_hello_fast_to_kururinpaB","5146065","3","0.2"
"","65068","","","0","0","vo_apg","vo_apg_0509","5146065","21",""
"1","65069","0","0","1","10","130911","はーい♪\nみらくるくるるんくるりんぱ～♪","5146065","11","0"
"","65070","","","","","0","","5146065","91",""
"1","65071","","0","idle_normal_noface","0","130911","kururu_kururinpa_out","5146065","3","0"
"1","65072","","0","idle_normal_kururu","0","97","kururu_kururinpa_outF","5146065","3","0"
"1","65073","","0","idle_normal","0","96","kururu_kururinpa_outB","5146065","3","0"
"1","65074","","0.2","sad_talk_normalR","0","131011","smile2","5146065","3","0.2"
"1","65075","","0.2","sad_talk_normalR","0","99","smile2","5146065","3","0.2"
"1","65076","","0.2","sad_talk_normalR","0","98","smile2","5146065","3","0.2"
"","65077","","","0","0","vo_apg","vo_apg_0510","5146065","21",""
"1","65078","0","0","1","10","131011","うふふ♪\nくる多いなぁ♪","5146065","11","0"
"","65079","","","","","0","","5146065","91",""
"1","65080","","0","maho_kurukuru_loop","0","131011","maho_kurukuru_in","5146065","3","0.2"
"1","65081","","0","maho_kurukuru_loopF","0","99","maho_kurukuru_inF","5146065","3","0.2"
