feb8e682f0ae8ad583b04d8ba595889949a36bcec086b0504471c0183ac62759,6590ac8bacf18be6c71f1fc14dbcaceeaba844173d9d7b207c06305ffcda1fb2,117ad892e8f5e29772b3dbb14ca962e3f06199e1b7e9817322c1faba95c78c88,e8025c57e9636e96d58ebb41610763f58c335942efa3291505a80aee1a04c017,dae3189247ecd8615181f42bf862281b8fcc48cf44b907c0de484c842dda0dbe
"10030907","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","4100309","ＨＰ吸収ダウン","9"
"10031001","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","4100310","闇属性ボーナス特大アップ","16"
"10031002","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100310","ダメージ減衰","18"
"10031003","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100310","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10031004","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100310","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10031005","バトル開始時、すべてのモンスターがＴＰダウン\n75％カット状態になる。","4100310","ＴＰダウンカット","boss_tp_down_cut"
"10031006","バトル開始時、すべてのキャラのＴＰ上昇を中ダウンさせる。","4100310","ＴＰ上昇ダウン","3"
"10031007","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","4100310","ＨＰ吸収ダウン","9"
"10040101","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","4100401","火属性ボーナス特大アップ","12"
"10040102","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100401","ダメージ減衰","18"
"10040103","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100401","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10040104","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100401","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10040201","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","4100402","水属性ボーナス特大アップ","13"
"10040202","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100402","ダメージ減衰","18"
"10040203","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100402","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10040204","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100402","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10040301","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","4100403","光属性ボーナス特大アップ","15"
"10040302","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100403","ダメージ減衰","18"
"10040303","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100403","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10040304","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100403","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10040305","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100403","ＴＰダウンカット","boss_tp_down_cut"
"10040306","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100403","ＨＰ吸収ダウン","9"
"10040401","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","4100404","闇属性ボーナス特大アップ","16"
"10040402","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100404","ダメージ減衰","18"
"10040403","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100404","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10040404","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100404","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10040405","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100404","ＴＰダウンカット","boss_tp_down_cut"
"10040406","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100404","ＨＰ吸収ダウン","9"
"10040501","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","4100405","風属性ボーナス特大アップ","14"
"10040502","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100405","ダメージ減衰","18"
"10040503","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100405","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10040504","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100405","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10040505","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100405","ＴＰダウンカット","boss_tp_down_cut"
"10040506","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100405","ＨＰ吸収ダウン","9"
"10040601","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","4100406","闇属性ボーナス特大アップ","16"
"10040602","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100406","ダメージ減衰","18"
"10040603","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100406","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10040604","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100406","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10040605","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100406","ＴＰダウンカット","boss_tp_down_cut"
"10040606","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100406","ＨＰ吸収ダウン","9"
"10040701","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","4100407","火属性ボーナス特大アップ","12"
"10040702","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100407","ダメージ減衰","18"
"10040703","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100407","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10040704","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100407","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10040705","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100407","ＴＰダウンカット","boss_tp_down_cut"
"10040706","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100407","ＨＰ吸収ダウン","9"
"10040801","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","4100408","水属性ボーナス特大アップ","13"
"10040802","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100408","ダメージ減衰","18"
"10040803","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100408","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10040804","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100408","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10040805","バトル開始時、すべてのモンスターがＴＰダウン\n75％カット状態になる。","4100408","ＴＰダウンカット","boss_tp_down_cut"
"10040806","バトル開始時、すべてのキャラのＴＰ上昇をダウンさせる。","4100408","ＴＰ上昇ダウン","3"
"10040807","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100408","ＨＰ吸収ダウン","9"
"10040901","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","4100409","風属性ボーナス特大アップ","14"
"10040902","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100409","ダメージ減衰","18"
"10040903","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100409","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10040904","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100409","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10040905","バトル開始時、すべてのキャラのＴＰ上昇をダウンさせる。","4100409","ＴＰ上昇ダウン","3"
"10040906","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100409","ＨＰ吸収ダウン","9"
"10041001","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","4100410","光属性ボーナス特大アップ","15"
"10041002","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100410","ダメージ減衰","18"
"10041003","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","4100410","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10041004","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100410","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10041005","バトル開始時、すべてのモンスターがＴＰダウン\n75％カット状態になる。","4100410","ＴＰダウンカット","boss_tp_down_cut"
"10041006","バトル開始時、すべてのキャラのＴＰ上昇をダウンさせる。","4100410","ＴＰ上昇ダウン","3"
"10041007","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","4100410","ＨＰ吸収ダウン","9"
