a020425443a4158aaf565d542a30584ba01dd8b79fa4c94b5e72bf637c8ec8ff,4ac5b9a3842f2e361b8100c89129137d8ff33d2fa1bc0d8690c35c78cad9b98f,5fdcaa5ee3052043cad7ac0320ee01e12ae5560e02bd501c527d0f914a142409,a4e133fba017db3a823c84607b8ae4ecc5e82715629d5fc642a83799f23b848d,612909b69f0b2b78cbe47bd2b5be1ccef204e908acdcd93de57a9c2bf9f2fec3,06101fa929c1a0994b4fba9e9017b3e146e7f92d7e45392a5ba82321e0ce322f,4f419b8bbb88fb091ede915ebfa7d8c6bc0042259279de452e19fd97bd81d372,3c038d28dccdc35b93138146bbc0985848855f057ebf7938a3aac38bf7eb0af2,11593110f0e9f5ecce229c02688d4b363e798b7a8f866b4f0c80eae954f6bb1f,244583215a91ecb86597b39e64561de35e2a7cfa8cdc0a2738fc3f101fc0edb6,7639c2e8a18bc46abd772b32a3f0135802d3240b9ee6f6805c4a530e0c1d1d21
"62157","wish_talk_joy","5146062","131011","","1","","0.2","","3",""
"62158","vo_apg_0214","5146062","vo_apg","","0","0","","","21",""
"62159","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","5146062","131011","0","10","1","0","1","11","0"
"62160","","5146062","0","","","","","","91",""
"62161","0","5146062","0","","","","","","22",""
"62162","wish_idle_joy","5146062","131011","","1","","0.2","","3",""
"62163","10","5146062","100911","0","2","0","-30","0","12","0"
"62164","7","5146062","131011","0","2","0","0","0","12","0"
"62165","0","5146062","2","","","","","","93",""
"62166","","5146062","62167","","","","","","101",""
"62167","0.2","5146062","0","","","","","","22",""
"63001","106611","5146063","1","walk_surprise_sad_blue","110","-10","1.8","-288","1","1"
"63002","1066","5146063","3","walk_surprise_sad_blue","111","-10","1.8","-288","5","1"
"63003","130911","5146063","1","idle_normal_noface","100","260","1.8","-288","1","1"
"63004","99","5146063","1","idle_normal_kururu","101","260","1.8","-288","5","1"
"63005","126411","5146063","1","empty","103","-420","1.8","-268","1","0"
"63006","98","5146063","1","empty","113","-420","1.8","-268","5","0"
"63007","210","5146063","106611","","","","","","13",""
"63008","200","5146063","130911","","","","","","13",""
"63009","203","5146063","126411","","","","","","13",""
"63010","7","5146063","7","idle","15","0","0.85","-174","5","0"
"63011","20","5146063","20","empty","210","0","1","156","5","0"
"63012","22","5146063","22","empty","211","0","1","66","5","0"
"63013","211","5146063","21","empty","60","0","1","153","5","0"
"63014","212","5146063","21","empty","190","0","1","0","5","0"
"63015","1","5146063","1","","0","0","1","1","31",""
"63016","2","5146063","2","","0","-57.7","1","1","31",""
"63017","black","5146063","2","","","","","","37",""
"63018","10","5146063","10","","0","0","0","1","31",""
"63019","16","5146063","16","","-420","-268","0","1","31",""
"63020","20","5146063","20","","0","0","1","1","31",""
"63021","20","5146063","20","","","","","","36",""
"63022","22","5146063","20","","","","","","36",""
"63023","0","5146063","0","","","","","","91",""
"63024","0","5146063","0","","0","","","","102",""
"63025","0","5146063","0.4","","","","","","93",""
"63026","iris_out","5146063","2","","","","","","37",""
"63027","-260","5146063","106611","","-288","2.5","","0","2",""
"63028","-260","5146063","1066","","-288","2.5","","0","2",""
"63029","0","5146063","2.5","","","","","","93",""
"63030","sad_idle_blue","5146063","106611","","1","","0.2","","3",""
"63031","sad_idle_blue","5146063","1066","","1","","0.2","0","3",""
"63032","0","5146063","0.1","","","","","","93",""
"63033","tired_talk1","5146063","106611","","1","","0.2","","3",""
"63034","tired_talk1","5146063","1066","","1","","0.2","","3",""
"63035","vo_apg_0301","5146063","vo_apg","","0","0","","","21",""
"63036","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","5146063","106611","0","10","1","0","1","11","0"
"63037","","5146063","0","","","","","","91",""
"63038","tired_talk2","5146063","106611","","1","","0.2","","3",""
"63039","tired_talk2","5146063","1066","","1","","0.2","","3",""
"63040","vo_apg_0302","5146063","vo_apg","","0","0","","","21",""
"63041","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","5146063","106611","0","10","1","0","1","11","0"
"63042","","5146063","0","","","","","","91",""
"63043","tired_idle","5146063","106611","","1","","0.2","","3",""
"63044","tired_idle","5146063","1066","","1","","0.2","","3",""
"63045","talk_normal","5146063","130911","","1","","0.2","","3",""
"63046","talk_normal","5146063","99","","1","","0.2","","3",""
"63047","vo_apg_0303","5146063","vo_apg","","0","0","","","21",""
"63048","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","5146063","130911","0","10","1","0","1","11","0"
"63049","","5146063","0","","","","","","91",""
"63050","idle_normal","5146063","130911","","1","","0.2","","3",""
"63051","coaster_3_in","5146063","211","","0","","0","","3",""
"63052","0","5146063","106611","","","","","","4",""
"63053","0","5146063","1066","","","","","","4",""
"63054","doya_in_nervous_furimuki","5146063","106611","","0","doya_talk_nervous_furimuki","0","1","3","0"
"63055","doya_in_nervous_furimuki","5146063","1066","","0","doya_talk_nervous_furimuki","0","1","3","0"
"63056","vo_apg_0304","5146063","vo_apg","","0","0","","","21",""
"63057","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","5146063","106611","0","10","1","0","1","11","0"
"63058","","5146063","0","","","","","","91",""
"63059","cool_talk_dere","5146063","106611","","1","","0.2","","3",""
"63060","cool_talk_dere","5146063","1066","","1","","0.2","","3",""
"63061","vo_apg_0305","5146063","vo_apg","","0","0","","","21",""
"63062","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","5146063","106611","0","10","1","0","1","11","0"
"63063","","5146063","0","","","","","","91",""
"63064","cool_idle_doya","5146063","106611","","1","","0.2","","3",""
"63065","cool_idle_doya","5146063","1066","","1","","0.2","","3",""
"63066","coaster_3_out","5146063","211","","0","","0","","3",""
"63067","kururu_sad_talk","5146063","130911","","1","","0.2","","3",""
"63068","kururu_sad_talk","5146063","99","","1","","0.2","","3",""
"63069","vo_apg_0306","5146063","vo_apg","","0","0","","","21",""
"63070","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","5146063","130911","0","10","1","0","1","11","0"
"63071","","5146063","0","","","","","","91",""
"63072","0","5146063","0","","","","","","22",""
"63073","idle_normal_noface","5146063","130911","","1","","0.2","","3",""
"63074","idle_normal_kururu","5146063","99","","1","","0.2","","3",""
"63075","cool_idle_surprise","5146063","106611","","1","","0.2","","3",""
"63076","cool_idle_surprise","5146063","1066","","1","","0.2","","3",""
"63077","kuroche_appear","5146063","126411","","0","kuroche_pose_talk_anger","0","1","3","0"
"63078","kuroche_appear","5146063","98","","0","kuroche_pose_talk_anger","0","1","3","0"
"63079","0","5146063","0.5","","","","","","93",""
"63080","15","5146063","15","","0.5","","","","122",""
"63081","1","5146063","16","","","","","","32",""
"63082","inori_dodge_in","5146063","106611","","0","","0","","3",""
"63083","inori_dodge_in","5146063","1066","","0","","0","","3",""
"63084","0","5146063","0.6","","","","","","93",""
"63085","vo_apg_0307","5146063","vo_apg","","0","0","","","21",""
"63086","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","5146063","126411","0","10","1","20","1","11","0"
"63087","","5146063","0","","","","","","91",""
"63088","kuroche_pose_idle_doya","5146063","126411","","1","","0.2","","3",""
"63089","inori_dodge_out","5146063","106611","","0","inori_anger_talk","0.1","1","3","0"
"63090","inori_dodge_out","5146063","1066","","0","inori_anger_talk","0.1","1","3","0"
"63091","vo_apg_0308","5146063","vo_apg","","0","0","","","21",""
"63092","は？　いや、こっちは全然\n話がみえねーんですけど…","5146063","106611","0","10","1","0","1","11","0"
"63093","","5146063","0","","","","","","91",""
"63094","inori_anger_idle","5146063","106611","","1","","0.2","","3",""
"63095","inori_anger_idle","5146063","1066","","1","","0.2","","3",""
"63096","kururu_guid_talk","5146063","130911","","1","","0.2","","3",""
"63097","kururu_guid_talk","5146063","99","","1","","0.2","","3",""
"63098","vo_apg_0309","5146063","vo_apg","","0","0","","","21",""
"63099","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","5146063","130911","0","10","1","0","1","11","0"
"63100","","5146063","0","","","","","","91",""
"63101","idle_normal_noface","5146063","130911","","1","","0.2","","3",""
"63102","idle_normal_kururu","5146063","99","","1","","0.2","","3",""
"63103","low","5146063","16","","","","","","37",""
"63104","se_10055900_chroche_01","5146063","se_10055900","","1","","","","23",""
"63105","inori_jitabata_in","5146063","106611","","0","inori_jitabata_loop","0.2","1","3","0"
"63106","inori_jitabata_in","5146063","1066","","0","inori_jitabata_loop","0.2","1","3","0"
"63107","kuroche_catch_in","5146063","126411","","0","kuroche_catch_loop","0.2","1","3","0"
"63108","kuroche_catch_in","5146063","98","","0","kuroche_catch_loop","0.2","1","3","0"
"63109","vo_apg_0310","5146063","vo_apg","","0","0","","","21",""
"63110","ではではっ♪\nしっかりつかまっててくださいね～っ♪","5146063","126411","0","10","1","112","1","11","-27"
"63111","","5146063","0","","","","","","91",""
"63112","0","5146063","0","","","","","","22",""
"63113","0.2","5146063","se_10055900_chroche_01","","","","","","24",""
"63114","se_10055900_chroche_02","5146063","se_10055900","","0","","","","23",""
"63115","high","5146063","16","","","","","","37",""
"63116","5","5146063","5","","1","","","","122",""
"63117","0","5146063","1","","","","","","93",""
"63118","inori_jitabata_takeoff","5146063","106611","","0","","0","","3",""
"63119","inori_jitabata_takeoff","5146063","1066","","0","","0","","3",""
"63120","kuroche_catch_takeoff","5146063","126411","","0","","0","","3",""
"63121","kuroche_catch_takeoff","5146063","98","","0","","0","","3",""
"63122","100","5146063","100","","0.5","","","","122",""
"63123","0","5146063","0.4","","","","","","93",""
"63124","0","5146063","130911","","","","","","4",""
"63125","kururu_furimuki_watch","5146063","130911","","0","","0","","3",""
"63126","empty","5146063","99","","0","","0","","3",""
"63127","0","5146063","1.5","","","","","","93",""
"63128","fade_in","5146063","2","","","","","","37",""
"63129","0","5146063","1.5","","","","","","93",""
"63130","empty","5146063","98","","0","","0","","3",""
"63131","se_10055900_chroche_03","5146063","se_10055900","","1","","","","23",""
"63132","coaster_4_in","5146063","212","","0","","0","","3",""
"63133","se_10055900_photo","5146063","se_10055900","","0","","","","23",""
"63134","0","5146063","0.3","","","","","","93",""
"63135","30","5146063","30","","0.5","","","","122",""
"63136","vo_apg_0311","5146063","vo_apg","","0","0","","","21",""
"63137","0311_in","5146063","20","","0","","0","","3",""
"63138","1","5146063","3.6","","","","","","93",""
"63139","0311_mid","5146063","20","","0","","0","","3",""
"63140","","5146063","","","","","","","92",""
"63141","0311_out","5146063","20","","0","","0","","3",""
"63142","0","5146063","0.2","","","","","","93",""
"63143","30","5146063","30","","0.5","","","","122",""
"63144","vo_apg_0312","5146063","vo_apg","","0","0","","","21",""
"63145","0312_in","5146063","20","","0","","0","","3",""
"63146","1","5146063","2.4","","","","","","93",""
"63147","0312_mid","5146063","20","","0","","0","","3",""
"63148","","5146063","","","","","","","92",""
"63149","0312_out","5146063","20","","0","","0","","3",""
"63150","0","5146063","0.2","","","","","","93",""
"63151","scale15","5146063","20","","","","","","37",""
"63152","coaster_4_change","5146063","212","","0","","0","","3",""
"63153","vo_apg_0313","5146063","vo_apg","","0","0","","","21",""
"63154","0","5146063","20","","76","0","","0","2",""
"63155","empty","5146063","20","","1","","0","","3",""
"63156","0313_in","5146063","22","","0","","0","","3",""
"63157","1","5146063","2.4","","","","","","93",""
"63158","0313_mid","5146063","22","","1","","0","","3",""
"63159","","5146063","","","","","","","92",""
"63160","0313_out","5146063","22","","0","","0","","3",""
"63161","0","5146063","0.2","","","","","","93",""
"63162","0","5146063","0","","","","","","22",""
"63163","0.5","5146063","se_10055900_chroche_03","","","","","","24",""
"63164","white","5146063","2","","","","","","37",""
"63165","0","5146063","2","","","","","","93",""
"63166","scale1","5146063","20","","","","","","37",""
"63167","empty","5146063","212","","0","","0","","3",""
"63168","kururu_wish_idle_joy","5146063","130911","","1","","0.2","","3",""
"63169","idle_normal","5146063","99","","1","","0.2","","3",""
"63170","see_guru","5146063","106611","","1","","0.2","","3",""
"63171","see_guru","5146063","1066","","1","","0.2","","3",""
"63172","idle_normal_joy","5146063","126411","","1","","0.2","","3",""
"63173","1","5146063","130911","","","","","","4",""
"63174","225","5146063","130911","","-278","0","","0","2",""
"63175","0","5146063","106611","","-288","0","","0","2",""
"63176","0","5146063","1066","","-288","0","","0","2",""
"63177","-225","5146063","126411","","-278","0","","0","2",""
"63178","0","5146063","2","","","","","","93",""
"63179","joy_talk","5146063","126411","","1","","0.2","","3",""
"63180","vo_apg_0314","5146063","vo_apg","","0","0","","","21",""
"63181","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","5146063","126411","0","10","1","0","1","11","0"
"63182","","5146063","0","","","","","","91",""
"63183","idle_normal_joy","5146063","126411","","1","","0.2","","3",""
"63184","23","5146063","2","","-108","0","","0","33",""
"63185","iris_end_1","5146063","2","","","","","","37",""
"63186","gakkari","5146063","106611","","0","","0.2","","3",""
"63187","gakkari","5146063","1066","","0","","0.2","","3",""
"63188","vo_apg_0315","5146063","vo_apg","","0","0","","","21",""
"63189","うぷ…もう、こりごりですよ…","5146063","106611","1.1","4","0","23","0","11","-31"
"63190","0","5146063","6","","","","","","93",""
"63191","iris_end_2","5146063","2","","","","","","37",""
"63192","0","5146063","1","","","","","","93",""
"63193","","5146063","63194","","","","","","101",""
"63194","0.2","5146063","0","","","","","","22",""
"64001","105811","5146064","1","walk_normal","106","-130","1.8","-480","1","1"
"64002","1058","5146064","6","walk_normal","107","-130","1.8","-480","5","1"
"64003","131511","5146064","1","walk_normal","103","130","1.8","-480","1","1"
"64004","130911","5146064","1","idle_normal_noface","100","290","1.8","-278","1","1"
"64005","99","5146064","1","idle_normal_kururu","101","290","1.8","-278","5","1"
"64006","206","5146064","105811","","","","","","13",""
"64007","203","5146064","131511","","","","","","13",""
"64008","200","5146064","130911","","","","","","13",""
"64009","8","5146064","8","idle","15","0","0.85","-174","5","0"
"64010","20","5146064","20","empty","210","-242","1","-53","5","0"
"64011","22","5146064","22","empty","211","-128","1","-194","5","0"
"64012","1","5146064","1","","0","0","1","1","31",""
"64013","2","5146064","2","","0","-57.7","0","1","31",""
"64014","12","5146064","12","","0","0","0","1","31",""
"64015","13","5146064","13","","0","0","0","1","31",""
"64016","20","5146064","20","","0","0","1","1","31",""
"64017","105811","5146064","20","","","","","","36",""
"64018","131511","5146064","20","","","","","","36",""
"64019","20","5146064","20","","","","","","36",""
"64020","22","5146064","20","","","","","","36",""
"64021","0","5146064","0","","","","","","91",""
"64022","0","5146064","0","","0","","","","102",""
"64023","1","5146064","13","","","","","","32",""
"64024","scale15","5146064","20","","","","","","37",""
"64025","","5146064","2","","","","","","93",""
"64026","vo_apg_0401","5146064","vo_apg","","0","0","","","21",""
"64027","0401_in","5146064","22","","0","","0","","3",""
"64028","1","5146064","2.7","","","","","","93",""
"64029","0401_mid","5146064","22","","0","","0","","3",""
"64030","","5146064","","","","","","","92",""
"64031","0401_out","5146064","22","","0","","0","","3",""
"64032","0","5146064","0.2","","","","","","93",""
"64033","129","5146064","22","","-194","0","","0","2",""
"64034","vo_apg_0402","5146064","vo_apg","","0","0","","","21",""
"64035","0402_in","5146064","22","","0","","0","","3",""
"64036","1","5146064","2.9","","","","","","93",""
"64037","0402_mid","5146064","22","","0","","0","","3",""
"64038","","5146064","","","","","","","92",""
"64039","0402_out","5146064","22","","0","","0","","3",""
"64040","0","5146064","0.2","","","","","","93",""
"64041","0","5146064","0","","","","","","22",""
"64042","empty","5146064","22","","1","","0","","3",""
"64043","0","5146064","0.5","","","","","","93",""
"64044","1","5146064","2","","","","","","32",""
"64045","fade_in","5146064","2","","","","","","37",""
"64046","0","5146064","1","","","","","","93",""
"64047","0","5146064","13","","","","","","32",""
"64048","scale1","5146064","20","","","","","","37",""
"64049","-194","5146064","105811","","-298","0","","0","2",""
"64050","-194","5146064","1058","","-298","0","","0","2",""
"64051","-34","5146064","131511","","-288","0","","0","2",""
"64052","iris_out","5146064","2","","","","","","37",""
"64053","-385","5146064","105811","","-298","2","","0","2",""
"64054","-385","5146064","1058","","-298","2","","0","2",""
"64055","-225","5146064","131511","","-288","2","","0","2",""
"64056","0","5146064","2","","","","","","93",""
"64057","0","5146064","105811","","","","","","4",""
"64058","0","5146064","1058","","","","","","4",""
"64059","0","5146064","131511","","","","","","4",""
"64060","idle_normal","5146064","105811","","1","","0.2","","3",""
"64061","idle_normal","5146064","1058","","1","","0.2","0","3",""
"64062","idle_normal","5146064","131511","","1","","0.2","","3",""
"64063","0","5146064","0.5","","","","","","93",""
"64064","talk_normal","5146064","130911","","1","","0.2","","3",""
"64065","talk_normal","5146064","99","","1","","0.2","","3",""
"64066","vo_apg_0403","5146064","vo_apg","","0","0","","","21",""
"64067","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","5146064","130911","0","10","1","0","1","11","0"
"64068","","5146064","0","","","","","","91",""
"64069","kururu_wish_talk_joy","5146064","130911","","1","","0.2","","3",""
"64070","kururu_wish_talk_joy","5146064","99","","1","","0.2","","3",""
"64071","vo_apg_0404","5146064","vo_apg","","0","0","","","21",""
"64072","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","5146064","130911","0","10","1","0","1","11","0"
"64073","","5146064","0","","","","","","91",""
"64074","idle_normal_noface","5146064","130911","","1","","0.2","","3",""
"64075","idle_normal_kururu","5146064","99","","1","","0.2","","3",""
"64076","guts2_in_joy","5146064","105811","","0","guts2_talk_joy","0.2","1","3","0"
"64077","guts2_in_joy","5146064","1058","","0","guts2_talk_joy","0.2","1","3","0"
"64078","vo_apg_0405","5146064","vo_apg","","0","0","","","21",""
"64079","はい！　とっても\nおいしそうでした☆","5146064","105811","0","10","1","0","1","11","0"
"64080","","5146064","0","","","","","","91",""
"64081","guts2_idle_joy","5146064","105811","","1","","0.2","","3",""
"64082","guts2_idle_joy","5146064","1058","","1","","0.2","","3",""
"64083","memory_talk","5146064","131511","","1","","0.5","","3",""
"64084","vo_apg_0406","5146064","vo_apg","","0","0","","","21",""
"64085","おなか。\nぐるる…","5146064","131511","0","10","1","0","1","11","0"
"64086","","5146064","0","","","","","","91",""
"64087","memory_idle","5146064","131511","","1","","0.2","","3",""
"64088","joy_talk","5146064","130911","","1","","0.2","","3",""
"64089","joy_talk","5146064","99","","1","","0.2","","3",""
"64090","vo_apg_0407","5146064","vo_apg","","0","0","","","21",""
"64091","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","5146064","130911","0","10","1","0","1","11","0"
"64092","","5146064","0","","","","","","91",""
"64093","kururu_joy_slow","5146064","130911","","1","","0.5","","3",""
"64094","anger_idle_anger","5146064","131511","","1","","0.5","","3",""
"64095","vo_apg_0408","5146064","vo_apg","","0","0","","","21",""
"64096","だっしゅ","5146064","131511","0","10","1","0","1","11","0"
"64097","","5146064","0","","","","","","91",""
"64098","walk_jog_dere","5146064","131511","","1","","0.2","","3",""
"64099","1100","5146064","131511","","-288","3","","0","2",""
"64100","0","5146064","0.5","","","","","","93",""
"64101","notice_in_normal2","5146064","105811","","0","anger_talk_normal2","0.2","1","3","0.2"
"64102","notice_in_normal2","5146064","1058","","0","anger_talk_normal2","0.2","1","3","0.2"
"64103","vo_apg_0409","5146064","vo_apg","","0","0","","","21",""
"64104","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","5146064","105811","0","10","1","0","1","11","0"
"64105","","5146064","0","","","","","","91",""
"64106","0","5146064","0","","","","","","22",""
"64107","run_dash_doya","5146064","105811","","1","","0.2","","3",""
"64108","run_dash_doya","5146064","1058","","1","","0.2","","3",""
"64109","1100","5146064","105811","","-298","1.8","","0","2",""
"64110","1100","5146064","1058","","-298","1.8","","0","2",""
"64111","0","5146064","1.8","","","","","","93",""
"64112","0","5146064","130911","","","","","","4",""
"64113","hawawa","5146064","130911","","0","anger_talk_surprise2_shy","0","1","3","0.2"
"64114","vo_apg_0410","5146064","vo_apg","","0","0","","","21",""
"64115","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","5146064","130911","0","10","1","0","1","11","0"
"64116","","5146064","0","","","","","","91",""
"64117","0","5146064","0","","","","","","22",""
"64118","0","5146064","0.1","","","","","","93",""
"64119","alter","5146064","1","","","","","","37",""
"64120","1","5146064","12","","","","","","32",""
"64121","0","5146064","0.4","","","","","","93",""
"64122","1","5146064","8","","1","1","0","0","6","0"
"64123","-725","5146064","105811","","-278","0","","0","2",""
"64124","-725","5146064","1058","","-278","0","","0","2",""
"64125","-925","5146064","131511","","-278","0","","0","2",""
"64126","run_dash_peko","5146064","105811","","1","","0","","3",""
"64127","run_dash_peko","5146064","1058","","1","","0","","3",""
"64128","run_dash_presia","5146064","131511","","1","","0","","3",""
"64129","empty","5146064","130911","","1","","0","","3",""
"64130","1185","5146064","105811","","-278","10","","0","2",""
"64131","1185","5146064","1058","","-278","10","","0","2",""
"64132","985","5146064","131511","","-278","10","","0","2",""
"64133","0","5146064","0.3","","","","","","93",""
"64134","0","5146064","0.8","","","","","","93",""
"64135","vo_apg_0411","5146064","vo_apg","","0","0","","","21",""
"64136","まずはあの屋台から～☆","5146064","105811","1","10","0","40","0","11","0"
"64137","0","5146064","3","","","","","","93",""
"64138","vo_apg_0412","5146064","vo_apg","","0","0","","","21",""
"64139","ぜんぶ\nたべるよ","5146064","131511","1.3","8","0","40","0","11","0"
"64140","0","5146064","0.3","","","","","","93",""
"64141","0","5146064","3.6","","","","","","93",""
"64142","","5146064","64143","","","","","","101",""
"64143","0.2","5146064","0","","","","","","22",""
"65001","131011","5146065","1","wish_idle_normal_lookup","110","-225","1.8","-278","1","0"
"65002","99","5146065","1","idle_normal","111","-225","1.8","-278","5","0"
"65003","98","5146065","1","idle_normal","109","-225","1.8","-278","5","0"
"65004","130911","5146065","1","idle_normal_noface","101","225","1.8","-278","1","1"
"65005","97","5146065","1","idle_normal_kururu","102","225","1.8","-278","5","1"
"65006","96","5146065","1","idle_normal","100","225","1.8","-278","5","1"
"65007","106011","5146065","1","empty","105","-920","1.85","-305","1","0"
"65008","1060","5146065","4","empty","106","-920","1.85","-305","5","0"
"65009","210","5146065","131011","","","","","","13",""
"65010","201","5146065","130911","","","","","","13",""
"65011","205","5146065","106011","","","","","","13",""
"65012","8","5146065","8","idle","15","0","0.85","-174","5","0"
"65013","1","5146065","1","","0","0","1","1","31",""
"65014","0","5146065","0","","","","","","91",""
"65015","0","5146065","0","","0","","","","102",""
"65016","0","5146065","1","","","","","","93",""
"65017","wish_idle_joy_lookup","5146065","131011","","1","","0.2","","3",""
"65018","vo_apg_0501","5146065","vo_apg","","0","0","","","21",""
"65019","くる～\nくる～","5146065","131011","0","10","1","0","1","11","0"
"65020","","5146065","0","","","","","","91",""
"65021","talk_normal_surprise","5146065","130911","","1","","0.2","","3",""
"65022","talk_normal_surprise","5146065","97","","1","","0.2","","3",""
"65023","vo_apg_0502","5146065","vo_apg","","0","0","","","21",""
"65024","どうしたんですか\nマホちゃんさん？","5146065","130911","0","10","1","0","1","11","0"
"65025","","5146065","0","","","","","","91",""
"65026","idle_normal_noface","5146065","130911","","1","","0.2","","3",""
"65027","idle_normal_kururu","5146065","97","","1","","0.2","","3",""
"65028","sad_talk_normalR","5146065","131011","","1","","0.2","","3",""
"65029","vo_apg_0503","5146065","vo_apg","","0","0","","","21",""
"65030","ん、観覧車かいらしな～って。\nくるくる～って","5146065","131011","0","10","1","0","1","11","0"
"65031","","5146065","0","","","","","","91",""
"65032","notice_in_normal2","5146065","131011","","0","notice_loop_normal2","0.2","1","3","0"
"65033","vo_apg_0504","5146065","vo_apg","","0","0","","","21",""
"65034","せや♪","5146065","131011","0","10","1","0","1","11","0"
"65035","","5146065","0","","","","","","91",""
"65036","kururu_wish_idle_light","5146065","130911","","1","","0.2","","3",""
"65037","kururu_wish_idle_light","5146065","97","","1","","0.2","","3",""
"65038","maho_kururinpa_in","5146065","131011","","0","maho_kururinpa_loop","0","1","3","0"
"65039","maho_kururinpa_inF","5146065","99","","0","maho_kururinpa_loopF","0","1","3","0"
"65040","maho_kururinpa_inB","5146065","98","","0","maho_kururinpa_loopB","0","1","3","0"
"65041","vo_apg_0505","5146065","vo_apg","","0","0","","","21",""
"65042","みらくるまほりんくるりんぱ～♪","5146065","131011","0","10","1","0","1","11","0"
"65043","","5146065","0","","","","","","91",""
"65044","kururu_wish_talk_joy","5146065","130911","","1","","0.2","","3",""
"65045","vo_apg_0506","5146065","vo_apg","","0","0","","","21",""
"65046","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","5146065","130911","0","10","1","0","1","11","0"
"65047","","5146065","0","","","","","","91",""
"65048","maho_kururinpa_out","5146065","131011","","0","idle_normal","0","1","3","0.2"
"65049","maho_kururinpa_outF","5146065","99","","0","idle_normal","0","1","3","0.2"
"65050","maho_kururinpa_outB","5146065","98","","0","idle_normal","0","1","3","0.2"
"65051","kururu_sad_talk_surprise_to_kururinpa","5146065","130911","","0","kururu_kururinpa_loop","0.2","0","3","0"
"65052","kururu_sad_talk_surprise_to_kururinpaF","5146065","97","","0","kururu_kururinpa_loopF","0.2","0","3","0"
"65053","kururu_sad_talk_surprise_to_kururinpaB","5146065","96","","0","kururu_kururinpa_loopB","0.2","0","3","0"
"65054","vo_apg_0507","5146065","vo_apg","","0","0","","","21",""
"65055","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","5146065","130911","0","10","1","0","1","11","0"
"65056","","5146065","0","","","","","","91",""
"65057","kururu_kururinpa_out","5146065","130911","","0","idle_normal_noface","0","1","3","0"
"65058","kururu_kururinpa_outF","5146065","97","","0","idle_normal_kururu","0","1","3","0"
"65059","kururu_kururinpa_outB","5146065","96","","0","idle_normal","0","1","3","0"
"65060","joy_talk","5146065","131011","","1","","0.2","","3",""
"65061","vo_apg_0508","5146065","vo_apg","","0","0","","","21",""
"65062","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","5146065","131011","0","10","1","0","1","11","0"
"65063","","5146065","0","","","","","","91",""
"65064","idle_normal","5146065","131011","","1","","0.2","","3",""
"65065","kururu_hello_fast_to_kururinpa","5146065","130911","","0","kururu_kururinpa_loop","0.2","0","3","0"
"65066","kururu_hello_fast_to_kururinpaF","5146065","97","","0","kururu_kururinpa_loopF","0.2","0","3","0"
"65067","kururu_hello_fast_to_kururinpaB","5146065","96","","0","kururu_kururinpa_loopB","0.2","0","3","0"
"65068","vo_apg_0509","5146065","vo_apg","","0","0","","","21",""
"65069","はーい♪\nみらくるくるるんくるりんぱ～♪","5146065","130911","0","10","1","0","1","11","0"
"65070","","5146065","0","","","","","","91",""
"65071","kururu_kururinpa_out","5146065","130911","","0","idle_normal_noface","0","1","3","0"
"65072","kururu_kururinpa_outF","5146065","97","","0","idle_normal_kururu","0","1","3","0"
"65073","kururu_kururinpa_outB","5146065","96","","0","idle_normal","0","1","3","0"
"65074","smile2","5146065","131011","","0","sad_talk_normalR","0.2","1","3","0.2"
"65075","smile2","5146065","99","","0","sad_talk_normalR","0.2","1","3","0.2"
"65076","smile2","5146065","98","","0","sad_talk_normalR","0.2","1","3","0.2"
"65077","vo_apg_0510","5146065","vo_apg","","0","0","","","21",""
"65078","うふふ♪\nくる多いなぁ♪","5146065","131011","0","10","1","0","1","11","0"
"65079","","5146065","0","","","","","","91",""
"65080","maho_kurukuru_in","5146065","131011","","0","maho_kurukuru_loop","0.2","1","3","0"
"65081","maho_kurukuru_inF","5146065","99","","0","maho_kurukuru_loopF","0.2","1","3","0"
