875ff19ca029bf45d9edf5efc900e786a7bf65800669bc1913b1a2e17ed621f7,7613828c25984f23fbe3c00f71bdf27cc0091a002757cb8b37762fe9109bcdc3,52b4506a47f0dc3d44aa10211ae26b1a1953f58ec1a07af8324bb0a95c5224ff,02aaf5bb0af5e99e0ac26fc2b88d850f9629eb0fdf56c384190cc29f6e8ab74c,43b64ff85a9a2c5eddde117aaa5db8df2e40ae07abe71be62dfd223c8d4dd30b,286b9c8cfb71354896940eb41fb6cc9fbf2cfb12f6a28195b724670c3e466926,472be4bdd00cbb934f8527e933712bfff9c2a4e213439a32792bbf648eabd9f6,aaf7fcd014655277583a8956b56544e022b2c9ac191a7e85e92593fc205995a0,0917f61818d2914b7122b63ee567042f313524de32d0165ea7c5363cea18ce4f,0a895c56fe9037775d3551df7d6026cec327a26fb57e916eacc972cae65b00fa,26257257432995948c819b2f7744ca0cf6c43042ec2cbfefe3e9478a55b556b8,ab5a97444579129d65ac486621951e0bf7e46f9e4e5865a28964b4ac7269b58e,28535364e9402b79b5b241c557f976209d586b433ecb17dce26cec3d11c89ceb
"鉄は熱いうちに打て、\n…ってね♪","0","0","13100401","vo_minigame_1012_gamestart_111","0","7","0","3","1004","1","0","7"
"よし、もっぺんやるわよ！","0","0","13100402","vo_minigame_1012_gamestart_112","0","1","0","3","1004","1","0","1"
"スズナもちゃんと勉強してるみたいね～","0","0","13100501","vo_minigame_1012_gamestart_113","0","9","0","3","1005","1","0","9"
"あんたがスズナの\n先生？　…ふーん","0","0","13100502","vo_minigame_1012_gamestart_114","0","3","0","3","1005","1","0","3"
"問題！","0","0","13110101","vo_minigame_1012_start_100","0","1","0","3","1101","1","0","1"
"いくわよ！","0","0","13110102","vo_minigame_1012_start_101","0","1","0","3","1101","1","0","1"
"解けるかしら？","0","0","13110103","vo_minigame_1012_start_102","0","7","0","3","1101","1","0","7"
"次はいける！","0","0","13110201","vo_minigame_1012_start_103","0","2","0","3","1102","1","0","2"
"諦めないで！","0","0","13110202","vo_minigame_1012_start_104","0","1","0","3","1102","1","0","1"
"取り返すのよ！","0","0","13110203","vo_minigame_1012_start_105","0","1","0","3","1102","1","0","1"
"さあ次よ！","0","4","13110301","vo_minigame_1012_start_106","2","1","0","3","1103","1","0","1"
"落ち着いてね！","0","4","13110302","vo_minigame_1012_start_107","2","1","0","3","1103","1","0","1"
"これは解ける？","0","4","13110303","vo_minigame_1012_start_108","2","7","0","3","1103","1","0","7"
"まだ気を抜かないで！","0","7","13110304","vo_minigame_1012_start_109","5","2","0","3","1103","1","0","2"
"ほら、次いくわよ！","0","7","13110305","vo_minigame_1012_start_110","5","1","0","3","1103","1","0","1"
"まだまだ続くわよ！","0","7","13110306","vo_minigame_1012_start_111","5","8","0","3","1103","1","0","8"
"最後まで集中よ！","0","10","13110307","vo_minigame_1012_start_112","8","2","0","3","1103","1","0","2"
"ラストスパート！","0","10","13110308","vo_minigame_1012_start_113","8","8","0","1","1103","1","0","8"
"走り切って！","0","10","13110309","vo_minigame_1012_start_114","8","1","0","1","1103","1","0","1"
"適当に選ぶんじゃないわよ！","0","2","13110401","vo_minigame_1012_start_115","2","2","0","3","1104","1","0","2"
"正解はどれでしょう？","0","2","13110402","vo_minigame_1012_start_116","2","7","0","3","1104","1","0","7"
"正解は一つよ！","0","2","13110403","vo_minigame_1012_start_117","2","1","0","3","1104","1","0","1"
"どっちかしら？","0","1","13110404","vo_minigame_1012_start_118","1","3","0","3","1104","1","0","3"
"迷った時は運任せよ！","0","1","13110405","vo_minigame_1012_start_119","1","2","0","3","1104","1","0","2"
"〇？　それとも×？","0","1","13110406","vo_minigame_1012_start_120","1","5","0","3","1104","1","0","5"
"いくつか選びなさい","0","3","13110407","vo_minigame_1012_start_121","3","1","0","3","1104","1","0","1"
"答えは複数あるわ！","0","3","13110408","vo_minigame_1012_start_122","3","0","0","3","1104","1","0","0"
"いくつ正解があるのかしら？","0","3","13110409","vo_minigame_1012_start_123","3","3","0","3","1104","1","0","3"
"これはできてたわね","0","0","13110501","vo_minigame_1012_start_127","0","1","0","3","1105","1","0","1"
"見覚えのある問題ね","0","0","13110502","vo_minigame_1012_start_128","0","10","0","3","1105","1","0","10"
"前に正解してるわ","0","0","13110503","vo_minigame_1012_start_129","0","8","0","3","1105","1","0","8"
"これは解ける？","0","0","13110601","vo_minigame_1012_start_124","0","3","0","3","1106","1","0","3"
"これまだ正解してないわ","0","0","13110602","vo_minigame_1012_start_125","0","3","0","3","1106","1","0","3"
"目指せ初正解！","0","0","13110603","vo_minigame_1012_start_126","0","1","0","3","1106","1","0","1"
"ここまでパーフェクトよ！","0","0","13110701","vo_minigame_1012_start_130","0","8","0","3","1107","1","0","8"
"最後ビシッと決めちゃえ！","0","0","13110702","vo_minigame_1012_start_131","0","7","0","3","1107","1","0","7"
"次間違えたら…","0","0","13110801","vo_minigame_1012_start_132","0","3","0","3","1108","1","0","3"
"最後くらい正解しなさい！","0","0","13110802","vo_minigame_1012_start_133","0","2","0","3","1108","1","0","2"
"正解よ！","0","0","13120101","vo_minigame_1012_correct_100","0","1","0","3","1201","1","0","1"
"やるわね！","0","0","13120102","vo_minigame_1012_correct_101","0","7","0","3","1201","1","0","7"
"いいじゃない！","0","0","13120103","vo_minigame_1012_correct_102","0","8","0","3","1201","1","0","8"
"それよ！","0","0","13120104","vo_minigame_1012_correct_103","0","1","0","3","1201","1","0","1"
"できてるわ！","0","0","13120105","vo_minigame_1012_correct_104","0","1","0","3","1201","1","0","1"
"ナイス！","0","0","13120106","vo_minigame_1012_correct_105","0","8","0","3","1201","1","0","8"
"バッチリね！","0","0","13120107","vo_minigame_1012_correct_106","0","7","0","3","1201","1","0","7"
"はやっ！","0","3000","13120201","vo_minigame_1012_correct_110","0","5","0.01","3","1202","1","8","5"
"すごっ！","0","3000","13120202","vo_minigame_1012_correct_111","0","5","0","3","1202","1","0","5"
"いいテンポよ！","0","6000","13120203","vo_minigame_1012_correct_112","3001","7","0","3","1202","1","0","7"
"速いわね！","0","6000","13120204","vo_minigame_1012_correct_113","3001","1","0","3","1202","1","0","1"
"素晴らしい！","0","6000","13120205","vo_minigame_1012_correct_114","3001","8","0","3","1202","1","0","8"
"ちょっと迷った？","0","-1","13120206","vo_minigame_1012_correct_116","13333","1","0","3","1202","1","0","1"
"あんた天才！？","0","0","13120301","vo_minigame_1012_correct_120","0","5","0.01","3","1203","1","8","5"
"覚えてるわね！","0","0","13120401","vo_minigame_1012_correct_124","0","1","0","3","1204","1","0","1"
"完璧みたいね！","0","0","13120402","vo_minigame_1012_correct_126","0","7","0","3","1204","1","0","7"
"解けたわね！","0","0","13120501","vo_minigame_1012_correct_121","0","8","0","3","1205","1","0","8"
"それで正解よ！","0","0","13120502","vo_minigame_1012_correct_122","0","8","0","3","1205","1","0","8"
"またまた正解！","0","-1","13120601","vo_minigame_1012_correct_127","3","5","0","3","1206","1","0","5"
"こっからよ！","0","-1","13120701","vo_minigame_1012_correct_130","3","1","0","3","1207","1","0","1"
"不正解！","0","0","13130101","vo_minigame_1012_incorrect_100","0","4","0","3","1301","1","0","4"
"違う！","0","0","13130102","vo_minigame_1012_incorrect_101","0","2","0","3","1301","1","0","2"
"間違いね…！","0","0","13130103","vo_minigame_1012_incorrect_102","0","3","0","3","1301","1","0","3"
"やっちゃった…！","0","0","13130104","vo_minigame_1012_incorrect_103","0","4","0","3","1301","1","0","4"
"あちゃ…！","0","0","13130105","vo_minigame_1012_incorrect_104","0","4","0","3","1301","1","0","4"
"残念ね…！","0","0","13130106","vo_minigame_1012_incorrect_105","0","3","0.01","3","1301","1","6","3"
"次こそは！","0","0","13130107","vo_minigame_1012_incorrect_106","0","2","0","3","1301","1","0","2"
"落ち着きなさい！？","0","3000","13130201","vo_minigame_1012_incorrect_110","0","3","0","3","1302","1","0","3"
"今のなに！？","0","3000","13130202","vo_minigame_1012_incorrect_111","0","6","0.01","3","1302","1","8","6"
"焦んないで！","0","6000","13130203","vo_minigame_1012_incorrect_112","3001","3","0","3","1302","1","0","3"
"ゆっくりでいいの！","0","6000","13130204","vo_minigame_1012_incorrect_113","3001","2","0","3","1302","1","0","2"
"速さより正確さ！","0","6000","13130205","vo_minigame_1012_incorrect_114","3001","2","0","3","1302","1","0","2"
"考えすぎた？","0","-1","13130206","vo_minigame_1012_incorrect_115","20000","5","0","3","1302","1","0","5"
"これはしょうがないわ…","0","0","13130301","vo_minigame_1012_incorrect_120","0","9","0","3","1303","1","0","9"
"できてた問題よ？","0","0","13130401","vo_minigame_1012_incorrect_121","0","3","0.01","3","1304","1","6","3"
"ちゃんと復習した？","0","0","13130402","vo_minigame_1012_incorrect_122","0","6","0.01","3","1304","1","2","6"
"一部は合ってたわ！","0","0","13130501","vo_minigame_1012_incorrect_124","0","1","0","3","1305","1","0","1"
"んー、惜しいわね！","0","0","13130502","vo_minigame_1012_incorrect_125","0","5","0","3","1305","1","0","5"
"どう…？","0","0","13140101","vo_minigame_1012_hint_100","0","3","0","3","1401","1","0","3"
"解けそう？","0","0","13140102","vo_minigame_1012_hint_101","0","10","0","3","1401","1","0","10"
"うーん…","0","0","13140103","vo_minigame_1012_hint_102","0","3","0.01","3","1401","1","2","3"
"さあどれ？","0","0","13140104","vo_minigame_1012_hint_103","0","1","0","3","1401","1","0","1"
"考えて…","0","0","13140105","vo_minigame_1012_hint_104","0","1","0","3","1401","1","0","1"
"寝てる？","0","0","13140106","vo_minigame_1012_hint_105","0","6","0","3","1401","1","0","6"
"おーい","0","0","13140107","vo_minigame_1012_hint_106","0","2","0","3","1401","1","0","2"
"最悪運任せよ！","0","0","13140108","vo_minigame_1012_hint_107","0","2","0","3","1401","1","0","2"
"よそ見してんじゃないわよ！","0","0","13140109","vo_minigame_1012_hint_108","0","2","0","3","1401","1","0","2"
"難しいわね…","0","0","13140201","vo_minigame_1012_hint_110","0","3","0.01","3","1402","1","6","3"
"難問ね…","0","0","13140202","vo_minigame_1012_hint_111","0","3","0","3","1402","1","0","3"
"勘でいっちゃう…？","0","0","13140203","vo_minigame_1012_hint_112","0","9","0","3","1402","1","0","9"
"ヒントあげるわ！","0","20000","13150101","vo_minigame_1012_hint_113","3001","7","0.01","3","1501","1","11","7"
"これで分かる？","0","20000","13150102","vo_minigame_1012_hint_114","3001","1","0","3","1501","1","0","1"
"特別サービスよ！","0","20000","13150103","vo_minigame_1012_hint_115","3001","7","0.01","3","1501","1","11","7"
"もう頼っちゃう？","0","3000","13150104","vo_minigame_1012_hint_116","0","5","0","3","1501","1","0","5"
"しょうがないわねー","0","3000","13150105","vo_minigame_1012_hint_117","0","9","0","3","1501","1","0","9"
"なによ？","0","4","13160101","vo_minigame_1012_tap_100","1","10","0.01","3","1601","1","5","10"
"消しゴム貸してほしいの？","0","4","13160102","vo_minigame_1012_tap_101","1","10","0.01","3","1601","1","5","10"
"いやなんなのよ？","0","9","13160103","vo_minigame_1012_tap_102","5","4","0","3","1601","1","0","4"
"ゴミでもついてる？","0","9","13160104","vo_minigame_1012_tap_103","5","6","0","3","1601","1","0","6"
"いい加減怒るわよ！","0","-1","13160105","vo_minigame_1012_tap_104","10","2","0.01","3","1601","1","1","2"
"何回触んのよ！！","0","-1","13160106","vo_minigame_1012_tap_105","10","2","0.01","3","1601","1","1","2"
"どの科目を勉強するか\n選びなさい！","0","0","13200101","vo_minigame_1012_select_100","0","1","0","3","2001","1","0","1"
"勉強熱心ね！\nさあ科目は何にする？","0","0","13200102","vo_minigame_1012_select_101","0","8","0","3","2001","1","0","8"
"勉強、勉強、楽しいな～♪\n…！　は、はやく選びなさい！","0","0","13200103","vo_minigame_1012_select_102","0","8","3.03","3","2001","1","7","4"
"これまでに勉強した内容を\n振り返れるわよ\n間違えちゃった問題も\nここで復習できるわ！","0","0","13400101","vo_minigame_1012_archive_100","0","1","0","3","4001","1","0","1"
"やった、〇ゲット～♪","0","0","21120101","vo_minigame_1012_correct_207","0","2","0.01","1","1201","2","4","2"
"やったねヒデサイ♪","0","0","21120102","vo_minigame_1012_correct_208","0","2","0.01","1","1201","2","4","2"
"さっすがヒデサイ♪","0","0","21120103","vo_minigame_1012_correct_209","0","3","0.01","1","1201","2","4","3"
"解けたっ…！","0","-1","21120201","vo_minigame_1012_correct_215","13333","5","0","1","1202","2","0","5"
"お、正解？","0","-1","21120202","vo_minigame_1012_correct_217","13333","6","0","1","1202","2","0","6"
"すごーい！","0","0","21120301","vo_minigame_1012_correct_218","0","6","0","1","1203","2","0","6"
"はなまる～♪","0","0","21120302","vo_minigame_1012_correct_219","0","2","0.01","1","1203","2","4","2"
"覚えてた～","0","0","21120401","vo_minigame_1012_correct_225","0","2","0","1","1204","2","0","2"
"やっと解けたよ～！","0","0","21120501","vo_minigame_1012_correct_223","0","4","0","1","1205","2","0","4"
"テンアゲ～♪","0","-1","21120601","vo_minigame_1012_correct_228","3","2","0.01","1","1206","2","4","2"
"逆転開始！","0","-1","21120701","vo_minigame_1012_correct_231","3","3","0","1","1207","2","0","3"
"テンサゲ～","0","0","21130101","vo_minigame_1012_incorrect_207","0","9","0.01","1","1301","2","6","9"
"間違いなの？","0","0","21130102","vo_minigame_1012_incorrect_208","0","4","0","1","1301","2","0","4"
"違うんじゃないかな？","0","0","21130103","vo_minigame_1012_incorrect_209","0","4","0","1","1301","2","0","4"
"遅かった？","0","-1","21130201","vo_minigame_1012_incorrect_216","20000","4","0","1","1302","2","0","4"
"ぼーっとしちゃった…！","0","-1","21130202","vo_minigame_1012_incorrect_217","20000","8","0","1","1302","2","0","8"
"きびしーよー","0","0","21130301","vo_minigame_1012_incorrect_218","0","4","0.01","1","1303","2","6","4"
"おにムズだよね～","0","0","21130302","vo_minigame_1012_incorrect_219","0","8","0","1","1303","2","0","8"
"あれ、違った…？","0","0","21130401","vo_minigame_1012_incorrect_223","0","6","0","1","1304","2","0","6"
"あとちょいだったね…！","0","0","21130501","vo_minigame_1012_incorrect_226","0","8","0","1","1305","2","0","8"
"すご、全部〇じゃん…！\nこの調子で教えてくれたら\nうちも頭よくなりそー！","1","10","21300101","vo_minigame_1012_result_2000","10","6","3.32","1","3001","2","0","0"
"え、〇しかなかった…？\n満点ってほんとにあるんだ…\nヒデサイマジすごい…！","1","10","21300102","vo_minigame_1012_result_2001","10","6","6.5","1","3001","2","3","2"
"満点じゃん！　やりー！\nもしかしてヒデサイには\n簡単過ぎた感じ？","1","10","21300103","vo_minigame_1012_result_2002","10","3","3.1","1","3001","2","5","6"
"ビシッと決まったね！\nヒデサイ、ベンキョー\n教えてくれてありがとー♪","2","10","21300104","vo_minigame_1012_result_2003","10","3","2.06","1","3001","2","11","2"
"ムズい問題もぜーんぶ正解！\n激アツじゃん！\nヒデサイ、頭よすぎ～","2","10","21300105","vo_minigame_1012_result_2004","10","3","4.45","1","3001","2","0","7"
"きゃはっ、満点じゃん！\n一緒にベンキョーしてる\nうちまでいい気分！","2","10","21300106","vo_minigame_1012_result_2005","10","2","0.01","1","3001","2","11","2"
"ヒデサイ、満点パーフェクト！\nこれで、もーサイツヨだね！\nそれっ、ハイタッチ～！","3","10","21300107","vo_minigame_1012_result_2006","10","2","6.64","1","3001","2","11","3"
"カンペキ過ぎて\nまぶしぃんですけど！\n〇しかないってどゆこと！？","3","10","21300108","vo_minigame_1012_result_2007","10","6","0","1","3001","2","0","6"
"おにムズでも満点じゃん…！\nヒデサイセンセーマジすごい！\nこれからも頼りにしてるよ～","3","10","21300109","vo_minigame_1012_result_2008","10","6","5.76","1","3001","2","0","7"
"ヒデサイ、もしかして\nよゆーな感じ？\n正解しまくりじゃん！","1","9","21300110","vo_minigame_1012_result_2009","7","6","0","1","3001","2","0","6"
"〇いっぱいで、わろ～\nてかヒデサイ教えるのうまっ！\nめちゃわかりやすかったよ♪","1","9","21300111","vo_minigame_1012_result_2010","7","2","2.59","1","3001","2","0","7"
"これだけ〇あったら、\nめちゃ気持ちいいね♪\n次は満点取っちゃおー！","1","9","21300112","vo_minigame_1012_result_2011","7","2","4.09","1","3001","2","11","3"
"満点まで、もーすぐじゃん！\nさっすがヒデサイ！\nバイブス上がってきた～","2","9","21300113","vo_minigame_1012_result_2012","7","2","2.47","1","3001","2","0","3"
"きゃはっ、めちゃ解けてる～\nもー次は満点っしょ！\nテンアゲしてきたね♪","2","9","21300114","vo_minigame_1012_result_2013","7","3","0.01","1","3001","2","11","3"
"ヒデサイのおかげで\nうちもちょっちベンキョー\nわかってきたかも！","2","9","21300115","vo_minigame_1012_result_2014","7","2","0","1","3001","2","0","2"
"おにムズ問題も\n〇ばっかじゃん…！\nヒデサイ、マジ心強い！","3","9","21300116","vo_minigame_1012_result_2015","7","6","3.45","1","3001","2","0","2"
"ヒデサイセンセーに\n追いつけ追い越せ！\nうちもがんばる～！","3","9","21300117","vo_minigame_1012_result_2016","7","3","0","1","3001","2","0","3"
"おにムズ問題も\nあとちょいで満点じゃん！\nもーここまできたら\nやるしかないっしょ！","3","9","21300118","vo_minigame_1012_result_2017","7","2","4","1","3001","2","0","3"
"お！　あと半分だし\nうちも、もうちっと\nがんばってみるね！","1","6","21300119","vo_minigame_1012_result_2018","4","6","0.92","1","3001","2","0","0"
"まだイミフな問題あるけど\n悪くないよね？\nバイブス上がってきたし\n次もっとイケんじゃない？","1","6","21300120","vo_minigame_1012_result_2019","4","0","4.36","1","3001","2","0","3"
"だいたい半分ぐらい？\nじゃあ、こっからだね！\n集中、集中！","1","6","21300121","vo_minigame_1012_result_2020","4","6","2.35","1","3001","2","0","2"
"これで半分ぐらい？\nよしっ、とりま赤点回避！\nやりー！","2","6","21300122","vo_minigame_1012_result_2021","4","0","2.13","1","3001","2","0","2"
"あともう半分だね！\nフレッフレッ、ヒデサイ！\nうちもがんばる～！","2","6","21300123","vo_minigame_1012_result_2022","4","0","2.38","1","3001","2","0","2"
"う～ん、やっぱムズいね\nでも、半分ぐらい〇だし\nイケそーな気するね！","2","6","21300124","vo_minigame_1012_result_2023","4","4","3.5","1","3001","2","0","0"
"だいたい半分正解？\nとゆーことは\nあと半分で満点じゃん！","3","6","21300125","vo_minigame_1012_result_2024","4","0","2.25","1","3001","2","0","6"
"やるじゃんヒデサイ！\nえ？　もっと上目指すの？\nじゃあうちもがんばる！","3","6","21300126","vo_minigame_1012_result_2025","4","3","2.14","1","3001","2","0","6"
"おにムズだったのに\n半分解けてる…！？\nヒデサイいい感じ！","3","6","21300127","vo_minigame_1012_result_2026","4","6","3.75","1","3001","2","0","2"
"おにムズだったね～\n…え？　これって簡単なの？\nえへへ、うそだ～？","1","3","21300128","vo_minigame_1012_result_2027","1","4","2.53","1","3001","2","5","10"
"…ねーねー、ヒデサイ\nうちに合わせて\n悪い点取らなくていいんだよ？","1","3","21300129","vo_minigame_1012_result_2028","1","4","0.01","1","3001","2","9","4"
"ウォーミングアップは\nこんなところで…\nヒデサイ、次は\n本気出しちゃおうよ！","1","3","21300130","vo_minigame_1012_result_2029","1","0","2.93","1","3001","2","0","3"
"あ、ヒデサイ\nうちと点数おそろじゃん！\n一緒に赤点取っちゃおっか～♪","2","3","21300131","vo_minigame_1012_result_2030","1","0","4.26","1","3001","2","4","3"
"えーっと…\nもっかい教えてくれたら\n次はもうちょい\nイケる気するよっ！","2","3","21300132","vo_minigame_1012_result_2031","1","10","0","1","3001","2","0","10"
"うちもさっぱりだった～\nどこ間違えたんだろ…？\nもっかいベンキョーしてみる？","2","3","21300133","vo_minigame_1012_result_2032","1","9","4.98","1","3001","2","5","0"
"おにムズ過ぎてマジさっぱり…\nどーしよ…\nヒデサイ、助けて～","3","3","21300134","vo_minigame_1012_result_2033","1","4","0.01","1","3001","2","9","4"
"赤点って感じ？\nう～ん…せっかくだし\nうちと一緒にがんばろ！","3","3","21300135","vo_minigame_1012_result_2034","1","4","0.01","1","3001","2","6","4"
"やっぱムズいね…\nでも０点じゃないし\nオーライっしょ！","3","3","21300136","vo_minigame_1012_result_2035","1","4","2.51","1","3001","2","11","10"
"よし、結果は…\nって０ってマ！？\nヒデサイ、どーしちゃったの？","1","0","21300137","vo_minigame_1012_result_2036","0","0","2.54","1","3001","2","0","6"
"ヒデサイ\nわざと０点取ったっしょ？\n違うの？　ほんとに～？","1","0","21300138","vo_minigame_1012_result_2037","0","2","4.08","1","3001","2","5","10"
"ヒデサイ、０点だね…\nうちが代わりに\nベンキョー教えてあげよっか…？","1","0","21300139","vo_minigame_1012_result_2038","0","6","3.41","1","3001","2","0","4"
"んーっと…\nぜんぜんわかんなかった！\nでも、ベンキョーって\nいつもそーだよね！","2","0","21300140","vo_minigame_1012_result_2039","0","10","4.1","1","3001","2","0","8"
"これ、うちら習ったっけ？\nヒデサイも覚えてない感じ？\nじゃあ仕方ないっしょ！\n次いこ次！","2","0","21300141","vo_minigame_1012_result_2040","0","6","5.8","1","3001","2","4","2"
"ねねね、全部×って\nこれはこれでレアなんじゃ？\n喜んじゃダメ？","2","0","21300142","vo_minigame_1012_result_2041","0","10","4.6","1","3001","2","3","8"
"おにムズってのはわかった！\nこれも一歩前進…だよね？\n次がんばろーよ！","3","0","21300143","vo_minigame_1012_result_2042","0","10","6.04","1","3001","2","0","2"
"０点…！　でもでも\nうちらバイブスは満点じゃん♪\nヒデサイ、もっかいやろ！","3","0","21300144","vo_minigame_1012_result_2043","0","9","1.92","1","3001","2","4","3"
"ヒデサイと同じ点数\nちょっちうれしーかも？\n一緒に０からがんばろーね！","3","0","21300145","vo_minigame_1012_result_2044","0","7","0","1","3001","2","0","7"
"えへへ～","0","0","22120101","vo_minigame_1012_correct_232","0","2","0","2","1201","2","0","2"
"へぇ～","0","0","22120102","vo_minigame_1012_correct_233","0","6","0","2","1201","2","0","6"
"まる～♪","0","0","22120103","vo_minigame_1012_correct_234","0","3","0","2","1201","2","0","3"
"びゅーん！","0","3000","22120201","vo_minigame_1012_correct_235","0","2","0","2","1202","2","0","2"
"やりー！","0","3000","22120202","vo_minigame_1012_correct_236","0","2","0","2","1202","2","0","2"
"ナイス～","0","6000","22120203","vo_minigame_1012_correct_237","3001","3","0","2","1202","2","0","3"
"ギリギリ～！","0","-1","22120204","vo_minigame_1012_correct_238","13333","6","0","2","1202","2","0","6"
"どやぁ！","0","0","22120301","vo_minigame_1012_correct_239","0","7","0","2","1203","2","0","7"
"だよね♪","0","0","22120401","vo_minigame_1012_correct_241","0","3","0.01","2","1204","2","4","3"
"イケた！","0","0","22120501","vo_minigame_1012_correct_240","0","6","0","2","1205","2","0","6"
"サイツヨ～","0","-1","22120601","vo_minigame_1012_correct_242","3","2","0","2","1206","2","0","2"
"負けないよ～","0","-1","22120701","vo_minigame_1012_correct_243","3","5","0","2","1207","2","0","5"
"ダメ？","0","0","22130101","vo_minigame_1012_incorrect_227","0","4","0","2","1301","2","0","4"
"ガーンッ…！","0","0","22130102","vo_minigame_1012_incorrect_228","0","4","0.01","2","1301","2","6","4"
"むむっ…！","0","0","22130103","vo_minigame_1012_incorrect_229","0","5","0","2","1301","2","0","5"
"ええ…！？","0","3000","22130202","vo_minigame_1012_incorrect_231","0","6","0","2","1302","2","0","6"
"あちゃ～…","0","6000","22130203","vo_minigame_1012_incorrect_232","3001","4","0","2","1302","2","0","4"
"待ってよ～","0","-1","22130204","vo_minigame_1012_incorrect_233","20000","4","0","2","1302","2","0","4"
"おにムズ～","0","0","22130301","vo_minigame_1012_incorrect_234","0","9","0","2","1303","2","0","9"
"なんだっけ？","0","0","22130401","vo_minigame_1012_incorrect_235","0","10","0","2","1304","2","0","10"
"くやし～","0","0","22130501","vo_minigame_1012_incorrect_236","0","5","0","2","1305","2","0","5"
"もー終わりそう！","0","30000","22170101","vo_minigame_1012_time_200","20000","6","0.01","2","1701","2","3","6"
"急がなきゃ…！","0","30000","22170102","vo_minigame_1012_time_201","20000","5","0.01","2","1701","2","9","5"
"〇多すぎてわろ～\nスラスラ解いてくし\nまじカッコよかったよ♪","1","-1","22300101","vo_minigame_1012_result_2045","20","2","2.81","2","3001","2","4","3"
"点数イケイケじゃん！　\nもしかして、ヒデサイには\n簡単過ぎた感じ？","1","-1","22300102","vo_minigame_1012_result_2046","20","3","2.31","2","3001","2","11","2"
"きゃはっ、もうバッチリだね♪\n他の問題も教えてほしーし\n次はムズいのいっちゃう？","1","-1","22300103","vo_minigame_1012_result_2047","20","3","0.01","2","3001","2","11","3"
"ムズい問題なのに\n〇でいっぱいじゃん…！\nさっすが、ヒデサイセンセー！","2","-1","22300104","vo_minigame_1012_result_2048","20","6","4.33","2","3001","2","11","7"
"一緒にベンキョー\nしてるだけなのに\nうちまで賢くなった気する…！\nマジありがとね","2","-1","22300105","vo_minigame_1012_result_2049","20","6","5.73","2","3001","2","0","2"
"これってムズい問題だよね？\nなんで簡単に解いてくの？\nヒデサイ、すごすぎ！","2","-1","22300106","vo_minigame_1012_result_2050","20","6","0.01","2","3001","2","8","6"
"おにムズなのに\n答えるの一瞬だったね…！\nヒデサイ、頭良すぎじゃん？","3","-1","22300107","vo_minigame_1012_result_2051","20","6","4.02","2","3001","2","0","3"
"まる、まる、はなまる～\nきゃははっ、すごっ！\nさっすがヒデサイ！\nハイタッチー！","3","-1","22300108","vo_minigame_1012_result_2052","20","2","5.24","2","3001","2","11","3"
"これだけ教えてもらったら\nもうテストもよゆーっしょ！\nヒデサイ、マジありがとね♪","3","-1","22300109","vo_minigame_1012_result_2053","20","2","4.6","2","3001","2","4","3"
"うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？","1","-1","22300110","vo_minigame_1012_result_2054","20","6","5.57","2","3001","2","0","10"
"うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？","2","-1","22300112","vo_minigame_1012_result_2054","20","6","5.57","2","3001","2","0","10"
"うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？","3","-1","22300114","vo_minigame_1012_result_2054","20","6","5.57","2","3001","2","0","10"
"めちゃ問題あったのに\nバンバン答えてくし\n超頼もしかった！","1","19","22300116","vo_minigame_1012_result_2056","15","2","0","2","3001","2","0","2"
"おーさすがヒデサイ！\n〇の数も超ヒデサイだね♪\nイェーイ！","1","19","22300117","vo_minigame_1012_result_2057","15","6","5.23","2","3001","2","11","3"
"ヒデサイ、〇でいっぱいじゃん♪\nうちも教えてもらったとこは\nけっこー覚えてきたかも？","1","19","22300118","vo_minigame_1012_result_2058","15","3","3.23","2","3001","2","11","2"
"アゲアゲな点数じゃん！\nとりま、どやっとく？\nせーの、どやぁ…！","2","19","22300119","vo_minigame_1012_result_2059","15","3","6","2","3001","2","10","7"
"ムズい問題も\nだんだん解けてくると\nたのしーね\nちょっち感動～","2","19","22300120","vo_minigame_1012_result_2060","15","7","0","2","3001","2","0","7"
"たくさん解いても\nヒデサイは頭パンクしないの？\nスゴ…！","2","19","22300121","vo_minigame_1012_result_2061","15","6","0","2","3001","2","0","6"
"わわっ、〇ばっかり…！\nこの調子なら\n次は20に届くんじゃない？","3","19","22300122","vo_minigame_1012_result_2062","15","6","3.06","2","3001","2","3","2"
"15個以上〇って…！\nおにムズなのに、すごすぎ～\nうちもがんばらなきゃ！","3","19","22300123","vo_minigame_1012_result_2063","15","6","5.74","2","3001","2","0","5"
"すっごい集中力…！\nもしかして、ヒデサイ\nおにムズ問題ほど\n燃える感じっしょ？","3","19","22300124","vo_minigame_1012_result_2064","15","6","2.67","2","3001","2","0","3"
"きゃはっ、いい感じ！\nたくさん解けてるし\nベンキョーの成果\n…ってやつだね♪","1","14","22300131","vo_minigame_1012_result_2067","10","3","0","2","3001","2","0","3"
