10d2cb14e2212e51fe4baba13cca886ba3c6a0b1f58b108de510ff64184ebbd2,7d726aa9530a94e22b332cff92fc9bb38e008e9f505fc46aba5b0b48cd1c0e45,ab2895016540e8f36f0eac7d64a2bc4a4958e8a4eea82d54dac3a30f983cbf39,addc4afde13b1833a47ead88c65d05a3d93ed1050a7bbcf642d1751500c058be,c26fe38de72ae366d7a2463c49404d8f2d7218d5388443b70f6b8961b359e2eb,12f6959744897eb043b8beac052970ecdddf40233e38b4ca332ee95fe24cc14b,db09f4aa940392fd9a838b82937d89707aaf0648611d3f6d0db0a0781f987142,8a542cb7d339cc237cf4a4722fdd78f31d66afaedb40e4959297fdfd09083d11,9232123dd6b75e7044e11344ba5929c3c6a71698d9b27e79638aebcac4366492,9c309fa12809f4066d55b0464f23f3cd5f81c1a9ea5d61322d2d89f175d4b5d5,52ac4974c57298f16e00b11e9d830acb1ac0fcd654454ba5dc8ee54bb01be4ad
"1330012","33","","","","","93","","","","0.5"
"1330013","33","","","","","3","0.2","pkb_talk_yell","0","2"
"1330014","33","","","","","93","","","","3"
"1330015","33","1","","","pkb_idle_shock","3","0.2","pkb_shock","0","2"
"1330016","33","","","","","91","","","","1330011"
"1330017","33","","","","","3","0.2","pkb_idle_normal","1","2"
"1340001","34","-150","1","pkb_idle_normal","170","1","1.6","106531","100","1"
"1340002","34","-150","0","pkb_idle_normal","-20","1","1.6","113411","100","1"
"1340003","34","1","0.2","","pkb_idle_arm_crossed","3","0.2","pkb_talk_arm_crossed","0","106531"
"1340004","34","","","","0","21","","vo_minigame_1006_top_talk_13_301","0","vo_minigame_1006"
"1340005","34","0","0","-1","0","11","0","キミもすげえボール\n投げるじゃねえか\nどうやって\n投げてんだ？","8","106531"
"1340006","34","","","","","93","","","","3.4"
"1340007","34","","","","","3","0.2","pkb_talk_normal","1","106531"
"1340008","34","","","","","91","","","","1340005"
"1340009","34","","","","","3","0.2","pkb_idle_normal","1","106531"
"1340010","34","","","","","3","0.2","pkb_talk_normal","1","113411"
"1340011","34","","","","0","21","","vo_minigame_1006_top_talk_13_202","0","vo_minigame_1006"
"1340012","34","0","0","1","0","11","0","超能りょ……\nじゃなくて！\n特別な魔法を\n使ってるんだ～えへへ","8","113411"
"1340013","34","","","","","93","","","","1.2"
"1340014","34","1","0.2","","pkb_talk_surprise1","3","0.2","pkb_surprise","0","113411"
"1340015","34","","","","","93","","","","1"
"1340016","34","","","","","3","0.2","pkb_talk_joy3","1","113411"
"1340017","34","","","","","91","","","","1340012"
"1340018","34","","","","","3","0.2","pkb_idle_normal","1","113411"
"1350001","35","-150","0","pkb_idle_normal","-20","1","1.6","113511","100","1"
"1350002","35","-150","1","pkb_idle_normal","170","1","1.6","102311","100","1"
"1350003","35","","","","","3","0.2","pkb_talk_joy3","1","113511"
"1350004","35","","","","0","21","","vo_minigame_1006_top_talk_14_101","0","vo_minigame_1006"
"1350005","35","0","0","0.5","0","11","0","アヤネちゃん\n今日も打撃コーチを\nよろしくね～\n頼りにしてるから～！","6","113511"
"1350006","35","","","","","93","","","","5.2"
"1350007","35","","","","","3","0.2","pkb_talk_wish","1","113511"
"1350008","35","","","","","91","","","","1350005"
"1350009","35","","","","","3","0.2","pkb_idle_normal","1","113511"
"1350010","35","","","","","3","0.2","pkb_talk_joy1","1","102311"
"1350011","35","","","","0","21","","vo_minigame_1006_top_talk_14_402","0","vo_minigame_1006"
"1350012","35","0","0","-1","0","11","0","お兄ちゃんたちが\nいっぱいホームラン\n打てるように\nがんばるね！","8","102311"
"1350013","35","","","","","93","","","","3.2"
"1350014","35","1","","","pkb_idle_doya","3","0.2","pkb_talk_doya","0","102311"
"1350015","35","","","","","91","","","","1350012"
"1350016","35","","","","","3","0.2","pkb_idle_normal","1","102311"
"1360001","36","-130","1","pkb_idle_normal_l","170","5","55","3","100","3"
"1360002","36","-130","0","pkb_idle_normal","-20","5","55","1","100","1"
"1360003","36","1","0.2","","pkb_idle_arm_crossed_l","3","0.2","pkb_talk_arm_crossed_l","0","3"
"1360004","36","","","","0","21","","vo_minigame_1006_top_talk_15_601","0","vo_minigame_1006"
"1360005","36","0","0","-0.5","0","11","0","おい、アサヒ！\nどんくらい上達したか\n見せてみろ！","8","3"
"1360006","36","","","","","91","","","","1360005"
"1360007","36","","","","","3","0.2","pkb_idle_normal_l","1","3"
"1360008","36","1","","","pkb_idle_guts","3","0.2","pkb_talk_guts","0","1"
"1360009","36","","","","0","21","","vo_minigame_1006_top_talk_15_702","0","vo_minigame_1006"
"1360010","36","0","0","0","0","11","0","ああ！　ダイチこそ\n手加減なしで頼むよ\n真剣勝負だ！","8","1"
"1360011","36","","","","","91","","","","1360010"
"1360012","36","","","","","3","0.2","pkb_idle_normal","1","1"
"1370001","37","-130","0","pkb_idle_normal","-20","5","55","1","100","1"
"1370002","37","-130","1","pkb_idle_normal_l","170","5","55","3","100","3"
"1370003","37","1","","","pkb_idle_guts","3","0.2","pkb_talk_guts","0","1"
"1370004","37","","","","0","21","","vo_minigame_1006_top_talk_16_701","0","vo_minigame_1006"
"1370005","37","0","0","-0.5","0","11","0","全国大会に絶対行こう\n俺たちの夢を\n叶えるんだ！","8","1"
"1370006","37","","","","","93","","","","3.2"
"1370007","37","1","0.2","","pkb_idle_normal","3","0.2","pkb_talk_handsup","0","1"
"1370008","37","","","","","91","","","","1370005"
"1370009","37","","","","","3","0.2","pkb_idle_normal","1","1"
"1370010","37","1","0.2","","pkb_idle_arm_crossed_l","3","0.2","pkb_talk_arm_crossed_l","0","3"
"1370011","37","","","","0","21","","vo_minigame_1006_top_talk_16_602","0","vo_minigame_1006"
"1370012","37","0","0","1","0","11","0","ふん、当然だろ\n俺たちなら\n全国優勝だって\n夢じゃねえぜ！","8","3"
"1370013","37","","","","","93","","","","4.8"
"1370014","37","1","","","pkb_idle_guts_l","3","0.2","pkb_talk_guts_l","0","3"
"1370015","37","","","","","91","","","","1370012"
"1370016","37","","","","","3","0.2","pkb_idle_normal_l","1","3"
"1380001","38","-150","1","pkb_idle_normal","170","1","1.6","106531","100","1"
"1380002","38","-130","0","pkb_idle_normal","-20","5","55","2","100","2"
"1380003","38","1","0.2","","pkb_idle_arm_crossed","3","0.2","pkb_talk_arm_crossed","0","106531"
"1380004","38","","","","0","21","","vo_minigame_1006_top_talk_17_301","0","vo_minigame_1006"
"1380005","38","0","0","-0.5","0","11","0","結構やるように\nなってきたじゃねえか\nこっからはオレ様も\n本気でいくぜぇ！！","8","106531"
"1380006","38","","","","","93","","","","3.6"
"1380007","38","1","","","pkb_idle_doya","3","0.2","pkb_talk_doya","0","106531"
"1380008","38","","","","","93","","","","2"
"1380009","38","1","0.2","","pkb_idle_normal","3","0.2","pkb_talk_handsup","0","106531"
"1380010","38","","","","","91","","","","1380005"
"1380011","38","","","","","93","","","","1"
"1380012","38","","","","","3","0.2","pkb_idle_normal","1","106531"
"1380013","38","1","","","pkb_idle_shock","3","0.2","pkb_shock","0","2"
"1380014","38","","","","0","21","","vo_minigame_1006_top_talk_17_802","0","vo_minigame_1006"
"1380015","38","0","0","1","0","11","0","マジか……\nまだ本気じゃ\nなかったのかよ\n…何人か死ぬな","7","2"
"1380016","38","","","","","91","","","","1380015"
"1380017","38","","","","","3","0.2","pkb_idle_normal","1","2"
