086c6b29c61f25c4e360bd21807090421b876a3f15cad586bd906fee3717f4c6,03fe7f038904a5745f5ca54d6ef90006235438ed2d0b1712563c909f785b3f8f,248bbd31eaee5e86a811c001f821a68a3e56f3dc6a9b5bd1e44b6cc4886695e3,7d7318d9d1d13e15d87ae0e3fd3f42da8808f4dae796102f366646b470dd6371,a5f92accea37e81a8ce0baeb7b0e0d2a8c50da5ce59455f2e3065016903d898a,d8137c848f3172cfaf575fac55cdc8b348c68e0c3634d4d63871733f9d3e72bb,1b0e68bf5130b73d63ca7a24fba75e9437c7416038dc2f3d52579416c2ced4cf,db6864f014096a9ef5d89d3aa94bc5ad94cc4c9f8f137a7f62f56906ae4c984b,cfba0448bd628eb0e6fe660493b98fed16e4932c424758fd587fb0edc05e0a5d,2cbfb3bb77442583f190149eeda36e81773139e5c066a707b8c6ac1eac09c68c,540f71d90742695410376a1934e524017a9656e4501f7f4d904645c422aa6da3
"3","33","0.2","","pkb_talk_yell","0","2","","1330013","",""
"93","33","","","","","3","","1330014","",""
"3","33","0.2","","pkb_shock","0","2","pkb_idle_shock","1330015","1",""
"91","33","","","","","1330011","","1330016","",""
"3","33","0.2","","pkb_idle_normal","1","2","","1330017","",""
"1","34","1.6","pkb_idle_normal","106531","100","1","170","1340001","-150","1"
"1","34","1.6","pkb_idle_normal","113411","100","1","-20","1340002","-150","0"
"3","34","0.2","","pkb_talk_arm_crossed","0","106531","pkb_idle_arm_crossed","1340003","1","0.2"
"21","34","","","vo_minigame_1006_top_talk_13_301","0","vo_minigame_1006","0","1340004","",""
"11","34","0","-1","キミもすげえボール\n投げるじゃねえか\nどうやって\n投げてんだ？","8","106531","0","1340005","0","0"
"93","34","","","","","3.4","","1340006","",""
"3","34","0.2","","pkb_talk_normal","1","106531","","1340007","",""
"91","34","","","","","1340005","","1340008","",""
"3","34","0.2","","pkb_idle_normal","1","106531","","1340009","",""
"3","34","0.2","","pkb_talk_normal","1","113411","","1340010","",""
"21","34","","","vo_minigame_1006_top_talk_13_202","0","vo_minigame_1006","0","1340011","",""
"11","34","0","1","超能りょ……\nじゃなくて！\n特別な魔法を\n使ってるんだ～えへへ","8","113411","0","1340012","0","0"
"93","34","","","","","1.2","","1340013","",""
"3","34","0.2","","pkb_surprise","0","113411","pkb_talk_surprise1","1340014","1","0.2"
"93","34","","","","","1","","1340015","",""
"3","34","0.2","","pkb_talk_joy3","1","113411","","1340016","",""
"91","34","","","","","1340012","","1340017","",""
"3","34","0.2","","pkb_idle_normal","1","113411","","1340018","",""
"1","35","1.6","pkb_idle_normal","113511","100","1","-20","1350001","-150","0"
"1","35","1.6","pkb_idle_normal","102311","100","1","170","1350002","-150","1"
"3","35","0.2","","pkb_talk_joy3","1","113511","","1350003","",""
"21","35","","","vo_minigame_1006_top_talk_14_101","0","vo_minigame_1006","0","1350004","",""
"11","35","0","0.5","アヤネちゃん\n今日も打撃コーチを\nよろしくね～\n頼りにしてるから～！","6","113511","0","1350005","0","0"
"93","35","","","","","5.2","","1350006","",""
"3","35","0.2","","pkb_talk_wish","1","113511","","1350007","",""
"91","35","","","","","1350005","","1350008","",""
"3","35","0.2","","pkb_idle_normal","1","113511","","1350009","",""
"3","35","0.2","","pkb_talk_joy1","1","102311","","1350010","",""
"21","35","","","vo_minigame_1006_top_talk_14_402","0","vo_minigame_1006","0","1350011","",""
"11","35","0","-1","お兄ちゃんたちが\nいっぱいホームラン\n打てるように\nがんばるね！","8","102311","0","1350012","0","0"
"93","35","","","","","3.2","","1350013","",""
"3","35","0.2","","pkb_talk_doya","0","102311","pkb_idle_doya","1350014","1",""
"91","35","","","","","1350012","","1350015","",""
"3","35","0.2","","pkb_idle_normal","1","102311","","1350016","",""
"5","36","55","pkb_idle_normal_l","3","100","3","170","1360001","-130","1"
"5","36","55","pkb_idle_normal","1","100","1","-20","1360002","-130","0"
"3","36","0.2","","pkb_talk_arm_crossed_l","0","3","pkb_idle_arm_crossed_l","1360003","1","0.2"
"21","36","","","vo_minigame_1006_top_talk_15_601","0","vo_minigame_1006","0","1360004","",""
"11","36","0","-0.5","おい、アサヒ！\nどんくらい上達したか\n見せてみろ！","8","3","0","1360005","0","0"
"91","36","","","","","1360005","","1360006","",""
"3","36","0.2","","pkb_idle_normal_l","1","3","","1360007","",""
"3","36","0.2","","pkb_talk_guts","0","1","pkb_idle_guts","1360008","1",""
"21","36","","","vo_minigame_1006_top_talk_15_702","0","vo_minigame_1006","0","1360009","",""
"11","36","0","0","ああ！　ダイチこそ\n手加減なしで頼むよ\n真剣勝負だ！","8","1","0","1360010","0","0"
"91","36","","","","","1360010","","1360011","",""
"3","36","0.2","","pkb_idle_normal","1","1","","1360012","",""
"5","37","55","pkb_idle_normal","1","100","1","-20","1370001","-130","0"
"5","37","55","pkb_idle_normal_l","3","100","3","170","1370002","-130","1"
"3","37","0.2","","pkb_talk_guts","0","1","pkb_idle_guts","1370003","1",""
"21","37","","","vo_minigame_1006_top_talk_16_701","0","vo_minigame_1006","0","1370004","",""
"11","37","0","-0.5","全国大会に絶対行こう\n俺たちの夢を\n叶えるんだ！","8","1","0","1370005","0","0"
"93","37","","","","","3.2","","1370006","",""
"3","37","0.2","","pkb_talk_handsup","0","1","pkb_idle_normal","1370007","1","0.2"
"91","37","","","","","1370005","","1370008","",""
"3","37","0.2","","pkb_idle_normal","1","1","","1370009","",""
"3","37","0.2","","pkb_talk_arm_crossed_l","0","3","pkb_idle_arm_crossed_l","1370010","1","0.2"
"21","37","","","vo_minigame_1006_top_talk_16_602","0","vo_minigame_1006","0","1370011","",""
"11","37","0","1","ふん、当然だろ\n俺たちなら\n全国優勝だって\n夢じゃねえぜ！","8","3","0","1370012","0","0"
"93","37","","","","","4.8","","1370013","",""
"3","37","0.2","","pkb_talk_guts_l","0","3","pkb_idle_guts_l","1370014","1",""
"91","37","","","","","1370012","","1370015","",""
"3","37","0.2","","pkb_idle_normal_l","1","3","","1370016","",""
"1","38","1.6","pkb_idle_normal","106531","100","1","170","1380001","-150","1"
"5","38","55","pkb_idle_normal","2","100","2","-20","1380002","-130","0"
"3","38","0.2","","pkb_talk_arm_crossed","0","106531","pkb_idle_arm_crossed","1380003","1","0.2"
"21","38","","","vo_minigame_1006_top_talk_17_301","0","vo_minigame_1006","0","1380004","",""
"11","38","0","-0.5","結構やるように\nなってきたじゃねえか\nこっからはオレ様も\n本気でいくぜぇ！！","8","106531","0","1380005","0","0"
"93","38","","","","","3.6","","1380006","",""
"3","38","0.2","","pkb_talk_doya","0","106531","pkb_idle_doya","1380007","1",""
"93","38","","","","","2","","1380008","",""
"3","38","0.2","","pkb_talk_handsup","0","106531","pkb_idle_normal","1380009","1","0.2"
"91","38","","","","","1380005","","1380010","",""
"93","38","","","","","1","","1380011","",""
"3","38","0.2","","pkb_idle_normal","1","106531","","1380012","",""
"3","38","0.2","","pkb_shock","0","2","pkb_idle_shock","1380013","1",""
"21","38","","","vo_minigame_1006_top_talk_17_802","0","vo_minigame_1006","0","1380014","",""
"11","38","0","1","マジか……\nまだ本気じゃ\nなかったのかよ\n…何人か死ぬな","7","2","0","1380015","0","0"
"91","38","","","","","1380015","","1380016","",""
"3","38","0.2","","pkb_idle_normal","1","2","","1380017","",""
