69364b65be0528cd13429db62e9c91aa749390a51e033e857810a4e2240f74c0,3cf80c5be6334663ea5c401501ce371ba2dae3a7fce21eaefff4377588f2e957,f3e022269b2aff31286afe3ad384d45c638b7bd2bc9704f3a06803124cd5a61a,70e923a3348072140a348292e02e728c8640646a11d957b689dfda6112f4567e,4fe7579065382c05a90e8026c262d5e8e7c26654ba0b869da2d4c1ef333cd004,7eff1fb36285592878e017e574afc8126d8b37b3b979757599839af1fc722d57,046a7fd1579bdc1fc43340b94a13414df0541b7d6fae93254c8696f7cd558759,94de51279ce26f6ae8422de47d4844e4a64e542ddc639511ad102f5f1761ef4b,eff672e9d090c7d5d90b789599c09060bb00e3631d4db3620f639a6f56cd375b,1284159eb99fd98ebf8ec51d350b02159cab1dad595e8d4360879b4dbd9960c0,eeea4f7bc0c9653e7c03759ca2fb27e3d9044e16a1779b5130e077ebd8d89c73
"","","0","","20192","21","vo_travel_talk","0","vo_travel_talk_20019_02","1201920014",""
"0","0","10","1","20192","11","106111","1","オマエが言うと説得力あるな……\nけど、大悪党はこっそりなんてしない！\nド派手に、バーっと暴れまわるんだ！","1201920015","0"
"","","","","20192","91","0","","","1201920016",""
"","0.2","1","","20192","3","106111","","travel_topdrama_r_2000_idle_guts2_joy","1201920017",""
"","","","","20192","112","","","","1201920018",""
"","","","","20192","91","0","","","1201920019",""
"1","0.8","101","-68","20201","1","1","0","118511","1202010001","travel_topdrama_r_2000_idle_smile"
"0","1","110","-75","20201","5","0","0","0","1202010002","mana"
"","","","","20201","91","0","","","1202010003",""
"","","","","20201","93","10","","0","1202010004",""
"","","","","20201","101","1202010004","","","1202010005",""
"","0","0","","20201","3","0","","none","1202010006",""
"","","","","20201","91","0","","","1202010007",""
"","","","","20202","13","118511","","103","1202020001",""
"","0.2","0","1","20202","3","118511","travel_topdrama_r_2000_talk_smile_loop","travel_topdrama_r_2000_talk_smile_in","1202020002",""
"","","0","","20202","21","vo_travel_talk","0","vo_travel_talk_20020_00","1202020003",""
"0","0","10","1","20202","11","118511","1","多くの方々に依頼をかけましたが、\nギルドの垣根を越えて協力し合い、\n調査が進んでいるようですね。","1202020004","0"
"","","","","20202","91","0","","","1202020005",""
"","0.2","0","1","20202","3","118511","travel_topdrama_r_2000_talk_wish_loop_joy","travel_topdrama_r_2000_talk_wish_in_joy","1202020006",""
"","","0","","20202","21","vo_travel_talk","0","vo_travel_talk_20020_01","1202020007",""
"0","0","10","1","20202","11","118511","1","私も、見ているだけじゃありませんよ。\nみなさんが安心して冒険できるよう、\nしっかりサポートしますからね♪","1202020008","0"
"","","","","20202","91","0","","","1202020009",""
"","0.2","1","","20202","3","118511","","travel_topdrama_r_2000_idle_wish_joy","1202020010",""
"","","","","20202","112","","","","1202020011",""
"","","","","20202","91","0","","","1202020012",""
"1","0.8","101","-68","20211","1","1","42","101411","1202110001","travel_topdrama_r_2000_idle_sad"
"1","0.8","103","-68","20211","5","3","42","3","1202110002","travel_topdrama_r_2012_empty"
"0","0.8","102","-68","20211","1","1","-42","104311","1202110003","travel_topdrama_r_2000_idle_cool_surprise"
"0","0.8","104","-68","20211","5","3","-42","4","1202110004","travel_topdrama_r_2012_empty"
"0","1","110","-75","20211","5","0","0","0","1202110005","mana"
"","","","","20211","91","0","","","1202110006",""
"","","","","20211","93","10","","0","1202110007",""
"","","","","20211","101","1202110007","","","1202110008",""
"","0","0","","20211","3","0","","none","1202110009",""
"","","","","20211","91","0","","","1202110010",""
"","","","","20212","13","101411","","103","1202120001",""
"","","","","20212","13","104311","","104","1202120002",""
"","0.2","1","","20212","3","101411","","travel_topdrama_r_2000_talk_sad_loop","1202120003",""
"","","0","","20212","21","vo_travel_talk","0","vo_travel_talk_20021_00","1202120004",""
"0","0","10","1","20212","11","101411","1","この先進むべきは、右か左か……\n地図を見ても分からなくなってきたよ。\nさっきも行き止まりだったし……","1202120005","0"
"","","","","20212","91","0","","","1202120006",""
"","0.2","1","","20212","3","101411","","travel_topdrama_r_2000_idle_sad","1202120007",""
"0","0.2","0","1","20212","3","104311","travel_topdrama_r_2000_talk_cool_loop_normal2","travel_topdrama_r_2000_talk_cool_in_normal2","1202120008",""
"","","0","","20212","21","vo_travel_talk","0","vo_travel_talk_20021_01","1202120009",""
"0","0","10","1","20212","11","104311","1","あたしはそういう時は直進するけどな！\nでも判断に迷うってことは疲れてんだろ。\nほら、甘い物食って休憩しようぜ。","1202120010","0"
"","","","","20212","91","0","","","1202120011",""
"0","0.2","0","1","20212","3","104311","travel_topdrama_r_2000_eat_idle","travel_topdrama_r_2000_eat_in","1202120012",""
"0","0.2","0","1","20212","3","3","travel_topdrama_r_2000_eat_idle","travel_topdrama_r_2000_eat_in","1202120013",""
"","0.2","0","","20212","3","101411","","travel_topdrama_r_2000_eat_in","1202120014",""
"","0.2","0","","20212","3","4","","travel_topdrama_r_2000_eat_in","1202120015",""
"","","","","20212","91","0","","","1202120016",""
"","0","1","","20212","3","101411","","travel_topdrama_r_2000_eat_talk","1202120017",""
"","0","1","","20212","3","4","","travel_topdrama_r_2000_eat_talk","1202120018",""
"","","0","","20212","21","vo_travel_talk","0","vo_travel_talk_20021_02","1202120019",""
"0","0","10","1","20212","11","101411","1","あぁ、疲れた脳に糖分が染みるね。\n気を取り直して推理してみた結果……\n私たちが進むべき道は、まっすぐだ！","1202120020","0"
"","","","","20212","91","0","","","1202120021",""
"","0.2","1","","20212","3","101411","","travel_topdrama_r_2000_eat_idle","1202120022",""
"","0.2","1","","20212","3","4","","travel_topdrama_r_2000_eat_idle","1202120023",""
"","","","","20212","112","","","","1202120024",""
"","","","","20212","91","0","","","1202120025",""
"1","0.8","101","-68","20221","1","1","42","102111","1202210001","travel_topdrama_r_2000_idle_smile"
"0","0.8","102","-68","20221","1","1","-42","102311","1202210002","travel_topdrama_r_2000_idle_smile_normal"
"0","0.8","103","-68","20221","5","3","-100","3","1202210003","travel_topdrama_r_2022_pukici"
"0","1","110","-75","20221","5","0","0","0","1202210004","mana"
"","","","","20221","91","0","","","1202210005",""
"","","","","20221","93","10","","0","1202210006",""
"","","","","20221","101","1202210006","","","1202210007",""
"","0","0","","20221","3","0","","none","1202210008",""
"","","","","20221","91","0","","","1202210009",""
"","","","","20222","13","102111","","103","1202220001",""
"","","","","20222","13","102311","","104","1202220002",""
"","","","","20222","13","3","","105","1202220003",""
"","0.2","0","1","20222","3","102111","travel_topdrama_r_2000_talk_sad_loop_dere","travel_topdrama_r_2000_talk_sad_in_dere","1202220004",""
"","","0","","20222","21","vo_travel_talk","0","vo_travel_talk_20022_00","1202220005",""
"0","0","10","1","20222","11","102111","1","今日の冒険、いつかお芝居にして\nみんなに見せてあげたいなぁ……♪\nアヤネとクルミの大冒険、なんてどう？","1202220006","0"
"","","","","20222","91","0","","","1202220007",""
"","0.2","1","","20222","3","102111","","travel_topdrama_r_2000_idle_sad_joy","1202220008",""
"0.2","0.2","0","1","20222","3","102311","travel_topdrama_r_2000_talk_kyapi_loop","travel_topdrama_r_2000_talk_kyapi_in","1202220009",""
"","","0","","20222","21","vo_travel_talk","0","vo_travel_talk_20022_01","1202220010",""
"0","0","10","1","20222","11","102311","1","私も賛成だよ！ 冒険冒険っ♪\n宝物あるかな～魔物が出るのかな♪\nさあ寄ってらっしゃい出てらっしゃい！","1202220011","0"
"","","","","20222","91","0","","","1202220012",""
"","0.2","1","","20222","3","102311","","travel_topdrama_r_2000_talk_smile_loop","1202220013",""
"","0.2","1","","20222","3","102111","","travel_topdrama_r_2000_talk_sad_loop_dere","1202220014",""
"","0","1","","20222","3","3","","travel_topdrama_r_2022_laugh","1202220015",""
"","","0","","20222","21","vo_travel_talk","0","vo_travel_talk_20022_02","1202220016",""
"0","0","10","1","20222","11","3","1","『おい、魔物を気軽に呼び寄せるな！\n探すのは宝箱だけ！　急に走り出すな！\nあーあ……まったく、引率は大変だぜ』","1202220017","0"
"","","","","20222","91","0","","","1202220018",""
"","","","","20222","112","","","","1202220019",""
"","","","","20222","91","0","","","1202220020",""
"1","0.8","101","-68","20231","1","1","42","104811","1202310001","travel_topdrama_r_2000_idle_doya"
"0","0.8","102","-68","20231","1","1","-42","104611","1202310002","travel_topdrama_r_2000_idle_sad_surprise"
"0","1","110","-75","20231","5","0","0","0","1202310003","mana"
"","","","","20231","91","0","","","1202310004",""
"","","","","20231","93","10","","0","1202310005",""
"","","","","20231","101","1202310005","","","1202310006",""
"","0","0","","20231","3","0","","none","1202310007",""
"","","","","20231","91","0","","","1202310008",""
"","","","","20232","13","104811","","103","1202320001",""
"","","","","20232","13","104611","","104","1202320002",""
"0","0.2","0","1","20232","3","104811","travel_topdrama_r_2000_talk_doya_loop_faceAnger","travel_topdrama_r_2000_talk_doya_in_faceAnger","1202320003",""
"","","0","","20232","21","vo_travel_talk","0","vo_travel_talk_20023_00","1202320004",""
"0","0","10","1","20232","11","104811","1","いろんな仕事を請け負ってきてるから\nのんびりする暇はないわ。調査に採集\n発掘に商売。冒険も効率的にいくわよ！","1202320005","0"
"","","","","20232","91","0","","","1202320006",""
"","0.2","1","","20232","3","104811","","travel_topdrama_r_2000_idle_doya_anger","1202320007",""
"0","0.2","0","1","20232","3","104611","travel_topdrama_r_2000_talk_kyapi_loop_dere2","travel_topdrama_r_2000_talk_kyapi_in_dere2","1202320008",""
"","","0","","20232","21","vo_travel_talk","0","vo_travel_talk_20023_01","1202320009",""
"0","0","10","1","20232","11","104611","1","ミフユはいっつも働きすぎにゃ。\n休憩はのんびりゆっくりするものにゃ。\nここで一緒に日向ぼっこするにゃ～♪","1202320010","0"
"","","","","20232","91","0","","","1202320011",""
"","0.2","1","","20232","3","104611","","travel_topdrama_r_2000_idle_sleep","1202320012",""
"0","0.2","1","","20232","3","104811","","travel_topdrama_r_2000_talk_normal_surprise","1202320013",""
"","","0","","20232","21","vo_travel_talk","0","vo_travel_talk_20023_02","1202320014",""
"0","0","10","1","20232","11","104811","1","たしかにここなら、質の良い休息が\nとれそうね♪　それじゃタイマーを\nセットして……効率的に休憩開始よ！","1202320015","0"
"","","","","20232","91","0","","","1202320016",""
"","0.2","0","1","20232","3","104811","","travel_topdrama_r_2000_talk_guts_in","1202320017",""
"","","","","20232","91","0","","","1202320018",""
"","0","1","","20232","3","104811","","travel_topdrama_r_2000_talk_guts_loop","1202320019",""
"","","","","20232","93","1","","0","1202320020",""
"","","","","20232","112","","","","1202320021",""
"","","","","20232","91","0","","","1202320022",""
"1","0.8","101","-68","20241","1","1","42","102711","1202410001","travel_topdrama_r_2000_idle_memory_blink"
"0","0.8","102","-68","20241","1","1","-42","105111","1202410002","travel_topdrama_r_2000_idle_normal"
"0","1","110","-75","20241","5","0","0","0","1202410003","mana"
"","","","","20241","91","0","","","1202410004",""
"","","","","20241","93","10","","0","1202410005",""
"","","","","20241","101","1202410005","","","1202410006",""
"","0","0","","20241","3","0","","none","1202410007",""
"","","","","20241","91","0","","","1202410008",""
"","","","","20242","13","102711","","103","1202420001",""
"","","","","20242","13","105111","","104","1202420002",""
"","0.2","1","","20242","3","102711","","travel_topdrama_r_2000_talk_wish_loop","1202420003",""
"","","0","","20242","21","vo_travel_talk","0","vo_travel_talk_20024_00","1202420004",""
"0","0","10","1","20242","11","102711","1","私の行く手を阻むものは容赦なく\n壊しつくしますわ、クスクス。すべては\nあのおかたと私の未来のため……","1202420005","0"
"","","","","20242","91","0","","","1202420006",""
"","0.2","1","","20242","3","102711","","travel_topdrama_r_2000_idle_wish_joy","1202420007",""
"0","0.2","0","1","20242","3","105111","travel_topdrama_r_2000_humu_loop","travel_topdrama_r_2000_humu_in","1202420008",""
"","","0","","20242","21","vo_travel_talk","0","vo_travel_talk_20024_01","1202420009",""
"0","0","10","1","20242","11","105111","1","さすが壊し屋。来た道には瓦礫が\n山積みだわ。そのうえまだ壊すつもり\nだなんて、恐れ入るわね。ふふっ……♪","1202420010","0"
"","","","","20242","91","0","","","1202420011",""
"","0.2","1","","20242","3","105111","","travel_topdrama_r_2000_humu_loop_shy","1202420012",""
"","0.2","1","","20242","3","102711","","travel_topdrama_r_2000_talk_sad_loop_doya","1202420013",""
"","","0","","20242","21","vo_travel_talk","0","vo_travel_talk_20024_02","1202420014",""
"0","0","10","1","20242","11","102711","1","実験材料を探しに来たあなたも同じです\n隻眼の悪魔。お互い満足のいく成果を\n手に入れましょう……クスクスクス。","1202420015","0"
"","","","","20242","91","0","","","1202420016",""
"","0.2","1","","20242","3","102711","","travel_topdrama_r_2000_idle_sad_nervous","1202420017",""
"","","","","20242","112","","","","1202420018",""
"","","","","20242","91","0","","","1202420019",""
"1","0.8","101","-68","20251","1","1","42","100511","1202510001","travel_topdrama_r_2000_hop_loop"
"0","0.8","102","-68","20251","1","1","-42","103711","1202510002","travel_topdrama_r_2000_idle_doya_talkJoy1R"
"0","1","110","-75","20251","5","0","0","0","1202510003","mana"
"","","","","20251","91","0","","","1202510004",""
"","","","","20251","93","10","","0","1202510005",""
"","","","","20251","101","1202510005","","","1202510006",""
"","0","0","","20251","3","0","","none","1202510007",""
"","","","","20251","91","0","","","1202510008",""
"","","","","20252","13","100511","","103","1202520001",""
"","","","","20252","13","103711","","104","1202520002",""
"","0.2","0","1","20252","3","100511","travel_topdrama_r_2000_hop_loop","travel_topdrama_r_2000_hop_in","1202520003",""
"","","0","","20252","21","vo_travel_talk","0","vo_travel_talk_20025_00","1202520004",""
"0","0","10","1","20252","11","100511","1","うわあー！　すごいッス！　絶景ッス！\nかっこいいッスー！　トラタイガーが\n修行してる場所みたいッスー！","1202520005","0"
"","","","","20252","91","0","","","1202520006",""
"","0.2","1","","20252","3","100511","","travel_topdrama_r_2000_hop_idle","1202520007",""
"","0.2","0","1","20252","3","103711","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","1202520008",""
"","","0","","20252","21","vo_travel_talk","0","vo_travel_talk_20025_01","1202520009",""
"0","0","10","1","20252","11","103711","1","過酷な環境に身を置いて己を\n研鑽するのもまた、冒険の醍醐味だね。\nそれにここなら思う存分変身──……","1202520010","0"
"","","","","20252","91","0","","","1202520011",""
"0","0.1","0","1","20252","3","103711","travel_topdrama_r_2000_tomo_henshin_loop","travel_topdrama_r_2000_tomo_henshin_in","1202520012",""
"0.2","0.2","0","1","20252","3","100511","travel_topdrama_r_2000_matsuri_eieio_loop","travel_topdrama_r_2000_matsuri_eieio_in","1202520013",""
"","","0","","20252","21","vo_travel_talk","0","vo_travel_talk_20025_02","1202520014",""
"0","0","10","1","20252","11","100511","1","正義のヒーローに変身しちゃうッス！\nなんて、それは冗談ッスけど……あれ、\nトモね～ちゃんも変身ポーズッスか？","1202520015","0"
"","","","","20252","91","0","","","1202520016",""
"","","","","20252","112","","","","1202520017",""
"","","","","20252","91","0","","","1202520018",""
"1","0.8","101","-68","20261","1","1","0","105911","1202610001","travel_topdrama_r_2000_idle_wish_joy"
"0","1","110","-75","20261","5","0","0","0","1202610002","mana"
"","","","","20261","91","0","","","1202610003",""
"","","","","20261","93","10","","0","1202610004",""
"","","","","20261","101","1202610004","","","1202610005",""
"","0","0","","20261","3","0","","none","1202610006",""
"","","","","20261","91","0","","","1202610007",""
"","","","","20262","13","105911","","103","1202620001",""
"0","0.1","0","1","20262","3","105911","travel_topdrama_r_2000_talk_surprise_loop","travel_topdrama_r_2000_wishToSurprise","1202620002",""
"","","0","","20262","21","vo_travel_talk","0","vo_travel_talk_20026_00","1202620003",""
"0","0","10","1","20262","11","105911","1","ふむ、ずいぶんと遠くまで来たようで\nございます。ですが、冒険というのは\nいつの時分にも楽しいものですね……♪","1202620004","0"
"","","","","20262","91","0","","","1202620005",""
"","0.2","1","","20262","3","105911","","travel_topdrama_r_2000_talk_wish_loop","1202620006",""
"","","0","","20262","21","vo_travel_talk","0","vo_travel_talk_20026_01","1202620007",""
"0","0","10","1","20262","11","105911","1","わたくしも、みなさまに負けないよう、\n調査を進めてまいります。\n見ていてくださいまし、主さま。","1202620008","0"
"","","","","20262","91","0","","","1202620009",""
"","","","","20262","112","","","","1202620010",""
"","","","","20262","91","0","","","1202620011",""
"1","0.8","101","-68","20271","1","1","0","123011","1202710001","travel_topdrama_r_2000_ames_idle_normal"
"0","1","110","-75","20271","5","0","0","0","1202710002","mana"
"","","","","20271","91","0","","","1202710003",""
"","","","","20271","93","10","","0","1202710004",""
"","","","","20271","101","1202710004","","","1202710005",""
"","0","0","","20271","3","0","","none","1202710006",""
"","","","","20271","91","0","","","1202710007",""
"","","","","20272","13","123011","","103","1202720001",""
"0","0.2","0","1","20272","3","123011","travel_topdrama_r_2000_ames_talk_wish_loop","travel_topdrama_r_2000_ames_talk_wish_in","1202720002",""
"","","0","","20272","21","vo_travel_talk","0","vo_travel_talk_20027_00","1202720003",""
"0","0","10","1","20272","11","123011","1","はぁ、はぁ……冒険って想像してたより\nずっと体力が必要なのね……ん、でも\n実際に来てみると、いい景色だわ♪","1202720004","0"
"","","","","20272","91","0","","","1202720005",""
"","0.2","1","","20272","3","123011","","travel_topdrama_r_2000_ames_talk_yareyare","1202720006",""
"","","0","","20272","21","vo_travel_talk","0","vo_travel_talk_20027_01","1202720007",""
"0","0","10","1","20272","11","123011","1","今度はあいつと一緒に……\nどこに行こうかしら。\nエスコートしてもらわなくちゃね。","1202720008","0"
"","","","","20272","91","0","","","1202720009",""
"","0.2","1","","20272","3","123011","","travel_topdrama_r_2000_ames_idle_yareyare","1202720010",""
"","","","","20272","112","","","","1202720011",""
"","","","","20272","91","0","","","1202720012",""
"1","0.8","101","-68","20281","1","1","42","106811","1202810001","travel_topdrama_r_2000_idle_cool"
"0","0.8","102","-68","20281","1","1","-42","106911","1202810002","travel_topdrama_r_2000_kaiser_idle_arm_crossed"
"0","1","110","-75","20281","5","0","0","0","1202810003","mana"
"","","","","20281","91","0","","","1202810004",""
"","","","","20281","93","10","","0","1202810005",""
"","","","","20281","101","1202810005","","","1202810006",""
"","0","0","","20281","3","0","","none","1202810007",""
"","","","","20281","91","0","","","1202810008",""
"","","","","20282","13","106811","","103","1202820001",""
"","","","","20282","13","106911","","104","1202820002",""
"0","0.2","0","1","20282","3","106811","travel_topdrama_r_2000_talk_cool_loop","travel_topdrama_r_2000_talk_cool_in","1202820003",""
"","","0","","20282","21","vo_travel_talk","0","vo_travel_talk_20028_00","1202820004",""
"0","0","10","1","20282","11","106811","1","アハハ、不機嫌顔だね。ま、いきなり\n引っ張り出されたらそりゃ不満か。\nほらほら、冒険だよ、楽しまなくちゃ！","1202820005","0"
"","","","","20282","91","0","","","1202820006",""
"","0.2","1","","20282","3","106811","","travel_topdrama_r_2000_idle_cool","1202820007",""
"0","0.2","0","1","20282","3","106911","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","1202820008",""
"","","0","","20282","21","vo_travel_talk","0","vo_travel_talk_20028_01","1202820009",""
"0","0","10","1","20282","11","106911","1","あなたの能天気な物言い、はらわたが\n煮え返るほど不快だわ。この期に及んで\n冒険ですって……？　ふざけないで。","1202820010","0"
"","","","","20282","91","0","","","1202820011",""
"","0.2","1","","20282","3","106911","","travel_topdrama_r_2000_kaiser_idle_arm_crossed","1202820012",""
"","0.2","0","1","20282","3","106811","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","1202820013",""
"","","0","","20282","21","vo_travel_talk","0","vo_travel_talk_20028_02","1202820014",""
"0","0","10","1","20282","11","106811","1","アタシは本気だよ。山の頂上に谷底、\n海に草原、広がる世界！　おにぎりも\n持ったし準備は万端。さぁ、行くよ！","1202820015","0"
"","","","","20282","91","0","","","1202820016",""
"","0.2","1","","20282","3","106811","","travel_topdrama_r_2000_idle_arm_crossed","1202820017",""
"","","","","20282","112","","","","1202820018",""
"","","","","20282","91","0","","","1202820019",""
"0","0.8","51","-75.6","30011","1","1","-17.5","1000001","1300110001","travel_topdrama_r_3001_idle_B"
"0","0.8","50","-75.6","30011","5","1","-17.5","12","1300110002","travel_topdrama_r_3001_idle_B"
"0","0.8","49","-56.1","30011","1","1","31.4","1000002","1300110003","travel_topdrama_r_3001_idle_A"
"0","0.8","48","-56.1","30011","5","1","31.4","11","1300110004","travel_topdrama_r_3001_idle_A"
"0","0.8","49","-56.1","30011","5","2","31.4","13","1300110005","travel_topdrama_r_3001_idle_A"
"","1","110","-88","30011","5","0","0","0","1300110006","normal"
"","1","-30.3","0.5","30011","31","300101","-43.7","300101","1300110007",""
"","1","260","1","30011","31","300103","-110","300103","1300110008",""
"","1","215","1","30011","31","300111","-127","300111","1300110009",""
"","","","","30011","91","0","","0","1300110010",""
"0","0","0","","30011","3","1000001","","travel_topdrama_r_3001_idle_B","1300110011",""
"0","0","0","","30011","3","12","","travel_topdrama_r_3001_idle_B","1300110012",""
"0","0","0","","30011","3","1000002","","travel_topdrama_r_3001_idle_A","1300110013",""
"0","0","0","","30011","3","11","","travel_topdrama_r_3001_idle_A","1300110014",""
"","","","","30011","93","1.7","","0","1300110015",""
"","","","","30011","101","1300110011","","0","1300110016",""
"","0","0","","30011","3","0","","none","1300110017",""
"","","","","30011","91","0","","0","1300110018",""
"","0","260","1","30012","31","300106","-110","300106","1300120001",""
"","0","260","1","30012","31","300108","-110","300108","1300120002",""
"","0","17.3","0.4","30012","31","300100","92.6","300100","1300120003",""
"","0","0","0.4","30012","31","300104","92.6","300104","1300120004",""
"","","","","30012","91","0","","","1300120005",""
"","0.5","1","","30012","3","1000002","","travel_topdrama_r_3001_idle_A","1300120006",""
"","0.5","1","","30012","3","11","","travel_topdrama_r_3001_idle_A","1300120007",""
"","0.5","1","","30012","3","1000001","","travel_topdrama_r_3001_idle_B","1300120008",""
"","0.5","1","","30012","3","12","","travel_topdrama_r_3001_idle_B","1300120009",""
"","","","","30012","93","0.2","","0","1300120010",""
"","","","","30012","32","300100","","1","1300120011",""
"","","","","30012","93","2","","0","1300120012",""
"","","","","30012","32","300103","","0","1300120013",""
"","","","","30012","32","300108","","1","1300120014",""
"","","","","30012","32","300106","","1","1300120015",""
"","","0","","30012","23","se_travel_top","","se_travel_top_fishing_hit","1300120016",""
"","0","0","","30012","3","1000002","","travel_topdrama_r_3001_1_01_A","1300120017",""
"","0","0","","30012","3","11","","travel_topdrama_r_3001_1_01_A","1300120018",""
"","0.5","0","","30012","3","1000001","","travel_topdrama_r_3001_1_01_B","1300120019",""
"","0.5","0","","30012","3","12","","travel_topdrama_r_3001_1_01_B","1300120020",""
"","","","","30012","91","0","","","1300120021",""
"","","","","30012","32","300108","","0","1300120022",""
"","0","0","","30012","3","1000002","","travel_topdrama_r_3001_1_02_A","1300120023",""
"","0","0","","30012","3","11","","travel_topdrama_r_3001_1_02_A","1300120024",""
"","0.2","0","","30012","3","1000001","","travel_topdrama_r_3001_1_02_B","1300120025",""
"","0.2","0","","30012","3","12","","travel_topdrama_r_3001_1_02_B","1300120026",""
"","","","","30012","93","1","","0","1300120027",""
"","","","","30012","32","300100","","0","1300120028",""
"","","","","30012","91","0","","","1300120029",""
"","1","260","1","30012","31","300107","-110","300107","1300120030",""
"","","0","","30012","23","se_travel_top","","se_travel_top_fishing_appear_box","1300120031",""
"","","0","","30012","3","1000002","","travel_topdrama_r_3001_1_03_A","1300120032",""
"","","0","","30012","3","11","","travel_topdrama_r_3001_1_03_A","1300120033",""
"","","0","","30012","3","13","","travel_topdrama_r_3001_1_03_A","1300120034",""
"","","0","","30012","3","1000001","","travel_topdrama_r_3001_1_03_B","1300120035",""
"","0.2","0","1","30012","3","12","travel_topdrama_r_3001_1_03_B_loop","travel_topdrama_r_3001_1_03_B","1300120036",""
"","","","","30012","93","0.8","","0","1300120037",""
"","","","","30012","32","300106","","0","1300120038",""
"","","","","30012","111","","","","1300120039",""
"","","","","30012","91","0","","","1300120040",""
"0","0.8","51","-75.6","30021","1","1","-17.5","1000001","1300210001","travel_topdrama_r_3001_idle_B"
"0","0.8","50","-75.6","30021","5","1","-17.5","12","1300210002","travel_topdrama_r_3001_idle_B"
"0","0.8","49","-56.1","30021","1","1","31.4","1000002","1300210003","travel_topdrama_r_3001_idle_A"
"0","0.8","48","-56.1","30021","5","1","31.4","11","1300210004","travel_topdrama_r_3001_idle_A"
"0","0.8","49","-56.1","30021","5","2","31.4","13","1300210005","travel_topdrama_r_3001_idle_A"
"","1","110","-88","30021","5","0","0","0","1300210006","normal"
"","1","-30.3","0.5","30021","31","300201","-43.7","300201","1300210007",""
"","1","260","1","30021","31","300203","-110","300203","1300210008",""
"","1","215","1","30021","31","300211","-127","300211","1300210009",""
"","","","","30021","91","0","","0","1300210010",""
"0","0","0","","30021","3","1000001","","travel_topdrama_r_3001_idle_B","1300210011",""
"0","0","0","","30021","3","12","","travel_topdrama_r_3001_idle_B","1300210012",""
"0","0","0","","30021","3","1000002","","travel_topdrama_r_3001_idle_A","1300210013",""
"0","0","0","","30021","3","11","","travel_topdrama_r_3001_idle_A","1300210014",""
"","","","","30021","93","1.7","","0","1300210015",""
"","","","","30021","101","1300210011","","0","1300210016",""
"","0","0","","30021","3","0","","none","1300210017",""
"","","","","30021","91","0","","0","1300210018",""
"","0","260","1","30022","31","300206","-110","300206","1300220001",""
"","0","260","1","30022","31","300208","-110","300208","1300220002",""
"","0","17.3","0.4","30022","31","300200","92.6","300200","1300220003",""
"","0","0","0.4","30022","31","300204","92.6","300204","1300220004",""
"","","","","30022","91","0","","","1300220005",""
"","0.5","1","","30022","3","1000002","","travel_topdrama_r_3001_idle_A","1300220006",""
"","0.5","1","","30022","3","11","","travel_topdrama_r_3001_idle_A","1300220007",""
"","0.5","1","","30022","3","1000001","","travel_topdrama_r_3001_idle_B","1300220008",""
"","0.5","1","","30022","3","12","","travel_topdrama_r_3001_idle_B","1300220009",""
"","","","","30022","93","0.2","","0","1300220010",""
"","","","","30022","32","300200","","1","1300220011",""
"","","","","30022","93","2","","0","1300220012",""
"","","","","30022","32","300203","","0","1300220013",""
"","","","","30022","32","300208","","1","1300220014",""
"","","","","30022","32","300206","","1","1300220015",""
"","","0","","30022","23","se_travel_top","","se_travel_top_fishing_hit","1300220016",""
"","0","0","","30022","3","1000002","","travel_topdrama_r_3001_1_01_A","1300220017",""
"","0","0","","30022","3","11","","travel_topdrama_r_3001_1_01_A","1300220018",""
"","0.5","0","","30022","3","1000001","","travel_topdrama_r_3001_1_01_B","1300220019",""
"","0.5","0","","30022","3","12","","travel_topdrama_r_3001_1_01_B","1300220020",""
"","","","","30022","91","0","","","1300220021",""
"","","","","30022","32","300208","","0","1300220022",""
"","0","0","","30022","3","1000002","","travel_topdrama_r_3001_1_02_A","1300220023",""
"","0","0","","30022","3","11","","travel_topdrama_r_3001_1_02_A","1300220024",""
"","0.2","0","","30022","3","1000001","","travel_topdrama_r_3001_1_02_B","1300220025",""
"","0.2","0","","30022","3","12","","travel_topdrama_r_3001_1_02_B","1300220026",""
"","","","","30022","93","1","","0","1300220027",""
"","","","","30022","32","300200","","0","1300220028",""
"","","","","30022","91","0","","","1300220029",""
"","1","260","1","30022","31","300207","-110","300107","1300220030",""
"","","0","","30022","23","se_travel_top","","se_travel_top_fishing_appear_silverbox","1300220031",""
"","","0","","30022","3","1000002","","travel_topdrama_r_3001_1_03_A","1300220032",""
"","","0","","30022","3","11","","travel_topdrama_r_3002_03_A","1300220033",""
"","","0","","30022","3","13","","travel_topdrama_r_3002_03_A","1300220034",""
"","","0","","30022","3","1000001","","travel_topdrama_r_3001_1_03_B","1300220035",""
"","0.2","0","1","30022","3","12","travel_topdrama_r_3001_1_03_B_loop","travel_topdrama_r_3001_1_03_B","1300220036",""
"","","","","30022","93","0.8","","0","1300220037",""
"","","","","30022","32","300206","","0","1300220038",""
