f6fbc270df08ebe4fadb4cfa7daa7ba6acdf3caf97173e8c6b3e80c79aa99e33,a38e6f3ed24501eaec71a8439f24732c95735313577c228278028b405b3feab7,8e3869828dd71d4223a6845ccdfafb633626d6b139234e7909e8d4eb6038f72c,26412da7613248957e42867fc2fd9a96cb8158929f2c71a2e8753edb5e85d127,92aff7b94338367bce70a197d0889d18db565141f97f818c16c3dc4c3e786dac,7b0ccc455da0aad7a22035166aaed29e8e755e6d544dc0b9821b9edf6e82952d
"848","10201493","1003","1","56011493","15"
"849","91002","0","50","56011493","8"
"850","10201494","1003","1","56011494","15"
"851","91002","0","100","56011494","8"
"852","10201495","1001","1","56011495","15"
"853","10201496","1002","1","56011496","15"
"854","10201497","1003","1","56011497","15"
"855","91002","0","50","56011497","8"
"856","10201498","1001","1","56011498","15"
"857","10201499","1002","1","56011499","15"
"858","10201500","1003","1","56011500","15"
"859","91002","0","50","56011500","8"
"860","10201501","1001","1","56011501","15"
"861","10201502","1002","1","56011502","15"
"862","10201503","1003","1","56011503","15"
"863","91002","0","50","56011503","8"
"864","10201504","1003","1","56011504","15"
"865","91002","0","100","56011504","8"
"867","10201505","1001","1","56011505","15"
"868","10201506","1002","1","56011506","15"
"869","10201507","1003","1","56011507","15"
"870","91002","0","50","56011507","8"
"871","10201508","1001","1","56011508","15"
"872","10201509","1002","1","56011509","15"
"873","10201510","1003","1","56011510","15"
"874","91002","0","50","56011510","8"
"875","10201511","1001","1","56011511","15"
"876","10201512","1002","1","56011512","15"
"877","10201513","1003","1","56011513","15"
"878","91002","0","50","56011513","8"
"879","10201514","1003","1","56011514","15"
"880","91002","0","100","56011514","8"
"881","10201515","1001","1","56011515","15"
"882","10201516","1002","1","56011516","15"
"883","10201517","1003","1","56011517","15"
"884","91002","0","50","56011517","8"
"885","10201518","1001","1","56011518","15"
"886","10201519","1002","1","56011519","15"
"887","10201520","1003","1","56011520","15"
"888","91002","0","50","56011520","8"
"889","10201521","1001","1","56011521","15"
"890","10201522","1002","1","56011522","15"
"891","10201523","1003","1","56011523","15"
"892","91002","0","50","56011523","8"
"893","10201524","1003","1","56011524","15"
"894","91002","0","100","56011524","8"
"895","10201525","1001","1","56011525","15"
"896","10201526","1002","1","56011526","15"
"897","10201527","1003","1","56011527","15"
"898","91002","0","50","56011527","8"
"899","10201528","1001","1","56011528","15"
"900","10201529","1002","1","56011529","15"
"901","10201530","1003","1","56011530","15"
"902","91002","0","50","56011530","8"
"903","10201531","1001","1","56011531","15"
"904","10201532","1002","1","56011532","15"
"905","10201533","1003","1","56011533","15"
"906","91002","0","50","56011533","8"
"907","10201534","1001","1","56011534","15"
"908","10201535","1002","1","56011535","15"
"909","10201536","1003","1","56011536","15"
"910","91002","0","50","56011536","8"
"911","10201537","1003","1","56011537","15"
"912","91002","0","100","56011537","8"
"913","10201538","1001","1","56011538","15"
"914","10201539","1002","1","56011539","15"
"915","10201540","1003","1","56011540","15"
"916","91002","0","50","56011540","8"
"917","10201541","1001","1","56011541","15"
"918","10201542","1002","1","56011542","15"
"919","10201543","1003","1","56011543","15"
"920","91002","0","50","56011543","8"
"921","10201544","1001","1","56011544","15"
"922","10201545","1002","1","56011545","15"
"923","10201546","1003","1","56011546","15"
"924","91002","0","50","56011546","8"
"925","10201547","1001","1","56011547","15"
"926","10201548","1002","1","56011548","15"
"927","10201549","1003","1","56011549","15"
"928","91002","0","50","56011549","8"
"929","10201550","1003","1","56011550","15"
"930","91002","0","100","56011550","8"
"931","10201551","1003","1","56011551","15"
"932","91002","0","100","56011551","8"
"933","10201552","1001","1","56011552","15"
"934","10201553","1002","1","56011553","15"
"935","10201554","1003","1","56011554","15"
"936","91002","0","50","56011554","8"
"937","10201555","1001","1","56011555","15"
"938","10201556","1002","1","56011556","15"
"939","10201557","1003","1","56011557","15"
"940","91002","0","50","56011557","8"
"941","10201558","1001","1","56011558","15"
"942","10201559","1002","1","56011559","15"
"943","10201560","1003","1","56011560","15"
"944","91002","0","50","56011560","8"
"945","11302001","1001","1","51402001","15"
"946","91002","0","50","51402001","8"
"947","11302002","1002","1","51402002","15"
"948","91002","0","50","51402002","8"
"949","11302003","1003","1","51402003","15"
"950","91002","0","50","51402003","8"
"951","10201561","1003","1","56011561","15"
"952","91002","0","100","56011561","8"
"953","10201562","1001","1","56011562","15"
"954","10201563","1002","1","56011563","15"
"955","10201564","1003","1","56011564","15"
"956","91002","0","50","56011564","8"
"957","10201565","1001","1","56011565","15"
"958","10201566","1002","1","56011566","15"
"959","10201567","1003","1","56011567","15"
"960","91002","0","50","56011567","8"
"961","10201568","1001","1","56011568","15"
"962","10201569","1002","1","56011569","15"
"963","10201570","1003","1","56011570","15"
"964","91002","0","50","56011570","8"
"965","10201571","1001","1","56011571","15"
"966","10201572","1002","1","56011572","15"
"967","10201573","1003","1","56011573","15"
"968","91002","0","50","56011573","8"
"969","10201574","1003","1","56011574","15"
"970","91002","0","100","56011574","8"
"971","10201575","1001","1","56011575","15"
"972","10201576","1002","1","56011576","15"
"973","10201577","1003","1","56011577","15"
"974","91002","0","50","56011577","8"
"975","10201578","1001","1","56011578","15"
"976","10201579","1002","1","56011579","15"
"977","10201580","1003","1","56011580","15"
"978","91002","0","50","56011580","8"
"979","10201581","1001","1","56011581","15"
"980","10201582","1002","1","56011582","15"
"981","10201583","1003","1","56011583","15"
"982","91002","0","50","56011583","8"
"983","10201584","1001","1","56011584","15"
"984","10201585","1002","1","56011585","15"
"985","10201586","1003","1","56011586","15"
"986","91002","0","50","56011586","8"
"987","10201587","1001","1","56011587","15"
"988","10201588","1002","1","56011588","15"
"989","10201589","1003","1","56011589","15"
"990","91002","0","50","56011589","8"
"991","10201590","1001","1","56011590","15"
"992","10201591","1002","1","56011591","15"
"993","10201592","1003","1","56011592","15"
"994","91002","0","50","56011592","8"
"995","10201593","1001","1","56011593","15"
"996","10201594","1002","1","56011594","15"
"997","10201595","1003","1","56011595","15"
"998","91002","0","50","56011595","8"
"999","10201596","1003","1","56011596","15"
"1000","91002","0","100","56011596","8"
"1001","10201597","1003","1","56011597","15"
"1002","91002","0","100","56011597","8"
"1003","10201598","1003","1","56011598","15"
"1004","91002","0","100","56011598","8"
"1005","10201599","1001","1","56011599","15"
"1006","10201600","1002","1","56011600","15"
"1007","10201601","1003","1","56011601","15"
"1008","91002","0","50","56011601","8"
"1009","10201602","1001","1","56011602","15"
"1010","10201603","1002","1","56011603","15"
"1011","10201604","1003","1","56011604","15"
"1012","91002","0","50","56011604","8"
"1013","10201605","1003","1","56011605","15"
"1014","91002","0","100","56011605","8"
"1015","10201606","1001","1","56011606","15"
"1016","10201607","1002","1","56011607","15"
"1017","10201608","1003","1","56011608","15"
"1018","91002","0","50","56011608","8"
"1019","10201609","1001","1","56011609","15"
"1020","10201610","1002","1","56011610","15"
"1021","10201611","1003","1","56011611","15"
"1022","91002","0","50","56011611","8"
"1023","10201612","1001","1","56011612","15"
"1024","10201613","1002","1","56011613","15"
"1025","10201614","1003","1","56011614","15"
"1026","91002","0","50","56011614","8"
"1027","10201615","1003","1","56011615","15"
"1028","91002","0","100","56011615","8"
"1029","10201616","1001","1","56011616","15"
"1030","10201617","1002","1","56011617","15"
"1031","10201618","1003","1","56011618","15"
"1032","91002","0","50","56011618","8"
"1033","10201619","1001","1","56011619","15"
"1034","10201620","1002","1","56011620","15"
"1035","10201621","1003","1","56011621","15"
"1036","91002","0","50","56011621","8"
"1037","10201622","1001","1","56011622","15"
"1038","10201623","1002","1","56011623","15"
"1039","10201624","1003","1","56011624","15"
"1040","91002","0","50","56011624","8"
"1041","10201625","1003","1","56011625","15"
"1042","91002","0","100","56011625","8"
"1043","10201626","1001","1","56011626","15"
"1044","10201627","1002","1","56011627","15"
"1045","10201628","1003","1","56011628","15"
"1046","91002","0","50","56011628","8"
"1047","10201629","1001","1","56011629","15"
"1048","10201630","1002","1","56011630","15"
"1049","10201631","1003","1","56011631","15"
"1050","91002","0","50","56011631","8"
"1051","10201632","1001","1","56011632","15"
"1052","10201633","1002","1","56011633","15"
"1053","10201634","1003","1","56011634","15"
"1054","91002","0","50","56011634","8"
"1055","10201635","1003","1","56011635","15"
"1056","91002","0","100","56011635","8"
"1057","10201636","1001","1","56011636","15"
"1058","10201637","1002","1","56011637","15"
"1059","10201638","1003","1","56011638","15"
"1060","91002","0","50","56011638","8"
"1061","10201639","1001","1","56011639","15"
"1062","10201640","1002","1","56011640","15"
"1063","10201641","1003","1","56011641","15"
"1064","91002","0","50","56011641","8"
"1065","10201642","1001","1","56011642","15"
"1066","10201643","1002","1","56011643","15"
"1067","10201644","1003","1","56011644","15"
"1068","91002","0","50","56011644","8"
"1069","10201645","1003","1","56011645","15"
"1070","91002","0","100","56011645","8"
"1071","10201646","1001","1","56011646","15"
"1072","10201647","1002","1","56011647","15"
"1073","10201648","1003","1","56011648","15"
"1074","91002","0","50","56011648","8"
"1075","10201649","1001","1","56011649","15"
"1076","10201650","1002","1","56011650","15"
"1077","10201651","1003","1","56011651","15"
"1078","91002","0","50","56011651","8"
"1079","10201652","1001","1","56011652","15"
"1080","10201653","1002","1","56011653","15"
"1081","10201654","1003","1","56011654","15"
"1082","91002","0","50","56011654","8"
"1083","10201655","1003","1","56011655","15"
"1084","91002","0","100","56011655","8"
"1085","10201656","1003","1","56011656","15"
"1086","91002","0","100","56011656","8"
"1087","10201657","1001","1","56011657","15"
"1088","10201658","1002","1","56011658","15"
"1089","10201659","1003","1","56011659","15"
"1090","91002","0","50","56011659","8"
"1091","10201660","1001","1","56011660","15"
"1092","10201661","1002","1","56011661","15"
"1093","10201662","1003","1","56011662","15"
"1094","91002","0","50","56011662","8"
"1095","10201663","1001","1","56011663","15"
"1096","10201664","1002","1","56011664","15"
"1097","10201665","1003","1","56011665","15"
"1098","91002","0","50","56011665","8"
"1099","10201666","1001","1","56011666","15"
"1100","10201667","1002","1","56011667","15"
"1101","10201668","1003","1","56011668","15"
"1102","91002","0","50","56011668","8"
"1103","10201669","1003","1","56011669","15"
"1104","91002","0","100","56011669","8"
"1105","10201670","1001","1","56011670","15"
"1106","10201671","1002","1","56011671","15"
"1107","10201672","1003","1","56011672","15"
"1108","91002","0","50","56011672","8"
"1109","10201673","1001","1","56011673","15"
"1110","10201674","1002","1","56011674","15"
"1111","10201675","1003","1","56011675","15"
"1112","91002","0","50","56011675","8"
"1113","10201676","1003","1","56011676","15"
"1114","91002","0","100","56011676","8"
"1115","10201677","1001","1","56011677","15"
"1116","10201678","1002","1","56011678","15"
"1117","10201679","1003","1","56011679","15"
"1118","91002","0","50","56011679","8"
"1119","10201680","1001","1","56011680","15"
"1120","10201681","1002","1","56011681","15"
"1121","10201682","1003","1","56011682","15"
"1122","91002","0","50","56011682","8"
"1123","10201683","1001","1","56011683","15"
"1124","10201684","1002","1","56011684","15"
"1125","10201685","1003","1","56011685","15"
"1126","91002","0","50","56011685","8"
"1127","10201686","1001","1","56011686","15"
"1128","10201687","1002","1","56011687","15"
"1129","10201688","1003","1","56011688","15"
"1130","91002","0","50","56011688","8"
"1131","10201689","1003","1","56011689","15"
"1132","91002","0","100","56011689","8"
"1133","10201690","1001","1","56011690","15"
"1134","10201691","1002","1","56011691","15"
"1135","10201692","1003","1","56011692","15"
"1136","91002","0","50","56011692","8"
"1137","10201693","1001","1","56011693","15"
"1138","10201694","1002","1","56011694","15"
"1139","10201695","1003","1","56011695","15"
"1140","91002","0","50","56011695","8"
"1141","10201696","1001","1","56011696","15"
"1142","10201697","1002","1","56011697","15"
"1143","10201698","1003","1","56011698","15"
"1144","91002","0","50","56011698","8"
"1145","10201699","1001","1","56011699","15"
"1146","10201700","1002","1","56011700","15"
"1147","10201701","1003","1","56011701","15"
"1148","91002","0","50","56011701","8"
"1149","11401001","1002","1","51501001","15"
"1150","91002","0","50","51501001","8"
"1151","11401002","1003","1","51502001","15"
"1152","91002","0","100","51502001","8"
"1153","10201702","1003","1","56011702","15"
"1154","91002","0","100","56011702","8"
"1155","10201703","1001","1","56011703","15"
"1156","10201704","1002","1","56011704","15"
"1157","10201705","1003","1","56011705","15"
"1158","91002","0","50","56011705","8"
"1159","10201706","1001","1","56011706","15"
"1160","10201707","1002","1","56011707","15"
"1161","10201708","1003","1","56011708","15"
"1162","91002","0","50","56011708","8"
"1163","10201709","1001","1","56011709","15"
"1164","10201710","1002","1","56011710","15"
"1165","10201711","1003","1","56011711","15"
"1166","91002","0","50","56011711","8"
"1167","10201712","1003","1","56011712","15"
"1168","91002","0","100","56011712","8"
"1169","10201713","1001","1","56011713","15"
"1170","10201714","1002","1","56011714","15"
"1171","10201715","1003","1","56011715","15"
"1172","91002","0","50","56011715","8"
"1173","10201716","1001","1","56011716","15"
"1174","10201717","1002","1","56011717","15"
"1175","10201718","1003","1","56011718","15"
"1176","91002","0","50","56011718","8"
"1177","10201719","1001","1","56011719","15"
"1178","10201720","1002","1","56011720","15"
"1179","10201721","1003","1","56011721","15"
"1180","91002","0","50","56011721","8"
"1182","10201722","1003","1","56011722","15"
"1183","91002","0","100","56011722","8"
"1184","10201723","1001","1","56011723","15"
"1185","10201724","1002","1","56011724","15"
"1186","10201725","1003","1","56011725","15"
"1187","91002","0","50","56011725","8"
"1188","10201726","1001","1","56011726","15"
"1189","10201727","1002","1","56011727","15"
"1190","10201728","1003","1","56011728","15"
"1191","91002","0","50","56011728","8"
"1192","10201729","1001","1","56011729","15"
"1193","10201730","1002","1","56011730","15"
"1194","10201731","1003","1","56011731","15"
"1195","91002","0","50","56011731","8"
"1196","10201732","1003","1","56011732","15"
"1197","91002","0","100","56011732","8"
"1198","10201733","1001","1","56011733","15"
"1199","10201734","1002","1","56011734","15"
"1200","10201735","1003","1","56011735","15"
"1201","91002","0","50","56011735","8"
"1202","10201736","1001","1","56011736","15"
"1203","10201737","1002","1","56011737","15"
"1204","10201738","1003","1","56011738","15"
"1205","91002","0","50","56011738","8"
"1206","10201739","1001","1","56011739","15"
"1207","10201740","1002","1","56011740","15"
"1208","10201741","1003","1","56011741","15"
"1209","91002","0","50","56011741","8"
"1210","10201742","1001","1","56011742","15"
"1211","10201743","1002","1","56011743","15"
"1212","10201744","1003","1","56011744","15"
"1213","91002","0","50","56011744","8"
"1214","10201745","1003","1","56011745","15"
"1215","91002","0","100","56011745","8"
"1216","10201746","1001","1","56011746","15"
"1217","10201747","1002","1","56011747","15"
"1218","10201748","1003","1","56011748","15"
"1219","91002","0","50","56011748","8"
"1220","10201749","1001","1","56011749","15"
"1221","10201750","1002","1","56011750","15"
"1222","10201751","1003","1","56011751","15"
"1223","91002","0","50","56011751","8"
"1224","10201752","1003","1","56011752","15"
"1225","91002","0","100","56011752","8"
"1226","10201753","1001","1","56011753","15"
"1227","10201754","1002","1","56011754","15"
"1228","10201755","1003","1","56011755","15"
"1229","91002","0","50","56011755","8"
"1230","10201756","1001","1","56011756","15"
"1231","10201757","1002","1","56011757","15"
"1232","10201758","1003","1","56011758","15"
"1233","91002","0","50","56011758","8"
"1234","10201759","1001","1","56011759","15"
"1235","10201760","1002","1","56011760","15"
"1236","10201761","1003","1","56011761","15"
"1237","91002","0","50","56011761","8"
"1238","10201762","1001","1","56011762","15"
"1239","10201763","1002","1","56011763","15"
"1240","10201764","1003","1","56011764","15"
"1241","91002","0","50","56011764","8"
"1242","10201765","1003","1","56011765","15"
"1243","91002","0","100","56011765","8"
"1244","10201766","1001","1","56011766","15"
"1245","10201767","1002","1","56011767","15"
"1246","10201768","1003","1","56011768","15"
"1247","91002","0","50","56011768","8"
"1248","10201769","1001","1","56011769","15"
"1249","10201770","1002","1","56011770","15"
"1250","10201771","1003","1","56011771","15"
"1251","91002","0","50","56011771","8"
"1252","10201772","1001","1","56011772","15"
"1253","10201773","1002","1","56011773","15"
"1254","10201774","1003","1","56011774","15"
"1255","91002","0","50","56011774","8"
"1256","10201775","1003","1","56011775","15"
"1257","91002","0","100","56011775","8"
"1258","10201776","1001","1","56011776","15"
"1259","10201777","1002","1","56011777","15"
"1260","10201778","1003","1","56011778","15"
"1261","91002","0","50","56011778","8"
"1262","10201779","1001","1","56011779","15"
"1263","10201780","1002","1","56011780","15"
"1264","10201781","1003","1","56011781","15"
"1265","91002","0","50","56011781","8"
"1266","10201782","1001","1","56011782","15"
"1267","10201783","1002","1","56011783","15"
"1268","10201784","1003","1","56011784","15"
"1269","91002","0","50","56011784","8"
"1270","10201785","1003","1","56011785","15"
"1271","91002","0","100","56011785","8"
"1272","11601001","1001","1","51601001","15"
"1273","11601002","1002","1","51601002","15"
"1274","11601003","1003","1","51601003","15"
"1275","10201786","1001","1","56011786","15"
"1276","10201787","1002","1","56011787","15"
"1277","10201788","1003","1","56011788","15"
"1278","91002","0","50","56011788","8"
"1279","10201789","1001","1","56011789","15"
"1280","10201790","1002","1","56011790","15"
"1281","10201791","1003","1","56011791","15"
"1282","91002","0","50","56011791","8"
"1283","10201792","1003","1","56011792","15"
"1284","91002","0","100","56011792","8"
"1285","10201793","1001","1","56011793","15"
"1286","10201794","1002","1","56011794","15"
"1287","10201795","1003","1","56011795","15"
"1288","91002","0","50","56011795","8"
"1289","10201796","1001","1","56011796","15"
"1290","10201797","1002","1","56011797","15"
"1291","10201798","1003","1","56011798","15"
"1292","91002","0","50","56011798","8"
"1293","10201799","1003","1","56011799","15"
"1294","91002","0","100","56011799","8"
"1295","10201800","1001","1","56011800","15"
"1296","10201801","1002","1","56011801","15"
"1297","10201802","1003","1","56011802","15"
"1298","91002","0","50","56011802","8"
"1299","10201803","1001","1","56011803","15"
"1300","10201804","1002","1","56011804","15"
"1301","10201805","1003","1","56011805","15"
"1302","91002","0","50","56011805","8"
"1303","10201806","1003","1","56011806","15"
"1304","91002","0","100","56011806","8"
"1305","10201807","1001","1","56011807","15"
"1306","10201808","1002","1","56011808","15"
"1307","10201809","1003","1","56011809","15"
"1308","91002","0","50","56011809","8"
"1309","10201810","1001","1","56011810","15"
"1310","10201811","1002","1","56011811","15"
"1311","10201812","1003","1","56011812","15"
"1312","91002","0","50","56011812","8"
"1313","10201813","1001","1","56011813","15"
"1314","10201814","1002","1","56011814","15"
"1315","10201815","1003","1","56011815","15"
"1316","91002","0","50","56011815","8"
"1317","10201816","1001","1","56011816","15"
"1318","10201817","1002","1","56011817","15"
"1319","10201818","1003","1","56011818","15"
"1320","91002","0","50","56011818","8"
"1321","10201819","1003","1","56011819","15"
"1322","91002","0","100","56011819","8"
"1323","10201820","1001","1","56011820","15"
"1324","10201821","1002","1","56011821","15"
"1325","10201822","1003","1","56011822","15"
"1326","91002","0","50","56011822","8"
"1327","10201823","1001","1","56011823","15"
"1328","10201824","1002","1","56011824","15"
"1329","10201825","1003","1","56011825","15"
"1330","91002","0","50","56011825","8"
"1331","10201826","1001","1","56011826","15"
"1332","10201827","1002","1","56011827","15"
"1333","10201828","1003","1","56011828","15"
"1334","91002","0","50","56011828","8"
"1335","10201829","1001","1","56011829","15"
"1336","10201830","1002","1","56011830","15"
"1337","10201831","1003","1","56011831","15"
"1338","91002","0","50","56011831","8"
"1339","11701001","1001","1","51701001","15"
"1340","10201832","1001","1","56011832","15"
"1341","10201833","1002","1","56011833","15"
"1342","10201834","1003","1","56011834","15"
"1343","91002","0","50","56011834","8"
"1344","10201835","1001","1","56011835","15"
"1345","10201836","1002","1","56011836","15"
"1346","10201837","1003","1","56011837","15"
"1347","91002","0","50","56011837","8"
"1348","10201838","1003","1","56011838","15"
"1349","91002","0","100","56011838","8"
"1350","10201839","1003","1","56011839","15"
"1351","91002","0","100","56011839","8"
"1352","10201840","1003","1","56011840","15"
"1353","91002","0","100","56011840","8"
"1354","10201841","1001","1","56011841","15"
"1355","10201842","1002","1","56011842","15"
"1356","10201843","1003","1","56011843","15"
"1357","91002","0","50","56011843","8"
"1358","10201844","1001","1","56011844","15"
"1359","10201845","1002","1","56011845","15"
"1360","10201846","1003","1","56011846","15"
"1361","91002","0","50","56011846","8"
"1362","10201847","1001","1","56011847","15"
"1363","10201848","1002","1","56011848","15"
"1364","10201849","1003","1","56011849","15"
"1365","91002","0","50","56011849","8"
"1366","10201850","1001","1","56011850","15"
"1367","10201851","1002","1","56011851","15"
"1368","10201852","1003","1","56011852","15"
"1369","91002","0","50","56011852","8"
"1370","10201853","1001","1","56011853","15"
"1371","10201854","1002","1","56011854","15"
"1372","10201855","1003","1","56011855","15"
"1373","91002","0","50","56011855","8"
"1374","10201856","1001","1","56011856","15"
"1375","10201857","1002","1","56011857","15"
"1376","10201858","1003","1","56011858","15"
"1377","91002","0","50","56011858","8"
"1378","10201859","1001","1","56011859","15"
"1379","10201860","1002","1","56011860","15"
"1380","10201861","1003","1","56011861","15"
"1381","91002","0","50","56011861","8"
"1382","10201862","1003","1","56011862","15"
"1383","91002","0","100","56011862","8"
"1384","10201863","1001","1","56011863","15"
"1385","10201864","1002","1","56011864","15"
"1386","10201865","1003","1","56011865","15"
"1387","91002","0","50","56011865","8"
"1388","10201866","1001","1","56011866","15"
"1389","10201867","1002","1","56011867","15"
"1390","10201868","1003","1","56011868","15"
"1391","91002","0","50","56011868","8"
"1392","10201869","1001","1","56011869","15"
"1393","10201870","1002","1","56011870","15"
"1394","10201871","1003","1","56011871","15"
"1395","91002","0","50","56011871","8"
"1396","10201872","1001","1","56011872","15"
"1397","10201873","1002","1","56011873","15"
"1398","10201874","1003","1","56011874","15"
"1399","91002","0","50","56011874","8"
"1400","11801001","1003","1","51801001","15"
"1401","10201875","1001","1","56011875","15"
"1402","10201876","1002","1","56011876","15"
"1403","10201877","1003","1","56011877","15"
"1404","91002","0","50","56011877","8"
"1405","10201878","1001","1","56011878","15"
"1406","10201879","1002","1","56011879","15"
"1407","10201880","1003","1","56011880","15"
"1408","91002","0","50","56011880","8"
