e80e044454f0b1b522ee6670f44a422a6fea1fe2ac024174a6fc10882ccf5d16,88c3f59f87cd4c18d78250580711b9102e836b6913ac87ea14302fb891e638c6,d050ac38aa4b840565839d1abb051e373367ecaf84de2e63da666606ce0f0b18,47c6fac65b8cc0676cb306da052cad115fd9b0470919c03d5f0be107c07f73ec,f8903ccd589da123afb282074c275fc39016830966f02a34fcd996d705ef90d5,6efe1c87448d740f46a912d5a249f0505cc51bac412c94623dc66376d10b9b20,8c5f75820d813334ebb976169a23a934a219f6ac146c096bf3d6cb89f4a9a0c7,0f2da70dc2a9dbefde9bec2df5d1d49812c47d6b388ee11ad0ae451946263d93,dea1821b5cb00d51a7b2e7b38d6ea6f763d267c5bd070121d7bc04ed307b4374,16e0b4d4b37c0e211398231e1352d6c64f3b609e82b7c08bf66ef9e258f84e78,6bcb39f8627d5f093d6897f5f4b50dde3bd9b10c47817d6858d4418dc4c05ca2,833438461639a8867bad013410ac0f49bc793551309355cb94b12ae88677d23b
"0","0","0","53","0","vo_ske","1005901","0","vo_ske_0608","100590153","0","2"
"212","0","0","54","11","0","1005901","0","0","100590154","2","1"
"0","0","1","55","0","0","1005901","2.7","0","100590155","0","4"
"339","212","0","56","11","0","1005901","0","0","100590156","1","1"
"0","0","1","57","0","0","1005901","1","0","100590157","0","4"
"82","0","0","58","12","0","1005901","0","0","100590158","0.7","1"
"0","0","1","59","0","0","1005901","1.9","0","100590159","0","4"
"313","82","0","60","12","0","1005901","0","0","100590160","1.6","1"
"0","0","1","61","0","0","1005901","4","0","100590161","0","4"
"0","0","0","62","0","vo_ske","1005901","0","vo_ske_0609","100590162","0","2"
"238","0","0","63","13","0","1005901","0","0","100590163","2","1"
"0","0","1","64","0","0","1005901","3.8","0","100590164","0","4"
"0","0","0","65","0","vo_ske","1005901","0","vo_ske_0610","100590165","0","2"
"114","0","0","66","14","0","1005901","0","0","100590166","0.7","1"
"0","0","1","67","0","0","1005901","1.4","0","100590167","0","4"
"336","114","0","68","14","0","1005901","0","0","100590168","1.7","1"
"0","0","1","69","0","0","1005901","4.2","0","100590169","0","4"
"0","0","1","1","0","0","1005902","0.8","0","100590201","0","4"
"0","0","0","2","0","vo_ske","1005902","0","vo_ske_0701","100590202","0","2"
"310","0","0","3","1","0","1005902","0","0","100590203","2.3","1"
"0","0","1","4","0","0","1005902","3.6","0","100590204","0","4"
"0","0","0","5","0","vo_ske","1005902","0","vo_ske_0702","100590205","0","2"
"120","0","0","6","2","0","1005902","0","0","100590206","0.9","1"
"0","0","1","7","0","0","1005902","1.6","0","100590207","0","4"
"210","120","0","8","2","0","1005902","0","0","100590208","0.7","1"
"0","0","1","9","0","0","1005902","1.6","0","100590209","0","4"
"290","210","0","10","2","0","1005902","0","0","100590210","0.9","1"
"0","0","1","11","0","0","1005902","1.5","0","100590211","0","4"
"250","0","0","12","3","0","1005902","0","0","100590212","1.9","1"
"0","0","1","13","0","0","1005902","3.5","0","100590213","0","4"
"0","0","0","14","0","vo_ske","1005902","0","vo_ske_0703","100590214","0","2"
"135","0","0","15","4","0","1005902","0","0","100590215","1.2","1"
"0","0","1","16","0","0","1005902","2.1","0","100590216","0","4"
"328","135","0","17","4","0","1005902","0","0","100590217","1.6","1"
"0","0","1","18","0","0","1005902","1.6","0","100590218","0","4"
"114","0","0","19","5","0","1005902","0","0","100590219","0.6","1"
"0","0","1","20","0","0","1005902","2.5","0","100590220","0","4"
"0","0","0","21","0","vo_ske","1005902","0","vo_ske_0704","100590221","0","2"
"200","114","0","22","5","0","1005902","0","0","100590222","0.7","1"
"0","0","1","23","0","0","1005902","2.4","0","100590223","0","4"
"318","200","0","24","5","0","1005902","0","0","100590224","1.1","1"
"0","0","1","25","0","0","1005902","1.1","0","100590225","0","4"
"183","0","0","26","6","0","1005902","0","0","100590226","1.5","1"
"0","0","1","27","0","0","1005902","2","0","100590227","0","4"
"340","183","0","28","6","0","1005902","0","0","100590228","1.4","1"
"0","0","1","29","0","0","1005902","2.9","0","100590229","0","4"
"0","0","0","30","0","vo_ske","1005902","0","vo_ske_0705","100590230","0","2"
"85","0","0","31","7","0","1005902","0","0","100590231","0.6","1"
"0","0","1","32","0","0","1005902","1.4","0","100590232","0","4"
"340","85","0","33","7","0","1005902","0","0","100590233","2","1"
"0","0","1","34","0","0","1005902","5.2","0","100590234","0","4"
"0","0","0","35","0","vo_ske","1005902","0","vo_ske_0706","100590235","0","2"
"116","0","0","36","8","0","1005902","0","0","100590236","1.226","1"
"0","0","1","37","0","0","1005902","1.934","0","100590237","0","4"
"281","116","0","38","8","0","1005902","0","0","100590238","1.42","1"
"0","0","1","39","0","0","1005902","1.552","0","100590239","0","4"
"357","281","0","40","8","0","1005902","0","0","100590240","0.6","1"
"0","0","1","41","0","0","1005902","0.6","0","100590241","0","4"
"180","0","0","42","9","0","1005902","0","0","100590242","1.2","1"
"0","0","1","43","0","0","1005902","3","0","100590243","0","4"
"0","0","0","44","0","vo_ske","1005902","0","vo_ske_0707","100590244","0","2"
"284","180","0","45","9","0","1005902","0","0","100590245","1","1"
"0","0","1","46","0","0","1005902","2","0","100590246","0","4"
"402","284","0","47","9","0","1005902","0","0","100590247","0.9","1"
"0","0","1","48","0","0","1005902","3.1","0","100590248","0","4"
"0","0","0","49","0","vo_ske","1005902","0","vo_ske_0708","100590249","0","2"
"168","0","0","50","10","0","1005902","0","0","100590250","1.1","1"
"0","0","1","51","0","0","1005902","2.4","0","100590251","0","4"
"0","0","0","52","0","vo_ske","1005902","0","vo_ske_0709","100590252","0","2"
"340","0","0","53","11","0","1005902","0","0","100590253","2.5","1"
"0","0","1","54","0","0","1005902","3.4","0","100590254","0","4"
"0","0","0","55","0","vo_ske","1005902","0","vo_ske_0710","100590255","0","2"
"150","0","0","56","12","0","1005902","0","0","100590256","1.4","1"
"0","0","1","57","0","0","1005902","2.1","0","100590257","0","4"
"302","150","0","58","12","0","1005902","0","0","100590258","1.3","1"
"0","0","1","59","0","0","1005902","3.2","0","100590259","0","4"
"0","0","0","60","0","vo_ske","1005902","0","vo_ske_0711","100590260","0","2"
"63","0","0","61","13","0","1005902","0","0","100590261","0.8","1"
"0","0","1","62","0","0","1005902","1.9","0","100590262","0","4"
"305","63","0","63","13","0","1005902","0","0","100590263","1.7","1"
"0","0","1","64","0","0","1005902","3.5","0","100590264","0","4"
"0","0","0","65","0","vo_ske","1005902","0","vo_ske_0712","100590265","0","2"
"95","0","0","66","14","0","1005902","0","0","100590266","1","1"
"0","0","1","67","0","0","1005902","1.9","0","100590267","0","4"
"362","95","0","68","14","0","1005902","0","0","100590268","1.6","1"
"0","0","1","69","0","0","1005902","4.1","0","100590269","0","4"
"0","0","1","1","0","0","1005903","0.8","0","100590301","0","4"
"0","0","0","2","0","vo_ske","1005903","0","vo_ske_0801","100590302","0","2"
"231","0","0","3","1","0","1005903","0","0","100590303","2.2","1"
"0","0","1","4","0","0","1005903","3.4","0","100590304","0","4"
"0","0","0","5","0","vo_ske","1005903","0","vo_ske_0802","100590305","0","2"
"39","0","0","6","2","0","1005903","0","0","100590306","0.465","1"
"0","0","1","7","0","0","1005903","0.998","0","100590307","0","4"
"284","39","0","8","2","0","1005903","0","0","100590308","1.722","1"
"0","0","1","9","0","0","1005903","3.024","0","100590309","0","4"
"388","284","0","10","2","0","1005903","0","0","100590310","0.8","1"
"0","0","1","11","0","0","1005903","0.8","0","100590311","0","4"
"168","0","0","12","3","0","1005903","0","0","100590312","0.9","1"
"0","0","1","13","0","0","1005903","2.5","0","100590313","0","4"
"262","168","0","14","3","0","1005903","0","0","100590314","1","1"
"0","0","1","15","0","0","1005903","1.8","0","100590315","0","4"
"388","262","0","16","3","0","1005903","0","0","100590316","1.2","1"
"0","0","1","17","0","0","1005903","1.2","0","100590317","0","4"
"145","0","0","18","4","0","1005903","0","0","100590318","0.828","1"
"0","0","1","19","0","0","1005903","3.156","0","100590319","0","4"
"0","0","0","20","0","vo_ske","1005903","0","vo_ske_0803","100590320","0","2"
"134","0","0","21","5","0","1005903","0","0","100590321","1.2","1"
"0","0","1","22","0","0","1005903","2.3","0","100590322","0","4"
"347","134","0","23","5","0","1005903","0","0","100590323","1.8","1"
"0","0","1","24","0","0","1005903","3.4","0","100590324","0","4"
"257","0","0","25","6","0","1005903","0","0","100590325","1.9","1"
"0","0","1","26","0","0","1005903","4.3","0","100590326","0","4"
"0","0","0","27","0","vo_ske","1005903","0","vo_ske_0804","100590327","0","2"
"133","0","0","28","7","0","1005903","0","0","100590328","1.067","1"
"0","0","1","29","0","0","1005903","1.523","0","100590329","0","4"
"210","133","0","30","7","0","1005903","0","0","100590330","0.674","1"
"0","0","1","31","0","0","1005903","2.337","0","100590331","0","4"
"0","0","0","32","0","vo_ske","1005903","0","vo_ske_0805","100590332","0","2"
"330","210","0","33","7","0","1005903","0","0","100590333","1.1","1"
"0","0","1","34","0","0","1005903","1.1","0","100590334","0","4"
"110","0","0","35","8","0","1005903","0","0","100590335","0.675","1"
"0","0","1","36","0","0","1005903","1.662","0","100590336","0","4"
"350","110","0","37","8","0","1005903","0","0","100590337","2","1"
"0","0","1","38","0","0","1005903","4.3","0","100590338","0","4"
"0","0","0","39","0","vo_ske","1005903","0","vo_ske_0806","100590339","0","2"
"140","0","0","40","9","0","1005903","0","0","100590340","1.3","1"
"0","0","1","41","0","0","1005903","2.5","0","100590341","0","4"
"370","140","0","42","9","0","1005903","0","0","100590342","1.7","1"
"0","0","1","43","0","0","1005903","1.7","0","100590343","0","4"
"83","0","0","44","10","0","1005903","0","0","100590344","0.5","1"
"0","0","1","45","0","0","1005903","3.5","0","100590345","0","4"
"0","0","0","46","0","vo_ske","1005903","0","vo_ske_0807","100590346","0","2"
"222","0","0","47","11","0","1005903","0","0","100590347","2","1"
"0","0","1","48","0","0","1005903","3.2","0","100590348","0","4"
"385","222","0","49","11","0","1005903","0","0","100590349","1.1","1"
"0","0","1","50","0","0","1005903","1.1","0","100590350","0","4"
"102","0","0","51","12","0","1005903","0","0","100590351","0.8","1"
"0","0","1","52","0","0","1005903","2.4","0","100590352","0","4"
"328","102","0","53","12","0","1005903","0","0","100590353","1.7","1"
"0","0","1","54","0","0","1005903","4.6","0","100590354","0","4"
"0","0","0","55","0","vo_ske","1005903","0","vo_ske_0808","100590355","0","2"
"89","0","0","56","13","0","1005903","0","0","100590356","0.4","1"
"0","0","1","57","0","0","1005903","2","0","100590357","0","4"
"360","89","0","58","13","0","1005903","0","0","100590358","2.3","1"
"0","0","1","59","0","0","1005903","3.2","0","100590359","0","4"
"120","0","0","60","14","0","1005903","0","0","100590360","0.9","1"
"0","0","1","61","0","0","1005903","3.2","0","100590361","0","4"
"0","0","0","62","0","vo_ske","1005903","0","vo_ske_0809","100590362","0","2"
"318","120","0","63","14","0","1005903","0","0","100590363","0.8","1"
"0","0","1","64","0","0","1005903","3.3","0","100590364","0","4"
"0","0","1","1","0","0","1005904","0.8","0","100590401","0","4"
"0","0","0","2","0","vo_ske","1005904","0","vo_ske_0901","100590402","0","2"
"113","0","0","3","1","0","1005904","0","0","100590403","1.325","1"
"0","0","1","4","0","0","1005904","2.008","0","100590404","0","4"
"365","113","0","5","1","0","1005904","0","0","100590405","1.863","1"
"0","0","1","6","0","0","1005904","3.699","0","100590406","0","4"
"0","0","0","7","0","vo_ske","1005904","0","vo_ske_0902","100590407","0","2"
"151","0","0","8","2","0","1005904","0","0","100590408","1.3","1"
"0","0","1","9","0","0","1005904","2.1","0","100590409","0","4"
"375","151","0","10","2","0","1005904","0","0","100590410","1.8","1"
"0","0","1","11","0","0","1005904","1.8","0","100590411","0","4"
"71","0","0","12","3","0","1005904","0","0","100590412","0.7","1"
"0","0","1","13","0","0","1005904","1.6","0","100590413","0","4"
"351","71","0","14","3","0","1005904","0","0","100590414","2.2","1"
"0","0","1","15","0","0","1005904","4.8","0","100590415","0","4"
"0","0","0","16","0","vo_ske","1005904","0","vo_ske_0903","100590416","0","2"
"304","0","0","17","4","0","1005904","0","0","100590417","2.3","1"
"0","0","1","18","0","0","1005904","3","0","100590418","0","4"
"389","304","0","19","4","0","1005904","0","0","100590419","0.8","1"
"0","0","1","20","0","0","1005904","1.3","0","100590420","0","4"
"342","0","0","21","5","0","1005904","0","0","100590421","2.8","1"
"0","0","1","22","0","0","1005904","4.9","0","100590422","0","4"
"0","0","0","23","0","vo_ske","1005904","0","vo_ske_0904","100590423","0","2"
"125","0","0","24","6","0","1005904","0","0","100590424","0.9","1"
"0","0","1","25","0","0","1005904","1.9","0","100590425","0","4"
"215","125","0","26","6","0","1005904","0","0","100590426","0.8","1"
"0","0","1","27","0","0","1005904","1.4","0","100590427","0","4"
"395","215","0","28","6","0","1005904","0","0","100590428","1.7","1"
"0","0","1","29","0","0","1005904","1.7","0","100590429","0","4"
"47","0","0","30","7","0","1005904","0","0","100590430","0.3","1"
"0","0","1","31","0","0","1005904","1.2","0","100590431","0","4"
"317","47","0","32","7","0","1005904","0","0","100590432","2.1","1"
"0","0","1","33","0","0","1005904","4.1","0","100590433","0","4"
"0","0","0","34","0","vo_ske","1005904","0","vo_ske_0905","100590434","0","2"
"233","0","0","35","8","0","1005904","0","0","100590435","1.3","1"
"0","0","1","36","0","0","1005904","1.9","0","100590436","0","4"
"311","233","0","37","8","0","1005904","0","0","100590437","0.59","1"
"0","0","1","38","0","0","1005904","2.656","0","100590438","0","4"
"0","0","0","39","0","vo_ske","1005904","0","vo_ske_0906","100590439","0","2"
"97","0","0","40","9","0","1005904","0","0","100590440","0.8","1"
"0","0","1","41","0","0","1005904","1.7","0","100590441","0","4"
"350","97","0","42","9","0","1005904","0","0","100590442","2.1","1"
"0","0","1","43","0","0","1005904","2.1","0","100590443","0","4"
"170","0","0","44","10","0","1005904","0","0","100590444","1.4","1"
"0","0","1","45","0","0","1005904","3.3","0","100590445","0","4"
"300","170","0","46","10","0","1005904","0","0","100590446","1.1","1"
"0","0","1","47","0","0","1005904","2.2","0","100590447","0","4"
"395","300","0","48","10","0","1005904","0","0","100590448","0.6","1"
"0","0","1","49","0","0","1005904","0.6","0","100590449","0","4"
"253","0","0","50","11","0","1005904","0","0","100590450","2.1","1"
"0","0","1","51","0","0","1005904","4.7","0","100590451","0","4"
"0","0","0","52","0","vo_ske","1005904","0","vo_ske_0907","100590452","0","2"
"95","0","0","53","12","0","1005904","0","0","100590453","0.8","1"
"0","0","1","54","0","0","1005904","1.7","0","100590454","0","4"
"256","95","0","55","12","0","1005904","0","0","100590455","1.34","1"
"0","0","1","56","0","0","1005904","1.874","0","100590456","0","4"
"347","256","0","57","12","0","1005904","0","0","100590457","0.776","1"
"0","0","1","58","0","0","1005904","2.613","0","100590458","0","4"
"0","0","0","59","0","vo_ske","1005904","0","vo_ske_0908","100590459","0","2"
"161","0","0","60","14","0","1005904","0","0","100590460","1.5","1"
"0","0","1","61","0","0","1005904","2.6","0","100590461","0","4"
"399","161","0","62","14","0","1005904","0","0","100590462","2","1"
"0","0","1","63","0","0","1005904","4.5","0","100590463","0","4"
"0","0","1","1","0","0","1005905","0.8","0","100590501","0","4"
"0","0","0","2","0","vo_ske","1005905","0","vo_ske_1001","100590502","0","2"
"53","0","0","3","1","0","1005905","0","0","100590503","0.5","1"
"0","0","1","4","0","0","1005905","1.1","0","100590504","0","4"
"235","53","0","5","1","0","1005905","0","0","100590505","1.4","1"
"0","0","1","6","0","0","1005905","2.8","0","100590506","0","4"
"0","0","0","7","0","vo_ske","1005905","0","vo_ske_1002","100590507","0","2"
"230","0","0","8","2","0","1005905","0","0","100590508","1.8","1"
"0","0","1","9","0","0","1005905","2.4","0","100590509","0","4"
"400","230","0","10","2","0","1005905","0","0","100590510","1.4","1"
"0","0","1","11","0","0","1005905","3.3","0","100590511","0","4"
"0","0","0","12","0","vo_ske","1005905","0","vo_ske_1003","100590512","0","2"
"237","0","0","13","3","0","1005905","0","0","100590513","2.224","1"
"0","0","1","14","0","0","1005905","2.769","0","100590514","0","4"
"358","237","0","15","3","0","1005905","0","0","100590515","0.869","1"
"0","0","1","16","0","0","1005905","1.635","0","100590516","0","4"
"93","0","0","17","4","0","1005905","0","0","100590517","0.6","1"
"0","0","1","18","0","0","1005905","2.2","0","100590518","0","4"
"0","0","0","19","0","vo_ske","1005905","0","vo_ske_1004","100590519","0","2"
"237","93","0","20","4","0","1005905","0","0","100590520","1.3","1"
"0","0","1","21","0","0","1005905","1.8","0","100590521","0","4"
"342","237","0","22","4","0","1005905","0","0","100590522","0.9","1"
"0","0","1","23","0","0","1005905","0.9","0","100590523","0","4"
"166","0","0","24","5","0","1005905","0","0","100590524","0.9","1"
"0","0","1","25","0","0","1005905","2.7","0","100590525","0","4"
"327","166","0","26","5","0","1005905","0","0","100590526","1.059","1"
"0","0","1","27","0","0","1005905","3","0","100590527","0","4"
"0","0","0","28","0","vo_ske","1005905","0","vo_ske_1005","100590528","0","2"
"94","0","0","29","6","0","1005905","0","0","100590529","1.2","1"
"0","0","1","30","0","0","1005905","1.7","0","100590530","0","4"
"397","94","0","31","6","0","1005905","0","0","100590531","2.1","1"
"0","0","1","32","0","0","1005905","4.5","0","100590532","0","4"
"0","0","0","33","0","vo_ske","1005905","0","vo_ske_1006","100590533","0","2"
"47","0","0","34","7","0","1005905","0","0","100590534","0.566","1"
"0","0","1","35","0","0","1005905","1.552","0","100590535","0","4"
"362","47","0","36","7","0","1005905","0","0","100590536","2.318","1"
"0","0","1","37","0","0","1005905","3.724","0","100590537","0","4"
"260","0","0","38","8","0","1005905","0","0","100590538","2.077","1"
"0","0","1","39","0","0","1005905","2.729","0","100590539","0","4"
"327","260","0","40","8","0","1005905","0","0","100590540","0.66","1"
"0","0","1","41","0","0","1005905","2.832","0","100590541","0","4"
"0","0","0","42","0","vo_ske","1005905","0","vo_ske_1007","100590542","0","2"
"60","0","0","43","9","0","1005905","0","0","100590543","0.608","1"
"0","0","1","44","0","0","1005905","1.363","0","100590544","0","4"
"179","60","0","45","9","0","1005905","0","0","100590545","1.493","1"
"0","0","1","46","0","0","1005905","2.007","0","100590546","0","4"
"387","179","0","47","9","0","1005905","0","0","100590547","1.437","1"
"0","0","1","48","0","0","1005905","3.22","0","100590548","0","4"
"0","0","0","49","0","vo_ske","1005905","0","vo_ske_1008","100590549","0","2"
"133","0","0","50","10","0","1005905","0","0","100590550","1.2","1"
"0","0","1","51","0","0","1005905","2.4","0","100590551","0","4"
"347","133","0","52","10","0","1005905","0","0","100590552","1.5","1"
"0","0","1","53","0","0","1005905","1.5","0","100590553","0","4"
"104","0","0","54","11","0","1005905","0","0","100590554","0.4","1"
"0","0","1","55","0","0","1005905","2.7","0","100590555","0","4"
"331","104","0","56","11","0","1005905","0","0","100590556","1.6","1"
"0","0","1","57","0","0","1005905","3.7","0","100590557","0","4"
"0","0","0","58","0","vo_ske","1005905","0","vo_ske_1009","100590558","0","2"
"345","0","0","59","12","0","1005905","0","0","100590559","2.9","1"
"0","0","1","60","0","0","1005905","4","0","100590560","0","4"
"216","0","0","61","13","0","1005905","0","0","100590561","1.6","1"
"0","0","1","62","0","0","1005905","3.6","0","100590562","0","4"
"0","0","0","63","0","vo_ske","1005905","0","vo_ske_1010","100590563","0","2"
"121","0","0","64","14","0","1005905","0","0","100590564","0.7","1"
"0","0","1","65","0","0","1005905","2.1","0","100590565","0","4"
"360","121","0","66","14","0","1005905","0","0","100590566","1.9","1"
"0","0","1","67","0","0","1005905","4.4","0","100590567","0","4"
"0","0","1","1","0","0","1005906","0.8","0","100590601","0","4"
"0","0","0","2","0","vo_ske","1005906","0","vo_ske_1101","100590602","0","2"
"121","0","0","3","1","0","1005906","0","0","100590603","1","1"
"0","0","1","4","0","0","1005906","1.7","0","100590604","0","4"
"211","121","0","5","1","0","1005906","0","0","100590605","0.6","1"
"0","0","1","6","0","0","1005906","1.5","0","100590606","0","4"
"280","211","0","7","1","0","1005906","0","0","100590607","0.9","1"
"0","0","1","8","0","0","1005906","1.5","0","100590608","0","4"
"135","0","0","9","2","0","1005906","0","0","100590609","1.6","1"
"0","0","1","10","0","0","1005906","3.6","0","100590610","0","4"
"0","0","0","11","0","vo_ske","1005906","0","vo_ske_1102","100590611","0","2"
"260","135","0","12","2","0","1005906","0","0","100590612","0.9","1"
"0","0","1","13","0","0","1005906","1.8","0","100590613","0","4"
"320","260","0","14","2","0","1005906","0","0","100590614","0.7","1"
"0","0","1","15","0","0","1005906","1.9","0","100590615","0","4"
"346","320","0","16","2","0","1005906","0","0","100590616","0.2","1"
"0","0","1","17","0","0","1005906","1.5","0","100590617","0","4"
"190","0","0","18","3","0","1005906","0","0","100590618","2.1","1"
"0","0","1","19","0","0","1005906","4.1","0","100590619","0","4"
"0","0","0","20","0","vo_ske","1005906","0","vo_ske_1103","100590620","0","2"
"387","190","0","21","3","0","1005906","0","0","100590621","1.7","1"
"0","0","1","22","0","0","1005906","2.5","0","100590622","0","4"
"139","0","0","23","4","0","1005906","0","0","100590623","1.197","1"
"0","0","1","24","0","0","1005906","1.72","0","100590624","0","4"
"347","139","0","25","4","0","1005906","0","0","100590625","1.735","1"
"0","0","1","26","0","0","1005906","4.154","0","100590626","0","4"
"0","0","0","27","0","vo_ske","1005906","0","vo_ske_1104","100590627","0","2"
"292","0","0","28","5","0","1005906","0","0","100590628","2.4","1"
"0","0","1","29","0","0","1005906","3.1","0","100590629","0","4"
"355","292","0","30","5","0","1005906","0","0","100590630","0.7","1"
"0","0","1","31","0","0","1005906","0.7","0","100590631","0","4"
"153","0","0","32","6","0","1005906","0","0","100590632","1.2","1"
"0","0","1","33","0","0","1005906","1.8","0","100590633","0","4"
"289","153","0","34","6","0","1005906","0","0","100590634","1.2","1"
"0","0","1","35","0","0","1005906","3.8","0","100590635","0","4"
"0","0","0","36","0","vo_ske","1005906","0","vo_ske_1105","100590636","0","2"
"92","0","0","37","7","0","1005906","0","0","100590637","0.8","1"
"0","0","1","38","0","0","1005906","1.4","0","100590638","0","4"
"230","92","0","39","7","0","1005906","0","0","100590639","1.1","1"
"0","0","1","40","0","0","1005906","2.1","0","100590640","0","4"
"384","260","0","41","7","0","1005906","0","0","100590641","1.3","1"
"0","0","1","42","0","0","1005906","1.3","0","100590642","0","4"
"55","0","0","43","8","0","1005906","0","0","100590643","0.4","1"
"0","0","1","44","0","0","1005906","1.9","0","100590644","0","4"
"177","55","0","45","8","0","1005906","0","0","100590645","1.152","1"
"0","0","1","46","0","0","1005906","1.561","0","100590646","0","4"
"355","177","0","47","8","0","1005906","0","0","100590647","1.273","1"
"0","0","1","48","0","0","1005906","3.32","0","100590648","0","4"
"0","0","0","49","0","vo_ske","1005906","0","vo_ske_1106","100590649","0","2"
"300","0","0","50","9","0","1005906","0","0","100590650","2.7","1"
"0","0","1","51","0","0","1005906","3.8","0","100590651","0","4"
"79","0","0","52","10","0","1005906","0","0","100590652","0.894","1"
"0","0","1","53","0","0","1005906","1.455","0","100590653","0","4"
"263","79","0","54","10","0","1005906","0","0","100590654","1.334","1"
"0","0","1","55","0","0","1005906","3.699","0","100590655","0","4"
"0","0","0","56","0","vo_ske","1005906","0","vo_ske_1107","100590656","0","2"
"210","0","0","57","11","0","1005906","0","0","100590657","1.7","1"
"0","0","1","58","0","0","1005906","2.8","0","100590658","0","4"
"183","0","0","59","12","0","1005906","0","0","100590659","1.364","1"
"0","0","1","60","0","0","1005906","3.365","0","100590660","0","4"
"0","0","0","61","0","vo_ske","1005906","0","vo_ske_1108","100590661","0","2"
"85","0","0","62","13","0","1005906","0","0","100590662","0.6","1"
"0","0","1","63","0","0","1005906","2.4","0","100590663","0","4"
"0","0","0","64","0","vo_ske","1005906","0","vo_ske_1109","100590664","0","2"
"122","0","0","65","14","0","1005906","0","0","100590665","1","1"
"0","0","1","66","0","0","1005906","2","0","100590666","0","4"
"212","122","0","67","14","0","1005906","0","0","100590667","1","1"
"0","0","1","68","0","0","1005906","3.5","0","100590668","0","4"
