aa52b6293fe9efb0e67ec25824d56910e382990c73a8d61381fcc78ded65c1ab,bf51ca44921142f215f9f9433114f11037e277d60becff5b61cbe5055086003c,9d7d3f348855c0cf430b9cbf91419f287922be09b70da89267210b83258c1dc3,2a016980dc51c413fc455cb9b358394b5faebc2ca2d281d94b5d3dd579b9ebb6,830f9361d9e5ca739574e15753514572a1d374ed62774f89a57c92041a62d628,95d3492620c72eae5fa5f53b237a4287515cf7647e6ff5a5af4ddcb4276c356c,dc8d5c972b31342845d7b85f979b2721e6e0deb2af797e09ccdcbc8e3f660387,ad681732d48d074eedf1547ac7dc5f74ba173c69b4505a8611c6969ad5dd2078,6c11d5021643f87c7b2778447389bd02db56e92439176cb9c134d3754b2a1a90,7dfa399b646e0fdd4f6c55a9ba9b2c12f48eab16d9a312443b9d8d4a5e4b6863,61603f617b30a13c8f66a0001e5d8c544b3a44920dabf3b27b67332f854b77d4
"nyx_203_yukari_03","","","3","1","103431","","0.5","203","12030036",""
"それ～もっと飲め～\nうふふ～麦しゅわに\n不可能はないわ～♪","","","11","10","103431","","","203","12030037",""
"","","","91","","0","","","203","12030038",""
"","","","93","","0.1","","","203","12030039",""
"nyx_203_yukari_06","1","nyx_203_yukari_05","3","0","3","","0.2","203","12030040",""
"nyx_203_yukari_06","1","nyx_203_yukari_05","3","0","103431","","0.2","203","12030041",""
"","","","93","","0.5","","","203","12030042",""
"nyx_lookup","1","nyx_cmn_05","3","0","103231","","0.2","203","12030043","0.2"
"","","","93","","2","","","203","12030044",""
"1","","","12","1","103231","","","203","12030045",""
"1","","","4","","3","","","203","12030046",""
"1","","","4","","103431","","","203","12030047",""
"nyx_203_yukari_04","","","3","0","3","","0.2","203","12030048",""
"nyx_203_yukari_04","","","3","0","103431","","0.2","203","12030049",""
"-245","0","0.67","2","-10","3","","","203","12030050",""
"-245","0","0.67","2","-10","103431","","","203","12030051",""
"","","","93","","0.67","","","203","12030052",""
"","","","93","","0.83","","","203","12030053",""
"-265","0","0.5","2","-10","3","","","203","12030054",""
"-265","0","0.5","2","-10","103431","","","203","12030055",""
"","","","93","","0.5","","","203","12030056",""
"-328","0","0.67","2","-10","3","","","203","12030057",""
"-328","0","0.67","2","-10","103431","","","203","12030058",""
"nyx_cmn_04","","","3","1","103231","","0.2","203","12030059",""
"nyx_lookup","1","nyx_idle_sad","3","0","104831","","0.2","203","12030060","0.2"
"","","","93","","0.67","","","203","12030061",""
"-330","0","0.67","2","-10","3","","","203","12030062",""
"-330","0","0.67","2","-10","103431","","","203","12030063",""
"","","","93","","0.67","","","203","12030064",""
"nyx_203_yukari_05","1","nyx_203_yukari_06","3","0","3","","0.2","203","12030065",""
"nyx_203_yukari_05","1","nyx_203_yukari_06","3","0","103431","","0.2","203","12030066",""
"","","","93","","0.66","","","203","12030067",""
"12","","","12","1","104831","","","203","12030068",""
"","","","93","","2","","","203","12030069",""
"9","","","12","1","103431","","","203","12030070",""
"nyx_lookup","1","nyx_talk_sad","3","0","104631","","0.2","203","12030071","0.2"
"0","","","4","","3","","","203","12030072",""
"0","","","4","","103431","","","203","12030073",""
"nyx_203_yukari_04","","","3","0","3","","0.2","203","12030074",""
"nyx_203_yukari_04","","","3","0","103431","","0.2","203","12030075",""
"-285","0","0.67","2","-10","3","","","203","12030076",""
"-285","0","0.67","2","-10","103431","","","203","12030077",""
"","","","93","","0.67","","","203","12030078",""
"","","","93","","0.83","","","203","12030079",""
"-265","0","0.5","2","-10","3","","","203","12030080",""
"-265","0","0.5","2","-10","103431","","","203","12030081",""
"","","","93","","0.5","","","203","12030082",""
"-202","0","0.67","2","-10","3","","","203","12030083",""
"-202","0","0.67","2","-10","103431","","","203","12030084",""
"5","","","12","1","104631","","","203","12030085",""
"","","","93","","0.67","","","203","12030086",""
"-200","0","0.67","2","-10","3","","","203","12030087",""
"-200","0","0.67","2","-10","103431","","","203","12030088",""
"","","","93","","0.67","","","203","12030089",""
"nyx_203_yukari_05","","","3","1","3","","0.2","203","12030090",""
"nyx_203_yukari_05","","","3","1","103431","","0.2","203","12030091",""
"","","","93","","0.66","","","203","12030092",""
"nyx_idle_sad","","","3","1","104631","","0.2","203","12030093",""
"6","","","12","1","103431","","","203","12030094",""
"0","","","4","","3","","","203","12030095",""
"0","","","4","","103431","","","203","12030096",""
"","","","93","","1","","","203","12030097",""
"","","","101","","12030039","","","203","12030098",""
"104831","28.5","121.8","1","110","1","nyx_204_mifuyu_01","1.2","204","12040001","1"
"2","28.5","121.8","5","120","2","nyx_204_mifuyu_01","1.2","204","12040002","1"
"103431","-286.1","-278","1","110","1","nyx_idle_normal","1.2","204","12040003","0"
"104631","-286.1","283.5","1","140","1","nyx_idle_normal","1.2","204","12040004","1"
"103231","-286.1","-413","1","110","1","nyx_idle_normal","1.2","204","12040005","0"
"1","1","0","31","0","2","","1","204","12040006",""
"3","-278","109","5","130","3","nyx_yagura_up_harf","1.2","204","12040007","0"
"2","1","34","31","-111","14","","1","204","12040008",""
"bgm_M347","","","25","","bgm_M347","","","204","12040009",""
"","","","93","","2","","","204","12040010",""
"nyx_204_mifuyu_01","","","3","1","104831","","0.2","204","12040011",""
"nyx_204_mifuyu_01","","","3","1","2","","0.2","204","12040012",""
"とうとう完成…\nしてしまったわね…","","","11","10","104831","","0","204","12040013",""
"","","","93","","0.2","","","204","12040014",""
"nyx_lookup","1","nyx_204_akino_01_loop","3","0","104631","","0.2","204","12040015","0.2"
"","","","93","","0.5","","","204","12040016",""
"nyx_204_mifuyu_02","","","3","1","104831","","0.2","204","12040017",""
"nyx_204_mifuyu_02","","","3","1","2","","0.2","204","12040018",""
"","","","91","","12040013","","","204","12040019",""
"設計段階より\n明らかに機能が\n増やされてるわ…","","","11","10","104831","","0","204","12040020",""
"","","","93","","1.5","","","204","12040021",""
"nyx_lookup","1","nyx_lookup_loop","3","0","103431","","0.2","204","12040022","0.2"
"","","","91","","12040020","","","204","12040023",""
"","","","93","","0.2","","","204","12040024",""
"nyx_204_akino_01","","","3","0","103231","","0.2","204","12040025",""
"驚いたでしょう！\nこれこそが私たちの\nアイデアの結晶！","","","11","10","103231","","","204","12040026",""
"","","","93","","1","","","204","12040027",""
"nyx_204_akino_02","","","3","1","103231","","0.2","204","12040028",""
"","","","91","","12040026","","","204","12040029",""
"","","","93","","0.5","","","204","12040030",""
"ええ、驚いたわ…\nまさかこんなにも\n好き勝手やるなんて","","","11","10","104831","","0","204","12040031",""
"","","","93","","0.2","","","204","12040032",""
"nyx_204_mifuyu_03","","","3","1","104831","","0.2","204","12040033","0.2"
"nyx_204_mifuyu_03","","","3","1","2","","0.2","204","12040034","0.2"
"","","","93","","3","","","204","12040035",""
"","","","91","","12040031","","","204","12040036",""
"nyx_talk_sad","","","3","1","104631","","","204","12040037",""
"ど、どうして\n震えてるにゃ？\nミフユ…","","","11","10","104631","","","204","12040038",""
"","","","91","","0","","","204","12040039",""
"nyx_204_mifuyu_04","1","nyx_204_mifuyu_05","3","0","104831","","0.3","204","12040040","0.3"
"nyx_204_mifuyu_04","1","nyx_204_mifuyu_05","3","0","2","","0.3","204","12040041","0.3"
"当たり前です！\nなんですかこの\n無駄だらけな機能！","","","11","10","104831","","0","204","12040042",""
"","","","93","","0.6","","","204","12040043",""
"cmn_shock_def_N","1","nyx_idle_surprise2","3","0","104631","","0.3","204","12040044","0.2"
"cmn_shock_def_N","1","nyx_idle_sad","3","0","103431","","0.3","204","12040045","0.2"
"cmn_shock_def_N","1","nyx_idle_surprise1","3","0","103231","","0.3","204","12040046","0.2"
"","","","93","","1.5","","","204","12040047",""
"","","","91","","12040042","","","204","12040048",""
"どこを見ても\n無駄ばかり…\n非効率すぎる…！","","","11","10","104831","","0","204","12040049",""
"","","","91","","0","","","204","12040050",""
"nyx_talk_sad","","","3","1","103431","","0.3","204","12040051","0.3"
"お、落ち着いて\nミフユさん…\n仕方がなかったの…","","","11","10","103431","","","204","12040052",""
"","","","91","","0","","","204","12040053",""
"こんなの\n落ち着けるわけ\nないでしょーっ！","","","11","10","104831","","0","204","12040054",""
"","","","93","","2.7","","","204","12040055",""
"nyx_cmn_03","","","3","1","103431","","0.3","204","12040056","0.3"
"nyx_204_mifuyu_07","1","nyx_204_mifuyu_06","3","0","104831","","0.3","204","12040057","0.3"
"nyx_204_mifuyu_07","1","nyx_204_mifuyu_06","3","0","2","","0.3","204","12040058","0.3"
"","","","91","","12040052","","","204","12040059",""
"","","","93","","0.5","","","204","12040060",""
"0","","","4","1","103431","","","204","12040061",""
"","","","93","","0.5","","","204","12040062",""
"2","","","12","1","103431","","","204","12040063",""
"","","","93","","1.5","","","204","12040064",""
"17","","","12","1","104631","","","204","12040065",""
"nyx_talk_sad","","","3","1","104631","","0.3","204","12040066","0.3"
"","","","93","","1.5","","","204","12040067",""
"1","","","4","1","103431","","","204","12040068",""
"nyx_idle_sad","","","3","1","104631","","0.3","204","12040069","0.3"
"","","","93","","0.2","","","204","12040070",""
"7","","","12","1","103231","","","204","12040071",""
"nyx_talk_joy1","1","cmn_pose02_def_N","3","0","103231","","0.3","204","12040072","0.2"
"","","","93","","0.1","","","204","12040073",""
"nyx_talk_sad","","","3","1","103431","","0.3","204","12040074","0.3"
"","","","93","","2","","","204","12040075",""
"15","","","12","1","104831","","","204","12040076",""
"","","","93","","2","","","204","12040077",""
"1","","","101","","12040061","","","204","12040078",""
"111031","-277","-135","1","110","1","nyx_301_yuni_01","1.2","301","13010001","0"
"1","1","0","31","0","3","","1","301","13010002",""
"2","1","-195","31","40","17","","1","301","13010003",""
"3","1","-195","31","40","18","","0","301","13010004",""
"4","1","-195","31","40","19","","0","301","13010005",""
"bgm_M347","","","25","","bgm_M347","","","301","13010006",""
"","","","93","","2","","","301","13010007",""
"なかよしX…\nあれは実に\n浪漫の結晶だった…","","","11","10","111031","","","301","13010008",""
"1","","","91","","0","","","301","13010009",""
"あのイノベーション\nから得た刺激は形に\n遺しておくべきだ…","","","11","10","111031","","","301","13010010",""
"1","","","91","","0","","","301","13010011",""
"","","","93","","0.6","","","301","13010012",""
"nyx_103_yuni_02","","","3","1","111031","","0.2","301","13010013",""
"というわけで\nなかよしXの残骸を\n集めてみたわけだが","","","11","10","111031","","","301","13010014",""
"1","","","91","","0","","","301","13010015",""
"cmn_pose02_def_N","","nyx_idle_normal","3","0","111031","","0.2","301","13010016","0.2"
"これらをリペアして\n単に組み直したとて\n模造品でしかない","","","11","10","111031","","","301","13010017",""
"1","","","91","","0","","","301","13010018",""
"nyx_103_yuni_03","1","nyx_103_yuni_04","3","0","111031","","0.2","301","13010019",""
"独自の改修を施すぞ\n機体の縮小化そして\n各種機能を改良だ","","","11","10","111031","","","301","13010020",""
"1","","","91","","0","","","301","13010021",""
"cmn_pose02_def_N","","","3","1","111031","","0.2","301","13010022",""
"ふむ、すなわち\nたい焼きに麦しゅわ\nだが…","","","11","10","111031","","","301","13010023",""
"","","","91","","0","","","301","13010024",""
"","","","93","","0.5","","","301","13010025",""
"nyx_301_yuni_03","","","3","1","111031","","0.2","301","13010026",""
"いや、そもそもなぜ\nたい焼き麦しゅわが\n組み込まれていたか","","","11","10","111031","","","301","13010027",""
"1","","","91","","0","","","301","13010028",""
"…理解に苦しむな\nまずそこから考える\n必要がありそうだ","","","11","10","111031","","","301","13010029",""
"1","","","91","","0","","","301","13010030",""
"nyx_301_yuni_01","","","3","1","111031","","0.2","301","13010031",""
"なんたる難題だろう\nぼくの知的探求心が\n疼いてきたと言える","","","11","10","111031","","","301","13010032",""
"","","","91","","0","","","301","13010033",""
"","","","93","","2","","","301","13010034",""
"1","","","4","","111031","","","301","13010035",""
"cmn_walk_def_N","","","3","1","111031","","0.2","301","13010036",""
"-230","","1.5","2","-277","111031","","","301","13010037",""
"","","","93","","1.5","","","301","13010038",""
"nyx_301_yuni_02","1","nyx_idle_normal","3","0","111031","","0.2","301","13010039","0.2"
"","","","93","","3","","","301","13010040",""
"0","","","4","","111031","","","301","13010041",""
"cmn_walk_def_N","","","3","1","111031","","0.2","301","13010042",""
"-95","","1.5","2","-277","111031","","","301","13010043",""
"","","","93","","1.5","","","301","13010044",""
"12","","","12","1","111031","","","301","13010045",""
"nyx_301_yuni_02","1","nyx_idle_normal","3","0","111031","","0.2","301","13010046","0.2"
"","","","93","","0.4","","","301","13010047",""
"1","","","32","","3","","","301","13010048",""
"","","","93","","2.6","","","301","13010049",""
"1","","","4","","111031","","","301","13010050",""
"cmn_walk_def_N","","","3","1","111031","","0.2","301","13010051",""
"-230","","1.5","2","-277","111031","","","301","13010052",""
"","","","93","","1.5","","","301","13010053",""
"13","","","12","1","111031","","","301","13010054",""
"nyx_301_yuni_02","1","nyx_idle_normal","3","0","111031","","0.2","301","13010055","0.2"
"","","","93","","3","","","301","13010056",""
"0","","","4","","111031","","","301","13010057",""
"cmn_walk_def_N","","","3","1","111031","","0.2","301","13010058",""
"-95","","1.5","2","-277","111031","","","301","13010059",""
"","","","93","","1.5","","","301","13010060",""
"nyx_301_yuni_02","1","nyx_idle_normal","3","0","111031","","0.2","301","13010061","0.2"
"","","","93","","0.4","","","301","13010062",""
"1","","","32","","4","","","301","13010063",""
"","","","93","","2.6","","","301","13010064",""
"1","","","4","","111031","","","301","13010065",""
"cmn_walk_def_N","","","3","1","111031","","0.2","301","13010066",""
"-230","","1.5","2","-277","111031","","","301","13010067",""
"","","","93","","1.5","","","301","13010068",""
"nyx_301_yuni_02","1","nyx_idle_normal","3","0","111031","","0.2","301","13010069","0.2"
"","","","93","","3","","","301","13010070",""
"0","","","4","","111031","","","301","13010071",""
"cmn_walk_def_N","","","3","1","111031","","0.2","301","13010072",""
"165","","4","2","-277","111031","","","301","13010073",""
"","","","93","","4","","","301","13010074",""
"12","","","12","1","111031","","","301","13010075",""
"nyx_301_yuni_02","1","nyx_idle_normal","3","0","111031","","0.2","301","13010076","0.2"
"","","","93","","3","","","301","13010077",""
"1","","","4","","111031","","","301","13010078",""
"cmn_walk_def_N","","","3","1","111031","","0.2","301","13010079",""
"-230","","4","2","-277","111031","","","301","13010080",""
"","","","93","","4","","","301","13010081",""
"17","","","12","1","111031","","","301","13010082",""
"cmn_pose02_def_N","1","nyx_idle_normal","3","0","111031","","0.2","301","13010083","0.2"
"","","","93","","4","","","301","13010084",""
"0","","","4","","111031","","","301","13010085",""
"cmn_walk_def_N","","","3","1","111031","","0.2","301","13010086",""
"165","","4","2","-277","111031","","","301","13010087",""
"","","","93","","4","","","301","13010088",""
"nyx_301_yuni_02","0","nyx_303_yuni_01","3","0","111031","","0.2","301","13010089","0.2"
"","","","93","","2.4","","","301","13010090",""
"7","","","12","1","111031","","","301","13010091",""
"","","","93","","1.6","","","301","13010092",""
"1","","","4","","111031","","","301","13010093",""
"cmn_walk_def_N","","","3","1","111031","","0.2","301","13010094",""
"-230","","4","2","-277","111031","","","301","13010095",""
"","","","93","","4","","","301","13010096",""
"2","","","12","1","111031","","","301","13010097",""
"nyx_301_yuni_02","1","cmn_pose02_def_N","3","0","111031","","0.2","301","13010098","0.2"
"","","","93","","4","","","301","13010099",""
"","","","101","","13010071","","","301","13010100",""
"111031","-277","4000","1","110","1","nyx_idle_normal","1.2","302","13020001","1"
"2","-277","-200","5","120","2","NoItem","1.2","302","13020002","1"
"1","1","0","31","0","3","","1","302","13020003",""
"3","1","-240","31","-110","20","","0","302","13020004",""
"4","1.2","-195","31","40","21","","1","302","13020005",""
"bgm_M347","","","25","","bgm_M347","","","302","13020006",""
"","","","93","","2","","","302","13020007",""
"nyx_302_yuni_01","1","nyx_idle_normal","3","0","111031","","","302","13020008","0.2"
"-200","","0","2","-277","111031","","","302","13020009",""
"-200","","0","2","-279","2","","","302","13020010",""
"…ぷはーっ！","","","11","10","111031","","","302","13020011",""
"","","","93","","0","","","302","13020012",""
"1","","","32","","3","","","302","13020013",""
"","","","91","","13020011","","","302","13020014",""
"いかんいかん\n資材の山に埋もれて\nしまうところだった","","","11","10","111031","","","302","13020015",""
"","","","91","","0","","","302","13020016",""
"nyx_302_yuni_02","1","NoItem","3","0","2","","0.2","302","13020017",""
"nyx_302_yuni_02","1","nyx_idle_normal","3","0","111031","","0.2","302","13020018","0.2"
"だが怪我の功名、\n探していた部品を\n偶然にも発見できた","","","11","10","111031","","","302","13020019",""
"","","","93","","5","","","302","13020020",""
"0","","","4","","111031","","","302","13020021",""
"nyx_cmn_03","","","3","1","111031","","0.2","302","13020022",""
"ふむ…これは僥倖\nかくなる上は再び\n潜航してみるか…","","","11","10","111031","","","302","13020023",""
"","","","91","","0","","","302","13020024",""
"nyx_301_yuni_01","","","3","1","111031","","0.2","302","13020025",""
"存外意義あるものだ\n資材ダイビングとか\nいう新種の探索行は","","","11","10","111031","","","302","13020026",""
"1","","","91","","0","","","302","13020027",""
"まあ万一溺れたとて\n後輩たちの誰ぞが\nきっと気付くだろう","","","11","10","111031","","","302","13020028",""
"1","","","91","","0","","","302","13020029",""
"nyx_302_yuni_03","1","nyx_302_yuni_04","3","0","111031","","0.2","302","13020030",""
"是非もなし\nいざ往かん！","","","11","10","111031","","","302","13020031",""
"1","","","91","","0","","","302","13020032",""
"","","","93","","1.5","","","302","13020033",""
"む。奥に入りすぎた\nこれは…出られぬ！\n誰かー！　誰か―！","","","11","10","111031","","","302","13020034",""
"","","","91","","0","","","302","13020035",""
"","","","93","","6","","","302","13020036",""
"2","","","12","1","111031","","","302","13020037",""
"","","","93","","4","","","302","13020038",""
"4","","","12","1","111031","","","302","13020039",""
"","","","93","","4","","","302","13020040",""
"","","","101","","13020036","","","302","13020041",""
"111031","-221.5","49","1","110","1","nyx_303_yuni_07","1.2","303","13030001","1"
"1","1","0","31","0","4","","1","303","13030002",""
"bgm_M347","","","25","","bgm_M347","","","303","13030003",""
"","","","93","","2","","","303","13030004",""
"ふむ、紆余曲折は\nあったが無事完成…\nといったところか","","","11","10","111031","","","303","13030005",""
"","","","91","","0","","","303","13030006",""
"nyx_303_yuni_01_noshadow","","","3","1","111031","","0.2","303","13030007",""
"ふふふ…我ながら\n納得の出来栄え…","","","11","10","111031","","","303","13030008",""
"","","","91","","0","","","303","13030009",""
"外観の完成度も\nさることながら\n特筆すべきは機能だ","","","11","10","111031","","","303","13030010",""
"","","","91","","0","","","303","13030011",""
"nyx_303_yuni_03","","","3","1","111031","","0.2","303","13030012",""
"試しに動作試験を\nしてみるとしよう","","","11","10","111031","","","303","13030013",""
"","","","91","","0","","","303","13030014",""
"nyx_303_yuni_02","1","nyx_303_yuni_04","3","0","111031","","0.2","303","13030015","0.2"
"","","","93","","3","","","303","13030016",""
"nyx_303_yuni_07","","","3","1","111031","","0.2","303","13030017",""
"ふむ…\n表情映写の動作に\n問題はないようだ","","","11","10","111031","","","303","13030018",""
"","","","91","","0","","","303","13030019",""
"nyx_303_yuni_09","1","nyx_303_yuni_04","3","0","111031","","0.2","303","13030020","0.2"
"次はいずれの機能を\n試してみるか…","","","11","10","111031","","","303","13030021",""
"","","","91","","0","","","303","13030022",""
"","","","93","","0.5","","","303","13030023",""
"とりあえず適当な\nスイッチを…おっと\nこのボタンはいかん","","","11","10","111031","","","303","13030024",""
"","","","93","","1.5","","","303","13030025",""
"nyx_303_yuni_02","","","3","0","111031","","0.2","303","13030026",""
"","","","93","","1","","","303","13030027",""
"nyx_303_yuni_06","1","nyx_303_yuni_05","3","0","111031","","0.2","303","13030028",""
"","","","93","","2","","","303","13030029",""
"…危ない危ない\n自爆装置を起動して\nしまうところだった","","","11","10","111031","","","303","13030030",""
"","","","93","","0.1","","","303","13030031",""
"nyx_303_yuni_08","","","3","1","111031","","0.2","303","13030032",""
"","","","91","","13030030","","","303","13030033",""
"","","","93","","2","","","303","13030034",""
"nyx_303_yuni_09","1","nyx_303_yuni_04","3","0","111031","","0.2","303","13030035","0.2"
"","","","93","","2","","","303","13030036",""
"nyx_303_yuni_02","1","nyx_303_yuni_03","3","0","111031","","0.2","303","13030037","0.2"
"","","","93","","1.8","","","303","13030038",""
"6","","","12","1","111031","","","303","13030039",""
"","","","93","","3.2","","","303","13030040",""
"nyx_303_yuni_09","1","nyx_303_yuni_04","3","0","111031","","0.2","303","13030041","0.2"
"","","","93","","2","","","303","13030042",""
"nyx_303_yuni_02","1","nyx_303_yuni_08","3","0","111031","","0.2","303","13030043","0.2"
"","","","93","","1.8","","","303","13030044",""
"2","","","12","1","111031","","","303","13030045",""
"","","","93","","1.2","","","303","13030046",""
"","","","101","","13030034","","","303","13030047",""
