b937f3fa28d6b0c3cadd7faa1781df0517a81fa50535ceb5c943d1ba3843df07,9ef645e6f73bd8b6010c4fdd9f6ada2bf083df9eab00974fb13725ded2ae88c9,e42ae089b8aa28dcc41bb1ae533327009a97146a717573a9c33cbda867f3d53e,aa5cdcf078fdd6c6102553a69207c9d10224572359f130e924a8b674f4610503,ed71259e4da99943e18bf8351a67d777f22532a5d9317aa76e58e85c15e2c5c6,2b1e20f6186d3dbe8997a14afc4f1eea3e38e596b493a5e693cd992e3b6ff0ee,ee119af9fdc424e31445eab1806b0a30ec12aae0334000c69a1fc8f8683102ad,3f2b5e4812fae43051889842c080555cd9fc9ea6341f7a559836cfdd377fe409,40632fe1cab1ec28e27e674fa47c959d4315f9ecf511ce04757c8a5b982d6582,09b8cc9ff25a2f319425023ccb31fa3595977f0e673c80124d31e92e8c12655d
"0","1","2.125","14","0","4","1140024","24","0",""
"8","0","0","14","0","1","1140025","25","0","親切にしてくれたクラスメイトのみんなのことが思い浮かんでくる。\n\n"
"0","1","6.375","14","0","4","1140026","26","0",""
"0","0","0","14","vo_10011600","2","1140027","27","vo_10011600_1405",""
"8","0","0","14","0","1","1140028","28","0","聖テレサ女学院のみなさん、\n"
"0","1","2.875","14","0","4","1140029","29","0",""
"8","0","0","14","0","1","1140030","30","0","本当に"
"0","1","1.375","14","0","4","1140031","31","0",""
"8","0","0","14","0","1","1140032","32","0","ありがとうございました！"
"0","1","2.5","14","0","4","1140033","33","0",""
