29ae7e904c8e75ff266586c72b5ed85bfb81f5e21855c8a923da80f1130c80d4,b1059bd1da78b0e25dd3b074a0384a76726956cc2d34f1e91d6707a9e5be99a4,c5c96a6731e7b2ced4a2c44e12f62097e0f3e7ef19c17666868da15adab7e06d,e7d38bea891bc6fa093cd914e88172d7b18c885da2f0bcd204898a17ed62c382,e662887d97883a9a5d96119c08ebfdb970c67156e69a2bcd780778aa4e7eab7b,4841a62efedba38d71c764b3df0b56099968f484de50809dfc478040027e456b,59d6deb73450e55e44caa829d81824fa4e287640a330eba3d1953608efa6e350,b39cea779d1317c8c8ff2e73fc047ac440850724bb3a0908930e9a0629f638de,5c1640f6bd53b0820a5507b8fd40301ab06bdbd7b8f8c6501f5de8fd9b2afc1e,ec302d7f366210c6f231cb3e03411010319bc1577341807e295cd161d679e196
"でんせん","0","1","2320009","0","0","でんぷん","でこぴん","0","でんきん"
"960","0","1","2320010","0","0","720","340","0","360"
"2分の1","0","1","2320011","0","0","8分の1","4分の1","0","6分の1"
"コタンジェント","0","1","2320013","0","0","タンジェント","コサイン","0","サイン"
"引き算の答え","0","1","2320014","0","0","割り算の答え","足し算の答え","0","かけ算の答え"
"水素液","0","1","2320016","0","0","ヨウ素液","炭素液","0","臭素液"
"ドルトンの法則","0","1","2320017","0","0","キルヒホッフの法則","ヘスの法則","0","ヘンリーの法則"
"ばった座","0","1","2320018","0","0","はえ座","ちょう座","0","とんぼ座"
"月","0","1","2320020","0","0","太陽","木星","0","地球"
"秋","0","1","2320021","0","0","冬","夏","0","春"
"バリウム","0","1","2320022","0","0","ヘリウム","トリウム","0","カリウム"
"フオン","0","1","2320025","0","0","ネオン","トオン","0","イオン"
"自然対数","0","1","2320026","0","0","整数","総数","0","小数"
"フラダンス","0","1","2320029","0","0","インピーダンス","ソシアルダンス","0","リンボーダンス"
"水溶銀","0","1","2320030","0","0","水銀","水化銀","0","純銀"
"12回","0","1","2320031","0","0","2回","4回","0","1回"
"海流","0","1","2320032","0","0","月","地熱","0","魚群"
"Ne","0","1","2320033","0","0","Na","Nt","0","N"
"Ka","0","1","2320034","0","0","Ca","Cl","0","K"
"結膜","0","1","2320035","0","0","結晶","結節","0","結氷"
"4回","0","1","2320036","0","0","1回","3回","0","2回"
"分姉","0","1","2320037","0","0","分母","分兄","0","分父"
"炭素","0","1","2320040","0","0","酸素","臭素","0","水素"
"伏火山","0","1","2320041","0","0","死火山","弱火山","0","休火山"
"アスガスト","0","1","2320042","0","0","アスベスト","アスミスト","0","アスラスト"
"シグマ","0","1","2320043","0","0","デルタ","ゼータ","0","ガンマ"
"しし座","0","1","2320044","0","0","みずがめ座","かに座","0","さそり座"
"かに座","0","1","2320045","0","0","しし座","さそり座","0","みずがめ座"
"面","0","1","2320046","0","0","母線","辺","0","頂点"
"7","0","1","2320049","0","0","2","5","0","3"
"33キロ","0","1","2320050","0","0","25キロ","20キロ","0","15キロ"
"無線","0","1","2320051","0","0","前線","電線","0","点線"
"チタン","0","1","2320053","0","0","アルミニウム","ニッケル","0","鉄"
"超新星","0","1","2320054","0","0","惑星","衛星","0","恒星"
"日付","0","1","2320056","0","0","季節","時間","0","昼夜"
"シューズ","0","1","2320057","0","0","ヒューズ","リューズ","0","ミューズ"
"白","0","1","2320058","0","0","緑","青","0","赤"
"ジュール","0","1","2320059","0","0","ニュートン","トル","0","パスカル"
"インターセクション","0","1","2320060","0","0","インテグラル","コンビネーション","0","ファクトリアル"
"16本","0","1","2320061","0","0","2本","4本","0","1本"
"ペコリーヌ","0","1","2321001","0","0","全員同じ","キョウカ","0","リマ"
"ランドソル","0","1","2321002","0","0","オーマ","セントールス","0","オーエド"
"エルビス島","0","1","2321003","0","0","セントールス","オーエド","0","オーマ"
"サレンディア","0","1","2321004","0","0","オーエド","セントールス","0","オーマ"
"1500","0","1","2321005","0","0","2500","1000","0","2000"
"アルキン","0","1","2330001","0","0","アルベド","アルガン","0","アルヘナ"
"22","0","1","2330002","0","0","18","20","0","16"
"おひつじ座","0","1","2330004","0","0","おうし座","みずがめ座","0","しし座"
"ベテルギウス","0","1","2330005","0","0","アークトゥルス","カノープス","0","シリウス"
"土星","0","1","2330007","0","0","天王星","木星","0","海王星"
"カオリナイト","0","1","2330008","0","0","モアサナイト","マイカナイト","0","ベントナイト"
"いもり座","0","1","2330010","0","0","とかげ座","かえる座","0","やもり座"
"DC","0","1","2330011","0","0","AC","CC","0","BC"
"どちらも白くなる","0","1","2330012","0","0","青色が赤くなる","どちらも変化しない","0","赤色が青くなる"
"内心","0","1","2330015","0","0","重心","垂心","0","外心"
"青","0","1","2330016","0","0","緑","透明","0","橙"
"13本","0","1","2330017","0","0","9本","7本","0","5本"
"9戦目","0","1","2330018","0","0","31戦目","23戦目","0","16戦目"
"みなみのひしがた座","0","1","2330020","0","0","みなみのさんかく座","みなみのしかく座","0","みなみのまる座"
"アンタレス","0","1","2330021","0","0","ポルックス","ベクルックス","0","アクルックス"
"アイスキュロス座","0","1","2330022","0","0","アンドロメダ座","アンドロイド座","0","アンドロギュノス座"
"インターナショナリズム","0","1","2330023","0","0","サーカディアンリズム","ポリリズム","0","オリエンタリズム"
"自然化石","0","1","2330024","0","0","示相化石","歯石化石","0","示準化石"
"リヤー","0","1","2330026","0","0","スカラー","ミュラー","0","ラスカー"
"ダイヤモンド","0","1","2330027","0","0","アンモニア","銀","0","アセチレン"
"993","0","1","2330028","0","0","997","991","0","989"
"パフトキシン","0","1","2330029","0","0","アスタキサンチン","テトロドトキシン","0","イクシオトキシン"
"ヘンリー","0","1","2330030","0","0","コンダクタンス","ジーメンス","0","インダクタンス"
"デルタ","0","1","2330031","0","0","シグマ","ガンマ","0","ラムダ"
"おおいぬ座","0","1","2330032","0","0","こぐま座","こいぬ座","0","おおぐま座"
"マグネシウム","0","1","2330033","0","0","カルシウム","ナトリウム","0","カリウム"
"白亜紀","0","1","2330034","0","0","ペルム紀","ジュラ紀","0","三畳紀"
"ロジウム","0","1","2330035","0","0","テクネチウム","テルル","0","モリブデン"
"マグカップ","0","1","2330036","0","0","フォッサマグナ","マグナカルタ","0","アルスマグナ"
"タシロスコープ","0","1","2330037","0","0","オシロスコープ","ムシロスコープ","0","ヤシロスコープ"
"1銭","0","1","2330038","0","0","1分","1尺","0","1里"
"1013気圧","0","1","2330040","0","0","1気圧","10気圧","0","0気圧"
"SiO2","0","1","2330041","0","0","NaCl","MgO","0","NaOH"
"1個","0","1","2330042","0","0","2個","4個","0","3個"
"9","0","1","2330043","0","0","10","8","0","7"
"水素","0","1","2330045","0","0","酸素","二酸化炭素","0","窒素"
"木星","0","1","2330047","0","0","金星","月","0","地球"
"ヒートアイランド現象","0","1","2330048","0","0","ブロッケン現象","クリープ現象","0","スプロール現象"
"交点","0","1","2330049","0","0","作用点","力点","0","支点"
"ビューン現象","0","1","2330051","0","0","フェーン現象","デューン現象","0","ジェーン現象"
"月","0","1","2330053","0","0","太陽","火星","0","水星"
"対流圏","0","1","2330056","0","0","成層圏","中間圏","0","熱圏"
"土星","0","1","2330057","0","0","金星","火星","0","水星"
"偉分数","0","1","2330058","0","0","仮分数","倍分数","0","偽分数"
"7分の1","0","1","2330061","0","0","6分の1","5分の1","0","4分の1"
"オーエド海岸","0","1","2331001","0","0","マルジェン海岸","ブリザ海岸","0","ミステリオン海岸"
"3","0","1","2331002","0","0","4.5","5","0","4"
"モニカ","0","1","2331003","0","0","マコト","コッコロ","0","アキノ"
"ジュノー湿地","0","1","2331004","0","0","ドロテア湿地","タリア湿地","0","ナンセイ湿地"
"フテラ岬","0","1","2331005","0","0","プロピーナ岬","エスタ岬","0","カウダ岬"
"ワンマンバス","0","1","2410002","0","0","ユニットバス","路線バス","0","シャトルバス"
"潜水艦","0","1","2410003","0","0","新幹線","救急車","0","自転車"
"メタボットシンドローム","0","1","2410004","0","0","メタボリックシンドローム","メタボンスシンドローム","0","メタボライズシンドローム"
"ネットドライビング","0","1","2410005","0","0","ネットサーフィン","ネットランニング","0","ネットサイクリング"
"ハッキング","0","1","2410006","0","0","ストリーミング","サミング","0","ショールーミング"
"水ファイバー","0","1","2410007","0","0","光ファイバー","炎ファイバー","0","闇ファイバー"
"新人ドライバー","0","1","2410008","0","0","ペーパードライバー","若手ドライバー","0","初心者ドライバー"
"チューリップ","0","1","2410009","0","0","カーネーション","エーデルワイス","0","スイートピー"
"お察し","0","1","2410011","0","0","お通し","お達し","0","お直し"
"バスドーナッツ","0","1","2410012","0","0","シャンプーハット","アイガード","0","バブルレス"
"夜更し","0","1","2410014","0","0","夜泣き","夜逃げ","0","夜なべ"
"山","0","1","2410015","0","0","花火","海","0","プール"
"カルテット","0","1","2410016","0","0","カルテ","タルト","0","フォルテ"
"正距方位図法","0","1","2410017","0","0","遠近法","近近法","0","遠遠法"
"鎧","0","1","2410018","0","0","ヘルメット","チャイルドシート","0","シートベルト"
"緊急集会","0","1","2410019","0","0","株主総会","特別総会","0","株主集会"
"天下御免","0","1","2410020","0","0","天地無用","天地有情","0","上下無用"
"人間サッグ","0","1","2410022","0","0","人間ドック","人間ピッグ","0","人間タッグ"
"自動車教養所","0","1","2410024","0","0","自動車教習所","自動車教会所","0","自動車教育所"
"気球","0","1","2410025","0","0","ヘリコプター","グライダー","0","飛行機"
"クライミングウォール","0","1","2410026","0","0","ファイアウォール","チャイニーズウォール","0","グレートウォール"
"エコロジータイム","0","1","2410027","0","0","サマータイム","ホットタイム","0","スプリングタイム"
"ブルーシート","0","1","2410028","0","0","シルバーシート","グリーンシート","0","ゴールドシート"
"金太郎飴","0","1","2410030","0","0","千歳飴","ニッキ飴","0","べっこう飴"
"ぐん針","0","1","2410031","0","0","まち針","けん針","0","むら針"
"冬","0","1","2410032","0","0","夏","春","0","秋"
"牛乳瓶","0","1","2410033","0","0","魔法瓶","火炎瓶","0","花瓶"
"鏡下げ","0","1","2410036","0","0","鏡開き","鏡上げ","0","鏡閉じ"
"スパゲッティ交差点","0","1","2410037","0","0","スクランブル交差点","スピーディー交差点","0","ストロング交差点"
"俳句が趣味","0","1","2410038","0","0","子育てに積極的","いつも外出している","0","イクラが大好き"
"不幸の手紙","0","1","2410039","0","0","年賀状","暑中見舞い","0","残暑見舞い"
"おとうさん","0","1","2410040","0","0","おじいさん","おかあさん","0","おばあさん"
"ゴッドクッキー","0","1","2410041","0","0","フォーチュンクッキー","ラッキークッキー","0","ペーパークッキー"
"いぶりがっこ","0","1","2410042","0","0","きりたんぽ","しょっつる","0","まげわっぱ"
"輪切り","0","1","2410048","0","0","みじん切り","せん切り","0","乱切り"
"しお胡椒","0","1","2410050","0","0","ゆず胡椒","くろ胡椒","0","しろ胡椒"
"卵焼き","0","1","2410051","0","0","たい焼き","いか焼き","0","たこ焼き"
"味が無くなる","0","1","2410052","0","0","水分が出てくる","ボロボロ崩れる","0","赤く変色する"
"もみじ","0","1","2410053","0","0","れんげ","すみれ","0","さくら"
"タケノコ","0","1","2410054","0","0","牛肉","ツナ","0","グリンピース"
"ソーサー","0","1","2410055","0","0","デミタス","タンブラー","0","ジョッキ"
"水ようかん","0","1","2410056","0","0","くず餅","きんつば","0","ぜんざい"
"きしめん","0","1","2410057","0","0","そば","ラーメン","0","うどん"
"プレーンオムレツ","0","1","2410058","0","0","スクランブルエッグ","サニーサイドアップ","0","ポーチドエッグ"
"サラ","0","1","2410059","0","0","ネタ","ガリ","0","サビ"
"ムシエラルゴ商社","0","1","2411001","0","0","メルクリウス財団","メイケオール結社","0","マリネリウス財閥"
"レッツ！テオゴニア！","0","1","2411002","0","0","キャラバン","アドベンチャー","0","オニギリすごろく"
"ソル","0","1","2411003","0","0","ルピ","マナ","0","ジュエル"
"リノ","0","1","2411004","0","0","アユミ","タマキ","0","スズメ"
"デイリー帳","0","1","2411005","0","0","予定帳","予定表","0","一括スキップ"
"金髪","0","1","2420001","0","0","白髪","黒髪","0","茶髪"
"気象予言士","0","1","2420002","0","0","気象予報士","気象予告士","0","気象予想士"
"ジェネシス","0","1","2420003","0","0","ジェネリック","ジェネラル","0","ジェネレーション"
"9","0","1","2420004","0","0","7","3","0","1"
"はかま","0","1","2420005","0","0","コースター","茶托","0","ソーサー"
"作戦会議","0","1","2420006","0","0","井戸端会議","世間話会議","0","お茶の間会議"
"八部衆","0","1","2420008","0","0","七福神","十二神将","0","四天王"
"WT","0","1","2420009","0","0","WC","TO","0","TW"
"延長保険","0","1","2420011","0","0","終身保険","終期保険","0","終末保険"
"パタンナー","0","1","2420012","0","0","ドナー","グレーダー","0","レシピエント"
"司法書士","0","1","2420013","0","0","検察官","弁護士","0","裁判官"
"クリスマスイブ","0","1","2420014","0","0","大晦日","春分の日","0","元旦"
"イグアス式海岸","0","1","2420016","0","0","リアス式海岸","リアル式海岸","0","シワス式海岸"
"さら梅雨","0","1","2420017","0","0","から梅雨","ばら梅雨","0","たら梅雨"
"かんがい","0","1","2420018","0","0","冷害","氷害","0","水害"
"ボールボーイ","0","1","2420019","0","0","ベルボーイ","カウボーイ","0","トムボーイ"
"アイスクリーム","0","1","2420020","0","0","ドーナツ","クレープ","0","ケーキ"
"216回","0","1","2420021","0","0","108回","54回","0","27回"
"デノミネーション","0","1","2420023","0","0","インフレーション","スタグネーション","0","デフレーション"
"忍法試験","0","1","2420025","0","0","司法試験","違法試験","0","憲法試験"
"乾燥している地域","0","1","2420028","0","0","雪の多い地域","海に近い地域","0","気温の高い地域"
"地震が起こる状態","0","1","2420029","0","0","人口が減った状態","面積が狭い状態","0","気温が低い状態"
"クリーニングボウル","0","1","2420030","0","0","フィンガーボウル","サラダボウル","0","ウォッシュボウル"
"※","0","1","2420031","0","0","！","！？","0","？"
"どれも同じ","0","1","2420032","0","0","大さじ","茶さじ","0","小さじ"
"美容師専門","0","1","2420033","0","0","ペット専門","役者専門","0","子供専門"
"ハリメグラス","0","1","2420035","0","0","ステンドグラス","オペラグラス","0","サングラス"
"葛粉","0","1","2420036","0","0","片栗粉","白玉粉","0","小麦粉"
"みがきにしん","0","1","2420039","0","0","くさや","アンチョビ","0","しょっつる"
"羊","0","1","2420040","0","0","牛","鶏","0","豚"
"縁","0","1","2420042","0","0","塩","鉛","0","煙"
"蒸し餃子","0","1","2420046","0","0","水餃子","焼き餃子","0","揚げ餃子"
"ワイングラス","0","1","2420048","0","0","レモングラス","ステンドグラス","0","ビールグラス"
"大豆","0","1","2420049","0","0","米","小麦","0","ジャガイモ"
"羊肉","0","1","2420051","0","0","鶏肉","豚肉","0","牛肉"
"ねぎ","0","1","2420052","0","0","卵","かきあげ","0","鶏肉"
"秋","0","1","2420053","0","0","夏","春","0","冬"
"12cc","0","1","2420054","0","0","5cc","3cc","0","10cc"
"シロ","0","1","2420055","0","0","シャリ","ムラサキ","0","アガリ"
"カプサイシン","0","1","2420056","0","0","カプチーノ","カプレーゼ","0","カプリチオ"
"冷や奴","0","1","2420057","0","0","炒め物","味噌汁","0","揚げ物"
"気球巻き","0","1","2420058","0","0","軍艦巻き","馬車巻き","0","客船巻き"
"日本酒","0","1","2420059","0","0","緑茶","焼酎","0","麦茶"
"ミディアム","0","1","2420060","0","0","レア","ミディアムレア","0","ウェルダン"
"ストロベリージャム","0","1","2420061","0","0","ホイップクリーム","ソーセージ","0","マシュマロ"
"Connecting Happy！！","0","1","2421001","0","0","Mirage Game","Lost Princess","0","Precious Journey"
"つなぐもの","0","1","2421002","0","0","茜色の寄り道","Connecting Happy！！","0","Precious Journey"
"2人","0","1","2421003","0","0","5人","4人","0","3人"
"フィッシャーマン・ジーク","0","1","2421004","0","0","カズマサ","カズヒコ","0","マサカズ"
"魔物","0","1","2421005","0","0","お菓子","木材","0","鉄"
"DOS","0","1","2430001","0","0","CPU","SSD","0","GPS"
"抱き枕","0","1","2430002","0","0","北枕","腕枕","0","膝枕"
"6．6平方メートル","0","1","2430003","0","0","3．3平方メートル","5．5平方メートル","0","4．4平方メートル"
"10親等","0","1","2430004","0","0","6親等","9親等","0","3親等"
"B4","0","1","2430005","0","0","B5","A4","0","A3"
"パタンナー","0","1","2430006","0","0","レシピエント","グレーダー","0","ドナー"
"遺愛分","0","1","2430007","0","0","遺留分","遺令分","0","遺訓分"
"銀行","0","1","2430008","0","0","保健所","税務署","0","小学校"
"火災保険 ","0","1","2430009","0","0","自賠責保険","家族傷害保険","0","個人年金保険"
"固定電話","0","1","2430010","0","0","水道","電気","0","ガス"
"遠くの病院でもらう薬","0","1","2430011","0","0","周りを糖分でくるんだ薬","高くてなかなか手に入らない薬","0","すぐに効き目が出る薬"
"確定資産","0","1","2430015","0","0","流動資産","行動資産","0","固定資産"
"銀婚式","0","1","2430016","0","0","成人式","敬老の日","0","誕生日"
"カマキリ講","0","1","2430017","0","0","ネズミ講","クラゲ講","0","カラス講"
"B5","0","1","2430018","0","0","A3","B4","0","A4"
"指示標識","0","1","2430019","0","0","規制標識","警戒標識","0","案内標識"
"亜寒帯","0","1","2430020","0","0","岩田帯","時間帯","0","眼帯"
"20キロ","0","1","2430021","0","0","30キロ","40キロ","0","50キロ"
"割引チケットの色","0","1","2430022","0","0","ナンバープレートの色","運転手の制服の色","0","車体の色"
"夏至","0","1","2430023","0","0","節分","土用","0","立春"
"0人","0","1","2430024","0","0","2人","3人","0","1人"
"NUMBER","0","1","2430025","0","0","ROUTE","COUNTRY","0","ROAD"
"印鑑登録証明書","0","1","2430026","0","0","戸籍謄本","課税証明書","0","住民票"
"御内儀","0","1","2430027","0","0","御手洗","御洗浄","0","御不浄"
"藪入り","0","1","2430028","0","0","お国入り","お蔵入り","0","都入り"
"牢獄","0","1","2430029","0","0","疑獄","地獄","0","脱獄"
"東","0","1","2430030","0","0","北西","北","0","北東"
"いきさつ","0","1","2430031","0","0","おさつ","ひっさつ","0","ぼさつ"
"育児手帳","0","1","2430032","0","0","母子健康手帳","臨月手帳","0","子宝手帳"
"つつじ肉","0","1","2430034","0","0","さくら肉","ぼたん肉","0","もみじ肉"
"キャッチャー液","0","1","2430041","0","0","バッター液","ライト液","0","ピッチャー液"
"ジンギスカン","0","1","2430042","0","0","すきやき","肉じゃが","0","しゃぶしゃぶ"
"白菜","0","1","2430043","0","0","しらたき","シイタケ","0","長ネギ"
"コンニャクイモ","0","1","2430044","0","0","サツマイモ","サトイモ","0","ジャガイモ"
"サトイモ","0","1","2430046","0","0","コンニャクイモ","ジャガイモ","0","サツマイモ"
"イワシ","0","1","2430047","0","0","カツオ","シャケ","0","マグロ"
"イルカ","0","1","2430048","0","0","サメ","マグロ","0","クジラ"
"オクラ","0","1","2430049","0","0","ネギ","ハクサイ","0","ダイコン"
"泥水","0","1","2430052","0","0","塩水","酢","0","真水"
"ピーカン","0","1","2430053","0","0","ピータン","ピタパン","0","ピーターパン"
"パテ","0","1","2430054","0","0","ピューレ","スフレ","0","グラッセ"
"プラリネ","0","1","2430056","0","0","クルトン","エシャロット","0","テリーヌ"
"樫むき","0","1","2430058","0","0","桂むき","松むき","0","杉むき"
"きんつば","0","1","2430060","0","0","ういろう","わらび餅","0","ようかん"
"ブイヤベース","0","1","2430061","0","0","パエリア","オムレツ","0","ラザニア"
"裸の冒険者","0","1","2431001","0","0","冒険への初立","冒険の始まり","0","駆けだしの冒険者"
"美の伝道者","0","1","2431002","0","0","ユキの審美会","ユキのビューティーチェック","0","美の饗宴"
"断崖の遺跡","0","1","2431003","0","0","毒瘴の闇稜","蒼海の孤塔","0","緑竜の骸嶺"
"ノウェムの過ぎ去りし日々","0","1","2431004","0","0","追想のデフラグ","追憶のメモリー","0","ムイミの思い出"
"フェアリーテイルは夢の中","0","1","2431005","0","0","私色STORY","Seize The Day！","0","GREEDY LOVE"
"フォックス","0","1","2510003","0","0","フォルテ","フィーネ","0","ファイン"
"ビオラ","0","1","2510004","0","0","コントラバス","バイオリン","0","チェロ"
"i","0","1","2510005","0","0","f","d","0","g"
"第一バイオリン","0","1","2510006","0","0","指揮者","最年長","0","作曲者"
"このあいだはどうも","0","1","2510007","0","0","しばらく","ひさしぶり","0","ごぶさた"
"Create Voice","0","1","2510008","0","0","Character Voice","Commercial Voice","0","Cuter Voice"
"バンドルソフト","0","1","2510009","0","0","ローンチソフト","スタートソフト","0","キラーソフト"
"ちょこ毛","0","1","2510010","0","0","アホ毛","盛り髪","0","縦ロール"
"どれも同じ","0","1","2510012","0","0","オセロ","チェス","0","将棋"
"歩兵","0","1","2510013","0","0","王将","角行","0","飛車"
"爆風","0","1","2510014","0","0","木枯らし","北風","0","そよ風"
"モンスーン","0","1","2510015","0","0","スコール","タイフーン","0","ハリケーン"
"ふち","0","1","2510016","0","0","しけ","とろ","0","なぎ"
"ベビン","0","1","2510018","0","0","ボビン","ブビン","0","バビン"
"クリミア","0","1","2510019","0","0","カシミア","プレミア","0","ボヘミア"
"ボディーソープ","0","1","2510022","0","0","トリートメント","リンス","0","シャンプー"
"マラカス","0","1","2510023","0","0","マスカラ","ヒトカラ","0","チーク"
"スカッド","0","1","2510025","0","0","ステッチ","スリット","0","ステップ"
"バイト","0","1","2510027","0","0","バイヤー","バイプレーヤー","0","バインダー"
"井戸水","0","1","2510028","0","0","硬水","上水","0","軟水"
"リインカーネーション","0","1","2510029","0","0","ポルターガイスト","エクトプラズム","0","テンプテーション"
"将棋の駒","0","1","2510030","0","0","サイコロ","麻雀牌","0","トランプ"
"五目並べ","0","1","2510031","0","0","囲碁","麻雀","0","将棋"
"ライフハザード","0","1","2510032","0","0","モラルハザード","マネーハザード","0","バイオハザード"
"ハッパ","0","1","2510033","0","0","バラン","ラパン","0","バリン"
"包丁をさびつかせる","0","1","2510035","0","0","包丁を軽く温める","包丁を油まみれにする","0","包丁をよく冷やす"
"リュリュ","0","1","2510038","0","0","シュシュ","キュキュ","0","チュチュ"
"プリーツ","0","1","2510039","0","0","デニール","ストール","0","パニール"
"除算液","0","1","2510040","0","0","除光液","除名液","0","除湿液"
"ミラージュ","0","1","2510041","0","0","ルージュ","コサージュ","0","ベージュ"
"アンチドレッシング","0","1","2510042","0","0","アンチエイジング","アンチクレンジング","0","アンチクルージング"
"フルハウス","0","1","2510043","0","0","ワンペア","フラッシュ","0","スリーカード"
"チー","0","1","2510044","0","0","ツモ","ポン","0","ロン"
"5月5日","0","1","2510046","0","0","8月8日","6月6日","0","7月7日"
"D","0","1","2510047","0","0","C","B","0","A"
"頭打ち","0","1","2510048","0","0","峰打ち","舌打ち","0","耳打ち"
"タンカー","0","1","2510050","0","0","タクシー","深夜バス","0","トラック"
"キリ","0","1","2510051","0","0","ヒマワリ","キク","0","タチバナ"
"高価な食材の順番","0","1","2510053","0","0","使っている量の多い順番","カロリーの高い順番","0","味の強い順番"
"セットリスト","0","1","2510054","0","0","フライヤー","プレイヤー","0","ドライヤー"
"ドリームジャスティス","0","1","2510056","0","0","ディスクジョッキー","ダンスジョグ","0","デジタルジョーカー"
"バク転","0","1","2510057","0","0","暗転","回転","0","側転"
"ブロードバンド","0","1","2510058","0","0","ブラスバンド","ハズバンド","0","ビッグバンド"
"角","0","1","2510059","0","0","歩","銀","0","金"
"エンカ音","0","1","2510060","0","0","ラップ音","ロック音","0","ジャズ音"
"体育館","0","1","2511001","0","0","プール","保健室","0","職員室"
"3.5","0","1","2511002","0","0","5.5","6.5","0","4.5"
"サレン","0","1","2511003","0","0","ヒヨリ","シオリ","0","レイ"
"ちぇる～ん☆チエルちゃん","0","1","2511004","0","0","おしゃべりチエルちゃん","いつでもチエルちゃん","0","どこでもチエルちゃん"
"タワー・オブ・クレジッタ","0","1","2511005","0","0","クレジッタ・タワー","クレジッタ・ビルディング","0","リッチモンド・タワー"
"6月22日","0","1","2520001","0","0","7月2日","7月7日","0","6月27日"
"髪切り","0","1","2520002","0","0","骨切り","身切り","0","皮切り"
"はなし","0","1","2520004","0","0","にぎり","まわし","0","さわり"
"天狗鉤","0","1","2520006","0","0","自在鉤","自分鉤","0","自由鉤"
"チョチョ","0","1","2520007","0","0","チュチュ","チェチェ","0","チャチャ"
"ヘアーフィッシング","0","1","2520009","0","0","フライフィッシング","ヘビーフィッシング","0","ライトフィッシング"
"針","0","1","2520010","0","0","重り","浮き","0","糸"
"静語り","0","1","2520011","0","0","素語り","直語り","0","生語り"
"支点","0","1","2520012","0","0","野点","屋点","0","露点"
"ブリッジ","0","1","2520013","0","0","フリンジ","グランジ","0","ステージ"
"セレモニー","0","1","2520015","0","0","セレクトショップ","セールスランキング","0","セパレート"
"スコート","0","1","2520016","0","0","プルオーバー","オーバーニーソックス","0","レギンス"
"ポリッジ","0","1","2520018","0","0","グラノーラ","オートミール","0","コーンフレーク"
"プレイヤード","0","1","2520020","0","0","ティアード","ブリザード","0","ワイアード"
"テスティモニアル広告","0","1","2520022","0","0","サブリミナル広告","シズル広告","0","ティーザー広告"
"6本","0","1","2520023","0","0","4本","8本","0","5本"
"カルテット","0","1","2520024","0","0","クインテット","デュオ","0","トリオ"
"テノール","0","1","2520025","0","0","メゾソプラノ","バリトン","0","メゾアルト"
"ギンガム","0","1","2520026","0","0","アーガイル","タータン","0","マドラス"
"仏滅","0","1","2520028","0","0","先勝","大安","0","先負"
"U","0","1","2520029","0","0","R","T","0","S"
"将棋","0","1","2520033","0","0","囲碁","花札","0","麻雀"
"6月1日","0","1","2520034","0","0","8月1日","9月1日","0","7月1日"
"膝","0","1","2520035","0","0","足の裏","尻","0","まぶた"
"ぎゅうひ売り","0","1","2520037","0","0","ういろう売り","すあま売り","0","ようかん売り"
"サークル","0","1","2520038","0","0","バルーン","フレーム","0","クラウド"
"クラブのキング","0","1","2520039","0","0","ハートのキング","スペードのキング","0","ダイヤのキング"
"ラピスラズリ","0","1","2520040","0","0","アメシスト","ターコイズ","0","ルビー"
"御化暦","0","1","2520042","0","0","太陽暦 ","太陰暦","0","地球暦 "
"31年目","0","1","2520043","0","0","1年目","21年目","0","11年目"
"鎖編み","0","1","2520044","0","0","メリヤス編み","細編み","0","長編み"
"四暗刻","0","1","2520045","0","0","天和","大三元","0","字一色"
"ファイブカード","0","1","2520047","0","0","フラッシュ","フルハウス","0","ストレート"
"山","0","1","2520048","0","0","海","瀞","0","川"
"リシェ","0","1","2520049","0","0","サシェ","カシェ","0","ラシェ"
"南西","0","1","2520050","0","0","北東","北西","0","南東"
"クルクルネック","0","1","2520051","0","0","クルーネック","クルブシネック","0","クルーザーネック"
"ドールカラー","0","1","2520052","0","0","アースカラー","パールカラー","0","ピーチカラー"
"せっぱ","0","1","2520054","0","0","かっさ","せっさ","0","かっぱ"
"ピースオン","0","1","2520055","0","0","ロールオン","ページオン","0","キープオン"
"ストーカー","0","1","2520056","0","0","チョーカー","サイドカー","0","ウーファー"
"20組","0","1","2520058","0","0","26組","30組","0","24組"
"デュオ","0","1","2520059","0","0","カルテット","トリオ","0","クインテット"
"オシロスコープ","0","1","2520060","0","0","メトロノーム","バロメーター","0","クロノグラフ"
"きく","0","1","2520061","0","0","さす","のむ","0","うつ"
"至高のドラゴンテイルおでん","0","1","2521001","0","0","ゴールデン無限おにぎり","雲海の魔物肉","0","天露の金甘水"
"蜜","0","1","2521002","0","0","卵","肉","0","ご飯"
"弓","0","1","2521003","0","0","土鍋","だいじょぶマイフレンドくん1号","0","キャンプ道具"
"龍の翼","0","1","2521004","0","0","龍の卵","竜の翼","0","竜の卵"
"カヤと掃除をする","0","1","2521005","0","0","ホマレの部屋で写真を撮る","ホマレにいたずらをする","0","龍の卵をカジノ王から盗む"
"スーパータイピング","0","1","2530001","0","0","タッチタイピング","ノールックタイピング","0","シャドータイピング"
"スイートスポット","0","1","2530002","0","0","タイドプール","ソルトスポット","0","ソルトプール"
"シャークトゥース","0","1","2530003","0","0","ハウンドトゥース","キャメルトゥース","0","キャットトゥース"
"ニンジンカン","0","1","2530004","0","0","ナスカン","カボチャカン","0","イモカン"
