b1c0257d5e46dc550e5315b549c6a642678a73ac1144cab5d1936aa6377374d0,ac2cfe4cb5ffbb3df56a59f23f55e1aae20bf4d18bd80bc4073b01fdd3f045c6,a31e5816c7e56263d40199155739bc033db693b81c751f6f81d258d0644187ce,1f9cb530b5e2679ae3ae3e4fa17151ff1cad82839bb6f3c213541ba9d71b8ca9,75aa26205b29bde4bc755af78729d564e9a2ded11928dd5f3605ce7b3ee80090,00ed846d959f1cd5b9c419ee665af85851a72794ce67fe14093712d3cb87e285,b1b6f92f5985dd6fb2a54a410b335b7301d9818db32060d19b8a9c07eecb0bde,d51c13e14466e624eb0e713c936919535aef93febf23be82b42b9dca4e3532cd,c262b12d9a3f9af700457890ef00bf5e23bbec165e5cf3b2248956a67e88bd44,7faae1aa6e1c1948e24dc50e57d636b684a002d5b6b98dcfac26d21cc833336b,64103662522e9421fa0154307cba58e0532fcc95a2724f074fb342dba2f34e25,3b0dd9935a3e313f7a5fbf242bf5a5079cbd57307df76e106388b5166155de98,8b751937d5a012038df2eacf34c32aa560cf04a17e36560e0eeeb20e42b61aad,b81e3cb8ce3e7eb5186e5b4ecdf184ee4a4f95bafd40748598df8bde3f582f96,f50655e82840744eb27239251e05da939c8ee7bdfd7ccb4e414ad0aa0aec7b66,8b48483bdf9d5bb7fd2a07e31a7a34cd40ec9c5686b5764b2bf7f142e0e68474,76b35b318efed3edc190f1410f3f4452d0435cd641253f30507d35ad1f6dc187,cdfdf4821bcc58ec50f4bb77035b82c99be3aeb2725923d90cffe4b547309aa4,a0330f2933ca0da0c45304090057bc5a1ba63357cf8b5eb5f4ca55ba8edb5e4d,dec345fdcce157cd884c76efdc3a00c1c29f023cfd2046d64d20c74b050c63bf,335c5fc67fc6f109d9a0a09b7ccf4b55b051c44663079f3a7d8b8384ecf1457a,3a20712c29ea0a7512f7b7729e5c010f840a474a216375abc5b0b42738b2dc1b
"10380104","bgm_M64","101021","0.9","0","1","1.3","0","101021","1","1","1038","200","-30","4","-30","1","190","200","4","0","-70"
"10380105","bgm_M55","101031","1.4","0","1","1.8","0","101031","1","1","1038","220","0","5","-30","1.6","440","200","5","0","0"
"10390101","bgm_M64","101041","0.6","-30","1","0.8","10","101041","1","1","1039","210","0","1","-30","0.7","-470","250","1","0","-125"
"10390102","bgm_M64","101041","0.65","0","1","1","10","101041","1","1","1039","200","0","2","-30","0.7","-210","200","2","0","-95"
"10390103","bgm_M64","101041","0.9","-10","1","1.3","0","101041","1","1","1039","200","0","3","-30","1","50","100","3","-15","-120"
"10390104","bgm_M64","101041","0.9","0","1","1.35","0","101041","1","1","1039","200","0","4","-30","1.3","195","100","4","0","35"
"10390105","bgm_M55","101042","1.1","0","1","1.8","0","101042","1","1.3","1039","210","-50","5","-30","1.35","450","150","5","0","-55"
"10400101","bgm_M64","101161","0.6","0","1","0.8","10","101161","1","1","1040","210","0","1","-30","0.85","-480","250","1","0","-120"
"10400102","bgm_M64","101161","0.75","0","1","1.2","0","101161","1","1","1040","240","0","2","-30","1.1","-260","100","2","0","-100"
"10400103","bgm_M64","101161","0.65","-10","1","1.1","5","101161","1","1","1040","200","0","3","-30","1","-10","100","3","-5","65"
"10400104","bgm_M64","101161","0.9","0","1","1","0","101161","1","1","1040","200","43","4","-30","1","190","150","4","0","-110"
"10400105","bgm_M55","101162","0.9","-45","1","1.15","-10","101162","1","1.3","1040","280","-50","5","-30","1","485","270","5","-40","-70"
"10410101","bgm_M64","101171","0.6","0","1","0.8","10","101171","1","1","1041","210","0","1","-30","0.85","-480","120","1","0","-120"
"10410102","bgm_M64","101171","0.75","0","1","1.2","10","101171","1","1","1041","200","0","2","-30","1","-260","120","2","0","-120"
"10410103","bgm_M64","101171","0.6","-60","1","0.9","0","101171","1.4","1","1041","200","-50","3","-30","0.55","-10","150","3","-13","0"
"10410104","bgm_M64","101171","0.9","0","1","1.2","0","101171","1","1","1041","200","0","4","-30","1","190","100","4","0","-110"
"10410105","bgm_M55","101172","1","0","1","1.45","10","101172","1","1","1041","250","-50","5","-30","1","475","200","5","-20","-30"
"10420101","bgm_M64","101191","0.6","-30","1","0.8","10","101191","1","1","1042","210","0","1","-30","0.7","-480","100","1","0","-120"
"10420102","bgm_M64","101191","0.8","0","1","1.2","10","101191","1","1","1042","200","0","2","-30","1","-260","100","2","0","-100"
"10420103","bgm_M64","101191","0.9","-10","1","1.4","0","101451","1","1","1042","200","-30","3","-30","1","-10","100","3","-15","65"
"10420104","bgm_M64","101191","0.65","0","1","1.1","0","101191","1","1","1042","200","0","4","-30","1","190","100","4","0","-110"
"10420105","bgm_M55","101192","1.1","-45","1","1.3","-10","101192","1.2","1","1042","280","-50","5","-30","1","485","200","5","0","-70"
"10430101","bgm_M64","101201","0.6","0","1","0.8","10","101201","1","1","1043","210","0","1","-30","0.85","-480","100","1","0","-120"
"10430102","bgm_M64","101201","0.75","0","1","1.2","10","101201","1","1","1043","240","0","2","-30","1.1","-260","100","2","0","-120"
"10430103","bgm_M64","101201","0.8","-10","1","1.1","0","101201","1","1","1043","200","0","3","-30","1","-10","100","3","-15","65"
"10430104","bgm_M64","101201","0.7","0","1","1","0","101201","1","1","1043","200","43","4","-30","1","190","100","4","0","-110"
"10430105","bgm_M55","101202","1","-45","1","1.45","10","101202","1","1","1043","250","-50","5","-30","1","475","100","5","-20","-30"
"10440101","bgm_M64","101291","0.6","0","1","0.8","10","101291","1","1","1044","210","0","1","-30","0.85","-480","100","1","0","-120"
"10440102","bgm_M64","101291","0.75","0","1","1.2","10","101291","1","1","1044","240","0","2","-30","1.1","-260","100","2","0","-120"
"10440103","bgm_M64","101291","1.55","-10","1","2.3","0","101291","1","1","1044","200","0","3","-30","2.2","-40","100","3","-15","65"
"10440104","bgm_M64","101291","1.1","0","1","1.2","0","101291","1","1","1044","200","0","4","-30","1","150","100","4","0","-110"
"10440105","bgm_M55","101292","1.1","30","1","1.45","30","101292","1","1","1044","230","15","5","-30","1","490","100","5","-20","-15"
"10450101","bgm_M64","101301","0.58","-30","1","0.8","10","101301","1","1","1045","210","0","1","-30","0.7","-480","100","1","0","-120"
"10450102","bgm_M64","101301","0.9","0","1","1.2","10","101301","1","1","1045","200","0","2","-30","1","-260","100","2","0","-120"
"10450103","bgm_M64","101301","0.93","-10","1","1.4","-10","101301","1","1","1045","200","-30","3","-30","1","-50","200","3","0","100"
"10450104","bgm_M64","101301","0.9","0","1","1.3","0","101301","1","1","1045","200","15","4","-30","1","100","100","4","0","-100"
"10450105","bgm_M55","101302","1","-30","1","1.2","10","101302","1","1","1045","270","-15","5","-30","1.1","470","100","5","-20","-55"
"10460101","bgm_M64","101441","0.575","0","1","0.8","10","101161","1","1","1046","210","0","1","-30","0.85","-450","100","1","0","-130"
"10460102","bgm_M64","101441","0.75","0","1","1","10","101161","1","1","1046","200","0","2","-30","0.7","-250","200","2","0","-120"
"10460103","bgm_M64","101441","0.8","-10","1","1.2","0","101161","1","1","1046","200","0","3","-30","1.1","-10","100","3","-15","50"
"10460104","bgm_M64","101441","0.8","0","1","1","0","101161","1","1","1046","200","43","4","-30","1","210","150","4","0","-100"
"10460105","bgm_M55","101442","0.95","-30","1","1.2","10","101162","1","1","1046","230","-35","5","-30","1.1","470","100","5","-20","-70"
"10470101","bgm_M64","101451","0.58","-30","1","0.8","10","101451","1","1","1047","210","0","1","-30","0.7","-450","100","1","0","-130"
"10470102","bgm_M64","101451","0.9","0","1","1.2","10","101451","1","1","1047","200","0","2","-30","1","-250","100","2","0","-120"
"10470103","bgm_M64","101451","0.9","-10","1","1.4","0","101451","1","1","1047","200","-30","3","-30","1","-20","100","3","-15","50"
"10470104","bgm_M64","101451","0.8","0","1","1","0","101451","1","1","1047","200","0","4","-30","0.85","200","100","4","0","-100"
"10470105","bgm_M55","101452","1.25","-50","1","1.55","0","101452","1.2","1","1047","290","-35","5","-30","1.4","510","100","5","0","-70"
"10480101","bgm_M64","101561","0.58","-30","1","0.8","10","101451","1","1","1048","210","0","1","-30","0.7","-450","100","1","0","-130"
"10480102","bgm_M64","101561","0.75","0","1","1.2","0","101451","1","1","1048","240","0","2","-30","1.1","-240","100","2","0","-120"
"10480103","bgm_M64","101561","0.6","-60","1","0.9","0","101451","1.4","1","1048","200","-50","3","-30","0.55","-10","150","3","-13","0"
"10480104","bgm_M64","101561","0.7","0","1","1.1","0","101451","1","1","1048","200","20","4","-30","1","195","100","4","0","-100"
"10480105","bgm_M55","101562","1.25","-50","1","1.55","0","101452","1.4","1","1048","290","-60","5","-30","1.35","460","400","5","0","-70"
"10490101","bgm_M64","101001","0.58","-30","1","0.8","10","101001","1","1","1049","210","0","1","-30","0.7","-480","100","1","0","-120"
"10490102","bgm_M64","101001","0.75","0","1","1.2","10","101001","1","1","1049","200","0","2","-30","1.1","-270","100","2","0","-120"
"10490103","bgm_M64","101001","0.9","-10","1","1.4","0","101001","1","1","1049","200","-30","3","-30","1","-25","200","3","-15","65"
"10490104","bgm_M64","101001","0.9","0","1","1.1","0","101001","1","1","1049","200","-30","4","-30","1","200","150","4","0","-120"
"10490105","bgm_M55","101011","1.2","0","1","1.3","0","101011","1.2","1","1049","250","0","5","-30","1","480","200","5","0","-40"
"10500101","bgm_M64","101021","0.575","-30","1","1","10","101021","1","1","1050","210","-25","1","-30","0.9","-450","170","1","0","-110"
"10500102","bgm_M64","101021","0.75","0","1","1.2","0","101021","1","1","1050","240","0","2","-30","1.1","-240","100","2","0","-120"
"10500103","bgm_M64","101021","0.6","-10","1","0.9","5","101021","1","1","1050","200","0","3","-30","0.8","-10","100","3","-5","65"
"10500104","bgm_M64","101021","0.65","0","1","1.1","0","101021","1","1","1050","200","0","4","-30","1","190","100","4","0","-110"
"10500105","bgm_M55","101031","1.4","0","1","1.8","0","101031","1","1","1050","220","0","5","-30","1.6","440","200","5","0","0"
"10510101","bgm_M64","101041","0.58","-30","1","0.8","10","101041","1","1","1051","210","0","1","-30","0.7","-450","100","1","0","-130"
"10510102","bgm_M64","101041","0.65","0","1","1","10","101041","1","1","1051","200","0","2","-30","0.7","-250","200","2","0","-120"
"10510103","bgm_M64","101041","0.75","-10","1","1.3","10","101041","1","1","1051","200","-10","3","-30","1","-35","100","3","-15","70"
"10510104","bgm_M64","101041","1","0","1","1.4","0","101041","1","1","1051","200","0","4","-30","1","150","100","4","0","-110"
"10510105","bgm_M55","101042","1.1","0","1","1.8","0","101042","1","1.3","1051","210","-50","5","-30","1.35","450","150","5","0","-55"
"10520101","bgm_M64","101161","0.6","-30","1","0.8","10","101161","1","1","1052","210","0","1","-30","0.7","-480","250","1","0","-120"
"10520102","bgm_M64","101161","0.75","0","1","1.2","0","101161","1","1","1052","240","0","2","-30","1.1","-260","100","2","0","-100"
"10520103","bgm_M64","101161","0.65","-10","1","1.1","5","101161","1","1","1052","200","0","3","-30","1","-10","100","3","-5","65"
"10520104","bgm_M64","101161","0.8","0","1","1.3","0","101161","1","1","1052","200","-30","4","-30","1","240","100","4","0","-50"
"10520105","bgm_M55","101162","0.9","-45","1","1.15","-10","101162","1","1.3","1052","280","-50","5","-30","1","485","270","5","-40","-70"
"10530101","bgm_M64","101171","0.5","0","1","0.8","10","101171","1","1","1053","210","0","1","-30","0.85","-480","120","1","0","-120"
"10530102","bgm_M64","101171","0.75","0","1","1.2","10","101171","1","1","1053","200","0","2","-30","1.1","-270","100","2","0","-120"
"10530103","bgm_M64","101171","1.55","-10","1","2.3","0","101171","1","1","1053","200","0","3","-30","2.2","-25","100","3","-15","65"
"10530104","bgm_M64","101171","0.9","0","1","1.5","0","101171","1","1","1053","200","-30","4","-30","1","200","100","4","0","-100"
"10530105","bgm_M55","101172","1","0","1","1.45","10","101172","1","1","1053","250","-50","5","-30","1","475","200","5","-20","-30"
"10540101","bgm_M64","101191","0.575","-30","1","1","10","101191","1","1","1054","210","-25","1","-30","0.9","-450","170","1","0","-110"
"10540102","bgm_M64","101191","0.65","0","1","1","10","101191","1","1","1054","200","0","2","-30","0.7","-250","200","2","0","-120"
"10540103","bgm_M64","101191","0.8","-10","1","1.2","0","101191","1","1","1054","200","0","3","-30","1.1","-10","100","3","-15","50"
"10540104","bgm_M64","101191","1","0","1","1.5","0","101191","1","1","1054","200","0","4","-30","1","190","200","4","0","-90"
"10540105","bgm_M55","101192","1.1","-45","1","1.3","-10","101192","1.2","1","1054","280","-50","5","-30","1","485","200","5","0","-70"
"10550101","bgm_M64","101201","0.5","0","1","0.8","10","101201","1","1","1055","210","0","1","-30","0.85","-480","120","1","0","-120"
"10550102","bgm_M64","101201","0.7","-30","1","1","0","101201","1","1","1055","240","-30","2","-30","1","-250","250","2","0","-120"
"10550103","bgm_M64","101201","0.8","-10","1","1.1","0","101201","1","1","1055","200","0","3","-30","1","-10","100","3","-15","65"
"10550104","bgm_M64","101201","0.7","0","1","1","0","101201","1","1","1055","200","43","4","-30","1","190","100","4","0","-110"
"10550105","bgm_M55","101202","1","-45","1","1.45","10","101202","1","1","1055","250","-50","5","-30","1","475","100","5","-20","-30"
"10560101","bgm_M64","101291","0.6","-30","1","0.8","10","101291","1","1","1056","210","0","1","-30","0.7","-480","250","1","0","-120"
"10560102","bgm_M64","101291","0.75","0","1","1.2","0","101291","1","1","1056","240","0","2","-30","1.1","-260","100","2","0","-100"
"10560103","bgm_M64","101291","0.9","-10","1","1.4","0","101291","1","1","1056","200","-30","3","-30","1","-35","100","3","-15","50"
"10560104","bgm_M64","101291","0.9","0","1","1.1","0","101291","1","1","1056","200","-30","4","-30","1","190","150","4","0","-120"
"10560105","bgm_M55","101292","1.1","30","1","1.45","30","101292","1","1","1056","230","15","5","-30","1","490","100","5","-20","-15"
"10570101","bgm_M64","101301","0.575","-30","1","1","10","101301","1","1","1057","210","-25","1","-30","0.9","-450","170","1","0","-110"
"10570102","bgm_M64","101301","0.75","0","1","1.2","10","101301","1","1","1057","200","0","2","-30","1.1","-270","100","2","0","-120"
"10570103","bgm_M64","101301","0.93","-10","1","1.4","-10","101301","1","1","1057","200","-30","3","-30","1","-50","200","3","0","100"
"10570104","bgm_M64","101301","0.9","0","1","1.2","0","101301","1","1","1057","200","0","4","-30","1","190","100","4","0","-110"
"10570105","bgm_M55","101302","1","-30","1","1.2","10","101302","1","1","1057","270","-15","5","-30","1.1","470","100","5","-20","-55"
"10580101","bgm_M64","101441","0.6","-30","1","0.8","10","101441","1","1","1058","210","0","1","-30","0.7","-480","250","1","0","-120"
"10580102","bgm_M64","101441","0.7","-30","1","1","0","101441","1","1","1058","240","-30","2","-30","1","-250","250","2","0","-120"
"10580103","bgm_M64","101441","0.75","-10","1","1.3","10","101441","1","1","1058","200","-10","3","-30","1","-5","100","3","-15","70"
"10580104","bgm_M64","101441","0.8","0","1","1.1","10","101441","1","1","1058","200","20","4","-30","1","210","100","4","0","-100"
"10580105","bgm_M55","101442","0.95","-30","1","1.2","10","101442","1","1","1058","230","-35","5","-30","1.1","470","100","5","-20","-70"
"10590101","bgm_M64","101451","0.575","-30","1","1","10","101451","1","1","1059","210","-25","1","-30","0.9","-450","170","1","0","-110"
"10590102","bgm_M64","101451","0.65","0","1","1","10","101451","1","1","1059","200","0","2","-30","0.7","-250","200","2","0","-120"
"10590103","bgm_M64","101451","0.6","-60","1","0.9","0","101451","1.4","1","1059","200","-50","3","-30","0.55","-10","150","3","-13","0"
"10590104","bgm_M64","101451","0.7","0","1","1","0","101451","1","1","1059","200","0","4","-30","0.7","200","100","4","0","-120"
"10590105","bgm_M55","101452","1.25","-50","1","1.55","0","101452","1.2","1","1059","290","-35","5","-30","1.4","510","100","5","0","-70"
"10600101","bgm_M64","101561","0.5","0","1","0.8","10","101561","1","1","1060","210","0","1","-30","0.85","-480","120","1","0","-120"
"10600102","bgm_M64","101561","0.75","0","1","1.2","10","101561","1","1","1060","200","0","2","-30","1.1","-270","100","2","0","-120"
"10600103","bgm_M64","101561","0.9","-10","1","1.4","0","101561","1","1","1060","200","-30","3","-30","1","-25","200","3","-15","65"
"10600104","bgm_M64","101561","0.65","0","1","1.1","0","101561","1","1","1060","200","0","4","-30","1","190","100","4","0","-110"
"10600105","bgm_M55","101562","1.25","-50","1","1.55","0","101562","1.4","1","1060","290","-60","5","-30","1.35","460","400","5","0","-70"
"10610101","bgm_M64","101001","0.6","-30","1","0.8","10","101001","1","1","1061","210","0","1","-30","0.7","-480","250","1","0","-120"
"10610102","bgm_M64","101001","0.75","0","1","1.2","0","101001","1","1","1061","240","0","2","-30","1.1","-260","100","2","0","-100"
"10610103","bgm_M64","101001","1","-10","1","1.4","0","101001","1","1","1061","200","-30","3","-30","1","-10","100","3","-15","65"
"10610104","bgm_M64","101001","1","0","1","1.4","0","101001","1","1","1061","200","0","4","-30","1","200","100","4","0","-110"
"10610105","bgm_M55","101011","1.2","0","1","1.3","0","101011","1.2","1","1061","250","0","5","-30","1","480","200","5","0","-40"
"10630101","bgm_M64","101021","0.5","0","1","0.8","10","101021","1","1","1063","210","0","1","-30","0.85","-480","120","1","0","-120"
"10630102","bgm_M64","101021","0.7","-30","1","1","0","101021","1","1","1063","240","-30","2","-30","1","-250","250","2","0","-120"
"10630103","bgm_M64","101021","0.9","0","1","1.3","0","101021","1","1","1063","200","0","3","-30","1","-10","100","3","0","70"
"10630104","bgm_M64","101021","0.8","0","1","1.2","0","101021","1","1","1063","200","-30","4","-30","1","240","100","4","0","-70"
"10630105","bgm_M55","101031","1.4","0","1","1.8","0","101031","1","1","1063","220","0","5","-30","1.6","470","200","5","0","0"
"10640101","bgm_M64","101041","0.575","-30","1","1","10","101041","1","1","1064","210","-25","1","-30","0.9","-450","170","1","0","-110"
"10640102","bgm_M64","101041","0.65","0","1","1","10","101041","1","1","1064","200","0","2","-30","0.7","-250","200","2","0","-120"
"10640103","bgm_M64","101041","0.8","-10","1","1.1","0","101041","1","1","1064","200","0","3","-30","1","-10","100","3","-15","65"
"10640104","bgm_M64","101041","0.9","0","1","1.5","0","101041","1","1","1064","200","-30","4","-30","1","200","100","4","0","-100"
"10640105","bgm_M55","101042","1.1","0","1","1.8","0","101042","1","1.3","1064","210","-50","5","-30","1.35","450","150","5","0","-55"
"10650101","bgm_M64","101161","0.6","-30","1","0.8","10","101161","1","1","1065","210","0","1","-30","0.7","-480","250","1","0","-120"
"10650102","bgm_M64","101161","0.75","0","1","1.2","0","101161","1","1","1065","240","0","2","-30","1.1","-260","100","2","0","-100"
"10650103","bgm_M64","101161","0.65","-10","1","1.1","5","101161","1","1","1065","200","0","3","-30","1","-10","100","3","-5","65"
"10650104","bgm_M64","101161","0.8","0","1","1","0","101161","1","1","1065","200","0","4","-30","0.85","200","100","4","0","-100"
"10650105","bgm_M55","101162","0.9","-45","1","1.15","-10","101162","1","1.3","1065","280","-50","5","-30","1","485","270","5","-40","-70"
"10660101","bgm_M64","101171","0.5","0","1","0.8","10","101171","1","1","1066","210","0","1","-30","0.85","-480","120","1","0","-120"
"10660102","bgm_M64","101171","0.7","-30","1","1","0","101171","1","1","1066","240","-30","2","-30","1","-250","250","2","0","-120"
"10660103","bgm_M64","101171","0.8","-10","1","1.15","0","101171","1","1","1066","200","0","3","-30","1.1","0","100","3","-10","65"
"10660104","bgm_M64","101171","0.9","-10","1","1.35","0","101171","1","1","1066","200","0","4","-30","1.3","230","100","4","0","5"
"10660105","bgm_M55","101172","1","0","1","1.45","10","101172","1","1","1066","250","-50","5","-30","1","475","200","5","-20","-30"
"10670101","bgm_M64","101191","0.6","-30","1","0.8","10","101191","1","1","1067","210","0","1","-30","0.7","-480","250","1","0","-50"
"10670102","bgm_M64","101191","0.75","0","1","1.2","10","101191","1","1","1067","200","0","2","-30","1.1","-270","100","2","0","-120"
"10670103","bgm_M64","101191","0.9","-10","1","1.4","0","101191","1","1","1067","200","-30","3","-30","1","-20","100","3","-15","50"
"10670104","bgm_M64","101191","1","0","1","1.5","0","101191","1","1","1067","200","0","4","-30","1","200","200","4","0","-90"
"10670105","bgm_M55","101192","1.1","-45","1","1.3","-10","101192","1.2","1","1067","280","-50","5","-30","1","485","200","5","0","-70"
"10680101","bgm_M64","101201","0.8","0","1","1.45","10","101201","1","1","1068","210","20","1","-30","1.1","-470","100","1","0","0"
"10680102","bgm_M64","101201","0.65","0","1","1","10","101201","1","1","1068","200","0","2","-30","0.7","-250","200","2","0","-120"
"10680103","bgm_M64","101201","0.75","-10","1","1.3","10","101201","1","1","1068","200","-10","3","-30","1","-5","100","3","-15","70"
"10680104","bgm_M64","101201","0.7","0","1","1","0","101201","1","1","1068","200","43","4","-30","1","190","100","4","0","-110"
"10680105","bgm_M55","101202","1","-45","1","1.45","10","101202","1","1","1068","250","-50","5","-30","1","475","100","5","-20","-30"
"10690101","bgm_M64","101291","0.575","-30","1","1","10","101291","1","1","1069","210","-25","1","-30","0.9","-450","170","1","0","-110"
"10690102","bgm_M64","101291","0.75","0","1","1.2","0","101291","1","1","1069","240","0","2","-30","1.1","-225","100","2","0","-25"
"10690103","bgm_M64","101291","1.55","-10","1","2.3","0","101291","1","1","1069","200","0","3","-30","2.2","0","100","3","-15","65"
"10690104","bgm_M64","101291","0.65","0","1","1.1","0","101291","1","1","1069","200","0","4","-30","1","190","100","4","0","-110"
"10690105","bgm_M55","101292","1.1","30","1","1.45","30","101292","1","1","1069","230","15","5","-30","1","490","100","5","-20","-15"
"10700101","bgm_M64","101301","0.6","-30","1","0.8","10","101301","1","1","1070","210","0","1","-30","0.7","-480","250","1","0","-50"
"10700102","bgm_M64","101301","0.65","0","1","1","10","101301","1","1","1070","200","0","2","-30","0.7","-250","200","2","0","-120"
"10700103","bgm_M64","101301","0.93","-10","1","1.4","-10","101301","1","1","1070","200","-30","3","-30","1","-50","200","3","0","100"
"10700104","bgm_M64","101301","0.9","0","1","1.1","0","101301","1","1","1070","200","-30","4","-30","1","190","150","4","0","-120"
"10700105","bgm_M55","101302","1","-30","1","1.2","10","101302","1","1","1070","270","-15","5","-30","1.1","470","100","5","-20","-55"
"10710101","bgm_M64","101441","0.8","0","1","1.45","10","101441","1","1","1071","210","20","1","-30","1.1","-470","100","1","0","0"
"10710102","bgm_M64","101441","0.7","-30","1","1","0","101441","1","1","1071","240","-30","2","-30","1","-250","250","2","0","-120"
"10710103","bgm_M64","101441","0.8","-10","1","1.1","0","101441","1","1","1071","200","0","3","-30","1","-10","100","3","-15","65"
"10710104","bgm_M64","101441","0.7","0","1","1","0","101441","1","1","1071","200","0","4","-30","0.7","200","100","4","0","-120"
"10710105","bgm_M55","101442","0.95","-30","1","1.2","10","101442","1","1","1071","230","-35","5","-30","1.1","470","100","5","-20","-70"
"10720101","bgm_M64","101451","0.575","-30","1","1","10","101451","1","1","1072","210","-25","1","-30","0.9","-450","170","1","0","-110"
"10720102","bgm_M64","101451","0.75","0","1","1.2","0","101451","1","1","1072","240","0","2","-30","1.1","-225","100","2","0","-25"
"10720103","bgm_M64","101451","1","-10","1","1.4","0","101451","1","1","1072","200","-30","3","-30","1","-10","100","3","-15","65"
"10720104","bgm_M64","101451","0.8","0","1","1.1","10","101451","1","1","1072","200","20","4","-30","1","210","100","4","0","-100"
"10720105","bgm_M55","101452","1.25","-50","1","1.55","0","101452","1.2","1","1072","290","-35","5","-30","1.4","510","100","5","0","-70"
"10730101","bgm_M64","101561","0.575","-30","1","1","10","101561","1","1","1073","210","-25","1","-30","0.9","-450","170","1","0","0"
"10730102","bgm_M64","101561","0.75","0","1","1.2","10","101561","1","1","1073","200","0","2","-30","1.1","-270","100","2","0","-120"
"10730103","bgm_M64","101561","0.65","-10","1","1.1","5","101561","1","1","1073","200","0","3","-30","1","-10","100","3","-5","65"
"10730104","bgm_M64","101561","1","0","1","1.4","0","101561","1","1","1073","200","0","4","-30","1","200","100","4","0","-110"
"10730105","bgm_M55","101562","1.25","-50","1","1.55","0","101562","1.4","1","1073","290","-60","5","-30","1.35","460","400","5","0","-70"
"10740101","bgm_M64","101001","0.6","-30","1","0.8","10","101001","1","1","1074","210","0","1","-30","0.7","-480","250","1","0","-50"
"10740102","bgm_M64","101001","0.9","10","1","1.35","0","101001","1","1","1074","240","10","2","-30","1.1","-260","200","2","0","-110"
"10740103","bgm_M64","101001","0.75","-10","1","1.15","10","101001","1","1","1074","200","-10","3","-30","1","-5","100","3","-15","70"
"10740104","bgm_M64","101001","0.9","0","1","1.2","0","101001","1","1","1074","200","0","4","-30","1","190","100","4","0","-110"
"10740105","bgm_M55","101011","1.2","0","1","1.3","0","101011","1.2","1","1074","250","0","5","-30","1","480","200","5","0","-40"
"10750101","bgm_M64","101021","0.8","0","1","1.45","10","101021","1","1","1075","210","20","1","-30","1.1","-470","100","1","0","0"
"10750102","bgm_M64","101021","0.65","0","1","1","10","101021","1","1","1075","200","0","2","-30","0.7","-250","200","2","0","-120"
"10750103","bgm_M64","101021","0.6","-60","1","0.9","0","101021","1.4","1","1075","200","-50","3","-30","0.55","-10","150","3","-13","0"
"10750104","bgm_M64","101021","0.9","0","1","1.5","0","101021","1","1","1075","200","-30","4","-30","1","200","100","4","0","-100"
"10750105","bgm_M55","101031","1.4","0","1","1.8","0","101031","1","1","1075","220","0","5","-30","1.6","470","200","5","0","0"
"10760101","bgm_M64","101041","0.575","-30","1","1","10","101041","1","1","1076","210","-25","1","-30","0.9","-480","170","1","0","-110"
"10760102","bgm_M64","101041","0.7","-30","1","1","0","101041","1","1","1076","240","-30","2","-30","1","-230","250","2","0","-20"
"10760103","bgm_M64","101041","0.9","-10","1","1.4","0","101041","1","1","1076","200","-30","3","-30","1","15","100","3","-15","-120"
"10760104","bgm_M64","101041","0.8","-50","1","1.3","0","101041","1","1","1076","200","-60","4","-30","1","200","300","4","0","40"
"10760105","bgm_M55","101042","1.1","0","1","1.8","0","101042","1","1.3","1076","210","-50","5","-30","1.35","450","150","5","0","-55"
"10770101","bgm_M64","101161","0.6","-30","1","0.8","10","101161","1","1","1077","210","0","1","-30","0.7","-480","250","1","0","-50"
"10770102","bgm_M64","101161","0.75","0","1","1.2","10","101161","1","1","1077","200","0","2","-30","1.1","-270","100","2","0","-120"
"10770103","bgm_M64","101161","0.9","0","1","1.3","0","101161","1","1","1077","200","0","3","-30","1","-10","100","3","0","70"
"10770104","bgm_M64","101161","1","0","1","1.5","0","101161","1","1","1077","200","0","4","-30","1","200","200","4","0","-90"
"10770105","bgm_M55","101162","0.9","-45","1","1.15","-10","101162","1","1.3","1077","280","-50","5","-30","1","485","270","5","-40","-70"
"10780101","bgm_M64","101171","0.575","-30","1","1","10","101171","1","1","1078","210","-25","1","-30","0.9","-450","170","1","0","-90"
"10780102","bgm_M64","101171","0.75","0","1","1.2","0","101171","1","1","1078","240","0","2","-30","1.1","-225","100","2","0","20"
"10780103","bgm_M64","101171","0.8","-10","1","1.15","0","101171","1","1","1078","200","0","3","-30","1.1","0","100","3","-10","-65"
"10780104","bgm_M64","101171","0.65","-10","1","1","0","101171","1","1","1078","200","0","4","-30","0.9","230","100","4","0","0"
"10780105","bgm_M55","101172","1","0","1","1.45","10","101172","1","1","1078","250","-50","5","-30","1","475","200","5","-20","-30"
"10790101","bgm_M64","101191","0.6","-30","1","0.8","10","101191","1","1","1079","210","0","1","-30","0.7","-480","250","1","0","-50"
"10790102","bgm_M64","101191","0.9","10","1","1.35","0","101191","1","1","1079","240","10","2","-30","1.1","-260","200","2","0","-110"
"10790103","bgm_M64","101191","0.8","-10","1","1.1","0","101191","1","1","1079","200","0","3","-30","1","-10","100","3","-15","65"
"10790104","bgm_M64","101191","0.9","-10","1","1.35","0","101191","1","1","1079","200","0","4","-30","1.3","230","100","4","0","5"
"10790105","bgm_M55","101192","1.1","-45","1","1.3","-10","101192","1.2","1","1079","280","-50","5","-30","1","485","200","5","0","-70"
