0f4e3c20520c68d6d51b1e5fcbfe040a5e499872f070ec8e836366394af29f23,1bda5a8fbf780639bc869e739e443c73d67f003c580f733390b4786931253a0d,8e6722ca5195383681a02beb61053039ae81ca3d4550da878666dee9c668a9f4,632b151cdf19b77cf9c4de3fa55c7efa6b97c4225c5ac90dbe3a86e0c0e6224a,23387ae50978e62cee919a95e95c40f1cc465b073d7e2de421a181cafd605649,aa88030074c0ae03a6c03a86da14e7216242e8b9d00867b2192ec782f79303a0,ac2a7fe23559e23772f763c4ce8d0a05f4e2f26a88b2f96d1bf3fad84a955190,3c8d53eee96a1daff7877ef84069571a7776c2974bf056ff9e56f5c427391302,389fe261e44e2fe9fc76e4c4bd15b4cd8992d142e6ed5f63b75d7fd52afadbf3,9c4dd305f839b9689fb472fdff4fb6c6c8bfcc9f2a4235e2ed685dcff1439198,006730a3b3437a743f6622370809e9684f6c27c67d15a74945873d60e84869b3
"0","1","204020","","0.2","3","102811","0","204","cgg_surprise","cgg_talk_surprise1"
"","","204021","","0.2","12","102811","1.4","204","4",""
"","","204022","","","93","3","","204","0",""
"","","204023","","0.2","3","102811","1","204","cgg_idle_def",""
"","","204024","","0.2","3","1","1","204","cgg_idle_reaction3",""
"","","204025","","0.2","12","1","1.4","204","11",""
"","","204026","","","93","3","","204","0",""
"","","204027","","0.2","3","1","1","204","cgg_idle_normal",""
"","","204028","","0.2","3","102811","1","204","cgg_talk_joy3_blink",""
"","","204029","","0.2","12","102811","1.4","204","10",""
"","","204030","","","93","3","","204","0",""
"","","204031","","","101","204015","","204","0",""
"","","204032","","","22","0","","204","0.5",""
"0","0","204033","","0.1","6","1","1","204","1","1"
"0","0","204034","","0.1","6","102811","1","204","1","1"
"","","204035","","","93","0.1","","204","0",""
"","","204036","","0","3","1","1","204","cgg_idle_normal",""
"","","204037","","0","3","102811","1","204","cgg_idle_def",""
"0","-230","205001","cgg_idle_normal","160","5","1","100","205","1","-420"
"1","-230","205002","cgg_idle_def","1.6","1","1","100","205","102511","420"
"0","1","205003","","0.1","6","1","1","205","1","1"
"0","1","205004","","0.1","6","102511","1","205","1","1"
"","","205005","","","93","0.2","","205","0",""
"","","205006","","","21","vo_minigame_1007","0","205","vo_minigame_1007_top_talk_11_017","0"
"0","0","205007","0","0","11","102511","6","205","なんででしょう～！？\nさっきから同じグッズ\nしか出ません～！\nドジのせいですか！？","0"
"0","1","205008","","0.2","3","1","0","205","cgg_surprise2","cgg_idle_surprise2"
"0","1","205009","","0.2","3","102511","0","205","cgg_surprise","cgg_talk_surprise1"
"","","205010","","","93","5.5","","205","0",""
"0","1","205011","","0.2","3","1","0","205","cgg_shock","cgg_idle_shock"
"0","1","205012","","0.2","3","102511","1","205","cgg_talk_sad2",""
"","","205013","","","91","205007","","205","",""
"","","205014","","","93","0.5","","205","0",""
"","","205015","","0.2","3","102511","1","205","cgg_idle_def",""
"","","205016","","0.2","3","1","1","205","cgg_idle_reaction4",""
"","","205017","","0.2","12","1","1.4","205","2",""
"","","205018","","","93","3","","205","0",""
"","","205019","","0.2","3","1","1","205","cgg_idle_normal",""
"","","205020","","0.2","3","102511","1","205","cgg_idle_tsun",""
"","","205021","","0.2","12","102511","1.4","205","5",""
"","","205022","","","93","3","","205","0",""
"","","205023","","0.2","3","102511","1","205","cgg_idle_def",""
"","","205024","","0.2","3","1","1","205","cgg_idle_surprise_sad",""
"","","205025","","0.2","12","1","1.4","205","1",""
"","","205026","","","93","3","","205","0",""
"","","205027","","0.2","3","1","1","205","cgg_idle_normal",""
"","","205028","","0.2","3","102511","1","205","cgg_talk_sad2",""
"","","205029","","0.2","12","102511","1.4","205","15",""
"","","205030","","","93","3","","205","0",""
"","","205031","","","101","205015","","205","0",""
"","","205032","","","22","0","","205","0.5",""
"0","0","205033","","0.1","6","1","1","205","1","1"
"0","0","205034","","0.1","6","102511","1","205","1","1"
"","","205035","","","93","0.1","","205","0",""
"","","205036","","0","3","1","1","205","cgg_idle_normal",""
"","","205037","","0","3","102511","1","205","cgg_idle_def",""
"0","-230","206001","cgg_idle_normal","160","5","1","100","206","1","-420"
"1","-230","206002","cgg_idle_def","1.6","1","1","100","206","110911","420"
"0","1","206003","","0.1","6","1","1","206","1","1"
"0","1","206004","","0.1","6","110911","1","206","1","1"
"","","206005","","","93","0.2","","206","0",""
"","","206006","","","21","vo_minigame_1007","0","206","vo_minigame_1007_top_talk_12_018","0"
"0","0","206007","0","0","11","110911","6","206","そこそこ揃いましたね\nカルミナそこそこ侍の\n称号をあげますので\nほら、無心で回す！","0"
"0","1","206008","","0.2","3","1","0","206","cgg_talk_doya","cgg_idle_doya"
"","","206009","","0.2","3","110911","1","206","cgg_talk_joy1_normal",""
"","","206010","","","93","2.3","","206","0",""
"","","206011","","0.2","3","1","1","206","cgg_idle_surprise2",""
"","","206012","","0.2","3","110911","1","206","cgg_talk_joy3_blink2",""
"","","206013","","","93","3.2","","206","0",""
"0","1","206014","","0.2","3","1","0","206","cgg_talk_handsup","cgg_idle_reaction1"
"0","1","206015","","0.2","3","110911","0","206","cgg_talk_guts_anger_NoBlink","cgg_idle_guts_anger"
"","","206016","","","91","206007","","206","",""
"","","206017","","","93","0.5","","206","0",""
"","","206018","","0.2","3","110911","1","206","cgg_idle_def",""
"0","1","206019","","0.2","3","1","0","206","cgg_talk_doya","cgg_idle_doya"
"","","206020","","0.2","12","1","1.4","206","10",""
"","","206021","","","93","3","","206","0",""
"","","206022","","0.2","3","1","1","206","cgg_idle_normal",""
"","","206023","","0.2","3","110911","1","206","cgg_talk_sad",""
"","","206024","","0.2","12","110911","1.4","206","5",""
"","","206025","","","93","3","","206","0",""
"","","206026","","0.2","3","110911","1","206","cgg_idle_def",""
"0","1","206027","","0.2","3","1","0","206","cgg_surprise2","cgg_idle_surprise2"
"","","206028","","0.2","12","1","1.4","206","4",""
"","","206029","","","93","3","","206","0",""
"","","206030","","0.2","3","1","1","206","cgg_idle_normal",""
"0","1","206031","","0.2","3","110911","0","206","cgg_talk_guts_anger","cgg_idle_guts_anger"
"","","206032","","0.2","12","110911","1.4","206","11",""
"","","206033","","","93","3","","206","0",""
"","","206034","","","101","206018","","206","0",""
"","","206035","","","22","0","","206","0.5",""
"0","0","206036","","0.1","6","1","1","206","1","1"
"0","0","206037","","0.1","6","110911","1","206","1","1"
"","","206038","","","93","0.1","","206","0",""
"","","206039","","0","3","1","1","206","cgg_idle_normal",""
"","","206040","","0","3","110911","1","206","cgg_idle_def",""
"0","-230","301001","cgg_idle_normal","160","5","1","100","301","1","-420"
"1","-230","301002","cgg_idle_def","1.6","1","1","100","301","105811","420"
"0","1","301003","","0.1","6","1","1","301","1","1"
"0","1","301004","","0.1","6","105811","1","301","1","1"
"","","301005","","","93","0.2","","301","0",""
"3","","301006","","","21","vo_minigame_1007","0","301","vo_minigame_1007_top_talk_13_019","0"
"0","0","301007","0","0","11","105811","6","301","やばいですね☆\nオールコンプリート\nですよ♪\nパチパチパチ～☆","0"
"","","301008","","0.2","3","1","1","301","cgg_idle_reaction1",""
"0","1","301009","","0.2","3","105811","0","301","cgg_surprise_kira","cgg_talk_surprise_kira"
"","","301010","","","93","1.7","","301","0",""
"0","1","301011","","0.2","3","1","0","301","cgg_talk_nod","cgg_idle_nod"
"","","301012","","0.2","3","105811","1","301","cgg_talk_joy1_normal",""
"","","301013","","","93","1.8","","301","0",""
"0","1","301014","","0.2","3","1","0","301","cgg_joy","cgg_idle_reaction3"
"0.2","1","301015","","0.2","3","105811","0","301","cgg_handclap_def_N","cgg_idle_def"
"","","301016","","","91","301007","","301","",""
"","","301017","","","93","0.5","","301","0",""
"0","1","301018","","0.2","3","1","0","301","cgg_talk_doya","cgg_idle_doya"
"","","301019","","0.2","12","1","1.4","301","10",""
"","","301020","","","93","3","","301","0",""
"","","301021","","0.2","3","1","1","301","cgg_idle_normal",""
"0","1","301022","","0.2","3","105811","0","301","cgg_surprise_kira","cgg_talk_surprise_kira"
"","","301023","","0.2","12","105811","1.4","301","7",""
"","","301024","","","93","3","","301","0",""
"","","301025","","0.2","3","105811","1","301","cgg_idle_def",""
"","","301026","","0.2","3","1","1","301","cgg_idle_surprise3",""
"","","301027","","0.2","12","1","1.4","301","6",""
"","","301028","","","93","3","","301","0",""
"","","301029","","0.2","3","1","1","301","cgg_idle_normal",""
"","","301030","","0.1","3","105811","1","301","cgg_idle_joy3",""
"","","301031","","0.2","12","105811","1.4","301","10",""
"","","301032","","","93","3","","301","0",""
"","","301033","","0.2","3","105811","1","301","cgg_idle_def",""
"","","301034","","","101","301018","","301","0",""
"","","301035","","","22","0","","301","0.5",""
"0","0","301036","","0.1","6","1","1","301","1","1"
"0","0","301037","","0.1","6","105811","1","301","1","1"
"","","301038","","","93","0.1","","301","0",""
"","","301039","","0","3","1","1","301","cgg_idle_normal",""
"","","301040","","0","3","105811","1","301","cgg_idle_def",""
"0","-230","302001","cgg_idle_normal","160","5","1","100","302","1","-420"
"1","-230","302002","cgg_idle_def","1.6","1","1","100","302","105911","420"
"0","1","302003","","0.1","6","1","1","302","1","1"
"0","1","302004","","0.1","6","105911","1","302","1","1"
"","","302005","","","93","0.2","","302","0",""
"","","302006","","","21","vo_minigame_1007","0","302","vo_minigame_1007_top_talk_14_020","0"
"0","0","302007","0","0","11","105911","6","302","主さま…\n見事な収集ぶりで\nございました\nさすがでございます","0"
"","","302008","","0.2","3","1","1","302","cgg_idle_reaction5",""
"","","302009","","0.2","3","105911","1","302","cgg_talk_joy3",""
"","","302010","","","93","4.5","","302","0",""
"0","1","302011","","0.2","3","1","0","302","cgg_talk_doya","cgg_idle_doya"
"","","302012","","0.2","3","105911","1","302","cgg_talk_wish",""
"","","302013","","","91","302007","","302","",""
"","","302014","","","93","0.5","","302","0",""
"","","302015","","0.2","3","105911","1","302","cgg_idle_def",""
"0","1","302016","","0.2","3","1","0","302","cgg_talk_nod","cgg_idle_nod"
"","","302017","","0.2","12","1","1.4","302","6",""
"","","302018","","","93","3","","302","0",""
"","","302019","","0.2","3","1","1","302","cgg_idle_normal",""
"","","302020","","0.2","3","105911","1","302","cgg_talk_joy3_blink",""
"","","302021","","0.2","12","105911","1.4","302","7",""
"","","302022","","","93","3","","302","0",""
"","","302023","","0.2","3","105911","1","302","cgg_idle_def",""
"","","302024","","0.2","3","1","1","302","cgg_idle_reaction3",""
"","","302025","","0.2","12","1","1.4","302","10",""
"","","302026","","","93","3","","302","0",""
"","","302027","","0.2","3","1","1","302","cgg_idle_normal",""
"0","1","302028","","0.2","3","105911","0","302","cgg_talk_guts","cgg_idle_guts"
"","","302029","","0.2","12","105911","1.4","302","11",""
"","","302030","","","93","3","","302","0",""
"","","302031","","","101","302015","","302","0",""
"","","302032","","","22","0","","302","0.5",""
"0","0","302033","","0.1","6","1","1","302","1","1"
"0","0","302034","","0.1","6","105911","1","302","1","1"
"","","302035","","","93","0.1","","302","0",""
"","","302036","","0","3","1","1","302","cgg_idle_normal",""
"","","302037","","0","3","105911","1","302","cgg_idle_def",""
"0","-230","303001","cgg_idle_normal","160","5","1","100","303","1","-420"
"1","-230","303002","cgg_idle_def","1.6","1","1","100","303","106011","420"
"0","1","303003","","0.1","6","1","1","303","1","1"
"0","1","303004","","0.1","6","106011","1","303","1","1"
"","","303005","","","93","0.2","","303","0",""
"","","303006","","","21","vo_minigame_1007","0","303","vo_minigame_1007_top_talk_15_021","0"
"0","0","303007","0","0","11","106011","6","303","へぇ、全部揃えちゃう\nなんて、あんたも\n頑張ったじゃない\nま、褒めてあげるわ","0"
"0","1","303008","","0.2","3","1","0","303","cgg_talk_doya","cgg_idle_doya"
"0","1","303009","","0.2","3","106011","0","303","cgg_surprise","cgg_talk_surprise1"
"","","303010","","","93","3","","303","0",""
"","","303011","","0.2","3","106011","1","303","cgg_talk_joy1_normal",""
"","","303012","","","93","2.1","","303","0",""
"0","1","303013","","0.2","3","1","0","303","cgg_talk_handsup","cgg_idle_reaction1"
"0","1","303014","","0.2","3","106011","0","303","cgg_talk_doya","cgg_idle_doya"
"","","303015","","","91","303007","","303","",""
"","","303016","","","93","0.5","","303","0",""
"","","303017","","0.2","3","106011","1","303","cgg_idle_def",""
"0","1","303018","","0.2","3","1","0","303","cgg_talk_doya","cgg_idle_doya"
"","","303019","","0.2","12","1","1.4","303","6",""
"","","303020","","","93","3","","303","0",""
"","","303021","","0.2","3","1","1","303","cgg_idle_normal",""
"0","1","303022","","0.2","3","106011","0","303","cgg_surprise","cgg_talk_surprise1"
"","","303023","","0.2","12","106011","1.4","303","4",""
"","","303024","","","93","3","","303","0",""
"","","303025","","0.2","3","106011","1","303","cgg_idle_def",""
"0","1","303026","","0.2","3","1","0","303","cgg_talk_guts2","cgg_idle_guts2"
"","","303027","","0.2","12","1","1.4","303","7",""
"","","303028","","","93","3","","303","0",""
"","","303029","","0.2","3","1","1","303","cgg_idle_normal",""
"","","303030","","0.2","3","106011","1","303","cgg_idle_bitter",""
"","","303031","","0.2","12","106011","1.4","303","1",""
"","","303032","","","93","3","","303","0",""
"","","303033","","","101","303017","","303","0",""
"","","303034","","","22","0","","303","0.5",""
"0","0","303035","","0.1","6","1","1","303","1","1"
"0","0","303036","","0.1","6","106011","1","303","1","1"
"","","303037","","","93","0.1","","303","0",""
"","","303038","","0","3","1","1","303","cgg_idle_normal",""
"","","303039","","0","3","106011","1","303","cgg_idle_def",""
"0","-230","304001","cgg_idle_normal","160","5","1","100","304","1","-420"
"1","-230","304002","cgg_idle_def","1.6","1","1","100","304","106411","420"
"0","1","304003","","0.1","6","1","1","304","1","1"
"0","1","304004","","0.1","6","106411","1","304","1","1"
"","","304005","","","93","0.2","","304","0",""
"","","304006","","","21","vo_minigame_1007","0","304","vo_minigame_1007_top_talk_16_022","0"
"0","0","304007","0","0","11","106411","5","304","すごいわね…\n全部のグッズが\n並んでいるのを見ると\n壮観だわ","0"
"0","1","304008","","0.2","3","1","0","304","cgg_talk_doya","cgg_idle_doya"
"0","2","304009","","0.2","3","106411","0","304","cgg_surprise_dere","cgg_talk_surprise_dere"
"","","304010","","","93","5.2","","304","0",""
"","","304011","","0.2","3","106411","1","304","cgg_talk_joy3",""
"","","304012","","","91","304007","","304","",""
"","","304013","","","93","0.5","","304","0",""
"","","304014","","0.2","3","106411","1","304","cgg_idle_def",""
"","","304015","","0.2","3","1","1","304","cgg_idle_surprise3",""
"","","304016","","0.2","12","1","1.4","304","6",""
"","","304017","","","93","3","","304","0",""
"","","304018","","0.2","3","1","1","304","cgg_idle_normal",""
"","","304019","","0.2","3","106411","1","304","cgg_talk_joy1",""
"","","304020","","0.2","12","106411","1.4","304","10",""
"","","304021","","","93","3","","304","0",""
"","","304022","","0.2","3","106411","1","304","cgg_idle_def",""
"0","1","304023","","0.2","3","1","0","304","cgg_talk_doya","cgg_idle_doya"
"","","304024","","0.2","12","1","1.4","304","6",""
"","","304025","","","93","3","","304","0",""
"","","304026","","0.2","3","1","1","304","cgg_idle_normal",""
"0","1","304027","","0.2","3","106411","0","304","cgg_surprise_kira","cgg_talk_surprise_kira"
"","","304028","","0.2","12","106411","1.4","304","7",""
"","","304029","","","93","3","","304","0",""
"","","304030","","","101","304015","","304","0",""
"","","304031","","","22","0","","304","0.5",""
"0","0","304032","","0.1","6","1","1","304","1","1"
"0","0","304033","","0.1","6","106411","1","304","1","1"
"","","304034","","","93","0.1","","304","0",""
"","","304035","","0","3","1","1","304","cgg_idle_normal",""
"","","304036","","0","3","106411","1","304","cgg_idle_def",""
"0","-230","305001","cgg_idle_normal","160","5","1","100","305","1","-420"
"1","-230","305002","cgg_idle_def","1.6","1","1","100","305","110911","420"
"0","1","305003","","0.1","6","1","1","305","1","1"
"0","1","305004","","0.1","6","110911","1","305","1","1"
"","","305005","","","93","0.2","","305","0",""
"","","305006","","","21","vo_minigame_1007","0","305","vo_minigame_1007_top_talk_17_023","0"
"0","0","305007","0","0","11","110911","6","305","フルコンプおめです！\nようやく始まりますね\n先輩の果てしなく長い\nカルミナすこすこ道が","0"
"0","1","305008","","0.2","3","1","0","305","cgg_talk_doya","cgg_idle_doya"
"","","305009","","0.2","3","110911","1","305","cgg_talk_joy1",""
"","","305010","","","93","1.9","","305","0",""
"","","305011","","0.2","3","1","1","305","cgg_idle_nod",""
"","","305012","","0.2","3","110911","1","305","cgg_talk_joy3_dere",""
"","","305013","","","91","305007","","305","",""
"","","305014","","","93","0.5","","305","0",""
"","","305015","","0.2","3","110911","1","305","cgg_idle_def",""
"0","1","305016","","0.2","3","1","0","305","cgg_talk_doya","cgg_idle_doya"
"","","305017","","0.2","12","1","1.4","305","6",""
"","","305018","","","93","3","","305","0",""
"","","305019","","0.2","3","1","1","305","cgg_idle_normal",""
"","","305020","","0.2","3","110911","1","305","cgg_talk_joy3",""
"","","305021","","0.2","12","110911","1.4","305","10",""
"","","305022","","","93","3","","305","0",""
"","","305023","","0.2","3","110911","1","305","cgg_idle_def",""
"","","305024","","0.2","3","1","1","305","cgg_idle_reaction3",""
"","","305025","","0.2","12","1","1.4","305","10",""
"","","305026","","","93","3","","305","0",""
"","","305027","","0.2","3","1","1","305","cgg_idle_normal",""
"0","1","305028","","0.2","3","110911","0","305","cgg_talk_arm_crossed","cgg_idle_arm_crossed"
"","","305029","","0.2","12","110911","1.4","305","7",""
"","","305030","","","93","3","","305","0",""
"","","305031","","","101","305015","","305","0",""
"","","305032","","","22","0","","305","0.5",""
"0","0","305033","","0.1","6","1","1","305","1","1"
"0","0","305034","","0.1","6","110911","1","305","1","1"
"","","305035","","","93","0.1","","305","0",""
"","","305036","","0","3","1","1","305","cgg_idle_normal",""
"","","305037","","0","3","110911","1","305","cgg_idle_def",""
"0","-230","306001","cgg_idle_normal","160","5","1","100","306","1","-420"
"1","-230","306002","cgg_idle_def","1.6","1","1","100","306","117211","290"
"1","-230","306003","cgg_idle_def","1.6","1","1","101","306","117311","405"
"1","-230","306004","cgg_idle_def","1.6","1","1","102","306","117411","520"
"0","1","306005","","0.1","6","1","1","306","1","1"
"0","1","306006","","0.1","6","117211","1","306","1","1"
"0","1","306007","","0.1","6","117311","1","306","1","1"
"0","1","306008","","0.1","6","117411","1","306","1","1"
"","","306009","","","93","0.2","","306","0",""
"","","306010","","","21","vo_minigame_1007","0","306","vo_minigame_1007_top_talk_18_024","0"
"0","0","306011","0","0","11","117211","7","306","私たちのグッズを\n全部集めてくれて\nありがとう♪","0"
"","","306012","","0.2","3","1","1","306","cgg_idle_reaction1",""
"","","306013","","0.2","3","117211","1","306","cgg_talk_joy1_normal",""
"","","306014","","","93","2.4","","306","0",""
"0","1","306015","","0.2","3","1","0","306","cgg_joy","cgg_idle_reaction3"
"","","306016","","0.2","3","117211","1","306","cgg_talk_surprise_nozomi",""
"","","306017","","","91","306011","","306","",""
"","","306018","","0.2","3","117211","1","306","cgg_idle_def",""
"","","306019","","","21","vo_minigame_1007","0","306","vo_minigame_1007_top_talk_18_025","0"
"0","0","306020","0","0","11","117311","5","306","全部集めてしまう\nなんて、驚きました\nおめでとうございます","0"
"0","1","306021","","0.2","3","1","0","306","cgg_talk_doya","cgg_idle_doya"
"","","306022","","0.2","3","117311","1","306","cgg_talk_surprise1",""
"","","306023","","","93","4.5","","306","0",""
"","","306024","","0.2","3","1","1","306","cgg_idle_reaction5",""
"","","306025","","0.2","3","117311","1","306","cgg_talk_wish",""
"","","306026","","","91","306020","","306","",""
"","","306027","","0.2","3","117311","1","306","cgg_idle_def",""
"","","306028","","","21","vo_minigame_1007","0","306","vo_minigame_1007_top_talk_18_026","0"
"0","0","306029","0","0","11","117411","5","306","せっかく\n揃えたんですから\nその…大事にして\nくださいよ！","0"
"","","306030","","0.2","3","1","1","306","cgg_idle_surprise1",""
"","","306031","","0.2","3","117411","1","306","cgg_idle_tsun",""
"","","306032","","","93","4.3","","306","0",""
"0","1","306033","","0.2","3","1","0","306","cgg_talk_guts2","cgg_idle_guts2"
"","","306034","","0.2","3","117411","1","306","cgg_talk_joy1",""
"","","306035","","","91","306029","","306","",""
"","","306036","","","93","0.5","","306","0",""
"","","306037","","0.2","3","117411","1","306","cgg_idle_def",""
"","","306038","","0.2","3","1","1","306","cgg_idle_normal",""
"","","306039","","0.2","3","117211","1","306","cgg_talk_joy1",""
"","","306040","","0.2","12","117211","1.4","306","10",""
"","","306041","","","93","3","","306","0",""
"","","306042","","0.2","3","117211","1","306","cgg_idle_def",""
"","","306043","","0.2","3","117311","1","306","cgg_talk_wish",""
"","","306044","","0.2","12","117311","1.4","306","7",""
"","","306045","","","93","3","","306","0",""
"","","306046","","0.2","3","117311","1","306","cgg_idle_def",""
"0","1","306047","","0.2","3","117411","0","306","cgg_talk_guts","cgg_idle_guts"
"","","306048","","0.2","12","117411","1.4","306","4",""
"","","306049","","","93","3","","306","0",""
"","","306050","","0.2","3","117411","1","306","cgg_idle_def",""
"","","306051","","0.2","3","1","1","306","cgg_idle_reaction3",""
"","","306052","","0.2","12","1","1.4","306","6",""
"","","306053","","","93","3","","306","0",""
"","","306054","","","101","306038","","306","0",""
"","","306055","","","22","0","","306","0.5",""
"0","0","306056","","0.1","6","1","1","306","1","1"
"0","0","306057","","0.1","6","117211","1","306","1","1"
"0","0","306058","","0.1","6","117311","1","306","1","1"
"0","0","306059","","0.1","6","117411","1","306","1","1"
"","","306060","","","93","0.1","","306","0",""
"","","306061","","0","3","1","1","306","cgg_idle_normal",""
"","","306062","","0","3","117211","1","306","cgg_idle_def",""
"","","306063","","0","3","117311","1","306","cgg_idle_def",""
"","","306064","","0","3","117411","1","306","cgg_idle_def",""
