d98df469d77a2ae4bb295f13e2579dbbc4a51a691788bf39ba6e5455883d22a7,bd9c8acf152193e7b8a27a15ed499c350a7324d53188d31975b84264b100592e,dcfbb93211a888f100d2549be64640efaa88ac03a10cfdad7f4f7b304e4ba0af,17c327117043b4df26a8bd7c8aff48fb518274a3351e44fcfe5459d71401cb55,3898e90078ce8037b09dced558691f4b891ca76ee032c916eae3a6b5c2f26380,4d8c8ff92d2ba4271d3f839ae77cc01e322b9b4c7703d9ae00bef9c2b39667a9,c9084b9459f5e23c60154603232cad1647e7ec4749d7a1cb008916eb8ae48ec4,ce8676148d31d309870baa096a4a1121f16b9ea0b0731a7a0f574c6db6b1bc17,3982931f659928e652dc036a2622bb7b1a5d258c2efc2513bbe39e0980879b2b,8399f2fb0fa6e0cfb87e2e5af5381387753f82df35fff1d77ae705d502498722,c8a2bbe30ec718bcef570c1e0c7cf454b4754e95e31a921b7906e8ae638e7fb3,ba54e9ec150fe85580cc1a20c46b4c21bd5fbad56c8f1fc2eb23cbc7665dba10,118938e947957b3367868d6689117d54d5adc59d785c99c0aef48fbbe8a48d2d,eb2a1c857f6d1931b791ef692a2add07bb7f947d5c3ef211f4d456e17f7e6cf4,2fbb9bc14c84ac44a688ca28b6326b307a92449641e03ef04d99578f835f6d21,36ed123888bf7291ca3653c783d6eb8791111b8b0e4920170c18c669013a7103,a0d76e6f37ec5255d11a2a57ef0be3183b576fcfdd510bdcd85bc1ad2b460c11,c883bee899b2874a950ee6c56fe5f4258d68cdcc25306aef983c1cb9df7f466b,5e2ade782bf6d1bff8975be48f9cc72eca97d7e3de0608a96c15938652a5ba54,2c71f015b95d56704298aac20c7b927a5183f4a294747cc30fe7f442e6cfd956,7e47a94b8ff739eae73b06ce627b5bdfd330f6468c693ad147a4addd8b25c476
"0","0","0","0","自分の物理防御力を{0}アップ","1","0","0","1","0","0","1","3","0","","0","0","0","30","103351102","90"
"99","2","18","3","{0}ダメージ分の魔法無効バリアを展開する","1","0","0","0","0","2160","18","2","0","無効ダメージ量+{0}","0","3","0","18","103400101","6"
"1","2","7.5","3","味方単体のＨＰを{0}回復","1","0","0","1","0","2160","1","1","0","ＨＰ回復量+{0}","0","5","0","7.5","103400201","4"
"1","2","0","3","味方単体のＴＰを{0}回復","1","0","0","0","0","2160","75","1","0","ＴＰ回復量+{0}","0","13","0","2.5","103400301","16"
"99","2","18","3","{0}ダメージ分の魔法無効バリアを展開する","1","0","0","0","0","2160","36","2","0","無効ダメージ量+{0}","0","3","0","36","103401101","6"
"99","2","1.2","3","味方全体の魔法防御力を{0}アップ","1","1","0","18","0","2160","1","40","1","魔法防御力アップ+{0}","0","3","0","1.2","103401102","10"
"99","2","5","3","味方全体のＨＰを{0}回復","1","0","0","0.25","0","2160","1","1","0","ＨＰ回復量+{0}","0","3","0","5","103401103","4"
"1","2","10","3","味方単体のＨＰを{0}回復","1","0","0","1.2","0","2160","1","1","0","ＨＰ回復量+{0}","0","5","0","10","103401201","4"
"1","2","0.8","3","味方単体の魔法防御力を{0}アップ","1","1","0","12","0","2160","1","40","1","魔法防御力アップ+{0}","0","5","0","0.8","103401202","10"
"1","2","0.08","2","毎秒ＨＰを{0}回復する","1","0","8.5","0","0","2160","0.5","1","1","回復量+{0}","0","5","0","0.5","103401203","48"
"1","2","0","3","味方単体のＴＰを{0}回復","1","0","0","0","0","2160","725","1","0","","0","13","0","0","103420301","16"
"0","2","8","3","味方単体の物理攻撃力を{0}アップ","1","0","0","12","0","2160","1","10","1","物理攻撃力アップ+{0}","0","1","0","-2080","103420302","10"
"0","2","8","3","味方単体の魔法攻撃力を{0}アップ","1","0","0","12","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","1","0","-2080","103420303","10"
"0","0","2","0","自分の魔法防御力を{0}アップ","1","0","0","1","0","0","1","5","0","魔法防御力アップ+{0}","0","0","0","2","103450101","90"
"0","0","2","0","自分の魔法防御力を{0}アップ","1","0","0","1","0","0","1","5","0","魔法防御力アップ+{0}","0","0","0","2","103451101","90"
"0","0","0","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","","0","0","0","225","103451102","90"
"1","1","5","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","-1","60","2","0","魔法ダメージ+{0}","0","3","0","60","103600101","1"
"1","1","1.6","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","-1","20","2","0","魔法ダメージ+{0}","0","3","0","20","103600201","1"
"1","2","28","3","自分の魔法攻撃力を{0}アップ","1","0","0","9","0","0","1","30","1","魔法攻撃力アップ+{0}","0","3","0","28","103600301","10"
"1","1","8","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","-1","100","2","0","魔法ダメージ+{0}","2","3","0","100","103601101","1"
"1","1","2.4","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","-1","20","2","0","魔法ダメージ+{0}","2","3","0","20","103601201","1"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","103650101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","240","103651101","90"
"1","1","2.25","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","30","1","0","物理ダメージ+{0}","0","3","0","30","103700101","1"
"1","2","64","3","自分の物理攻撃力を{0}アップ","1","0","0","24","0","0","1","10","1","物理攻撃力アップ+{0}","0","7","0","64","103700102","10"
"1","2","24","1","自分の行動速度アップ","1","0","0","0","0","0","1.25","2","0","","0","7","0","0","103700103","8"
"99","1","0.8","1","範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","600","10","1","0","物理ダメージ+{0}","0","3","0","10","103700201","1"
"1","1","1.2","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","15","1","0","物理ダメージ+{0}","0","3","0","15","103700301","1"
"1","2","0","1","自分のＴＰを{0}回復","1","0","0","0","0","0","60","1","0","ＴＰ回復量+{0}","0","7","0","0.6","103700302","16"
"2","1","4.5","1","敵２体に{0}の物理ダメージ","1","0","0","0","0","2160","56.25","1","0","物理ダメージ+{0}","0","3","0","56.25","103701101","1"
"99","2","64","2","範囲内の味方の物理攻撃力を{0}アップ","1","0","0","24","0","150","1","10","1","物理攻撃力アップ+{0}","0","3","0","64","103701102","10"
"99","2","24","2","範囲内の味方の行動速度アップ","1","0","0","0","0","150","1.6","2","0","","0","3","0","0","103701103","8"
"99","1","0","1","","1","0","0","0","0","600","4","103701202","3","","0","3","0","0.15","103701201","26"
"99","1","0.9","1","範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","600","10","1","0","物理ダメージ+{0}","0","3","0","10","103701202","1"
"1","1","1.6","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","15","1","0","物理ダメージ+{0}","0","3","0","15","103720301","1"
"1","2","0","1","自分のＴＰを{0}回復","1","0","0","0","0","0","216","1","0","ＴＰ回復量+{0}","0","7","0","0","103720302","16"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","15","103750101","90"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","240","103751101","90"
"1","2","22.5","1","自分の物理攻撃力を{0}アップ","1","1","8","90","0","0","1","10","1","物理攻撃力アップ+{0}","0","7","0","22.5","103800101","10"
"1","1","2.4","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","2160","30","1","0","物理ダメージ+{0}","0","3","0","30","103800102","1"
"1","1","0.36","1","最大３キャラに各{0}の物理ダメージ","1","0","0","0","0","2160","4.5","1","0","物理ダメージ+{0}","0","3","0","4.5","103800201","1"
"1","1","0.36","1","","1","0","0","0","1","2160","4.5","1","0","","0","3","0","4.5","103800202","1"
"1","1","0.36","1","","1","0","0","0","2","2160","4.5","1","0","","0","3","0","4.5","103800203","1"
"1","2","0","1","自分のＴＰを{0}回復","1","0","0","0","0","0","40","1","0","ＴＰ回復量+{0}","0","7","0","1","103800204","16"
"1","1","1.2","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","15","1","0","物理ダメージ+{0}","0","3","0","15","103800301","1"
"1","2","0","1","自分のＴＰを{0}回復","1","0","0","0","0","0","40","1","0","ＴＰ回復量+{0}","0","7","0","1","103800302","16"
"1","1","4","1","１番目に近い敵単体に{0}の物理ダメージ","1","0","0","0","0","2160","50","1","0","物理ダメージ+{0}","0","3","0","50","103801101","1"
"1","1","0.2","1","１番目に近い敵単体の物理防御力を{0}ダウン","1","1","0","18","0","2160","1","21","1","物理防御力ダウン+{0}","0","3","0","0.2","103801102","10"
"1","1","4","1","２番目に近い敵単体に{0}の物理ダメージ","1","0","0","0","1","2160","50","1","0","物理ダメージ+{0}","0","3","0","50","103801103","1"
"1","1","0.2","1","２番目に近い敵単体の物理防御力を{0}ダウン","1","1","0","18","1","2160","1","21","1","物理防御力ダウン+{0}","0","3","0","0.2","103801104","10"
"1","2","35","1","自分の物理攻撃力を{0}アップ","1","1","0","180","0","0","1","10","1","物理攻撃力アップ+{0}","0","7","0","35","103801105","10"
"1","1","0.54","1","１番目に近い敵単体に{0}の物理ダメージ","1","0","0","0","0","2160","4.5","1","0","物理ダメージ+{0}","0","3","0","4.5","103801201","1"
"1","1","0.72","1","２番目に近い敵単体に{0}の物理ダメージ","1","0","0","0","1","2160","4.5","1","0","物理ダメージ+{0}","0","3","0","4.5","103801202","1"
"1","1","0.9","1","３番目に近い敵単体に{0}の物理ダメージ","1","0","0","0","2","2160","4.5","1","0","物理ダメージ+{0}","0","3","0","4.5","103801203","1"
"1","2","0","1","自分のＴＰを{0}回復","1","0","0","0","0","0","60","1","0","ＴＰ回復量+{0}","0","7","0","1.25","103801204","16"
"1","1","0.76","1","最大３キャラに各{0}の物理ダメージ","1","0","0","0","0","2160","4.5","1","0","物理ダメージ+{0}","0","3","0","4.5","103820201","1"
"1","1","0.76","1","","1","0","0","0","1","2160","4.5","1","0","","0","3","0","4.5","103820202","1"
"1","1","0.76","1","","1","0","0","0","2","2160","4.5","1","0","","0","3","0","4.5","103820203","1"
"1","2","0","1","自分のＴＰを{0}回復","1","0","0","0","0","0","300","1","0","","0","7","0","0","103820204","16"
"1","1","1.6","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","15","1","0","物理ダメージ+{0}","0","3","0","15","103820301","1"
"1","2","0","1","自分のＴＰを{0}回復","1","0","0","0","0","0","300","1","0","","0","7","0","0","103820302","16"
"1","1","0.94","1","１番目に近い敵単体に{0}の物理ダメージ","1","0","0","0","0","2160","4.5","1","0","物理ダメージ+{0}","0","3","0","4.5","103821201","1"
"1","1","1.12","1","２番目に近い敵単体に{0}の物理ダメージ","1","0","0","0","1","2160","4.5","1","0","物理ダメージ+{0}","0","3","0","4.5","103821202","1"
"1","1","1.3","1","３番目に近い敵単体に{0}の物理ダメージ","1","0","0","0","2","2160","4.5","1","0","物理ダメージ+{0}","0","3","0","4.5","103821203","1"
"1","2","0","1","自分のＴＰを{0}回復","1","0","0","0","0","0","385","1","0","","0","7","0","0","103821204","16"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","15","103850101","90"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","240","103851101","90"
"1","1","0","1","","1","0","0","0","0","-1","0","1","0","","0","3","0","0","104000101","7"
"99","1","1.44","2","範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","150","18","1","0","物理ダメージ+{0}","0","1","0","18","104000102","1"
"1","1","1.2","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","15","1","0","物理ダメージ+{0}","0","3","0","15","104000201","1"
"1","1","8","3","{0}ダメージを与える毒状態にする","1","0","0","0","0","2160","2.25","1","0","毒の1秒当たりのダメージ量+{0}","0","2","0","2.25","104000202","9"
"1","1","0.6","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","8","1","0","物理ダメージ+{0}","0","3","0","8","104000301","1"
"1","1","2.25","1","敵単体を一定時間行動不能にする","1","0","0","0","0","-1","0","3","0","麻痺の確定成功Ｌｖ+1","0","1","0","0","104000302","8"
"1","1","0","1","","1","0","0","0","0","-1","0","1","0","","0","3","0","0","104001101","7"
"99","1","0","2","","1","0","0","0","0","400","1","502","104001103","","0","3","104001105","2","104001102","23"
"99","1","4.8","2","敵が毒状態の時、範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","400","60","1","0","物理ダメージ+{0}","0","3","0","60","104001103","1"
"99","1","12","2","敵が毒状態の時、{0}ダメージを与える猛毒状態にする","1","0","0","0","0","400","28","4","0","猛毒の1秒当たりのダメージ量+{0}","0","3","0","28","104001104","9"
"99","1","1.44","2","敵が毒状態でない時、範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","400","18","1","0","物理ダメージ+{0}","0","3","0","18","104001105","1"
"99","1","24","2","敵が毒状態でない時、{0}ダメージを与える毒状態にする","1","0","0","0","0","400","3.75","1","0","毒の1秒当たりのダメージ量+{0}","0","3","0","3.75","104001106","9"
"1","1","0","1","","1","0","0","0","0","-1","1","502","104001203","","0","3","104001202","2","104001201","23"
"1","1","4","1","敵が毒状態の時、敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","50","1","0","物理ダメージ+{0}","0","3","0","50","104001202","1"
"1","1","1.2","1","敵が毒状態でない時、敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","15","1","0","物理ダメージ+{0}","0","3","0","15","104001203","1"
"1","1","12","1","敵が毒状態の時、{0}ダメージを与える猛毒状態にする","1","0","0","0","0","-1","28","4","0","猛毒の1秒当たりのダメージ量+{0}","0","3","0","28","104001204","9"
"1","1","24","1","敵が毒状態でない時、{0}ダメージを与える毒状態にする","1","0","0","0","0","-1","3.75","1","0","毒の1秒当たりのダメージ量+{0}","0","3","0","3.75","104001205","9"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","15","104050101","90"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","15","104051101","90"
"0","0","0","0","自分の物理防御力を{0}アップ","1","0","0","1","0","0","1","3","0","","0","0","0","30","104051102","90"
"99","2","5.25","1","範囲内の味方のＨＰを{0}回復","1","0","0","0.4","0","2160","1","2","0","ＨＰ回復量+{0}","0","3","0","5.25","104200101","4"
"1","2","1","1","精霊を唱喚する","1","0","1","0","0","2160","0","1","404201","唱喚する精霊のＬｖ+{0}","1","10","1","0","104200102","15"
"1","2","0","1","","1","0","0","0","0","2160","0","1","0","","0","10","0","0","104200201","7"
"99","2","8","2","範囲内の味方の物理攻撃力を{0}アップ","1","1","0","12","0","200","1","10","1","物理攻撃力アップ+{0}","0","1","0","8","104200202","10"
"1","1","7.5","1","敵単体の物理攻撃力を{0}ダウン","1","0","0","12","0","-1","1","11","1","物理攻撃力ダウン+{0}","0","3","0","7.5","104200301","10"
"99","2","6.5","3","味方全体のＨＰを{0}回復","1","0","0","0.5","0","2160","1","2","0","ＨＰ回復量+{0}","0","3","0","6.5","104201101","4"
"99","2","24","3","味方全体の物理攻撃力を{0}アップ","1","1","0","18","0","2160","1","10","1","物理攻撃力アップ+{0}","0","3","0","24","104201102","10"
"99","2","0","3","味方全体の物理攻撃クリティカル時のダメージを28％アップ","1","1","0","18","0","2160","2","110","1","","0","3","0","27.9","104201103","10"
"99","2","0.025","3","毎秒ＨＰを{0}回復する","1","0","18.5","0","0","2160","0.25","2","1","回復量+{0}","0","3","0","0.25","104201104","48"
"1","2","1","2","精霊を唱喚する","1","0","1","0","0","2160","0","1","404205","唱喚する精霊のＬｖ+{0}","1","10","1","0","104201105","15"
"1","2","0","1","","1","0","0","0","0","2160","0","1","0","","0","10","0","0","104201201","7"
"99","2","18","2","範囲内の味方の物理攻撃力を{0}アップ","1","1","0","12","0","200","1","10","1","物理攻撃力アップ+{0}","0","1","0","18","104201202","10"
"99","2","0","2","範囲内の味方の物理クリティカルを{0}アップ","1","1","0","12","0","200","1","60","1","物理クリティカルアップ+{0}","0","1","0","50","104201203","10"
"1","2","0.05","1","毎秒ＨＰを{0}回復するフィールドを展開する","1","250","8","0","0","2160","0.5","4","0","１秒当たりのＨＰ回復量+{0}","0","10","1","0.5","104201204","37"
"1","2","1","3","","1","0","1","0","0","0","0","1","404202","","1","7","1","0","104210101","15"
"1","2","1","3","","1","300","1","0","0","0","0","1","404203","","1","7","1","0","104210201","15"
"1","2","1","3","","1","300","1","0","0","0","0","1","404204","","1","7","1","0","104210301","15"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","104250101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","104251101","90"
"0","0","0","0","自分の魔法防御力を{0}アップ","1","0","0","1","0","0","1","5","0","","0","0","0","30","104251102","90"
"1","1","3.6","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","45","1","0","物理ダメージ+{0}","0","3","0","45","104300101","1"
"1","1","0.9","1","敵単体の物理防御力を{0}ダウン","1","1","0","18","0","-1","1","21","1","物理防御力ダウン+{0}","0","3","0","0.9","104300102","10"
"1","1","1.6","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","20","1","0","物理ダメージ+{0}","0","3","0","20","104300201","1"
"1","2","1","1","","1","0","0","0","0","0","1","6139","104300303","","0","7","104300302","2","104300301","28"
"1","1","0.8","1","敵単体の物理防御力を{0}ダウン","1","1","0","12","0","-1","1","21","1","物理防御力ダウン+{0}","0","3","0","0.8","104300302","10"
"1","1","1","1","","1","1","0","18","0","-1","1","21","1","","0","3","0","1","104300303","10"
"1","2","18","1","自分に狼牙の咆哮を付与する","1","0","0","1","0","0","1","0","0","","0","7","0","139","104301101","35"
"1","1","8","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","100","1","0","物理ダメージ+{0}","0","3","0","100","104301102","1"
"1","1","1.4","1","敵単体の物理防御力を{0}ダウン","1","1","0","18","0","-1","1","21","1","物理防御力ダウン+{0}","0","3","0","1.4","104301103","10"
"1","2","1","1","","1","0","0","0","0","0","1","6139","104301203","","0","7","104301202","2","104301201","28"
"1","1","2","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","25","1","0","物理ダメージ+{0}","0","3","0","25","104301202","1"
"1","1","4","1","","1","0","0","0","0","-1","50","1","0","","0","3","0","50","104301203","1"
"1","2","1","1","","1","0","0","0","0","0","1","6139","104301206","","0","7","104301205","2","104301204","28"
"1","2","7.5","3","自分の物理攻撃力を{0}アップ","1","1","0","12","0","0","1","10","1","物理攻撃力アップ+{0}","0","7","0","7.5","104301205","10"
"1","2","60","3","","1","1","0","18","0","0","1","10","1","","0","7","0","60","104301206","10"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","15","104350101","90"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","240","104351101","90"
"1","1","0","2","","1","0","0","0","0","2160","0","1","0","","0","3","0","0","104400101","7"
"99","1","2.16","2","範囲内の敵に{0}の魔法ダメージ","1","0","0","0","0","250","27","2","0","魔法ダメージ+{0}","0","1","0","27","104400102","1"
"1","2","13.5","3","自分のＨＰを{0}回復","1","0","0","0.6","0","0","1","2","0","ＨＰ回復量+{0}","0","7","0","13.5","104400103","4"
"1","1","0","1","","1","0","0","0","0","2160","100","1","0","","0","3","0","0","104400104","2"
"1","2","1","3","自分のＨＰを{0}消費","1","0","0","0","0","0","0","2","0","","0","7","0","0","104400201","1"
"1","2","11","3","自分の魔法攻撃力を{0}アップ","1","1","0","12","0","0","1","30","1","魔法攻撃力アップ+{0}","0","7","0","11","104400202","10"
"1","1","1.6","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","-1","20","2","0","魔法ダメージ+{0}","0","3","0","20","104400203","1"
"1","2","1","3","自分のＨＰを{0}消費","1","0","0","0","0","0","0","2","0","","0","7","0","0","104400301","1"
"99","1","1.2","1","範囲内の敵に{0}の魔法ダメージ","1","0","0","0","0","600","15","2","0","魔法ダメージ+{0}","0","3","0","15","104400302","1"
"1","2","1","3","","1","0","0","0","0","0","1","6119","104400304","","0","7","0","2","104400303","28"
"1","2","0","3","","1","0","0","0","0","0","2119","104400302","3","","0","7","0","0.45","104400304","26"
"1","1","0","2","","1","0","0","0","0","2160","0","1","0","","0","3","0","0","104401101","7"
"99","1","3.6","2","範囲内の敵に{0}の魔法ダメージ","1","0","0","0","0","250","45","2","0","魔法ダメージ+{0}","0","1","0","45","104401102","1"
"1","2","18","3","自分のＨＰを{0}回復","1","0","0","0.8","0","0","1","2","0","ＨＰ回復量+{0}","0","7","0","18","104401103","4"
"1","1","0","1","","1","0","0","0","0","2160","100","1","0","","0","3","0","0","104401104","2"
"1","2","180","3","","1","0","0","1","0","2160","4","1","0","","0","7","0","119","104401105","35"
"1","2","0","3","自分がクリティカルを受けた際のダメージを50％ダウン","1","1","0","18","0","2160","1","140","1","","0","7","0","50","104401106","10"
"1","2","1","3","自分のＨＰを{0}消費","1","0","0","0","0","0","0","2","0","","0","7","0","0","104401201","1"
"1","2","13","3","自分の魔法攻撃力を{0}アップ","1","1","0","12","0","0","1","30","1","魔法攻撃力アップ+{0}","0","7","0","13","104401202","10"
"1","1","2","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","-1","25","2","0","魔法ダメージ+{0}","0","3","0","25","104401203","1"
"1","2","1","3","","1","0","0","0","0","0","1","6119","104401205","","0","7","0","2","104401204","28"
"1","2","0","3","","1","0","0","0","0","0","2119","104401203","3","","0","7","0","0.45","104401205","26"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","104450101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","240","104451101","90"
"1","2","18","1","{0}ダメージ分の魔法吸収バリアを展開する","1","0","0","0","0","0","35","4","0","吸収ダメージ量+{0}","0","7","0","35","104500101","6"
"1","2","12","1","自分のＨＰを{0}回復","1","0","0","1","0","0","1","1","0","ＨＰ回復量+{0}","0","7","0","12","104500102","4"
"1","2","0","1","敵全体を挑発する","1","0","0","0","0","0","5","1","0","","0","7","0","0.05","104500201","20"
"1","2","1.2","1","自分の物理防御力を{0}アップ","1","0","0","12","0","0","1","20","1","物理防御力アップ+{0}","0","7","0","1.2","104500202","10"
"1","2","1.6","1","自分の魔法防御力を{0}アップ","1","0","0","12","0","0","1","40","1","魔法防御力アップ+{0}","0","7","0","1.6","104500301","10"
"1","2","18","1","{0}ダメージ分の魔法吸収バリアを展開する","1","0","0","0","0","0","45","4","0","吸収ダメージ量+{0}","0","7","0","45","104501101","6"
"1","2","12","1","自分のＨＰを{0}回復","1","0","0","1","0","0","1","1","0","ＨＰ回復量+{0}","0","7","0","12","104501102","4"
"1","2","18","1","自分が受ける魔法ダメージを{0}％カット","1","0","0","0","0","0","25","2","0","","0","7","0","0","104501103","72"
"1","2","0","1","敵全体を挑発する","1","0","0","0","0","0","5","1","0","","0","7","0","0.05","104501201","20"
"1","2","1.5","1","自分の物理防御力を{0}アップ","1","0","0","12","0","0","1","20","1","物理防御力アップ+{0}","0","7","0","1.5","104501202","10"
"1","2","7","1","自分のＨＰを{0}回復","1","0","0","0.7","0","0","1","1","0","ＨＰ回復量+{0}","0","7","0","7","104501203","4"
"1","2","0","1","敵全体を挑発する","1","0","0","0","0","0","20","1","0","","0","7","0","0","104520201","20"
"1","2","1.4","1","自分の物理防御力を{0}アップ","1","0","0","12","0","0","1","20","1","物理防御力アップ+{0}","0","7","0","-58.8","104520202","10"
"1","2","0","1","敵全体を挑発する","1","0","0","0","0","0","20","1","0","","0","7","0","0","104521201","20"
"1","2","1.7","1","自分の物理防御力を{0}アップ","1","0","0","12","0","0","1","20","1","物理防御力アップ+{0}","0","7","0","-58.5","104521202","10"
"1","2","7","1","自分のＨＰを{0}回復","1","0","0","0.7","0","0","1","1","0","ＨＰ回復量+{0}","0","7","0","7","104521203","4"
"0","0","2","0","自分の魔法防御力を{0}アップ","1","0","0","1","0","0","1","5","0","魔法防御力アップ+{0}","0","0","0","2","104550101","90"
"0","0","2","0","自分の魔法防御力を{0}アップ","1","0","0","1","0","0","1","5","0","魔法防御力アップ+{0}","0","0","0","32","104551101","90"
"1","1","0","2","","1","0","0","0","0","2160","0","1","0","","0","16","0","0","104600101","2"
"1","1","4.8","2","敵単体に{0}の物理ダメージ","1","0","0","0","0","2160","60","1","0","物理ダメージ+{0}","0","16","0","60","104600102","1"
"1","1","1.2","3","敵単体に{0}の物理ダメージ","1","0","0","0","0","2160","15","1","0","物理ダメージ+{0}","0","16","0","15","104600201","1"
"1","1","2.75","3","敵単体の魔法攻撃力を{0}ダウン","1","1","0","12","0","-1","1","31","1","魔法攻撃力ダウン+{0}","0","1","0","2.75","104600202","10"
"1","1","0","3","敵単体のＴＰを{0}失わせる","1","0","0","0","0","2160","40","2","0","ＴＰダメージ+{0}","0","16","0","1.25","104600301","16"
"1","2","0","1","自分のＴＰを{0}回復","1","0","0","0","0","0","40","1","0","ＴＰ回復量+{0}","0","7","0","1.25","104600302","16"
"1","1","0","2","","1","0","0","0","0","2160","0","1300","104601102","","0","16","104601103","0","104601101","23"
"1","1","4.8","2","対象が物理攻撃をする敵だった場合{0}の物理ダメージ","1","0","0","0","0","2160","60","1","0","物理ダメージ+{0}","0","16","0","60","104601102","1"
"1","1","9.9","2","対象が魔法攻撃をする敵だった場合{0}の物理ダメージ","1","0","0","0","0","2160","124","1","0","物理ダメージ+{0}","0","16","0","124","104601103","1"
"1","1","1.35","2","対象が魔法攻撃をする敵だった場合物理防御力を{0}ダウン","1","0","0","18","0","2160","1","21","0","物理防御力ダウン+{0}","0","16","0","1.35","104601104","10"
"1","1","1.2","3","敵単体に{0}の物理ダメージ","1","0","0","0","0","2160","15","1","0","物理ダメージ+{0}","0","16","0","15","104601201","1"
"1","1","5.5","3","敵単体の魔法攻撃力を{0}ダウン","1","1","0","12","0","2160","1","31","1","魔法攻撃力ダウン+{0}","0","1","0","5.5","104601202","10"
"1","1","1.5","3","敵単体を一定時間行動不能にする","1","0","0","0","0","2160","0","7","0","スタンの確定成功Ｌｖ+1","0","1","0","0","104601203","8"
"1","1","0","3","敵単体のＴＰを{0}失わせる","1","0","0","0","0","2160","365","2","0","","0","16","0","0","104620301","16"
"1","2","0","1","自分のＴＰを{0}回復","1","0","0","0","0","0","365","1","0","","0","7","0","0","104620302","16"
"1","2","8","1","自分の物理攻撃力を{0}アップ","1","0","0","12","0","0","1","10","1","物理攻撃力アップ+{0}","0","7","0","-2080","104620303","10"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","15","104650101","90"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","240","104651101","90"
"1","2","18","3","{0}ダメージ分の物理魔法吸収バリアを展開する","1","0","0","0","0","0","55","6","0","吸収ダメージ量+{0}","0","7","0","55","104700101","6"
